,AWI US Equity,AWI US Equity,AWI US Equity,AWI US Equity,AWI US Equity
2019-07-05,94.4689,94.7912,93.6725,94.6395,233418.0
2019-07-06,94.4689,94.7912,93.6725,94.6395,233418.0
2019-07-07,94.4689,94.7912,93.6725,94.6395,233418.0
2019-07-08,94.2982,94.6016,93.1322,93.4071,225064.0
2019-07-09,93.4355,93.6062,92.2884,92.7814,328046.0
2019-07-10,93.0563,93.9664,91.7196,92.8573,329407.0
2019-07-11,93.2933,93.2933,91.6343,92.5823,279060.0
2019-07-12,92.8667,93.8527,92.8667,93.5777,172931.0
2019-07-13,92.8667,93.8527,92.8667,93.5777,172931.0
2019-07-14,92.8667,93.8527,92.8667,93.5777,172931.0
2019-07-15,93.8053,94.3172,93.1701,93.938,321595.0
2019-07-16,93.9475,95.2178,93.9475,94.8007,270458.0
2019-07-17,94.8007,94.8765,93.5872,93.6157,210916.0
2019-07-18,93.6157,93.9664,93.0374,93.5209,246908.0
2019-07-19,93.8527,94.2793,92.6297,92.6297,229070.0
2019-07-20,93.8527,94.2793,92.6297,92.6297,229070.0
2019-07-21,93.8527,94.2793,92.6297,92.6297,229070.0
2019-07-22,92.5444,93.5872,91.8524,93.0658,308605.0
2019-07-23,93.938,93.938,91.6248,93.4355,414429.0
2019-07-24,93.1796,94.8765,93.0848,94.7533,309092.0
2019-07-25,97.7395,97.7395,94.0233,94.1181,412825.0
2019-07-26,93.9664,94.8007,93.5114,94.1655,457543.0
2019-07-27,93.9664,94.8007,93.5114,94.1655,457543.0
2019-07-28,93.9664,94.8007,93.5114,94.1655,457543.0
2019-07-29,95.9383,99.0667,88.1457,89.4634,1002488.0
2019-07-30,89.1126,93.5493,88.8756,93.3313,573967.0
2019-07-31,93.1322,94.5447,92.4401,92.6297,473960.0
2019-08-01,92.3074,93.5398,90.3545,90.3924,412456.0
2019-08-02,89.9469,91.0086,89.4634,90.819,288277.0
2019-08-03,89.9469,91.0086,89.4634,90.819,288277.0
2019-08-04,89.9469,91.0086,89.4634,90.819,288277.0
2019-08-05,89.5771,90.5536,88.7613,90.4588,385479.0
2019-08-06,90.838,91.5206,89.9753,90.9138,349325.0
2019-08-07,89.9689,90.9376,89.3373,90.5672,301215.0
2019-08-08,90.8901,92.5427,90.5292,91.7449,289967.0
2019-08-09,91.346,91.5169,89.9499,90.2348,258781.0
2019-08-10,91.346,91.5169,89.9499,90.2348,258781.0
2019-08-11,91.346,91.5169,89.9499,90.2348,258781.0
2019-08-12,89.7029,90.1493,88.5253,88.5727,308394.0
2019-08-13,88.4778,90.7856,88.2308,90.2443,461502.0
2019-08-14,88.8767,89.608,87.756,88.5348,528234.0
2019-08-15,89.0761,90.1113,88.9621,89.7694,316099.0
2019-08-16,90.2823,91.327,90.0971,90.7002,229026.0
2019-08-17,90.2823,91.327,90.0971,90.7002,229026.0
2019-08-18,90.2823,91.327,90.0971,90.7002,229026.0
2019-08-19,91.8114,92.1343,90.7951,91.4125,223459.0
2019-08-20,91.194,91.365,90.3701,90.4247,190743.0
2019-08-21,91.2985,91.6357,90.2775,90.5197,270702.0
2019-08-22,90.6147,91.289,89.8549,90.1113,278586.0
2019-08-23,89.8074,89.8074,86.7208,86.9487,277965.0
2019-08-24,89.8074,89.8074,86.7208,86.9487,277965.0
2019-08-25,89.8074,89.8074,86.7208,86.9487,277965.0
2019-08-26,87.6705,88.3448,87.1671,88.2023,207797.0
2019-08-27,88.8577,89.4275,88.3353,88.9716,430516.0
2019-08-28,88.7247,89.1236,87.5945,88.3733,335271.0
2019-08-29,89.304,90.1968,88.6107,89.323,319879.0
2019-08-30,89.9404,90.8854,89.7504,90.6717,359074.0
2019-08-31,89.9404,90.8854,89.7504,90.6717,359074.0
2019-09-01,89.9404,90.8854,89.7504,90.6717,359074.0
2019-09-02,89.9404,90.8854,89.7504,90.6717,359074.0
2019-09-03,90.2538,90.3108,88.9241,89.4655,323265.0
2019-09-04,90.2443,90.4532,89.1806,89.304,303075.0
2019-09-05,90.0828,91.9538,89.7789,90.9186,154554.0
2019-09-06,90.9661,91.2605,90.3962,90.5672,213360.0
2019-09-07,90.9661,91.2605,90.3962,90.5672,213360.0
2019-09-08,90.9661,91.2605,90.3962,90.5672,213360.0
2019-09-09,91.0231,91.0231,88.8197,89.2376,386155.0
2019-09-10,88.4493,88.8339,86.5783,87.9649,466458.0
2019-09-11,88.0124,90.9471,87.3762,90.8996,319043.0
2019-09-12,91.0326,91.2225,89.7504,90.0828,265955.0
2019-09-13,90.6812,91.2225,90.3108,91.1275,266029.0
2019-09-14,90.6812,91.2225,90.3108,91.1275,266029.0
2019-09-15,90.6812,91.2225,90.3108,91.1275,266029.0
2019-09-16,90.6907,91.3175,90.2775,91.118,231368.0
2019-09-17,91.6689,92.0773,90.8426,91.9823,223535.0
2019-09-18,91.9823,92.3147,90.8331,92.2387,241485.0
2019-09-19,92.2482,93.7963,91.8114,93.2265,290392.0
2019-09-20,93.6539,93.9008,92.2387,92.6281,585053.0
2019-09-21,93.6539,93.9008,92.2387,92.6281,585053.0
2019-09-22,93.6539,93.9008,92.2387,92.6281,585053.0
2019-09-23,92.1818,92.7611,90.9234,91.0516,421828.0
2019-09-24,91.213,91.8588,89.7219,89.9689,301002.0
2019-09-25,89.9499,91.4695,89.2471,91.2415,389166.0
2019-09-26,91.156,92.2197,90.8616,91.403,206562.0
2019-09-27,91.9538,91.9538,90.1398,91.251,194669.0
2019-09-28,91.9538,91.9538,90.1398,91.251,194669.0
2019-09-29,91.9538,91.9538,90.1398,91.251,194669.0
2019-09-30,91.2795,92.0488,90.8426,91.8399,239078.0
2019-10-01,92.3242,93.1314,91.0421,91.6214,332238.0
2019-10-02,90.7951,90.7951,89.3895,90.5957,418761.0
2019-10-03,90.2443,90.5007,88.8767,90.3678,372895.0
2019-10-04,90.6242,91.4125,90.2633,91.403,238329.0
2019-10-05,90.6242,91.4125,90.2633,91.403,238329.0
2019-10-06,90.6242,91.4125,90.2633,91.403,238329.0
2019-10-07,90.7951,91.3935,90.477,90.9091,454290.0
2019-10-08,90.1588,91.3222,89.7314,90.5102,337494.0
2019-10-09,91.2225,91.7259,90.6337,91.194,329877.0
2019-10-10,91.0136,91.7639,90.6812,91.441,155584.0
2019-10-11,92.4572,93.0935,91.7639,92.1248,373721.0
2019-10-12,92.4572,93.0935,91.7639,92.1248,373721.0
2019-10-13,92.4572,93.0935,91.7639,92.1248,373721.0
2019-10-14,91.5739,92.1153,91.327,91.6974,227198.0
2019-10-15,92.0488,93.027,91.8184,92.4857,228432.0
2019-10-16,92.4382,93.4829,91.9253,92.8371,228954.0
2019-10-17,93.1885,93.9245,92.9131,93.179,264124.0
2019-10-18,92.7991,94.5371,92.6091,94.2617,418548.0
2019-10-19,92.7991,94.5371,92.6091,94.2617,418548.0
2019-10-20,92.7991,94.5371,92.6091,94.2617,418548.0
2019-10-21,94.2047,95.7433,94.1287,95.1924,352182.0
2019-10-22,95.3919,95.6008,93.2075,93.9008,205078.0
2019-10-23,93.6918,94.0148,92.7801,93.084,205518.0
2019-10-24,93.5304,96.3701,93.4449,95.7718,322220.0
2019-10-25,95.5153,98.45,95.3539,97.3293,460127.0
2019-10-26,95.5153,98.45,95.3539,97.3293,460127.0
2019-10-27,95.5153,98.45,95.3539,97.3293,460127.0
2019-10-28,94.2142,96.2182,89.494,92.7326,1880824.0
2019-10-29,90.7476,91.6119,88.2213,88.6487,1126088.0
2019-10-30,88.4398,89.0001,85.752,87.7655,1117179.0
2019-10-31,87.699,88.8672,87.585,88.8292,504950.0
2019-11-01,89.5795,91.2795,89.1996,89.4845,585578.0
2019-11-02,89.5795,91.2795,89.1996,89.4845,585578.0
2019-11-03,89.5795,91.2795,89.1996,89.4845,585578.0
2019-11-04,89.8549,90.3108,87.9269,88.6487,450196.0
2019-11-05,89.0381,89.0381,86.3409,86.7397,1050075.0
2019-11-06,86.7588,87.2633,85.2644,87.2442,517112.0
2019-11-07,87.7011,89.3668,87.6059,89.224,713851.0
2019-11-08,89.0432,89.8046,88.6149,89.205,346345.0
2019-11-09,89.0432,89.8046,88.6149,89.205,346345.0
2019-11-10,89.0432,89.8046,88.6149,89.205,346345.0
2019-11-11,89.2621,91.575,89.105,91.5274,437194.0
2019-11-12,92.1176,93.0599,91.97,92.4412,783250.0
2019-11-13,92.2889,93.5548,91.8986,93.5167,444770.0
2019-11-14,93.1741,93.7975,93.0313,93.5548,328906.0
2019-11-15,94.164,94.8874,93.8404,94.4305,347847.0
2019-11-16,94.164,94.8874,93.8404,94.4305,347847.0
2019-11-17,94.164,94.8874,93.8404,94.4305,347847.0
2019-11-18,94.2592,95.0587,93.2883,93.7452,642882.0
2019-11-19,93.8309,94.5162,91.3467,91.556,442413.0
2019-11-20,91.5941,92.584,91.0182,91.318,389028.0
2019-11-21,91.2229,91.7083,88.9765,89.1384,364600.0
2019-11-22,89.1859,89.6523,87.8629,89.1384,260411.0
2019-11-23,89.1859,89.6523,87.8629,89.1384,260411.0
2019-11-24,89.1859,89.6523,87.8629,89.1384,260411.0
2019-11-25,89.4144,90.5566,89.0812,90.0997,355924.0
2019-11-26,90.4995,92.7077,89.4715,92.6601,251530.0
2019-11-27,92.9647,93.6595,92.1747,92.346,254009.0
2019-11-28,92.9647,93.6595,92.1747,92.346,254009.0
2019-11-29,92.2889,92.365,91.2419,91.3942,67119.0
2019-11-30,92.2889,92.365,91.2419,91.3942,67119.0
2019-12-01,92.2889,92.365,91.2419,91.3942,67119.0
2019-12-02,91.28,91.28,89.4715,89.757,255837.0
2019-12-03,88.967,89.5572,88.415,89.224,335060.0
2019-12-04,89.4525,90.5566,88.7767,89.205,316319.0
2019-12-05,89.3478,89.6523,88.3579,88.7481,346341.0
2019-12-06,90.804,91.6512,89.5762,89.9664,330827.0
2019-12-07,90.804,91.6512,89.5762,89.9664,330827.0
2019-12-08,90.804,91.6512,89.5762,89.9664,330827.0
2019-12-09,89.3763,90.2948,87.4251,89.9569,358412.0
2019-12-10,90.0807,90.3852,87.9391,88.0152,257007.0
2019-12-11,87.8629,90.4709,87.8629,89.5381,410145.0
2019-12-12,89.3953,90.1092,88.7005,89.3002,290951.0
2019-12-13,89.2906,89.9855,88.8861,89.224,155580.0
2019-12-14,89.2906,89.9855,88.8861,89.224,155580.0
2019-12-15,89.2906,89.9855,88.8861,89.224,155580.0
2019-12-16,89.8998,90.3852,89.6333,90.0711,278233.0
2019-12-17,89.8903,90.6137,89.8903,90.4995,168218.0
2019-12-18,90.766,91.3942,89.4715,89.5952,161576.0
2019-12-19,89.6714,89.9379,88.7671,89.5286,248012.0
2019-12-20,89.7095,90.1092,88.672,89.2716,274810.0
2019-12-21,89.7095,90.1092,88.672,89.2716,274810.0
2019-12-22,89.7095,90.1092,88.672,89.2716,274810.0
2019-12-23,89.3763,89.3763,88.4721,88.5673,178235.0
2019-12-24,88.7196,90.2139,88.434,90.1473,76291.0
2019-12-25,88.7196,90.2139,88.434,90.1473,76291.0
2019-12-26,89.995,90.6337,88.9099,89.4334,97812.0
2019-12-27,89.6714,89.7761,88.9113,89.3287,100630.0
2019-12-28,89.6714,89.7761,88.9113,89.3287,100630.0
2019-12-29,89.6714,89.7761,88.9113,89.3287,100630.0
2019-12-30,89.3953,89.5667,88.5482,89.1574,122063.0
2019-12-31,89.0146,90.0711,88.6529,89.4429,188260.0
2020-01-01,89.0146,90.0711,88.6529,89.4429,188260.0
2020-01-02,89.7666,90.9468,89.4239,90.8897,318149.0
2020-01-03,89.8237,91.7749,89.7666,91.2895,268423.0
2020-01-04,89.8237,91.7749,89.7666,91.2895,268423.0
2020-01-05,89.8237,91.7749,89.7666,91.2895,268423.0
2020-01-06,89.0908,91.2038,87.8248,91.0991,672065.0
2020-01-07,90.9563,92.4507,90.8992,91.832,238507.0
2020-01-08,91.8415,93.5358,91.4227,93.1741,286189.0
2020-01-09,93.4216,94.3924,92.9742,93.0313,273840.0
2020-01-10,93.4025,94.0307,92.3365,93.888,292684.0
2020-01-11,93.4025,94.0307,92.3365,93.888,292684.0
2020-01-12,93.4025,94.0307,92.3365,93.888,292684.0
2020-01-13,93.9356,95.6774,93.8309,95.487,429443.0
2020-01-14,95.6774,97.8856,95.5822,96.5436,557786.0
2020-01-15,96.4674,98.1807,96.4674,98.1521,411645.0
2020-01-16,98.7423,99.3181,96.9433,97.562,386868.0
2020-01-17,97.9998,98.3044,96.9814,97.0575,276016.0
2020-01-18,97.9998,98.3044,96.9814,97.0575,276016.0
2020-01-19,97.9998,98.3044,96.9814,97.0575,276016.0
2020-01-20,97.9998,98.3044,96.9814,97.0575,276016.0
2020-01-21,97.0099,100.2033,96.515,99.6846,404419.0
2020-01-22,100.17,100.9124,100.0843,100.5222,306363.0
2020-01-23,100.4555,101.3503,99.7131,100.2747,329860.0
2020-01-24,98.847,100.0939,97.1146,97.9142,313815.0
2020-01-25,98.847,100.0939,97.1146,97.9142,313815.0
2020-01-26,98.847,100.0939,97.1146,97.9142,313815.0
2020-01-27,96.3151,97.6286,96.2294,96.6768,256129.0
2020-01-28,96.9814,98.0379,96.0772,97.4002,231503.0
2020-01-29,97.6762,97.7143,96.1723,96.8101,277210.0
2020-01-30,96.0962,96.8577,95.04,96.8291,280733.0
2020-01-31,96.5245,96.8196,94.5923,95.4965,318049.0
2020-02-01,96.5245,96.8196,94.5923,95.4965,318049.0
2020-02-02,96.5245,96.8196,94.5923,95.4965,318049.0
2020-02-03,95.6584,97.1718,95.6584,96.4198,265187.0
2020-02-04,97.5525,97.9618,96.1343,97.4192,170113.0
2020-02-05,98.1331,98.4186,97.4573,97.8761,206421.0
2020-02-06,98.2092,98.2188,97.2289,97.7809,198239.0
2020-02-07,97.4668,98.1617,96.8005,97.6953,153069.0
2020-02-08,97.4668,98.1617,96.8005,97.6953,153069.0
2020-02-09,97.4668,98.1617,96.8005,97.6953,153069.0
2020-02-10,97.3336,99.3229,96.8196,99.2753,238752.0
2020-02-11,99.399,100.1977,98.0665,98.4186,288584.0
2020-02-12,98.8089,98.9136,97.1718,97.2289,215515.0
2020-02-13,96.7244,98.1331,96.3151,97.2098,312964.0
2020-02-14,97.324,98.9136,97.324,98.847,326603.0
2020-02-15,97.324,98.9136,97.324,98.847,326603.0
2020-02-16,97.324,98.9136,97.324,98.847,326603.0
2020-02-17,97.324,98.9136,97.324,98.847,326603.0
2020-02-18,99.0659,100.1605,98.6994,99.9606,378986.0
2020-02-19,100.3413,101.4026,99.3229,99.3229,302251.0
2020-02-20,99.0468,101.6739,99.0468,101.2075,276593.0
2020-02-21,100.7792,101.888,100.3984,101.3217,323008.0
2020-02-22,100.7792,101.888,100.3984,101.3217,323008.0
2020-02-23,100.7792,101.888,100.3984,101.3217,323008.0
2020-02-24,98.9802,106.0903,97.0385,101.0457,832467.0
2020-02-25,101.8262,103.5585,99.7893,100.5031,758701.0
2020-02-26,101.0933,101.3027,97.819,98.628,569757.0
2020-02-27,97.2289,100.0558,95.8963,98.0855,675421.0
2020-02-28,95.6488,97.6667,93.1741,95.3252,878416.0
2020-02-29,95.6488,97.6667,93.1741,95.3252,878416.0
2020-03-01,95.6488,97.6667,93.1741,95.3252,878416.0
2020-03-02,95.9249,99.0691,93.8975,98.9612,443762.0
2020-03-03,98.9231,101.8785,98.2473,99.4657,384566.0
2020-03-04,100.5624,106.0458,100.5624,105.9791,432488.0
2020-03-05,104.0718,105.4069,102.3743,104.0146,354469.0
2020-03-06,101.7354,101.7354,97.587,100.3335,395666.0
2020-03-07,101.7354,101.7354,97.587,100.3335,395666.0
2020-03-08,101.7354,101.7354,97.587,100.3335,395666.0
2020-03-09,95.899,96.1565,90.4632,90.5681,609366.0
2020-03-10,92.6852,95.9467,88.2412,95.8036,687448.0
2020-03-11,93.5054,93.5149,86.6438,87.3352,685822.0
2020-03-12,76.292,87.7167,75.181,77.7701,918117.0
2020-03-13,81.4608,83.7018,77.2933,83.7018,648975.0
2020-03-14,81.4608,83.7018,77.2933,83.7018,648975.0
