,SBGI US Equity,SBGI US Equity,SBGI US Equity,SBGI US Equity,SBGI US Equity
2019-02-24,26.5514,26.7501,26.4019,26.5191,606711.0
2019-02-25,26.632,26.8498,26.3255,26.3417,751062.0
2019-02-26,26.3659,26.6119,26.2126,26.4627,1123830.0
2019-02-27,26.1965,28.3984,26.1965,28.0919,2567857.0
2019-02-28,28.0515,29.4549,28.0515,29.1162,1906226.0
2019-03-01,29.3662,30.084,29.1968,29.6243,1712732.0
2019-03-02,29.3662,30.084,29.1968,29.6243,1712732.0
2019-03-03,29.3662,30.084,29.1968,29.6243,1712732.0
2019-03-04,29.5759,29.8501,29.1646,29.6324,1124209.0
2019-03-05,29.7856,30.7856,29.7251,30.7051,1778927.0
2019-03-06,30.6244,30.8986,30.4631,30.8099,1016550.0
2019-03-07,30.7938,30.7938,29.6687,29.705,1488781.0
2019-03-08,29.4779,29.8752,29.4779,29.859,952333.0
2019-03-09,29.4779,29.8752,29.4779,29.859,952333.0
2019-03-10,29.4779,29.8752,29.4779,29.859,952333.0
2019-03-11,29.932,30.7916,29.7617,30.7916,909172.0
2019-03-12,30.7916,31.4404,30.7024,31.1565,1051643.0
2019-03-13,31.3593,31.4242,31.116,31.3431,1338422.0
2019-03-14,31.4485,31.5823,31.0754,31.2539,1237967.0
2019-03-15,31.2944,32.3405,31.189,31.8783,1627677.0
2019-03-16,31.2944,32.3405,31.189,31.8783,1627677.0
2019-03-17,31.2944,32.3405,31.189,31.8783,1627677.0
2019-03-18,31.8134,31.8864,31.1728,31.2214,841633.0
2019-03-19,31.3349,31.4242,30.8808,30.9944,712937.0
2019-03-20,31.0268,31.0268,30.0942,30.2158,1039465.0
2019-03-21,30.224,31.3431,30.1753,31.3025,1553358.0
2019-03-22,31.2214,31.2214,30.224,30.6538,948661.0
2019-03-23,31.2214,31.2214,30.224,30.6538,948661.0
2019-03-24,31.2214,31.2214,30.224,30.6538,948661.0
2019-03-25,30.6943,31.0349,30.2321,30.8078,1110962.0
2019-03-26,31.0511,31.3431,30.7997,31.0349,945972.0
2019-03-27,31.043,31.2295,30.8889,31.1079,568318.0
2019-03-28,31.1241,31.2944,30.8889,31.0511,531803.0
2019-03-29,31.2944,31.2944,30.8403,31.2052,774884.0
2019-03-30,31.2944,31.2944,30.8403,31.2052,774884.0
2019-03-31,31.2944,31.2944,30.8403,31.2052,774884.0
2019-04-01,31.3593,31.9432,31.189,31.854,1136339.0
2019-04-02,31.8864,32.3162,31.7891,32.008,1005015.0
2019-04-03,32.5838,33.8651,32.3973,33.5813,2045073.0
2019-04-04,33.711,34.5382,33.5411,34.3841,1620452.0
2019-04-05,34.3841,35.2032,34.1408,34.7247,1457254.0
2019-04-06,34.3841,35.2032,34.1408,34.7247,1457254.0
2019-04-07,34.3841,35.2032,34.1408,34.7247,1457254.0
2019-04-08,34.7409,34.8707,34.23,34.4733,1020533.0
2019-04-09,34.3436,34.6598,34.2057,34.6517,939936.0
2019-04-10,34.6679,35.633,34.6679,35.4059,820490.0
2019-04-11,35.3816,35.86,35.268,35.7627,888973.0
2019-04-12,36.0871,36.2006,35.2761,35.2761,566650.0
2019-04-13,36.0871,36.2006,35.2761,35.2761,566650.0
2019-04-14,36.0871,36.2006,35.2761,35.2761,566650.0
2019-04-15,35.3897,35.9979,35.1626,35.8519,771459.0
2019-04-16,36.0709,36.4763,35.8033,36.4763,620115.0
2019-04-17,36.4926,36.971,36.4358,36.8088,728349.0
2019-04-18,36.6548,36.7764,36.079,36.0952,568748.0
2019-04-19,36.6548,36.7764,36.079,36.0952,568748.0
2019-04-20,36.6548,36.7764,36.079,36.0952,568748.0
2019-04-21,36.6548,36.7764,36.079,36.0952,568748.0
2019-04-22,35.9654,36.2655,35.1707,35.2518,588498.0
2019-04-23,35.487,36.1114,35.3491,36.006,601719.0
2019-04-24,35.933,36.4317,35.8033,36.225,546467.0
2019-04-25,36.1925,36.1925,35.5519,35.8844,439170.0
2019-04-26,35.9736,36.6142,35.8033,36.5737,450247.0
2019-04-27,35.9736,36.6142,35.8033,36.5737,450247.0
2019-04-28,35.9736,36.6142,35.8033,36.5737,450247.0
2019-04-29,36.6061,37.2224,36.598,37.0359,425747.0
2019-04-30,37.2143,37.4333,36.8251,37.1332,1148326.0
2019-05-01,37.1251,37.3603,36.6304,36.8088,525823.0
2019-05-02,36.8332,36.8575,35.0815,35.4546,931267.0
2019-05-03,36.5169,37.3765,35.4302,36.452,1298560.0
2019-05-04,36.5169,37.3765,35.4302,36.452,1298560.0
2019-05-05,36.5169,37.3765,35.4302,36.452,1298560.0
2019-05-06,40.9933,51.2356,40.1418,49.046,16069461.0
2019-05-07,49.7515,53.9847,48.6811,49.3947,7164352.0
2019-05-08,48.3972,52.233,47.9512,49.4109,3257503.0
2019-05-09,48.9163,50.005,48.5783,49.6137,1691280.0
2019-05-10,49.5407,50.8382,49.2826,50.1246,1294995.0
2019-05-11,49.5407,50.8382,49.2826,50.1246,1294995.0
2019-05-12,49.5407,50.8382,49.2826,50.1246,1294995.0
2019-05-13,49.3866,49.6542,46.6213,47.0349,1823179.0
2019-05-14,47.4484,47.4566,45.7292,46.1509,2912470.0
2019-05-15,45.7292,46.6051,45.3319,46.4753,2036110.0
2019-05-16,46.6294,47.4322,46.4064,46.7267,1205883.0
2019-05-17,46.6294,47.0024,46.0455,46.1509,1143340.0
2019-05-18,46.6294,47.0024,46.0455,46.1509,1143340.0
2019-05-19,46.6294,47.0024,46.0455,46.1509,1143340.0
2019-05-20,45.8347,46.0861,45.0399,45.7373,960385.0
2019-05-21,45.7941,46.2645,45.5346,45.8914,1212823.0
2019-05-22,45.5508,45.5508,44.2858,44.3506,873342.0
2019-05-23,43.8884,44.3506,42.6233,44.229,1139311.0
2019-05-24,44.5371,44.8453,44.0749,44.821,811902.0
2019-05-25,44.5371,44.8453,44.0749,44.821,811902.0
2019-05-26,44.5371,44.8453,44.0749,44.821,811902.0
2019-05-27,44.5371,44.8453,44.0749,44.821,811902.0
2019-05-28,44.4317,45.4941,43.8478,43.8803,989757.0
2019-05-29,43.4991,44.2128,43.1261,44.1722,798436.0
2019-05-30,44.1885,45.84,44.1885,45.1652,902964.0
2019-05-31,44.7583,45.1652,43.4722,43.692,1192061.0
2019-06-01,44.7583,45.1652,43.4722,43.692,1192061.0
2019-06-02,44.7583,45.1652,43.4722,43.692,1192061.0
2019-06-03,43.5048,45.0106,43.5048,43.635,1324943.0
2019-06-04,44.2618,44.6199,43.635,44.392,1183108.0
2019-06-05,44.6036,45.4908,43.5261,43.6757,1205511.0
2019-06-06,43.5862,44.2943,42.5932,43.1304,1395529.0
2019-06-07,43.3746,43.7734,41.6979,41.7711,1142612.0
2019-06-08,43.3746,43.7734,41.6979,41.7711,1142612.0
2019-06-09,43.3746,43.7734,41.6979,41.7711,1142612.0
2019-06-10,41.8037,42.2261,40.9816,41.4211,1529112.0
2019-06-11,41.5921,42.0153,40.8758,41.5351,1197264.0
2019-06-12,41.8362,42.3002,41.2258,41.7711,1025924.0
2019-06-13,41.9014,42.4304,41.063,42.1618,1292916.0
2019-06-14,42.0723,42.5688,41.7711,42.0397,556047.0
2019-06-15,42.0723,42.5688,41.7711,42.0397,556047.0
2019-06-16,42.0723,42.5688,41.7711,42.0397,556047.0
2019-06-17,41.9502,43.5536,41.6678,43.5292,910195.0
2019-06-18,43.8385,44.8071,43.1304,43.1955,1104740.0
2019-06-19,43.1874,43.456,42.3897,43.0164,804503.0
2019-06-20,43.342,43.6188,42.8211,43.6025,948984.0
2019-06-21,43.3176,44.5059,42.813,43.9932,1961929.0
2019-06-22,43.3176,44.5059,42.813,43.9932,1961929.0
2019-06-23,43.3176,44.5059,42.813,43.9932,1961929.0
2019-06-24,44.0664,44.4408,43.163,43.5699,1142044.0
2019-06-25,43.3909,43.8467,43.1548,43.5048,1587512.0
2019-06-26,43.5374,44.2943,43.4071,43.8467,1258526.0
2019-06-27,43.1304,43.7001,42.2432,43.3013,1605796.0
2019-06-28,43.4316,44.099,43.1792,43.6513,8519444.0
2019-06-29,43.4316,44.099,43.1792,43.6513,8519444.0
2019-06-30,43.4316,44.099,43.1792,43.6513,8519444.0
2019-07-01,44.5385,45.0676,43.8222,44.1966,1427368.0
2019-07-02,44.1478,45.4267,43.8955,44.4897,1292547.0
2019-07-03,44.8641,46.6954,44.7013,46.6385,1260380.0
2019-07-04,44.8641,46.6954,44.7013,46.6385,1260380.0
2019-07-05,46.3454,46.8094,46.0117,46.6466,1123545.0
2019-07-06,46.3454,46.8094,46.0117,46.6466,1123545.0
2019-07-07,46.3454,46.8094,46.0117,46.6466,1123545.0
2019-07-08,46.5489,46.5489,45.5478,45.5722,886263.0
2019-07-09,45.6617,45.8204,44.7664,44.8478,1159956.0
2019-07-10,45.0187,47.0454,44.6931,46.6873,1531928.0
2019-07-11,46.7687,48.4942,46.7444,47.957,1792777.0
2019-07-12,47.8919,48.421,47.2245,48.0628,749178.0
2019-07-13,47.8919,48.421,47.2245,48.0628,749178.0
2019-07-14,47.8919,48.421,47.2245,48.0628,749178.0
2019-07-15,48.3233,48.3314,47.6233,48.1849,582472.0
2019-07-16,48.1117,48.3314,47.5256,47.6396,725576.0
2019-07-17,47.6233,47.6233,45.8571,45.8896,888688.0
2019-07-18,45.7024,45.7838,44.9617,45.6862,681355.0
2019-07-19,45.735,46.5652,45.149,45.4908,660502.0
2019-07-20,45.735,46.5652,45.149,45.4908,660502.0
2019-07-21,45.735,46.5652,45.149,45.4908,660502.0
2019-07-22,45.5315,46.0768,44.917,45.2873,983216.0
2019-07-23,45.4501,45.7024,43.7083,44.1966,1617618.0
2019-07-24,44.0664,45.2833,43.8222,45.2222,1065964.0
2019-07-25,45.3199,46.2559,45.3199,45.8164,1114414.0
2019-07-26,46.028,46.6751,42.2513,43.0164,2278837.0
2019-07-27,46.028,46.6751,42.2513,43.0164,2278837.0
2019-07-28,46.028,46.6751,42.2513,43.0164,2278837.0
2019-07-29,42.9595,43.7235,42.8984,43.1385,1274930.0
2019-07-30,42.2432,42.3246,39.02,41.4456,2275374.0
2019-07-31,41.2909,41.8362,40.4543,40.9002,1588441.0
2019-08-01,41.0549,42.2269,40.713,40.8514,1060934.0
2019-08-02,40.8514,40.9735,40.0415,40.184,691857.0
2019-08-03,40.8514,40.9735,40.0415,40.184,691857.0
2019-08-04,40.8514,40.9735,40.0415,40.184,691857.0
2019-08-05,39.7933,40.0456,38.9875,39.8177,803227.0
2019-08-06,40.2409,41.8607,39.3049,39.9072,1062960.0
2019-08-07,38.2875,39.0526,35.9027,38.0759,1610127.0
2019-08-08,38.0514,38.5561,37.2863,38.3038,1058262.0
2019-08-09,38.1166,38.1166,36.4936,36.8061,858671.0
2019-08-10,38.1166,38.1166,36.4936,36.8061,858671.0
2019-08-11,38.1166,38.1166,36.4936,36.8061,858671.0
2019-08-12,36.448,37.03,35.6178,36.9933,1457933.0
2019-08-13,36.9852,38.8735,36.6515,38.6619,1844233.0
2019-08-14,36.8224,37.4084,34.3073,35.3248,2350382.0
2019-08-15,35.5689,36.212,35.2841,35.984,993455.0
2019-08-16,36.1387,36.8224,36.0858,36.3178,983764.0
2019-08-17,36.1387,36.8224,36.0858,36.3178,983764.0
2019-08-18,36.1387,36.8224,36.0858,36.3178,983764.0
2019-08-19,36.7736,37.7259,36.5294,36.5294,544875.0
2019-08-20,36.3503,36.8143,36.0329,36.1957,461483.0
2019-08-21,34.991,35.7236,34.1853,35.2027,1386100.0
2019-08-22,35.3573,36.3015,35.2637,36.1306,713235.0
2019-08-23,35.8782,36.0899,34.5027,35.0806,1035667.0
2019-08-24,35.8782,36.0899,34.5027,35.0806,1035667.0
2019-08-25,35.8782,36.0899,34.5027,35.0806,1035667.0
2019-08-26,35.4957,35.9027,34.698,35.1701,447661.0
2019-08-27,35.5038,35.8538,34.8608,34.9422,950037.0
2019-08-28,34.7306,36.3503,34.7265,36.2201,871592.0
2019-08-29,36.2364,36.588,35.9421,36.1792,795640.0
2019-08-30,36.4899,37.1358,36.1383,36.4408,624071.0
2019-08-31,36.4899,37.1358,36.1383,36.4408,624071.0
2019-09-01,36.4899,37.1358,36.1383,36.4408,624071.0
2019-09-02,36.4899,37.1358,36.1383,36.4408,624071.0
2019-09-03,35.893,36.3427,34.2701,34.6257,1613651.0
2019-09-04,34.8383,35.8072,34.8383,35.1163,1061662.0
2019-09-05,35.4106,35.9503,34.732,35.8603,625364.0
2019-09-06,35.9176,36.5389,35.6314,35.8685,729153.0
2019-09-07,35.9176,36.5389,35.6314,35.8685,729153.0
2019-09-08,35.9176,36.5389,35.6314,35.8685,729153.0
2019-09-09,35.9911,36.2691,34.9037,35.4025,946371.0
2019-09-10,35.2553,36.4572,35.0264,36.449,874666.0
2019-09-11,36.3836,36.449,35.6805,36.4163,1062622.0
2019-09-12,36.4,36.4333,35.844,36.1955,813085.0
2019-09-13,36.5716,36.5716,35.8031,36.0239,791732.0
2019-09-14,36.5716,36.5716,35.8031,36.0239,791732.0
2019-09-15,36.5716,36.5716,35.8031,36.0239,791732.0
2019-09-16,35.8113,36.449,35.3207,36.3509,525262.0
2019-09-17,36.1792,36.7352,35.9094,36.3509,780245.0
2019-09-18,36.3754,37.3893,36.2937,37.1358,916169.0
2019-09-19,37.3075,37.3075,36.0034,36.0729,1000322.0
2019-09-20,36.1138,36.3836,35.5823,35.7704,724392.0
2019-09-21,36.1138,36.3836,35.5823,35.7704,724392.0
2019-09-22,36.1138,36.3836,35.5823,35.7704,724392.0
2019-09-23,35.5169,36.0974,35.2477,35.9993,491485.0
2019-09-24,35.8358,36.0974,34.8301,34.9119,803743.0
2019-09-25,34.7811,34.9937,33.9635,34.5849,510048.0
2019-09-26,34.732,35.0182,34.0289,34.7893,815856.0
2019-09-27,34.822,34.8465,33.8899,34.1842,755144.0
2019-09-28,34.822,34.8465,33.8899,34.1842,755144.0
2019-09-29,34.822,34.8465,33.8899,34.1842,755144.0
2019-09-30,34.2251,35.1735,34.1066,34.9446,632608.0
2019-10-01,35.1163,35.9743,34.4949,34.5522,544156.0
2019-10-02,34.2496,34.2496,33.571,33.8,683593.0
2019-10-03,33.9635,33.988,33.015,33.8572,782001.0
2019-10-04,33.9471,34.266,33.7754,34.0207,627132.0
2019-10-05,33.9471,34.266,33.7754,34.0207,627132.0
2019-10-06,33.9471,34.266,33.7754,34.0207,627132.0
2019-10-07,33.8572,34.1188,33.3257,33.522,1066235.0
2019-10-08,33.432,33.432,31.4452,31.5761,1088782.0
2019-10-09,31.8867,32.7698,31.6333,32.5981,1091594.0
2019-10-10,32.5081,33.3625,32.5081,32.9088,952808.0
2019-10-11,33.3012,33.9717,33.3012,33.5588,495977.0
2019-10-12,33.3012,33.9717,33.3012,33.5588,495977.0
2019-10-13,33.3012,33.9717,33.3012,33.5588,495977.0
2019-10-14,33.522,34.0616,32.7044,33.0396,464716.0
2019-10-15,33.1377,33.8899,32.7248,33.5628,935684.0
2019-10-16,33.3666,33.9921,33.3584,33.849,593328.0
2019-10-17,34.0943,34.9283,33.5669,34.8792,911993.0
2019-10-18,34.8547,35.149,34.3641,34.4295,558953.0
2019-10-19,34.8547,35.149,34.3641,34.4295,558953.0
2019-10-20,34.8547,35.149,34.3641,34.4295,558953.0
2019-10-21,34.6666,35.1817,34.5276,34.6911,389346.0
2019-10-22,34.6666,34.8751,34.3314,34.5031,363601.0
2019-10-23,34.3559,34.6012,34.1433,34.3396,379079.0
2019-10-24,34.6176,34.6176,33.3462,34.0125,593840.0
2019-10-25,34.0044,34.8301,33.9144,33.988,395919.0
2019-10-26,34.0044,34.8301,33.9144,33.988,395919.0
2019-10-27,34.0044,34.8301,33.9144,33.988,395919.0
2019-10-28,34.1515,34.9364,34.1515,34.6012,396651.0
2019-10-29,34.5358,34.7075,34.0779,34.1433,216299.0
2019-10-30,34.2169,34.2169,32.3364,32.8352,891348.0
2019-10-31,32.7698,32.8515,32.1484,32.5735,598222.0
2019-11-01,32.6962,33.2358,32.5899,32.827,404894.0
2019-11-02,32.6962,33.2358,32.5899,32.827,404894.0
2019-11-03,32.6962,33.2358,32.5899,32.827,404894.0
2019-11-04,33.2767,33.3257,32.3691,32.7125,762437.0
2019-11-05,32.8106,33.06,31.5801,31.6905,1520786.0
2019-11-06,30.3742,31.805,29.7937,31.0201,2122140.0
2019-11-07,31.0855,31.6905,30.5622,31.2695,935453.0
2019-11-08,31.3717,32.2056,30.3987,32.1239,688888.0
2019-11-09,31.3717,32.2056,30.3987,32.1239,688888.0
2019-11-10,31.3717,32.2056,30.3987,32.1239,688888.0
2019-11-11,31.9276,32.9742,31.4616,32.4345,938039.0
2019-11-12,32.2301,32.7616,31.9031,32.1402,715222.0
2019-11-13,31.8459,32.0748,30.7544,31.0691,1138416.0
2019-11-14,30.922,31.6333,30.5622,30.783,813625.0
2019-11-15,31.0364,31.3062,30.644,30.8893,590412.0
2019-11-16,31.0364,31.3062,30.644,30.8893,590412.0
2019-11-17,31.0364,31.3062,30.644,30.8893,590412.0
2019-11-18,30.8075,31.4289,30.2321,31.339,768853.0
2019-11-19,30.4723,31.1754,30.1943,30.8075,1179383.0
2019-11-20,30.8075,30.9138,29.5893,29.671,1454409.0
2019-11-21,29.8264,29.8959,28.2075,28.4283,1597980.0
2019-11-22,28.5346,29.3031,28.3629,29.1723,1335429.0
2019-11-23,28.5346,29.3031,28.3629,29.1723,1335429.0
2019-11-24,28.5346,29.3031,28.3629,29.1723,1335429.0
2019-11-25,29.0333,30.1371,29.0333,29.3031,1305114.0
2019-11-26,29.3685,29.3685,28.5182,29.0987,1104916.0
2019-11-27,29.1563,29.3043,28.121,28.8603,1103250.0
2019-11-28,29.1563,29.3043,28.121,28.8603,1103250.0
2019-11-29,28.7863,28.7863,28.4574,28.6383,241311.0
2019-11-30,28.7863,28.7863,28.4574,28.6383,241311.0
2019-12-01,28.7863,28.7863,28.4574,28.6383,241311.0
2019-12-02,28.5807,28.5972,27.7503,27.8818,974020.0
2019-12-03,27.7091,28.334,27.0596,28.0463,1352261.0
2019-12-04,28.2354,28.3587,27.4173,27.5118,1174805.0
2019-12-05,27.6023,27.6023,26.6649,27.0267,1187453.0
2019-12-06,27.1665,27.372,26.8294,26.9527,726327.0
2019-12-07,27.1665,27.372,26.8294,26.9527,726327.0
2019-12-08,27.1665,27.372,26.8294,26.9527,726327.0
2019-12-09,26.9856,27.594,26.8211,26.854,987928.0
2019-12-10,26.8458,26.8787,26.1222,26.2867,2842577.0
2019-12-11,26.41,26.6937,26.0729,26.0894,609878.0
2019-12-12,26.0565,26.0811,25.4233,25.448,1449771.0
2019-12-13,25.5302,25.7749,24.8067,25.0246,1142326.0
2019-12-14,25.5302,25.7749,24.8067,25.0246,1142326.0
2019-12-15,25.5302,25.7749,24.8067,25.0246,1142326.0
2019-12-16,25.0122,25.5426,24.8396,25.0122,1196180.0
2019-12-17,24.9629,25.6042,24.8642,25.5467,1415992.0
2019-12-18,25.5796,26.0482,25.5138,25.892,779191.0
2019-12-19,25.818,26.7389,25.7276,26.7389,1155178.0
2019-12-20,26.9116,27.7503,26.5251,27.6927,1971348.0
2019-12-21,26.9116,27.7503,26.5251,27.6927,1971348.0
2019-12-22,26.9116,27.7503,26.5251,27.6927,1971348.0
2019-12-23,27.7585,27.8078,27.3309,27.6023,868996.0
2019-12-24,27.4789,27.4871,26.7965,27.0678,449229.0
2019-12-25,27.4789,27.4871,26.7965,27.0678,449229.0
2019-12-26,27.1336,27.7338,26.9609,27.668,495688.0
2019-12-27,27.7091,27.7749,27.446,27.6845,730867.0
2019-12-28,27.7091,27.7749,27.446,27.6845,730867.0
2019-12-29,27.7091,27.7749,27.446,27.6845,730867.0
2019-12-30,27.6927,27.6927,26.8129,27.0473,763635.0
2019-12-31,26.9938,27.4871,26.8376,27.4131,725045.0
2020-01-01,26.9938,27.4871,26.8376,27.4131,725045.0
2020-01-02,27.52,27.6598,25.9331,26.3442,1648923.0
2020-01-03,26.0565,26.4758,25.3082,26.3114,1426720.0
2020-01-04,26.0565,26.4758,25.3082,26.3114,1426720.0
2020-01-05,26.0565,26.4758,25.3082,26.3114,1426720.0
2020-01-06,26.3442,26.7094,25.6782,26.114,909550.0
2020-01-07,25.9742,26.8376,25.9414,25.9989,953576.0
2020-01-08,25.9742,26.3854,25.6536,26.2127,1887111.0
2020-01-09,26.2949,26.3484,25.3822,25.6618,994805.0
2020-01-10,25.744,25.7605,25.3082,25.6536,1067802.0
2020-01-11,25.744,25.7605,25.3082,25.6536,1067802.0
2020-01-12,25.744,25.7605,25.3082,25.6536,1067802.0
2020-01-13,25.744,26.2538,25.4973,26.1962,1030506.0
2020-01-14,26.2374,26.9363,25.9825,26.6896,1119811.0
2020-01-15,26.5909,27.9887,26.5745,27.9558,1326870.0
2020-01-16,28.0463,28.2107,27.5653,27.7503,1002275.0
2020-01-17,27.8325,27.9764,27.3803,27.5118,565913.0
2020-01-18,27.8325,27.9764,27.3803,27.5118,565913.0
2020-01-19,27.8325,27.9764,27.3803,27.5118,565913.0
2020-01-20,27.8325,27.9764,27.3803,27.5118,565913.0
2020-01-21,27.4789,27.4789,26.7512,26.8623,1335016.0
2020-01-22,27.0267,27.4214,26.8211,26.928,2060285.0
2020-01-23,26.854,27.0843,26.2209,26.9445,1674202.0
2020-01-24,26.928,26.928,25.6042,25.7111,1660840.0
2020-01-25,26.928,26.928,25.6042,25.7111,1660840.0
2020-01-26,26.928,26.928,25.6042,25.7111,1660840.0
2020-01-27,25.3329,25.707,24.9218,25.2342,1976064.0
2020-01-28,25.4316,25.7687,24.8231,25.6865,1616133.0
2020-01-29,25.6536,25.8509,25.0287,25.2342,1843181.0
2020-01-30,25.0122,25.5056,24.6011,25.4316,1716528.0
2020-01-31,25.4069,25.5056,24.2599,24.6011,1987787.0
2020-02-01,25.4069,25.5056,24.2599,24.6011,1987787.0
2020-02-02,25.4069,25.5056,24.2599,24.6011,1987787.0
2020-02-03,24.7491,25.4151,24.634,25.0616,1211127.0
2020-02-04,25.3165,25.6412,24.6751,25.2507,1765599.0
2020-02-05,25.5713,26.1798,25.4727,25.7111,1324508.0
2020-02-06,25.892,26.2127,25.4973,25.5467,1670782.0
2020-02-07,25.4973,25.4973,23.894,24.0584,2717790.0
2020-02-08,25.4973,25.4973,23.894,24.0584,2717790.0
2020-02-09,25.4973,25.4973,23.894,24.0584,2717790.0
2020-02-10,23.968,24.116,23.3924,24.0584,1791414.0
2020-02-11,24.19,24.9587,24.0091,24.6833,1404122.0
2020-02-12,24.8725,25.3987,24.5107,24.7162,878992.0
2020-02-13,24.5765,24.8149,24.2804,24.5271,981488.0
2020-02-14,24.6587,24.782,24.2722,24.486,585772.0
2020-02-15,24.6587,24.782,24.2722,24.486,585772.0
2020-02-16,24.6587,24.782,24.2722,24.486,585772.0
2020-02-17,24.6587,24.782,24.2722,24.486,585772.0
2020-02-18,24.412,25.0451,24.4038,24.7738,922505.0
2020-02-19,24.8149,25.2342,24.6833,25.1438,1302577.0
2020-02-20,24.856,24.8858,23.9351,24.1818,1211928.0
2020-02-21,23.9269,24.3544,23.6556,23.8036,1056288.0
2020-02-22,23.9269,24.3544,23.6556,23.8036,1056288.0
2020-02-23,23.9269,24.3544,23.6556,23.8036,1056288.0
2020-02-24,22.9813,23.3513,22.5743,23.1869,1753030.0
2020-02-25,23.3267,23.3267,22.1755,22.5949,2088193.0
2020-02-26,22.2002,22.3646,18.8332,19.2073,4956414.0
2020-02-27,18.7962,20.1282,18.0891,19.2731,2717019.0
2020-02-28,18.714,20.0789,18.714,19.084,2546323.0
2020-02-29,18.714,20.0789,18.714,19.084,2546323.0
2020-03-01,18.714,20.0789,18.714,19.084,2546323.0
2020-03-02,19.1168,19.3882,18.2782,19.3553,2753573.0
2020-03-03,19.38,20.9406,19.3717,19.9432,2168329.0
2020-03-04,20.1611,20.5146,19.602,20.2762,2130948.0
2020-03-05,19.7253,19.9226,19.0922,19.2731,6966474.0
2020-03-06,18.7672,19.414,17.8632,18.1535,3664887.0
2020-03-07,18.7672,19.414,17.8632,18.1535,3664887.0
2020-03-08,18.7672,19.414,17.8632,18.1535,3664887.0
