,PLAY US Equity,PLAY US Equity,PLAY US Equity,PLAY US Equity,PLAY US Equity
2019-02-05,50.0953,50.4599,48.972,49.0509,442024.0
2019-02-06,49.041,50.0264,48.9031,49.987,435346.0
2019-02-07,49.7505,50.2431,48.1049,48.4794,489434.0
2019-02-08,48.3513,48.706,46.5678,46.6072,737912.0
2019-02-09,48.3513,48.706,46.5678,46.6072,737912.0
2019-02-10,48.3513,48.706,46.5678,46.6072,737912.0
2019-02-11,46.686,47.4103,46.6712,47.1984,703762.0
2019-02-12,47.4645,48.1345,47.0407,47.3364,695539.0
2019-02-13,47.6123,48.036,47.0999,47.9571,540394.0
2019-02-14,47.7009,49.1001,47.5236,48.8341,440536.0
2019-02-15,48.9819,49.514,48.0852,48.3119,513897.0
2019-02-16,48.9819,49.514,48.0852,48.3119,513897.0
2019-02-17,48.9819,49.514,48.0852,48.3119,513897.0
2019-02-18,48.9819,49.514,48.0852,48.3119,513897.0
2019-02-19,48.3217,48.775,47.5236,48.3611,918060.0
2019-02-20,48.637,49.8589,48.3808,49.8589,751580.0
2019-02-21,49.6125,50.3712,49.1396,49.4549,538916.0
2019-02-22,49.514,50.2431,49.4105,49.987,494985.0
2019-02-23,49.514,50.2431,49.4105,49.987,494985.0
2019-02-24,49.514,50.2431,49.4105,49.987,494985.0
2019-02-25,50.3515,50.3811,49.6224,49.7308,687522.0
2019-02-26,49.7012,50.4796,49.5337,50.3712,498246.0
2019-02-27,50.2333,50.4796,49.6913,50.0953,350097.0
2019-02-28,50.0264,51.1891,49.3268,50.5782,473924.0
2019-03-01,50.9329,51.2334,50.1052,51.0314,320900.0
2019-03-02,50.9329,51.2334,50.1052,51.0314,320900.0
2019-03-03,50.9329,51.2334,50.1052,51.0314,320900.0
2019-03-04,51.0314,51.1497,49.3465,49.4746,493994.0
2019-03-05,48.9228,49.3662,47.6714,47.6812,775680.0
2019-03-06,47.8487,48.2035,46.3313,46.3806,673984.0
2019-03-07,46.3116,46.5875,45.7204,45.7598,560646.0
2019-03-08,45.612,46.0948,44.9715,45.0208,555869.0
2019-03-09,45.612,46.0948,44.9715,45.0208,555869.0
2019-03-10,45.612,46.0948,44.9715,45.0208,555869.0
2019-03-11,45.2178,46.351,45.2178,46.1047,1543326.0
2019-03-12,46.3116,46.9619,46.0062,46.7451,820129.0
2019-03-13,46.8141,47.3019,46.4003,46.6959,557561.0
2019-03-14,46.6269,47.6418,46.3313,47.494,517761.0
2019-03-15,47.8487,48.0655,47.1393,47.2969,930799.0
2019-03-16,47.8487,48.0655,47.1393,47.2969,930799.0
2019-03-17,47.8487,48.0655,47.1393,47.2969,930799.0
2019-03-18,47.4447,47.7305,46.9619,46.9915,577030.0
2019-03-19,47.0407,47.6714,46.5678,46.7846,559494.0
2019-03-20,46.7747,46.9718,45.0996,45.4937,521426.0
2019-03-21,45.5627,46.9619,45.5627,46.4692,789925.0
2019-03-22,46.42,47.425,46.42,47.1886,665079.0
2019-03-23,46.42,47.425,46.42,47.1886,665079.0
2019-03-24,46.42,47.425,46.42,47.1886,665079.0
2019-03-25,47.0798,47.5345,45.9431,47.1589,573341.0
2019-03-26,47.2182,48.4439,47.2182,48.0979,487562.0
2019-03-27,48.1078,48.5921,47.9496,48.1671,505932.0
2019-03-28,48.345,49.5015,48.345,49.3829,552163.0
2019-03-29,49.8277,49.9834,48.7503,49.2939,830998.0
2019-03-30,49.8277,49.9834,48.7503,49.2939,830998.0
2019-03-31,49.8277,49.9834,48.7503,49.2939,830998.0
2019-04-01,50.0254,50.4702,49.2445,49.798,1118489.0
2019-04-02,49.9957,50.0452,48.3945,49.8969,3104325.0
2019-04-03,52.9117,53.0204,50.6284,52.3384,5509189.0
2019-04-04,52.3878,54.7304,52.3878,54.5129,2350351.0
2019-04-05,54.4339,55.0566,53.5047,54.0286,1332908.0
2019-04-06,54.4339,55.0566,53.5047,54.0286,1332908.0
2019-04-07,54.4339,55.0566,53.5047,54.0286,1332908.0
2019-04-08,53.8803,54.2263,52.368,53.2675,1012187.0
2019-04-09,52.8721,53.4355,51.9232,52.0418,892669.0
2019-04-10,52.1308,52.2692,50.7371,51.4092,863316.0
2019-04-11,51.3203,51.4488,50.4504,51.083,729666.0
2019-04-12,51.4092,51.597,49.9562,50.1638,1236401.0
2019-04-13,51.4092,51.597,49.9562,50.1638,1236401.0
2019-04-14,51.4092,51.597,49.9562,50.1638,1236401.0
2019-04-15,50.3516,50.4603,48.3154,48.3747,1191455.0
2019-04-16,48.0584,49.4126,47.6235,49.0567,999186.0
2019-04-17,49.116,49.9463,48.859,49.4224,1141038.0
2019-04-18,49.2544,51.0534,49.2544,50.9051,714393.0
2019-04-19,49.2544,51.0534,49.2544,50.9051,714393.0
2019-04-20,49.2544,51.0534,49.2544,50.9051,714393.0
2019-04-21,49.2544,51.0534,49.2544,50.9051,714393.0
2019-04-22,50.915,52.714,50.6679,52.4076,1349416.0
2019-04-23,52.3384,53.6431,52.2988,53.396,937670.0
2019-04-24,53.6431,55.709,53.6431,55.5113,958995.0
2019-04-25,55.5212,57.4981,54.7601,56.9149,1372624.0
2019-04-26,57.419,58.2196,56.8852,57.33,925014.0
2019-04-27,57.419,58.2196,56.8852,57.33,925014.0
2019-04-28,57.419,58.2196,56.8852,57.33,925014.0
2019-04-29,57.3696,58.6348,56.8061,58.5359,644410.0
2019-04-30,58.5162,58.6348,55.7584,56.1834,1089764.0
2019-05-01,56.4503,57.4832,55.8968,56.6974,767960.0
2019-05-02,56.7468,58.5458,56.6535,58.2987,1041971.0
2019-05-03,58.2394,58.4865,57.7056,58.2394,758021.0
2019-05-04,58.2394,58.4865,57.7056,58.2394,758021.0
2019-05-05,58.2394,58.4865,57.7056,58.2394,758021.0
2019-05-06,57.3992,58.9115,56.6085,57.7847,765803.0
2019-05-07,57.33,57.9725,56.3712,56.994,1020712.0
2019-05-08,57.0434,57.4289,55.3729,56.7073,725376.0
2019-05-09,56.1933,57.8045,55.6101,57.7056,781469.0
2019-05-10,57.676,58.5261,56.8457,58.4074,578509.0
2019-05-11,57.676,58.5261,56.8457,58.4074,578509.0
2019-05-12,57.676,58.5261,56.8457,58.4074,578509.0
2019-05-13,57.4289,57.8836,54.7304,55.0072,816344.0
2019-05-14,55.3037,55.8235,54.4438,54.7897,722107.0
2019-05-15,54.2658,55.6991,53.3861,54.9578,924094.0
2019-05-16,55.0269,55.6398,52.9612,52.9907,819772.0
2019-05-17,52.5558,54.078,52.2949,53.2082,444723.0
2019-05-18,52.5558,54.078,52.2949,53.2082,444723.0
2019-05-19,52.5558,54.078,52.2949,53.2082,444723.0
2019-05-20,52.8919,54.256,52.3977,54.1571,714670.0
2019-05-21,54.2461,55.3136,53.8111,53.9891,1077440.0
2019-05-22,53.5838,54.8886,53.3762,53.4355,444216.0
2019-05-23,53.0698,53.2774,52.4372,53.1884,644203.0
2019-05-24,53.5937,53.9331,52.6398,53.1588,421663.0
2019-05-25,53.5937,53.9331,52.6398,53.1588,421663.0
2019-05-26,53.5937,53.9331,52.6398,53.1588,421663.0
2019-05-27,53.5937,53.9331,52.6398,53.1588,421663.0
2019-05-28,53.2181,53.5344,51.0633,51.2708,668397.0
2019-05-29,50.7964,50.7964,49.3236,49.5114,837165.0
2019-05-30,49.5015,50.9842,49.4916,50.144,729777.0
2019-05-31,49.63,50.4405,48.9457,49.1654,604659.0
2019-06-01,49.63,50.4405,48.9457,49.1654,604659.0
2019-06-02,49.63,50.4405,48.9457,49.1654,604659.0
2019-06-03,49.3236,50.1934,48.7009,49.8178,698335.0
2019-06-04,50.1539,51.3697,50.1539,50.7074,657097.0
2019-06-05,51.004,51.5674,49.635,49.8771,622849.0
2019-06-06,49.719,50.826,48.7602,48.9183,1000563.0
2019-06-07,48.948,49.4224,48.3154,48.6514,871626.0
2019-06-08,48.948,49.4224,48.3154,48.6514,871626.0
2019-06-09,48.948,49.4224,48.3154,48.6514,871626.0
2019-06-10,50.0155,50.9249,49.4224,49.9859,1360604.0
2019-06-11,50.5394,51.5081,49.4224,50.9348,3801831.0
2019-06-12,42.3158,42.4341,39.006,39.538,18107800.0
2019-06-13,39.9333,40.6251,38.8559,39.5973,4251501.0
2019-06-14,39.3798,40.1211,39.0338,39.1228,2304971.0
2019-06-15,39.3798,40.1211,39.0338,39.1228,2304971.0
2019-06-16,39.3798,40.1211,39.0338,39.1228,2304971.0
2019-06-17,38.9449,40.0816,38.7274,39.9234,1743687.0
2019-06-18,39.9828,40.2991,38.762,39.1426,2605845.0
2019-06-19,39.3403,39.3798,38.3172,38.3815,1773825.0
2019-06-20,38.4111,40.3584,38.3419,40.0124,2062210.0
2019-06-21,39.874,40.6154,39.5577,39.7258,1383500.0
2019-06-22,39.874,40.6154,39.5577,39.7258,1383500.0
2019-06-23,39.874,40.6154,39.5577,39.7258,1383500.0
2019-06-24,39.7853,40.1028,39.1999,39.3388,859877.0
2019-06-25,39.2694,39.7307,38.6245,38.8229,1366281.0
2019-06-26,38.9122,39.3686,38.5451,38.9122,1686131.0
2019-06-27,38.9816,39.3983,38.7634,39.3686,1150810.0
2019-06-28,39.2694,40.6584,39.19,40.1524,1232285.0
2019-06-29,39.2694,40.6584,39.19,40.1524,1232285.0
2019-06-30,39.2694,40.6584,39.19,40.1524,1232285.0
2019-07-01,40.6782,40.837,39.6761,39.7257,1617226.0
2019-07-02,38.932,39.1999,38.4657,39.0015,1484466.0
2019-07-03,39.0312,39.3289,38.555,39.0709,790637.0
2019-07-04,39.0312,39.3289,38.555,39.0709,790637.0
2019-07-05,39.19,40.2913,39.0709,40.2615,1099063.0
2019-07-06,39.19,40.2913,39.0709,40.2615,1099063.0
2019-07-07,39.19,40.2913,39.0709,40.2615,1099063.0
2019-07-08,40.0035,40.5448,39.7059,39.815,989953.0
2019-07-09,39.5968,40.0234,38.4756,38.7435,1360148.0
2019-07-10,38.7137,39.5075,38.6145,39.319,1048182.0
2019-07-11,39.3884,40.1028,39.1106,39.7853,1013640.0
2019-07-12,39.8944,41.0751,39.8746,40.7576,1476700.0
2019-07-13,39.8944,41.0751,39.8746,40.7576,1476700.0
2019-07-14,39.8944,41.0751,39.8746,40.7576,1476700.0
2019-07-15,40.8171,41.214,40.4401,41.0056,1365278.0
2019-07-16,40.9858,40.9858,40.2317,40.2615,849810.0
2019-07-17,40.1821,40.6782,39.8051,40.5592,686447.0
2019-07-18,40.4302,41.0949,40.4302,40.8568,783051.0
2019-07-19,40.9461,41.6108,40.6683,40.7576,878756.0
2019-07-20,40.9461,41.6108,40.6683,40.7576,878756.0
2019-07-21,40.9461,41.6108,40.6683,40.7576,878756.0
2019-07-22,40.6881,40.9262,40.0333,40.2119,749633.0
2019-07-23,40.4302,40.7179,39.5769,39.8051,832471.0
2019-07-24,39.825,40.2218,39.5174,39.6861,981338.0
2019-07-25,39.6563,40.0432,39.0164,39.3785,1198817.0
2019-07-26,39.6464,39.8746,39.3388,39.5769,1007238.0
2019-07-27,39.6464,39.8746,39.3388,39.5769,1007238.0
2019-07-28,39.6464,39.8746,39.3388,39.5769,1007238.0
2019-07-29,39.5868,40.579,39.5868,40.2615,934001.0
2019-07-30,40.0234,40.4897,38.9618,40.3806,827131.0
2019-07-31,40.2516,40.8122,39.7059,40.331,825778.0
2019-08-01,40.321,40.7477,39.6067,39.7853,617720.0
2019-08-02,39.5075,40.1424,39.3586,39.815,688901.0
2019-08-03,39.5075,40.1424,39.3586,39.815,688901.0
2019-08-04,39.5075,40.1424,39.3586,39.815,688901.0
2019-08-05,39.2892,39.5174,37.6125,38.0093,897631.0
2019-08-06,38.0589,38.7237,37.6521,37.8803,768067.0
2019-08-07,37.5629,38.7832,37.2057,38.4955,1057266.0
2019-08-08,38.5649,39.5769,38.2871,39.0213,649890.0
2019-08-09,38.9122,39.4479,38.5203,38.9419,562344.0
2019-08-10,38.9122,39.4479,38.5203,38.9419,562344.0
2019-08-11,38.9122,39.4479,38.5203,38.9419,562344.0
2019-08-12,38.7336,39.1503,37.4388,37.9399,1096108.0
2019-08-13,37.9101,39.0808,37.4934,38.6641,893446.0
2019-08-14,38.0689,38.4856,37.0271,37.0469,1065645.0
2019-08-15,37.1958,38.8838,36.9218,38.3268,1610116.0
2019-08-16,38.5153,39.2297,38.4756,39.0511,688838.0
2019-08-17,38.5153,39.2297,38.4756,39.0511,688838.0
2019-08-18,38.5153,39.2297,38.4756,39.0511,688838.0
2019-08-19,39.7257,40.2615,39.5868,39.9738,643160.0
2019-08-20,39.8448,40.5028,39.6563,40.0532,690926.0
2019-08-21,40.321,40.6584,39.6563,39.7456,460674.0
2019-08-22,39.825,41.0255,39.6563,40.7477,678179.0
2019-08-23,40.708,41.0751,40.0035,40.1028,731213.0
2019-08-24,40.708,41.0751,40.0035,40.1028,731213.0
2019-08-25,40.708,41.0751,40.0035,40.1028,731213.0
2019-08-26,40.2615,40.4401,39.8051,40.3111,548526.0
2019-08-27,40.7774,40.9935,39.6861,39.7257,649731.0
2019-08-28,39.6662,41.2933,39.6662,41.0056,725839.0
2019-08-29,41.2537,42.216,41.2537,41.8192,757889.0
2019-08-30,42.097,42.8014,41.9978,42.7121,636702.0
2019-08-31,42.097,42.8014,41.9978,42.7121,636702.0
2019-09-01,42.097,42.8014,41.9978,42.7121,636702.0
2019-09-02,42.097,42.8014,41.9978,42.7121,636702.0
2019-09-03,42.226,42.5236,40.8667,40.9064,651475.0
2019-09-04,41.3132,41.6902,40.6584,41.1247,890460.0
2019-09-05,41.6406,42.3351,41.214,42.2657,1041995.0
2019-09-06,42.0176,42.226,41.2983,41.5215,1394621.0
2019-09-07,42.0176,42.226,41.2983,41.5215,1394621.0
2019-09-08,42.0176,42.226,41.2983,41.5215,1394621.0
2019-09-09,41.6208,42.5236,41.2368,42.1664,1282684.0
2019-09-10,42.1466,43.8829,41.3132,43.3769,2881312.0
2019-09-11,36.9874,41.6604,36.9676,41.3727,9796692.0
2019-09-12,41.343,42.6129,40.4004,40.7774,1632951.0
2019-09-13,41.1644,42.1962,40.7427,41.0255,864774.0
2019-09-14,41.1644,42.1962,40.7427,41.0255,864774.0
2019-09-15,41.1644,42.1962,40.7427,41.0255,864774.0
2019-09-16,41.0453,41.3082,40.2615,41.2437,879961.0
2019-09-17,41.6108,41.6108,39.7741,40.2119,846019.0
2019-09-18,40.2417,40.6683,39.9043,40.4401,737430.0
2019-09-19,40.5393,40.827,40.0135,40.5988,749455.0
2019-09-20,40.837,41.5166,40.6088,41.3826,931274.0
2019-09-21,40.837,41.5166,40.6088,41.3826,931274.0
2019-09-22,40.837,41.5166,40.6088,41.3826,931274.0
2019-09-23,41.0255,41.3826,38.7534,38.7931,1371330.0
2019-09-24,39.1801,39.1801,37.8109,38.5947,1160227.0
2019-09-25,38.5054,38.8923,37.7018,38.5451,915458.0
2019-09-26,38.5649,38.9023,38.2673,38.555,725019.0
2019-09-27,38.6939,39.061,38.2871,38.4161,1636470.0
2019-09-28,38.6939,39.061,38.2871,38.4161,1636470.0
2019-09-29,38.6939,39.061,38.2871,38.4161,1636470.0
2019-09-30,38.6046,38.7534,38.0391,38.6443,606662.0
2019-10-01,38.7634,39.0709,37.9002,37.93,681490.0
2019-10-02,37.93,38.6245,37.3347,38.3764,647575.0
2019-10-03,38.1581,39.5273,38.1185,39.438,771806.0
2019-10-04,39.5273,40.4252,39.5273,40.3706,530324.0
2019-10-05,39.5273,40.4252,39.5273,40.3706,530324.0
2019-10-06,39.5273,40.4252,39.5273,40.3706,530324.0
2019-10-07,40.2615,41.4124,39.949,40.9461,686871.0
2019-10-08,40.579,41.214,39.9242,40.6683,580800.0
2019-10-09,41.0552,41.7597,39.944,40.0631,738062.0
2019-10-10,40.1926,40.7006,38.808,38.8777,615388.0
2019-10-11,39.5052,40.0631,38.8777,39.2064,684164.0
2019-10-12,39.5052,40.0631,38.8777,39.2064,684164.0
2019-10-13,39.5052,40.0631,38.8777,39.2064,684164.0
2019-10-14,38.9474,39.0271,37.6625,38.6187,737818.0
2019-10-15,38.559,38.559,37.9015,38.0211,649891.0
2019-10-16,38.28,38.7781,38.2103,38.4793,477960.0
2019-10-17,38.7681,39.5451,38.4992,39.3957,525974.0
2019-10-18,39.1068,40.4515,39.0819,40.1627,643439.0
2019-10-19,39.1068,40.4515,39.0819,40.1627,643439.0
2019-10-20,39.1068,40.4515,39.0819,40.1627,643439.0
2019-10-21,40.3818,41.0691,40.2722,40.7504,595741.0
2019-10-22,40.6906,41.1189,40.2224,40.9994,339305.0
2019-10-23,40.9994,41.8062,40.6209,40.85,701009.0
2019-10-24,41.0392,42.3043,40.7703,42.1748,674047.0
2019-10-25,42.0851,43.3203,41.6668,42.5035,732640.0
2019-10-26,42.0851,43.3203,41.6668,42.5035,732640.0
2019-10-27,42.0851,43.3203,41.6668,42.5035,732640.0
2019-10-28,42.5932,43.4199,42.5932,42.6928,507355.0
2019-10-29,42.892,42.9617,41.3879,41.4476,385707.0
2019-10-30,41.3082,41.3082,39.5551,39.9933,553936.0
2019-10-31,40.0133,40.0133,39.4654,39.6248,465592.0
2019-11-01,39.6845,40.6408,39.3857,40.342,384396.0
2019-11-02,39.6845,40.6408,39.3857,40.342,384396.0
2019-11-03,39.6845,40.6408,39.3857,40.342,384396.0
2019-11-04,40.591,41.7265,40.2025,41.099,467706.0
2019-11-05,41.2484,41.9058,41.0392,41.1687,410632.0
2019-11-06,41.2086,41.3779,40.5711,41.1687,449435.0
2019-11-07,41.3281,41.7365,41.1588,41.3679,362920.0
2019-11-08,41.3281,41.5174,40.7803,41.3381,252131.0
2019-11-09,41.3281,41.5174,40.7803,41.3381,252131.0
2019-11-10,41.3281,41.5174,40.7803,41.3381,252131.0
2019-11-11,41.0592,41.1388,39.4156,39.6447,450251.0
2019-11-12,39.6746,39.8439,38.6984,39.1666,525818.0
2019-11-13,39.0172,39.321,38.5191,39.2114,478396.0
2019-11-14,39.2761,39.2761,38.3398,38.3697,436936.0
2019-11-15,38.7383,39.6646,38.1007,38.9425,890227.0
2019-11-16,38.7383,39.6646,38.1007,38.9425,890227.0
2019-11-17,38.7383,39.6646,38.1007,38.9425,890227.0
2019-11-18,38.9873,39.2562,38.6759,38.8279,340977.0
2019-11-19,38.9275,39.1815,38.3398,38.5291,434186.0
2019-11-20,38.4494,38.9574,38.0908,38.6685,538712.0
2019-11-21,38.8777,39.6347,38.6785,39.4156,540702.0
2019-11-22,39.575,39.9435,39.3758,39.6646,348171.0
2019-11-23,39.575,39.9435,39.3758,39.6646,348171.0
2019-11-24,39.575,39.9435,39.3758,39.6646,348171.0
2019-11-25,39.8838,40.1726,39.306,39.4156,559440.0
2019-11-26,39.7045,39.9535,38.8279,38.9574,380166.0
2019-11-27,39.0968,39.3259,38.2004,39.1616,329929.0
2019-11-28,39.0968,39.3259,38.2004,39.1616,329929.0
2019-11-29,39.1068,40.3918,38.9574,40.0232,339888.0
2019-11-30,39.1068,40.3918,38.9574,40.0232,339888.0
2019-12-01,39.1068,40.3918,38.9574,40.0232,339888.0
2019-12-02,39.9834,40.5312,39.8539,40.0531,738425.0
2019-12-03,39.9236,40.2922,39.3558,40.2623,665075.0
2019-12-04,40.1328,40.1328,38.8579,39.3359,682796.0
2019-12-05,39.3857,39.8539,39.3359,39.4853,433821.0
2019-12-06,39.9037,40.3021,39.7842,40.1079,508159.0
2019-12-07,39.9037,40.3021,39.7842,40.1079,508159.0
2019-12-08,39.9037,40.3021,39.7842,40.1079,508159.0
2019-12-09,40.1527,40.2424,39.4156,40.083,837706.0
2019-12-10,40.083,40.4217,39.2861,39.834,1727297.0
2019-12-11,40.8201,41.4794,37.0548,38.4295,3119429.0
2019-12-12,38.5091,41.3282,38.1007,41.1687,1665594.0
2019-12-13,40.84,40.84,38.8877,39.2562,1121903.0
2019-12-14,40.84,40.84,38.8877,39.2562,1121903.0
2019-12-15,40.84,40.84,38.8877,39.2562,1121903.0
2019-12-16,39.1965,39.5849,38.1406,39.1068,1163433.0
2019-12-17,39.1566,39.2712,38.4593,38.8478,992646.0
2019-12-18,39.047,39.2761,37.8849,39.052,1280932.0
2019-12-19,39.0271,39.1566,38.8229,38.9674,1041735.0
2019-12-20,39.1068,39.5351,38.6386,38.7582,2176762.0
2019-12-21,39.1068,39.5351,38.6386,38.7582,2176762.0
2019-12-22,39.1068,39.5351,38.6386,38.7582,2176762.0
2019-12-23,39.0271,41.099,39.0271,40.9595,969826.0
2019-12-24,40.8101,41.1637,39.9037,40.073,386153.0
2019-12-25,40.8101,41.1637,39.9037,40.073,386153.0
2019-12-26,40.1627,41.2385,40.0133,41.089,476852.0
2019-12-27,41.1289,41.5124,40.3918,40.4914,414513.0
2019-12-28,41.1289,41.5124,40.3918,40.4914,414513.0
2019-12-29,41.1289,41.5124,40.3918,40.4914,414513.0
2019-12-30,40.5312,40.6806,39.8937,40.0033,492407.0
2019-12-31,39.9734,40.8749,39.8738,40.0133,590482.0
2020-01-01,39.9734,40.8749,39.8738,40.0133,590482.0
2020-01-02,40.322,40.5511,39.9286,40.5213,453455.0
2020-01-03,40.0232,40.5711,39.5949,40.322,501388.0
2020-01-04,40.0232,40.5711,39.5949,40.322,501388.0
2020-01-05,40.0232,40.5711,39.5949,40.322,501388.0
2020-01-06,39.9336,40.6209,39.6796,40.2224,452607.0
2020-01-07,40.083,40.3519,39.4654,40.1029,417062.0
2020-01-08,39.9933,41.0094,39.814,40.84,418769.0
2020-01-09,41.01,41.3,40.21,41.19,471251.0
2020-01-10,41.5,41.5,40.785,41.02,758806.0
2020-01-11,41.5,41.5,40.785,41.02,758806.0
2020-01-12,41.5,41.5,40.785,41.02,758806.0
2020-01-13,41.07,41.65,40.19,41.38,1085963.0
2020-01-14,41.5,41.55,40.81,41.35,517335.0
2020-01-15,41.53,42.39,41.35,42.17,717359.0
2020-01-16,42.38,42.95,41.75,42.04,494899.0
2020-01-17,46.76,48.8,45.84,47.37,5202933.0
2020-01-18,46.76,48.8,45.84,47.37,5202933.0
2020-01-19,46.76,48.8,45.84,47.37,5202933.0
2020-01-20,46.76,48.8,45.84,47.37,5202933.0
2020-01-21,47.36,47.36,45.87,46.46,1424809.0
2020-01-22,46.46,46.92,45.76,45.81,654118.0
2020-01-23,45.72,46.23,45.13,46.19,538216.0
2020-01-24,46.12,46.37,45.3866,46.26,482923.0
2020-01-25,46.12,46.37,45.3866,46.26,482923.0
2020-01-26,46.12,46.37,45.3866,46.26,482923.0
2020-01-27,45.31,46.63,44.97,46.04,386341.0
2020-01-28,46.48,47.17,45.52,45.61,417285.0
2020-01-29,45.62,46.06,45.2,45.72,298383.0
2020-01-30,45.3,45.39,44.16,44.43,443255.0
2020-01-31,44.27,44.47,43.83,44.16,371499.0
2020-02-01,44.27,44.47,43.83,44.16,371499.0
2020-02-02,44.27,44.47,43.83,44.16,371499.0
2020-02-03,44.08,44.82,43.75,44.51,434961.0
2020-02-04,45.08,45.65,44.67,45.13,279173.0
2020-02-05,45.48,45.88,45.13,45.78,266241.0
2020-02-06,45.86,46.38,45.66,46.04,282324.0
2020-02-07,45.85,46.23,45.67,45.9,266542.0
2020-02-08,45.85,46.23,45.67,45.9,266542.0
2020-02-09,45.85,46.23,45.67,45.9,266542.0
2020-02-10,45.71,46.19,45.5475,46.115,198621.0
2020-02-11,46.31,46.5,45.55,45.66,473144.0
2020-02-12,45.96,46.1,45.37,45.92,260265.0
2020-02-13,45.6,46.56,45.6,46.48,329999.0
2020-02-14,46.27,47.13,46.14,47.05,234413.0
2020-02-15,46.27,47.13,46.14,47.05,234413.0
2020-02-16,46.27,47.13,46.14,47.05,234413.0
2020-02-17,46.27,47.13,46.14,47.05,234413.0
2020-02-18,47.05,47.47,45.83,46.26,290978.0
2020-02-19,46.62,46.83,46.22,46.25,315460.0
2020-02-20,46.35,46.9,45.98,46.3,326147.0
2020-02-21,46.35,47.31,46.3,46.6,341688.0
2020-02-22,46.35,47.31,46.3,46.6,341688.0
2020-02-23,46.35,47.31,46.3,46.6,341688.0
2020-02-24,45.23,45.8,44.34,44.62,630080.0
2020-02-25,44.77,45.0,41.97,42.24,641341.0
2020-02-26,42.37,42.37,37.27,37.5,1245764.0
2020-02-27,36.51,37.215,32.99,33.13,1636584.0
2020-02-28,32.17,33.02,31.43,33.01,1415229.0
2020-02-29,32.17,33.02,31.43,33.01,1415229.0
2020-03-01,32.17,33.02,31.43,33.01,1415229.0
2020-03-02,33.21,33.4299,30.94,31.69,1260610.0
2020-03-03,31.8,32.0838,29.09,30.11,1525092.0
2020-03-04,31.42,34.16,29.93,32.77,2362651.0
2020-03-05,31.61,32.62,29.86,30.58,2106672.0
2020-03-06,29.59,29.66,28.05,29.33,1585467.0
2020-03-07,29.59,29.66,28.05,29.33,1585467.0
2020-03-08,29.59,29.66,28.05,29.33,1585467.0
2020-03-09,26.77,27.08,23.26,23.27,1207293.0
2020-03-10,24.46,24.95,19.79,22.7,1888120.0
2020-03-11,21.62,21.87,17.58,17.9,1709867.0
2020-03-12,14.85,15.234,13.11,15.0,3230955.0
2020-03-13,16.24,16.36,10.93,13.27,2960575.0
2020-03-14,16.24,16.36,10.93,13.27,2960575.0
2020-03-15,16.24,16.36,10.93,13.27,2960575.0
2020-03-16,10.21,10.7,7.11,7.2,4737920.0
2020-03-17,7.69,7.93,6.1098,6.53,6235934.0
2020-03-18,6.19,7.0,4.605,4.87,5126563.0
