,GIS US Equity,GIS US Equity,GIS US Equity,GIS US Equity,GIS US Equity
2019-03-30,43.328,43.749,43.2228,43.5722,4884911.0
2019-03-31,43.328,43.749,43.2228,43.5722,4884911.0
2019-04-01,43.5638,43.6254,42.6208,42.9323,6089819.0
2019-04-02,42.9323,42.9491,42.646,42.9239,4857397.0
2019-04-03,42.7892,42.8397,42.3219,42.3429,5171055.0
2019-04-04,42.4608,42.5534,42.225,42.3176,3342559.0
2019-04-05,42.3092,42.8481,42.2622,42.8397,3686979.0
2019-04-06,42.3092,42.8481,42.2622,42.8397,3686979.0
2019-04-07,42.3092,42.8481,42.2622,42.8397,3686979.0
2019-04-08,42.7807,43.2607,42.7302,43.2017,3642674.0
2019-04-09,43.0742,43.5928,42.9552,43.3802,4412762.0
2019-04-10,43.3462,43.8605,43.3377,43.8223,4209230.0
2019-04-11,43.9583,43.9838,43.6098,43.8308,2666373.0
2019-04-12,43.6693,43.9328,43.4738,43.8478,1959945.0
2019-04-13,43.6693,43.9328,43.4738,43.8478,1959945.0
2019-04-14,43.6693,43.9328,43.4738,43.8478,1959945.0
2019-04-15,43.9413,44.0603,43.733,43.9668,2331945.0
2019-04-16,43.9668,44.3494,43.5758,43.7543,3025002.0
2019-04-17,43.8988,44.0561,43.6013,43.9923,2420707.0
2019-04-18,43.8563,44.1793,43.7883,43.9668,2321842.0
2019-04-19,43.8563,44.1793,43.7883,43.9668,2321842.0
2019-04-20,43.8563,44.1793,43.7883,43.9668,2321842.0
2019-04-21,43.8563,44.1793,43.7883,43.9668,2321842.0
2019-04-22,43.9668,44.1198,43.8308,43.9923,1731952.0
2019-04-23,43.9498,44.2048,43.1932,43.3632,4866511.0
2019-04-24,43.2612,43.5673,42.8958,43.0827,5687168.0
2019-04-25,42.8872,43.0487,42.5217,42.6917,4034793.0
2019-04-26,42.9722,43.4398,42.7512,43.4313,2812370.0
2019-04-27,42.9722,43.4398,42.7512,43.4313,2812370.0
2019-04-28,42.9722,43.4398,42.7512,43.4313,2812370.0
2019-04-29,43.3037,43.4398,43.2187,43.3037,2248389.0
2019-04-30,43.4143,43.8903,43.3122,43.7543,4730559.0
2019-05-01,43.8308,43.9753,43.4823,43.6183,3563667.0
2019-05-02,43.3887,43.648,43.0572,43.5758,2978337.0
2019-05-03,43.5503,43.7821,43.444,43.5078,2407957.0
2019-05-04,43.5503,43.7821,43.444,43.5078,2407957.0
2019-05-05,43.5503,43.7821,43.444,43.5078,2407957.0
2019-05-06,43.4653,43.8393,43.1932,43.7373,2224427.0
2019-05-07,43.4058,43.7203,43.2782,43.5163,3548028.0
2019-05-08,43.5673,43.5673,43.019,43.2442,2645068.0
2019-05-09,43.3037,43.818,43.1677,43.7033,3621433.0
2019-05-10,43.4993,43.8733,43.0572,43.8138,2921662.0
2019-05-11,43.4993,43.8733,43.0572,43.8138,2921662.0
2019-05-12,43.4993,43.8733,43.0572,43.8138,2921662.0
2019-05-13,43.4738,44.1283,43.3207,44.0263,3053624.0
2019-05-14,44.0093,44.4556,43.7883,44.1793,3254230.0
2019-05-15,44.1283,44.5959,43.7883,44.5534,2355819.0
2019-05-16,44.5619,45.0549,44.1777,44.2898,5230402.0
2019-05-17,44.2473,44.6809,44.1198,44.5449,3954393.0
2019-05-18,44.2473,44.6809,44.1198,44.5449,3954393.0
2019-05-19,44.2473,44.6809,44.1198,44.5449,3954393.0
2019-05-20,44.5024,44.9529,44.4089,44.8084,4319456.0
2019-05-21,44.8594,44.8934,44.4514,44.5364,3501400.0
2019-05-22,44.6214,44.8849,44.1878,44.8084,2876165.0
2019-05-23,44.7149,45.616,44.5279,45.4205,6855647.0
2019-05-24,45.4375,45.5055,44.8679,44.8934,3033908.0
2019-05-25,45.4375,45.5055,44.8679,44.8934,3033908.0
2019-05-26,45.4375,45.5055,44.8679,44.8934,3033908.0
2019-05-27,45.4375,45.5055,44.8679,44.8934,3033908.0
2019-05-28,44.6894,45.0039,43.3972,43.4313,7617145.0
2019-05-29,41.6971,41.7481,40.6174,41.017,11266672.0
2019-05-30,41.1785,41.6376,41.0085,41.5015,5389012.0
2019-05-31,41.306,42.0754,41.0765,42.0286,4499301.0
2019-06-01,41.306,42.0754,41.0765,42.0286,4499301.0
2019-06-02,41.306,42.0754,41.0765,42.0286,4499301.0
2019-06-03,42.0201,43.2527,42.0201,43.0487,4230396.0
2019-06-04,43.2612,43.5163,43.0317,43.2527,4467298.0
2019-06-05,43.8223,43.9073,43.3547,43.5928,4372262.0
2019-06-06,43.6438,43.7883,43.2102,43.6353,3412532.0
2019-06-07,43.8818,44.2388,43.8223,44.0433,2749040.0
2019-06-08,43.8818,44.2388,43.8223,44.0433,2749040.0
2019-06-09,43.8818,44.2388,43.8223,44.0433,2749040.0
2019-06-10,43.9498,44.0773,43.2017,43.6438,2718297.0
2019-06-11,43.4398,44.6809,43.3547,44.5194,4044755.0
2019-06-12,44.7659,44.9359,44.5619,44.7234,3152184.0
2019-06-13,44.7914,45.1952,44.7234,45.0464,2496771.0
2019-06-14,45.1909,45.565,45.1399,45.4035,2449934.0
2019-06-15,45.1909,45.565,45.1399,45.4035,2449934.0
2019-06-16,45.1909,45.565,45.1399,45.4035,2449934.0
2019-06-17,45.48,45.599,44.7149,45.0379,2884008.0
2019-06-18,45.293,45.3355,44.5449,44.5874,3015070.0
2019-06-19,44.5194,45.3652,44.2813,45.327,3321983.0
2019-06-20,45.3525,46.0665,44.9699,45.922,4221146.0
2019-06-21,45.939,46.2366,45.6925,45.7095,7342079.0
2019-06-22,45.939,46.2366,45.6925,45.7095,7342079.0
2019-06-23,45.939,46.2366,45.6925,45.7095,7342079.0
2019-06-24,45.905,46.024,45.31,45.6245,3151889.0
2019-06-25,45.7945,46.024,45.4885,45.65,5883405.0
2019-06-26,42.8362,44.1453,41.289,43.6183,15537890.0
2019-06-27,43.5248,44.4981,43.2442,44.3919,5996771.0
2019-06-28,44.3324,45.0592,44.1708,44.6469,6302331.0
2019-06-29,44.3324,45.0592,44.1708,44.6469,6302331.0
2019-06-30,44.3324,45.0592,44.1708,44.6469,6302331.0
2019-07-01,44.9614,45.7988,44.7829,45.3355,5756469.0
2019-07-02,45.429,45.633,45.0592,45.5225,3700268.0
2019-07-03,45.769,46.4151,45.667,46.1941,4190815.0
2019-07-04,45.769,46.4151,45.667,46.1941,4190815.0
2019-07-05,46.0325,46.1601,45.242,46.058,2955479.0
2019-07-06,46.0325,46.1601,45.242,46.058,2955479.0
2019-07-07,46.0325,46.1601,45.242,46.058,2955479.0
2019-07-08,46.1005,46.4406,45.7435,45.9475,3483172.0
2019-07-09,45.9647,46.0591,45.3084,45.7331,3767181.0
2019-07-10,46.0591,46.9598,46.0591,46.7539,5428027.0
2019-07-11,46.8912,46.9513,45.7159,45.9475,5411593.0
2019-07-12,46.0162,46.0934,45.4328,45.8446,3420472.0
2019-07-13,46.0162,46.0934,45.4328,45.8446,3420472.0
2019-07-14,46.0162,46.0934,45.4328,45.8446,3420472.0
2019-07-15,45.8875,46.2092,45.1497,45.5701,3792025.0
2019-07-16,45.4328,45.7974,45.2527,45.347,5142905.0
2019-07-17,45.1755,45.5615,44.9781,45.51,3595773.0
2019-07-18,45.4843,45.8146,45.1755,45.7073,3415987.0
2019-07-19,45.8703,45.8961,45.2612,45.2698,2322268.0
2019-07-20,45.8703,45.8961,45.2612,45.2698,2322268.0
2019-07-21,45.8703,45.8961,45.2612,45.2698,2322268.0
2019-07-22,45.3385,45.4071,44.7036,45.0039,2444351.0
2019-07-23,45.1583,45.3685,44.7165,44.9438,3013762.0
2019-07-24,44.8237,45.3599,44.6178,45.3299,3110035.0
2019-07-25,45.3127,46.1534,44.9953,46.0934,4329063.0
2019-07-26,46.1277,46.1449,45.6816,46.0162,2788348.0
2019-07-27,46.1277,46.1449,45.6816,46.0162,2788348.0
2019-07-28,46.1277,46.1449,45.6816,46.0162,2788348.0
2019-07-29,46.0848,46.2136,45.8618,46.0676,2632458.0
2019-07-30,46.2049,46.2478,45.8274,46.0505,2588469.0
2019-07-31,46.0762,46.1415,44.8323,45.5615,4185947.0
2019-08-01,45.7502,46.8526,45.7417,46.3336,4957322.0
2019-08-02,46.3422,46.5137,45.7502,46.0676,3521518.0
2019-08-03,46.3422,46.5137,45.7502,46.0676,3521518.0
2019-08-04,46.3422,46.5137,45.7502,46.0676,3521518.0
2019-08-05,45.9218,46.1792,44.9181,45.3041,3763034.0
2019-08-06,45.2098,45.4671,44.7036,45.0468,3499514.0
2019-08-07,44.9353,45.5915,44.2833,45.3985,3183198.0
2019-08-08,44.9867,46.3765,44.8237,46.3422,3147042.0
2019-08-09,46.3078,46.7368,46.0934,46.2564,2579230.0
2019-08-10,46.3078,46.7368,46.0934,46.2564,2579230.0
2019-08-11,46.3078,46.7368,46.0934,46.2564,2579230.0
2019-08-12,46.2564,46.651,45.9904,46.5566,3347559.0
2019-08-13,46.6596,46.947,46.3936,46.651,2982526.0
2019-08-14,46.5481,46.8655,45.969,46.1277,3562285.0
2019-08-15,46.2993,46.9427,45.9046,46.6081,3398775.0
2019-08-16,47.0542,47.4317,46.874,47.2,4339093.0
2019-08-17,47.0542,47.4317,46.874,47.2,4339093.0
2019-08-18,47.0542,47.4317,46.874,47.2,4339093.0
2019-08-19,47.2515,47.5518,46.8869,47.3545,4191768.0
2019-08-20,47.1915,47.2172,46.5395,46.5738,3067127.0
2019-08-21,46.8569,47.0456,46.5094,46.651,2843326.0
2019-08-22,46.6767,47.037,46.5137,46.9084,2022341.0
2019-08-23,47.0027,47.037,45.7803,46.0076,2715906.0
2019-08-24,47.0027,47.037,45.7803,46.0076,2715906.0
2019-08-25,47.0027,47.037,45.7803,46.0076,2715906.0
2019-08-26,46.1792,46.4408,46.0278,46.3078,3758164.0
2019-08-27,45.8274,45.8875,43.9659,44.5321,6000107.0
2019-08-28,44.635,45.6216,44.5921,45.5701,3444669.0
2019-08-29,45.8274,45.9304,45.3556,45.7674,2194348.0
2019-08-30,46.0934,46.651,45.8961,46.1534,3400626.0
2019-08-31,46.0934,46.651,45.8961,46.1534,3400626.0
2019-09-01,46.0934,46.651,45.8961,46.1534,3400626.0
2019-09-02,46.0934,46.651,45.8961,46.1534,3400626.0
2019-09-03,46.1363,46.6167,45.8017,46.5824,3414924.0
2019-09-04,46.7539,46.8311,45.8875,46.5909,3766884.0
2019-09-05,46.7454,46.8226,46.2993,46.4623,2622542.0
2019-09-06,46.4966,47.363,46.3851,47.1486,3391784.0
2019-09-07,46.4966,47.363,46.3851,47.1486,3391784.0
2019-09-08,46.4966,47.363,46.3851,47.1486,3391784.0
2019-09-09,47.2258,48.3839,46.8569,47.689,6216273.0
2019-09-10,47.3973,47.8778,46.412,46.7797,4662435.0
2019-09-11,46.6081,46.977,46.2049,46.5995,4218100.0
2019-09-12,46.9513,47.2,46.3679,46.4022,3246894.0
2019-09-13,46.1534,46.8226,46.102,46.2993,2971223.0
2019-09-14,46.1534,46.8226,46.102,46.2993,2971223.0
2019-09-15,46.1534,46.8226,46.102,46.2993,2971223.0
2019-09-16,46.0676,47.1057,46.0505,46.7883,3409812.0
2019-09-17,46.7282,47.7148,46.6596,47.2086,4995289.0
2019-09-18,47.7319,47.9807,46.0076,46.7797,6709793.0
2019-09-19,46.651,46.9598,46.428,46.6596,4473205.0
2019-09-20,46.7797,46.8226,46.488,46.6081,6139340.0
2019-09-21,46.7797,46.8226,46.488,46.6081,6139340.0
2019-09-22,46.7797,46.8226,46.488,46.6081,6139340.0
2019-09-23,46.7454,47.0971,46.1963,46.2392,2351851.0
2019-09-24,46.4623,46.8698,46.1062,46.4794,3324437.0
2019-09-25,46.5824,46.7968,46.3078,46.4708,2834849.0
2019-09-26,46.5909,47.1829,46.5566,47.1743,2416985.0
2019-09-27,47.1829,47.2,46.6338,47.0714,2083523.0
2019-09-28,47.1829,47.2,46.6338,47.0714,2083523.0
2019-09-29,47.1829,47.2,46.6338,47.0714,2083523.0
2019-09-30,47.1657,47.689,47.0971,47.2858,2617789.0
2019-10-01,47.2944,47.5518,46.5523,46.6596,2448444.0
2019-10-02,46.5137,46.6682,45.287,45.3899,3926997.0
2019-10-03,45.6387,45.9561,45.287,45.7845,2972703.0
2019-10-04,45.9647,46.5824,45.8274,46.5824,4390142.0
2019-10-05,45.9647,46.5824,45.8274,46.5824,4390142.0
2019-10-06,45.9647,46.5824,45.8274,46.5824,4390142.0
2019-10-07,46.3851,46.8826,46.162,46.7539,2394567.0
2019-10-08,46.6939,46.6939,46.1191,46.4537,3465589.0
2019-10-09,46.5749,47.0683,46.4623,46.8865,3612727.0
2019-10-10,46.7047,47.4839,46.6701,47.2761,2627092.0
2019-10-11,47.4492,47.4492,46.671,47.051,3114804.0
2019-10-12,47.4492,47.4492,46.671,47.051,3114804.0
2019-10-13,47.4492,47.4492,46.671,47.051,3114804.0
2019-10-14,47.0943,47.2501,46.6095,46.7567,4744340.0
2019-10-15,46.8346,46.9203,46.2199,46.4104,3848050.0
2019-10-16,46.4017,46.4537,45.5447,45.5793,4084403.0
2019-10-17,45.4754,45.8996,45.1465,45.8477,3415844.0
2019-10-18,45.7784,45.9256,45.3413,45.4928,3064397.0
2019-10-19,45.7784,45.9256,45.3413,45.4928,3064397.0
2019-10-20,45.7784,45.9256,45.3413,45.4928,3064397.0
2019-10-21,45.3283,45.6572,45.1854,45.4581,1935108.0
2019-10-22,45.5101,45.5317,44.1249,44.2288,4041903.0
2019-10-23,44.2029,44.5059,43.9864,44.3067,3140856.0
2019-10-24,44.2202,44.4106,43.731,44.2461,2435526.0
2019-10-25,44.2808,44.4193,43.3588,43.7267,2898046.0
2019-10-26,44.2808,44.4193,43.3588,43.7267,2898046.0
2019-10-27,44.2808,44.4193,43.3588,43.7267,2898046.0
2019-10-28,43.7267,43.8007,43.2592,43.2852,3350582.0
2019-10-29,43.6315,44.1682,43.3458,43.6834,3127929.0
2019-10-30,44.0037,44.0037,43.3978,43.8999,4417496.0
2019-10-31,44.0124,44.4712,43.6363,44.0297,3710958.0
2019-11-01,44.1423,44.4799,44.0817,44.3067,2746606.0
2019-11-02,44.1423,44.4799,44.0817,44.3067,2746606.0
2019-11-03,44.1423,44.4799,44.0817,44.3067,2746606.0
2019-11-04,44.3241,44.6097,44.1682,44.4799,2526327.0
2019-11-05,44.4885,44.6963,44.3241,44.6617,3022829.0
2019-11-06,44.8435,45.8044,44.7136,45.4235,4153561.0
2019-11-07,45.1378,45.5966,44.7992,44.9993,3273353.0
2019-11-08,44.9474,45.4581,44.8175,45.4495,2656291.0
2019-11-09,44.9474,45.4581,44.8175,45.4495,2656291.0
2019-11-10,44.9474,45.4581,44.8175,45.4495,2656291.0
2019-11-11,45.4062,45.4148,45.1292,45.3283,2363094.0
2019-11-12,45.2071,45.3889,44.9647,45.3283,1958680.0
2019-11-13,45.4495,45.9256,45.3058,45.536,2408443.0
2019-11-14,45.7611,45.8477,45.3283,45.4754,1849990.0
2019-11-15,45.4581,45.562,45.3066,45.5014,2098535.0
2019-11-16,45.4581,45.562,45.3066,45.5014,2098535.0
2019-11-17,45.4581,45.562,45.3066,45.5014,2098535.0
2019-11-18,45.5187,46.0555,45.1984,45.7871,1987384.0
2019-11-19,45.8823,45.9343,45.7005,45.8044,2484735.0
2019-11-20,45.839,46.0468,45.588,46.0295,2240113.0
2019-11-21,45.8823,45.9343,45.233,45.311,1797108.0
2019-11-22,45.4322,45.8044,45.2244,45.614,2097579.0
2019-11-23,45.4322,45.8044,45.2244,45.614,2097579.0
2019-11-24,45.4322,45.8044,45.2244,45.614,2097579.0
2019-11-25,45.7871,45.7871,45.4322,45.6399,2496279.0
2019-11-26,45.7265,46.1767,45.536,46.142,2534372.0
2019-11-27,46.2632,46.5056,46.0555,46.2979,1884109.0
2019-11-28,46.2632,46.5056,46.0555,46.2979,1884109.0
2019-11-29,46.2805,46.3585,45.8131,46.1594,1144265.0
2019-11-30,46.2805,46.3585,45.8131,46.1594,1144265.0
2019-12-01,46.2805,46.3585,45.8131,46.1594,1144265.0
2019-12-02,45.9689,46.4104,45.6399,46.2979,2339477.0
2019-12-03,46.4623,46.5662,46.0035,46.445,3801886.0
2019-12-04,46.3238,46.7307,46.0814,46.142,3146709.0
2019-12-05,45.9689,46.6615,45.9256,46.6615,3123772.0
2019-12-06,46.7221,46.7394,46.0771,46.1507,2814968.0
2019-12-07,46.7221,46.7394,46.0771,46.1507,2814968.0
2019-12-08,46.7221,46.7394,46.0771,46.1507,2814968.0
2019-12-09,46.2632,46.2892,45.865,46.0208,2856103.0
2019-12-10,46.0728,46.2632,45.8996,46.0901,3566511.0
2019-12-11,45.9429,46.0814,44.4626,44.653,5365228.0
2019-12-12,44.9733,45.4062,44.6617,44.7223,4398749.0
2019-12-13,44.6617,45.0062,44.3803,44.6703,4405415.0
2019-12-14,44.6617,45.0062,44.3803,44.6703,4405415.0
2019-12-15,44.6617,45.0062,44.3803,44.6703,4405415.0
2019-12-16,44.8608,45.5274,44.7829,45.3456,5553578.0
2019-12-17,45.1984,45.5534,44.956,45.1638,4620793.0
2019-12-18,45.6053,46.194,44.9474,46.0382,9596284.0
2019-12-19,46.2979,46.4017,45.4754,46.0555,5892200.0
2019-12-20,46.5316,46.5662,45.9343,46.1247,7900097.0
2019-12-21,46.5316,46.5662,45.9343,46.1247,7900097.0
2019-12-22,46.5316,46.5662,45.9343,46.1247,7900097.0
2019-12-23,46.3065,46.4537,45.5187,45.6399,3088458.0
2019-12-24,45.7265,45.865,45.6486,45.865,811245.0
2019-12-25,45.7265,45.865,45.6486,45.865,811245.0
2019-12-26,45.865,45.9256,45.233,45.3802,2843560.0
2019-12-27,45.5014,46.0468,45.4148,46.0468,2017573.0
2019-12-28,45.5014,46.0468,45.4148,46.0468,2017573.0
2019-12-29,45.5014,46.0468,45.4148,46.0468,2017573.0
2019-12-30,45.8304,45.9689,45.536,45.6572,2578634.0
2019-12-31,45.6659,46.3671,45.536,46.3671,3945820.0
2020-01-01,45.6659,46.3671,45.536,46.3671,3945820.0
2020-01-02,46.4277,46.5749,45.0512,45.1292,4352117.0
2020-01-03,45.2157,45.4625,44.8608,44.9647,4718876.0
2020-01-04,45.2157,45.4625,44.8608,44.9647,4718876.0
2020-01-05,45.2157,45.4625,44.8608,44.9647,4718876.0
2020-01-06,45.0859,45.6486,44.9993,45.5274,3884666.0
2020-01-07,45.2763,45.4408,44.9647,45.2157,4279979.0
2020-01-08,45.4408,45.9343,45.259,45.865,4143455.0
2020-01-09,45.6641,46.0136,45.4107,45.7689,3841999.0
2020-01-10,45.865,45.8912,45.5898,45.6553,2274437.0
2020-01-11,45.865,45.8912,45.5898,45.6553,2274437.0
2020-01-12,45.865,45.8912,45.5898,45.6553,2274437.0
2020-01-13,45.7602,46.3631,45.699,46.3631,3670292.0
2020-01-14,46.398,46.5815,46.1009,46.3107,3351736.0
2020-01-15,46.2757,46.8043,46.2495,46.634,3213097.0
2020-01-16,46.7738,47.132,46.6121,46.9398,4395460.0
2020-01-17,47.1058,47.1407,46.8349,47.0534,3231510.0
2020-01-18,47.1058,47.1407,46.8349,47.0534,3231510.0
2020-01-19,47.1058,47.1407,46.8349,47.0534,3231510.0
2020-01-20,47.1058,47.1407,46.8349,47.0534,3231510.0
2020-01-21,46.9747,47.5514,46.9267,47.4815,5254237.0
2020-01-22,47.4466,47.6825,47.1495,47.167,2976858.0
2020-01-23,47.0359,47.5427,47.0097,47.3941,2905490.0
2020-01-24,47.5077,47.5077,46.7213,46.931,2554364.0
2020-01-25,47.5077,47.5077,46.7213,46.931,2554364.0
2020-01-26,47.5077,47.5077,46.7213,46.931,2554364.0
2020-01-27,46.599,46.9485,46.4505,46.5029,2547036.0
2020-01-28,46.4242,46.7781,46.2799,46.3194,2553661.0
2020-01-29,46.3281,46.7301,46.1577,46.3369,2679989.0
2020-01-30,46.3543,47.0272,46.3107,46.9485,2802558.0
2020-01-31,46.8437,46.9747,45.5111,45.6291,4695904.0
2020-02-01,46.8437,46.9747,45.5111,45.6291,4695904.0
2020-02-02,46.8437,46.9747,45.5111,45.6291,4695904.0
2020-02-03,45.9699,46.3456,45.8213,46.3019,4367092.0
2020-02-04,46.6165,46.8786,45.9174,45.9174,3889804.0
2020-02-05,45.9786,46.2539,45.4893,45.9262,4967404.0
2020-02-06,45.7165,45.8738,45.0524,45.1835,4006854.0
2020-02-07,45.2359,45.4019,44.9825,45.3495,2470785.0
2020-02-08,45.2359,45.4019,44.9825,45.3495,2470785.0
2020-02-09,45.2359,45.4019,44.9825,45.3495,2470785.0
2020-02-10,45.3495,45.8519,45.2971,45.7514,2147889.0
2020-02-11,45.7951,46.1971,45.6641,46.1009,2731868.0
2020-02-12,46.0922,46.3543,45.9087,46.2495,3174587.0
2020-02-13,46.2233,46.3369,45.8912,46.3019,2405862.0
2020-02-14,46.4592,46.9835,46.3543,46.5815,2525840.0
2020-02-15,46.4592,46.9835,46.3543,46.5815,2525840.0
2020-02-16,46.4592,46.9835,46.3543,46.5815,2525840.0
2020-02-17,46.4592,46.9835,46.3543,46.5815,2525840.0
2020-02-18,45.8738,46.9878,45.8738,46.7825,3181526.0
2020-02-19,46.8,46.8087,46.1621,46.5204,4543120.0
2020-02-20,46.4854,47.3242,46.3194,47.298,4830948.0
2020-02-21,47.2107,48.2155,47.0796,47.1145,5010628.0
2020-02-22,47.2107,48.2155,47.0796,47.1145,5010628.0
2020-02-23,47.2107,48.2155,47.0796,47.1145,5010628.0
2020-02-24,46.5903,47.1145,46.3107,46.9398,4159736.0
2020-02-25,46.9048,47.1495,45.8563,45.9,3947510.0
2020-02-26,46.1009,46.8306,45.5592,45.5592,3366724.0
2020-02-27,45.2708,45.6641,43.8029,43.8116,5097651.0
2020-02-28,42.7019,42.8242,40.7097,42.8155,10113582.0
2020-02-29,42.7019,42.8242,40.7097,42.8155,10113582.0
