,ST US Equity,ST US Equity,ST US Equity,ST US Equity,ST US Equity
2023-07-25,41.8084,44.273,41.8084,42.1153,2499058.0
2023-07-26,41.8183,42.3726,40.9176,41.4026,2039832.0
2023-07-27,41.5709,42.0361,41.0661,41.3927,1698247.0
2023-07-28,41.8381,42.2142,41.4224,41.6204,1972846.0
2023-07-29,41.8381,42.2142,41.4224,41.6204,1972846.0
2023-07-30,41.8381,42.2142,41.4224,41.6204,1972846.0
2023-07-31,41.6897,42.0212,41.6798,41.8183,1216369.0
2023-08-01,41.4422,41.5956,41.076,41.5709,1428533.0
2023-08-02,41.0859,41.561,40.8879,41.3036,734317.0
2023-08-03,41.076,41.5412,40.7791,41.0661,841190.0
2023-08-04,41.4818,41.4818,40.4821,40.5415,876093.0
2023-08-05,41.4818,41.4818,40.4821,40.5415,876093.0
2023-08-06,41.4818,41.4818,40.4821,40.5415,876093.0
2023-08-07,40.6702,40.8384,40.5217,40.7197,1042499.0
2023-08-08,40.2233,40.5906,39.6128,40.5708,1043084.0
2023-08-09,40.5311,40.6204,40.1836,40.3921,1532510.0
2023-08-10,40.5013,40.6403,39.7071,40.0049,1319297.0
2023-08-11,39.9057,39.9454,38.774,38.9328,898585.0
2023-08-12,39.9057,39.9454,38.774,38.9328,898585.0
2023-08-13,39.9057,39.9454,38.774,38.9328,898585.0
2023-08-14,38.8931,39.8858,38.7244,39.7766,1639695.0
2023-08-15,39.32,39.7171,39.0023,39.1711,1201892.0
2023-08-16,38.8931,39.1512,38.2578,38.2678,954470.0
2023-08-17,38.506,38.6499,37.7019,37.7019,699345.0
2023-08-18,37.6622,37.8707,37.3446,37.4339,781575.0
2023-08-19,37.6622,37.8707,37.3446,37.4339,781575.0
2023-08-20,37.6622,37.8707,37.3446,37.4339,781575.0
2023-08-21,37.4538,37.4935,36.9376,37.1361,753881.0
2023-08-22,37.3545,37.6622,37.0865,37.1262,765080.0
2023-08-23,37.0071,37.2751,36.878,37.2155,775693.0
2023-08-24,37.2254,37.4438,36.878,36.878,955208.0
2023-08-25,37.156,37.29,36.4412,36.8284,1026215.0
2023-08-26,37.156,37.29,36.4412,36.8284,1026215.0
2023-08-27,37.156,37.29,36.4412,36.8284,1026215.0
2023-08-28,37.1162,37.5332,37.0368,37.3247,950702.0
2023-08-29,37.3049,37.8508,37.1609,37.6225,1188892.0
2023-08-30,37.6821,37.821,37.2106,37.2949,959415.0
2023-08-31,37.4041,37.7813,37.3049,37.3446,1313141.0
2023-09-01,37.7416,37.96,37.3694,37.7218,1516959.0
2023-09-02,37.7416,37.96,37.3694,37.7218,1516959.0
2023-09-03,37.7416,37.96,37.3694,37.7218,1516959.0
2023-09-04,37.7416,37.96,37.3694,37.7218,1516959.0
2023-09-05,39.0321,39.32,38.0593,38.1089,3728714.0
2023-09-06,37.821,38.2082,37.7665,37.9501,1974578.0
2023-09-07,37.4438,37.6622,36.4909,36.5703,3158175.0
2023-09-08,36.471,37.1063,36.471,36.8284,1855655.0
2023-09-09,36.471,37.1063,36.471,36.8284,1855655.0
2023-09-10,36.471,37.1063,36.471,36.8284,1855655.0
2023-09-11,37.0368,37.3247,36.8482,36.8979,2327060.0
2023-09-12,36.7291,37.5034,36.6596,37.146,2374945.0
2023-09-13,37.4538,37.4538,36.6199,36.9673,2535369.0
2023-09-14,37.3545,37.5232,36.8482,37.0765,2481440.0
2023-09-15,36.9276,37.7714,36.9078,37.6126,23136858.0
2023-09-16,36.9276,37.7714,36.9078,37.6126,23136858.0
2023-09-17,36.9276,37.7714,36.9078,37.6126,23136858.0
2023-09-18,37.3446,37.9402,37.1907,37.6523,2405202.0
2023-09-19,37.7913,37.9104,37.3297,37.4736,1728909.0
2023-09-20,37.424,37.6324,36.8482,36.9673,1707213.0
2023-09-21,36.6497,36.6894,36.1434,36.4313,1521931.0
2023-09-22,36.4114,36.878,36.4114,36.5703,1786855.0
2023-09-23,36.4114,36.878,36.4114,36.5703,1786855.0
2023-09-24,36.4114,36.878,36.4114,36.5703,1786855.0
2023-09-25,36.4512,36.5603,36.1434,36.2725,1322187.0
2023-09-26,35.9151,36.2725,35.796,35.9052,1791717.0
2023-09-27,36.3221,37.2453,36.0739,36.9078,2995864.0
2023-09-28,37.0964,37.9898,36.9376,37.9402,2351624.0
2023-09-29,38.2479,38.3372,37.5232,37.5431,1545566.0
2023-09-30,38.2479,38.3372,37.5232,37.5431,1545566.0
2023-10-01,38.2479,38.3372,37.5232,37.5431,1545566.0
2023-10-02,37.4141,37.7913,37.0567,37.3743,1821967.0
2023-10-03,37.2254,37.5778,36.9376,37.3148,2425527.0
2023-10-04,37.3446,37.692,36.7638,37.553,1592107.0
2023-10-05,37.4438,37.5828,36.2328,36.4412,1474043.0
2023-10-06,36.332,37.4389,36.2725,37.0666,1224280.0
2023-10-07,36.332,37.4389,36.2725,37.0666,1224280.0
2023-10-08,36.332,37.4389,36.2725,37.0666,1224280.0
2023-10-09,36.749,37.2552,36.3171,37.0865,1305829.0
2023-10-10,37.2751,37.5828,37.0865,37.3644,1360967.0
2023-10-11,37.4637,37.6721,37.0071,37.4637,1179357.0
2023-10-12,37.7019,37.7019,36.8482,37.1361,1200087.0
2023-10-13,37.0865,37.3247,36.2923,36.5107,1211691.0
2023-10-14,37.0865,37.3247,36.2923,36.5107,1211691.0
2023-10-15,37.0865,37.3247,36.2923,36.5107,1211691.0
2023-10-16,36.9376,37.4786,36.7092,37.156,1328026.0
2023-10-17,36.8979,37.8111,36.8979,37.4141,1260786.0
2023-10-18,36.8979,36.9401,36.1484,36.1633,1142676.0
2023-10-19,35.925,36.3717,35.4783,35.4883,1443857.0
2023-10-20,35.3394,35.5478,35.1408,35.2996,1947434.0
2023-10-21,35.3394,35.5478,35.1408,35.2996,1947434.0
2023-10-22,35.3394,35.5478,35.1408,35.2996,1947434.0
2023-10-23,35.1706,35.3691,34.575,34.575,1495130.0
2023-10-24,34.8033,35.2401,34.5254,34.9125,1170407.0
2023-10-25,34.714,34.7239,34.029,34.1878,949368.0
2023-10-26,34.3467,34.7686,34.0489,34.307,1645010.0
2023-10-27,34.3467,34.436,33.89,34.0588,1526977.0
2023-10-28,34.3467,34.436,33.89,34.0588,1526977.0
2023-10-29,34.3467,34.436,33.89,34.0588,1526977.0
2023-10-30,34.0588,34.297,33.5277,33.8503,2412231.0
2023-10-31,33.3341,34.1978,31.0609,31.6466,3270428.0
2023-11-01,31.8551,31.9295,30.5844,31.4183,2397357.0
2023-11-02,31.8451,31.9321,30.912,31.4977,2280731.0
2023-11-03,32.1529,32.947,31.9245,32.2223,1661141.0
2023-11-04,32.1529,32.947,31.9245,32.2223,1661141.0
2023-11-05,32.1529,32.947,31.9245,32.2223,1661141.0
2023-11-06,32.3415,32.4904,31.3885,31.6267,2261598.0
2023-11-07,31.4474,31.6865,31.0637,31.4972,1523768.0
2023-11-08,31.4274,31.7164,31.0886,31.2082,1655864.0
2023-11-09,31.5968,31.6965,30.6602,30.7698,2381046.0
2023-11-10,30.7997,31.536,30.4509,31.4374,2055508.0
2023-11-11,30.7997,31.536,30.4509,31.4374,2055508.0
2023-11-12,30.7997,31.536,30.4509,31.4374,2055508.0
2023-11-13,31.268,31.3776,30.7399,30.9591,2461159.0
2023-11-14,31.6566,32.6132,31.6068,32.6032,3422226.0
2023-11-15,32.5833,33.8388,32.4239,32.8822,2875203.0
2023-11-16,32.8523,33.2409,32.0602,32.5733,1379544.0
2023-11-17,32.7128,32.8523,31.6566,32.5036,1209895.0
2023-11-18,32.7128,32.8523,31.6566,32.5036,1209895.0
2023-11-19,32.7128,32.8523,31.6566,32.5036,1209895.0
2023-11-20,32.4338,32.668,32.1249,32.2046,2721764.0
2023-11-21,31.9755,32.1249,31.5918,31.6865,2010952.0
2023-11-22,31.9356,32.0651,31.5669,31.6865,1301108.0
2023-11-23,31.9356,32.0651,31.5669,31.6865,1301108.0
2023-11-24,31.557,32.0851,31.4972,31.8758,605687.0
2023-11-25,31.557,32.0851,31.4972,31.8758,605687.0
2023-11-26,31.557,32.0851,31.4972,31.8758,605687.0
2023-11-27,31.6666,31.9256,31.557,31.7762,2416794.0
2023-11-28,31.6865,32.3342,31.542,32.1748,1577528.0
2023-11-29,32.5733,32.942,32.2046,32.2545,2051615.0
2023-11-30,32.4239,32.6431,31.7563,32.394,9920123.0
2023-12-01,32.394,33.1812,32.0701,33.0616,1684724.0
2023-12-02,32.394,33.1812,32.0701,33.0616,1684724.0
2023-12-03,32.394,33.1812,32.0701,33.0616,1684724.0
2023-12-04,32.7328,33.211,32.6232,33.2011,1934298.0
2023-12-05,32.942,33.2409,32.6331,32.7726,1773009.0
2023-12-06,33.0118,33.7192,32.8075,32.932,1455434.0
2023-12-07,32.932,33.5997,32.8623,33.5399,1595952.0
2023-12-08,33.5199,33.9634,33.221,33.2409,4871520.0
2023-12-09,33.5199,33.9634,33.221,33.2409,4871520.0
2023-12-10,33.5199,33.9634,33.221,33.2409,4871520.0
2023-12-11,33.2908,33.8986,33.216,33.6893,2149819.0
2023-12-12,33.6594,33.8089,33.4153,33.6096,1350128.0
2023-12-13,33.5797,34.7804,33.3804,34.7256,1388797.0
2023-12-14,35.5128,36.6487,35.1591,36.4594,2609400.0
2023-12-15,36.3498,36.4993,35.6174,35.9313,2574247.0
2023-12-16,36.3498,36.4993,35.6174,35.9313,2574247.0
2023-12-17,36.3498,36.4993,35.6174,35.9313,2574247.0
2023-12-18,35.8715,35.9462,35.5975,35.7121,2150636.0
2023-12-19,36.0608,36.5092,35.9512,36.4694,1861130.0
2023-12-20,36.3598,37.2217,36.3,36.3398,4111068.0
2023-12-21,36.6587,37.3761,36.4793,37.3562,2395769.0
2023-12-22,37.3961,38.0537,37.0324,37.2466,3862670.0
2023-12-23,37.3961,38.0537,37.0324,37.2466,3862670.0
2023-12-24,37.3961,38.0537,37.0324,37.2466,3862670.0
2023-12-25,37.3961,38.0537,37.0324,37.2466,3862670.0
2023-12-26,37.3163,37.4957,37.0473,37.416,3104631.0
2023-12-27,37.5854,37.7249,37.3562,37.6751,948777.0
2023-12-28,37.6551,37.7149,37.4265,37.6252,928283.0
2023-12-29,37.4459,37.8096,37.2964,37.4359,1474976.0
2023-12-30,37.4459,37.8096,37.2964,37.4359,1474976.0
2023-12-31,37.4459,37.8096,37.2964,37.4359,1474976.0
2024-01-01,37.4459,37.8096,37.2964,37.4359,1474976.0
2024-01-02,36.8779,37.7448,36.8331,36.9875,2363594.0
2024-01-03,36.4793,36.6637,35.7719,36.0708,3103066.0
2024-01-04,35.732,36.0907,35.0694,35.9114,2913411.0
2024-01-05,35.8317,36.5242,35.8167,36.0907,2462658.0
2024-01-06,35.8317,36.5242,35.8167,36.0907,2462658.0
2024-01-07,35.8317,36.5242,35.8167,36.0907,2462658.0
2024-01-08,35.7021,36.1704,35.3633,35.8018,2597013.0
2024-01-09,35.3334,35.5925,35.1541,35.4929,2056260.0
2024-01-10,35.4032,35.6025,34.8701,34.9249,2321121.0
2024-01-11,34.885,34.9647,34.337,34.6658,1943174.0
2024-01-12,35.0245,35.2139,34.048,34.1377,1388560.0
2024-01-13,35.0245,35.2139,34.048,34.1377,1388560.0
2024-01-14,35.0245,35.2139,34.048,34.1377,1388560.0
2024-01-15,35.0245,35.2139,34.048,34.1377,1388560.0
2024-01-16,33.7989,34.1477,33.6196,34.1178,2221695.0
2024-01-17,33.5997,33.8787,33.3406,33.6993,1616024.0
2024-01-18,33.9484,34.5214,33.7192,34.2972,3880695.0
2024-01-19,34.4167,34.4167,33.7591,34.327,1972332.0
2024-01-20,34.4167,34.4167,33.7591,34.327,1972332.0
2024-01-21,34.4167,34.4167,33.7591,34.327,1972332.0
2024-01-22,34.5762,35.0046,34.4765,34.8651,1672192.0
2024-01-23,35.3534,35.3534,34.7605,35.2039,2026237.0
2024-01-24,35.7619,35.8217,35.0146,35.1939,1609772.0
2024-01-25,35.5228,35.5925,34.9498,35.2737,1235637.0
2024-01-26,35.5228,35.742,35.2886,35.3235,3066848.0
2024-01-27,35.5228,35.742,35.2886,35.3235,3066848.0
2024-01-28,35.5228,35.742,35.2886,35.3235,3066848.0
2024-01-29,35.1541,35.6473,35.0644,35.6224,3859333.0
2024-01-30,37.0473,37.3861,36.4295,37.2167,2794570.0
2024-01-31,36.9975,37.1071,36.026,36.0409,2027430.0
2024-02-01,36.1904,36.6786,36.1107,36.6487,1102528.0
2024-02-02,36.3897,36.7334,35.9213,36.4295,1117884.0
2024-02-03,36.3897,36.7334,35.9213,36.4295,1117884.0
2024-02-04,36.3897,36.7334,35.9213,36.4295,1117884.0
2024-02-05,35.9014,36.1904,35.6822,35.9911,1728622.0
2024-02-06,33.4103,33.5,32.1249,32.942,5826703.0
2024-02-07,33.1313,33.1313,32.3242,33.0516,3029821.0
2024-02-08,32.9121,32.9918,32.4837,32.5933,2893074.0
2024-02-09,32.5833,32.942,32.4338,32.8324,1687927.0
2024-02-10,32.5833,32.942,32.4338,32.8324,1687927.0
2024-02-11,32.5833,32.942,32.4338,32.8324,1687927.0
2024-02-12,32.8822,33.7292,32.8822,33.5,2596802.0
2024-02-13,32.72,32.94,31.91,32.35,2688284.0
2024-02-14,32.75,33.135,32.54,32.74,2609712.0
2024-02-15,33.0,33.84,32.915,33.81,2977783.0
2024-02-16,33.64,34.16,33.48,33.68,3610258.0
2024-02-17,33.64,34.16,33.48,33.68,3610258.0
2024-02-18,33.64,34.16,33.48,33.68,3610258.0
2024-02-19,33.64,34.16,33.48,33.68,3610258.0
2024-02-20,32.89,33.68,32.51,33.67,3163348.0
2024-02-21,33.45,34.26,33.31,34.25,3452621.0
2024-02-22,34.35,34.39,34.06,34.26,2165235.0
2024-02-23,34.21,35.11,34.21,35.03,1254921.0
2024-02-24,34.21,35.11,34.21,35.03,1254921.0
2024-02-25,34.21,35.11,34.21,35.03,1254921.0
2024-02-26,34.69,34.69,33.14,34.43,4595356.0
2024-02-27,34.74,35.005,34.0,34.01,3390793.0
2024-02-28,33.7,34.31,33.63,33.87,1398403.0
2024-02-29,34.2,34.58,33.875,34.42,2472249.0
2024-03-01,34.48,34.77,34.095,34.73,947057.0
2024-03-02,34.48,34.77,34.095,34.73,947057.0
2024-03-03,34.48,34.77,34.095,34.73,947057.0
2024-03-04,34.89,35.35,34.6,35.18,1467504.0
2024-03-05,34.94,35.02,33.7,33.91,2182864.0
2024-03-06,34.12,34.67,33.92,34.41,1265830.0
2024-03-07,34.56,35.32,34.56,35.07,1549550.0
2024-03-08,35.36,35.61,35.01,35.37,2449825.0
2024-03-09,35.36,35.61,35.01,35.37,2449825.0
2024-03-10,35.36,35.61,35.01,35.37,2449825.0
2024-03-11,35.29,35.68,35.05,35.49,1474264.0
2024-03-12,35.54,35.76,35.07,35.71,2056789.0
2024-03-13,35.7,36.06,35.42,35.81,2189743.0
2024-03-14,35.72,35.89,35.065,35.42,1786173.0
2024-03-15,35.16,35.7,35.16,35.57,2876645.0
2024-03-16,35.16,35.7,35.16,35.57,2876645.0
2024-03-17,35.16,35.7,35.16,35.57,2876645.0
2024-03-18,35.7,35.89,35.55,35.8,1408340.0
2024-03-19,35.58,36.01,35.58,35.69,1904670.0
2024-03-20,35.8,36.505,35.735,36.37,832582.0
2024-03-21,36.61,36.68,36.17,36.27,2325806.0
2024-03-22,36.28,36.43,35.68,35.7,1360837.0
2024-03-23,36.28,36.43,35.68,35.7,1360837.0
2024-03-24,36.28,36.43,35.68,35.7,1360837.0
2024-03-25,35.62,36.17,35.55,35.67,697412.0
2024-03-26,35.79,35.8375,34.9,34.91,1963523.0
2024-03-27,35.09,36.44,34.86,36.43,1418239.0
2024-03-28,36.45,36.84,36.26,36.74,958464.0
2024-03-29,36.45,36.84,36.26,36.74,958464.0
2024-03-30,36.45,36.84,36.26,36.74,958464.0
2024-03-31,36.45,36.84,36.26,36.74,958464.0
2024-04-01,36.97,37.0,36.45,36.46,1380852.0
2024-04-02,36.07,36.38,35.59,36.29,1579773.0
2024-04-03,36.44,36.76,36.23,36.76,1863917.0
2024-04-04,37.12,37.35,36.03,36.05,980251.0
2024-04-05,35.91,35.925,35.43,35.44,783927.0
2024-04-06,35.91,35.925,35.43,35.44,783927.0
2024-04-07,35.91,35.925,35.43,35.44,783927.0
2024-04-08,35.8,36.2271,35.582,35.89,762306.0
