,MCO US Equity,MCO US Equity,MCO US Equity,MCO US Equity,MCO US Equity
2023-08-07,339.8428,340.1508,336.9424,340.121,547731.0
2023-08-08,337.6178,337.6178,331.4543,335.5617,582712.0
2023-08-09,335.065,338.6012,334.6776,335.5219,499595.0
2023-08-10,336.7735,339.7137,335.0849,337.0218,515335.0
2023-08-11,335.4325,336.5053,333.2075,334.4491,359452.0
2023-08-12,335.4325,336.5053,333.2075,334.4491,359452.0
2023-08-13,335.4325,336.5053,333.2075,334.4491,359452.0
2023-08-14,334.5584,337.1808,333.5353,336.5152,350530.0
2023-08-15,334.5286,335.6709,329.4329,330.5156,469231.0
2023-08-16,329.0157,333.2969,328.7177,329.3435,512644.0
2023-08-17,330.0901,331.5039,326.8244,327.0634,682255.0
2023-08-18,323.2302,326.2769,321.5974,325.5899,658604.0
2023-08-19,323.2302,326.2769,321.5974,325.5899,658604.0
2023-08-20,323.2302,326.2769,321.5974,325.5899,658604.0
2023-08-21,325.7492,326.7548,321.697,323.3597,517081.0
2023-08-22,324.8133,328.0391,323.3696,325.5799,591992.0
2023-08-23,327.1829,334.5206,325.9981,333.2064,392508.0
2023-08-24,334.0228,337.179,329.4828,329.5923,443130.0
2023-08-25,331.8325,334.1871,329.652,332.9675,487022.0
2023-08-26,331.8325,334.1871,329.652,332.9675,487022.0
2023-08-27,331.8325,334.1871,329.652,332.9675,487022.0
2023-08-28,332.9675,336.024,332.838,333.2662,369097.0
2023-08-29,332.609,336.95,332.5494,336.3128,414103.0
2023-08-30,336.3526,339.2399,336.0214,337.3482,380564.0
2023-08-31,337.3383,338.5131,334.6351,335.3271,698141.0
2023-09-01,338.2045,341.5299,336.726,337.8361,409548.0
2023-09-02,338.2045,341.5299,336.726,337.8361,409548.0
2023-09-03,338.2045,341.5299,336.726,337.8361,409548.0
2023-09-04,338.2045,341.5299,336.726,337.8361,409548.0
2023-09-05,337.3184,338.8914,334.2717,336.8205,550177.0
2023-09-06,336.4721,340.2754,335.8349,339.1901,536515.0
2023-09-07,337.4577,341.5697,336.8803,340.6238,559512.0
2023-09-08,341.0022,341.5896,337.8311,338.2841,537359.0
2023-09-09,341.0022,341.5896,337.8311,338.2841,537359.0
2023-09-10,341.0022,341.5896,337.8311,338.2841,537359.0
2023-09-11,339.7477,339.897,336.2829,338.2742,520988.0
2023-09-12,336.2331,339.8572,335.7154,337.7266,458210.0
2023-09-13,338.2841,342.7047,337.4577,341.6991,553306.0
2023-09-14,344.7656,348.9274,342.5554,347.3344,557637.0
2023-09-15,342.4857,345.3829,339.4888,339.6979,933625.0
2023-09-16,342.4857,345.3829,339.4888,339.6979,933625.0
2023-09-17,342.4857,345.3829,339.4888,339.6979,933625.0
2023-09-18,339.0109,343.4614,338.3638,341.8982,361172.0
2023-09-19,341.2212,342.1571,336.6612,339.2001,332519.0
2023-09-20,340.2853,341.4403,334.212,334.3813,371773.0
2023-09-21,332.2008,333.8137,322.5134,322.8519,663482.0
2023-09-22,322.8619,326.2171,322.4437,322.8021,387556.0
2023-09-23,322.8619,326.2171,322.4437,322.8021,387556.0
2023-09-24,322.8619,326.2171,322.4437,322.8021,387556.0
2023-09-25,321.7866,323.2352,320.3031,321.3983,417053.0
2023-09-26,318.2023,319.3871,313.7419,314.0506,1051704.0
2023-09-27,315.2951,317.6249,311.5416,313.1346,951586.0
2023-09-28,313.722,318.3318,313.722,317.0673,603516.0
2023-09-29,319.5265,320.8308,313.951,314.7873,730417.0
2023-09-30,319.5265,320.8308,313.951,314.7873,730417.0
2023-10-01,319.5265,320.8308,313.951,314.7873,730417.0
2023-10-02,312.5671,318.1276,312.3281,314.8371,652188.0
2023-10-03,312.9753,313.722,305.5728,306.4539,537185.0
2023-10-04,307.8976,313.5428,306.4539,313.1147,896703.0
2023-10-05,312.1688,313.5179,310.2373,312.6169,596221.0
2023-10-06,310.7949,317.3262,309.4458,315.7232,643708.0
2023-10-07,310.7949,317.3262,309.4458,315.7232,643708.0
2023-10-08,310.7949,317.3262,309.4458,315.7232,643708.0
2023-10-09,313.7718,317.974,313.274,316.9777,437724.0
2023-10-10,316.689,323.3198,316.0916,320.4624,845881.0
2023-10-11,322.9813,324.6042,321.3485,324.0964,575551.0
2023-10-12,325.9583,325.9583,316.7686,318.5309,545057.0
2023-10-13,318.8793,319.7953,313.3735,316.0119,453911.0
2023-10-14,318.8793,319.7953,313.3735,316.0119,453911.0
2023-10-15,318.8793,319.7953,313.3735,316.0119,453911.0
2023-10-16,318.9291,323.6783,317.2764,320.0144,497983.0
2023-10-17,317.9435,323.4343,317.0275,319.9944,390248.0
2023-10-18,317.595,317.7543,312.6069,312.6467,526320.0
2023-10-19,313.0051,315.1209,309.0625,310.2174,548700.0
2023-10-20,309.0226,310.2473,306.4838,308.2461,1334940.0
2023-10-21,309.0226,310.2473,306.4838,308.2461,1334940.0
2023-10-22,309.0226,310.2473,306.4838,308.2461,1334940.0
2023-10-23,305.8366,311.3723,305.8167,307.6985,708807.0
2023-10-24,308.6443,310.317,301.7347,304.2735,1543119.0
2023-10-25,317.6249,323.5389,310.9143,312.8857,1442042.0
2023-10-26,310.765,313.8514,308.6443,308.7339,832632.0
2023-10-27,309.3811,309.9984,299.6638,300.6494,805845.0
2023-10-28,309.3811,309.9984,299.6638,300.6494,805845.0
2023-10-29,309.3811,309.9984,299.6638,300.6494,805845.0
2023-10-30,303.4471,306.3992,297.553,304.9804,778958.0
2023-10-31,304.8709,308.1664,302.6506,306.6531,730545.0
2023-11-01,307.34,313.6025,305.8864,311.5117,1000043.0
2023-11-02,317.595,325.9383,316.1513,325.4007,1365234.0
2023-11-03,328.5568,334.6799,327.7852,329.9706,950885.0
2023-11-04,328.5568,334.6799,327.7852,329.9706,950885.0
2023-11-05,328.5568,334.6799,327.7852,329.9706,950885.0
2023-11-06,329.7914,332.2506,328.2781,331.9818,643731.0
2023-11-07,332.5194,336.9998,330.5979,334.4012,655046.0
2023-11-08,334.0427,337.8361,333.3159,337.2487,533991.0
2023-11-09,338.5131,341.6394,336.3227,338.3936,887505.0
2023-11-10,340.4745,343.5161,337.3333,343.0631,762187.0
2023-11-11,340.4745,343.5161,337.3333,343.0631,762187.0
2023-11-12,340.4745,343.5161,337.3333,343.0631,762187.0
2023-11-13,341.2013,343.5759,340.6637,342.0078,743997.0
2023-11-14,346.7071,351.6156,343.093,349.6343,1125757.0
2023-11-15,349.2261,352.3523,348.8477,349.1663,839429.0
2023-11-16,351.3567,353.1737,350.6249,352.0238,960277.0
2023-11-17,353.0293,356.0959,351.745,355.1102,865818.0
2023-11-18,353.0293,356.0959,351.745,355.1102,865818.0
2023-11-19,353.0293,356.0959,351.745,355.1102,865818.0
2023-11-20,354.9111,360.2974,354.2141,359.5308,1312588.0
2023-11-21,360.1182,363.0503,359.2321,362.209,1006901.0
2023-11-22,364.0949,367.8364,363.1371,363.7258,1276572.0
2023-11-23,364.0949,367.8364,363.1371,363.7258,1276572.0
2023-11-24,364.1348,364.1348,360.4033,361.5607,425144.0
2023-11-25,364.1348,364.1348,360.4033,361.5607,425144.0
2023-11-26,364.1348,364.1348,360.4033,361.5607,425144.0
2023-11-27,360.543,361.3811,358.5774,360.4831,800145.0
2023-11-28,359.4455,361.9847,357.6795,360.3634,727491.0
2023-11-29,362.4187,363.2468,360.6028,361.0718,922315.0
2023-11-30,359.6151,364.3743,357.869,364.1348,1881962.0
2023-12-01,363.177,370.3507,360.8872,370.2111,937613.0
2023-12-02,363.177,370.3507,360.8872,370.2111,937613.0
2023-12-03,363.177,370.3507,360.8872,370.2111,937613.0
2023-12-04,367.9262,373.5335,367.6668,373.0945,998258.0
2023-12-05,372.5059,375.0501,368.3852,374.8106,883611.0
2023-12-06,376.0379,377.3249,372.1417,372.5857,890723.0
2023-12-07,373.344,374.8705,370.6201,371.7875,866688.0
2023-12-08,371.1489,377.4646,369.1535,373.763,1282223.0
2023-12-09,371.1489,377.4646,369.1535,373.763,1282223.0
2023-12-10,371.1489,377.4646,369.1535,373.763,1282223.0
2023-12-11,373.6732,377.9635,371.1589,376.7363,858565.0
2023-12-12,377.5045,379.8492,377.1054,379.7095,813861.0
2023-12-13,380.9567,390.3754,379.3503,389.9364,952328.0
2023-12-14,393.8176,396.0126,389.5971,390.7345,855614.0
2023-12-15,392.2012,392.2012,385.7957,388.1803,1182078.0
2023-12-16,392.2012,392.2012,385.7957,388.1803,1182078.0
2023-12-17,392.2012,392.2012,385.7957,388.1803,1182078.0
2023-12-18,388.8688,390.6647,386.4742,390.106,665722.0
2023-12-19,389.4076,392.2012,388.4797,389.647,772446.0
2023-12-20,390.2157,392.7799,381.1263,381.5853,894275.0
2023-12-21,382.9223,385.4066,380.0737,385.257,660976.0
2023-12-22,387.7812,388.5744,384.5186,386.7037,477528.0
2023-12-23,387.7812,388.5744,384.5186,386.7037,477528.0
2023-12-24,387.7812,388.5744,384.5186,386.7037,477528.0
2023-12-25,387.7812,388.5744,384.5186,386.7037,477528.0
2023-12-26,385.5064,388.4597,384.7681,387.442,253339.0
2023-12-27,387.1826,390.0262,385.5909,389.3277,347200.0
2023-12-28,389.5273,391.3631,388.9187,389.7468,294142.0
2023-12-29,389.7468,392.5604,387.8611,389.6769,578581.0
2023-12-30,389.7468,392.5604,387.8611,389.6769,578581.0
2023-12-31,389.7468,392.5604,387.8611,389.6769,578581.0
2024-01-01,389.7468,392.5604,387.8611,389.6769,578581.0
2024-01-02,385.1572,387.7014,378.7617,380.9467,736106.0
2024-01-03,378.4324,379.046,372.7303,374.3816,791041.0
2024-01-04,375.0102,377.734,373.4836,373.6433,640410.0
2024-01-05,373.4936,375.6837,369.5625,370.8496,738437.0
2024-01-06,373.4936,375.6837,369.5625,370.8496,738437.0
2024-01-07,373.4936,375.6837,369.5625,370.8496,738437.0
2024-01-08,372.2464,375.7884,371.1689,374.8505,846335.0
2024-01-09,371.6578,374.2669,370.5204,372.2265,835832.0
2024-01-10,374.212,375.8183,371.6977,375.7385,698922.0
2024-01-11,375.6487,375.968,370.1911,375.9481,984449.0
2024-01-12,378.9912,379.1408,375.0152,378.9313,474994.0
2024-01-13,378.9912,379.1408,375.0152,378.9313,474994.0
2024-01-14,378.9912,379.1408,375.0152,378.9313,474994.0
2024-01-15,378.9912,379.1408,375.0152,378.9313,474994.0
2024-01-16,375.6487,381.0764,375.08,380.8669,667750.0
2024-01-17,378.1531,382.8325,378.1531,380.4179,536224.0
2024-01-18,380.398,383.5808,378.2429,382.3336,500939.0
2024-01-19,384.5885,387.2524,382.5232,385.9654,582231.0
2024-01-20,384.5885,387.2524,382.5232,385.9654,582231.0
2024-01-21,384.5885,387.2524,382.5232,385.9654,582231.0
2024-01-22,386.7336,389.5522,386.2248,387.9109,681010.0
2024-01-23,389.1881,389.1881,384.3939,388.9386,434469.0
2024-01-24,390.5949,391.1985,388.6393,389.0583,450365.0
2024-01-25,390.5949,391.8919,388.5806,391.7123,413578.0
2024-01-26,391.4829,391.842,388.0606,388.4098,417740.0
2024-01-27,391.4829,391.842,388.0606,388.4098,417740.0
2024-01-28,391.4829,391.842,388.0606,388.4098,417740.0
2024-01-29,387.8411,390.5051,384.783,390.3853,649133.0
2024-01-30,391.1137,396.3718,390.101,395.6135,716422.0
2024-01-31,396.4715,398.457,390.6148,391.1536,614609.0
2024-02-01,391.1037,401.6299,390.101,401.6299,652579.0
2024-02-02,399.0956,402.2584,393.4434,398.6965,682715.0
2024-02-03,399.0956,402.2584,393.4434,398.6965,682715.0
2024-02-04,399.0956,402.2584,393.4434,398.6965,682715.0
2024-02-05,395.6634,398.4072,392.291,396.0924,727848.0
2024-02-06,396.6711,397.3795,393.8774,397.15,400975.0
2024-02-07,400.7718,405.3814,398.4371,403.9346,779437.0
2024-02-08,399.3051,399.7092,392.5105,397.1001,720968.0
2024-02-09,397.1001,404.4235,395.2244,404.2539,939508.0
2024-02-10,397.1001,404.4235,395.2244,404.2539,939508.0
2024-02-11,397.1001,404.4235,395.2244,404.2539,939508.0
2024-02-12,406.6784,406.6984,400.0933,400.1831,1026660.0
2024-02-13,377.5744,384.9377,364.933,368.3952,2001894.0
2024-02-14,369.1634,370.7897,362.6681,365.6514,1422717.0
2024-02-15,367.148,374.8605,367.148,372.3961,1262362.0
2024-02-16,371.3485,374.6909,367.9562,369.9217,985738.0
2024-02-17,371.3485,374.6909,367.9562,369.9217,985738.0
2024-02-18,371.3485,374.6909,367.9562,369.9217,985738.0
2024-02-19,371.3485,374.6909,367.9562,369.9217,985738.0
2024-02-20,368.6247,375.2097,367.4174,374.4714,964922.0
2024-02-21,372.9648,376.1676,370.9294,375.0102,719077.0
2024-02-22,380.48,384.23,377.825,381.9,790348.0
2024-02-23,382.93,386.53,382.93,385.51,549072.0
2024-02-24,382.93,386.53,382.93,385.51,549072.0
2024-02-25,382.93,386.53,382.93,385.51,549072.0
2024-02-26,385.87,386.995,379.89,380.12,536706.0
2024-02-27,379.71,379.71,375.72,377.67,547986.0
2024-02-28,377.1,381.38,376.59,379.86,538486.0
2024-02-29,380.93,383.84,378.36,379.42,1690216.0
2024-03-01,378.39,383.65,377.51,382.04,617326.0
2024-03-02,378.39,383.65,377.51,382.04,617326.0
2024-03-03,378.39,383.65,377.51,382.04,617326.0
2024-03-04,379.0,384.5,377.62,382.5,795105.0
2024-03-05,380.82,384.89,380.3,382.5,796088.0
2024-03-06,383.31,389.605,383.31,389.03,816832.0
2024-03-07,392.99,394.48,389.17,391.58,672085.0
2024-03-08,392.12,393.2,386.31,387.01,493417.0
2024-03-09,392.12,393.2,386.31,387.01,493417.0
2024-03-10,392.12,393.2,386.31,387.01,493417.0
2024-03-11,385.94,386.7491,382.87,384.85,410998.0
2024-03-12,387.35,390.77,385.02,388.93,337412.0
2024-03-13,389.34,391.27,387.08,389.02,339925.0
2024-03-14,388.3,391.98,381.0,383.41,457122.0
2024-03-15,378.72,385.89,378.72,384.16,1153071.0
2024-03-16,378.72,385.89,378.72,384.16,1153071.0
2024-03-17,378.72,385.89,378.72,384.16,1153071.0
2024-03-18,385.89,389.165,383.64,384.08,797946.0
2024-03-19,385.4,389.79,384.61,387.2,689889.0
2024-03-20,388.59,390.79,386.48,390.21,568036.0
2024-03-21,394.0,395.79,391.03,395.62,732576.0
2024-03-22,397.52,398.0,387.58,387.64,495185.0
2024-03-23,397.52,398.0,387.58,387.64,495185.0
2024-03-24,397.52,398.0,387.58,387.64,495185.0
2024-03-25,386.72,388.305,385.0,386.57,728456.0
2024-03-26,388.47,392.0,386.31,390.92,736187.0
2024-03-27,394.81,396.0,387.46,390.24,469990.0
2024-03-28,392.31,395.54,391.155,393.03,566248.0
2024-03-29,392.31,395.54,391.155,393.03,566248.0
2024-03-30,392.31,395.54,391.155,393.03,566248.0
2024-03-31,392.31,395.54,391.155,393.03,566248.0
2024-04-01,394.0,398.16,392.58,393.89,698178.0
2024-04-02,395.28,395.28,388.575,391.2,1181519.0
2024-04-03,391.22,394.11,390.46,392.44,623433.0
2024-04-04,395.61,402.379,391.19,391.57,892651.0
2024-04-05,390.92,393.79,387.78,392.47,619747.0
2024-04-06,390.92,393.79,387.78,392.47,619747.0
2024-04-07,390.92,393.79,387.78,392.47,619747.0
2024-04-08,393.47,398.0,392.34,397.635,305623.0
