,FRCB US Equity,FRCB US Equity,FRCB US Equity,FRCB US Equity,FRCB US Equity
2022-05-19,139.7549,144.8341,139.2877,143.2438,1455182.0
2022-05-20,144.3471,145.1721,140.4606,144.029,1111836.0
2022-05-21,144.3471,145.1721,140.4606,144.029,1111836.0
2022-05-22,144.3471,145.1721,140.4606,144.029,1111836.0
2022-05-23,147.5974,149.4761,146.2555,148.0447,1117174.0
2022-05-24,147.508,147.508,142.6225,145.4902,774292.0
2022-05-25,145.1224,148.9493,144.4167,148.1143,624484.0
2022-05-26,150.1023,153.2234,149.814,152.2195,864703.0
2022-05-27,153.1638,156.5234,152.8954,156.4638,672085.0
2022-05-28,153.1638,156.5234,152.8954,156.4638,672085.0
2022-05-29,153.1638,156.5234,152.8954,156.4638,672085.0
2022-05-30,153.1638,156.5234,152.8954,156.4638,672085.0
2022-05-31,154.4261,156.0364,152.8904,154.0981,1754846.0
2022-06-01,154.3367,154.8535,151.2851,152.7065,1068480.0
2022-06-02,153.0743,154.9281,151.8119,154.5653,985287.0
2022-06-03,153.2433,153.6459,152.1151,152.8159,755231.0
2022-06-04,153.2433,153.6459,152.1151,152.8159,755231.0
2022-06-05,153.2433,153.6459,152.1151,152.8159,755231.0
2022-06-06,154.0782,154.9119,153.0743,153.4123,928339.0
2022-06-07,151.7225,153.0147,150.7583,152.7761,1933118.0
2022-06-08,151.0267,151.9511,149.4264,150.1917,1009319.0
2022-06-09,150.4005,150.6589,146.6631,146.7625,1642865.0
2022-06-10,143.4525,146.1263,140.0729,140.6196,1683014.0
2022-06-11,143.4525,146.1263,140.0729,140.6196,1683014.0
2022-06-12,143.4525,146.1263,140.0729,140.6196,1683014.0
2022-06-13,136.9717,137.4289,132.5683,133.4927,1101798.0
2022-06-14,133.3635,136.6039,133.3635,136.1367,1634670.0
2022-06-15,138.1545,141.2359,137.2003,139.4368,1397642.0
2022-06-16,135.7093,136.0572,133.2144,133.8108,1411132.0
2022-06-17,134.9241,137.9756,134.606,135.4807,1997113.0
2022-06-18,134.9241,137.9756,134.606,135.4807,1997113.0
2022-06-19,134.9241,137.9756,134.606,135.4807,1997113.0
2022-06-20,134.9241,137.9756,134.606,135.4807,1997113.0
2022-06-21,138.91,140.0034,137.5383,138.1744,1230177.0
2022-06-22,137.0512,140.3512,136.2461,139.9338,1290775.0
2022-06-23,139.1585,140.5202,138.1048,140.1524,1116694.0
2022-06-24,141.0967,146.0866,140.9143,146.0269,1472849.0
2022-06-25,141.0967,146.0866,140.9143,146.0269,1472849.0
2022-06-26,141.0967,146.0866,140.9143,146.0269,1472849.0
2022-06-27,146.9613,147.8161,145.5697,146.3848,1152883.0
2022-06-28,147.3688,148.999,146.0145,146.3351,1208076.0
2022-06-29,146.4345,146.5637,144.1185,144.9832,951461.0
2022-06-30,142.7666,145.5945,140.6594,143.3332,960741.0
2022-07-01,143.6612,146.5935,142.6971,146.4941,863266.0
2022-07-02,143.6612,146.5935,142.6971,146.4941,863266.0
2022-07-03,143.6612,146.5935,142.6971,146.4941,863266.0
2022-07-04,143.6612,146.5935,142.6971,146.4941,863266.0
2022-07-05,143.3034,147.339,141.211,147.2495,923173.0
2022-07-06,146.2953,148.6113,145.9872,147.6769,1072549.0
2022-07-07,149.0984,150.7683,148.989,150.2713,671155.0
2022-07-08,150.8776,152.1847,149.3071,150.0327,1054438.0
2022-07-09,150.8776,152.1847,149.3071,150.0327,1054438.0
2022-07-10,150.8776,152.1847,149.3071,150.0327,1054438.0
2022-07-11,148.661,150.2713,147.3042,149.4065,759977.0
2022-07-12,147.9354,152.2095,147.9354,148.6809,897895.0
2022-07-13,146.1363,148.7902,145.1174,147.4583,1007135.0
2022-07-14,153.2333,153.9093,148.1342,150.0725,1961101.0
2022-07-15,152.8059,157.2143,151.7921,154.8635,1484346.0
2022-07-16,152.8059,157.2143,151.7921,154.8635,1484346.0
2022-07-17,152.8059,157.2143,151.7921,154.8635,1484346.0
2022-07-18,155.4996,157.5473,151.2454,152.1996,2079337.0
2022-07-19,154.2174,156.7123,153.4669,156.603,927934.0
2022-07-20,156.603,160.1714,156.2948,160.0819,1144622.0
2022-07-21,159.6247,161.8413,159.078,161.6723,1032188.0
2022-07-22,161.0958,161.4785,156.6725,157.7063,614998.0
2022-07-23,161.0958,161.4785,156.6725,157.7063,614998.0
2022-07-24,161.0958,161.4785,156.6725,157.7063,614998.0
2022-07-25,158.3424,159.0333,156.3694,157.4677,746966.0
2022-07-26,155.8376,157.1497,153.8099,154.1578,736154.0
2022-07-27,154.6158,157.4735,153.9885,157.1449,905636.0
2022-07-28,157.3341,159.1663,155.6314,159.0866,563542.0
2022-07-29,159.2061,162.3426,158.8675,162.014,1060534.0
2022-07-30,159.2061,162.3426,158.8675,162.014,1060534.0
2022-07-31,159.2061,162.3426,158.8675,162.014,1060534.0
2022-08-01,160.8291,162.3894,158.8874,161.6854,757457.0
2022-08-02,156.1393,159.3754,156.1393,158.3995,2234357.0
2022-08-03,159.8234,162.6712,159.0368,162.243,820720.0
2022-08-04,161.4066,162.5268,160.9486,161.7452,1009965.0
2022-08-05,160.61,163.8661,160.3496,163.2587,677367.0
2022-08-06,160.61,163.8661,160.3496,163.2587,677367.0
2022-08-07,160.61,163.8661,160.3496,163.2587,677367.0
2022-08-08,164.2942,165.2501,160.7793,161.3568,673303.0
2022-08-09,161.3071,161.9095,160.5005,160.6997,843623.0
2022-08-10,163.4379,163.8262,161.5859,162.1335,1478034.0
2022-08-11,164.0154,165.7978,163.4777,165.27,1082182.0
2022-08-12,166.3554,168.2771,165.8276,168.1775,590720.0
2022-08-13,166.3554,168.2771,165.8276,168.1775,590720.0
2022-08-14,166.3554,168.2771,165.8276,168.1775,590720.0
2022-08-15,166.9926,168.8248,166.5744,168.1975,621829.0
2022-08-16,167.8888,170.3582,167.6797,169.3923,609035.0
2022-08-17,167.371,167.6847,164.9315,166.206,740343.0
2022-08-18,166.206,166.206,164.2195,165.3099,976187.0
2022-08-19,163.6271,164.0951,162.243,162.8405,742851.0
2022-08-20,163.6271,164.0951,162.243,162.8405,742851.0
2022-08-21,163.6271,164.0951,162.243,162.8405,742851.0
2022-08-22,160.2416,160.61,158.7082,159.6243,629245.0
2022-08-23,159.7338,160.5105,158.519,158.529,482411.0
2022-08-24,157.9714,160.0226,157.822,159.0368,517626.0
2022-08-25,159.7438,161.6157,159.2459,161.5958,413546.0
2022-08-26,162.2829,162.6015,154.9046,154.9743,662333.0
2022-08-27,162.2829,162.6015,154.9046,154.9743,662333.0
2022-08-28,162.2829,162.6015,154.9046,154.9743,662333.0
2022-08-29,153.8391,154.2225,151.7182,152.8832,579139.0
2022-08-30,153.6997,153.9387,150.6578,152.4451,731438.0
2022-08-31,153.2616,153.9736,150.7723,151.1806,1244101.0
2022-09-01,150.5533,150.8221,148.3776,150.6827,684366.0
2022-09-02,152.6244,153.4608,147.8897,148.6016,818152.0
2022-09-03,152.6244,153.4608,147.8897,148.6016,818152.0
2022-09-04,152.6244,153.4608,147.8897,148.6016,818152.0
2022-09-05,152.6244,153.4608,147.8897,148.6016,818152.0
2022-09-06,149.3484,149.5575,144.9075,147.5263,691208.0
2022-09-07,147.2275,151.3697,147.2275,150.9914,499080.0
2022-09-08,149.9956,153.64,148.9004,153.182,577174.0
2022-09-09,154.0582,155.9799,154.0582,155.2531,759000.0
2022-09-10,154.0582,155.9799,154.0582,155.2531,759000.0
2022-09-11,154.0582,155.9799,154.0582,155.2531,759000.0
2022-09-12,156.3583,157.8519,155.7908,157.5532,956593.0
2022-09-13,153.3612,154.0482,150.5234,150.603,1060504.0
2022-09-14,150.8619,150.8619,145.6344,146.8591,1321833.0
2022-09-15,146.3513,149.9857,145.8734,145.9829,1227971.0
2022-09-16,144.1109,144.3499,140.3371,141.1337,2308406.0
2022-09-17,144.1109,144.3499,140.3371,141.1337,2308406.0
2022-09-18,144.1109,144.3499,140.3371,141.1337,2308406.0
2022-09-19,139.6202,143.6429,139.5903,143.5932,817960.0
2022-09-20,142.2987,143.5732,139.8492,141.3129,812016.0
2022-09-21,141.6714,143.9018,139.1622,139.2219,708822.0
2022-09-22,139.3812,139.8592,134.1836,134.2334,1053215.0
2022-09-23,133.1878,134.7511,132.0726,134.6117,1487565.0
2022-09-24,133.1878,134.7511,132.0726,134.6117,1487565.0
2022-09-25,133.1878,134.7511,132.0726,134.6117,1487565.0
2022-09-26,133.8052,136.653,133.5264,134.8407,1258275.0
2022-09-27,134.9503,136.3443,131.7042,132.5506,1269967.0
2022-09-28,133.0982,136.0854,132.3813,135.2789,911291.0
2022-09-29,132.929,133.855,130.8778,132.1125,1133409.0
2022-09-30,131.8436,133.9048,129.7924,129.9916,909928.0
2022-10-01,131.8436,133.9048,129.7924,129.9916,909928.0
2022-10-02,131.8436,133.9048,129.7924,129.9916,909928.0
2022-10-03,131.4354,134.6615,129.892,134.0641,937548.0
2022-10-04,136.3144,141.8208,136.3144,141.7411,1239053.0
2022-10-05,139.7596,140.8499,138.4353,140.0085,830363.0
2022-10-06,139.1821,140.4865,137.7134,138.5349,658412.0
2022-10-07,136.6131,137.2006,134.9254,136.4439,1399351.0
2022-10-08,136.6131,137.2006,134.9254,136.4439,1399351.0
2022-10-09,136.6131,137.2006,134.9254,136.4439,1399351.0
2022-10-10,137.7582,137.7582,132.8393,133.6359,814058.0
2022-10-11,132.8991,133.148,129.3543,129.9318,1055415.0
2022-10-12,129.663,130.7931,128.3698,128.9859,868761.0
2022-10-13,126.5464,135.1494,125.5706,134.1537,1814563.0
2022-10-14,124.9632,131.8436,110.3161,112.1084,5905488.0
2022-10-15,124.9632,131.8436,110.3161,112.1084,5905488.0
2022-10-16,124.9632,131.8436,110.3161,112.1084,5905488.0
2022-10-17,113.9186,118.8494,113.9186,118.7997,3449898.0
2022-10-18,122.3146,123.0713,116.3004,116.7086,2382386.0
2022-10-19,115.0259,117.0771,111.0529,111.3118,1920072.0
2022-10-20,111.0231,113.3431,109.7236,110.9932,2419004.0
2022-10-21,110.794,112.0586,108.9121,111.8694,2748759.0
2022-10-22,110.794,112.0586,108.9121,111.8694,2748759.0
2022-10-23,110.794,112.0586,108.9121,111.8694,2748759.0
2022-10-24,112.895,113.8907,111.1127,113.3829,1360650.0
2022-10-25,112.7955,116.9476,112.7955,116.8978,1092725.0
2022-10-26,116.9877,119.5127,116.0196,116.4388,1022393.0
2022-10-27,117.7861,118.3799,115.9597,116.2791,1221254.0
2022-10-28,116.6583,120.5007,116.6583,120.0516,1368792.0
2022-10-29,116.6583,120.5007,116.6583,120.0516,1368792.0
2022-10-30,116.6583,120.5007,116.6583,120.0516,1368792.0
2022-10-31,119.7123,120.5905,119.2033,119.862,1243722.0
2022-11-01,121.6684,121.9179,119.0536,120.1115,1518261.0
2022-11-02,119.5027,121.262,115.4008,115.5206,1938096.0
2022-11-03,113.8639,115.4407,112.6962,112.8559,1286448.0
2022-11-04,114.7821,115.7252,112.4966,114.3729,3425430.0
2022-11-05,114.7821,115.7252,112.4966,114.3729,3425430.0
2022-11-06,114.7821,115.7252,112.4966,114.3729,3425430.0
2022-11-07,115.2711,116.1194,110.8399,111.7082,3685451.0
2022-11-08,113.5944,115.1613,110.7101,113.6243,4268817.0
2022-11-09,112.7062,112.786,106.6482,111.9876,3891832.0
2022-11-10,115.7701,126.3191,115.7701,126.2393,2761492.0
2022-11-11,127.5168,130.4759,126.4988,128.8541,2351955.0
2022-11-12,127.5168,130.4759,126.4988,128.8541,2351955.0
2022-11-13,127.5168,130.4759,126.4988,128.8541,2351955.0
2022-11-14,128.1056,128.1156,123.385,123.5646,1536247.0
2022-11-15,126.4888,131.358,125.5219,130.3012,1879936.0
2022-11-16,129.6026,130.2064,125.0716,125.4209,1495978.0
2022-11-17,122.7762,124.2532,120.7352,122.0776,1352860.0
2022-11-18,124.7423,124.7423,120.2512,121.7083,877246.0
2022-11-19,124.7423,124.7423,120.2512,121.7083,877246.0
2022-11-20,124.7423,124.7423,120.2512,121.7083,877246.0
2022-11-21,121.6285,123.7343,121.1195,121.848,1068819.0
2022-11-22,122.347,122.6764,120.6803,121.2891,861216.0
2022-11-23,121.0596,124.8421,121.0097,123.874,863513.0
2022-11-24,121.0596,124.8421,121.0097,123.874,863513.0
2022-11-25,123.9638,124.4828,123.1804,123.9638,455883.0
2022-11-26,123.9638,124.4828,123.1804,123.9638,455883.0
2022-11-27,123.9638,124.4828,123.1804,123.9638,455883.0
2022-11-28,122.3969,123.9738,119.5925,120.3211,847462.0
2022-11-29,120.7302,121.6285,119.842,121.329,802838.0
2022-11-30,121.2093,127.886,120.4907,127.3571,2162628.0
2022-12-01,127.6964,130.2064,126.4189,127.1076,1251417.0
2022-12-02,125.0417,126.6485,123.6245,125.9199,1179692.0
2022-12-03,125.0417,126.6485,123.6245,125.9199,1179692.0
2022-12-04,125.0417,126.6485,123.6245,125.9199,1179692.0
2022-12-05,124.4728,124.4728,118.0056,119.7322,3012964.0
2022-12-06,119.9618,120.1913,116.6434,118.4747,2464133.0
2022-12-07,117.836,119.7522,116.5336,116.818,1369298.0
2022-12-08,117.2272,117.347,114.4682,116.5984,1548048.0
2022-12-09,116.309,117.6015,116.1294,116.7481,1242539.0
2022-12-10,116.309,117.6015,116.1294,116.7481,1242539.0
2022-12-11,116.309,117.6015,116.1294,116.7481,1242539.0
2022-12-12,116.6284,120.1015,115.9946,119.6125,1234936.0
2022-12-13,124.4029,128.6745,120.2113,123.7043,2464695.0
2022-12-14,123.3351,127.0078,122.2472,122.7363,2266502.0
2022-12-15,119.6324,122.9658,119.2881,119.9218,1750357.0
2022-12-16,119.4328,121.6634,118.8839,120.8101,4142570.0
2022-12-17,119.4328,121.6634,118.8839,120.8101,4142570.0
2022-12-18,119.4328,121.6634,118.8839,120.8101,4142570.0
2022-12-19,120.4508,121.5486,118.6943,119.2432,1303511.0
2022-12-20,118.6743,119.7321,117.816,118.4747,1178482.0
2022-12-21,119.9917,121.4987,119.7622,121.1893,761813.0
2022-12-22,119.9418,120.9398,115.9398,118.9438,1380829.0
2022-12-23,118.5845,119.5725,117.7112,119.1633,690790.0
2022-12-24,118.5845,119.5725,117.7112,119.1633,690790.0
2022-12-25,118.5845,119.5725,117.7112,119.1633,690790.0
2022-12-26,118.5845,119.5725,117.7112,119.1633,690790.0
2022-12-27,119.1134,120.5107,117.3569,119.4428,913456.0
2022-12-28,119.4528,120.0117,117.7661,118.5346,798903.0
2022-12-29,119.363,123.1005,118.9238,122.7462,603939.0
2022-12-30,121.4488,122.6464,120.5306,121.6484,542323.0
2022-12-31,121.4488,122.6464,120.5306,121.6484,542323.0
2023-01-01,121.4488,122.6464,120.5306,121.6484,542323.0
2023-01-02,121.4488,122.6464,120.5306,121.6484,542323.0
2023-01-03,123.0955,124.0985,120.1813,121.2991,890423.0
2023-01-04,122.9858,124.7922,121.7881,123.5446,1284031.0
2023-01-05,124.1435,124.1634,120.1514,120.2212,1480803.0
2023-01-06,121.0795,126.6984,120.1414,126.2792,2039056.0
2023-01-07,121.0795,126.6984,120.1414,126.2792,2039056.0
2023-01-08,121.0795,126.6984,120.1414,126.2792,2039056.0
2023-01-09,127.6265,127.7463,123.9538,124.2033,1581489.0
2023-01-10,123.4249,126.4988,122.1674,126.4788,1157814.0
2023-01-11,126.7483,127.7862,124.9519,127.7363,1589678.0
2023-01-12,128.8641,129.4429,125.8101,127.2573,2319209.0
2023-01-13,124.7523,130.9499,121.5087,128.5248,3184095.0
2023-01-14,124.7523,130.9499,121.5087,128.5248,3184095.0
2023-01-15,124.7523,130.9499,121.5087,128.5248,3184095.0
2023-01-16,124.7523,130.9499,121.5087,128.5248,3184095.0
2023-01-17,129.0337,133.2354,128.0108,131.1396,2786173.0
2023-01-18,131.2493,133.924,129.4579,131.429,2481602.0
2023-01-19,129.7224,131.878,129.3731,130.7304,2058290.0
2023-01-20,131.8082,136.1796,130.9899,135.9101,1581436.0
2023-01-21,131.8082,136.1796,130.9899,135.9101,1581436.0
2023-01-22,131.8082,136.1796,130.9899,135.9101,1581436.0
2023-01-23,136.0897,137.6965,135.4809,137.5269,1272660.0
2023-01-24,136.5388,137.3872,135.1316,135.94,1230303.0
2023-01-25,134.16,137.79,133.67,137.72,1214493.0
2023-01-26,139.5,140.89,138.03,138.77,1538748.0
2023-01-27,137.79,141.69,137.51,141.01,892732.0
2023-01-28,137.79,141.69,137.51,141.01,892732.0
2023-01-29,137.79,141.69,137.51,141.01,892732.0
2023-01-30,138.38,141.37,138.19,140.16,1409837.0
2023-01-31,139.48,140.9,138.41,140.88,1400969.0
2023-02-01,139.49,144.31,139.24,143.18,1421823.0
2023-02-02,145.0,147.68,143.48,147.0,1771642.0
2023-02-03,144.82,146.74,143.18,144.5,1602706.0
2023-02-04,144.82,146.74,143.18,144.5,1602706.0
2023-02-05,144.82,146.74,143.18,144.5,1602706.0
2023-02-06,142.37,143.37,141.63,142.27,946386.0
2023-02-07,141.49,145.1,140.31,143.69,1212188.0
2023-02-08,140.34,143.15,139.69,140.87,2678361.0
2023-02-09,141.9,142.14,136.22,136.59,1703119.0
2023-02-10,135.24,136.0,133.65,135.45,1981699.0
2023-02-11,135.24,136.0,133.65,135.45,1981699.0
2023-02-12,135.24,136.0,133.65,135.45,1981699.0
2023-02-13,135.09,137.05,133.22,136.71,851716.0
2023-02-14,135.94,137.2873,133.91,135.36,1020002.0
2023-02-15,134.0,134.71,132.59,133.74,1574000.0
2023-02-16,131.74,133.019,130.18,130.72,1447665.0
2023-02-17,130.19,131.05,127.58,128.89,2224883.0
2023-02-18,130.19,131.05,127.58,128.89,2224883.0
2023-02-19,130.19,131.05,127.58,128.89,2224883.0
2023-02-20,130.19,131.05,127.58,128.89,2224883.0
2023-02-21,127.25,127.48,122.3,122.81,1918221.0
2023-02-22,122.79,124.3988,122.0,123.09,1837670.0
2023-02-23,124.26,125.345,121.98,123.22,1531788.0
2023-02-24,120.84,121.58,119.74,120.44,2757286.0
2023-02-25,120.84,121.58,119.74,120.44,2757286.0
2023-02-26,120.84,121.58,119.74,120.44,2757286.0
2023-02-27,121.99,122.915,121.45,121.9,2294529.0
2023-02-28,121.95,124.085,121.535,123.01,1651565.0
2023-03-01,122.01,123.415,121.58,122.5,1850992.0
2023-03-02,120.0,120.61,118.96,119.74,1690886.0
2023-03-03,120.68,123.45,120.22,123.22,1477200.0
2023-03-04,120.68,123.45,120.22,123.22,1477200.0
2023-03-05,120.68,123.45,120.22,123.22,1477200.0
2023-03-06,123.26,123.7,122.0,122.07,1493717.0
2023-03-07,121.19,121.19,115.55,115.6,2340520.0
2023-03-08,115.25,116.05,113.65,115.0,1443529.0
2023-03-09,105.44,106.42,95.68,96.01,9321819.0
2023-03-10,69.5,95.44,45.0,81.76,51420574.0
2023-03-11,69.5,95.44,45.0,81.76,51420574.0
2023-03-12,69.5,95.44,45.0,81.76,51420574.0
2023-03-13,26.76,42.0,17.53,31.21,134939530.0
2023-03-14,49.69,50.97,36.81,39.63,119002054.0
2023-03-15,29.73,37.85,29.45,31.16,98232799.0
2023-03-16,20.22,40.0,19.8,34.27,196079956.0
2023-03-17,27.74,30.01,22.3,23.03,149193892.0
2023-03-18,27.74,30.01,22.3,23.03,149193892.0
2023-03-19,27.74,30.01,22.3,23.03,149193892.0
2023-03-20,18.49,21.59,11.52,12.18,189943649.0
2023-03-21,15.65,19.44,14.6601,15.77,228499812.0
2023-03-22,15.75,16.76,12.95,13.33,134711538.0
2023-03-23,14.18,14.65,12.0,12.53,98571896.0
2023-03-24,11.98,13.01,11.74,12.36,72829501.0
2023-03-25,11.98,13.01,11.74,12.36,72829501.0
2023-03-26,11.98,13.01,11.74,12.36,72829501.0
2023-03-27,16.19,16.38,13.46,13.82,117259066.0
2023-03-28,14.1,14.24,12.51,13.5,56775742.0
2023-03-29,13.21,14.93,13.18,14.26,64159790.0
2023-03-30,14.67,14.8599,13.54,13.69,45300959.0
2023-03-31,13.75,14.19,13.3965,13.99,39130808.0
2023-04-01,13.75,14.19,13.3965,13.99,39130808.0
2023-04-02,13.75,14.19,13.3965,13.99,39130808.0
2023-04-03,13.82,14.75,13.81,14.6,31223863.0
2023-04-04,14.44,14.46,13.51,13.79,31194955.0
2023-04-05,13.48,13.855,13.11,13.44,29751248.0
2023-04-06,13.43,14.19,13.14,14.03,23145785.0
2023-04-07,13.43,14.19,13.14,14.03,23145785.0
2023-04-08,13.43,14.19,13.14,14.03,23145785.0
2023-04-09,13.43,14.19,13.14,14.03,23145785.0
2023-04-10,13.49,14.1885,13.41,14.16,24267369.0
2023-04-11,14.09,14.4,13.895,14.13,15404484.0
2023-04-12,14.13,14.33,13.61,13.82,19982296.0
2023-04-13,13.91,13.94,13.23,13.61,23484366.0
2023-04-14,13.93,13.93,13.04,13.12,23484230.0
2023-04-15,13.93,13.93,13.04,13.12,23484230.0
2023-04-16,13.93,13.93,13.04,13.12,23484230.0
2023-04-17,13.0,13.28,12.67,13.14,17674567.0
2023-04-18,13.02,13.07,12.56,12.58,18874562.0
2023-04-19,12.9,14.53,12.715,14.14,45167689.0
2023-04-20,13.8,14.12,13.52,13.88,18277147.0
2023-04-21,13.9,14.46,13.64,14.26,23722565.0
2023-04-22,13.9,14.46,13.64,14.26,23722565.0
2023-04-23,13.9,14.46,13.64,14.26,23722565.0
2023-04-24,14.27,16.36,14.2,16.0,90165118.0
2023-04-25,12.21,12.25,7.9187,8.1,193018273.0
2023-04-26,7.12,7.16,4.76,5.69,190394283.0
2023-04-27,5.65,6.83,5.53,6.19,83275567.0
2023-04-28,6.59,6.6,2.985,3.51,176848332.0
2023-04-29,6.59,6.6,2.985,3.51,176848332.0
2023-04-30,6.59,6.6,2.985,3.51,176848332.0
2023-05-01,6.59,6.6,2.985,3.51,18241527.0
2023-05-02,6.59,6.6,2.985,3.51,18241527.0
2023-05-03,0.396,0.488,0.295,0.3336,220562286.0
2023-05-04,0.3453,0.3649,0.265,0.318,54979640.0
2023-05-05,0.28,0.3593,0.275,0.3451,37913710.0
2023-05-06,0.28,0.3593,0.275,0.3451,37913710.0
2023-05-07,0.28,0.3593,0.275,0.3451,37913710.0
2023-05-08,0.3485,0.394,0.32,0.39,23037024.0
2023-05-09,0.3851,0.4575,0.38,0.435,23608653.0
2023-05-10,0.4395,0.475,0.36,0.4679,18769831.0
2023-05-11,0.445,0.45,0.391,0.422,10306347.0
2023-05-12,0.429,0.4537,0.385,0.3922,7340507.0
2023-05-13,0.429,0.4537,0.385,0.3922,7340507.0
2023-05-14,0.429,0.4537,0.385,0.3922,7340507.0
2023-05-15,0.387,0.387,0.353,0.3707,9041854.0
2023-05-16,0.371,0.4,0.371,0.38,6447464.0
2023-05-17,0.382,0.392,0.37,0.38,4590588.0
2023-05-18,0.3794,0.3949,0.368,0.39,5786789.0
2023-05-19,0.395,0.4,0.372,0.3857,7308377.0
2023-05-20,0.395,0.4,0.372,0.3857,7308377.0
2023-05-21,0.395,0.4,0.372,0.3857,7308377.0
2023-05-22,0.397,0.3995,0.356,0.3623,10314453.0
2023-05-23,0.36,0.36,0.3335,0.342,7110661.0
2023-05-24,0.3335,0.34,0.3032,0.3075,5499285.0
2023-05-25,0.3105,0.32,0.2608,0.281,10816881.0
2023-05-26,0.286,0.329,0.286,0.3012,4542804.0
2023-05-27,0.286,0.329,0.286,0.3012,4542804.0
2023-05-28,0.286,0.329,0.286,0.3012,4542804.0
2023-05-29,0.286,0.329,0.286,0.3012,4542804.0
2023-05-30,0.302,0.302,0.28,0.2806,3122396.0
2023-05-31,0.2771,0.2806,0.265,0.2664,2634546.0
2023-06-01,0.2601,0.265,0.2508,0.2508,3876246.0
2023-06-02,0.2509,0.2522,0.2105,0.235,9012968.0
2023-06-03,0.2509,0.2522,0.2105,0.235,9012968.0
2023-06-04,0.2509,0.2522,0.2105,0.235,9012968.0
2023-06-05,0.2264,0.259,0.212,0.2126,4280774.0
2023-06-06,0.212,0.2199,0.17,0.176,13216174.0
2023-06-07,0.1765,0.1995,0.168,0.1765,8557749.0
2023-06-08,0.1722,0.1865,0.1715,0.18,2720410.0
2023-06-09,0.1817,0.19,0.1635,0.1701,4541203.0
2023-06-10,0.1817,0.19,0.1635,0.1701,4541203.0
2023-06-11,0.1817,0.19,0.1635,0.1701,4541203.0
2023-06-12,0.1765,0.1815,0.165,0.1739,2892180.0
2023-06-13,0.175,0.1845,0.172,0.1762,3252414.0
2023-06-14,0.175,0.181,0.1611,0.1712,3786682.0
2023-06-15,0.1712,0.1988,0.1655,0.192,5867639.0
2023-06-16,0.1925,0.3026,0.1905,0.285,20078095.0
2023-06-17,0.1925,0.3026,0.1905,0.285,20078095.0
2023-06-18,0.1925,0.3026,0.1905,0.285,20078095.0
2023-06-19,0.1925,0.3026,0.1905,0.285,20078095.0
2023-06-20,0.294,0.344,0.2501,0.2599,13503951.0
2023-06-21,0.2701,0.3,0.254,0.2744,3334736.0
2023-06-22,0.27,0.28,0.2511,0.257,3509697.0
2023-06-23,0.256,0.2915,0.24,0.2898,3184201.0
2023-06-24,0.256,0.2915,0.24,0.2898,3184201.0
2023-06-25,0.256,0.2915,0.24,0.2898,3184201.0
2023-06-26,0.2993,0.3589,0.29,0.355,7459986.0
2023-06-27,0.3615,0.45,0.36,0.4247,15122011.0
2023-06-28,0.422,0.76,0.4205,0.7489,28907216.0
2023-06-29,0.775,0.95,0.72,0.72,30851025.0
2023-06-30,0.67,0.68,0.5168,0.55,19934985.0
2023-07-01,0.67,0.68,0.5168,0.55,19934985.0
2023-07-02,0.67,0.68,0.5168,0.55,19934985.0
2023-07-03,0.5511,0.62,0.5159,0.5802,7267103.0
2023-07-04,0.5511,0.62,0.5159,0.5802,7267103.0
2023-07-05,0.5902,0.68,0.59,0.6401,6878163.0
2023-07-06,0.6535,0.7499,0.65,0.743,9293137.0
2023-07-07,0.7745,0.7979,0.715,0.7466,8350903.0
2023-07-08,0.7745,0.7979,0.715,0.7466,8350903.0
2023-07-09,0.7745,0.7979,0.715,0.7466,8350903.0
2023-07-10,0.746,0.746,0.64,0.672,6325502.0
2023-07-11,0.6531,0.7599,0.65,0.7401,6461873.0
2023-07-12,0.7705,0.809,0.61,0.75,5401236.0
2023-07-13,0.7198,0.76,0.708,0.721,3746441.0
2023-07-14,0.6705,0.7588,0.571,0.625,14275913.0
2023-07-15,0.6705,0.7588,0.571,0.625,14275913.0
2023-07-16,0.6705,0.7588,0.571,0.625,14275913.0
2023-07-17,0.55,0.63,0.4607,0.5,2603357.0
2023-07-18,0.431,0.49,0.28,0.34,4800602.0
2023-07-19,0.29,0.375,0.29,0.36,1288421.0
2023-07-20,0.33,0.4,0.33,0.365,478482.0
2023-07-21,0.37,0.37,0.25,0.31,1305656.0
2023-07-22,0.37,0.37,0.25,0.31,1305656.0
2023-07-23,0.37,0.37,0.25,0.31,1305656.0
2023-07-24,0.31,0.34,0.27,0.31,986743.0
2023-07-25,0.2968,0.375,0.28,0.35,899548.0
2023-07-26,0.301,0.38,0.29,0.35,498733.0
2023-07-27,0.31,0.37,0.31,0.32,539121.0
2023-07-28,0.32,0.365,0.305,0.34,756157.0
2023-07-29,0.32,0.365,0.305,0.34,756157.0
2023-07-30,0.32,0.365,0.305,0.34,756157.0
2023-07-31,0.3131,0.38,0.3011,0.32,653808.0
2023-08-01,0.32,0.35,0.302,0.3221,612104.0
2023-08-02,0.299,0.35,0.2911,0.316,803792.0
2023-08-03,0.3111,0.343,0.29,0.325,1208589.0
2023-08-04,0.3111,0.33,0.3111,0.326,471292.0
2023-08-05,0.3111,0.33,0.3111,0.326,471292.0
2023-08-06,0.3111,0.33,0.3111,0.326,471292.0
2023-08-07,0.3111,0.329,0.26,0.3201,1866622.0
2023-08-08,0.25,0.32,0.25,0.32,619197.0
