,FRCB US Equity,FRCB US Equity,FRCB US Equity,FRCB US Equity,FRCB US Equity
2020-02-17,115.6656,115.9403,114.7139,115.5086,487186.0
2020-02-18,114.9101,115.3467,114.1007,114.6059,1125163.0
2020-02-19,115.0278,116.0286,114.6599,115.0573,667272.0
2020-02-20,114.7335,116.4701,114.7335,115.4693,649504.0
2020-02-21,114.7139,115.1161,112.8693,114.4195,914447.0
2020-02-22,114.7139,115.1161,112.8693,114.4195,914447.0
2020-02-23,114.7139,115.1161,112.8693,114.4195,914447.0
2020-02-24,111.3584,112.575,110.2841,112.1826,865629.0
2020-02-25,112.5063,112.6633,107.6497,107.895,1151064.0
2020-02-26,108.7682,109.1999,105.4947,105.7856,940416.0
2020-02-27,103.4112,108.572,102.6159,102.6165,1096679.0
2020-02-28,99.5456,100.9045,96.9652,98.6724,2213974.0
2020-02-29,99.5456,100.9045,96.9652,98.6724,2213974.0
2020-03-01,99.5456,100.9045,96.9652,98.6724,2213974.0
2020-03-02,98.5154,103.7448,97.4852,103.686,1655577.0
2020-03-03,103.1561,104.8535,98.486,99.8399,1665347.0
2020-03-04,100.2422,102.8324,98.4369,102.7343,1348846.0
2020-03-05,99.1335,100.0067,96.6807,97.9856,1233712.0
2020-03-06,93.6392,96.0822,91.0294,93.1192,1890606.0
2020-03-07,93.6392,96.0822,91.0294,93.1192,1890606.0
2020-03-08,93.6392,96.0822,91.0294,93.1192,1890606.0
2020-03-09,84.8875,88.3018,83.298,84.7207,2050000.0
2020-03-10,89.018,90.5486,84.9856,90.3916,5448758.0
2020-03-11,87.7622,89.8913,85.6528,87.5365,1670598.0
2020-03-12,79.6777,91.5494,79.6777,85.7803,2607346.0
2020-03-13,91.2746,95.3169,87.4875,94.9833,2495909.0
2020-03-14,91.2746,95.3169,87.4875,94.9833,2495909.0
2020-03-15,91.2746,95.3169,87.4875,94.9833,2495909.0
2020-03-16,84.1909,89.3124,80.9728,81.3554,2368921.0
2020-03-17,82.052,91.9418,80.963,91.8339,2565133.0
2020-03-18,84.4852,90.1562,80.6735,83.7396,1943600.0
2020-03-19,82.6996,91.0294,80.3891,88.3607,1812246.0
2020-03-20,88.8022,90.0418,76.0965,78.0686,2644348.0
2020-03-21,88.8022,90.0418,76.0965,78.0686,2644348.0
2020-03-22,88.8022,90.0418,76.0965,78.0686,2644348.0
2020-03-23,77.9999,78.5788,68.7381,74.1735,2090476.0
2020-03-24,78.0588,81.9637,76.1456,81.2279,1606791.0
2020-03-25,80.806,86.472,78.2452,82.8565,1834509.0
2020-03-26,83.1607,86.1139,79.3931,79.8543,3816432.0
2020-03-27,76.9698,83.3962,76.1162,80.7864,2908689.0
2020-03-28,76.9698,83.3962,76.1162,80.7864,2908689.0
2020-03-29,76.9698,83.3962,76.1162,80.7864,2908689.0
2020-03-30,80.8158,85.5547,79.452,84.7697,1796865.0
2020-03-31,84.2988,84.9169,79.9524,80.7275,1921213.0
2020-04-01,78.569,81.2181,76.8324,80.1192,1769823.0
2020-04-02,79.3441,83.1411,79.0744,82.3758,2242387.0
2020-04-03,81.1984,83.7297,79.0988,80.2369,1435081.0
2020-04-04,81.1984,83.7297,79.0988,80.2369,1435081.0
2020-04-05,81.1984,83.7297,79.0988,80.2369,1435081.0
2020-04-06,84.0633,88.2626,83.1705,86.8988,1715523.0
2020-04-07,90.8135,91.7799,87.3501,88.4882,1300621.0
2020-04-08,88.4882,92.3245,87.5414,91.6377,1098056.0
2020-04-09,93.5018,98.2505,93.5018,97.6226,1708650.0
2020-04-10,93.5018,98.2505,93.5018,97.6226,1708650.0
2020-04-11,93.5018,98.2505,93.5018,97.6226,1708650.0
2020-04-12,93.5018,98.2505,93.5018,97.6226,1708650.0
2020-04-13,95.5426,97.1124,90.735,91.6475,1172482.0
2020-04-14,95.3169,98.6233,93.7962,97.7109,1589348.0
2020-04-15,94.1199,95.3758,91.4414,92.7463,1809097.0
2020-04-16,93.2075,93.5214,91.2354,93.3939,986063.0
2020-04-17,96.1607,99.1924,95.8565,98.1328,1163033.0
2020-04-18,96.1607,99.1924,95.8565,98.1328,1163033.0
2020-04-19,96.1607,99.1924,95.8565,98.1328,1163033.0
2020-04-20,95.9743,99.7516,94.1984,98.5252,1587498.0
2020-04-21,95.572,98.3486,95.1697,95.886,888004.0
2020-04-22,97.2595,98.1916,95.6603,96.2686,751272.0
2020-04-23,96.5826,98.172,96.0822,97.2105,576711.0
2020-04-24,98.1229,98.7214,96.2588,98.1622,649018.0
2020-04-25,98.1229,98.7214,96.2588,98.1622,649018.0
2020-04-26,98.1229,98.7214,96.2588,98.1622,649018.0
2020-04-27,99.4867,103.2052,98.8294,102.7343,948209.0
2020-04-28,105.9131,106.7667,102.538,103.2739,779553.0
2020-04-29,104.483,106.6161,103.844,105.0138,1033877.0
2020-04-30,102.3302,102.9495,101.1309,102.517,1309594.0
2020-05-01,100.4232,100.6198,97.6413,98.8799,853700.0
2020-05-02,100.4232,100.6198,97.6413,98.8799,853700.0
2020-05-03,100.4232,100.6198,97.6413,98.8799,853700.0
2020-05-04,97.3071,97.9559,96.4814,97.3169,1047898.0
2020-05-05,98.8897,100.0693,97.7396,98.064,668318.0
2020-05-06,98.7521,98.8272,96.8647,97.8674,667347.0
2020-05-07,99.1649,101.4799,99.1649,100.1479,900960.0
2020-05-08,101.9763,102.8512,101.0818,102.1434,784085.0
2020-05-09,101.9763,102.8512,101.0818,102.1434,784085.0
2020-05-10,101.9763,102.8512,101.0818,102.1434,784085.0
2020-05-11,100.6198,101.878,99.7449,100.9343,727803.0
2020-05-12,101.6716,101.6716,97.2186,97.2678,1022090.0
2020-05-13,96.6583,98.0247,92.687,94.0828,1456292.0
2020-05-14,92.6083,95.7834,90.5637,94.5448,1314187.0
2020-05-15,93.5815,94.9774,92.7066,94.2794,875087.0
2020-05-16,93.5815,94.9774,92.7066,94.2794,875087.0
2020-05-17,93.5815,94.9774,92.7066,94.2794,875087.0
2020-05-18,98.0443,100.0398,97.7494,99.3615,1824497.0
2020-05-19,98.2409,99.337,95.8326,95.9505,701669.0
2020-05-20,97.7593,98.6243,96.56,97.1006,1477051.0
2020-05-21,96.7959,97.6708,96.2651,96.8746,1215283.0
2020-05-22,97.5528,97.71,94.7513,95.6458,749487.0
2020-05-23,97.5528,97.71,94.7513,95.6458,749487.0
2020-05-24,97.5528,97.71,94.7513,95.6458,749487.0
2020-05-25,97.5528,97.71,94.7513,95.6458,749487.0
2020-05-26,99.1158,103.903,98.2704,102.7824,1460364.0
2020-05-27,107.3533,109.9976,105.1711,109.8698,1707745.0
2020-05-28,111.2853,112.0914,106.734,107.0289,1027256.0
2020-05-29,105.3873,107.8645,105.0629,106.331,1548864.0
2020-05-30,105.3873,107.8645,105.0629,106.331,1548864.0
2020-05-31,105.3873,107.8645,105.0629,106.331,1548864.0
2020-06-01,107.5204,108.9654,106.4391,106.9503,885487.0
2020-06-02,108.1496,109.3881,106.1098,107.4811,711814.0
2020-06-03,110.1352,112.9466,109.1817,112.347,1138824.0
2020-06-04,112.1602,116.0037,111.3492,115.9447,1065432.0
2020-06-05,122.9928,122.9928,117.4782,118.068,1470146.0
2020-06-06,122.9928,122.9928,117.4782,118.068,1470146.0
2020-06-07,122.9928,122.9928,117.4782,118.068,1470146.0
2020-06-08,119.975,121.2284,114.8438,116.3183,1280454.0
2020-06-09,113.733,115.2271,112.9318,113.674,1690735.0
2020-06-10,113.4086,113.7427,109.8305,110.263,1131558.0
2020-06-11,106.0066,107.1469,103.264,103.3525,1232681.0
2020-06-12,106.9994,106.9994,102.4531,104.886,1506102.0
2020-06-13,106.9994,106.9994,102.4531,104.886,1506102.0
2020-06-14,106.9994,106.9994,102.4531,104.886,1506102.0
2020-06-15,101.1113,105.6921,101.1113,105.6134,1871764.0
2020-06-16,110.4694,110.9904,106.0459,109.1915,880762.0
2020-06-17,109.5356,109.9976,107.9333,108.4543,680700.0
2020-06-18,107.7465,109.398,105.8542,108.8966,624620.0
2020-06-19,110.843,110.843,106.8913,108.9753,2580680.0
2020-06-20,110.843,110.843,106.8913,108.9753,2580680.0
2020-06-21,110.843,110.843,106.8913,108.9753,2580680.0
2020-06-22,108.0807,110.0271,107.0191,108.7885,593305.0
2020-06-23,110.3515,110.9314,106.5669,106.6062,613275.0
2020-06-24,105.1809,106.0263,103.4705,103.7752,784837.0
2020-06-25,103.6671,106.5866,103.2542,106.3408,605298.0
2020-06-26,104.4142,104.5813,101.9272,102.055,1533238.0
2020-06-27,104.4142,104.5813,101.9272,102.055,1533238.0
2020-06-28,104.4142,104.5813,101.9272,102.055,1533238.0
2020-06-29,103.6671,104.7091,101.9468,103.4213,674550.0
2020-06-30,102.5858,105.1072,102.2614,104.1881,1810498.0
2020-07-01,104.8074,105.0728,102.8119,103.2444,1001641.0
2020-07-02,105.8002,106.5866,102.1483,102.8414,802620.0
2020-07-03,105.8002,106.5866,102.1483,102.8414,802620.0
2020-07-04,105.8002,106.5866,102.1483,102.8414,802620.0
2020-07-05,105.8002,106.5866,102.1483,102.8414,802620.0
2020-07-06,104.5616,106.3212,103.1166,103.9915,646732.0
2020-07-07,103.1952,104.1881,101.819,101.8387,866209.0
2020-07-08,102.2909,103.0969,100.6689,102.0353,1139562.0
2020-07-09,101.534,102.286,99.106,100.5706,835789.0
2020-07-10,100.2168,103.7555,100.2168,103.6867,792495.0
2020-07-11,100.2168,103.7555,100.2168,103.6867,792495.0
2020-07-12,100.2168,103.7555,100.2168,103.6867,792495.0
2020-07-13,104.6009,107.1862,103.5196,104.945,1376793.0
2020-07-14,105.8788,108.7688,103.8932,106.8717,1164624.0
2020-07-15,108.6116,109.7666,107.8645,109.1915,771574.0
2020-07-16,108.2085,111.128,107.8055,110.5284,762809.0
2020-07-17,110.6759,111.2755,109.9779,110.1942,684089.0
2020-07-18,110.6759,111.2755,109.9779,110.1942,684089.0
2020-07-19,110.6759,111.2755,109.9779,110.1942,684089.0
2020-07-20,109.2014,110.1844,108.877,109.6732,529970.0
2020-07-21,109.5454,111.9882,109.4176,111.9439,774172.0
2020-07-22,111.2263,111.9832,110.4449,111.2755,728903.0
2020-07-23,111.246,113.615,111.1772,113.1628,658957.0
2020-07-24,113.5069,113.8706,112.632,112.8679,433353.0
2020-07-25,113.5069,113.8706,112.632,112.8679,433353.0
2020-07-26,113.5069,113.8706,112.632,112.8679,433353.0
2020-07-27,112.1405,112.6419,110.8331,111.9636,364964.0
2020-07-28,111.2558,111.649,110.263,110.3023,566649.0
2020-07-29,109.8887,112.1635,108.9335,111.9862,513775.0
2020-07-30,109.9084,111.1098,109.1403,110.7257,560538.0
2020-07-31,110.322,110.8537,108.8941,110.7651,648724.0
2020-08-01,110.322,110.8537,108.8941,110.7651,648724.0
2020-08-02,110.322,110.8537,108.8941,110.7651,648724.0
2020-08-03,111.0999,111.868,109.8493,111.2181,604220.0
2020-08-04,111.0113,111.7222,110.1152,111.4741,591527.0
2020-08-05,112.2619,113.227,111.7203,112.8036,340453.0
2020-08-06,112.2816,112.9316,111.4052,112.2127,392725.0
2020-08-07,111.6908,114.3989,111.2181,114.3496,564047.0
2020-08-08,111.6908,114.3989,111.2181,114.3496,564047.0
2020-08-09,111.6908,114.3989,111.2181,114.3496,564047.0
2020-08-10,114.7731,116.0335,114.133,114.3693,535397.0
2020-08-11,116.201,118.4265,115.4772,117.1956,683654.0
2020-08-12,119.0764,119.3226,116.265,117.5402,763446.0
2020-08-13,115.9154,116.8706,115.6889,115.7972,400451.0
2020-08-14,114.9602,116.4471,114.6943,115.551,516665.0
2020-08-15,114.9602,116.4471,114.6943,115.551,516665.0
2020-08-16,114.9602,116.4471,114.6943,115.551,516665.0
2020-08-17,114.8814,115.4969,113.6603,113.7588,659800.0
2020-08-18,113.7785,114.1428,112.1044,112.5278,463092.0
2020-08-19,113.2172,114.5909,112.7789,112.8823,427695.0
2020-08-20,111.8582,112.4047,110.8931,111.0901,471200.0
2020-08-21,110.8636,111.3954,109.8296,111.2476,544581.0
2020-08-22,110.8636,111.3954,109.8296,111.2476,544581.0
2020-08-23,110.8636,111.3954,109.8296,111.2476,544581.0
2020-08-24,111.6218,113.3846,111.1099,113.3353,793049.0
2020-08-25,114.8026,115.4722,113.0694,113.9065,455778.0
2020-08-26,113.3353,113.3944,111.5923,111.7006,526922.0
2020-08-27,111.9468,113.7046,111.9173,113.0891,504380.0
2020-08-28,114.2905,114.3693,112.5081,112.9907,439080.0
2020-08-29,114.2905,114.3693,112.5081,112.9907,439080.0
2020-08-30,114.2905,114.3693,112.5081,112.9907,439080.0
2020-08-31,112.5869,113.03,111.1295,111.1886,729250.0
2020-09-01,110.7257,112.1044,110.1447,111.6415,616062.0
2020-09-02,111.3658,113.3452,110.9621,112.646,1261715.0
2020-09-03,113.5914,114.9799,110.7848,111.2673,1083333.0
2020-09-04,113.2073,114.0443,111.0015,112.7839,739457.0
2020-09-05,113.2073,114.0443,111.0015,112.7839,739457.0
2020-09-06,113.2073,114.0443,111.0015,112.7839,739457.0
2020-09-07,113.2073,114.0443,111.0015,112.7839,739457.0
2020-09-08,111.6809,111.7302,107.7124,108.4312,818738.0
2020-09-09,109.091,109.3865,107.3973,107.8207,635988.0
2020-09-10,108.0078,108.9039,105.4179,105.861,872378.0
2020-09-11,105.733,106.4617,104.4036,105.349,672261.0
2020-09-12,105.733,106.4617,104.4036,105.349,672261.0
2020-09-13,105.733,106.4617,104.4036,105.349,672261.0
2020-09-14,106.1269,107.865,105.7823,106.2549,560016.0
2020-09-15,106.6882,107.417,105.4179,106.4223,641732.0
2020-09-16,106.4027,107.902,105.7232,106.7276,849632.0
2020-09-17,105.4967,106.8359,104.9846,106.2352,721263.0
2020-09-18,105.4573,107.2298,105.3982,106.7769,1134549.0
2020-09-19,105.4573,107.2298,105.3982,106.7769,1134549.0
2020-09-20,105.4573,107.2298,105.3982,106.7769,1134549.0
2020-09-21,104.4331,105.8906,102.7098,104.246,884551.0
2020-09-22,103.99,105.1963,100.2086,101.6266,1242621.0
2020-09-23,101.8137,102.9856,99.3124,99.4011,649000.0
2020-09-24,99.9821,102.6015,98.8496,101.4198,880369.0
2020-09-25,100.5532,103.4976,100.5532,103.3105,662059.0
2020-09-26,100.5532,103.4976,100.5532,103.3105,662059.0
2020-09-27,100.5532,103.4976,100.5532,103.3105,662059.0
2020-09-28,104.7384,107.5351,104.3199,106.5208,975291.0
2020-09-29,105.9989,107.3086,105.6739,106.0284,927657.0
2020-09-30,106.3534,108.579,106.1368,107.3973,842436.0
2020-10-01,108.1358,109.1895,106.7769,108.6873,658773.0
2020-10-02,107.5351,111.4938,107.0132,111.2181,545590.0
2020-10-03,107.5351,111.4938,107.0132,111.2181,545590.0
2020-10-04,107.5351,111.4938,107.0132,111.2181,545590.0
2020-10-05,112.2915,115.6987,112.2816,115.5806,612911.0
2020-10-06,117.0478,119.8052,116.0828,116.9789,1283694.0
2020-10-07,118.1705,122.011,118.0621,120.8588,1188158.0
2020-10-08,121.2035,122.0208,118.4878,121.8731,737394.0
2020-10-09,122.2966,122.8973,120.2286,121.8337,563321.0
2020-10-10,122.2966,122.8973,120.2286,121.8337,563321.0
2020-10-11,122.2966,122.8973,120.2286,121.8337,563321.0
2020-10-12,121.7451,123.8919,121.6073,123.6949,978358.0
2020-10-13,123.5472,126.8264,120.7702,121.8633,1160589.0
2020-10-14,123.0942,123.6949,119.0961,119.2931,673702.0
2020-10-15,118.6924,123.7639,118.2,123.7048,787603.0
2020-10-16,124.1972,125.4281,123.0155,124.8471,749653.0
2020-10-17,124.1972,125.4281,123.0155,124.8471,749653.0
2020-10-18,124.1972,125.4281,123.0155,124.8471,749653.0
2020-10-19,124.9751,126.5113,123.5472,124.0002,839142.0
2020-10-20,124.9751,127.2597,124.7626,125.7137,927567.0
2020-10-21,125.7137,127.1366,125.4576,126.0879,989436.0
2020-10-22,126.4325,128.796,125.6398,128.6285,726089.0
2020-10-23,129.505,129.5985,127.3681,128.9831,800931.0
2020-10-24,129.505,129.5985,127.3681,128.9831,800931.0
2020-10-25,129.505,129.5985,127.3681,128.9831,800931.0
2020-10-26,127.4862,127.7817,125.4379,126.7083,660231.0
2020-10-27,126.2257,126.723,123.6063,123.8328,821275.0
2020-10-28,121.8404,123.813,121.1499,122.1067,654745.0
2020-10-29,121.9686,124.0793,121.0513,123.4678,722031.0
2020-10-30,123.2409,125.0163,122.6196,124.4147,897658.0
2020-10-31,123.2409,125.0163,122.6196,124.4147,897658.0
2020-11-01,123.2409,125.0163,122.6196,124.4147,897658.0
2020-11-02,125.8646,126.0618,124.0695,125.4799,865536.0
2020-11-03,128.0246,129.2378,126.6339,127.3342,973049.0
2020-11-04,124.2273,125.6131,121.3275,121.5839,1539188.0
2020-11-05,122.1264,126.5451,121.7516,125.9731,950621.0
2020-11-06,127.7386,129.3857,126.9692,127.995,855563.0
2020-11-07,127.7386,129.3857,126.9692,127.995,855563.0
2020-11-08,127.7386,129.3857,126.9692,127.995,855563.0
2020-11-09,138.6769,140.1958,129.5435,135.3628,1448238.0
2020-11-10,135.639,136.7733,132.3842,132.9957,1433417.0
2020-11-11,133.6861,135.0965,132.5321,133.0549,1302777.0
2020-11-12,128.2021,129.5633,125.8547,129.5041,2211958.0
2020-11-13,130.7666,132.6307,130.3472,132.1376,926686.0
2020-11-14,130.7666,132.6307,130.3472,132.1376,926686.0
2020-11-15,130.7666,132.6307,130.3472,132.1376,926686.0
2020-11-16,134.9683,136.2012,131.3584,133.4297,862415.0
2020-11-17,132.0192,132.68,130.5249,132.6307,818033.0
2020-11-18,133.3902,133.982,131.2893,131.2893,657855.0
2020-11-19,130.9934,130.9934,129.4646,130.4312,480060.0
2020-11-20,129.9578,130.3425,127.7188,128.1232,941020.0
2020-11-21,129.9578,130.3425,127.7188,128.1232,941020.0
2020-11-22,129.9578,130.3425,127.7188,128.1232,941020.0
2020-11-23,129.8986,130.6581,128.4685,128.9419,639347.0
2020-11-24,131.0428,132.9661,130.5693,132.7787,1133373.0
2020-11-25,132.6998,132.6998,129.6767,131.1414,689477.0
2020-11-26,132.6998,132.6998,129.6767,131.1414,689477.0
2020-11-27,131.2104,131.2104,128.0838,128.5572,804229.0
2020-11-28,131.2104,131.2104,128.0838,128.5572,804229.0
2020-11-29,131.2104,131.2104,128.0838,128.5572,804229.0
2020-11-30,128.143,129.0701,126.989,127.7879,1012798.0
2020-12-01,129.652,130.9343,128.7939,129.6126,1013227.0
2020-12-02,129.297,130.5545,128.4487,129.8789,534123.0
2020-12-03,129.7014,130.1752,127.7682,128.0345,651515.0
2020-12-04,129.514,129.9134,127.6301,127.7188,704020.0
2020-12-05,129.514,129.9134,127.6301,127.7188,704020.0
2020-12-06,129.514,129.9134,127.6301,127.7188,704020.0
2020-12-07,127.5117,128.4487,126.989,128.3501,1002998.0
2020-12-08,127.7287,128.4882,127.2356,128.3501,749343.0
2020-12-09,128.9813,129.2674,127.1665,127.995,722020.0
2020-12-10,126.8903,128.7249,126.841,128.5375,780945.0
2020-12-11,127.0975,128.6065,126.9692,127.8569,645529.0
2020-12-12,127.0975,128.6065,126.9692,127.8569,645529.0
2020-12-13,127.0975,128.6065,126.9692,127.8569,645529.0
2020-12-14,129.5633,129.6915,127.4328,127.492,770535.0
2020-12-15,128.7545,132.3743,128.5079,132.325,1017350.0
2020-12-16,132.3546,133.9228,131.7036,133.4297,1417509.0
2020-12-17,133.6368,136.4379,132.7688,136.2111,920206.0
2020-12-18,136.2703,136.4083,133.0696,133.9228,1912777.0
2020-12-19,136.2703,136.4083,133.0696,133.9228,1912777.0
2020-12-20,136.2703,136.4083,133.0696,133.9228,1912777.0
2020-12-21,134.0116,134.7711,131.2548,133.8932,972327.0
2020-12-22,134.3568,135.9596,133.7157,134.7809,854659.0
2020-12-23,135.7081,138.6374,135.3431,138.5388,625864.0
2020-12-24,138.5783,138.884,137.2221,138.6078,185650.0
2020-12-25,138.5783,138.884,137.2221,138.6078,185650.0
2020-12-26,138.5783,138.884,137.2221,138.6078,185650.0
2020-12-27,138.5783,138.884,137.2221,138.6078,185650.0
2020-12-28,140.038,141.2709,138.8113,140.7186,684575.0
2020-12-29,140.5016,141.0539,139.101,140.4523,653800.0
2020-12-30,140.9257,143.0364,140.6643,142.8293,708102.0
2020-12-31,142.8885,145.2261,141.7443,144.9203,683817.0
2021-01-01,142.8885,145.2261,141.7443,144.9203,683817.0
2021-01-02,142.8885,145.2261,141.7443,144.9203,683817.0
2021-01-03,142.8885,145.2261,141.7443,144.9203,683817.0
2021-01-04,145.2359,145.9116,142.06,145.2063,1012470.0
2021-01-05,144.723,147.1198,143.8058,146.6365,843211.0
2021-01-06,149.921,155.1189,149.5955,154.0142,1651058.0
2021-01-07,155.9573,158.9557,155.9573,157.9299,1154501.0
2021-01-08,157.8904,159.942,156.9041,159.6757,853222.0
2021-01-09,157.8904,159.942,156.9041,159.6757,853222.0
2021-01-10,157.8904,159.942,156.9041,159.6757,853222.0
2021-01-11,158.1863,161.747,156.4899,161.3919,926319.0
2021-01-12,161.9738,162.6642,159.7447,161.0664,1241809.0
2021-01-13,160.4352,160.6127,158.4428,159.0444,1926500.0
2021-01-14,162.1711,164.5383,155.1978,155.8783,1685779.0
2021-01-15,153.3928,154.3298,149.5757,151.6076,1084958.0
2021-01-16,153.3928,154.3298,149.5757,151.6076,1084958.0
2021-01-17,153.3928,154.3298,149.5757,151.6076,1084958.0
2021-01-18,153.3928,154.3298,149.5757,151.6076,1084958.0
2021-01-19,151.864,154.0142,151.2229,152.8799,1558792.0
2021-01-20,152.7517,153.669,151.578,153.4619,920170.0
2021-01-21,153.5309,153.595,151.3511,151.9528,958373.0
2021-01-22,150.6212,154.606,150.6212,154.389,1092480.0
2021-01-23,150.6212,154.606,150.6212,154.389,1092480.0
2021-01-24,150.6212,154.606,150.6212,154.389,1092480.0
2021-01-25,152.9983,154.5074,151.3709,154.3002,909679.0
2021-01-26,154.8328,155.5726,150.5522,150.641,411251.0
2021-01-27,148.0533,148.9027,144.4486,145.2288,846879.0
2021-01-28,146.3843,148.2311,145.7028,145.8115,1021998.0
2021-01-29,145.4954,146.3102,141.8215,143.1943,1114591.0
2021-01-30,145.4954,146.3102,141.8215,143.1943,1114591.0
2021-01-31,145.4954,146.3102,141.8215,143.1943,1114591.0
2021-02-01,144.7942,145.1399,143.1647,144.4584,836925.0
2021-02-02,145.9003,150.4928,145.5152,150.2557,747999.0
2021-02-03,149.752,151.5693,149.0607,150.8582,892682.0
2021-02-04,151.2335,155.0753,151.2335,154.2753,816439.0
2021-02-05,155.1543,155.9345,153.8408,153.8605,497333.0
2021-02-06,155.1543,155.9345,153.8408,153.8605,497333.0
2021-02-07,155.1543,155.9345,153.8408,153.8605,497333.0
2021-02-08,154.8876,154.8876,152.4285,154.4037,709194.0
2021-02-09,153.9494,154.8185,153.1889,153.3766,743175.0
2021-02-10,153.8506,156.3987,152.5766,153.8506,719516.0
2021-02-11,154.4037,155.4506,151.6581,153.0803,607584.0
2021-02-12,153.4754,154.1864,152.4581,153.4655,625463.0
2021-02-13,153.4754,154.1864,152.4581,153.4655,625463.0
2021-02-14,153.4754,154.1864,152.4581,153.4655,625463.0
2021-02-15,153.4754,154.1864,152.4581,153.4655,625463.0
2021-02-16,155.3222,161.5442,155.3123,161.08,1063118.0
2021-02-17,160.4578,162.4083,159.6677,161.1294,999852.0
2021-02-18,160.2899,162.5328,159.5887,159.7171,820353.0
2021-02-19,160.3096,165.3761,160.0924,164.8724,1617827.0
2021-02-20,160.3096,165.3761,160.0924,164.8724,1617827.0
2021-02-21,160.3096,165.3761,160.0924,164.8724,1617827.0
2021-02-22,164.8724,167.9242,164.4264,167.697,1149718.0
2021-02-23,169.3562,171.687,167.8649,170.571,1342746.0
2021-02-24,171.6771,176.2498,170.729,176.0226,1268126.0
2021-02-25,177.3658,178.1163,170.1265,170.7586,1455426.0
2021-02-26,169.2673,170.2451,162.5219,162.7096,1658394.0
2021-02-27,169.2673,170.2451,162.5219,162.7096,1658394.0
2021-02-28,169.2673,170.2451,162.5219,162.7096,1658394.0
2021-03-01,165.4057,171.1907,163.8354,170.3833,867183.0
2021-03-02,164.3391,165.7317,162.9565,163.4503,1946367.0
2021-03-03,164.8527,165.4156,162.6207,162.9861,1324888.0
2021-03-04,162.6602,166.6501,161.322,164.3095,1518047.0
2021-03-05,167.8945,168.2106,161.3071,165.0304,1260934.0
2021-03-06,167.8945,168.2106,161.3071,165.0304,1260934.0
2021-03-07,167.8945,168.2106,161.3071,165.0304,1260934.0
2021-03-08,166.9365,174.314,166.344,170.5907,1306745.0
