,BY US Equity,BY US Equity,BY US Equity,BY US Equity,BY US Equity
2023-08-13,21.8185,22.0267,21.8185,21.9374,170609.0
2023-08-14,21.8383,21.8383,21.4517,21.4814,118715.0
2023-08-15,21.2039,21.3526,20.9263,21.1741,112853.0
2023-08-16,21.2039,21.308,21.0651,21.1048,112988.0
2023-08-17,21.2435,21.3674,21.0255,21.2832,175469.0
2023-08-18,21.1048,21.3625,21.075,21.1841,96648.0
2023-08-19,21.1048,21.3625,21.075,21.1841,96648.0
2023-08-20,21.1048,21.3625,21.075,21.1841,96648.0
2023-08-21,21.1246,21.1593,20.5546,20.7677,124582.0
2023-08-22,20.6884,20.847,20.3811,20.4009,160832.0
2023-08-23,20.4802,20.8371,20.2622,20.7578,94666.0
2023-08-24,20.7975,21.0552,20.619,20.738,70948.0
2023-08-25,20.8768,20.966,20.5001,20.619,60552.0
2023-08-26,20.8768,20.966,20.5001,20.619,60552.0
2023-08-27,20.8768,20.966,20.5001,20.619,60552.0
2023-08-28,20.6388,21.0255,20.5903,20.9957,81692.0
2023-08-29,20.9759,21.0552,20.8569,20.9759,58843.0
2023-08-30,20.966,21.0354,20.7975,20.8668,113223.0
2023-08-31,20.9957,21.1741,20.9461,20.9957,97213.0
2023-09-01,21.1543,21.6599,21.1543,21.5806,86249.0
2023-09-02,21.1543,21.6599,21.1543,21.5806,86249.0
2023-09-03,21.1543,21.6599,21.1543,21.5806,86249.0
2023-09-04,21.1543,21.6599,21.1543,21.5806,86249.0
2023-09-05,21.422,21.6797,21.2634,21.2832,100799.0
2023-09-06,21.1741,21.2931,20.7181,20.7975,80909.0
2023-09-07,20.7875,20.7975,20.3216,20.5496,127104.0
2023-09-08,20.5397,20.619,20.3117,20.5893,84598.0
2023-09-09,20.5397,20.619,20.3117,20.5893,84598.0
2023-09-10,20.5397,20.619,20.3117,20.5893,84598.0
2023-09-11,20.7578,20.9065,20.3266,20.4406,82753.0
2023-09-12,20.391,20.6488,20.2324,20.391,65321.0
2023-09-13,20.6091,20.6091,20.0441,20.0639,130967.0
2023-09-14,20.2423,20.4505,20.0044,20.3216,68907.0
2023-09-15,20.1729,20.4406,20.1729,20.2522,586887.0
2023-09-16,20.1729,20.4406,20.1729,20.2522,586887.0
2023-09-17,20.1729,20.4406,20.1729,20.2522,586887.0
2023-09-18,20.2324,20.2423,19.7665,19.7863,96002.0
2023-09-19,19.9152,19.9251,19.6475,19.6674,87263.0
2023-09-20,19.7764,19.9053,19.6475,19.7566,81082.0
2023-09-21,19.6079,19.8755,19.4989,19.707,73335.0
2023-09-22,19.6773,19.707,19.3502,19.3997,102225.0
2023-09-23,19.6773,19.707,19.3502,19.3997,102225.0
2023-09-24,19.6773,19.707,19.3502,19.3997,102225.0
2023-09-25,19.3601,19.6277,19.2808,19.5385,60903.0
2023-09-26,19.3799,19.6277,19.3502,19.4195,53901.0
2023-09-27,19.5286,19.5782,19.1618,19.3601,77187.0
2023-09-28,19.4195,19.7169,19.3898,19.479,46805.0
2023-09-29,19.6475,19.7764,19.4691,19.5385,71738.0
2023-09-30,19.6475,19.7764,19.4691,19.5385,71738.0
2023-10-01,19.6475,19.7764,19.4691,19.5385,71738.0
2023-10-02,19.4592,19.6475,19.1321,19.1618,63519.0
2023-10-03,19.142,19.1668,18.7851,18.8644,87062.0
2023-10-04,18.914,19.023,18.7455,18.9933,66465.0
2023-10-05,19.0627,19.4245,19.023,19.3799,92483.0
2023-10-06,19.2709,19.6475,19.2312,19.2609,71963.0
2023-10-07,19.2709,19.6475,19.2312,19.2609,71963.0
2023-10-08,19.2709,19.6475,19.2312,19.2609,71963.0
2023-10-09,19.1816,19.4889,19.0136,19.3601,75767.0
2023-10-10,19.4889,19.707,19.479,19.479,86924.0
2023-10-11,19.6178,19.8359,19.5435,19.6575,80979.0
2023-10-12,19.6079,19.6575,19.3997,19.6178,76550.0
2023-10-13,19.7863,19.8062,19.251,19.3502,81271.0
2023-10-14,19.7863,19.8062,19.251,19.3502,81271.0
2023-10-15,19.7863,19.8062,19.251,19.3502,81271.0
2023-10-16,19.5187,19.6575,19.37,19.4889,66518.0
2023-10-17,19.4592,19.8656,19.4592,19.6079,174538.0
2023-10-18,19.5286,19.598,19.2659,19.3204,77133.0
2023-10-19,19.2808,19.4592,19.1519,19.251,74088.0
2023-10-20,19.2808,19.3997,18.6761,18.686,118314.0
2023-10-21,19.2808,19.3997,18.6761,18.686,118314.0
2023-10-22,19.2808,19.3997,18.6761,18.686,118314.0
2023-10-23,18.5472,18.8644,18.5472,18.6463,72946.0
2023-10-24,18.6562,18.8993,18.4107,18.5472,68105.0
2023-10-25,18.3688,18.5571,18.23,18.458,95326.0
2023-10-26,18.5472,18.8942,18.5472,18.8842,77900.0
2023-10-27,19.023,19.0924,18.4679,18.5571,106905.0
2023-10-28,19.023,19.0924,18.4679,18.5571,106905.0
2023-10-29,19.023,19.0924,18.4679,18.5571,106905.0
2023-10-30,18.7554,19.0726,18.7554,18.8743,156198.0
2023-10-31,18.9338,18.9933,18.7851,18.8049,109493.0
2023-11-01,18.8842,19.1321,18.7851,19.0032,117644.0
2023-11-02,19.2709,19.5286,19.2411,19.4295,125827.0
2023-11-03,19.935,20.2721,19.5046,19.9548,113555.0
2023-11-04,19.935,20.2721,19.5046,19.9548,113555.0
2023-11-05,19.935,20.2721,19.5046,19.9548,113555.0
2023-11-06,19.9648,20.3133,19.8851,20.1142,97253.0
2023-11-07,19.9748,20.0046,19.7756,19.915,77090.0
2023-11-08,19.9051,19.9051,19.5864,19.676,59203.0
2023-11-09,19.7059,19.7059,19.2678,19.2678,71466.0
2023-11-10,19.3076,19.4868,19.1782,19.4171,71084.0
2023-11-11,19.3076,19.4868,19.1782,19.4171,71084.0
2023-11-12,19.3076,19.4868,19.1782,19.4171,71084.0
2023-11-13,19.3674,19.5068,19.1682,19.4669,88942.0
2023-11-14,20.1839,20.8759,20.1839,20.7614,160953.0
2023-11-15,20.7315,21.2195,20.7017,20.9606,115376.0
2023-11-16,20.8909,21.0303,20.6021,20.6021,120061.0
2023-11-17,20.8909,21.0502,20.7763,20.851,116846.0
2023-11-18,20.8909,21.0502,20.7763,20.851,116846.0
2023-11-19,20.8909,21.0502,20.7763,20.851,116846.0
2023-11-20,20.9307,20.9307,20.6419,20.7315,92964.0
2023-11-21,20.6917,20.6917,20.2038,20.2137,96344.0
2023-11-22,20.4926,20.6419,20.2635,20.3233,103949.0
2023-11-23,20.4926,20.6419,20.2635,20.3233,103949.0
2023-11-24,20.393,20.5822,20.2735,20.393,32998.0
2023-11-25,20.393,20.5822,20.2735,20.393,32998.0
2023-11-26,20.393,20.5822,20.2735,20.393,32998.0
2023-11-27,20.2436,20.2685,19.8851,19.925,80069.0
2023-11-28,20.0046,20.0793,19.8055,19.9648,96437.0
2023-11-29,20.0644,20.4428,20.0644,20.154,116205.0
2023-11-30,20.3133,20.3133,19.8055,19.9051,236846.0
2023-12-01,19.9549,21.08,19.9549,21.0103,122648.0
2023-12-02,19.9549,21.08,19.9549,21.0103,122648.0
2023-12-03,19.9549,21.08,19.9549,21.0103,122648.0
2023-12-04,20.8212,21.3987,20.8112,21.3688,105093.0
2023-12-05,21.3091,21.4983,21.09,21.2593,66782.0
2023-12-06,21.6476,22.255,21.4584,21.5381,98720.0
2023-12-07,21.3389,21.797,21.3091,21.7074,75467.0
2023-12-08,21.6875,21.9632,21.6875,21.797,55001.0
2023-12-09,21.6875,21.9632,21.6875,21.797,55001.0
2023-12-10,21.6875,21.9632,21.6875,21.797,55001.0
2023-12-11,21.9165,21.9862,21.7771,21.797,72042.0
2023-12-12,21.8368,21.9912,21.7771,21.8069,75848.0
2023-12-13,21.8567,22.8525,21.7273,22.8425,167288.0
2023-12-14,22.9521,23.9578,22.9521,23.5296,200001.0
2023-12-15,23.6093,23.6939,22.9023,23.2906,306141.0
2023-12-16,23.6093,23.6939,22.9023,23.2906,306141.0
2023-12-17,23.6093,23.6939,22.9023,23.2906,306141.0
2023-12-18,23.3404,23.5296,23.0964,23.2807,164918.0
2023-12-19,23.3902,23.8881,23.3902,23.8184,112752.0
2023-12-20,23.8283,24.3362,23.43,23.5097,123389.0
2023-12-21,23.6292,23.8582,23.4699,23.7885,98952.0
2023-12-22,23.9876,24.1669,23.8283,23.9379,102133.0
2023-12-23,23.9876,24.1669,23.8283,23.9379,102133.0
2023-12-24,23.9876,24.1669,23.8283,23.9379,102133.0
2023-12-25,23.9876,24.1669,23.8283,23.9379,102133.0
2023-12-26,24.0573,24.4158,23.9478,24.147,84926.0
2023-12-27,24.2465,24.2465,23.9876,23.9976,64185.0
2023-12-28,23.9279,24.1768,23.8682,23.9677,68026.0
2023-12-29,23.8881,23.8881,23.4101,23.4599,92929.0
2023-12-30,23.8881,23.8881,23.4101,23.4599,92929.0
2023-12-31,23.8881,23.8881,23.4101,23.4599,92929.0
2024-01-01,23.8881,23.8881,23.4101,23.4599,92929.0
2024-01-02,23.2607,23.7984,23.2408,23.4201,100392.0
2024-01-03,23.2906,23.5396,22.8326,22.9919,107410.0
2024-01-04,23.1014,23.4001,22.9919,23.0317,62180.0
2024-01-05,22.7927,23.4201,22.7927,22.972,203836.0
2024-01-06,22.7927,23.4201,22.7927,22.972,203836.0
2024-01-07,22.7927,23.4201,22.7927,22.972,203836.0
2024-01-08,22.962,23.0417,22.723,22.9819,75271.0
2024-01-09,22.6932,22.8226,22.5139,22.7529,67498.0
2024-01-10,22.7031,22.8027,22.5836,22.7927,62351.0
2024-01-11,22.5836,22.6932,22.3148,22.6135,87210.0
2024-01-12,22.9521,22.9521,22.2849,22.4343,53973.0
2024-01-13,22.9521,22.9521,22.2849,22.4343,53973.0
2024-01-14,22.9521,22.9521,22.2849,22.4343,53973.0
2024-01-15,22.9521,22.9521,22.2849,22.4343,53973.0
2024-01-16,22.1256,22.2052,21.8567,21.9961,59891.0
2024-01-17,21.6476,22.0609,21.6476,22.0459,73000.0
2024-01-18,22.1953,22.1967,21.9464,22.1256,42046.0
2024-01-19,22.2451,22.5538,22.036,22.5239,79618.0
2024-01-20,22.2451,22.5538,22.036,22.5239,79618.0
2024-01-21,22.2451,22.5538,22.036,22.5239,79618.0
2024-01-22,22.733,23.1512,22.733,23.1413,77379.0
2024-01-23,23.3404,23.3404,22.8724,22.8724,66458.0
2024-01-24,23.0616,23.3902,23.0118,23.3006,59538.0
2024-01-25,23.5794,23.5794,22.8575,23.211,97194.0
2024-01-26,23.3105,23.3105,22.1754,22.3944,145548.0
2024-01-27,23.3105,23.3105,22.1754,22.3944,145548.0
2024-01-28,23.3105,23.3105,22.1754,22.3944,145548.0
2024-01-29,22.4641,22.6235,22.3048,22.5936,90753.0
2024-01-30,22.6334,22.6434,22.3447,22.494,199100.0
2024-01-31,22.0957,22.5637,21.5879,21.7472,176360.0
2024-02-01,21.8269,22.0061,20.9108,21.329,156791.0
2024-02-02,20.8809,21.3539,20.851,21.09,133265.0
2024-02-03,20.8809,21.3539,20.851,21.09,133265.0
2024-02-04,20.8809,21.3539,20.851,21.09,133265.0
2024-02-05,20.79,20.975,20.62,20.85,107625.0
2024-02-06,20.84,21.0,20.38,20.53,141692.0
2024-02-07,20.57,20.59,20.02,20.42,85232.0
2024-02-08,20.36,20.54,20.29,20.46,115264.0
2024-02-09,20.57,20.83,20.22,20.8,236485.0
2024-02-10,20.57,20.83,20.22,20.8,236485.0
2024-02-11,20.57,20.83,20.22,20.8,236485.0
2024-02-12,20.8,21.58,20.8,21.32,133277.0
2024-02-13,20.64,20.83,20.33,20.55,164480.0
2024-02-14,20.79,21.0,20.495,20.94,155178.0
2024-02-15,21.12,21.655,21.12,21.45,123781.0
2024-02-16,21.25,21.45,21.095,21.3,91490.0
2024-02-17,21.25,21.45,21.095,21.3,91490.0
2024-02-18,21.25,21.45,21.095,21.3,91490.0
2024-02-19,21.25,21.45,21.095,21.3,91490.0
2024-02-20,21.0,21.245,20.86,21.03,91912.0
2024-02-21,21.06,21.09,20.83,21.06,74398.0
2024-02-22,20.96,21.105,20.775,21.06,130563.0
2024-02-23,21.1,21.3,20.85,21.12,91507.0
2024-02-24,21.1,21.3,20.85,21.12,91507.0
2024-02-25,21.1,21.3,20.85,21.12,91507.0
2024-02-26,21.05,21.23,20.82,20.92,87464.0
2024-02-27,20.99,21.18,20.695,20.94,104029.0
2024-02-28,20.69,20.934,20.61,20.61,103796.0
2024-02-29,20.96,21.36,20.68,20.84,105604.0
2024-03-01,20.71,20.86,20.345,20.72,109351.0
2024-03-02,20.71,20.86,20.345,20.72,109351.0
2024-03-03,20.71,20.86,20.345,20.72,109351.0
2024-03-04,20.8,21.135,20.63,20.75,97274.0
2024-03-05,20.71,21.31,20.71,21.09,103475.0
2024-03-06,21.04,21.32,20.57,20.97,119671.0
2024-03-07,21.22,21.3575,20.94,21.07,71372.0
2024-03-08,21.26,21.41,21.11,21.12,51088.0
2024-03-09,21.26,21.41,21.11,21.12,51088.0
2024-03-10,21.26,21.41,21.11,21.12,51088.0
2024-03-11,21.05,21.18,21.027,21.07,51229.0
2024-03-12,20.97,21.07,20.795,20.88,69250.0
2024-03-13,20.86,21.14,20.58,20.76,87256.0
2024-03-14,20.62,20.62,20.2,20.3,93645.0
2024-03-15,20.22,20.665,20.22,20.33,218486.0
2024-03-16,20.22,20.665,20.22,20.33,218486.0
2024-03-17,20.22,20.665,20.22,20.33,218486.0
2024-03-18,20.21,20.32,19.96,19.98,62592.0
2024-03-19,19.97,20.27,19.97,20.11,41612.0
2024-03-20,20.0,21.09,19.965,20.85,92822.0
2024-03-21,20.88,21.07,20.775,21.02,78583.0
2024-03-22,21.1,21.1,20.66,20.66,70705.0
2024-03-23,21.1,21.1,20.66,20.66,70705.0
2024-03-24,21.1,21.1,20.66,20.66,70705.0
2024-03-25,20.75,20.9,20.65,20.69,76347.0
2024-03-26,20.78,20.85,20.34,20.46,88568.0
2024-03-27,20.5,21.65,20.5,21.61,162320.0
2024-03-28,21.66,21.72,21.46,21.72,138566.0
2024-03-29,21.66,21.72,21.46,21.72,138566.0
2024-03-30,21.66,21.72,21.46,21.72,138566.0
2024-03-31,21.66,21.72,21.46,21.72,138566.0
2024-04-01,21.76,21.76,21.09,21.12,104811.0
2024-04-02,20.78,20.98,20.71,20.87,80026.0
2024-04-03,20.62,20.84,20.575,20.66,85899.0
2024-04-04,20.93,21.03,20.62,20.74,61681.0
2024-04-05,20.6,20.83,20.57,20.71,52178.0
2024-04-06,20.6,20.83,20.57,20.71,52178.0
2024-04-07,20.6,20.83,20.57,20.71,52178.0
2024-04-08,20.86,21.08,20.81,21.01,56048.0
