,SCCO US Equity,SCCO US Equity,SCCO US Equity,SCCO US Equity,SCCO US Equity
2020-05-25,28.827,29.2072,28.8187,29.0749,527367.0
2020-05-26,30.1906,30.1906,29.3229,29.7278,669710.0
2020-05-27,29.9675,30.4799,29.3063,30.0006,936594.0
2020-05-28,30.4964,30.67,30.2237,30.4055,993809.0
2020-05-29,30.5212,30.5212,29.3807,30.0006,1445221.0
2020-05-30,30.5212,30.5212,29.3807,30.0006,1445221.0
2020-05-31,30.5212,30.5212,29.3807,30.0006,1445221.0
2020-06-01,29.8601,30.7526,29.8394,30.4551,617358.0
2020-06-02,30.8435,31.4138,30.5873,31.0006,762232.0
2020-06-03,31.3642,32.0832,31.0832,31.6452,1029947.0
2020-06-04,31.513,32.0089,31.1328,31.4717,850927.0
2020-06-05,32.6287,33.3147,32.0089,32.1907,981580.0
2020-06-06,32.6287,33.3147,32.0089,32.1907,981580.0
2020-06-07,32.6287,33.3147,32.0089,32.1907,981580.0
2020-06-08,31.9923,32.4717,31.5626,32.0584,930849.0
2020-06-09,31.3394,32.3477,30.9262,32.1741,611252.0
2020-06-10,32.4056,32.9428,31.9262,32.6039,698784.0
2020-06-11,31.232,31.3518,29.6782,29.8105,1192315.0
2020-06-12,31.2155,31.3477,30.0253,30.5956,915404.0
2020-06-13,31.2155,31.3477,30.0253,30.5956,915404.0
2020-06-14,31.2155,31.3477,30.0253,30.5956,915404.0
2020-06-15,29.67,31.0543,29.2981,30.7609,853240.0
2020-06-16,31.4221,31.7279,30.4055,30.8518,576957.0
2020-06-17,30.8683,31.2981,30.8518,31.075,525520.0
2020-06-18,30.5873,30.8683,30.0915,30.4799,761195.0
2020-06-19,31.0584,31.2568,30.5212,31.2402,1541564.0
2020-06-20,31.0584,31.2568,30.5212,31.2402,1541564.0
2020-06-21,31.0584,31.2568,30.5212,31.2402,1541564.0
2020-06-22,30.8931,31.2155,30.5543,30.9345,897539.0
2020-06-23,31.4717,31.8849,31.3188,31.67,548658.0
2020-06-24,31.3973,31.4923,30.7444,30.9758,800008.0
2020-06-25,30.984,31.6948,30.7196,31.67,621034.0
2020-06-26,31.5626,31.7857,30.8931,31.1741,1387337.0
2020-06-27,31.5626,31.7857,30.8931,31.1741,1387337.0
2020-06-28,31.5626,31.7857,30.8931,31.1741,1387337.0
2020-06-29,31.4386,31.8849,31.3574,31.7113,400037.0
2020-06-30,31.6287,32.9799,31.4799,32.8684,1193045.0
2020-07-01,32.9428,33.0006,31.5133,31.8932,921118.0
2020-07-02,32.5378,32.9593,32.1328,32.1576,560704.0
2020-07-03,32.5378,32.9593,32.1328,32.1576,560704.0
2020-07-04,32.5378,32.9593,32.1328,32.1576,560704.0
2020-07-05,32.5378,32.9593,32.1328,32.1576,560704.0
2020-07-06,33.0585,33.67,32.6659,33.67,1160185.0
2020-07-07,33.3725,33.6122,33.0337,33.0585,1292374.0
2020-07-08,33.389,33.7362,32.9841,33.5957,762453.0
2020-07-09,33.8849,33.8849,33.0006,33.3312,723815.0
2020-07-10,33.5626,34.4552,33.0585,34.4304,880575.0
2020-07-11,33.5626,34.4552,33.0585,34.4304,880575.0
2020-07-12,33.5626,34.4552,33.0585,34.4304,880575.0
2020-07-13,35.0254,35.1907,33.7527,34.042,1161993.0
2020-07-14,33.8188,35.1659,33.6535,35.0998,986018.0
2020-07-15,35.5378,35.6701,34.8684,35.3808,949088.0
2020-07-16,34.918,35.6122,34.6453,35.2321,687095.0
2020-07-17,35.5626,36.2238,35.1907,36.0998,671567.0
2020-07-18,35.5626,36.2238,35.1907,36.0998,671567.0
2020-07-19,35.5626,36.2238,35.1907,36.0998,671567.0
2020-07-20,35.9593,36.3313,35.5709,36.1908,795292.0
2020-07-21,36.2569,36.5544,35.6783,35.7445,660124.0
2020-07-22,35.9428,36.2817,35.5213,36.1329,870168.0
2020-07-23,36.3147,36.6618,35.6288,35.8436,615294.0
2020-07-24,35.4883,35.8106,34.918,35.604,928759.0
2020-07-25,35.4883,35.8106,34.918,35.604,928759.0
2020-07-26,35.4883,35.8106,34.918,35.604,928759.0
2020-07-27,36.0585,38.1412,35.7858,38.0751,1040795.0
2020-07-28,37.5544,37.6701,36.6701,37.0916,964234.0
2020-07-29,37.166,37.7445,36.0089,36.5875,794851.0
2020-07-30,35.761,36.4346,35.5998,36.2238,882795.0
2020-07-31,36.166,36.2858,35.6618,36.1246,661889.0
2020-08-01,36.166,36.2858,35.6618,36.1246,661889.0
2020-08-02,36.166,36.2858,35.6618,36.1246,661889.0
2020-08-03,36.5627,36.8354,36.1246,36.4965,666530.0
2020-08-04,35.4139,36.0172,34.7279,36.0089,1083411.0
2020-08-05,36.9842,37.7858,36.9842,37.4222,654540.0
2020-08-06,37.728,38.5214,37.2734,38.1577,919760.0
2020-08-07,37.6784,37.8437,36.8106,37.2404,835225.0
2020-08-08,37.6784,37.8437,36.8106,37.2404,835225.0
2020-08-09,37.6784,37.8437,36.8106,37.2404,835225.0
2020-08-10,37.5627,38.1825,37.4304,37.8933,634559.0
2020-08-11,37.9016,37.985,36.9678,37.1179,908151.0
2020-08-12,37.7765,38.1517,37.5431,37.7932,709464.0
2020-08-13,37.5181,38.1684,37.1179,37.4097,664608.0
2020-08-14,37.3597,37.6932,37.2013,37.6765,500803.0
2020-08-15,37.3597,37.6932,37.2013,37.6765,500803.0
2020-08-16,37.3597,37.6932,37.2013,37.6765,500803.0
2020-08-17,38.3518,38.9521,38.1267,38.2935,540272.0
2020-08-18,38.9771,39.5441,38.802,38.8104,821344.0
2020-08-19,39.0688,39.64,38.9021,38.9604,762026.0
2020-08-20,38.3768,38.802,38.0267,38.7687,499925.0
2020-08-21,38.2851,38.5519,38.1184,38.3435,461654.0
2020-08-22,38.2851,38.5519,38.1184,38.3435,461654.0
2020-08-23,38.2851,38.5519,38.1184,38.3435,461654.0
2020-08-24,38.9104,39.0271,38.3768,38.8604,469858.0
2020-08-25,39.0021,39.1022,38.3268,38.5853,413030.0
2020-08-26,38.777,39.394,38.727,39.3356,394734.0
2020-08-27,39.6608,39.7437,38.4018,38.6186,461342.0
2020-08-28,39.3773,40.4528,39.123,40.1944,617736.0
2020-08-29,39.3773,40.4528,39.123,40.1944,617736.0
2020-08-30,39.3773,40.4528,39.123,40.1944,617736.0
2020-08-31,40.4695,40.5987,40.036,40.1027,783174.0
2020-09-01,40.4028,41.0114,40.0276,40.4528,1274485.0
2020-09-02,40.4945,40.5404,39.5274,40.0026,761386.0
2020-09-03,39.4107,39.4107,37.9099,38.8521,871359.0
2020-09-04,39.3356,39.6108,38.3185,39.1689,630732.0
2020-09-05,39.3356,39.6108,38.3185,39.1689,630732.0
2020-09-06,39.3356,39.6108,38.3185,39.1689,630732.0
2020-09-07,39.3356,39.6108,38.3185,39.1689,630732.0
2020-09-08,38.2768,38.7937,37.4597,38.1851,790988.0
2020-09-09,38.9021,39.494,38.727,39.0772,1062508.0
2020-09-10,38.9855,39.1939,37.8266,37.9183,843721.0
2020-09-11,38.6269,39.3648,38.5019,39.0938,948923.0
2020-09-12,38.6269,39.3648,38.5019,39.0938,948923.0
2020-09-13,38.6269,39.3648,38.5019,39.0938,948923.0
2020-09-14,39.7191,39.9776,39.4023,39.4607,733447.0
2020-09-15,40.0109,40.2277,39.3523,39.4273,539052.0
2020-09-16,39.6941,39.9192,39.1355,39.2272,712794.0
2020-09-17,38.7603,39.469,38.5186,39.344,796838.0
2020-09-18,39.5274,39.5691,38.6811,38.752,1078710.0
2020-09-19,39.5274,39.5691,38.6811,38.752,1078710.0
2020-09-20,39.5274,39.5691,38.6811,38.752,1078710.0
2020-09-21,37.8266,37.9349,36.7844,37.6598,981351.0
2020-09-22,38.0433,38.2268,37.3096,37.8432,675896.0
2020-09-23,37.5848,37.8111,36.626,36.6427,785642.0
2020-09-24,36.3508,37.6015,36.0674,37.1429,791332.0
2020-09-25,36.8261,37.2013,36.6677,37.0845,636088.0
2020-09-26,36.8261,37.2013,36.6677,37.0845,636088.0
2020-09-27,36.8261,37.2013,36.6677,37.0845,636088.0
2020-09-28,37.8849,38.135,37.393,37.4264,820869.0
2020-09-29,37.3096,37.5264,37.0428,37.0595,993914.0
2020-09-30,37.3763,37.8682,37.1929,37.7432,1354812.0
2020-10-01,37.8849,38.0934,36.8094,37.0929,868305.0
2020-10-02,36.3925,38.5686,36.3759,38.0433,697876.0
2020-10-03,36.3925,38.5686,36.3759,38.0433,697876.0
2020-10-04,36.3925,38.5686,36.3759,38.0433,697876.0
2020-10-05,38.2268,39.3106,38.1601,39.0105,776742.0
2020-10-06,39.0605,39.1355,37.9933,38.0267,728206.0
2020-10-07,38.827,40.136,38.6603,39.3106,794878.0
2020-10-08,39.6108,39.8442,39.073,39.5441,451000.0
2020-10-09,40.2361,40.4195,39.8275,40.086,912932.0
2020-10-10,40.2361,40.4195,39.8275,40.086,912932.0
2020-10-11,40.2361,40.4195,39.8275,40.086,912932.0
2020-10-12,40.0193,40.1027,39.6274,39.9859,391963.0
2020-10-13,39.9359,40.0443,39.3356,39.5107,471936.0
2020-10-14,38.702,39.8692,38.2518,39.6524,495766.0
2020-10-15,39.0438,40.3361,39.0188,40.0026,710799.0
2020-10-16,40.3111,40.4695,39.9192,39.9693,627227.0
2020-10-17,40.3111,40.4695,39.9192,39.9693,627227.0
2020-10-18,40.3111,40.4695,39.9192,39.9693,627227.0
2020-10-19,40.1443,40.903,39.7196,39.8525,649927.0
2020-10-20,40.3778,41.4366,40.1193,41.0698,1073297.0
2020-10-21,41.4533,42.2495,41.3032,41.6117,1135670.0
2020-10-22,41.6117,42.2704,41.4499,41.9119,1033651.0
2020-10-23,42.0536,43.5126,41.8243,43.3125,1026875.0
2020-10-24,42.0536,43.5126,41.8243,43.3125,1026875.0
2020-10-25,42.0536,43.5126,41.8243,43.3125,1026875.0
2020-10-26,42.6039,43.3626,42.0036,42.6289,767704.0
2020-10-27,42.7289,43.8962,42.6455,43.3125,1561868.0
2020-10-28,42.2037,43.1875,41.6034,42.8707,922656.0
2020-10-29,42.5372,43.8211,42.3788,43.7794,1144416.0
2020-10-30,43.6043,44.1713,43.2875,43.6377,1128621.0
2020-10-31,43.6043,44.1713,43.2875,43.6377,1128621.0
2020-11-01,43.6043,44.1713,43.2875,43.6377,1128621.0
2020-11-02,44.0796,45.2635,44.0121,45.1968,1241885.0
2020-11-03,45.7304,45.8054,44.6965,44.955,742129.0
2020-11-04,45.055,45.1884,43.9462,44.0879,570808.0
2020-11-05,44.8216,45.5636,44.6715,45.2301,841602.0
2020-11-06,45.7637,46.1389,45.4469,45.9638,584644.0
2020-11-07,45.7637,46.1389,45.4469,45.9638,584644.0
2020-11-08,45.7637,46.1389,45.4469,45.9638,584644.0
2020-11-09,47.2258,47.941,45.9722,45.989,1331250.0
2020-11-10,45.7955,46.1573,45.0215,45.5684,894905.0
2020-11-11,45.602,45.7871,45.2066,45.5515,695730.0
2020-11-12,45.7787,46.5443,44.8364,45.0804,1006163.0
2020-11-13,45.5431,45.8123,45.3244,45.7619,994499.0
2020-11-14,45.5431,45.8123,45.3244,45.7619,994499.0
2020-11-15,45.5431,45.8123,45.3244,45.7619,994499.0
2020-11-16,46.5191,47.1081,46.3172,46.7294,681649.0
2020-11-17,46.7294,47.5203,46.3045,47.1922,1464067.0
2020-11-18,47.4362,47.6549,46.5443,47.0071,608922.0
2020-11-19,46.7967,47.2932,46.1994,47.1585,444152.0
2020-11-20,47.697,48.3364,47.5456,47.8148,1232120.0
2020-11-21,47.697,48.3364,47.5456,47.8148,1232120.0
2020-11-22,47.697,48.3364,47.5456,47.8148,1232120.0
2020-11-23,48.4879,49.0684,48.3532,48.9254,865481.0
2020-11-24,49.4807,50.4735,49.3966,50.0697,1131508.0
2020-11-25,49.893,50.6502,49.3545,50.4651,678633.0
2020-11-26,49.893,50.6502,49.3545,50.4651,678633.0
2020-11-27,50.9447,51.5589,50.8016,51.1971,494551.0
2020-11-28,50.9447,51.5589,50.8016,51.1971,494551.0
2020-11-29,50.9447,51.5589,50.8016,51.1971,494551.0
2020-11-30,51.012,51.4832,49.935,49.9519,1780827.0
2020-12-01,50.9026,51.3065,50.301,50.6081,1033877.0
2020-12-02,50.6502,51.1045,50.179,50.6502,1181309.0
2020-12-03,51.0793,51.4832,50.5526,50.7427,1061334.0
2020-12-04,51.0877,51.6094,51.0625,51.3401,877646.0
2020-12-05,51.0877,51.6094,51.0625,51.3401,877646.0
2020-12-06,51.0877,51.6094,51.0625,51.3401,877646.0
2020-12-07,51.0625,51.1803,49.5901,49.8593,793950.0
2020-12-08,49.5564,51.1045,49.5564,50.7427,1033884.0
2020-12-09,50.9447,51.1466,49.3545,50.0444,1030998.0
2020-12-10,49.8257,50.3894,49.5396,49.7836,1050368.0
2020-12-11,49.4218,50.3725,49.3966,50.28,536667.0
2020-12-12,49.4218,50.3725,49.3966,50.28,536667.0
2020-12-13,49.4218,50.3725,49.3966,50.28,536667.0
2020-12-14,50.6081,50.7091,49.3882,49.8341,669800.0
2020-12-15,50.8858,50.9699,50.4819,50.9278,550770.0
2020-12-16,51.3317,52.9013,51.0709,51.9711,1026324.0
2020-12-17,52.6358,53.5108,52.5853,52.9303,1082985.0
2020-12-18,52.9808,53.351,52.3918,52.7957,1127504.0
2020-12-19,52.9808,53.351,52.3918,52.7957,1127504.0
2020-12-20,52.9808,53.351,52.3918,52.7957,1127504.0
2020-12-21,51.6935,53.7086,51.3315,53.6707,775796.0
2020-12-22,53.5108,53.5613,52.5517,53.0902,820313.0
2020-12-23,53.3678,54.2344,53.3384,54.1923,1081155.0
2020-12-24,54.47,54.6719,53.8642,53.9315,365208.0
2020-12-25,54.47,54.6719,53.8642,53.9315,365208.0
2020-12-26,54.47,54.6719,53.8642,53.9315,365208.0
2020-12-27,54.47,54.6719,53.8642,53.9315,365208.0
2020-12-28,54.6888,54.8402,53.2091,53.4519,412422.0
2020-12-29,53.5782,54.2681,53.1704,54.0746,516529.0
2020-12-30,54.0746,55.4292,54.0746,55.3787,738630.0
2020-12-31,55.446,55.446,54.4885,54.7897,491314.0
2021-01-01,55.446,55.446,54.4885,54.7897,491314.0
2021-01-02,55.446,55.446,54.4885,54.7897,491314.0
2021-01-03,55.446,55.446,54.4885,54.7897,491314.0
2021-01-04,56.6912,57.6335,56.2453,56.5987,1482361.0
2021-01-05,56.3294,57.3979,56.2453,57.3475,1049831.0
2021-01-06,57.6924,58.6432,57.3138,58.0121,1074708.0
2021-01-07,58.8956,60.0314,58.6894,59.8884,1232629.0
2021-01-08,59.8127,60.124,58.8535,60.1071,888346.0
2021-01-09,59.8127,60.124,58.8535,60.1071,888346.0
2021-01-10,59.8127,60.124,58.8535,60.1071,888346.0
2021-01-11,58.2057,60.0146,57.7008,59.4509,904176.0
2021-01-12,59.7369,60.5615,58.9376,60.4185,914113.0
2021-01-13,60.4016,60.4016,58.9629,59.0975,541657.0
2021-01-14,59.0975,60.3175,57.8859,59.7369,758225.0
2021-01-15,58.6095,59.3752,57.8691,58.1468,643031.0
2021-01-16,58.6095,59.3752,57.8691,58.1468,643031.0
2021-01-17,58.6095,59.3752,57.8691,58.1468,643031.0
2021-01-18,58.6095,59.3752,57.8691,58.1468,643031.0
2021-01-19,59.0975,60.2754,58.9292,59.6528,1033409.0
2021-01-20,60.5783,60.5783,58.9545,59.1227,743666.0
2021-01-21,59.0639,59.5518,58.6011,59.2405,490951.0
2021-01-22,58.1552,59.9809,57.5746,59.7538,660204.0
2021-01-23,58.1552,59.9809,57.5746,59.7538,660204.0
2021-01-24,58.1552,59.9809,57.5746,59.7538,660204.0
2021-01-25,60.1997,60.3596,57.9701,58.7189,901650.0
2021-01-26,59.4677,59.9305,58.3908,58.6852,904879.0
2021-01-27,57.2297,57.5494,55.7967,56.708,1061362.0
2021-01-28,57.5494,58.7399,57.0824,58.1804,1060709.0
2021-01-29,58.7189,58.7694,55.7994,55.8751,1201982.0
2021-01-30,58.7189,58.7694,55.7994,55.8751,1201982.0
2021-01-31,58.7189,58.7694,55.7994,55.8751,1201982.0
2021-02-01,57.0025,58.0121,56.2537,57.9448,903814.0
2021-02-02,57.9448,58.0458,56.4724,57.3222,982230.0
2021-02-03,57.8944,57.9701,57.0782,57.1203,1142250.0
2021-02-04,57.1624,58.559,56.8511,58.4917,663144.0
2021-02-05,58.8535,60.8055,58.6348,60.124,1379658.0
2021-02-06,58.8535,60.8055,58.6348,60.124,1379658.0
2021-02-07,58.8535,60.8055,58.6348,60.124,1379658.0
2021-02-08,60.7887,61.5795,59.7623,59.9305,992657.0
2021-02-09,59.7353,60.4056,58.8656,60.2953,681192.0
2021-02-10,61.4917,61.8735,59.9559,60.6686,792653.0
2021-02-11,60.4056,61.2202,59.2007,59.9474,552751.0
2021-02-12,59.7522,61.5172,59.6674,61.4832,689490.0
2021-02-13,59.7522,61.5172,59.6674,61.4832,689490.0
2021-02-14,59.7522,61.5172,59.6674,61.4832,689490.0
2021-02-15,59.7522,61.5172,59.6674,61.4832,689490.0
2021-02-16,63.6384,63.6978,61.6359,61.9584,1040829.0
2021-02-17,62.2129,63.4153,61.8677,63.0699,1193544.0
2021-02-18,63.8251,64.6057,62.6329,63.2227,1204004.0
2021-02-19,64.5294,67.4483,64.2536,67.3889,1925721.0
2021-02-20,64.5294,67.4483,64.2536,67.3889,1925721.0
2021-02-21,64.5294,67.4483,64.2536,67.3889,1925721.0
2021-02-22,69.5695,70.5538,68.5259,69.1792,1994362.0
2021-02-23,67.3973,67.8301,64.5209,67.2616,1724884.0
2021-02-24,67.1682,67.2022,65.8955,66.5913,1408287.0
2021-02-25,66.0737,66.5234,63.6639,63.7063,1279404.0
2021-02-26,63.1378,63.4263,60.2274,60.5244,2572427.0
2021-02-27,63.1378,63.4263,60.2274,60.5244,2572427.0
2021-02-28,63.1378,63.4263,60.2274,60.5244,2572427.0
2021-03-01,61.7887,63.8675,61.602,63.5451,1334124.0
2021-03-02,64.0881,65.2124,63.2905,64.6057,1445281.0
2021-03-03,64.3003,66.2943,64.0542,65.327,1271931.0
2021-03-04,64.1136,64.2409,59.4638,60.5838,1899968.0
2021-03-05,61.9244,62.8493,59.4977,62.5693,1050926.0
2021-03-06,61.9244,62.8493,59.4977,62.5693,1050926.0
2021-03-07,61.9244,62.8493,59.4977,62.5693,1050926.0
2021-03-08,62.4166,63.0784,61.5172,61.5426,770717.0
