,DE US Equity,DE US Equity,DE US Equity,DE US Equity,DE US Equity
2021-05-06,365.6926,376.437,364.5181,375.3876,2010921.0
2021-05-07,373.3658,382.1134,370.0154,379.5371,1597441.0
2021-05-08,373.3658,382.1134,370.0154,379.5371,1597441.0
2021-05-09,373.3658,382.1134,370.0154,379.5371,1597441.0
2021-05-10,383.1763,385.429,376.7066,376.8221,1601312.0
2021-05-11,371.835,374.6847,363.4494,368.9275,1588538.0
2021-05-12,370.4487,374.059,358.5459,359.7139,1631602.0
2021-05-13,354.7461,365.6926,352.8206,364.0271,1485221.0
2021-05-14,367.5893,372.3068,366.4532,369.6977,1143647.0
2021-05-15,367.5893,372.3068,366.4532,369.6977,1143647.0
2021-05-16,367.5893,372.3068,366.4532,369.6977,1143647.0
2021-05-17,367.7626,371.2814,364.6721,369.2645,1170150.0
2021-05-18,370.8819,371.9313,355.9207,355.9207,1664803.0
2021-05-19,348.3438,348.6904,337.9461,345.0704,2800918.0
2021-05-20,344.6083,345.6288,337.4743,341.9896,2947047.0
2021-05-21,344.4735,354.6691,339.0532,346.3509,3614386.0
2021-05-22,344.4735,354.6691,339.0532,346.3509,3614386.0
2021-05-23,344.4735,354.6691,339.0532,346.3509,3614386.0
2021-05-24,348.0742,348.992,343.039,345.9754,1914745.0
2021-05-25,348.3053,354.1001,346.9478,347.2559,1682300.0
2021-05-26,346.2835,347.795,341.4794,344.4158,1949761.0
2021-05-27,349.8457,349.9612,345.3496,348.7193,3337111.0
2021-05-28,349.0948,349.9998,344.2617,347.6506,1348392.0
2021-05-29,349.0948,349.9998,344.2617,347.6506,1348392.0
2021-05-30,349.0948,349.9998,344.2617,347.6506,1348392.0
2021-05-31,349.0948,349.9998,344.2617,347.6506,1348392.0
2021-06-01,350.8373,355.4971,348.5171,351.0299,1483494.0
2021-06-02,350.9336,351.7038,342.5095,343.4241,1882870.0
2021-06-03,341.9993,349.8938,341.3542,345.5422,1336941.0
2021-06-04,346.8515,347.9815,342.0763,343.3567,1279252.0
2021-06-05,346.8515,347.9815,342.0763,343.3567,1279252.0
2021-06-06,346.8515,347.9815,342.0763,343.3567,1279252.0
2021-06-07,343.7707,346.3028,339.8042,342.1918,1537081.0
2021-06-08,343.6263,346.0813,339.2987,343.299,1521982.0
2021-06-09,342.5191,342.6539,336.2035,336.5116,2000815.0
2021-06-10,338.774,341.2002,328.0778,328.7229,2231999.0
2021-06-11,332.5161,333.5944,326.0079,328.848,2028395.0
2021-06-12,332.5161,333.5944,326.0079,328.848,2028395.0
2021-06-13,332.5161,333.5944,326.0079,328.848,2028395.0
2021-06-14,328.3378,329.676,319.466,323.0426,2775028.0
2021-06-15,324.3423,326.4017,323.2544,325.5073,1722393.0
2021-06-16,325.5073,327.3365,322.6453,324.0246,2264610.0
2021-06-17,323.2352,324.3616,309.9124,316.1493,3387788.0
2021-06-18,312.0383,319.4901,311.4029,316.7173,2930562.0
2021-06-19,312.0383,319.4901,311.4029,316.7173,2930562.0
2021-06-20,312.0383,319.4901,311.4029,316.7173,2930562.0
2021-06-21,320.5683,326.1427,320.1544,325.2955,2010732.0
2021-06-22,326.1716,329.8878,323.1582,329.3583,1677352.0
2021-06-23,329.9167,336.165,328.771,334.7979,3352807.0
2021-06-24,336.5404,341.5275,333.6233,337.561,2140218.0
2021-06-25,340.9017,342.6347,334.2106,336.9544,6605003.0
2021-06-26,340.9017,342.6347,334.2106,336.9544,6605003.0
2021-06-27,340.9017,342.6347,334.2106,336.9544,6605003.0
2021-06-28,337.3299,337.8787,332.2466,336.8582,1304201.0
2021-06-29,338.6052,340.4391,335.9894,336.8002,1213477.0
2021-06-30,336.0666,341.1051,336.0666,340.4488,1643594.0
2021-07-01,343.2962,343.8054,339.6862,341.9738,1467982.0
2021-07-02,342.2441,343.5375,339.0009,340.2461,1132353.0
2021-07-03,342.2441,343.5375,339.0009,340.2461,1132353.0
2021-07-04,342.2441,343.5375,339.0009,340.2461,1132353.0
2021-07-05,342.2441,343.5375,339.0009,340.2461,1132353.0
2021-07-06,340.2461,340.7287,332.2925,337.3021,1924037.0
2021-07-07,336.2693,340.304,336.1148,339.6476,1309134.0
2021-07-08,333.0068,335.2751,327.6981,331.6361,1621250.0
2021-07-09,337.0608,338.5279,335.4681,337.331,1325388.0
2021-07-10,337.0608,338.5279,335.4681,337.331,1325388.0
2021-07-11,337.0608,338.5279,335.4681,337.331,1325388.0
2021-07-12,335.6419,342.413,333.7887,341.9642,1608248.0
2021-07-13,343.6244,343.6244,338.3928,338.5762,950071.0
2021-07-14,341.1051,341.163,332.5531,333.557,1409534.0
2021-07-15,330.9798,335.6274,330.4103,334.0685,1516232.0
2021-07-16,335.5357,336.351,330.1111,330.584,1154041.0
2021-07-17,335.5357,336.351,330.1111,330.584,1154041.0
2021-07-18,335.5357,336.351,330.1111,330.584,1154041.0
2021-07-19,323.3544,325.6131,317.4954,323.3061,1848656.0
2021-07-20,325.7096,337.1476,323.3544,335.9314,2054029.0
2021-07-21,339.7634,342.2682,338.7065,340.7287,1479066.0
2021-07-22,340.3329,341.9352,338.8851,339.1167,810680.0
2021-07-23,340.053,343.3041,339.3291,342.3696,797039.0
2021-07-24,340.053,343.3041,339.3291,342.3696,797039.0
2021-07-25,340.053,343.3041,339.3291,342.3696,797039.0
2021-07-26,343.2769,344.4834,338.8561,343.1032,865658.0
2021-07-27,340.1495,345.217,338.3542,341.2306,986861.0
2021-07-28,341.9931,344.4737,338.9044,341.2692,1250539.0
2021-07-29,346.0664,349.522,343.7595,347.2923,1392583.0
2021-07-30,347.2054,349.2324,344.7103,349.0201,1054019.0
2021-07-31,347.2054,349.2324,344.7103,349.0201,1054019.0
2021-08-01,347.2054,349.2324,344.7103,349.0201,1054019.0
2021-08-02,351.2498,354.6377,342.9005,343.5761,1148281.0
2021-08-03,345.1495,354.0972,342.0414,353.1416,991718.0
2021-08-04,351.6648,353.8559,348.0162,348.132,825670.0
2021-08-05,351.2015,352.3115,348.7691,351.6552,794662.0
2021-08-06,354.242,355.8732,352.8617,354.1262,665436.0
2021-08-07,354.242,355.8732,352.8617,354.1262,665436.0
2021-08-08,354.242,355.8732,352.8617,354.1262,665436.0
2021-08-09,352.2246,358.0257,350.6417,356.4813,923456.0
2021-08-10,358.1029,364.2954,356.6744,363.5276,1183977.0
2021-08-11,364.2805,372.8807,362.4079,372.6587,1651787.0
2021-08-12,372.6491,375.0139,370.3373,372.2147,1314260.0
2021-08-13,372.7263,373.7784,369.3383,370.651,814615.0
2021-08-14,372.7263,373.7784,369.3383,370.651,814615.0
2021-08-15,372.7263,373.7784,369.3383,370.651,814615.0
2021-08-16,367.7553,370.0236,365.4484,369.7147,913515.0
2021-08-17,368.2379,369.3105,361.1048,363.2477,1206549.0
2021-08-18,361.24,362.9388,358.5083,358.6917,1374601.0
2021-08-19,355.7478,355.7478,342.5433,346.5008,2281004.0
2021-08-20,350.381,354.4061,332.7751,339.2133,3498338.0
2021-08-21,350.381,354.4061,332.7751,339.2133,3498338.0
2021-08-22,350.381,354.4061,332.7751,339.2133,3498338.0
2021-08-23,341.8387,350.6127,340.0047,350.188,1946766.0
2021-08-24,352.3115,360.0334,352.297,355.1879,1638669.0
2021-08-25,356.1725,366.1241,354.9852,363.2863,1657530.0
2021-08-26,362.2438,369.652,362.0266,366.6067,1490486.0
2021-08-27,366.8673,369.5795,364.9659,366.2978,1115823.0
2021-08-28,366.8673,369.5795,364.9659,366.2978,1115823.0
2021-08-29,366.8673,369.5795,364.9659,366.2978,1115823.0
2021-08-30,367.7553,370.3035,363.6531,367.7553,1378473.0
2021-08-31,367.7553,368.2379,360.8056,364.8886,1589813.0
2021-09-01,365.0526,366.4715,356.3559,363.6144,1895532.0
2021-09-02,365.9117,371.6066,364.6666,371.568,1334298.0
2021-09-03,371.3556,379.3382,370.651,375.8054,1904906.0
2021-09-04,371.3556,379.3382,370.651,375.8054,1904906.0
2021-09-05,371.3556,379.3382,370.651,375.8054,1904906.0
2021-09-06,371.3556,379.3382,370.651,375.8054,1904906.0
2021-09-07,372.0603,373.7301,357.3887,358.8172,3628639.0
2021-09-08,358.5759,359.4639,349.5123,357.3597,2427115.0
2021-09-09,355.9987,358.331,350.41,352.1571,1725328.0
2021-09-10,354.7487,355.6512,350.188,350.4486,1235453.0
2021-09-11,354.7487,355.6512,350.188,350.4486,1235453.0
2021-09-12,354.7487,355.6512,350.188,350.4486,1235453.0
2021-09-13,353.2768,353.9621,344.58,348.9525,1832867.0
2021-09-14,349.9177,349.9274,342.6785,343.6051,1410993.0
2021-09-15,342.7364,348.2865,341.7132,347.2633,1403611.0
2021-09-16,348.0452,348.7498,340.915,342.9777,1681828.0
2021-09-17,339.2905,342.0124,335.8735,336.9546,7678762.0
2021-09-18,339.2905,342.0124,335.8735,336.9546,7678762.0
2021-09-19,339.2905,342.0124,335.8735,336.9546,7678762.0
2021-09-20,328.7983,330.5937,323.0359,327.92,2409983.0
2021-09-21,330.835,332.9316,322.1286,325.2366,1503816.0
2021-09-22,329.7732,333.5184,328.0937,328.9914,1336846.0
2021-09-23,333.0068,340.0627,332.9682,339.2808,1497552.0
2021-09-24,337.6978,341.0858,336.4044,337.109,1193306.0
2021-09-25,337.6978,341.0858,336.4044,337.109,1193306.0
2021-09-26,337.6978,341.0858,336.4044,337.109,1193306.0
2021-09-27,336.6554,343.4313,336.6554,340.1688,1291491.0
2021-09-28,338.5376,344.1649,338.2866,341.636,2018719.0
2021-09-29,343.4949,344.3081,339.6128,339.6806,1320778.0
2021-09-30,341.2102,341.2102,324.2586,324.3844,2080024.0
2021-10-01,327.3178,333.6686,323.0097,331.287,1740758.0
2021-10-02,327.3178,333.6686,323.0097,331.287,1740758.0
2021-10-03,327.3178,333.6686,323.0097,331.287,1740758.0
2021-10-04,329.8736,331.6356,326.0786,327.647,1464683.0
2021-10-05,326.0593,330.2608,322.1481,327.5017,1401705.0
2021-10-06,322.8645,327.8018,319.1566,327.6082,1534662.0
2021-10-07,330.348,336.6697,329.5735,333.1168,1139225.0
2021-10-08,333.0877,334.3242,330.5368,332.2261,1168232.0
2021-10-09,333.0877,334.3242,330.5368,332.2261,1168232.0
2021-10-10,333.0877,334.3242,330.5368,332.2261,1168232.0
2021-10-11,332.0809,333.0684,321.8673,321.9835,1052083.0
2021-10-12,322.6902,323.7939,319.3406,320.057,1409965.0
2021-10-13,321.4607,322.2643,316.5718,318.508,1771945.0
2021-10-14,311.2762,322.2643,310.2791,319.2534,2403986.0
2021-10-15,322.332,325.2848,321.0929,322.1481,1435119.0
2021-10-16,322.332,325.2848,321.0929,322.1481,1435119.0
2021-10-17,322.332,325.2848,321.0929,322.1481,1435119.0
2021-10-18,320.1441,322.6563,318.1595,321.2574,1154070.0
2021-10-19,324.2295,332.8747,323.4454,332.1487,1433562.0
2021-10-20,332.6908,335.0239,331.045,333.078,1001860.0
2021-10-21,332.9619,334.0655,329.8881,331.9938,876412.0
2021-10-22,334.0365,335.082,328.8474,329.8446,825953.0
2021-10-23,334.0365,335.082,328.8474,329.8446,825953.0
2021-10-24,334.0365,335.082,328.8474,329.8446,825953.0
2021-10-25,329.438,342.4687,328.3053,341.4716,1564845.0
2021-10-26,342.0911,342.5655,330.1253,330.2705,1386285.0
2021-10-27,331.8098,335.0433,327.2403,327.4436,2003076.0
2021-10-28,328.4602,338.635,327.4436,338.5479,1897964.0
2021-10-29,337.3861,338.2187,329.6897,331.3935,1562450.0
2021-10-30,337.3861,338.2187,329.6897,331.3935,1562450.0
2021-10-31,337.3861,338.2187,329.6897,331.3935,1562450.0
2021-11-01,336.0501,353.9698,334.7529,347.3093,2391173.0
2021-11-02,348.5775,348.5775,339.3127,343.9693,1371502.0
2021-11-03,335.1111,335.963,324.7523,332.1099,2948420.0
2021-11-04,333.8332,339.6709,333.3394,339.6612,1334283.0
2021-11-05,341.549,347.2414,339.8161,343.8725,1422879.0
2021-11-06,341.549,347.2414,339.8161,343.8725,1422879.0
2021-11-07,341.549,347.2414,339.8161,343.8725,1422879.0
2021-11-08,347.5513,353.7956,346.5832,349.352,1540514.0
2021-11-09,350.4556,351.5883,340.7746,344.463,1394494.0
2021-11-10,342.6139,344.25,338.9738,341.3651,1068036.0
2021-11-11,341.8104,347.164,341.0262,344.6566,782685.0
2021-11-12,345.828,347.6965,342.2557,347.4157,1011302.0
2021-11-13,345.828,347.6965,342.2557,347.4157,1011302.0
2021-11-14,345.828,347.6965,342.2557,347.4157,1011302.0
2021-11-15,350.5621,352.1498,348.1709,349.6327,975421.0
2021-11-16,348.4032,354.5217,346.7768,350.4653,1162169.0
2021-11-17,348.5194,348.9115,338.0638,342.246,1647647.0
2021-11-18,352.8565,354.057,345.5183,345.7216,2228732.0
2021-11-19,342.4493,343.5336,334.5108,335.1111,1743761.0
2021-11-20,342.4493,343.5336,334.5108,335.1111,1743761.0
2021-11-21,342.4493,343.5336,334.5108,335.1111,1743761.0
2021-11-22,336.6794,343.3859,332.1681,338.0251,1708260.0
2021-11-23,337.8508,341.8201,333.9009,338.1413,1682294.0
2021-11-24,347.8127,362.6925,347.3867,356.1287,4482948.0
2021-11-25,347.8127,362.6925,347.3867,356.1287,4482948.0
2021-11-26,343.6788,349.7778,337.6669,347.8417,2308742.0
2021-11-27,343.6788,349.7778,337.6669,347.8417,2308742.0
2021-11-28,343.6788,349.7778,337.6669,347.8417,2308742.0
2021-11-29,354.328,355.2962,335.3144,336.9892,2901951.0
2021-11-30,335.1595,340.9925,330.9434,334.5205,3681523.0
2021-12-01,342.3429,342.4493,330.5126,330.6578,1755562.0
2021-12-02,333.8816,342.8269,332.5069,339.4385,1969769.0
2021-12-03,341.3747,341.7765,333.9977,338.1025,1379704.0
2021-12-04,341.3747,341.7765,333.9977,338.1025,1379704.0
2021-12-05,341.3747,341.7765,333.9977,338.1025,1379704.0
2021-12-06,341.5006,346.4864,339.332,343.2045,1543517.0
2021-12-07,348.2193,355.2671,347.6965,349.8167,1478862.0
2021-12-08,350.7218,352.3918,346.3508,349.5456,1183098.0
2021-12-09,348.3742,352.6919,346.5832,350.3782,897874.0
2021-12-10,351.2882,352.3918,345.9442,346.9317,1200716.0
2021-12-11,351.2882,352.3918,345.9442,346.9317,1200716.0
2021-12-12,351.2882,352.3918,345.9442,346.9317,1200716.0
2021-12-13,347.6675,349.9377,338.2381,340.213,1375006.0
2021-12-14,338.7221,343.0525,334.9755,337.4345,1799769.0
2021-12-15,338.3446,339.0126,327.2403,332.9716,1982811.0
2021-12-16,338.6156,340.5518,335.934,337.1828,1945377.0
2021-12-17,338.1606,339.2062,330.6675,335.963,2977734.0
2021-12-18,338.1606,339.2062,330.6675,335.963,2977734.0
2021-12-19,338.1606,339.2062,330.6675,335.963,2977734.0
2021-12-20,332.0034,332.5456,325.5946,327.8599,1784856.0
2021-12-21,331.8389,341.2731,331.2483,338.6544,1518543.0
2021-12-22,337.9476,340.3824,332.5843,335.934,1582392.0
2021-12-23,336.9021,340.2808,335.2563,338.0832,997846.0
2021-12-24,336.9021,340.2808,335.2563,338.0832,997846.0
2021-12-25,336.9021,340.2808,335.2563,338.0832,997846.0
2021-12-26,336.9021,340.2808,335.2563,338.0832,997846.0
2021-12-27,338.8383,340.5422,337.3377,339.5644,953124.0
2021-12-28,338.1413,341.8733,337.7637,338.6156,718675.0
2021-12-29,337.2506,338.1703,334.4818,334.6851,1417325.0
2021-12-30,335.8017,337.9769,331.9466,332.1311,1539028.0
2021-12-31,332.4225,333.9859,331.1867,332.9663,1004812.0
2022-01-01,332.4225,333.9859,331.1867,332.9663,1004812.0
2022-01-02,332.4225,333.9859,331.1867,332.9663,1004812.0
2022-01-03,334.0441,340.1573,334.0344,339.9773,1571100.0
2022-01-04,343.8615,362.9331,342.5021,360.5443,3034092.0
2022-01-05,362.2437,375.3627,361.0194,361.2823,3310112.0
2022-01-06,363.6711,367.4788,357.5826,365.4676,1600657.0
2022-01-07,365.9628,370.9444,365.7812,367.6913,1791741.0
2022-01-08,365.9628,370.9444,365.7812,367.6913,1791741.0
2022-01-09,365.9628,370.9444,365.7812,367.6913,1791741.0
2022-01-10,370.2355,374.7218,363.1687,368.8663,2120038.0
2022-01-11,371.7989,372.4301,364.8655,369.5363,1249862.0
2022-01-12,371.2357,372.7505,361.7387,365.3608,1458912.0
2022-01-13,367.7204,373.0807,367.6185,369.381,1325097.0
2022-01-14,365.7589,369.0799,362.6806,368.575,1309552.0
2022-01-15,365.7589,369.0799,362.6806,368.575,1309552.0
2022-01-16,365.7589,369.0799,362.6806,368.575,1309552.0
2022-01-17,365.7589,369.0799,362.6806,368.575,1309552.0
2022-01-18,369.6237,376.7707,368.5167,372.7991,2685665.0
2022-01-19,376.0327,376.8678,363.7682,365.0209,1919128.0
2022-01-20,364.7296,369.0993,355.2909,356.3591,2014348.0
2022-01-21,356.9514,360.3647,349.4451,353.7372,1493314.0
2022-01-22,356.9514,360.3647,349.4451,353.7372,1493314.0
2022-01-23,356.9514,360.3647,349.4451,353.7372,1493314.0
2022-01-24,346.2503,354.9656,336.967,353.4944,2252069.0
2022-01-25,347.8137,359.5441,340.6473,357.5632,2511914.0
2022-01-26,358.6896,369.7694,355.9269,361.4668,2296129.0
2022-01-27,364.817,371.7989,359.7238,365.0792,2030121.0
2022-01-28,361.3503,366.225,353.9897,362.972,2100263.0
2022-01-29,361.3503,366.225,353.9897,362.972,2100263.0
2022-01-30,361.3503,366.225,353.9897,362.972,2100263.0
2022-01-31,363.1759,365.8851,356.3979,365.5064,2191800.0
2022-02-01,364.1469,368.5692,360.2918,366.9436,1622552.0
2022-02-02,367.6136,368.7012,356.2522,363.642,1642891.0
2022-02-03,360.6026,366.0017,359.1217,360.1559,893693.0
2022-02-04,357.4855,362.0009,353.0186,358.7964,1102373.0
2022-02-05,357.4855,362.0009,353.0186,358.7964,1102373.0
2022-02-06,357.4855,362.0009,353.0186,358.7964,1102373.0
2022-02-07,359.6024,363.6663,358.0293,361.428,1087506.0
2022-02-08,365.5064,380.6161,363.3992,378.5963,2647487.0
2022-02-09,381.1405,388.0641,381.1405,383.9565,1630382.0
2022-02-10,381.4318,387.6563,378.8002,381.7717,1402281.0
2022-02-11,382.8592,388.1612,376.1104,381.3056,2390189.0
2022-02-12,382.8592,388.1612,376.1104,381.3056,2390189.0
2022-02-13,382.8592,388.1612,376.1104,381.3056,2390189.0
2022-02-14,382.7039,386.1803,372.8379,376.0521,1799973.0
2022-02-15,379.4411,384.5392,377.7903,382.0144,1591449.0
2022-02-16,380.1306,382.631,374.2557,379.2566,2174872.0
2022-02-17,375.3433,379.3731,368.1283,369.5169,2570266.0
2022-02-18,368.7789,381.5872,355.4074,358.4177,3729419.0
2022-02-19,368.7789,381.5872,355.4074,358.4177,3729419.0
2022-02-20,368.7789,381.5872,355.4074,358.4177,3729419.0
2022-02-21,368.7789,381.5872,355.4074,358.4177,3729419.0
2022-02-22,354.6597,359.7481,342.0165,343.5411,2359048.0
2022-02-23,344.7258,345.6871,327.4992,327.7517,3068280.0
2022-02-24,319.5462,333.8402,317.2934,332.84,3600097.0
2022-02-25,332.7818,338.2294,328.2178,336.9379,3424641.0
2022-02-26,332.7818,338.2294,328.2178,336.9379,3424641.0
2022-02-27,332.7818,338.2294,328.2178,336.9379,3424641.0
2022-02-28,337.9284,351.8984,335.9862,349.6005,3265421.0
2022-03-01,350.6687,351.3969,340.4628,348.2701,2863369.0
2022-03-02,350.3385,370.1869,349.9598,365.0986,2564196.0
2022-03-03,367.2932,374.916,364.7684,370.8764,2961371.0
2022-03-04,367.9049,379.4702,363.6711,378.7808,2424099.0
2022-03-05,367.9049,379.4702,363.6711,378.7808,2424099.0
2022-03-06,367.9049,379.4702,363.6711,378.7808,2424099.0
2022-03-07,382.9078,393.7545,357.3884,358.3206,5456731.0
2022-03-08,363.0399,377.7418,353.5818,354.3684,3511962.0
2022-03-09,358.5634,363.137,353.6984,358.1846,1744631.0
2022-03-10,353.9508,368.6235,351.8111,367.2058,1768770.0
2022-03-11,371.8863,380.9851,371.3668,378.2079,2144281.0
2022-03-12,371.8863,380.9851,371.3668,378.2079,2144281.0
2022-03-13,371.8863,380.9851,371.3668,378.2079,2144281.0
2022-03-14,381.626,387.9864,375.2643,382.4611,2466492.0
2022-03-15,381.1308,383.5681,370.6919,377.2271,2197686.0
2022-03-16,378.7128,389.2779,370.9541,376.9649,2271469.0
2022-03-17,373.4108,395.4442,372.9059,394.3954,2783769.0
2022-03-18,395.8617,402.9212,392.3854,401.1928,2941714.0
2022-03-19,395.8617,402.9212,392.3854,401.1928,2941714.0
2022-03-20,395.8617,402.9212,392.3854,401.1928,2941714.0
2022-03-21,402.9893,414.4478,402.4164,410.0683,2750186.0
2022-03-22,412.6999,423.6534,410.9617,415.1761,2234410.0
2022-03-23,410.9034,422.4105,408.3822,419.0312,2633453.0
2022-03-24,417.9824,422.8766,413.5059,419.7109,1878464.0
2022-03-25,419.8274,424.2992,415.7296,423.8185,1458985.0
2022-03-26,419.8274,424.2992,415.7296,423.8185,1458985.0
2022-03-27,419.8274,424.2992,415.7296,423.8185,1458985.0
2022-03-28,425.3042,425.3042,414.9916,420.0896,1656181.0
2022-03-29,412.2046,412.2046,397.4931,400.9695,3572931.0
2022-03-30,402.8485,413.4113,402.5759,404.5521,1693825.0
2022-03-31,403.2379,409.5464,402.3617,404.4645,1953856.0
2022-04-01,406.0124,410.7572,402.8679,405.7691,1480945.0
2022-04-02,406.0124,410.7572,402.8679,405.7691,1480945.0
2022-04-03,406.0124,410.7572,402.8679,405.7691,1480945.0
2022-04-04,407.4825,407.6382,397.0462,406.4019,1072509.0
2022-04-05,407.6188,411.289,400.3367,402.7608,1398963.0
2022-04-06,399.7137,403.7733,395.2938,400.3659,1236956.0
2022-04-07,398.9251,401.6121,391.1855,398.6233,1637540.0
2022-04-08,402.2059,408.8162,396.871,407.2294,1342090.0
2022-04-09,402.2059,408.8162,396.871,407.2294,1342090.0
2022-04-10,402.2059,408.8162,396.871,407.2294,1342090.0
2022-04-11,405.4673,414.2972,405.4673,407.4338,1437702.0
2022-04-12,411.6297,416.1859,406.4581,408.6215,1119706.0
2022-04-13,411.1527,416.6337,410.0623,415.9814,1153299.0
2022-04-14,416.6045,427.7806,416.6045,425.1911,1522854.0
2022-04-15,416.6045,427.7806,416.6045,425.1911,1522854.0
2022-04-16,416.6045,427.7806,416.6045,425.1911,1522854.0
2022-04-17,416.6045,427.7806,416.6045,425.1911,1522854.0
2022-04-18,421.0536,433.7386,420.8004,426.8461,1525824.0
2022-04-19,428.1604,429.8348,423.2343,426.2328,1207841.0
2022-04-20,432.9209,434.9361,424.9769,425.8141,1718154.0
2022-04-21,429.1826,429.3675,412.3209,413.129,1641295.0
2022-04-22,408.6215,409.6729,390.9811,392.8892,2148752.0
2022-04-23,408.6215,409.6729,390.9811,392.8892,2148752.0
2022-04-24,408.6215,409.6729,390.9811,392.8892,2148752.0
2022-04-25,381.5573,381.5573,362.3368,375.3072,4496293.0
2022-04-26,374.8399,380.3014,370.0306,371.6662,1559201.0
2022-04-27,371.8025,379.7453,365.5622,375.3266,1599184.0
2022-04-28,377.5755,379.7368,365.0753,374.6354,1515758.0
2022-04-29,375.9302,379.6491,366.3098,367.5578,1526979.0
2022-04-30,375.9302,379.6491,366.3098,367.5578,1526979.0
2022-05-01,375.9302,379.6491,366.3098,367.5578,1526979.0
2022-05-02,365.0364,372.3653,361.7653,371.1405,1563384.0
2022-05-03,375.6187,380.3793,373.3406,379.1332,1468182.0
2022-05-04,380.8855,387.8609,374.5673,385.8603,1750067.0
2022-05-05,383.4654,385.6753,369.0766,372.9025,1465798.0
2022-05-06,373.4185,373.4185,361.7994,367.4702,1516137.0
2022-05-07,373.4185,373.4185,361.7994,367.4702,1516137.0
2022-05-08,373.4185,373.4185,361.7994,367.4702,1516137.0
2022-05-09,362.1547,364.6324,352.7991,354.8824,1818242.0
2022-05-10,358.2509,361.6582,350.9592,355.0966,1344373.0
2022-05-11,356.2064,364.5788,352.6044,354.3957,1381148.0
2022-05-12,353.2372,357.8419,344.9232,353.3735,1889445.0
2022-05-13,354.9019,360.2077,353.612,356.9853,1750265.0
2022-05-14,354.9019,360.2077,353.612,356.9853,1750265.0
2022-05-15,354.9019,360.2077,353.612,356.9853,1750265.0
2022-05-16,359.1562,372.3087,356.3427,364.5399,1896365.0
2022-05-17,371.413,375.7939,367.3534,374.0903,1229306.0
2022-05-18,373.8371,374.8983,357.6278,358.9129,1543399.0
2022-05-19,354.7559,360.6458,346.8702,354.97,2253562.0
2022-05-20,330.6414,335.2559,299.4981,305.018,8814282.0
2022-05-21,330.6414,335.2559,299.4981,305.018,8814282.0
2022-05-22,330.6414,335.2559,299.4981,305.018,8814282.0
2022-05-23,308.5617,328.3439,307.812,326.4844,4286439.0
2022-05-24,323.5249,328.9864,318.5404,328.1102,1900563.0
2022-05-25,328.6457,336.58,327.3217,333.893,2005767.0
2022-05-26,334.3701,339.6856,331.391,338.3129,1349975.0
2022-05-27,344.524,351.329,343.0053,351.183,1967954.0
2022-05-28,344.524,351.329,343.0053,351.183,1967954.0
2022-05-29,344.524,351.329,343.0053,351.183,1967954.0
2022-05-30,344.524,351.329,343.0053,351.183,1967954.0
2022-05-31,348.8173,352.5654,345.3905,348.3111,2705027.0
2022-06-01,353.4708,353.4708,339.3351,342.8301,1714911.0
2022-06-02,344.5046,351.845,341.7232,351.5237,1161603.0
2022-06-03,347.9606,354.016,347.5712,351.4459,1082196.0
2022-06-04,347.9606,354.016,347.5712,351.4459,1082196.0
2022-06-05,347.9606,354.016,347.5712,351.4459,1082196.0
2022-06-06,353.5584,354.1815,349.0899,353.3053,1011087.0
2022-06-07,351.2025,358.7571,348.5253,358.1048,987066.0
2022-06-08,351.3972,355.1063,344.6603,345.6241,1772674.0
2022-06-09,341.8079,344.3196,336.1614,336.1906,1415717.0
2022-06-10,327.9642,331.9752,324.5568,326.3579,1329078.0
2022-06-11,327.9642,331.9752,324.5568,326.3579,1329078.0
2022-06-12,327.9642,331.9752,324.5568,326.3579,1329078.0
2022-06-13,316.3986,324.8489,313.7701,316.3013,1816892.0
2022-06-14,317.5377,321.6654,314.0378,317.9368,1630617.0
2022-06-15,319.6892,326.3968,316.8574,321.8309,1442602.0
2022-06-16,314.0037,315.3179,306.3128,309.1653,1799615.0
2022-06-17,306.4004,317.8395,306.4004,314.179,2329130.0
2022-06-18,306.4004,317.8395,306.4004,314.179,2329130.0
2022-06-19,306.4004,317.8395,306.4004,314.179,2329130.0
2022-06-20,306.4004,317.8395,306.4004,314.179,2329130.0
2022-06-21,322.1425,326.0074,319.1732,320.5556,1425481.0
2022-06-22,312.5045,315.2848,309.2237,309.5157,1636951.0
2022-06-23,306.4588,308.7077,287.767,289.6362,4232850.0
2022-06-24,292.9072,305.5535,291.4275,302.6426,2297021.0
2022-06-25,292.9072,305.5535,291.4275,302.6426,2297021.0
2022-06-26,292.9072,305.5535,291.4275,302.6426,2297021.0
2022-06-27,309.2237,312.2027,302.9736,306.9845,1708324.0
2022-06-28,309.9636,311.7062,300.3158,300.9778,1818289.0
2022-06-29,300.1766,300.6945,290.8745,293.7668,1800770.0
2022-06-30,290.9723,297.6166,287.5524,292.6138,2082060.0
2022-07-01,293.7082,297.8902,287.5817,294.7243,1373593.0
2022-07-02,293.7082,297.8902,287.5817,294.7243,1373593.0
2022-07-03,293.7082,297.8902,287.5817,294.7243,1373593.0
2022-07-04,293.7082,297.8902,287.5817,294.7243,1373593.0
2022-07-05,287.142,288.0507,281.123,285.4418,2148353.0
2022-07-06,283.2043,285.266,277.3123,282.5203,2083233.0
2022-07-07,291.0016,297.6166,288.7738,297.0108,2051984.0
2022-07-08,297.7241,300.968,294.3628,297.6654,1516174.0
