,DE US Equity,DE US Equity,DE US Equity,DE US Equity,DE US Equity
2019-04-22,156.7165,158.3187,156.3998,157.5642,1376696.0
2019-04-23,157.1729,157.7039,156.0086,156.2694,1891186.0
2019-04-24,155.8409,156.2321,153.9406,153.9872,1463430.0
2019-04-25,152.7669,153.256,150.196,150.7269,1256558.0
2019-04-26,151.677,153.7264,150.5406,153.7077,988508.0
2019-04-27,151.677,153.7264,150.5406,153.7077,988508.0
2019-04-28,151.677,153.7264,150.5406,153.7077,988508.0
2019-04-29,154.0803,155.2168,153.7543,154.9001,889681.0
2019-04-30,155.254,155.254,152.1521,154.2853,1573710.0
2019-05-01,154.2666,155.8595,153.2699,153.2699,1327463.0
2019-05-02,153.6891,155.2354,151.0436,152.8787,1702396.0
2019-05-03,153.8102,155.7757,153.1814,155.4776,1050842.0
2019-05-04,153.8102,155.7757,153.1814,155.4776,1050842.0
2019-05-05,153.8102,155.7757,153.1814,155.4776,1050842.0
2019-05-06,150.2053,150.4381,147.299,149.2086,2913176.0
2019-05-07,147.4946,147.9976,144.6646,146.9543,2182222.0
2019-05-08,146.3861,146.9823,144.7094,144.9329,1806538.0
2019-05-09,143.219,145.5943,141.3952,144.8305,2025996.0
2019-05-10,144.2157,145.6316,141.5609,145.3614,1753990.0
2019-05-11,144.2157,145.6316,141.5609,145.3614,1753990.0
2019-05-12,144.2157,145.6316,141.5609,145.3614,1753990.0
2019-05-13,139.7258,140.2315,135.236,136.2606,3172762.0
2019-05-14,136.2047,138.7291,135.4875,137.0338,2325422.0
2019-05-15,135.8135,136.568,134.1554,134.9193,2330525.0
2019-05-16,136.1768,137.9187,135.0683,135.9905,2893384.0
2019-05-17,130.4108,131.6869,124.0486,125.5856,7817465.0
2019-05-18,130.4108,131.6869,124.0486,125.5856,7817465.0
2019-05-19,130.4108,131.6869,124.0486,125.5856,7817465.0
2019-05-20,124.7938,126.6848,123.5922,126.0979,3715321.0
2019-05-21,127.6722,129.945,127.2064,129.3768,3567339.0
2019-05-22,128.4732,130.4853,128.2869,129.2743,2626832.0
2019-05-23,127.3089,128.3708,126.1724,127.1226,2584459.0
2019-05-24,128.7154,129.8519,128.0168,129.4327,2597214.0
2019-05-25,128.7154,129.8519,128.0168,129.4327,2597214.0
2019-05-26,128.7154,129.8519,128.0168,129.4327,2597214.0
2019-05-27,128.7154,129.8519,128.0168,129.4327,2597214.0
2019-05-28,130.8486,130.8486,128.1286,128.1472,2054430.0
2019-05-29,127.7839,131.6869,127.1878,131.4634,3013158.0
2019-05-30,131.6311,133.8527,131.6311,131.9757,3110615.0
2019-05-31,129.945,131.1187,128.3616,130.5691,2206626.0
2019-06-01,129.945,131.1187,128.3616,130.5691,2206626.0
2019-06-02,129.945,131.1187,128.3616,130.5691,2206626.0
2019-06-03,129.9823,133.9505,129.9823,133.4754,2213614.0
2019-06-04,135.0683,136.5401,134.0343,135.6458,1872086.0
2019-06-05,136.2699,136.8847,134.2858,136.2047,1634160.0
2019-06-06,135.9439,137.0897,134.9208,136.4562,1391287.0
2019-06-07,137.2015,138.9806,136.5215,138.5242,1555844.0
2019-06-08,137.2015,138.9806,136.5215,138.5242,1555844.0
2019-06-09,137.2015,138.9806,136.5215,138.5242,1555844.0
2019-06-10,139.4184,140.8716,139.3998,139.5488,1708546.0
2019-06-11,141.0765,142.1096,138.6546,139.7258,2019792.0
2019-06-12,139.0272,139.5861,137.5927,138.5987,1344071.0
2019-06-13,139.3625,141.8124,138.7943,141.151,1192482.0
2019-06-14,141.2721,141.6773,139.2787,141.1324,1013456.0
2019-06-15,141.2721,141.6773,139.2787,141.1324,1013456.0
2019-06-16,141.2721,141.6773,139.2787,141.1324,1013456.0
2019-06-17,142.7998,144.5697,141.831,143.7965,1742204.0
2019-06-18,145.2124,149.0129,144.8584,148.4634,2616958.0
2019-06-19,148.454,150.4009,148.1746,148.985,1671408.0
2019-06-20,151.1368,151.9565,149.8327,151.6118,1945060.0
2019-06-21,152.2639,153.419,151.0064,153.0277,2380789.0
2019-06-22,152.2639,153.419,151.0064,153.0277,2380789.0
2019-06-23,152.2639,153.419,151.0064,153.0277,2380789.0
2019-06-24,153.8195,156.8469,153.6008,155.4496,2582432.0
2019-06-25,155.9247,155.9247,154.5461,154.9187,2084801.0
2019-06-26,154.7324,155.1702,154.2853,154.7417,2025659.0
2019-06-27,154.62,154.8446,153.1883,154.2364,2072103.0
2019-06-28,154.2457,156.3325,154.2457,155.0692,6514867.0
2019-06-29,154.2457,156.3325,154.2457,155.0692,6514867.0
2019-06-30,154.2457,156.3325,154.2457,155.0692,6514867.0
2019-07-01,157.4929,158.0263,152.4865,154.5358,2427599.0
2019-07-02,154.8072,155.0318,153.5533,154.5265,1370969.0
2019-07-03,155.1722,155.1813,152.3367,154.6762,918563.0
2019-07-04,155.1722,155.1813,152.3367,154.6762,918563.0
2019-07-05,153.0947,153.469,151.1831,152.9263,1291707.0
2019-07-06,153.0947,153.469,151.1831,152.9263,1291707.0
2019-07-07,153.0947,153.469,151.1831,152.9263,1291707.0
2019-07-08,152.5707,154.096,151.6068,153.3661,1384106.0
2019-07-09,151.5975,153.1041,150.7646,152.8608,1486156.0
2019-07-10,151.794,152.6502,150.3086,150.4839,1753247.0
2019-07-11,150.3997,150.9424,149.1363,150.905,2012757.0
2019-07-12,151.7098,154.7885,151.7004,154.7511,2268640.0
2019-07-13,151.7098,154.7885,151.7004,154.7511,2268640.0
2019-07-14,151.7098,154.7885,151.7004,154.7511,2268640.0
2019-07-15,156.1828,157.0344,154.6762,155.3406,1983824.0
2019-07-16,154.6013,155.9021,154.1709,155.481,1345224.0
2019-07-17,155.4061,155.8834,152.6081,152.6081,1368192.0
2019-07-18,152.2993,153.338,151.6232,152.7578,1410275.0
2019-07-19,153.5158,155.874,153.0292,154.9756,2690404.0
2019-07-20,153.5158,155.874,153.0292,154.9756,2690404.0
2019-07-21,153.5158,155.874,153.0292,154.9756,2690404.0
2019-07-22,154.9663,155.8834,153.9931,154.5358,970306.0
2019-07-23,155.4155,158.0876,154.8353,157.5397,2176805.0
2019-07-24,155.1534,157.6598,154.4703,156.4448,1775551.0
2019-07-25,156.2764,156.5946,154.7323,156.1922,1180640.0
2019-07-26,156.2951,160.0149,156.1267,159.4487,1950015.0
2019-07-27,156.2951,160.0149,156.1267,159.4487,1950015.0
2019-07-28,156.2951,160.0149,156.1267,159.4487,1950015.0
2019-07-29,159.3551,160.2254,158.2696,159.3271,1459581.0
2019-07-30,158.2977,159.768,156.9034,159.1118,1400678.0
2019-07-31,159.1773,159.4019,154.0539,155.0131,2000280.0
2019-08-01,155.2377,156.4261,150.3435,150.8582,2193781.0
2019-08-02,149.5762,149.5762,147.0121,148.5094,2270178.0
2019-08-03,149.5762,149.5762,147.0121,148.5094,2270178.0
2019-08-04,149.5762,149.5762,147.0121,148.5094,2270178.0
2019-08-05,144.6726,145.44,138.2251,141.36,3243281.0
2019-08-06,142.6326,144.4387,140.7517,142.9695,1824753.0
2019-08-07,140.7798,141.8466,139.0579,141.5284,1747082.0
2019-08-08,142.3332,145.2341,141.7249,145.1031,1661318.0
2019-08-09,144.0363,145.9921,143.5965,144.8972,1742882.0
2019-08-10,144.0363,145.9921,143.5965,144.8972,1742882.0
2019-08-11,144.0363,145.9921,143.5965,144.8972,1742882.0
2019-08-12,144.0644,144.4293,137.3922,137.6074,3738303.0
2019-08-13,136.6249,140.4242,136.1476,137.7197,2906229.0
2019-08-14,134.8562,135.4832,132.7414,133.9766,3001003.0
2019-08-15,134.5849,135.9979,132.1752,134.4819,2402727.0
2019-08-16,134.5474,141.2944,134.276,139.6475,3492991.0
2019-08-17,134.5474,141.2944,134.276,139.6475,3492991.0
2019-08-18,134.5474,141.2944,134.276,139.6475,3492991.0
2019-08-19,140.5458,143.4093,139.7691,142.6045,1993623.0
2019-08-20,142.2864,142.7917,141.4146,142.3332,1583702.0
2019-08-21,144.4387,145.2809,143.7462,144.9159,1855215.0
2019-08-22,145.5242,146.1839,143.2222,145.3932,1717095.0
2019-08-23,141.3038,143.9427,136.9056,137.5794,2994795.0
2019-08-24,141.3038,143.9427,136.9056,137.5794,2994795.0
2019-08-25,141.3038,143.9427,136.9056,137.5794,2994795.0
2019-08-26,140.6862,142.146,138.7585,141.126,1864103.0
2019-08-27,141.8559,142.8759,140.0405,140.4616,1249088.0
2019-08-28,139.8908,143.6152,139.4042,142.9134,1484829.0
2019-08-29,145.2809,147.6391,145.047,146.4319,1620732.0
2019-08-30,148.0602,148.3128,144.8224,144.9627,1636557.0
2019-08-31,148.0602,148.3128,144.8224,144.9627,1636557.0
2019-09-01,148.0602,148.3128,144.8224,144.9627,1636557.0
2019-09-02,148.0602,148.3128,144.8224,144.9627,1636557.0
2019-09-03,143.8866,143.8866,140.4242,141.1354,2060529.0
2019-09-04,141.6968,142.2396,141.3506,141.9776,1563577.0
2019-09-05,142.9695,147.1057,142.5484,146.2635,1675709.0
2019-09-06,146.9466,147.6859,146.0904,146.4693,1083179.0
2019-09-07,146.9466,147.6859,146.0904,146.4693,1083179.0
2019-09-08,146.9466,147.6859,146.0904,146.4693,1083179.0
2019-09-09,146.6378,148.9585,146.6191,148.1912,1725666.0
2019-09-10,148.6872,153.5065,148.1539,153.5065,2702943.0
2019-09-11,153.5626,154.5826,152.3274,154.5452,2213323.0
2019-09-12,151.7004,153.1789,149.3843,152.7765,2732780.0
2019-09-13,154.3393,155.8927,152.6755,154.7978,1789258.0
2019-09-14,154.3393,155.8927,152.6755,154.7978,1789258.0
2019-09-15,154.3393,155.8927,152.6755,154.7978,1789258.0
2019-09-16,153.6,154.854,152.4397,154.0211,1164676.0
2019-09-17,152.5239,153.703,151.8759,153.4597,1349934.0
2019-09-18,152.9731,154.9944,152.3648,154.7604,1219777.0
2019-09-19,154.5452,155.3406,153.1883,153.8808,986245.0
2019-09-20,154.2457,155.9957,152.421,153.5345,2954268.0
2019-09-21,154.2457,155.9957,152.421,153.5345,2954268.0
2019-09-22,154.2457,155.9957,152.421,153.5345,2954268.0
2019-09-23,152.4303,155.4155,152.3087,154.6013,1450327.0
2019-09-24,154.9756,155.6307,153.4182,155.3032,3183471.0
2019-09-25,155.0412,155.5652,153.8714,154.5826,2816157.0
2019-09-26,154.5639,156.2015,154.1709,155.7243,1820076.0
2019-09-27,156.5233,157.2848,155.1132,156.2977,1613090.0
2019-09-28,156.5233,157.2848,155.1132,156.2977,1613090.0
2019-09-29,156.5233,157.2848,155.1132,156.2977,1613090.0
2019-09-30,156.7866,158.9017,156.6738,158.5727,1841582.0
2019-10-01,159.4376,160.011,154.7842,155.5833,2312631.0
2019-10-02,154.1731,155.0944,151.4281,153.4681,2659203.0
2019-10-03,153.4305,155.2918,150.9863,154.9534,1386641.0
2019-10-04,154.9252,157.7266,154.3142,157.642,1255108.0
2019-10-05,154.9252,157.7266,154.3142,157.642,1255108.0
2019-10-06,154.9252,157.7266,154.3142,157.642,1255108.0
2019-10-07,157.8771,158.5727,156.4387,156.5703,1241679.0
2019-10-08,154.4458,156.2319,153.1014,155.085,1853118.0
2019-10-09,156.4293,157.5668,154.7795,156.4575,2095641.0
2019-10-10,156.5327,159.7666,156.0815,157.7454,2014842.0
2019-10-11,159.8136,162.8783,159.3248,160.7067,5041681.0
2019-10-12,159.8136,162.8783,159.3248,160.7067,5041681.0
2019-10-13,159.8136,162.8783,159.3248,160.7067,5041681.0
2019-10-14,160.5657,160.7067,158.4693,158.8077,1776378.0
2019-10-15,159.4,162.6621,158.0745,162.2954,1927242.0
2019-10-16,161.7502,163.668,160.7537,160.8101,1834100.0
2019-10-17,161.722,162.6339,161.0451,161.8254,1219828.0
2019-10-18,161.722,163.8103,161.2237,163.4987,1783323.0
2019-10-19,161.722,163.8103,161.2237,163.4987,1783323.0
2019-10-20,161.722,163.8103,161.2237,163.4987,1783323.0
2019-10-21,164.1944,165.1909,163.5739,163.6021,1509216.0
2019-10-22,164.279,165.8215,163.1885,164.655,1580270.0
2019-10-23,163.2731,165.2849,163.1039,164.514,1299770.0
2019-10-24,164.514,164.514,160.6691,161.7972,2561219.0
2019-10-25,161.8818,163.668,161.8254,162.7373,2135408.0
2019-10-26,161.8818,163.668,161.8254,162.7373,2135408.0
2019-10-27,161.8818,163.668,161.8254,162.7373,2135408.0
2019-10-28,163.9876,164.8807,162.6245,162.9629,1455287.0
2019-10-29,161.9758,164.1756,161.4541,163.6774,1622648.0
2019-10-30,164.1568,164.1568,162.2672,163.4047,1646669.0
2019-10-31,163.0475,163.9312,160.1379,163.7056,2245570.0
2019-11-01,165.3601,165.6985,164.3166,165.5575,3120858.0
2019-11-02,165.3601,165.6985,164.3166,165.5575,3120858.0
2019-11-03,165.3601,165.6985,164.3166,165.5575,3120858.0
2019-11-04,167.0992,168.5752,167.0992,168.3684,1999133.0
2019-11-05,168.4812,168.9277,167.5129,168.1991,1321917.0
2019-11-06,167.8795,167.9402,164.7396,165.4259,1939926.0
2019-11-07,167.165,168.4248,166.8881,167.2309,1657366.0
2019-11-08,167.7949,168.1897,166.648,167.6727,1715709.0
2019-11-09,167.7949,168.1897,166.648,167.6727,1715709.0
2019-11-10,167.7949,168.1897,166.648,167.6727,1715709.0
2019-11-11,166.6574,169.6657,165.9993,169.0264,1413855.0
2019-11-12,169.0264,169.0264,165.5011,165.8207,1436219.0
2019-11-13,164.5422,165.2567,162.3518,165.1439,1840744.0
2019-11-14,162.8407,166.1216,162.6339,163.9312,1311502.0
2019-11-15,165.0123,165.2943,163.6303,164.0252,1645798.0
2019-11-16,165.0123,165.2943,163.6303,164.0252,1645798.0
2019-11-17,165.0123,165.2943,163.6303,164.0252,1645798.0
2019-11-18,163.5739,164.4341,162.051,164.4294,1441745.0
2019-11-19,165.7643,165.7643,162.9958,163.2449,1236084.0
2019-11-20,162.5493,163.0193,159.5692,161.7596,2060885.0
2019-11-21,162.38,165.7361,161.91,165.4823,1683232.0
2019-11-22,165.6139,166.3754,164.1474,164.8713,1295398.0
2019-11-23,165.6139,166.3754,164.1474,164.8713,1295398.0
2019-11-24,165.6139,166.3754,164.1474,164.8713,1295398.0
2019-11-25,165.5293,166.3284,164.702,166.0276,1678004.0
2019-11-26,166.3566,167.6539,166.0182,166.0652,2828034.0
2019-11-27,158.4035,162.0416,157.0404,158.9299,7626685.0
2019-11-28,158.4035,162.0416,157.0404,158.9299,7626685.0
2019-11-29,158.2155,159.1744,157.6514,157.9805,1394372.0
2019-11-30,158.2155,159.1744,157.6514,157.9805,1394372.0
2019-12-01,158.2155,159.1744,157.6514,157.9805,1394372.0
2019-12-02,155.3952,157.219,154.897,155.3858,2743126.0
2019-12-03,153.5433,154.4552,152.3306,153.7031,2016165.0
2019-12-04,154.2389,156.8618,153.8911,155.367,1756395.0
2019-12-05,155.6303,155.9405,154.0321,154.7184,1233976.0
2019-12-06,157.0592,157.4446,154.5962,155.3106,1547600.0
2019-12-07,157.0592,157.4446,154.5962,155.3106,1547600.0
2019-12-08,157.0592,157.4446,154.5962,155.3106,1547600.0
2019-12-09,155.4893,158.0839,155.2166,157.8395,1740671.0
2019-12-10,157.501,159.8136,156.6832,159.7196,1643118.0
2019-12-11,160.3965,160.4529,158.2719,159.5316,1245887.0
2019-12-12,159.3436,163.7244,158.5163,163.4047,2169000.0
2019-12-13,163.3295,165.8301,160.8898,162.1638,1775551.0
2019-12-14,163.3295,165.8301,160.8898,162.1638,1775551.0
2019-12-15,163.3295,165.8301,160.8898,162.1638,1775551.0
2019-12-16,163.7902,164.5046,162.3236,162.4928,1408771.0
2019-12-17,162.1262,163.8184,161.3648,163.4235,1246980.0
2019-12-18,162.3706,163.1913,160.9605,162.2672,2209242.0
2019-12-19,162.9159,163.2214,161.6186,162.4082,1249068.0
2019-12-20,164.8713,165.9993,162.934,164.185,2593597.0
2019-12-21,164.8713,165.9993,162.934,164.185,2593597.0
2019-12-22,164.8713,165.9993,162.934,164.185,2593597.0
2019-12-23,165.1251,165.1251,163.0569,164.561,1005712.0
2019-12-24,164.467,164.9841,163.5927,164.044,332329.0
2019-12-25,164.467,164.9841,163.5927,164.044,332329.0
2019-12-26,164.326,164.6362,163.1697,164.326,518055.0
2019-12-27,164.5234,165.3225,163.856,165.2755,719572.0
2019-12-28,164.5234,165.3225,163.856,165.2755,719572.0
2019-12-29,164.5234,165.3225,163.856,165.2755,719572.0
2019-12-30,165.1244,165.3369,163.8215,164.4352,953007.0
2019-12-31,164.3974,164.9167,162.8679,163.5855,748231.0
2020-01-01,164.3974,164.9167,162.8679,163.5855,748231.0
2020-01-02,164.5107,167.0033,164.0292,166.9844,1457269.0
2020-01-03,164.4824,165.9459,163.8593,165.7476,1301141.0
2020-01-04,164.4824,165.9459,163.8593,165.7476,1301141.0
2020-01-05,164.4824,165.9459,163.8593,165.7476,1301141.0
2020-01-06,164.7373,167.0033,164.0339,166.9372,1235688.0
2020-01-07,166.1819,166.5879,163.8027,164.0387,1234414.0
2020-01-08,164.7562,166.9089,164.2747,166.078,1713892.0
2020-01-09,166.6729,168.429,166.2763,167.6831,1459108.0
2020-01-10,168.1552,168.4385,163.7271,163.746,2560929.0
2020-01-11,168.1552,168.4385,163.7271,163.746,2560929.0
2020-01-12,168.1552,168.4385,163.7271,163.746,2560929.0
2020-01-13,164.3597,165.2661,163.8782,164.9828,1301182.0
2020-01-14,165.115,165.2755,163.746,163.9726,1039875.0
2020-01-15,163.4533,165.3699,162.5374,163.2644,1139201.0
2020-01-16,164.2841,165.757,163.3872,165.6721,1410386.0
2020-01-17,165.8987,167.1261,165.7287,166.3613,1653410.0
2020-01-18,165.8987,167.1261,165.7287,166.3613,1653410.0
2020-01-19,165.8987,167.1261,165.7287,166.3613,1653410.0
2020-01-20,165.8987,167.1261,165.7287,166.3613,1653410.0
2020-01-21,165.3227,165.6343,162.764,162.9245,1655116.0
2020-01-22,163.4061,163.9631,161.0929,161.6027,1285791.0
2020-01-23,160.7719,162.5658,159.2423,162.4525,1245087.0
2020-01-24,162.443,162.443,159.6011,160.6208,1103310.0
2020-01-25,162.443,162.443,159.6011,160.6208,1103310.0
2020-01-26,162.443,162.443,159.6011,160.6208,1103310.0
2020-01-27,156.9008,158.6097,153.8323,154.1627,1586842.0
2020-01-28,155.5979,156.4193,153.3319,153.8795,1750799.0
2020-01-29,154.7576,154.7576,151.0659,151.2169,1959814.0
2020-01-30,150.1217,152.8031,149.6827,152.1139,2496365.0
2020-01-31,150.8015,152.2178,148.5431,149.7252,1693403.0
2020-02-01,150.8015,152.2178,148.5431,149.7252,1693403.0
2020-02-02,150.8015,152.2178,148.5431,149.7252,1693403.0
2020-02-03,150.5371,152.416,148.4978,149.4514,1813590.0
2020-02-04,152.3216,155.9,151.6796,155.2485,1412631.0
2020-02-05,158.081,159.3462,157.2124,158.9496,1476920.0
2020-02-06,159.3273,159.705,156.7781,159.4312,1805066.0
2020-02-07,158.0716,159.4689,157.354,158.0999,1711059.0
2020-02-08,158.0716,159.4689,157.354,158.0999,1711059.0
2020-02-09,158.0716,159.4689,157.354,158.0999,1711059.0
2020-02-10,157.1652,158.893,156.8536,158.8458,807667.0
2020-02-11,159.6577,161.5083,159.1857,160.753,1315709.0
2020-02-12,162.3958,163.5288,160.7058,162.2353,1008231.0
2020-02-13,161.3195,162.3061,160.3753,161.2251,831113.0
2020-02-14,161.2911,162.6885,157.845,158.6853,1152603.0
2020-02-15,161.2911,162.6885,157.845,158.6853,1152603.0
2020-02-16,161.2911,162.6885,157.845,158.6853,1152603.0
2020-02-17,161.2911,162.6885,157.845,158.6853,1152603.0
2020-02-18,158.0527,158.0904,155.0408,157.0141,1177464.0
2020-02-19,157.2029,157.9016,155.6451,155.7206,1244916.0
2020-02-20,155.5601,157.439,155.3146,156.5703,2048513.0
2020-02-21,167.9758,171.828,166.1725,167.5226,5917095.0
2020-02-22,167.9758,171.828,166.1725,167.5226,5917095.0
2020-02-23,167.9758,171.828,166.1725,167.5226,5917095.0
2020-02-24,162.8773,166.5124,161.9237,162.2636,2292877.0
2020-02-25,162.5658,163.2881,156.542,157.3446,2358560.0
2020-02-26,158.8835,159.9221,156.3626,157.5995,2545782.0
2020-02-27,155.2202,157.2501,151.0281,151.0564,2957507.0
2020-02-28,146.6189,150.0462,144.1357,147.7424,3053876.0
2020-02-29,146.6189,150.0462,144.1357,147.7424,3053876.0
2020-03-01,146.6189,150.0462,144.1357,147.7424,3053876.0
