,IDA US Equity,IDA US Equity,IDA US Equity,IDA US Equity,IDA US Equity
2022-05-31,103.2829,103.804,101.9731,103.2829,248445.0
2022-06-01,103.7093,103.7093,102.4587,102.8756,241306.0
2022-06-02,103.065,103.065,100.0524,101.9187,182983.0
2022-06-03,101.625,102.2598,101.5019,101.7766,155850.0
2022-06-04,101.625,102.2598,101.5019,101.7766,155850.0
2022-06-05,101.625,102.2598,101.5019,101.7766,155850.0
2022-06-06,102.184,102.6851,101.5729,102.2503,176461.0
2022-06-07,102.1745,103.6998,101.6345,103.6335,175367.0
2022-06-08,103.4345,103.4345,101.6534,101.7861,186772.0
2022-06-09,101.7387,103.0982,100.3461,100.4313,240501.0
2022-06-10,99.3797,101.3787,98.8303,100.5071,168789.0
2022-06-11,99.3797,101.3787,98.8303,100.5071,168789.0
2022-06-12,99.3797,101.3787,98.8303,100.5071,168789.0
2022-06-13,99.6355,99.6545,94.8513,95.2492,230093.0
2022-06-14,95.2492,95.3439,91.8007,93.2692,233930.0
2022-06-15,93.7618,95.3155,92.5302,94.1313,215420.0
2022-06-16,92.985,93.2407,92.4355,92.7576,271580.0
2022-06-17,93.2597,94.8844,92.7576,92.9755,549442.0
2022-06-18,93.2597,94.8844,92.7576,92.9755,549442.0
2022-06-19,93.2597,94.8844,92.7576,92.9755,549442.0
2022-06-20,93.2597,94.8844,92.7576,92.9755,549442.0
2022-06-21,92.5871,93.3497,92.2081,93.0892,201880.0
2022-06-22,92.7481,94.5055,92.7481,94.0555,268225.0
2022-06-23,94.8039,96.3632,94.2829,95.6092,303302.0
2022-06-24,95.9597,99.6545,95.9597,98.6882,498191.0
2022-06-25,95.9597,99.6545,95.9597,98.6882,498191.0
2022-06-26,95.9597,99.6545,95.9597,98.6882,498191.0
2022-06-27,98.5082,100.4408,98.4324,100.0524,175090.0
2022-06-28,100.384,101.3124,100.1803,100.4219,170097.0
2022-06-29,100.8671,100.8671,99.3987,99.9955,168631.0
2022-06-30,99.2566,101.1987,99.0671,100.3461,206099.0
2022-07-01,100.905,103.5008,100.564,103.2071,153292.0
2022-07-02,100.905,103.5008,100.564,103.2071,153292.0
2022-07-03,100.905,103.5008,100.564,103.2071,153292.0
2022-07-04,100.905,103.5008,100.564,103.2071,153292.0
2022-07-05,102.6103,103.0745,97.2576,99.3324,197839.0
2022-07-06,99.3608,101.8713,98.7829,100.8955,214222.0
2022-07-07,101.085,101.7423,99.5692,100.1661,231976.0
2022-07-08,100.0334,100.8245,98.8397,99.4555,161982.0
2022-07-09,100.0334,100.8245,98.8397,99.4555,161982.0
2022-07-10,100.0334,100.8245,98.8397,99.4555,161982.0
2022-07-11,99.4555,100.4503,98.5555,100.0429,154255.0
2022-07-12,99.4461,100.6824,99.2945,99.7587,143751.0
2022-07-13,98.925,99.9639,98.6124,99.0766,97414.0
2022-07-14,98.1008,100.0429,97.9018,99.8345,123998.0
2022-07-15,100.5166,100.5166,98.3674,99.7966,175960.0
2022-07-16,100.5166,100.5166,98.3674,99.7966,175960.0
2022-07-17,100.5166,100.5166,98.3674,99.7966,175960.0
2022-07-18,99.3608,99.8061,98.3661,99.1145,164691.0
2022-07-19,99.5124,100.4266,99.3703,100.365,135246.0
2022-07-20,100.4408,100.8955,98.745,99.6829,241378.0
2022-07-21,99.7019,99.8913,98.4418,99.1524,178447.0
2022-07-22,99.5692,100.4124,99.0387,100.4124,148810.0
2022-07-23,99.5692,100.4124,99.0387,100.4124,148810.0
2022-07-24,99.5692,100.4124,99.0387,100.4124,148810.0
2022-07-25,100.5166,101.8998,100.1376,101.7861,131103.0
2022-07-26,101.4355,102.8007,101.4355,102.7619,153173.0
2022-07-27,102.4587,102.7145,101.5019,102.2503,222303.0
2022-07-28,103.2829,105.0924,102.904,104.8651,115865.0
2022-07-29,104.7419,106.1156,104.7419,105.8408,151063.0
2022-07-30,104.7419,106.1156,104.7419,105.8408,151063.0
2022-07-31,104.7419,106.1156,104.7419,105.8408,151063.0
2022-08-01,105.8314,106.2482,104.0219,105.5756,134764.0
2022-08-02,106.186,106.186,104.6885,105.051,147393.0
2022-08-03,105.1178,105.7234,102.7142,105.4897,246505.0
2022-08-04,105.4897,106.6486,105.0224,105.4802,155832.0
2022-08-05,105.0987,105.0987,102.7523,104.431,191695.0
2022-08-06,105.0987,105.0987,102.7523,104.431,191695.0
2022-08-07,105.0987,105.0987,102.7523,104.431,191695.0
2022-08-08,105.3085,105.7854,104.5693,105.4039,105223.0
2022-08-09,105.6233,107.1398,105.3562,106.9967,167684.0
2022-08-10,107.4927,107.8075,106.7058,107.2638,220137.0
2022-08-11,107.9314,108.6373,106.1288,106.2051,237743.0
2022-08-12,106.6343,108.5419,106.6343,108.5228,161757.0
2022-08-13,106.6343,108.5419,106.6343,108.5228,161757.0
2022-08-14,106.6343,108.5419,106.6343,108.5228,161757.0
2022-08-15,108.6945,109.6006,108.0745,109.4957,107132.0
2022-08-16,109.2954,110.0727,109.138,109.839,124922.0
2022-08-17,109.5911,110.0012,109.2858,109.7437,85467.0
2022-08-18,109.9058,110.5639,109.3621,109.6483,98690.0
2022-08-19,109.9821,110.3922,109.2238,109.9916,135764.0
2022-08-20,109.9821,110.3922,109.2238,109.9916,135764.0
2022-08-21,109.9821,110.3922,109.2238,109.9916,135764.0
2022-08-22,109.8772,109.8772,107.5595,108.1508,117395.0
2022-08-23,108.1317,108.1317,106.7964,106.8727,128855.0
2022-08-24,106.7964,106.7964,105.9046,106.6247,92336.0
2022-08-25,106.5103,107.5785,106.1669,107.5309,89126.0
2022-08-26,107.8456,108.0249,106.2909,106.3005,88018.0
2022-08-27,107.8456,108.0249,106.2909,106.3005,88018.0
2022-08-28,107.8456,108.0249,106.2909,106.3005,88018.0
2022-08-29,105.7473,107.4259,105.0225,106.7011,143124.0
2022-08-30,107.1112,107.1288,104.4072,104.9175,149597.0
2022-08-31,105.0414,105.3848,104.0304,104.1926,171962.0
2022-09-01,104.164,105.7377,103.9255,105.5374,95136.0
2022-09-02,105.3848,106.5771,103.8683,104.0972,130664.0
2022-09-03,105.3848,106.5771,103.8683,104.0972,130664.0
2022-09-04,105.3848,106.5771,103.8683,104.0972,130664.0
2022-09-05,105.3848,106.5771,103.8683,104.0972,130664.0
2022-09-06,104.3929,105.1464,103.0671,103.2579,133395.0
2022-09-07,103.6298,105.8808,103.4868,105.566,136857.0
2022-09-08,105.2322,106.1955,104.9842,105.2417,111116.0
2022-09-09,105.3467,106.4912,104.7744,105.9285,140806.0
2022-09-10,105.3467,106.4912,104.7744,105.9285,140806.0
2022-09-11,105.3467,106.4912,104.7744,105.9285,140806.0
2022-09-12,105.9571,107.0158,105.8951,106.7869,127995.0
2022-09-13,105.8903,105.8903,103.3055,103.5821,166188.0
2022-09-14,103.8969,104.9146,103.7634,104.164,140412.0
2022-09-15,103.2769,103.2769,102.0208,102.2754,138480.0
2022-09-16,102.4471,103.9827,101.8081,103.7347,432666.0
2022-09-17,102.4471,103.9827,101.8081,103.7347,432666.0
2022-09-18,102.4471,103.9827,101.8081,103.7347,432666.0
2022-09-19,103.8587,105.7663,103.42,105.6996,142976.0
2022-09-20,105.1082,105.5183,103.6871,104.5264,114925.0
2022-09-21,105.3753,105.9857,103.2006,103.2579,133732.0
2022-09-22,103.2388,104.8793,102.4853,104.288,221292.0
2022-09-23,103.3532,103.5631,102.1514,103.4009,195769.0
2022-09-24,103.3532,103.5631,102.1514,103.4009,195769.0
2022-09-25,103.3532,103.5631,102.1514,103.4009,195769.0
2022-09-26,103.1625,103.1625,100.1008,100.9401,213384.0
2022-09-27,101.2644,101.7509,98.4603,98.4698,273633.0
2022-09-28,99.6144,100.7961,98.4984,99.9005,254894.0
2022-09-29,99.5571,100.1866,95.6847,96.0281,196687.0
2022-09-30,96.3428,96.5288,94.2445,94.4352,374532.0
2022-10-01,96.3428,96.5288,94.2445,94.4352,374532.0
2022-10-02,96.3428,96.5288,94.2445,94.4352,374532.0
2022-10-03,96.1807,98.1264,95.4081,97.516,200398.0
2022-10-04,97.7545,99.3759,97.7545,98.8322,135983.0
2022-10-05,97.5637,97.5637,96.0138,96.7816,125075.0
2022-10-06,96.2475,96.2475,93.0904,93.3956,264734.0
2022-10-07,93.4528,93.615,91.3831,91.8791,131007.0
2022-10-08,93.4528,93.615,91.3831,91.8791,131007.0
2022-10-09,93.4528,93.615,91.3831,91.8791,131007.0
2022-10-10,92.0889,93.3193,92.0317,92.0698,155997.0
2022-10-11,91.5739,94.0156,91.5739,92.6898,264705.0
2022-10-12,92.7661,92.7868,90.1622,90.3244,211125.0
2022-10-13,89.3706,92.6517,89.2085,91.8982,222869.0
2022-10-14,92.7375,93.4576,90.0669,90.4007,175466.0
2022-10-15,92.7375,93.4576,90.0669,90.4007,175466.0
2022-10-16,92.7375,93.4576,90.0669,90.4007,175466.0
2022-10-17,91.5643,93.615,91.5643,92.5944,188391.0
2022-10-18,94.0728,94.7405,93.408,94.0633,139490.0
2022-10-19,92.7566,93.5864,91.9506,92.9569,131178.0
2022-10-20,92.8424,92.8424,90.5247,91.0493,145419.0
2022-10-21,91.5643,93.3098,90.8585,92.8233,107666.0
2022-10-22,91.5643,93.3098,90.8585,92.8233,107666.0
2022-10-23,91.5643,93.3098,90.8585,92.8233,107666.0
2022-10-24,93.2812,94.4543,92.6369,93.3765,129102.0
2022-10-25,93.4242,95.5607,92.9855,95.3795,169407.0
2022-10-26,96.1616,97.1249,94.9598,96.1425,275380.0
2022-10-27,96.896,98.0406,96.8102,97.0677,220814.0
2022-10-28,97.4397,99.6144,97.4397,99.4236,142378.0
2022-10-29,97.4397,99.6144,97.4397,99.4236,142378.0
2022-10-30,97.4397,99.6144,97.4397,99.4236,142378.0
2022-10-31,98.9276,99.8719,98.6033,99.8623,227542.0
2022-11-01,100.2179,100.2179,98.7187,98.9205,171568.0
2022-11-02,98.8148,100.2275,97.5942,98.0844,193356.0
2022-11-03,100.5254,100.5254,96.4121,97.9114,246355.0
2022-11-04,97.9787,100.0065,97.8777,99.7566,346367.0
2022-11-05,97.9787,100.0065,97.8777,99.7566,346367.0
2022-11-06,97.9787,100.0065,97.8777,99.7566,346367.0
2022-11-07,98.8436,98.9013,93.9951,95.7298,377720.0
2022-11-08,96.1238,97.8633,95.7202,97.7384,297721.0
2022-11-09,97.5366,98.3631,95.1628,95.6625,289428.0
2022-11-10,98.2189,100.1891,96.7572,99.9104,138913.0
2022-11-11,100.1891,100.1891,97.6903,98.1036,170569.0
2022-11-12,100.1891,100.1891,97.6903,98.1036,170569.0
2022-11-13,100.1891,100.1891,97.6903,98.1036,170569.0
2022-11-14,98.709,99.1223,97.6038,97.8633,196393.0
2022-11-15,98.5649,99.1896,97.4212,98.709,138159.0
2022-11-16,98.709,99.7662,98.403,99.3049,130596.0
2022-11-17,98.3439,98.3439,97.0272,98.1228,336609.0
2022-11-18,99.1992,101.5537,99.1992,101.4192,289536.0
2022-11-19,99.1992,101.5537,99.1992,101.4192,289536.0
2022-11-20,99.1992,101.5537,99.1992,101.4192,289536.0
2022-11-21,101.2462,102.5821,101.1501,101.967,196591.0
2022-11-22,102.5628,103.6104,101.8997,102.7166,182179.0
2022-11-23,102.3802,103.7642,102.3802,103.5912,163656.0
2022-11-24,102.3802,103.7642,102.3802,103.5912,163656.0
2022-11-25,103.6488,104.6868,103.62,104.6868,97958.0
2022-11-26,103.6488,104.6868,103.62,104.6868,97958.0
2022-11-27,103.6488,104.6868,103.62,104.6868,97958.0
2022-11-28,104.0909,105.1,103.2067,103.7161,257491.0
2022-11-29,102.8415,103.4566,102.4091,103.053,144928.0
2022-11-30,103.0145,106.2533,102.534,106.2244,315273.0
2022-12-01,107.147,107.4546,104.7829,105.0327,201007.0
2022-12-02,103.9948,105.2634,103.3893,104.3888,266656.0
2022-12-03,103.9948,105.2634,103.3893,104.3888,266656.0
2022-12-04,103.9948,105.2634,103.3893,104.3888,266656.0
2022-12-05,103.101,103.8026,102.2457,103.7545,200139.0
2022-12-06,103.5335,104.1197,102.4667,103.6392,206408.0
2022-12-07,103.7353,104.2975,102.3034,103.0626,345549.0
2022-12-08,102.9761,104.139,102.313,103.3317,204546.0
2022-12-09,102.88,104.2831,102.88,103.668,195203.0
2022-12-10,102.88,104.2831,102.88,103.668,195203.0
2022-12-11,102.88,104.2831,102.88,103.668,195203.0
2022-12-12,104.6195,104.6195,102.6878,104.4657,218734.0
2022-12-13,105.8304,106.0707,103.274,104.0909,321549.0
2022-12-14,104.1486,105.052,103.2164,103.7353,264670.0
2022-12-15,103.0914,104.1005,101.9093,102.2457,154305.0
2022-12-16,101.3711,101.8036,99.8239,101.5922,747353.0
2022-12-17,101.3711,101.8036,99.8239,101.5922,747353.0
2022-12-18,101.3711,101.8036,99.8239,101.5922,747353.0
2022-12-19,101.6306,102.2745,101.0636,102.1976,313015.0
2022-12-20,102.2169,103.2356,101.6114,102.4571,180455.0
2022-12-21,102.6878,104.3552,102.6878,104.3023,222856.0
2022-12-22,103.8891,104.2831,100.9291,102.2649,257824.0
2022-12-23,101.9766,103.7978,101.7363,103.6777,115746.0
2022-12-24,101.9766,103.7978,101.7363,103.6777,115746.0
2022-12-25,101.9766,103.7978,101.7363,103.6777,115746.0
2022-12-26,101.9766,103.7978,101.7363,103.6777,115746.0
2022-12-27,103.841,104.9751,103.5816,104.8694,150879.0
2022-12-28,105.3691,105.6478,103.4374,103.4374,126579.0
2022-12-29,103.9275,105.4412,103.9275,104.7348,119926.0
2022-12-30,104.6579,104.6579,103.0626,103.6488,199026.0
2022-12-31,104.6579,104.6579,103.0626,103.6488,199026.0
2023-01-01,104.6579,104.6579,103.0626,103.6488,199026.0
2023-01-02,104.6579,104.6579,103.0626,103.6488,199026.0
2023-01-03,103.8603,104.7733,102.9377,104.014,184510.0
2023-01-04,104.7636,105.249,103.6488,104.4753,281592.0
2023-01-05,103.6777,104.0525,101.621,102.015,205796.0
2023-01-06,103.6488,105.4844,103.5623,104.7733,199817.0
2023-01-07,103.6488,105.4844,103.5623,104.7733,199817.0
2023-01-08,103.6488,105.4844,103.5623,104.7733,199817.0
2023-01-09,104.3216,105.2105,103.5719,103.6392,234545.0
2023-01-10,102.8608,103.101,102.3034,102.8127,229619.0
2023-01-11,103.2548,104.4177,102.7719,104.187,145058.0
2023-01-12,104.2062,104.8501,103.6786,104.3888,121595.0
2023-01-13,104.0525,104.0525,103.1203,103.2644,148848.0
2023-01-14,104.0525,104.0525,103.1203,103.2644,148848.0
2023-01-15,104.0525,104.0525,103.1203,103.2644,148848.0
2023-01-16,104.0525,104.0525,103.1203,103.2644,148848.0
2023-01-17,103.2644,103.9948,102.8223,103.0049,151235.0
2023-01-18,103.3509,103.3509,100.093,100.093,161223.0
2023-01-19,100.1218,100.278,99.0742,99.1223,119330.0
2023-01-20,99.2184,99.6893,97.5942,99.4683,241163.0
2023-01-21,99.2184,99.6893,97.5942,99.4683,241163.0
2023-01-22,99.2184,99.6893,97.5942,99.4683,241163.0
2023-01-23,99.4683,100.3717,99.055,99.4106,150182.0
2023-01-24,99.5644,100.2852,98.6129,99.6413,156245.0
2023-01-25,99.0262,100.3909,98.5841,100.2659,176071.0
2023-01-26,100.0065,100.9195,99.7566,100.8714,96265.0
2023-01-27,100.9963,101.7556,100.1249,101.1021,233743.0
2023-01-28,100.9963,101.7556,100.1249,101.1021,233743.0
2023-01-29,100.9963,101.7556,100.1249,101.1021,233743.0
2023-01-30,100.9098,101.7267,100.3332,100.4774,169771.0
2023-01-31,100.7561,101.6979,99.8911,101.6883,209991.0
2023-02-01,101.275,103.4758,100.5639,103.399,261455.0
2023-02-02,103.3509,105.1865,103.1587,105.052,225335.0
2023-02-03,104.2678,104.6163,100.6764,102.6802,274144.0
2023-02-04,104.2678,104.6163,100.6764,102.6802,274144.0
2023-02-05,104.2678,104.6163,100.6764,102.6802,274144.0
2023-02-06,102.0316,103.2562,102.0316,102.777,141877.0
2023-02-07,102.2156,102.7286,100.899,102.7093,202566.0
2023-02-08,102.0413,102.1091,100.1536,100.1633,188118.0
2023-02-09,100.2795,100.6764,97.7529,97.9271,275133.0
2023-02-10,98.1788,99.96,98.1788,99.9213,229339.0
2023-02-11,98.1788,99.96,98.1788,99.9213,229339.0
2023-02-12,98.1788,99.96,98.1788,99.9213,229339.0
2023-02-13,99.9213,101.0007,99.9213,100.6377,142916.0
2023-02-14,99.9697,99.9697,97.6803,97.7626,333682.0
2023-02-15,97.3754,98.6241,96.8526,98.5177,406471.0
2023-02-16,98.6145,100.7538,96.2137,100.3085,349222.0
2023-02-17,100.5021,103.0481,98.8371,102.2737,411164.0
2023-02-18,100.5021,103.0481,98.8371,102.2737,411164.0
2023-02-19,100.5021,103.0481,98.8371,102.2737,411164.0
2023-02-20,100.5021,103.0481,98.8371,102.2737,411164.0
2023-02-21,101.7606,101.7606,100.415,101.2088,211137.0
2023-02-22,101.3831,101.9736,100.899,101.4024,252702.0
2023-02-23,101.5089,102.1285,100.7006,100.7151,310058.0
2023-02-24,100.202,101.2669,99.5051,100.9378,188589.0
2023-02-25,100.202,101.2669,99.5051,100.9378,188589.0
2023-02-26,100.202,101.2669,99.5051,100.9378,188589.0
2023-02-27,101.4702,102.2543,100.1246,100.3085,175217.0
2023-02-28,99.6599,101.9542,99.5825,100.0956,452798.0
2023-03-01,99.3018,99.4098,97.385,98.1208,191793.0
2023-03-02,97.8787,99.3211,97.3173,99.2921,163907.0
2023-03-03,99.7567,100.2553,98.266,99.8826,151154.0
2023-03-04,99.7567,100.2553,98.266,99.8826,151154.0
2023-03-05,99.7567,100.2553,98.266,99.8826,151154.0
2023-03-06,99.8826,100.2601,98.8468,99.8051,228461.0
2023-03-07,99.8729,100.3666,97.7819,98.1692,150178.0
2023-03-08,98.5177,98.992,97.5593,98.9436,113420.0
2023-03-09,99.3308,100.2108,98.5467,98.6241,151510.0
2023-03-10,98.6435,99.2824,97.7142,98.4305,317399.0
2023-03-11,98.6435,99.2824,97.7142,98.4305,317399.0
2023-03-12,98.6435,99.2824,97.7142,98.4305,317399.0
2023-03-13,98.3337,102.7286,98.3337,100.0859,274778.0
2023-03-14,101.0346,103.2223,100.9184,101.9736,238002.0
2023-03-15,101.596,103.717,101.112,102.8448,224309.0
2023-03-16,102.2833,104.6647,102.2833,104.1129,202940.0
2023-03-17,103.4934,103.8903,102.5544,103.4063,549859.0
2023-03-18,103.4934,103.8903,102.5544,103.4063,549859.0
2023-03-19,103.4934,103.8903,102.5544,103.4063,549859.0
2023-03-20,103.9387,105.323,103.9387,104.7325,227291.0
2023-03-21,104.8486,105.2262,100.4053,101.6541,248152.0
2023-03-22,101.4508,101.6444,99.3211,99.3308,325468.0
2023-03-23,99.3598,100.3957,98.2611,98.5564,234685.0
2023-03-24,98.4886,102.293,98.4886,102.2833,149714.0
2023-03-25,98.4886,102.293,98.4886,102.2833,149714.0
2023-03-26,98.4886,102.293,98.4886,102.2833,149714.0
2023-03-27,102.7867,103.2127,101.9252,102.2156,172290.0
2023-03-28,102.0607,103.7257,102.0607,102.7674,112549.0
2023-03-29,103.0578,104.3453,103.0578,103.9871,168843.0
2023-03-30,104.2872,104.6841,103.5999,104.2388,109774.0
2023-03-31,104.5873,104.9939,103.9677,104.868,146155.0
2023-04-01,104.5873,104.9939,103.9677,104.868,146155.0
2023-04-02,104.5873,104.9939,103.9677,104.868,146155.0
2023-04-03,104.2678,105.0519,103.6338,104.5776,167145.0
2023-04-04,102.5544,104.0549,102.5544,103.474,264405.0
2023-04-05,104.1613,106.7363,104.1613,106.6686,210120.0
2023-04-06,106.9106,107.7997,106.475,107.414,132026.0
2023-04-07,106.9106,107.7997,106.475,107.414,132026.0
2023-04-08,106.9106,107.7997,106.475,107.414,132026.0
2023-04-09,106.9106,107.7997,106.475,107.414,132026.0
2023-04-10,107.1913,107.9077,106.3007,107.8593,139031.0
2023-04-11,108.14,108.2755,107.3462,107.8302,154691.0
2023-04-12,108.2852,108.9047,107.7431,108.1303,144820.0
2023-04-13,107.6947,108.3094,105.9619,108.0238,159283.0
2023-04-14,107.3849,107.8399,106.3733,106.8138,164990.0
2023-04-15,107.3849,107.8399,106.3733,106.8138,164990.0
2023-04-16,107.3849,107.8399,106.3733,106.8138,164990.0
2023-04-17,107.1429,108.0238,106.6492,107.5882,110288.0
2023-04-18,107.3559,108.0529,106.9541,107.7044,245001.0
2023-04-19,108.14,108.1497,107.0848,107.6076,228508.0
2023-04-20,107.6076,107.9367,107.1042,107.8302,93782.0
2023-04-21,108.6047,108.9822,107.23,107.7625,156831.0
2023-04-22,108.6047,108.9822,107.23,107.7625,156831.0
2023-04-23,108.6047,108.9822,107.23,107.7625,156831.0
2023-04-24,107.6366,109.0015,107.3656,108.7886,112716.0
2023-04-25,108.7402,109.35,107.8786,109.2726,125303.0
2023-04-26,108.4982,108.9349,106.7896,107.4043,161149.0
2023-04-27,107.3849,108.1981,107.0413,108.1497,124868.0
2023-04-28,108.2658,109.0015,107.3075,107.5688,144391.0
2023-04-29,108.2658,109.0015,107.3075,107.5688,144391.0
2023-04-30,108.2658,109.0015,107.3075,107.5688,144391.0
2023-05-01,107.6947,109.3016,107.6027,108.1013,160361.0
2023-05-02,107.9355,108.3791,106.3239,107.4773,167096.0
2023-05-03,108.111,109.6709,107.3408,108.0427,219357.0
2023-05-04,109.8171,109.8171,106.4731,108.7349,268665.0
2023-05-05,108.0135,109.4271,107.6625,108.189,256898.0
2023-05-06,108.0135,109.4271,107.6625,108.189,256898.0
2023-05-07,108.0135,109.4271,107.6625,108.189,256898.0
2023-05-08,107.5943,108.4717,106.4731,106.9995,124709.0
2023-05-09,106.9995,106.9995,106.2001,106.4048,205858.0
2023-05-10,107.136,107.7502,106.2586,107.5845,143746.0
2023-05-11,107.4675,107.4675,105.9564,106.3366,97974.0
2023-05-12,106.9508,107.643,106.127,106.4536,112227.0
2023-05-13,106.9508,107.643,106.127,106.4536,112227.0
2023-05-14,106.9508,107.643,106.127,106.4536,112227.0
2023-05-15,107.0093,107.0093,104.7036,105.3032,125412.0
2023-05-16,105.4786,105.4786,104.4257,105.0399,215767.0
2023-05-17,105.1082,105.3519,104.104,104.6304,170010.0
2023-05-18,103.987,104.0162,102.8561,103.3338,283009.0
2023-05-19,104.1235,104.7767,103.363,103.4995,191611.0
2023-05-20,104.1235,104.7767,103.363,103.4995,191611.0
2023-05-21,104.1235,104.7767,103.363,103.4995,191611.0
2023-05-22,103.7725,104.0065,102.7586,103.6848,121752.0
2023-05-23,103.7335,104.6597,103.3728,103.4215,143213.0
2023-05-24,103.285,103.402,101.9199,102.2906,165560.0
2023-05-25,101.7056,102.3686,100.2725,100.9842,101567.0
2023-05-26,100.7307,100.8964,99.7265,100.7697,117108.0
2023-05-27,100.7307,100.8964,99.7265,100.7697,117108.0
2023-05-28,100.7307,100.8964,99.7265,100.7697,117108.0
2023-05-29,100.7307,100.8964,99.7265,100.7697,117108.0
2023-05-30,100.9257,101.2182,99.941,100.0287,149122.0
2023-05-31,100.2432,101.9884,100.1067,101.4619,190416.0
2023-06-01,101.6276,101.6276,100.0726,101.0329,232427.0
2023-06-02,100.6039,102.7781,99.8922,102.5148,239478.0
2023-06-03,100.6039,102.7781,99.8922,102.5148,239478.0
2023-06-04,100.6039,102.7781,99.8922,102.5148,239478.0
2023-06-05,101.7056,102.7001,100.8379,101.6276,285649.0
2023-06-06,102.0469,102.0469,100.8233,101.1402,369604.0
2023-06-07,101.3157,103.4313,100.8672,103.4215,254376.0
2023-06-08,103.558,103.558,102.3003,103.0705,129811.0
2023-06-09,102.9535,103.246,102.3491,103.0218,169105.0
2023-06-10,102.9535,103.246,102.3491,103.0218,169105.0
2023-06-11,102.9535,103.246,102.3491,103.0218,169105.0
2023-06-12,103.0608,103.2265,101.9494,102.3783,128248.0
2023-06-13,102.0469,102.5733,101.4034,101.8811,157523.0
2023-06-14,101.8324,102.5441,101.2864,101.5984,154911.0
2023-06-15,102.0371,102.8414,101.73,102.7878,251978.0
2023-06-16,103.2168,104.0162,102.9633,103.1095,460087.0
2023-06-17,103.2168,104.0162,102.9633,103.1095,460087.0
2023-06-18,103.2168,104.0162,102.9633,103.1095,460087.0
2023-06-19,103.2168,104.0162,102.9633,103.1095,460087.0
2023-06-20,102.8268,103.0803,101.3839,101.4131,225497.0
2023-06-21,100.9647,102.4563,99.9897,101.8519,157719.0
2023-06-22,102.3588,102.3588,100.1165,100.3407,166124.0
2023-06-23,100.6137,101.2767,99.4925,99.7557,393209.0
2023-06-24,100.6137,101.2767,99.4925,99.7557,393209.0
2023-06-25,100.6137,101.2767,99.4925,99.7557,393209.0
2023-06-26,99.8825,101.5009,99.8532,101.3741,173901.0
2023-06-27,101.7154,102.0859,101.1694,101.2377,190368.0
2023-06-28,101.0914,101.0914,99.2488,99.629,160270.0
2023-06-29,99.0635,100.214,98.9563,99.8727,190597.0
2023-06-30,99.8435,100.5406,99.2878,100.0287,237199.0
2023-07-01,99.8435,100.5406,99.2878,100.0287,237199.0
2023-07-02,99.8435,100.5406,99.2878,100.0287,237199.0
2023-07-03,99.6388,101.1109,99.6388,100.4772,138298.0
2023-07-04,99.6388,101.1109,99.6388,100.4772,138298.0
2023-07-05,100.3505,102.5548,100.0482,101.4814,256412.0
2023-07-06,100.7404,101.3741,99.8191,101.1499,191167.0
2023-07-07,100.7014,101.6666,100.1262,100.9159,323440.0
2023-07-08,100.7014,101.6666,100.1262,100.9159,323440.0
2023-07-09,100.7014,101.6666,100.1262,100.9159,323440.0
2023-07-10,100.5844,101.8031,99.9459,100.2042,190879.0
2023-07-11,100.1847,100.3895,99.2488,100.214,276147.0
2023-07-12,100.4772,101.9152,100.1457,101.5886,279409.0
2023-07-13,101.3254,101.8226,100.9062,101.4326,261813.0
2023-07-14,101.1109,101.6861,100.4382,100.9549,276692.0
2023-07-15,101.1109,101.6861,100.4382,100.9549,276692.0
2023-07-16,101.1109,101.6861,100.4382,100.9549,276692.0
2023-07-17,100.8574,101.0037,99.5169,100.4382,204513.0
2023-07-18,100.8769,101.2572,98.6541,99.239,207920.0
2023-07-19,99.7168,100.8282,99.4048,100.0482,302679.0
2023-07-20,100.5454,102.3101,99.9117,102.2613,156435.0
2023-07-21,102.7488,103.4118,102.1443,103.3533,182548.0
2023-07-22,102.7488,103.4118,102.1443,103.3533,182548.0
2023-07-23,102.7488,103.4118,102.1443,103.3533,182548.0
2023-07-24,103.4118,103.6604,102.2562,103.168,155581.0
2023-07-25,102.8463,103.3338,102.3588,102.4271,169050.0
2023-07-26,102.3101,103.6653,101.7914,102.2321,177915.0
2023-07-27,101.7056,102.1687,98.5566,98.9465,360289.0
2023-07-28,99.0538,99.9605,98.23,99.8922,488969.0
2023-07-29,99.0538,99.9605,98.23,99.8922,488969.0
2023-07-30,99.0538,99.9605,98.23,99.8922,488969.0
2023-07-31,100.487,100.6624,99.5315,100.2432,345383.0
2023-08-01,100.4888,101.0636,99.6439,99.693,157265.0
2023-08-02,99.4474,100.8671,99.2558,100.0958,159276.0
2023-08-03,100.2628,100.2628,97.6789,98.7695,239913.0
2023-08-04,98.5238,99.5751,96.4508,96.8831,201460.0
2023-08-05,98.5238,99.5751,96.4508,96.8831,201460.0
2023-08-06,98.5238,99.5751,96.4508,96.8831,201460.0
2023-08-07,97.5708,97.7869,96.7603,97.2368,165391.0
2023-08-08,97.6887,97.6887,96.1855,97.0206,177113.0
2023-08-09,96.6669,97.3301,95.4585,96.0381,383051.0
2023-08-10,96.0381,96.8929,95.262,95.5174,137879.0
2023-08-11,95.9497,96.2346,95.4209,96.0774,153479.0
2023-08-12,95.9497,96.2346,95.4209,96.0774,153479.0
2023-08-13,95.9497,96.2346,95.4209,96.0774,153479.0
2023-08-14,96.0873,96.0873,94.1223,94.7413,210919.0
