,IDA US Equity,IDA US Equity,IDA US Equity,IDA US Equity,IDA US Equity
2020-03-31,81.0085,81.3899,77.2473,77.8771,394042.0
2020-04-01,75.0296,76.6263,73.8586,75.8723,300379.0
2020-04-02,75.0473,80.5295,75.0473,78.1521,482690.0
2020-04-03,77.8505,79.1722,75.1626,75.8191,839616.0
2020-04-04,77.8505,79.1722,75.1626,75.8191,839616.0
2020-04-05,77.8505,79.1722,75.1626,75.8191,839616.0
2020-04-06,78.5424,83.1375,78.5424,82.4544,325508.0
2020-04-07,84.3351,84.4166,79.74,80.6004,373449.0
2020-04-08,81.0351,85.2399,79.3497,84.8318,288731.0
2020-04-09,86.3576,88.1495,84.0335,86.7568,319253.0
2020-04-10,86.3576,88.1495,84.0335,86.7568,319253.0
2020-04-11,86.3576,88.1495,84.0335,86.7568,319253.0
2020-04-12,86.3576,88.1495,84.0335,86.7568,319253.0
2020-04-13,86.1536,86.3133,82.7028,83.652,369721.0
2020-04-14,85.9318,85.9762,83.5766,85.0447,417897.0
2020-04-15,83.3415,83.3415,81.0129,81.594,236148.0
2020-04-16,81.8512,83.6964,81.1948,83.4835,246296.0
2020-04-17,85.3109,85.608,83.2484,85.027,281984.0
2020-04-18,85.3109,85.608,83.2484,85.027,281984.0
2020-04-19,85.3109,85.608,83.2484,85.027,281984.0
2020-04-20,84.3528,84.6012,82.0819,82.1617,349085.0
2020-04-21,80.5827,82.1883,80.1037,80.8577,166443.0
2020-04-22,82.277,83.7097,80.9287,82.8536,215549.0
2020-04-23,83.3504,83.3504,80.5561,81.319,319546.0
2020-04-24,81.6117,82.0286,80.1125,81.7714,204706.0
2020-04-25,81.6117,82.0286,80.1125,81.7714,204706.0
2020-04-26,81.6117,82.0286,80.1125,81.7714,204706.0
2020-04-27,82.6585,83.4269,81.727,81.9488,183363.0
2020-04-28,83.2262,83.8117,81.9311,82.9246,212289.0
2020-04-29,84.548,84.548,81.9045,83.6165,174529.0
2020-04-30,81.2746,83.6254,80.7424,81.4166,382314.0
2020-05-01,80.6359,80.8045,77.9747,78.4803,278451.0
2020-05-02,80.6359,80.8045,77.9747,78.4803,278451.0
2020-05-03,80.6359,80.8045,77.9747,78.4803,278451.0
2020-05-04,79.6423,80.1786,78.1138,79.9462,230485.0
2020-05-05,80.5093,82.1943,80.4647,81.2602,214450.0
2020-05-06,81.2334,81.2334,77.8099,77.8278,310358.0
2020-05-07,78.9719,80.2144,78.668,79.4993,278419.0
2020-05-08,80.563,82.382,80.3395,82.2166,223374.0
2020-05-09,80.563,82.382,80.3395,82.2166,223374.0
2020-05-10,80.563,82.382,80.3395,82.2166,223374.0
2020-05-11,81.3853,81.7786,79.5082,80.7775,409731.0
2020-05-12,80.5093,80.7686,78.5429,78.8289,493983.0
2020-05-13,78.1674,78.2926,76.5317,77.211,274892.0
2020-05-14,76.3172,78.2434,74.2077,77.4345,280965.0
2020-05-15,77.1038,77.1038,74.6635,75.8971,519975.0
2020-05-16,77.1038,77.1038,74.6635,75.8971,519975.0
2020-05-17,77.1038,77.1038,74.6635,75.8971,519975.0
2020-05-18,77.944,80.5425,77.944,80.0624,203717.0
2020-05-19,79.544,80.1965,77.7742,77.8278,216402.0
2020-05-20,78.4892,79.0971,77.9619,78.525,214048.0
2020-05-21,78.3015,79.1239,77.506,77.5328,271478.0
2020-05-22,77.4256,78.82,77.1216,78.7485,293357.0
2020-05-23,77.4256,78.82,77.1216,78.7485,293357.0
2020-05-24,77.4256,78.82,77.1216,78.7485,293357.0
2020-05-25,77.4256,78.82,77.1216,78.7485,293357.0
2020-05-26,81.0457,81.3943,80.2948,80.4736,240874.0
2020-05-27,81.9395,82.3462,80.1965,80.7507,215820.0
2020-05-28,82.1987,82.8691,81.3764,82.6278,354077.0
2020-05-29,82.0915,83.6557,81.6177,83.3339,344467.0
2020-05-30,82.0915,83.6557,81.6177,83.3339,344467.0
2020-05-31,82.0915,83.6557,81.6177,83.3339,344467.0
2020-06-01,83.1373,84.3261,82.4088,83.6378,230534.0
2020-06-02,83.7362,84.8356,83.3965,84.0401,205347.0
2020-06-03,84.6836,85.7652,84.3976,85.6132,185478.0
2020-06-04,84.8982,85.1574,83.0836,83.9239,249498.0
2020-06-05,84.9518,85.9797,83.6915,84.0669,260137.0
2020-06-06,84.9518,85.9797,83.6915,84.0669,260137.0
2020-06-07,84.9518,85.9797,83.6915,84.0669,260137.0
2020-06-08,84.0937,85.7026,83.7272,85.5864,422766.0
2020-06-09,85.0054,85.0054,82.4982,83.0479,266422.0
2020-06-10,83.2177,83.4859,81.5998,82.5741,278091.0
2020-06-11,81.1708,81.1708,77.3451,77.944,258077.0
2020-06-12,80.1071,80.1071,76.5585,77.7295,416069.0
2020-06-13,80.1071,80.1071,76.5585,77.7295,416069.0
2020-06-14,80.1071,80.1071,76.5585,77.7295,416069.0
2020-06-15,76.2635,78.9674,75.3697,78.3283,322025.0
2020-06-16,80.2859,80.9652,77.363,77.6848,372634.0
2020-06-17,78.1496,78.7127,76.5764,78.2479,265489.0
2020-06-18,77.8457,78.5508,77.2378,78.2658,317074.0
2020-06-19,78.2479,79.2133,76.1026,76.201,533635.0
2020-06-20,78.2479,79.2133,76.1026,76.201,533635.0
2020-06-21,78.2479,79.2133,76.1026,76.201,533635.0
2020-06-22,76.049,78.2211,75.2088,77.5954,407066.0
2020-06-23,78.3373,78.6412,76.4602,77.3362,342633.0
2020-06-24,76.5138,77.8457,76.0669,77.649,361196.0
2020-06-25,77.354,77.354,75.9328,76.6479,265786.0
2020-06-26,76.3082,77.211,75.3161,75.7719,394351.0
2020-06-27,76.3082,77.211,75.3161,75.7719,394351.0
2020-06-28,76.3082,77.211,75.3161,75.7719,394351.0
2020-06-29,76.1295,77.068,75.9149,77.0501,238463.0
2020-06-30,77.2378,78.6099,76.9548,78.0959,373177.0
2020-07-01,77.9082,80.6166,77.8546,80.0803,453594.0
2020-07-02,80.6613,81.135,79.8032,80.0714,205693.0
2020-07-03,80.6613,81.135,79.8032,80.0714,205693.0
2020-07-04,80.6613,81.135,79.8032,80.0714,205693.0
2020-07-05,80.6613,81.135,79.8032,80.0714,205693.0
2020-07-06,80.9384,81.0635,78.449,79.0881,213665.0
2020-07-07,78.2121,79.4099,77.7831,79.106,267103.0
2020-07-08,79.3831,79.9462,78.8378,79.392,328331.0
2020-07-09,78.954,78.9898,77.0233,78.5429,334149.0
2020-07-10,78.3015,80.8445,78.3015,80.5451,165398.0
2020-07-11,78.3015,80.8445,78.3015,80.5451,165398.0
2020-07-12,78.3015,80.8445,78.3015,80.5451,165398.0
2020-07-13,80.6792,81.7965,80.3395,80.6971,173691.0
2020-07-14,80.8043,81.725,79.8747,80.3931,364158.0
2020-07-15,81.5462,82.3239,80.4289,80.4915,193694.0
2020-07-16,80.7596,81.1171,79.9194,80.2322,185565.0
2020-07-17,80.849,81.944,80.6971,81.7697,183706.0
2020-07-18,80.849,81.944,80.6971,81.7697,183706.0
2020-07-19,80.849,81.944,80.6971,81.7697,183706.0
2020-07-20,81.6982,82.0021,80.5004,80.8133,122824.0
2020-07-21,80.9116,81.9753,80.9116,81.3406,185366.0
2020-07-22,80.9831,83.2445,80.4021,82.9764,157084.0
2020-07-23,82.8781,83.6915,82.7976,83.5931,157061.0
2020-07-24,83.9596,85.0591,82.8691,83.1283,181446.0
2020-07-25,83.9596,85.0591,82.8691,83.1283,181446.0
2020-07-26,83.9596,85.0591,82.8691,83.1283,181446.0
2020-07-27,82.8691,83.0747,81.7429,82.3596,213494.0
2020-07-28,82.2255,84.7538,82.2255,84.4334,187692.0
2020-07-29,84.3529,85.068,84.1607,84.7194,236934.0
2020-07-30,83.4054,84.5728,81.0635,83.3876,199356.0
2020-07-31,82.9943,83.6289,81.9038,83.3518,317289.0
2020-08-01,82.9943,83.6289,81.9038,83.3518,317289.0
2020-08-02,82.9943,83.6289,81.9038,83.3518,317289.0
2020-08-03,83.3071,83.3071,81.5105,82.3417,330946.0
2020-08-04,82.0986,82.972,82.0236,82.855,235050.0
2020-08-05,83.044,83.4618,81.1982,81.8645,311628.0
2020-08-06,81.7295,82.4453,81.3423,82.0266,160384.0
2020-08-07,81.9456,83.8094,81.9456,83.4492,186188.0
2020-08-08,81.9456,83.8094,81.9456,83.4492,186188.0
2020-08-09,81.9456,83.8094,81.9456,83.4492,186188.0
2020-08-10,84.0615,84.2596,83.3232,84.0885,260063.0
2020-08-11,84.3226,84.5567,80.649,80.712,563765.0
2020-08-12,81.0362,81.4954,80.703,81.0992,383713.0
2020-08-13,80.676,80.8471,79.6045,80.0547,219096.0
2020-08-14,79.8566,80.0007,78.9472,79.1813,205421.0
2020-08-15,79.8566,80.0007,78.9472,79.1813,205421.0
2020-08-16,79.8566,80.0007,78.9472,79.1813,205421.0
2020-08-17,79.1273,79.5865,78.2269,78.2989,198995.0
2020-08-18,78.2629,78.6501,77.4796,78.479,276829.0
2020-08-19,78.7851,80.1177,78.353,79.9287,408449.0
2020-08-20,79.5055,80.4419,79.5055,79.9557,340274.0
2020-08-21,79.8746,79.8746,78.5871,79.3614,233112.0
2020-08-22,79.8746,79.8746,78.5871,79.3614,233112.0
2020-08-23,79.8746,79.8746,78.5871,79.3614,233112.0
2020-08-24,80.0007,81.0362,78.6501,81.0001,212170.0
2020-08-25,80.9011,80.9371,80.2798,80.5499,255758.0
2020-08-26,80.4059,80.5229,78.7581,79.6405,359745.0
2020-08-27,79.9827,80.8741,79.7036,79.9557,247372.0
2020-08-28,80.2888,80.2888,78.9202,79.7216,147660.0
2020-08-29,80.2888,80.2888,78.9202,79.7216,147660.0
2020-08-30,80.2888,80.2888,78.9202,79.7216,147660.0
2020-08-31,79.4154,81.1442,79.4154,80.9461,322361.0
2020-09-01,80.613,80.613,78.9472,79.5325,242626.0
2020-09-02,79.5685,81.5944,79.4244,81.2252,233321.0
2020-09-03,81.6124,82.2697,79.7216,80.2078,237724.0
2020-09-04,80.1538,80.3879,78.56,79.2534,186367.0
2020-09-05,80.1538,80.3879,78.56,79.2534,186367.0
2020-09-06,80.1538,80.3879,78.56,79.2534,186367.0
2020-09-07,80.1538,80.3879,78.56,79.2534,186367.0
2020-09-08,79.1903,79.3074,76.9303,77.4976,316218.0
2020-09-09,77.7767,79.0102,77.2725,77.3715,249821.0
2020-09-10,77.3805,77.8757,75.3636,75.5797,234095.0
2020-09-11,75.7778,75.7778,74.4632,74.6523,210209.0
2020-09-12,75.7778,75.7778,74.4632,74.6523,210209.0
2020-09-13,75.7778,75.7778,74.4632,74.6523,210209.0
2020-09-14,75.3816,76.3316,74.9855,75.1925,214235.0
2020-09-15,75.7688,76.0209,73.923,73.959,311113.0
2020-09-16,73.7339,75.4383,73.6709,74.7063,364549.0
2020-09-17,74.1751,75.4537,73.2747,75.1835,423586.0
2020-09-18,75.4987,75.4987,73.2477,73.8149,606068.0
2020-09-19,75.4987,75.4987,73.2477,73.8149,606068.0
2020-09-20,75.4987,75.4987,73.2477,73.8149,606068.0
2020-09-21,73.3737,73.5808,71.5549,72.3653,501607.0
2020-09-22,72.8155,74.2561,72.5544,73.2297,440147.0
2020-09-23,73.1846,73.6619,71.6449,71.645,427667.0
2020-09-24,71.3388,72.2887,71.0507,71.5909,324322.0
2020-09-25,71.4469,72.7885,71.0507,72.5274,303325.0
2020-09-26,71.4469,72.7885,71.0507,72.5274,303325.0
2020-09-27,71.4469,72.7885,71.0507,72.5274,303325.0
2020-09-28,73.1666,73.7519,72.4913,73.1396,213050.0
2020-09-29,73.0586,73.7429,72.0321,72.1222,230023.0
2020-09-30,72.4553,73.0046,71.3928,71.9421,358520.0
2020-10-01,72.0591,73.878,72.0411,73.7069,344092.0
2020-10-02,73.0496,75.1115,72.9686,74.7063,330707.0
2020-10-03,73.0496,75.1115,72.9686,74.7063,330707.0
2020-10-04,73.0496,75.1115,72.9686,74.7063,330707.0
2020-10-05,74.7063,75.1205,73.7519,74.8054,472786.0
2020-10-06,75.1205,77.8757,74.7153,77.5516,511497.0
2020-10-07,78.0288,78.506,77.2004,77.8397,335253.0
2020-10-08,78.2269,78.551,77.5066,78.452,187617.0
2020-10-09,78.9112,78.9652,77.4616,78.7131,203241.0
2020-10-10,78.9112,78.9652,77.4616,78.7131,203241.0
2020-10-11,78.9112,78.9652,77.4616,78.7131,203241.0
2020-10-12,78.6951,79.8746,78.2359,79.5955,243061.0
2020-10-13,78.9742,79.2137,77.8217,78.7041,172842.0
2020-10-14,78.5961,79.0733,78.1999,78.8392,252564.0
2020-10-15,78.2899,79.2263,77.6326,79.0283,211143.0
2020-10-16,78.9472,79.1723,78.3169,78.434,188049.0
2020-10-17,78.9472,79.1723,78.3169,78.434,188049.0
2020-10-18,78.9472,79.1723,78.3169,78.434,188049.0
2020-10-19,78.497,79.2083,77.3355,77.6416,339714.0
2020-10-20,78.0018,78.3259,77.2506,77.5696,209205.0
2020-10-21,77.3265,79.9197,77.0564,79.3344,201886.0
2020-10-22,79.1633,81.2793,78.8482,81.2072,252674.0
2020-10-23,81.5314,82.3327,81.3603,82.1617,250338.0
2020-10-24,81.5314,82.3327,81.3603,82.1617,250338.0
2020-10-25,81.5314,82.3327,81.3603,82.1617,250338.0
2020-10-26,81.4773,82.3958,81.0677,82.2067,181275.0
2020-10-27,82.1256,82.3777,81.5584,81.8195,362749.0
2020-10-28,80.8291,81.7835,79.6135,79.7216,493811.0
2020-10-29,79.3794,81.0632,77.0564,79.3974,615827.0
2020-10-30,79.1813,79.6225,77.6686,78.9922,392356.0
2020-10-31,79.1813,79.6225,77.6686,78.9922,392356.0
2020-11-01,79.1813,79.6225,77.6686,78.9922,392356.0
2020-11-02,79.6585,81.0091,78.7851,80.8651,358271.0
2020-11-03,81.7655,82.3777,81.3333,81.8735,276629.0
2020-11-04,81.3653,82.6993,80.6393,81.8735,573475.0
2020-11-05,82.4089,83.2438,82.2637,82.6086,394897.0
2020-11-06,82.6902,83.4798,81.8281,81.937,248440.0
2020-11-07,82.6902,83.4798,81.8281,81.937,248440.0
2020-11-08,82.6902,83.4798,81.8281,81.937,248440.0
2020-11-09,84.5597,86.9917,83.7611,84.4961,413025.0
2020-11-10,84.9953,85.0316,82.9716,84.4145,598707.0
2020-11-11,85.2131,86.6469,84.4417,86.0298,446645.0
2020-11-12,85.8029,85.8353,82.3545,82.9171,246545.0
2020-11-13,83.4888,85.2403,83.0895,85.0588,331899.0
2020-11-14,83.4888,85.2403,83.0895,85.0588,331899.0
2020-11-15,83.4888,85.2403,83.0895,85.0588,331899.0
2020-11-16,86.3111,86.332,84.2511,85.5761,291153.0
2020-11-17,84.8138,85.3356,84.115,84.7593,325386.0
2020-11-18,85.0951,85.0951,82.0096,82.0913,227811.0
2020-11-19,82.2365,82.595,80.8117,81.6739,282816.0
2020-11-20,81.4107,82.4452,81.0114,81.9461,442883.0
2020-11-21,81.4107,82.4452,81.0114,81.9461,442883.0
2020-11-22,81.4107,82.4452,81.0114,81.9461,442883.0
2020-11-23,82.4271,83.0714,82.3363,82.8082,303531.0
2020-11-24,83.7883,84.8047,83.3663,84.6958,215793.0
2020-11-25,85.0769,85.1132,83.9607,84.6776,231654.0
2020-11-26,85.0769,85.1132,83.9607,84.6776,231654.0
2020-11-27,84.4961,84.4961,82.663,83.5614,73115.0
2020-11-28,84.4961,84.4961,82.663,83.5614,73115.0
2020-11-29,84.4961,84.4961,82.663,83.5614,73115.0
2020-11-30,83.507,83.7248,82.1458,82.2002,338949.0
2020-12-01,82.8627,83.9789,82.7265,83.3527,172940.0
2020-12-02,83.0623,83.5977,82.0641,83.5251,211581.0
2020-12-03,83.2166,83.5887,82.3363,82.9443,248448.0
2020-12-04,82.9534,83.9607,82.4452,83.0714,207683.0
2020-12-05,82.9534,83.9607,82.4452,83.0714,207683.0
2020-12-06,82.9534,83.9607,82.4452,83.0714,207683.0
2020-12-07,83.0986,84.0696,83.0805,83.87,212037.0
2020-12-08,83.389,83.87,82.7628,83.1077,186267.0
2020-12-09,83.0805,84.4417,82.9171,84.1967,243281.0
2020-12-10,84.4235,84.4235,83.5251,84.242,212842.0
2020-12-11,84.1785,85.449,83.9789,85.1858,317501.0
2020-12-12,84.1785,85.449,83.9789,85.1858,317501.0
2020-12-13,84.1785,85.449,83.9789,85.1858,317501.0
2020-12-14,85.9118,87.3048,84.7684,84.841,233505.0
2020-12-15,84.9953,87.5362,84.5778,87.5272,380882.0
2020-12-16,88.0353,88.0353,86.4654,86.7286,232299.0
2020-12-17,86.8738,88.2168,86.8738,87.8992,385159.0
2020-12-18,88.353,88.961,85.8392,86.1478,1146974.0
2020-12-19,88.353,88.961,85.8392,86.1478,1146974.0
2020-12-20,88.353,88.961,85.8392,86.1478,1146974.0
2020-12-21,85.5216,85.5216,83.693,85.2766,347423.0
2020-12-22,85.1314,86.0116,84.6323,85.7031,328907.0
2020-12-23,86.1659,87.2186,85.1677,85.3129,251066.0
2020-12-24,85.6668,86.4835,84.8354,86.3111,110796.0
2020-12-25,85.6668,86.4835,84.8354,86.3111,110796.0
2020-12-26,85.6668,86.4835,84.8354,86.3111,110796.0
2020-12-27,85.6668,86.4835,84.8354,86.3111,110796.0
2020-12-28,86.6015,87.382,86.1205,86.8012,156293.0
2020-12-29,87.028,87.3366,85.9481,86.4019,282109.0
2020-12-30,86.4109,87.1097,85.8846,86.4291,336263.0
2020-12-31,86.3293,87.3094,85.8211,87.146,256873.0
2021-01-01,86.3293,87.3094,85.8211,87.146,256873.0
2021-01-02,86.3293,87.3094,85.8211,87.146,256873.0
2021-01-03,86.3293,87.3094,85.8211,87.146,256873.0
2021-01-04,87.5362,87.5362,83.2983,83.2983,537577.0
2021-01-05,83.2983,83.6794,81.0205,81.202,558533.0
2021-01-06,79.3598,83.2075,79.3325,82.3998,413861.0
2021-01-07,82.3273,82.3273,78.8879,79.1964,318937.0
2021-01-08,79.4233,80.9751,78.5612,80.9569,395205.0
2021-01-09,79.4233,80.9751,78.5612,80.9569,395205.0
2021-01-10,79.4233,80.9751,78.5612,80.9569,395205.0
2021-01-11,80.7301,82.2456,80.7301,82.0278,394186.0
2021-01-12,81.7192,82.8445,80.9479,82.3182,341582.0
2021-01-13,82.2184,83.4888,82.0278,82.9988,236657.0
2021-01-14,83.1168,83.6159,80.7936,81.2655,378122.0
2021-01-15,80.6847,82.3363,79.936,81.9915,308059.0
2021-01-16,80.6847,82.3363,79.936,81.9915,308059.0
2021-01-17,80.6847,82.3363,79.936,81.9915,308059.0
2021-01-18,80.6847,82.3363,79.936,81.9915,308059.0
2021-01-19,82.4815,82.4815,80.9751,81.1929,205258.0
2021-01-20,80.6575,81.3744,80.3399,81.2292,249537.0
2021-01-21,80.7664,81.2519,80.181,80.4306,704371.0
2021-01-22,80.4306,80.7936,79.2599,80.231,334197.0
2021-01-23,80.4306,80.7936,79.2599,80.231,334197.0
2021-01-24,80.4306,80.7936,79.2599,80.231,334197.0
2021-01-25,79.9406,82.3182,79.9133,82.0278,466873.0
2021-01-26,82.3908,82.4872,80.8208,81.8372,463052.0
2021-01-27,81.1112,81.81,79.5503,79.6411,269001.0
2021-01-28,80.0585,81.8463,79.5413,81.0477,322235.0
2021-01-29,80.594,81.6648,79.9043,80.1311,360788.0
2021-01-30,80.594,81.6648,79.9043,80.1311,360788.0
2021-01-31,80.594,81.6648,79.9043,80.1311,360788.0
2021-02-01,80.7391,81.0114,80.0495,80.358,212518.0
2021-02-02,81.2383,81.4288,80.2219,80.3943,286464.0
2021-02-03,79.9587,80.5486,79.1238,79.5866,269572.0
2021-02-04,79.6141,80.346,79.3396,80.3003,360012.0
2021-02-05,81.0139,81.326,80.4695,81.0871,286743.0
2021-02-06,81.0139,81.326,80.4695,81.0871,286743.0
2021-02-07,81.0139,81.326,80.4695,81.0871,286743.0
2021-02-08,81.3798,81.3798,79.7971,80.4924,261981.0
2021-02-09,80.6388,80.7623,79.0743,79.2024,318201.0
2021-02-10,79.8245,80.1813,78.9462,79.7056,391412.0
2021-02-11,79.6507,79.8337,78.4796,79.0652,353520.0
2021-02-12,78.9279,79.4586,78.5894,79.1292,333633.0
2021-02-13,78.9279,79.4586,78.5894,79.1292,333633.0
2021-02-14,78.9279,79.4586,78.5894,79.1292,333633.0
2021-02-15,78.9279,79.4586,78.5894,79.1292,333633.0
2021-02-16,78.8822,79.3762,78.4522,79.303,218820.0
2021-02-17,79.3854,79.8428,78.9965,79.5318,248472.0
2021-02-18,79.7879,81.4302,79.4174,80.9224,344681.0
2021-02-19,80.7486,80.8584,78.992,80.6754,486386.0
2021-02-20,80.7486,80.8584,78.992,80.6754,486386.0
2021-02-21,80.7486,80.8584,78.992,80.6754,486386.0
2021-02-22,80.4741,80.8584,78.7175,79.5958,402744.0
2021-02-23,80.035,81.5537,79.5959,81.3341,465543.0
2021-02-24,81.4073,81.883,80.465,80.8309,448023.0
2021-02-25,80.8767,81.9288,80.6754,80.7394,228910.0
2021-02-26,81.0322,81.0596,78.7724,78.9005,419146.0
2021-02-27,81.0322,81.0596,78.7724,78.9005,419146.0
2021-02-28,81.0322,81.0596,78.7724,78.9005,419146.0
2021-03-01,79.8154,81.5491,79.7513,80.6296,344174.0
2021-03-02,80.6205,80.6205,78.2875,78.809,291738.0
2021-03-03,78.5986,79.056,78.042,78.8822,290078.0
2021-03-04,79.2664,81.206,78.809,79.8337,355840.0
2021-03-05,80.465,82.5784,80.099,82.4686,332801.0
2021-03-06,80.465,82.5784,80.099,82.4686,332801.0
2021-03-07,80.465,82.5784,80.099,82.4686,332801.0
2021-03-08,82.9809,85.4786,82.432,84.5637,434266.0
2021-03-09,85.0303,85.7713,84.5362,84.9113,435455.0
2021-03-10,84.9113,87.4364,84.9113,86.7137,438866.0
2021-03-11,86.4484,87.1254,85.71,85.872,387747.0
2021-03-12,86.2928,89.1016,85.689,88.9094,531401.0
2021-03-13,86.2928,89.1016,85.689,88.9094,531401.0
2021-03-14,86.2928,89.1016,85.689,88.9094,531401.0
