,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity
2024-04-30,533.68,534.6,527.11,528.58,950280.0
2024-05-01,524.77,527.87,519.74,524.84,977593.0
2024-05-02,527.73,528.605,523.73,525.61,1339714.0
2024-05-03,525.28,528.33,518.9,526.96,819445.0
2024-05-04,525.28,528.33,518.9,526.96,819445.0
2024-05-05,525.28,528.33,518.9,526.96,819445.0
2024-05-06,529.66,530.6,527.34,529.93,756967.0
2024-05-07,532.4,536.89,532.27,536.17,692867.0
2024-05-08,538.65,539.76,532.19,533.35,807651.0
2024-05-09,533.65,539.383,533.65,538.58,456566.0
2024-05-10,539.11,543.13,538.22,539.18,841374.0
2024-05-11,539.11,543.13,538.22,539.18,841374.0
2024-05-12,539.11,543.13,538.22,539.18,841374.0
2024-05-13,538.63,540.05,535.35,538.77,1090504.0
2024-05-14,539.67,540.22,533.54,534.63,656436.0
2024-05-15,534.85,541.33,534.85,539.99,693294.0
2024-05-16,540.89,546.29,540.01,543.89,943502.0
2024-05-17,546.46,547.99,541.41,547.71,897567.0
2024-05-18,546.46,547.99,541.41,547.71,897567.0
2024-05-19,546.46,547.99,541.41,547.71,897567.0
2024-05-20,547.0,547.98,541.18,541.62,534706.0
2024-05-21,542.71,546.5,540.76,545.61,606377.0
2024-05-22,544.37,550.34,542.95,547.8,766419.0
2024-05-23,545.58,547.355,542.6,543.94,532736.0
2024-05-24,545.1,546.22,520.6,521.41,1533777.0
