,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity
2020-04-25,252.98,254.648,248.302,251.684,1390682.0
2020-04-26,252.98,254.648,248.302,251.684,1390682.0
2020-04-27,254.963,258.946,250.627,257.345,1794229.0
2020-04-28,261.309,263.767,249.666,255.591,1789909.0
2020-04-29,266.817,269.056,251.57,267.398,2080755.0
2020-04-30,265.616,272.515,263.196,267.512,2098671.0
2020-05-01,262.376,263.958,252.19,256.878,1240788.0
2020-05-02,262.376,263.958,252.19,256.878,1240788.0
2020-05-03,262.376,263.958,252.19,256.878,1240788.0
2020-05-04,255.382,260.632,252.571,258.241,1241697.0
2020-05-05,261.576,265.692,257.107,262.119,1177038.0
2020-05-06,263.262,264.778,257.288,257.878,908810.0
2020-05-07,260.975,261.29,252.533,253.219,1003565.0
2020-05-08,257.764,261.824,256.154,261.414,969011.0
2020-05-09,257.764,261.824,256.154,261.414,969011.0
2020-05-10,257.764,261.824,256.154,261.414,969011.0
2020-05-11,258.183,263.691,258.155,259.546,1157453.0
2020-05-12,262.891,267.56,260.108,260.108,1311803.0
2020-05-13,258.317,260.051,249.888,255.191,1711391.0
2020-05-14,252.685,261.347,250.894,260.413,1300731.0
2020-05-15,258.298,266.655,257.84,264.997,1174098.0
2020-05-16,258.298,266.655,257.84,264.997,1174098.0
2020-05-17,258.298,266.655,257.84,264.997,1174098.0
2020-05-18,271.553,274.221,265.769,266.779,1324539.0
2020-05-19,266.817,272.534,264.901,267.865,1013151.0
2020-05-20,271.581,271.581,265.063,266.817,1122195.0
2020-05-21,265.816,269.809,264.025,265.559,1084269.0
2020-05-22,265.959,266.569,262.605,264.063,889794.0
2020-05-23,265.959,266.569,262.605,264.063,889794.0
2020-05-24,265.959,266.569,262.605,264.063,889794.0
2020-05-25,265.959,266.569,262.605,264.063,889794.0
2020-05-26,270.409,272.525,267.35,270.076,1248149.0
2020-05-27,272.773,274.097,264.496,273.725,1348419.0
2020-05-28,276.346,282.716,275.023,277.651,1303074.0
2020-05-29,278.147,280.996,273.259,280.262,1859174.0
2020-05-30,278.147,280.996,273.259,280.262,1859174.0
2020-05-31,278.147,280.996,273.259,280.262,1859174.0
2020-06-01,279.424,280.148,271.791,276.375,1471060.0
2020-06-02,277.47,282.449,274.03,280.348,1219886.0
2020-06-03,282.063,285.227,274.354,275.65,1388683.0
2020-06-04,273.335,274.893,266.378,268.808,1511553.0
2020-06-05,270.009,276.841,268.837,274.335,1730099.0
2020-06-06,270.009,276.841,268.837,274.335,1730099.0
2020-06-07,270.009,276.841,268.837,274.335,1730099.0
2020-06-08,272.868,287.457,272.63,286.437,1829801.0
2020-06-09,286.781,286.781,277.222,278.187,1356045.0
2020-06-10,280.09,280.224,273.905,275.826,1185420.0
2020-06-11,271.391,271.649,250.714,252.884,2126854.0
2020-06-12,260.55,262.185,247.875,254.031,1464441.0
2020-06-13,260.55,262.185,247.875,254.031,1464441.0
2020-06-14,260.55,262.185,247.875,254.031,1464441.0
2020-06-15,246.469,253.094,239.821,250.771,2096715.0
2020-06-16,260.971,261.14,252.884,255.646,1428476.0
2020-06-17,256.822,257.654,252.534,254.012,1181584.0
2020-06-18,252.291,254.193,248.725,253.83,1062297.0
2020-06-19,258.361,260.636,254.595,254.691,1820450.0
2020-06-20,258.361,260.636,254.595,254.691,1820450.0
2020-06-21,258.361,260.636,254.595,254.691,1820450.0
2020-06-22,253.324,254.786,250.054,253.524,997341.0
2020-06-23,256.411,258.682,253.467,257.138,890205.0
2020-06-24,253.4,254.279,243.622,245.972,1497874.0
2020-06-25,245.399,249.844,242.11,249.5,1469585.0
2020-06-26,248.4,252.989,243.219,244.386,1997465.0
2020-06-27,248.4,252.989,243.219,244.386,1997465.0
2020-06-28,248.4,252.989,243.219,244.386,1997465.0
2020-06-29,246.775,250.733,246.02,247.846,1365899.0
2020-06-30,248.305,252.941,245.427,251.393,1195614.0
2020-07-01,255.417,258.199,252.874,256.841,1110059.0
2020-07-02,259.011,261.86,255.207,255.235,1007995.0
2020-07-03,259.011,261.86,255.207,255.235,1007995.0
2020-07-04,259.011,261.86,255.207,255.235,1007995.0
2020-07-05,259.011,261.86,255.207,255.235,1007995.0
2020-07-06,259.413,259.661,255.341,257.147,859594.0
2020-07-07,254.777,257.033,252.769,253.218,862863.0
2020-07-08,254.538,255.169,248.955,250.972,1110149.0
2020-07-09,250.666,252.406,243.334,243.764,1265741.0
2020-07-10,245.609,245.676,242.569,243.764,982178.0
2020-07-11,245.609,245.676,242.569,243.764,982178.0
2020-07-12,245.609,245.676,242.569,243.764,982178.0
2020-07-13,245.093,250.838,244.73,246.23,1325477.0
2020-07-14,245.141,252.253,244.806,251.861,1754146.0
2020-07-15,251.651,256.559,248.448,255.503,1557446.0
2020-07-16,255.503,257.358,252.062,252.454,1131253.0
2020-07-17,254.394,256.507,253.218,254.633,1035971.0
2020-07-18,254.394,256.507,253.218,254.633,1035971.0
2020-07-19,254.394,256.507,253.218,254.633,1035971.0
2020-07-20,254.394,255.589,247.435,247.588,1309849.0
2020-07-21,249.051,257.195,248.391,254.002,1555872.0
2020-07-22,254.547,256.43,249.551,256.277,1006815.0
2020-07-23,256.048,258.954,254.633,258.036,1004765.0
2020-07-24,259.059,261.65,257.692,258.572,1104462.0
2020-07-25,259.059,261.65,257.692,258.572,1104462.0
2020-07-26,259.059,261.65,257.692,258.572,1104462.0
2020-07-27,257.147,257.902,251.698,252.358,1615229.0
2020-07-28,251.746,255.89,251.67,253.543,1228587.0
2020-07-29,255.723,272.739,255.541,269.154,1961021.0
2020-07-30,264.24,267.347,260.345,264.976,1085259.0
2020-07-31,264.843,265.225,258.486,261.736,1005292.0
2020-08-01,264.843,265.225,258.486,261.736,1005292.0
2020-08-02,264.843,265.225,258.486,261.736,1005292.0
2020-08-03,263.093,265.163,257.491,258.82,988063.0
2020-08-04,257.511,260.837,255.924,258.954,953976.0
2020-08-05,260.828,263.848,258.304,263.504,1304882.0
2020-08-06,262.806,265.402,257.224,259.518,1002318.0
2020-08-07,259.279,265.923,259.279,264.47,928445.0
2020-08-08,259.279,265.923,259.279,264.47,928445.0
2020-08-09,259.279,265.923,259.279,264.47,928445.0
2020-08-10,264.881,267.806,264.068,266.563,754425.0
2020-08-11,270.597,275.31,266.793,267.978,1416943.0
2020-08-12,270.186,273.57,268.093,270.702,817135.0
2020-08-13,269.364,269.928,266.104,269.89,687941.0
2020-08-14,268.093,272.7,266.812,270.75,567658.0
2020-08-15,268.093,272.7,266.812,270.75,567658.0
2020-08-16,268.093,272.7,266.812,270.75,567658.0
2020-08-17,271.018,273.245,269.747,270.636,817271.0
2020-08-18,271.525,273.064,269.431,270.005,959068.0
2020-08-19,270.32,273.683,270.282,270.913,634051.0
2020-08-20,269.412,271.243,268.188,269.336,813927.0
2020-08-21,270.052,273.656,269.336,272.089,957555.0
2020-08-22,270.052,273.656,269.336,272.089,957555.0
2020-08-23,270.052,273.656,269.336,272.089,957555.0
2020-08-24,274.134,274.354,266.124,266.86,729657.0
2020-08-25,268.38,268.561,263.036,264.288,870887.0
2020-08-26,264.508,264.522,255.044,258.304,1342014.0
2020-08-27,259.451,266.363,257.415,262.491,1360804.0
2020-08-28,262.577,266.711,259.877,265.062,643374.0
2020-08-29,262.577,266.711,259.877,265.062,643374.0
2020-08-30,262.577,266.711,259.877,265.062,643374.0
2020-08-31,264.04,271.816,264.02,269.116,1514798.0
2020-09-01,265.77,268.274,260.809,261.048,1714725.0
2020-09-02,262.539,268.791,261.487,267.634,1388623.0
2020-09-03,269.422,271.84,262.109,264.795,1247689.0
2020-09-04,265.971,266.974,258.581,264.049,874661.0
2020-09-05,265.971,266.974,258.581,264.049,874661.0
2020-09-06,265.971,266.974,258.581,264.049,874661.0
2020-09-07,265.971,266.974,258.581,264.049,874661.0
2020-09-08,262.883,263.141,254.585,255.436,1191014.0
2020-09-09,257.038,258.4,253.805,256.549,1023871.0
2020-09-10,257.182,259.053,249.997,250.236,1096202.0
2020-09-11,252.002,254.707,244.135,247.541,1336676.0
2020-09-12,252.002,254.707,244.135,247.541,1336676.0
2020-09-13,252.002,254.707,244.135,247.541,1336676.0
2020-09-14,248.462,258.257,248.462,254.803,1448054.0
2020-09-15,255.072,256.477,248.342,249.574,1250511.0
2020-09-16,251.177,254.928,248.011,252.903,997442.0
2020-09-17,250.841,253.815,248.865,252.309,820108.0
2020-09-18,251.397,255.494,249.891,253.45,2162522.0
2020-09-19,251.397,255.494,249.891,253.45,2162522.0
2020-09-20,251.397,255.494,249.891,253.45,2162522.0
2020-09-21,246.783,247.397,240.221,247.234,1567806.0
2020-09-22,246.38,248.107,236.362,237.381,1977556.0
2020-09-23,238.11,240.806,235.079,235.741,1669128.0
2020-09-24,235.079,239.137,234.177,238.667,1311881.0
2020-09-25,237.429,245.689,236.192,244.874,1321960.0
2020-09-26,237.429,245.689,236.192,244.874,1321960.0
2020-09-27,237.429,245.689,236.192,244.874,1321960.0
2020-09-28,248.308,251.157,245.382,246.61,914060.0
2020-09-29,247.848,251.109,246.13,249.229,862001.0
2020-09-30,248.97,260.132,248.231,257.671,1312763.0
2020-10-01,257.671,259.758,255.292,259.187,918107.0
2020-10-02,254.985,269.078,253.69,263.83,1582541.0
2020-10-03,254.985,269.078,253.69,263.83,1582541.0
2020-10-04,254.985,269.078,253.69,263.83,1582541.0
2020-10-05,265.72,273.414,265.433,273.213,965723.0
2020-10-06,274.518,278.825,271.016,272.11,1086454.0
2020-10-07,273.635,281.986,273.635,281.204,970185.0
2020-10-08,282.528,282.528,277.002,281.367,1000189.0
2020-10-09,283.008,286.318,281.885,282.442,813518.0
2020-10-10,283.008,286.318,281.885,282.442,813518.0
2020-10-11,283.008,286.318,281.885,282.442,813518.0
2020-10-12,283.42,288.682,282.461,286.433,1037698.0
2020-10-13,284.984,287.066,283.022,285.349,870082.0
2020-10-14,283.257,286.011,277.837,280.456,1014369.0
2020-10-15,275.793,284.84,275.492,282.912,785082.0
2020-10-16,283.104,288.164,280.936,284.802,768940.0
2020-10-17,283.104,288.164,280.936,284.802,768940.0
2020-10-18,283.104,288.164,280.936,284.802,768940.0
2020-10-19,283.967,286.26,278.412,280.331,946899.0
2020-10-20,281.262,284.408,279.122,279.353,822685.0
2020-10-21,278.691,285.205,278.537,284.121,898306.0
2020-10-22,284.946,293.844,284.408,292.764,1176630.0
2020-10-23,294.251,299.077,292.908,298.127,1489432.0
2020-10-24,294.251,299.077,292.908,298.127,1489432.0
2020-10-25,294.251,299.077,292.908,298.127,1489432.0
2020-10-26,295.105,295.719,285.608,287.565,1205272.0
2020-10-27,285.675,288.284,281.099,286.73,1532448.0
2020-10-28,276.216,285.588,273.635,274.182,1557811.0
2020-10-29,272.906,273.75,261.269,262.152,1737334.0
2020-10-30,262.785,263.85,258.074,261.71,1567701.0
2020-10-31,262.785,263.85,258.074,261.71,1567701.0
2020-11-01,262.785,263.85,258.074,261.71,1567701.0
2020-11-02,266.881,268.311,259.446,266.939,2193904.0
2020-11-03,271.179,283.574,270.445,281.53,1790107.0
2020-11-04,300.084,318.887,299.077,314.532,3987726.0
2020-11-05,315.357,320.518,304.828,306.608,2333229.0
2020-11-06,305.006,305.226,299.547,300.583,1606423.0
2020-11-07,305.006,305.226,299.547,300.583,1606423.0
2020-11-08,305.006,305.226,299.547,300.583,1606423.0
2020-11-09,321.363,323.953,308.747,309.304,1617725.0
2020-11-10,309.917,316.834,301.648,315.204,1975634.0
2020-11-11,316.767,319.223,309.985,310.224,1517702.0
2020-11-12,309.697,317.799,307.941,316.508,1504336.0
2020-11-13,316.527,321.089,314.417,319.425,1205533.0
2020-11-14,316.527,321.089,314.417,319.425,1205533.0
2020-11-15,316.527,321.089,314.417,319.425,1205533.0
2020-11-16,322.264,324.452,316.627,319.607,1344599.0
2020-11-17,315.367,319.271,312.872,316.431,1038546.0
2020-11-18,317.698,319.933,309.035,309.275,1350976.0
2020-11-19,307.586,307.759,299.0,299.173,1611025.0
2020-11-20,298.77,299.427,292.285,293.196,2311572.0
2020-11-21,298.77,299.427,292.285,293.196,2311572.0
2020-11-22,298.77,299.427,292.285,293.196,2311572.0
2020-11-23,295.192,300.986,295.192,298.031,1169562.0
2020-11-24,297.945,304.958,297.398,301.178,1302770.0
2020-11-25,302.262,302.262,294.194,296.487,1180805.0
2020-11-26,302.262,302.262,294.194,296.487,1180805.0
2020-11-27,296.141,300.794,295.71,300.084,533263.0
2020-11-28,296.141,300.794,295.71,300.084,533263.0
2020-11-29,296.141,300.794,295.71,300.084,533263.0
2020-11-30,299.115,302.483,296.765,298.856,1645796.0
2020-12-01,304.113,313.563,300.573,301.139,1364274.0
2020-12-02,300.391,308.565,300.343,305.504,1131725.0
2020-12-03,305.236,312.297,305.169,309.898,1254992.0
2020-12-04,309.446,314.536,308.936,311.043,931400.0
2020-12-05,309.446,314.536,308.936,311.043,931400.0
2020-12-06,309.446,314.536,308.936,311.043,931400.0
2020-12-07,309.36,311.938,305.039,307.166,697527.0
2020-12-08,304.683,310.774,303.952,310.485,1637024.0
2020-12-09,310.543,311.813,304.289,306.396,1016505.0
2020-12-10,305.646,306.983,301.624,301.883,1224600.0
2020-12-11,300.354,303.962,298.429,299.622,1372850.0
2020-12-12,300.354,303.962,298.429,299.622,1372850.0
2020-12-13,300.354,303.962,298.429,299.622,1372850.0
2020-12-14,302.259,304.26,297.886,298.371,918560.0
2020-12-15,301.152,302.759,298.776,301.373,1544884.0
2020-12-16,300.642,301.056,295.235,298.506,1003182.0
2020-12-17,298.064,303.461,298.064,302.201,1103895.0
2020-12-18,302.182,303.394,294.811,296.967,2829602.0
2020-12-19,302.182,303.394,294.811,296.967,2829602.0
2020-12-20,302.182,303.394,294.811,296.967,2829602.0
2020-12-21,291.867,295.042,287.306,294.792,1121588.0
2020-12-22,294.321,295.735,291.117,291.829,1037287.0
2020-12-23,294.84,299.882,294.84,296.688,777249.0
2020-12-24,296.322,297.89,296.25,296.996,224455.0
2020-12-25,296.322,297.89,296.25,296.996,224455.0
2020-12-26,296.322,297.89,296.25,296.996,224455.0
2020-12-27,296.322,297.89,296.25,296.996,224455.0
2020-12-28,298.881,303.461,297.756,301.056,723365.0
2020-12-29,303.471,306.993,301.749,302.441,766004.0
2020-12-30,302.124,304.404,302.008,302.172,574567.0
2020-12-31,303.23,310.004,302.451,308.946,749286.0
2021-01-01,303.23,310.004,302.451,308.946,749286.0
2021-01-02,303.23,310.004,302.451,308.946,749286.0
2021-01-03,303.23,310.004,302.451,308.946,749286.0
2021-01-04,308.965,311.967,299.606,306.531,1197827.0
2021-01-05,305.607,308.003,301.816,303.182,996420.0
2021-01-06,297.313,317.74,296.351,315.902,1861412.0
2021-01-07,316.566,325.745,316.037,324.62,1418338.0
2021-01-08,325.399,327.785,320.126,324.331,1384081.0
2021-01-09,325.399,327.785,320.126,324.331,1384081.0
2021-01-10,325.399,327.785,320.126,324.331,1384081.0
2021-01-11,322.763,328.084,322.763,325.957,942197.0
2021-01-12,324.543,327.487,321.329,322.118,906526.0
2021-01-13,321.82,322.893,316.812,317.933,911624.0
2021-01-14,319.347,320.405,309.547,310.322,1320688.0
2021-01-15,310.322,314.834,307.3,314.074,1166594.0
2021-01-16,310.322,314.834,307.3,314.074,1166594.0
2021-01-17,310.322,314.834,307.3,314.074,1166594.0
2021-01-18,310.322,314.834,307.3,314.074,1166594.0
2021-01-19,317.519,318.356,310.885,311.447,954851.0
2021-01-20,311.111,311.265,305.501,309.36,1158213.0
2021-01-21,308.811,313.035,307.05,309.533,993677.0
2021-01-22,308.388,309.148,302.085,302.211,969408.0
2021-01-23,308.388,309.148,302.085,302.211,969408.0
2021-01-24,308.388,309.148,302.085,302.211,969408.0
2021-01-25,301.614,304.024,299.863,303.442,861006.0
2021-01-26,305.588,306.256,298.131,300.7,1222385.0
2021-01-27,292.185,297.092,277.117,279.195,3046866.0
2021-01-28,285.286,294.436,281.206,289.144,1767254.0
2021-01-29,286.979,289.904,281.12,285.748,1659898.0
2021-01-30,286.979,289.904,281.12,285.748,1659898.0
2021-01-31,286.979,289.904,281.12,285.748,1659898.0
2021-02-01,287.662,291.001,280.571,281.495,1689275.0
2021-02-02,285.19,294.667,284.915,287.682,1924402.0
2021-02-03,285.892,288.817,282.414,287.075,1196792.0
2021-02-04,287.691,289.106,282.496,283.227,1317280.0
2021-02-05,285.796,286.614,277.3,279.85,1478032.0
2021-02-06,285.796,286.614,277.3,279.85,1478032.0
2021-02-07,285.796,286.614,277.3,279.85,1478032.0
2021-02-08,281.033,281.61,275.221,276.819,1437431.0
2021-02-09,276.626,288.095,275.962,287.403,2074082.0
2021-02-10,288.24,290.982,286.691,286.893,1090602.0
2021-02-11,287.768,290.251,280.773,281.764,1097687.0
2021-02-12,281.004,281.928,276.53,279.686,1087079.0
2021-02-13,281.004,281.928,276.53,279.686,1087079.0
2021-02-14,281.004,281.928,276.53,279.686,1087079.0
2021-02-15,281.004,281.928,276.53,279.686,1087079.0
2021-02-16,282.303,282.726,277.564,278.666,1178055.0
2021-02-17,277.81,284.295,277.415,279.272,994005.0
2021-02-18,278.002,287.162,278.002,285.122,1351969.0
2021-02-19,285.69,286.537,280.148,283.814,1056046.0
2021-02-20,285.69,286.537,280.148,283.814,1056046.0
2021-02-21,285.69,286.537,280.148,283.814,1056046.0
2021-02-22,281.707,285.94,279.859,284.506,1010818.0
2021-02-23,286.816,296.255,285.132,293.06,2081260.0
2021-02-24,290.626,295.35,289.871,294.224,1022253.0
2021-02-25,294.427,296.856,287.306,288.884,1292067.0
2021-02-26,290.838,301.98,290.116,291.723,2003953.0
2021-02-27,290.838,301.98,290.116,291.723,2003953.0
2021-02-28,290.838,301.98,290.116,291.723,2003953.0
2021-03-01,296.024,304.029,294.773,299.699,1469969.0
2021-03-02,298.246,304.635,296.976,299.872,1328223.0
2021-03-03,298.275,306.685,297.448,302.807,1095025.0
2021-03-04,305.819,313.387,303.192,309.331,1968925.0
2021-03-05,311.476,323.08,310.543,320.983,1766459.0
2021-03-06,311.476,323.08,310.543,320.983,1766459.0
2021-03-07,311.476,323.08,310.543,320.983,1766459.0
2021-03-08,321.849,329.344,319.722,326.746,1498191.0
2021-03-09,327.47,332.258,321.793,322.228,1286558.0
2021-03-10,324.043,326.051,318.337,321.987,958398.0
2021-03-11,321.687,326.302,319.399,323.425,997760.0
2021-03-12,324.95,331.245,323.599,329.893,1281325.0
2021-03-13,324.95,331.245,323.599,329.893,1281325.0
2021-03-14,324.95,331.245,323.599,329.893,1281325.0
2021-03-15,331.264,332.369,324.844,330.945,1366322.0
2021-03-16,329.304,332.355,326.731,331.679,1318928.0
2021-03-17,332.635,333.291,328.735,330.086,1422080.0
2021-03-18,329.159,341.101,329.068,341.092,1570870.0
2021-03-19,340.039,346.71,336.825,341.874,2962722.0
2021-03-20,340.039,346.71,336.825,341.874,2962722.0
2021-03-21,340.039,346.71,336.825,341.874,2962722.0
2021-03-22,340.628,340.628,333.388,338.987,1448556.0
2021-03-23,339.093,342.173,336.4,339.653,1232033.0
2021-03-24,338.881,349.746,338.881,348.38,2090353.0
2021-03-25,348.96,355.177,344.133,354.173,1725922.0
2021-03-26,354.964,359.366,352.541,358.459,1433117.0
2021-03-27,354.964,359.366,352.541,358.459,1433117.0
2021-03-28,354.964,359.366,352.541,358.459,1433117.0
2021-03-29,357.165,366.008,355.669,356.586,1395338.0
2021-03-30,356.074,357.194,350.031,351.489,1390290.0
2021-03-31,350.639,353.207,345.812,346.527,1414246.0
2021-04-01,347.473,347.545,339.701,341.516,1262483.0
2021-04-02,347.473,347.545,339.701,341.516,1262483.0
2021-04-03,347.473,347.545,339.701,341.516,1262483.0
2021-04-04,347.473,347.545,339.701,341.516,1262483.0
2021-04-05,344.113,346.952,341.845,342.607,883365.0
2021-04-06,341.748,342.211,336.969,340.078,963191.0
2021-04-07,339.615,341.507,338.331,340.001,858109.0
2021-04-08,338.804,342.897,338.804,340.676,662994.0
2021-04-09,342.405,348.824,341.294,348.515,833593.0
2021-04-10,342.405,348.824,341.294,348.515,833593.0
2021-04-11,342.405,348.824,341.294,348.515,833593.0
2021-04-12,347.695,350.533,346.107,346.98,788179.0
2021-04-13,346.546,349.326,345.368,346.594,688995.0
2021-04-14,348.004,351.296,346.826,350.07,663177.0
2021-04-15,351.836,361.712,351.836,359.704,1350318.0
2021-04-16,361.027,363.508,358.343,362.62,899313.0
2021-04-17,361.027,363.508,358.343,362.62,899313.0
2021-04-18,361.027,363.508,358.343,362.62,899313.0
2021-04-19,362.456,366.694,361.505,366.52,1084462.0
2021-04-20,366.25,373.394,364.985,368.663,1989440.0
2021-04-21,368.702,373.355,364.773,371.521,2045448.0
2021-04-22,371.328,372.013,365.535,366.636,1143025.0
2021-04-23,365.294,370.584,363.238,368.731,903533.0
2021-04-24,365.294,370.584,363.238,368.731,903533.0
2021-04-25,365.294,370.584,363.238,368.731,903533.0
2021-04-26,368.866,369.986,364.155,364.444,900866.0
2021-04-27,362.755,364.628,360.728,363.817,800797.0
2021-04-28,364.454,366.356,359.994,362.292,800651.0
2021-04-29,364.522,369.947,364.522,369.773,780565.0
2021-04-30,369.213,369.793,364.058,366.259,1031743.0
2021-05-01,369.213,369.793,364.058,366.259,1031743.0
2021-05-02,369.213,369.793,364.058,366.259,1031743.0
2021-05-03,370.159,375.836,368.856,373.2,940476.0
2021-05-04,372.573,379.698,371.086,378.114,1336058.0
2021-05-05,376.695,378.79,373.838,375.653,1245628.0
2021-05-06,376.521,379.978,373.162,375.266,1243784.0
2021-05-07,374.938,383.916,374.938,382.845,800663.0
2021-05-08,374.938,383.916,374.938,382.845,800663.0
2021-05-09,374.938,383.916,374.938,382.845,800663.0
2021-05-10,384.051,391.948,384.051,387.99,988519.0
2021-05-11,386.832,389.062,378.269,380.837,784460.0
2021-05-12,380.151,382.092,375.382,376.666,1437404.0
2021-05-13,377.274,384.949,375.884,381.763,1003320.0
2021-05-14,383.733,385.123,378.867,380.296,677314.0
2021-05-15,383.733,385.123,378.867,380.296,677314.0
2021-05-16,383.733,385.123,378.867,380.296,677314.0
2021-05-17,380.615,381.947,378.622,380.035,562152.0
2021-05-18,380.364,382.333,376.792,379.823,860195.0
2021-05-19,379.176,380.644,375.672,379.813,769769.0
2021-05-20,379.408,381.03,376.888,377.593,1043450.0
2021-05-21,379.273,386.195,378.935,382.372,723440.0
2021-05-22,379.273,386.195,378.935,382.372,723440.0
2021-05-23,379.273,386.195,378.935,382.372,723440.0
2021-05-24,384.245,385.094,379.302,380.692,848160.0
2021-05-25,381.155,382.101,378.172,381.474,919471.0
2021-05-26,381.233,382.787,376.734,381.223,1116880.0
2021-05-27,382.912,384.216,378.983,384.071,1945571.0
2021-05-28,384.505,385.895,382.729,384.438,992874.0
2021-05-29,384.505,385.895,382.729,384.438,992874.0
2021-05-30,384.505,385.895,382.729,384.438,992874.0
2021-05-31,384.505,385.895,382.729,384.438,992874.0
2021-06-01,385.152,385.615,379.06,380.576,1159132.0
2021-06-02,382.7,382.7,377.207,379.852,818034.0
2021-06-03,379.109,384.196,378.066,381.947,745596.0
2021-06-04,383.26,383.26,378.877,379.591,776074.0
2021-06-05,383.26,383.26,378.877,379.591,776074.0
2021-06-06,383.26,383.26,378.877,379.591,776074.0
2021-06-07,381.088,382.459,375.566,375.633,1028937.0
2021-06-08,374.977,379.389,373.036,378.336,893977.0
2021-06-09,379.111,380.227,373.641,373.679,827923.0
2021-06-10,369.69,373.006,368.761,372.198,1313224.0
2021-06-11,372.779,374.163,370.107,371.656,745222.0
2021-06-12,372.779,374.163,370.107,371.656,745222.0
2021-06-13,372.779,374.163,370.107,371.656,745222.0
2021-06-14,370.358,371.801,367.589,371.307,794113.0
2021-06-15,372.169,373.742,368.829,372.721,1074639.0
2021-06-16,374.212,375.161,366.195,366.408,1032508.0
2021-06-17,366.002,367.221,363.63,365.789,900417.0
2021-06-18,361.074,362.09,356.62,357.462,2229921.0
2021-06-19,361.074,362.09,356.62,357.462,2229921.0
2021-06-20,361.074,362.09,356.62,357.462,2229921.0
2021-06-21,358.324,365.363,357.975,364.433,1247215.0
2021-06-22,366.156,367.715,362.479,366.941,891855.0
2021-06-23,364.675,367.347,364.269,365.953,942112.0
2021-06-24,368.286,369.351,365.992,366.292,724987.0
2021-06-25,367.773,370.678,366.365,368.703,2105758.0
2021-06-26,367.773,370.678,366.365,368.703,2105758.0
2021-06-27,367.773,370.678,366.365,368.703,2105758.0
2021-06-28,369.013,369.477,364.085,368.78,870102.0
2021-06-29,367.58,371.83,366.854,369.419,864679.0
2021-06-30,369.923,370.915,367.357,369.652,709792.0
2021-07-01,370.93,372.876,369.351,371.607,1955633.0
2021-07-02,371.685,375.112,369.988,374.88,1504425.0
2021-07-03,371.685,375.112,369.988,374.88,1504425.0
2021-07-04,371.685,375.112,369.988,374.88,1504425.0
2021-07-05,371.685,375.112,369.988,374.88,1504425.0
2021-07-06,373.04,375.616,369.768,372.982,1013093.0
2021-07-07,371.878,375.993,369.332,375.18,990308.0
2021-07-08,372.062,373.137,367.56,371.946,666196.0
2021-07-09,375.577,377.91,374.144,376.245,1369965.0
2021-07-10,375.577,377.91,374.144,376.245,1369965.0
2021-07-11,375.577,377.91,374.144,376.245,1369965.0
2021-07-12,374.696,383.884,372.266,383.439,1897411.0
2021-07-13,384.126,389.432,383.981,385.462,1486985.0
2021-07-14,387.292,387.97,381.551,382.499,944562.0
2021-07-15,379.837,385.631,378.201,383.516,1180657.0
2021-07-16,384.349,385.017,380.253,381.066,756181.0
2021-07-17,384.349,385.017,380.253,381.066,756181.0
2021-07-18,384.349,385.017,380.253,381.066,756181.0
2021-07-19,377.997,380.147,370.31,372.208,1087387.0
2021-07-20,373.534,380.999,373.021,377.533,1731200.0
2021-07-21,383.4,385.811,369.022,371.385,1756894.0
2021-07-22,373.021,375.199,368.267,372.072,944715.0
2021-07-23,372.75,375.132,369.264,370.126,881212.0
2021-07-24,372.75,375.132,369.264,370.126,881212.0
2021-07-25,372.75,375.132,369.264,370.126,881212.0
2021-07-26,369.381,370.233,361.78,366.457,958796.0
2021-07-27,365.411,371.114,364.094,370.455,939797.0
2021-07-28,369.855,369.855,364.443,367.841,777987.0
2021-07-29,370.039,373.002,367.294,372.101,708050.0
2021-07-30,372.556,374.096,370.484,371.791,999300.0
2021-07-31,372.556,374.096,370.484,371.791,999300.0
2021-08-01,372.556,374.096,370.484,371.791,999300.0
2021-08-02,373.079,378.849,372.053,377.871,803427.0
2021-08-03,378.065,383.38,376.216,382.712,682695.0
2021-08-04,381.057,385.288,380.544,383.003,785059.0
2021-08-05,379.827,379.827,362.778,364.695,1695338.0
2021-08-06,367.522,369.293,364.148,367.376,765580.0
2021-08-07,367.522,369.293,364.148,367.376,765580.0
2021-08-08,367.522,369.293,364.148,367.376,765580.0
2021-08-09,367.318,369.773,364.191,364.346,743936.0
2021-08-10,363.872,366.873,362.032,365.363,744152.0
2021-08-11,365.275,366.127,354.558,355.942,1741073.0
2021-08-12,354.867,358.033,354.5,355.932,1504422.0
2021-08-13,357.143,358.227,352.36,355.797,1144054.0
2021-08-14,357.143,358.227,352.36,355.797,1144054.0
2021-08-15,357.143,358.227,352.36,355.797,1144054.0
2021-08-16,355.545,364.452,353.707,364.414,826687.0
2021-08-17,363.697,368.877,363.387,368.132,990796.0
2021-08-18,366.873,367.105,359.292,359.583,707140.0
2021-08-19,356.862,364.181,356.339,363.939,761641.0
2021-08-20,364.656,367.764,363.641,365.963,529488.0
2021-08-21,364.656,367.764,363.641,365.963,529488.0
2021-08-22,364.656,367.764,363.641,365.963,529488.0
2021-08-23,367.26,367.26,364.762,365.334,652870.0
2021-08-24,365.73,366.694,362.284,364.762,582777.0
