,LPLA US Equity,LPLA US Equity,LPLA US Equity,LPLA US Equity,LPLA US Equity
2022-05-26,187.6301,194.3824,187.5806,192.7191,926576.0
2022-05-27,192.7983,198.9467,192.7983,198.7883,773929.0
2022-05-28,192.7983,198.9467,192.7983,198.7883,773929.0
2022-05-29,192.7983,198.9467,192.7983,198.7883,773929.0
2022-05-30,192.7983,198.9467,192.7983,198.7883,773929.0
2022-05-31,198.7091,200.0952,193.927,194.2438,5622745.0
2022-06-01,194.0458,197.4319,186.5212,190.135,724188.0
2022-06-02,189.333,196.3725,188.234,196.323,722420.0
2022-06-03,193.4617,196.8171,192.4914,196.0854,525256.0
2022-06-04,193.4617,196.8171,192.4914,196.0854,525256.0
2022-06-05,193.4617,196.8171,192.4914,196.0854,525256.0
2022-06-06,197.8774,201.6496,196.3973,197.0458,498949.0
2022-06-07,195.0854,201.9566,194.6813,201.6793,468092.0
2022-06-08,199.5282,202.5913,198.0908,200.9953,483898.0
2022-06-09,200.4302,200.4302,193.4218,193.4317,436196.0
2022-06-10,190.1307,192.1133,186.0564,187.0081,529084.0
2022-06-11,190.1307,192.1133,186.0564,187.0081,529084.0
2022-06-12,190.1307,192.1133,186.0564,187.0081,529084.0
2022-06-13,180.1483,181.7294,175.7172,178.7704,820290.0
2022-06-14,181.6551,189.3971,176.8969,186.8891,803157.0
2022-06-15,190.1901,191.2607,184.4704,187.0577,741893.0
2022-06-16,182.1904,183.4196,179.3454,181.4469,679437.0
2022-06-17,181.0801,185.9771,180.4457,183.7765,950175.0
2022-06-18,181.0801,185.9771,180.4457,183.7765,950175.0
2022-06-19,181.0801,185.9771,180.4457,183.7765,950175.0
2022-06-20,181.0801,185.9771,180.4457,183.7765,950175.0
2022-06-21,188.3761,190.5321,186.2844,190.0415,560858.0
2022-06-22,186.0267,189.7342,185.7541,185.9573,636059.0
2022-06-23,185.9573,186.9107,172.8821,176.2327,981864.0
2022-06-24,178.6316,189.5259,177.68,187.1766,1406424.0
2022-06-25,178.6316,189.5259,177.68,187.1766,1406424.0
2022-06-26,178.6316,189.5259,177.68,187.1766,1406424.0
2022-06-27,189.3376,190.5371,184.8471,190.5272,510981.0
2022-06-28,192.48,194.4164,188.2175,189.7738,420704.0
2022-06-29,189.7044,189.7044,183.1866,184.7281,350890.0
2022-06-30,179.8906,184.1631,175.4694,182.8744,550538.0
2022-07-01,180.6539,183.3601,174.7408,179.6527,820265.0
2022-07-02,180.6539,183.3601,174.7408,179.6527,820265.0
2022-07-03,180.6539,183.3601,174.7408,179.6527,820265.0
2022-07-04,180.6539,183.3601,174.7408,179.6527,820265.0
2022-07-05,175.4397,183.8855,171.8512,183.7864,798053.0
2022-07-06,182.2994,184.1135,172.1486,174.9539,923810.0
2022-07-07,176.9861,180.9612,176.9861,179.1075,521679.0
2022-07-08,179.8608,182.6959,177.7296,180.2574,372684.0
2022-07-09,179.8608,182.6959,177.7296,180.2574,372684.0
2022-07-10,179.8608,182.6959,177.7296,180.2574,372684.0
2022-07-11,177.7097,178.364,174.2303,174.9737,375080.0
2022-07-12,172.9218,179.8013,171.0482,176.1336,482149.0
2022-07-13,175.6677,176.4508,172.3468,175.3802,359971.0
2022-07-14,170.7409,172.4162,168.1982,171.0284,684028.0
2022-07-15,173.6256,178.2351,171.4051,177.2736,562339.0
2022-07-16,173.6256,178.2351,171.4051,177.2736,562339.0
2022-07-17,173.6256,178.2351,171.4051,177.2736,562339.0
2022-07-18,180.6836,183.1519,176.312,177.4024,488362.0
2022-07-19,180.4457,186.2894,177.3826,185.3824,443394.0
2022-07-20,183.9945,191.9051,182.686,190.1802,692380.0
2022-07-21,189.8531,192.5693,188.158,192.5593,415831.0
2022-07-22,191.7267,195.6423,188.614,190.7155,323520.0
2022-07-23,191.7267,195.6423,188.614,190.7155,323520.0
2022-07-24,191.7267,195.6423,188.614,190.7155,323520.0
2022-07-25,190.9634,194.309,189.635,194.2148,327721.0
2022-07-26,192.0637,194.6956,191.0823,192.4305,415895.0
2022-07-27,193.3722,197.1689,192.827,195.4044,491523.0
2022-07-28,196.5245,202.1749,192.9162,201.8181,686436.0
2022-07-29,200.6186,209.1636,200.6186,208.093,733083.0
2022-07-30,200.6186,209.1636,200.6186,208.093,733083.0
2022-07-31,200.6186,209.1636,200.6186,208.093,733083.0
2022-08-01,205.6445,207.4684,203.0671,205.1984,551486.0
2022-08-02,204.7027,210.5712,201.7883,209.3023,1102033.0
2022-08-03,213.0296,217.6788,209.9863,215.1708,1680994.0
2022-08-04,214.7545,220.5436,206.4417,217.3814,759802.0
2022-08-05,217.2625,225.1482,216.628,223.1805,829413.0
2022-08-06,217.2625,225.1482,216.628,223.1805,829413.0
2022-08-07,217.2625,225.1482,216.628,223.1805,829413.0
2022-08-08,223.2895,224.0231,219.7853,220.8906,793404.0
2022-08-09,222.3775,226.1147,220.8906,226.0354,695149.0
2022-08-10,227.9982,230.4467,220.7816,222.0802,1323081.0
2022-08-11,223.3094,225.4109,221.5647,221.7729,1196699.0
2022-08-12,225.5993,225.6885,221.5151,225.5993,728825.0
2022-08-13,225.5993,225.6885,221.5151,225.5993,728825.0
2022-08-14,225.5993,225.6885,221.5151,225.5993,728825.0
2022-08-15,222.9426,225.401,221.4953,224.0627,895902.0
2022-08-16,224.5093,228.6178,223.0803,227.3873,683316.0
2022-08-17,224.3009,230.4141,222.6138,230.0568,680659.0
2022-08-18,231.4065,233.1531,229.5011,230.1858,564944.0
2022-08-19,225.4918,227.6105,221.8596,222.6833,604694.0
2022-08-20,225.4918,227.6105,221.8596,222.6833,604694.0
2022-08-21,225.4918,227.6105,221.8596,222.6833,604694.0
2022-08-22,220.0336,222.8917,218.2856,219.3191,619379.0
2022-08-23,219.3191,221.4627,218.6443,221.0955,457748.0
2022-08-24,222.991,225.9979,222.1673,223.5467,428237.0
2022-08-25,224.7673,229.2778,223.8246,226.7918,326213.0
2022-08-26,227.8835,228.2308,222.7726,224.4398,345010.0
2022-08-27,227.8835,228.2308,222.7726,224.4398,345010.0
2022-08-28,227.8835,228.2308,222.7726,224.4398,345010.0
2022-08-29,222.2169,224.5788,218.7435,222.336,465643.0
2022-08-30,222.3062,222.3062,217.6519,220.7382,434672.0
2022-08-31,221.6413,223.9337,219.4283,219.6466,732578.0
2022-09-01,217.4335,221.0062,216.2625,220.7779,631104.0
2022-09-02,222.3955,222.3955,215.9549,217.5824,625972.0
2022-09-03,222.3955,222.3955,215.9549,217.5824,625972.0
2022-09-04,222.3955,222.3955,215.9549,217.5824,625972.0
2022-09-05,222.3955,222.3955,215.9549,217.5824,625972.0
2022-09-06,215.5877,219.4878,214.7839,219.1504,657766.0
2022-09-07,218.3962,223.0703,215.5778,222.0879,486920.0
2022-09-08,220.2222,227.6354,220.1726,227.546,431713.0
2022-09-09,228.2606,231.069,226.5437,229.5011,650225.0
2022-09-10,228.2606,231.069,226.5437,229.5011,650225.0
2022-09-11,228.2606,231.069,226.5437,229.5011,650225.0
2022-09-12,230.285,232.1309,228.0025,230.2354,434440.0
2022-09-13,225.5017,231.079,224.3009,229.7492,583738.0
2022-09-14,231.1683,232.9099,225.8143,231.1087,1199611.0
2022-09-15,230.3446,233.689,229.8087,231.4263,1002758.0
2022-09-16,227.2186,229.2927,221.2245,228.1613,1588936.0
2022-09-17,227.2186,229.2927,221.2245,228.1613,1588936.0
2022-09-18,227.2186,229.2927,221.2245,228.1613,1588936.0
2022-09-19,225.3132,230.161,224.7078,229.9576,1770654.0
2022-09-20,228.6476,231.7339,226.4147,227.417,1237858.0
2022-09-21,228.1216,234.7806,226.2162,226.7819,515768.0
2022-09-22,228.0621,229.253,224.8963,227.9033,866451.0
2022-09-23,222.5841,224.9261,216.3518,219.6565,1265765.0
2022-09-24,222.5841,224.9261,216.3518,219.6565,1265765.0
2022-09-25,222.5841,224.9261,216.3518,219.6565,1265765.0
2022-09-26,217.5526,219.6764,212.1242,213.3846,1160139.0
2022-09-27,217.8107,220.0044,214.6747,216.848,700488.0
2022-09-28,215.9251,221.155,214.4068,220.5596,528466.0
2022-09-29,218.9817,219.7111,213.7021,214.8235,722681.0
2022-09-30,214.0296,221.8398,213.454,216.8183,787780.0
2022-10-01,214.0296,221.8398,213.454,216.8183,787780.0
2022-10-02,214.0296,221.8398,213.454,216.8183,787780.0
2022-10-03,217.632,224.286,216.332,223.8543,817522.0
2022-10-04,227.7842,238.2044,227.7842,238.0555,1030725.0
2022-10-05,238.0555,240.9731,235.9218,239.554,1201906.0
2022-10-06,237.7479,245.1238,237.7479,244.5458,1372540.0
2022-10-07,241.6281,241.638,231.1286,240.6357,1289272.0
2022-10-08,241.6281,241.638,231.1286,240.6357,1289272.0
2022-10-09,241.6281,241.638,231.1286,240.6357,1289272.0
2022-10-10,242.9381,244.6251,239.4151,242.1342,1034244.0
2022-10-11,240.2288,242.293,236.2394,238.0158,869729.0
2022-10-12,241.0922,243.9602,238.641,238.7601,889337.0
2022-10-13,231.466,247.0069,230.6919,246.3817,1018763.0
2022-10-14,246.7687,250.52,234.9195,236.7257,1039619.0
2022-10-15,246.7687,250.52,234.9195,236.7257,1039619.0
2022-10-16,246.7687,250.52,234.9195,236.7257,1039619.0
2022-10-17,241.1418,242.5907,234.8699,236.1898,1103338.0
2022-10-18,240.9632,243.1663,237.6089,240.2586,940666.0
2022-10-19,239.6136,240.9235,234.1752,235.2569,763282.0
2022-10-20,236.2196,237.9033,230.5431,233.4806,972834.0
2022-10-21,234.9493,237.8868,231.2973,236.7058,777809.0
2022-10-22,234.9493,237.8868,231.2973,236.7058,777809.0
2022-10-23,234.9493,237.8868,231.2973,236.7058,777809.0
2022-10-24,236.8944,241.5586,236.8944,238.8296,755957.0
2022-10-25,238.3433,243.9503,237.3807,243.1167,1246223.0
2022-10-26,242.9282,250.1379,241.9258,247.1061,955848.0
2022-10-27,249.6566,254.6384,248.7237,250.4207,1256407.0
2022-10-28,245.171,259.4813,240.1594,258.211,1866554.0
2022-10-29,245.171,259.4813,240.1594,258.211,1866554.0
2022-10-30,245.171,259.4813,240.1594,258.211,1866554.0
2022-10-31,257.8141,259.0347,252.078,253.7056,1205433.0
2022-11-01,260.2454,262.0814,255.9285,257.7347,1306918.0
2022-11-02,258.5981,261.7638,254.6285,256.9408,1211465.0
2022-11-03,255.9484,264.3142,255.3926,261.089,978925.0
2022-11-04,261.863,265.9715,260.2057,264.8998,1095541.0
2022-11-05,261.863,265.9715,260.2057,264.8998,1095541.0
2022-11-06,261.863,265.9715,260.2057,264.8998,1095541.0
2022-11-07,265.3166,268.6212,262.9844,265.8128,718308.0
2022-11-08,266.9143,269.4945,264.3142,267.1227,863624.0
2022-11-09,264.9474,267.7982,253.6633,256.385,1752322.0
2022-11-10,261.7986,263.0303,236.6081,240.8893,2329744.0
2022-11-11,244.048,245.3493,226.2279,226.6054,2214572.0
2022-11-12,244.048,245.3493,226.2279,226.6054,2214572.0
2022-11-13,244.048,245.3493,226.2279,226.6054,2214572.0
2022-11-14,227.0921,235.4459,226.8289,229.2973,1793122.0
2022-11-15,226.7146,235.883,226.7146,233.35,1384427.0
2022-11-16,229.5555,229.5555,216.255,216.9603,1713859.0
2022-11-17,212.2222,219.98,211.8953,216.1458,1450978.0
2022-11-18,217.6854,220.8491,215.2518,216.7616,1615489.0
2022-11-19,217.6854,220.8491,215.2518,216.7616,1615489.0
2022-11-20,217.6854,220.8491,215.2518,216.7616,1615489.0
2022-11-21,216.6722,222.0063,216.561,221.2415,917257.0
2022-11-22,227.2113,232.7838,224.9664,230.0224,883719.0
2022-11-23,227.3106,229.9231,224.2711,224.6386,653696.0
2022-11-24,227.3106,229.9231,224.2711,224.6386,653696.0
2022-11-25,225.1055,230.9362,224.0824,230.2111,289485.0
2022-11-26,225.1055,230.9362,224.0824,230.2111,289485.0
2022-11-27,225.1055,230.9362,224.0824,230.2111,289485.0
2022-11-28,229.1979,235.3217,228.5225,233.4096,856410.0
2022-11-29,235.0188,239.002,233.4891,238.3067,1000521.0
2022-11-30,236.6875,239.6774,231.8898,235.128,1657836.0
2022-12-01,234.7009,234.7605,226.218,231.3336,1108770.0
2022-12-02,230.5786,237.4673,230.3154,234.1347,948504.0
2022-12-03,230.5786,237.4673,230.3154,234.1347,948504.0
2022-12-04,230.5786,237.4673,230.3154,234.1347,948504.0
2022-12-05,229.4562,229.9131,220.3773,221.9269,1102035.0
2022-12-06,222.9003,226.5756,222.5129,225.5326,805040.0
2022-12-07,226.2875,227.3404,221.3309,222.9599,613299.0
2022-12-08,225.9101,225.9101,218.5893,220.5561,689291.0
2022-12-09,220.6256,222.2,216.9205,219.5628,933158.0
2022-12-10,220.6256,222.2,216.9205,219.5628,933158.0
2022-12-11,220.6256,222.2,216.9205,219.5628,933158.0
2022-12-12,219.4038,220.9137,217.7649,220.8739,617884.0
2022-12-13,221.2911,221.5593,207.0072,211.9341,1658682.0
2022-12-14,212.093,215.1673,209.868,213.0168,1153784.0
2022-12-15,210.5832,211.4523,205.4775,207.9211,1090570.0
2022-12-16,206.441,208.9641,202.5373,205.557,1015507.0
2022-12-17,206.441,208.9641,202.5373,205.557,1015507.0
2022-12-18,206.441,208.9641,202.5373,205.557,1015507.0
2022-12-19,206.6397,210.1064,205.3186,207.7522,661661.0
2022-12-20,206.1133,210.4242,203.63,207.792,645760.0
2022-12-21,210.6229,211.1891,207.9807,211.0202,520647.0
2022-12-22,210.901,210.901,207.6032,209.6991,541384.0
2022-12-23,211.0699,215.1624,208.6462,214.3081,468727.0
2022-12-24,211.0699,215.1624,208.6462,214.3081,468727.0
2022-12-25,211.0699,215.1624,208.6462,214.3081,468727.0
2022-12-26,211.0699,215.1624,208.6462,214.3081,468727.0
2022-12-27,214.6061,215.967,211.5765,212.1824,381618.0
2022-12-28,212.6592,213.9704,211.3381,211.5666,339661.0
2022-12-29,213.2552,213.9207,210.8017,213.3843,384347.0
2022-12-30,211.9639,215.222,211.795,214.7253,612072.0
2022-12-31,211.9639,215.222,211.795,214.7253,612072.0
2023-01-01,211.9639,215.222,211.795,214.7253,612072.0
2023-01-02,211.9639,215.222,211.795,214.7253,612072.0
2023-01-03,213.8711,217.5265,213.1956,215.7584,1218071.0
2023-01-04,215.1723,217.5364,208.9839,211.9738,932732.0
2023-01-05,212.7089,219.9551,211.9937,218.5297,646932.0
2023-01-06,221.311,223.089,218.5893,220.8541,617979.0
2023-01-07,221.311,223.089,218.5893,220.8541,617979.0
2023-01-08,221.311,223.089,218.5893,220.8541,617979.0
2023-01-09,221.0627,223.387,220.2283,221.013,688010.0
2023-01-10,223.3175,224.5691,220.1985,224.2711,554518.0
2023-01-11,224.8571,226.1683,219.225,219.2449,671384.0
2023-01-12,217.9139,226.5458,216.1458,225.7114,674501.0
2023-01-13,223.8936,231.2044,223.4069,228.7509,592140.0
2023-01-14,223.8936,231.2044,223.4069,228.7509,592140.0
2023-01-15,223.8936,231.2044,223.4069,228.7509,592140.0
2023-01-16,223.8936,231.2044,223.4069,228.7509,592140.0
2023-01-17,227.7676,231.9395,226.2677,231.2342,550558.0
2023-01-18,231.0554,232.2723,224.9093,228.3536,522000.0
2023-01-19,226.3968,227.3255,218.4701,218.9668,769193.0
2023-01-20,220.3574,224.5517,219.7118,222.801,574848.0
2023-01-21,220.3574,224.5517,219.7118,222.801,574848.0
2023-01-22,220.3574,224.5517,219.7118,222.801,574848.0
2023-01-23,221.8474,225.9597,221.6189,225.4333,502821.0
2023-01-24,226.2577,231.6018,224.1022,229.3668,345308.0
2023-01-25,227.3901,230.966,225.1154,230.3899,411227.0
2023-01-26,231.8501,234.6413,229.7343,230.6879,419239.0
2023-01-27,231.6316,233.3798,228.6715,230.4495,578383.0
2023-01-28,231.6316,233.3798,228.6715,230.4495,578383.0
2023-01-29,231.6316,233.3798,228.6715,230.4495,578383.0
2023-01-30,230.7276,233.9758,229.0864,230.8965,458177.0
2023-01-31,232.5256,235.5452,230.1019,235.5353,479856.0
2023-02-01,234.3731,237.8895,233.4195,233.9758,675518.0
2023-02-02,233.9758,235.0386,220.129,223.0294,1189986.0
2023-02-03,229.7492,247.475,228.89,233.3599,2070209.0
2023-02-04,229.7492,247.475,228.89,233.3599,2070209.0
2023-02-05,229.7492,247.475,228.89,233.3599,2070209.0
2023-02-06,233.8467,241.3661,233.8467,235.6148,1265437.0
2023-02-07,235.4161,244.8029,233.1613,244.346,972589.0
2023-02-08,244.7632,248.3292,241.3164,244.5646,573571.0
2023-02-09,245.687,246.9535,238.5947,240.631,708316.0
2023-02-10,240.631,243.2633,237.2537,238.5153,457688.0
2023-02-11,240.631,243.2633,237.2537,238.5153,457688.0
2023-02-12,240.631,243.2633,237.2537,238.5153,457688.0
2023-02-13,239.29,241.2369,238.3762,240.8793,348465.0
2023-02-14,241.7932,247.3657,241.7932,243.3825,450068.0
2023-02-15,241.4853,246.4221,241.4853,246.2532,370665.0
2023-02-16,244.8427,252.5806,244.8427,246.5313,538312.0
2023-02-17,246.1439,249.5113,244.8625,248.3193,529499.0
2023-02-18,246.1439,249.5113,244.8625,248.3193,529499.0
2023-02-19,246.1439,249.5113,244.8625,248.3193,529499.0
2023-02-20,246.1439,249.5113,244.8625,248.3193,529499.0
2023-02-21,247.2763,250.5741,244.1176,244.1672,702485.0
2023-02-22,242.6971,244.942,239.4986,242.9951,481026.0
2023-02-23,243.7202,246.0992,239.2503,241.2767,493266.0
2023-02-24,241.4455,247.5644,241.3164,245.6473,589782.0
2023-02-25,241.4455,247.5644,241.3164,245.6473,589782.0
2023-02-26,241.4455,247.5644,241.3164,245.6473,589782.0
2023-02-27,246.4717,246.4916,242.3097,244.9023,689708.0
2023-02-28,246.7796,251.6986,245.3989,247.8922,736693.0
2023-03-01,246.869,252.9382,246.869,252.1038,803830.0
2023-03-02,250.6437,255.3818,248.9947,253.8421,828978.0
2023-03-03,253.8918,255.4215,250.0973,253.862,624680.0
2023-03-04,253.8918,255.4215,250.0973,253.862,624680.0
2023-03-05,253.8918,255.4215,250.0973,253.862,624680.0
2023-03-06,253.2958,255.1533,245.3592,251.7363,413793.0
2023-03-07,251.7363,255.9231,250.0288,252.3323,509068.0
2023-03-08,251.1006,255.0341,248.089,251.4582,577045.0
2023-03-09,249.3225,249.4368,238.0782,240.8694,1242847.0
2023-03-10,239.6278,239.6278,225.1055,230.0125,1569788.0
2023-03-11,239.6278,239.6278,225.1055,230.0125,1569788.0
2023-03-12,239.6278,239.6278,225.1055,230.0125,1569788.0
2023-03-13,223.1597,225.3876,197.2851,201.6066,3655437.0
2023-03-14,211.7317,216.2969,204.1826,204.859,2841617.0
2023-03-15,194.5847,195.9871,188.9751,194.4554,2819340.0
2023-03-16,191.571,202.6609,188.5673,201.5469,2216737.0
2023-03-17,196.1164,199.0903,193.2022,194.4156,2529875.0
2023-03-18,196.1164,199.0903,193.2022,194.4156,2529875.0
2023-03-19,196.1164,199.0903,193.2022,194.4156,2529875.0
2023-03-20,200.1147,205.5254,197.6779,204.5308,1254950.0
2023-03-21,211.8908,216.3865,210.1801,213.6413,1549112.0
2023-03-22,213.2535,214.0292,203.7351,203.934,872536.0
2023-03-23,206.0028,208.9468,202.0343,202.7803,970452.0
2023-03-24,199.0206,199.0206,187.5031,190.9643,1340643.0
2023-03-25,199.0206,199.0206,187.5031,190.9643,1340643.0
2023-03-26,199.0206,199.0206,187.5031,190.9643,1340643.0
2023-03-27,197.3895,200.0948,195.4997,199.4185,954491.0
2023-03-28,198.3145,200.1694,195.9175,198.5731,779231.0
2023-03-29,199.6472,200.975,195.9324,200.0252,766715.0
2023-03-30,200.5623,201.0198,196.1363,197.8669,864445.0
2023-03-31,200.1545,201.6166,196.932,201.3082,953348.0
2023-04-01,200.1545,201.6166,196.932,201.3082,953348.0
2023-04-02,200.1545,201.6166,196.932,201.3082,953348.0
2023-04-03,197.0513,200.9949,195.2768,196.5242,777561.0
2023-04-04,196.5341,197.6779,188.4181,190.8649,953183.0
2023-04-05,188.0999,190.5864,186.6279,190.1587,827466.0
2023-04-06,190.656,193.1017,189.0547,189.6912,739259.0
2023-04-07,190.656,193.1017,189.0547,189.6912,739259.0
2023-04-08,190.656,193.1017,189.0547,189.6912,739259.0
2023-04-09,190.656,193.1017,189.0547,189.6912,739259.0
2023-04-10,189.4923,197.1607,189.4923,196.4645,1055994.0
2023-04-11,196.6137,197.3348,193.1137,194.2167,994536.0
2023-04-12,194.2764,199.9058,194.2167,195.6987,737817.0
2023-04-13,195.45,200.055,194.1869,198.3642,1054525.0
2023-04-14,200.6816,202.4918,197.8967,201.8951,888221.0
2023-04-15,200.6816,202.4918,197.8967,201.8951,888221.0
2023-04-16,200.6816,202.4918,197.8967,201.8951,888221.0
2023-04-17,199.6174,204.0583,198.6725,203.188,599081.0
2023-04-18,202.4122,203.009,200.9701,202.3625,616091.0
2023-04-19,205.6646,207.7931,202.1139,205.6646,586964.0
2023-04-20,203.8942,205.5751,203.2174,204.2523,555055.0
2023-04-21,203.4466,203.9837,199.2593,202.7803,709455.0
2023-04-22,203.4466,203.9837,199.2593,202.7803,709455.0
2023-04-23,203.4466,203.9837,199.2593,202.7803,709455.0
2023-04-24,202.9394,204.849,202.2432,204.2821,662426.0
2023-04-25,202.1735,202.1835,197.2502,199.4284,1094778.0
2023-04-26,197.1209,200.5921,196.9121,198.394,893668.0
2023-04-27,200.4529,202.1039,196.1562,201.9149,1264500.0
2023-04-28,191.6705,208.3898,191.6705,207.7135,1697276.0
2023-04-29,191.6705,208.3898,191.6705,207.7135,1697276.0
2023-04-30,191.6705,208.3898,191.6705,207.7135,1697276.0
2023-05-01,208.539,211.6322,206.6692,210.2895,1163396.0
2023-05-02,207.3753,208.7728,193.5006,195.082,1345190.0
2023-05-03,194.8135,196.9618,186.1007,186.6577,1199596.0
2023-05-04,183.0572,183.6341,178.0345,179.9739,1522611.0
2023-05-05,186.3394,194.3758,185.9018,189.7907,1191729.0
2023-05-06,186.3394,194.3758,185.9018,189.7907,1191729.0
2023-05-07,186.3394,194.3758,185.9018,189.7907,1191729.0
2023-05-08,192.3667,193.1823,190.5914,192.1081,890314.0
2023-05-09,190.1686,192.9933,189.6515,191.4616,720365.0
2023-05-10,192.685,193.3166,187.9606,189.3232,987535.0
2023-05-11,186.3891,189.3829,186.1256,186.9461,760286.0
2023-05-12,189.2337,191.3821,185.3448,186.9163,894486.0
2023-05-13,189.2337,191.3821,185.3448,186.9163,894486.0
2023-05-14,189.2337,191.3821,185.3448,186.9163,894486.0
2023-05-15,187.8214,192.5259,186.8566,190.0692,810178.0
2023-05-16,190.4074,191.7053,188.5673,188.8657,648129.0
2023-05-17,190.4497,196.4865,189.9416,194.793,543297.0
2023-05-18,194.5539,196.8551,193.234,195.9984,769303.0
2023-05-19,197.0643,199.1364,195.0421,197.2237,730768.0
2023-05-20,197.0643,199.1364,195.0421,197.2237,730768.0
2023-05-21,197.0643,199.1364,195.0421,197.2237,730768.0
2023-05-22,197.5225,199.3555,195.1217,197.2835,801707.0
2023-05-23,197.3731,201.0291,194.9723,196.2773,501826.0
2023-05-24,195.9287,195.9287,192.2727,192.8704,407645.0
2023-05-25,193.2689,199.754,193.2689,197.3034,604474.0
2023-05-26,197.2436,199.1264,195.9585,196.9448,802251.0
2023-05-27,197.2436,199.1264,195.9585,196.9448,802251.0
2023-05-28,197.2436,199.1264,195.9585,196.9448,802251.0
2023-05-29,197.2436,199.1264,195.9585,196.9448,802251.0
2023-05-30,198.6781,199.7938,196.098,197.7616,506259.0
2023-05-31,196.2076,197.4628,191.5853,194.0359,1554342.0
2023-06-01,194.4742,196.3969,189.4037,195.0421,653362.0
2023-06-02,198.3693,203.1609,198.2796,201.9954,931550.0
2023-06-03,198.3693,203.1609,198.2796,201.9954,931550.0
2023-06-04,198.3693,203.1609,198.2796,201.9954,931550.0
2023-06-05,201.1686,201.9954,195.7095,199.226,729752.0
2023-06-06,197.9111,201.8659,197.5923,199.5846,660641.0
2023-06-07,200.5808,204.2567,198.5287,204.0973,1088653.0
2023-06-08,202.6329,203.918,196.5463,199.9134,481848.0
2023-06-09,200.9693,204.0874,199.6046,203.7387,619267.0
2023-06-10,200.9693,204.0874,199.6046,203.7387,619267.0
2023-06-11,200.9693,204.0874,199.6046,203.7387,619267.0
2023-06-12,202.105,202.9418,194.8428,195.9785,920737.0
2023-06-13,197.134,200.2869,195.9386,199.3356,521937.0
2023-06-14,198.5486,206.231,198.5486,204.8245,900343.0
2023-06-15,203.3203,213.3718,203.3203,213.1526,1013185.0
2023-06-16,213.6208,213.6208,207.2861,208.1817,918728.0
2023-06-17,213.6208,213.6208,207.2861,208.1817,918728.0
2023-06-18,213.6208,213.6208,207.2861,208.1817,918728.0
2023-06-19,213.6208,213.6208,207.2861,208.1817,918728.0
2023-06-20,205.1134,208.8391,202.3839,208.4108,648610.0
2023-06-21,208.6598,213.7702,208.4208,209.8254,587376.0
2023-06-22,209.2974,209.4269,203.7287,208.9487,591028.0
2023-06-23,208.2016,209.4867,206.4661,207.4445,1385998.0
2023-06-24,208.2016,209.4867,206.4661,207.4445,1385998.0
2023-06-25,208.2016,209.4867,206.4661,207.4445,1385998.0
2023-06-26,206.6874,212.5649,206.4334,210.5725,654856.0
2023-06-27,210.5924,213.7603,209.128,211.9273,542097.0
2023-06-28,211.738,213.1177,210.0156,210.6522,441050.0
2023-06-29,212.9534,218.1136,211.9472,217.0676,654341.0
2023-06-30,217.8147,218.3377,214.5672,216.5994,514437.0
2023-07-01,217.8147,218.3377,214.5672,216.5994,514437.0
2023-07-02,217.8147,218.3377,214.5672,216.5994,514437.0
2023-07-03,218.2132,221.0523,216.2159,219.6676,298395.0
2023-07-04,218.2132,221.0523,216.2159,219.6676,298395.0
2023-07-05,216.7887,220.096,215.4737,217.6553,375375.0
2023-07-06,217.5159,222.0485,216.5396,219.6975,1049184.0
2023-07-07,220.1059,225.9983,220.1059,223.9612,793224.0
2023-07-08,220.1059,225.9983,220.1059,223.9612,793224.0
2023-07-09,220.1059,225.9983,220.1059,223.9612,793224.0
2023-07-10,224.4692,225.2861,220.2255,220.3052,563565.0
2023-07-11,221.7895,224.9275,221.1021,221.391,949850.0
2023-07-12,219.1596,221.2715,213.2074,218.7611,929848.0
2023-07-13,220.4845,221.7696,217.7649,220.7734,528358.0
2023-07-14,222.0983,222.442,218.9902,219.6377,485413.0
2023-07-15,222.0983,222.442,218.9902,219.6377,485413.0
2023-07-16,222.0983,222.442,218.9902,219.6377,485413.0
2023-07-17,219.4285,225.6547,218.5021,224.9773,700416.0
2023-07-18,227.1589,234.7249,225.6447,233.0463,677636.0
2023-07-19,229.9681,232.6777,227.6918,228.3842,822814.0
2023-07-20,230.1574,233.2804,228.7926,232.0601,676761.0
2023-07-21,233.1061,233.1061,228.8524,229.5099,625296.0
2023-07-22,233.1061,233.1061,228.8524,229.5099,625296.0
2023-07-23,233.1061,233.1061,228.8524,229.5099,625296.0
2023-07-24,229.3704,232.9766,228.3244,231.1835,592863.0
2023-07-25,230.7153,234.1471,229.4103,232.3291,605978.0
2023-07-26,234.8793,237.569,234.0923,235.208,919817.0
2023-07-27,235.208,237.6387,231.6816,235.9552,1416940.0
2023-07-28,235.4371,235.4371,222.188,225.9834,1592071.0
2023-07-29,235.4371,235.4371,222.188,225.9834,1592071.0
2023-07-30,235.4371,235.4371,222.188,225.9834,1592071.0
2023-07-31,228.1252,231.4225,224.9474,228.4838,963898.0
2023-08-01,228.1053,232.7176,227.2535,232.2394,789971.0
2023-08-02,230.7451,231.7114,229.5746,231.0639,736571.0
2023-08-03,230.9543,238.4954,230.601,235.8954,683511.0
2023-08-04,235.5567,236.767,230.1873,230.3467,478053.0
2023-08-05,235.5567,236.767,230.1873,230.3467,478053.0
2023-08-06,235.5567,236.767,230.1873,230.3467,478053.0
