,LPLA US Equity,LPLA US Equity,LPLA US Equity,LPLA US Equity,LPLA US Equity
2020-04-20,50.6757,51.6875,49.7613,50.8606,805233.0
2020-04-21,48.9052,50.4228,48.6425,49.4208,510187.0
2020-04-22,50.5104,51.0162,49.4597,50.2282,599551.0
2020-04-23,50.8314,51.7751,49.6056,50.9676,494354.0
2020-04-24,51.1038,52.6214,50.7633,51.9696,508408.0
2020-04-25,51.1038,52.6214,50.7633,51.9696,508408.0
2020-04-26,51.1038,52.6214,50.7633,51.9696,508408.0
2020-04-27,53.2246,55.8173,52.4755,55.2676,742113.0
2020-04-28,57.7094,58.5364,54.9757,56.5518,963010.0
2020-04-29,59.0228,60.7545,57.1452,59.7816,730485.0
2020-04-30,57.7678,59.4217,57.0479,58.585,1110832.0
2020-05-01,63.8481,65.7938,59.8059,60.2972,2225485.0
2020-05-02,63.8481,65.7938,59.8059,60.2972,2225485.0
2020-05-03,63.8481,65.7938,59.8059,60.2972,2225485.0
2020-05-04,58.8671,62.0289,58.6895,60.0637,806216.0
2020-05-05,60.8031,62.8947,60.2389,60.4821,579764.0
2020-05-06,60.6669,61.7564,59.5481,60.9198,705784.0
2020-05-07,62.2527,65.0447,62.2332,62.9823,951811.0
2020-05-08,64.4221,65.4922,64.0622,64.3443,712323.0
2020-05-09,64.4221,65.4922,64.0622,64.3443,712323.0
2020-05-10,64.4221,65.4922,64.0622,64.3443,712323.0
2020-05-11,62.7099,64.714,62.0192,63.5757,1014839.0
2020-05-12,64.7626,64.7918,59.6746,59.8789,1328891.0
2020-05-13,59.0617,59.5481,56.4739,57.7775,1110090.0
2020-05-14,55.9972,60.2194,55.7881,59.8789,847513.0
2020-05-15,59.0617,61.8538,58.9547,61.0463,614738.0
2020-05-16,59.0617,61.8538,58.9547,61.0463,614738.0
2020-05-17,59.0617,61.8538,58.9547,61.0463,614738.0
2020-05-18,65.8522,67.4671,64.2471,66.5429,860902.0
2020-05-19,66.0468,68.4011,64.5194,65.2393,1072463.0
2020-05-20,67.9146,68.6151,66.6402,67.7687,1045654.0
2020-05-21,67.2531,68.0508,66.2316,66.29,440390.0
2020-05-22,66.4067,66.9515,64.6848,65.9689,515580.0
2020-05-23,66.4067,66.9515,64.6848,65.9689,515580.0
2020-05-24,66.4067,66.9515,64.6848,65.9689,515580.0
2020-05-25,66.4067,66.9515,64.6848,65.9689,515580.0
2020-05-26,68.9556,71.3488,68.5081,70.6775,858327.0
2020-05-27,73.0985,73.6501,71.0192,72.6983,814143.0
2020-05-28,73.4109,73.4109,69.9356,70.7166,778789.0
2020-05-29,69.6818,70.9313,68.8305,69.6915,727621.0
2020-05-30,69.6818,70.9313,68.8305,69.6915,727621.0
2020-05-31,69.6818,70.9313,68.8305,69.6915,727621.0
2020-06-01,69.7599,72.6202,69.2913,71.644,621775.0
2020-06-02,72.7178,74.1919,71.7611,73.6452,2171214.0
2020-06-03,75.2852,77.306,74.1528,76.6324,712494.0
2020-06-04,75.9002,78.0186,74.7971,77.4329,970699.0
2020-06-05,81.6403,83.1339,79.0876,80.1077,1664012.0
2020-06-06,81.6403,83.1339,79.0876,80.1077,1664012.0
2020-06-07,81.6403,83.1339,79.0876,80.1077,1664012.0
2020-06-08,82.0211,82.5775,79.9515,82.353,1167051.0
2020-06-09,82.9289,84.198,81.0058,83.5049,1393385.0
2020-06-10,82.8997,83.0461,80.4689,80.9668,1433241.0
2020-06-11,77.2572,78.4286,74.6312,74.7483,2183377.0
2020-06-12,77.4622,79.2389,75.3926,78.0967,1062234.0
2020-06-13,77.4622,79.2389,75.3926,78.0967,1062234.0
2020-06-14,77.4622,79.2389,75.3926,78.0967,1062234.0
2020-06-15,76.154,80.0979,75.1876,79.0534,939184.0
2020-06-16,82.0308,82.3335,78.3408,79.9613,546735.0
2020-06-17,80.8008,82.0113,80.4201,80.8301,784923.0
2020-06-18,80.0394,81.4939,79.2779,79.6489,726092.0
2020-06-19,81.367,81.9527,77.8722,78.907,752776.0
2020-06-20,81.367,81.9527,77.8722,78.907,752776.0
2020-06-21,81.367,81.9527,77.8722,78.907,752776.0
2020-06-22,78.4677,79.151,77.5305,78.2724,690645.0
2020-06-23,80.0589,80.0589,78.2334,78.2529,638087.0
2020-06-24,77.14,77.2279,73.9869,74.104,707209.0
2020-06-25,74.1919,75.8221,72.9716,75.5878,848725.0
2020-06-26,74.1723,74.4847,70.5506,71.0387,2492428.0
2020-06-27,74.1723,74.4847,70.5506,71.0387,2492428.0
2020-06-28,74.1723,74.4847,70.5506,71.0387,2492428.0
2020-06-29,72.3175,74.7971,71.8002,74.6507,678507.0
2020-06-30,73.899,77.1791,73.899,76.5348,948342.0
2020-07-01,77.716,77.716,74.8459,74.924,1791233.0
2020-07-02,76.7593,77.3548,75.2169,75.2852,480191.0
2020-07-03,76.7593,77.3548,75.2169,75.2852,480191.0
2020-07-04,76.7593,77.3548,75.2169,75.2852,480191.0
2020-07-05,76.7593,77.3548,75.2169,75.2852,480191.0
2020-07-06,77.2181,77.5891,75.4707,76.1931,570987.0
2020-07-07,75.6562,75.8514,73.3914,73.6257,595882.0
2020-07-08,73.7526,74.8362,73.1961,74.8264,398933.0
2020-07-09,74.4847,74.4847,71.9759,72.3761,469609.0
2020-07-10,72.4054,74.8362,72.2004,74.719,575276.0
2020-07-11,72.4054,74.8362,72.2004,74.719,575276.0
2020-07-12,72.4054,74.8362,72.2004,74.719,575276.0
2020-07-13,75.705,76.5445,74.065,74.2602,416175.0
2020-07-14,74.4945,74.9924,73.694,74.6507,439425.0
2020-07-15,75.5586,78.0088,75.1974,77.4134,736870.0
2020-07-16,77.0034,77.5403,76.0076,76.3298,378035.0
2020-07-17,76.2712,76.7739,75.6171,75.6659,429735.0
2020-07-18,76.2712,76.7739,75.6171,75.6659,429735.0
2020-07-19,76.2712,76.7739,75.6171,75.6659,429735.0
2020-07-20,75.0314,75.949,74.0162,74.8166,251110.0
2020-07-21,75.0216,76.5885,74.924,76.3005,497574.0
2020-07-22,76.1248,76.3591,74.9533,75.1583,721791.0
2020-07-23,74.8264,75.1876,74.0454,74.2212,636951.0
2020-07-24,74.3871,74.5824,73.284,74.1431,469517.0
2020-07-25,74.3871,74.5824,73.284,74.1431,469517.0
2020-07-26,74.3871,74.5824,73.284,74.1431,469517.0
2020-07-27,74.2114,75.91,72.913,75.6367,697960.0
2020-07-28,75.5878,75.7733,73.7233,74.6897,530052.0
2020-07-29,76.8667,79.6635,76.4469,79.112,793848.0
2020-07-30,77.1791,78.3017,76.4225,77.3743,782096.0
2020-07-31,75.4707,77.6379,74.3454,77.14,1992024.0
2020-08-01,75.4707,77.6379,74.3454,77.14,1992024.0
2020-08-02,75.4707,77.6379,74.3454,77.14,1992024.0
2020-08-03,76.9448,79.2291,76.6666,78.575,663460.0
2020-08-04,78.9655,78.9655,77.5988,78.0869,523886.0
2020-08-05,78.8191,79.6977,78.497,79.6098,459183.0
2020-08-06,79.522,81.2255,79.3218,80.7618,811857.0
2020-08-07,80.0589,83.173,80.0589,83.0656,544447.0
2020-08-08,80.0589,83.173,80.0589,83.0656,544447.0
2020-08-09,80.0589,83.173,80.0589,83.0656,544447.0
2020-08-10,83.4561,83.5635,81.7282,81.982,639027.0
2020-08-11,82.9973,83.622,81.943,82.2065,562853.0
2020-08-12,82.3237,83.1632,81.3084,82.3627,649275.0
2020-08-13,82.9698,83.5083,81.5696,82.02,791317.0
2020-08-14,80.9039,83.0481,80.9039,81.8536,231738.0
2020-08-15,80.9039,83.0481,80.9039,81.8536,231738.0
2020-08-16,80.9039,83.0481,80.9039,81.8536,231738.0
2020-08-17,81.599,81.7655,79.2296,79.4744,420241.0
2020-08-18,79.6016,79.6212,78.1623,78.6225,381725.0
2020-08-19,78.8673,80.5893,78.6127,79.817,358867.0
2020-08-20,79.024,79.2198,78.2113,78.3777,225187.0
2020-08-21,78.3777,78.9163,77.8197,78.2407,140389.0
2020-08-22,78.3777,78.9163,77.8197,78.2407,140389.0
2020-08-23,78.3777,78.9163,77.8197,78.2407,140389.0
2020-08-24,78.319,79.6995,78.319,79.6408,265608.0
2020-08-25,80.4535,80.5318,79.4548,79.9639,336674.0
2020-08-26,79.2589,80.2772,79.0142,79.3569,211782.0
2020-08-27,79.3471,80.9822,79.3471,80.4437,345923.0
2020-08-28,81.0899,81.1584,79.9737,80.6395,276498.0
2020-08-29,81.0899,81.1584,79.9737,80.6395,276498.0
2020-08-30,81.0899,81.1584,79.9737,80.6395,276498.0
2020-08-31,80.5807,80.7961,79.416,80.4437,446844.0
2020-09-01,80.1989,81.2465,79.6212,81.0703,284893.0
2020-09-02,81.2759,82.8523,80.5905,82.6369,382525.0
2020-09-03,81.8438,83.8803,81.2661,81.7165,480469.0
2020-09-04,82.9502,83.9685,81.4228,82.0102,577992.0
2020-09-05,82.9502,83.9685,81.4228,82.0102,577992.0
2020-09-06,82.9502,83.9685,81.4228,82.0102,577992.0
2020-09-07,82.9502,83.9685,81.4228,82.0102,577992.0
2020-09-08,79.9982,81.1682,77.5553,77.9469,810288.0
2020-09-09,78.7204,79.6163,78.0057,78.7106,622196.0
2020-09-10,79.4841,79.7583,77.1832,77.3497,624281.0
2020-09-11,77.2714,78.2309,76.1454,76.9385,542623.0
2020-09-12,77.2714,78.2309,76.1454,76.9385,542623.0
2020-09-13,77.2714,78.2309,76.1454,76.9385,542623.0
2020-09-14,77.6434,79.3569,77.007,79.2296,455656.0
2020-09-15,79.396,80.243,78.3386,78.8967,455829.0
2020-09-16,78.9848,79.8954,78.6813,79.0338,492654.0
2020-09-17,78.0449,78.6421,76.9874,77.2811,491537.0
2020-09-18,77.614,78.3875,76.9531,77.3105,756395.0
2020-09-19,77.614,78.3875,76.9531,77.3105,756395.0
2020-09-20,77.614,78.3875,76.9531,77.3105,756395.0
2020-09-21,75.3523,76.1699,74.3585,74.9313,660841.0
2020-09-22,75.0194,76.0768,73.3158,74.7453,369540.0
2020-09-23,74.8432,75.8516,73.0808,73.0808,332217.0
2020-09-24,72.836,73.5409,71.6219,72.7968,309781.0
2020-09-25,72.2583,74.2067,71.6121,73.727,342519.0
2020-09-26,72.2583,74.2067,71.6121,73.727,342519.0
2020-09-27,72.2583,74.2067,71.6121,73.727,342519.0
2020-09-28,75.1173,76.4881,74.6522,75.5383,365181.0
2020-09-29,75.4013,75.4208,73.8445,74.4515,374691.0
2020-09-30,74.7844,76.0768,74.383,75.0684,1107719.0
2020-10-01,75.1075,76.0083,74.2361,75.0488,1018878.0
2020-10-02,73.8641,76.7916,73.5703,75.509,649830.0
2020-10-03,73.8641,76.7916,73.5703,75.509,649830.0
2020-10-04,73.8641,76.7916,73.5703,75.509,649830.0
2020-10-05,76.537,78.1917,75.9887,77.8001,1116158.0
2020-10-06,79.0044,80.6787,77.614,78.0253,648480.0
2020-10-07,78.8771,80.0178,77.4476,78.2603,570664.0
2020-10-08,78.6715,80.3556,78.3582,80.336,356893.0
2020-10-09,80.8353,81.8046,80.7766,81.1193,314211.0
2020-10-10,80.8353,81.8046,80.7766,81.1193,314211.0
2020-10-11,80.8353,81.8046,80.7766,81.1193,314211.0
2020-10-12,81.2563,82.9796,80.6003,82.2257,410675.0
2020-10-13,81.6088,82.3431,79.4841,79.7975,380848.0
2020-10-14,79.7485,80.7178,79.0729,79.0827,288179.0
2020-10-15,77.9763,80.4045,77.9763,80.2185,366617.0
2020-10-16,80.5318,82.1473,79.7975,81.8046,414075.0
2020-10-17,80.5318,82.1473,79.7975,81.8046,414075.0
2020-10-18,80.5318,82.1473,79.7975,81.8046,414075.0
2020-10-19,82.4117,82.6662,80.3751,81.1682,494912.0
2020-10-20,81.9123,82.9404,81.1095,81.1095,374365.0
2020-10-21,82.1767,82.1963,79.489,79.8366,352791.0
2020-10-22,79.817,81.4326,79.5429,81.4032,390690.0
2020-10-23,82.3431,82.3921,81.2955,81.4522,362781.0
2020-10-24,82.3431,82.3921,81.2955,81.4522,362781.0
2020-10-25,82.3431,82.3921,81.2955,81.4522,362781.0
2020-10-26,79.9639,80.145,77.8588,79.2785,445965.0
2020-10-27,79.5918,79.9345,77.7315,77.9665,314732.0
2020-10-28,76.537,76.914,74.2655,75.2054,609233.0
2020-10-29,74.7844,77.0119,73.678,76.0475,862356.0
2020-10-30,75.1663,78.4169,74.8627,78.2603,878546.0
2020-10-31,75.1663,78.4169,74.8627,78.2603,878546.0
2020-11-01,75.1663,78.4169,74.8627,78.2603,878546.0
2020-11-02,79.5233,79.6408,77.8099,78.8477,556469.0
2020-11-03,80.287,81.6284,79.1708,81.0507,700180.0
2020-11-04,79.3373,80.1255,76.7328,76.8112,1257987.0
2020-11-05,77.0951,78.4267,76.3902,76.9972,2405398.0
2020-11-06,77.2616,77.6336,74.5396,74.5592,984219.0
2020-11-07,77.2616,77.6336,74.5396,74.5592,984219.0
2020-11-08,77.2616,77.6336,74.5396,74.5592,984219.0
2020-11-09,80.2381,87.7195,78.2505,84.0419,1277333.0
2020-11-10,84.312,86.6196,82.5543,86.2857,882088.0
2020-11-11,86.4821,87.6114,84.8619,86.2563,1423173.0
2020-11-12,85.2252,85.7653,84.3905,85.0092,734215.0
2020-11-13,85.2154,88.5295,84.8913,87.9256,640745.0
2020-11-14,85.2154,88.5295,84.8913,87.9256,640745.0
2020-11-15,85.2154,88.5295,84.8913,87.9256,640745.0
2020-11-16,89.5753,90.3511,88.8978,89.6637,808703.0
2020-11-17,90.3511,91.3822,88.3872,90.9501,688883.0
2020-11-18,90.8715,91.5393,89.8896,90.0467,542782.0
2020-11-19,91.0287,91.0385,88.8192,89.3102,506771.0
2020-11-20,88.9469,89.4624,88.0336,88.4461,424900.0
2020-11-21,88.9469,89.4624,88.0336,88.4461,424900.0
2020-11-22,88.9469,89.4624,88.0336,88.4461,424900.0
2020-11-23,89.0549,90.9059,89.0549,90.4198,408188.0
2020-11-24,92.3641,94.1415,91.6473,93.1104,539199.0
2020-11-25,92.1383,92.5301,91.2741,91.7062,265045.0
2020-11-26,92.1383,92.5301,91.2741,91.7062,265045.0
2020-11-27,91.8437,92.8158,90.6359,91.0679,276435.0
2020-11-28,91.8437,92.8158,90.6359,91.0679,276435.0
2020-11-29,91.8437,92.8158,90.6359,91.0679,276435.0
2020-11-30,91.3134,91.3134,88.6326,89.1335,511747.0
2020-12-01,91.0581,92.0794,90.2725,91.6473,637743.0
2020-12-02,91.6866,93.5327,90.6162,93.4148,963324.0
2020-12-03,98.197,98.197,95.4082,96.8616,1978298.0
2020-12-04,97.3427,100.6814,97.3427,99.6307,1088387.0
2020-12-05,97.3427,100.6814,97.3427,99.6307,1088387.0
2020-12-06,97.3427,100.6814,97.3427,99.6307,1088387.0
2020-12-07,98.1479,99.0317,97.166,97.4704,518303.0
2020-12-08,96.5277,97.8386,95.8992,96.3804,545670.0
2020-12-09,96.076,97.3231,96.0171,96.675,397694.0
2020-12-10,95.7519,96.7535,95.2413,96.2036,538548.0
2020-12-11,95.1628,96.3215,94.3183,95.8894,317595.0
2020-12-12,95.1628,96.3215,94.3183,95.8894,317595.0
2020-12-13,95.1628,96.3215,94.3183,95.8894,317595.0
2020-12-14,97.2052,98.089,95.8599,96.0072,302253.0
2020-12-15,97.166,99.7633,96.0858,99.3459,564220.0
2020-12-16,99.8271,100.3377,98.7813,100.2003,454785.0
2020-12-17,100.4752,101.0546,99.4834,100.9171,298815.0
2020-12-18,101.1724,102.3115,100.7561,101.683,727614.0
2020-12-19,101.1724,102.3115,100.7561,101.683,727614.0
2020-12-20,101.1724,102.3115,100.7561,101.683,727614.0
2020-12-21,100.8778,102.1249,99.7584,101.3001,431354.0
2020-12-22,101.6143,102.2722,100.6029,101.742,393376.0
2020-12-23,103.1167,103.863,101.958,102.3704,461597.0
2020-12-24,102.6846,102.994,101.5063,101.9678,89254.0
2020-12-25,102.6846,102.994,101.5063,101.9678,89254.0
2020-12-26,102.6846,102.994,101.5063,101.9678,89254.0
2020-12-27,102.6846,102.994,101.5063,101.9678,89254.0
2020-12-28,102.3704,103.2051,101.3492,102.3704,205865.0
2020-12-29,101.8107,102.557,101.3001,102.174,306434.0
2020-12-30,102.1446,102.719,101.4277,102.1249,216367.0
2020-12-31,102.3802,103.5291,101.8171,102.341,296604.0
2021-01-01,102.3802,103.5291,101.8171,102.341,296604.0
2021-01-02,102.3802,103.5291,101.8171,102.341,296604.0
2021-01-03,102.3802,103.5291,101.8171,102.341,296604.0
2021-01-04,102.5963,103.3622,100.7796,101.4768,352543.0
2021-01-05,100.8385,102.5114,100.0628,101.251,477057.0
2021-01-06,102.8712,108.2033,102.0758,106.7304,1136784.0
2021-01-07,107.732,110.5404,107.5405,110.0887,637856.0
2021-01-08,111.1787,113.0248,109.6468,112.7007,666808.0
2021-01-09,111.1787,113.0248,109.6468,112.7007,666808.0
2021-01-10,111.1787,113.0248,109.6468,112.7007,666808.0
2021-01-11,111.0216,115.3521,107.9775,114.6941,664014.0
2021-01-12,116.0198,118.5336,114.7531,118.2096,1383038.0
2021-01-13,117.1589,118.2931,112.9659,116.2555,847858.0
2021-01-14,116.609,119.3831,116.609,117.4338,561634.0
2021-01-15,116.01,118.19,114.1933,116.5893,475421.0
2021-01-16,116.01,118.19,114.1933,116.5893,475421.0
2021-01-17,116.01,118.19,114.1933,116.5893,475421.0
2021-01-18,116.01,118.19,114.1933,116.5893,475421.0
2021-01-19,116.7759,118.0721,114.8562,117.4044,416894.0
2021-01-20,118.1409,118.8872,115.7939,117.3946,536809.0
2021-01-21,118.2096,118.2096,114.6941,114.6941,621051.0
2021-01-22,113.2605,113.884,111.7973,112.8579,491477.0
2021-01-23,113.2605,113.884,111.7973,112.8579,491477.0
2021-01-24,113.2605,113.884,111.7973,112.8579,491477.0
2021-01-25,112.6418,112.6418,109.5879,110.5797,303732.0
2021-01-26,110.9627,111.9348,108.8711,109.6075,948571.0
2021-01-27,108.0167,109.3424,102.0071,103.3524,1257665.0
2021-01-28,105.1101,109.362,102.6896,108.655,1137384.0
2021-01-29,108.5863,109.2835,105.3065,106.3867,531751.0
2021-01-30,108.5863,109.2835,105.3065,106.3867,531751.0
2021-01-31,108.5863,109.2835,105.3065,106.3867,531751.0
2021-02-01,107.7418,110.1476,107.5356,108.9202,592627.0
2021-02-02,110.128,113.0641,109.146,112.3178,959782.0
2021-02-03,111.2376,115.4994,111.2376,113.7613,595307.0
2021-02-04,114.3308,117.0509,114.0657,115.8529,540622.0
2021-02-05,116.7956,124.9065,116.7956,123.414,1338198.0
2021-02-06,116.7956,124.9065,116.7956,123.414,1338198.0
2021-02-07,116.7956,124.9065,116.7956,123.414,1338198.0
2021-02-08,123.1784,124.3076,120.0655,121.617,903509.0
2021-02-09,121.6563,124.4156,119.8691,123.905,449140.0
2021-02-10,124.5924,126.4974,123.7823,126.3894,527614.0
2021-02-11,126.8018,127.2928,124.013,126.3599,349621.0
2021-02-12,125.8493,128.643,125.8493,127.8918,353560.0
2021-02-13,125.8493,128.643,125.8493,127.8918,353560.0
2021-02-14,125.8493,128.643,125.8493,127.8918,353560.0
2021-02-15,125.8493,128.643,125.8493,127.8918,353560.0
2021-02-16,128.9622,131.093,128.2159,130.661,422390.0
2021-02-17,130.0031,130.5628,127.5285,129.2666,417163.0
2021-02-18,128.7461,129.4139,126.409,127.9213,381679.0
2021-02-19,128.1471,130.062,127.3223,129.5612,470288.0
2021-02-20,128.1471,130.062,127.3223,129.5612,470288.0
2021-02-21,128.1471,130.062,127.3223,129.5612,470288.0
2021-02-22,128.4024,132.9981,128.4024,132.0063,358778.0
2021-02-23,130.2486,133.3318,129.3746,132.9686,324109.0
2021-02-24,132.5071,135.1486,131.314,132.949,743178.0
2021-02-25,133.273,134.1666,129.1782,129.7183,454975.0
2021-02-26,128.2944,130.9359,125.8591,129.1684,981182.0
2021-02-27,128.2944,130.9359,125.8591,129.1684,981182.0
2021-02-28,128.2944,130.9359,125.8591,129.1684,981182.0
2021-03-01,132.566,135.4334,131.1127,132.8802,540938.0
2021-03-02,132.5758,133.4105,130.8181,132.1732,720052.0
2021-03-03,133.5087,135.5119,131.9302,132.2518,677316.0
2021-03-04,133.3418,133.3418,127.4057,129.2371,1710011.0
2021-03-05,130.985,132.2027,125.9377,131.584,1214088.0
2021-03-06,130.985,132.2027,125.9377,131.584,1214088.0
2021-03-07,130.985,132.2027,125.9377,131.584,1214088.0
2021-03-08,132.8901,135.3548,132.0947,132.6642,697623.0
2021-03-09,132.6642,135.9342,129.6692,134.9227,705241.0
2021-03-10,136.0324,138.3793,134.3925,137.7213,475773.0
2021-03-11,137.957,140.6869,137.0241,139.8129,555344.0
