,AMAT US Equity,AMAT US Equity,AMAT US Equity,AMAT US Equity,AMAT US Equity
2019-04-09,40.3258,40.3699,39.4823,39.814,7412510.0
2019-04-10,39.7193,40.1221,39.5473,39.9657,5442592.0
2019-04-11,40.2121,40.6954,40.0747,40.25,6577569.0
2019-04-12,40.7523,41.0935,40.5343,40.7428,4923546.0
2019-04-13,40.7523,41.0935,40.5343,40.7428,4923546.0
2019-04-14,40.7523,41.0935,40.5343,40.7428,4923546.0
2019-04-15,40.5154,40.8755,40.1173,40.4775,5739305.0
2019-04-16,40.8471,41.8422,40.7997,41.4347,9881414.0
2019-04-17,42.0317,42.2023,41.2925,41.5958,8290885.0
2019-04-18,41.7095,41.9559,41.501,41.6526,6122096.0
2019-04-19,41.7095,41.9559,41.501,41.6526,6122096.0
2019-04-20,41.7095,41.9559,41.501,41.6526,6122096.0
2019-04-21,41.7095,41.9559,41.501,41.6526,6122096.0
2019-04-22,41.5673,41.6811,41.0082,41.501,4672174.0
2019-04-23,41.5105,41.6905,41.1314,41.5389,6703881.0
2019-04-24,41.6147,43.2543,41.5863,42.136,10613300.0
2019-04-25,42.7994,43.3585,41.9843,42.1265,9547002.0
2019-04-26,41.3209,42.3729,41.065,42.3255,7204087.0
2019-04-27,41.3209,42.3729,41.065,42.3255,7204087.0
2019-04-28,41.3209,42.3729,41.065,42.3255,7204087.0
2019-04-29,42.2402,42.5625,41.8896,41.9275,5847251.0
2019-04-30,41.8422,42.2497,41.4347,41.7664,10447154.0
2019-05-01,41.7379,42.335,41.1124,41.1124,9388108.0
2019-05-02,40.9229,41.937,40.6196,41.4157,12709051.0
2019-05-03,41.7285,41.8407,41.3304,41.6621,7375613.0
2019-05-04,41.7285,41.8407,41.3304,41.6621,7375613.0
2019-05-05,41.7285,41.8407,41.3304,41.6621,7375613.0
2019-05-06,40.1931,40.8945,39.6055,40.8565,11824253.0
2019-05-07,40.051,40.2026,39.0464,39.852,9898321.0
2019-05-08,39.5202,39.9941,39.1032,39.4065,7709165.0
2019-05-09,38.6389,39.0369,37.7632,38.8,11580613.0
2019-05-10,38.6862,39.0369,37.71,38.6673,9025471.0
2019-05-11,38.6862,39.0369,37.71,38.6673,9025471.0
2019-05-12,38.6862,39.0369,37.71,38.6673,9025471.0
2019-05-13,37.2078,37.5679,36.6486,37.0467,10725058.0
2019-05-14,37.4637,38.2787,37.3405,37.9186,8370277.0
2019-05-15,38.2977,39.6719,38.0134,39.3307,12050984.0
2019-05-16,39.1412,39.9846,38.8189,39.4823,11932487.0
2019-05-17,41.084,42.0412,40.34,40.468,20218164.0
2019-05-18,41.084,42.0412,40.34,40.468,20218164.0
2019-05-19,41.084,42.0412,40.34,40.468,20218164.0
2019-05-20,39.615,40.5248,38.1221,38.2408,21371762.0
2019-05-21,39.0274,39.198,38.6862,39.1127,8949861.0
2019-05-22,38.8174,38.9412,38.2459,38.5697,5897455.0
2019-05-23,37.7696,38.1792,37.2933,38.0458,8459814.0
2019-05-24,38.3602,38.4792,37.5791,37.6267,8541760.0
2019-05-25,38.3602,38.4792,37.5791,37.6267,8541760.0
2019-05-26,38.3602,38.4792,37.5791,37.6267,8541760.0
2019-05-27,38.3602,38.4792,37.5791,37.6267,8541760.0
2019-05-28,37.922,38.1328,37.1504,37.1599,10715581.0
2019-05-29,36.8837,37.6743,36.5789,37.5029,10137127.0
2019-05-30,37.5791,38.484,37.4267,37.8648,7491657.0
2019-05-31,37.3409,37.6267,36.8456,36.8551,8394926.0
2019-06-01,37.3409,37.6267,36.8456,36.8551,8394926.0
2019-06-02,37.3409,37.6267,36.8456,36.8551,8394926.0
2019-06-03,37.1218,37.7791,36.7122,36.9408,7795295.0
2019-06-04,37.6457,38.7174,37.4124,38.5031,14138929.0
2019-06-05,38.865,39.2175,38.2554,38.665,10143486.0
2019-06-06,38.6174,39.5223,38.5697,39.4175,8101730.0
2019-06-07,39.6271,39.8895,39.1318,39.5414,6391263.0
2019-06-08,39.6271,39.8895,39.1318,39.5414,6391263.0
2019-06-09,39.6271,39.8895,39.1318,39.5414,6391263.0
2019-06-10,40.0081,41.4799,39.8081,41.0941,9651670.0
2019-06-11,41.8275,42.4372,41.5656,41.6751,10536525.0
2019-06-12,40.6178,40.6654,39.3985,39.5318,10059790.0
2019-06-13,39.6366,40.0272,39.1984,39.6747,6979452.0
2019-06-14,39.0174,39.5223,38.6364,39.2746,7695082.0
2019-06-15,39.0174,39.5223,38.6364,39.2746,7695082.0
2019-06-16,39.0174,39.5223,38.6364,39.2746,7695082.0
2019-06-17,39.1603,39.2461,38.3355,38.5793,12453319.0
2019-06-18,38.9889,40.5797,38.9031,40.3034,11291800.0
2019-06-19,40.6654,40.8071,40.2367,40.513,9333080.0
2019-06-20,41.6656,41.9037,40.9607,41.1607,8633349.0
2019-06-21,40.8654,41.1512,40.5892,40.9226,12096425.0
2019-06-22,40.8654,41.1512,40.5892,40.9226,12096425.0
2019-06-23,40.8654,41.1512,40.5892,40.9226,12096425.0
2019-06-24,40.875,40.894,40.2367,40.3225,10997071.0
2019-06-25,40.2463,40.6749,39.9129,39.9891,9637916.0
2019-06-26,40.9607,41.7228,40.894,41.5132,10023943.0
2019-06-27,41.8085,42.742,41.7132,42.5706,8894448.0
2019-06-28,42.9897,43.2374,42.5563,42.7801,15599720.0
2019-06-29,42.9897,43.2374,42.5563,42.7801,15599720.0
2019-06-30,42.9897,43.2374,42.5563,42.7801,15599720.0
2019-07-01,44.4185,45.2949,43.0754,43.5136,11475932.0
2019-07-02,42.9706,43.0754,42.0276,42.542,13869042.0
2019-07-03,42.4086,42.6515,42.2562,42.5515,5559091.0
2019-07-04,42.4086,42.6515,42.2562,42.5515,5559091.0
2019-07-05,42.1419,42.3134,41.4941,41.8942,6618191.0
2019-07-06,42.1419,42.3134,41.4941,41.8942,6618191.0
2019-07-07,42.1419,42.3134,41.4941,41.8942,6618191.0
2019-07-08,41.1131,41.6751,41.0179,41.3894,9733012.0
2019-07-09,41.1798,41.9704,40.8464,41.8847,12432619.0
2019-07-10,42.3896,43.2755,42.3372,42.5991,7184698.0
2019-07-11,42.9325,43.2183,42.2657,43.1326,8128518.0
2019-07-12,43.2088,44.3376,43.2088,44.3042,9030857.0
2019-07-13,43.2088,44.3376,43.2088,44.3042,9030857.0
2019-07-14,43.2088,44.3376,43.2088,44.3042,9030857.0
2019-07-15,44.6281,45.1806,43.7422,44.0851,6723387.0
2019-07-16,43.8184,44.0375,43.3421,43.828,6671096.0
2019-07-17,44.0661,44.2661,43.4564,44.028,8459934.0
2019-07-18,44.2661,46.3332,44.1804,45.8855,14577891.0
2019-07-19,46.0189,46.1903,45.3997,45.5426,9415245.0
2019-07-20,46.0189,46.1903,45.3997,45.5426,9415245.0
2019-07-21,46.0189,46.1903,45.3997,45.5426,9415245.0
2019-07-22,46.981,48.3908,46.8762,48.3241,21606446.0
2019-07-23,48.2384,48.8861,47.743,48.6099,10063926.0
2019-07-24,48.5718,49.934,48.3527,49.6672,11289791.0
2019-07-25,49.2672,49.3338,48.2669,48.4098,8300988.0
2019-07-26,48.4765,48.6766,48.0669,48.3336,5737709.0
2019-07-27,48.4765,48.6766,48.0669,48.3336,5737709.0
2019-07-28,48.4765,48.6766,48.0669,48.3336,5737709.0
2019-07-29,48.0669,48.3622,47.6859,48.2669,4485653.0
2019-07-30,47.6859,48.6249,47.543,48.3241,4666303.0
2019-07-31,48.1336,48.1907,46.3772,47.0286,8334837.0
2019-08-01,47.0953,48.6289,45.6378,46.1713,11076755.0
2019-08-02,45.7236,46.1046,44.952,45.2949,8093891.0
2019-08-03,45.7236,46.1046,44.952,45.2949,8093891.0
2019-08-04,45.7236,46.1046,44.952,45.2949,8093891.0
2019-08-05,44.0089,44.0089,42.8373,43.304,12069931.0
2019-08-06,44.2185,44.7424,43.5088,44.1328,7428271.0
2019-08-07,43.8565,44.6376,43.5803,44.4662,7591370.0
2019-08-08,44.8567,45.6759,44.6662,45.5902,6122892.0
2019-08-09,45.2854,45.2854,44.3519,44.9139,5293173.0
2019-08-10,45.2854,45.2854,44.3519,44.9139,5293173.0
2019-08-11,45.2854,45.2854,44.3519,44.9139,5293173.0
2019-08-12,44.7519,44.8567,44.0375,44.2566,7105235.0
2019-08-13,44.228,45.9617,43.8851,45.7807,9162331.0
2019-08-14,44.7234,45.0044,44.1899,44.4948,7212301.0
2019-08-15,44.771,45.0663,44.2947,44.9234,10962138.0
2019-08-16,43.7803,44.7615,42.5039,44.4185,17870792.0
2019-08-17,43.7803,44.7615,42.5039,44.4185,17870792.0
2019-08-18,43.7803,44.7615,42.5039,44.4185,17870792.0
2019-08-19,45.3425,45.6569,44.5805,44.8663,8861112.0
2019-08-20,44.7043,44.9044,44.2995,44.5138,7753815.0
2019-08-21,45.1645,45.4707,44.7148,44.8104,5198369.0
2019-08-22,45.1071,45.241,44.4373,45.0018,4280682.0
2019-08-23,44.5042,44.82,42.8823,43.1742,11616331.0
2019-08-24,44.5042,44.82,42.8823,43.1742,11616331.0
2019-08-25,44.5042,44.82,42.8823,43.1742,11616331.0
2019-08-26,44.0162,44.1789,43.4804,43.6431,5715187.0
2019-08-27,44.0162,44.2459,43.1646,43.5474,5926887.0
2019-08-28,43.4421,44.0545,42.9445,43.9205,4811489.0
2019-08-29,44.6478,45.375,44.6191,45.2697,6786670.0
2019-08-30,45.4994,46.0161,45.3502,45.9491,7820358.0
2019-08-31,45.4994,46.0161,45.3502,45.9491,7820358.0
2019-09-01,45.4994,46.0161,45.3502,45.9491,7820358.0
2019-09-02,45.4994,46.0161,45.3502,45.9491,7820358.0
2019-09-03,45.5855,45.7099,45.1262,45.5568,7145753.0
2019-09-04,46.4754,47.4227,46.3127,47.3749,10227852.0
2019-09-05,48.2839,49.4991,48.1021,48.1786,10415877.0
2019-09-06,48.2935,48.3222,47.6524,47.9394,6913666.0
2019-09-07,48.2935,48.3222,47.6524,47.9394,6913666.0
2019-09-08,48.2935,48.3222,47.6524,47.9394,6913666.0
2019-09-09,48.1212,48.6044,47.8055,48.4753,6653765.0
2019-09-10,48.2073,48.3126,47.4801,48.0255,7304000.0
2019-09-11,48.2552,49.346,47.8533,49.3365,8100369.0
2019-09-12,49.4226,49.6235,48.8389,49.0398,6251842.0
2019-09-13,49.5087,49.7383,48.8389,49.1355,6052724.0
2019-09-14,49.5087,49.7383,48.8389,49.1355,6052724.0
2019-09-15,49.5087,49.7383,48.8389,49.1355,6052724.0
2019-09-16,48.5375,49.2551,48.1117,48.7241,5164314.0
2019-09-17,48.37,49.0494,48.2528,48.992,5478739.0
2019-09-18,49.0494,49.8532,48.8293,49.8436,7924463.0
2019-09-19,50.2263,50.3477,49.1562,49.4513,6048521.0
2019-09-20,49.6618,49.7766,48.6762,48.7623,11651466.0
2019-09-21,49.6618,49.7766,48.6762,48.7623,11651466.0
2019-09-22,49.6618,49.7766,48.6762,48.7623,11651466.0
2019-09-23,48.6571,49.7288,48.6092,49.5278,5474049.0
2019-09-24,49.7766,50.3125,48.6762,48.9537,7090554.0
2019-09-25,48.4657,49.8723,48.3222,49.6905,5488284.0
2019-09-26,49.9202,50.1976,49.5757,49.901,4912909.0
2019-09-27,48.9154,49.2408,47.0304,47.2983,11206261.0
2019-09-28,48.9154,49.2408,47.0304,47.2983,11206261.0
2019-09-29,48.9154,49.2408,47.0304,47.2983,11206261.0
2019-09-30,47.6045,48.0542,47.1356,47.748,6780365.0
2019-10-01,48.2361,48.8006,47.6284,47.8629,7746018.0
2019-10-02,47.2409,47.7289,47.0878,47.327,6563804.0
2019-10-03,47.2887,47.6189,46.6763,47.4993,7082515.0
2019-10-04,47.8533,48.7049,47.7385,48.6858,4620605.0
2019-10-05,47.8533,48.7049,47.7385,48.6858,4620605.0
2019-10-06,47.8533,48.7049,47.7385,48.6858,4620605.0
2019-10-07,48.6284,48.9059,48.3987,48.4657,5482744.0
2019-10-08,47.9873,48.1117,46.9586,47.1835,5722592.0
2019-10-09,47.9586,48.9633,47.8437,48.6475,6362242.0
2019-10-10,48.4848,49.3747,48.4561,48.8102,5368631.0
2019-10-11,49.9106,50.1307,49.48,49.5183,6823720.0
2019-10-12,49.9106,50.1307,49.48,49.5183,6823720.0
2019-10-13,49.9106,50.1307,49.48,49.5183,6823720.0
2019-10-14,49.5757,49.8771,49.5565,49.6953,3429704.0
2019-10-15,49.8245,50.8483,49.6379,50.6282,8063938.0
2019-10-16,49.6427,50.523,49.1355,49.3365,8456280.0
2019-10-17,50.1976,50.9536,49.6044,49.8914,5159955.0
2019-10-18,49.968,50.1498,48.8389,49.4513,6419103.0
2019-10-19,49.968,50.1498,48.8389,49.4513,6419103.0
2019-10-20,49.968,50.1498,48.8389,49.4513,6419103.0
2019-10-21,49.9393,50.4321,49.7479,50.3699,5973262.0
2019-10-22,50.3794,50.4369,49.7001,49.7383,4484021.0
2019-10-23,49.0781,49.2312,48.0734,48.3509,8608126.0
2019-10-24,50.6569,52.7429,50.4751,52.6951,18723030.0
2019-10-25,52.5324,53.4319,52.1784,53.3171,8568345.0
2019-10-26,52.5324,53.4319,52.1784,53.3171,8568345.0
2019-10-27,52.5324,53.4319,52.1784,53.3171,8568345.0
2019-10-28,53.6137,54.8193,53.585,54.494,8755202.0
2019-10-29,54.2357,54.628,53.0109,53.1257,6354593.0
2019-10-30,52.9439,53.0491,52.3123,52.829,4247462.0
2019-10-31,52.8099,52.8099,51.2502,51.92,6741838.0
2019-11-01,52.5611,53.0778,52.0635,53.0683,5899037.0
2019-11-02,52.5611,53.0778,52.0635,53.0683,5899037.0
2019-11-03,52.5611,53.0778,52.0635,53.0683,5899037.0
2019-11-04,53.6041,53.9677,52.9534,53.3362,4152542.0
2019-11-05,53.6711,53.8577,53.1735,53.4702,3857929.0
2019-11-06,53.2022,53.4702,52.542,53.4127,3965867.0
2019-11-07,53.8816,54.0538,53.2262,53.5276,4487535.0
2019-11-08,53.2979,53.7142,52.7525,53.6137,3313903.0
2019-11-09,53.2979,53.7142,52.7525,53.6137,3313903.0
2019-11-10,53.2979,53.7142,52.7525,53.6137,3313903.0
2019-11-11,53.3649,54.2835,53.1544,54.1495,5651305.0
2019-11-12,54.5419,54.7811,53.7764,53.9869,5118063.0
2019-11-13,53.6902,54.9103,53.5945,54.6567,5712885.0
2019-11-14,54.6758,54.7332,54.0682,54.5036,8305853.0
2019-11-15,57.7235,60.2073,57.623,59.3836,28391526.0
2019-11-16,57.7235,60.2073,57.623,59.3836,28391526.0
2019-11-17,57.7235,60.2073,57.623,59.3836,28391526.0
2019-11-18,59.221,60.3501,58.7138,59.6611,10413290.0
2019-11-19,59.6037,59.9673,58.221,58.3119,9887589.0
2019-11-20,57.6398,58.0239,56.7324,57.2749,12045741.0
2019-11-21,54.3848,56.1227,53.4342,54.1928,13935308.0
2019-11-22,54.308,54.8648,53.2278,53.7127,8627714.0
2019-11-23,54.308,54.8648,53.2278,53.7127,8627714.0
2019-11-24,54.308,54.8648,53.2278,53.7127,8627714.0
2019-11-25,54.3656,56.0939,54.308,55.9595,11194841.0
2019-11-26,55.9499,56.092,54.8025,55.2778,10256637.0
2019-11-27,55.585,56.0651,55.441,55.9691,5703005.0
2019-11-28,55.585,56.0651,55.441,55.9691,5703005.0
2019-11-29,55.7771,55.9739,55.4218,55.5946,2905829.0
2019-11-30,55.7771,55.9739,55.4218,55.5946,2905829.0
2019-12-01,55.7771,55.9739,55.4218,55.5946,2905829.0
2019-12-02,55.8251,55.8251,54.2312,54.4424,6161355.0
2019-12-03,52.9829,53.6839,52.7621,53.1366,7762747.0
2019-12-04,54.1639,54.2888,53.3766,53.8567,6564594.0
2019-12-05,54.0871,54.2792,53.4342,53.6166,5292329.0
2019-12-06,54.4904,55.1994,54.2312,54.3464,6033535.0
2019-12-07,54.4904,55.1994,54.2312,54.3464,6033535.0
2019-12-08,54.4904,55.1994,54.2312,54.3464,6033535.0
2019-12-09,54.8457,54.9513,54.2984,54.3464,4750359.0
2019-12-10,54.8937,54.8937,54.212,54.3656,6330163.0
2019-12-11,54.5576,56.7756,54.4424,56.6892,8840937.0
2019-12-12,56.67,58.0671,56.6604,57.9567,9285907.0
2019-12-13,57.6206,58.3888,57.3998,57.4862,6172672.0
2019-12-14,57.6206,58.3888,57.3998,57.4862,6172672.0
2019-12-15,57.6206,58.3888,57.3998,57.4862,6172672.0
2019-12-16,58.5712,58.9841,57.5438,57.5726,6430827.0
2019-12-17,58.0431,58.4704,57.8318,58.3696,7848028.0
2019-12-18,58.3984,58.9649,57.9663,57.9759,6529503.0
2019-12-19,58.1583,58.2831,57.4958,58.2543,6764975.0
2019-12-20,58.7728,59.5122,58.2831,59.3489,15663075.0
2019-12-21,58.7728,59.5122,58.2831,59.3489,15663075.0
2019-12-22,58.7728,59.5122,58.2831,59.3489,15663075.0
2019-12-23,59.4834,59.5314,58.6,58.648,5842104.0
2019-12-24,58.9265,59.0705,58.5136,59.0513,1624148.0
2019-12-25,58.9265,59.0705,58.5136,59.0513,1624148.0
2019-12-26,59.1569,59.2256,58.6096,58.8688,2960848.0
2019-12-27,59.1377,59.2241,58.408,58.7344,3315350.0
2019-12-28,59.1377,59.2241,58.408,58.7344,3315350.0
2019-12-29,59.1377,59.2241,58.408,58.7344,3315350.0
2019-12-30,58.9073,58.9361,57.7934,58.504,3566742.0
2019-12-31,58.2639,58.648,57.707,58.6096,3878974.0
2020-01-01,58.2639,58.648,57.707,58.6096,3878974.0
2020-01-02,59.5314,60.1555,59.2433,59.7234,6289207.0
2020-01-03,58.2735,59.2721,58.1487,58.7728,5416193.0
2020-01-04,58.2735,59.2721,58.1487,58.7728,5416193.0
2020-01-05,58.2735,59.2721,58.1487,58.7728,5416193.0
2020-01-06,57.467,58.0496,56.9389,57.5054,8588868.0
2020-01-07,57.8703,59.6274,57.7454,59.1665,8002207.0
2020-01-08,59.2433,59.7234,58.8112,59.1281,4364451.0
2020-01-09,59.7234,60.3475,58.7728,59.5026,5713547.0
2020-01-10,60.0403,60.2169,58.7632,59.0225,4456534.0
2020-01-11,60.0403,60.2169,58.7632,59.0225,4456534.0
2020-01-12,60.0403,60.2169,58.7632,59.0225,4456534.0
2020-01-13,59.0321,59.4834,58.8977,59.3489,4112445.0
2020-01-14,59.6178,61.0149,59.6082,59.8674,8003042.0
2020-01-15,59.8194,59.8818,58.9073,59.4642,6314386.0
2020-01-16,60.0979,60.7124,59.9827,60.6932,5733795.0
2020-01-17,61.2501,61.2693,60.0355,60.3475,6327840.0
2020-01-18,61.2501,61.2693,60.0355,60.3475,6327840.0
2020-01-19,61.2501,61.2693,60.0355,60.3475,6327840.0
2020-01-20,61.2501,61.2693,60.0355,60.3475,6327840.0
2020-01-21,60.2419,61.3461,60.1555,60.6836,5777443.0
2020-01-22,61.1637,62.0278,61.0869,61.3461,5598714.0
2020-01-23,61.5766,61.7014,60.6164,61.3461,6540695.0
2020-01-24,62.2199,62.3447,59.1569,59.5314,8007737.0
2020-01-25,62.2199,62.3447,59.1569,59.5314,8007737.0
2020-01-26,62.2199,62.3447,59.1569,59.5314,8007737.0
2020-01-27,57.563,58.0431,56.478,56.6988,9350583.0
2020-01-28,57.3806,57.9471,56.574,57.7934,6228135.0
2020-01-29,57.6782,58.2447,57.1213,57.4382,6532570.0
2020-01-30,59.0897,59.5602,57.0541,57.8511,9656093.0
2020-01-31,57.4382,57.467,55.2394,55.681,10132161.0
2020-02-01,57.4382,57.467,55.2394,55.681,10132161.0
2020-02-02,57.4382,57.467,55.2394,55.681,10132161.0
2020-02-03,56.3436,57.8511,56.3244,57.3422,7850022.0
2020-02-04,58.9649,61.1157,58.762,60.5012,12322095.0
2020-02-05,61.4325,61.879,60.3667,61.2597,8252083.0
2020-02-06,61.4709,61.6054,60.5396,60.674,4870591.0
2020-02-07,60.3379,60.4724,59.1761,59.2529,6093168.0
2020-02-08,60.3379,60.4724,59.1761,59.2529,6093168.0
2020-02-09,60.3379,60.4724,59.1761,59.2529,6093168.0
2020-02-10,58.648,60.4531,58.648,60.4147,5121109.0
2020-02-11,61.0677,62.1239,60.818,61.8838,6203824.0
2020-02-12,62.3447,63.0648,62.0471,62.7672,11592173.0
2020-02-13,64.0922,66.6751,63.3241,64.6876,21742726.0
2020-02-14,64.774,65.1965,63.9002,64.1883,8103993.0
2020-02-15,64.774,65.1965,63.9002,64.1883,8103993.0
2020-02-16,64.774,65.1965,63.9002,64.1883,8103993.0
2020-02-17,64.774,65.1965,63.9002,64.1883,8103993.0
2020-02-18,61.8669,63.5718,61.5009,62.7627,10218491.0
2020-02-19,64.0534,65.243,63.8319,64.9299,8502634.0
2020-02-20,64.535,64.8721,62.8205,63.9571,7535934.0
2020-02-21,63.4851,63.697,61.2842,61.9054,9660153.0
2020-02-22,63.4851,63.697,61.2842,61.9054,9660153.0
2020-02-23,63.4851,63.697,61.2842,61.9054,9660153.0
2020-02-24,58.881,59.5745,58.1778,58.8328,11223689.0
2020-02-25,59.6419,59.9886,56.3285,56.6945,9942547.0
2020-02-26,57.388,58.5246,57.1279,57.6095,10855351.0
2020-02-27,55.0955,56.3477,54.325,54.9029,15746188.0
2020-02-28,52.1963,56.0395,52.0903,55.9817,14945271.0
2020-02-29,52.1963,56.0395,52.0903,55.9817,14945271.0
