,CHCO US Equity,CHCO US Equity,CHCO US Equity,CHCO US Equity,CHCO US Equity
2022-05-31,77.7289,77.7477,76.9739,77.4741,86468.0
2022-06-01,77.408,77.4929,76.2188,77.323,79193.0
2022-06-02,76.8512,78.0403,76.5963,77.9931,82440.0
2022-06-03,78.0214,78.0214,76.719,76.9739,43945.0
2022-06-04,78.0214,78.0214,76.719,76.9739,43945.0
2022-06-05,78.0214,78.0214,76.719,76.9739,43945.0
2022-06-06,77.3608,77.7383,77.0399,77.5307,82185.0
2022-06-07,77.2759,77.7477,76.8417,77.6156,39487.0
2022-06-08,77.2475,77.2475,76.2236,76.5963,39700.0
2022-06-09,76.2472,76.5963,74.9164,74.9636,61229.0
2022-06-10,74.3313,74.8409,73.5668,74.4446,83213.0
2022-06-11,74.3313,74.8409,73.5668,74.4446,83213.0
2022-06-12,74.3313,74.8409,73.5668,74.4446,83213.0
2022-06-13,73.614,75.0958,73.614,74.4068,102791.0
2022-06-14,74.5484,75.3506,73.7462,74.3502,83508.0
2022-06-15,74.8787,75.6148,74.1237,74.6994,71900.0
2022-06-16,73.9727,74.6616,73.4725,73.7839,137548.0
2022-06-17,72.5759,75.3034,72.5759,74.2558,161168.0
2022-06-18,72.5759,75.3034,72.5759,74.2558,161168.0
2022-06-19,72.5759,75.3034,72.5759,74.2558,161168.0
2022-06-20,72.5759,75.3034,72.5759,74.2558,161168.0
2022-06-21,74.8976,75.7092,73.916,75.5488,94567.0
2022-06-22,75.058,76.0206,74.9167,75.5865,69470.0
2022-06-23,75.5582,75.9263,74.1331,74.369,53648.0
2022-06-24,74.4162,75.8489,74.4162,75.6715,130382.0
2022-06-25,74.4162,75.8489,74.4162,75.6715,130382.0
2022-06-26,74.4162,75.8489,74.4162,75.6715,130382.0
2022-06-27,75.964,76.2188,75.4166,75.5299,58507.0
2022-06-28,75.8508,76.3793,75.3223,75.4921,48893.0
2022-06-29,75.9451,75.9451,74.7371,75.0486,51283.0
2022-06-30,74.454,75.87,74.369,75.3883,72602.0
2022-07-01,75.1052,76.9172,74.8268,76.7568,81844.0
2022-07-02,75.1052,76.9172,74.8268,76.7568,81844.0
2022-07-03,75.1052,76.9172,74.8268,76.7568,81844.0
2022-07-04,75.1052,76.9172,74.8268,76.7568,81844.0
2022-07-05,75.9546,77.2947,75.058,77.2853,105549.0
2022-07-06,76.8134,77.3797,75.6431,76.9644,58496.0
2022-07-07,77.2947,77.4929,76.3934,76.5869,70340.0
2022-07-08,76.719,76.719,75.7281,76.3415,50996.0
2022-07-09,76.719,76.719,75.7281,76.3415,50996.0
2022-07-10,76.719,76.719,75.7281,76.3415,50996.0
2022-07-11,75.9829,77.106,75.9829,77.0494,54584.0
2022-07-12,76.8512,77.7374,76.6435,76.7096,33753.0
2022-07-13,76.3982,76.5397,75.3789,75.3789,43375.0
2022-07-14,74.6942,74.8083,73.5816,74.5516,48175.0
2022-07-15,75.3694,76.4914,75.1221,76.1206,53093.0
2022-07-16,75.3694,76.4914,75.1221,76.1206,53093.0
2022-07-17,75.3694,76.4914,75.1221,76.1206,53093.0
2022-07-18,76.4534,77.5184,75.8163,76.2157,47349.0
2022-07-19,76.7577,78.3885,76.0017,78.1746,92219.0
2022-07-20,78.0795,78.3552,77.043,78.089,61498.0
2022-07-21,78.4408,78.4408,77.0239,77.6611,47178.0
2022-07-22,77.4519,78.3552,76.7672,78.2411,66726.0
2022-07-23,77.4519,78.3552,76.7672,78.2411,66726.0
2022-07-24,77.4519,78.3552,76.7672,78.2411,66726.0
2022-07-25,78.8022,80.8181,78.2601,80.761,108939.0
2022-07-26,80.7135,81.3126,80.1524,80.219,58821.0
2022-07-27,80.3807,81.7309,79.8339,80.9988,44897.0
2022-07-28,81.0939,81.7642,80.7325,81.7215,41300.0
2022-07-29,81.7785,82.7484,81.7785,82.5297,59160.0
2022-07-30,81.7785,82.7484,81.7785,82.5297,59160.0
2022-07-31,81.7785,82.7484,81.7785,82.5297,59160.0
2022-08-01,82.3681,83.1764,81.4957,82.4346,90947.0
2022-08-02,81.8831,82.0733,81.4267,81.5693,33031.0
2022-08-03,81.8736,82.7104,81.0939,82.6629,40289.0
2022-08-04,82.254,82.254,81.6169,81.7405,25052.0
2022-08-05,81.6834,82.6438,81.3554,82.273,35926.0
2022-08-06,81.6834,82.6438,81.3554,82.273,35926.0
2022-08-07,81.6834,82.6438,81.3554,82.273,35926.0
2022-08-08,82.311,82.33,81.6406,81.8165,33697.0
2022-08-09,81.769,82.6343,81.5218,82.5392,46378.0
2022-08-10,82.7294,83.4806,82.33,82.6153,47609.0
2022-08-11,83.1478,83.9846,81.9592,83.5757,34440.0
2022-08-12,84.0132,85.2018,83.4331,84.6883,48177.0
2022-08-13,84.0132,85.2018,83.4331,84.6883,48177.0
2022-08-14,84.0132,85.2018,83.4331,84.6883,48177.0
2022-08-15,84.2033,85.5917,84.1677,85.5917,33872.0
2022-08-16,85.2113,86.495,85.2113,85.8104,39054.0
2022-08-17,85.4776,85.7343,84.9927,85.5536,39334.0
2022-08-18,85.6773,85.8484,85.0972,85.4681,21108.0
2022-08-19,85.2779,85.6868,84.7455,85.4585,53110.0
2022-08-20,85.2779,85.6868,84.7455,85.4585,53110.0
2022-08-21,85.2779,85.6868,84.7455,85.4585,53110.0
2022-08-22,84.9165,85.2113,83.6803,83.7944,37936.0
2022-08-23,84.0702,84.7549,82.4251,82.5202,31982.0
2022-08-24,82.796,82.9101,81.7167,82.4632,28914.0
2022-08-25,82.4061,83.7326,82.4061,83.4806,36732.0
2022-08-26,83.9656,83.9656,82.0448,82.1874,33158.0
2022-08-27,83.9656,83.9656,82.0448,82.1874,33158.0
2022-08-28,83.9656,83.9656,82.0448,82.1874,33158.0
2022-08-29,81.769,81.769,80.9037,81.1319,37599.0
2022-08-30,81.5883,81.8261,80.4663,81.0558,41475.0
2022-08-31,81.1794,81.7975,80.7097,80.8371,41267.0
2022-09-01,80.8276,81.0178,80.0288,80.6279,48714.0
2022-09-02,80.9132,81.4172,79.5344,80.0859,38308.0
2022-09-03,80.9132,81.4172,79.5344,80.0859,38308.0
2022-09-04,80.9132,81.4172,79.5344,80.0859,38308.0
2022-09-05,80.9132,81.4172,79.5344,80.0859,38308.0
2022-09-06,79.6199,79.6199,78.5074,79.3347,66276.0
2022-09-07,79.135,80.3331,78.9838,80.1905,60707.0
2022-09-08,79.658,81.6834,79.3822,81.5408,66495.0
2022-09-09,81.7975,82.6058,81.2555,82.2159,50447.0
2022-09-10,81.7975,82.6058,81.2555,82.2159,50447.0
2022-09-11,81.7975,82.6058,81.2555,82.2159,50447.0
2022-09-12,82.254,82.8103,81.8213,82.5678,39807.0
2022-09-13,81.8926,82.0923,80.685,81.265,53623.0
2022-09-14,81.0939,81.4362,80.5423,81.3221,51097.0
2022-09-15,81.3791,82.2445,80.9988,81.5027,60134.0
2022-09-16,81.0463,83.9585,80.5804,83.4806,270296.0
2022-09-17,81.0463,83.9585,80.5804,83.4806,270296.0
2022-09-18,81.0463,83.9585,80.5804,83.4806,270296.0
2022-09-19,83.0527,84.1843,82.254,83.7659,71645.0
2022-09-20,83.7184,84.3365,83.2144,84.1843,75134.0
2022-09-21,84.0036,84.9546,83.88,83.9941,71077.0
2022-09-22,83.9276,83.9276,82.3015,82.7675,40908.0
2022-09-23,82.3395,82.8055,81.284,82.8055,43657.0
2022-09-24,82.3395,82.8055,81.284,82.8055,43657.0
2022-09-25,82.3395,82.8055,81.284,82.8055,43657.0
2022-09-26,82.7865,83.8325,82.5583,83.1288,69967.0
2022-09-27,83.281,84.1273,81.75,82.6629,67261.0
2022-09-28,82.3681,84.4886,82.0923,83.7564,102360.0
2022-09-29,83.7564,84.365,83.0527,84.2794,90258.0
2022-09-30,83.9086,85.3538,83.9086,84.3365,142339.0
2022-10-01,83.9086,85.3538,83.9086,84.3365,142339.0
2022-10-02,83.9086,85.3538,83.9086,84.3365,142339.0
2022-10-03,84.5362,85.6582,84.4411,85.5536,97117.0
2022-10-04,85.8865,87.3318,85.8865,86.1052,111094.0
2022-10-05,85.5061,85.9815,84.4506,84.9355,38120.0
2022-10-06,84.9736,85.3825,84.5076,85.1543,45500.0
2022-10-07,85.1257,85.2208,83.88,85.2208,52082.0
2022-10-08,85.1257,85.2208,83.88,85.2208,52082.0
2022-10-09,85.1257,85.2208,83.88,85.2208,52082.0
2022-10-10,85.1638,86.6091,85.1638,86.0481,54609.0
2022-10-11,86.2098,86.8183,85.8476,86.5616,78387.0
2022-10-12,86.2288,87.1987,85.6012,86.1337,41437.0
2022-10-13,85.5303,89.711,84.1033,89.1316,68150.0
2022-10-14,89.4668,90.3096,88.509,89.3327,60564.0
2022-10-15,89.4668,90.3096,88.509,89.3327,60564.0
2022-10-16,89.4668,90.3096,88.509,89.3327,60564.0
2022-10-17,89.6583,91.2626,89.1986,91.028,74898.0
2022-10-18,91.4494,91.6122,90.1372,90.6257,54613.0
2022-10-19,89.6583,95.0794,87.9678,94.9645,180518.0
2022-10-20,95.2039,96.2383,92.4455,94.1599,165562.0
2022-10-21,94.8208,96.5927,94.3228,96.4203,65774.0
2022-10-22,94.8208,96.5927,94.3228,96.4203,65774.0
2022-10-23,94.8208,96.5927,94.3228,96.4203,65774.0
2022-10-24,96.8992,98.5514,96.8992,97.6367,60673.0
2022-10-25,97.1865,98.652,97.1865,97.5409,92824.0
2022-10-26,97.5409,98.4221,95.678,95.7882,102711.0
2022-10-27,96.5544,97.5697,94.9214,95.1081,67318.0
2022-10-28,95.7882,98.0294,95.7307,97.4739,77396.0
2022-10-29,95.7882,98.0294,95.7307,97.4739,77396.0
2022-10-30,95.7882,98.0294,95.7307,97.4739,77396.0
2022-10-31,97.4739,97.4739,96.382,96.5927,95017.0
2022-11-01,96.8417,97.177,94.1887,94.7155,102014.0
2022-11-02,94.8495,95.8552,93.3937,94.1025,89029.0
2022-11-03,94.0258,94.227,92.2156,93.8439,37123.0
2022-11-04,93.9684,96.018,93.9684,95.8648,91671.0
2022-11-05,93.9684,96.018,93.9684,95.8648,91671.0
2022-11-06,93.9684,96.018,93.9684,95.8648,91671.0
2022-11-07,95.8935,96.6406,94.0258,94.0354,51557.0
2022-11-08,94.1504,95.4338,93.863,93.9013,47248.0
2022-11-09,94.0067,94.1312,92.819,93.4703,49993.0
2022-11-10,94.6388,97.0429,94.6101,94.6963,87384.0
2022-11-11,94.8208,94.8208,91.5955,92.5796,114566.0
2022-11-12,94.8208,94.8208,91.5955,92.5796,114566.0
2022-11-13,94.8208,94.8208,91.5955,92.5796,114566.0
2022-11-14,92.8957,94.7729,92.3018,93.5757,58670.0
2022-11-15,94.2845,95.6828,93.5278,94.5814,45857.0
2022-11-16,94.1504,94.6293,93.116,93.4224,77308.0
2022-11-17,93.2213,94.0354,93.1495,93.978,48130.0
2022-11-18,95.0124,95.0124,93.5086,93.8918,74792.0
2022-11-19,95.0124,95.0124,93.5086,93.8918,74792.0
2022-11-20,95.0124,95.0124,93.5086,93.8918,74792.0
2022-11-21,93.4799,94.9932,93.4799,94.4664,49585.0
2022-11-22,94.6484,95.4673,94.045,94.7155,58315.0
2022-11-23,95.0794,95.4721,94.6771,95.0603,79170.0
2022-11-24,95.0794,95.4721,94.6771,95.0603,79170.0
2022-11-25,95.5008,96.8801,95.5008,96.315,25535.0
2022-11-26,95.5008,96.8801,95.5008,96.315,25535.0
2022-11-27,95.5008,96.8801,95.5008,96.315,25535.0
2022-11-28,95.9223,96.0276,95.2997,95.702,41060.0
2022-11-29,95.7116,96.7508,95.4625,95.8552,77292.0
2022-11-30,95.7786,98.5658,95.156,97.6175,101647.0
2022-12-01,97.2823,98.1156,96.1904,97.3877,51928.0
2022-12-02,96.8801,97.7995,96.6981,97.1482,45009.0
2022-12-03,96.8801,97.7995,96.6981,97.1482,45009.0
2022-12-04,96.8801,97.7995,96.6981,97.1482,45009.0
2022-12-05,96.5257,96.5257,93.7002,93.7481,84789.0
2022-12-06,93.4799,93.6427,91.89,92.8095,62803.0
2022-12-07,92.4263,93.4416,91.5356,91.8517,77121.0
2022-12-08,91.8613,92.5509,90.8268,91.7272,47945.0
2022-12-09,91.7272,91.7272,90.5108,90.7694,45627.0
2022-12-10,91.7272,91.7272,90.5108,90.7694,45627.0
2022-12-11,91.7272,91.7272,90.5108,90.7694,45627.0
2022-12-12,90.7215,91.526,90.1372,90.913,52782.0
2022-12-13,91.7751,92.2539,89.2752,89.4572,107755.0
2022-12-14,89.8499,91.4063,88.5952,88.9304,68141.0
2022-12-15,88.5473,89.2752,87.3405,88.0014,99094.0
2022-12-16,87.7619,88.9209,87.374,87.8194,388802.0
2022-12-17,87.7619,88.9209,87.374,87.8194,388802.0
2022-12-18,87.7619,88.9209,87.374,87.8194,388802.0
2022-12-19,88.26,89.7062,88.1738,89.0837,63985.0
2022-12-20,89.1603,90.2713,88.8825,89.2752,62473.0
2022-12-21,89.7445,90.6928,89.3902,89.7637,55376.0
2022-12-22,89.6967,89.6967,88.3558,89.189,60162.0
2022-12-23,89.3997,90.5682,89.2802,89.5434,37801.0
2022-12-24,89.3997,90.5682,89.2802,89.5434,37801.0
2022-12-25,89.3997,90.5682,89.2802,89.5434,37801.0
2022-12-26,89.3997,90.5682,89.2802,89.5434,37801.0
2022-12-27,89.6775,90.5874,89.6775,90.2234,47796.0
2022-12-28,90.2426,90.4342,89.5338,89.735,55093.0
2022-12-29,90.0127,90.6066,89.7158,90.5204,50441.0
2022-12-30,90.1564,90.4054,89.0262,89.1603,71100.0
2022-12-31,90.1564,90.4054,89.0262,89.1603,71100.0
2023-01-01,90.1564,90.4054,89.0262,89.1603,71100.0
2023-01-02,90.1564,90.4054,89.0262,89.1603,71100.0
2023-01-03,89.1028,89.1028,87.6949,88.6718,69231.0
2023-01-04,88.6622,89.9361,88.2312,88.5952,80004.0
2023-01-05,88.145,88.145,87.1777,87.398,55564.0
2023-01-06,87.9535,89.0262,87.9535,88.3845,79243.0
2023-01-07,87.9535,89.0262,87.9535,88.3845,79243.0
2023-01-08,87.9535,89.0262,87.9535,88.3845,79243.0
2023-01-09,88.3366,88.5926,87.283,87.6853,56243.0
2023-01-10,87.5129,89.189,87.3597,88.1834,63099.0
2023-01-11,88.078,88.4994,87.9338,88.3462,53609.0
2023-01-12,88.7803,89.9088,88.1147,89.4844,63146.0
2023-01-13,89.0696,90.8541,88.1726,90.5454,76158.0
2023-01-14,89.0696,90.8541,88.1726,90.5454,76158.0
2023-01-15,89.0696,90.8541,88.1726,90.5454,76158.0
2023-01-16,89.0696,90.8541,88.1726,90.5454,76158.0
2023-01-17,90.4876,90.4876,88.7899,89.8992,74428.0
2023-01-18,89.5423,89.5423,87.0054,87.0054,108698.0
2023-01-19,86.6003,88.2401,85.9444,86.0119,59808.0
2023-01-20,86.7353,86.9958,85.6647,86.3495,105459.0
2023-01-21,86.7353,86.9958,85.6647,86.3495,105459.0
2023-01-22,86.7353,86.9958,85.6647,86.3495,105459.0
2023-01-23,86.5907,86.5907,85.8479,86.2048,58961.0
2023-01-24,86.9861,90.7287,86.3881,90.2368,95369.0
2023-01-25,90.3236,91.0567,86.6389,88.1629,72180.0
2023-01-26,88.2787,88.2787,87.1019,87.8543,49983.0
2023-01-27,87.6806,89.2016,87.6806,88.6934,46934.0
2023-01-28,87.6806,89.2016,87.6806,88.6934,46934.0
2023-01-29,87.6806,89.2016,87.6806,88.6934,46934.0
2023-01-30,88.9828,90.1307,88.9057,89.6677,62951.0
2023-01-31,90.0246,92.0405,89.7843,91.4329,89290.0
2023-02-01,91.2882,93.362,91.0856,92.899,91759.0
2023-02-02,92.9376,94.9343,92.3878,94.9343,66658.0
2023-02-03,94.6063,96.7381,90.912,96.2944,77943.0
2023-02-04,94.6063,96.7381,90.912,96.2944,77943.0
2023-02-05,94.6063,96.7381,90.912,96.2944,77943.0
2023-02-06,96.2751,97.2011,94.4713,94.6739,61161.0
2023-02-07,94.5195,96.1111,94.153,95.677,64305.0
2023-02-08,95.513,97.0274,95.513,96.7188,110884.0
2023-02-09,97.1721,97.1721,94.7896,95.7928,62650.0
2023-02-10,96.0243,96.9696,95.7831,96.0629,56104.0
2023-02-11,96.0243,96.9696,95.7831,96.0629,56104.0
2023-02-12,96.0243,96.9696,95.7831,96.0629,56104.0
2023-02-13,95.7542,96.6223,95.542,96.439,54714.0
2023-02-14,96.3619,96.4294,94.8861,95.1851,52209.0
2023-02-15,94.9922,96.2075,94.8475,95.8989,32016.0
2023-02-16,95.0983,95.9471,94.8668,95.3877,45754.0
2023-02-17,95.706,97.1239,95.4938,96.6802,51722.0
2023-02-18,95.706,97.1239,95.4938,96.6802,51722.0
2023-02-19,95.706,97.1239,95.4938,96.6802,51722.0
2023-02-20,95.706,97.1239,95.4938,96.6802,51722.0
2023-02-21,96.0436,96.3426,95.6433,95.9953,49530.0
2023-02-22,96.005,97.0853,95.1562,96.0918,90032.0
2023-02-23,95.8507,96.6995,95.0983,95.2237,43951.0
2023-02-24,94.7124,95.214,94.2687,94.8957,44692.0
2023-02-25,94.7124,95.214,94.2687,94.8957,44692.0
2023-02-26,94.7124,95.214,94.2687,94.8957,44692.0
2023-02-27,95.05,95.5516,93.8925,94.9536,53370.0
2023-02-28,94.9922,96.2075,94.5774,94.7221,87815.0
2023-03-01,94.1626,94.9439,93.2607,93.9022,47368.0
2023-03-02,93.2077,93.5549,92.4746,93.4681,64697.0
2023-03-03,93.4295,94.4038,92.6675,94.1819,58462.0
2023-03-04,93.4295,94.4038,92.6675,94.1819,58462.0
2023-03-05,93.4295,94.4038,92.6675,94.1819,58462.0
2023-03-06,94.5485,94.5485,92.8412,93.4199,73911.0
2023-03-07,93.2173,93.2656,91.0181,91.1531,88037.0
2023-03-08,91.4522,91.5775,89.7641,91.3557,72826.0
2023-03-09,90.584,90.7769,87.0681,88.0086,95702.0
2023-03-10,87.0537,89.986,86.2916,89.0118,128531.0
2023-03-11,87.0537,89.986,86.2916,89.0118,128531.0
2023-03-12,87.0537,89.986,86.2916,89.0118,128531.0
2023-03-13,86.0215,91.6451,83.5619,88.0568,216621.0
2023-03-14,92.6,94.1337,89.3976,89.8124,155174.0
2023-03-15,87.3141,90.7962,87.3141,89.2529,132286.0
2023-03-16,88.3655,94.3845,87.4877,92.2431,147200.0
2023-03-17,91.0856,91.0856,88.2208,89.2625,331168.0
2023-03-18,91.0856,91.0856,88.2208,89.2625,331168.0
2023-03-19,91.0856,91.0856,88.2208,89.2625,331168.0
2023-03-20,89.986,93.1536,88.298,88.568,134853.0
2023-03-21,89.6677,92.301,89.5905,90.613,123690.0
2023-03-22,90.5069,90.9795,87.1115,87.6035,106631.0
2023-03-23,87.8253,88.2594,86.0505,86.6678,84192.0
2023-03-24,86.118,90.0535,85.6164,89.8413,72905.0
2023-03-25,86.118,90.0535,85.6164,89.8413,72905.0
2023-03-26,86.118,90.0535,85.6164,89.8413,72905.0
2023-03-27,90.7866,91.6354,88.4812,88.6163,82252.0
2023-03-28,88.5005,89.0021,88.0665,88.7417,65545.0
2023-03-29,88.8381,89.3397,86.8318,87.8157,72164.0
2023-03-30,88.0568,88.0568,85.2981,87.5938,187028.0
2023-03-31,88.269,88.433,86.8318,87.6613,78345.0
2023-04-01,88.269,88.433,86.8318,87.6613,78345.0
2023-04-02,88.269,88.433,86.8318,87.6613,78345.0
2023-04-03,87.7482,88.2208,86.5135,86.7932,153877.0
2023-04-04,86.2434,86.9186,83.9284,84.8833,98274.0
2023-04-05,84.8833,85.3656,84.1213,84.8062,99146.0
2023-04-06,84.4203,86.1855,84.4107,85.7418,80527.0
2023-04-07,84.4203,86.1855,84.4107,85.7418,80527.0
2023-04-08,84.4203,86.1855,84.4107,85.7418,80527.0
2023-04-09,84.4203,86.1855,84.4107,85.7418,80527.0
2023-04-10,85.6357,87.4105,85.4235,86.4363,87296.0
2023-04-11,86.7932,87.5842,86.0601,87.1983,69360.0
2023-04-12,87.343,87.454,86.4845,87.2369,54346.0
2023-04-13,87.5381,89.831,87.3535,89.1509,68589.0
2023-04-14,89.831,90.0545,85.9059,87.4215,126656.0
2023-04-15,89.831,90.0545,85.9059,87.4215,126656.0
2023-04-16,89.831,90.0545,85.9059,87.4215,126656.0
2023-04-17,87.3341,89.5395,86.7511,89.3841,61483.0
2023-04-18,89.4618,89.4618,86.6637,87.3924,94396.0
2023-04-19,87.4215,89.6464,87.3438,89.2481,89327.0
2023-04-20,89.0246,89.18,87.3146,87.6353,111813.0
2023-04-21,87.2466,87.7324,85.4201,87.1203,88380.0
2023-04-22,87.2466,87.7324,85.4201,87.1203,88380.0
2023-04-23,87.2466,87.7324,85.4201,87.1203,88380.0
2023-04-24,86.4985,88.4417,86.4985,87.3924,95050.0
2023-04-25,86.2751,87.5187,85.6435,86.4597,79424.0
2023-04-26,86.1293,87.3688,84.3708,85.5561,148863.0
2023-04-27,85.935,87.7616,84.8371,87.577,75489.0
2023-04-28,87.6936,90.0156,87.6936,88.5971,120373.0
2023-04-29,87.6936,90.0156,87.6936,88.5971,120373.0
2023-04-30,87.6936,90.0156,87.6936,88.5971,120373.0
2023-05-01,89.0343,90.3236,88.636,89.0732,72741.0
2023-05-02,88.8303,89.2189,85.8087,87.2466,123685.0
2023-05-03,87.5381,90.3556,86.858,87.2369,100627.0
2023-05-04,86.071,87.8199,84.9003,87.1689,108386.0
2023-05-05,88.5194,89.6367,82.5841,88.772,107142.0
2023-05-06,88.5194,89.6367,82.5841,88.772,107142.0
2023-05-07,88.5194,89.6367,82.5841,88.772,107142.0
2023-05-08,89.5007,89.5007,85.0509,85.2063,74461.0
2023-05-09,84.9829,85.0946,83.1758,84.1765,84159.0
2023-05-10,84.7108,84.7108,82.2528,83.3798,115052.0
2023-05-11,82.6608,84.4922,80.7177,81.1938,101410.0
2023-05-12,81.1938,81.9224,80.1833,81.835,93076.0
2023-05-13,81.1938,81.9224,80.1833,81.835,93076.0
2023-05-14,81.1938,81.9224,80.1833,81.835,93076.0
2023-05-15,81.6893,84.0016,81.6407,83.8461,65261.0
2023-05-16,84.2639,84.5262,82.7094,83.7004,44278.0
2023-05-17,84.6623,88.2473,84.6623,87.7227,98478.0
2023-05-18,86.9649,88.7428,85.697,87.849,81001.0
2023-05-19,88.7914,88.7914,84.9343,85.7893,59922.0
2023-05-20,88.7914,88.7914,84.9343,85.7893,59922.0
2023-05-21,88.7914,88.7914,84.9343,85.7893,59922.0
2023-05-22,86.4597,88.0627,85.3181,87.3827,36937.0
2023-05-23,87.0912,89.2772,86.9066,87.4895,54297.0
2023-05-24,87.1592,87.1592,84.9926,86.0808,40088.0
2023-05-25,85.7116,86.0419,84.6914,85.9156,29741.0
2023-05-26,85.7018,87.5867,85.08,87.3827,33915.0
2023-05-27,85.7018,87.5867,85.08,87.3827,33915.0
2023-05-28,85.7018,87.5867,85.08,87.3827,33915.0
2023-05-29,85.7018,87.5867,85.08,87.3827,33915.0
2023-05-30,87.0329,87.2952,85.5221,87.0037,48711.0
2023-05-31,86.5957,86.5957,82.9815,83.7393,69273.0
2023-06-01,84.3319,86.3236,84.0696,85.4104,64093.0
2023-06-02,85.9836,90.9192,84.9052,90.4237,78168.0
2023-06-03,85.9836,90.9192,84.9052,90.4237,78168.0
2023-06-04,85.9836,90.9192,84.9052,90.4237,78168.0
2023-06-05,89.5104,89.9622,86.6831,87.7033,51309.0
2023-06-06,87.5575,92.736,87.5575,92.0947,61409.0
2023-06-07,92.7651,96.185,92.3376,95.0872,81038.0
2023-06-08,95.058,95.058,92.3085,93.8727,42209.0
2023-06-09,93.6784,94.5431,92.4834,93.5618,40579.0
2023-06-10,93.6784,94.5431,92.4834,93.5618,40579.0
2023-06-11,93.6784,94.5431,92.4834,93.5618,40579.0
2023-06-12,93.7853,94.9026,93.1392,93.5521,51003.0
2023-06-13,93.1732,96.3849,93.1732,94.922,88936.0
2023-06-14,94.9414,95.5147,92.6777,93.4452,67742.0
2023-06-15,93.5521,95.4078,93.1878,94.582,82362.0
2023-06-16,95.6993,95.6993,93.7804,95.1357,182744.0
2023-06-17,95.6993,95.6993,93.7804,95.1357,182744.0
2023-06-18,95.6993,95.6993,93.7804,95.1357,182744.0
2023-06-19,95.6993,95.6993,93.7804,95.1357,182744.0
2023-06-20,95.0289,95.0289,93.0032,93.2315,65125.0
2023-06-21,93.0663,93.9213,91.4438,91.6575,55773.0
2023-06-22,91.3661,91.9976,88.8983,89.3646,55315.0
2023-06-23,88.4708,89.2383,86.5763,87.713,256626.0
2023-06-24,88.4708,89.2383,86.5763,87.713,256626.0
2023-06-25,88.4708,89.2383,86.5763,87.713,256626.0
2023-06-26,87.8781,89.8407,87.8781,88.5874,52570.0
2023-06-27,88.5,90.9094,88.3154,89.7824,30040.0
2023-06-28,89.1606,90.0545,88.7331,89.6464,39936.0
2023-06-29,89.9573,90.9386,89.5395,89.6853,35800.0
2023-06-30,90.103,90.103,87.0815,87.4312,58931.0
2023-07-01,90.103,90.103,87.0815,87.4312,58931.0
2023-07-02,90.103,90.103,87.0815,87.4312,58931.0
2023-07-03,87.0717,89.5492,87.0717,89.2675,33051.0
2023-07-04,87.0717,89.5492,87.0717,89.2675,33051.0
2023-07-05,88.6943,89.044,86.8677,87.4409,56203.0
2023-07-06,86.9843,87.8004,85.663,87.7616,64483.0
2023-07-07,87.5187,88.3736,87.1592,87.3729,47646.0
2023-07-08,87.5187,88.3736,87.1592,87.3729,47646.0
2023-07-09,87.5187,88.3736,87.1592,87.3729,47646.0
2023-07-10,87.2466,88.8691,86.3059,87.6158,37823.0
2023-07-11,87.509,88.0482,87.1689,87.9753,40226.0
2023-07-12,89.5201,90.171,88.7234,89.0052,60177.0
2023-07-13,89.5922,90.4533,88.9464,90.4338,57988.0
2023-07-14,90.9034,90.9034,89.5825,90.5903,53397.0
2023-07-15,90.9034,90.9034,89.5825,90.5903,53397.0
2023-07-16,90.9034,90.9034,89.5825,90.5903,53397.0
2023-07-17,90.2381,92.244,90.2381,91.0796,93757.0
2023-07-18,91.0698,93.2714,91.0698,93.1051,81351.0
2023-07-19,93.7607,94.9153,92.2636,94.7686,89738.0
2023-07-20,94.8566,94.9153,92.9975,94.6903,67395.0
2023-07-21,94.9153,96.8626,92.9094,93.3204,84426.0
2023-07-22,94.9153,96.8626,92.9094,93.3204,84426.0
2023-07-23,94.9153,96.8626,92.9094,93.3204,84426.0
2023-07-24,92.7626,95.2187,92.4984,95.0817,49663.0
2023-07-25,95.2285,95.8938,94.3772,94.6413,83554.0
2023-07-26,95.522,97.8509,95.522,96.8234,147187.0
2023-07-27,97.5769,97.5769,96.3537,96.9604,92033.0
2023-07-28,97.3616,98.5407,96.6215,97.3518,90556.0
2023-07-29,97.3616,98.5407,96.6215,97.3518,90556.0
2023-07-30,97.3616,98.5407,96.6215,97.3518,90556.0
2023-07-31,97.5573,98.3793,95.9036,96.7843,130776.0
2023-08-01,96.5886,96.9115,95.5024,96.6766,53991.0
2023-08-02,95.5611,96.8723,95.5514,96.2265,42234.0
2023-08-03,95.8938,96.7745,95.2823,95.5024,61615.0
2023-08-04,95.4535,96.1483,95.0719,95.2285,65003.0
2023-08-05,95.4535,96.1483,95.0719,95.2285,65003.0
2023-08-06,95.4535,96.1483,95.0719,95.2285,65003.0
2023-08-07,95.3067,96.6669,95.3067,96.4418,39672.0
2023-08-08,95.3654,96.3342,94.2597,96.0602,34011.0
2023-08-09,95.7373,95.7373,94.7098,95.1306,31852.0
2023-08-10,95.5905,95.8302,93.7313,93.8488,33978.0
2023-08-11,94.4359,94.4359,93.8977,94.0445,30062.0
2023-08-12,94.4359,94.4359,93.8977,94.0445,30062.0
2023-08-13,94.4359,94.4359,93.8977,94.0445,30062.0
2023-08-14,93.5063,93.5063,92.4348,92.5767,38571.0
