,CHCO US Equity,CHCO US Equity,CHCO US Equity,CHCO US Equity,CHCO US Equity
2020-01-31,67.4579,67.4579,66.309,66.3704,91097.0
2020-02-01,67.4579,67.4579,66.309,66.3704,91097.0
2020-02-02,67.4579,67.4579,66.309,66.3704,91097.0
2020-02-03,66.6248,67.9183,66.6248,67.5544,81069.0
2020-02-04,68.2296,68.8172,67.7911,67.8701,74144.0
2020-02-05,68.5541,70.0099,68.3489,69.8433,62679.0
2020-02-06,70.159,70.5098,69.4399,69.4662,44004.0
2020-02-07,69.0189,69.2733,68.5103,68.7032,37490.0
2020-02-08,69.0189,69.2733,68.5103,68.7032,37490.0
2020-02-09,69.0189,69.2733,68.5103,68.7032,37490.0
2020-02-10,68.4927,68.6725,68.2472,68.519,33358.0
2020-02-11,68.7295,69.396,68.7295,68.9049,36188.0
2020-02-12,69.1768,69.361,68.6506,68.8523,27381.0
2020-02-13,68.5366,69.5364,68.1507,69.5364,35219.0
2020-02-14,69.475,69.6854,68.8611,69.1242,31860.0
2020-02-15,69.475,69.6854,68.8611,69.1242,31860.0
2020-02-16,69.475,69.6854,68.8611,69.1242,31860.0
2020-02-17,69.475,69.6854,68.8611,69.1242,31860.0
2020-02-18,68.826,69.0277,67.6443,68.0367,27629.0
2020-02-19,67.5851,68.2998,67.5719,68.0981,29494.0
2020-02-20,68.0192,68.712,67.9841,68.519,28986.0
2020-02-21,68.4752,68.6681,67.7122,68.4138,34747.0
2020-02-22,68.4752,68.6681,67.7122,68.4138,34747.0
2020-02-23,68.4752,68.6681,67.7122,68.4138,34747.0
2020-02-24,66.5809,67.265,66.4055,66.8352,34745.0
2020-02-25,66.7563,69.3873,65.3268,65.5022,48347.0
2020-02-26,65.7741,66.6774,65.5197,65.6338,44641.0
2020-02-27,64.8971,66.5721,64.0289,64.7217,87636.0
2020-02-28,63.9499,64.7348,60.5121,61.319,146620.0
2020-02-29,63.9499,64.7348,60.5121,61.319,146620.0
2020-03-01,63.9499,64.7348,60.5121,61.319,146620.0
2020-03-02,61.0559,64.2788,60.556,64.0464,73731.0
2020-03-03,63.5465,64.4408,62.1258,63.3799,69164.0
2020-03-04,63.7921,65.4496,62.2135,65.4496,89144.0
2020-03-05,64.1341,64.4761,61.3058,62.0556,109834.0
2020-03-06,60.328,63.3536,59.3458,60.6612,77634.0
2020-03-07,60.328,63.3536,59.3458,60.6612,77634.0
2020-03-08,60.328,63.3536,59.3458,60.6612,77634.0
2020-03-09,56.934,58.1004,54.9608,55.0397,79486.0
2020-03-10,56.706,57.5567,54.2373,57.2147,93537.0
2020-03-11,55.5133,56.4078,54.3206,54.8117,87496.0
2020-03-12,51.5669,54.6363,48.4273,50.1812,150183.0
2020-03-13,52.4351,55.6975,50.6241,55.6975,102519.0
2020-03-14,52.4351,55.6975,50.6241,55.6975,102519.0
2020-03-15,52.4351,55.6975,50.6241,55.6975,102519.0
2020-03-16,50.5496,53.812,49.2253,52.6105,118996.0
2020-03-17,53.6366,59.5212,50.5264,59.2142,132939.0
2020-03-18,56.0746,57.8812,55.2941,55.943,82096.0
2020-03-19,55.4782,57.4602,54.5355,56.0395,134044.0
2020-03-20,55.4344,57.3988,51.9615,52.2597,157403.0
2020-03-21,55.4344,57.3988,51.9615,52.2597,157403.0
2020-03-22,55.4344,57.3988,51.9615,52.2597,157403.0
2020-03-23,52.2246,52.5754,47.3805,50.0848,119525.0
2020-03-24,52.1808,53.5643,49.6419,53.0139,86853.0
2020-03-25,53.2332,54.1803,51.716,52.8824,96161.0
2020-03-26,53.1981,57.3111,52.7333,56.785,78861.0
2020-03-27,54.5136,56.1886,54.2505,55.5133,80714.0
2020-03-28,54.5136,56.1886,54.2505,55.5133,80714.0
2020-03-29,54.5136,56.1886,54.2505,55.5133,80714.0
2020-03-30,55.8992,57.8373,55.2502,57.7058,86824.0
2020-03-31,56.9077,58.3986,56.7674,58.346,77057.0
2020-04-01,56.2763,57.3725,55.4344,56.5219,87597.0
2020-04-02,55.8904,58.0215,55.7852,57.5479,114437.0
2020-04-03,57.0305,59.052,54.7503,56.3026,92621.0
2020-04-04,57.0305,59.052,54.7503,56.3026,92621.0
2020-04-05,57.0305,59.052,54.7503,56.3026,92621.0
2020-04-06,57.7409,58.9887,57.2717,58.3723,70582.0
2020-04-07,59.5825,60.5472,55.8695,57.0568,77152.0
2020-04-08,57.4164,59.8895,57.2673,58.4688,59580.0
2020-04-09,58.802,62.3363,58.5477,61.6522,81484.0
2020-04-10,58.802,62.3363,58.5477,61.6522,81484.0
2020-04-11,58.802,62.3363,58.5477,61.6522,81484.0
2020-04-12,58.802,62.3363,58.5477,61.6522,81484.0
2020-04-13,61.0383,61.0383,58.144,58.8371,47660.0
2020-04-14,61.1103,61.1103,57.737,58.4921,62043.0
2020-04-15,56.6701,57.8243,55.4362,56.6789,86960.0
2020-04-16,56.387,57.6651,53.6805,56.1924,114307.0
2020-04-17,56.7408,59.1644,56.7408,58.0853,75281.0
2020-04-18,56.7408,59.1644,56.7408,58.0853,75281.0
2020-04-19,56.7408,59.1644,56.7408,58.0853,75281.0
2020-04-20,57.9261,57.9261,50.8985,52.2299,231626.0
2020-04-21,50.4786,55.2372,50.4786,55.1753,70540.0
2020-04-22,56.8912,57.1123,54.4588,55.016,71148.0
2020-04-23,55.3699,56.5639,55.2283,56.104,72415.0
2020-04-24,56.3251,57.5103,55.9182,56.6258,43575.0
2020-04-25,56.3251,57.5103,55.9182,56.6258,43575.0
2020-04-26,56.3251,57.5103,55.9182,56.6258,43575.0
2020-04-27,57.1212,60.9688,57.1212,60.3231,44065.0
2020-04-28,61.9063,62.3574,60.8891,61.3226,60898.0
2020-04-29,62.7112,64.5245,60.7565,62.9677,99494.0
2020-04-30,62.1363,62.1363,59.4563,59.7835,110873.0
2020-05-01,58.5275,58.5275,56.2544,57.2362,81492.0
2020-05-02,58.5275,58.5275,56.2544,57.2362,81492.0
2020-05-03,58.5275,58.5275,56.2544,57.2362,81492.0
2020-05-04,56.4224,57.4131,55.5114,57.1831,53914.0
2020-05-05,57.9791,58.2091,56.1571,56.2278,64694.0
2020-05-06,56.4755,56.962,53.707,54.1846,85502.0
2020-05-07,54.9453,55.5114,53.7645,53.9812,55677.0
2020-05-08,54.9984,56.387,54.9453,56.2367,54409.0
2020-05-09,54.9984,56.387,54.9453,56.2367,54409.0
2020-05-10,54.9984,56.387,54.9453,56.2367,54409.0
2020-05-11,55.7679,55.7679,53.3355,53.9458,78104.0
2020-05-12,54.5207,54.5207,51.2834,51.3365,97828.0
2020-05-13,50.7616,50.7881,47.8605,49.4437,104227.0
2020-05-14,48.4354,49.9744,46.9317,49.3818,93997.0
2020-05-15,49.1253,49.6029,48.2673,48.8068,124007.0
2020-05-16,49.1253,49.6029,48.2673,48.8068,124007.0
2020-05-17,49.1253,49.6029,48.2673,48.8068,124007.0
2020-05-18,50.4786,52.8667,50.4786,52.3183,93313.0
2020-05-19,51.7965,52.4864,49.8859,50.0009,59458.0
2020-05-20,51.0181,52.7429,51.0181,52.3979,67734.0
2020-05-21,52.0441,52.8181,51.7434,52.0618,61943.0
2020-05-22,52.1768,52.619,51.8672,52.4687,38346.0
2020-05-23,52.1768,52.619,51.8672,52.4687,38346.0
2020-05-24,52.1768,52.619,51.8672,52.4687,38346.0
2020-05-25,52.1768,52.619,51.8672,52.4687,38346.0
2020-05-26,54.6446,55.9998,54.618,55.2814,44644.0
2020-05-27,56.6258,59.6774,56.3428,59.3413,75019.0
2020-05-28,60.2788,60.2788,56.732,57.2096,81667.0
2020-05-29,56.3782,56.4401,54.8745,55.6352,81319.0
2020-05-30,56.3782,56.4401,54.8745,55.6352,81319.0
2020-05-31,56.3782,56.4401,54.8745,55.6352,81319.0
2020-06-01,55.5025,56.5197,54.7949,54.7949,69453.0
2020-06-02,54.4588,55.2195,53.3178,53.6451,80601.0
2020-06-03,54.6622,57.6519,54.6622,56.7585,69799.0
2020-06-04,56.5374,57.758,55.706,56.9973,70119.0
2020-06-05,59.9339,61.7825,59.1909,60.155,123256.0
2020-06-06,59.9339,61.7825,59.1909,60.155,123256.0
2020-06-07,59.9339,61.7825,59.1909,60.155,123256.0
2020-06-08,61.3049,61.3756,59.7924,60.2523,51723.0
2020-06-09,58.784,60.7388,58.3772,59.611,60105.0
2020-06-10,59.6597,60.3231,57.4131,57.5988,71851.0
2020-06-11,55.0957,55.246,53.6008,54.1581,112858.0
2020-06-12,56.3782,56.3782,53.592,55.0868,97531.0
2020-06-13,56.3782,56.3782,53.592,55.0868,97531.0
2020-06-14,56.3782,56.3782,53.592,55.0868,97531.0
2020-06-15,53.4328,56.8204,53.2913,55.6175,102366.0
2020-06-16,57.8995,58.3418,55.9182,57.4484,78326.0
2020-06-17,57.6519,58.2533,55.6529,55.9359,92265.0
2020-06-18,55.2814,57.5368,55.2814,56.4666,70521.0
2020-06-19,56.8204,57.0681,55.1487,56.847,421293.0
2020-06-20,56.8204,57.0681,55.1487,56.847,421293.0
2020-06-21,56.8204,57.0681,55.1487,56.847,421293.0
2020-06-22,56.2809,56.6701,55.131,55.361,77693.0
2020-06-23,56.1924,56.502,55.0957,55.2283,84310.0
2020-06-24,54.4234,54.9011,53.0171,53.937,120037.0
2020-06-25,53.8043,55.6264,53.8043,55.4671,130723.0
2020-06-26,54.618,54.8922,52.8667,54.0077,173844.0
2020-06-27,54.618,54.8922,52.8667,54.0077,173844.0
2020-06-28,54.618,54.8922,52.8667,54.0077,173844.0
2020-06-29,54.848,56.8558,54.848,56.1924,67291.0
2020-06-30,55.4495,58.386,55.4495,57.643,88683.0
2020-07-01,57.5103,57.5988,54.7242,54.8568,81555.0
2020-07-02,56.3605,56.9089,54.9718,55.1045,52544.0
2020-07-03,56.3605,56.9089,54.9718,55.1045,52544.0
2020-07-04,56.3605,56.9089,54.9718,55.1045,52544.0
2020-07-05,56.3605,56.9089,54.9718,55.1045,52544.0
2020-07-06,56.4401,56.6966,55.476,55.9978,77033.0
2020-07-07,55.5025,55.5025,54.5738,54.7949,78711.0
2020-07-08,54.6976,55.1664,53.0701,53.8043,63505.0
2020-07-09,53.2824,54.5826,51.6019,52.2387,75421.0
2020-07-10,52.5041,54.7861,51.7522,54.4942,70281.0
2020-07-11,52.5041,54.7861,51.7522,54.4942,70281.0
2020-07-12,52.5041,54.7861,51.7522,54.4942,70281.0
2020-07-13,55.1222,56.1924,54.4057,55.3787,53267.0
2020-07-14,55.3787,55.9232,54.4861,55.2448,71384.0
2020-07-15,56.1464,58.4047,56.1464,57.6281,83917.0
2020-07-16,57.0301,58.4136,57.0301,57.7085,49581.0
2020-07-17,57.4674,57.9138,56.3427,56.5034,60373.0
2020-07-18,57.4674,57.9138,56.3427,56.5034,60373.0
2020-07-19,57.4674,57.9138,56.3427,56.5034,60373.0
2020-07-20,55.9589,56.2981,55.2091,55.3608,39358.0
2020-07-21,55.8518,58.8332,55.2939,58.7082,94146.0
2020-07-22,58.7885,59.2706,56.432,56.6105,64555.0
2020-07-23,56.7801,57.7799,55.8607,57.2621,114732.0
2020-07-24,56.5213,57.9227,56.5079,56.8694,80600.0
2020-07-25,56.5213,57.9227,56.5079,56.8694,80600.0
2020-07-26,56.5213,57.9227,56.5079,56.8694,80600.0
2020-07-27,56.6552,56.7087,54.9956,55.459,44596.0
2020-07-28,55.4501,56.8248,55.4501,56.2088,51012.0
2020-07-29,56.2803,57.9584,55.8964,57.7888,58253.0
2020-07-30,56.7712,57.0568,55.6197,56.8694,29190.0
2020-07-31,56.7176,56.7176,54.37,55.7536,99837.0
2020-08-01,56.7176,56.7176,54.37,55.7536,99837.0
2020-08-02,56.7176,56.7176,54.37,55.7536,99837.0
2020-08-03,55.9946,56.2713,55.1912,55.825,34884.0
2020-08-04,56.066,56.066,54.8074,55.5215,58499.0
2020-08-05,55.9053,57.646,55.3965,57.4674,93861.0
2020-08-06,57.2532,57.396,56.4008,57.0568,42203.0
2020-08-07,56.673,59.2884,56.673,59.2795,44319.0
2020-08-08,56.673,59.2884,56.673,59.2795,44319.0
2020-08-09,56.673,59.2884,56.673,59.2795,44319.0
2020-08-10,59.6008,61.221,59.6008,59.7883,63028.0
2020-08-11,60.9041,61.4575,60.0316,60.6809,78786.0
2020-08-12,61.5914,61.8235,59.8151,60.2882,51280.0
2020-08-13,59.6722,59.6722,58.6368,59.0295,31880.0
2020-08-14,58.61,59.1902,57.7442,59.0831,78259.0
2020-08-15,58.61,59.1902,57.7442,59.0831,78259.0
2020-08-16,58.61,59.1902,57.7442,59.0831,78259.0
2020-08-17,58.851,58.851,58.0298,58.5297,38919.0
2020-08-18,58.7796,58.7796,57.3782,57.637,43883.0
2020-08-19,57.8066,58.8421,57.8066,58.1726,49024.0
2020-08-20,57.4317,57.5299,56.9051,57.1015,39522.0
2020-08-21,56.4856,57.3157,56.0214,56.5123,66612.0
2020-08-22,56.4856,57.3157,56.0214,56.5123,66612.0
2020-08-23,56.4856,57.3157,56.0214,56.5123,66612.0
2020-08-24,56.4141,58.0655,56.4141,57.9316,69940.0
2020-08-25,58.3154,58.5029,57.8334,57.9762,45785.0
2020-08-26,58.0834,58.0834,56.8783,57.1729,38560.0
2020-08-27,57.2532,58.1726,56.8605,57.6549,84338.0
2020-08-28,58.0834,58.0834,56.9051,57.28,38480.0
2020-08-29,58.0834,58.0834,56.9051,57.28,38480.0
2020-08-30,58.0834,58.0834,56.9051,57.28,38480.0
2020-08-31,57.0122,57.5567,56.9676,57.1104,65246.0
2020-09-01,56.9319,56.9586,56.3963,56.7176,47206.0
2020-09-02,56.6284,57.3603,56.1687,56.4945,50996.0
2020-09-03,56.6016,58.2976,56.0839,56.6373,55835.0
2020-09-04,57.7888,57.9941,56.7533,57.4674,48253.0
2020-09-05,57.7888,57.9941,56.7533,57.4674,48253.0
2020-09-06,57.7888,57.9941,56.7533,57.4674,48253.0
2020-09-07,57.7888,57.9941,56.7533,57.4674,48253.0
2020-09-08,57.0925,57.0925,54.8431,55.4947,60867.0
2020-09-09,55.9678,56.0214,54.7717,55.218,52001.0
2020-09-10,55.6286,55.6286,54.1469,54.1647,43956.0
2020-09-11,54.2986,54.4771,53.7452,54.004,35902.0
2020-09-12,54.2986,54.4771,53.7452,54.004,35902.0
2020-09-13,54.2986,54.4771,53.7452,54.004,35902.0
2020-09-14,54.254,55.3832,54.254,54.7539,42170.0
2020-09-15,54.8253,55.0395,53.8612,54.611,49059.0
2020-09-16,54.5218,55.2627,54.1469,54.5039,69812.0
2020-09-17,53.9505,54.4057,53.8077,54.0755,71373.0
2020-09-18,54.4414,54.5664,53.6738,54.1647,273927.0
2020-09-19,54.4414,54.5664,53.6738,54.1647,273927.0
2020-09-20,54.4414,54.5664,53.6738,54.1647,273927.0
2020-09-21,53.2096,53.4417,49.9872,50.2729,105789.0
2020-09-22,50.4068,51.0673,49.4159,50.0497,77185.0
2020-09-23,50.0943,51.0762,49.3802,49.4249,83928.0
2020-09-24,49.5231,51.7948,49.1214,50.3532,106643.0
2020-09-25,49.7641,51.103,49.7641,50.4603,73096.0
2020-09-26,49.7641,51.103,49.7641,50.4603,73096.0
2020-09-27,49.7641,51.103,49.7641,50.4603,73096.0
2020-09-28,51.0405,52.0313,51.0405,51.6654,90270.0
2020-09-29,51.5136,51.6118,50.5139,51.228,67699.0
2020-09-30,50.9513,52.1295,50.9513,51.4244,111370.0
2020-10-01,51.3351,51.7189,50.2372,50.862,63415.0
2020-10-02,50.2104,51.6386,49.7462,51.4065,81128.0
2020-10-03,50.2104,51.6386,49.7462,51.4065,81128.0
2020-10-04,50.2104,51.6386,49.7462,51.4065,81128.0
2020-10-05,51.9153,53.2721,51.4199,52.6115,69458.0
2020-10-06,53.1025,54.4771,52.4509,52.683,105704.0
2020-10-07,52.9775,54.2629,52.7722,53.2542,64933.0
2020-10-08,54.0665,54.6646,53.4506,54.4414,47864.0
2020-10-09,54.7628,54.8342,54.0844,54.1379,63605.0
2020-10-10,54.7628,54.8342,54.0844,54.1379,63605.0
2020-10-11,54.7628,54.8342,54.0844,54.1379,63605.0
2020-10-12,54.1022,54.9413,53.946,54.6289,48391.0
2020-10-13,54.1379,54.5843,53.0222,53.1382,43450.0
2020-10-14,53.2373,53.4852,52.2189,52.2189,34670.0
2020-10-15,51.4258,53.2193,51.4258,53.0931,53287.0
2020-10-16,52.9489,53.2914,52.3721,53.1833,31635.0
2020-10-17,52.9489,53.2914,52.3721,53.1833,31635.0
2020-10-18,52.9489,53.2914,52.3721,53.1833,31635.0
2020-10-19,53.2283,53.4807,52.5705,52.5974,35721.0
2020-10-20,53.1562,54.0845,52.967,53.1742,47363.0
2020-10-21,53.1923,54.1025,52.9489,53.8322,30137.0
2020-10-22,55.3463,56.7793,49.8737,55.7428,52923.0
2020-10-23,55.9411,56.7883,55.896,56.0312,30535.0
2020-10-24,55.9411,56.7883,55.896,56.0312,30535.0
2020-10-25,55.9411,56.7883,55.896,56.0312,30535.0
2020-10-26,55.5806,55.7338,54.9768,55.4725,37233.0
2020-10-27,55.5986,55.7609,54.3143,54.4901,31329.0
2020-10-28,53.6609,54.3549,52.8678,53.1112,52555.0
2020-10-29,52.8318,54.08,51.4528,54.0304,37998.0
2020-10-30,53.5978,54.8326,53.5978,54.463,45042.0
2020-10-31,53.5978,54.8326,53.5978,54.463,45042.0
2020-11-01,53.5978,54.8326,53.5978,54.463,45042.0
2020-11-02,55.1931,55.6437,54.819,55.4274,41431.0
2020-11-03,56.2836,56.8424,55.5806,56.2115,50094.0
2020-11-04,55.2652,55.7609,52.282,52.3541,46969.0
2020-11-05,51.7412,54.2648,51.7412,53.9133,35296.0
2020-11-06,54.463,54.6523,52.8858,53.021,29088.0
2020-11-07,54.463,54.6523,52.8858,53.021,29088.0
2020-11-08,54.463,54.6523,52.8858,53.021,29088.0
2020-11-09,56.9956,62.7005,56.9956,59.8436,82493.0
2020-11-10,60.6096,61.9074,59.9607,61.1233,96549.0
2020-11-11,61.2856,61.2856,58.7801,59.2758,37875.0
2020-11-12,58.5818,58.5818,57.0136,57.8338,58346.0
2020-11-13,57.8157,59.6092,56.2836,59.3208,54622.0
2020-11-14,57.8157,59.6092,56.2836,59.3208,54622.0
2020-11-15,57.8157,59.6092,56.2836,59.3208,54622.0
2020-11-16,61.0693,62.4031,60.7899,62.2409,70381.0
2020-11-17,61.61,62.7997,60.5826,62.295,66292.0
2020-11-18,62.8898,63.0881,61.0963,61.1864,52362.0
2020-11-19,61.1864,61.4748,60.0238,61.3216,41689.0
2020-11-20,60.3753,60.9341,60.1049,60.7628,53246.0
2020-11-21,60.3753,60.9341,60.1049,60.7628,53246.0
2020-11-22,60.3753,60.9341,60.1049,60.7628,53246.0
2020-11-23,61.61,61.9976,60.4925,61.3667,68615.0
2020-11-24,62.6194,63.3585,62.6059,63.1512,86583.0
2020-11-25,63.6018,63.6018,61.5055,61.8444,60925.0
2020-11-26,63.6018,63.6018,61.5055,61.8444,60925.0
2020-11-27,61.8624,61.9074,60.3393,60.844,28044.0
2020-11-28,61.8624,61.9074,60.3393,60.844,28044.0
2020-11-29,61.8624,61.9074,60.3393,60.844,28044.0
2020-11-30,60.2672,60.6457,58.6809,59.2037,65006.0
2020-12-01,60.4023,61.2856,59.5408,59.8796,48015.0
2020-12-02,60.2311,61.095,59.9247,60.8259,40782.0
2020-12-03,61.3667,61.3937,60.3393,60.5826,43220.0
2020-12-04,61.3667,61.7993,60.4835,61.7452,27068.0
2020-12-05,61.3667,61.7993,60.4835,61.7452,27068.0
2020-12-06,61.3667,61.7993,60.4835,61.7452,27068.0
2020-12-07,60.9927,62.295,59.3084,62.1958,33606.0
2020-12-08,61.7632,62.8177,61.6371,62.5113,54522.0
2020-12-09,63.0881,63.2774,62.34,62.6284,35763.0
2020-12-10,62.1868,63.6739,61.7813,63.3404,40887.0
2020-12-11,62.7817,63.6288,62.7817,63.2774,35956.0
2020-12-12,62.7817,63.6288,62.7817,63.2774,35956.0
2020-12-13,62.7817,63.6288,62.7817,63.2774,35956.0
2020-12-14,63.9443,63.9443,63.0701,63.1512,68326.0
2020-12-15,63.5838,64.3318,63.0881,63.7821,66047.0
2020-12-16,64.1696,64.1696,62.8538,63.1872,57366.0
2020-12-17,63.4396,63.4396,61.9435,62.9619,77393.0
2020-12-18,63.0611,63.2323,61.8353,63.1782,374157.0
2020-12-19,63.0611,63.2323,61.8353,63.1782,374157.0
2020-12-20,63.0611,63.2323,61.8353,63.1782,374157.0
2020-12-21,62.9078,63.1196,60.2446,61.0422,60748.0
2020-12-22,61.3216,61.3216,60.4925,60.7178,47948.0
2020-12-23,60.9161,62.3941,60.9161,61.9886,47123.0
2020-12-24,62.4302,62.6825,61.6821,62.6555,24277.0
2020-12-25,62.4302,62.6825,61.6821,62.6555,24277.0
2020-12-26,62.4302,62.6825,61.6821,62.6555,24277.0
2020-12-27,62.4302,62.6825,61.6821,62.6555,24277.0
2020-12-28,62.4617,63.4486,62.4617,62.9078,40366.0
2020-12-29,63.0881,63.3404,61.4974,61.7272,40323.0
2020-12-30,62.0246,62.8267,62.0246,62.5023,54243.0
2020-12-31,62.7366,63.052,61.619,62.6825,35097.0
2021-01-01,62.7366,63.052,61.619,62.6825,35097.0
2021-01-02,62.7366,63.052,61.619,62.6825,35097.0
2021-01-03,62.7366,63.052,61.619,62.6825,35097.0
2021-01-04,63.2323,63.4846,61.5379,62.2409,71707.0
2021-01-05,62.1598,63.1332,61.9345,62.2589,93567.0
2021-01-06,63.3855,66.1884,62.331,65.5936,176232.0
2021-01-07,66.63,66.63,65.4674,65.7198,71292.0
2021-01-08,66.1614,66.1614,63.9713,65.0258,80896.0
2021-01-09,66.1614,66.1614,63.9713,65.0258,80896.0
2021-01-10,66.1614,66.1614,63.9713,65.0258,80896.0
2021-01-11,63.3269,65.1249,63.3269,64.8906,60503.0
2021-01-12,64.467,65.8595,64.467,65.4224,73090.0
2021-01-13,64.6337,65.8099,63.4756,64.1426,39782.0
2021-01-14,64.2334,65.3329,64.2243,64.7422,38370.0
2021-01-15,63.6519,64.8331,63.6428,64.5605,48854.0
2021-01-16,63.6519,64.8331,63.6428,64.5605,48854.0
2021-01-17,63.6519,64.8331,63.6428,64.5605,48854.0
2021-01-18,63.6519,64.8331,63.6428,64.5605,48854.0
2021-01-19,65.1875,65.4874,64.5151,65.0512,55628.0
2021-01-20,64.924,65.3874,64.6877,65.0058,70674.0
2021-01-21,65.1421,65.3147,63.6973,64.3061,48357.0
2021-01-22,64.2152,65.2329,63.1793,64.9422,45461.0
2021-01-23,64.2152,65.2329,63.1793,64.9422,45461.0
2021-01-24,64.2152,65.2329,63.1793,64.9422,45461.0
2021-01-25,64.6423,66.4414,63.2884,66.3597,89056.0
2021-01-26,66.705,68.0225,66.3869,67.2865,60004.0
2021-01-27,65.8963,67.2068,64.0698,64.5696,66430.0
2021-01-28,65.4056,65.4056,63.4747,63.979,79039.0
2021-01-29,63.3338,64.4969,62.2889,62.7432,79342.0
2021-01-30,63.3338,64.4969,62.2889,62.7432,79342.0
2021-01-31,63.3338,64.4969,62.2889,62.7432,79342.0
2021-02-01,62.8886,63.9881,62.4252,63.4792,42774.0
2021-02-02,64.3424,64.9149,64.0244,64.5151,41943.0
2021-02-03,64.4969,64.5151,63.0521,64.0153,43773.0
2021-02-04,64.2516,66.0053,63.6064,65.5146,43166.0
2021-02-05,66.0235,66.4687,64.7513,64.9422,40598.0
2021-02-06,66.0235,66.4687,64.7513,64.9422,40598.0
2021-02-07,66.0235,66.4687,64.7513,64.9422,40598.0
2021-02-08,65.2329,66.3233,64.8297,66.2234,53629.0
2021-02-09,65.8599,67.2774,65.7054,66.7595,44868.0
2021-02-10,67.6273,67.6591,66.4869,66.5323,43339.0
2021-02-11,66.4778,67.4773,65.5873,66.496,51388.0
2021-02-12,66.0962,66.9503,65.869,66.3324,43373.0
2021-02-13,66.0962,66.9503,65.869,66.3324,43373.0
2021-02-14,66.0962,66.9503,65.869,66.3324,43373.0
2021-02-15,66.0962,66.9503,65.869,66.3324,43373.0
2021-02-16,66.7322,67.1502,66.4278,66.4324,40889.0
2021-02-17,66.6504,67.3138,66.3869,66.923,43044.0
2021-02-18,66.705,67.1048,66.287,66.7504,39796.0
2021-02-19,66.705,67.859,66.705,67.6318,56948.0
2021-02-20,66.705,67.859,66.705,67.6318,56948.0
2021-02-21,66.705,67.859,66.705,67.6318,56948.0
2021-02-22,67.2502,69.0584,67.0457,68.8948,49143.0
2021-02-23,68.9675,71.7117,68.9675,69.431,49027.0
2021-02-24,69.7581,71.0575,69.7581,70.4032,63093.0
2021-02-25,70.5486,70.9939,69.5945,69.7853,45116.0
2021-02-26,69.5127,70.0034,68.3406,68.3406,58593.0
2021-02-27,69.5127,70.0034,68.3406,68.3406,58593.0
2021-02-28,69.5127,70.0034,68.3406,68.3406,58593.0
2021-03-01,69.7217,70.7576,69.0493,70.5486,31560.0
2021-03-02,69.8944,70.6213,69.0947,69.6945,39059.0
2021-03-03,70.0579,72.5386,70.0579,70.9939,64900.0
2021-03-04,71.53,73.3655,70.6486,71.6481,63663.0
2021-03-05,72.4205,73.5926,71.9661,73.5563,68953.0
2021-03-06,72.4205,73.5926,71.9661,73.5563,68953.0
2021-03-07,72.4205,73.5926,71.9661,73.5563,68953.0
2021-03-08,73.8834,76.0642,73.8834,75.6462,82471.0
2021-03-09,75.2737,76.723,73.6017,75.5553,73444.0
2021-03-10,76.3004,78.3722,75.419,77.7634,89028.0
2021-03-11,77.9815,78.4676,76.8093,77.9088,62695.0
2021-03-12,78.5539,80.4076,78.4222,79.4262,67842.0
2021-03-13,78.5539,80.4076,78.4222,79.4262,67842.0
2021-03-14,78.5539,80.4076,78.4222,79.4262,67842.0
