,GVA US Equity,GVA US Equity,GVA US Equity,GVA US Equity,GVA US Equity
2023-08-13,41.6747,42.0069,41.2086,41.9028,215455.0
2023-08-14,41.8631,42.1904,41.1986,42.1805,204042.0
2023-08-15,42.0317,42.3689,41.8532,42.0317,218936.0
2023-08-16,42.2698,42.4007,41.149,41.1689,217531.0
2023-08-17,41.149,41.3871,39.9688,40.0581,219171.0
2023-08-18,39.7308,40.4548,39.6019,40.1077,171607.0
2023-08-19,39.7308,40.4548,39.6019,40.1077,171607.0
2023-08-20,39.7308,40.4548,39.6019,40.1077,171607.0
2023-08-21,40.2267,40.2267,39.6019,40.1374,169075.0
2023-08-22,40.0581,40.3755,39.6614,39.711,126317.0
2023-08-23,39.9391,40.3507,39.83,40.2465,140693.0
2023-08-24,39.8696,40.187,39.4531,39.9093,189442.0
2023-08-25,40.1473,40.5044,39.5622,40.3854,104665.0
2023-08-26,40.1473,40.5044,39.5622,40.3854,104665.0
2023-08-27,40.1473,40.5044,39.5622,40.3854,104665.0
2023-08-28,40.5639,41.159,40.4052,40.5441,118356.0
2023-08-29,40.5044,40.9408,40.2366,40.911,175654.0
2023-08-30,41.0102,41.4094,40.6234,40.7424,143114.0
2023-08-31,40.8218,41.1639,40.7821,40.9507,197903.0
2023-09-01,41.159,42.2995,41.159,42.0119,188785.0
2023-09-02,41.159,42.2995,41.159,42.0119,188785.0
2023-09-03,41.159,42.2995,41.159,42.0119,188785.0
2023-09-04,41.159,42.2995,41.159,42.0119,188785.0
2023-09-05,41.5755,41.5755,40.2564,40.7127,274717.0
2023-09-06,40.6631,40.9656,39.8994,40.1176,195745.0
2023-09-07,40.0482,40.0482,38.7886,39.6713,351796.0
2023-09-08,39.8002,39.8002,39.106,39.3936,185296.0
2023-09-09,39.8002,39.8002,39.106,39.3936,185296.0
2023-09-10,39.8002,39.8002,39.106,39.3936,185296.0
2023-09-11,39.582,39.6465,38.9175,39.1853,177971.0
2023-09-12,39.3341,39.5176,38.739,38.8283,153007.0
2023-09-13,38.7489,38.8878,38.3919,38.4911,206260.0
2023-09-14,38.9175,39.7308,38.8283,39.1357,222642.0
2023-09-15,38.977,39.1109,38.6498,38.7886,864722.0
2023-09-16,38.977,39.1109,38.6498,38.7886,864722.0
2023-09-17,38.977,39.1109,38.6498,38.7886,864722.0
2023-09-18,38.9572,39.2547,38.7787,38.7985,174436.0
2023-09-19,38.8184,39.0762,38.6002,38.7886,175367.0
2023-09-20,39.0167,39.1952,38.4316,38.4812,111052.0
2023-09-21,38.1935,38.4117,37.8762,37.9357,170189.0
2023-09-22,37.896,38.0944,36.8943,36.9439,279534.0
2023-09-23,37.896,38.0944,36.8943,36.9439,279534.0
2023-09-24,37.896,38.0944,36.8943,36.9439,279534.0
2023-09-25,36.7951,37.4299,36.6563,36.7951,313618.0
2023-09-26,36.6364,37.1026,36.3488,36.3984,310682.0
2023-09-27,36.5769,37.6282,35.6347,37.3208,1331530.0
2023-09-28,37.4402,38.306,37.4054,37.9577,501910.0
2023-09-29,38.2165,38.2165,37.5895,37.8383,294819.0
2023-09-30,38.2165,38.2165,37.5895,37.8383,294819.0
2023-10-01,38.2165,38.2165,37.5895,37.8383,294819.0
2023-10-02,37.689,37.8781,37.0421,37.2511,329080.0
2023-10-03,37.1317,37.3009,36.0369,36.1464,361169.0
2023-10-04,36.1265,37.3705,36.1265,37.2014,332375.0
2023-10-05,37.2014,37.5945,37.1018,37.4303,239409.0
2023-10-06,37.3705,38.3707,37.3109,37.9975,213270.0
2023-10-07,37.3705,38.3707,37.3109,37.9975,213270.0
2023-10-08,37.3705,38.3707,37.3109,37.9975,213270.0
2023-10-09,37.7686,38.2961,37.5845,38.2762,160310.0
2023-10-10,38.4553,39.0525,38.4155,38.4653,159115.0
2023-10-11,38.4354,38.7234,37.1516,38.4553,142624.0
2023-10-12,38.5748,38.5748,37.3407,37.3805,197960.0
2023-10-13,37.4402,37.5746,36.1862,36.2459,281578.0
2023-10-14,37.4402,37.5746,36.1862,36.2459,281578.0
2023-10-15,37.4402,37.5746,36.1862,36.2459,281578.0
2023-10-16,36.6739,36.9625,36.3654,36.5744,462301.0
2023-10-17,36.3952,37.3407,36.2012,36.9326,472375.0
2023-10-18,36.6042,36.6042,35.808,35.8279,188812.0
2023-10-19,35.6886,35.7085,34.7929,34.8924,317976.0
2023-10-20,35.0616,35.2408,34.8327,35.1313,303646.0
2023-10-21,35.0616,35.2408,34.8327,35.1313,303646.0
2023-10-22,35.0616,35.2408,34.8327,35.1313,303646.0
2023-10-23,35.1412,35.4,34.6436,34.7233,215820.0
2023-10-24,35.0417,35.2806,34.4894,34.564,222266.0
2023-10-25,34.3749,34.6934,33.7479,33.8076,317856.0
2023-10-26,33.9967,34.1858,33.6285,33.937,213374.0
2023-10-27,34.1858,34.1858,33.5787,34.1062,236020.0
2023-10-28,34.1858,34.1858,33.5787,34.1062,236020.0
2023-10-29,34.1858,34.1858,33.5787,34.1062,236020.0
2023-10-30,34.4744,34.5541,33.8226,34.146,233882.0
2023-10-31,37.0521,40.4756,36.5644,40.2865,1115649.0
2023-11-01,40.5254,43.521,40.1173,43.0035,1145962.0
2023-11-02,43.6106,44.7153,43.2921,44.7053,602836.0
2023-11-03,45.2925,46.4967,45.2925,45.7105,445760.0
2023-11-04,45.2925,46.4967,45.2925,45.7105,445760.0
2023-11-05,45.2925,46.4967,45.2925,45.7105,445760.0
2023-11-06,45.7802,45.8299,44.7949,45.7901,377724.0
2023-11-07,45.3721,45.4567,44.6058,44.9939,360215.0
2023-11-08,45.1631,45.2427,43.9888,44.6157,231019.0
2023-11-09,44.9143,44.9143,43.8096,44.0385,269965.0
2023-11-10,44.3968,44.7551,44.1579,44.6058,280939.0
2023-11-11,44.3968,44.7551,44.1579,44.6058,280939.0
2023-11-12,44.3968,44.7551,44.1579,44.6058,280939.0
2023-11-13,44.5361,44.8546,44.0385,44.6755,195323.0
2023-11-14,46.3872,46.636,45.9294,46.3474,375005.0
2023-11-15,46.5465,47.0839,46.0091,46.0389,565698.0
2023-11-16,46.0091,46.3574,45.4517,45.81,468393.0
2023-11-17,46.029,46.5266,45.7005,46.2081,628757.0
2023-11-18,46.029,46.5266,45.7005,46.2081,628757.0
2023-11-19,46.029,46.5266,45.7005,46.2081,628757.0
2023-11-20,46.1484,46.3176,45.7802,46.1683,169078.0
2023-11-21,46.0787,46.1484,45.1233,45.1631,240352.0
2023-11-22,45.3622,45.7503,45.2328,45.4318,124526.0
2023-11-23,45.3622,45.7503,45.2328,45.4318,124526.0
2023-11-24,45.5214,45.8797,45.5114,45.7602,54101.0
2023-11-25,45.5214,45.8797,45.5114,45.7602,54101.0
2023-11-26,45.5214,45.8797,45.5114,45.7602,54101.0
2023-11-27,45.6508,45.8598,45.3616,45.7901,156025.0
2023-11-28,45.7602,45.8001,44.8517,45.1532,359820.0
2023-11-29,45.3522,45.7901,44.984,45.2925,369958.0
2023-11-30,45.4915,46.0787,45.3472,45.7304,260983.0
2023-12-01,45.6408,46.9495,45.5811,46.6559,247489.0
2023-12-02,45.6408,46.9495,45.5811,46.6559,247489.0
2023-12-03,45.6408,46.9495,45.5811,46.6559,247489.0
2023-12-04,46.3673,47.3128,46.3673,47.2133,234458.0
2023-12-05,47.1436,47.3825,46.2081,46.8152,297550.0
2023-12-06,47.3825,48.5618,47.1735,47.4621,398166.0
2023-12-07,47.3825,47.939,47.2382,47.8104,251330.0
2023-12-08,47.8303,48.5021,47.8303,48.1289,298399.0
2023-12-09,47.8303,48.5021,47.8303,48.1289,298399.0
2023-12-10,47.8303,48.5021,47.8303,48.1289,298399.0
2023-12-11,48.0791,48.5966,47.273,47.9199,272880.0
2023-12-12,47.9995,48.0393,47.478,47.7208,213044.0
2023-12-13,47.7208,48.7857,46.9446,48.6464,456838.0
2023-12-14,49.6715,50.1143,49.0445,49.6615,390550.0
2023-12-15,49.6715,49.7809,48.7658,49.3032,1085188.0
2023-12-16,49.6715,49.7809,48.7658,49.3032,1085188.0
2023-12-17,49.6715,49.7809,48.7658,49.3032,1085188.0
2023-12-18,49.2634,49.6814,48.8106,49.0246,216640.0
2023-12-19,49.3231,50.5274,49.3231,50.0596,304112.0
2023-12-20,50.0895,50.7886,49.5396,49.8705,269924.0
2023-12-21,50.4079,50.9254,49.9302,50.816,265233.0
2023-12-22,51.0449,51.4131,50.3233,50.9453,215123.0
2023-12-23,51.0449,51.4131,50.3233,50.9453,215123.0
2023-12-24,51.0449,51.4131,50.3233,50.9453,215123.0
2023-12-25,51.0449,51.4131,50.3233,50.9453,215123.0
2023-12-26,51.1942,51.9903,51.0449,51.7316,211275.0
2023-12-27,51.6918,51.9008,51.3434,51.8311,152933.0
2023-12-28,51.5916,51.8111,51.2424,51.2624,163471.0
2023-12-29,51.1626,51.7612,50.6638,50.7436,209278.0
2023-12-30,51.1626,51.7612,50.6638,50.7436,209278.0
2023-12-31,51.1626,51.7612,50.6638,50.7436,209278.0
2024-01-01,51.1626,51.7612,50.6638,50.7436,209278.0
2024-01-02,50.4343,50.6089,49.7359,50.2547,376955.0
2024-01-03,49.7459,49.7658,48.798,49.5064,585406.0
2024-01-04,49.6361,50.0352,48.818,49.0475,249998.0
2024-01-05,48.6484,49.4665,48.0508,48.0897,185851.0
2024-01-06,48.6484,49.4665,48.0508,48.0897,185851.0
2024-01-07,48.6484,49.4665,48.0508,48.0897,185851.0
2024-01-08,48.1695,48.8479,47.8901,48.7581,283504.0
2024-01-09,48.0797,48.389,47.501,48.2593,185976.0
2024-01-10,48.0099,48.3391,47.8103,47.9001,172562.0
2024-01-11,47.5808,47.8802,47.062,47.4511,231199.0
2024-01-12,48.0198,48.0198,46.633,46.8824,1556556.0
2024-01-13,48.0198,48.0198,46.633,46.8824,1556556.0
2024-01-14,48.0198,48.0198,46.633,46.8824,1556556.0
2024-01-15,48.0198,48.0198,46.633,46.8824,1556556.0
2024-01-16,46.7228,47.1219,46.0942,46.224,537230.0
2024-01-17,45.5954,46.5682,45.4258,45.5954,485953.0
2024-01-18,45.8249,46.0094,45.316,45.4457,365081.0
2024-01-19,45.5256,45.5555,44.5777,45.2063,589584.0
2024-01-20,45.5256,45.5555,44.5777,45.2063,589584.0
2024-01-21,45.5256,45.5555,44.5777,45.2063,589584.0
2024-01-22,45.8448,46.2339,45.3559,45.8348,260290.0
2024-01-23,46.1541,46.643,44.9868,45.2063,231095.0
2024-01-24,45.6054,45.813,44.4979,44.6077,250667.0
2024-01-25,45.0467,45.775,44.6925,44.9668,716538.0
2024-01-26,45.2562,45.5455,44.6575,44.877,193230.0
2024-01-27,45.2562,45.5455,44.6575,44.877,193230.0
2024-01-28,45.2562,45.5455,44.6575,44.877,193230.0
2024-01-29,44.7773,45.6852,44.5777,45.6852,439458.0
2024-01-30,45.316,46.0743,45.316,45.8947,180979.0
2024-01-31,46.1441,46.3537,44.9668,45.0067,308684.0
2024-02-01,45.5056,45.8548,44.8778,45.4956,205279.0
2024-02-02,44.8371,45.2761,44.5678,44.9569,175275.0
2024-02-03,44.8371,45.2761,44.5678,44.9569,175275.0
2024-02-04,44.8371,45.2761,44.5678,44.9569,175275.0
2024-02-05,44.3483,44.438,43.8195,44.2086,235129.0
2024-02-06,44.1387,46.0494,44.1387,45.8847,380485.0
2024-02-07,45.9945,47.3613,45.6353,46.7727,393123.0
2024-02-08,46.8326,47.4611,46.5632,47.3514,208199.0
2024-02-09,47.3514,47.8901,47.1518,47.7405,205939.0
2024-02-10,47.3514,47.8901,47.1518,47.7405,205939.0
2024-02-11,47.3514,47.8901,47.1518,47.7405,205939.0
2024-02-12,47.8602,48.9178,47.8452,48.4688,403604.0
2024-02-13,46.9822,47.94,46.648,47.1518,400679.0
2024-02-14,47.8602,48.6584,47.3314,48.5287,193591.0
2024-02-15,48.8779,49.6661,48.2443,49.5364,280955.0
2024-02-16,49.0774,51.2225,48.9826,50.6438,531086.0
2024-02-17,49.0774,51.2225,48.9826,50.6438,531086.0
2024-02-18,49.0774,51.2225,48.9826,50.6438,531086.0
2024-02-19,49.0774,51.2225,48.9826,50.6438,531086.0
2024-02-20,49.6661,50.1749,49.0974,49.9354,484983.0
2024-02-21,49.9554,50.9681,49.7658,50.0552,774612.0
2024-02-22,47.9999,51.2624,47.9999,51.2524,645602.0
2024-02-23,51.0828,51.0828,49.1772,49.3967,689481.0
2024-02-24,51.0828,51.0828,49.1772,49.3967,689481.0
2024-02-25,51.0828,51.0828,49.1772,49.3967,689481.0
2024-02-26,49.0674,50.125,48.4039,48.9078,425391.0
2024-02-27,49.4066,49.9155,49.1423,49.8856,366119.0
2024-02-28,49.8157,51.7628,49.7908,50.7835,432105.0
2024-02-29,51.5318,51.7413,50.6937,51.412,320875.0
2024-03-01,51.5018,51.9408,51.0329,51.9408,278713.0
2024-03-02,51.5018,51.9408,51.0329,51.9408,278713.0
2024-03-03,51.5018,51.9408,51.0329,51.9408,278713.0
2024-03-04,52.0805,52.9385,51.7912,51.9009,220478.0
2024-03-05,51.5218,51.9009,50.8533,51.2125,312247.0
2024-03-06,51.5916,52.7689,51.2918,52.5295,302779.0
2024-03-07,52.8188,53.1181,52.4197,52.9485,339023.0
2024-03-08,53.3975,53.8165,52.9685,53.2279,280623.0
2024-03-09,53.3975,53.8165,52.9685,53.2279,280623.0
2024-03-10,53.3975,53.8165,52.9685,53.2279,280623.0
2024-03-11,53.0483,54.4451,52.7639,54.2056,458187.0
2024-03-12,53.8764,53.9363,52.8288,53.8864,334216.0
2024-03-13,53.7267,55.1136,53.7168,54.1957,351620.0
2024-03-14,53.9562,54.5898,53.5871,54.3154,356348.0
2024-03-15,54.066,54.7644,53.9263,54.3154,738521.0
2024-03-16,54.066,54.7644,53.9263,54.3154,738521.0
2024-03-17,54.066,54.7644,53.9263,54.3154,738521.0
2024-03-18,54.2455,55.2023,53.8963,54.0061,268676.0
2024-03-19,53.8165,54.1607,53.2179,53.8963,464561.0
2024-03-20,53.9063,54.3752,53.6569,54.2356,425177.0
2024-03-21,54.5249,55.7521,54.465,55.1934,492873.0
2024-03-22,55.4328,55.4328,54.4301,54.904,384590.0
2024-03-23,55.4328,55.4328,54.4301,54.904,384590.0
2024-03-24,55.4328,55.4328,54.4301,54.904,384590.0
2024-03-25,55.1834,55.363,54.8801,55.343,202880.0
2024-03-26,55.7621,57.7952,55.5426,56.65,511079.0
2024-03-27,57.16,57.42,56.1,57.36,290107.0
2024-03-28,57.44,57.62,56.56,57.13,389045.0
2024-03-29,57.44,57.62,56.56,57.13,389045.0
2024-03-30,57.44,57.62,56.56,57.13,389045.0
2024-03-31,57.44,57.62,56.56,57.13,389045.0
2024-04-01,57.0,57.115,55.78,56.69,289348.0
2024-04-02,56.08,56.355,55.25,56.3,553270.0
2024-04-03,56.03,56.92,55.78,56.35,238034.0
2024-04-04,56.96,57.265,55.86,56.18,277387.0
2024-04-05,56.27,56.91,56.0,56.81,332317.0
2024-04-06,56.27,56.91,56.0,56.81,332317.0
2024-04-07,56.27,56.91,56.0,56.81,332317.0
2024-04-08,57.02,57.1,56.4374,56.79,261416.0
