,PLCE US Equity,PLCE US Equity,PLCE US Equity,PLCE US Equity,PLCE US Equity
2019-02-27,90.5759,92.8325,90.3814,92.7644,375372.0
2019-02-28,92.4532,93.8344,91.2373,92.9492,354403.0
2019-03-01,94.2234,95.6293,91.996,92.0155,532230.0
2019-03-02,94.2234,95.6293,91.996,92.0155,532230.0
2019-03-03,94.2234,95.6293,91.996,92.0155,532230.0
2019-03-04,82.1817,85.1094,79.8083,82.5027,6466918.0
2019-03-05,83.1057,87.8524,82.7215,87.2104,1691853.0
2019-03-06,87.9886,91.0232,87.5606,88.7764,1294499.0
2019-03-07,88.1442,89.1842,85.9168,87.5217,807064.0
2019-03-08,87.2785,87.7357,84.9927,86.8505,588663.0
2019-03-09,87.2785,87.7357,84.9927,86.8505,588663.0
2019-03-10,87.2785,87.7357,84.9927,86.8505,588663.0
2019-03-11,87.2201,88.329,86.2377,88.2609,467332.0
2019-03-12,88.115,89.1169,86.4031,88.9612,483263.0
2019-03-13,89.36,92.5115,88.9418,92.2392,876545.0
2019-03-14,92.103,92.103,88.4749,88.7083,723815.0
2019-03-15,88.7083,88.7083,85.6347,86.0238,883681.0
2019-03-16,88.7083,88.7083,85.6347,86.0238,883681.0
2019-03-17,88.7083,88.7083,85.6347,86.0238,883681.0
2019-03-18,86.121,86.7533,84.662,86.442,682375.0
2019-03-19,86.6852,86.6852,85.2845,86.3642,444626.0
2019-03-20,86.3739,87.2882,83.7963,85.5471,636692.0
2019-03-21,85.5569,85.9751,84.4207,85.1192,379731.0
2019-03-22,84.7593,85.6298,83.1641,84.3994,624910.0
2019-03-23,84.7593,85.6298,83.1641,84.3994,624910.0
2019-03-24,84.7593,85.6298,83.1641,84.3994,624910.0
2019-03-25,84.1659,87.901,84.1659,86.4712,649381.0
2019-03-26,86.8408,89.8172,85.9508,89.6713,471502.0
2019-03-27,89.9242,92.6282,89.895,92.2489,632556.0
2019-03-28,92.9395,95.2934,91.3638,92.3559,1015599.0
2019-03-29,92.92,94.807,92.8422,94.6222,740658.0
2019-03-30,92.92,94.807,92.8422,94.6222,740658.0
2019-03-31,92.92,94.807,92.8422,94.6222,740658.0
2019-04-01,95.0405,96.5579,93.2799,96.2952,686752.0
2019-04-02,96.1883,96.1883,93.0951,93.7079,817972.0
2019-04-03,94.3402,95.1572,91.8501,92.4143,754724.0
2019-04-04,92.317,95.7408,91.3249,95.663,1017266.0
2019-04-05,96.2952,97.5305,95.5463,96.9956,721510.0
2019-04-06,96.2952,97.5305,95.5463,96.9956,721510.0
2019-04-07,96.2952,97.5305,95.5463,96.9956,721510.0
2019-04-08,96.519,100.2249,96.1591,99.5148,863385.0
2019-04-09,98.8145,100.4097,97.3652,99.0966,554756.0
2019-04-10,99.3106,99.8163,97.1123,99.7385,598457.0
2019-04-11,99.758,101.4504,99.4078,100.6431,703141.0
2019-04-12,101.357,104.7017,101.1712,103.2543,748816.0
2019-04-13,101.357,104.7017,101.1712,103.2543,748816.0
2019-04-14,101.357,104.7017,101.1712,103.2543,748816.0
2019-04-15,103.4205,105.3276,102.1198,104.9071,534375.0
2019-04-16,105.0635,106.2958,104.0464,105.5721,624803.0
2019-04-17,104.6821,107.3324,102.7066,107.1955,752847.0
2019-04-18,107.1955,110.814,106.4229,109.396,736552.0
2019-04-19,107.1955,110.814,106.4229,109.396,736552.0
2019-04-20,107.1955,110.814,106.4229,109.396,736552.0
2019-04-21,107.1955,110.814,106.4229,109.396,736552.0
2019-04-22,109.0048,109.2982,104.5061,104.643,651868.0
2019-04-23,105.3569,107.6649,103.6455,107.5085,998135.0
2019-04-24,108.5451,111.4888,107.7334,111.3519,773626.0
2019-04-25,111.2834,111.7333,107.0977,107.2542,536042.0
2019-04-26,106.9999,108.1295,106.374,107.9388,424221.0
2019-04-27,106.9999,108.1295,106.374,107.9388,424221.0
2019-04-28,106.9999,108.1295,106.374,107.9388,424221.0
2019-04-29,107.9486,110.0659,107.9486,109.6796,300808.0
2019-04-30,109.5329,111.0781,108.9265,110.3348,466241.0
2019-05-01,110.8629,111.4888,109.9925,110.5597,416376.0
2019-05-02,110.6673,112.9069,109.7676,112.4668,386399.0
2019-05-03,112.946,114.2663,112.369,112.4081,430399.0
2019-05-04,112.946,114.2663,112.369,112.4081,430399.0
2019-05-05,112.946,114.2663,112.369,112.4081,430399.0
2019-05-06,110.5793,111.6453,107.9681,109.9436,727788.0
2019-05-07,108.3495,109.7285,104.9022,105.6014,462451.0
2019-05-08,105.8655,106.7554,105.0244,105.8264,365289.0
2019-05-09,105.621,109.4449,104.643,109.3862,507520.0
2019-05-10,109.5329,112.2125,108.4962,111.0096,804448.0
2019-05-11,109.5329,112.2125,108.4962,111.0096,804448.0
2019-05-12,109.5329,112.2125,108.4962,111.0096,804448.0
2019-05-13,109.4351,110.3152,103.1467,106.0806,865470.0
2019-05-14,107.4498,110.3152,104.2909,109.6404,1301726.0
2019-05-15,101.093,105.3374,98.2862,102.0709,2850550.0
2019-05-16,102.5795,105.8654,101.6895,102.6871,953922.0
2019-05-17,102.335,106.0317,101.4353,104.2812,1215109.0
2019-05-18,102.335,106.0317,101.4353,104.2812,1215109.0
2019-05-19,102.335,106.0317,101.4353,104.2812,1215109.0
2019-05-20,103.4597,104.7604,101.2406,104.6332,772526.0
2019-05-21,104.7995,108.0952,104.3594,106.0611,556706.0
2019-05-22,105.0244,105.044,101.2543,101.4157,617044.0
2019-05-23,101.1223,101.6993,97.9586,98.7752,548821.0
2019-05-24,99.0099,101.1125,97.7972,100.1248,435140.0
2019-05-25,99.0099,101.1125,97.7972,100.1248,435140.0
2019-05-26,99.0099,101.1125,97.7972,100.1248,435140.0
2019-05-27,99.0099,101.1125,97.7972,100.1248,435140.0
2019-05-28,100.1052,102.3839,99.0588,99.0686,429219.0
2019-05-29,98.7263,98.7263,94.9855,96.0564,565551.0
2019-05-30,96.5845,97.0344,91.4795,92.1054,959606.0
2019-05-31,90.9905,91.8316,89.2986,90.6189,850075.0
2019-06-01,90.9905,91.8316,89.2986,90.6189,850075.0
2019-06-02,90.9905,91.8316,89.2986,90.6189,850075.0
2019-06-03,90.4722,91.9587,88.0762,88.6043,903620.0
2019-06-04,90.0125,92.4184,90.0125,92.1739,537274.0
2019-06-05,92.7117,93.6995,90.8536,92.0467,557102.0
2019-06-06,92.0956,92.4281,89.592,91.059,567678.0
2019-06-07,91.548,93.1323,89.5773,92.5162,422667.0
2019-06-08,91.548,93.1323,89.5773,92.5162,422667.0
2019-06-09,91.548,93.1323,89.5773,92.5162,422667.0
2019-06-10,92.9465,94.5846,91.6066,92.0761,577661.0
2019-06-11,92.9269,94.697,92.79,94.3156,726682.0
2019-06-12,94.2765,94.8242,92.4873,92.7998,469613.0
2019-06-13,93.2692,94.5454,92.5259,93.4159,569275.0
2019-06-14,93.4159,95.9097,93.4159,94.785,636316.0
2019-06-15,93.4159,95.9097,93.4159,94.785,636316.0
2019-06-16,93.4159,95.9097,93.4159,94.785,636316.0
2019-06-17,95.3162,97.3622,94.7162,95.4736,482240.0
2019-06-18,95.4933,97.0376,91.962,92.198,768557.0
2019-06-19,92.2964,92.7981,86.9847,88.2733,916205.0
2019-06-20,88.9421,89.1684,84.5157,88.2339,965741.0
2019-06-21,88.952,93.3489,88.952,91.9521,1237776.0
2019-06-22,88.952,93.3489,88.952,91.9521,1237776.0
2019-06-23,88.952,93.3489,88.952,91.9521,1237776.0
2019-06-24,91.8538,92.0407,88.9421,89.1881,467960.0
2019-06-25,89.0799,90.8111,88.3323,90.1815,570537.0
2019-06-26,90.2897,93.9293,90.2897,91.8636,712537.0
2019-06-27,92.6308,93.4473,91.4406,92.1489,631748.0
2019-06-28,92.2079,94.2539,92.0062,93.8211,545944.0
2019-06-29,92.2079,94.2539,92.0062,93.8211,545944.0
2019-06-30,92.2079,94.2539,92.0062,93.8211,545944.0
2019-07-01,96.0048,97.0671,92.7536,94.0178,620284.0
2019-07-02,94.0571,94.2637,92.198,92.6702,460801.0
2019-07-03,92.5915,95.572,92.3948,95.1588,274828.0
2019-07-04,92.5915,95.572,92.3948,95.1588,274828.0
2019-07-05,95.149,98.8771,94.1457,98.4246,440426.0
2019-07-06,95.149,98.8771,94.1457,98.4246,440426.0
2019-07-07,95.149,98.8771,94.1457,98.4246,440426.0
2019-07-08,97.9229,99.1033,93.4473,94.4113,718319.0
2019-07-09,94.4801,95.6113,91.9718,92.6604,585631.0
2019-07-10,92.7095,92.739,91.2931,91.7849,367234.0
2019-07-11,92.0997,94.49,92.0997,92.8276,319415.0
2019-07-12,93.2653,96.8753,93.2653,95.7982,387058.0
2019-07-13,93.2653,96.8753,93.2653,95.7982,387058.0
2019-07-14,93.2653,96.8753,93.2653,95.7982,387058.0
2019-07-15,96.2704,97.2294,93.7424,95.267,355602.0
2019-07-16,95.5818,97.3917,95.4638,97.0868,297604.0
2019-07-17,97.3622,98.8377,96.1425,97.4803,436330.0
2019-07-18,96.7327,99.4181,95.9163,99.3197,349198.0
2019-07-19,99.5656,100.8739,97.5491,97.7459,544447.0
2019-07-20,99.5656,100.8739,97.5491,97.7459,544447.0
2019-07-21,99.5656,100.8739,97.5491,97.7459,544447.0
2019-07-22,97.5786,98.0705,89.552,89.9848,961664.0
2019-07-23,90.4471,91.2144,88.0372,90.4766,615174.0
2019-07-24,91.7357,93.5555,91.1396,93.1128,632205.0
2019-07-25,93.0932,95.9064,92.8768,94.6375,436937.0
2019-07-26,95.3162,96.9294,93.7227,95.1785,450545.0
2019-07-27,95.3162,96.9294,93.7227,95.1785,450545.0
2019-07-28,95.3162,96.9294,93.7227,95.1785,450545.0
2019-07-29,95.2474,97.313,92.2079,96.8409,685157.0
2019-07-30,96.5655,97.2442,95.4933,96.5753,436147.0
2019-07-31,96.7425,99.9591,93.8604,96.0736,785833.0
2019-08-01,96.2802,97.3819,87.3093,89.67,1044529.0
2019-08-02,91.057,91.9226,87.9683,90.0143,595984.0
2019-08-03,91.057,91.9226,87.9683,90.0143,595984.0
2019-08-04,91.057,91.9226,87.9683,90.0143,595984.0
2019-08-05,87.8208,88.1749,83.6698,84.3681,944928.0
2019-08-06,84.7026,86.3094,83.7288,85.2239,669797.0
2019-08-07,83.9747,85.8387,83.3156,85.3911,609757.0
2019-08-08,86.3748,86.3748,84.1517,85.4207,590953.0
2019-08-09,85.6961,85.8436,81.545,81.9877,564737.0
2019-08-10,85.6961,85.8436,81.545,81.9877,564737.0
2019-08-11,85.6961,85.8436,81.545,81.9877,564737.0
2019-08-12,81.2893,81.9582,78.2793,79.3023,809901.0
2019-08-13,79.3417,85.6961,78.4957,81.5155,850333.0
2019-08-14,78.899,79.5482,74.9054,75.0332,832952.0
2019-08-15,80.6401,80.6401,74.7086,76.5874,783146.0
2019-08-16,76.9415,79.2433,76.7251,77.8072,714625.0
2019-08-17,76.9415,79.2433,76.7251,77.8072,714625.0
2019-08-18,76.9415,79.2433,76.7251,77.8072,714625.0
2019-08-19,78.2006,80.1679,78.1219,79.2925,890129.0
2019-08-20,78.6433,78.9875,76.2235,76.735,1595731.0
2019-08-21,70.5773,75.0431,69.2739,74.8562,5592680.0
2019-08-22,74.866,81.2303,74.4234,80.6302,1925402.0
2019-08-23,79.5384,81.9385,76.794,77.1678,1263543.0
2019-08-24,79.5384,81.9385,76.794,77.1678,1263543.0
2019-08-25,79.5384,81.9385,76.794,77.1678,1263543.0
2019-08-26,78.6728,80.9647,76.0563,80.9155,644906.0
2019-08-27,81.7024,81.9287,79.1449,79.8532,703387.0
2019-08-28,79.5876,85.1747,79.2826,85.0272,752510.0
2019-08-29,86.3158,87.383,82.9812,84.9977,782086.0
2019-08-30,86.0305,86.2174,84.1616,85.824,452260.0
2019-08-31,86.0305,86.2174,84.1616,85.824,452260.0
2019-09-01,86.0305,86.2174,84.1616,85.824,452260.0
2019-09-02,86.0305,86.2174,84.1616,85.824,452260.0
2019-09-03,85.5584,88.4306,84.0632,86.2076,1008060.0
2019-09-04,86.8273,87.9683,82.2975,83.4238,947928.0
2019-09-05,85.1059,89.6356,84.3431,89.2766,819669.0
2019-09-06,89.916,90.9881,86.5027,86.5519,720166.0
2019-09-07,89.916,90.9881,86.5027,86.5519,720166.0
2019-09-08,89.916,90.9881,86.5027,86.5519,720166.0
2019-09-09,87.2306,87.929,85.2338,86.7978,803139.0
2019-09-10,86.7978,90.8111,86.0502,90.6439,675209.0
2019-09-11,91.0767,92.7586,88.1749,92.6112,579747.0
2019-09-12,92.7194,93.1634,89.3553,92.1095,409895.0
2019-09-13,92.8768,93.9686,90.8701,92.139,420288.0
2019-09-14,92.8768,93.9686,90.8701,92.139,420288.0
2019-09-15,92.8768,93.9686,90.8701,92.139,420288.0
2019-09-16,91.1849,91.48,82.7943,83.7189,1038815.0
2019-09-17,83.6501,84.378,81.7123,82.1746,569037.0
2019-09-18,82.1057,82.7254,77.0596,78.8203,891778.0
2019-09-19,78.9384,80.5024,77.8859,79.9319,531161.0
2019-09-20,80.437,81.6057,76.3958,76.4255,783198.0
2019-09-21,80.437,81.6057,76.3958,76.4255,783198.0
2019-09-22,80.437,81.6057,76.3958,76.4255,783198.0
2019-09-23,76.5642,79.6248,75.6232,78.1093,587184.0
2019-09-24,78.7829,80.7935,78.0302,78.6046,492715.0
2019-09-25,78.6244,80.6252,77.1189,78.2678,421455.0
2019-09-26,78.5253,78.5253,74.187,76.1383,407709.0
2019-09-27,77.0297,77.5497,75.4747,76.2868,390441.0
2019-09-28,77.0297,77.5497,75.4747,76.2868,390441.0
2019-09-29,77.0297,77.5497,75.4747,76.2868,390441.0
2019-09-30,76.6137,77.6339,74.9497,76.2571,643864.0
2019-10-01,77.2575,79.2286,75.6926,75.7619,483871.0
2019-10-02,75.3954,76.168,72.4339,72.5428,642890.0
2019-10-03,72.5527,73.3352,70.2438,72.8598,627140.0
2019-10-04,73.4541,74.2366,72.1962,72.6419,443211.0
2019-10-05,73.4541,74.2366,72.1962,72.6419,443211.0
2019-10-06,73.4541,74.2366,72.1962,72.6419,443211.0
2019-10-07,71.9584,72.632,71.0769,71.0769,630130.0
2019-10-08,70.344,72.3546,69.2742,71.4137,583526.0
2019-10-09,71.8891,72.9687,70.6708,72.0179,358669.0
2019-10-10,72.1863,73.5432,71.4038,73.1371,379885.0
2019-10-11,74.0285,78.1589,74.0285,75.3558,707036.0
2019-10-12,74.0285,78.1589,74.0285,75.3558,707036.0
2019-10-13,74.0285,78.1589,74.0285,75.3558,707036.0
2019-10-14,75.3558,75.3558,72.9489,74.1177,404921.0
2019-10-15,74.5535,77.0792,73.7314,75.2766,400269.0
2019-10-16,75.5638,77.3368,74.8705,76.0987,526465.0
2019-10-17,76.6038,78.872,76.1482,78.3867,407711.0
2019-10-18,77.3665,78.0193,75.8708,75.8708,511686.0
2019-10-19,77.3665,78.0193,75.8708,75.8708,511686.0
2019-10-20,77.3665,78.0193,75.8708,75.8708,511686.0
2019-10-21,76.8316,77.7131,73.8503,74.4049,442502.0
2019-10-22,74.5337,77.2575,74.2266,76.6929,369747.0
2019-10-23,76.1185,77.411,74.5337,77.1387,405345.0
2019-10-24,77.2278,77.6438,74.5436,76.2175,408705.0
2019-10-25,76.4156,80.328,75.5687,80.2884,431800.0
2019-10-26,76.4156,80.328,75.5687,80.2884,431800.0
2019-10-27,76.4156,80.328,75.5687,80.2884,431800.0
2019-10-28,82.4873,82.4873,78.6541,80.5558,505921.0
2019-10-29,80.6053,81.6154,79.4465,80.5954,545459.0
2019-10-30,80.4469,81.3482,78.357,79.8526,487721.0
2019-10-31,79.9417,81.1798,77.7429,81.1303,549847.0
2019-11-01,81.9128,85.013,80.9619,83.5867,574334.0
2019-11-02,81.9128,85.013,80.9619,83.5867,574334.0
2019-11-03,81.9128,85.013,80.9619,83.5867,574334.0
2019-11-04,84.7257,86.4492,83.5075,85.9341,597909.0
2019-11-05,86.0035,87.6279,84.3395,85.2606,486022.0
2019-11-06,85.3795,85.6667,82.5071,84.2305,441926.0
2019-11-07,84.7456,85.8252,84.6069,85.1219,418783.0
2019-11-08,84.7852,84.7852,80.1299,81.5265,619379.0
2019-11-09,84.7852,84.7852,80.1299,81.5265,619379.0
2019-11-10,84.7852,84.7852,80.1299,81.5265,619379.0
2019-11-11,80.8629,83.0023,79.8526,82.7943,546690.0
2019-11-12,82.933,83.9185,81.4175,82.4377,419982.0
2019-11-13,82.2,82.2,78.6343,78.8423,546699.0
2019-11-14,78.9611,80.6895,77.9905,78.3173,474736.0
2019-11-15,79.3474,80.7341,77.5547,80.4072,515471.0
2019-11-16,79.3474,80.7341,77.5547,80.4072,515471.0
2019-11-17,79.3474,80.7341,77.5547,80.4072,515471.0
2019-11-18,80.4766,81.061,79.0516,79.2187,542942.0
2019-11-19,78.3669,78.3669,74.7516,75.3261,528187.0
2019-11-20,75.0388,75.544,70.5916,70.859,1084168.0
2019-11-21,70.7203,71.1264,68.3432,68.4422,892892.0
2019-11-22,69.2247,70.231,67.6003,69.0365,572909.0
2019-11-23,69.2247,70.231,67.6003,69.0365,572909.0
2019-11-24,69.2247,70.231,67.6003,69.0365,572909.0
2019-11-25,69.086,71.2453,68.269,70.2647,473167.0
2019-11-26,70.2053,71.5771,69.403,70.5619,465425.0
2019-11-27,71.1363,72.5329,70.7005,71.6316,338034.0
2019-11-28,71.1363,72.5329,70.7005,71.6316,338034.0
2019-11-29,71.5523,72.5379,70.5123,71.5722,192624.0
2019-11-30,71.5523,72.5379,70.5123,71.5722,192624.0
2019-12-01,71.5523,72.5379,70.5123,71.5722,192624.0
2019-12-02,71.7405,71.7405,68.5908,68.6601,794364.0
2019-12-03,67.8678,68.6205,66.6891,67.3329,634982.0
2019-12-04,68.0559,69.4822,67.4419,68.6502,641974.0
2019-12-05,69.3931,70.1756,67.7192,68.1748,626777.0
2019-12-06,69.0068,70.5024,68.888,69.1653,743795.0
2019-12-07,69.0068,70.5024,68.888,69.1653,743795.0
2019-12-08,69.0068,70.5024,68.888,69.1653,743795.0
2019-12-09,68.9573,70.7055,67.6201,69.2346,1080630.0
2019-12-10,68.987,70.0864,68.1946,69.9874,1360805.0
2019-12-11,58.7454,59.4289,53.2879,53.793,11138367.0
2019-12-12,53.5157,58.4087,53.1096,58.27,5377142.0
2019-12-13,58.26,58.45,53.9,54.11,2931520.0
2019-12-14,58.26,58.45,53.9,54.11,2931520.0
2019-12-15,58.26,58.45,53.9,54.11,2931520.0
2019-12-16,55.81,58.95,55.09,58.185,1774248.0
2019-12-17,59.4,61.91,58.9893,61.58,1797271.0
2019-12-18,60.48,62.7,60.48,62.01,971083.0
2019-12-19,61.82,63.25,60.86,62.79,972907.0
2019-12-20,63.21,64.47,62.35,63.08,1606455.0
2019-12-21,63.21,64.47,62.35,63.08,1606455.0
2019-12-22,63.21,64.47,62.35,63.08,1606455.0
2019-12-23,63.21,63.8599,62.1,63.25,559831.0
2019-12-24,63.44,64.7461,63.305,63.57,296543.0
2019-12-25,63.44,64.7461,63.305,63.57,296543.0
2019-12-26,63.71,64.42,62.89,63.6,394171.0
2019-12-27,63.71,63.99,61.7,62.07,572092.0
2019-12-28,63.71,63.99,61.7,62.07,572092.0
2019-12-29,63.71,63.99,61.7,62.07,572092.0
2019-12-30,62.12,62.56,60.615,61.47,598080.0
2019-12-31,61.39,62.91,60.79,62.52,523804.0
2020-01-01,61.39,62.91,60.79,62.52,523804.0
2020-01-02,63.02,63.695,61.46,62.22,681065.0
2020-01-03,61.26,62.95,61.06,62.22,616584.0
2020-01-04,61.26,62.95,61.06,62.22,616584.0
2020-01-05,61.26,62.95,61.06,62.22,616584.0
2020-01-06,61.59,64.33,61.5,64.03,820265.0
2020-01-07,63.59,65.75,63.3,65.19,779326.0
2020-01-08,65.19,65.83,63.775,64.69,770952.0
2020-01-09,64.43,65.77,62.76,65.16,749909.0
2020-01-10,65.5,67.1,64.39,67.02,629675.0
2020-01-11,65.5,67.1,64.39,67.02,629675.0
2020-01-12,65.5,67.1,64.39,67.02,629675.0
2020-01-13,67.02,67.74,66.3692,67.03,696267.0
2020-01-14,67.38,67.5,65.78,66.73,564861.0
2020-01-15,66.38,67.215,64.9,65.19,600694.0
2020-01-16,65.89,66.9,65.07,65.32,644831.0
2020-01-17,65.81,66.0,64.52,64.75,508815.0
2020-01-18,65.81,66.0,64.52,64.75,508815.0
2020-01-19,65.81,66.0,64.52,64.75,508815.0
2020-01-20,65.81,66.0,64.52,64.75,508815.0
2020-01-21,64.34,64.67,62.31,62.74,648681.0
2020-01-22,63.04,64.27,62.32,62.97,457796.0
2020-01-23,62.53,64.11,61.67,63.66,520327.0
2020-01-24,64.46,64.5,62.42,63.43,404933.0
2020-01-25,64.46,64.5,62.42,63.43,404933.0
2020-01-26,64.46,64.5,62.42,63.43,404933.0
2020-01-27,61.99,63.68,61.67,62.62,534415.0
2020-01-28,63.41,64.28,63.21,63.84,485000.0
2020-01-29,64.24,65.24,63.73,64.58,372690.0
2020-01-30,63.9,64.8799,62.55,63.17,393733.0
2020-01-31,62.62,62.8955,59.5,59.67,595758.0
2020-02-01,62.62,62.8955,59.5,59.67,595758.0
2020-02-02,62.62,62.8955,59.5,59.67,595758.0
2020-02-03,59.69,64.0,59.69,63.03,652954.0
2020-02-04,64.14,64.2,62.515,62.87,364818.0
2020-02-05,63.83,67.0,63.125,66.76,617513.0
2020-02-06,67.28,67.66,66.08,66.41,440110.0
2020-02-07,65.8,66.4,64.55,66.21,341008.0
2020-02-08,65.8,66.4,64.55,66.21,341008.0
2020-02-09,65.8,66.4,64.55,66.21,341008.0
2020-02-10,66.07,67.34,65.43,66.03,435715.0
2020-02-11,66.61,67.44,65.44,67.23,399066.0
2020-02-12,67.98,68.865,67.02,68.68,350340.0
2020-02-13,68.41,69.9,68.0049,69.83,396799.0
2020-02-14,69.72,70.11,68.52,69.29,354132.0
2020-02-15,69.72,70.11,68.52,69.29,354132.0
2020-02-16,69.72,70.11,68.52,69.29,354132.0
2020-02-17,69.72,70.11,68.52,69.29,354132.0
2020-02-18,69.11,70.92,68.85,70.18,508539.0
2020-02-19,70.86,71.72,70.22,70.84,401561.0
2020-02-20,70.65,72.5,70.65,71.74,478265.0
2020-02-21,71.3,71.3,68.795,69.18,643543.0
2020-02-22,71.3,71.3,68.795,69.18,643543.0
2020-02-23,71.3,71.3,68.795,69.18,643543.0
2020-02-24,66.59,66.8,62.17,63.3,873446.0
2020-02-25,64.24,64.24,60.87,61.12,660544.0
2020-02-26,61.1,62.98,59.92,60.82,579517.0
2020-02-27,59.0,61.87,55.81,58.87,793828.0
2020-02-28,57.33,59.77,56.78,57.6,872217.0
2020-02-29,57.33,59.77,56.78,57.6,872217.0
2020-03-01,57.33,59.77,56.78,57.6,872217.0
2020-03-02,57.74,58.77,53.33,54.12,1213707.0
2020-03-03,54.32,55.75,49.65,51.08,1417587.0
2020-03-04,51.8,53.88,50.31,53.23,878710.0
2020-03-05,51.76,51.805,48.47,48.95,560035.0
2020-03-06,46.85,48.87,45.56,46.99,1134041.0
2020-03-07,46.85,48.87,45.56,46.99,1134041.0
2020-03-08,46.85,48.87,45.56,46.99,1134041.0
2020-03-09,43.74,45.01,42.01,43.76,1246154.0
2020-03-10,45.65,47.1,40.93,42.83,846301.0
2020-03-11,41.55,42.0,36.22,37.41,1386446.0
2020-03-12,34.75,36.07,32.9,33.87,1805412.0
2020-03-13,35.93,41.31,34.52,37.51,2311867.0
2020-03-14,35.93,41.31,34.52,37.51,2311867.0
2020-03-15,35.93,41.31,34.52,37.51,2311867.0
2020-03-16,32.88,35.68,28.63,28.64,1316932.0
2020-03-17,29.01,29.02,20.0401,20.3,3584662.0
2020-03-18,18.42,18.79,9.25,14.59,3544918.0
2020-03-19,13.96,19.64,12.652,17.89,2619068.0
2020-03-20,19.04,21.465,17.5481,18.25,1739729.0
2020-03-21,19.04,21.465,17.5481,18.25,1739729.0
2020-03-22,19.04,21.465,17.5481,18.25,1739729.0
2020-03-23,17.77,18.195,16.195,17.2,1282461.0
