,BANR US Equity,BANR US Equity,BANR US Equity,BANR US Equity,BANR US Equity
2020-09-25,27.3968,27.9822,27.3968,27.8314,119947.0
2020-09-26,27.3968,27.9822,27.3968,27.8314,119947.0
2020-09-27,27.3968,27.9822,27.3968,27.8314,119947.0
2020-09-28,28.3813,29.1839,28.3813,28.9312,143892.0
2020-09-29,28.7893,28.8469,28.1063,28.674,93651.0
2020-09-30,28.9046,29.2061,28.3901,28.6119,156724.0
2020-10-01,28.5143,29.6052,27.9556,28.7626,137133.0
2020-10-02,28.1507,29.8314,27.9289,29.5875,159286.0
2020-10-03,28.1507,29.8314,27.9289,29.5875,159286.0
2020-10-04,28.1507,29.8314,27.9289,29.5875,159286.0
2020-10-05,30.0841,30.9888,29.7028,30.9267,152596.0
2020-10-06,31.4145,32.3369,31.1218,31.3081,325316.0
2020-10-07,31.7604,32.4966,31.5032,32.0354,242067.0
2020-10-08,32.2837,32.603,30.1552,32.5054,194196.0
2020-10-09,32.3724,32.7715,31.7427,31.7782,125582.0
2020-10-10,32.3724,32.7715,31.7427,31.7782,125582.0
2020-10-11,32.3724,32.7715,31.7427,31.7782,125582.0
2020-10-12,31.7782,32.807,31.6096,32.7804,139894.0
2020-10-13,31.6362,32.4433,31.3879,31.5121,125786.0
2020-10-14,31.6983,32.266,31.0864,31.0864,101568.0
2020-10-15,30.4655,31.8491,29.8757,31.7427,113428.0
2020-10-16,31.8225,31.9467,30.9356,31.8668,104148.0
2020-10-17,31.8225,31.9467,30.9356,31.8668,104148.0
2020-10-18,31.8225,31.9467,30.9356,31.8668,104148.0
2020-10-19,32.2393,32.5764,31.8402,32.0442,167640.0
2020-10-20,32.4256,33.1706,32.3724,32.736,136319.0
2020-10-21,33.6229,33.6229,32.5764,33.3835,163687.0
2020-10-22,33.7028,35.0287,32.8957,34.4921,173933.0
2020-10-23,35.1218,35.7427,34.3946,34.6606,195719.0
2020-10-24,35.1218,35.7427,34.3946,34.6606,195719.0
2020-10-25,35.1218,35.7427,34.3946,34.6606,195719.0
2020-10-26,34.3857,34.7582,33.8535,34.6961,130799.0
2020-10-27,34.5985,34.5985,33.277,33.3303,135250.0
2020-10-28,32.5586,32.9932,31.8491,31.8935,149410.0
2020-10-29,31.7515,32.6917,30.9489,32.4433,251149.0
2020-10-30,32.4167,33.0642,30.5453,32.7005,181593.0
2020-10-31,32.4167,33.0642,30.5453,32.7005,181593.0
2020-11-01,32.4167,33.0642,30.5453,32.7005,181593.0
2020-11-02,33.3732,34.167,33.0772,33.8396,113011.0
2020-11-03,34.6737,35.3912,34.4094,35.0773,145847.0
2020-11-04,34.2253,34.6871,32.2521,32.27,148703.0
2020-11-05,32.2611,33.5167,32.1624,33.1849,110320.0
2020-11-06,33.714,33.714,32.2252,32.4225,116197.0
2020-11-07,33.714,33.714,32.2252,32.4225,116197.0
2020-11-08,33.714,33.714,32.2252,32.4225,116197.0
2020-11-09,35.4271,39.203,34.5661,38.2971,294213.0
2020-11-10,38.6828,41.4945,38.046,41.2569,367527.0
2020-11-11,41.2479,41.2479,38.9877,39.49,290159.0
2020-11-12,38.6828,40.1537,37.768,38.3778,259560.0
2020-11-13,38.8801,39.5976,38.4317,38.8532,163403.0
2020-11-14,38.8801,39.5976,38.4317,38.8532,163403.0
2020-11-15,38.8801,39.5976,38.4317,38.8532,163403.0
2020-11-16,40.4407,41.4183,39.8532,41.3286,191965.0
2020-11-17,40.5752,41.1986,40.1088,40.7815,241574.0
2020-11-18,41.2927,41.3465,39.4631,39.472,187487.0
2020-11-19,39.5886,39.5886,38.6379,39.3913,95838.0
2020-11-20,38.611,39.0684,38.4361,38.7097,156169.0
2020-11-21,38.611,39.0684,38.4361,38.7097,156169.0
2020-11-22,38.611,39.0684,38.4361,38.7097,156169.0
2020-11-23,39.4003,39.7949,38.7635,39.1043,172468.0
2020-11-24,40.1088,41.5797,39.7546,41.0057,234784.0
2020-11-25,40.4945,40.916,39.768,40.3689,132438.0
2020-11-26,40.4945,40.916,39.768,40.3689,132438.0
2020-11-27,40.2792,40.7456,38.8622,39.3555,47052.0
2020-11-28,40.2792,40.7456,38.8622,39.3555,47052.0
2020-11-29,40.2792,40.7456,38.8622,39.3555,47052.0
2020-11-30,39.1312,39.4631,36.88,37.0684,192637.0
2020-12-01,38.0281,39.0326,38.0281,38.3868,173890.0
2020-12-02,38.1447,38.9249,38.1447,38.6648,138963.0
2020-12-03,40.5573,41.6335,39.3016,39.9833,227535.0
2020-12-04,40.2792,41.6601,40.2434,41.0506,164513.0
2020-12-05,40.2792,41.6601,40.2434,41.0506,164513.0
2020-12-06,40.2792,41.6601,40.2434,41.0506,164513.0
2020-12-07,40.629,41.2658,40.2703,40.9609,131302.0
2020-12-08,40.5752,41.2569,40.464,40.8174,107443.0
2020-12-09,41.3645,41.8129,40.4317,40.6739,117037.0
2020-12-10,40.2165,41.0685,40.0012,40.9788,127140.0
2020-12-11,40.3869,41.1403,40.0505,40.1088,187062.0
2020-12-12,40.3869,41.1403,40.0505,40.1088,187062.0
2020-12-13,40.3869,41.1403,40.0505,40.1088,187062.0
2020-12-14,40.8712,41.0864,40.1268,40.7905,168480.0
2020-12-15,41.1492,41.7681,40.5528,41.3914,153518.0
2020-12-16,41.6515,41.6515,41.0057,41.1492,137558.0
2020-12-17,41.2927,41.2927,40.3689,40.7815,148051.0
2020-12-18,40.629,41.203,39.1133,39.5348,488012.0
2020-12-19,40.629,41.203,39.1133,39.5348,488012.0
2020-12-20,40.629,41.203,39.1133,39.5348,488012.0
2020-12-21,39.481,40.1447,38.3554,40.0999,272941.0
2020-12-22,40.2882,40.2882,39.5259,39.5976,190344.0
2020-12-23,39.7501,40.7994,39.7501,40.6918,152739.0
2020-12-24,40.9788,41.0147,40.2882,40.925,60636.0
2020-12-25,40.9788,41.0147,40.2882,40.925,60636.0
2020-12-26,40.9788,41.0147,40.2882,40.925,60636.0
2020-12-27,40.9788,41.0147,40.2882,40.925,60636.0
2020-12-28,41.3107,41.8309,40.9429,41.49,198484.0
2020-12-29,41.4811,41.6246,40.3589,40.6021,112047.0
2020-12-30,40.6649,41.508,40.6649,41.2927,107869.0
2020-12-31,41.4542,41.9878,41.1941,41.786,132676.0
2021-01-01,41.4542,41.9878,41.1941,41.786,132676.0
2021-01-02,41.4542,41.9878,41.1941,41.786,132676.0
2021-01-03,41.4542,41.9878,41.1941,41.786,132676.0
2021-01-04,42.0461,42.3331,40.647,41.3645,216056.0
2021-01-05,41.4542,42.4766,41.1942,41.7053,166785.0
2021-01-06,42.9968,46.6113,42.4766,45.8758,414648.0
2021-01-07,46.3871,46.8624,45.8848,46.414,207372.0
2021-01-08,46.7458,46.7458,44.2435,45.1942,122194.0
2021-01-09,46.7458,46.7458,44.2435,45.1942,122194.0
2021-01-10,46.7458,46.7458,44.2435,45.1942,122194.0
2021-01-11,44.8444,45.9296,44.2031,45.8579,100330.0
2021-01-12,46.1539,47.0238,45.4453,46.7189,109653.0
2021-01-13,46.3781,46.5485,45.1135,45.5529,162513.0
2021-01-14,46.118,47.3378,45.5487,46.7817,136291.0
2021-01-15,45.7861,46.3691,45.3018,45.9296,138722.0
2021-01-16,45.7861,46.3691,45.3018,45.9296,138722.0
2021-01-17,45.7861,46.3691,45.3018,45.9296,138722.0
2021-01-18,45.7861,46.3691,45.3018,45.9296,138722.0
2021-01-19,46.1987,46.4678,45.5888,46.3422,165678.0
2021-01-20,46.6382,46.6382,45.84,46.2525,122405.0
2021-01-21,46.3243,46.683,44.9117,45.1942,133477.0
2021-01-22,45.2928,46.7368,44.5305,46.4857,245438.0
2021-01-23,45.2928,46.7368,44.5305,46.4857,245438.0
2021-01-24,45.2928,46.7368,44.5305,46.4857,245438.0
2021-01-25,44.674,45.3556,43.4184,44.961,214373.0
2021-01-26,45.3825,45.5171,43.804,43.9296,184754.0
2021-01-27,42.8892,43.6515,40.6739,40.7994,242756.0
2021-01-28,41.5439,42.0999,40.8263,41.5708,383074.0
2021-01-29,41.4362,41.7591,39.49,39.6694,215673.0
2021-01-30,41.4362,41.7591,39.49,39.6694,215673.0
2021-01-31,41.4362,41.7591,39.49,39.6694,215673.0
2021-02-01,40.0191,41.6694,39.472,41.3196,202204.0
2021-02-02,41.6335,42.7816,41.3286,42.4766,154351.0
2021-02-03,42.16,42.5037,41.4362,42.1238,140296.0
2021-02-04,42.1328,44.1956,41.9157,43.6618,153411.0
2021-02-05,43.8518,44.0327,42.8159,43.888,121099.0
2021-02-06,43.8518,44.0327,42.8159,43.888,121099.0
2021-02-07,43.8518,44.0327,42.8159,43.888,121099.0
2021-02-08,44.3765,44.7203,44.0599,44.6841,169492.0
2021-02-09,44.5303,45.1817,44.051,44.9194,108923.0
2021-02-10,45.4079,45.625,44.458,44.9284,184220.0
2021-02-11,45.0822,45.5436,43.9423,45.0551,226711.0
2021-02-12,44.7475,45.7969,44.7113,45.5979,139417.0
2021-02-13,44.7475,45.7969,44.7113,45.5979,139417.0
2021-02-14,44.7475,45.7969,44.7113,45.5979,139417.0
2021-02-15,44.7475,45.7969,44.7113,45.5979,139417.0
2021-02-16,46.2855,46.8193,45.6748,46.1588,149361.0
2021-02-17,45.8965,46.4955,44.9669,45.9417,249750.0
2021-02-18,45.6431,46.2493,45.0234,45.7788,214246.0
2021-02-19,45.815,46.5569,45.815,46.5388,192575.0
2021-02-20,45.815,46.5569,45.815,46.5388,192575.0
2021-02-21,45.815,46.5569,45.815,46.5388,192575.0
2021-02-22,45.996,48.0497,45.6929,47.8145,236958.0
2021-02-23,48.0045,49.1625,47.8235,48.1673,254649.0
2021-02-24,48.7735,49.3615,48.4116,49.1444,212990.0
2021-02-25,49.6691,49.8863,47.5883,47.6788,254131.0
2021-02-26,47.3621,47.9954,46.4845,46.8464,247075.0
2021-02-27,47.3621,47.9954,46.4845,46.8464,247075.0
2021-02-28,47.3621,47.9954,46.4845,46.8464,247075.0
2021-03-01,47.7964,49.1082,47.534,48.5654,170152.0
2021-03-02,48.493,48.9454,47.5973,47.8145,128533.0
2021-03-03,48.2216,50.0401,48.0768,48.6197,217731.0
2021-03-04,48.8458,49.7596,47.724,48.4478,166982.0
2021-03-05,49.1896,51.2388,48.7554,51.0081,306680.0
2021-03-06,49.1896,51.2388,48.7554,51.0081,306680.0
2021-03-07,49.1896,51.2388,48.7554,51.0081,306680.0
2021-03-08,51.4062,53.1252,51.4062,52.5642,171000.0
2021-03-09,51.949,52.7723,50.4297,51.3157,242186.0
2021-03-10,51.551,52.899,51.0534,52.3019,188772.0
2021-03-11,52.2747,52.4738,51.5872,52.1119,212938.0
2021-03-12,52.4738,54.6632,52.4738,53.3966,211328.0
2021-03-13,52.4738,54.6632,52.4738,53.3966,211328.0
2021-03-14,52.4738,54.6632,52.4738,53.3966,211328.0
