,CHDN US Equity,CHDN US Equity,CHDN US Equity,CHDN US Equity,CHDN US Equity
2020-03-31,49.2916,52.2625,49.0004,50.8067,1518412.0
2020-04-01,48.1763,49.1855,42.1308,42.7329,1672594.0
2020-04-02,42.1259,43.8976,38.1729,39.9742,1086090.0
2020-04-03,39.076,40.1469,37.7534,39.7027,734934.0
2020-04-04,39.076,40.1469,37.7534,39.7027,734934.0
2020-04-05,39.076,40.1469,37.7534,39.7027,734934.0
2020-04-06,42.6934,44.3837,40.8082,43.182,1096084.0
2020-04-07,46.6612,46.6612,43.1968,43.2807,1279382.0
2020-04-08,44.7958,49.3471,43.6854,48.5217,776978.0
2020-04-09,51.088,52.9806,49.8542,51.2953,1248584.0
2020-04-10,51.088,52.9806,49.8542,51.2953,1248584.0
2020-04-11,51.088,52.9806,49.8542,51.2953,1248584.0
2020-04-12,51.088,52.9806,49.8542,51.2953,1248584.0
2020-04-13,50.8264,50.8264,45.7137,45.9999,853910.0
2020-04-14,48.349,49.2176,46.6365,48.4724,716370.0
2020-04-15,45.7877,47.1816,44.9734,45.2202,936398.0
2020-04-16,45.1511,46.2466,42.1456,43.2511,903922.0
2020-04-17,46.5872,48.3539,45.8963,48.1072,1055422.0
2020-04-18,46.5872,48.3539,45.8963,48.1072,1055422.0
2020-04-19,46.5872,48.3539,45.8963,48.1072,1055422.0
2020-04-20,46.7747,47.2139,45.4126,46.1233,509324.0
2020-04-21,44.2381,45.1511,42.7773,43.0783,568454.0
2020-04-22,44.4602,44.623,42.4812,42.6046,583860.0
2020-04-23,43.3547,45.0025,42.5947,42.7477,654630.0
2020-04-24,43.3202,43.9222,42.0666,43.0685,389034.0
2020-04-25,43.3202,43.9222,42.0666,43.0685,389034.0
2020-04-26,43.3202,43.9222,42.0666,43.0685,389034.0
2020-04-27,43.9074,48.2454,43.8852,47.8851,908222.0
2020-04-28,50.0319,50.8708,47.8703,50.3428,1198850.0
2020-04-29,53.0324,54.4142,51.6654,53.6098,1283794.0
2020-04-30,49.3459,53.215,48.4823,49.4594,1409044.0
2020-05-01,47.3571,47.895,45.6816,46.2911,764986.0
2020-05-02,47.3571,47.895,45.6816,46.2911,764986.0
2020-05-03,47.3571,47.895,45.6816,46.2911,764986.0
2020-05-04,44.7316,46.8808,44.0654,46.4786,546546.0
2020-05-05,47.6236,48.956,46.9623,48.2849,866746.0
2020-05-06,48.7981,48.9314,47.2781,47.895,671556.0
2020-05-07,48.5908,50.8462,48.2256,50.7869,673510.0
2020-05-08,52.3119,54.3945,51.3742,54.3057,863758.0
2020-05-09,52.3119,54.3945,51.3742,54.3057,863758.0
2020-05-10,52.3119,54.3945,51.3742,54.3057,863758.0
2020-05-11,52.7462,52.9041,51.0732,52.4451,1383152.0
2020-05-12,53.0127,53.3137,50.8708,51.0534,943064.0
2020-05-13,50.328,51.0781,47.4804,48.576,839956.0
2020-05-14,46.9721,49.2225,46.4046,49.1288,448692.0
2020-05-15,48.5316,50.9597,47.8703,50.0911,359402.0
2020-05-16,48.5316,50.9597,47.8703,50.0911,359402.0
2020-05-17,48.5316,50.9597,47.8703,50.0911,359402.0
2020-05-18,52.3119,55.8799,52.3119,55.2285,908638.0
2020-05-19,54.8485,58.0687,54.4364,55.8405,753552.0
2020-05-20,57.9774,59.7713,57.8046,59.4529,812130.0
2020-05-21,59.5566,59.9317,58.0094,58.382,692692.0
2020-05-22,58.7275,60.44,58.0366,60.3363,686820.0
2020-05-23,58.7275,60.44,58.0366,60.3363,686820.0
2020-05-24,58.7275,60.44,58.0366,60.3363,686820.0
2020-05-25,58.7275,60.44,58.0366,60.3363,686820.0
2020-05-26,63.6428,64.1561,61.3332,62.9371,1401420.0
2020-05-27,63.5688,69.9647,63.248,69.8314,2348366.0
2020-05-28,69.8314,70.0683,65.0641,65.1776,1024022.0
2020-05-29,65.1184,66.2189,64.1563,65.4737,718528.0
2020-05-30,65.1184,66.2189,64.1563,65.4737,718528.0
2020-05-31,65.1184,66.2189,64.1563,65.4737,718528.0
2020-06-01,65.8735,66.441,64.5558,64.8569,743134.0
2020-06-02,65.6317,65.834,63.9982,65.1332,844104.0
2020-06-03,66.5299,70.3447,66.0857,69.1652,1156018.0
2020-06-04,68.5582,69.2491,65.7205,66.7223,715752.0
2020-06-05,70.9171,72.3779,68.8104,69.8561,1006218.0
2020-06-06,70.9171,72.3779,68.8104,69.8561,1006218.0
2020-06-07,70.9171,72.3779,68.8104,69.8561,1006218.0
2020-06-08,71.761,76.2298,70.5717,75.5043,1548972.0
2020-06-09,74.3075,75.186,71.3958,74.3026,816170.0
2020-06-10,73.7449,74.3174,69.4045,71.3958,571502.0
2020-06-11,65.9771,67.5021,62.4782,63.5491,1152456.0
2020-06-12,67.6205,67.8031,63.9389,66.367,715194.0
2020-06-13,67.6205,67.8031,63.9389,66.367,715194.0
2020-06-14,67.6205,67.8031,63.9389,66.367,715194.0
2020-06-15,62.8828,67.739,62.8828,66.8852,658658.0
2020-06-16,71.312,71.312,66.6508,68.4447,541930.0
2020-06-17,68.119,69.787,67.4379,67.5465,450612.0
2020-06-18,66.7421,68.9234,66.7421,67.1788,543286.0
2020-06-19,68.4397,68.8049,65.3741,65.8883,1017616.0
2020-06-20,68.4397,68.8049,65.3741,65.8883,1017616.0
2020-06-21,68.4397,68.8049,65.3741,65.8883,1017616.0
2020-06-22,65.38,67.048,63.9587,66.9938,529208.0
2020-06-23,68.5878,71.2182,66.9197,69.9301,616296.0
2020-06-24,68.0795,68.8888,65.2714,65.4836,797080.0
2020-06-25,64.6299,66.7865,63.1962,66.1054,636706.0
2020-06-26,65.5478,66.8062,61.9164,62.1376,1815998.0
2020-06-27,65.5478,66.8062,61.9164,62.1376,1815998.0
2020-06-28,65.5478,66.8062,61.9164,62.1376,1815998.0
2020-06-29,63.1691,66.5545,62.3992,65.5034,705972.0
2020-06-30,64.773,66.2239,64.4275,65.7106,533580.0
2020-07-01,66.5496,67.808,65.0049,65.1036,467446.0
2020-07-02,67.3047,67.581,64.7039,65.2122,525168.0
2020-07-03,67.3047,67.581,64.7039,65.2122,525168.0
2020-07-04,67.3047,67.581,64.7039,65.2122,525168.0
2020-07-05,67.3047,67.581,64.7039,65.2122,525168.0
2020-07-06,66.8704,66.8704,63.6626,64.1709,416264.0
2020-07-07,62.947,63.8353,61.5948,61.6787,448818.0
2020-07-08,61.5306,64.0722,60.9126,63.4849,641106.0
2020-07-09,63.2628,63.5688,59.9909,61.9106,588252.0
2020-07-10,62.0439,63.5639,61.2641,63.1789,456382.0
2020-07-11,62.0439,63.5639,61.2641,63.1789,456382.0
2020-07-12,62.0439,63.5639,61.2641,63.1789,456382.0
2020-07-13,64.5756,66.3423,61.6885,61.9896,583846.0
2020-07-14,62.5028,64.3683,61.0174,64.2844,376662.0
2020-07-15,67.1517,68.7062,66.2683,67.7044,627764.0
2020-07-16,66.6927,68.1288,66.3769,67.354,732820.0
2020-07-17,67.0036,67.9364,65.3899,67.1023,471140.0
2020-07-18,67.0036,67.9364,65.3899,67.1023,471140.0
2020-07-19,67.0036,67.9364,65.3899,67.1023,471140.0
2020-07-20,66.441,67.0283,64.8495,66.0561,316490.0
2020-07-21,67.1122,68.6371,66.3769,66.8654,396674.0
2020-07-22,66.2239,67.4478,66.2239,66.7865,379820.0
2020-07-23,66.2486,66.4706,64.2005,64.9654,482518.0
2020-07-24,64.5756,65.9426,64.0821,65.6169,379806.0
2020-07-25,64.5756,65.9426,64.0821,65.6169,379806.0
2020-07-26,64.5756,65.9426,64.0821,65.6169,379806.0
2020-07-27,65.3158,65.9525,62.9248,63.4158,526526.0
2020-07-28,62.9421,64.0179,61.9304,62.0833,492454.0
2020-07-29,63.1049,65.0296,63.1,63.8945,759458.0
2020-07-30,61.9402,68.7358,61.2592,68.6322,1242486.0
2020-07-31,66.4854,68.5878,66.441,68.3608,983604.0
2020-08-01,66.4854,68.5878,66.441,68.3608,983604.0
2020-08-02,66.4854,68.5878,66.441,68.3608,983604.0
2020-08-03,68.4348,71.3613,67.8919,70.8974,587800.0
2020-08-04,70.8974,71.687,70.2953,71.5735,349396.0
2020-08-05,72.4322,72.869,70.1917,72.7135,522328.0
2020-08-06,73.0688,79.6128,72.6568,79.0403,891224.0
2020-08-07,78.3,81.113,77.5598,80.3037,555992.0
2020-08-08,78.3,81.113,77.5598,80.3037,555992.0
2020-08-09,78.3,81.113,77.5598,80.3037,555992.0
2020-08-10,81.1328,81.6756,79.2674,79.6572,557188.0
2020-08-11,81.3943,86.0925,81.0627,83.8865,1026468.0
2020-08-12,85.1598,86.4972,81.9421,84.2073,693548.0
2020-08-13,84.4541,87.6624,83.1907,85.4362,487610.0
2020-08-14,84.153,86.5401,83.1858,85.8408,235206.0
2020-08-15,84.153,86.5401,83.1858,85.8408,235206.0
2020-08-16,84.153,86.5401,83.1858,85.8408,235206.0
2020-08-17,85.9938,87.119,84.6071,86.3097,318698.0
2020-08-18,85.9198,88.1702,84.8834,86.591,369350.0
2020-08-19,86.3689,88.0468,86.0037,86.1221,560164.0
2020-08-20,84.612,87.0598,84.612,85.4806,305648.0
2020-08-21,85.7372,87.2029,85.1104,85.984,319040.0
2020-08-22,85.7372,87.2029,85.1104,85.984,319040.0
2020-08-23,85.7372,87.2029,85.1104,85.984,319040.0
2020-08-24,85.5447,85.7125,83.7484,85.1499,343152.0
2020-08-25,86.0284,86.2258,83.7533,83.9014,451734.0
2020-08-26,83.7385,86.7045,82.3789,84.8686,474444.0
2020-08-27,85.8556,88.5157,85.8556,87.8692,517240.0
2020-08-28,88.6983,90.4798,87.7211,87.8198,483176.0
2020-08-29,88.6983,90.4798,87.7211,87.8198,483176.0
2020-08-30,88.6983,90.4798,87.7211,87.8198,483176.0
2020-08-31,87.6866,87.6866,85.7569,86.2455,577996.0
2020-09-01,85.7323,88.5996,85.32,87.726,282670.0
2020-09-02,88.0962,89.4632,87.4719,88.9746,400432.0
2020-09-03,88.8315,88.8364,84.3258,85.3375,368356.0
2020-09-04,87.3164,88.3153,82.4435,85.4164,354772.0
2020-09-05,87.3164,88.3153,82.4435,85.4164,354772.0
2020-09-06,87.3164,88.3153,82.4435,85.4164,354772.0
2020-09-07,87.3164,88.3153,82.4435,85.4164,354772.0
2020-09-08,83.773,87.5533,83.3684,84.8834,359824.0
2020-09-09,85.7323,87.9308,84.2579,87.0697,556132.0
2020-09-10,82.4554,89.8457,82.4554,83.8767,701990.0
2020-09-11,84.8736,85.2363,80.1655,80.5998,461852.0
2020-09-12,84.8736,85.2363,80.1655,80.5998,461852.0
2020-09-13,84.8736,85.2363,80.1655,80.5998,461852.0
2020-09-14,80.5159,82.9193,79.8266,82.2284,377824.0
2020-09-15,83.6201,83.7286,80.6294,80.9748,303052.0
2020-09-16,81.2858,83.6398,79.2722,81.2216,550766.0
2020-09-17,80.9354,81.0365,78.0385,79.8003,650070.0
2020-09-18,80.8169,81.6373,77.007,78.1273,1129716.0
2020-09-19,80.8169,81.6373,77.007,78.1273,1129716.0
2020-09-20,80.8169,81.6373,77.007,78.1273,1129716.0
2020-09-21,75.5956,76.3112,74.0262,76.2174,648752.0
2020-09-22,76.7652,80.7281,76.7652,80.5455,368840.0
2020-09-23,80.2839,81.8434,80.279,81.1525,636668.0
2020-09-24,81.4782,81.4782,72.6444,73.2465,1334282.0
2020-09-25,75.793,84.2646,75.5068,83.7582,1388788.0
2020-09-26,75.793,84.2646,75.5068,83.7582,1388788.0
2020-09-27,75.793,84.2646,75.5068,83.7582,1388788.0
2020-09-28,84.8982,87.351,83.852,85.9938,672840.0
2020-09-29,86.0136,86.8575,81.9026,81.9026,631050.0
2020-09-30,82.3863,83.9951,79.9533,80.8465,649330.0
2020-10-01,81.3154,84.2962,80.9576,83.8619,572772.0
2020-10-02,80.9008,85.1549,80.3456,84.4886,328504.0
2020-10-03,80.9008,85.1549,80.3456,84.4886,328504.0
2020-10-04,80.9008,85.1549,80.3456,84.4886,328504.0
2020-10-05,85.5349,85.5349,83.2006,84.5577,438432.0
2020-10-06,85.7866,87.6224,82.8008,83.1956,956588.0
2020-10-07,84.3702,86.7834,83.2475,85.5447,1629562.0
2020-10-08,87.0253,87.6323,84.3159,86.8377,466530.0
2020-10-09,87.8445,87.8445,83.5756,84.232,759388.0
2020-10-10,87.8445,87.8445,83.5756,84.232,759388.0
2020-10-11,87.8445,87.8445,83.5756,84.232,759388.0
2020-10-12,84.3307,85.979,84.306,85.6434,374548.0
2020-10-13,83.625,86.364,83.4029,85.1499,369202.0
2020-10-14,85.2782,86.8427,84.1259,84.311,380534.0
2020-10-15,83.6595,85.9593,82.5837,85.673,367364.0
2020-10-16,85.6188,87.1042,84.8143,85.8507,318014.0
2020-10-17,85.6188,87.1042,84.8143,85.8507,318014.0
2020-10-18,85.6188,87.1042,84.8143,85.8507,318014.0
2020-10-19,86.2702,86.9907,82.9785,83.5213,255928.0
2020-10-20,83.8026,85.2782,83.4029,83.6003,297534.0
2020-10-21,83.8964,84.7453,82.3764,82.485,298622.0
2020-10-22,82.9736,85.451,82.9736,84.7995,351992.0
2020-10-23,85.525,86.2505,84.2098,85.4806,181176.0
2020-10-24,85.525,86.2505,84.2098,85.4806,181176.0
2020-10-25,85.525,86.2505,84.2098,85.4806,181176.0
2020-10-26,83.6891,84.6515,81.7891,83.6447,526124.0
2020-10-27,83.7533,83.7533,80.2987,81.0193,284520.0
2020-10-28,78.6406,81.1402,77.7621,78.7442,734304.0
2020-10-29,79.899,80.812,74.7098,75.6894,727892.0
2020-10-30,75.0774,76.4395,72.5753,73.6068,578740.0
2020-10-31,75.0774,76.4395,72.5753,73.6068,578740.0
2020-11-01,75.0774,76.4395,72.5753,73.6068,578740.0
2020-11-02,73.8288,75.8519,73.6068,75.5314,447820.0
2020-11-03,77.3328,81.1624,77.3328,80.733,424922.0
2020-11-04,79.1094,82.6972,79.1094,81.572,361478.0
2020-11-05,82.0063,85.1302,82.0063,84.7897,306200.0
2020-11-06,85.6681,85.6681,82.8132,82.8798,313538.0
2020-11-07,85.6681,85.6681,82.8132,82.8798,313538.0
2020-11-08,85.6681,85.6681,82.8132,82.8798,313538.0
2020-11-09,89.1671,100.2661,88.338,88.9944,988956.0
2020-11-10,90.5588,92.5558,88.7081,89.8481,448430.0
2020-11-11,90.1245,90.5637,86.2702,88.6686,359032.0
2020-11-12,87.3066,90.4379,86.0481,87.2029,354318.0
2020-11-13,87.3263,90.0381,87.2128,89.251,503070.0
2020-11-14,87.3263,90.0381,87.2128,89.251,503070.0
2020-11-15,87.3263,90.0381,87.2128,89.251,503070.0
2020-11-16,91.2842,93.6629,89.6532,91.3188,511662.0
2020-11-17,89.779,91.6642,88.9845,90.1689,354710.0
2020-11-18,90.4403,91.267,88.6045,89.0634,417606.0
2020-11-19,89.1868,92.6019,88.5897,92.4835,408854.0
2020-11-20,90.5193,93.8406,90.5193,92.0738,435034.0
2020-11-21,90.5193,93.8406,90.5193,92.0738,435034.0
2020-11-22,90.5193,93.8406,90.5193,92.0738,435034.0
2020-11-23,93.051,93.9393,91.4027,92.2219,410402.0
2020-11-24,93.9492,94.5068,91.758,91.8814,612508.0
2020-11-25,92.3403,92.708,91.1005,91.4076,309560.0
2020-11-26,92.3403,92.708,91.1005,91.4076,309560.0
2020-11-27,91.4175,92.6907,90.6229,91.299,170140.0
2020-11-28,91.4175,92.6907,90.6229,91.299,170140.0
2020-11-29,91.4175,92.6907,90.6229,91.299,170140.0
2020-11-30,90.6279,90.6279,87.0401,88.792,603322.0
2020-12-01,90.2676,90.924,89.325,90.2528,470620.0
2020-12-02,89.4237,89.8185,87.5829,88.871,294958.0
2020-12-03,89.3573,91.3679,86.4282,90.5656,230286.0
2020-12-04,91.566,93.8489,90.4418,93.74,280072.0
2020-12-05,91.566,93.8489,90.4418,93.74,280072.0
2020-12-06,91.566,93.8489,90.4418,93.74,280072.0
2020-12-07,94.0371,95.2702,93.1779,95.0473,392374.0
2020-12-08,94.3293,97.1396,93.5122,96.5281,452920.0
2020-12-09,97.781,98.5238,95.1988,97.2709,516420.0
2020-12-10,96.2557,99.2022,96.2557,99.1527,417150.0
2020-12-11,97.9345,99.903,94.7651,95.7407,443588.0
2020-12-12,97.9345,99.903,94.7651,95.7407,443588.0
2020-12-13,97.9345,99.903,94.7651,95.7407,443588.0
2020-12-14,96.8846,98.0434,95.6961,97.2362,610568.0
2020-12-15,98.8605,100.6532,96.736,100.3511,486170.0
2020-12-16,100.886,102.0275,99.5563,100.7473,479046.0
2020-12-17,101.3911,103.8721,99.8708,103.471,444974.0
2020-12-18,104.1148,105.2835,102.2577,102.7084,1258618.0
2020-12-19,104.1148,105.2835,102.2577,102.7084,1258618.0
2020-12-20,104.1148,105.2835,102.2577,102.7084,1258618.0
2020-12-21,99.1527,101.6536,97.2461,99.851,721624.0
2020-12-22,99.2468,100.9107,98.1573,100.5938,681250.0
2020-12-23,100.7671,103.5849,100.3908,102.3815,678908.0
2020-12-24,102.2775,103.3447,100.7473,102.4657,431838.0
2020-12-25,102.2775,103.3447,100.7473,102.4657,431838.0
2020-12-26,102.2775,103.3447,100.7473,102.4657,431838.0
2020-12-27,102.2775,103.3447,100.7473,102.4657,431838.0
2020-12-28,103.887,104.3723,101.9507,102.7678,768034.0
2020-12-29,103.2234,103.2234,96.6964,97.0579,717430.0
2020-12-30,97.365,99.1948,97.0629,98.2663,495802.0
2020-12-31,98.3604,98.9051,96.3349,96.4637,368366.0
2021-01-01,98.3604,98.9051,96.3349,96.4637,368366.0
2021-01-02,98.3604,98.9051,96.3349,96.4637,368366.0
2021-01-03,98.3604,98.9051,96.3349,96.4637,368366.0
2021-01-04,97.9939,98.4148,92.3247,93.2943,501852.0
2021-01-05,93.5171,98.4891,93.5171,97.2808,551772.0
2021-01-06,99.0388,103.9415,97.8057,101.7774,674534.0
2021-01-07,105.1449,106.061,103.1887,104.1198,522956.0
2021-01-08,104.9864,105.9174,103.6146,104.9319,296608.0
2021-01-09,104.9864,105.9174,103.6146,104.9319,296608.0
2021-01-10,104.9864,105.9174,103.6146,104.9319,296608.0
2021-01-11,103.2878,105.7985,102.2379,105.0508,250460.0
2021-01-12,105.4816,106.5414,104.4813,105.026,270364.0
2021-01-13,104.3624,104.3624,101.0544,101.1187,350566.0
2021-01-14,104.6447,105.0631,102.0646,102.6192,303466.0
2021-01-15,101.7774,104.0455,100.3971,102.6737,322030.0
2021-01-16,101.7774,104.0455,100.3971,102.6737,322030.0
2021-01-17,101.7774,104.0455,100.3971,102.6737,322030.0
2021-01-18,101.7774,104.0455,100.3971,102.6737,322030.0
2021-01-19,103.7285,105.3528,102.5648,104.1297,326940.0
2021-01-20,105.1944,108.1855,100.47,105.5212,516060.0
2021-01-21,105.9768,106.0709,103.1937,104.1099,293664.0
2021-01-22,103.7087,106.2046,103.0056,106.1551,347098.0
2021-01-23,103.7087,106.2046,103.0056,106.1551,347098.0
2021-01-24,103.7087,106.2046,103.0056,106.1551,347098.0
2021-01-25,105.8184,106.784,100.5245,101.4258,688822.0
2021-01-26,102.7629,102.7629,97.6324,97.8206,322312.0
2021-01-27,94.874,95.3247,90.1298,91.6056,725358.0
2021-01-28,93.2992,98.6426,90.6077,96.7955,440362.0
2021-01-29,97.5532,97.5532,91.6898,92.8288,507646.0
2021-01-30,97.5532,97.5532,91.6898,92.8288,507646.0
2021-01-31,97.5532,97.5532,91.6898,92.8288,507646.0
2021-02-01,94.1857,98.083,93.6756,97.2412,348252.0
2021-02-02,98.8902,102.2429,98.1449,101.9953,314888.0
2021-02-03,101.3317,102.8966,100.0342,100.8761,223718.0
2021-02-04,101.1583,104.8477,99.6603,104.5754,248650.0
2021-02-05,105.4816,109.5235,105.031,108.8144,342266.0
2021-02-06,105.4816,109.5235,105.031,108.8144,342266.0
2021-02-07,105.4816,109.5235,105.031,108.8144,342266.0
2021-02-08,109.8395,109.8395,106.1749,107.0019,269702.0
2021-02-09,106.8038,106.8038,105.0904,105.4321,184008.0
2021-02-10,105.7391,106.3631,103.5503,104.6744,354052.0
2021-02-11,105.5311,105.8382,102.2577,103.9019,426858.0
2021-02-12,103.9019,108.0369,103.4562,107.6804,239912.0
2021-02-13,103.9019,108.0369,103.4562,107.6804,239912.0
2021-02-14,103.9019,108.0369,103.4562,107.6804,239912.0
2021-02-15,103.9019,108.0369,103.4562,107.6804,239912.0
2021-02-16,108.391,109.6811,106.9871,107.1158,316484.0
2021-02-17,105.8035,107.4328,104.6348,106.066,275604.0
2021-02-18,105.7292,107.72,104.4119,106.4473,250038.0
2021-02-19,107.0861,108.9481,106.945,108.3885,237734.0
2021-02-20,107.0861,108.9481,106.945,108.3885,237734.0
2021-02-21,107.0861,108.9481,106.945,108.3885,237734.0
2021-02-22,108.0171,113.6032,107.715,112.1274,457350.0
2021-02-23,111.7907,115.6212,111.5035,112.9148,516836.0
2021-02-24,113.9003,117.7383,112.4914,117.2034,389770.0
2021-02-25,113.3061,116.2774,110.5378,113.6527,561904.0
2021-02-26,114.7422,116.9905,111.8848,114.2123,534492.0
2021-02-27,114.7422,116.9905,111.8848,114.2123,534492.0
2021-02-28,114.7422,116.9905,111.8848,114.2123,534492.0
2021-03-01,117.7581,118.7782,115.7079,117.6392,286986.0
2021-03-02,117.9314,119.3824,116.1536,118.3177,432904.0
2021-03-03,119.5953,122.2151,115.7921,116.0446,506586.0
2021-03-04,116.1585,116.6549,108.547,112.3354,482448.0
2021-03-05,114.6233,114.8875,108.0766,113.6824,477036.0
2021-03-06,114.6233,114.8875,108.0766,113.6824,477036.0
2021-03-07,114.6233,114.8875,108.0766,113.6824,477036.0
2021-03-08,113.9399,118.2434,112.9198,113.5586,481918.0
2021-03-09,115.5445,118.6297,113.5636,117.5204,381572.0
2021-03-10,118.7634,123.6561,118.0453,122.6707,450368.0
2021-03-11,125.1121,127.9249,122.7647,124.8942,437792.0
2021-03-12,124.5574,126.568,124.3445,125.949,289964.0
