,SKYW US Equity,SKYW US Equity,SKYW US Equity,SKYW US Equity,SKYW US Equity
2019-07-19,59.9737,60.7616,59.0323,59.0323,195081.0
2019-07-20,59.9737,60.7616,59.0323,59.0323,195081.0
2019-07-21,59.9737,60.7616,59.0323,59.0323,195081.0
2019-07-22,59.0422,60.2116,59.0422,59.9242,111964.0
2019-07-23,60.0134,61.0044,60.0134,60.6674,184513.0
2019-07-24,60.3107,62.3223,60.2116,62.1142,124427.0
2019-07-25,61.2422,62.1043,60.271,60.5485,239006.0
2019-07-26,60.8656,61.3314,60.4197,61.1827,150871.0
2019-07-27,60.8656,61.3314,60.4197,61.1827,150871.0
2019-07-28,60.8656,61.3314,60.4197,61.1827,150871.0
2019-07-29,60.9647,61.4602,60.6674,61.2719,126891.0
2019-07-30,60.8062,61.9061,60.6174,61.7971,168712.0
2019-07-31,61.8863,62.3818,60.0827,60.162,292132.0
2019-08-01,62.7584,62.7584,59.5575,60.2017,242431.0
2019-08-02,59.7855,60.826,58.3089,58.8837,116892.0
2019-08-03,59.7855,60.826,58.3089,58.8837,116892.0
2019-08-04,59.7855,60.826,58.3089,58.8837,116892.0
2019-08-05,57.7143,57.7143,54.5424,55.5441,191544.0
2019-08-06,55.9405,56.7432,55.17,56.654,190264.0
2019-08-07,55.772,57.4071,55.772,57.2287,174608.0
2019-08-08,57.5161,58.0612,56.6936,57.2783,157100.0
2019-08-09,57.0405,57.8633,55.9484,56.317,320303.0
2019-08-10,57.0405,57.8633,55.9484,56.317,320303.0
2019-08-11,57.0405,57.8633,55.9484,56.317,320303.0
2019-08-12,55.881,56.0693,54.7711,55.0981,227197.0
2019-08-13,54.7018,56.3567,54.6324,55.3261,156526.0
2019-08-14,54.5036,54.9155,53.2549,53.7405,145839.0
2019-08-15,53.7009,54.2023,53.0171,53.2351,176280.0
2019-08-16,53.7603,55.227,53.5374,55.1279,121168.0
2019-08-17,53.7603,55.227,53.5374,55.1279,121168.0
2019-08-18,53.7603,55.227,53.5374,55.1279,121168.0
2019-08-19,55.9306,56.6143,55.4549,56.4855,165943.0
2019-08-20,56.1288,56.1288,53.7306,55.4252,195419.0
2019-08-21,56.1684,56.7035,55.5936,56.3864,116816.0
2019-08-22,56.7035,57.1217,55.5342,55.8017,114039.0
2019-08-23,55.554,56.0792,53.5522,53.7603,172002.0
2019-08-24,55.554,56.0792,53.5522,53.7603,172002.0
2019-08-25,55.554,56.0792,53.5522,53.7603,172002.0
2019-08-26,54.7117,54.9792,53.8396,54.4045,180902.0
2019-08-27,54.9198,55.3756,53.1558,53.3144,186385.0
2019-08-28,53.3045,55.445,53.2549,54.6918,268444.0
2019-08-29,55.5441,56.8175,55.3657,56.6044,113907.0
2019-08-30,56.9513,57.5657,56.5499,56.7432,224758.0
2019-08-31,56.9513,57.5657,56.5499,56.7432,224758.0
2019-09-01,56.9513,57.5657,56.5499,56.7432,224758.0
2019-09-02,56.9513,57.5657,56.5499,56.7432,224758.0
2019-09-03,56.3468,56.8324,55.0783,55.7125,247060.0
2019-09-04,56.3369,56.9314,55.663,55.6927,207457.0
2019-09-05,56.6044,58.4377,56.5351,56.5945,263328.0
2019-09-06,57.0801,57.1049,56.2774,56.4558,119277.0
2019-09-07,57.0801,57.1049,56.2774,56.4558,119277.0
2019-09-08,57.0801,57.1049,56.2774,56.4558,119277.0
2019-09-09,56.5747,57.7143,56.436,57.6449,206586.0
2019-09-10,57.5558,58.9481,56.9017,58.8539,196999.0
2019-09-11,58.9729,60.7368,58.5269,60.3404,190943.0
2019-09-12,60.3503,60.4494,58.8638,59.7359,259290.0
2019-09-13,60.3899,61.8664,59.9341,61.6584,190393.0
2019-09-14,60.3899,61.8664,59.9341,61.6584,190393.0
2019-09-15,60.3899,61.8664,59.9341,61.6584,190393.0
2019-09-16,60.2512,60.9548,58.735,58.9729,321239.0
2019-09-17,58.5963,59.1636,57.635,58.7053,185267.0
2019-09-18,58.7747,59.1512,57.5855,59.0224,275214.0
2019-09-19,59.1017,59.8945,57.9621,58.6954,193334.0
2019-09-20,59.2404,59.2999,57.744,58.1107,604108.0
2019-09-21,59.2404,59.2999,57.744,58.1107,604108.0
2019-09-22,59.2404,59.2999,57.744,58.1107,604108.0
2019-09-23,57.744,57.972,56.3666,57.3377,238740.0
2019-09-24,57.6449,58.1107,56.872,57.1891,175514.0
2019-09-25,57.1891,58.626,57.1891,58.3684,153002.0
2019-09-26,58.1503,58.3386,57.5855,58.081,110561.0
2019-09-27,58.2696,58.7761,56.4921,56.7305,157530.0
2019-09-28,58.2696,58.7761,56.4921,56.7305,157530.0
2019-09-29,58.2696,58.7761,56.4921,56.7305,157530.0
2019-09-30,57.1575,57.6837,56.7305,56.9986,331753.0
2019-10-01,57.1972,58.3491,55.7375,56.0552,194884.0
2019-10-02,55.37,56.5418,53.9103,55.4892,247009.0
2019-10-03,55.1218,55.6679,53.9302,54.6948,131449.0
2019-10-04,54.7147,55.7077,54.6352,55.2211,117924.0
2019-10-05,54.7147,55.7077,54.6352,55.2211,117924.0
2019-10-06,54.7147,55.7077,54.6352,55.2211,117924.0
2019-10-07,54.9629,55.6977,54.5856,55.231,128209.0
2019-10-08,54.6352,55.1814,54.2231,54.377,131374.0
2019-10-09,54.8934,55.38,54.4763,54.4863,175991.0
2019-10-10,54.4168,55.1317,54.1288,54.8537,149087.0
2019-10-11,55.6977,56.6808,55.1814,55.2906,193960.0
2019-10-12,55.6977,56.6808,55.1814,55.2906,193960.0
2019-10-13,55.6977,56.6808,55.1814,55.2906,193960.0
2019-10-14,55.0424,56.1467,54.9728,55.5438,249237.0
2019-10-15,55.8665,57.0383,55.5389,56.3631,271380.0
2019-10-16,56.3631,56.656,55.8417,56.1545,189027.0
2019-10-17,56.2836,56.4872,55.5935,56.1942,184183.0
2019-10-18,55.9857,56.5418,55.6282,56.3531,172735.0
2019-10-19,55.9857,56.5418,55.6282,56.3531,172735.0
2019-10-20,55.9857,56.5418,55.6282,56.3531,172735.0
2019-10-21,56.8993,58.0611,56.7553,57.5944,215416.0
2019-10-22,57.4752,58.6072,56.7801,58.2597,202506.0
2019-10-23,58.1207,58.6271,57.8327,58.2398,116560.0
2019-10-24,58.6768,59.0541,57.2121,57.3362,122965.0
2019-10-25,57.1575,58.9449,57.1475,58.6172,108175.0
2019-10-26,57.1575,58.9449,57.1475,58.6172,108175.0
2019-10-27,57.1575,58.9449,57.1475,58.6172,108175.0
2019-10-28,58.7562,59.5804,58.6271,58.925,173066.0
2019-10-29,58.6072,59.5109,58.498,58.647,160726.0
2019-10-30,58.2498,58.9151,57.7632,58.7959,157186.0
2019-10-31,59.5804,60.2556,57.8824,59.1335,339909.0
2019-11-01,59.4811,59.711,58.5079,59.0243,200251.0
2019-11-02,59.4811,59.711,58.5079,59.0243,200251.0
2019-11-03,59.4811,59.711,58.5079,59.0243,200251.0
2019-11-04,59.6499,61.06,59.5804,61.0302,235107.0
2019-11-05,61.338,63.2446,60.9607,62.4005,272827.0
2019-11-06,62.1423,62.8871,61.6955,62.0828,270108.0
2019-11-07,62.3608,62.758,61.5068,62.7481,250179.0
2019-11-08,62.6686,62.8077,62.0558,62.7084,167303.0
2019-11-09,62.6686,62.8077,62.0558,62.7084,167303.0
2019-11-10,62.6686,62.8077,62.0558,62.7084,167303.0
2019-11-11,62.1225,62.6438,61.7451,62.1324,134375.0
2019-11-12,62.1423,62.4998,61.7253,62.4105,177395.0
2019-11-13,62.0629,62.8077,61.7077,62.6091,204552.0
2019-11-14,62.6389,62.758,61.5664,62.0033,152993.0
2019-11-15,62.4204,62.6091,61.5565,62.0033,221029.0
2019-11-16,62.4204,62.6091,61.5565,62.0033,221029.0
2019-11-17,62.4204,62.6091,61.5565,62.0033,221029.0
2019-11-18,61.9437,62.0629,61.2776,61.5565,113054.0
2019-11-19,61.8147,62.2615,61.3579,61.765,158425.0
2019-11-20,61.5565,62.0232,60.8912,61.3777,263148.0
2019-11-21,61.5267,61.5267,60.4741,60.6429,168800.0
2019-11-22,60.9408,61.3281,60.5237,61.2586,159337.0
2019-11-23,60.9408,61.3281,60.5237,61.2586,159337.0
2019-11-24,60.9408,61.3281,60.5237,61.2586,159337.0
2019-11-25,61.3777,63.5524,61.0798,63.3935,270950.0
2019-11-26,63.185,64.1184,62.8389,63.8603,294642.0
2019-11-27,63.9893,64.1433,63.2446,63.4829,107418.0
2019-11-28,63.9893,64.1433,63.2446,63.4829,107418.0
2019-11-29,63.2049,63.7808,61.909,62.2019,93947.0
2019-11-30,63.2049,63.7808,61.909,62.2019,93947.0
2019-12-01,63.2049,63.7808,61.909,62.2019,93947.0
2019-12-02,62.5098,62.6885,61.3877,61.7948,200560.0
2019-12-03,61.1791,61.8444,60.2407,60.8614,218337.0
2019-12-04,60.9507,61.9884,60.9507,61.6161,211820.0
2019-12-05,61.7253,61.8444,61.0798,61.4175,221290.0
2019-12-06,62.2516,63.2049,62.2516,62.8474,184205.0
2019-12-07,62.2516,63.2049,62.2516,62.8474,184205.0
2019-12-08,62.2516,63.2049,62.2516,62.8474,184205.0
2019-12-09,62.5296,62.9765,62.3112,62.5892,262868.0
2019-12-10,62.6984,63.1403,61.8444,62.5296,233619.0
2019-12-11,62.5296,63.0758,61.914,62.2416,169474.0
2019-12-12,62.4105,63.5921,62.4105,63.0956,229713.0
2019-12-13,62.9963,63.6815,61.914,62.1423,396747.0
2019-12-14,62.9963,63.6815,61.914,62.1423,396747.0
2019-12-15,62.9963,63.6815,61.914,62.1423,396747.0
2019-12-16,62.8474,63.5524,62.4502,62.619,172251.0
2019-12-17,62.4502,64.2128,62.3211,63.9794,230839.0
2019-12-18,64.1284,64.7937,63.2098,64.5057,457209.0
2019-12-19,64.5454,64.7738,63.8801,64.6944,553143.0
2019-12-20,65.1412,65.5782,64.1085,64.3071,1016698.0
2019-12-21,65.1412,65.5782,64.1085,64.3071,1016698.0
2019-12-22,65.1412,65.5782,64.1085,64.3071,1016698.0
2019-12-23,64.6249,65.5186,64.317,64.8632,265826.0
2019-12-24,64.9823,64.9823,64.1885,64.6944,70376.0
2019-12-25,64.9823,64.9823,64.1885,64.6944,70376.0
2019-12-26,64.7837,64.9228,64.3468,64.7639,141845.0
2019-12-27,64.9625,64.9625,64.2525,64.4263,157654.0
2019-12-28,64.9625,64.9625,64.2525,64.4263,157654.0
2019-12-29,64.9625,64.9625,64.2525,64.4263,157654.0
2019-12-30,64.6054,64.7546,63.7896,64.2074,157420.0
2019-12-31,63.8791,64.7844,63.8294,64.297,266403.0
2020-01-01,63.8791,64.7844,63.8294,64.297,266403.0
2020-01-02,64.8143,64.8143,63.9587,64.7048,349551.0
2020-01-03,63.8493,63.9189,61.7402,63.6901,246938.0
2020-01-04,63.8493,63.9189,61.7402,63.6901,246938.0
2020-01-05,63.8493,63.9189,61.7402,63.6901,246938.0
2020-01-06,62.8047,63.9289,62.8008,63.7697,189453.0
2020-01-07,63.6304,63.8791,63.1529,63.3917,300219.0
2020-01-08,63.5707,64.7546,63.4563,63.8791,164543.0
2020-01-09,64.1278,64.8441,63.8393,64.3467,183813.0
2020-01-10,64.5059,64.5059,63.4115,63.7796,161456.0
2020-01-11,64.5059,64.5059,63.4115,63.7796,161456.0
2020-01-12,64.5059,64.5059,63.4115,63.7796,161456.0
2020-01-13,63.5906,64.0681,63.5906,63.7597,395153.0
2020-01-14,64.0184,64.9536,63.4115,63.71,332411.0
2020-01-15,63.5011,64.5755,63.3718,64.4561,337841.0
2020-01-16,64.9834,65.7081,64.8939,65.4012,188368.0
2020-01-17,65.7693,66.1772,65.3217,65.8589,241599.0
2020-01-18,65.7693,66.1772,65.3217,65.8589,241599.0
2020-01-19,65.7693,66.1772,65.3217,65.8589,241599.0
2020-01-20,65.7693,66.1772,65.3217,65.8589,241599.0
2020-01-21,65.2819,65.4709,63.6589,64.5158,248421.0
2020-01-22,64.7347,65.2271,63.7995,63.8095,171323.0
2020-01-23,63.511,64.8541,62.7102,64.7446,225671.0
2020-01-24,64.5755,64.6352,62.4465,63.2126,180545.0
2020-01-25,64.5755,64.6352,62.4465,63.2126,180545.0
2020-01-26,64.5755,64.6352,62.4465,63.2126,180545.0
2020-01-27,61.8994,62.158,60.9493,61.4815,164738.0
2020-01-28,61.9093,62.3968,61.6208,61.9591,328611.0
2020-01-29,61.9591,62.2227,60.5862,60.5862,142207.0
2020-01-30,59.8102,61.2229,59.335,61.2129,273960.0
2020-01-31,60.4668,60.4668,54.4181,54.8857,715831.0
2020-02-01,60.4668,60.4668,54.4181,54.8857,715831.0
2020-02-02,60.4668,60.4668,54.4181,54.8857,715831.0
2020-02-03,55.214,55.8408,54.5176,55.0648,610533.0
2020-02-04,56.3183,57.8504,55.6219,57.4723,572606.0
2020-02-05,58.6462,59.9196,57.4723,59.4123,653935.0
2020-02-06,59.8599,59.8599,56.3879,56.7759,353833.0
2020-02-07,56.4576,57.3179,56.2387,56.8058,329793.0
2020-02-08,56.4576,57.3179,56.2387,56.8058,329793.0
2020-02-09,56.4576,57.3179,56.2387,56.8058,329793.0
2020-02-10,56.5968,56.9351,55.9999,56.2685,243488.0
2020-02-11,56.4576,57.7111,56.4576,57.0943,228924.0
2020-02-12,57.5121,57.8006,57.1938,57.4624,336449.0
2020-02-13,56.9948,58.7159,56.9948,58.6164,295555.0
2020-02-14,58.1687,58.8551,57.154,57.4226,253437.0
2020-02-15,58.1687,58.8551,57.154,57.4226,253437.0
2020-02-16,58.1687,58.8551,57.154,57.4226,253437.0
2020-02-17,58.1687,58.8551,57.154,57.4226,253437.0
2020-02-18,57.2833,57.6613,56.2188,57.1142,190097.0
2020-02-19,57.0943,57.0943,55.7926,56.5073,327785.0
2020-02-20,56.2288,56.8953,55.9104,56.2984,385150.0
2020-02-21,55.7612,56.0994,54.836,55.1941,284312.0
2020-02-22,55.7612,56.0994,54.836,55.1941,284312.0
2020-02-23,55.7612,56.0994,54.836,55.1941,284312.0
2020-02-24,52.7269,55.015,50.6178,52.5677,343636.0
2020-02-25,52.8562,52.9458,49.4638,50.0309,566026.0
2020-02-26,50.4686,50.4686,46.2803,46.4892,795775.0
2020-02-27,44.4796,47.6731,43.3057,45.9122,990042.0
2020-02-28,44.6189,46.4096,43.9938,45.1661,708050.0
2020-02-29,44.6189,46.4096,43.9938,45.1661,708050.0
2020-03-01,44.6189,46.4096,43.9938,45.1661,708050.0
2020-03-02,45.2854,45.2854,42.4004,43.3753,1126648.0
2020-03-03,43.7335,45.6635,42.5842,42.7983,1020420.0
2020-03-04,43.5743,45.3599,42.2362,45.0168,516775.0
2020-03-05,43.3753,43.9681,38.8488,39.2268,848981.0
2020-03-06,38.0032,41.6244,38.0032,40.6097,1145472.0
2020-03-07,38.0032,41.6244,38.0032,40.6097,1145472.0
2020-03-08,38.0032,41.6244,38.0032,40.6097,1145472.0
2020-03-09,38.799,38.9881,34.7699,34.8495,581971.0
2020-03-10,37.3963,38.825,35.0883,37.5356,899987.0
2020-03-11,36.2721,38.1225,35.0286,35.5459,930466.0
2020-03-12,33.596,33.596,25.9058,26.0252,1354686.0
