,ES US Equity,ES US Equity,ES US Equity,ES US Equity,ES US Equity
2020-05-03,70.4132,70.9574,69.632,70.106,1543048.0
2020-05-04,70.4922,71.3436,69.6759,70.9223,1255859.0
2020-05-05,70.8959,72.4583,70.8872,71.089,1849657.0
2020-05-06,71.0364,71.4401,66.8583,66.9373,1907719.0
2020-05-07,69.2721,71.3875,67.6921,68.1486,1849573.0
2020-05-08,68.1486,69.3423,67.6921,68.2802,1430114.0
2020-05-09,68.1486,69.3423,67.6921,68.2802,1430114.0
2020-05-10,68.1486,69.3423,67.6921,68.2802,1430114.0
2020-05-11,68.0784,68.3066,66.7573,67.6044,1416472.0
2020-05-12,68.8771,69.3248,66.0946,66.4194,2278864.0
2020-05-13,65.8928,67.5517,65.726,67.2708,1711382.0
2020-05-14,66.7705,67.9818,64.6112,67.8238,1788698.0
2020-05-15,66.7091,67.3937,65.2695,67.0514,4749278.0
2020-05-16,66.7091,67.3937,65.2695,67.0514,4749278.0
2020-05-17,66.7091,67.3937,65.2695,67.0514,4749278.0
2020-05-18,69.1668,70.5097,68.4031,70.0445,1579609.0
2020-05-19,69.6798,70.1307,68.9372,69.1582,1466690.0
2020-05-20,69.7594,70.8733,69.229,70.1926,1360702.0
2020-05-21,69.9362,70.2191,69.2201,69.6798,1655230.0
2020-05-22,69.6621,70.502,68.9107,69.3616,1053536.0
2020-05-23,69.6621,70.502,68.9107,69.3616,1053536.0
2020-05-24,69.6621,70.502,68.9107,69.3616,1053536.0
2020-05-25,69.6621,70.502,68.9107,69.3616,1053536.0
2020-05-26,70.5373,70.5727,68.7427,68.9637,1393038.0
2020-05-27,69.892,69.892,67.1073,68.4864,1889410.0
2020-05-28,69.5649,71.7308,69.0787,71.5098,1882843.0
2020-05-29,71.2269,74.4271,71.2269,73.9939,3700644.0
2020-05-30,71.2269,74.4271,71.2269,73.9939,3700644.0
2020-05-31,71.2269,74.4271,71.2269,73.9939,3700644.0
2020-06-01,74.0558,76.1819,73.5519,75.6559,1931951.0
2020-06-02,76.151,76.4339,74.7984,75.8239,1813913.0
2020-06-03,76.3454,78.034,76.036,76.8405,1571628.0
2020-06-04,76.2659,76.6814,74.542,75.6117,1203826.0
2020-06-05,76.1421,77.5566,75.4437,76.4869,1669534.0
2020-06-06,76.1421,77.5566,75.4437,76.4869,1669534.0
2020-06-07,76.1421,77.5566,75.4437,76.4869,1669534.0
2020-06-08,76.3897,77.7776,75.6117,77.5831,1456154.0
2020-06-09,77.0704,77.0704,74.763,75.3818,1407532.0
2020-06-10,75.5498,76.8405,75.4968,76.257,1428553.0
2020-06-11,76.0272,76.1863,73.5077,74.5685,2812041.0
2020-06-12,75.6294,76.1775,73.5386,74.5332,2108337.0
2020-06-13,75.6294,76.1775,73.5386,74.5332,2108337.0
2020-06-14,75.6294,76.1775,73.5386,74.5332,2108337.0
2020-06-15,73.3751,75.6205,72.7474,74.489,1895360.0
2020-06-16,76.036,76.6725,74.2193,74.4182,1775238.0
2020-06-17,74.8426,75.6736,73.8436,75.1697,1279745.0
2020-06-18,74.7453,75.3642,73.9601,74.8956,1240299.0
2020-06-19,75.8946,75.8946,73.1099,73.2778,5657110.0
2020-06-20,75.8946,75.8946,73.1099,73.2778,5657110.0
2020-06-21,75.8946,75.8946,73.1099,73.2778,5657110.0
2020-06-22,73.269,75.1166,72.8137,74.4182,1554815.0
2020-06-23,75.0371,75.4791,73.5077,73.7199,2293353.0
2020-06-24,73.1364,73.269,72.1905,72.8623,1664552.0
2020-06-25,72.9861,73.1894,71.7485,72.8093,1420452.0
2020-06-26,72.5264,73.8171,71.7927,72.3584,2895295.0
2020-06-27,72.5264,73.8171,71.7927,72.3584,2895295.0
2020-06-28,72.5264,73.8171,71.7927,72.3584,2895295.0
2020-06-29,73.0392,73.4812,72.1993,73.4546,1135637.0
2020-06-30,73.269,74.0381,72.5883,73.6138,1902299.0
2020-07-01,73.5696,75.5542,73.5121,75.2404,1528001.0
2020-07-02,75.6824,75.9653,74.6304,74.8514,1192430.0
2020-07-03,75.6824,75.9653,74.6304,74.8514,1192430.0
2020-07-04,75.6824,75.9653,74.6304,74.8514,1192430.0
2020-07-05,75.6824,75.9653,74.6304,74.8514,1192430.0
2020-07-06,75.7708,76.2659,73.6138,74.1354,1534713.0
2020-07-07,73.5254,74.8161,72.8623,74.5509,1351292.0
2020-07-08,74.3387,75.541,73.9055,75.2669,1270907.0
2020-07-09,74.6216,75.099,73.4193,74.763,1174271.0
2020-07-10,74.763,75.7708,74.3122,75.5321,724699.0
2020-07-11,74.763,75.7708,74.3122,75.5321,724699.0
2020-07-12,74.763,75.7708,74.3122,75.5321,724699.0
2020-07-13,75.2227,76.982,75.2227,75.9742,1721124.0
2020-07-14,76.0537,76.8096,75.5056,76.3985,1566639.0
2020-07-15,76.9908,77.2737,75.0459,75.1432,1696028.0
2020-07-16,75.3288,76.0979,75.0194,75.8592,1391249.0
2020-07-17,76.4427,77.919,76.2217,77.6538,1617171.0
2020-07-18,76.4427,77.919,76.2217,77.6538,1617171.0
2020-07-19,76.4427,77.919,76.2217,77.6538,1617171.0
2020-07-20,77.2648,77.5566,76.204,76.5665,1471508.0
2020-07-21,75.8062,78.308,75.3642,77.0615,1673655.0
2020-07-22,76.7521,79.5501,76.3012,79.2363,1343635.0
2020-07-23,78.9887,80.1822,78.9268,79.5899,1045827.0
2020-07-24,79.5722,80.5269,78.476,79.1036,910327.0
2020-07-25,79.5722,80.5269,78.476,79.1036,910327.0
2020-07-26,79.5722,80.5269,78.476,79.1036,910327.0
2020-07-27,79.1036,79.2539,77.6185,78.4141,1014502.0
2020-07-28,78.2903,80.5623,78.2903,79.6871,1297371.0
2020-07-29,80.0584,80.7789,79.5545,79.9965,1028113.0
2020-07-30,79.2805,80.2529,78.9887,80.0761,1114602.0
2020-07-31,79.8993,81.2961,78.1577,79.6252,2588731.0
2020-08-01,79.8993,81.2961,78.1577,79.6252,2588731.0
2020-08-02,79.8993,81.2961,78.1577,79.6252,2588731.0
2020-08-03,79.2893,79.6252,78.3257,79.1125,1018977.0
2020-08-04,79.139,80.3678,79.0968,79.802,1120776.0
2020-08-05,79.8816,80.138,77.698,77.9544,1087570.0
2020-08-06,77.7511,78.2461,76.9858,77.8837,1320813.0
2020-08-07,77.7511,79.3865,77.6185,78.697,1524547.0
2020-08-08,77.7511,79.3865,77.6185,78.697,1524547.0
2020-08-09,77.7511,79.3865,77.6185,78.697,1524547.0
2020-08-10,78.9622,79.0948,77.9279,78.2815,1275340.0
2020-08-11,78.2196,78.4053,75.9388,76.1068,1323904.0
2020-08-12,76.5399,78.1047,76.3808,77.7157,1255501.0
2020-08-13,77.3267,78.0693,77.0438,77.7245,777879.0
2020-08-14,77.4947,77.8572,76.7079,77.0438,617202.0
2020-08-15,77.4947,77.8572,76.7079,77.0438,617202.0
2020-08-16,77.4947,77.8572,76.7079,77.0438,617202.0
2020-08-17,76.8582,78.2373,76.6018,77.3179,992632.0
2020-08-18,77.3179,77.7069,76.3278,76.8582,936809.0
2020-08-19,77.1234,77.1234,75.7973,76.2128,1060425.0
2020-08-20,75.9476,76.5665,75.4703,75.7355,772293.0
2020-08-21,76.0184,76.646,75.0327,76.5046,963751.0
2020-08-22,76.0184,76.646,75.0327,76.5046,963751.0
2020-08-23,76.0184,76.646,75.0327,76.5046,963751.0
2020-08-24,75.8415,76.425,74.6127,75.9211,1503362.0
2020-08-25,76.2659,76.3012,74.9133,75.0813,1067608.0
2020-08-26,74.7365,74.8205,73.4104,74.268,1185222.0
2020-08-27,74.6216,74.984,73.5431,74.5067,1202576.0
2020-08-28,74.5862,75.1608,73.5873,74.9398,1136558.0
2020-08-29,74.5862,75.1608,73.5873,74.9398,1136558.0
2020-08-30,74.5862,75.1608,73.5873,74.9398,1136558.0
2020-08-31,74.7807,75.9034,74.7277,75.7708,2385166.0
2020-09-01,75.2316,75.4614,73.7552,73.9585,1429750.0
2020-09-02,74.047,76.6991,73.5342,76.4427,1155608.0
2020-09-03,76.5841,77.4947,75.3553,76.0979,1197296.0
2020-09-04,75.9742,76.4781,74.7365,76.0979,1097026.0
2020-09-05,75.9742,76.4781,74.7365,76.0979,1097026.0
2020-09-06,75.9742,76.4781,74.7365,76.0979,1097026.0
2020-09-07,75.9742,76.4781,74.7365,76.0979,1097026.0
2020-09-08,76.1775,76.3543,75.0308,75.373,1256811.0
2020-09-09,75.8946,77.7599,75.6736,75.8415,1144405.0
2020-09-10,75.6205,75.6817,73.6315,73.6757,1343741.0
2020-09-11,73.932,73.9497,72.0667,72.6325,2086306.0
2020-09-12,73.932,73.9497,72.0667,72.6325,2086306.0
2020-09-13,73.932,73.9497,72.0667,72.6325,2086306.0
2020-09-14,72.9773,73.8083,72.2037,73.2955,2033885.0
2020-09-15,73.5784,75.2846,73.5784,74.2326,1433548.0
2020-09-16,74.4084,75.1738,74.1502,74.1947,1251983.0
2020-09-17,73.6162,73.6785,72.4502,72.922,1351679.0
2020-09-18,72.655,72.8298,70.0115,70.1895,3739049.0
2020-09-19,72.655,72.8298,70.0115,70.1895,3739049.0
2020-09-20,72.655,72.8298,70.0115,70.1895,3739049.0
2020-09-21,69.522,70.1183,68.534,69.4419,1403678.0
2020-09-22,69.2817,70.8125,69.2194,70.2963,1463965.0
2020-09-23,70.2518,70.639,69.5665,69.6822,1258250.0
2020-09-24,69.7178,71.4178,69.6021,71.1597,1473113.0
2020-09-25,71.0974,73.4916,70.866,73.4115,1991105.0
2020-09-26,71.0974,73.4916,70.866,73.4115,1991105.0
2020-09-27,71.0974,73.4916,70.866,73.4115,1991105.0
2020-09-28,73.8743,74.533,72.9086,73.5628,1293177.0
2020-09-29,73.8209,74.4707,73.5272,73.8832,778677.0
2020-09-30,74.3105,74.9157,73.5539,74.3639,1561332.0
2020-10-01,74.622,76.0817,74.4084,76.055,1644919.0
2020-10-02,75.5921,77.9953,75.334,77.479,1717358.0
2020-10-03,75.5921,77.9953,75.334,77.479,1717358.0
2020-10-04,75.5921,77.9953,75.334,77.479,1717358.0
2020-10-05,77.8084,79.7131,77.2832,79.6508,1842965.0
2020-10-06,79.6508,81.3241,78.9849,80.7989,1686999.0
2020-10-07,81.3241,81.6979,80.3361,81.3508,1264972.0
2020-10-08,81.4754,82.7303,81.2084,82.2675,1161325.0
2020-10-09,82.5523,82.7659,81.422,82.0539,1271061.0
2020-10-10,82.5523,82.7659,81.422,82.0539,1271061.0
2020-10-11,82.5523,82.7659,81.422,82.0539,1271061.0
2020-10-12,82.0361,83.4869,82.0361,82.8283,906346.0
2020-10-13,81.7958,82.7036,81.155,82.4722,1016536.0
2020-10-14,81.8759,82.5078,81.2084,81.7335,1085017.0
2020-10-15,81.2796,81.778,80.4563,81.0125,1399817.0
2020-10-16,81.0125,82.045,80.5141,81.3686,1821305.0
2020-10-17,81.0125,82.045,80.5141,81.3686,1821305.0
2020-10-18,81.0125,82.045,80.5141,81.3686,1821305.0
2020-10-19,81.7958,82.2497,80.8256,81.0659,1048514.0
2020-10-20,81.5288,82.757,81.1817,82.0984,1160724.0
2020-10-21,81.8937,82.7036,81.5555,81.956,856011.0
2020-10-22,82.1785,82.9618,81.6756,82.7036,1043709.0
2020-10-23,83.0241,83.0953,81.5688,81.8581,1217433.0
2020-10-24,83.0241,83.0953,81.5688,81.8581,1217433.0
2020-10-25,83.0241,83.0953,81.5688,81.8581,1217433.0
2020-10-26,81.3152,81.8581,80.5052,81.6445,1677341.0
2020-10-27,82.0895,82.5612,81.0392,81.778,1778423.0
2020-10-28,80.8701,81.6,78.9298,79.1345,1347810.0
2020-10-29,78.6361,79.7487,77.5502,78.734,1614767.0
2020-10-30,78.5026,79.0811,76.9094,77.6748,1437687.0
2020-10-31,78.5026,79.0811,76.9094,77.6748,1437687.0
2020-11-01,78.5026,79.0811,76.9094,77.6748,1437687.0
2020-11-02,78.3958,80.701,78.0399,80.6298,1343082.0
2020-11-03,81.2796,82.4722,80.9057,81.867,1389530.0
2020-11-04,82.6858,82.8194,80.9858,81.2529,1389861.0
2020-11-05,81.6712,83.2822,81.6712,82.0628,1188585.0
2020-11-06,82.223,83.745,81.5555,82.579,1166521.0
2020-11-07,82.223,83.745,81.5555,82.579,1166521.0
2020-11-08,82.223,83.745,81.5555,82.579,1166521.0
2020-11-09,84.555,86.0324,83.1398,83.2466,1757817.0
2020-11-10,83.834,84.0565,82.5968,83.3623,1739769.0
2020-11-11,83.7361,84.5639,83.1309,84.0387,1140103.0
2020-11-12,83.8073,84.0565,81.6267,82.1607,1036923.0
2020-11-13,82.6502,83.6293,82.3031,83.033,854246.0
2020-11-14,82.6502,83.6293,82.3031,83.033,854246.0
2020-11-15,82.6502,83.6293,82.3031,83.033,854246.0
2020-11-16,83.8518,84.1455,82.2853,84.0476,1002831.0
2020-11-17,83.6827,83.8785,81.3419,81.6623,961071.0
2020-11-18,82.1963,82.2052,79.7398,79.8822,1059061.0
2020-11-19,79.6686,79.9569,77.7461,78.4937,1765702.0
2020-11-20,78.4759,79.5796,78.1644,78.8853,1395215.0
2020-11-21,78.4759,79.5796,78.1644,78.8853,1395215.0
2020-11-22,78.4759,79.5796,78.1644,78.8853,1395215.0
2020-11-23,79.0722,79.3125,77.8573,78.1377,930962.0
2020-11-24,78.823,79.001,77.3544,77.8529,1375389.0
2020-11-25,78.1021,78.7607,76.9005,78.7073,1620230.0
2020-11-26,78.1021,78.7607,76.9005,78.7073,1620230.0
2020-11-27,78.7696,78.9298,77.3811,78.2623,633536.0
2020-11-28,78.7696,78.9298,77.3811,78.2623,633536.0
2020-11-29,78.7696,78.9298,77.3811,78.2623,633536.0
2020-11-30,78.2,78.6806,77.0251,77.8885,2331308.0
2020-12-01,78.2534,79.357,77.9241,78.5204,1776969.0
2020-12-02,78.2801,78.6183,77.5235,78.4581,1415145.0
2020-12-03,78.2,78.4136,76.9495,77.2654,997048.0
2020-12-04,76.9984,77.5502,75.3874,76.1351,1743409.0
2020-12-05,76.9984,77.5502,75.3874,76.1351,1743409.0
2020-12-06,76.9984,77.5502,75.3874,76.1351,1743409.0
2020-12-07,75.8235,77.5502,75.6633,77.2031,1464550.0
2020-12-08,76.6335,77.3145,76.1529,76.8827,850072.0
2020-12-09,76.8827,77.0429,75.9392,76.5623,945468.0
2020-12-10,76.7136,77.2921,75.7434,76.2686,1432356.0
2020-12-11,76.1084,76.6557,75.6811,76.3576,1221618.0
2020-12-12,76.1084,76.6557,75.6811,76.3576,1221618.0
2020-12-13,76.1084,76.6557,75.6811,76.3576,1221618.0
2020-12-14,76.9717,77.9775,76.0016,76.0639,1285429.0
2020-12-15,76.2686,77.5146,75.8324,77.1052,1330751.0
2020-12-16,77.4612,78.1377,75.9214,76.055,1872239.0
2020-12-17,76.5534,77.1052,76.0817,76.3487,1824747.0
2020-12-18,75.9659,76.9539,74.8534,75.3963,3406172.0
2020-12-19,75.9659,76.9539,74.8534,75.3963,3406172.0
2020-12-20,75.9659,76.9539,74.8534,75.3963,3406172.0
2020-12-21,74.7041,75.1611,73.6288,75.0087,1898121.0
2020-12-22,75.1969,75.4568,74.5338,74.8833,1920600.0
2020-12-23,75.4209,75.627,74.2829,74.3009,1609626.0
2020-12-24,74.5428,75.403,74.2068,75.403,697688.0
2020-12-25,74.5428,75.403,74.2068,75.403,697688.0
2020-12-26,74.5428,75.403,74.2068,75.403,697688.0
2020-12-27,74.5428,75.403,74.2068,75.403,697688.0
2020-12-28,75.86,76.2543,75.5285,76.2005,1255693.0
2020-12-29,76.6306,76.998,76.1109,76.3349,1221463.0
2020-12-30,75.9854,76.9084,75.9854,76.4604,838679.0
2020-12-31,76.5948,77.6073,76.1512,77.5177,1116970.0
2021-01-01,76.5948,77.6073,76.1512,77.5177,1116970.0
2021-01-02,76.5948,77.6073,76.1512,77.5177,1116970.0
2021-01-03,76.5948,77.6073,76.1512,77.5177,1116970.0
2021-01-04,77.6521,77.894,75.2238,75.7256,1744338.0
2021-01-05,75.5464,76.4156,75.4747,76.2722,2209194.0
2021-01-06,76.4872,80.4299,76.3528,79.8654,2920397.0
2021-01-07,79.8206,80.1611,78.9424,79.3457,1757598.0
2021-01-08,79.3277,81.0571,79.2247,80.9406,1621372.0
2021-01-09,79.3277,81.0571,79.2247,80.9406,1621372.0
2021-01-10,79.3277,81.0571,79.2247,80.9406,1621372.0
2021-01-11,80.3403,80.9406,79.5249,79.937,1401461.0
2021-01-12,79.8116,80.6449,79.2112,80.1879,1197628.0
2021-01-13,80.3761,82.6252,79.9493,80.7883,2092040.0
2021-01-14,80.7614,81.2632,78.0464,80.2596,2001573.0
2021-01-15,79.8922,80.7704,78.7498,79.3636,2065070.0
2021-01-16,79.8922,80.7704,78.7498,79.3636,2065070.0
2021-01-17,79.8922,80.7704,78.7498,79.3636,2065070.0
2021-01-18,79.8922,80.7704,78.7498,79.3636,2065070.0
2021-01-19,79.7489,79.9191,77.9747,78.0822,1739456.0
2021-01-20,77.5356,78.7274,77.1324,78.5123,1577655.0
2021-01-21,78.1718,78.4317,77.5087,78.0733,1086615.0
2021-01-22,77.5535,78.8618,77.1682,78.3242,1221024.0
2021-01-23,77.5535,78.8618,77.1682,78.3242,1221024.0
2021-01-24,77.5535,78.8618,77.1682,78.3242,1221024.0
2021-01-25,78.0464,80.9137,77.9568,80.9048,1546252.0
2021-01-26,80.6539,81.0571,79.6055,80.5464,1079483.0
2021-01-27,79.8564,81.4783,79.1485,79.3277,1981196.0
2021-01-28,79.498,81.7471,79.3457,79.8743,1464796.0
2021-01-29,79.3815,79.9639,78.2077,78.4048,2211804.0
2021-01-30,79.3815,79.9639,78.2077,78.4048,2211804.0
2021-01-31,79.3815,79.9639,78.2077,78.4048,2211804.0
2021-02-01,78.8887,79.4801,78.0016,78.6736,897119.0
2021-02-02,78.8976,79.9102,78.1539,79.0589,1035075.0
2021-02-03,78.8439,79.274,78.351,78.8528,770691.0
2021-02-04,78.7184,79.5786,77.9926,79.1037,942752.0
2021-02-05,79.2202,79.7847,78.6109,78.6736,1131487.0
2021-02-06,79.2202,79.7847,78.6109,78.6736,1131487.0
2021-02-07,79.2202,79.7847,78.6109,78.6736,1131487.0
2021-02-08,78.6915,78.6915,76.3618,76.6216,2119170.0
2021-02-09,76.9173,77.2041,75.4926,76.8277,1084760.0
2021-02-10,77.67,78.4496,76.8457,78.1987,1508712.0
2021-02-11,77.9836,78.3779,77.0889,77.2668,942565.0
2021-02-12,77.0607,77.1772,75.9944,76.317,1018955.0
2021-02-13,77.0607,77.1772,75.9944,76.317,1018955.0
2021-02-14,77.0607,77.1772,75.9944,76.317,1018955.0
2021-02-15,77.0607,77.1772,75.9944,76.317,1018955.0
2021-02-16,76.5589,76.5589,74.7713,75.17,1251587.0
2021-02-17,75.2507,75.7883,72.9837,73.7812,1729333.0
2021-02-18,73.136,74.2113,72.5804,73.9693,1488802.0
2021-02-19,73.9693,74.0141,72.688,72.9926,1490331.0
2021-02-20,73.9693,74.0141,72.688,72.9926,1490331.0
2021-02-21,73.9693,74.0141,72.688,72.9926,1490331.0
2021-02-22,73.1987,73.1987,69.6566,70.4747,2367539.0
2021-02-23,70.9407,72.3564,70.5733,71.8546,1752214.0
2021-02-24,71.8009,72.3564,70.86,71.783,1655461.0
2021-02-25,71.6575,72.446,71.5813,72.1862,1462289.0
2021-02-26,72.5536,73.8708,71.1736,71.2184,2347475.0
2021-02-27,72.5536,73.8708,71.1736,71.2184,2347475.0
2021-02-28,72.5536,73.8708,71.1736,71.2184,2347475.0
2021-03-01,71.7202,73.0016,71.6844,72.3385,1300898.0
2021-03-02,72.3116,72.7059,71.2543,72.3295,1456194.0
2021-03-03,71.8714,72.4582,69.1901,70.2193,1751668.0
