,WNC US Equity,WNC US Equity,WNC US Equity,WNC US Equity,WNC US Equity
2019-07-04,14.373,14.373,14.0371,14.2278,156456.0
2019-07-05,14.137,14.2822,14.0099,14.1279,218413.0
2019-07-06,14.137,14.2822,14.0099,14.1279,218413.0
2019-07-07,14.137,14.2822,14.0099,14.1279,218413.0
2019-07-08,14.0734,14.4184,14.0099,14.0734,305100.0
2019-07-09,13.9917,14.1097,13.6921,13.8283,310277.0
2019-07-10,13.91,14.0553,13.7102,13.801,234034.0
2019-07-11,13.801,13.8464,13.4651,13.6467,228696.0
2019-07-12,13.6921,14.0008,13.683,13.8918,327066.0
2019-07-13,13.6921,14.0008,13.683,13.8918,327066.0
2019-07-14,13.6921,14.0008,13.683,13.8918,327066.0
2019-07-15,13.91,13.9645,13.5831,13.7919,318092.0
2019-07-16,13.7012,14.0916,13.6467,13.8918,331459.0
2019-07-17,13.8101,13.8737,13.6558,13.7375,375769.0
2019-07-18,13.7102,13.7511,13.5286,13.7102,299811.0
2019-07-19,13.574,13.8827,13.2562,13.7829,611550.0
2019-07-20,13.574,13.8827,13.2562,13.7829,611550.0
2019-07-21,13.574,13.8827,13.2562,13.7829,611550.0
2019-07-22,13.7919,14.0553,13.7738,13.7829,388477.0
2019-07-23,13.8373,14.3276,13.8373,14.3186,269365.0
2019-07-24,14.1824,14.9087,14.1824,14.7544,544523.0
2019-07-25,14.6999,14.7544,14.2732,14.3276,483764.0
2019-07-26,14.3004,14.4548,14.1733,14.3912,195031.0
2019-07-27,14.3004,14.4548,14.1733,14.3912,195031.0
2019-07-28,14.3004,14.4548,14.1733,14.3912,195031.0
2019-07-29,14.3458,14.4638,14.1324,14.1461,282054.0
2019-07-30,13.9372,14.2595,13.7919,14.1733,312115.0
2019-07-31,15.0813,15.1448,14.3458,14.373,904636.0
2019-08-01,14.3821,14.5092,13.7284,13.8737,466594.0
2019-08-02,13.8101,13.9645,13.574,13.9009,282814.0
2019-08-03,13.8101,13.9645,13.574,13.9009,282814.0
2019-08-04,13.8101,13.9645,13.574,13.9009,282814.0
2019-08-05,13.5831,13.7193,13.4197,13.6648,712296.0
2019-08-06,13.7738,14.0008,13.6376,14.0008,466564.0
2019-08-07,13.7829,13.8383,13.5196,13.7829,242871.0
2019-08-08,13.8737,14.1551,13.8737,14.028,324592.0
2019-08-09,14.0099,14.0099,13.574,13.7012,287490.0
2019-08-10,14.0099,14.0099,13.574,13.7012,287490.0
2019-08-11,14.0099,14.0099,13.574,13.7012,287490.0
2019-08-12,13.6194,13.7465,13.4651,13.6013,325200.0
2019-08-13,13.5468,14.028,13.5377,13.5922,608154.0
2019-08-14,13.338,13.3924,12.8159,12.9203,455618.0
2019-08-15,12.9566,13.0293,12.7115,12.7115,393535.0
2019-08-16,12.775,12.9294,12.3937,12.7569,820878.0
2019-08-17,12.775,12.9294,12.3937,12.7569,820878.0
2019-08-18,12.775,12.9294,12.3937,12.7569,820878.0
2019-08-19,12.9294,13.0202,12.8431,12.8749,417949.0
2019-08-20,12.8113,12.8931,12.4391,12.4482,516138.0
2019-08-21,12.6025,13.0565,12.548,12.9839,690420.0
2019-08-22,13.0928,13.3834,12.7569,12.7841,510017.0
2019-08-23,12.6933,12.8477,12.1031,12.1395,574931.0
2019-08-24,12.6933,12.8477,12.1031,12.1395,574931.0
2019-08-25,12.6933,12.8477,12.1031,12.1395,574931.0
2019-08-26,12.2847,12.4754,12.1758,12.3574,1075472.0
2019-08-27,12.4482,12.4482,11.8943,11.9306,441577.0
2019-08-28,11.9034,12.2212,11.8307,12.1122,795522.0
2019-08-29,12.3029,12.5208,12.3029,12.4482,214041.0
2019-08-30,12.539,12.6298,12.3301,12.3846,193869.0
2019-08-31,12.539,12.6298,12.3301,12.3846,193869.0
2019-09-01,12.539,12.6298,12.3301,12.3846,193869.0
2019-09-02,12.539,12.6298,12.3301,12.3846,193869.0
2019-09-03,12.2575,12.312,11.9608,12.1213,420173.0
2019-09-04,12.3664,12.4391,11.9488,11.9669,323602.0
2019-09-05,12.203,12.5934,12.1485,12.5117,589974.0
2019-09-06,12.5117,12.6538,12.3755,12.4572,345338.0
2019-09-07,12.5117,12.6538,12.3755,12.4572,345338.0
2019-09-08,12.5117,12.6538,12.3755,12.4572,345338.0
2019-09-09,12.548,13.1019,12.539,13.0565,326312.0
2019-09-10,12.9929,13.4015,12.9929,13.338,455538.0
2019-09-11,13.3198,13.6285,13.1019,13.6104,614425.0
2019-09-12,13.5377,13.6104,13.2426,13.347,588101.0
2019-09-13,13.4651,13.5196,13.1927,13.2381,648503.0
2019-09-14,13.4651,13.5196,13.1927,13.2381,648503.0
2019-09-15,13.4651,13.5196,13.1927,13.2381,648503.0
2019-09-16,13.1745,13.6467,13.1745,13.5559,342160.0
2019-09-17,13.4923,13.6648,13.3016,13.6285,291104.0
2019-09-18,13.574,13.574,13.3289,13.4469,368779.0
2019-09-19,13.4378,13.6921,13.4288,13.4469,349855.0
2019-09-20,13.4197,13.6194,13.4106,13.456,1007756.0
2019-09-21,13.4197,13.6194,13.4106,13.456,1007756.0
2019-09-22,13.4197,13.6194,13.4106,13.456,1007756.0
2019-09-23,13.2835,13.6013,13.2653,13.4923,224054.0
2019-09-24,13.4923,13.6015,13.2562,13.2653,443255.0
2019-09-25,13.1836,13.5922,13.1473,13.5468,280264.0
2019-09-26,13.5559,13.6194,13.397,13.5286,341106.0
2019-09-27,13.6013,13.7012,13.2018,13.2199,339181.0
2019-09-28,13.6013,13.7012,13.2018,13.2199,339181.0
2019-09-29,13.6013,13.7012,13.2018,13.2199,339181.0
2019-09-30,13.2926,13.4106,13.1309,13.1745,376646.0
2019-10-01,13.2472,13.5468,12.5753,12.6661,373096.0
2019-10-02,12.5382,12.5748,12.1273,12.3647,422663.0
2019-10-03,12.3099,12.4104,12.0725,12.3739,262196.0
2019-10-04,12.383,12.4834,12.3145,12.4743,207715.0
2019-10-05,12.383,12.4834,12.3145,12.4743,207715.0
2019-10-06,12.383,12.4834,12.3145,12.4743,207715.0
2019-10-07,12.4195,12.6661,12.3282,12.383,298030.0
2019-10-08,12.1821,12.3419,12.0999,12.1729,279453.0
2019-10-09,12.2917,12.3282,11.9903,12.0725,350297.0
2019-10-10,11.9538,12.2734,11.9355,12.0725,361892.0
2019-10-11,12.3008,12.6022,12.3008,12.4104,367593.0
2019-10-12,12.3008,12.6022,12.3008,12.4104,367593.0
2019-10-13,12.3008,12.6022,12.3008,12.4104,367593.0
2019-10-14,12.2734,12.6022,12.1729,12.5291,350076.0
2019-10-15,12.6113,12.8944,12.4926,12.7757,355926.0
2019-10-16,12.7026,13.1409,12.7026,12.8944,547380.0
2019-10-17,13.0131,13.3236,12.94,13.2962,245134.0
2019-10-18,13.2049,13.3875,13.1775,13.2049,199515.0
2019-10-19,13.2049,13.3875,13.1775,13.2049,199515.0
2019-10-20,13.2049,13.3875,13.1775,13.2049,199515.0
2019-10-21,13.3236,13.6158,13.3236,13.4058,345568.0
2019-10-22,13.3692,13.698,13.3053,13.561,472026.0
2019-10-23,13.5427,13.698,13.4149,13.6889,330289.0
2019-10-24,13.698,13.698,13.4332,13.5701,278453.0
2019-10-25,13.5519,13.6523,13.488,13.4971,441827.0
2019-10-26,13.5519,13.6523,13.488,13.4971,441827.0
2019-10-27,13.5519,13.6523,13.488,13.4971,441827.0
2019-10-28,13.5701,13.9902,13.5701,13.8806,487683.0
2019-10-29,13.771,13.9172,13.698,13.8624,313538.0
2019-10-30,13.835,13.8806,13.3144,13.3875,556968.0
2019-10-31,13.3053,13.3053,12.8396,13.0222,302914.0
2019-11-01,13.0953,13.2049,12.9309,13.1683,391011.0
2019-11-02,13.0953,13.2049,12.9309,13.1683,391011.0
2019-11-03,13.0953,13.2049,12.9309,13.1683,391011.0
2019-11-04,13.3601,13.5519,13.2414,13.5519,492199.0
2019-11-05,13.6158,13.6889,13.5336,13.6249,541647.0
2019-11-06,13.6432,14.5107,13.2231,13.7528,663354.0
2019-11-07,13.8076,14.5107,13.7813,14.2916,1023328.0
2019-11-08,14.3372,14.3464,13.6706,13.8441,542249.0
2019-11-09,14.3372,14.3464,13.6706,13.8441,542249.0
2019-11-10,14.3372,14.3464,13.6706,13.8441,542249.0
2019-11-11,13.7345,14.1089,13.7345,14.0267,447234.0
2019-11-12,13.9993,14.0541,13.8258,13.9993,380790.0
2019-11-13,13.8258,13.9765,13.698,13.835,254803.0
2019-11-14,13.8258,13.9537,13.5884,13.6067,308376.0
2019-11-15,13.7528,13.9537,13.7117,13.7893,340729.0
2019-11-16,13.7528,13.9537,13.7117,13.7893,340729.0
2019-11-17,13.7528,13.9537,13.7117,13.7893,340729.0
2019-11-18,13.698,13.9035,13.5519,13.7984,205167.0
2019-11-19,13.8624,13.9902,13.7802,13.908,232166.0
2019-11-20,13.8076,13.9446,13.6523,13.7071,334461.0
2019-11-21,14.1911,14.2185,13.9811,14.0907,471061.0
2019-11-22,14.255,14.4057,14.0815,14.2824,372790.0
2019-11-23,14.255,14.4057,14.0815,14.2824,372790.0
2019-11-24,14.255,14.4057,14.0815,14.2824,372790.0
2019-11-25,14.319,14.7664,14.2459,14.6934,394877.0
2019-11-26,14.6842,14.7756,14.4833,14.4925,317121.0
2019-11-27,14.5107,14.6934,14.3829,14.4377,342839.0
2019-11-28,14.5107,14.6934,14.3829,14.4377,342839.0
2019-11-29,14.3829,14.4194,14.3098,14.3829,127766.0
2019-11-30,14.3829,14.4194,14.3098,14.3829,127766.0
2019-12-01,14.3829,14.4194,14.3098,14.3829,127766.0
2019-12-02,14.4103,14.5747,13.972,14.0176,416317.0
2019-12-03,13.8715,13.9902,13.6752,13.7528,384401.0
2019-12-04,13.9446,14.2003,13.9446,13.9993,307200.0
2019-12-05,14.0633,14.2368,14.045,14.1637,305682.0
2019-12-06,14.4012,14.5016,14.2733,14.3007,323378.0
2019-12-07,14.4012,14.5016,14.2733,14.3007,323378.0
2019-12-08,14.4012,14.5016,14.2733,14.3007,323378.0
2019-12-09,14.2824,14.4103,14.2003,14.2824,380969.0
2019-12-10,14.1637,14.3464,14.0907,14.3281,315977.0
2019-12-11,14.392,14.5381,14.2733,14.4833,264067.0
2019-12-12,14.4103,14.7664,14.392,14.666,413958.0
2019-12-13,14.5929,14.6842,14.2459,14.2916,405819.0
2019-12-14,14.5929,14.6842,14.2459,14.2916,405819.0
2019-12-15,14.5929,14.6842,14.2459,14.2916,405819.0
2019-12-16,14.4925,14.5655,14.0724,14.0907,243223.0
2019-12-17,14.0085,14.2185,13.9993,14.1911,281301.0
2019-12-18,14.2368,14.4103,14.182,14.3646,284442.0
2019-12-19,14.3555,14.3738,13.6158,13.6523,298040.0
2019-12-20,13.7437,13.7437,12.9674,13.3692,1237486.0
2019-12-21,13.7437,13.7437,12.9674,13.3692,1237486.0
2019-12-22,13.7437,13.7437,12.9674,13.3692,1237486.0
2019-12-23,13.3692,13.4697,13.2597,13.424,377718.0
2019-12-24,13.424,13.4697,13.3144,13.4058,102108.0
2019-12-25,13.424,13.4697,13.3144,13.4058,102108.0
2019-12-26,13.4058,13.424,13.0907,13.1409,231181.0
2019-12-27,13.2323,13.2414,13.0588,13.1866,272793.0
2019-12-28,13.2323,13.2414,13.0588,13.1866,272793.0
2019-12-29,13.2323,13.2414,13.0588,13.1866,272793.0
2019-12-30,13.059,13.4606,13.059,13.2323,469663.0
2019-12-31,13.2782,13.5307,13.2782,13.4894,532802.0
2020-01-01,13.2782,13.5307,13.2782,13.4894,532802.0
2020-01-02,13.7006,13.7281,13.2598,13.37,461674.0
2020-01-03,13.1312,13.4159,13.1037,13.37,365706.0
2020-01-04,13.1312,13.4159,13.1037,13.37,365706.0
2020-01-05,13.1312,13.4159,13.1037,13.37,365706.0
2020-01-06,13.1863,13.3608,13.1221,13.3057,289461.0
2020-01-07,13.2139,13.3516,13.0211,13.1221,279204.0
2020-01-08,13.0853,13.2782,13.0853,13.168,232588.0
2020-01-09,13.2414,13.269,12.9751,13.0486,323957.0
2020-01-10,13.0302,13.0302,12.7318,12.8007,366736.0
2020-01-11,13.0302,13.0302,12.7318,12.8007,366736.0
2020-01-12,13.0302,13.0302,12.7318,12.8007,366736.0
2020-01-13,12.617,12.6721,11.9742,12.6078,1304880.0
2020-01-14,12.516,12.5619,12.3324,12.4885,632579.0
2020-01-15,12.3875,12.4218,12.011,12.0844,926086.0
2020-01-16,12.2038,12.3415,12.1212,12.3048,702488.0
2020-01-17,12.3783,12.3875,11.9972,12.1395,528145.0
2020-01-18,12.3783,12.3875,11.9972,12.1395,528145.0
2020-01-19,12.3783,12.3875,11.9972,12.1395,528145.0
2020-01-20,12.3783,12.3875,11.9972,12.1395,528145.0
2020-01-21,12.0477,12.1487,11.4875,11.5335,984273.0
2020-01-22,11.561,11.6574,11.1845,11.3774,764124.0
2020-01-23,11.3774,11.4692,11.0835,11.46,820112.0
2020-01-24,11.46,11.46,11.1202,11.2763,776509.0
2020-01-25,11.46,11.46,11.1202,11.2763,776509.0
2020-01-26,11.46,11.46,11.1202,11.2763,776509.0
2020-01-27,10.9458,11.1019,10.7897,10.8539,1010432.0
2020-01-28,10.9641,11.0927,10.9274,11.056,758788.0
2020-01-29,11.0743,11.157,10.8264,11.0009,1197241.0
2020-01-30,10.8815,11.0651,10.8264,11.056,868840.0
2020-01-31,11.0192,11.0192,10.5325,10.6519,847108.0
2020-02-01,11.0192,11.0192,10.5325,10.6519,847108.0
2020-02-02,11.0192,11.0192,10.5325,10.6519,847108.0
2020-02-03,10.7529,10.8218,10.6519,10.7346,737557.0
2020-02-04,10.9458,11.1019,10.7713,10.9641,1029864.0
2020-02-05,11.1111,11.3865,11.0651,11.2212,478311.0
2020-02-06,11.3039,11.3957,11.0146,11.1202,412013.0
2020-02-07,11.01,11.0376,10.6887,10.7897,559798.0
2020-02-08,11.01,11.0376,10.6887,10.7897,559798.0
2020-02-09,11.01,11.0376,10.6887,10.7897,559798.0
2020-02-10,10.7346,10.808,10.606,10.6887,657675.0
2020-02-11,10.7988,11.1662,10.7988,10.9366,990981.0
2020-02-12,11.056,12.2773,10.8167,11.4233,1783927.0
2020-02-13,11.2488,11.6987,11.2488,11.5977,927768.0
2020-02-14,11.5886,11.6069,11.3544,11.4416,784822.0
2020-02-15,11.5886,11.6069,11.3544,11.4416,784822.0
2020-02-16,11.5886,11.6069,11.3544,11.4416,784822.0
2020-02-17,11.5886,11.6069,11.3544,11.4416,784822.0
2020-02-18,11.4416,11.662,11.3865,11.5335,841660.0
2020-02-19,11.4967,11.6345,11.3498,11.4141,1039897.0
2020-02-20,11.3682,11.5059,11.2396,11.4508,728381.0
2020-02-21,11.3682,11.5059,11.2855,11.4233,552607.0
2020-02-22,11.3682,11.5059,11.2855,11.4233,552607.0
2020-02-23,11.3682,11.5059,11.2855,11.4233,552607.0
2020-02-24,10.9825,11.0009,10.6703,10.7529,653590.0
2020-02-25,10.8172,10.8172,10.4407,10.606,703984.0
2020-02-26,10.6978,10.6978,10.2846,10.3397,1082425.0
2020-02-27,10.101,10.404,9.7428,10.1101,1476077.0
2020-02-28,9.7887,10.2754,9.7428,10.0826,1068221.0
2020-02-29,9.7887,10.2754,9.7428,10.0826,1068221.0
2020-03-01,9.7887,10.2754,9.7428,10.0826,1068221.0
2020-03-02,10.101,10.1561,9.9449,10.101,548809.0
2020-03-03,10.101,10.4315,9.6969,9.9081,1440965.0
2020-03-04,10.0275,10.2571,9.6051,10.202,759915.0
2020-03-05,9.8438,9.9081,9.651,9.7153,797136.0
2020-03-06,9.4123,9.8071,9.4077,9.7428,1049041.0
2020-03-07,9.4123,9.8071,9.4077,9.7428,1049041.0
2020-03-08,9.4123,9.8071,9.4077,9.7428,1049041.0
2020-03-09,9.348,9.3572,9.0587,9.2286,1376157.0
2020-03-10,9.5867,9.5867,8.4022,8.8337,1048928.0
2020-03-11,8.5766,8.7878,8.4022,8.4664,688920.0
2020-03-12,7.842,8.0624,7.1717,7.2084,1492198.0
2020-03-13,7.6584,7.9889,7.1625,7.9798,922794.0
