,WASH US Equity,WASH US Equity,WASH US Equity,WASH US Equity,WASH US Equity
2020-04-02,27.0738,28.4271,26.4252,28.1869,61744.0
2020-04-03,27.8025,28.4624,25.6405,26.217,65592.0
2020-04-04,27.8025,28.4624,25.6405,26.217,65592.0
2020-04-05,27.8025,28.4624,25.6405,26.217,65592.0
2020-04-06,27.29,27.6736,25.9768,27.3701,71183.0
2020-04-07,28.5232,28.8996,26.257,27.3781,125851.0
2020-04-08,27.7224,28.8835,27.242,28.6673,69333.0
2020-04-09,29.412,31.1175,28.0708,31.0856,83827.0
2020-04-10,29.412,31.1175,28.0708,31.0856,83827.0
2020-04-11,29.412,31.1175,28.0708,31.0856,83827.0
2020-04-12,29.412,31.1175,28.0708,31.0856,83827.0
2020-04-13,30.8134,30.8174,28.4431,28.7554,85643.0
2020-04-14,29.7884,30.7253,27.9467,28.7234,67850.0
2020-04-15,27.5303,27.892,26.6814,26.9537,49171.0
2020-04-16,26.7535,27.258,25.128,25.7045,120006.0
2020-04-17,26.225,27.246,26.225,26.6654,127237.0
2020-04-18,26.225,27.246,26.225,26.6654,127237.0
2020-04-19,26.225,27.246,26.225,26.6654,127237.0
2020-04-20,25.9447,26.3852,24.8717,25.9447,124989.0
2020-04-21,25.0319,26.0248,24.8637,25.9447,91712.0
2020-04-22,26.0889,26.1129,25.3045,25.5604,83910.0
2020-04-23,25.5203,26.3371,25.5203,25.8086,93830.0
2020-04-24,25.7926,26.265,25.7285,26.225,81434.0
2020-04-25,25.7926,26.265,25.7285,26.225,81434.0
2020-04-26,25.7926,26.265,25.7285,26.225,81434.0
2020-04-27,26.4252,27.6984,26.4172,27.0178,199639.0
2020-04-28,29.2439,29.2439,27.8786,28.2269,172968.0
2020-04-29,29.1398,29.5161,28.4752,29.2919,225959.0
2020-04-30,28.7955,28.7955,27.3701,28.0347,97877.0
2020-05-01,27.1539,27.5142,26.1609,26.9617,100249.0
2020-05-02,27.1539,27.5142,26.1609,26.9617,100249.0
2020-05-03,27.1539,27.5142,26.1609,26.9617,100249.0
2020-05-04,26.3451,26.9937,26.0649,26.8576,78736.0
2020-05-05,27.3781,27.5623,25.6244,25.7205,77487.0
2020-05-06,25.7926,26.201,24.9598,25.2241,73188.0
2020-05-07,25.8487,26.0488,25.12,25.2961,98542.0
2020-05-08,25.8567,26.3691,25.2,26.1209,92478.0
2020-05-09,25.8567,26.3691,25.2,26.1209,92478.0
2020-05-10,25.8567,26.3691,25.2,26.1209,92478.0
2020-05-11,25.7125,25.8567,24.8317,25.0719,73265.0
2020-05-12,25.0799,25.2481,23.4223,23.5585,89754.0
2020-05-13,23.2542,23.2542,21.7808,22.7577,110521.0
2020-05-14,22.2132,22.8057,21.5566,22.6936,117058.0
2020-05-15,22.3413,22.6216,22.2612,22.4134,135435.0
2020-05-16,22.3413,22.6216,22.2612,22.4134,135435.0
2020-05-17,22.3413,22.6216,22.2612,22.4134,135435.0
2020-05-18,23.2542,23.9268,23.086,23.7907,236660.0
2020-05-19,23.6225,24.079,22.8698,22.9579,93266.0
2020-05-20,23.2942,24.3913,23.2942,24.103,144563.0
2020-05-21,23.9508,24.3432,23.8948,23.9108,67654.0
2020-05-22,23.9428,24.0229,23.6666,23.9909,62048.0
2020-05-23,23.9428,24.0229,23.6666,23.9909,62048.0
2020-05-24,23.9428,24.0229,23.6666,23.9909,62048.0
2020-05-25,23.9428,24.0229,23.6666,23.9909,62048.0
2020-05-26,25.2881,25.6244,24.5434,25.4563,152911.0
2020-05-27,26.209,27.3781,25.9207,26.9777,144542.0
2020-05-28,27.3861,27.3861,26.241,26.3852,115682.0
2020-05-29,25.9928,25.9928,25.3602,25.6004,96359.0
2020-05-30,25.9928,25.9928,25.3602,25.6004,96359.0
2020-05-31,25.9928,25.9928,25.3602,25.6004,96359.0
2020-06-01,25.6565,26.0248,25.2321,25.3522,98099.0
2020-06-02,25.4162,26.0088,25.2641,25.6084,80081.0
2020-06-03,26.1289,27.0258,26.1289,26.4893,103709.0
2020-06-04,26.225,26.9297,26.0925,26.7455,95123.0
2020-06-05,28.7714,28.7714,27.5943,28.267,135505.0
2020-06-06,28.7714,28.7714,27.5943,28.267,135505.0
2020-06-07,28.7714,28.7714,27.5943,28.267,135505.0
2020-06-08,29.1238,29.1238,28.1829,28.7875,85353.0
2020-06-09,28.291,28.7794,28.1211,28.4111,111789.0
2020-06-10,28.299,28.4832,27.0418,27.0498,71721.0
2020-06-11,25.5043,25.7846,24.5354,24.7676,127746.0
2020-06-12,25.3602,25.6244,24.6235,25.3762,83046.0
2020-06-13,25.3602,25.6244,24.6235,25.3762,83046.0
2020-06-14,25.3602,25.6244,24.6235,25.3762,83046.0
2020-06-15,24.5594,25.4403,24.4193,25.2401,179024.0
2020-06-16,26.249,27.1859,25.9207,26.7695,145136.0
2020-06-17,26.7135,26.7135,25.2321,25.8246,118375.0
2020-06-18,25.4643,26.185,25.4643,26.0408,107067.0
2020-06-19,26.3291,26.5227,25.5364,25.9848,162140.0
2020-06-20,26.3291,26.5227,25.5364,25.9848,162140.0
2020-06-21,26.3291,26.5227,25.5364,25.9848,162140.0
2020-06-22,25.7045,26.225,25.5844,26.1209,130448.0
2020-06-23,26.4412,26.6254,26.1209,26.3211,130968.0
2020-06-24,25.9928,26.0248,25.5924,25.6965,145391.0
2020-06-25,25.4723,26.225,25.4723,26.201,148365.0
2020-06-26,25.8807,25.8807,24.7436,25.3041,736773.0
2020-06-27,25.8807,25.8807,24.7436,25.3041,736773.0
2020-06-28,25.8807,25.8807,24.7436,25.3041,736773.0
2020-06-29,25.5764,26.225,25.4803,26.0248,110949.0
2020-06-30,26.1387,26.8465,26.1306,26.6431,143115.0
2020-07-01,26.7489,26.9034,25.7401,25.8946,103682.0
2020-07-02,26.3665,26.7651,25.6669,25.7563,68041.0
2020-07-03,26.3665,26.7651,25.6669,25.7563,68041.0
2020-07-04,26.3665,26.7651,25.6669,25.7563,68041.0
2020-07-05,26.3665,26.7651,25.6669,25.7563,68041.0
2020-07-06,26.4072,26.6431,25.4147,25.675,65971.0
2020-07-07,25.3252,25.5204,24.6255,24.7557,86851.0
2020-07-08,24.6581,25.073,24.1944,24.4628,105315.0
2020-07-09,24.3327,24.7069,23.3239,23.4703,80471.0
2020-07-10,23.4947,24.414,23.4907,24.3571,139186.0
2020-07-11,23.4947,24.414,23.4907,24.3571,139186.0
2020-07-12,23.4947,24.414,23.4907,24.3571,139186.0
2020-07-13,24.6255,25.3089,24.231,24.8533,126092.0
2020-07-14,24.8696,25.016,24.4344,24.7232,67361.0
2020-07-15,25.1787,25.8296,25.0404,25.5936,123759.0
2020-07-16,25.3496,26.1631,25.2194,25.5774,105821.0
2020-07-17,25.5611,25.6299,24.9916,25.1787,67119.0
2020-07-18,25.5611,25.6299,24.9916,25.1787,67119.0
2020-07-19,25.5611,25.6299,24.9916,25.1787,67119.0
2020-07-20,25.0404,25.1705,24.4384,24.8127,72982.0
2020-07-21,26.2526,28.2946,25.6521,28.2051,137729.0
2020-07-22,27.9691,28.2051,27.481,27.7251,101536.0
2020-07-23,27.6275,28.3271,27.6275,27.9122,107460.0
2020-07-24,27.8715,28.1563,27.2288,27.2614,86302.0
2020-07-25,27.8715,28.1563,27.2288,27.2614,86302.0
2020-07-26,27.8715,28.1563,27.2288,27.2614,86302.0
2020-07-27,27.1231,27.1231,26.3014,26.578,163175.0
2020-07-28,26.3828,26.9929,26.3828,26.757,66333.0
2020-07-29,26.7814,27.4322,26.4397,27.3021,52796.0
2020-07-30,26.7733,26.8872,26.5292,26.7407,71839.0
2020-07-31,26.5536,27.1475,26.5536,27.1231,104391.0
2020-08-01,26.5536,27.1475,26.5536,27.1231,104391.0
2020-08-02,26.5536,27.1475,26.5536,27.1231,104391.0
2020-08-03,27.18,27.8146,26.8221,27.237,92657.0
2020-08-04,27.3915,27.3915,26.7407,26.9604,54790.0
2020-08-05,27.2532,27.4566,26.9034,27.4078,58495.0
2020-08-06,27.4159,27.8715,27.4159,27.5787,39084.0
2020-08-07,27.5461,29.0023,27.5054,29.0023,50026.0
2020-08-08,27.5461,29.0023,27.5054,29.0023,50026.0
2020-08-09,27.5461,29.0023,27.5054,29.0023,50026.0
2020-08-10,29.043,29.8647,28.7908,28.8966,83345.0
2020-08-11,29.4172,30.0762,29.1326,29.2627,99033.0
2020-08-12,29.7345,29.7915,28.62,29.1894,58329.0
2020-08-13,28.9291,29.0837,28.3027,28.4003,59987.0
2020-08-14,28.1481,28.7623,27.6763,28.7257,83432.0
2020-08-15,28.1481,28.7623,27.6763,28.7257,83432.0
2020-08-16,28.1481,28.7623,27.6763,28.7257,83432.0
2020-08-17,28.7176,28.7989,28.2376,28.4491,37705.0
2020-08-18,28.384,28.384,27.5624,27.8308,54723.0
2020-08-19,27.8471,28.4085,27.7576,27.9122,51828.0
2020-08-20,27.66,27.8227,26.8627,27.3671,39503.0
2020-08-21,27.3102,27.7251,26.7733,27.0905,47648.0
2020-08-22,27.3102,27.7251,26.7733,27.0905,47648.0
2020-08-23,27.3102,27.7251,26.7733,27.0905,47648.0
2020-08-24,27.2776,27.9041,26.9522,27.9041,34967.0
2020-08-25,28.1237,28.2457,27.5624,27.7739,30443.0
2020-08-26,27.7007,27.7007,27.001,27.1312,40160.0
2020-08-27,27.1882,28.1074,27.1882,27.6356,26850.0
2020-08-28,27.9529,27.9529,27.058,27.4566,43427.0
2020-08-29,27.9529,27.9529,27.058,27.4566,43427.0
2020-08-30,27.9529,27.9529,27.058,27.4566,43427.0
2020-08-31,27.3997,27.538,27.1231,27.1556,74714.0
2020-09-01,27.1393,27.5136,26.8709,27.0743,53600.0
2020-09-02,26.9929,27.538,26.8709,27.359,51312.0
2020-09-03,27.4566,28.1563,27.058,27.3834,58413.0
2020-09-04,27.9447,28.319,27.3036,27.6356,53176.0
2020-09-05,27.9447,28.319,27.3036,27.6356,53176.0
2020-09-06,27.9447,28.319,27.3036,27.6356,53176.0
2020-09-07,27.9447,28.319,27.3036,27.6356,53176.0
2020-09-08,27.5217,27.5705,26.8383,27.2614,64006.0
2020-09-09,27.4729,27.5868,27.0173,27.0499,43187.0
2020-09-10,27.7576,28.2498,26.8811,26.9848,70420.0
2020-09-11,27.0661,27.1963,26.8465,26.9685,60479.0
2020-09-12,27.0661,27.1963,26.8465,26.9685,60479.0
2020-09-13,27.0661,27.1963,26.8465,26.9685,60479.0
2020-09-14,27.0499,28.083,27.0499,27.9122,72545.0
2020-09-15,27.9203,27.9936,27.3997,27.4404,50551.0
2020-09-16,27.3997,28.0424,27.2207,27.5136,47932.0
2020-09-17,27.2939,27.5298,27.0743,27.3915,76412.0
2020-09-18,27.3915,27.7129,27.0092,27.1638,118606.0
2020-09-19,27.3915,27.7129,27.0092,27.1638,118606.0
2020-09-20,27.3915,27.7129,27.0092,27.1638,118606.0
2020-09-21,26.7407,27.1393,25.4797,25.7157,116942.0
2020-09-22,25.8458,26.0899,25.1462,25.3903,65676.0
2020-09-23,25.553,26.1143,24.7801,24.8208,89585.0
2020-09-24,24.9754,25.6913,24.8128,25.073,47970.0
2020-09-25,25.016,25.5204,24.9591,25.2682,54298.0
2020-09-26,25.016,25.5204,24.9591,25.2682,54298.0
2020-09-27,25.016,25.5204,24.9591,25.2682,54298.0
2020-09-28,25.6425,26.0736,25.5338,25.618,57055.0
2020-09-29,25.618,25.74,25.1381,25.5855,89237.0
2020-09-30,25.7013,26.0486,25.2216,25.354,79266.0
2020-10-01,25.2299,25.5946,24.8164,25.4201,63082.0
2020-10-02,24.8164,26.0734,24.8164,26.032,60384.0
2020-10-03,24.8164,26.0734,24.8164,26.032,60384.0
2020-10-04,24.8164,26.0734,24.8164,26.032,60384.0
2020-10-05,26.2636,26.8424,26.2636,26.8094,53236.0
2020-10-06,26.9996,27.7893,26.9251,26.983,51828.0
2020-10-07,26.4538,28.0002,26.4538,27.8513,71002.0
2020-10-08,28.2152,28.4302,27.8679,28.3309,68971.0
2020-10-09,28.4384,28.4384,28.0167,28.0994,68161.0
2020-10-10,28.4384,28.4384,28.0167,28.0994,68161.0
2020-10-11,28.4384,28.4384,28.0167,28.0994,68161.0
2020-10-12,28.0498,28.4384,27.843,28.3144,47014.0
2020-10-13,28.0332,28.0332,27.0823,27.2063,34229.0
2020-10-14,27.0326,27.4337,26.5861,26.6523,29290.0
2020-10-15,26.3132,27.4957,26.3132,27.4875,42621.0
2020-10-16,27.2642,27.6198,26.8424,27.4875,46514.0
2020-10-17,27.2642,27.6198,26.8424,27.4875,46514.0
2020-10-18,27.2642,27.6198,26.8424,27.4875,46514.0
2020-10-19,27.4296,27.934,27.2311,27.289,49865.0
2020-10-20,27.5619,28.5749,27.5619,28.2152,59007.0
2020-10-21,27.6198,28.5104,27.6198,28.2648,60021.0
2020-10-22,28.2731,29.439,28.2731,29.2736,48799.0
2020-10-23,29.3398,29.8608,27.7769,29.6954,55394.0
2020-10-24,29.3398,29.8608,27.7769,29.6954,55394.0
2020-10-25,29.3398,29.8608,27.7769,29.6954,55394.0
2020-10-26,29.4556,29.8939,28.9759,29.8442,67028.0
2020-10-27,29.6375,30.0799,28.6865,28.6948,61488.0
2020-10-28,28.0663,28.8023,27.5371,27.5371,67093.0
2020-10-29,27.198,27.8017,26.7457,27.7107,81423.0
2020-10-30,27.504,28.0252,27.504,27.9257,59658.0
2020-10-31,27.504,28.0252,27.504,27.9257,59658.0
2020-11-01,27.504,28.0252,27.504,27.9257,59658.0
2020-11-02,28.4054,28.6286,27.8017,28.3392,82570.0
2020-11-03,28.7692,29.1355,28.3888,28.7527,78306.0
2020-11-04,28.2317,28.4632,26.9996,27.1071,89939.0
2020-11-05,27.1319,28.6452,27.1319,28.4136,82279.0
2020-11-06,28.7196,28.7196,27.4957,27.628,49354.0
2020-11-07,28.7196,28.7196,27.4957,27.628,49354.0
2020-11-08,28.7196,28.7196,27.4957,27.628,49354.0
2020-11-09,29.5631,32.1018,29.5631,30.7787,91897.0
2020-11-10,31.0929,32.5731,31.0929,32.2424,69807.0
2020-11-11,32.4574,32.4574,31.0929,31.4568,103309.0
2020-11-12,31.0102,32.4491,29.869,30.2329,59642.0
2020-11-13,30.5471,31.3245,30.4396,31.0598,59162.0
2020-11-14,30.5471,31.3245,30.4396,31.0598,59162.0
2020-11-15,30.5471,31.3245,30.4396,31.0598,59162.0
2020-11-16,32.0356,33.1437,31.5643,33.1437,74386.0
2020-11-17,32.631,33.3339,32.2176,33.2264,67227.0
2020-11-18,33.243,33.6233,32.3333,32.3912,56189.0
2020-11-19,32.2506,32.5442,31.4485,32.2341,52691.0
2020-11-20,31.7297,32.3912,31.4898,32.3664,64068.0
2020-11-21,31.7297,32.3912,31.4898,32.3664,64068.0
2020-11-22,31.7297,32.3912,31.4898,32.3664,64068.0
2020-11-23,32.5897,33.4497,32.5649,32.9783,72498.0
2020-11-24,33.367,35.1077,33.0031,34.872,80079.0
2020-11-25,34.1526,34.5247,33.9459,34.2436,54499.0
2020-11-26,34.1526,34.5247,33.9459,34.2436,54499.0
2020-11-27,34.2353,34.4627,33.1603,33.797,31273.0
2020-11-28,34.2353,34.4627,33.1603,33.797,31273.0
2020-11-29,34.2353,34.4627,33.1603,33.797,31273.0
2020-11-30,32.8212,33.7308,32.3995,32.5152,66950.0
2020-12-01,33.3463,34.2601,32.3333,33.0528,79047.0
2020-12-02,33.5489,34.3593,33.2512,34.2601,92872.0
2020-12-03,34.4668,34.8224,33.8301,34.4586,48209.0
2020-12-04,34.9795,35.6659,34.533,35.4261,71552.0
2020-12-05,34.9795,35.6659,34.533,35.4261,71552.0
2020-12-06,34.9795,35.6659,34.533,35.4261,71552.0
2020-12-07,34.9423,36.1372,34.9423,36.0215,57435.0
2020-12-08,35.6493,36.6086,35.6411,36.4763,79412.0
2020-12-09,36.8071,37.161,36.1538,36.5507,56090.0
2020-12-10,36.2365,36.7244,36.1372,36.6665,62897.0
2020-12-11,36.3026,37.3777,36.2117,36.9642,78897.0
2020-12-12,36.3026,37.3777,36.2117,36.9642,78897.0
2020-12-13,36.3026,37.3777,36.2117,36.9642,78897.0
2020-12-14,37.419,37.8201,36.9146,37.3859,83024.0
2020-12-15,37.7498,38.37,37.419,38.2377,79468.0
2020-12-16,38.585,38.585,37.8573,37.973,150957.0
2020-12-17,36.8236,38.1302,36.8236,37.8821,98332.0
2020-12-18,38.0557,38.3328,36.8071,37.2288,261822.0
2020-12-19,38.0557,38.3328,36.8071,37.2288,261822.0
2020-12-20,38.0557,38.3328,36.8071,37.2288,261822.0
2020-12-21,37.1048,37.2123,36.1372,36.5342,67023.0
2020-12-22,36.7905,36.8939,35.8065,35.8478,45035.0
2020-12-23,36.253,36.7326,36.0463,36.7078,42134.0
2020-12-24,37.6051,37.6051,36.1372,36.6334,27045.0
2020-12-25,37.6051,37.6051,36.1372,36.6334,27045.0
2020-12-26,37.6051,37.6051,36.1372,36.6334,27045.0
2020-12-27,37.6051,37.6051,36.1372,36.6334,27045.0
2020-12-28,37.1544,37.7746,36.6996,37.4107,86874.0
2020-12-29,37.3198,37.6753,36.8319,37.0303,55098.0
2020-12-30,36.683,37.8002,36.683,37.6505,63940.0
2020-12-31,38.0228,38.0228,37.1198,37.4749,55778.0
2021-01-01,38.0228,38.0228,37.1198,37.4749,55778.0
2021-01-02,38.0228,38.0228,37.1198,37.4749,55778.0
2021-01-03,38.0228,38.0228,37.1198,37.4749,55778.0
2021-01-04,38.1106,38.1106,36.5045,37.1821,55344.0
2021-01-05,37.4259,37.8095,36.8935,37.3243,58102.0
2021-01-06,38.303,40.319,37.6422,39.7585,94126.0
2021-01-07,40.3691,40.3691,39.6832,40.0931,53052.0
2021-01-08,40.2688,40.8929,38.9387,39.449,46302.0
2021-01-09,40.2688,40.8929,38.9387,39.449,46302.0
2021-01-10,40.2688,40.8929,38.9387,39.449,46302.0
2021-01-11,39.3152,40.0237,38.7455,39.3152,43017.0
2021-01-12,39.3152,40.1349,38.9116,40.0262,117135.0
2021-01-13,39.8589,40.0094,39.0224,39.3654,32078.0
2021-01-14,39.8003,40.3691,39.357,40.2353,43999.0
2021-01-15,39.6414,39.7083,39.0642,39.449,29336.0
2021-01-16,39.6414,39.7083,39.0642,39.449,29336.0
2021-01-17,39.6414,39.7083,39.0642,39.449,29336.0
2021-01-18,39.6414,39.7083,39.0642,39.449,29336.0
2021-01-19,39.6999,39.8219,38.9137,39.3988,44973.0
2021-01-20,39.2482,39.3612,38.5456,39.0057,52816.0
2021-01-21,39.0977,39.106,38.0604,38.3616,52231.0
2021-01-22,37.8931,39.0935,37.8931,39.0224,76191.0
2021-01-23,37.8931,39.0935,37.8931,39.0224,76191.0
2021-01-24,37.8931,39.0935,37.8931,39.0224,76191.0
2021-01-25,38.579,38.8384,37.6422,38.6041,53466.0
2021-01-26,38.9722,38.9722,37.7676,37.7676,39069.0
2021-01-27,36.9061,37.2992,35.4924,36.3456,75900.0
2021-01-28,37.2574,37.8848,36.5045,37.1905,56342.0
2021-01-29,37.3912,38.3411,36.2954,36.4544,76687.0
2021-01-30,37.3912,38.3411,36.2954,36.4544,76687.0
2021-01-31,37.3912,38.3411,36.2954,36.4544,76687.0
2021-02-01,37.1068,37.5585,35.9692,36.6217,47976.0
2021-02-02,37.1988,37.8178,36.3874,37.5251,59530.0
2021-02-03,37.5334,37.5334,36.4962,36.9563,40089.0
2021-02-04,37.3494,38.3448,37.157,38.2863,43956.0
2021-02-05,38.4117,38.4201,37.592,38.2612,33208.0
2021-02-06,38.4117,38.4201,37.592,38.2612,33208.0
2021-02-07,38.4117,38.4201,37.592,38.2612,33208.0
2021-02-08,38.3783,38.7296,38.1775,38.6041,53143.0
2021-02-09,38.6711,39.2817,38.6125,39.2148,44619.0
2021-02-10,39.2984,39.2984,38.6,38.6627,58893.0
2021-02-11,38.6627,39.106,37.3912,38.1106,61446.0
2021-02-12,37.9099,38.7296,37.7175,38.4034,37857.0
2021-02-13,37.9099,38.7296,37.7175,38.4034,37857.0
2021-02-14,37.9099,38.7296,37.7175,38.4034,37857.0
2021-02-15,37.9099,38.7296,37.7175,38.4034,37857.0
2021-02-16,38.7798,39.0139,38.4619,38.8969,64213.0
2021-02-17,38.6543,39.2148,38.6543,38.922,43845.0
2021-02-18,38.7965,39.0558,38.1524,38.4368,38732.0
2021-02-19,38.487,39.0726,38.4285,38.9136,44629.0
2021-02-20,38.487,39.0726,38.4285,38.9136,44629.0
2021-02-21,38.487,39.0726,38.4285,38.9136,44629.0
2021-02-22,38.9471,40.3859,38.9471,40.2269,69546.0
2021-02-23,40.3608,42.4771,40.0847,40.3022,102174.0
2021-02-24,41.741,41.741,40.5197,41.3227,79398.0
2021-02-25,41.6741,41.9501,40.9631,41.0467,128793.0
2021-02-26,40.9463,41.2892,39.7167,39.7752,113913.0
2021-02-27,40.9463,41.2892,39.7167,39.7752,113913.0
2021-02-28,40.9463,41.2892,39.7167,39.7752,113913.0
2021-03-01,40.5532,41.1255,40.0094,40.7958,71078.0
2021-03-02,40.6786,41.0566,40.1182,40.5197,68997.0
2021-03-03,40.7874,42.5022,40.7874,41.49,85294.0
2021-03-04,41.6992,42.7448,41.1638,41.6908,89220.0
2021-03-05,42.4855,43.163,41.8665,43.1296,92446.0
2021-03-06,42.4855,43.163,41.8665,43.1296,92446.0
2021-03-07,42.4855,43.163,41.8665,43.1296,92446.0
2021-03-08,43.4976,45.1372,43.4893,44.9866,74189.0
2021-03-09,44.6269,44.9029,43.3052,44.1835,57678.0
2021-03-10,44.1668,45.1915,43.6356,45.1539,62929.0
2021-03-11,45.2794,45.3797,44.5349,45.1121,61724.0
2021-03-12,45.4132,46.0657,45.179,45.5889,62289.0
2021-03-13,45.4132,46.0657,45.179,45.5889,62289.0
2021-03-14,45.4132,46.0657,45.179,45.5889,62289.0
