,TRMK US Equity,TRMK US Equity,TRMK US Equity,TRMK US Equity,TRMK US Equity
2020-02-23,27.9406,27.9754,27.4974,27.6799,380718.0
2020-02-24,26.9499,27.2975,26.7674,27.1237,425347.0
2020-02-25,27.0802,27.1324,26.0374,26.0547,308665.0
2020-02-26,26.2546,26.5029,25.542,25.5507,438971.0
2020-02-27,25.1653,25.866,24.7799,24.7974,413385.0
2020-02-28,24.0966,24.5477,23.1331,23.5623,683328.0
2020-02-29,24.0966,24.5477,23.1331,23.5623,683328.0
2020-03-01,24.0966,24.5477,23.1331,23.5623,683328.0
2020-03-02,23.6149,24.8324,23.4222,24.8237,453972.0
2020-03-03,24.8324,25.0426,23.4923,23.7988,561214.0
2020-03-04,24.0529,24.0529,23.2207,23.939,459232.0
2020-03-05,23.2032,23.3346,22.7214,23.0806,414445.0
2020-03-06,22.1083,23.2733,22.0382,23.1419,578591.0
2020-03-07,22.1083,23.2733,22.0382,23.1419,578591.0
2020-03-08,22.1083,23.2733,22.0382,23.1419,578591.0
2020-03-09,21.4776,21.9331,20.3915,20.8557,481844.0
2020-03-10,21.5565,21.7404,20.3652,21.4689,376569.0
2020-03-11,20.8295,20.9258,19.6557,20.0324,584166.0
2020-03-12,18.5345,19.8922,17.9301,18.9375,541673.0
2020-03-13,19.6294,21.7492,19.428,21.6879,618972.0
2020-03-14,19.6294,21.7492,19.428,21.6879,618972.0
2020-03-15,19.6294,21.7492,19.428,21.6879,618972.0
2020-03-16,19.0513,21.2499,19.0513,20.7594,674381.0
2020-03-17,21.2149,22.6952,20.3039,22.5638,765031.0
2020-03-18,21.3025,23.0455,20.9433,22.1696,638412.0
2020-03-19,21.9419,24.9551,20.663,23.3609,710039.0
2020-03-20,23.0893,23.5273,20.9433,21.1448,757032.0
2020-03-21,23.0893,23.5273,20.9433,21.1448,757032.0
2020-03-22,23.0893,23.5273,20.9433,21.1448,757032.0
2020-03-23,21.2762,21.609,18.9813,19.1564,581183.0
2020-03-24,20.0762,20.9871,19.7083,20.6368,458901.0
2020-03-25,20.7681,21.3813,19.0601,19.3491,556118.0
2020-03-26,19.4105,21.136,18.9637,20.9346,401975.0
2020-03-27,20.19,20.6368,19.8659,20.0586,359310.0
2020-03-28,20.19,20.6368,19.8659,20.0586,359310.0
2020-03-29,20.19,20.6368,19.8659,20.0586,359310.0
2020-03-30,20.155,20.7681,20.0499,20.7068,471356.0
2020-03-31,20.4528,20.847,19.9097,20.409,519364.0
2020-04-01,19.3842,19.9535,18.7097,19.4893,552024.0
2020-04-02,19.3141,20.2163,19.2265,19.8572,354456.0
2020-04-03,19.6294,20.6543,18.9725,19.3579,374173.0
2020-04-04,19.6294,20.6543,18.9725,19.3579,374173.0
2020-04-05,19.6294,20.6543,18.9725,19.3579,374173.0
2020-04-06,20.2951,20.7068,19.9798,20.593,366081.0
2020-04-07,21.3638,21.6791,20.8119,21.2061,550424.0
2020-04-08,21.4601,22.1696,21.0134,21.7141,406760.0
2020-04-09,22.1609,23.6412,21.9041,23.5799,276559.0
2020-04-10,22.1609,23.6412,21.9041,23.5799,276559.0
2020-04-11,22.1609,23.6412,21.9041,23.5799,276559.0
2020-04-12,22.1609,23.6412,21.9041,23.5799,276559.0
2020-04-13,23.5273,23.5273,21.7492,21.9419,232415.0
2020-04-14,22.1433,22.6864,21.6003,21.8718,220812.0
2020-04-15,21.2937,21.4514,20.4966,20.628,349508.0
2020-04-16,20.5579,20.7681,19.717,20.2776,341428.0
2020-04-17,21.0134,21.6222,20.6236,21.4426,305898.0
2020-04-18,21.0134,21.6222,20.6236,21.4426,305898.0
2020-04-19,21.0134,21.6222,20.6236,21.4426,305898.0
2020-04-20,20.8908,21.8017,20.8557,21.3375,275537.0
2020-04-21,20.7681,21.1535,20.5229,20.8995,229729.0
2020-04-22,21.4251,21.4251,20.5404,20.5667,231747.0
2020-04-23,20.6455,21.1798,20.4791,20.917,255431.0
2020-04-24,21.1535,21.3287,20.663,21.0397,183748.0
2020-04-25,21.1535,21.3287,20.663,21.0397,183748.0
2020-04-26,21.1535,21.3287,20.663,21.0397,183748.0
2020-04-27,21.3375,22.555,21.2324,22.3711,278465.0
2020-04-28,22.774,23.2295,22.4849,22.7915,320173.0
2020-04-29,23.4747,24.4383,22.8003,24.0003,400856.0
2020-04-30,23.3784,23.4625,22.8266,23.3083,315969.0
2020-05-01,22.6952,22.8003,22.0733,22.4412,297438.0
2020-05-02,22.6952,22.8003,22.0733,22.4412,297438.0
2020-05-03,22.6952,22.8003,22.0733,22.4412,297438.0
2020-05-04,22.0908,22.301,21.5039,21.8806,249628.0
2020-05-05,22.1433,22.4412,21.0922,21.101,245334.0
2020-05-06,21.2499,21.5127,20.6192,20.6893,262026.0
2020-05-07,21.0484,21.32,20.6017,20.6893,192495.0
2020-05-08,21.2499,21.8105,21.193,21.7667,228650.0
2020-05-09,21.2499,21.8105,21.193,21.7667,228650.0
2020-05-10,21.2499,21.8105,21.193,21.7667,228650.0
2020-05-11,21.3813,21.6178,20.628,20.8733,353689.0
2020-05-12,20.9083,20.9696,19.5243,19.5594,291231.0
2020-05-13,19.428,19.428,18.1404,18.5521,426891.0
2020-05-14,18.1579,19.1433,17.7462,18.7623,348692.0
2020-05-15,18.7272,18.8761,18.4338,18.6134,383942.0
2020-05-16,18.7272,18.8761,18.4338,18.6134,383942.0
2020-05-17,18.7272,18.8761,18.4338,18.6134,383942.0
2020-05-18,19.463,20.3302,19.1389,20.2426,516193.0
2020-05-19,20.1375,20.5667,18.9988,18.9988,266348.0
2020-05-20,19.4192,20.1725,19.2221,20.0674,340609.0
2020-05-21,19.901,20.3214,19.901,20.0148,392813.0
2020-05-22,20.1112,20.2951,19.6207,19.9097,235436.0
2020-05-23,20.1112,20.2951,19.6207,19.9097,235436.0
2020-05-24,20.1112,20.2951,19.6207,19.9097,235436.0
2020-05-25,20.1112,20.2951,19.6207,19.9097,235436.0
2020-05-26,20.6192,21.5565,20.6064,21.2236,399533.0
2020-05-27,22.1433,22.5725,21.793,22.4849,643750.0
2020-05-28,22.8879,22.8879,21.4032,21.5127,352938.0
2020-05-29,21.1236,21.38,20.6815,21.0352,340212.0
2020-05-30,21.1236,21.38,20.6815,21.0352,340212.0
2020-05-31,21.1236,21.38,20.6815,21.0352,340212.0
2020-06-01,21.2209,21.3977,20.7257,20.7523,340140.0
2020-06-02,21.0352,21.1747,20.3632,20.4693,336448.0
2020-06-03,21.0175,21.9548,20.861,21.5038,454558.0
2020-06-04,21.3447,21.9371,21.1413,21.8929,459332.0
2020-06-05,22.9893,24.3068,22.8832,23.8293,514969.0
2020-06-06,22.9893,24.3068,22.8832,23.8293,514969.0
2020-06-07,22.9893,24.3068,22.8832,23.8293,514969.0
2020-06-08,24.3775,24.5455,23.5508,23.7939,351264.0
2020-06-09,23.0954,23.9531,22.9274,23.511,291287.0
2020-06-10,23.396,23.396,22.1405,22.2289,426880.0
2020-06-11,21.0352,21.5392,20.6859,20.7611,588009.0
2020-06-12,21.7337,21.7337,20.5577,21.3624,668498.0
2020-06-13,21.7337,21.7337,20.5577,21.3624,668498.0
2020-06-14,21.7337,21.7337,20.5577,21.3624,668498.0
2020-06-15,20.4605,21.2651,20.2881,21.0529,621007.0
2020-06-16,21.9725,22.1139,21.212,21.716,359831.0
2020-06-17,21.6453,21.7868,20.9026,20.9998,386213.0
2020-06-18,20.7788,21.2828,20.7257,20.9114,421318.0
2020-06-19,21.1502,21.7249,20.5843,21.7249,3115000.0
2020-06-20,21.1502,21.7249,20.5843,21.7249,3115000.0
2020-06-21,21.1502,21.7249,20.5843,21.7249,3115000.0
2020-06-22,21.3712,21.9548,20.9379,21.7514,401924.0
2020-06-23,22.1139,22.2289,21.0794,21.1502,554810.0
2020-06-24,20.9379,20.9379,19.9918,19.9918,618765.0
2020-06-25,19.8681,20.8318,19.8681,20.8318,324881.0
2020-06-26,20.4163,20.5047,19.8595,20.1422,724258.0
2020-06-27,20.4163,20.5047,19.8595,20.1422,724258.0
2020-06-28,20.4163,20.5047,19.8595,20.1422,724258.0
2020-06-29,20.4958,21.3447,20.3809,21.2032,337768.0
2020-06-30,21.1148,21.8398,20.9558,21.6807,329732.0
2020-07-01,21.6365,21.7514,20.6638,20.7346,350429.0
2020-07-02,21.3712,21.4596,20.5666,20.6815,279860.0
2020-07-03,21.3712,21.4596,20.5666,20.6815,279860.0
2020-07-04,21.3712,21.4596,20.5666,20.6815,279860.0
2020-07-05,21.3712,21.4596,20.5666,20.6815,279860.0
2020-07-06,21.3447,21.4839,20.5091,20.6108,271916.0
2020-07-07,20.3367,20.9556,19.9918,20.0361,219060.0
2020-07-08,19.8946,20.1333,19.2756,19.6205,370205.0
2020-07-09,19.4879,20.0007,18.7628,18.8424,379675.0
2020-07-10,18.8512,19.6603,18.8512,19.647,265951.0
2020-07-11,18.8512,19.6603,18.8512,19.647,265951.0
2020-07-12,18.8512,19.6603,18.8512,19.647,265951.0
2020-07-13,19.8946,20.4605,19.479,20.0272,282788.0
2020-07-14,19.9388,20.2217,19.4702,19.8548,258409.0
2020-07-15,20.3721,20.9114,20.3278,20.8053,268516.0
2020-07-16,20.5931,21.1059,20.4429,20.7788,184272.0
2020-07-17,20.7346,20.991,20.2041,20.2217,198906.0
2020-07-18,20.7346,20.991,20.2041,20.2217,198906.0
2020-07-19,20.7346,20.991,20.2041,20.2217,198906.0
2020-07-20,20.0007,20.3544,19.6647,19.6912,258476.0
2020-07-21,19.9123,20.7611,19.9123,20.7346,259927.0
2020-07-22,20.5047,20.6329,20.0582,20.2881,307964.0
2020-07-23,20.2748,20.8761,20.2748,20.655,256644.0
2020-07-24,20.7257,20.9733,20.3897,20.4605,215690.0
2020-07-25,20.7257,20.9733,20.3897,20.4605,215690.0
2020-07-26,20.7257,20.9733,20.3897,20.4605,215690.0
2020-07-27,20.266,21.1227,19.8062,19.9123,290479.0
2020-07-28,19.7796,20.3013,19.647,20.0095,314354.0
2020-07-29,21.8752,21.8752,20.403,20.9733,442515.0
2020-07-30,21.1059,21.1059,19.7796,20.098,577825.0
2020-07-31,19.8946,20.0272,19.4436,19.9123,410987.0
2020-08-01,19.8946,20.0272,19.4436,19.9123,410987.0
2020-08-02,19.8946,20.0272,19.4436,19.9123,410987.0
2020-08-03,20.0007,20.2306,19.6735,20.0316,324909.0
2020-08-04,19.9388,20.151,19.5586,19.8769,252687.0
2020-08-05,20.1422,20.4605,19.9123,20.4251,391080.0
2020-08-06,20.3367,20.6019,20.2881,20.434,177563.0
2020-08-07,20.2483,21.2297,20.0803,21.2209,222155.0
2020-08-08,20.2483,21.2297,20.0803,21.2209,222155.0
2020-08-09,20.2483,21.2297,20.0803,21.2209,222155.0
2020-08-10,21.327,22.1935,20.7478,21.6099,322188.0
2020-08-11,22.0255,22.5472,21.8487,21.9813,281786.0
2020-08-12,22.4941,22.4941,21.3889,21.5923,207218.0
2020-08-13,21.3624,21.9017,21.1678,21.3005,217937.0
2020-08-14,21.0883,21.8973,21.0087,21.6453,289611.0
2020-08-15,21.0883,21.8973,21.0087,21.6453,289611.0
2020-08-16,21.0883,21.8973,21.0087,21.6453,289611.0
2020-08-17,21.5127,21.6099,21.159,21.3712,283985.0
2020-08-18,21.3005,21.8155,20.7699,20.8407,299558.0
2020-08-19,20.8495,21.327,20.6196,21.0706,263589.0
2020-08-20,20.7434,20.9556,20.6638,20.8672,402595.0
2020-08-21,20.7788,21.1148,20.7434,20.9645,1384205.0
2020-08-22,20.7788,21.1148,20.7434,20.9645,1384205.0
2020-08-23,20.7788,21.1148,20.7434,20.9645,1384205.0
2020-08-24,21.2209,21.6807,20.8761,21.5834,204415.0
2020-08-25,21.8664,21.9592,21.3712,21.5392,212692.0
2020-08-26,21.5657,21.5657,20.8584,20.8937,213851.0
2020-08-27,20.9379,21.5393,20.9379,21.2828,184690.0
2020-08-28,21.4419,21.4419,21.0087,21.1678,168802.0
2020-08-29,21.4419,21.4419,21.0087,21.1678,168802.0
2020-08-30,21.4419,21.4419,21.0087,21.1678,168802.0
2020-08-31,21.0696,21.3821,20.9536,20.9625,286648.0
2020-09-01,20.8107,21.1678,20.7304,21.0071,155125.0
2020-09-02,20.9446,21.4089,20.8821,21.2616,212215.0
2020-09-03,21.3464,22.0785,21.1232,21.2214,196566.0
2020-09-04,21.6053,21.9267,21.2303,21.5785,219614.0
2020-09-05,21.6053,21.9267,21.2303,21.5785,219614.0
2020-09-06,21.6053,21.9267,21.2303,21.5785,219614.0
2020-09-07,21.6053,21.9267,21.2303,21.5785,219614.0
2020-09-08,21.3553,21.4803,20.3108,20.6143,400931.0
2020-09-09,20.7036,20.7036,20.1501,20.3375,284686.0
2020-09-10,20.4804,20.5518,19.9983,20.1679,306495.0
2020-09-11,20.1947,20.4129,19.9001,20.0608,175957.0
2020-09-12,20.1947,20.4129,19.9001,20.0608,175957.0
2020-09-13,20.1947,20.4129,19.9001,20.0608,175957.0
2020-09-14,20.0876,20.5072,19.9804,20.3822,199182.0
2020-09-15,20.5786,20.725,20.0965,20.1679,196146.0
2020-09-16,20.0786,20.5518,20.0519,20.2929,200585.0
2020-09-17,19.9983,20.2572,19.9537,20.1233,208296.0
2020-09-18,20.3822,20.4536,19.8733,19.9358,836411.0
2020-09-19,20.3822,20.4536,19.8733,19.9358,836411.0
2020-09-20,20.3822,20.4536,19.8733,19.9358,836411.0
2020-09-21,19.4715,20.2661,18.7305,18.9359,378697.0
2020-09-22,18.9448,19.2126,18.4358,18.5341,214780.0
2020-09-23,18.5341,18.9091,18.052,18.061,276656.0
2020-09-24,18.0877,18.7038,17.927,18.3824,229538.0
2020-09-25,18.1502,18.793,18.1502,18.7305,213732.0
2020-09-26,18.1502,18.793,18.1502,18.7305,213732.0
2020-09-27,18.1502,18.793,18.1502,18.7305,213732.0
2020-09-28,19.0073,19.3287,18.9805,19.1234,182995.0
2020-09-29,19.1501,19.1501,18.3221,19.0252,205035.0
2020-09-30,18.9627,19.3823,18.9002,19.1144,196024.0
2020-10-01,18.9805,19.2394,18.793,19.1412,234887.0
2020-10-02,18.8645,19.8287,18.8645,19.7305,181817.0
2020-10-03,18.8645,19.8287,18.8645,19.7305,181817.0
2020-10-04,18.8645,19.8287,18.8645,19.7305,181817.0
2020-10-05,19.9715,20.4,19.9179,20.3286,173626.0
2020-10-06,20.6143,21.0964,20.2304,20.2751,310260.0
2020-10-07,20.4715,20.9803,19.9358,20.6679,194575.0
2020-10-08,20.8196,21.0071,20.6411,20.8464,155094.0
2020-10-09,21.0071,21.0071,20.5072,20.5875,171146.0
2020-10-10,21.0071,21.0071,20.5072,20.5875,171146.0
2020-10-11,21.0071,21.0071,20.5072,20.5875,171146.0
2020-10-12,20.4893,21.1678,20.4804,21.1143,157267.0
2020-10-13,20.8732,20.9982,20.4804,20.4893,157783.0
2020-10-14,20.4268,20.6991,20.1054,20.1233,112406.0
2020-10-15,19.9269,20.65,19.9269,20.5965,149515.0
2020-10-16,20.4625,20.9179,20.2304,20.4804,137214.0
2020-10-17,20.4625,20.9179,20.2304,20.4804,137214.0
2020-10-18,20.4625,20.9179,20.2304,20.4804,137214.0
2020-10-19,20.4982,20.7661,20.3375,20.3733,114852.0
2020-10-20,20.5875,21.0964,20.5786,20.8018,205435.0
2020-10-21,20.775,21.221,20.7572,20.9982,153549.0
2020-10-22,21.0428,21.8374,21.0428,21.7839,181202.0
2020-10-23,21.9535,22.3017,21.5964,21.8463,153974.0
2020-10-24,21.9535,22.3017,21.5964,21.8463,153974.0
2020-10-25,21.9535,22.3017,21.5964,21.8463,153974.0
2020-10-26,21.4803,21.7124,21.2839,21.6767,191610.0
2020-10-27,21.6767,21.766,21.025,21.0518,222277.0
2020-10-28,20.6679,21.5383,20.4447,20.5072,304153.0
2020-10-29,20.4358,20.8464,20.1859,20.6411,262265.0
2020-10-30,20.5875,21.0875,20.534,20.8821,270290.0
2020-10-31,20.5875,21.0875,20.534,20.8821,270290.0
2020-11-01,20.5875,21.0875,20.534,20.8821,270290.0
2020-11-02,21.1768,21.6812,20.7125,21.2259,286137.0
2020-11-03,21.6856,22.016,21.4714,21.641,327999.0
2020-11-04,21.15,21.2035,20.0072,20.0519,227641.0
2020-11-05,20.0697,20.7125,20.0697,20.5965,245314.0
2020-11-06,20.7036,20.8911,20.3108,20.4536,178562.0
2020-11-07,20.7036,20.8911,20.3108,20.4536,178562.0
2020-11-08,20.7036,20.8911,20.3108,20.4536,178562.0
2020-11-09,21.8731,23.8015,21.2214,23.0427,604711.0
2020-11-10,23.4355,23.748,22.9177,23.3373,288623.0
2020-11-11,23.3819,23.3819,22.2838,22.5695,224708.0
2020-11-12,22.3284,22.7213,21.7928,22.2302,315372.0
2020-11-13,22.4177,23.1141,22.3463,22.8998,196155.0
2020-11-14,22.4177,23.1141,22.3463,22.8998,196155.0
2020-11-15,22.4177,23.1141,22.3463,22.8998,196155.0
2020-11-16,23.6319,24.0337,23.0956,23.8908,240318.0
2020-11-17,23.5248,23.7212,23.1141,23.6944,291408.0
2020-11-18,23.8015,23.8015,23.0516,23.0739,244746.0
2020-11-19,23.0159,23.1319,22.3375,23.0695,321144.0
2020-11-20,22.6677,23.1141,22.4356,22.757,176462.0
2020-11-21,22.6677,23.1141,22.4356,22.757,176462.0
2020-11-22,22.6677,23.1141,22.4356,22.757,176462.0
2020-11-23,23.0248,23.3909,22.7571,23.0248,206281.0
2020-11-24,23.3462,24.1051,23.3016,24.0337,197786.0
2020-11-25,23.7569,23.8551,23.3462,23.6051,172700.0
2020-11-26,23.7569,23.8551,23.3462,23.6051,172700.0
2020-11-27,23.4712,23.6542,22.9534,23.1677,138037.0
2020-11-28,23.4712,23.6542,22.9534,23.1677,138037.0
2020-11-29,23.4712,23.6542,22.9534,23.1677,138037.0
2020-11-30,23.0055,23.3073,22.2939,22.357,339806.0
2020-12-01,22.6812,23.1857,22.5912,22.7083,199020.0
2020-12-02,22.5912,23.0325,22.429,22.9244,276108.0
2020-12-03,22.9244,23.0506,22.5641,22.8794,137897.0
2020-12-04,23.1586,23.564,22.7713,23.4919,217033.0
2020-12-05,23.1586,23.564,22.7713,23.4919,217033.0
2020-12-06,23.1586,23.564,22.7713,23.4919,217033.0
2020-12-07,23.2397,23.8711,22.8641,23.6,253932.0
2020-12-08,23.2577,23.7892,23.2577,23.7441,225858.0
2020-12-09,24.0234,24.4197,23.6721,24.0954,283649.0
2020-12-10,23.8973,24.3386,23.7697,24.2936,207860.0
2020-12-11,23.9423,24.6539,23.7351,24.5368,355682.0
2020-12-12,23.9423,24.6539,23.7351,24.5368,355682.0
2020-12-13,23.9423,24.6539,23.7351,24.5368,355682.0
2020-12-14,24.6719,24.8611,24.0054,24.199,323188.0
2020-12-15,24.5278,25.0412,23.9081,24.9602,330426.0
2020-12-16,25.0412,25.0773,24.798,24.8251,283816.0
2020-12-17,24.8971,24.9422,24.5098,24.9241,269692.0
2020-12-18,24.9872,25.5457,24.3792,24.4648,937772.0
2020-12-19,24.9872,25.5457,24.3792,24.4648,937772.0
2020-12-20,24.9872,25.5457,24.3792,24.4648,937772.0
2020-12-21,24.3927,24.6895,23.7802,24.1225,252287.0
2020-12-22,24.2035,24.2035,23.6451,23.6991,169681.0
2020-12-23,23.8973,24.5999,23.8973,24.4467,156747.0
2020-12-24,24.4648,24.6629,24.1855,24.6269,128049.0
2020-12-25,24.4648,24.6629,24.1855,24.6269,128049.0
2020-12-26,24.4648,24.6629,24.1855,24.6269,128049.0
2020-12-27,24.4648,24.6629,24.1855,24.6269,128049.0
2020-12-28,24.6449,25.0412,24.6449,24.726,117304.0
2020-12-29,24.6719,24.7215,24.1405,24.2936,172573.0
2020-12-30,24.2666,24.717,24.1585,24.5458,144080.0
2020-12-31,24.4467,24.726,24.2936,24.5999,233496.0
2021-01-01,24.4467,24.726,24.2936,24.5999,233496.0
2021-01-02,24.4467,24.726,24.2936,24.5999,233496.0
2021-01-03,24.4467,24.726,24.2936,24.5999,233496.0
2021-01-04,24.798,24.906,23.9603,24.3567,220860.0
2021-01-05,24.3837,24.8971,24.2125,24.5548,216409.0
2021-01-06,25.2394,27.131,25.2394,26.7347,541584.0
2021-01-07,27.0409,27.3112,26.8533,27.122,236108.0
2021-01-08,27.131,27.131,26.5095,26.8338,249379.0
2021-01-09,27.131,27.131,26.5095,26.8338,249379.0
2021-01-10,27.131,27.131,26.5095,26.8338,249379.0
2021-01-11,26.4735,27.1941,26.1447,27.158,161575.0
2021-01-12,27.4463,28.0768,27.158,27.712,175799.0
2021-01-13,27.6174,27.6174,27.2211,27.3832,155728.0
2021-01-14,27.6805,28.1183,27.3292,27.7435,159464.0
2021-01-15,27.3292,28.257,27.167,27.5183,178070.0
2021-01-16,27.3292,28.257,27.167,27.5183,178070.0
2021-01-17,27.3292,28.257,27.167,27.5183,178070.0
2021-01-18,27.3292,28.257,27.167,27.5183,178070.0
2021-01-19,27.2121,27.6174,27.14,27.3382,206703.0
2021-01-20,27.5454,28.0318,27.086,27.5364,190722.0
2021-01-21,27.5183,27.6535,26.8196,27.0139,188034.0
2021-01-22,26.8428,27.5544,26.7707,27.4913,173871.0
2021-01-23,26.8428,27.5544,26.7707,27.4913,173871.0
2021-01-24,26.8428,27.5544,26.7707,27.4913,173871.0
2021-01-25,27.2031,27.6264,26.6716,27.5634,155149.0
2021-01-26,27.8516,27.8516,27.167,27.1941,147022.0
2021-01-27,26.5005,27.104,25.5277,25.6087,328087.0
2021-01-28,26.1041,26.1132,25.3295,25.3655,192515.0
2021-01-29,25.4736,25.5547,24.717,24.744,252774.0
2021-01-30,25.4736,25.5547,24.717,24.744,252774.0
2021-01-31,25.4736,25.5547,24.717,24.744,252774.0
2021-02-01,24.8881,25.2304,24.5278,25.1583,201312.0
2021-02-02,25.4196,25.5952,25.0232,25.2124,290760.0
2021-02-03,25.1403,25.2664,24.735,25.1583,175213.0
2021-02-04,25.1854,26.0006,25.0773,25.96,173509.0
2021-02-05,26.3383,26.4284,25.7078,26.2303,271661.0
2021-02-06,26.3383,26.4284,25.7078,26.2303,271661.0
2021-02-07,26.3383,26.4284,25.7078,26.2303,271661.0
2021-02-08,26.3924,26.7887,26.0546,26.7617,194335.0
2021-02-09,26.6716,27.2031,26.4014,27.1851,178812.0
2021-02-10,27.3922,27.5003,27.0049,27.113,118337.0
2021-02-11,27.086,27.5093,26.5725,26.7617,229791.0
2021-02-12,26.5185,26.9256,26.4825,26.8428,158739.0
2021-02-13,26.5185,26.9256,26.4825,26.8428,158739.0
2021-02-14,26.5185,26.9256,26.4825,26.8428,158739.0
2021-02-15,26.5185,26.9256,26.4825,26.8428,158739.0
2021-02-16,27.167,27.3472,26.9419,27.2706,141012.0
2021-02-17,27.0499,27.3382,26.9419,27.077,141750.0
2021-02-18,26.9959,27.2932,26.6716,26.6716,148538.0
2021-02-19,26.9058,27.2301,26.7977,27.167,255480.0
2021-02-20,26.9058,27.2301,26.7977,27.167,255480.0
2021-02-21,26.9058,27.2301,26.7977,27.167,255480.0
2021-02-22,27.1941,28.1489,27.14,28.0138,433961.0
2021-02-23,28.0138,29.0857,27.8696,28.293,215970.0
2021-02-24,28.5002,28.9416,28.4011,28.6533,188235.0
2021-02-25,28.9145,28.9235,28.1309,28.1489,174552.0
2021-02-26,27.8948,28.1489,27.2051,27.3685,252601.0
2021-02-27,27.8948,28.1489,27.2051,27.3685,252601.0
2021-02-28,27.8948,28.1489,27.2051,27.3685,252601.0
2021-03-01,27.8313,28.4574,27.5046,28.412,185502.0
2021-03-02,28.2578,28.3667,27.003,28.0491,187354.0
2021-03-03,28.3122,29.5554,28.3122,29.0019,236315.0
2021-03-04,29.138,29.9728,28.8113,28.9837,263891.0
2021-03-05,29.7097,30.3903,29.5373,30.236,336315.0
2021-03-06,29.7097,30.3903,29.5373,30.236,336315.0
2021-03-07,29.7097,30.3903,29.5373,30.236,336315.0
2021-03-08,30.6716,31.2796,30.5718,30.8894,266885.0
2021-03-09,30.8621,31.0475,29.6915,30.481,234537.0
2021-03-10,30.4992,31.1888,30.236,30.962,208491.0
2021-03-11,30.9347,31.1525,30.3404,31.089,262928.0
2021-03-12,31.1253,32.2596,31.1253,32.2142,286769.0
2021-03-13,31.1253,32.2596,31.1253,32.2142,286769.0
