,ORCL US Equity,ORCL US Equity,ORCL US Equity,ORCL US Equity,ORCL US Equity
2019-02-02,46.4005,46.9287,46.1893,46.6669,14849598.0
2019-02-03,46.4005,46.9287,46.1893,46.6669,14849598.0
2019-02-04,46.272,47.071,46.272,46.869,12221237.0
2019-02-05,46.9975,47.1812,46.7358,47.0618,13345467.0
2019-02-06,47.0159,47.2914,46.8138,47.0802,9220899.0
2019-02-07,46.6485,46.8276,46.0791,46.125,14905039.0
2019-02-08,46.0056,46.869,45.7576,46.869,11535561.0
2019-02-09,46.0056,46.869,45.7576,46.869,11535561.0
2019-02-10,46.0056,46.869,45.7576,46.869,11535561.0
2019-02-11,46.8047,47.2777,46.7955,47.0526,9714510.0
2019-02-12,47.2639,47.3466,47.0159,47.0435,14188483.0
2019-02-13,47.071,47.3466,46.7955,47.2272,11342571.0
2019-02-14,47.0618,47.5302,46.9241,47.2823,11155293.0
2019-02-15,46.9608,47.5027,46.9057,47.5027,13822166.0
2019-02-16,46.9608,47.5027,46.9057,47.5027,13822166.0
2019-02-17,46.9608,47.5027,46.9057,47.5027,13822166.0
2019-02-18,46.9608,47.5027,46.9057,47.5027,13822166.0
2019-02-19,47.2823,47.9252,47.0618,47.7782,12357469.0
2019-02-20,47.7599,47.9481,47.3006,47.5486,13440874.0
2019-02-21,47.42,48.0813,47.3098,47.8609,14759499.0
2019-02-22,48.1181,48.3109,47.9436,48.2007,11689681.0
2019-02-23,48.1181,48.3109,47.9436,48.2007,11689681.0
2019-02-24,48.1181,48.3109,47.9436,48.2007,11689681.0
2019-02-25,48.4487,48.7059,48.1824,48.2742,14722184.0
2019-02-26,48.1824,48.5681,47.9804,48.3109,12041308.0
2019-02-27,48.2375,48.3477,47.9987,48.1089,10674216.0
2019-02-28,47.9436,48.2283,47.8012,47.8793,31856866.0
2019-03-01,48.2191,48.4303,48.0997,48.2283,15757663.0
2019-03-02,48.2191,48.4303,48.0997,48.2283,15757663.0
2019-03-03,48.2191,48.4303,48.0997,48.2283,15757663.0
2019-03-04,48.3752,48.536,47.3649,47.7966,14850055.0
2019-03-05,47.7966,48.2988,47.7736,48.0905,16291901.0
2019-03-06,48.0446,48.4487,47.8793,48.0813,12389327.0
2019-03-07,47.9436,48.7977,47.9344,48.2926,16624134.0
2019-03-08,48.0813,48.4763,47.8793,48.4671,15071067.0
2019-03-09,48.0813,48.4763,47.8793,48.4671,15071067.0
2019-03-10,48.0813,48.4763,47.8793,48.4671,15071067.0
2019-03-11,47.7048,48.839,47.6726,48.366,20027695.0
2019-03-12,48.3752,48.9447,48.2926,48.4946,18048545.0
2019-03-13,48.7334,49.11,48.4395,48.7334,19490842.0
2019-03-14,48.6599,49.0411,48.5405,48.7242,24000329.0
2019-03-15,47.2088,49.0365,46.8414,48.6232,43340219.0
2019-03-16,47.2088,49.0365,46.8414,48.6232,43340219.0
2019-03-17,47.2088,49.0365,46.8414,48.6232,43340219.0
2019-03-18,48.5589,49.56,48.4763,49.1008,21953604.0
2019-03-19,49.4131,49.9412,49.3672,49.6335,19214018.0
2019-03-20,49.4957,49.7713,48.2237,48.3477,24111603.0
2019-03-21,48.3385,49.6427,48.0813,49.6335,16686327.0
2019-03-22,49.2478,49.4866,48.4395,48.4671,16201521.0
2019-03-23,49.2478,49.4866,48.4395,48.4671,16201521.0
2019-03-24,49.2478,49.4866,48.4395,48.4671,16201521.0
2019-03-25,48.2742,48.6232,47.9748,48.4395,11755914.0
2019-03-26,48.9447,49.1743,48.7334,48.9355,11657558.0
2019-03-27,48.9355,49.2753,48.0446,48.5038,12636047.0
2019-03-28,48.6783,48.9493,48.4854,48.8528,9103127.0
2019-03-29,49.11,49.3534,48.9079,49.3304,11485721.0
2019-03-30,49.11,49.3534,48.9079,49.3304,11485721.0
2019-03-31,49.11,49.3534,48.9079,49.3304,11485721.0
2019-04-01,49.4866,50.1938,49.459,50.1295,15191712.0
2019-04-02,49.9733,50.056,49.4866,49.7345,10812078.0
2019-04-03,49.7437,49.955,49.4636,49.6519,12853422.0
2019-04-04,49.4682,49.7345,49.0549,49.4315,9978761.0
2019-04-05,49.358,49.7713,49.358,49.5325,10016462.0
2019-04-06,49.358,49.7713,49.358,49.5325,10016462.0
2019-04-07,49.358,49.7713,49.358,49.5325,10016462.0
2019-04-08,49.3488,49.5279,48.9814,49.3396,10126799.0
2019-04-09,49.1375,49.6886,49.11,49.4406,9789013.0
2019-04-10,49.4683,49.9665,49.4498,49.7912,8477336.0
2019-04-11,49.865,49.9942,49.376,49.6251,8147643.0
2019-04-12,49.9111,50.2802,49.6989,50.2802,9013994.0
2019-04-13,49.9111,50.2802,49.6989,50.2802,9013994.0
2019-04-14,49.9111,50.2802,49.6989,50.2802,9013994.0
2019-04-15,50.2802,50.5108,50.1049,50.4001,7694969.0
2019-04-16,50.437,50.6584,50.1187,50.3632,7265205.0
2019-04-17,50.4462,50.5846,50.1787,50.2617,7792166.0
2019-04-18,50.2248,50.437,50.0273,50.2986,8233110.0
2019-04-19,50.2248,50.437,50.0273,50.2986,8233110.0
2019-04-20,50.2248,50.437,50.0273,50.2986,8233110.0
2019-04-21,50.2248,50.437,50.0273,50.2986,8233110.0
2019-04-22,50.1879,50.4462,50.0034,50.3909,6088127.0
2019-04-23,50.5108,50.8706,50.4831,50.6861,10923390.0
2019-04-24,50.7414,51.2304,50.7045,50.9075,8769848.0
2019-04-25,50.8798,50.9444,50.354,50.7507,8226211.0
2019-04-26,50.9444,51.1935,50.7507,51.1197,7101579.0
2019-04-27,50.9444,51.1935,50.7507,51.1197,7101579.0
2019-04-28,50.9444,51.1935,50.7507,51.1197,7101579.0
2019-04-29,51.009,51.1935,50.8152,50.8152,6442963.0
2019-04-30,50.7968,51.092,50.5892,51.0459,10562254.0
2019-05-01,51.0367,51.1243,50.5569,50.6307,7792905.0
2019-05-02,50.5662,50.7876,50.2433,50.3724,9652179.0
2019-05-03,50.5569,50.7599,50.437,50.5477,11066476.0
2019-05-04,50.5569,50.7599,50.437,50.5477,11066476.0
2019-05-05,50.5569,50.7599,50.437,50.5477,11066476.0
2019-05-06,49.7266,50.7414,49.662,50.6031,9305412.0
2019-05-07,50.0034,50.4093,49.4997,49.8189,11712353.0
2019-05-08,50.1418,50.2156,49.6436,49.8096,10729819.0
2019-05-09,49.3207,50.1418,48.9701,50.0495,10711773.0
2019-05-10,49.6067,50.7092,49.3668,50.4185,11200287.0
2019-05-11,49.6067,50.7092,49.3668,50.4185,11200287.0
2019-05-12,49.6067,50.7092,49.3668,50.4185,11200287.0
2019-05-13,49.5605,49.7727,49.2561,49.293,10664674.0
2019-05-14,49.4867,50.3909,49.2284,49.9388,11520824.0
2019-05-15,49.7358,50.5662,49.6713,50.3355,8573131.0
2019-05-16,50.6584,50.8752,50.3263,50.4093,10013804.0
2019-05-17,49.9942,50.6676,49.9942,50.2802,9057070.0
2019-05-18,49.9942,50.6676,49.9942,50.2802,9057070.0
2019-05-19,49.9942,50.6676,49.9942,50.2802,9057070.0
2019-05-20,49.7727,50.151,49.3853,49.5052,9820306.0
2019-05-21,50.0126,50.068,49.8419,49.9757,8482013.0
2019-05-22,50.0311,50.3263,49.8558,50.0034,8389651.0
2019-05-23,49.5605,49.5605,48.4442,48.9701,11213892.0
2019-05-24,49.2469,49.3299,48.518,48.6841,9090777.0
2019-05-25,49.2469,49.3299,48.518,48.6841,9090777.0
2019-05-26,49.2469,49.3299,48.518,48.6841,9090777.0
2019-05-27,49.2469,49.3299,48.518,48.6841,9090777.0
2019-05-28,48.9701,49.1546,47.7431,47.7431,28230397.0
2019-05-29,47.4479,47.7984,47.0973,47.6877,12448661.0
2019-05-30,47.9091,48.0014,47.4755,47.7154,8569531.0
2019-05-31,47.2726,47.3833,46.5991,46.6821,11847089.0
2019-06-01,47.2726,47.3833,46.5991,46.6821,11847089.0
2019-06-02,47.2726,47.3833,46.5991,46.6821,11847089.0
2019-06-03,46.6452,47.1203,46.0271,46.35,17434453.0
2019-06-04,46.8574,48.1951,46.7098,47.9922,17073297.0
2019-06-05,48.6933,49.1177,47.8307,48.066,15855294.0
2019-06-06,48.0568,48.6564,47.8446,48.518,10266909.0
2019-06-07,48.7118,49.2838,48.6933,49.1362,11591841.0
2019-06-08,48.7118,49.2838,48.6933,49.1362,11591841.0
2019-06-09,48.7118,49.2838,48.6933,49.1362,11591841.0
2019-06-10,49.5236,50.1971,49.4222,49.8281,12984592.0
2019-06-11,50.2802,50.3816,49.6713,49.7635,11288443.0
2019-06-12,49.5236,49.865,49.293,49.4683,10235475.0
2019-06-13,49.8004,49.8004,49.3022,49.6713,11289078.0
2019-06-14,49.4591,49.662,49.1546,49.1546,12973055.0
2019-06-15,49.4591,49.662,49.1546,49.1546,12973055.0
2019-06-16,49.4591,49.662,49.1546,49.1546,12973055.0
2019-06-17,49.21,49.3991,48.8502,49.0162,15208007.0
2019-06-18,48.7671,49.4498,48.352,48.804,20999664.0
2019-06-19,48.6657,49.0162,48.2044,48.6011,35449547.0
2019-06-20,51.6456,53.0202,51.2304,52.5774,54173948.0
2019-06-21,52.7157,52.725,51.7194,51.7747,45168973.0
2019-06-22,52.7157,52.725,51.7194,51.7747,45168973.0
2019-06-23,52.7157,52.725,51.7194,51.7747,45168973.0
2019-06-24,51.8947,52.8634,51.5718,52.3467,19544187.0
2019-06-25,52.4667,52.7526,51.7194,51.7286,25462063.0
2019-06-26,52.0607,52.4436,51.8854,52.2729,15045220.0
2019-06-27,52.5866,52.9464,52.3652,52.3744,12605801.0
2019-06-28,52.4943,52.6604,51.9961,52.5589,42570474.0
2019-06-29,52.4943,52.6604,51.9961,52.5589,42570474.0
2019-06-30,52.4943,52.6604,51.9961,52.5589,42570474.0
2019-07-01,52.725,53.5922,52.6143,53.5184,20453675.0
2019-07-02,53.3984,54.0258,53.297,53.9335,17569987.0
2019-07-03,53.9243,54.3888,53.8597,54.3026,9989106.0
2019-07-04,53.9243,54.3888,53.8597,54.3026,9989106.0
2019-07-05,53.9981,54.9115,53.8228,54.69,13838941.0
2019-07-06,53.9981,54.9115,53.8228,54.69,13838941.0
2019-07-07,53.9981,54.9115,53.8228,54.69,13838941.0
2019-07-08,54.607,55.0499,54.441,54.9207,16105621.0
2019-07-09,54.6162,55.0129,54.441,54.9853,14348560.0
2019-07-10,55.2989,55.8156,55.1237,55.4927,16059070.0
2019-07-11,55.5204,55.548,54.8008,55.3451,11150361.0
2019-07-12,55.4373,55.4373,54.7085,55.179,11234299.0
2019-07-13,55.4373,55.4373,54.7085,55.179,11234299.0
2019-07-14,55.4373,55.4373,54.7085,55.179,11234299.0
2019-07-15,55.2159,55.2159,54.6624,54.9207,10721578.0
2019-07-16,54.8096,55.0967,54.2723,54.2908,9698897.0
2019-07-17,54.4668,54.6058,53.7165,53.7165,9090941.0
2019-07-18,53.4386,53.8555,53.3553,53.8369,11883356.0
2019-07-19,54.0129,54.2167,53.2812,53.2997,11663536.0
2019-07-20,54.0129,54.2167,53.2812,53.2997,11663536.0
2019-07-21,54.0129,54.2167,53.2812,53.2997,11663536.0
2019-07-22,53.6146,53.7999,53.3089,53.3553,8761770.0
2019-07-23,53.7814,53.8555,53.2117,53.2163,8141115.0
2019-07-24,53.2163,53.9296,53.1515,53.8277,10778775.0
2019-07-25,54.0685,54.3047,53.7999,53.9944,8176205.0
2019-07-26,54.0407,54.3279,53.911,54.1889,6057434.0
2019-07-27,54.0407,54.3279,53.911,54.1889,6057434.0
2019-07-28,54.0407,54.3279,53.911,54.1889,6057434.0
2019-07-29,54.4576,54.4576,53.5405,53.7814,7439258.0
2019-07-30,53.5035,53.8601,53.1978,53.2534,6367207.0
2019-07-31,53.6146,53.6146,51.5212,52.1511,11966713.0
2019-08-01,52.1511,52.6605,51.4285,51.762,10215157.0
2019-08-02,52.0492,52.0492,50.9469,51.725,12644401.0
2019-08-03,52.0492,52.0492,50.9469,51.725,12644401.0
2019-08-04,52.0492,52.0492,50.9469,51.725,12644401.0
2019-08-05,51.0395,51.0395,49.7288,49.7982,16204573.0
2019-08-06,50.2058,50.4374,49.6593,49.9835,13149503.0
2019-08-07,49.2147,50.0808,49.0665,49.4092,16344061.0
2019-08-08,49.7612,50.7153,49.7612,50.6227,12460824.0
2019-08-09,50.2429,50.4559,49.5759,49.9279,8471272.0
2019-08-10,50.2429,50.4559,49.5759,49.9279,8471272.0
2019-08-11,50.2429,50.4559,49.5759,49.9279,8471272.0
2019-08-12,49.7241,49.826,49.0942,49.3258,6329937.0
2019-08-13,49.2239,50.2429,49.0942,49.9928,11447038.0
2019-08-14,49.4185,49.437,48.3903,48.4644,12489202.0
2019-08-15,48.77,48.8349,48.1309,48.7145,11257013.0
2019-08-16,49.261,49.738,49.1035,49.6408,9913097.0
2019-08-17,49.261,49.738,49.1035,49.6408,9913097.0
2019-08-18,49.261,49.738,49.1035,49.6408,9913097.0
2019-08-19,50.2243,50.3633,49.7982,49.9001,8273335.0
2019-08-20,49.5759,49.8723,49.0016,49.0757,7577816.0
2019-08-21,49.5852,49.9557,49.2517,49.3166,6113303.0
2019-08-22,49.6315,49.7612,48.9877,49.2702,6744890.0
2019-08-23,49.1498,49.3907,47.4732,47.7789,11374639.0
2019-08-24,49.1498,49.3907,47.4732,47.7789,11374639.0
2019-08-25,49.1498,49.3907,47.4732,47.7789,11374639.0
2019-08-26,48.2976,48.4644,48.0105,48.2884,8582319.0
2019-08-27,48.5755,48.7422,48.3717,48.5292,13853329.0
2019-08-28,48.3532,48.3532,47.8159,48.1216,7499128.0
2019-08-29,48.77,48.9182,48.2513,48.3161,6857966.0
2019-08-30,48.6311,48.6774,47.9364,48.2235,7919973.0
2019-08-31,48.6311,48.6774,47.9364,48.2235,7919973.0
2019-09-01,48.6311,48.6774,47.9364,48.2235,7919973.0
2019-09-02,48.6311,48.6774,47.9364,48.2235,7919973.0
2019-09-03,48.1124,48.1679,47.7511,48.066,10128192.0
2019-09-04,48.4921,49.21,48.3717,49.0665,10558965.0
2019-09-05,49.7704,50.3262,49.6778,49.8723,10414555.0
2019-09-06,50.1132,50.1502,49.2239,49.2425,11636088.0
2019-09-07,50.1132,50.1502,49.2239,49.2425,11636088.0
2019-09-08,50.1132,50.1502,49.2239,49.2425,11636088.0
2019-09-09,49.6686,50.6504,49.5111,50.5208,17803751.0
2019-09-10,50.5208,51.3822,50.1502,51.3822,19976492.0
2019-09-11,51.197,52.1418,51.0951,52.1418,16749432.0
2019-09-12,50.3355,50.8357,49.0016,49.9187,28184390.0
2019-09-13,50.0206,50.6875,49.3999,49.789,14736699.0
2019-09-14,50.0206,50.6875,49.3999,49.789,14736699.0
2019-09-15,50.0206,50.6875,49.3999,49.789,14736699.0
2019-09-16,49.4648,49.6222,48.8997,49.2239,15204244.0
2019-09-17,49.261,49.2795,48.4921,48.9738,11476416.0
2019-09-18,48.9275,48.946,48.0336,48.6867,9091864.0
2019-09-19,48.5292,49.7149,48.5292,49.437,14924422.0
2019-09-20,49.7519,50.2521,49.4833,49.5296,59791448.0
2019-09-21,49.7519,50.2521,49.4833,49.5296,59791448.0
2019-09-22,49.7519,50.2521,49.4833,49.5296,59791448.0
2019-09-23,49.2517,50.178,49.1498,50.0391,14263866.0
2019-09-24,50.1502,50.4744,49.2008,49.4185,15658346.0
2019-09-25,49.3814,49.9696,48.9924,49.8723,12925541.0
2019-09-26,50.1224,50.3262,49.525,49.9835,13375775.0
2019-09-27,50.1966,50.5763,49.6686,50.1039,12391079.0
2019-09-28,50.1966,50.5763,49.6686,50.1039,12391079.0
2019-09-29,50.1966,50.5763,49.6686,50.1039,12391079.0
2019-09-30,50.2521,51.2062,50.0669,50.9746,17507826.0
2019-10-01,50.9839,51.5397,49.789,49.8353,16524234.0
2019-10-02,49.5574,49.613,48.7932,49.2332,16057896.0
2019-10-03,49.1498,49.9094,49.0387,49.8909,11756060.0
2019-10-04,50.0206,51.1136,49.8723,51.0765,13835817.0
2019-10-05,50.0206,51.1136,49.8723,51.0765,13835817.0
2019-10-06,50.0206,51.1136,49.8723,51.0765,13835817.0
2019-10-07,51.0117,51.2803,50.7153,50.7616,12462476.0
2019-10-08,50.2892,50.6741,49.8075,50.0669,15055993.0
2019-10-09,50.3832,51.1648,50.2995,50.7368,12894659.0
2019-10-10,50.6623,51.7323,50.5693,51.63,13924306.0
2019-10-11,52.0301,53.342,51.8347,52.9326,18728437.0
2019-10-12,52.0301,53.342,51.8347,52.9326,18728437.0
2019-10-13,52.0301,53.342,51.8347,52.9326,18728437.0
2019-10-14,52.8768,53.2303,52.486,52.5325,11094392.0
2019-10-15,52.6907,52.8628,52.4302,52.4302,9237020.0
2019-10-16,51.9091,52.1138,51.6858,51.9929,9032457.0
2019-10-17,52.1138,52.326,51.1601,51.2299,9966612.0
2019-10-18,51.1276,51.416,50.4111,50.7554,12562854.0
2019-10-19,51.1276,51.416,50.4111,50.7554,12562854.0
2019-10-20,51.1276,51.416,50.4111,50.7554,12562854.0
2019-10-21,51.2299,51.4532,51.0066,51.295,8351624.0
2019-10-22,51.3788,51.5742,50.2622,50.346,7875719.0
2019-10-23,50.2436,50.8298,50.1227,50.3646,10533647.0
2019-10-24,50.6809,50.8484,50.1878,50.4855,6483723.0
2019-10-25,50.2809,50.6344,50.2529,50.4018,6306964.0
2019-10-26,50.2809,50.6344,50.2529,50.4018,6306964.0
2019-10-27,50.2809,50.6344,50.2529,50.4018,6306964.0
2019-10-28,50.5693,50.8763,50.4949,50.8391,7280200.0
2019-10-29,50.9135,51.4579,50.7647,50.988,8333852.0
2019-10-30,51.3416,51.3416,50.6623,51.0345,6284896.0
2019-10-31,50.9135,51.0345,50.4669,50.6995,8260599.0
2019-11-01,50.9973,51.3136,50.7557,51.1741,7313584.0
2019-11-02,50.9973,51.3136,50.7557,51.1741,7313584.0
2019-11-03,50.9973,51.3136,50.7557,51.1741,7313584.0
2019-11-04,51.416,51.8719,51.416,51.5928,8757046.0
2019-11-05,51.8812,51.9556,51.6486,51.7975,10759319.0
2019-11-06,51.8347,51.9975,51.7323,51.8254,10572139.0
2019-11-07,52.0673,52.686,51.9742,52.0859,9677704.0
2019-11-08,52.0859,52.5604,51.8877,52.5604,5869591.0
2019-11-09,52.0859,52.5604,51.8877,52.5604,5869591.0
2019-11-10,52.0859,52.5604,51.8877,52.5604,5869591.0
2019-11-11,52.2906,52.6721,52.272,52.5046,5018039.0
2019-11-12,52.5976,52.8907,52.4906,52.6535,6184949.0
2019-11-13,52.2999,52.6256,52.2627,52.2999,6818251.0
2019-11-14,51.9277,52.4069,51.7696,52.1882,9056240.0
2019-11-15,52.4767,52.6209,52.3511,52.4953,7216865.0
2019-11-16,52.4767,52.6209,52.3511,52.4953,7216865.0
2019-11-17,52.4767,52.6209,52.3511,52.4953,7216865.0
2019-11-18,52.6256,52.6256,52.0673,52.2813,6924199.0
2019-11-19,52.5418,52.9884,52.3464,52.3557,7199492.0
2019-11-20,52.3092,52.6814,51.9277,52.3278,9117146.0
2019-11-21,52.3092,52.6535,52.2162,52.3185,8067136.0
2019-11-22,52.4953,53.0889,52.3325,52.4674,6346924.0
2019-11-23,52.4953,53.0889,52.3325,52.4674,6346924.0
2019-11-24,52.4953,53.0889,52.3325,52.4674,6346924.0
2019-11-25,52.5325,52.7372,52.365,52.6256,7977693.0
2019-11-26,52.8023,52.9047,52.4906,52.579,12078595.0
2019-11-27,52.9419,52.9512,52.4581,52.6721,5790026.0
2019-11-28,52.9419,52.9512,52.4581,52.6721,5790026.0
2019-11-29,52.4116,52.5604,52.1882,52.2348,6479396.0
2019-11-30,52.4116,52.5604,52.1882,52.2348,6479396.0
2019-12-01,52.4116,52.5604,52.1882,52.2348,6479396.0
2019-12-02,52.3185,52.5325,51.5276,51.5742,14314182.0
2019-12-03,50.8205,51.1648,50.6716,50.7926,14320507.0
2019-12-04,51.081,51.081,50.4151,50.6251,11436874.0
2019-12-05,50.7089,51.0159,50.5228,50.8763,10557403.0
2019-12-06,51.202,51.295,50.8112,51.0159,9088555.0
2019-12-07,51.202,51.295,50.8112,51.0159,9088555.0
2019-12-08,51.202,51.295,50.8112,51.0159,9088555.0
2019-12-09,51.0252,51.6207,50.9508,51.4625,12128860.0
2019-12-10,51.5462,52.0161,51.3881,51.937,10719907.0
2019-12-11,51.9184,52.5697,51.7789,52.3929,12159819.0
2019-12-12,52.3836,52.7186,51.8812,52.5418,15433071.0
2019-12-13,51.1741,51.5462,50.6344,50.7182,21432189.0
2019-12-14,51.1741,51.5462,50.6344,50.7182,21432189.0
2019-12-15,51.1741,51.5462,50.6344,50.7182,21432189.0
2019-12-16,50.8019,51.1555,49.9645,50.2343,19951519.0
2019-12-17,50.1413,50.2995,49.155,49.1643,19782558.0
2019-12-18,49.369,49.8808,49.2667,49.6761,14123168.0
2019-12-19,49.5923,49.8715,49.3504,49.5365,11910116.0
2019-12-20,50.1599,50.1971,49.6388,49.8715,27423669.0
2019-12-21,50.1599,50.1971,49.6388,49.8715,27423669.0
2019-12-22,50.1599,50.1971,49.6388,49.8715,27423669.0
2019-12-23,49.918,50.3041,49.8808,49.9738,10591502.0
2019-12-24,50.0389,50.2064,49.6435,49.7226,3331654.0
2019-12-25,50.0389,50.2064,49.6435,49.7226,3331654.0
2019-12-26,49.7319,49.9273,49.5737,49.8435,6702209.0
2019-12-27,49.9273,50.0575,49.6295,49.7412,7262263.0
2019-12-28,49.9273,50.0575,49.6295,49.7412,7262263.0
2019-12-29,49.9273,50.0575,49.6295,49.7412,7262263.0
2019-12-30,49.6854,49.7691,48.9596,49.0341,5936134.0
2019-12-31,48.9131,49.3132,48.8945,49.2946,7095128.0
2020-01-01,48.9131,49.3132,48.8945,49.2946,7095128.0
2020-01-02,49.5644,50.2064,49.5272,50.1971,13206090.0
2020-01-03,49.3039,50.2902,49.2667,50.0203,11026717.0
2020-01-04,49.3039,50.2902,49.2667,50.0203,11026717.0
2020-01-05,49.3039,50.2902,49.2667,50.0203,11026717.0
2020-01-06,49.6482,50.4297,49.6388,50.2809,10982367.0
2020-01-07,50.1413,50.5507,49.8808,50.3925,12037347.0
2020-01-08,50.4112,51.028,50.1869,50.5888,11857642.0
2020-01-09,50.7009,51.2149,50.4953,50.8224,10671019.0
2020-01-10,50.9813,51.0747,50.6729,50.8878,9734775.0
2020-01-11,50.9813,51.0747,50.6729,50.8878,9734775.0
2020-01-12,50.9813,51.0747,50.6729,50.8878,9734775.0
2020-01-13,50.8972,51.2056,50.8037,51.0093,10859994.0
2020-01-14,50.9532,51.5701,50.9345,51.2897,12627494.0
2020-01-15,51.2897,51.5701,51.1028,51.1775,9090815.0
2020-01-16,51.3831,51.8224,51.3364,51.8037,9866036.0
2020-01-17,51.9906,52.0467,51.2616,51.5233,11166619.0
2020-01-18,51.9906,52.0467,51.2616,51.5233,11166619.0
2020-01-19,51.9906,52.0467,51.2616,51.5233,11166619.0
2020-01-20,51.9906,52.0467,51.2616,51.5233,11166619.0
2020-01-21,51.3831,51.7383,51.3224,51.6074,8773031.0
2020-01-22,51.785,52.0046,51.028,51.1402,6380481.0
2020-01-23,50.8504,51.4018,50.7289,51.3831,6583173.0
2020-01-24,51.4579,51.5841,50.3551,50.5327,6426029.0
2020-01-25,51.4579,51.5841,50.3551,50.5327,6426029.0
2020-01-26,51.4579,51.5841,50.3551,50.5327,6426029.0
2020-01-27,49.7009,50.014,49.1869,49.243,8259053.0
2020-01-28,49.4018,50.1682,49.2102,49.9626,8620547.0
2020-01-29,50.2616,50.4112,49.7009,49.7196,6332477.0
2020-01-30,49.3645,49.8364,48.8641,49.8224,7176193.0
2020-01-31,49.8504,49.9859,48.8645,49.0187,8884763.0
2020-02-01,49.8504,49.9859,48.8645,49.0187,8884763.0
2020-02-02,49.8504,49.9859,48.8645,49.0187,8884763.0
2020-02-03,49.2803,49.9159,49.243,49.6168,8892516.0
2020-02-04,50.2336,50.9906,50.2336,50.5046,9769854.0
2020-02-05,51.0934,51.4299,51.0093,51.1588,9612932.0
2020-02-06,51.4018,51.7289,51.1308,51.1308,8832013.0
2020-02-07,50.7196,51.3738,50.6448,51.1402,7864760.0
2020-02-08,50.7196,51.3738,50.6448,51.1402,7864760.0
2020-02-09,50.7196,51.3738,50.6448,51.1402,7864760.0
2020-02-10,51.1402,51.4673,50.8878,51.3925,7198216.0
2020-02-11,51.5607,51.9065,51.5046,51.542,8466579.0
2020-02-12,51.9159,52.2336,51.6355,52.0841,7541074.0
2020-02-13,51.6916,52.0,51.4112,51.6916,8480140.0
2020-02-14,51.757,52.1822,51.6261,51.8411,7496836.0
2020-02-15,51.757,52.1822,51.6261,51.8411,7496836.0
2020-02-16,51.757,52.1822,51.6261,51.8411,7496836.0
2020-02-17,51.757,52.1822,51.6261,51.8411,7496836.0
2020-02-18,51.7944,52.1121,51.4953,51.8224,7185651.0
2020-02-19,51.9532,52.1215,51.7663,51.813,6819545.0
2020-02-20,51.7757,52.2102,51.285,51.8785,6114630.0
2020-02-21,51.4766,51.7196,50.8785,51.1028,9078643.0
2020-02-22,51.4766,51.7196,50.8785,51.1028,9078643.0
2020-02-23,51.4766,51.7196,50.8785,51.1028,9078643.0
2020-02-24,49.6261,50.028,49.0747,49.2056,10992552.0
2020-02-25,49.5981,49.7383,47.4766,47.6261,12202812.0
2020-02-26,47.9532,49.6635,47.8878,48.6448,16413096.0
2020-02-27,47.5514,49.9626,47.4392,47.4579,16161095.0
2020-02-28,46.0187,46.6261,44.7663,46.2243,24427058.0
2020-02-29,46.0187,46.6261,44.7663,46.2243,24427058.0
