,AUB US Equity,AUB US Equity,AUB US Equity,AUB US Equity,AUB US Equity
2020-02-03,29.2859,29.855,29.191,29.7515,314099.0
2020-02-04,30.1827,30.4069,30.0275,30.1827,384130.0
2020-02-05,30.6398,31.0278,30.4759,30.8726,357125.0
2020-02-06,31.0723,31.0897,30.5687,30.6381,155510.0
2020-02-07,30.4731,30.5513,30.1171,30.2821,181604.0
2020-02-08,30.4731,30.5513,30.1171,30.2821,181604.0
2020-02-09,30.4731,30.5513,30.1171,30.2821,181604.0
2020-02-10,30.0563,30.3168,30.0042,30.3081,148049.0
2020-02-11,30.4297,30.6381,30.3081,30.395,317421.0
2020-02-12,30.7771,30.7771,30.1779,30.3168,128082.0
2020-02-13,30.23,30.4731,30.1952,30.395,183029.0
2020-02-14,30.395,30.4862,30.2069,30.4644,129926.0
2020-02-15,30.395,30.4862,30.2069,30.4644,129926.0
2020-02-16,30.395,30.4862,30.2069,30.4644,129926.0
2020-02-17,30.395,30.4862,30.2069,30.4644,129926.0
2020-02-18,30.3429,30.3776,29.9608,30.1865,141924.0
2020-02-19,30.2473,30.3863,30.1258,30.2387,166543.0
2020-02-20,30.1865,30.6989,30.1431,30.6468,428650.0
2020-02-21,30.6729,30.8205,30.1692,30.5166,226897.0
2020-02-22,30.6729,30.8205,30.1692,30.5166,226897.0
2020-02-23,30.6729,30.8205,30.1692,30.5166,226897.0
2020-02-24,29.6221,29.8826,29.1444,29.1531,210781.0
2020-02-25,29.101,29.1567,28.2673,28.3715,301665.0
2020-02-26,28.5886,28.8318,27.9373,28.1284,329813.0
2020-02-27,27.5378,28.2239,26.8344,26.8518,310767.0
2020-02-28,25.9399,26.5478,25.3668,25.827,513970.0
2020-02-29,25.9399,26.5478,25.3668,25.827,513970.0
2020-03-01,25.9399,26.5478,25.3668,25.827,513970.0
2020-03-02,25.8878,26.4176,25.7055,26.3134,540571.0
2020-03-03,26.2699,26.5913,25.141,25.1931,434561.0
2020-03-04,24.7155,25.2626,24.1293,25.1757,715282.0
2020-03-05,24.4376,24.6373,23.4562,23.9165,464568.0
2020-03-06,22.9786,23.656,22.7181,23.2218,457060.0
2020-03-07,22.9786,23.656,22.7181,23.2218,457060.0
2020-03-08,22.9786,23.656,22.7181,23.2218,457060.0
2020-03-09,21.3373,22.2578,19.7394,19.8349,421886.0
2020-03-10,20.6859,21.2331,19.1315,20.2604,738344.0
2020-03-11,19.6352,20.1215,18.7928,19.0967,461919.0
2020-03-12,17.8896,19.4094,17.0472,18.3586,497181.0
2020-03-13,19.5049,20.2431,18.1675,20.2431,547873.0
2020-03-14,19.5049,20.2431,18.1675,20.2431,547873.0
2020-03-15,19.5049,20.2431,18.1675,20.2431,547873.0
2020-03-16,17.3686,19.913,17.3686,18.402,498271.0
2020-03-17,18.7494,20.9204,18.1501,20.7815,659088.0
2020-03-18,19.5309,20.2648,18.5757,19.9738,733724.0
2020-03-19,19.722,23.0481,18.897,20.5817,686029.0
2020-03-20,20.5817,20.9074,18.0937,18.2196,712370.0
2020-03-21,20.5817,20.9074,18.0937,18.2196,712370.0
2020-03-22,20.5817,20.9074,18.0937,18.2196,712370.0
2020-03-23,18.3325,19.2921,16.3577,17.4033,437206.0
2020-03-24,17.5509,18.7989,16.9604,17.7246,597090.0
2020-03-25,17.8375,18.3325,17.1601,17.4467,805558.0
2020-03-26,17.4901,19.2444,16.8301,19.1923,721492.0
2020-03-27,18.4194,19.0533,18.1197,18.3846,362463.0
2020-03-28,18.4194,19.0533,18.1197,18.3846,362463.0
2020-03-29,18.4194,19.0533,18.1197,18.3846,362463.0
2020-03-30,18.428,19.0186,17.768,18.6799,442501.0
2020-03-31,18.428,19.1401,18.2544,19.0186,560380.0
2020-04-01,18.0025,18.1501,17.4641,17.9851,376309.0
2020-04-02,17.7941,18.9491,17.7246,18.5844,287409.0
2020-04-03,18.2978,18.5062,16.9604,17.247,345917.0
2020-04-04,18.2978,18.5062,16.9604,17.247,345917.0
2020-04-05,18.2978,18.5062,16.9604,17.247,345917.0
2020-04-06,18.0633,18.9838,17.907,18.7667,482570.0
2020-04-07,19.5309,19.9391,18.2109,18.4801,360559.0
2020-04-08,18.8449,20.9291,18.6886,20.4254,575570.0
2020-04-09,21.0941,22.8744,20.7902,22.7354,525240.0
2020-04-10,21.0941,22.8744,20.7902,22.7354,525240.0
2020-04-11,21.0941,22.8744,20.7902,22.7354,525240.0
2020-04-12,21.0941,22.8744,20.7902,22.7354,525240.0
2020-04-13,22.5965,22.5965,19.6612,19.7307,596256.0
2020-04-14,20.2778,20.5296,18.5844,19.2009,573110.0
2020-04-15,18.2717,18.8796,17.8288,18.1762,396290.0
2020-04-16,18.2283,18.4046,16.8388,17.1775,566017.0
2020-04-17,17.8028,19.3225,17.7333,19.1836,455577.0
2020-04-18,17.8028,19.3225,17.7333,19.1836,455577.0
2020-04-19,17.8028,19.3225,17.7333,19.1836,455577.0
2020-04-20,18.5149,19.583,18.3412,18.9404,340740.0
2020-04-21,18.263,18.897,18.0503,18.4975,280480.0
2020-04-22,18.8709,18.9317,17.7767,18.0546,285892.0
2020-04-23,18.1675,18.719,17.8028,18.3499,268542.0
2020-04-24,18.5583,19.0099,18.2022,18.8623,268077.0
2020-04-25,18.5583,19.0099,18.2022,18.8623,268077.0
2020-04-26,18.5583,19.0099,18.2022,18.8623,268077.0
2020-04-27,19.088,20.8683,19.062,20.6338,315996.0
2020-04-28,21.676,22.1015,20.9986,21.346,506908.0
2020-04-29,21.1375,22.7962,20.547,22.0407,553891.0
2020-04-30,21.4415,21.4415,20.5904,20.7294,359750.0
2020-05-01,19.9825,20.1649,19.0186,19.5049,398112.0
2020-05-02,19.9825,20.1649,19.0186,19.5049,398112.0
2020-05-03,19.9825,20.1649,19.0186,19.5049,398112.0
2020-05-04,19.2009,19.6265,18.7667,19.5223,309450.0
2020-05-05,20.7033,20.7033,19.0967,19.1401,494706.0
2020-05-06,19.2183,19.2183,17.6551,17.8071,1651777.0
2020-05-07,18.1328,18.4975,17.3599,17.5509,556723.0
2020-05-08,18.0286,19.1575,17.9938,19.0794,331278.0
2020-05-09,18.0286,19.1575,17.9938,19.0794,331278.0
2020-05-10,18.0286,19.1575,17.9938,19.0794,331278.0
2020-05-11,18.6365,18.6365,17.5857,18.1849,488205.0
2020-05-12,18.1936,18.237,17.3078,17.3772,395119.0
2020-05-13,17.3686,17.577,16.8822,17.247,749032.0
2020-05-14,16.7867,17.247,16.1093,16.9604,472929.0
2020-05-15,16.8301,17.3686,16.5349,17.1949,493634.0
2020-05-16,16.8301,17.3686,16.5349,17.1949,493634.0
2020-05-17,16.8301,17.3686,16.5349,17.1949,493634.0
2020-05-18,18.0546,19.2704,17.5683,19.1054,462576.0
2020-05-19,18.8068,19.0,17.4364,17.454,370153.0
2020-05-20,17.8581,19.0703,17.8581,18.8068,423627.0
2020-05-21,18.675,18.921,18.1726,18.6135,245962.0
2020-05-22,18.7101,18.8507,18.35,18.6486,185535.0
2020-05-23,18.7101,18.8507,18.35,18.6486,185535.0
2020-05-24,18.7101,18.8507,18.35,18.6486,185535.0
2020-05-25,18.7101,18.8507,18.35,18.6486,185535.0
2020-05-26,19.5622,20.5416,19.2108,20.2386,369163.0
2020-05-27,21.196,22.2238,20.9237,22.0525,758621.0
2020-05-28,22.3555,22.5751,21.2224,21.3278,548701.0
2020-05-29,20.792,20.8798,20.0014,20.3352,380331.0
2020-05-30,20.792,20.8798,20.0014,20.3352,380331.0
2020-05-31,20.792,20.8798,20.0014,20.3352,380331.0
2020-06-01,20.344,20.9982,20.1156,20.1507,311607.0
2020-06-02,20.2474,20.73,20.2298,20.4318,301793.0
2020-06-03,21.0204,22.0305,20.6251,21.2224,454704.0
2020-06-04,20.792,21.6001,20.5548,21.319,239223.0
2020-06-05,22.988,24.1607,22.4961,23.8576,411690.0
2020-06-06,22.988,24.1607,22.4961,23.8576,411690.0
2020-06-07,22.988,24.1607,22.4961,23.8576,411690.0
2020-06-08,24.3759,24.736,23.6995,24.1563,303244.0
2020-06-09,23.2954,23.9674,22.8694,23.4096,246105.0
2020-06-10,23.0231,23.4096,21.5035,21.644,290071.0
2020-06-11,20.1244,20.4933,19.3514,19.4304,345242.0
2020-06-12,20.4142,20.8095,19.3602,20.1156,303971.0
2020-06-13,20.4142,20.8095,19.3602,20.1156,303971.0
2020-06-14,20.4142,20.8095,19.3602,20.1156,303971.0
2020-06-15,19.2108,20.2474,18.7189,19.9136,324663.0
2020-06-16,20.9413,21.6616,20.5109,21.4683,497880.0
2020-06-17,21.3981,21.3981,20.1946,20.3088,429691.0
2020-06-18,19.9223,20.9325,19.9223,20.5548,290423.0
2020-06-19,20.8622,20.8622,19.6325,20.1068,791682.0
2020-06-20,20.8622,20.8622,19.6325,20.1068,791682.0
2020-06-21,20.8622,20.8622,19.6325,20.1068,791682.0
2020-06-22,19.7642,20.6778,19.5885,20.4977,290231.0
2020-06-23,20.9676,21.1785,19.9663,19.9926,251218.0
2020-06-24,19.6852,19.6852,18.8068,19.2811,383304.0
2020-06-25,19.0791,20.1595,19.0351,20.1068,347271.0
2020-06-26,19.5885,19.5885,18.4027,18.8507,975600.0
2020-06-27,19.5885,19.5885,18.4027,18.8507,975600.0
2020-06-28,19.5885,19.5885,18.4027,18.8507,975600.0
2020-06-29,19.3426,20.1859,19.1142,19.8916,301040.0
2020-06-30,19.6588,20.4626,19.5534,20.344,269185.0
2020-07-01,20.2737,20.3572,18.921,18.9912,278307.0
2020-07-02,19.571,19.975,18.5784,18.7365,454872.0
2020-07-03,19.571,19.975,18.5784,18.7365,454872.0
2020-07-04,19.571,19.975,18.5784,18.7365,454872.0
2020-07-05,19.571,19.975,18.5784,18.7365,454872.0
2020-07-06,19.4392,19.7423,18.7541,18.9297,268719.0
2020-07-07,18.6135,18.7453,18.3061,18.35,382238.0
2020-07-08,18.3148,18.5081,17.4277,17.7527,305367.0
2020-07-09,17.6648,17.9283,16.9972,17.1553,542388.0
2020-07-10,17.1378,18.5784,17.1378,18.5432,335214.0
2020-07-11,17.1378,18.5784,17.1378,18.5432,335214.0
2020-07-12,17.1378,18.5784,17.1378,18.5432,335214.0
2020-07-13,18.8155,19.246,18.1567,18.921,398244.0
2020-07-14,18.8068,18.9671,18.0074,18.3588,162143.0
2020-07-15,19.0,19.65,18.8068,19.5007,704734.0
2020-07-16,19.325,20.1024,19.202,19.7906,379782.0
2020-07-17,19.6412,19.773,19.2899,19.3382,365501.0
2020-07-18,19.6412,19.773,19.2899,19.3382,365501.0
2020-07-19,19.6412,19.773,19.2899,19.3382,365501.0
2020-07-20,19.0,19.4216,18.7628,19.0615,337742.0
2020-07-21,19.3777,20.2825,19.3602,20.1244,256019.0
2020-07-22,19.7642,20.1332,19.1493,19.9926,383639.0
2020-07-23,19.7906,21.319,19.7906,20.8974,303955.0
2020-07-24,21.1785,21.2136,20.4845,20.7129,284031.0
2020-07-25,21.1785,21.2136,20.4845,20.7129,284031.0
2020-07-26,21.1785,21.2136,20.4845,20.7129,284031.0
2020-07-27,20.5548,20.6426,19.9223,20.0453,264773.0
2020-07-28,20.0629,20.5197,20.0629,20.3352,305940.0
2020-07-29,20.2474,20.7832,19.8872,20.7305,264466.0
2020-07-30,20.2122,20.3528,19.8784,20.1332,241166.0
2020-07-31,19.8433,20.0416,19.3689,19.8257,310263.0
2020-08-01,19.8433,20.0416,19.3689,19.8257,310263.0
2020-08-02,19.8433,20.0416,19.3689,19.8257,310263.0
2020-08-03,19.8257,20.2034,19.5095,19.9399,248818.0
2020-08-04,19.8169,19.9487,19.5446,19.8521,214036.0
2020-08-05,20.0541,20.2649,19.7862,20.2561,305931.0
2020-08-06,19.9808,20.5225,19.9808,20.3982,186382.0
2020-08-07,20.0963,21.6326,20.0634,21.6148,317783.0
2020-08-08,20.0963,21.6326,20.0634,21.6148,317783.0
2020-08-09,20.0963,21.6326,20.0634,21.6148,317783.0
2020-08-10,21.6415,22.867,21.6415,22.4141,307851.0
2020-08-11,22.7338,23.4886,21.0549,22.787,293357.0
2020-08-12,23.3554,23.3554,22.2009,22.5917,225528.0
2020-08-13,22.2542,22.5206,22.1476,22.3253,227068.0
2020-08-14,22.0677,23.1334,22.0677,22.8403,208019.0
2020-08-15,22.0677,23.1334,22.0677,22.8403,208019.0
2020-08-16,22.0677,23.1334,22.0677,22.8403,208019.0
2020-08-17,22.6183,22.8048,22.0855,22.3164,237345.0
2020-08-18,22.2631,22.3874,21.526,21.5793,164761.0
2020-08-19,21.4905,22.1299,21.4905,21.6326,247442.0
2020-08-20,21.2863,21.5882,20.9932,21.0465,201160.0
2020-08-21,21.0376,21.2152,20.5581,20.6735,278506.0
2020-08-22,21.0376,21.2152,20.5581,20.6735,278506.0
2020-08-23,21.0376,21.2152,20.5581,20.6735,278506.0
2020-08-24,20.7978,21.8013,20.5847,21.7125,186480.0
2020-08-25,21.899,22.2009,21.4639,21.7836,163611.0
2020-08-26,21.8013,21.8013,21.0465,21.1353,205572.0
2020-08-27,21.0731,21.828,21.0731,21.526,187541.0
2020-08-28,21.7747,21.7747,20.9399,21.0731,205774.0
2020-08-29,21.7747,21.7747,20.9399,21.0731,205774.0
2020-08-30,21.7747,21.7747,20.9399,21.0731,205774.0
2020-08-31,20.8866,21.1797,20.6469,20.6557,248258.0
2020-09-01,20.4071,20.9843,20.3893,20.9133,198284.0
2020-09-02,20.8067,20.9932,20.6913,20.86,144970.0
2020-09-03,21.0909,21.7658,20.9133,21.0198,186524.0
2020-09-04,21.5971,21.9256,21.2507,21.6548,216170.0
2020-09-05,21.5971,21.9256,21.2507,21.6548,216170.0
2020-09-06,21.5971,21.9256,21.2507,21.6548,216170.0
2020-09-07,21.5971,21.9256,21.2507,21.6548,216170.0
2020-09-08,21.304,21.3395,20.1673,20.3538,264701.0
2020-09-09,20.5581,20.5581,19.8254,20.0608,268346.0
2020-09-10,20.1762,20.1762,19.7055,19.7588,264619.0
2020-09-11,19.8743,19.8743,19.377,19.5812,250446.0
2020-09-12,19.8743,19.8743,19.377,19.5812,250446.0
2020-09-13,19.8743,19.8743,19.377,19.5812,250446.0
2020-09-14,19.6434,20.0963,19.6434,19.972,185412.0
2020-09-15,20.1584,20.5403,19.6256,19.8032,279284.0
2020-09-16,19.821,20.3094,19.599,19.9897,387395.0
2020-09-17,19.7322,20.0785,19.6345,19.9808,377767.0
2020-09-18,20.2384,20.2384,19.7144,19.9009,1018174.0
2020-09-19,20.2384,20.2384,19.7144,19.9009,1018174.0
2020-09-20,20.2384,20.2384,19.7144,19.9009,1018174.0
2020-09-21,19.6079,19.7766,18.2847,18.4889,340098.0
2020-09-22,18.56,18.6754,18.0627,18.258,251880.0
2020-09-23,18.3113,18.6133,17.743,17.7607,235023.0
2020-09-24,18.0094,18.3913,17.4144,17.965,193214.0
2020-09-25,17.8051,18.2669,17.8051,18.1737,191202.0
2020-09-26,17.8051,18.2669,17.8051,18.1737,191202.0
2020-09-27,17.8051,18.2669,17.8051,18.1737,191202.0
2020-09-28,18.4712,18.9951,18.4712,18.7997,201597.0
2020-09-29,18.7731,18.7997,18.1337,18.6843,232360.0
2020-09-30,18.7109,19.1194,18.6843,18.9774,368931.0
2020-10-01,18.9862,19.2526,18.631,19.226,261577.0
2020-10-02,18.853,20.1496,18.853,20.0164,329784.0
2020-10-03,18.853,20.1496,18.853,20.0164,329784.0
2020-10-04,18.853,20.1496,18.853,20.0164,329784.0
2020-10-05,20.2384,21.2152,20.2384,21.1886,314230.0
2020-10-06,21.2152,22.121,20.9399,21.3484,381057.0
2020-10-07,21.828,22.272,21.011,21.8812,286413.0
2020-10-08,22.2009,22.4585,21.9434,22.1743,186877.0
2020-10-09,22.2809,22.3253,21.1249,21.6415,153677.0
2020-10-10,22.2809,22.3253,21.1249,21.6415,153677.0
2020-10-11,22.2809,22.3253,21.1249,21.6415,153677.0
2020-10-12,21.5349,22.2009,21.4861,22.121,223216.0
2020-10-13,21.9345,21.9345,21.1442,21.4017,262474.0
2020-10-14,21.5349,21.7303,21.1353,21.1442,122490.0
2020-10-15,20.7978,21.859,20.4426,21.6681,163473.0
2020-10-16,21.4372,21.8102,21.1619,21.6592,189192.0
2020-10-17,21.4372,21.8102,21.1619,21.6592,189192.0
2020-10-18,21.4372,21.8102,21.1619,21.6592,189192.0
2020-10-19,21.9345,22.2009,21.4816,21.5171,110380.0
2020-10-20,21.7747,22.2542,21.7569,21.899,135562.0
2020-10-21,21.8724,22.4496,21.8724,22.3963,177185.0
2020-10-22,22.7338,23.4753,22.6449,23.382,282115.0
2020-10-23,23.6928,23.977,23.2075,23.6218,248095.0
2020-10-24,23.6928,23.977,23.2075,23.6218,248095.0
2020-10-25,23.6928,23.977,23.2075,23.6218,248095.0
2020-10-26,23.3465,23.7417,22.9291,23.3998,203082.0
2020-10-27,23.3199,23.3554,22.2986,22.3164,227117.0
2020-10-28,21.8102,22.3519,21.1797,21.7125,301692.0
2020-10-29,21.5882,22.2897,21.2241,22.1921,240711.0
2020-10-30,22.1121,22.6094,22.0855,22.4585,218707.0
2020-10-31,22.1121,22.6094,22.0855,22.4585,218707.0
2020-11-01,22.1121,22.6094,22.0855,22.4585,218707.0
2020-11-02,22.8314,23.1378,22.5917,22.9202,172800.0
2020-11-03,23.8083,24.35,23.4886,24.1901,306745.0
2020-11-04,23.3376,23.4708,21.8368,21.9079,188705.0
2020-11-05,21.8368,22.8137,21.8368,22.6272,227368.0
2020-11-06,22.9558,22.9913,22.0588,22.0855,113045.0
2020-11-07,22.9558,22.9913,22.0588,22.0855,113045.0
2020-11-08,22.9558,22.9913,22.0588,22.0855,113045.0
2020-11-09,23.906,27.1029,23.826,26.3125,500321.0
2020-11-10,26.7299,27.3249,26.1438,26.9253,335869.0
2020-11-11,27.0141,27.0141,25.8064,26.4013,305600.0
2020-11-12,25.7744,26.0342,25.2371,25.6849,502838.0
2020-11-13,26.061,26.5625,25.7924,26.3387,256404.0
2020-11-14,26.061,26.5625,25.7924,26.3387,256404.0
2020-11-15,26.061,26.5625,25.7924,26.3387,256404.0
2020-11-16,27.1984,28.2731,26.7775,27.8611,270869.0
2020-11-17,27.2342,28.0313,26.8939,27.9507,269836.0
2020-11-18,28.2552,28.4343,27.3327,27.3865,253056.0
2020-11-19,27.2074,27.6283,26.4372,26.9656,226337.0
2020-11-20,26.3655,26.8312,25.9983,26.7058,232993.0
2020-11-21,26.3655,26.8312,25.9983,26.7058,232993.0
2020-11-22,26.3655,26.8312,25.9983,26.7058,232993.0
2020-11-23,27.1626,27.6148,26.8044,27.3417,224029.0
2020-11-24,27.8522,29.3209,27.8522,29.0343,262080.0
2020-11-25,28.5149,28.6761,27.7447,28.5597,197037.0
2020-11-26,28.5149,28.6761,27.7447,28.5597,197037.0
2020-11-27,28.5955,29.1731,27.6193,28.094,87907.0
2020-11-28,28.5955,29.1731,27.6193,28.094,87907.0
2020-11-29,28.5955,29.1731,27.6193,28.094,87907.0
2020-11-30,27.7895,28.1746,26.6252,26.7864,330579.0
2020-12-01,27.4492,27.8969,26.876,27.1178,275350.0
2020-12-02,26.9029,27.9328,26.9029,27.794,161978.0
2020-12-03,27.7984,27.9775,27.3596,27.6686,167113.0
2020-12-04,28.0581,28.685,27.6731,28.6224,169768.0
2020-12-05,28.0581,28.685,27.6731,28.6224,169768.0
2020-12-06,28.0581,28.685,27.6731,28.6224,169768.0
2020-12-07,28.3358,28.891,27.9238,28.7567,150912.0
2020-12-08,28.4432,29.106,28.4432,29.0612,229455.0
2020-12-09,29.1507,29.7597,28.9268,29.106,277324.0
2020-12-10,28.6582,29.3925,28.3537,29.2851,160171.0
2020-12-11,28.5027,29.4866,28.5027,29.3209,210215.0
2020-12-12,28.5027,29.4866,28.5027,29.3209,210215.0
2020-12-13,28.5027,29.4866,28.5027,29.3209,210215.0
2020-12-14,29.7955,29.9388,29.1239,29.1418,339283.0
2020-12-15,29.4105,30.0821,29.1597,30.0284,198182.0
2020-12-16,30.1359,30.1986,28.524,29.8941,247479.0
2020-12-17,28.5015,29.9836,28.5015,29.9299,271366.0
2020-12-18,30.0463,30.2523,28.9806,29.1418,816800.0
2020-12-19,30.0463,30.2523,28.9806,29.1418,816800.0
2020-12-20,30.0463,30.2523,28.9806,29.1418,816800.0
2020-12-21,28.8731,29.3119,28.2193,28.7388,229975.0
2020-12-22,28.9089,28.9089,28.2373,28.3537,165248.0
2020-12-23,28.3179,29.4015,28.1477,29.303,165835.0
2020-12-24,29.6343,29.6343,29.097,29.4642,119116.0
2020-12-25,29.6343,29.6343,29.097,29.4642,119116.0
2020-12-26,29.6343,29.6343,29.097,29.4642,119116.0
2020-12-27,29.6343,29.6343,29.097,29.4642,119116.0
2020-12-28,29.5985,30.0821,29.294,29.7866,166406.0
2020-12-29,29.7866,29.9612,28.7119,28.9045,178059.0
2020-12-30,29.1328,29.5448,29.1328,29.2403,218009.0
2020-12-31,29.2761,29.5985,29.0254,29.5,211534.0
2021-01-01,29.2761,29.5985,29.0254,29.5,211534.0
2021-01-02,29.2761,29.5985,29.0254,29.5,211534.0
2021-01-03,29.2761,29.5985,29.0254,29.5,211534.0
2021-01-04,29.5806,29.9657,28.4343,29.0164,351060.0
2021-01-05,29.1866,29.7866,28.7836,29.5,222996.0
2021-01-06,30.3687,33.2166,30.3687,32.5808,458117.0
2021-01-07,32.8047,33.5748,32.7061,33.1002,320600.0
2021-01-08,33.2704,33.2704,31.5419,32.0882,252618.0
2021-01-09,33.2704,33.2704,31.5419,32.0882,252618.0
2021-01-10,33.2704,33.2704,31.5419,32.0882,252618.0
2021-01-11,31.4882,32.6882,31.4882,32.6166,183192.0
2021-01-12,32.9882,33.8346,32.4196,33.1271,153711.0
2021-01-13,32.8584,33.342,32.2763,32.7778,105320.0
2021-01-14,33.351,33.8704,33.1271,33.342,259802.0
2021-01-15,32.7778,33.2166,32.4823,32.6703,239127.0
2021-01-16,32.7778,33.2166,32.4823,32.6703,239127.0
2021-01-17,32.7778,33.2166,32.4823,32.6703,239127.0
2021-01-18,32.7778,33.2166,32.4823,32.6703,239127.0
2021-01-19,33.0554,33.342,32.6793,32.93,163730.0
2021-01-20,32.7867,33.1271,32.4912,32.8047,116483.0
2021-01-21,32.9927,32.9927,31.8285,32.0434,137277.0
2021-01-22,31.5061,33.0465,31.4882,33.0017,391992.0
2021-01-23,31.5061,33.0465,31.4882,33.0017,391992.0
2021-01-24,31.5061,33.0465,31.4882,33.0017,391992.0
2021-01-25,32.7241,32.9121,31.721,32.4733,253564.0
2021-01-26,34.0316,34.0316,30.7359,30.8613,222119.0
2021-01-27,30.0284,30.5389,29.4194,29.9747,277576.0
2021-01-28,30.6553,32.4017,29.9568,30.0821,218410.0
2021-01-29,30.0642,30.2389,28.8955,29.4105,324946.0
2021-01-30,30.0642,30.2389,28.8955,29.4105,324946.0
2021-01-31,30.0642,30.2389,28.8955,29.4105,324946.0
2021-02-01,29.6164,30.3463,29.1597,30.0911,171337.0
2021-02-02,30.315,30.6822,29.7866,30.4404,251255.0
2021-02-03,30.1896,30.6463,29.6612,30.0374,144642.0
2021-02-04,30.2971,31.4882,30.0463,31.3897,244165.0
2021-02-05,31.3449,31.6718,30.6732,31.327,175571.0
2021-02-06,31.3449,31.6718,30.6732,31.327,175571.0
2021-02-07,31.3449,31.6718,30.6732,31.327,175571.0
2021-02-08,31.3449,32.133,31.2195,32.133,139224.0
2021-02-09,31.8374,32.7241,31.6136,32.7241,124410.0
2021-02-10,32.6614,33.2166,32.4554,32.5808,132470.0
2021-02-11,32.6349,33.2751,31.8143,32.202,177108.0
2021-02-12,31.9135,32.6078,31.8774,32.0127,192576.0
2021-02-13,31.9135,32.6078,31.8774,32.0127,192576.0
2021-02-14,31.9135,32.6078,31.8774,32.0127,192576.0
2021-02-15,31.9135,32.6078,31.8774,32.0127,192576.0
2021-02-16,32.0127,32.5176,31.7692,32.3193,297929.0
2021-02-17,31.9766,32.4635,31.9766,32.1254,165229.0
2021-02-18,32.2201,32.4185,31.7331,31.8954,623308.0
2021-02-19,31.8594,33.0587,31.7241,32.8603,247337.0
2021-02-20,31.8594,33.0587,31.7241,32.8603,247337.0
2021-02-21,31.8594,33.0587,31.7241,32.8603,247337.0
2021-02-22,32.8333,33.726,32.8333,33.4465,199953.0
2021-02-23,33.3924,34.4564,32.9866,33.8793,215355.0
2021-02-24,34.2851,34.8803,33.3924,34.5556,261906.0
2021-02-25,34.6458,34.9118,33.5186,33.6449,254029.0
2021-02-26,33.6539,34.222,32.7431,33.1218,303583.0
2021-02-27,33.6539,34.222,32.7431,33.1218,303583.0
2021-02-28,33.6539,34.222,32.7431,33.1218,303583.0
2021-03-01,33.8883,34.2039,33.4374,34.1138,200796.0
2021-03-02,34.0146,34.1363,33.4465,33.5186,181920.0
2021-03-03,33.8162,35.1237,33.8162,34.2851,312527.0
2021-03-04,34.2671,35.232,33.6719,34.213,222541.0
2021-03-05,34.718,35.2139,34.2039,35.0516,328826.0
2021-03-06,34.718,35.2139,34.2039,35.0516,328826.0
2021-03-07,34.718,35.2139,34.2039,35.0516,328826.0
2021-03-08,35.5746,36.5756,35.1057,35.755,418387.0
2021-03-09,35.4484,36.1788,34.3527,35.0787,271911.0
2021-03-10,35.2139,35.9444,35.02,35.6828,566332.0
2021-03-11,35.6287,36.296,35.1598,36.1337,278166.0
2021-03-12,36.0796,37.2609,36.0796,37.1798,225888.0
2021-03-13,36.0796,37.2609,36.0796,37.1798,225888.0
2021-03-14,36.0796,37.2609,36.0796,37.1798,225888.0
