,NVGS US Equity,NVGS US Equity,NVGS US Equity,NVGS US Equity,NVGS US Equity
2020-04-30,6.5022,6.6308,6.0469,6.6011,123235.0
2020-05-01,6.4626,7.2642,6.3141,6.5714,181389.0
2020-05-02,6.4626,7.2642,6.3141,6.5714,181389.0
2020-05-03,6.4626,7.2642,6.3141,6.5714,181389.0
2020-05-04,6.4824,6.7199,6.324,6.6902,81537.0
2020-05-05,6.8584,6.8584,6.4081,6.4329,59240.0
2020-05-06,6.3042,6.4824,5.8787,5.9479,153298.0
2020-05-07,6.1558,6.2745,5.9677,6.136,54983.0
2020-05-08,6.324,6.324,5.938,6.0964,175343.0
2020-05-09,6.324,6.324,5.938,6.0964,175343.0
2020-05-10,6.324,6.324,5.938,6.0964,175343.0
2020-05-11,6.1459,6.2844,5.9479,6.1261,83608.0
2020-05-12,6.1756,6.1756,5.938,6.0271,140113.0
2020-05-13,5.8886,5.8886,5.1958,5.3541,106601.0
2020-05-14,5.0275,5.364,4.701,5.3047,195138.0
2020-05-15,5.2651,5.463,5.0572,5.4135,83565.0
2020-05-16,5.2651,5.463,5.0572,5.4135,83565.0
2020-05-17,5.2651,5.463,5.0572,5.4135,83565.0
2020-05-18,5.7052,5.7797,5.364,5.463,86514.0
2020-05-19,5.4828,5.5719,5.0473,5.0671,77978.0
2020-05-20,5.0275,5.4729,5.0275,5.4432,68206.0
2020-05-21,5.4036,5.4927,5.2552,5.275,163521.0
2020-05-22,5.2057,5.4927,5.1265,5.4927,87059.0
2020-05-23,5.2057,5.4927,5.1265,5.4927,87059.0
2020-05-24,5.2057,5.4927,5.1265,5.4927,87059.0
2020-05-25,5.2057,5.4927,5.1265,5.4927,87059.0
2020-05-26,5.6411,5.7896,5.6411,5.7797,77878.0
2020-05-27,5.7797,6.0964,5.75,6.0766,104407.0
2020-05-28,6.1954,6.1954,5.2849,5.3838,125827.0
2020-05-29,5.2156,7.0861,5.1958,6.9277,499590.0
2020-05-30,5.2156,7.0861,5.1958,6.9277,499590.0
2020-05-31,5.2156,7.0861,5.1958,6.9277,499590.0
2020-06-01,7.1949,9.8671,7.1356,8.3529,3015071.0
2020-06-02,8.3133,8.5112,7.7937,8.1846,576441.0
2020-06-03,8.1648,8.3331,7.7689,7.8679,322185.0
2020-06-04,7.7195,7.7806,7.2642,7.3137,257013.0
2020-06-05,7.7887,8.0186,7.6205,7.7294,196201.0
2020-06-06,7.7887,8.0186,7.6205,7.7294,196201.0
2020-06-07,7.7887,8.0186,7.6205,7.7294,196201.0
2020-06-08,8.0362,8.1548,7.759,7.8976,197996.0
2020-06-09,7.8085,7.8085,7.3039,7.5413,186333.0
2020-06-10,7.5215,7.5809,7.0465,7.3632,141761.0
2020-06-11,7.0465,7.2741,6.5714,6.5912,183002.0
2020-06-12,6.7199,7.1651,6.6011,6.8288,98492.0
2020-06-13,6.7199,7.1651,6.6011,6.8288,98492.0
2020-06-14,6.7199,7.1651,6.6011,6.8288,98492.0
2020-06-15,6.4923,7.1158,6.2943,6.9574,113167.0
2020-06-16,7.2939,7.3978,6.8881,6.9376,59297.0
2020-06-17,6.9673,7.2345,6.71,7.0762,130558.0
2020-06-18,7.0069,7.7393,7.0069,7.3533,212772.0
2020-06-19,7.5512,7.7788,7.3929,7.67,187171.0
2020-06-20,7.5512,7.7788,7.3929,7.67,187171.0
2020-06-21,7.5512,7.7788,7.3929,7.67,187171.0
2020-06-22,7.67,7.8085,7.3533,7.7986,246912.0
2020-06-23,7.7986,7.9174,7.3335,7.3335,210162.0
2020-06-24,7.3236,7.3335,6.7298,6.7496,129821.0
2020-06-25,6.7199,6.7496,6.5516,6.6308,101650.0
2020-06-26,6.6209,6.6209,6.1459,6.1855,98830.0
2020-06-27,6.6209,6.6209,6.1459,6.1855,98830.0
2020-06-28,6.6209,6.6209,6.1459,6.1855,98830.0
2020-06-29,6.1855,6.4873,5.9875,6.3339,231123.0
2020-06-30,6.235,6.423,6.0568,6.3636,110344.0
2020-07-01,6.3438,6.7694,6.3438,6.6803,141144.0
2020-07-02,6.71,6.8485,6.5912,6.6011,71915.0
2020-07-03,6.71,6.8485,6.5912,6.6011,71915.0
2020-07-04,6.71,6.8485,6.5912,6.6011,71915.0
2020-07-05,6.71,6.8485,6.5912,6.6011,71915.0
2020-07-06,6.7298,6.8881,6.611,6.7397,57708.0
2020-07-07,6.6803,6.6951,6.4824,6.522,33744.0
2020-07-08,6.5319,6.8288,6.5195,6.7397,49120.0
2020-07-09,6.7397,6.7397,6.4824,6.7001,182289.0
2020-07-10,6.5912,6.9772,6.5121,6.7496,69541.0
2020-07-11,6.5912,6.9772,6.5121,6.7496,69541.0
2020-07-12,6.5912,6.9772,6.5121,6.7496,69541.0
2020-07-13,6.8387,6.8634,6.5417,6.7496,64888.0
2020-07-14,6.6209,6.9178,6.6209,6.8683,35263.0
2020-07-15,6.9772,7.2444,6.9376,7.0465,142609.0
2020-07-16,7.0366,7.2444,6.997,7.0465,41853.0
2020-07-17,7.1356,7.2147,6.7694,6.8782,93545.0
2020-07-18,7.1356,7.2147,6.7694,6.8782,93545.0
2020-07-19,7.1356,7.2147,6.7694,6.8782,93545.0
2020-07-20,6.7892,6.9871,6.7694,6.9574,61199.0
2020-07-21,6.9574,7.4127,6.9277,7.3137,75012.0
2020-07-22,7.1464,7.1942,6.8782,6.9871,79040.0
2020-07-23,6.9772,7.4918,6.9673,7.4918,66502.0
2020-07-24,7.3731,7.3731,7.0267,7.2345,53057.0
2020-07-25,7.3731,7.3731,7.0267,7.2345,53057.0
2020-07-26,7.3731,7.3731,7.0267,7.2345,53057.0
2020-07-27,7.2939,7.4424,7.1158,7.2048,104312.0
2020-07-28,7.2048,7.8966,7.1455,7.6601,96875.0
2020-07-29,7.7393,7.9471,7.3567,7.8283,83717.0
2020-07-30,7.6403,7.665,7.3731,7.5017,77117.0
2020-07-31,7.5017,7.5908,7.3038,7.5611,42135.0
2020-08-01,7.5017,7.5908,7.3038,7.5611,42135.0
2020-08-02,7.5017,7.5908,7.3038,7.5611,42135.0
2020-08-03,7.5611,7.6947,7.4918,7.67,54460.0
2020-08-04,7.7294,7.8184,7.5314,7.67,49837.0
2020-08-05,7.67,7.8778,7.6193,7.7195,62673.0
2020-08-06,7.8184,8.0362,7.6799,7.7689,53768.0
2020-08-07,7.8283,8.2737,7.571,8.1945,124338.0
2020-08-08,7.8283,8.2737,7.571,8.1945,124338.0
2020-08-09,7.8283,8.2737,7.571,8.1945,124338.0
2020-08-10,7.9273,8.8774,7.9273,8.5409,101858.0
2020-08-11,8.6498,8.8477,8.531,8.8081,121429.0
2020-08-12,8.8576,8.9763,8.6992,8.9269,134908.0
2020-08-13,8.8972,9.4613,8.8576,9.3821,93973.0
2020-08-14,9.3227,9.3924,8.5904,9.0555,171980.0
2020-08-15,9.3227,9.3924,8.5904,9.0555,171980.0
2020-08-16,9.3227,9.3924,8.5904,9.0555,171980.0
2020-08-17,9.1842,9.8444,9.0935,9.6889,101141.0
2020-08-18,9.6988,9.7285,9.1644,9.3128,49764.0
2020-08-19,9.3326,9.4217,9.1743,9.2436,32045.0
2020-08-20,9.1743,9.3722,9.0555,9.3029,26115.0
2020-08-21,9.2733,9.3524,9.1149,9.1545,53654.0
2020-08-22,9.2733,9.3524,9.1149,9.1545,53654.0
2020-08-23,9.2733,9.3524,9.1149,9.1545,53654.0
2020-08-24,9.2831,9.2831,8.9961,9.1842,46168.0
2020-08-25,9.1545,9.2139,8.6696,9.0159,112162.0
2020-08-26,9.0555,9.1346,8.719,8.7784,70261.0
2020-08-27,8.719,8.7586,8.5706,8.6399,114199.0
2020-08-28,8.6399,9.3326,8.5607,9.1248,95004.0
2020-08-29,8.6399,9.3326,8.5607,9.1248,95004.0
2020-08-30,8.6399,9.3326,8.5607,9.1248,95004.0
2020-08-31,9.1545,9.3405,8.8873,9.1644,67675.0
2020-09-01,9.1545,9.6097,9.1545,9.491,70854.0
2020-09-02,9.5108,9.5899,9.2634,9.4415,92681.0
2020-09-03,9.4514,9.6196,8.9961,9.3425,59190.0
2020-09-04,9.4118,9.4118,8.9566,9.0555,39393.0
2020-09-05,9.4118,9.4118,8.9566,9.0555,39393.0
2020-09-06,9.4118,9.4118,8.9566,9.0555,39393.0
2020-09-07,9.4118,9.4118,8.9566,9.0555,39393.0
2020-09-08,9.006,9.1495,8.6893,9.0555,55529.0
2020-09-09,9.2436,9.2436,8.9368,9.0159,18869.0
2020-09-10,9.0159,9.0852,8.7586,8.8774,26733.0
2020-09-11,8.9071,9.6196,8.8412,9.293,53243.0
2020-09-12,8.9071,9.6196,8.8412,9.293,53243.0
2020-09-13,8.9071,9.6196,8.8412,9.293,53243.0
2020-09-14,9.4019,9.5405,9.2831,9.4316,35447.0
2020-09-15,9.491,9.6196,8.9961,9.0357,36016.0
2020-09-16,9.1347,9.5899,9.0456,9.5504,65041.0
2020-09-17,9.4441,9.6592,9.3623,9.5405,29280.0
2020-09-18,9.6592,9.6592,9.3029,9.4019,66554.0
2020-09-19,9.6592,9.6592,9.3029,9.4019,66554.0
2020-09-20,9.6592,9.6592,9.3029,9.4019,66554.0
2020-09-21,9.2139,9.3326,8.7091,8.7982,51280.0
2020-09-22,8.9565,8.9566,8.6003,8.6201,25073.0
2020-09-23,8.5409,8.7487,8.2638,8.2737,48869.0
2020-09-24,8.1747,8.2836,7.828,8.145,51151.0
2020-09-25,8.1747,8.2341,7.9669,8.0955,42393.0
2020-09-26,8.1747,8.2341,7.9669,8.0955,42393.0
2020-09-27,8.1747,8.2341,7.9669,8.0955,42393.0
2020-09-28,8.2242,8.5904,8.1945,8.3331,39186.0
2020-09-29,8.1747,8.343,7.9669,8.056,36651.0
2020-09-30,8.0461,8.4815,8.0461,8.2737,33121.0
2020-10-01,8.1846,8.4221,8.1846,8.4122,19316.0
2020-10-02,8.1846,8.6794,8.0807,8.4518,42743.0
2020-10-03,8.1846,8.6794,8.0807,8.4518,42743.0
2020-10-04,8.1846,8.6794,8.0807,8.4518,42743.0
2020-10-05,8.4518,8.818,8.434,8.6893,22213.0
2020-10-06,8.8378,8.917,8.2935,8.4617,29350.0
2020-10-07,8.4518,9.3029,8.4518,8.9961,33218.0
2020-10-08,8.9269,9.0753,8.864,8.9665,21401.0
2020-10-09,8.9665,9.0753,8.719,8.8675,30961.0
2020-10-10,8.9665,9.0753,8.719,8.8675,30961.0
2020-10-11,8.9665,9.0753,8.719,8.8675,30961.0
2020-10-12,8.7883,8.8378,8.4617,8.63,32177.0
2020-10-13,8.63,8.63,8.3133,8.4419,18456.0
2020-10-14,8.4122,8.5211,8.2044,8.3628,16547.0
2020-10-15,8.1351,8.5211,7.9966,8.5211,34286.0
2020-10-16,8.4221,8.6201,7.8481,8.0757,68316.0
2020-10-17,8.4221,8.6201,7.8481,8.0757,68316.0
2020-10-18,8.4221,8.6201,7.8481,8.0757,68316.0
2020-10-19,8.1648,8.1648,7.6304,7.7986,67000.0
2020-10-20,7.8382,8.1351,7.6898,7.9966,34788.0
2020-10-21,7.9372,7.9966,7.6205,7.957,42479.0
2020-10-22,7.9174,7.9867,7.4671,7.7887,108403.0
2020-10-23,7.9174,8.0015,7.5809,7.9966,61429.0
2020-10-24,7.9174,8.0015,7.5809,7.9966,61429.0
2020-10-25,7.9174,8.0015,7.5809,7.9966,61429.0
2020-10-26,7.8481,7.858,7.383,7.4028,61285.0
2020-10-27,7.383,7.6699,7.0762,7.1158,44167.0
2020-10-28,6.997,6.997,6.7694,6.8189,47460.0
2020-10-29,6.7595,7.1553,6.6803,7.1257,27525.0
2020-10-30,7.1391,7.2543,6.7694,6.7793,43194.0
2020-10-31,7.1391,7.2543,6.7694,6.7793,43194.0
2020-11-01,7.1391,7.2543,6.7694,6.7793,43194.0
2020-11-02,6.9178,6.9841,6.7892,6.8584,53865.0
2020-11-03,6.9079,7.2147,6.8584,6.898,51269.0
2020-11-04,6.9079,6.9079,6.6011,6.6209,36909.0
2020-11-05,6.7595,6.9376,6.6803,6.7199,76979.0
2020-11-06,6.7892,6.9101,6.0469,6.1162,123981.0
2020-11-07,6.7892,6.9101,6.0469,6.1162,123981.0
2020-11-08,6.7892,6.9101,6.0469,6.1162,123981.0
2020-11-09,6.5417,7.2741,6.4527,7.185,96312.0
2020-11-10,7.1949,7.3236,7.1949,7.3038,39661.0
2020-11-11,7.3038,7.8778,7.2246,7.858,111492.0
2020-11-12,7.8778,7.9966,7.5908,7.759,198532.0
2020-11-13,7.6997,7.7176,7.2741,7.4127,394431.0
2020-11-14,7.6997,7.7176,7.2741,7.4127,394431.0
2020-11-15,7.6997,7.7176,7.2741,7.4127,394431.0
2020-11-16,7.571,8.0263,7.1949,8.0065,294854.0
2020-11-17,7.858,7.9075,7.571,7.8481,54447.0
2020-11-18,7.9174,8.0658,7.7788,7.9471,114065.0
2020-11-19,7.8976,8.0164,7.7689,7.957,201125.0
2020-11-20,7.9768,8.0856,7.472,7.7788,102408.0
2020-11-21,7.9768,8.0856,7.472,7.7788,102408.0
2020-11-22,7.9768,8.0856,7.472,7.7788,102408.0
2020-11-23,7.7689,8.0856,7.7294,7.9273,109134.0
2020-11-24,8.056,8.2143,7.9248,8.145,115129.0
2020-11-25,8.145,8.5508,8.0856,8.3232,83469.0
2020-11-26,8.145,8.5508,8.0856,8.3232,83469.0
2020-11-27,8.3825,8.4617,8.0955,8.1648,64619.0
2020-11-28,8.3825,8.4617,8.0955,8.1648,64619.0
2020-11-29,8.3825,8.4617,8.0955,8.1648,64619.0
2020-11-30,8.056,8.2143,7.6997,7.7393,223131.0
2020-12-01,8.0461,8.1549,7.6205,7.6205,179625.0
2020-12-02,7.7096,7.9372,7.5908,7.6007,123029.0
2020-12-03,7.6403,7.9075,7.6205,7.67,60945.0
2020-12-04,7.7393,8.1104,7.7205,8.0164,115289.0
2020-12-05,7.7393,8.1104,7.7205,8.0164,115289.0
2020-12-06,7.7393,8.1104,7.7205,8.0164,115289.0
2020-12-07,7.9372,8.2638,7.8184,7.9669,109274.0
2020-12-08,7.8976,8.1648,7.7986,7.8778,106795.0
2020-12-09,7.8382,8.0559,7.6205,7.8085,167613.0
2020-12-10,7.8382,8.4617,7.7393,8.4518,194981.0
2020-12-11,8.3529,8.8576,8.3529,8.7982,187361.0
2020-12-12,8.3529,8.8576,8.3529,8.7982,187361.0
2020-12-13,8.3529,8.8576,8.3529,8.7982,187361.0
2020-12-14,8.818,8.9071,8.6992,8.8477,145738.0
2020-12-15,9.006,9.8869,8.9071,9.7384,370189.0
2020-12-16,9.7483,9.8671,9.1842,9.8374,249240.0
2020-12-17,9.8572,11.0844,9.7631,10.5796,404487.0
2020-12-18,10.6192,11.2229,10.6192,11.0349,196697.0
2020-12-19,10.6192,11.2229,10.6192,11.0349,196697.0
2020-12-20,10.6192,11.2229,10.6192,11.0349,196697.0
2020-12-21,10.7974,11.2724,10.6489,10.827,243473.0
2020-12-22,10.827,11.213,10.6786,10.7875,179382.0
2020-12-23,10.9161,11.1338,10.7875,10.8666,90611.0
2020-12-24,10.8864,11.1239,10.7293,11.0349,32263.0
2020-12-25,10.8864,11.1239,10.7293,11.0349,32263.0
2020-12-26,10.8864,11.1239,10.7293,11.0349,32263.0
2020-12-27,10.8864,11.1239,10.7293,11.0349,32263.0
2020-12-28,11.1536,11.307,10.7875,10.8864,138092.0
2020-12-29,11.0448,11.0448,10.7974,10.8666,112734.0
2020-12-30,10.827,11.1536,10.6687,10.8567,96111.0
2020-12-31,10.7974,11.1536,10.6489,10.8369,51392.0
2021-01-01,10.7974,11.1536,10.6489,10.8369,51392.0
2021-01-02,10.7974,11.1536,10.6489,10.8369,51392.0
2021-01-03,10.7974,11.1536,10.6489,10.8369,51392.0
2021-01-04,10.8963,11.0448,10.2134,10.3223,96188.0
2021-01-05,10.4411,10.6786,10.1936,10.3718,129943.0
2021-01-06,10.4906,10.5895,10.2233,10.4015,111571.0
2021-01-07,10.4906,10.9557,10.2629,10.3619,197816.0
2021-01-08,10.4312,10.5499,10.2926,10.3223,259371.0
2021-01-09,10.4312,10.5499,10.2926,10.3223,259371.0
2021-01-10,10.4312,10.5499,10.2926,10.3223,259371.0
2021-01-11,10.3223,11.1338,10.3223,11.0448,238202.0
2021-01-12,11.1338,11.4307,10.8864,11.1833,214325.0
2021-01-13,11.2427,11.4208,10.8072,10.9458,211723.0
2021-01-14,10.9656,11.5891,10.8703,11.4604,175817.0
2021-01-15,11.4703,11.5396,10.7974,10.8666,199859.0
2021-01-16,11.4703,11.5396,10.7974,10.8666,199859.0
2021-01-17,11.4703,11.5396,10.7974,10.8666,199859.0
2021-01-18,11.4703,11.5396,10.7974,10.8666,199859.0
2021-01-19,10.9953,11.0646,10.7578,10.9458,144268.0
2021-01-20,11.0646,11.1932,10.8716,10.9953,117239.0
2021-01-21,10.9854,11.1338,10.7875,10.9656,68532.0
2021-01-22,10.9062,10.979,10.7281,10.8171,57060.0
2021-01-23,10.9062,10.979,10.7281,10.8171,57060.0
2021-01-24,10.9062,10.979,10.7281,10.8171,57060.0
2021-01-25,10.7875,10.827,10.4213,10.7875,180309.0
2021-01-26,10.7479,11.0299,10.4906,10.6093,78511.0
2021-01-27,10.1838,10.1838,9.2733,9.3821,201369.0
2021-01-28,9.4118,9.6291,9.1743,9.3821,107822.0
2021-01-29,9.5108,10.2035,9.4514,9.491,96314.0
2021-01-30,9.5108,10.2035,9.4514,9.491,96314.0
2021-01-31,9.5108,10.2035,9.4514,9.491,96314.0
2021-02-01,9.6691,9.6741,9.2238,9.5603,78037.0
2021-02-02,9.6394,9.6493,9.2238,9.2436,149658.0
2021-02-03,9.3128,9.4712,9.0555,9.2831,195751.0
2021-02-04,9.3821,9.7483,9.3524,9.3524,106415.0
2021-02-05,9.3524,9.6988,9.3524,9.5899,75195.0
2021-02-06,9.3524,9.6988,9.3524,9.5899,75195.0
2021-02-07,9.3524,9.6988,9.3524,9.5899,75195.0
2021-02-08,9.6988,9.8869,9.5899,9.6691,89594.0
2021-02-09,9.6889,9.8948,9.4514,9.7285,90242.0
2021-02-10,9.8473,9.8473,9.4514,9.6295,69387.0
2021-02-11,9.5801,9.679,9.3524,9.5998,117850.0
2021-02-12,9.5108,10.4213,9.4712,10.352,134204.0
2021-02-13,9.5108,10.4213,9.4712,10.352,134204.0
2021-02-14,9.5108,10.4213,9.4712,10.352,134204.0
2021-02-15,9.5108,10.4213,9.4712,10.352,134204.0
2021-02-16,10.6093,10.7776,10.065,10.2233,82005.0
2021-02-17,10.1739,10.316,9.9264,10.164,70566.0
2021-02-18,10.1343,10.1343,9.877,9.877,77039.0
2021-02-19,9.7978,10.253,9.7631,10.1145,63038.0
2021-02-20,9.7978,10.253,9.7631,10.1145,63038.0
2021-02-21,9.7978,10.253,9.7631,10.1145,63038.0
2021-02-22,9.9561,10.3718,9.9561,10.0155,60338.0
2021-02-23,9.966,9.966,9.5603,9.7582,92027.0
2021-02-24,9.9066,10.2926,9.6691,10.2035,73851.0
2021-02-25,10.3916,10.738,10.0947,10.5697,130689.0
2021-02-26,10.4015,10.4015,9.8176,9.9165,109731.0
2021-02-27,10.4015,10.4015,9.8176,9.9165,109731.0
2021-02-28,10.4015,10.4015,9.8176,9.9165,109731.0
2021-03-01,10.2233,10.2714,9.9462,10.0056,31170.0
2021-03-02,10.0452,10.3322,9.8276,10.0848,33161.0
2021-03-03,10.0848,10.3124,9.8869,10.0551,25530.0
2021-03-04,10.0501,10.0501,9.7087,9.7978,91969.0
2021-03-05,9.8967,10.065,9.6592,9.9957,136616.0
2021-03-06,9.8967,10.065,9.6592,9.9957,136616.0
2021-03-07,9.8967,10.065,9.6592,9.9957,136616.0
2021-03-08,9.9066,10.1739,9.8473,10.0947,80390.0
2021-03-09,10.1244,10.1442,9.7483,9.8473,80980.0
2021-03-10,9.877,10.5895,9.8275,10.5697,105711.0
2021-03-11,10.6786,10.7577,10.3668,10.5499,71386.0
2021-03-12,10.6489,10.7974,10.4015,10.6489,48469.0
2021-03-13,10.6489,10.7974,10.4015,10.6489,48469.0
