,NPO US Equity,NPO US Equity,NPO US Equity,NPO US Equity,NPO US Equity
2020-05-15,38.6756,40.1906,38.0277,39.6856,130257.0
2020-05-16,38.6756,40.1906,38.0277,39.6856,130257.0
2020-05-17,38.6756,40.1906,38.0277,39.6856,130257.0
2020-05-18,41.8104,43.4112,41.315,42.9157,220431.0
2020-05-19,42.687,43.1349,41.3912,41.4769,143918.0
2020-05-20,42.5346,44.2116,42.3535,43.8971,119680.0
2020-05-21,43.678,44.4021,43.2492,43.3731,105619.0
2020-05-22,43.5922,43.5922,41.9581,42.4584,87407.0
2020-05-23,43.5922,43.5922,41.9581,42.4584,87407.0
2020-05-24,43.5922,43.5922,41.9581,42.4584,87407.0
2020-05-25,43.5922,43.5922,41.9581,42.4584,87407.0
2020-05-26,44.4498,45.0691,43.6637,44.8881,153363.0
2020-05-27,45.8219,46.8128,45.5551,46.3459,221987.0
2020-05-28,47.032,47.032,44.1449,44.2687,104159.0
2020-05-29,43.335,43.6113,41.9534,42.9538,133935.0
2020-05-30,43.335,43.6113,41.9534,42.9538,133935.0
2020-05-31,43.335,43.6113,41.9534,42.9538,133935.0
2020-06-01,42.668,43.8876,42.2868,42.344,163291.0
2020-06-02,42.6507,44.5676,42.5454,43.705,108792.0
2020-06-03,44.9989,46.4941,44.9989,45.9861,115587.0
2020-06-04,45.3823,48.4877,45.3823,48.0947,134291.0
2020-06-05,50.6442,52.7719,50.4333,51.363,152661.0
2020-06-06,50.6442,52.7719,50.4333,51.363,152661.0
2020-06-07,50.6442,52.7719,50.4333,51.363,152661.0
2020-06-08,52.1393,53.7208,51.2288,51.2671,111906.0
2020-06-09,50.2416,51.1425,49.3598,50.0978,87398.0
2020-06-10,49.5132,49.724,46.6187,46.7049,80587.0
2020-06-11,44.0884,44.5389,42.3249,42.7945,173875.0
2020-06-12,44.9414,45.1523,41.5006,43.2737,135730.0
2020-06-13,44.9414,45.1523,41.5006,43.2737,135730.0
2020-06-14,44.9414,45.1523,41.5006,43.2737,135730.0
2020-06-15,41.9319,44.5101,41.7019,43.9063,99524.0
2020-06-16,46.1107,46.657,44.4909,45.2194,76395.0
2020-06-17,45.2673,45.2673,43.5037,43.6283,86360.0
2020-06-18,42.9095,44.0788,42.8903,43.9063,107116.0
2020-06-19,44.8935,45.5165,44.3472,45.2098,316787.0
2020-06-20,44.8935,45.5165,44.3472,45.2098,316787.0
2020-06-21,44.8935,45.5165,44.3472,45.2098,316787.0
2020-06-22,44.606,45.7369,44.192,45.5548,121805.0
2020-06-23,46.5708,47.2321,45.7657,45.9669,178832.0
2020-06-24,45.181,45.5069,42.8999,43.1108,226851.0
2020-06-25,42.6987,44.0596,42.2913,43.9255,144137.0
2020-06-26,43.3887,44.7593,43.2258,43.868,212106.0
2020-06-27,43.3887,44.7593,43.2258,43.868,212106.0
2020-06-28,43.3887,44.7593,43.2258,43.868,212106.0
2020-06-29,44.7785,46.5037,44.7785,45.9957,135156.0
2020-06-30,45.6698,47.8455,45.6698,47.2417,91515.0
2020-07-01,47.5963,47.7976,44.9606,45.0181,103187.0
2020-07-02,46.4078,47.2608,45.1235,45.2289,71233.0
2020-07-03,46.4078,47.2608,45.1235,45.2289,71233.0
2020-07-04,46.4078,47.2608,45.1235,45.2289,71233.0
2020-07-05,46.4078,47.2608,45.1235,45.2289,71233.0
2020-07-06,46.6091,46.7529,45.3056,46.1107,108714.0
2020-07-07,45.6027,46.0149,44.606,44.7785,87977.0
2020-07-08,44.5964,45.0852,42.6987,43.5229,106383.0
2020-07-09,43.6475,43.6475,41.8361,42.0948,82867.0
2020-07-10,42.507,43.2387,42.3057,42.9574,54209.0
2020-07-11,42.507,43.2387,42.3057,42.9574,54209.0
2020-07-12,42.507,43.2387,42.3057,42.9574,54209.0
2020-07-13,43.59,45.1619,42.9383,44.1459,78450.0
2020-07-14,44.0021,45.5165,43.6188,45.4398,61338.0
2020-07-15,46.8871,47.5484,46.7816,46.9254,116122.0
2020-07-16,46.7625,47.7497,46.6283,46.8487,78219.0
2020-07-17,46.8679,47.649,45.9526,46.082,63908.0
2020-07-18,46.8679,47.649,45.9526,46.082,63908.0
2020-07-19,46.8679,47.649,45.9526,46.082,63908.0
2020-07-20,45.919,46.1585,44.8168,45.0373,49085.0
2020-07-21,45.6507,46.8008,45.6507,46.0245,42239.0
2020-07-22,45.5452,46.8871,45.5452,46.2449,65442.0
2020-07-23,45.919,47.6059,45.919,47.1746,57898.0
2020-07-24,47.2321,47.51,46.1299,46.2449,63492.0
2020-07-25,47.2321,47.51,46.1299,46.2449,63492.0
2020-07-26,47.2321,47.51,46.1299,46.2449,63492.0
2020-07-27,46.2066,47.3279,45.5836,47.2704,77708.0
2020-07-28,46.8295,47.5771,46.4558,46.542,93142.0
2020-07-29,46.9637,47.9701,46.2832,47.6251,80449.0
2020-07-30,46.7049,46.8104,45.4494,46.4558,67966.0
2020-07-31,46.1778,46.1778,44.3328,45.7465,99357.0
2020-08-01,46.1778,46.1778,44.3328,45.7465,99357.0
2020-08-02,46.1778,46.1778,44.3328,45.7465,99357.0
2020-08-03,46.2353,47.2608,45.8903,46.1107,103236.0
2020-08-04,47.5196,51.7559,47.5196,49.8391,227716.0
2020-08-05,50.4716,52.0914,49.8774,51.6889,194956.0
2020-08-06,51.6026,52.6856,51.5068,52.2639,125808.0
2020-08-07,51.9381,55.1488,51.9381,55.0817,153666.0
2020-08-08,51.9381,55.1488,51.9381,55.0817,153666.0
2020-08-09,51.9381,55.1488,51.9381,55.0817,153666.0
2020-08-10,55.6185,57.66,55.6185,56.5194,132388.0
2020-08-11,56.8644,58.1104,56.5769,56.8836,92548.0
2020-08-12,57.4108,57.5449,55.4076,56.7878,65986.0
2020-08-13,56.3086,56.4236,55.2063,55.8773,72798.0
2020-08-14,55.3789,57.0561,55.3789,56.3277,83796.0
2020-08-15,55.3789,57.0561,55.3789,56.3277,83796.0
2020-08-16,55.3789,57.0561,55.3789,56.3277,83796.0
2020-08-17,56.2127,56.7399,55.9061,56.4715,80682.0
2020-08-18,56.4236,56.4236,55.7335,56.3277,138113.0
2020-08-19,56.251,56.7686,55.3597,55.7814,88534.0
2020-08-20,55.0434,55.2351,54.5834,54.7559,63893.0
2020-08-21,54.3246,55.8868,54.3246,55.8581,104838.0
2020-08-22,54.3246,55.8868,54.3246,55.8581,104838.0
2020-08-23,54.3246,55.8868,54.3246,55.8581,104838.0
2020-08-24,56.5865,58.4363,56.0689,58.2063,205090.0
2020-08-25,58.6951,58.6951,57.1136,57.9187,85104.0
2020-08-26,57.6408,58.0242,57.1903,57.7941,99037.0
2020-08-27,57.7462,58.0625,56.7878,57.267,126722.0
2020-08-28,57.6408,57.6408,56.6632,57.5354,95007.0
2020-08-29,57.6408,57.6408,56.6632,57.5354,95007.0
2020-08-30,57.6408,57.6408,56.6632,57.5354,95007.0
2020-08-31,57.3341,57.3341,56.0114,56.0881,130729.0
2020-09-01,55.7319,57.2819,55.6164,57.2819,59478.0
2020-09-02,57.2241,57.4167,56.2999,57.1664,78592.0
2020-09-03,57.3397,57.6381,55.0099,55.2698,90987.0
2020-09-04,56.3384,56.7909,55.0532,56.1844,84168.0
2020-09-05,56.3384,56.7909,55.0532,56.1844,84168.0
2020-09-06,56.3384,56.7909,55.0532,56.1844,84168.0
2020-09-07,56.3384,56.7909,55.0532,56.1844,84168.0
2020-09-08,55.4431,55.703,54.4419,54.4804,59426.0
2020-09-09,55.058,55.4431,53.8065,54.1819,92459.0
2020-09-10,54.4996,55.2024,54.1338,54.1627,75747.0
2020-09-11,54.336,54.7211,53.4888,53.7872,53984.0
2020-09-12,54.336,54.7211,53.4888,53.7872,53984.0
2020-09-13,54.336,54.7211,53.4888,53.7872,53984.0
2020-09-14,54.1627,54.6825,53.9027,54.2878,62591.0
2020-09-15,54.4611,54.8655,53.8402,54.3745,45849.0
2020-09-16,54.5381,55.4238,54.3167,55.3179,86263.0
2020-09-17,54.413,56.2325,54.3504,55.2891,86491.0
2020-09-18,55.7512,56.6224,54.6922,55.2891,306397.0
2020-09-19,55.7512,56.6224,54.6922,55.2891,306397.0
2020-09-20,55.7512,56.6224,54.6922,55.2891,306397.0
2020-09-21,54.0279,54.0279,51.3612,52.5164,114761.0
2020-09-22,52.4105,53.0459,51.9677,52.786,66392.0
2020-09-23,52.7956,53.8642,52.4346,52.5068,166779.0
2020-09-24,54.6344,56.3577,53.9316,54.6537,106618.0
2020-09-25,54.0471,54.2975,52.6512,53.6717,114741.0
2020-09-26,54.0471,54.2975,52.6512,53.6717,114741.0
2020-09-27,54.0471,54.2975,52.6512,53.6717,114741.0
2020-09-28,55.1928,56.6816,55.1928,55.7127,119478.0
2020-09-29,55.5971,55.6356,54.0279,55.0195,59322.0
2020-09-30,55.1158,56.2518,53.7487,54.3071,83116.0
2020-10-01,54.6344,54.9328,53.6909,54.7018,75408.0
2020-10-02,53.4984,55.5971,53.1326,54.9714,65151.0
2020-10-03,53.4984,55.5971,53.1326,54.9714,65151.0
2020-10-04,53.4984,55.5971,53.1326,54.9714,65151.0
2020-10-05,55.4431,57.1856,54.8366,57.099,168245.0
2020-10-06,57.59,58.9041,56.2422,56.3192,122982.0
2020-10-07,57.022,57.5418,56.0977,56.4732,129377.0
2020-10-08,57.4456,58.235,56.3577,58.0521,71651.0
2020-10-09,58.7837,59.0052,57.4841,57.7247,45823.0
2020-10-10,58.7837,59.0052,57.4841,57.7247,45823.0
2020-10-11,58.7837,59.0052,57.4841,57.7247,45823.0
2020-10-12,57.7055,58.2879,56.7235,57.9269,41375.0
2020-10-13,57.3589,58.6778,56.4539,57.0123,65436.0
2020-10-14,57.1471,57.6573,56.3384,56.3673,39224.0
2020-10-15,55.5586,57.7151,55.1261,57.6092,59413.0
2020-10-16,57.4841,58.957,57.4648,58.1098,59531.0
2020-10-17,57.4841,58.957,57.4648,58.1098,59531.0
2020-10-18,57.4841,58.957,57.4648,58.1098,59531.0
2020-10-19,58.0039,58.1098,56.5887,57.1952,46814.0
2020-10-20,57.8018,59.0822,57.6381,58.4564,44107.0
2020-10-21,58.4468,59.6406,58.3505,59.1688,96911.0
2020-10-22,59.6887,59.7561,59.0437,59.6502,85090.0
2020-10-23,60.1315,60.7669,59.6406,60.016,47501.0
2020-10-24,60.1315,60.7669,59.6406,60.016,47501.0
2020-10-25,60.1315,60.7669,59.6406,60.016,47501.0
2020-10-26,59.2362,59.9197,57.3974,58.7741,72803.0
2020-10-27,58.6008,58.6008,56.8872,57.3685,46350.0
2020-10-28,55.8378,56.7909,54.9617,55.3083,51750.0
2020-10-29,54.8173,57.1664,54.6633,56.9449,84568.0
2020-10-30,56.4828,57.5033,55.7993,56.8198,95583.0
2020-10-31,56.4828,57.5033,55.7993,56.8198,95583.0
2020-11-01,56.4828,57.5033,55.7993,56.8198,95583.0
2020-11-02,57.7632,58.8415,56.5258,58.6297,88986.0
2020-11-03,61.566,61.566,57.2819,60.1701,136602.0
2020-11-04,59.4576,60.8247,57.7729,58.7741,90962.0
2020-11-05,59.3902,61.0654,59.3902,60.9306,74353.0
2020-11-06,61.3061,61.3638,60.093,60.353,64260.0
2020-11-07,61.3061,61.3638,60.093,60.353,64260.0
2020-11-08,61.3061,61.3638,60.093,60.353,64260.0
2020-11-09,64.666,66.4566,63.6841,64.9548,133855.0
2020-11-10,65.725,67.506,65.725,66.0523,128446.0
2020-11-11,66.4085,66.4085,64.6852,65.8982,46772.0
2020-11-12,65.0318,65.6431,62.5383,63.5588,75146.0
2020-11-13,64.3194,64.9837,64.1076,64.666,47385.0
2020-11-14,64.3194,64.9837,64.1076,64.666,47385.0
2020-11-15,64.3194,64.9837,64.1076,64.666,47385.0
2020-11-16,66.7069,68.719,65.465,68.6324,155043.0
2020-11-17,67.8044,68.5746,65.9945,68.0162,62489.0
2020-11-18,69.364,69.4218,66.524,66.6684,78635.0
2020-11-19,66.4855,66.8706,64.8104,66.0138,65500.0
2020-11-20,65.3591,66.6299,65.0799,66.0041,74633.0
2020-11-21,65.3591,66.6299,65.0799,66.0041,74633.0
2020-11-22,65.3591,66.6299,65.0799,66.0041,74633.0
2020-11-23,66.7551,68.8153,66.6863,68.1029,116961.0
2020-11-24,69.0752,71.5398,68.6612,70.2401,106905.0
2020-11-25,69.8839,70.2786,68.0259,70.0091,69832.0
2020-11-26,69.8839,70.2786,68.0259,70.0091,69832.0
2020-11-27,69.6047,69.9032,67.9585,69.6047,42870.0
2020-11-28,69.6047,69.9032,67.9585,69.6047,42870.0
2020-11-29,69.6047,69.9032,67.9585,69.6047,42870.0
2020-11-30,68.9501,69.7202,67.5926,68.1703,73330.0
2020-12-01,69.5907,70.4893,68.0736,68.808,72256.0
2020-12-02,68.4505,69.8999,67.9867,69.3974,50971.0
2020-12-03,69.61,69.6777,67.5905,68.8177,84014.0
2020-12-04,69.3588,71.3928,68.2959,71.0304,56100.0
2020-12-05,69.3588,71.3928,68.2959,71.0304,56100.0
2020-12-06,69.3588,71.3928,68.2959,71.0304,56100.0
2020-12-07,71.5039,71.5039,69.3201,70.6053,62028.0
2020-12-08,70.0738,71.3106,69.6873,70.3927,87947.0
2020-12-09,70.8179,71.5039,70.528,70.8662,98558.0
2020-12-10,70.2961,71.0208,70.1028,70.8468,69794.0
2020-12-11,70.1415,70.9241,70.1415,70.7212,54791.0
2020-12-12,70.1415,70.9241,70.1415,70.7212,54791.0
2020-12-13,70.1415,70.9241,70.1415,70.7212,54791.0
2020-12-14,71.9001,71.9001,70.3492,70.354,87396.0
2020-12-15,71.2333,71.987,70.5376,71.8324,83314.0
2020-12-16,72.0064,72.0064,70.8807,71.4169,102096.0
2020-12-17,71.7745,72.5668,70.6922,72.4219,94668.0
2020-12-18,72.5281,73.765,71.8312,73.6394,306395.0
2020-12-19,72.5281,73.765,71.8312,73.6394,306395.0
2020-12-20,72.5281,73.765,71.8312,73.6394,306395.0
2020-12-21,71.7745,72.7504,71.0739,72.5765,108938.0
2020-12-22,72.2673,72.6393,71.1464,72.2093,81297.0
2020-12-23,72.789,73.5331,72.2479,72.5861,41793.0
2020-12-24,72.992,73.1562,71.5909,72.3542,22671.0
2020-12-25,72.992,73.1562,71.5909,72.3542,22671.0
2020-12-26,72.992,73.1562,71.5909,72.3542,22671.0
2020-12-27,72.992,73.1562,71.5909,72.3542,22671.0
2020-12-28,73.1079,74.0742,72.4074,73.1369,78836.0
2020-12-29,73.6683,73.6683,71.2623,72.19,43971.0
2020-12-30,72.2286,73.2915,72.2286,72.7311,29393.0
2020-12-31,73.2045,73.6104,71.7068,72.9726,41909.0
2021-01-01,73.2045,73.6104,71.7068,72.9726,41909.0
2021-01-02,73.2045,73.6104,71.7068,72.9726,41909.0
2021-01-03,73.2045,73.6104,71.7068,72.9726,41909.0
2021-01-04,73.6007,73.9486,69.726,70.8855,124212.0
2021-01-05,70.8855,73.6007,70.8855,72.5668,76114.0
2021-01-06,74.1901,78.0649,73.9582,77.4948,181155.0
2021-01-07,77.746,78.7413,75.8231,78.6929,84395.0
2021-01-08,78.7509,78.7509,76.6831,78.0552,96081.0
2021-01-09,78.7509,78.7509,76.6831,78.0552,96081.0
2021-01-10,78.7509,78.7509,76.6831,78.0552,96081.0
2021-01-11,77.3015,78.664,77.3015,78.548,41674.0
2021-01-12,78.9055,81.1569,78.9055,80.925,58262.0
2021-01-13,80.4709,80.4709,77.688,78.2195,98705.0
2021-01-14,79.35,80.5965,78.2871,79.4273,95890.0
2021-01-15,77.7847,79.8235,76.5478,79.2437,113877.0
2021-01-16,77.7847,79.8235,76.5478,79.2437,113877.0
2021-01-17,77.7847,79.8235,76.5478,79.2437,113877.0
2021-01-18,77.7847,79.8235,76.5478,79.2437,113877.0
2021-01-19,79.6979,80.094,78.635,79.6979,102565.0
2021-01-20,79.4853,80.692,79.4853,80.4612,69461.0
2021-01-21,80.4612,81.041,78.8862,79.0795,71507.0
2021-01-22,77.9876,79.0601,77.0503,78.9732,89706.0
2021-01-23,77.9876,79.0601,77.0503,78.9732,89706.0
2021-01-24,77.9876,79.0601,77.0503,78.9732,89706.0
2021-01-25,78.2485,78.5625,74.9438,76.2483,65889.0
2021-01-26,77.3208,77.3208,74.5187,74.6539,43964.0
2021-01-27,72.5378,72.7794,68.7887,69.9579,114656.0
2021-01-28,71.0208,72.8374,70.5361,71.388,91221.0
2021-01-29,71.272,71.7648,69.6197,69.755,110240.0
2021-01-30,71.272,71.7648,69.6197,69.755,110240.0
2021-01-31,71.272,71.7648,69.6197,69.755,110240.0
2021-02-01,70.354,71.7165,68.6921,71.0401,79145.0
2021-02-02,72.0257,73.6874,70.9531,72.5765,84820.0
2021-02-03,72.2479,72.789,70.8275,72.5475,38133.0
2021-02-04,72.4702,73.8133,71.8034,72.5668,62542.0
2021-02-05,73.9196,74.109,72.3446,72.4605,69976.0
2021-02-06,73.9196,74.109,72.3446,72.4605,69976.0
2021-02-07,73.9196,74.109,72.3446,72.4605,69976.0
2021-02-08,72.8953,74.4317,72.4025,73.9679,97859.0
2021-02-09,73.8133,73.8906,71.9194,72.8084,80697.0
2021-02-10,73.1659,73.1659,71.7551,72.2093,86250.0
2021-02-11,72.3832,72.9726,70.4797,71.7551,99394.0
2021-02-12,71.4846,73.3688,71.2333,73.2045,76952.0
2021-02-13,71.4846,73.3688,71.2333,73.2045,76952.0
2021-02-14,71.4846,73.3688,71.2333,73.2045,76952.0
2021-02-15,71.4846,73.3688,71.2333,73.2045,76952.0
2021-02-16,73.5814,73.678,71.6875,72.0064,75712.0
2021-02-17,71.1367,73.1466,71.1367,72.1223,87907.0
2021-02-18,71.9774,72.4702,70.2091,71.4169,104118.0
2021-02-19,72.0933,75.5236,72.0933,75.5139,94049.0
2021-02-20,72.0933,75.5236,72.0933,75.5139,94049.0
2021-02-21,72.0933,75.5236,72.0933,75.5139,94049.0
2021-02-22,75.224,77.1856,75.224,76.5768,125802.0
2021-02-23,78.1518,78.8669,75.7555,78.3258,91061.0
2021-02-24,78.3258,78.8379,77.1179,77.862,206514.0
2021-02-25,77.5044,78.2291,76.886,77.3015,142088.0
2021-02-26,77.3595,79.5046,77.2532,77.63,150573.0
2021-02-27,77.3595,79.5046,77.2532,77.63,150573.0
2021-02-28,77.3595,79.5046,77.2532,77.63,150573.0
2021-03-01,78.6736,82.413,78.6736,82.2198,111058.0
2021-03-02,81.677,82.4588,81.4443,81.7158,117324.0
2021-03-03,81.8999,83.7805,81.0566,82.4428,101556.0
2021-03-04,82.4331,82.4331,79.8013,81.5897,159569.0
2021-03-05,83.0341,85.3896,81.2165,85.3605,145037.0
2021-03-06,83.0341,85.3896,81.2165,85.3605,145037.0
2021-03-07,83.0341,85.3896,81.2165,85.3605,145037.0
2021-03-08,86.0003,87.9874,85.7579,87.5027,135040.0
2021-03-09,88.0456,88.0456,86.2911,87.5803,142584.0
2021-03-10,87.6869,89.7516,87.6869,89.6935,104570.0
2021-03-11,89.8486,91.1281,89.1409,90.7404,130967.0
2021-03-12,91.1184,92.2525,90.4592,91.1378,118402.0
2021-03-13,91.1184,92.2525,90.4592,91.1378,118402.0
