,UTL US Equity,UTL US Equity,UTL US Equity,UTL US Equity,UTL US Equity
2020-02-05,53.6385,54.7473,53.6385,54.6687,46384.0
2020-02-06,53.9004,55.0616,53.9004,54.625,41864.0
2020-02-07,54.8608,54.8869,54.2322,54.7211,51623.0
2020-02-08,54.8608,54.8869,54.2322,54.7211,51623.0
2020-02-09,54.8608,54.8869,54.2322,54.7211,51623.0
2020-02-10,54.6425,55.3933,54.6425,55.3147,54961.0
2020-02-11,55.4195,55.8691,55.1925,55.3497,173743.0
2020-02-12,55.5679,55.8735,55.0965,55.8298,83468.0
2020-02-13,55.764,56.686,55.4742,56.6421,44119.0
2020-02-14,56.8792,57.0373,56.528,56.9144,43311.0
2020-02-15,56.8792,57.0373,56.528,56.9144,43311.0
2020-02-16,56.8792,57.0373,56.528,56.9144,43311.0
2020-02-17,56.8792,57.0373,56.528,56.9144,43311.0
2020-02-18,57.1515,57.7472,56.7826,56.9056,57158.0
2020-02-19,56.7914,57.0812,56.3611,56.607,44502.0
2020-02-20,56.5016,56.689,55.6937,56.3875,28488.0
2020-02-21,56.5719,56.8617,55.843,55.8606,41368.0
2020-02-22,56.5719,56.8617,55.843,55.8606,41368.0
2020-02-23,56.5719,56.8617,55.843,55.8606,41368.0
2020-02-24,55.2985,55.7727,55.1317,55.4127,48950.0
2020-02-25,54.9429,55.3249,54.2008,54.5696,62530.0
2020-02-26,54.394,55.1492,54.394,54.8682,67295.0
2020-02-27,54.473,54.9868,51.8122,51.8122,70138.0
2020-02-28,50.8725,50.8725,48.44,49.4762,119415.0
2020-02-29,50.8725,50.8725,48.44,49.4762,119415.0
2020-03-01,50.8725,50.8725,48.44,49.4762,119415.0
2020-03-02,49.7309,51.338,49.3533,51.1623,69265.0
2020-03-03,51.0043,51.9176,49.709,49.9065,53704.0
2020-03-04,50.4159,51.8297,50.1317,51.6805,47770.0
2020-03-05,50.9604,51.4609,49.5201,50.4949,56570.0
2020-03-06,51.1623,53.5861,49.9505,53.4895,92904.0
2020-03-07,51.1623,53.5861,49.9505,53.4895,92904.0
2020-03-08,51.1623,53.5861,49.9505,53.4895,92904.0
2020-03-09,52.4357,53.9637,51.2809,53.4368,132268.0
2020-03-10,54.315,54.3238,51.3731,53.3402,82111.0
2020-03-11,51.9527,52.0405,50.7145,51.5751,122523.0
2020-03-12,49.2391,49.8012,43.0305,45.4806,114023.0
2020-03-13,46.0426,48.7913,45.2259,48.6771,124016.0
2020-03-14,46.0426,48.7913,45.2259,48.6771,124016.0
2020-03-15,46.0426,48.7913,45.2259,48.6771,124016.0
2020-03-16,42.9602,45.1381,41.1336,41.4937,89251.0
2020-03-17,42.0908,48.199,41.2302,47.9746,107165.0
2020-03-18,44.98,47.8955,44.98,46.2973,112401.0
2020-03-19,46.5256,48.1765,43.1183,45.6211,103182.0
2020-03-20,46.0777,46.0777,38.947,39.2631,164643.0
2020-03-21,46.0777,46.0777,38.947,39.2631,164643.0
2020-03-22,46.0777,46.0777,38.947,39.2631,164643.0
2020-03-23,38.5079,38.5079,34.5385,36.6022,147559.0
2020-03-24,38.139,40.8087,38.139,40.6945,69618.0
2020-03-25,40.3784,43.0348,38.9294,40.8965,79729.0
2020-03-26,41.3883,45.463,41.3883,44.9361,58882.0
2020-03-27,43.5134,47.5443,41.5639,45.4454,71588.0
2020-03-28,43.5134,47.5443,41.5639,45.4454,71588.0
2020-03-29,43.5134,47.5443,41.5639,45.4454,71588.0
2020-03-30,45.2171,47.8955,44.7517,46.5431,71095.0
2020-03-31,46.4202,46.4202,44.3653,45.946,94686.0
2020-04-01,43.9877,44.4245,41.9152,43.4695,63075.0
2020-04-02,43.1007,45.4103,42.7933,44.6902,71298.0
2020-04-03,44.1018,45.34,41.7483,42.9426,73662.0
2020-04-04,44.1018,45.34,41.7483,42.9426,73662.0
2020-04-05,44.1018,45.34,41.7483,42.9426,73662.0
2020-04-06,44.7429,47.5443,44.7429,47.3247,80059.0
2020-04-07,48.4488,51.1711,43.2544,45.6825,108737.0
2020-04-08,46.0689,47.878,45.1556,46.8856,78746.0
2020-04-09,47.7375,50.6881,46.0865,50.6881,59148.0
2020-04-10,47.7375,50.6881,46.0865,50.6881,59148.0
2020-04-11,47.7375,50.6881,46.0865,50.6881,59148.0
2020-04-12,47.7375,50.6881,46.0865,50.6881,59148.0
2020-04-13,49.9329,51.1448,47.2106,48.361,33043.0
2020-04-14,49.3006,49.3006,47.6145,48.0799,42207.0
2020-04-15,45.8933,46.5958,45.0942,45.5596,68560.0
2020-04-16,45.4191,45.7616,42.969,45.2522,88486.0
2020-04-17,46.2709,48.1239,45.7704,47.7111,56440.0
2020-04-18,46.2709,48.1239,45.7704,47.7111,56440.0
2020-04-19,46.2709,48.1239,45.7704,47.7111,56440.0
2020-04-20,46.6397,47.3028,44.0052,44.3828,38762.0
2020-04-21,43.0919,44.2775,42.5914,44.0667,38250.0
2020-04-22,45.5332,45.8494,43.7374,45.182,36112.0
2020-04-23,44.8571,45.9635,43.7769,44.2072,57410.0
2020-04-24,44.1721,45.9284,43.1402,45.5245,83295.0
2020-04-25,44.1721,45.9284,43.1402,45.5245,83295.0
2020-04-26,44.1721,45.9284,43.1402,45.5245,83295.0
2020-04-27,45.9284,48.1941,45.9284,46.7802,60265.0
2020-04-28,48.2029,48.2029,45.9723,47.114,75253.0
2020-04-29,47.7901,50.1963,47.114,48.2907,71629.0
2020-04-30,46.148,48.0887,43.9564,44.1809,89401.0
2020-05-01,43.0831,43.2807,41.9415,42.8373,63021.0
2020-05-02,43.0831,43.2807,41.9415,42.8373,63021.0
2020-05-03,43.0831,43.2807,41.9415,42.8373,63021.0
2020-05-04,42.1259,43.048,42.0206,43.0129,66984.0
2020-05-05,43.9086,44.4707,42.4772,42.8285,103405.0
2020-05-06,42.0206,42.6572,41.116,41.1424,104354.0
2020-05-07,41.8625,42.4816,41.037,42.1347,79782.0
2020-05-08,42.7846,44.0316,42.3455,43.8823,60403.0
2020-05-09,42.7846,44.0316,42.3455,43.8823,60403.0
2020-05-10,42.7846,44.0316,42.3455,43.8823,60403.0
2020-05-11,43.329,43.329,41.6122,42.6001,84767.0
2020-05-12,42.4772,42.4948,40.5629,40.6067,67152.0
2020-05-13,40.2291,40.2291,38.8591,39.6758,68066.0
2020-05-14,39.0958,39.7334,38.0509,39.7334,75478.0
2020-05-15,39.8308,39.9636,38.4007,39.7777,76316.0
2020-05-16,39.8308,39.9636,38.4007,39.7777,76316.0
2020-05-17,39.8308,39.9636,38.4007,39.7777,76316.0
2020-05-18,40.858,41.7612,40.4861,41.4867,86097.0
2020-05-19,41.1148,41.3382,39.9725,40.0433,43671.0
2020-05-20,40.9023,41.469,40.0699,40.796,44876.0
2020-05-21,40.8846,41.1237,40.3975,40.5304,41258.0
2020-05-22,40.8137,41.1502,40.3267,41.1502,41297.0
2020-05-23,40.8137,41.1502,40.3267,41.1502,41297.0
2020-05-24,40.8137,41.1502,40.3267,41.1502,41297.0
2020-05-25,40.8137,41.1502,40.3267,41.1502,41297.0
2020-05-26,42.2748,42.5759,41.6638,42.08,62430.0
2020-05-27,42.9921,43.0478,41.7435,42.7176,70481.0
2020-05-28,43.4083,43.975,42.7973,43.0364,77083.0
2020-05-29,42.7884,43.1338,42.0623,42.6556,78431.0
2020-05-30,42.7884,43.1338,42.0623,42.6556,78431.0
2020-05-31,42.7884,43.1338,42.0623,42.6556,78431.0
2020-06-01,42.4165,43.1426,42.235,42.5759,64957.0
2020-06-02,42.9567,43.1692,42.2571,42.5139,39920.0
2020-06-03,43.2135,44.2584,42.6113,43.5766,45055.0
2020-06-04,43.2932,43.6297,42.1863,42.7176,70428.0
2020-06-05,43.364,45.1085,43.2997,44.6038,80650.0
2020-06-06,43.364,45.1085,43.2997,44.6038,80650.0
2020-06-07,43.364,45.1085,43.2997,44.6038,80650.0
2020-06-08,45.0908,45.3565,44.3735,45.0465,51179.0
2020-06-09,44.5949,44.7056,42.939,43.5766,56913.0
2020-06-10,43.6297,43.6385,42.6113,43.4349,64013.0
2020-06-11,42.2571,42.8637,41.9472,42.4431,128107.0
2020-06-12,43.7094,43.8334,41.8896,42.6468,114961.0
2020-06-13,43.7094,43.8334,41.8896,42.6468,114961.0
2020-06-14,43.7094,43.8334,41.8896,42.6468,114961.0
2020-06-15,41.6284,43.6385,41.6284,42.7707,82321.0
2020-06-16,43.8776,43.8776,42.3545,42.4697,55392.0
2020-06-17,42.6025,42.6025,41.3362,41.6904,61021.0
2020-06-18,41.2653,42.1509,41.2653,41.5664,58051.0
2020-06-19,41.9029,41.9029,39.8706,39.9813,106147.0
2020-06-20,41.9029,41.9029,39.8706,39.9813,106147.0
2020-06-21,41.9029,41.9029,39.8706,39.9813,106147.0
2020-06-22,39.7334,40.4595,39.3792,39.6891,49055.0
2020-06-23,40.0965,40.0965,38.5202,38.9364,84059.0
2020-06-24,38.6088,39.1224,37.9889,39.0781,113606.0
2020-06-25,38.6708,39.6891,38.5379,39.6006,101922.0
2020-06-26,39.3703,39.7865,37.9623,38.0509,168642.0
2020-06-27,39.3703,39.7865,37.9623,38.0509,168642.0
2020-06-28,39.3703,39.7865,37.9623,38.0509,168642.0
2020-06-29,38.5556,40.3355,38.2988,39.698,63065.0
2020-06-30,39.388,40.0079,39.3438,39.6891,44277.0
2020-07-01,39.5474,40.8049,39.4057,40.6455,74938.0
2020-07-02,41.2476,41.4602,40.4905,40.8491,56196.0
2020-07-03,41.2476,41.4602,40.4905,40.8491,56196.0
2020-07-04,41.2476,41.4602,40.4905,40.8491,56196.0
2020-07-05,41.2476,41.4602,40.4905,40.8491,56196.0
2020-07-06,41.0085,41.2388,39.512,39.8042,60979.0
2020-07-07,39.2375,39.2906,38.7239,39.0161,84683.0
2020-07-08,38.7239,39.1932,38.4494,39.0781,72528.0
2020-07-09,39.0161,39.0515,38.0243,38.7416,72329.0
2020-07-10,38.839,39.7616,38.839,39.5917,41685.0
2020-07-11,38.839,39.7616,38.839,39.5917,41685.0
2020-07-12,38.839,39.7616,38.839,39.5917,41685.0
2020-07-13,39.7245,40.3444,39.2818,39.8662,43062.0
2020-07-14,39.8839,40.4595,39.574,40.3267,54563.0
2020-07-15,40.7517,41.4513,40.2824,40.3444,71942.0
2020-07-16,40.1053,40.9554,40.1053,40.6101,50297.0
2020-07-17,40.5569,41.6638,40.5569,41.4513,44069.0
2020-07-18,40.5569,41.6638,40.5569,41.4513,44069.0
2020-07-19,40.5569,41.6638,40.5569,41.4513,44069.0
2020-07-20,41.1148,41.1148,39.7068,40.0787,28775.0
2020-07-21,40.1496,41.1148,40.0699,40.5392,43704.0
2020-07-22,40.5569,41.1768,40.402,41.0617,49386.0
2020-07-23,40.8491,41.1591,40.4595,40.9288,46364.0
2020-07-24,40.8314,41.2565,40.2337,40.3975,32249.0
2020-07-25,40.8314,41.2565,40.2337,40.3975,32249.0
2020-07-26,40.8314,41.2565,40.2337,40.3975,32249.0
2020-07-27,40.2027,40.2381,39.4146,39.9193,46021.0
2020-07-28,39.6448,41.0174,39.6448,40.3975,34310.0
2020-07-29,40.247,40.8049,40.0699,40.5569,35937.0
2020-07-30,39.7157,40.4462,38.0775,39.1578,90453.0
2020-07-31,39.1844,39.388,37.2893,38.2103,82154.0
2020-08-01,39.1844,39.388,37.2893,38.2103,82154.0
2020-08-02,39.1844,39.388,37.2893,38.2103,82154.0
2020-08-03,38.2103,38.5468,37.4089,37.5461,66755.0
2020-08-04,37.3159,37.8029,36.5367,36.8643,64866.0
2020-08-05,36.9794,36.9794,35.4475,36.085,67057.0
2020-08-06,36.085,36.5898,35.8902,35.9965,45639.0
2020-08-07,36.0585,38.0155,36.0585,37.9623,93407.0
2020-08-08,36.0585,38.0155,36.0585,37.9623,93407.0
2020-08-09,36.0585,38.0155,36.0585,37.9623,93407.0
2020-08-10,37.9889,38.4494,37.5639,37.7233,45940.0
2020-08-11,38.0598,38.1749,36.8554,36.882,57876.0
2020-08-12,37.13,37.6967,36.9971,37.1388,44290.0
2020-08-13,36.9735,37.2505,36.2229,36.4374,41313.0
2020-08-14,36.3659,36.5803,36.0621,36.1693,42211.0
2020-08-15,36.3659,36.5803,36.0621,36.1693,42211.0
2020-08-16,36.3659,36.5803,36.0621,36.1693,42211.0
2020-08-17,36.1247,36.5759,35.8745,36.2229,56409.0
2020-08-18,36.1693,36.2229,35.7762,35.8745,67890.0
2020-08-19,36.0442,36.3212,35.7918,35.9638,43959.0
2020-08-20,35.5707,35.9276,35.1195,35.2043,41995.0
2020-08-21,35.1329,35.2133,34.2259,35.0346,66887.0
2020-08-22,35.1329,35.2133,34.2259,35.0346,66887.0
2020-08-23,35.1329,35.2133,34.2259,35.0346,66887.0
2020-08-24,35.2848,35.5796,34.7397,35.1239,61105.0
2020-08-25,35.3384,35.6243,34.5789,35.4456,56929.0
2020-08-26,35.3116,36.5535,35.2937,36.4821,118637.0
2020-08-27,36.7233,37.2684,36.4016,36.9646,110313.0
2020-08-28,37.3845,37.4158,36.8663,37.3488,72865.0
2020-08-29,37.3845,37.4158,36.8663,37.3488,72865.0
2020-08-30,37.3845,37.4158,36.8663,37.3488,72865.0
2020-08-31,37.1879,37.7687,37.1343,37.7062,90912.0
2020-09-01,37.4471,37.6883,36.3212,36.5803,83336.0
2020-09-02,36.4999,37.8581,36.4731,37.5453,101312.0
2020-09-03,37.6704,38.1351,37.0897,37.3488,76243.0
2020-09-04,37.6436,37.6436,36.5893,37.2058,59261.0
2020-09-05,37.6436,37.6436,36.5893,37.2058,59261.0
2020-09-06,37.6436,37.6436,36.5893,37.2058,59261.0
2020-09-07,37.6436,37.6436,36.5893,37.2058,59261.0
2020-09-08,37.0718,37.0718,35.7851,36.3748,69708.0
2020-09-09,36.6161,37.2415,35.8387,36.1604,58441.0
2020-09-10,35.9728,35.9728,35.2311,35.526,54938.0
2020-09-11,35.6243,35.8209,34.695,35.0793,50108.0
2020-09-12,35.6243,35.8209,34.695,35.0793,50108.0
2020-09-13,35.6243,35.8209,34.695,35.0793,50108.0
2020-09-14,35.3562,35.4456,34.5431,34.7218,51896.0
2020-09-15,34.9631,35.3696,34.4985,34.5431,44655.0
2020-09-16,35.249,36.2274,35.0435,35.7851,81049.0
2020-09-17,35.526,35.9013,34.7665,35.0435,47259.0
2020-09-18,35.2758,35.2758,34.0428,34.8291,195574.0
2020-09-19,35.2758,35.2758,34.0428,34.8291,195574.0
2020-09-20,35.2758,35.2758,34.0428,34.8291,195574.0
2020-09-21,34.3108,34.7576,33.6684,34.6593,77963.0
2020-09-22,34.6057,35.1507,33.596,34.0785,56022.0
2020-09-23,34.2572,34.3108,33.4709,33.4977,59390.0
2020-09-24,33.3905,34.1321,33.2029,33.9624,48228.0
2020-09-25,33.73,34.3376,33.6407,33.9088,50285.0
2020-09-26,33.73,34.3376,33.6407,33.9088,50285.0
2020-09-27,33.73,34.3376,33.6407,33.9088,50285.0
2020-09-28,34.0428,35.3026,34.0428,34.695,59558.0
2020-09-29,34.5968,34.7218,33.9227,34.3734,35097.0
2020-09-30,34.4895,34.7844,34.2662,34.5253,50569.0
2020-10-01,34.3644,35.1061,34.293,35.0793,69297.0
2020-10-02,34.6146,35.5975,34.6146,35.258,43030.0
2020-10-03,34.6146,35.5975,34.6146,35.258,43030.0
2020-10-04,34.6146,35.5975,34.6146,35.258,43030.0
2020-10-05,35.2222,36.1692,35.0793,35.5796,45662.0
2020-10-06,35.7404,35.8834,35.115,35.526,85195.0
2020-10-07,35.4724,35.6243,35.0256,35.383,56768.0
2020-10-08,35.5171,36.4106,35.392,36.08,54987.0
2020-10-09,36.4553,36.9109,36.3034,36.7054,41880.0
2020-10-10,36.4553,36.9109,36.3034,36.7054,41880.0
2020-10-11,36.4553,36.9109,36.3034,36.7054,41880.0
2020-10-12,36.8305,37.045,36.5089,36.7322,55930.0
2020-10-13,36.4374,36.5982,35.7673,36.0979,31791.0
2020-10-14,36.0979,36.348,35.8834,35.9906,29087.0
2020-10-15,35.7404,36.4642,35.2046,36.214,54500.0
2020-10-16,36.071,36.7054,35.7583,35.9102,43070.0
2020-10-17,36.071,36.7054,35.7583,35.9102,43070.0
2020-10-18,36.071,36.7054,35.7583,35.9102,43070.0
2020-10-19,35.9102,36.2408,35.3384,35.4098,38464.0
2020-10-20,35.5796,35.7834,35.115,35.2848,38726.0
2020-10-21,35.258,35.4813,35.1329,35.383,46350.0
2020-10-22,35.3294,35.7404,35.0435,35.2937,82696.0
2020-10-23,35.4903,35.9549,35.3384,35.6868,74484.0
2020-10-24,35.4903,35.9549,35.3384,35.6868,74484.0
2020-10-25,35.4903,35.9549,35.3384,35.6868,74484.0
2020-10-26,35.392,35.526,34.3644,35.4813,110514.0
2020-10-27,35.3473,35.8655,35.3473,35.6064,70720.0
2020-10-28,34.981,35.8477,33.4084,33.4799,51027.0
2020-10-29,32.8008,32.8008,30.6206,32.0234,203705.0
2020-10-30,31.943,32.7947,30.8708,30.8708,97597.0
2020-10-31,31.943,32.7947,30.8708,30.8708,97597.0
2020-11-01,31.943,32.7947,30.8708,30.8708,97597.0
2020-11-02,31.3444,31.7867,31.1925,31.6928,93707.0
2020-11-03,32.0681,32.8946,31.7643,32.3451,95290.0
2020-11-04,32.0949,32.3719,31.1031,31.1746,57317.0
2020-11-05,31.389,32.0234,30.9602,31.0406,72506.0
2020-11-06,30.9691,31.2867,29.3072,29.3876,96626.0
2020-11-07,30.9691,31.2867,29.3072,29.3876,96626.0
2020-11-08,30.9691,31.2867,29.3072,29.3876,96626.0
2020-11-09,30.5045,31.9698,29.6199,29.6378,228567.0
2020-11-10,29.8701,30.8797,29.4233,30.6832,271072.0
2020-11-11,30.8261,33.2386,30.8261,33.185,99311.0
2020-11-12,33.0599,33.0599,31.5499,32.1843,118095.0
2020-11-13,32.5048,32.5048,31.945,32.3874,99678.0
2020-11-14,32.5048,32.5048,31.945,32.3874,99678.0
2020-11-15,32.5048,32.5048,31.945,32.3874,99678.0
2020-11-16,33.0014,34.2113,32.6402,34.0488,138962.0
2020-11-17,33.8953,34.1301,33.2647,33.9134,113184.0
2020-11-18,33.8592,34.2023,33.48,33.9043,420550.0
2020-11-19,33.8411,34.2835,33.182,33.8321,142472.0
2020-11-20,33.5793,34.5183,33.3987,34.3648,73122.0
2020-11-21,33.5793,34.5183,33.3987,34.3648,73122.0
2020-11-22,33.5793,34.5183,33.3987,34.3648,73122.0
2020-11-23,34.6357,35.5928,34.5454,35.4844,126677.0
2020-11-24,35.5657,36.9065,35.5657,36.7485,103294.0
2020-11-25,36.8478,37.4708,36.27,36.9562,157704.0
2020-11-26,36.8478,37.4708,36.27,36.9562,157704.0
2020-11-27,36.7756,37.0284,36.0262,36.7124,41114.0
2020-11-28,36.7756,37.0284,36.0262,36.7124,41114.0
2020-11-29,36.7756,37.0284,36.0262,36.7124,41114.0
2020-11-30,36.7575,37.0645,36.2519,36.911,168419.0
2020-12-01,37.2632,37.9133,36.9923,37.7868,161624.0
2020-12-02,37.7778,38.1029,37.6424,37.9223,182079.0
2020-12-03,38.0397,38.7078,37.7598,38.5092,152095.0
2020-12-04,38.4189,39.4482,38.4189,39.1412,171345.0
2020-12-05,38.4189,39.4482,38.4189,39.1412,171345.0
2020-12-06,38.4189,39.4482,38.4189,39.1412,171345.0
2020-12-07,39.0599,39.2947,38.2834,38.6536,59227.0
2020-12-08,38.3737,39.1683,38.3562,39.1322,57957.0
2020-12-09,39.0509,39.6107,38.9516,39.4572,57102.0
2020-12-10,39.2134,39.7882,38.9606,39.4482,70896.0
2020-12-11,39.1593,39.8094,39.1232,39.3037,98145.0
2020-12-12,39.1593,39.8094,39.1232,39.3037,98145.0
2020-12-13,39.1593,39.8094,39.1232,39.3037,98145.0
2020-12-14,39.2766,39.5114,38.1841,38.4279,106334.0
2020-12-15,38.5272,39.6288,38.4099,39.5656,61642.0
2020-12-16,39.683,39.9899,38.4911,38.8432,69015.0
2020-12-17,39.0599,39.3308,38.6807,38.7981,46669.0
2020-12-18,38.771,39.6198,38.5904,38.771,203085.0
2020-12-19,38.771,39.6198,38.5904,38.771,203085.0
2020-12-20,38.771,39.6198,38.5904,38.771,203085.0
2020-12-21,38.1209,38.2293,36.5679,37.7236,97736.0
2020-12-22,37.6063,37.6514,37.3264,37.4076,140040.0
2020-12-23,37.4257,38.5011,37.3805,38.1119,90473.0
2020-12-24,38.2112,38.5453,37.7688,38.2834,18150.0
2020-12-25,38.2112,38.5453,37.7688,38.2834,18150.0
2020-12-26,38.2112,38.5453,37.7688,38.2834,18150.0
2020-12-27,38.2112,38.5453,37.7688,38.2834,18150.0
2020-12-28,38.4821,39.4572,38.3105,39.376,47696.0
2020-12-29,39.2766,39.5295,38.464,38.7078,59703.0
2020-12-30,38.7078,39.3669,38.5814,39.1593,49593.0
2020-12-31,39.394,40.0893,39.0464,39.9719,98377.0
2021-01-01,39.394,40.0893,39.0464,39.9719,98377.0
2021-01-02,39.394,40.0893,39.0464,39.9719,98377.0
2021-01-03,39.394,40.0893,39.0464,39.9719,98377.0
2021-01-04,40.1615,40.1615,38.8884,39.1864,72601.0
2021-01-05,39.3128,39.3308,38.5724,39.1232,42588.0
2021-01-06,39.3669,40.5046,39.1141,39.8274,98021.0
2021-01-07,39.9177,39.9177,38.753,38.8703,40295.0
2021-01-08,38.8794,39.2405,38.3647,38.8523,43993.0
2021-01-09,38.8794,39.2405,38.3647,38.8523,43993.0
2021-01-10,38.8794,39.2405,38.3647,38.8523,43993.0
2021-01-11,38.5001,38.8974,37.6243,38.3286,80792.0
2021-01-12,38.2383,38.6988,37.85,38.6175,41986.0
2021-01-13,38.6627,39.3942,38.157,39.069,71797.0
2021-01-14,39.2947,39.583,38.9697,39.3218,64819.0
2021-01-15,39.0148,39.683,38.6762,39.5565,52854.0
2021-01-16,39.0148,39.683,38.6762,39.5565,52854.0
2021-01-17,39.0148,39.683,38.6762,39.5565,52854.0
2021-01-18,39.0148,39.683,38.6762,39.5565,52854.0
2021-01-19,39.7642,40.2471,38.2404,38.3466,96178.0
2021-01-20,38.3737,38.5182,37.4889,38.0938,69370.0
2021-01-21,38.0938,38.0938,36.9833,37.0103,66408.0
2021-01-22,36.7214,36.7214,35.9359,36.5137,85878.0
2021-01-23,36.7214,36.7214,35.9359,36.5137,85878.0
2021-01-24,36.7214,36.7214,35.9359,36.5137,85878.0
2021-01-25,36.2067,36.7214,35.3941,36.0442,52740.0
2021-01-26,36.1435,36.1435,35.0059,35.3851,60013.0
2021-01-27,34.9788,35.8907,34.3287,35.6199,99407.0
2021-01-28,35.9088,37.2541,35.6921,36.8478,90365.0
2021-01-29,36.7846,37.2541,36.4234,36.8117,45608.0
2021-01-30,36.7846,37.2541,36.4234,36.8117,45608.0
2021-01-31,36.7846,37.2541,36.4234,36.8117,45608.0
2021-02-01,36.8388,37.9313,35.8275,37.8771,69400.0
2021-02-02,38.0577,38.2834,37.0194,37.5792,68718.0
2021-02-03,37.3444,37.9367,36.7891,37.6785,71036.0
2021-02-04,37.5972,38.2293,37.3896,38.2112,40862.0
2021-02-05,38.4821,38.5154,37.8297,38.2473,48497.0
2021-02-06,38.4821,38.5154,37.8297,38.2473,48497.0
2021-02-07,38.4821,38.5154,37.8297,38.2473,48497.0
2021-02-08,38.2834,38.475,37.85,38.4279,49689.0
2021-02-09,38.3466,38.6898,37.6514,38.6266,27694.0
2021-02-10,38.7891,38.8071,38.0938,38.6627,37651.0
2021-02-11,38.5989,39.6739,38.3529,38.6991,73717.0
2021-02-12,38.3256,38.5989,37.8883,38.3711,61076.0
2021-02-13,38.3256,38.5989,37.8883,38.3711,61076.0
2021-02-14,38.3256,38.5989,37.8883,38.3711,61076.0
2021-02-15,38.3256,38.5989,37.8883,38.3711,61076.0
2021-02-16,38.1889,38.608,37.8701,38.1161,57070.0
2021-02-17,38.0887,38.6444,37.7243,38.4258,49651.0
2021-02-18,38.3074,39.7012,38.3074,39.1273,86541.0
2021-02-19,39.0726,39.3459,38.5533,39.273,56269.0
2021-02-20,39.0726,39.3459,38.5533,39.273,56269.0
2021-02-21,39.0726,39.3459,38.5533,39.273,56269.0
2021-02-22,38.9724,39.2457,37.9703,39.109,58070.0
2021-02-23,39.0635,40.7757,38.3802,38.6444,67158.0
2021-02-24,38.8266,39.4552,38.5655,38.9542,68637.0
2021-02-25,38.8449,39.5645,38.7765,38.8631,42269.0
2021-02-26,39.191,39.8924,38.1161,38.1161,88967.0
2021-02-27,39.191,39.8924,38.1161,38.1161,88967.0
2021-02-28,39.191,39.8924,38.1161,38.1161,88967.0
2021-03-01,38.6809,39.5008,38.5898,38.9177,65090.0
2021-03-02,38.9542,39.3232,38.1161,38.1798,64931.0
2021-03-03,38.1798,39.2241,37.6514,38.1434,52759.0
2021-03-04,38.4258,39.6283,38.4258,38.6444,56830.0
2021-03-05,38.9815,40.594,38.9451,39.9927,76939.0
2021-03-06,38.9815,40.594,38.9451,39.9927,76939.0
2021-03-07,38.9815,40.594,38.9451,39.9927,76939.0
2021-03-08,40.1294,42.006,40.1294,41.7874,69078.0
2021-03-09,41.8967,42.4797,41.842,42.0607,50563.0
2021-03-10,42.0607,43.6549,41.7236,43.2359,63143.0
2021-03-11,43.3543,43.4727,42.6209,43.2176,65720.0
2021-03-12,43.1448,45.1763,43.1448,44.7845,55792.0
2021-03-13,43.1448,45.1763,43.1448,44.7845,55792.0
2021-03-14,43.1448,45.1763,43.1448,44.7845,55792.0
