,PARA US Equity,PARA US Equity,PARA US Equity,PARA US Equity,PARA US Equity
2019-03-21,39.8799,40.3137,39.6851,39.9927,4693586.0
2019-03-22,39.8105,40.0014,39.0732,39.0905,2970073.0
2019-03-23,39.8105,40.0014,39.0732,39.0905,2970073.0
2019-03-24,39.8105,40.0014,39.0732,39.0905,2970073.0
2019-03-25,39.4635,40.1402,39.212,39.4982,3424224.0
2019-03-26,39.7411,41.7625,39.7411,41.0511,6169149.0
2019-03-27,41.4762,41.5629,40.8516,41.2767,3158717.0
2019-03-28,41.2073,41.5543,41.0251,41.0251,2733862.0
2019-03-29,41.2333,41.5716,40.8949,41.2333,3071019.0
2019-03-30,41.2333,41.5716,40.8949,41.2333,3071019.0
2019-03-31,41.2333,41.5716,40.8949,41.2333,3071019.0
2019-04-01,41.641,42.2092,41.5543,41.8232,2290084.0
2019-04-02,41.9099,41.9793,41.4155,41.589,1284722.0
2019-04-03,41.8145,42.682,41.6063,42.3437,2864312.0
2019-04-04,42.4565,43.3587,42.2743,43.0811,2302929.0
2019-04-05,43.2546,43.7187,43.1939,43.697,2286261.0
2019-04-06,43.2546,43.7187,43.1939,43.697,2286261.0
2019-04-07,43.2546,43.7187,43.1939,43.697,2286261.0
2019-04-08,43.5149,44.6947,43.5149,44.5819,3892436.0
2019-04-09,44.3737,44.5125,44.044,44.339,2063100.0
2019-04-10,44.2956,44.8422,44.1742,44.7901,2421245.0
2019-04-11,44.8855,45.2239,44.6426,44.7294,2633349.0
2019-04-12,44.9549,45.302,44.1612,44.7467,2476486.0
2019-04-13,44.9549,45.302,44.1612,44.7467,2476486.0
2019-04-14,44.9549,45.302,44.1612,44.7467,2476486.0
2019-04-15,44.8855,45.0602,44.3217,44.9029,1784961.0
2019-04-16,45.1979,45.4017,44.8422,45.3193,2080024.0
2019-04-17,45.4581,45.8832,45.3627,45.5709,2403946.0
2019-04-18,45.5969,45.8138,45.2586,45.4494,2172584.0
2019-04-19,45.5969,45.8138,45.2586,45.4494,2172584.0
2019-04-20,45.5969,45.8138,45.2586,45.4494,2172584.0
2019-04-21,45.5969,45.8138,45.2586,45.4494,2172584.0
2019-04-22,45.3974,45.3974,44.1395,44.339,2252824.0
2019-04-23,44.3043,44.6773,44.0874,44.5385,2917841.0
2019-04-24,44.5038,45.1284,44.2436,44.5472,2204013.0
2019-04-25,44.4431,44.4431,43.9139,43.9486,1573892.0
2019-04-26,44.1655,44.5819,43.966,44.4171,2313503.0
2019-04-27,44.1655,44.5819,43.966,44.4171,2313503.0
2019-04-28,44.1655,44.5819,43.966,44.4171,2313503.0
2019-04-29,44.4865,45.033,44.4605,44.8942,1294153.0
2019-04-30,44.8508,44.981,44.018,44.4778,2598529.0
2019-05-01,44.4431,44.9029,44.313,44.3564,1299643.0
2019-05-02,44.2523,44.4736,43.3153,43.7404,2330068.0
2019-05-03,43.7838,44.0787,42.4391,43.1418,3983417.0
2019-05-04,43.7838,44.0787,42.4391,43.1418,3983417.0
2019-05-05,43.7838,44.0787,42.4391,43.1418,3983417.0
2019-05-06,42.5432,43.2806,42.2483,43.0811,1612027.0
2019-05-07,42.7514,42.9336,41.7451,42.0661,2944557.0
2019-05-08,41.962,42.3784,41.6931,42.1095,2461318.0
2019-05-09,41.8926,42.4305,41.6497,42.3177,2322263.0
2019-05-10,42.0921,42.9076,41.7191,42.7601,2255225.0
2019-05-11,42.0921,42.9076,41.7191,42.7601,2255225.0
2019-05-12,42.0921,42.9076,41.7191,42.7601,2255225.0
2019-05-13,42.1442,42.309,40.8082,40.9904,3266185.0
2019-05-14,41.0771,41.7364,40.9557,41.3721,2009432.0
2019-05-15,41.1726,41.641,40.8255,41.5022,2031739.0
2019-05-16,41.8145,42.3264,41.5275,41.9533,1448077.0
2019-05-17,41.5803,42.2269,41.3808,41.9707,1414111.0
2019-05-18,41.5803,42.2269,41.3808,41.9707,1414111.0
2019-05-19,41.5803,42.2269,41.3808,41.9707,1414111.0
2019-05-20,41.8579,41.9793,41.581,41.9099,1201951.0
2019-05-21,42.0227,42.5346,41.9446,42.4391,2572443.0
2019-05-22,42.2483,42.4044,41.8579,41.9186,1849975.0
2019-05-23,41.4762,41.7364,41.1118,41.5629,2353556.0
2019-05-24,41.6323,41.7104,41.1639,41.1899,2193909.0
2019-05-25,41.6323,41.7104,41.1639,41.1899,2193909.0
2019-05-26,41.6323,41.7104,41.1639,41.1899,2193909.0
2019-05-27,41.6323,41.7104,41.1639,41.1899,2193909.0
2019-05-28,41.3894,41.7972,41.242,41.3114,1721070.0
2019-05-29,41.0424,41.2073,40.279,40.5306,1983909.0
2019-05-30,40.7648,42.4825,40.7648,41.8145,3816749.0
2019-05-31,41.589,42.1615,41.3981,41.8839,3012673.0
2019-06-01,41.589,42.1615,41.3981,41.8839,3012673.0
2019-06-02,41.589,42.1615,41.3981,41.8839,3012673.0
2019-06-03,41.7278,42.1962,41.5629,41.8492,1871981.0
2019-06-04,42.2136,42.5975,42.014,42.3437,1654029.0
2019-06-05,42.6387,42.7645,41.7364,41.9099,2145994.0
2019-06-06,42.1182,42.2396,41.7972,42.0227,1507581.0
2019-06-07,42.2143,42.5626,41.9748,42.162,1496921.0
2019-06-08,42.2143,42.5626,41.9748,42.162,1496921.0
2019-06-09,42.2143,42.5626,41.9748,42.162,1496921.0
2019-06-10,42.2143,42.4494,41.5961,41.7702,2448407.0
2019-06-11,41.8573,42.1446,41.6222,41.866,1863776.0
2019-06-12,41.9792,42.2604,41.8747,42.0837,1115639.0
2019-06-13,42.0837,43.0894,41.8747,42.9544,1768731.0
2019-06-14,42.9893,42.9893,42.3623,42.6584,1302070.0
2019-06-15,42.9893,42.9893,42.3623,42.6584,1302070.0
2019-06-16,42.9893,42.9893,42.3623,42.6584,1302070.0
2019-06-17,42.728,43.1286,42.0401,42.7977,1647734.0
2019-06-18,43.0067,43.4595,42.715,42.8499,2369423.0
2019-06-19,43.0676,43.6162,42.5974,43.3114,2640775.0
2019-06-20,43.712,44.3476,43.4595,44.2083,2561150.0
2019-06-21,44.2693,44.3912,43.6728,43.9471,3652826.0
2019-06-22,44.2693,44.3912,43.6728,43.9471,3652826.0
2019-06-23,44.2693,44.3912,43.6728,43.9471,3652826.0
2019-06-24,43.8513,43.9993,43.0938,43.7904,1506103.0
2019-06-25,43.6685,43.7729,42.8935,43.0328,1596038.0
2019-06-26,43.0938,43.1439,42.297,42.3188,2038064.0
2019-06-27,42.2927,42.58,42.0504,42.5103,2252218.0
2019-06-28,42.5016,43.4508,42.432,43.4508,3531562.0
2019-06-29,42.5016,43.4508,42.432,43.4508,3531562.0
2019-06-30,42.5016,43.4508,42.432,43.4508,3531562.0
2019-07-01,43.8165,44.2519,43.4943,44.0168,2993772.0
2019-07-02,44.069,44.5828,43.86,44.3912,1885935.0
2019-07-03,44.5218,45.3316,44.4347,45.14,1750309.0
2019-07-04,44.5218,45.3316,44.4347,45.14,1750309.0
2019-07-05,44.8788,45.558,44.8309,45.2881,1408331.0
2019-07-06,44.8788,45.558,44.8309,45.2881,1408331.0
2019-07-07,44.8788,45.558,44.8309,45.2881,1408331.0
2019-07-08,45.1052,45.6625,45.0573,45.6277,2390310.0
2019-07-09,45.3751,45.706,45.2706,45.5493,1630163.0
2019-07-10,45.6799,45.8715,45.3142,45.7757,1925443.0
2019-07-11,45.8105,46.2372,45.5748,46.2198,1639746.0
2019-07-12,46.2981,46.5594,46.186,46.3068,3178064.0
2019-07-13,46.2981,46.5594,46.186,46.3068,3178064.0
2019-07-14,46.2981,46.5594,46.186,46.3068,3178064.0
2019-07-15,46.272,46.5681,46.063,46.4723,1376147.0
2019-07-16,46.4636,46.7684,45.8366,46.5942,2608115.0
2019-07-17,46.5768,46.5855,45.6015,45.6451,2076455.0
2019-07-18,45.3229,45.4709,44.6959,44.6959,2562803.0
2019-07-19,44.7134,45.053,44.1212,44.1474,2651002.0
2019-07-20,44.7134,45.053,44.1212,44.1474,2651002.0
2019-07-21,44.7134,45.053,44.1212,44.1474,2651002.0
2019-07-22,44.0168,44.426,43.1895,43.5466,2215047.0
2019-07-23,43.6597,43.7381,42.9762,43.6075,2160084.0
2019-07-24,43.5466,44.7395,43.5117,44.4521,2038721.0
2019-07-25,44.5218,44.8091,44.3302,44.7395,1786189.0
2019-07-26,44.8701,45.2445,44.7395,45.1487,1502484.0
2019-07-27,44.8701,45.2445,44.7395,45.1487,1502484.0
2019-07-28,44.8701,45.2445,44.7395,45.1487,1502484.0
2019-07-29,45.1923,45.4448,45.1052,45.41,1536391.0
2019-07-30,45.2706,45.7757,45.0312,45.7496,1657756.0
2019-07-31,45.7321,45.8192,44.6002,44.8527,1555321.0
2019-08-01,44.7569,45.1226,43.921,44.0777,1739907.0
2019-08-02,43.921,44.2606,43.1765,43.8861,2741514.0
2019-08-03,43.921,44.2606,43.1765,43.8861,2741514.0
2019-08-04,43.921,44.2606,43.1765,43.8861,2741514.0
2019-08-05,43.0938,43.4246,42.4755,42.7193,2318806.0
2019-08-06,43.0938,43.2766,42.6671,43.1547,1851491.0
2019-08-07,42.6061,42.9631,42.0401,42.8238,12381631.0
2019-08-08,43.5117,44.4565,43.5117,44.2519,3011971.0
2019-08-09,43.1112,43.4725,41.8399,42.5887,5009319.0
2019-08-10,43.1112,43.4725,41.8399,42.5887,5009319.0
2019-08-11,43.1112,43.4725,41.8399,42.5887,5009319.0
2019-08-12,43.5378,43.6336,41.6744,41.8312,2648109.0
2019-08-13,41.9095,43.2592,41.9008,42.4059,7028855.0
2019-08-14,41.3958,41.509,38.827,38.8793,9513837.0
2019-08-15,38.9577,39.097,37.4077,37.7473,6028151.0
2019-08-16,38.0085,38.3133,37.8387,38.1392,4109133.0
2019-08-17,38.0085,38.3133,37.8387,38.1392,4109133.0
2019-08-18,38.0085,38.3133,37.8387,38.1392,4109133.0
2019-08-19,38.6181,39.0622,38.3438,38.5049,5252954.0
2019-08-20,38.3133,38.6268,37.9128,38.4352,3436372.0
2019-08-21,38.5919,38.6303,37.7908,38.383,3338681.0
2019-08-22,38.531,38.5832,37.8083,37.8518,3172470.0
2019-08-23,37.6167,37.7647,35.8926,36.058,6837782.0
2019-08-24,37.6167,37.7647,35.8926,36.058,6837782.0
2019-08-25,37.6167,37.7647,35.8926,36.058,6837782.0
2019-08-26,36.6676,36.8678,36.1146,36.3628,3141792.0
2019-08-27,36.3889,36.5444,35.6314,35.7359,3616107.0
2019-08-28,35.5878,36.5021,35.5099,36.3454,4461829.0
2019-08-29,36.6676,37.2727,36.3976,36.8853,5408416.0
2019-08-30,37.0072,37.042,36.3976,36.624,5099041.0
2019-08-31,37.0072,37.042,36.3976,36.624,5099041.0
2019-09-01,37.0072,37.042,36.3976,36.624,5099041.0
2019-09-02,37.0072,37.042,36.3976,36.624,5099041.0
2019-09-03,36.0232,36.1712,35.3963,35.9536,4633543.0
2019-09-04,36.3802,36.5108,35.7097,36.2844,5387123.0
2019-09-05,36.5544,37.5209,36.1364,37.4425,5686616.0
2019-09-06,37.3816,38.0564,37.3816,37.9911,5853783.0
2019-09-07,37.3816,38.0564,37.3816,37.9911,5853783.0
2019-09-08,37.3816,38.0564,37.3816,37.9911,5853783.0
2019-09-09,38.0436,38.5988,37.7376,38.5682,6928134.0
2019-09-10,38.4371,39.2896,38.4371,38.8742,5604850.0
2019-09-11,38.8305,39.0579,37.9299,38.3059,5968122.0
2019-09-12,38.2534,38.6557,37.554,38.3147,5926471.0
2019-09-13,38.6119,38.9617,38.0926,38.3147,4590172.0
2019-09-14,38.6119,38.9617,38.0926,38.3147,4590172.0
2019-09-15,38.6119,38.9617,38.0926,38.3147,4590172.0
2019-09-16,38.0436,38.542,37.86,38.5158,4705334.0
2019-09-17,38.4371,38.5332,37.5889,37.86,5612671.0
2019-09-18,37.8338,38.0961,37.4753,37.9299,4605866.0
2019-09-19,38.0349,38.3059,36.9069,37.0643,5336588.0
2019-09-20,37.178,37.3266,36.5747,36.6184,8192412.0
2019-09-21,37.178,37.3266,36.5747,36.6184,8192412.0
2019-09-22,37.178,37.3266,36.5747,36.6184,8192412.0
2019-09-23,36.5572,36.9594,36.2861,36.6971,6236573.0
2019-09-24,36.5135,36.7845,35.5779,36.12,7621669.0
2019-09-25,36.0763,36.3386,35.6828,36.0588,3810217.0
2019-09-26,36.0938,36.1462,35.2281,35.2369,3472480.0
2019-09-27,35.2894,35.6741,35.0402,35.2544,2874841.0
2019-09-28,35.2894,35.6741,35.0402,35.2544,2874841.0
2019-09-29,35.2894,35.6741,35.0402,35.2544,2874841.0
2019-09-30,35.368,35.6129,35.1849,35.2981,2987376.0
2019-10-01,35.5167,35.9211,34.8697,35.1232,2611443.0
2019-10-02,34.8259,34.8968,33.6805,33.6805,4573085.0
2019-10-03,33.5756,33.8554,33.1209,33.6193,3643157.0
2019-10-04,33.7592,34.415,33.5144,34.1352,5835664.0
2019-10-05,33.7592,34.415,33.5144,34.1352,5835664.0
2019-10-06,33.7592,34.415,33.5144,34.1352,5835664.0
2019-10-07,34.0215,34.3013,33.6368,33.8904,4222309.0
2019-10-08,33.5756,33.6193,32.4432,32.5001,6498745.0
2019-10-09,32.8936,33.1034,32.5963,32.8848,2994126.0
2019-10-10,32.9111,33.3657,32.7712,32.9286,3240659.0
2019-10-11,33.322,34.1133,33.322,33.6018,3254199.0
2019-10-12,33.322,34.1133,33.322,33.6018,3254199.0
2019-10-13,33.322,34.1133,33.322,33.6018,3254199.0
2019-10-14,33.4969,33.5231,32.8062,33.1734,3667437.0
2019-10-15,33.2346,33.5756,32.8892,33.2871,4055977.0
2019-10-16,33.3483,33.7592,33.2084,33.3133,3403967.0
2019-10-17,33.3133,33.4794,31.6957,33.0335,10459702.0
2019-10-18,32.8062,33.2084,32.1242,32.1329,5967944.0
2019-10-19,32.8062,33.2084,32.1242,32.1329,5967944.0
2019-10-20,32.8062,33.2084,32.1242,32.1329,5967944.0
2019-10-21,32.2728,32.4258,31.6957,31.7831,5821054.0
2019-10-22,31.7482,31.9449,31.2673,31.7744,6114364.0
2019-10-23,31.8531,32.0105,31.3635,31.9056,5007587.0
2019-10-24,31.9668,31.9843,30.6727,31.2585,8335909.0
2019-10-25,31.1886,32.1722,31.1711,31.5121,4334145.0
2019-10-26,31.1886,32.1722,31.1711,31.5121,4334145.0
2019-10-27,31.1886,32.1722,31.1711,31.5121,4334145.0
2019-10-28,31.7132,31.9711,31.346,31.346,3427415.0
2019-10-29,31.311,31.8269,31.1973,31.6433,4057763.0
2019-10-30,31.5646,31.5646,30.6421,31.1099,5622034.0
2019-10-31,31.005,31.5208,30.6202,31.5121,7308703.0
2019-11-01,31.7219,32.2466,31.5383,32.1242,3681916.0
2019-11-02,31.7219,32.2466,31.5383,32.1242,3681916.0
2019-11-03,31.7219,32.2466,31.5383,32.1242,3681916.0
2019-11-04,32.3078,32.5613,32.1242,32.4739,4288265.0
2019-11-05,32.6925,33.0772,32.5526,32.7799,3994599.0
2019-11-06,32.6925,32.8149,32.1416,32.1941,3332595.0
2019-11-07,32.6575,33.4882,32.5438,33.051,4797351.0
2019-11-08,33.1122,33.3395,32.5264,33.322,3723654.0
2019-11-09,33.1122,33.3395,32.5264,33.322,3723654.0
2019-11-10,33.1122,33.3395,32.5264,33.322,3723654.0
2019-11-11,33.4095,34.2926,33.016,34.2576,8867774.0
2019-11-12,33.6805,33.8466,32.6051,33.016,10052317.0
2019-11-13,32.7887,32.8936,32.0673,32.2203,5243056.0
2019-11-14,32.5264,33.3745,32.3253,32.9023,5800172.0
2019-11-15,33.1559,34.004,33.0073,33.7242,7693073.0
2019-11-16,33.1559,34.004,33.0073,33.7242,7693073.0
2019-11-17,33.1559,34.004,33.0073,33.7242,7693073.0
2019-11-18,33.5756,34.4106,33.1209,34.3975,7007904.0
2019-11-19,34.4587,34.6948,33.9603,34.4325,6754128.0
2019-11-20,34.3013,34.5199,33.693,34.109,5065428.0
2019-11-21,34.1002,34.5374,33.6805,34.0827,5115572.0
2019-11-22,34.0827,34.5899,33.8991,34.5549,4415415.0
2019-11-23,34.0827,34.5899,33.8991,34.5549,4415415.0
2019-11-24,34.0827,34.5899,33.8991,34.5549,4415415.0
2019-11-25,34.5986,35.1844,34.1789,35.0533,6903254.0
2019-11-26,35.0795,35.473,34.6598,35.4205,8037405.0
2019-11-27,35.4905,35.6304,35.2544,35.3243,5298091.0
2019-11-28,35.4905,35.6304,35.2544,35.3243,5298091.0
2019-11-29,35.1757,35.626,35.1232,35.3068,1876412.0
2019-11-30,35.1757,35.626,35.1232,35.3068,1876412.0
2019-12-01,35.1757,35.626,35.1232,35.3068,1876412.0
2019-12-02,35.4118,35.4817,34.7298,34.8522,6128701.0
2019-12-03,34.3713,34.5374,33.9865,34.3975,8777654.0
2019-12-04,34.3975,36.5309,34.2926,35.6478,25531257.0
2019-12-05,35.8489,36.0588,35.1145,35.7265,5518694.0
2019-12-06,36.085,36.1287,34.4062,34.7298,10050052.0
2019-12-07,36.085,36.1287,34.4062,34.7298,10050052.0
2019-12-08,36.085,36.1287,34.4062,34.7298,10050052.0
2019-12-09,35.1844,35.25,33.7505,33.7854,10324844.0
2019-12-10,33.7242,35.0708,32.8411,32.8936,8597764.0
2019-12-11,32.9198,33.475,32.3515,32.6051,6673516.0
2019-12-12,32.5788,33.4357,32.2801,33.0335,7020112.0
2019-12-13,33.392,33.8773,33.0073,33.7854,5870266.0
2019-12-14,33.392,33.8773,33.0073,33.7854,5870266.0
2019-12-15,33.392,33.8773,33.0073,33.7854,5870266.0
2019-12-16,34.1614,34.9833,33.9603,34.756,8033235.0
2019-12-17,34.9746,35.6566,34.5724,35.2194,7747427.0
2019-12-18,35.6391,36.3648,35.5866,35.9801,9275489.0
2019-12-19,36.4523,37.1605,36.3823,36.6796,9783832.0
2019-12-20,37.6326,37.6326,36.5659,37.0643,11251677.0
2019-12-21,37.6326,37.6326,36.5659,37.0643,11251677.0
2019-12-22,37.6326,37.6326,36.5659,37.0643,11251677.0
2019-12-23,37.3703,37.5627,36.7408,36.8894,7123732.0
2019-12-24,36.8807,37.3528,36.5047,36.7408,2825359.0
2019-12-25,36.8807,37.3528,36.5047,36.7408,2825359.0
2019-12-26,36.9069,37.3179,36.6883,37.3004,3522573.0
2019-12-27,37.4147,37.6521,36.5969,36.72,4176878.0
2019-12-28,37.4147,37.6521,36.5969,36.72,4176878.0
2019-12-29,37.4147,37.6521,36.5969,36.72,4176878.0
2019-12-30,36.7376,36.9399,36.3947,36.4738,4464753.0
2019-12-31,36.465,37.0102,36.2452,36.9047,3993105.0
2020-01-01,36.465,37.0102,36.2452,36.9047,3993105.0
2020-01-02,37.1157,37.2388,36.72,37.0102,5739200.0
2020-01-03,36.6937,36.72,36.1133,36.4475,4644886.0
2020-01-04,36.6937,36.72,36.1133,36.4475,4644886.0
2020-01-05,36.6937,36.72,36.1133,36.4475,4644886.0
2020-01-06,36.4826,36.9926,36.4211,36.9838,5713836.0
2020-01-07,36.8256,37.0894,36.553,37.0454,5116782.0
2020-01-08,37.1069,37.2564,36.4328,36.8168,8139492.0
2020-01-09,37.1333,37.1421,35.6693,35.8847,7749555.0
2020-01-10,35.9638,36.0518,35.2868,35.445,4688282.0
2020-01-11,35.9638,36.0518,35.2868,35.445,4688282.0
2020-01-12,35.9638,36.0518,35.2868,35.445,4688282.0
2020-01-13,35.5242,36.0957,35.2252,35.8759,5809788.0
2020-01-14,35.7,35.9023,35.3835,35.4626,5480242.0
2020-01-15,35.3659,35.5506,34.8031,34.8999,6239521.0
2020-01-16,35.0669,35.2692,34.6888,35.2076,6918468.0
2020-01-17,35.1813,35.2692,34.5745,34.724,6566547.0
2020-01-18,35.1813,35.2692,34.5745,34.724,6566547.0
2020-01-19,35.1813,35.2692,34.5745,34.724,6566547.0
2020-01-20,35.1813,35.2692,34.5745,34.724,6566547.0
2020-01-21,34.7328,34.8383,33.9942,34.0557,9534236.0
2020-01-22,34.2931,34.3459,33.6952,33.8095,4931267.0
2020-01-23,33.5897,33.6513,32.4994,32.5257,9293593.0
2020-01-24,32.5345,32.5961,31.1276,31.4706,10789679.0
2020-01-25,32.5345,32.5961,31.1276,31.4706,10789679.0
2020-01-26,32.5345,32.5961,31.1276,31.4706,10789679.0
2020-01-27,31.1012,31.3299,30.5912,30.8902,7931052.0
2020-01-28,31.1276,31.4442,30.9166,31.0925,6365275.0
2020-01-29,30.9957,31.3123,30.433,30.5033,6888285.0
2020-01-30,30.1516,30.389,29.4481,30.0637,12968170.0
2020-01-31,30.0373,30.5033,29.5273,30.0109,8386809.0
2020-02-01,30.0373,30.5033,29.5273,30.0109,8386809.0
2020-02-02,30.0373,30.5033,29.5273,30.0109,8386809.0
2020-02-03,29.6592,29.7823,28.6656,29.0876,11675182.0
2020-02-04,29.4569,29.7671,29.0496,29.5185,8788744.0
2020-02-05,29.7735,30.4945,29.7295,30.1956,7413627.0
2020-02-06,30.4593,30.5385,30.09,30.4242,6101809.0
2020-02-07,30.9078,31.0045,30.2483,30.5209,6558249.0
2020-02-08,30.9078,31.0045,30.2483,30.5209,6558249.0
2020-02-09,30.9078,31.0045,30.2483,30.5209,6558249.0
2020-02-10,30.3362,30.4418,29.8614,30.0812,7112315.0
2020-02-11,30.3362,30.8375,29.8702,30.7495,6381569.0
2020-02-12,30.9166,31.2859,30.688,31.0309,5321618.0
2020-02-13,30.7847,31.2068,30.6176,30.7583,3742501.0
2020-02-14,30.9694,31.0188,30.2219,30.7583,4349043.0
2020-02-15,30.9694,31.0188,30.2219,30.7583,4349043.0
2020-02-16,30.9694,31.0188,30.2219,30.7583,4349043.0
2020-02-17,30.9694,31.0188,30.2219,30.7583,4349043.0
2020-02-18,30.7935,31.3914,30.7495,30.8638,6057974.0
2020-02-19,30.9606,31.6288,30.7979,31.365,10675455.0
2020-02-20,28.349,28.4018,25.5704,25.755,44416439.0
2020-02-21,25.4385,25.8078,24.7658,24.8493,17510421.0
2020-02-22,25.4385,25.8078,24.7658,24.8493,17510421.0
2020-02-23,25.4385,25.8078,24.7658,24.8493,17510421.0
2020-02-24,24.1811,24.1899,23.1699,23.6799,17546924.0
2020-02-25,23.8469,24.0755,22.1147,22.2993,25053752.0
2020-02-26,22.5719,22.95,21.464,21.4904,18722519.0
2020-02-27,21.0683,22.0768,20.2856,21.0068,21560454.0
2020-02-28,20.8661,22.2642,20.5671,21.6399,22720227.0
2020-02-29,20.8661,22.2642,20.5671,21.6399,22720227.0
2020-03-01,20.8661,22.2642,20.5671,21.6399,22720227.0
