,OEC US Equity,OEC US Equity,OEC US Equity,OEC US Equity,OEC US Equity
2019-03-21,18.7145,18.9033,18.6578,18.8373,295173.0
2019-03-22,18.7428,18.7428,17.6759,17.7042,609145.0
2019-03-23,18.7428,18.7428,17.6759,17.7042,609145.0
2019-03-24,18.7428,18.7428,17.6759,17.7042,609145.0
2019-03-25,17.5437,17.7042,17.2226,17.4681,685961.0
2019-03-26,17.7325,17.7514,17.2604,17.4492,732896.0
2019-03-27,17.487,17.6475,17.081,17.4965,876689.0
2019-03-28,17.4965,17.978,17.4587,17.6853,713551.0
2019-03-29,17.7514,18.3368,17.6853,17.9308,694397.0
2019-03-30,17.7514,18.3368,17.6853,17.9308,694397.0
2019-03-31,17.7514,18.3368,17.6853,17.9308,694397.0
2019-04-01,18.0252,18.7238,18.0252,18.6201,970159.0
2019-04-02,18.6201,18.7523,18.4124,18.4312,297215.0
2019-04-03,18.6578,18.6673,18.4029,18.4879,745728.0
2019-04-04,18.5162,18.6295,18.4029,18.4501,247480.0
2019-04-05,18.554,18.6626,18.266,18.4973,969437.0
2019-04-06,18.554,18.6626,18.266,18.4973,969437.0
2019-04-07,18.554,18.6626,18.266,18.4973,969437.0
2019-04-08,18.5445,18.8373,18.3085,18.7334,488505.0
2019-04-09,18.6012,18.6767,18.1857,18.4407,416906.0
2019-04-10,18.4879,18.7428,18.3935,18.5351,631684.0
2019-04-11,18.5351,19.2055,18.5351,19.045,345707.0
2019-04-12,19.2622,19.3566,19.0261,19.2149,763920.0
2019-04-13,19.2622,19.3566,19.0261,19.2149,763920.0
2019-04-14,19.2622,19.3566,19.0261,19.2149,763920.0
2019-04-15,19.2999,19.6871,19.1111,19.5549,331264.0
2019-04-16,19.4888,19.7815,19.3943,19.6021,309279.0
2019-04-17,19.6776,20.2536,19.6776,19.9798,292672.0
2019-04-18,19.9703,20.4991,19.9703,20.3386,470813.0
2019-04-19,19.9703,20.4991,19.9703,20.3386,470813.0
2019-04-20,19.9703,20.4991,19.9703,20.3386,470813.0
2019-04-21,19.9703,20.4991,19.9703,20.3386,470813.0
2019-04-22,20.2064,20.3858,19.8852,19.9325,277976.0
2019-04-23,19.8381,20.3386,19.6682,19.857,388836.0
2019-04-24,19.8948,19.9703,19.2433,19.5171,366031.0
2019-04-25,19.4982,19.4982,18.79,18.9883,393937.0
2019-04-26,18.9978,19.451,18.8561,19.4416,484310.0
2019-04-27,18.9978,19.451,18.8561,19.4416,484310.0
2019-04-28,18.9978,19.451,18.8561,19.4416,484310.0
2019-04-29,19.4793,19.5029,19.2149,19.4132,219088.0
2019-04-30,19.3943,19.4982,18.8939,19.1394,416142.0
2019-05-01,19.1111,19.3471,18.6909,18.6956,541617.0
2019-05-02,18.6012,18.7853,18.063,18.5068,702074.0
2019-05-03,17.5814,20.2064,17.5625,19.621,683026.0
2019-05-04,17.5814,20.2064,17.5625,19.621,683026.0
2019-05-05,17.5814,20.2064,17.5625,19.621,683026.0
2019-05-06,19.1677,20.1025,19.0733,19.7248,427456.0
2019-05-07,19.536,19.6398,18.9978,19.2433,446558.0
2019-05-08,19.13,19.451,18.9506,19.1488,377699.0
2019-05-09,18.9033,19.0827,18.7051,18.8656,264413.0
2019-05-10,18.7428,18.9694,18.6012,18.9317,430712.0
2019-05-11,18.7428,18.9694,18.6012,18.9317,430712.0
2019-05-12,18.7428,18.9694,18.6012,18.9317,430712.0
2019-05-13,18.469,18.5918,17.9214,18.0252,388478.0
2019-05-14,18.1385,18.3557,18.0347,18.2329,403809.0
2019-05-15,18.0819,18.2235,17.9497,18.063,254734.0
2019-05-16,18.1008,18.1952,17.9119,18.1102,793381.0
2019-05-17,18.0347,18.1196,17.742,17.7608,263381.0
2019-05-18,18.0347,18.1196,17.742,17.7608,263381.0
2019-05-19,18.0347,18.1196,17.742,17.7608,263381.0
2019-05-20,17.5625,17.8175,17.4965,17.5531,244594.0
2019-05-21,17.6664,18.0158,17.6664,17.8175,559588.0
2019-05-22,17.7514,17.8364,17.166,17.3548,386784.0
2019-05-23,17.1282,17.3333,16.8827,16.9677,203680.0
2019-05-24,17.1188,17.2321,16.6183,16.8733,364098.0
2019-05-25,17.1188,17.2321,16.6183,16.8733,364098.0
2019-05-26,17.1188,17.2321,16.6183,16.8733,364098.0
2019-05-27,17.1188,17.2321,16.6183,16.8733,364098.0
2019-05-28,16.8355,17.3548,16.8355,17.1849,597842.0
2019-05-29,16.9677,17.3265,16.9677,17.1849,209937.0
2019-05-30,17.1565,17.5437,17.0527,17.1188,282105.0
2019-05-31,16.9205,16.9299,16.5994,16.5994,510390.0
2019-06-01,16.9205,16.9299,16.5994,16.5994,510390.0
2019-06-02,16.9205,16.9299,16.5994,16.5994,510390.0
2019-06-03,16.5428,17.3359,16.5428,17.2887,954265.0
2019-06-04,17.5342,18.1385,17.5342,18.0158,336454.0
2019-06-05,18.0441,18.1574,17.6475,18.1291,320363.0
2019-06-06,18.0724,18.6012,17.9402,18.5257,522154.0
2019-06-07,18.6201,19.1111,18.4596,18.9789,339540.0
2019-06-08,18.6201,19.1111,18.4596,18.9789,339540.0
2019-06-09,18.6201,19.1111,18.4596,18.9789,339540.0
2019-06-10,19.1772,19.9798,18.9128,19.5265,924066.0
2019-06-11,19.6115,19.942,19.2149,19.5171,511348.0
2019-06-12,19.4416,19.6871,19.3566,19.5643,854130.0
2019-06-13,19.6304,19.8759,19.2244,19.2527,489927.0
2019-06-14,19.2433,19.3046,18.4596,18.639,475753.0
2019-06-15,19.2433,19.3046,18.4596,18.639,475753.0
2019-06-16,19.2433,19.3046,18.4596,18.639,475753.0
2019-06-17,18.5918,18.7145,18.1763,18.2046,497373.0
2019-06-18,18.3557,18.8373,18.3557,18.6201,807842.0
2019-06-19,18.6869,18.6869,18.2576,18.2862,317009.0
2019-06-20,18.5152,18.7155,18.1908,18.601,702431.0
2019-06-21,18.4579,18.7059,18.3434,18.6487,553753.0
2019-06-22,18.4579,18.7059,18.3434,18.6487,553753.0
2019-06-23,18.4579,18.7059,18.3434,18.6487,553753.0
2019-06-24,18.5724,19.4595,18.5628,19.1161,797672.0
2019-06-25,19.0875,19.1924,18.9253,19.078,485548.0
2019-06-26,19.1924,19.6408,19.1543,19.5835,402749.0
2019-06-27,19.6217,20.2131,19.5454,20.1272,537011.0
2019-06-28,20.2417,20.6614,20.0318,20.4229,8089208.0
2019-06-29,20.2417,20.6614,20.0318,20.4229,8089208.0
2019-06-30,20.2417,20.6614,20.0318,20.4229,8089208.0
2019-07-01,20.566,20.8617,20.1129,20.2894,569665.0
2019-07-02,20.2989,20.3276,19.6026,19.8888,432594.0
2019-07-03,19.8792,19.9842,19.6312,19.6789,173825.0
2019-07-04,19.8792,19.9842,19.6312,19.6789,173825.0
2019-07-05,19.5072,19.7075,19.3355,19.5167,270486.0
2019-07-06,19.5072,19.7075,19.3355,19.5167,270486.0
2019-07-07,19.5072,19.7075,19.3355,19.5167,270486.0
2019-07-08,19.3832,19.45,19.0541,19.0875,289560.0
2019-07-09,19.0016,19.0016,18.6678,18.9635,278421.0
2019-07-10,19.078,19.1829,18.4198,18.4579,663966.0
2019-07-11,18.4484,18.5152,17.6376,17.8379,491993.0
2019-07-12,17.7807,18.0764,17.6185,17.9905,867933.0
2019-07-13,17.7807,18.0764,17.6185,17.9905,867933.0
2019-07-14,17.7807,18.0764,17.6185,17.9905,867933.0
2019-07-15,18.0191,18.0859,17.3705,17.4468,426034.0
2019-07-16,17.3705,18.2767,17.3705,17.8379,391722.0
2019-07-17,17.8283,18.0,17.5422,17.7425,871926.0
2019-07-18,17.6471,17.8951,17.3323,17.4277,438872.0
2019-07-19,17.4277,17.6757,17.38,17.4849,276166.0
2019-07-20,17.4277,17.6757,17.38,17.4849,276166.0
2019-07-21,17.4277,17.6757,17.38,17.4849,276166.0
2019-07-22,17.504,17.6376,17.3514,17.5517,639992.0
2019-07-23,17.6757,18.6392,17.6757,18.6201,426368.0
2019-07-24,18.5628,19.1733,18.4675,19.1352,407797.0
2019-07-25,19.1256,19.1352,18.6773,18.725,738554.0
2019-07-26,18.7345,19.2497,18.6487,19.221,373603.0
2019-07-27,18.7345,19.2497,18.6487,19.221,373603.0
2019-07-28,18.7345,19.2497,18.6487,19.221,373603.0
2019-07-29,19.1352,19.1638,18.4689,18.6582,567148.0
2019-07-30,18.4102,19.0875,18.1622,19.078,480365.0
2019-07-31,19.1543,19.2973,18.4579,18.5819,659735.0
2019-08-01,18.477,18.6678,17.1606,17.3228,510248.0
2019-08-02,16.9317,17.4277,14.4802,14.7091,1610484.0
2019-08-03,16.9317,17.4277,14.4802,14.7091,1610484.0
2019-08-04,16.9317,17.4277,14.4802,14.7091,1610484.0
2019-08-05,13.822,14.1177,13.221,13.3259,1140449.0
2019-08-06,13.7552,13.7552,12.7536,13.1066,1134669.0
2019-08-07,12.9158,12.9539,12.4197,12.7631,588814.0
2019-08-08,12.8967,13.3069,12.8967,13.0779,899774.0
2019-08-09,12.9825,12.9825,12.2194,12.3148,1066759.0
2019-08-10,12.9825,12.9825,12.2194,12.3148,1066759.0
2019-08-11,12.9825,12.9825,12.2194,12.3148,1066759.0
2019-08-12,12.229,12.229,11.6662,11.7806,404511.0
2019-08-13,11.6662,12.4197,11.5612,12.124,716776.0
2019-08-14,11.8474,12.2862,11.5422,12.0382,887998.0
2019-08-15,12.1527,12.4484,11.9523,11.9714,483326.0
2019-08-16,12.0668,12.3816,12.0668,12.2003,319843.0
2019-08-17,12.0668,12.3816,12.0668,12.2003,319843.0
2019-08-18,12.0668,12.3816,12.0668,12.2003,319843.0
2019-08-19,12.6391,12.7393,12.229,12.5151,760718.0
2019-08-20,12.477,12.7631,12.3816,12.6201,622724.0
2019-08-21,12.7536,12.9921,12.4197,12.5533,345977.0
2019-08-22,12.3816,12.7536,12.3816,12.6678,398467.0
2019-08-23,12.5438,12.7059,12.0859,12.2194,460886.0
2019-08-24,12.5438,12.7059,12.0859,12.2194,460886.0
2019-08-25,12.5438,12.7059,12.0859,12.2194,460886.0
2019-08-26,12.4007,12.4007,12.1956,12.2576,269905.0
2019-08-27,12.4293,12.5056,12.3339,12.4961,460086.0
2019-08-28,12.4388,12.9253,12.4102,12.7918,478299.0
2019-08-29,12.9539,13.2557,12.9158,13.097,404625.0
2019-08-30,13.2878,13.4595,13.2115,13.2687,450513.0
2019-08-31,13.2878,13.4595,13.2115,13.2687,450513.0
2019-09-01,13.2878,13.4595,13.2115,13.2687,450513.0
2019-09-02,13.2878,13.4595,13.2115,13.2687,450513.0
2019-09-03,13.1256,13.1256,12.7918,13.0398,324578.0
2019-09-04,13.2496,13.5358,13.1352,13.345,268724.0
2019-09-05,13.6217,14.0509,13.6217,13.8315,257494.0
2019-09-06,13.7934,14.0041,13.698,13.8792,278887.0
2019-09-07,13.7934,14.0041,13.698,13.8792,278887.0
2019-09-08,13.7934,14.0041,13.698,13.8792,278887.0
2019-09-09,13.9555,14.8474,13.9555,14.7759,284158.0
2019-09-10,14.8331,15.4245,14.6805,15.415,436756.0
2019-09-11,15.5962,16.1876,15.1479,16.1686,425332.0
2019-09-12,16.1113,16.2067,15.5962,16.1209,264477.0
2019-09-13,16.264,16.6169,16.1352,16.3212,442907.0
2019-09-14,16.264,16.6169,16.1352,16.3212,442907.0
2019-09-15,16.264,16.6169,16.1352,16.3212,442907.0
2019-09-16,16.3212,16.5787,15.9682,16.1113,361600.0
2019-09-17,16.0064,16.0923,15.4054,15.6344,267376.0
2019-09-18,15.6248,15.7775,15.4341,15.7488,397118.0
2019-09-19,15.633,16.3755,15.633,16.1544,425584.0
2019-09-20,16.1351,16.2703,15.8164,16.0192,482427.0
2019-09-21,16.1351,16.2703,15.8164,16.0192,482427.0
2019-09-22,16.1351,16.2703,15.8164,16.0192,482427.0
2019-09-23,15.7585,16.1544,15.6233,16.0385,243039.0
2019-09-24,16.0772,16.0965,15.0826,15.2371,324634.0
2019-09-25,15.1019,15.8164,15.1019,15.7585,273050.0
2019-09-26,15.7392,15.942,15.3916,15.8744,192400.0
2019-09-27,15.9227,16.2268,15.8551,16.1061,297867.0
2019-09-28,15.9227,16.2268,15.8551,16.1061,297867.0
2019-09-29,15.9227,16.2268,15.8551,16.1061,297867.0
2019-09-30,16.1447,16.3379,16.0482,16.1351,421575.0
2019-10-01,16.251,16.5406,15.2854,15.3433,344166.0
2019-10-02,15.1019,15.7585,14.8798,15.7392,284671.0
2019-10-03,15.6137,15.6523,15.1502,15.633,365283.0
2019-10-04,15.6813,15.8744,15.5171,15.6716,142097.0
2019-10-05,15.6813,15.8744,15.5171,15.6716,142097.0
2019-10-06,15.6813,15.8744,15.5171,15.6716,142097.0
2019-10-07,15.5364,15.8551,15.353,15.5075,292512.0
2019-10-08,15.3143,15.6619,15.2661,15.3336,743275.0
2019-10-09,15.4592,15.6619,15.3626,15.575,306421.0
2019-10-10,15.3916,15.7682,15.0826,15.2274,425480.0
2019-10-11,15.4688,16.0096,15.4688,15.8647,361646.0
2019-10-12,15.4688,16.0096,15.4688,15.8647,361646.0
2019-10-13,15.4688,16.0096,15.4688,15.8647,361646.0
2019-10-14,15.7295,15.7295,15.2757,15.4012,321127.0
2019-10-15,15.4785,15.6909,15.295,15.5654,366114.0
2019-10-16,15.6426,15.9613,15.4688,15.575,245885.0
2019-10-17,15.6233,15.884,15.5847,15.8551,299987.0
2019-10-18,15.7875,16.0441,15.7778,15.8358,168549.0
2019-10-19,15.7875,16.0441,15.7778,15.8358,168549.0
2019-10-20,15.7875,16.0441,15.7778,15.8358,168549.0
2019-10-21,16.0868,16.3861,15.8937,15.9806,221884.0
2019-10-22,15.9613,16.193,15.4881,15.9999,290740.0
2019-10-23,16.0772,16.1447,15.7875,15.9806,217914.0
2019-10-24,16.1061,16.1833,15.7151,15.9323,293746.0
2019-10-25,15.884,16.3089,15.8502,16.2799,254444.0
2019-10-26,15.884,16.3089,15.8502,16.2799,254444.0
2019-10-27,15.884,16.3089,15.8502,16.2799,254444.0
2019-10-28,16.4055,16.7096,16.2992,16.3958,136951.0
2019-10-29,16.2123,16.5889,16.2027,16.3861,252485.0
2019-10-30,16.3379,16.4151,15.8937,16.2316,300378.0
2019-10-31,16.2123,16.2123,15.6523,15.9902,491746.0
2019-11-01,17.3614,18.4139,17.1393,17.6704,568867.0
2019-11-02,17.3614,18.4139,17.1393,17.6704,568867.0
2019-11-03,17.3614,18.4139,17.1393,17.6704,568867.0
2019-11-04,17.9504,18.3125,17.6897,18.0663,733798.0
2019-11-05,18.2208,18.8388,18.1918,18.8194,546973.0
2019-11-06,18.7132,18.9063,18.3511,18.8774,411678.0
2019-11-07,19.1574,19.2626,18.7325,18.8388,397452.0
2019-11-08,18.7712,19.0608,18.5587,18.8967,165270.0
2019-11-09,18.7712,19.0608,18.5587,18.8967,165270.0
2019-11-10,18.7712,19.0608,18.5587,18.8967,165270.0
2019-11-11,18.6746,18.9353,18.607,18.7615,281968.0
2019-11-12,18.8581,19.0029,18.636,18.7519,235990.0
2019-11-13,18.5684,18.7808,18.3173,18.7036,448002.0
2019-11-14,18.5491,18.8098,18.2015,18.2208,151946.0
2019-11-15,18.327,18.5394,18.0856,18.1435,259298.0
2019-11-16,18.327,18.5394,18.0856,18.1435,259298.0
2019-11-17,18.327,18.5394,18.0856,18.1435,259298.0
2019-11-18,17.9987,18.1821,17.7959,17.9021,186581.0
2019-11-19,18.047,18.0759,17.5931,17.6511,169672.0
2019-11-20,17.4966,17.8056,17.1634,17.3131,261623.0
2019-11-21,17.4193,17.5835,17.1972,17.3228,166671.0
2019-11-22,17.3035,17.7035,17.3035,17.4869,107430.0
2019-11-23,17.3035,17.7035,17.3035,17.4869,107430.0
2019-11-24,17.3035,17.7035,17.3035,17.4869,107430.0
2019-11-25,17.4676,17.9601,17.4676,17.8249,327380.0
2019-11-26,17.7187,18.1242,17.371,17.7863,441103.0
2019-11-27,17.9987,17.9987,17.6269,17.6511,241166.0
2019-11-28,17.9987,17.9987,17.6269,17.6511,241166.0
2019-11-29,17.4676,17.9311,17.4483,17.5545,178078.0
2019-11-30,17.4676,17.9311,17.4483,17.5545,178078.0
2019-12-01,17.4676,17.9311,17.4483,17.5545,178078.0
2019-12-02,17.6414,18.047,17.5159,17.6607,193715.0
2019-12-03,17.3904,17.4483,17.1972,17.2359,235487.0
2019-12-04,17.3807,17.6124,17.3517,17.4773,287210.0
2019-12-05,17.5931,17.7283,17.429,17.5642,436327.0
2019-12-06,17.9311,18.1628,17.8249,17.8635,374103.0
2019-12-07,17.9311,18.1628,17.8249,17.8635,374103.0
2019-12-08,17.9311,18.1628,17.8249,17.8635,374103.0
2019-12-09,17.7863,18.2787,17.7526,18.1532,552272.0
2019-12-10,18.0759,18.3463,17.7766,18.2884,312310.0
2019-12-11,18.3753,18.6746,18.2305,18.6553,245258.0
2019-12-12,18.5394,19.7464,18.4622,19.6402,378540.0
2019-12-13,19.505,19.8944,19.1864,19.3505,388405.0
2019-12-14,19.505,19.8944,19.1864,19.3505,388405.0
2019-12-15,19.505,19.8944,19.1864,19.3505,388405.0
2019-12-16,19.6112,20.0651,19.6112,19.7368,549928.0
2019-12-17,19.7855,19.7855,19.2297,19.4345,242735.0
2019-12-18,19.4637,19.6002,19.1322,19.4345,405197.0
2019-12-19,19.5417,19.7855,19.4442,19.6588,372798.0
2019-12-20,19.7368,19.8928,19.1809,19.2199,350346.0
2019-12-21,19.7368,19.8928,19.1809,19.2199,350346.0
2019-12-22,19.7368,19.8928,19.1809,19.2199,350346.0
2019-12-23,19.3662,19.3662,18.9957,19.2004,276394.0
2019-12-24,19.2199,19.3175,19.0274,19.0932,194155.0
2019-12-25,19.2199,19.3175,19.0274,19.0932,194155.0
2019-12-26,19.0834,19.3467,18.9274,19.1712,327071.0
2019-12-27,19.2589,19.2589,18.8055,18.8786,194494.0
2019-12-28,19.2589,19.2589,18.8055,18.8786,194494.0
2019-12-29,19.2589,19.2589,18.8055,18.8786,194494.0
2019-12-30,18.9079,19.0444,18.5861,18.6154,348951.0
2019-12-31,18.5471,18.9176,18.4593,18.8201,174632.0
2020-01-01,18.5471,18.9176,18.4593,18.8201,174632.0
2020-01-02,18.9176,19.0152,18.3228,18.7129,590537.0
2020-01-03,18.5081,18.5666,18.118,18.4593,238351.0
2020-01-04,18.5081,18.5666,18.118,18.4593,238351.0
2020-01-05,18.5081,18.5666,18.118,18.4593,238351.0
2020-01-06,18.2741,18.3862,18.0595,18.1375,516114.0
2020-01-07,17.962,18.5959,17.923,18.4301,229631.0
2020-01-08,18.3423,18.4593,18.04,18.4398,240149.0
2020-01-09,18.5763,18.5763,18.1473,18.3326,382568.0
2020-01-10,18.4301,18.5471,18.2302,18.4301,166581.0
2020-01-11,18.4301,18.5471,18.2302,18.4301,166581.0
2020-01-12,18.4301,18.5471,18.2302,18.4301,166581.0
2020-01-13,18.4106,18.8591,18.2155,18.5276,332909.0
2020-01-14,18.4691,18.7286,18.2351,18.3228,718827.0
2020-01-15,18.2448,18.9079,18.1863,18.8201,587196.0
2020-01-16,19.0249,19.2199,18.4691,18.5666,334566.0
2020-01-17,18.7519,18.9106,17.6305,17.7085,452168.0
2020-01-18,18.7519,18.9106,17.6305,17.7085,452168.0
2020-01-19,18.7519,18.9106,17.6305,17.7085,452168.0
2020-01-20,18.7519,18.9106,17.6305,17.7085,452168.0
2020-01-21,17.572,17.6597,17.2697,17.3184,335646.0
2020-01-22,17.4257,17.4257,16.7333,16.8309,469828.0
2020-01-23,16.6748,17.1331,16.2848,16.9576,531198.0
2020-01-24,16.9674,16.9674,16.4896,16.5773,381917.0
2020-01-25,16.9674,16.9674,16.4896,16.5773,381917.0
2020-01-26,16.9674,16.9674,16.4896,16.5773,381917.0
2020-01-27,16.0898,16.2458,15.9435,16.0507,263620.0
2020-01-28,16.1775,16.4408,16.1678,16.3043,170860.0
2020-01-29,16.2848,16.5188,16.119,16.1775,289530.0
2020-01-30,15.9142,16.158,15.7777,16.1483,235233.0
2020-01-31,15.8655,15.9922,15.2024,15.3096,328927.0
2020-02-01,15.8655,15.9922,15.2024,15.3096,328927.0
2020-02-02,15.8655,15.9922,15.2024,15.3096,328927.0
2020-02-03,15.3877,15.564,15.1341,15.2024,274629.0
2020-02-04,15.5047,16.1775,15.4657,15.9922,620168.0
2020-02-05,16.1873,16.3725,15.846,16.1775,334568.0
2020-02-06,16.314,16.314,15.8752,15.9532,154876.0
2020-02-07,15.8752,15.9142,15.0074,15.1439,400634.0
2020-02-08,15.8752,15.9142,15.0074,15.1439,400634.0
2020-02-09,15.8752,15.9142,15.0074,15.1439,400634.0
2020-02-10,15.1731,15.4462,15.1195,15.2999,258867.0
2020-02-11,15.4657,16.0702,15.4657,15.6997,339136.0
2020-02-12,15.924,16.1483,15.6314,15.9532,411362.0
2020-02-13,15.924,15.924,15.5729,15.7094,218044.0
2020-02-14,15.6119,15.8557,15.6022,15.7387,550217.0
2020-02-15,15.6119,15.8557,15.6022,15.7387,550217.0
2020-02-16,15.6119,15.8557,15.6022,15.7387,550217.0
2020-02-17,15.6119,15.8557,15.6022,15.7387,550217.0
2020-02-18,15.6217,15.9435,15.5778,15.7972,453526.0
2020-02-19,15.8655,16.1775,15.846,16.0898,355383.0
2020-02-20,16.041,16.7333,16.041,16.6261,579892.0
2020-02-21,16.7041,17.6987,16.2165,17.2014,752680.0
2020-02-22,16.7041,17.6987,16.2165,17.2014,752680.0
2020-02-23,16.7041,17.6987,16.2165,17.2014,752680.0
2020-02-24,16.4506,16.6748,16.1873,16.5871,532853.0
2020-02-25,16.6846,16.6846,14.6857,15.1731,654742.0
2020-02-26,15.3682,15.5534,14.6661,14.6856,223064.0
2020-02-27,14.51,14.51,13.7689,13.8664,415082.0
2020-02-28,13.3399,14.003,12.9108,13.8567,481258.0
2020-02-29,13.3399,14.003,12.9108,13.8567,481258.0
2020-03-01,13.3399,14.003,12.9108,13.8567,481258.0
2020-03-02,13.964,14.0615,13.4179,14.0322,637687.0
2020-03-03,14.3638,14.6563,13.3789,13.5056,690199.0
2020-03-04,13.7397,13.7494,13.4471,13.6032,571967.0
2020-03-05,13.6909,13.9493,13.3447,13.6032,1569404.0
2020-03-06,13.0376,13.6568,12.9986,13.5251,557690.0
2020-03-07,13.0376,13.6568,12.9986,13.5251,557690.0
2020-03-08,13.0376,13.6568,12.9986,13.5251,557690.0
2020-03-09,12.4863,12.4863,10.9725,11.0615,935116.0
2020-03-10,11.3386,11.8432,10.6064,11.111,884284.0
2020-03-11,10.9131,11.0714,10.3591,10.6064,661124.0
2020-03-12,9.6665,10.5075,9.5181,9.6962,1017142.0
