,PATK US Equity,PATK US Equity,PATK US Equity,PATK US Equity,PATK US Equity
2019-09-12,37.9819,37.9819,36.3369,37.3331,318888.0
2019-09-13,37.8174,38.9964,37.1799,38.4754,176829.0
2019-09-14,37.8174,38.9964,37.1799,38.4754,176829.0
2019-09-15,37.8174,38.9964,37.1799,38.4754,176829.0
2019-09-16,38.2195,39.5721,37.9819,39.2248,217311.0
2019-09-17,38.9507,39.2248,37.9545,39.17,216699.0
2019-09-18,39.1152,39.1152,37.3788,37.5615,149876.0
2019-09-19,37.8266,38.4389,36.8286,38.0459,294913.0
2019-09-20,38.1007,39.0878,37.2919,38.8319,397740.0
2019-09-21,38.1007,39.0878,37.2919,38.8319,397740.0
2019-09-22,38.1007,39.0878,37.2919,38.8319,397740.0
2019-09-23,38.5394,39.2431,38.1754,38.5486,271877.0
2019-09-24,38.777,39.3893,37.5708,37.6346,246485.0
2019-09-25,37.6164,38.1647,37.1229,37.5798,152027.0
2019-09-26,37.5158,38.0642,36.4786,37.068,171122.0
2019-09-27,37.397,37.397,35.5418,35.5966,185388.0
2019-09-28,37.397,37.397,35.5418,35.5966,185388.0
2019-09-29,37.397,37.397,35.5418,35.5966,185388.0
2019-09-30,35.9439,39.9651,35.9439,39.1883,299951.0
2019-10-01,39.4899,40.278,38.1739,38.3932,187548.0
2019-10-02,37.8905,38.7679,36.9584,38.1739,198000.0
2019-10-03,38.1007,38.7039,37.0315,38.3749,183579.0
2019-10-04,38.4023,39.0878,37.8631,38.8593,128165.0
2019-10-05,38.4023,39.0878,37.8631,38.8593,128165.0
2019-10-06,38.4023,39.0878,37.8631,38.8593,128165.0
2019-10-07,38.8958,39.0238,37.1229,37.3696,200014.0
2019-10-08,36.9309,38.6582,36.0536,38.2104,201476.0
2019-10-09,38.6856,38.9324,38.0916,38.3292,124696.0
2019-10-10,38.448,38.7679,37.8083,38.4206,197914.0
2019-10-11,39.3254,40.3215,38.6034,38.6491,109838.0
2019-10-12,39.3254,40.3215,38.6034,38.6491,109838.0
2019-10-13,39.3254,40.3215,38.6034,38.6491,109838.0
2019-10-14,38.3018,39.1243,37.8814,38.5577,82175.0
2019-10-15,38.5577,40.4952,38.4937,40.2941,134254.0
2019-10-16,40.0382,41.3622,40.0382,40.9247,115808.0
2019-10-17,41.3085,41.6924,40.614,41.3908,145322.0
2019-10-18,41.0435,41.537,40.4084,40.9156,117692.0
2019-10-19,41.0435,41.537,40.4084,40.9156,117692.0
2019-10-20,41.0435,41.537,40.4084,40.9156,117692.0
2019-10-21,41.3451,42.3138,41.007,41.1166,148001.0
2019-10-22,41.007,41.007,39.3985,40.4403,186967.0
2019-10-23,40.5226,42.3321,39.9742,42.2864,253701.0
2019-10-24,40.5866,42.6977,39.847,40.7419,335922.0
2019-10-25,41.2629,42.7067,41.2629,42.5423,283618.0
2019-10-26,41.2629,42.7067,41.2629,42.5423,283618.0
2019-10-27,41.2629,42.7067,41.2629,42.5423,283618.0
2019-10-28,42.5149,44.4926,42.5149,44.3793,335207.0
2019-10-29,43.968,44.9368,43.968,44.5438,188301.0
2019-10-30,44.5803,45.5308,44.5072,45.4942,267662.0
2019-10-31,45.3115,45.3754,44.3793,45.1561,263808.0
2019-11-01,45.4851,46.5635,44.8271,46.4081,224485.0
2019-11-02,45.4851,46.5635,44.8271,46.4081,224485.0
2019-11-03,45.4851,46.5635,44.8271,46.4081,224485.0
2019-11-04,46.7006,47.386,46.2254,47.1941,273731.0
2019-11-05,47.3495,48.0989,47.0844,47.6602,267273.0
2019-11-06,47.5231,47.8247,46.856,47.7607,234191.0
2019-11-07,48.236,48.4279,47.6054,47.9618,203061.0
2019-11-08,47.8064,48.044,46.6732,46.7554,149360.0
2019-11-09,47.8064,48.044,46.6732,46.7554,149360.0
2019-11-10,47.8064,48.044,46.6732,46.7554,149360.0
2019-11-11,46.1157,46.8011,45.9695,46.2985,89201.0
2019-11-12,46.3168,46.8285,45.6633,45.8598,162460.0
2019-11-13,45.4485,45.476,44.7814,45.147,92134.0
2019-11-14,44.9825,46.2071,44.7448,45.2749,108629.0
2019-11-15,45.7775,46.1175,45.3115,45.6222,173270.0
2019-11-16,45.7775,46.1175,45.3115,45.6222,173270.0
2019-11-17,45.7775,46.1175,45.3115,45.6222,173270.0
2019-11-18,45.1926,45.6587,45.0099,45.5308,124276.0
2019-11-19,45.3846,45.9695,45.1378,45.4942,98709.0
2019-11-20,45.1835,45.7867,44.5164,44.8545,197012.0
2019-11-21,45.1561,45.1561,44.1005,44.8362,167052.0
2019-11-22,45.1287,45.9146,45.0478,45.677,84514.0
2019-11-23,45.1287,45.9146,45.0478,45.677,84514.0
2019-11-24,45.1287,45.9146,45.0478,45.677,84514.0
2019-11-25,45.8689,47.7424,45.8689,47.5871,290240.0
2019-11-26,47.2215,48.2497,47.0068,47.7059,158454.0
2019-11-27,47.8247,47.9344,46.1523,46.4721,98163.0
2019-11-28,47.8247,47.9344,46.1523,46.4721,98163.0
2019-11-29,46.134,46.1385,45.2064,45.2566,76423.0
2019-11-30,46.134,46.1385,45.2064,45.2566,76423.0
2019-12-01,46.134,46.1385,45.2064,45.2566,76423.0
2019-12-02,45.6039,45.6039,43.6756,43.9497,146475.0
2019-12-03,43.2917,45.5308,43.2917,45.4394,204739.0
2019-12-04,45.6953,47.1393,45.6953,46.664,124354.0
2019-12-05,46.8285,47.2764,46.4538,46.6915,99688.0
2019-12-06,47.2672,47.7333,47.1438,47.3677,125095.0
2019-12-07,47.2672,47.7333,47.1438,47.3677,125095.0
2019-12-08,47.2672,47.7333,47.1438,47.3677,125095.0
2019-12-09,47.4683,47.4866,46.5818,47.3769,156992.0
2019-12-10,47.3769,48.1994,46.9839,47.7516,114087.0
2019-12-11,47.7516,48.3136,47.7516,48.108,120799.0
2019-12-12,48.2085,48.5924,47.9572,48.3456,175726.0
2019-12-13,48.3915,48.8323,47.0968,47.2529,74719.0
2019-12-14,48.3915,48.8323,47.0968,47.2529,74719.0
2019-12-15,48.3915,48.8323,47.0968,47.2529,74719.0
2019-12-16,47.2988,47.9783,46.6101,46.6744,157876.0
2019-12-17,46.7846,46.8718,46.2979,46.8305,114972.0
2019-12-18,46.8764,47.21,45.0491,46.5642,175470.0
2019-12-19,46.6469,47.184,46.0867,47.0601,179912.0
2019-12-20,47.1978,48.465,47.1427,47.7855,978513.0
2019-12-21,47.1978,48.465,47.1427,47.7855,978513.0
2019-12-22,47.1978,48.465,47.1427,47.7855,978513.0
2019-12-23,48.1253,49.2914,47.237,48.7956,114470.0
2019-12-24,49.2547,49.7781,48.8874,49.7781,72198.0
2019-12-25,49.2547,49.7781,48.8874,49.7781,72198.0
2019-12-26,49.9617,50.207,48.3824,48.4466,105733.0
2019-12-27,48.8874,48.8874,47.8406,48.2263,79112.0
2019-12-28,48.8874,48.8874,47.8406,48.2263,79112.0
2019-12-29,48.8874,48.8874,47.8406,48.2263,79112.0
2019-12-30,47.9416,48.2905,47.5513,47.7304,59731.0
2019-12-31,47.7488,48.6578,47.536,48.1436,95168.0
2020-01-01,47.7488,48.6578,47.536,48.1436,95168.0
2020-01-02,48.7497,48.7497,46.7112,48.5476,166421.0
2020-01-03,47.7396,48.0702,46.9683,48.0151,135108.0
2020-01-04,47.7396,48.0702,46.9683,48.0151,135108.0
2020-01-05,47.7396,48.0702,46.9683,48.0151,135108.0
2020-01-06,47.4641,48.0702,46.7203,47.7947,148630.0
2020-01-07,47.758,48.0793,46.5734,46.8397,137301.0
2020-01-08,47.0417,48.7772,46.5137,48.3915,228013.0
2020-01-09,48.7405,49.218,47.9049,48.0885,169798.0
2020-01-10,48.4466,48.4466,47.5284,47.5835,105097.0
2020-01-11,48.4466,48.4466,47.5284,47.5835,105097.0
2020-01-12,48.4466,48.4466,47.5284,47.5835,105097.0
2020-01-13,47.7947,48.9379,47.4845,48.8782,84146.0
2020-01-14,48.7037,51.5228,48.7037,51.1279,276805.0
2020-01-15,50.9443,51.4218,50.1913,50.6321,171336.0
2020-01-16,51.2289,51.5429,50.4851,51.3942,192608.0
2020-01-17,51.5595,51.5595,49.9709,50.2097,137864.0
2020-01-18,51.5595,51.5595,49.9709,50.2097,137864.0
2020-01-19,51.5595,51.5595,49.9709,50.2097,137864.0
2020-01-20,51.5595,51.5595,49.9709,50.2097,137864.0
2020-01-21,50.4576,50.4576,49.2271,49.3649,158823.0
2020-01-22,50.0352,50.0459,49.2271,49.4659,169612.0
2020-01-23,49.6036,50.2923,48.9241,50.1362,135998.0
2020-01-24,50.1454,50.1454,48.9838,49.4383,74625.0
2020-01-25,50.1454,50.1454,48.9838,49.4383,74625.0
2020-01-26,50.1454,50.1454,48.9838,49.4383,74625.0
2020-01-27,48.3548,48.7369,47.8085,48.0426,89088.0
2020-01-28,48.5752,50.0857,48.2814,50.0168,108538.0
2020-01-29,50.1178,50.554,48.2905,48.4283,71589.0
2020-01-30,48.0426,48.5109,47.2805,48.0702,136414.0
2020-01-31,47.8773,48.162,46.8948,47.6386,115964.0
2020-02-01,47.8773,48.162,46.8948,47.6386,115964.0
2020-02-02,47.8773,48.162,46.8948,47.6386,115964.0
2020-02-03,48.1344,49.2822,48.0518,48.9609,128623.0
2020-02-04,49.8056,50.1821,49.0894,49.2271,115658.0
2020-02-05,49.9342,51.3758,49.5623,51.3758,144157.0
2020-02-06,51.4677,51.5595,50.2831,50.8249,126711.0
2020-02-07,50.7331,51.0541,49.5853,49.6495,111886.0
2020-02-08,50.7331,51.0541,49.5853,49.6495,111886.0
2020-02-09,50.7331,51.0541,49.5853,49.6495,111886.0
2020-02-10,49.5853,51.0177,49.4292,50.9902,133448.0
2020-02-11,51.0912,52.7899,50.9259,52.037,225730.0
2020-02-12,52.1931,53.8918,51.1831,53.598,305331.0
2020-02-13,55.0947,58.5841,54.2867,57.8587,442766.0
2020-02-14,58.9973,59.1167,56.2242,56.3895,270307.0
2020-02-15,58.9973,59.1167,56.2242,56.3895,270307.0
2020-02-16,58.9973,59.1167,56.2242,56.3895,270307.0
2020-02-17,58.9973,59.1167,56.2242,56.3895,270307.0
2020-02-18,56.013,56.9771,55.7788,56.4905,139447.0
2020-02-19,56.922,57.2159,56.4308,56.8394,132617.0
2020-02-20,56.922,57.7393,56.4537,57.5465,199758.0
2020-02-21,57.3628,57.3628,56.013,56.6374,147427.0
2020-02-22,57.3628,57.3628,56.013,56.6374,147427.0
2020-02-23,57.3628,57.3628,56.013,56.6374,147427.0
2020-02-24,54.1489,55.4437,54.0847,54.8927,111301.0
2020-02-25,55.2508,55.2508,53.0654,53.2582,262334.0
2020-02-26,53.598,54.4795,53.1159,53.4603,236751.0
2020-02-27,52.0094,52.643,48.9425,50.3474,262794.0
2020-02-28,48.2079,50.9443,46.8764,48.5109,253645.0
2020-02-29,48.2079,50.9443,46.8764,48.5109,253645.0
2020-03-01,48.2079,50.9443,46.8764,48.5109,253645.0
2020-03-02,49.0435,49.0435,46.0959,48.8874,219464.0
2020-03-03,49.319,50.7882,48.0472,48.9058,243691.0
2020-03-04,49.8148,50.4484,48.3089,49.5393,202718.0
2020-03-05,48.2997,48.8874,45.2144,45.8939,207088.0
2020-03-06,44.122,45.9124,42.5439,43.8082,317629.0
2020-03-07,44.122,45.9124,42.5439,43.8082,317629.0
2020-03-08,44.122,45.9124,42.5439,43.8082,317629.0
2020-03-09,40.7167,41.8798,35.2349,35.4102,538044.0
2020-03-10,37.1267,37.6528,33.666,35.0687,511927.0
2020-03-11,33.8783,35.5763,33.6106,34.1551,269259.0
2020-03-12,30.7959,31.9172,27.7505,27.9073,410672.0
2020-03-13,29.6331,30.9712,27.9258,30.9712,379068.0
2020-03-14,29.6331,30.9712,27.9258,30.9712,379068.0
