,BOH US Equity,BOH US Equity,BOH US Equity,BOH US Equity,BOH US Equity
2020-02-21,76.4133,76.4133,75.2486,75.5102,188232.0
2020-02-22,76.4133,76.4133,75.2486,75.5102,188232.0
2020-02-23,76.4133,76.4133,75.2486,75.5102,188232.0
2020-02-24,73.8223,73.8223,72.4635,72.4888,230771.0
2020-02-25,72.5141,72.6492,68.8597,68.9863,404142.0
2020-02-26,69.3492,70.0582,68.0242,68.0833,262877.0
2020-02-27,66.8492,68.9513,65.845,65.9131,375306.0
2020-02-28,63.828,64.9599,62.4749,63.3344,368501.0
2020-02-29,63.828,64.9599,62.4749,63.3344,368501.0
2020-03-01,63.828,64.9599,62.4749,63.3344,368501.0
2020-03-02,63.411,66.4322,63.1387,66.3641,258068.0
2020-03-03,66.1173,66.5343,63.9642,64.8067,321908.0
2020-03-04,65.2323,65.5131,63.5132,64.9514,254416.0
2020-03-05,63.3004,63.5472,60.8834,61.726,247593.0
2020-03-06,59.3431,60.8239,58.3899,59.9133,277774.0
2020-03-07,59.3431,60.8239,58.3899,59.9133,277774.0
2020-03-08,59.3431,60.8239,58.3899,59.9133,277774.0
2020-03-09,56.1687,57.275,52.5007,53.0964,396718.0
2020-03-10,55.4878,56.1772,52.8454,56.1261,231326.0
2020-03-11,54.4581,54.9772,51.0284,52.756,411330.0
2020-03-12,48.637,51.7177,47.2753,49.3433,507243.0
2020-03-13,53.0198,55.4793,50.7135,55.4368,383818.0
2020-03-14,53.0198,55.4793,50.7135,55.4368,383818.0
2020-03-15,53.0198,55.4793,50.7135,55.4368,383818.0
2020-03-16,49.3604,53.8624,49.3604,49.888,437452.0
2020-03-17,51.1731,57.1559,49.1306,56.7559,401021.0
2020-03-18,53.3092,60.526,52.7815,54.6368,499354.0
2020-03-19,53.6921,53.6921,47.6668,49.6327,576030.0
2020-03-20,50.271,50.9858,45.7349,45.9221,445995.0
2020-03-21,50.271,50.9858,45.7349,45.9221,445995.0
2020-03-22,50.271,50.9858,45.7349,45.9221,445995.0
2020-03-23,44.6881,44.986,39.7436,40.3138,392574.0
2020-03-24,42.518,44.3052,41.6755,44.0839,394942.0
2020-03-25,44.0924,47.1221,42.8158,43.9137,757349.0
2020-03-26,44.1265,48.1093,43.1733,48.1093,467813.0
2020-03-27,46.1009,46.4158,44.4669,45.2158,364501.0
2020-03-28,46.1009,46.4158,44.4669,45.2158,364501.0
2020-03-29,46.1009,46.4158,44.4669,45.2158,364501.0
2020-03-30,45.1222,46.5094,43.7052,46.1009,341798.0
2020-03-31,45.5817,47.0115,44.8138,47.0115,316427.0
2020-04-01,44.6711,45.786,43.9477,45.003,357761.0
2020-04-02,43.7775,47.7178,43.5307,47.6072,457622.0
2020-04-03,47.1817,47.9561,45.1477,46.1775,333524.0
2020-04-04,47.1817,47.9561,45.1477,46.1775,333524.0
2020-04-05,47.1817,47.9561,45.1477,46.1775,333524.0
2020-04-06,48.4242,48.7221,46.3902,47.7264,350780.0
2020-04-07,49.3518,50.4071,47.6923,48.2285,269684.0
2020-04-08,48.5859,50.5858,47.9817,50.2369,295923.0
2020-04-09,51.539,53.59,51.1731,53.3773,204462.0
2020-04-10,51.539,53.59,51.1731,53.3773,204462.0
2020-04-11,51.539,53.59,51.1731,53.3773,204462.0
2020-04-12,51.539,53.59,51.1731,53.3773,204462.0
2020-04-13,53.0368,53.3517,49.5059,50.0837,148543.0
2020-04-14,51.3348,51.7092,49.0455,49.9816,255827.0
2020-04-15,48.5093,48.5263,46.8923,47.3349,276134.0
2020-04-16,47.5647,47.5647,45.0477,45.9477,414098.0
2020-04-17,47.7264,49.3178,47.4285,49.0455,216932.0
2020-04-18,47.7264,49.3178,47.4285,49.0455,216932.0
2020-04-19,47.7264,49.3178,47.4285,49.0455,216932.0
2020-04-20,48.2455,51.4624,48.1815,50.5858,313675.0
2020-04-21,50.2965,51.922,49.1987,50.8922,408402.0
2020-04-22,52.1262,52.4028,49.4625,49.7433,299528.0
2020-04-23,50.1859,52.773,49.8454,51.8539,313941.0
2020-04-24,51.8539,52.7645,51.356,52.3305,151568.0
2020-04-25,51.8539,52.7645,51.356,52.3305,151568.0
2020-04-26,51.8539,52.7645,51.356,52.3305,151568.0
2020-04-27,52.722,57.0367,52.6539,56.6367,295883.0
2020-04-28,58.0239,58.4835,56.5431,56.9091,221751.0
2020-04-29,58.0835,60.4749,57.8793,59.2409,293509.0
2020-04-30,57.658,58.909,56.5091,58.0239,310077.0
2020-05-01,56.4495,56.9304,54.356,54.8751,372659.0
2020-05-02,56.4495,56.9304,54.356,54.8751,372659.0
2020-05-03,56.4495,56.9304,54.356,54.8751,372659.0
2020-05-04,53.9645,54.5602,52.6879,54.1177,280547.0
2020-05-05,54.8751,55.3261,52.0664,52.1433,308843.0
2020-05-06,52.5262,52.6624,50.9178,51.7943,251906.0
2020-05-07,52.1433,53.6496,51.5816,51.8879,218969.0
2020-05-08,53.0879,54.1432,52.8411,53.8283,229317.0
2020-05-09,53.0879,54.1432,52.8411,53.8283,229317.0
2020-05-10,53.0879,54.1432,52.8411,53.8283,229317.0
2020-05-11,53.0028,53.0454,51.5135,52.1943,265530.0
2020-05-12,52.3901,52.4321,49.4369,49.6923,297406.0
2020-05-13,49.1306,49.1476,47.2583,47.3859,295883.0
2020-05-14,46.7987,49.4455,45.1903,48.9178,332321.0
2020-05-15,48.0923,48.4753,47.4115,48.0583,808587.0
2020-05-16,48.0923,48.4753,47.4115,48.0583,808587.0
2020-05-17,48.0923,48.4753,47.4115,48.0583,808587.0
2020-05-18,50.288,52.1773,50.0752,51.9305,254643.0
2020-05-19,51.2752,52.173,49.4114,49.4625,296511.0
2020-05-20,50.4412,52.1262,50.4412,51.8794,228690.0
2020-05-21,51.7518,53.0922,51.6156,52.5773,335060.0
2020-05-22,52.5773,52.9007,51.7518,51.973,318858.0
2020-05-23,52.5773,52.9007,51.7518,51.973,318858.0
2020-05-24,52.5773,52.9007,51.7518,51.973,318858.0
2020-05-25,52.5773,52.9007,51.7518,51.973,318858.0
2020-05-26,54.1347,55.5985,53.2411,54.8411,287873.0
2020-05-27,57.241,57.8197,55.5729,57.3431,334905.0
2020-05-28,57.7815,57.7815,55.452,55.6326,206262.0
2020-05-29,54.7816,55.7443,54.2142,55.2973,253441.0
2020-05-30,54.7816,55.7443,54.2142,55.2973,253441.0
2020-05-31,54.7816,55.7443,54.2142,55.2973,253441.0
2020-06-01,55.7357,56.1225,55.0652,55.3145,246895.0
2020-06-02,55.9592,56.1397,54.399,54.7472,218354.0
2020-06-03,56.1225,57.4033,55.8732,56.2429,274524.0
2020-06-04,55.8732,57.5322,55.581,57.197,236529.0
2020-06-05,60.4634,61.2457,59.4233,60.515,273707.0
2020-06-06,60.4634,61.2457,59.4233,60.515,273707.0
2020-06-07,60.4634,61.2457,59.4233,60.515,273707.0
2020-06-08,61.8474,62.5265,61.2543,62.4749,297356.0
2020-06-09,60.8846,62.3202,60.3001,61.452,226037.0
2020-06-10,60.7041,60.7041,57.5838,57.8589,278760.0
2020-06-11,54.8589,55.1426,52.6498,52.7529,382687.0
2020-06-12,55.4348,55.4348,52.5552,53.8704,325559.0
2020-06-13,55.4348,55.4348,52.5552,53.8704,325559.0
2020-06-14,55.4348,55.4348,52.5552,53.8704,325559.0
2020-06-15,51.687,55.4606,51.3604,54.3432,367199.0
2020-06-16,57.2314,57.4979,55.4606,56.7672,321916.0
2020-06-17,56.836,57.3646,53.7501,53.8704,303160.0
2020-06-18,53.4148,55.3231,53.4148,54.601,280624.0
2020-06-19,55.2114,55.3317,53.3031,54.4807,742028.0
2020-06-20,55.2114,55.3317,53.3031,54.4807,742028.0
2020-06-21,55.2114,55.3317,53.3031,54.4807,742028.0
2020-06-22,53.9306,54.8417,53.2773,54.2142,227624.0
2020-06-23,55.2887,55.4606,53.0452,53.3289,256105.0
2020-06-24,52.7443,52.7529,50.7157,50.7243,265527.0
2020-06-25,50.5094,52.9077,50.2687,52.8647,263946.0
2020-06-26,51.7902,51.8246,50.1656,50.6899,342530.0
2020-06-27,51.7902,51.8246,50.1656,50.6899,342530.0
2020-06-28,51.7902,51.8246,50.1656,50.6899,342530.0
2020-06-29,51.5581,52.8217,51.1455,51.9793,304550.0
2020-06-30,51.4721,53.432,51.4721,52.7873,253541.0
2020-07-01,52.9077,52.9077,51.369,51.5667,193751.0
2020-07-02,53.0796,53.2429,50.9564,51.326,198183.0
2020-07-03,53.0796,53.2429,50.9564,51.326,198183.0
2020-07-04,53.0796,53.2429,50.9564,51.326,198183.0
2020-07-05,53.0796,53.2429,50.9564,51.326,198183.0
2020-07-06,52.0223,52.9506,51.0939,51.5495,215872.0
2020-07-07,50.8189,50.8189,49.71,49.71,205954.0
2020-07-08,49.5123,50.3332,48.541,48.9793,404914.0
2020-07-09,48.9965,48.9965,46.2458,46.7186,313304.0
2020-07-10,46.5811,49.2114,46.5811,49.177,253182.0
2020-07-11,46.5811,49.2114,46.5811,49.177,253182.0
2020-07-12,46.5811,49.2114,46.5811,49.177,253182.0
2020-07-13,49.6756,50.0968,48.4722,49.5381,189075.0
2020-07-14,49.4177,49.4521,48.0424,48.8848,252329.0
2020-07-15,50.3891,51.2057,49.8991,50.9994,246446.0
2020-07-16,50.432,51.7988,50.1742,50.5868,136354.0
2020-07-17,50.4234,50.9134,48.9106,49.2802,214845.0
2020-07-18,50.4234,50.9134,48.9106,49.2802,214845.0
2020-07-19,50.4234,50.9134,48.9106,49.2802,214845.0
2020-07-20,49.0051,49.4091,48.5753,48.8762,208397.0
2020-07-21,49.3576,51.6784,49.3576,51.5409,197413.0
2020-07-22,50.9994,51.2143,50.2773,50.8876,218598.0
2020-07-23,50.8017,52.0137,50.8017,51.8418,153805.0
2020-07-24,52.1082,52.4177,50.7931,50.8704,245961.0
2020-07-25,52.1082,52.4177,50.7931,50.8704,245961.0
2020-07-26,52.1082,52.4177,50.7931,50.8704,245961.0
2020-07-27,51.0166,51.3647,48.4464,49.6498,406648.0
2020-07-28,49.0481,49.8045,48.8848,48.9278,303182.0
2020-07-29,48.7129,50.0968,48.5667,49.8475,383898.0
2020-07-30,48.5839,49.0481,47.518,48.902,294675.0
2020-07-31,48.5495,48.8332,47.9478,48.6785,214358.0
2020-08-01,48.5495,48.8332,47.9478,48.6785,214358.0
2020-08-02,48.5495,48.8332,47.9478,48.6785,214358.0
2020-08-03,48.9536,49.0739,47.965,48.7043,194867.0
2020-08-04,48.4378,48.455,47.6384,48.1198,151205.0
2020-08-05,48.6355,49.4263,48.2401,49.3576,137527.0
2020-08-06,48.9793,49.5896,48.5667,48.7988,199118.0
2020-08-07,48.4636,50.5438,48.0467,50.5352,182636.0
2020-08-08,48.4636,50.5438,48.0467,50.5352,182636.0
2020-08-09,48.4636,50.5438,48.0467,50.5352,182636.0
2020-08-10,50.6297,52.134,50.5094,51.0338,228997.0
2020-08-11,52.2114,52.6584,51.1627,51.4378,202126.0
2020-08-12,52.2286,52.2286,50.561,51.283,169390.0
2020-08-13,50.7759,51.1971,50.2,50.4578,181748.0
2020-08-14,50.2,51.2744,49.8561,50.9478,195549.0
2020-08-15,50.2,51.2744,49.8561,50.9478,195549.0
2020-08-16,50.2,51.2744,49.8561,50.9478,195549.0
2020-08-17,50.7243,50.8876,49.9249,50.0968,229617.0
2020-08-18,50.114,50.114,48.7816,49.0137,190694.0
2020-08-19,48.945,49.7702,48.7816,48.9106,196805.0
2020-08-20,48.3261,48.5238,47.8189,47.8533,180422.0
2020-08-21,48.2315,48.2315,47.2602,47.5868,195673.0
2020-08-22,48.2315,48.2315,47.2602,47.5868,195673.0
2020-08-23,48.2315,48.2315,47.2602,47.5868,195673.0
2020-08-24,48.2401,49.1255,47.6556,48.9879,326430.0
2020-08-25,49.1599,49.8303,48.4722,48.8934,189938.0
2020-08-26,48.9364,48.9364,48.0586,48.1283,215106.0
2020-08-27,48.0854,49.1684,48.051,49.0051,209795.0
2020-08-28,49.5183,49.5183,48.6485,48.9616,159901.0
2020-08-29,49.5183,49.5183,48.6485,48.9616,159901.0
2020-08-30,49.5183,49.5183,48.6485,48.9616,159901.0
2020-08-31,48.8138,48.9007,47.8309,47.8744,256119.0
2020-09-01,47.8744,48.4658,47.1959,47.77,164820.0
2020-09-02,47.6308,48.3223,47.2655,47.9961,201202.0
2020-09-03,48.4136,49.814,47.8831,48.0744,245092.0
2020-09-04,49.2748,49.9967,47.9092,48.7094,214339.0
2020-09-05,49.2748,49.9967,47.9092,48.7094,214339.0
2020-09-06,49.2748,49.9967,47.9092,48.7094,214339.0
2020-09-07,49.2748,49.9967,47.9092,48.7094,214339.0
2020-09-08,48.3702,48.5441,46.7174,47.0306,294784.0
2020-09-09,47.2133,47.2133,45.8303,46.2739,212317.0
2020-09-10,46.5349,46.5349,44.9692,45.0736,436096.0
2020-09-11,45.5259,45.7433,45.0301,45.4824,299592.0
2020-09-12,45.5259,45.7433,45.0301,45.4824,299592.0
2020-09-13,45.5259,45.7433,45.0301,45.4824,299592.0
2020-09-14,45.6476,47.0393,45.3954,46.4392,316936.0
2020-09-15,46.5522,46.6295,45.0214,45.1432,402974.0
2020-09-16,45.004,45.7346,44.7169,44.9344,327628.0
2020-09-17,44.4212,45.3258,44.2038,45.2736,324676.0
2020-09-18,45.3693,45.7259,44.7256,45.2127,724426.0
2020-09-19,45.3693,45.7259,44.7256,45.2127,724426.0
2020-09-20,45.3693,45.7259,44.7256,45.2127,724426.0
2020-09-21,44.3516,45.0562,42.6555,42.8121,622600.0
2020-09-22,42.8382,44.0559,42.7947,43.821,610611.0
2020-09-23,44.0994,45.0311,42.786,42.786,568270.0
2020-09-24,42.8382,44.2125,42.4206,43.1078,521464.0
2020-09-25,42.8034,43.4035,42.8034,43.2731,283316.0
2020-09-26,42.8034,43.4035,42.8034,43.2731,283316.0
2020-09-27,42.8034,43.4035,42.8034,43.2731,283316.0
2020-09-28,43.908,44.8296,43.908,44.3081,253907.0
2020-09-29,43.9689,44.0355,43.1252,43.4035,237985.0
2020-09-30,43.5688,44.1211,43.4209,43.9428,291022.0
2020-10-01,43.5949,44.2212,43.1513,43.5166,212827.0
2020-10-02,42.8382,44.6213,42.8382,44.3255,225908.0
2020-10-03,42.8382,44.6213,42.8382,44.3255,225908.0
2020-10-04,42.8382,44.6213,42.8382,44.3255,225908.0
2020-10-05,44.8474,45.9956,44.7169,45.9869,291717.0
2020-10-06,46.3087,47.9352,46.1695,46.2565,291459.0
2020-10-07,46.6305,47.8918,46.6305,47.6221,308084.0
2020-10-08,47.7439,48.7094,47.5003,48.4223,248845.0
2020-10-09,48.5093,48.8156,47.9005,48.1005,270721.0
2020-10-10,48.5093,48.8156,47.9005,48.1005,270721.0
2020-10-11,48.5093,48.8156,47.9005,48.1005,270721.0
2020-10-12,48.6224,49.0138,47.9613,48.892,209091.0
2020-10-13,48.4658,48.6021,47.0567,47.0915,210147.0
2020-10-14,47.0306,47.4395,46.5609,46.587,195780.0
2020-10-15,46.0999,47.9874,46.0999,47.9092,153118.0
2020-10-16,47.857,48.5093,47.222,48.0309,265639.0
2020-10-17,47.857,48.5093,47.222,48.0309,265639.0
2020-10-18,47.857,48.5093,47.222,48.0309,265639.0
2020-10-19,48.3615,48.7268,47.77,47.8657,172361.0
2020-10-20,48.4397,50.0228,48.4397,49.5618,326335.0
2020-10-21,49.3443,51.084,49.3443,50.8926,309204.0
2020-10-22,51.2492,53.6586,51.1448,53.2237,455801.0
2020-10-23,53.589,54.598,53.0584,54.0761,355310.0
2020-10-24,53.589,54.598,53.0584,54.0761,355310.0
2020-10-25,53.589,54.598,53.0584,54.0761,355310.0
2020-10-26,54.3457,54.7024,52.4757,53.0584,390853.0
2020-10-27,52.7888,52.9019,51.4409,51.7015,284744.0
2020-10-28,50.7621,51.4536,50.0315,50.5534,650595.0
2020-10-29,50.91,52.2669,50.2849,52.0668,323374.0
2020-10-30,51.7885,52.754,51.6667,52.7453,319303.0
2020-10-31,51.7885,52.754,51.6667,52.7453,319303.0
2020-11-01,51.7885,52.754,51.6667,52.7453,319303.0
2020-11-02,53.4585,53.7336,52.467,53.4064,224116.0
2020-11-03,54.4675,55.1025,54.1196,54.7546,307167.0
2020-11-04,53.1802,54.0239,50.2576,50.2924,293481.0
2020-11-05,50.4751,52.4235,50.4751,52.2495,287610.0
2020-11-06,52.6409,52.7105,51.3623,51.6406,163248.0
2020-11-07,52.6409,52.7105,51.3623,51.6406,163248.0
2020-11-08,52.6409,52.7105,51.3623,51.6406,163248.0
2020-11-09,56.0419,64.1224,55.8679,62.261,714299.0
2020-11-10,62.348,65.114,61.1303,64.6617,529903.0
2020-11-11,64.7835,65.1227,62.1827,62.8612,370820.0
2020-11-12,61.8174,62.8699,60.9302,62.3741,397542.0
2020-11-13,63.2178,64.3138,62.5915,62.7394,286123.0
2020-11-14,63.2178,64.3138,62.5915,62.7394,286123.0
2020-11-15,63.2178,64.3138,62.5915,62.7394,286123.0
2020-11-16,65.2358,66.0934,64.1398,65.488,560668.0
2020-11-17,63.9745,65.9751,63.5918,65.8359,316991.0
2020-11-18,66.0186,66.958,65.0009,65.201,458761.0
2020-11-19,64.5138,65.1488,63.9658,65.0183,213967.0
2020-11-20,64.4095,65.0009,63.731,64.2964,302073.0
2020-11-21,64.4095,65.0009,63.731,64.2964,302073.0
2020-11-22,64.4095,65.0009,63.731,64.2964,302073.0
2020-11-23,65.1923,65.5489,64.3138,65.0096,210405.0
2020-11-24,66.1578,68.4628,65.949,68.3062,311487.0
2020-11-25,67.2885,69.0107,66.6144,68.976,610782.0
2020-11-26,67.2885,69.0107,66.6144,68.976,610782.0
2020-11-27,68.9058,69.1777,67.0549,68.2303,145791.0
2020-11-28,68.9058,69.1777,67.0549,68.2303,145791.0
2020-11-29,68.9058,69.1777,67.0549,68.2303,145791.0
2020-11-30,67.4496,68.2303,65.5811,65.6864,300574.0
2020-12-01,66.625,67.7654,66.2829,67.204,378273.0
2020-12-02,66.9847,68.5549,66.8355,68.3707,154303.0
2020-12-03,68.6251,68.8795,67.9058,68.3619,153651.0
2020-12-04,68.8181,69.7391,68.4233,69.6163,122071.0
2020-12-05,68.8181,69.7391,68.4233,69.6163,122071.0
2020-12-06,68.8181,69.7391,68.4233,69.6163,122071.0
2020-12-07,69.3005,70.1076,68.7788,69.7479,137136.0
2020-12-08,68.7917,69.8707,68.7917,69.5637,172422.0
2020-12-09,70.1339,70.5153,69.1602,69.4409,175424.0
2020-12-10,68.6163,69.8883,68.4584,69.5111,213383.0
2020-12-11,68.4321,69.6865,68.4321,69.0988,274317.0
2020-12-12,68.4321,69.6865,68.4321,69.0988,274317.0
2020-12-13,68.4321,69.6865,68.4321,69.0988,274317.0
2020-12-14,70.1076,70.2392,68.3926,68.4058,183896.0
2020-12-15,69.0461,69.6514,68.3531,69.6339,172408.0
2020-12-16,70.1251,70.1251,68.8707,69.1602,182261.0
2020-12-17,68.9935,69.1602,67.7479,68.5724,196982.0
2020-12-18,68.7742,69.2918,67.0548,67.4408,690669.0
2020-12-19,68.7742,69.2918,67.0548,67.4408,690669.0
2020-12-20,68.7742,69.2918,67.0548,67.4408,690669.0
2020-12-21,67.8882,68.1865,66.7654,67.9145,271135.0
2020-12-22,68.2479,68.2479,66.3092,66.5548,180995.0
2020-12-23,66.9671,68.0987,66.739,68.0373,253004.0
2020-12-24,68.4759,68.4759,66.5987,67.5636,88870.0
2020-12-25,68.4759,68.4759,66.5987,67.5636,88870.0
2020-12-26,68.4759,68.4759,66.5987,67.5636,88870.0
2020-12-27,68.4759,68.4759,66.5987,67.5636,88870.0
2020-12-28,68.1075,68.4145,67.1382,67.9935,216142.0
2020-12-29,68.011,68.011,66.5548,66.7566,148542.0
2020-12-30,67.1777,67.7654,66.6864,67.4321,141081.0
2020-12-31,67.2917,67.7128,66.8355,67.2127,193918.0
2021-01-01,67.2917,67.7128,66.8355,67.2127,193918.0
2021-01-02,67.2917,67.7128,66.8355,67.2127,193918.0
2021-01-03,67.2917,67.7128,66.8355,67.2127,193918.0
2021-01-04,67.625,67.9935,66.3618,67.8619,245506.0
2021-01-05,67.8268,68.4145,66.9364,67.5987,248898.0
2021-01-06,69.3619,72.4147,69.1865,71.1515,467391.0
2021-01-07,72.5024,73.2217,71.9322,72.3796,414304.0
2021-01-08,72.6252,72.6252,70.6427,71.8269,219197.0
2021-01-09,72.6252,72.6252,70.6427,71.8269,219197.0
2021-01-10,72.6252,72.6252,70.6427,71.8269,219197.0
2021-01-11,70.8795,72.7129,70.8795,72.6866,154590.0
2021-01-12,72.9059,74.5551,72.9059,73.7744,171181.0
2021-01-13,73.4147,73.4147,72.1515,72.8884,118893.0
2021-01-14,73.6603,74.4761,72.441,74.134,181963.0
2021-01-15,72.5989,73.6954,72.5463,73.1779,146181.0
2021-01-16,72.5989,73.6954,72.5463,73.1779,146181.0
2021-01-17,72.5989,73.6954,72.5463,73.1779,146181.0
2021-01-18,72.5989,73.6954,72.5463,73.1779,146181.0
2021-01-19,73.3621,73.748,72.634,73.5375,137147.0
2021-01-20,73.4322,73.6603,72.3094,73.6077,189242.0
2021-01-21,73.4937,73.5507,72.0638,72.0638,249445.0
2021-01-22,71.4848,73.8972,71.4848,73.7831,222865.0
2021-01-23,71.4848,73.8972,71.4848,73.7831,222865.0
2021-01-24,71.4848,73.8972,71.4848,73.7831,222865.0
2021-01-25,71.055,71.8357,69.4321,71.5989,317611.0
2021-01-26,71.9936,71.9936,70.8971,70.9234,410995.0
2021-01-27,69.7391,71.2918,69.7391,70.09,374725.0
2021-01-28,71.0199,71.4146,70.362,70.9146,285314.0
2021-01-29,70.7129,71.3532,68.4847,68.59,416841.0
2021-01-30,70.7129,71.3532,68.4847,68.59,416841.0
2021-01-31,70.7129,71.3532,68.4847,68.59,416841.0
2021-02-01,69.2479,70.1163,68.0812,69.8444,258408.0
2021-02-02,70.4321,70.6251,69.4584,70.3795,400463.0
2021-02-03,70.0462,70.4585,69.3444,69.669,281346.0
2021-02-04,69.8444,71.3269,69.8444,70.9673,246246.0
2021-02-05,71.7129,72.0287,70.5286,71.5901,175070.0
2021-02-06,71.7129,72.0287,70.5286,71.5901,175070.0
2021-02-07,71.7129,72.0287,70.5286,71.5901,175070.0
2021-02-08,71.7129,73.1252,71.5901,73.1252,158192.0
2021-02-09,72.9849,75.463,72.9103,75.3007,275674.0
2021-02-10,75.5639,77.0464,75.4324,76.1867,272478.0
2021-02-11,76.1867,77.2745,75.213,76.0639,188090.0
2021-02-12,76.0551,76.9587,75.792,76.792,144988.0
2021-02-13,76.0551,76.9587,75.792,76.792,144988.0
2021-02-14,76.0551,76.9587,75.792,76.792,144988.0
2021-02-15,76.0551,76.9587,75.792,76.792,144988.0
2021-02-16,77.5552,78.507,77.2482,77.7482,261893.0
2021-02-17,77.5727,78.3271,76.8313,77.4675,183128.0
2021-02-18,76.792,77.3973,76.1516,76.8008,179431.0
2021-02-19,77.0815,78.1692,76.906,78.1605,288598.0
2021-02-20,77.0815,78.1692,76.906,78.1605,288598.0
2021-02-21,77.0815,78.1692,76.906,78.1605,288598.0
2021-02-22,77.8885,80.3228,77.8885,79.1868,331306.0
2021-02-23,79.6868,81.3623,78.7,81.2834,309629.0
2021-02-24,81.4501,82.1518,80.3272,81.9501,625270.0
2021-02-25,82.5509,83.2136,79.1492,79.1757,331484.0
2021-02-26,78.8223,78.9548,77.0419,77.3114,226227.0
2021-02-27,78.8223,78.9548,77.0419,77.3114,226227.0
2021-02-28,78.8223,78.9548,77.0419,77.3114,226227.0
2021-03-01,78.7604,79.6528,78.3363,79.3171,300937.0
2021-03-02,78.9637,79.4098,78.0006,78.6721,203129.0
2021-03-03,79.105,82.171,79.105,80.0239,274680.0
2021-03-04,80.1211,80.881,77.2142,77.6737,322528.0
2021-03-05,79.1757,81.0842,77.519,80.9958,359429.0
2021-03-06,79.1757,81.0842,77.519,80.9958,359429.0
2021-03-07,79.1757,81.0842,77.519,80.9958,359429.0
2021-03-08,81.8971,83.7349,81.632,83.1429,256180.0
2021-03-09,82.0296,82.922,80.3243,80.5894,288942.0
2021-03-10,80.6778,83.1429,80.6778,82.7453,279523.0
2021-03-11,82.224,83.2047,81.6762,83.134,243076.0
2021-03-12,84.4506,85.0249,82.922,83.9204,221542.0
2021-03-13,84.4506,85.0249,82.922,83.9204,221542.0
2021-03-14,84.4506,85.0249,82.922,83.9204,221542.0
