,INGR US Equity,INGR US Equity,INGR US Equity,INGR US Equity,INGR US Equity
2020-04-14,73.658,74.004,71.802,72.415,543110.0
2020-04-15,70.479,71.056,66.883,66.989,596224.0
2020-04-16,67.176,67.567,65.409,67.353,565007.0
2020-04-17,69.049,72.317,68.463,71.651,478138.0
2020-04-18,69.049,72.317,68.463,71.651,478138.0
2020-04-19,69.049,72.317,68.463,71.651,478138.0
2020-04-20,70.692,73.099,70.346,71.749,387385.0
2020-04-21,70.31,70.914,68.113,68.765,394597.0
2020-04-22,70.062,70.231,68.051,68.694,309497.0
2020-04-23,69.049,70.785,69.049,69.973,348329.0
2020-04-24,71.065,71.767,69.831,71.545,696962.0
2020-04-25,71.065,71.767,69.831,71.545,696962.0
2020-04-26,71.065,71.767,69.831,71.545,696962.0
2020-04-27,71.74,74.804,71.74,74.049,523118.0
2020-04-28,75.638,76.082,73.223,73.8,557073.0
2020-04-29,74.937,75.203,73.774,73.809,512661.0
2020-04-30,73.259,73.259,70.883,72.104,1356213.0
2020-05-01,70.817,71.261,69.937,70.896,729893.0
2020-05-02,70.817,71.261,69.937,70.896,729893.0
2020-05-03,70.817,71.261,69.937,70.896,729893.0
2020-05-04,70.159,70.461,69.547,69.982,597753.0
2020-05-05,74.626,74.626,70.124,73.037,942382.0
2020-05-06,70.515,71.971,70.177,71.136,703182.0
2020-05-07,71.962,72.912,71.407,71.847,537783.0
2020-05-08,73.25,74.928,72.681,74.688,392196.0
2020-05-09,73.25,74.928,72.681,74.688,392196.0
2020-05-10,73.25,74.928,72.681,74.688,392196.0
2020-05-11,73.898,74.431,72.965,72.983,593651.0
2020-05-12,73.685,73.685,71.82,71.864,489011.0
2020-05-13,71.625,71.966,69.822,70.115,430280.0
2020-05-14,69.529,69.529,67.931,69.396,649525.0
2020-05-15,69.049,70.692,68.508,69.378,944342.0
2020-05-16,69.049,70.692,68.508,69.378,944342.0
2020-05-17,69.049,70.692,68.508,69.378,944342.0
2020-05-18,71.039,72.513,71.003,71.03,368628.0
2020-05-19,71.118,71.216,69.014,69.067,336610.0
2020-05-20,69.866,70.231,69.085,70.08,340996.0
2020-05-21,69.636,70.39,69.186,69.982,381796.0
2020-05-22,69.92,70.861,69.236,70.63,328914.0
2020-05-23,69.92,70.861,69.236,70.63,328914.0
2020-05-24,69.92,70.861,69.236,70.63,328914.0
2020-05-25,69.92,70.861,69.236,70.63,328914.0
2020-05-26,72.815,74.422,72.211,73.978,429996.0
2020-05-27,75.274,76.766,74.75,76.695,477474.0
2020-05-28,77.352,77.832,74.342,74.617,319258.0
2020-05-29,73.969,75.203,73.569,74.795,665443.0
2020-05-30,73.969,75.203,73.569,74.795,665443.0
2020-05-31,73.969,75.203,73.569,74.795,665443.0
2020-06-01,75.026,75.425,74.724,74.821,249941.0
2020-06-02,74.857,75.532,74.369,75.47,302313.0
2020-06-03,76.278,76.775,75.478,76.136,428091.0
2020-06-04,75.745,77.849,75.745,77.805,562228.0
2020-06-05,79.856,81.073,79.11,79.474,561323.0
2020-06-06,79.856,81.073,79.11,79.474,561323.0
2020-06-07,79.856,81.073,79.11,79.474,561323.0
2020-06-08,79.466,80.353,78.959,80.256,355764.0
2020-06-09,79.332,79.794,78.267,79.377,308427.0
2020-06-10,79.439,79.732,76.269,76.713,409814.0
2020-06-11,74.804,75.345,72.113,72.45,427045.0
2020-06-12,74.404,74.457,71.372,72.983,308249.0
2020-06-13,74.404,74.457,71.372,72.983,308249.0
2020-06-14,74.404,74.457,71.372,72.983,308249.0
2020-06-15,71.145,73.729,70.648,73.72,263581.0
2020-06-16,76.198,77.627,75.354,76.375,466135.0
2020-06-17,76.535,76.713,75.425,76.26,439200.0
2020-06-18,75.55,76.997,75.101,76.526,380881.0
2020-06-19,76.997,77.379,75.47,76.189,675222.0
2020-06-20,76.997,77.379,75.47,76.189,675222.0
2020-06-21,76.997,77.379,75.47,76.189,675222.0
2020-06-22,75.603,76.002,74.608,75.239,364113.0
2020-06-23,76.002,76.002,74.448,74.617,460488.0
2020-06-24,74.022,74.457,72.486,72.965,375028.0
2020-06-25,72.548,72.752,70.914,72.566,384199.0
2020-06-26,72.681,72.681,70.808,70.914,597040.0
2020-06-27,72.681,72.681,70.808,70.914,597040.0
2020-06-28,72.681,72.681,70.808,70.914,597040.0
2020-06-29,71.412,72.735,71.238,72.184,742806.0
2020-06-30,72.238,74.609,72.193,74.278,504375.0
2020-07-01,74.233,74.439,72.56,72.614,251384.0
2020-07-02,73.491,75.325,73.491,75.03,699537.0
2020-07-03,73.491,75.325,73.491,75.03,699537.0
2020-07-04,73.491,75.325,73.491,75.03,699537.0
2020-07-05,73.491,75.325,73.491,75.03,699537.0
2020-07-06,76.077,76.748,74.837,75.504,519579.0
2020-07-07,74.681,74.681,73.321,73.983,328407.0
2020-07-08,73.831,74.211,71.987,72.855,389749.0
2020-07-09,72.426,73.021,70.081,70.179,340811.0
2020-07-10,70.502,72.529,70.403,72.399,279528.0
2020-07-11,70.502,72.529,70.403,72.399,279528.0
2020-07-12,70.502,72.529,70.403,72.399,279528.0
2020-07-13,72.694,73.213,71.925,72.327,382426.0
2020-07-14,72.327,74.09,71.817,74.054,355797.0
2020-07-15,75.728,76.345,75.119,75.665,451540.0
2020-07-16,75.943,76.65,75.155,75.612,255179.0
2020-07-17,75.925,77.115,75.826,76.614,265217.0
2020-07-18,75.925,77.115,75.826,76.614,265217.0
2020-07-19,75.925,77.115,75.826,76.614,265217.0
2020-07-20,75.97,76.086,73.643,74.063,385912.0
2020-07-21,74.341,77.249,74.341,76.032,502950.0
2020-07-22,75.728,76.166,75.451,76.077,323027.0
2020-07-23,76.363,78.35,76.265,78.037,335767.0
2020-07-24,78.037,78.976,78.019,78.171,429315.0
2020-07-25,78.037,78.976,78.019,78.171,429315.0
2020-07-26,78.037,78.976,78.019,78.171,429315.0
2020-07-27,77.616,78.941,77.227,78.878,362465.0
2020-07-28,79.021,79.415,78.243,78.699,358180.0
2020-07-29,79.057,79.728,78.171,79.334,312183.0
2020-07-30,78.645,79.191,78.091,78.95,268625.0
2020-07-31,78.753,78.753,76.134,77.41,340381.0
2020-08-01,78.753,78.753,76.134,77.41,340381.0
2020-08-02,78.753,78.753,76.134,77.41,340381.0
2020-08-03,77.795,78.592,77.634,78.278,234417.0
2020-08-04,75.665,75.665,67.638,67.978,1257478.0
2020-08-05,68.506,70.533,68.345,70.251,1088477.0
2020-08-06,69.839,70.242,68.613,69.75,562394.0
2020-08-07,69.374,71.361,69.231,71.271,378264.0
2020-08-08,69.374,71.361,69.231,71.271,378264.0
2020-08-09,69.374,71.361,69.231,71.271,378264.0
2020-08-10,71.513,73.052,71.361,72.936,387199.0
2020-08-11,74.126,74.681,73.482,73.831,532345.0
2020-08-12,74.565,74.976,73.956,74.081,473296.0
2020-08-13,73.831,74.032,71.343,71.62,400870.0
2020-08-14,71.37,73.106,71.325,73.07,357528.0
2020-08-15,71.37,73.106,71.325,73.07,357528.0
2020-08-16,71.37,73.106,71.325,73.07,357528.0
2020-08-17,72.694,73.07,72.139,72.345,413685.0
2020-08-18,72.399,72.399,70.573,70.77,438706.0
2020-08-19,70.69,71.361,69.598,69.732,355365.0
2020-08-20,69.079,69.965,68.801,69.625,506728.0
2020-08-21,69.544,69.911,69.123,69.607,393746.0
2020-08-22,69.544,69.911,69.123,69.607,393746.0
2020-08-23,69.544,69.911,69.123,69.607,393746.0
2020-08-24,70.242,70.645,68.828,70.466,457105.0
2020-08-25,71.137,71.137,69.678,70.215,325984.0
2020-08-26,70.278,70.421,69.32,69.66,252159.0
2020-08-27,70.162,71.159,69.938,70.627,370083.0
2020-08-28,70.403,71.996,69.481,71.889,442958.0
2020-08-29,70.403,71.996,69.481,71.889,442958.0
2020-08-30,70.403,71.996,69.481,71.889,442958.0
2020-08-31,72.381,72.623,71.602,71.987,630355.0
2020-09-01,71.522,71.871,70.6,71.611,239855.0
2020-09-02,71.611,72.882,71.513,72.56,386701.0
2020-09-03,72.479,73.526,70.967,71.45,402462.0
2020-09-04,72.032,73.24,71.696,72.945,453069.0
2020-09-05,72.032,73.24,71.696,72.945,453069.0
2020-09-06,72.032,73.24,71.696,72.945,453069.0
2020-09-07,72.032,73.24,71.696,72.945,453069.0
2020-09-08,72.56,73.929,72.086,72.784,687577.0
2020-09-09,72.972,74.072,72.649,73.374,561651.0
2020-09-10,73.428,73.558,71.173,71.191,421541.0
2020-09-11,71.289,71.289,69.992,70.69,351220.0
2020-09-12,71.289,71.289,69.992,70.69,351220.0
2020-09-13,71.289,71.289,69.992,70.69,351220.0
2020-09-14,71.334,72.095,70.695,71.737,530216.0
2020-09-15,72.211,73.097,71.262,72.587,643370.0
2020-09-16,73.007,74.6,72.837,73.777,452858.0
2020-09-17,73.276,74.162,70.994,73.795,482465.0
2020-09-18,74.198,75.182,72.64,72.766,919508.0
2020-09-19,74.198,75.182,72.64,72.766,919508.0
2020-09-20,74.198,75.182,72.64,72.766,919508.0
2020-09-21,71.397,71.683,69.293,70.475,604370.0
2020-09-22,70.537,71.678,69.884,69.974,374858.0
2020-09-23,70.036,70.475,67.468,67.468,498413.0
2020-09-24,67.477,68.774,66.926,68.05,433690.0
2020-09-25,67.906,68.676,67.566,68.39,344861.0
2020-09-26,67.906,68.676,67.566,68.39,344861.0
2020-09-27,67.906,68.676,67.566,68.39,344861.0
2020-09-28,69.285,70.099,68.488,68.551,413572.0
2020-09-29,68.56,68.801,66.555,67.146,364460.0
2020-09-30,67.615,69.339,67.615,68.31,685868.0
2020-10-01,68.427,68.779,66.758,67.471,634494.0
2020-10-02,66.46,69.028,66.451,68.391,556386.0
2020-10-03,66.46,69.028,66.451,68.391,556386.0
2020-10-04,66.46,69.028,66.451,68.391,556386.0
2020-10-05,68.861,69.411,68.22,69.303,392686.0
2020-10-06,69.7,70.296,68.653,68.915,432325.0
2020-10-07,69.186,69.835,68.807,69.348,426925.0
2020-10-08,69.664,69.89,68.743,69.438,298020.0
2020-10-09,69.971,70.043,69.068,69.321,231168.0
2020-10-10,69.971,70.043,69.068,69.321,231168.0
2020-10-11,69.971,70.043,69.068,69.321,231168.0
2020-10-12,69.402,70.255,69.231,69.727,323843.0
2020-10-13,69.718,70.206,69.159,69.926,424357.0
2020-10-14,69.799,70.603,69.574,70.458,341030.0
2020-10-15,69.926,71.541,69.42,71.514,323517.0
2020-10-16,71.677,71.862,70.946,71.541,343099.0
2020-10-17,71.677,71.862,70.946,71.541,343099.0
2020-10-18,71.677,71.862,70.946,71.541,343099.0
2020-10-19,71.803,72.092,70.729,70.91,335955.0
2020-10-20,71.469,71.808,69.104,69.429,318140.0
2020-10-21,69.727,70.269,68.906,69.05,388400.0
2020-10-22,69.14,69.799,69.14,69.547,288962.0
2020-10-23,70.133,70.133,68.626,69.149,290130.0
2020-10-24,70.133,70.133,68.626,69.149,290130.0
2020-10-25,70.133,70.133,68.626,69.149,290130.0
2020-10-26,68.689,69.231,68.328,68.987,487387.0
2020-10-27,68.852,68.87,67.985,68.003,398796.0
2020-10-28,66.956,67.841,65.665,65.747,421581.0
2020-10-29,65.395,66.017,64.122,64.645,507905.0
2020-10-30,64.402,64.943,63.03,63.987,848210.0
2020-10-31,64.402,64.943,63.03,63.987,848210.0
2020-11-01,64.402,64.943,63.03,63.987,848210.0
2020-11-02,66.008,68.527,64.456,65.106,857199.0
2020-11-03,66.333,67.696,64.718,65.313,682083.0
2020-11-04,65.304,65.34,63.043,63.102,492524.0
2020-11-05,63.499,65.259,63.499,64.366,744684.0
2020-11-06,64.501,64.862,62.019,62.506,899515.0
2020-11-07,64.501,64.862,62.019,62.506,899515.0
2020-11-08,64.501,64.862,62.019,62.506,899515.0
2020-11-09,67.877,69.502,65.882,65.909,1054529.0
2020-11-10,66.73,68.45,66.008,67.317,632464.0
2020-11-11,67.57,67.57,64.817,65.864,691915.0
2020-11-12,65.629,65.99,63.806,64.853,809317.0
2020-11-13,65.25,66.46,65.006,66.261,581135.0
2020-11-14,65.25,66.46,65.006,66.261,581135.0
2020-11-15,65.25,66.46,65.006,66.261,581135.0
2020-11-16,67.326,69.664,66.974,69.619,578812.0
2020-11-17,68.834,70.819,68.5,70.603,601816.0
2020-11-18,70.855,71.117,69.086,69.294,959519.0
2020-11-19,68.59,68.869,67.006,68.743,752343.0
2020-11-20,68.328,69.655,68.283,69.628,775046.0
2020-11-21,68.328,69.655,68.283,69.628,775046.0
2020-11-22,68.328,69.655,68.283,69.628,775046.0
2020-11-23,69.971,70.657,69.321,70.44,856128.0
2020-11-24,71.063,73.175,70.91,73.13,1033431.0
2020-11-25,72.751,73.401,71.893,72.868,1037460.0
2020-11-26,72.751,73.401,71.893,72.868,1037460.0
2020-11-27,72.986,72.986,71.587,72.164,663787.0
2020-11-28,72.986,72.986,71.587,72.164,663787.0
2020-11-29,72.986,72.986,71.587,72.164,663787.0
2020-11-30,71.559,72.033,69.574,69.637,6118901.0
2020-12-01,70.684,71.415,70.088,70.711,835375.0
2020-12-02,70.413,71.162,69.601,69.781,460897.0
2020-12-03,70.124,71.153,69.429,70.612,950486.0
2020-12-04,70.892,73.256,70.792,73.13,449185.0
2020-12-05,70.892,73.256,70.792,73.13,449185.0
2020-12-06,70.892,73.256,70.792,73.13,449185.0
2020-12-07,72.94,73.55,72.697,72.959,1061249.0
2020-12-08,72.57,73.252,72.345,72.345,765754.0
2020-12-09,72.561,73.771,72.209,73.581,412394.0
2020-12-10,73.374,73.595,72.607,73.193,304928.0
2020-12-11,72.868,73.256,72.597,72.986,332934.0
2020-12-12,72.868,73.256,72.597,72.986,332934.0
2020-12-13,72.868,73.256,72.597,72.986,332934.0
2020-12-14,74.051,74.547,72.832,72.841,345506.0
2020-12-15,73.13,73.969,72.85,73.933,694287.0
2020-12-16,74.249,74.403,72.236,72.273,372151.0
2020-12-17,72.273,72.823,70.594,71.162,1007680.0
2020-12-18,71.46,72.363,71.198,71.93,990323.0
2020-12-19,71.46,72.363,71.198,71.93,990323.0
2020-12-20,71.46,72.363,71.198,71.93,990323.0
2020-12-21,71.126,71.505,69.637,71.415,456316.0
2020-12-22,71.216,71.632,70.476,70.702,244275.0
2020-12-23,70.955,72.069,70.955,71.875,289614.0
2020-12-24,71.984,71.984,71.036,71.632,115021.0
2020-12-25,71.984,71.984,71.036,71.632,115021.0
2020-12-26,71.984,71.984,71.036,71.632,115021.0
2020-12-27,71.984,71.984,71.036,71.632,115021.0
2020-12-28,72.209,72.715,71.93,72.489,236627.0
2020-12-29,72.661,72.823,71.216,71.469,246457.0
2020-12-30,71.46,71.758,70.964,71.09,377952.0
2020-12-31,71.136,71.873,70.399,71.591,382044.0
2021-01-01,71.136,71.873,70.399,71.591,382044.0
2021-01-02,71.136,71.873,70.399,71.591,382044.0
2021-01-03,71.136,71.873,70.399,71.591,382044.0
2021-01-04,72.046,72.592,70.353,71.764,475293.0
2021-01-05,71.381,72.719,71.381,71.773,908204.0
2021-01-06,72.573,75.267,72.51,74.657,487822.0
2021-01-07,74.994,75.249,73.656,73.793,533769.0
2021-01-08,74.075,74.375,72.382,73.183,344264.0
2021-01-09,74.075,74.375,72.382,73.183,344264.0
2021-01-10,74.075,74.375,72.382,73.183,344264.0
2021-01-11,72.61,73.129,72.182,72.246,421110.0
2021-01-12,72.573,72.573,70.867,72.2,704152.0
2021-01-13,72.628,72.846,71.6,71.727,557330.0
2021-01-14,71.927,72.355,71.436,71.827,580093.0
2021-01-15,71.436,71.736,70.326,70.954,563248.0
2021-01-16,71.436,71.736,70.326,70.954,563248.0
2021-01-17,71.436,71.736,70.326,70.954,563248.0
2021-01-18,71.436,71.736,70.326,70.954,563248.0
2021-01-19,71.381,71.381,70.226,70.753,435963.0
2021-01-20,71.218,72.364,70.826,71.991,567176.0
2021-01-21,71.481,72.228,70.28,70.508,496206.0
2021-01-22,70.116,70.442,69.707,70.135,416328.0
2021-01-23,70.116,70.442,69.707,70.135,416328.0
2021-01-24,70.116,70.442,69.707,70.135,416328.0
2021-01-25,70.317,71.422,69.27,71.281,494242.0
2021-01-26,72.073,72.592,70.353,70.908,477181.0
2021-01-27,70.062,70.844,68.606,68.77,1565427.0
2021-01-28,68.724,70.48,68.633,70.016,512119.0
2021-01-29,69.661,69.843,67.65,68.679,541470.0
2021-01-30,69.661,69.843,67.65,68.679,541470.0
2021-01-31,69.661,69.843,67.65,68.679,541470.0
2021-02-01,68.979,69.106,67.395,67.632,768647.0
2021-02-02,67.951,68.515,67.177,68.296,871014.0
2021-02-03,71.582,76.022,71.281,75.695,1603313.0
2021-02-04,76.077,76.683,75.149,76.268,784676.0
2021-02-05,76.85,77.114,75.517,75.904,503919.0
2021-02-06,76.85,77.114,75.517,75.904,503919.0
2021-02-07,76.85,77.114,75.517,75.904,503919.0
2021-02-08,76.095,77.961,75.904,77.933,461079.0
2021-02-09,78.27,79.844,78.134,79.28,491750.0
2021-02-10,79.508,79.553,77.224,78.916,561279.0
2021-02-11,78.916,79.335,77.865,78.643,329838.0
2021-02-12,78.643,79.662,78.334,79.253,353934.0
2021-02-13,78.643,79.662,78.334,79.253,353934.0
2021-02-14,78.643,79.662,78.334,79.253,353934.0
2021-02-15,78.643,79.662,78.334,79.253,353934.0
2021-02-16,79.417,80.527,79.016,79.016,467313.0
2021-02-17,79.016,79.694,78.252,78.534,489465.0
2021-02-18,78.279,79.339,77.924,78.652,798148.0
2021-02-19,78.716,79.963,78.461,79.044,574657.0
2021-02-20,78.716,79.963,78.461,79.044,574657.0
2021-02-21,78.716,79.963,78.461,79.044,574657.0
2021-02-22,78.68,80.418,78.58,80.218,343702.0
2021-02-23,80.5,81.928,79.744,81.492,511374.0
2021-02-24,81.783,84.695,81.046,84.422,749848.0
2021-02-25,84.422,84.859,82.365,82.502,523318.0
2021-02-26,82.229,82.479,81.196,82.083,724903.0
2021-02-27,82.229,82.479,81.196,82.083,724903.0
2021-02-28,82.229,82.479,81.196,82.083,724903.0
2021-03-01,83.084,83.612,81.027,81.255,700369.0
2021-03-02,81.046,82.056,79.353,81.692,569898.0
2021-03-03,81.737,83.484,81.719,82.483,375557.0
2021-03-04,82.793,83.184,80.008,81.091,409199.0
2021-03-05,82.129,83.466,81.555,83.293,567617.0
2021-03-06,82.129,83.466,81.555,83.293,567617.0
2021-03-07,82.129,83.466,81.555,83.293,567617.0
2021-03-08,83.266,84.358,82.704,83.63,385360.0
2021-03-09,83.548,83.827,82.365,82.465,484037.0
2021-03-10,82.574,83.548,81.592,83.175,510153.0
2021-03-11,83.339,84.604,81.928,84.058,297612.0
2021-03-12,84.231,84.526,83.694,84.04,308560.0
2021-03-13,84.231,84.526,83.694,84.04,308560.0
2021-03-14,84.231,84.526,83.694,84.04,308560.0
2021-03-15,84.549,85.232,83.739,84.231,360278.0
2021-03-16,83.867,84.522,82.911,83.748,239461.0
2021-03-17,83.73,84.085,82.92,84.085,281808.0
2021-03-18,84.04,84.285,82.747,83.075,256692.0
2021-03-19,83.312,83.353,81.455,81.81,1302162.0
2021-03-20,83.312,83.353,81.455,81.81,1302162.0
2021-03-21,83.312,83.353,81.455,81.81,1302162.0
2021-03-22,81.601,82.256,80.654,82.092,629210.0
2021-03-23,81.837,82.474,80.054,80.29,543363.0
2021-03-24,80.445,82.77,80.445,81.583,435262.0
2021-03-25,81.637,82.838,81.355,82.702,355498.0
2021-03-26,82.702,84.622,82.593,84.431,488743.0
2021-03-27,82.702,84.622,82.593,84.431,488743.0
2021-03-28,82.702,84.622,82.593,84.431,488743.0
2021-03-29,84.167,84.931,82.747,83.521,527200.0
2021-03-30,83.858,84.349,83.302,83.894,317329.0
2021-03-31,83.839,84.352,82.4,82.4,438366.0
2021-04-01,82.675,83.06,81.631,82.666,298771.0
2021-04-02,82.675,83.06,81.631,82.666,298771.0
2021-04-03,82.675,83.06,81.631,82.666,298771.0
2021-04-04,82.675,83.06,81.631,82.666,298771.0
2021-04-05,82.813,83.014,82.318,82.629,196714.0
2021-04-06,82.565,83.11,82.281,82.657,596813.0
2021-04-07,83.023,83.023,82.299,82.538,257481.0
2021-04-08,82.052,83.069,81.704,82.913,314013.0
2021-04-09,83.106,83.362,82.299,82.84,253096.0
2021-04-10,83.106,83.362,82.299,82.84,253096.0
2021-04-11,83.106,83.362,82.299,82.84,253096.0
2021-04-12,83.775,83.986,82.895,83.115,236502.0
2021-04-13,82.712,83.152,82.464,82.776,191389.0
2021-04-14,83.106,83.912,82.519,83.637,287212.0
2021-04-15,84.16,84.49,83.491,84.224,257514.0
2021-04-16,84.581,85.388,84.137,85.186,259451.0
2021-04-17,84.581,85.388,84.137,85.186,259451.0
2021-04-18,84.581,85.388,84.137,85.186,259451.0
2021-04-19,85.653,86.478,84.49,84.994,306262.0
2021-04-20,84.994,85.232,83.958,84.499,512374.0
2021-04-21,84.261,85.525,83.839,85.067,417969.0
2021-04-22,85.278,85.378,84.407,84.453,237825.0
2021-04-23,84.444,85.406,83.656,85.094,255315.0
2021-04-24,84.444,85.406,83.656,85.094,255315.0
2021-04-25,84.444,85.406,83.656,85.094,255315.0
2021-04-26,85.461,85.543,84.343,84.535,352210.0
2021-04-27,84.251,85.791,84.069,85.36,313462.0
2021-04-28,85.525,86.047,85.232,85.507,382173.0
2021-04-29,86.231,86.544,84.92,85.479,214204.0
2021-04-30,85.324,85.965,84.783,85.598,400024.0
2021-05-01,85.324,85.965,84.783,85.598,400024.0
2021-05-02,85.324,85.965,84.783,85.598,400024.0
2021-05-03,85.818,87.055,85.727,86.561,484119.0
2021-05-04,85.699,86.625,82.785,85.837,845276.0
2021-05-05,84.618,84.618,83.289,84.16,633156.0
2021-05-06,84.416,86.322,84.141,86.084,370267.0
2021-05-07,85.534,87.156,85.296,86.982,549117.0
2021-05-08,85.534,87.156,85.296,86.982,549117.0
