,INGR US Equity,INGR US Equity,INGR US Equity,INGR US Equity,INGR US Equity
2022-09-19,78.681,80.285,78.681,80.058,413640.0
2022-09-20,79.451,79.802,79.204,79.508,284535.0
2022-09-21,80.277,80.666,78.824,78.824,254027.0
2022-09-22,78.767,78.871,77.969,78.073,238750.0
2022-09-23,77.161,77.65,75.603,76.088,376018.0
2022-09-24,77.161,77.65,75.603,76.088,376018.0
2022-09-25,77.161,77.65,75.603,76.088,376018.0
2022-09-26,75.689,76.838,74.863,75.033,322381.0
2022-09-27,76.278,79.935,76.245,78.643,679183.0
2022-09-28,78.805,79.137,77.864,78.729,598380.0
2022-09-29,78.339,78.51,77.047,77.978,439224.0
2022-09-30,77.931,77.978,76.335,76.487,428669.0
2022-10-01,77.931,77.978,76.335,76.487,428669.0
2022-10-02,77.931,77.978,76.335,76.487,428669.0
2022-10-03,77.19,77.758,76.411,77.617,630485.0
2022-10-04,78.634,79.621,78.558,79.555,467389.0
2022-10-05,78.568,79.239,78.444,78.53,351310.0
2022-10-06,78.147,78.415,76.997,77.342,315704.0
2022-10-07,77.284,77.457,76.336,77.189,376858.0
2022-10-08,77.284,77.457,76.336,77.189,376858.0
2022-10-09,77.284,77.457,76.336,77.189,376858.0
2022-10-10,77.419,78.223,77.419,77.696,210945.0
2022-10-11,77.735,79.248,77.371,78.463,335518.0
2022-10-12,78.923,79.584,78.137,78.243,348098.0
2022-10-13,77.227,80.561,76.93,79.871,268854.0
2022-10-14,80.187,80.628,78.54,78.837,257938.0
2022-10-15,80.187,80.628,78.54,78.837,257938.0
2022-10-16,80.187,80.628,78.54,78.837,257938.0
2022-10-17,79.862,80.844,79.632,79.871,353814.0
2022-10-18,80.436,80.973,79.876,80.446,370754.0
2022-10-19,80.274,80.666,79.326,80.398,313938.0
2022-10-20,80.666,80.666,78.607,79.047,216640.0
2022-10-21,79.172,80.714,79.004,80.436,193100.0
2022-10-22,79.172,80.714,79.004,80.436,193100.0
2022-10-23,79.172,80.714,79.004,80.436,193100.0
2022-10-24,80.714,81.394,80.417,80.714,280288.0
2022-10-25,80.733,82.697,80.484,82.285,293870.0
2022-10-26,82.602,83.397,82.338,82.659,337722.0
2022-10-27,83.358,84.657,83.358,83.77,277937.0
2022-10-28,84.182,85.112,83.833,85.016,176773.0
2022-10-29,84.182,85.112,83.833,85.016,176773.0
2022-10-30,84.182,85.112,83.833,85.016,176773.0
2022-10-31,85.265,86.175,84.843,85.38,336451.0
2022-11-01,85.6,85.725,84.815,84.997,292748.0
2022-11-02,84.096,85.725,83.727,84.0,367389.0
2022-11-03,86.223,88.752,85.102,87.641,635923.0
2022-11-04,89.672,90.237,88.225,89.279,498536.0
2022-11-05,89.672,90.237,88.225,89.279,498536.0
2022-11-06,89.672,90.237,88.225,89.279,498536.0
2022-11-07,89.825,89.825,88.283,89.25,333048.0
2022-11-08,89.404,90.529,88.139,89.164,348612.0
2022-11-09,88.714,89.265,87.66,88.168,230966.0
2022-11-10,90.189,90.754,88.666,90.41,286278.0
2022-11-11,90.687,90.726,88.35,88.676,286877.0
2022-11-12,90.687,90.726,88.35,88.676,286877.0
2022-11-13,90.687,90.726,88.35,88.676,286877.0
2022-11-14,88.81,90.783,88.579,88.944,257548.0
2022-11-15,89.432,90.582,89.087,90.457,327285.0
2022-11-16,90.716,91.228,89.863,90.045,227555.0
2022-11-17,89.241,90.592,88.57,90.055,288109.0
2022-11-18,90.927,91.339,90.199,91.339,651848.0
2022-11-19,90.927,91.339,90.199,91.339,651848.0
2022-11-20,90.927,91.339,90.199,91.339,651848.0
2022-11-21,91.396,92.493,91.333,91.847,231039.0
2022-11-22,92.211,93.983,92.086,93.83,336730.0
2022-11-23,93.389,94.213,93.159,93.878,202321.0
2022-11-24,93.389,94.213,93.159,93.878,202321.0
2022-11-25,94.155,94.644,93.916,94.548,99900.0
2022-11-26,94.155,94.644,93.916,94.548,99900.0
2022-11-27,94.155,94.644,93.916,94.548,99900.0
2022-11-28,94.27,94.816,92.948,93.514,174208.0
2022-11-29,93.332,94.05,92.651,92.651,236656.0
2022-11-30,92.594,93.93,91.971,93.858,415366.0
2022-12-01,94.108,94.845,93.341,93.935,227220.0
2022-12-02,93.638,96.666,93.638,96.234,451646.0
2022-12-03,93.638,96.666,93.638,96.234,451646.0
2022-12-04,93.638,96.666,93.638,96.234,451646.0
2022-12-05,95.286,95.525,94.342,95.334,242180.0
2022-12-06,95.123,95.842,93.159,93.839,347544.0
2022-12-07,94.031,95.478,94.031,94.941,177953.0
2022-12-08,94.941,95.296,94.189,94.855,149497.0
2022-12-09,94.74,95.133,93.82,94.136,200322.0
2022-12-10,94.74,95.133,93.82,94.136,200322.0
2022-12-11,94.74,95.133,93.82,94.136,200322.0
2022-12-12,94.424,94.845,93.696,94.836,190196.0
2022-12-13,95.698,96.148,95.042,95.583,372902.0
2022-12-14,95.957,96.713,95.296,95.794,222670.0
2022-12-15,94.826,95.085,93.676,94.28,298320.0
2022-12-16,93.552,94.108,92.958,93.858,565572.0
2022-12-17,93.552,94.108,92.958,93.858,565572.0
2022-12-18,93.552,94.108,92.958,93.858,565572.0
2022-12-19,94.088,94.328,92.556,93.054,248541.0
2022-12-20,92.939,93.906,92.546,93.389,139899.0
2022-12-21,93.935,94.922,93.657,94.893,326170.0
2022-12-22,94.558,94.931,92.853,94.299,247557.0
2022-12-23,94.318,94.97,93.954,94.721,147592.0
2022-12-24,94.318,94.97,93.954,94.721,147592.0
2022-12-25,94.318,94.97,93.954,94.721,147592.0
2022-12-26,94.318,94.97,93.954,94.721,147592.0
2022-12-27,94.951,95.707,94.879,95.276,130194.0
2022-12-28,95.228,95.497,93.868,93.973,123312.0
2022-12-29,94.186,95.247,94.186,94.745,167234.0
2022-12-30,94.263,94.871,94.012,94.504,228420.0
2022-12-31,94.263,94.871,94.012,94.504,228420.0
2023-01-01,94.263,94.871,94.012,94.504,228420.0
2023-01-02,94.263,94.871,94.012,94.504,228420.0
2023-01-03,94.552,94.871,92.999,93.993,332410.0
2023-01-04,94.35,95.305,93.954,94.61,207334.0
2023-01-05,94.109,94.205,92.96,93.587,280260.0
2023-01-06,94.359,95.749,93.674,95.46,171813.0
2023-01-07,94.359,95.749,93.674,95.46,171813.0
2023-01-08,94.359,95.749,93.674,95.46,171813.0
2023-01-09,95.218,95.218,94.012,94.398,258238.0
2023-01-10,94.63,95.382,94.63,95.305,152194.0
2023-01-11,95.305,96.309,95.199,95.826,213318.0
2023-01-12,95.981,97.708,95.45,96.868,275501.0
2023-01-13,96.704,97.172,96.087,96.647,256552.0
2023-01-14,96.704,97.172,96.087,96.647,256552.0
2023-01-15,96.704,97.172,96.087,96.647,256552.0
2023-01-16,96.704,97.172,96.087,96.647,256552.0
2023-01-17,97.708,101.298,97.443,100.786,603463.0
2023-01-18,101.037,101.558,98.548,98.721,512556.0
2023-01-19,98.654,99.599,97.679,98.895,355832.0
2023-01-20,99.445,99.532,98.133,98.577,363335.0
2023-01-21,99.445,99.532,98.133,98.577,363335.0
2023-01-22,99.445,99.532,98.133,98.577,363335.0
2023-01-23,97.64,99.139,96.627,97.669,405150.0
2023-01-24,98.026,98.239,96.492,97.795,189371.0
2023-01-25,97.795,99.059,97.293,98.924,235831.0
2023-01-26,98.818,99.792,98.625,99.069,306835.0
2023-01-27,99.04,99.088,97.776,97.814,147233.0
2023-01-28,99.04,99.088,97.776,97.814,147233.0
2023-01-29,99.04,99.088,97.776,97.814,147233.0
2023-01-30,97.853,98.432,97.303,97.882,194413.0
2023-01-31,98.268,99.204,97.93,99.204,216631.0
2023-02-01,99.117,99.349,98.234,99.078,438909.0
2023-02-02,98.683,99.363,97.066,97.698,268714.0
2023-02-03,97.814,98.683,97.341,98.663,326180.0
2023-02-04,97.814,98.683,97.341,98.663,326180.0
2023-02-05,97.814,98.683,97.341,98.663,326180.0
2023-02-06,98.364,98.943,97.341,97.998,321939.0
2023-02-07,96.55,97.998,96.145,97.158,443079.0
2023-02-08,96.695,99.59,96.695,97.486,383741.0
2023-02-09,97.689,98.176,93.394,94.417,602951.0
2023-02-10,94.726,96.077,94.34,95.373,296529.0
2023-02-11,94.726,96.077,94.34,95.373,296529.0
2023-02-12,94.726,96.077,94.34,95.373,296529.0
2023-02-13,95.903,96.067,95.431,95.614,225635.0
2023-02-14,95.527,95.585,94.224,95.16,236605.0
2023-02-15,95.141,95.286,94.195,95.238,196492.0
2023-02-16,94.311,95.527,94.311,95.305,442263.0
2023-02-17,95.382,96.347,95.305,95.604,262899.0
2023-02-18,95.382,96.347,95.305,95.604,262899.0
2023-02-19,95.382,96.347,95.305,95.604,262899.0
2023-02-20,95.382,96.347,95.305,95.604,262899.0
2023-02-21,95.884,96.473,95.305,96.174,302627.0
2023-02-22,96.627,97.862,96.627,96.994,302765.0
2023-02-23,97.525,98.567,96.965,97.805,362293.0
2023-02-24,97.872,98.514,97.64,98.181,396821.0
2023-02-25,97.872,98.514,97.64,98.181,396821.0
2023-02-26,97.872,98.514,97.64,98.181,396821.0
2023-02-27,98.441,98.644,96.811,97.11,239711.0
2023-02-28,97.033,97.245,95.894,95.923,377419.0
2023-03-01,95.701,97.539,95.517,97.38,368198.0
2023-03-02,97.438,97.476,96.198,96.666,209032.0
2023-03-03,96.878,97.264,96.005,96.926,155781.0
2023-03-04,96.878,97.264,96.005,96.926,155781.0
2023-03-05,96.878,97.264,96.005,96.926,155781.0
2023-03-06,96.386,96.762,94.514,95.276,459694.0
2023-03-07,95.344,95.431,93.501,94.07,258082.0
2023-03-08,94.302,94.697,93.674,94.07,169059.0
2023-03-09,94.263,94.9,93.462,94.089,293274.0
2023-03-10,93.742,94.012,92.029,92.526,211415.0
2023-03-11,93.742,94.012,92.029,92.526,211415.0
2023-03-12,93.742,94.012,92.029,92.526,211415.0
2023-03-13,91.754,92.564,91.421,91.744,235959.0
2023-03-14,93.288,94.07,92.738,93.858,286363.0
2023-03-15,92.603,92.709,90.934,91.715,269853.0
2023-03-16,91.532,93.592,91.378,92.844,322292.0
2023-03-17,92.285,95.045,92.043,93.221,837816.0
2023-03-18,92.285,95.045,92.043,93.221,837816.0
2023-03-19,92.285,95.045,92.043,93.221,837816.0
2023-03-20,93.809,95.923,93.669,94.948,276602.0
2023-03-21,95.633,96.241,94.967,96.222,463683.0
2023-03-22,96.28,96.608,94.34,94.379,372074.0
2023-03-23,94.62,95.961,94.099,94.591,657377.0
2023-03-24,94.523,96.704,93.891,96.675,238551.0
2023-03-25,94.523,96.704,93.891,96.675,238551.0
2023-03-26,94.523,96.704,93.891,96.675,238551.0
2023-03-27,97.467,97.872,96.627,96.801,328240.0
2023-03-28,97.09,98.364,96.801,98.017,290312.0
2023-03-29,98.374,99.011,97.452,98.248,274951.0
2023-03-30,98.287,98.836,97.251,97.853,223589.0
2023-03-31,98.271,99.553,98.067,98.863,307564.0
2023-04-01,98.271,99.553,98.067,98.863,307564.0
2023-04-02,98.271,99.553,98.067,98.863,307564.0
2023-04-03,98.863,100.098,98.863,99.621,301073.0
2023-04-04,99.884,99.884,97.6,98.28,253688.0
2023-04-05,98.397,99.087,98.005,99.009,281206.0
2023-04-06,99.252,99.758,98.698,98.805,228356.0
2023-04-07,99.252,99.758,98.698,98.805,228356.0
2023-04-08,99.252,99.758,98.698,98.805,228356.0
2023-04-09,99.252,99.758,98.698,98.805,228356.0
2023-04-10,98.543,99.019,98.115,98.834,204909.0
2023-04-11,99.077,99.476,98.416,98.689,262313.0
2023-04-12,98.65,99.549,98.45,98.698,269716.0
2023-04-13,100.817,103.936,99.884,103.227,832738.0
2023-04-14,103.013,103.966,101.832,102.119,433555.0
2023-04-15,103.013,103.966,101.832,102.119,433555.0
2023-04-16,103.013,103.966,101.832,102.119,433555.0
2023-04-17,102.401,102.474,101.297,101.818,281375.0
2023-04-18,101.818,102.255,100.885,102.061,214432.0
2023-04-19,102.401,102.897,102.085,102.595,238077.0
2023-04-20,102.391,102.469,101.812,102.177,164511.0
2023-04-21,102.537,102.537,101.41,101.876,211081.0
2023-04-22,102.537,102.537,101.41,101.876,211081.0
2023-04-23,102.537,102.537,101.41,101.876,211081.0
2023-04-24,101.711,103.169,101.429,102.449,180002.0
2023-04-25,102.168,102.168,100.623,100.875,196077.0
2023-04-26,100.448,101.322,100.341,101.05,233918.0
2023-04-27,101.001,102.965,100.705,102.586,288290.0
2023-04-28,102.527,103.339,101.964,103.178,298244.0
2023-04-29,102.527,103.339,101.964,103.178,298244.0
2023-04-30,102.527,103.339,101.964,103.178,298244.0
2023-05-01,103.499,104.228,103.295,103.334,258282.0
2023-05-02,103.149,103.149,101.337,102.702,345501.0
2023-05-03,105.929,109.136,104.043,106.852,1004236.0
2023-05-04,106.58,106.58,104.201,105.452,344697.0
2023-05-05,105.899,106.415,105.112,105.346,346537.0
2023-05-06,105.899,106.415,105.112,105.346,346537.0
2023-05-07,105.899,106.415,105.112,105.346,346537.0
2023-05-08,105.754,106.249,104.996,105.336,368290.0
2023-05-09,105.015,105.384,104.277,105.355,285429.0
2023-05-10,105.384,106.891,104.952,106.832,533118.0
2023-05-11,106.453,106.755,105.598,106.541,359410.0
2023-05-12,106.657,106.657,105.472,106.492,339909.0
2023-05-13,106.657,106.657,105.472,106.492,339909.0
2023-05-14,106.657,106.657,105.472,106.492,339909.0
2023-05-15,106.657,107.25,105.404,107.105,496826.0
2023-05-16,106.541,107.493,106.138,106.453,606883.0
2023-05-17,106.463,106.995,105.846,106.823,570888.0
2023-05-18,106.541,108.601,106.084,108.135,508078.0
2023-05-19,108.562,109.583,108.183,109.33,433028.0
2023-05-20,108.562,109.583,108.183,109.33,433028.0
2023-05-21,108.562,109.583,108.183,109.33,433028.0
2023-05-22,109.592,110.263,108.193,108.329,372486.0
2023-05-23,107.969,108.31,106.93,107.124,265731.0
2023-05-24,107.25,107.96,106.337,106.551,306067.0
2023-05-25,106.074,106.249,105.219,105.472,311271.0
2023-05-26,105.501,105.715,103.868,104.529,499446.0
2023-05-27,105.501,105.715,103.868,104.529,499446.0
2023-05-28,105.501,105.715,103.868,104.529,499446.0
2023-05-29,105.501,105.715,103.868,104.529,499446.0
2023-05-30,103.946,103.946,102.615,102.78,319771.0
2023-05-31,102.751,103.003,101.322,101.653,374169.0
2023-06-01,101.487,102.654,101.312,102.547,474437.0
2023-06-02,102.683,104.709,102.683,104.481,261758.0
2023-06-03,102.683,104.709,102.683,104.481,261758.0
2023-06-04,102.683,104.709,102.683,104.481,261758.0
2023-06-05,103.723,103.999,102.595,103.062,277830.0
2023-06-06,103.198,103.601,102.323,103.46,359921.0
2023-06-07,102.877,104.374,102.819,103.936,253154.0
2023-06-08,103.829,103.829,102.76,103.45,197447.0
2023-06-09,103.091,103.956,102.663,103.859,196950.0
2023-06-10,103.091,103.956,102.663,103.859,196950.0
2023-06-11,103.091,103.956,102.663,103.859,196950.0
2023-06-12,103.975,104.471,103.557,104.102,338793.0
2023-06-13,104.111,105.103,103.951,104.549,353355.0
2023-06-14,104.665,105.919,104.286,104.743,390448.0
2023-06-15,104.772,104.976,103.305,103.761,423083.0
2023-06-16,104.102,104.14,102.955,103.684,752605.0
2023-06-17,104.102,104.14,102.955,103.684,752605.0
2023-06-18,104.102,104.14,102.955,103.684,752605.0
2023-06-19,104.102,104.14,102.955,103.684,752605.0
2023-06-20,103.46,103.616,101.886,102.168,391457.0
2023-06-21,102.158,102.168,100.486,100.807,449264.0
2023-06-22,101.176,102.139,100.613,102.07,336843.0
2023-06-23,102.07,102.255,101.176,101.206,321835.0
2023-06-24,102.07,102.255,101.176,101.206,321835.0
2023-06-25,102.07,102.255,101.176,101.206,321835.0
2023-06-26,101.108,101.4,100.389,100.768,313257.0
2023-06-27,100.71,101.643,99.855,101.351,315770.0
2023-06-28,100.632,101.729,100.107,101.517,275002.0
2023-06-29,101.264,101.998,100.137,101.798,260885.0
2023-06-30,102.346,104.215,102.258,103.667,322655.0
2023-07-01,102.346,104.215,102.258,103.667,322655.0
2023-07-02,102.346,104.215,102.258,103.667,322655.0
2023-07-03,103.511,104.861,103.3,104.205,158322.0
2023-07-04,103.511,104.861,103.3,104.205,158322.0
2023-07-05,103.55,106.045,103.55,105.516,422761.0
2023-07-06,105.174,105.79,104.24,104.655,272493.0
2023-07-07,104.655,106.329,104.655,104.929,400310.0
2023-07-08,104.655,106.329,104.655,104.929,400310.0
2023-07-09,104.655,106.329,104.655,104.929,400310.0
2023-07-10,105.047,106.368,105.008,105.624,248005.0
2023-07-11,106.182,106.593,105.918,106.348,217816.0
2023-07-12,106.652,107.728,106.113,107.092,386015.0
2023-07-13,107.454,107.63,106.397,106.426,273214.0
2023-07-14,106.642,106.642,104.783,106.182,235474.0
2023-07-15,106.642,106.642,104.783,106.182,235474.0
2023-07-16,106.642,106.642,104.783,106.182,235474.0
2023-07-17,105.673,107.033,105.409,106.867,213699.0
2023-07-18,107.503,108.286,106.769,106.847,286048.0
2023-07-19,107.199,107.341,105.438,105.732,400394.0
2023-07-20,106.681,106.833,106.035,106.603,359551.0
2023-07-21,106.749,107.694,106.162,107.092,265826.0
2023-07-22,106.749,107.694,106.162,107.092,265826.0
2023-07-23,106.749,107.694,106.162,107.092,265826.0
2023-07-24,106.945,107.65,106.387,107.444,235071.0
2023-07-25,107.033,107.62,106.72,107.415,226115.0
2023-07-26,107.356,108.481,107.278,108.354,312290.0
2023-07-27,108.54,108.706,106.965,107.023,312386.0
2023-07-28,107.845,108.452,107.439,108.08,226930.0
2023-07-29,107.845,108.452,107.439,108.08,226930.0
2023-07-30,107.845,108.452,107.439,108.08,226930.0
2023-07-31,108.677,109.288,108.459,108.863,327258.0
2023-08-01,108.599,109.773,108.423,109.646,263132.0
2023-08-02,109.166,109.822,108.863,109.274,252705.0
2023-08-03,108.98,109.274,108.178,108.481,271715.0
2023-08-04,108.892,109.107,107.062,107.17,474534.0
2023-08-05,108.892,109.107,107.062,107.17,474534.0
2023-08-06,108.892,109.107,107.062,107.17,474534.0
2023-08-07,108.442,108.569,106.72,107.239,445181.0
2023-08-08,101.622,102.195,96.813,98.853,1168379.0
2023-08-09,98.883,99.998,98.55,98.883,628094.0
2023-08-10,98.902,99.67,97.317,97.826,575859.0
2023-08-11,97.953,97.963,96.221,96.573,505147.0
2023-08-12,97.953,97.963,96.221,96.573,505147.0
2023-08-13,97.953,97.963,96.221,96.573,505147.0
2023-08-14,96.671,96.852,95.468,96.466,612815.0
2023-08-15,96.27,97.072,95.409,95.458,485369.0
2023-08-16,95.399,96.343,95.399,95.673,424078.0
2023-08-17,95.859,97.121,95.859,96.378,499251.0
2023-08-18,96.388,98.129,96.388,97.689,416475.0
2023-08-19,96.388,98.129,96.388,97.689,416475.0
2023-08-20,96.388,98.129,96.388,97.689,416475.0
2023-08-21,97.405,98.843,97.405,98.266,524472.0
2023-08-22,98.1,99.02,97.708,98.569,408761.0
2023-08-23,98.481,99.675,98.051,99.538,489854.0
2023-08-24,99.724,100.403,99.215,99.362,357888.0
2023-08-25,100.086,101.143,99.421,100.771,402814.0
2023-08-26,100.086,101.143,99.421,100.771,402814.0
2023-08-27,100.086,101.143,99.421,100.771,402814.0
2023-08-28,100.918,101.348,100.257,100.624,253465.0
2023-08-29,100.742,101.006,99.91,100.781,228677.0
2023-08-30,101.065,101.407,100.487,100.605,401526.0
2023-08-31,100.654,101.446,100.448,100.693,297556.0
2023-09-01,101.202,101.436,100.272,100.438,223552.0
2023-09-02,101.202,101.436,100.272,100.438,223552.0
2023-09-03,101.202,101.436,100.272,100.438,223552.0
2023-09-04,101.202,101.436,100.272,100.438,223552.0
2023-09-05,99.861,100.076,96.172,98.423,938292.0
2023-09-06,98.452,99.254,97.757,98.296,538677.0
2023-09-07,98.569,99.059,97.082,97.405,587075.0
2023-09-08,97.62,98.403,97.537,97.738,453264.0
2023-09-09,97.62,98.403,97.537,97.738,453264.0
2023-09-10,97.62,98.403,97.537,97.738,453264.0
2023-09-11,98.423,99.235,97.806,98.736,325040.0
2023-09-12,98.746,99.582,98.388,98.589,287677.0
2023-09-13,98.423,98.75,95.536,96.877,402948.0
2023-09-14,97.17,97.474,96.583,97.043,330630.0
2023-09-15,96.916,97.19,96.192,96.73,701346.0
2023-09-16,96.916,97.19,96.192,96.73,701346.0
2023-09-17,96.916,97.19,96.192,96.73,701346.0
2023-09-18,97.063,97.806,96.617,97.513,319806.0
2023-09-19,97.591,98.075,96.975,97.444,314961.0
2023-09-20,98.061,99.616,97.16,97.875,523690.0
2023-09-21,97.464,98.667,97.024,98.09,410432.0
2023-09-22,97.806,98.256,97.405,97.415,366746.0
2023-09-23,97.806,98.256,97.405,97.415,366746.0
2023-09-24,97.806,98.256,97.405,97.415,366746.0
2023-09-25,96.583,97.297,96.29,96.348,280528.0
2023-09-26,95.986,97.131,95.908,96.074,274650.0
2023-09-27,96.241,96.642,95.213,95.282,259084.0
2023-09-28,95.419,96.554,95.349,96.231,334109.0
2023-09-29,97.454,98.736,96.428,97.05,376201.0
2023-09-30,97.454,98.736,96.428,97.05,376201.0
2023-10-01,97.454,98.736,96.428,97.05,376201.0
2023-10-02,96.655,96.887,94.564,95.501,410838.0
2023-10-03,95.038,95.511,94.436,94.683,394809.0
2023-10-04,94.387,95.126,93.913,95.087,256111.0
2023-10-05,95.403,95.984,93.642,93.755,300026.0
2023-10-06,93.677,93.785,92.069,92.957,357780.0
2023-10-07,93.677,93.785,92.069,92.957,357780.0
2023-10-08,93.677,93.785,92.069,92.957,357780.0
2023-10-09,92.414,93.864,92.414,93.726,226189.0
2023-10-10,94.288,94.554,93.149,93.341,332292.0
2023-10-11,93.775,94.032,91.931,92.532,439320.0
2023-10-12,92.611,92.641,88.883,89.978,490125.0
2023-10-13,90.303,90.659,89.692,90.392,350245.0
2023-10-14,90.303,90.659,89.692,90.392,350245.0
2023-10-15,90.303,90.659,89.692,90.392,350245.0
2023-10-16,90.935,91.369,90.58,91.309,241854.0
2023-10-17,91.102,92.451,90.639,92.365,379679.0
2023-10-18,92.434,93.302,91.329,91.517,485567.0
2023-10-19,91.319,91.517,89.396,89.495,551828.0
2023-10-20,89.8,90.269,88.972,89.209,332203.0
2023-10-21,89.8,90.269,88.972,89.209,332203.0
2023-10-22,89.8,90.269,88.972,89.209,332203.0
2023-10-23,88.824,89.702,88.37,88.469,317476.0
2023-10-24,88.923,90.836,88.311,90.698,492057.0
2023-10-25,90.619,91.812,89.475,91.369,484262.0
2023-10-26,91.635,92.661,90.876,92.128,454112.0
2023-10-27,91.941,92.473,91.014,91.398,331785.0
2023-10-28,91.941,92.473,91.014,91.398,331785.0
2023-10-29,91.941,92.473,91.014,91.398,331785.0
2023-10-30,91.842,92.769,91.842,92.197,221760.0
2023-10-31,92.71,92.986,91.98,92.296,331996.0
2023-11-01,91.941,92.168,90.343,91.793,345948.0
2023-11-02,92.315,93.765,91.98,93.588,294764.0
2023-11-03,94.337,94.9,93.469,94.574,284742.0
2023-11-04,94.337,94.9,93.469,94.574,284742.0
2023-11-05,94.337,94.9,93.469,94.574,284742.0
2023-11-06,94.357,94.781,93.76,94.308,373924.0
2023-11-07,96.764,101.577,94.88,100.433,664477.0
2023-11-08,100.314,101.374,98.637,98.647,474537.0
2023-11-09,99.279,100.482,99.15,100.018,378663.0
2023-11-10,99.949,101.685,99.614,100.985,426319.0
2023-11-11,99.949,101.685,99.614,100.985,426319.0
2023-11-12,99.949,101.685,99.614,100.985,426319.0
2023-11-13,101.093,101.872,100.423,100.837,290550.0
2023-11-14,101.517,101.872,101.118,101.764,367876.0
2023-11-15,101.892,103.534,101.892,102.119,426372.0
2023-11-16,101.715,101.886,100.817,101.379,257819.0
2023-11-17,101.606,101.981,101.093,101.764,203704.0
2023-11-18,101.606,101.981,101.093,101.764,203704.0
2023-11-19,101.606,101.981,101.093,101.764,203704.0
2023-11-20,101.695,102.089,101.429,101.596,213979.0
2023-11-21,101.784,102.366,101.172,101.695,292448.0
2023-11-22,102.129,102.878,101.784,102.819,256929.0
2023-11-23,102.129,102.878,101.784,102.819,256929.0
2023-11-24,102.78,103.046,102.336,102.454,110328.0
2023-11-25,102.78,103.046,102.336,102.454,110328.0
2023-11-26,102.78,103.046,102.336,102.454,110328.0
2023-11-27,102.435,102.721,101.922,102.237,199378.0
2023-11-28,101.942,102.583,101.34,101.36,264534.0
2023-11-29,101.044,101.527,99.515,99.801,316128.0
2023-11-30,99.91,101.231,99.614,101.083,443228.0
2023-12-01,101.074,103.451,101.074,103.135,339043.0
2023-12-02,101.074,103.451,101.074,103.135,339043.0
2023-12-03,101.074,103.451,101.074,103.135,339043.0
2023-12-04,103.115,105.137,103.086,104.318,408151.0
2023-12-05,103.924,104.466,103.386,103.983,227969.0
2023-12-06,104.121,104.723,103.579,104.299,283667.0
2023-12-07,104.565,105.236,103.835,104.654,204363.0
2023-12-08,104.713,105.482,103.243,104.664,232861.0
2023-12-09,104.713,105.482,103.243,104.664,232861.0
2023-12-10,104.713,105.482,103.243,104.664,232861.0
2023-12-11,104.703,105.665,104.683,105.285,215509.0
2023-12-12,105.403,105.837,104.289,105.482,226471.0
2023-12-13,105.265,107.81,105.122,107.652,428381.0
2023-12-14,107.82,108.737,106.626,106.922,562716.0
2023-12-15,106.301,106.518,104.9,104.999,916503.0
2023-12-16,106.301,106.518,104.9,104.999,916503.0
2023-12-17,106.301,106.518,104.9,104.999,916503.0
2023-12-18,105.246,106.074,104.328,105.374,254012.0
2023-12-19,105.719,106.715,105.719,105.966,245583.0
2023-12-20,105.374,106.538,104.989,105.157,340555.0
2023-12-21,105.847,106.34,105.116,106.291,258330.0
2023-12-22,106.981,107.889,106.399,107.041,256164.0
2023-12-23,106.981,107.889,106.399,107.041,256164.0
2023-12-24,106.981,107.889,106.399,107.041,256164.0
2023-12-25,106.981,107.889,106.399,107.041,256164.0
2023-12-26,107.07,108.224,106.833,107.692,148935.0
2023-12-27,107.396,107.504,106.73,107.258,187969.0
2023-12-28,106.814,107.775,106.814,107.356,175119.0
2023-12-29,107.386,108.36,107.331,107.813,252518.0
2023-12-30,107.386,108.36,107.331,107.813,252518.0
2023-12-31,107.386,108.36,107.331,107.813,252518.0
2024-01-01,107.386,108.36,107.331,107.813,252518.0
2024-01-02,107.346,109.214,107.346,108.965,284990.0
2024-01-03,108.389,108.533,107.018,107.297,358003.0
2024-01-04,107.724,107.903,106.085,106.154,323220.0
2024-01-05,105.737,106.83,105.439,105.757,464683.0
2024-01-06,105.737,106.83,105.439,105.757,464683.0
2024-01-07,105.737,106.83,105.439,105.757,464683.0
2024-01-08,105.965,106.452,105.707,106.194,223328.0
2024-01-09,105.965,106.71,105.33,106.452,270413.0
2024-01-10,106.81,108.211,106.557,106.879,383460.0
2024-01-11,106.77,108.568,106.561,108.509,373665.0
2024-01-12,109.273,109.661,108.509,109.134,268590.0
2024-01-13,109.273,109.661,108.509,109.134,268590.0
2024-01-14,109.273,109.661,108.509,109.134,268590.0
2024-01-15,109.273,109.661,108.509,109.134,268590.0
2024-01-16,109.065,109.115,108.151,108.797,279494.0
2024-01-17,108.479,109.82,108.479,109.373,286821.0
2024-01-18,109.273,109.969,108.677,109.353,274612.0
2024-01-19,109.671,109.671,107.893,109.164,214599.0
2024-01-20,109.671,109.671,107.893,109.164,214599.0
2024-01-21,109.671,109.671,107.893,109.164,214599.0
2024-01-22,108.568,109.477,108.032,108.727,312609.0
2024-01-23,109.244,109.591,108.24,108.389,437850.0
2024-01-24,108.32,108.384,106.492,106.611,476464.0
2024-01-25,107.197,107.714,106.661,107.714,448178.0
2024-01-26,108.171,108.762,107.138,108.548,392187.0
2024-01-27,108.171,108.762,107.138,108.548,392187.0
2024-01-28,108.171,108.762,107.138,108.548,392187.0
2024-01-29,108.965,108.965,107.356,107.465,368951.0
