,RUSHA US Equity,RUSHA US Equity,RUSHA US Equity,RUSHA US Equity,RUSHA US Equity
2022-05-29,32.9901,33.6347,32.9901,33.5148,215718.0
2022-05-30,32.9901,33.6347,32.9901,33.5148,215718.0
2022-05-31,33.0743,33.3464,32.2582,33.0225,452988.0
2022-06-01,33.2881,33.6314,32.7829,33.2622,247763.0
2022-06-02,33.4306,34.195,33.1747,34.1043,252506.0
2022-06-03,34.1043,34.1043,33.1715,33.7804,172926.0
2022-06-04,34.1043,34.1043,33.1715,33.7804,172926.0
2022-06-05,34.1043,34.1043,33.1715,33.7804,172926.0
2022-06-06,32.7181,34.318,32.7181,34.3051,184734.0
2022-06-07,34.0006,34.2792,33.8225,34.1885,181625.0
2022-06-08,34.1561,34.6613,33.829,34.4217,261816.0
2022-06-09,34.1302,34.6387,34.0751,34.3763,185283.0
2022-06-10,33.884,33.9812,32.9901,33.1521,152325.0
2022-06-11,33.884,33.9812,32.9901,33.1521,152325.0
2022-06-12,33.884,33.9812,32.9901,33.1521,152325.0
2022-06-13,32.4201,32.5238,31.8954,31.9861,240873.0
2022-06-14,32.6144,32.6533,31.8566,32.4136,279492.0
2022-06-15,32.6792,33.1197,32.2906,32.7634,306831.0
2022-06-16,32.1092,32.4331,30.6971,30.9497,443264.0
2022-06-17,31.2995,31.2995,30.438,30.9432,538268.0
2022-06-18,31.2995,31.2995,30.438,30.9432,538268.0
2022-06-19,31.2995,31.2995,30.438,30.9432,538268.0
2022-06-20,31.2995,31.2995,30.438,30.9432,538268.0
2022-06-21,31.3902,31.9926,31.008,31.7788,207360.0
2022-06-22,31.3319,32.1999,31.0978,31.8371,307992.0
2022-06-23,31.7853,32.0768,30.7619,31.008,206765.0
2022-06-24,31.1829,31.9861,30.9627,31.5975,967868.0
2022-06-25,31.1829,31.9861,30.9627,31.5975,967868.0
2022-06-26,31.1829,31.9861,30.9627,31.5975,967868.0
2022-06-27,32.106,32.9383,31.5975,32.2064,221024.0
2022-06-28,32.3424,33.0679,31.2849,31.3967,208598.0
2022-06-29,31.3902,31.442,30.7748,31.293,152456.0
2022-06-30,30.8266,31.455,30.4963,31.2218,218199.0
2022-07-01,31.0534,31.7076,30.7878,31.6169,166910.0
2022-07-02,31.0534,31.7076,30.7878,31.6169,166910.0
2022-07-03,31.0534,31.7076,30.7878,31.6169,166910.0
2022-07-04,31.0534,31.7076,30.7878,31.6169,166910.0
2022-07-05,31.0339,31.74,30.5805,31.6039,211079.0
2022-07-06,31.5133,32.08,30.8072,31.2347,150416.0
2022-07-07,31.5456,32.3165,31.0404,32.2258,170850.0
2022-07-08,32.1416,32.2193,31.6752,31.8307,161880.0
2022-07-09,32.1416,32.2193,31.6752,31.8307,161880.0
2022-07-10,32.1416,32.2193,31.6752,31.8307,161880.0
2022-07-11,31.5197,32.1869,31.4064,31.6428,112815.0
2022-07-12,31.5651,32.4914,31.4258,31.8307,149576.0
2022-07-13,31.442,31.727,30.2048,31.5133,143970.0
2022-07-14,30.8655,31.2153,30.4509,31.1699,188316.0
2022-07-15,31.8436,32.1092,31.3125,31.6817,303531.0
2022-07-16,31.8436,32.1092,31.3125,31.6817,303531.0
2022-07-17,31.8436,32.1092,31.3125,31.6817,303531.0
2022-07-18,31.7983,32.0444,31.3578,31.4485,205115.0
2022-07-19,31.6558,32.5432,31.5068,32.3229,326084.0
2022-07-20,32.2841,32.88,31.9861,32.7181,270653.0
2022-07-21,32.446,32.7634,32.1869,32.744,194333.0
2022-07-22,32.8282,33.2104,32.1221,32.5043,319947.0
2022-07-23,32.8282,33.2104,32.1221,32.5043,319947.0
2022-07-24,32.8282,33.2104,32.1221,32.5043,319947.0
2022-07-25,32.5043,32.9707,32.3165,32.5173,298418.0
2022-07-26,32.7116,32.9254,32.2128,32.8476,212387.0
2022-07-27,32.5497,33.5602,30.1465,30.8914,536282.0
2022-07-28,31.2477,31.6622,30.9368,31.2412,610508.0
2022-07-29,31.2412,31.4873,30.8655,31.2153,579087.0
2022-07-30,31.2412,31.4873,30.8655,31.2153,579087.0
2022-07-31,31.2412,31.4873,30.8655,31.2153,579087.0
2022-08-01,31.2542,31.8825,30.8493,31.7788,489600.0
2022-08-02,31.6946,31.7141,31.1052,31.3319,290726.0
2022-08-03,31.3708,32.0185,31.2023,31.74,374627.0
2022-08-04,31.7853,31.9408,31.2153,31.2347,326589.0
2022-08-05,30.8525,31.5392,30.8072,31.5068,421650.0
2022-08-06,30.8525,31.5392,30.8072,31.5068,421650.0
2022-08-07,30.8525,31.5392,30.8072,31.5068,421650.0
2022-08-08,31.7853,32.1934,31.2153,31.5456,387596.0
2022-08-09,31.6752,31.9278,30.9691,31.1311,236010.0
2022-08-10,31.6039,31.9019,31.5456,31.889,331577.0
2022-08-11,32.1232,32.8225,31.967,32.0646,313073.0
2022-08-12,32.2728,33.1152,32.0711,32.9623,247946.0
2022-08-13,32.2728,33.1152,32.0711,32.9623,247946.0
2022-08-14,32.2728,33.1152,32.0711,32.9623,247946.0
2022-08-15,32.585,33.3069,32.5265,33.203,224150.0
2022-08-16,33.0989,34.4716,32.9428,34.335,256715.0
2022-08-17,33.9642,34.1593,33.6194,33.7495,148607.0
2022-08-18,33.7235,34.0682,33.6129,33.9576,214413.0
2022-08-19,33.8471,33.8796,33.5218,33.5803,188619.0
2022-08-20,33.8471,33.8796,33.5218,33.5803,188619.0
2022-08-21,33.8471,33.8796,33.5218,33.5803,188619.0
2022-08-22,33.2616,33.4372,32.533,32.8843,148754.0
2022-08-23,32.7542,33.0924,32.5037,32.6501,171974.0
2022-08-24,32.4289,32.8387,32.2207,32.52,194400.0
2022-08-25,32.4549,33.2778,32.4549,33.2746,319557.0
2022-08-26,33.2811,33.2811,32.1101,32.2012,203763.0
2022-08-27,33.2811,33.2811,32.1101,32.2012,203763.0
2022-08-28,33.2811,33.2811,32.1101,32.2012,203763.0
2022-08-29,32.0321,32.3086,31.6418,32.1557,239622.0
2022-08-30,32.1882,32.4875,31.0758,31.0953,245094.0
2022-08-31,31.0628,31.2482,30.3667,30.6139,373665.0
2022-09-01,30.3537,30.6269,30.0089,30.4383,448394.0
2022-09-02,30.679,31.2319,30.2301,30.3732,257307.0
2022-09-03,30.679,31.2319,30.2301,30.3732,257307.0
2022-09-04,30.679,31.2319,30.2301,30.3732,257307.0
2022-09-05,30.679,31.2319,30.2301,30.3732,257307.0
2022-09-06,30.6595,30.6595,29.9374,30.2952,233909.0
2022-09-07,30.1195,30.9594,30.1195,30.8806,259523.0
2022-09-08,30.6009,30.9555,30.0252,30.8416,250424.0
2022-09-09,31.1148,31.6353,30.7766,31.5702,191774.0
2022-09-10,31.1148,31.6353,30.7766,31.5702,191774.0
2022-09-11,31.1148,31.6353,30.7766,31.5702,191774.0
2022-09-12,31.7458,31.8304,31.4108,31.7654,255365.0
2022-09-13,31.0758,31.3946,30.1911,30.3797,260601.0
2022-09-14,30.5619,30.679,29.7162,30.3472,239355.0
2022-09-15,30.0935,30.5521,29.7682,29.9244,384212.0
2022-09-16,29.7487,30.035,28.4997,28.9811,978744.0
2022-09-17,29.7487,30.035,28.4997,28.9811,978744.0
2022-09-18,29.7487,30.035,28.4997,28.9811,978744.0
2022-09-19,28.7469,30.3537,28.6949,30.0415,461654.0
2022-09-20,29.7097,30.087,29.1567,29.8008,345266.0
2022-09-21,29.9699,30.3537,29.3844,29.417,322935.0
2022-09-22,29.2348,29.3584,28.7014,29.0396,333924.0
2022-09-23,28.7274,28.8575,28.2135,28.6103,351552.0
2022-09-24,28.7274,28.8575,28.2135,28.6103,351552.0
2022-09-25,28.7274,28.8575,28.2135,28.6103,351552.0
2022-09-26,28.3566,28.864,28.0443,28.1679,435555.0
2022-09-27,28.3761,28.4444,27.7906,28.3176,388257.0
2022-09-28,28.3761,29.2901,28.2655,29.0592,392832.0
2022-09-29,28.6623,28.6819,27.9468,28.5973,424785.0
2022-09-30,28.6363,29.1372,28.4477,28.5322,356889.0
2022-10-01,28.6363,29.1372,28.4477,28.5322,356889.0
2022-10-02,28.6363,29.1372,28.4477,28.5322,356889.0
2022-10-03,28.8445,29.7943,28.7209,29.5406,305655.0
2022-10-04,29.9179,30.2659,29.6414,29.9569,369599.0
2022-10-05,29.7032,30.113,29.417,30.087,391853.0
2022-10-06,29.9406,30.3017,29.7422,29.8983,289766.0
2022-10-07,29.7357,29.7943,29.3129,29.5796,263364.0
2022-10-08,29.7357,29.7943,29.3129,29.5796,263364.0
2022-10-09,29.7357,29.7943,29.3129,29.5796,263364.0
2022-10-10,29.8528,30.035,28.9291,29.8658,219983.0
2022-10-11,29.8008,30.4253,29.7682,30.2561,325328.0
2022-10-12,30.2626,30.5424,29.9309,30.0154,282462.0
2022-10-13,29.6251,30.9262,29.4625,30.8156,764480.0
2022-10-14,31.0042,31.1343,29.9797,30.2887,320750.0
2022-10-15,31.0042,31.1343,29.9797,30.2887,320750.0
2022-10-16,31.0042,31.1343,29.9797,30.2887,320750.0
2022-10-17,30.7505,31.349,30.4643,30.7701,302570.0
2022-10-18,31.3881,31.8369,31.31,31.7849,334704.0
2022-10-19,31.6678,32.0646,30.7343,31.2905,346097.0
2022-10-20,31.2775,31.419,30.2887,30.3602,230490.0
2022-10-21,30.5684,31.4986,30.3732,31.3425,268137.0
2022-10-22,30.5684,31.4986,30.3732,31.3425,268137.0
2022-10-23,30.5684,31.4986,30.3732,31.3425,268137.0
2022-10-24,31.4986,32.1232,31.4206,31.8564,247761.0
2022-10-25,31.8499,32.3216,31.375,32.1947,346890.0
2022-10-26,32.0971,32.5915,30.9262,31.4336,410207.0
2022-10-27,31.8109,32.8322,31.6613,32.1036,366317.0
2022-10-28,32.2663,32.8713,32.1036,32.6241,303314.0
2022-10-29,32.2663,32.8713,32.1036,32.6241,303314.0
2022-10-30,32.2663,32.8713,32.1036,32.6241,303314.0
2022-10-31,32.7347,32.7802,32.4029,32.4549,283704.0
2022-11-01,32.7347,32.8322,32.3378,32.5915,217629.0
2022-11-02,32.4094,33.0599,31.7589,31.7914,256322.0
2022-11-03,31.349,31.8109,30.9067,31.5572,349041.0
2022-11-04,31.889,32.2689,31.349,31.915,211760.0
2022-11-05,31.889,32.2689,31.349,31.915,211760.0
2022-11-06,31.889,32.2689,31.349,31.915,211760.0
2022-11-07,31.9996,32.1475,31.658,31.9475,155214.0
2022-11-08,32.1101,32.3508,31.4499,31.8304,246624.0
2022-11-09,31.5038,31.9088,31.2392,31.347,181808.0
2022-11-10,32.4184,33.32,32.327,33.2286,278673.0
2022-11-11,33.2286,33.8884,33.2286,33.4311,221018.0
2022-11-12,33.2286,33.8884,33.2286,33.4311,221018.0
2022-11-13,33.2286,33.8884,33.2286,33.4311,221018.0
2022-11-14,33.1828,33.4834,32.621,32.6471,249176.0
2022-11-15,32.9999,33.503,32.6928,32.8366,238647.0
2022-11-16,32.634,32.8562,31.8043,32.438,329340.0
2022-11-17,32.1114,32.8496,31.5756,32.8366,206921.0
2022-11-18,32.9411,33.4572,32.9411,33.32,315557.0
2022-11-19,32.9411,33.4572,32.9411,33.32,315557.0
2022-11-20,32.9411,33.4572,32.9411,33.32,315557.0
2022-11-21,33.1502,33.4507,32.9836,33.3723,255092.0
2022-11-22,33.4964,34.2543,32.8333,33.8492,297144.0
2022-11-23,33.6467,33.993,33.4801,33.9734,185636.0
2022-11-24,33.6467,33.993,33.4801,33.9734,185636.0
2022-11-25,33.8166,34.1171,33.8166,33.895,77199.0
2022-11-26,33.8166,34.1171,33.8166,33.895,77199.0
2022-11-27,33.8166,34.1171,33.8166,33.895,77199.0
2022-11-28,33.7774,33.8884,33.1469,33.3266,239936.0
2022-11-29,33.3266,33.5356,32.9868,33.0195,306707.0
2022-11-30,32.9803,33.8068,32.2682,33.6663,305984.0
2022-12-01,33.9146,34.104,33.5226,33.9734,486201.0
2022-12-02,33.5356,34.2804,33.4507,34.104,215696.0
2022-12-03,33.5356,34.2804,33.4507,34.104,215696.0
2022-12-04,33.5356,34.2804,33.4507,34.104,215696.0
2022-12-05,34.6724,35.9726,34.202,35.0448,594174.0
2022-12-06,34.9403,35.2343,34.6561,35.1624,262041.0
2022-12-07,35.1167,35.3768,34.6528,34.8488,310898.0
2022-12-08,35.2343,35.2343,33.8492,34.0779,546716.0
2022-12-09,34.3523,34.3523,32.4511,32.5164,744957.0
2022-12-10,34.3523,34.3523,32.4511,32.5164,744957.0
2022-12-11,34.3523,34.3523,32.4511,32.5164,744957.0
2022-12-12,32.7451,32.7908,31.9938,32.4576,799986.0
2022-12-13,33.2874,33.4834,32.3531,32.7451,569606.0
2022-12-14,32.915,33.4899,32.7516,33.2874,606677.0
2022-12-15,33.0391,33.0391,32.3923,32.6406,604403.0
2022-12-16,32.2943,32.7255,32.1832,32.6144,888164.0
2022-12-17,32.2943,32.7255,32.1832,32.6144,888164.0
2022-12-18,32.2943,32.7255,32.1832,32.6144,888164.0
2022-12-19,32.5752,33.2351,32.5164,33.0391,470975.0
2022-12-20,33.0326,33.1828,32.6994,32.8562,525432.0
2022-12-21,33.0979,33.993,32.8758,33.7382,295658.0
2022-12-22,33.5814,33.6924,32.9607,33.4311,253359.0
2022-12-23,33.3658,34.1106,33.3658,34.0256,136632.0
2022-12-24,33.3658,34.1106,33.3658,34.0256,136632.0
2022-12-25,33.3658,34.1106,33.3658,34.0256,136632.0
2022-12-26,33.3658,34.1106,33.3658,34.0256,136632.0
2022-12-27,34.104,34.3588,33.8166,34.0256,139140.0
2022-12-28,33.993,34.3164,33.1692,33.3462,179193.0
2022-12-29,33.5095,34.2608,33.3462,34.1694,193808.0
2022-12-30,34.0387,34.4503,33.6598,34.1563,269114.0
2022-12-31,34.0387,34.4503,33.6598,34.1563,269114.0
2023-01-01,34.0387,34.4503,33.6598,34.1563,269114.0
2023-01-02,34.0387,34.4503,33.6598,34.1563,269114.0
2023-01-03,34.2347,34.5352,33.6402,33.7904,448818.0
2023-01-04,34.0648,34.3196,33.503,33.81,430208.0
2023-01-05,33.7186,33.7186,33.1763,33.5291,231303.0
2023-01-06,33.8558,34.6202,33.8558,34.5875,185118.0
2023-01-07,33.8558,34.6202,33.8558,34.5875,185118.0
2023-01-08,33.8558,34.6202,33.8558,34.5875,185118.0
2023-01-09,34.5875,34.8815,34.104,34.1432,161639.0
2023-01-10,34.0387,34.6071,33.7578,34.385,260469.0
2023-01-11,34.398,34.6071,33.8819,34.1171,263735.0
2023-01-12,34.202,34.385,33.8231,34.1628,293415.0
2023-01-13,33.908,34.0779,33.8035,33.8296,201044.0
2023-01-14,33.908,34.0779,33.8035,33.8296,201044.0
2023-01-15,33.908,34.0779,33.8035,33.8296,201044.0
2023-01-16,33.908,34.0779,33.8035,33.8296,201044.0
2023-01-17,33.7055,33.9995,33.3984,33.418,272732.0
2023-01-18,33.3984,33.8166,33.3984,33.5552,249780.0
2023-01-19,33.5356,33.6304,32.8039,33.1632,220199.0
2023-01-20,33.3854,33.3854,32.9411,33.1698,517716.0
2023-01-21,33.3854,33.3854,32.9411,33.1698,517716.0
2023-01-22,33.3854,33.3854,32.9411,33.1698,517716.0
2023-01-23,33.1698,33.3396,32.8823,33.0979,216599.0
2023-01-24,33.0979,33.81,32.7712,33.7447,468303.0
2023-01-25,33.7578,33.9864,33.5356,33.8166,222506.0
2023-01-26,33.9015,34.6332,33.7643,34.5483,375450.0
2023-01-27,34.9011,34.9011,34.1367,34.3327,299589.0
2023-01-28,34.9011,34.9011,34.1367,34.3327,299589.0
2023-01-29,34.9011,34.9011,34.1367,34.3327,299589.0
2023-01-30,34.2216,34.7182,34.0838,34.104,342272.0
2023-01-31,34.2935,35.169,34.1628,35.1559,690419.0
2023-02-01,35.1559,36.5932,35.0948,36.4168,544241.0
2023-02-02,36.4495,37.717,36.4495,37.436,387756.0
2023-02-03,37.1812,37.632,37.178,37.2335,219435.0
2023-02-04,37.1812,37.632,37.178,37.2335,219435.0
2023-02-05,37.1812,37.632,37.178,37.2335,219435.0
2023-02-06,36.9983,37.3184,36.4887,36.6194,320531.0
2023-02-07,36.4234,36.5344,35.9268,36.4168,257880.0
2023-02-08,36.1882,36.554,35.5544,35.5544,245873.0
2023-02-09,35.9203,36.3744,35.6263,35.966,242201.0
2023-02-10,35.966,36.2731,35.7047,36.1424,300197.0
2023-02-11,35.966,36.2731,35.7047,36.1424,300197.0
2023-02-12,35.966,36.2731,35.7047,36.1424,300197.0
2023-02-13,36.2666,37.2466,36.2045,37.142,348237.0
2023-02-14,36.9983,37.3772,36.7123,37.2596,276407.0
2023-02-15,36.9003,37.6974,36.737,37.6582,352022.0
2023-02-16,37.6386,40.3891,37.3576,40.082,784643.0
2023-02-17,40.5002,40.6374,39.0759,39.3046,482306.0
2023-02-18,40.5002,40.6374,39.0759,39.3046,482306.0
2023-02-19,40.5002,40.6374,39.0759,39.3046,482306.0
2023-02-20,40.5002,40.6374,39.0759,39.3046,482306.0
2023-02-21,38.8342,38.8864,37.2008,37.2858,363375.0
2023-02-22,37.3903,37.8444,37.1747,37.2074,341615.0
2023-02-23,37.3184,37.6549,37.1224,37.3446,253103.0
2023-02-24,37.1872,37.3052,36.8003,37.1937,227621.0
2023-02-25,37.1872,37.3052,36.8003,37.1937,227621.0
2023-02-26,37.1872,37.3052,36.8003,37.1937,227621.0
2023-02-27,37.4888,37.9413,37.4298,37.5806,262959.0
2023-02-28,37.5282,37.7839,36.9839,37.1675,404699.0
2023-03-01,37.2134,37.9872,37.1216,37.6855,209645.0
2023-03-02,37.3839,37.9544,37.2724,37.797,176852.0
2023-03-03,37.9282,38.1118,37.5839,37.9019,141606.0
2023-03-04,37.9282,38.1118,37.5839,37.9019,141606.0
2023-03-05,37.9282,38.1118,37.5839,37.9019,141606.0
2023-03-06,37.9019,38.0101,36.9511,37.1347,182085.0
2023-03-07,37.1741,37.7774,36.8987,37.056,156375.0
2023-03-08,37.0036,37.2528,36.3478,36.538,316905.0
2023-03-09,36.715,36.8659,36.0462,36.0921,160325.0
2023-03-10,36.02,36.4265,35.515,35.7642,331596.0
2023-03-11,36.02,36.4265,35.515,35.7642,331596.0
2023-03-12,36.02,36.4265,35.515,35.7642,331596.0
2023-03-13,35.1609,35.3445,34.0593,34.4134,338015.0
2023-03-14,35.2462,35.6331,34.3577,34.9118,297161.0
2023-03-15,33.8626,34.5183,33.7117,34.4659,373623.0
2023-03-16,33.9544,34.9708,33.8658,34.8003,255441.0
2023-03-17,34.5118,34.7478,33.7249,33.8429,467727.0
2023-03-18,34.5118,34.7478,33.7249,33.8429,467727.0
2023-03-19,34.5118,34.7478,33.7249,33.8429,467727.0
2023-03-20,34.2101,34.8462,34.0003,34.4003,272307.0
2023-03-21,34.9708,35.6134,34.6298,34.9314,237114.0
2023-03-22,34.8724,35.2265,34.2036,34.2036,187160.0
2023-03-23,34.3216,34.915,33.9019,33.9609,242192.0
2023-03-24,33.7576,34.374,33.4757,34.1708,313436.0
2023-03-25,33.7576,34.374,33.4757,34.1708,313436.0
2023-03-26,33.7576,34.374,33.4757,34.1708,313436.0
2023-03-27,34.3609,34.7806,34.0986,34.6167,351120.0
2023-03-28,34.5839,34.9904,34.5839,34.7937,141072.0
2023-03-29,35.1347,35.2462,34.8265,35.1413,182771.0
2023-03-30,35.3708,35.5282,35.1282,35.1937,140166.0
2023-03-31,35.397,35.9478,35.3314,35.8036,297204.0
2023-04-01,35.397,35.9478,35.3314,35.8036,297204.0
2023-04-02,35.397,35.9478,35.3314,35.8036,297204.0
2023-04-03,35.8167,36.1249,35.397,35.6986,186156.0
2023-04-04,35.8167,35.8167,34.7216,34.9839,176699.0
2023-04-05,34.7544,34.8134,34.0135,34.3413,159039.0
2023-04-06,34.3216,34.5527,33.9413,34.0068,194117.0
2023-04-07,34.3216,34.5527,33.9413,34.0068,194117.0
2023-04-08,34.3216,34.5527,33.9413,34.0068,194117.0
2023-04-09,34.3216,34.5527,33.9413,34.0068,194117.0
2023-04-10,33.8954,34.9609,33.8724,34.8724,207153.0
2023-04-11,35.0495,35.4823,35.0363,35.1937,148862.0
2023-04-12,35.4167,35.6462,35.1937,35.3642,266220.0
2023-04-13,35.4101,35.6396,34.82,35.4429,356066.0
2023-04-14,35.4429,35.6986,35.0822,35.515,225605.0
2023-04-15,35.4429,35.6986,35.0822,35.515,225605.0
2023-04-16,35.4429,35.6986,35.0822,35.515,225605.0
2023-04-17,35.5478,35.7642,35.2659,35.4757,138030.0
2023-04-18,35.5675,35.8036,35.3052,35.5609,153788.0
2023-04-19,35.4036,35.8757,35.2134,35.7905,175293.0
2023-04-20,35.7052,36.1183,35.5413,35.8036,168134.0
2023-04-21,35.7642,35.8364,34.9642,35.5675,381432.0
2023-04-22,35.7642,35.8364,34.9642,35.5675,381432.0
2023-04-23,35.7642,35.8364,34.9642,35.5675,381432.0
2023-04-24,35.6265,36.2101,35.5609,35.6462,120801.0
2023-04-25,35.3052,35.4036,35.0331,35.2003,312092.0
2023-04-26,34.7413,35.397,33.4363,34.2626,447570.0
2023-04-27,34.2363,34.7937,34.1904,34.7609,180591.0
2023-04-28,34.6691,35.3413,34.5642,34.8265,327786.0
2023-04-29,34.6691,35.3413,34.5642,34.8265,327786.0
2023-04-30,34.6691,35.3413,34.5642,34.8265,327786.0
2023-05-01,34.8003,35.7445,34.7019,35.0036,208188.0
2023-05-02,34.82,34.8986,34.0396,34.5577,255483.0
2023-05-03,34.6232,34.997,33.915,33.9413,309375.0
2023-05-04,33.7117,33.7642,32.8199,32.9183,345786.0
2023-05-05,33.397,33.8888,33.2462,33.6396,265196.0
2023-05-06,33.397,33.8888,33.2462,33.6396,265196.0
2023-05-07,33.397,33.8888,33.2462,33.6396,265196.0
2023-05-08,33.6724,33.811,33.4429,33.6068,211181.0
2023-05-09,33.5278,34.3311,33.2513,34.2785,283901.0
2023-05-10,34.6735,34.8974,34.4036,34.6538,401223.0
2023-05-11,34.5023,34.8381,34.3575,34.555,202491.0
2023-05-12,34.7723,35.1904,34.3311,34.6274,221750.0
2023-05-13,34.7723,35.1904,34.3311,34.6274,221750.0
2023-05-14,34.7723,35.1904,34.3311,34.6274,221750.0
2023-05-15,34.8513,34.9632,34.5122,34.7459,178737.0
2023-05-16,34.634,34.9962,34.2389,34.792,300480.0
2023-05-17,34.9632,35.4307,34.9632,35.1344,229737.0
2023-05-18,35.1344,35.49,35.0027,35.2529,178869.0
2023-05-19,35.6743,35.6743,34.4101,34.7262,333584.0
2023-05-20,35.6743,35.6743,34.4101,34.7262,333584.0
2023-05-21,35.6743,35.6743,34.4101,34.7262,333584.0
2023-05-22,34.7723,35.1147,34.4562,34.6933,414167.0
2023-05-23,34.6933,35.2793,34.4299,35.2134,241740.0
2023-05-24,35.1278,35.2793,34.6274,34.6801,270041.0
2023-05-25,34.5945,34.9764,34.1073,34.9632,279578.0
2023-05-26,34.8974,35.4834,34.8974,35.3056,226694.0
2023-05-27,34.8974,35.4834,34.8974,35.3056,226694.0
2023-05-28,34.8974,35.4834,34.8974,35.3056,226694.0
2023-05-29,34.8974,35.4834,34.8974,35.3056,226694.0
2023-05-30,35.332,35.7402,34.9073,35.2464,228255.0
2023-05-31,35.0554,35.0554,34.2455,34.4167,361160.0
2023-06-01,34.5879,34.7591,34.1138,34.3509,207143.0
2023-06-02,34.7591,36.6093,34.4068,36.5764,356127.0
2023-06-03,34.7591,36.6093,34.4068,36.5764,356127.0
2023-06-04,34.7591,36.6093,34.4068,36.5764,356127.0
2023-06-05,36.3262,36.5039,35.6875,36.1353,288795.0
2023-06-06,36.1748,37.8637,36.0299,37.4521,277127.0
2023-06-07,37.597,38.9468,37.3863,38.7756,284340.0
2023-06-08,38.7756,38.9205,38.4332,38.4793,245208.0
2023-06-09,38.2949,38.7295,38.262,38.5912,206712.0
2023-06-10,38.2949,38.7295,38.262,38.5912,206712.0
2023-06-11,38.2949,38.7295,38.262,38.5912,206712.0
2023-06-12,38.5517,39.0126,38.3805,38.4398,223487.0
2023-06-13,38.5781,39.7172,38.5629,39.5789,367247.0
2023-06-14,39.6382,40.2044,39.3452,39.5131,295908.0
2023-06-15,39.3155,39.7699,39.3155,39.5592,336200.0
2023-06-16,39.8225,40.1254,39.1773,39.197,492975.0
2023-06-17,39.8225,40.1254,39.1773,39.197,492975.0
2023-06-18,39.8225,40.1254,39.1773,39.197,492975.0
2023-06-19,39.8225,40.1254,39.1773,39.197,492975.0
2023-06-20,39.2629,39.5855,39.0192,39.0719,280835.0
2023-06-21,39.0126,39.7303,38.6637,39.1575,338321.0
2023-06-22,39.1904,39.5987,38.8151,39.5987,247608.0
2023-06-23,39.0653,39.5328,38.9731,39.1838,497183.0
2023-06-24,39.0653,39.5328,38.9731,39.1838,497183.0
2023-06-25,39.0653,39.5328,38.9731,39.1838,497183.0
2023-06-26,39.2036,39.7402,39.0587,39.2694,183432.0
2023-06-27,39.3484,40.2044,39.3089,39.9871,203150.0
2023-06-28,39.9476,40.3493,39.7221,40.0727,177407.0
2023-06-29,40.211,40.8102,40.1781,40.3295,208590.0
2023-06-30,40.7114,40.721,39.9674,39.9937,265347.0
2023-07-01,40.7114,40.721,39.9674,39.9937,265347.0
2023-07-02,40.7114,40.721,39.9674,39.9937,265347.0
2023-07-03,39.9081,40.5271,39.9081,40.2505,108696.0
2023-07-04,39.9081,40.5271,39.9081,40.2505,108696.0
2023-07-05,40.0201,40.0201,39.3155,39.3419,152127.0
2023-07-06,39.0126,39.4406,38.4925,38.7295,199568.0
2023-07-07,38.6637,39.2958,38.6637,39.0653,232986.0
2023-07-08,38.6637,39.2958,38.6637,39.0653,232986.0
2023-07-09,38.6637,39.2958,38.6637,39.0653,232986.0
2023-07-10,38.9336,39.7303,38.8349,39.2365,185202.0
2023-07-11,39.4077,40.1287,39.2826,39.8423,195564.0
2023-07-12,40.3888,40.4085,39.7699,39.7764,181928.0
2023-07-13,39.7633,40.155,39.434,40.0662,239166.0
2023-07-14,39.9015,40.7707,39.4604,40.7048,286122.0
2023-07-15,39.9015,40.7707,39.4604,40.7048,286122.0
2023-07-16,39.9015,40.7707,39.4604,40.7048,286122.0
2023-07-17,40.5468,41.1592,40.4744,40.6522,320970.0
2023-07-18,40.6522,41.2922,40.4513,40.6522,240909.0
2023-07-19,40.8102,41.5081,40.3822,41.5016,362838.0
2023-07-20,41.6398,41.6695,41.1328,41.462,222330.0
2023-07-21,41.5279,41.6925,41.1262,41.1526,306098.0
2023-07-22,41.5279,41.6925,41.1262,41.1526,306098.0
2023-07-23,41.5279,41.6925,41.1262,41.1526,306098.0
2023-07-24,41.1394,41.7188,41.1394,41.3962,268620.0
2023-07-25,41.1723,42.16,41.1723,41.9032,390972.0
2023-07-26,42.7987,45.7287,42.4826,42.9633,758487.0
2023-07-27,42.5221,42.7263,41.6029,41.8769,621818.0
2023-07-28,42.2983,42.6538,41.6991,41.8966,353747.0
2023-07-29,42.2983,42.6538,41.6991,41.8966,353747.0
2023-07-30,42.2983,42.6538,41.6991,41.8966,353747.0
2023-07-31,41.7847,42.6209,41.7452,42.588,261189.0
2023-08-01,42.5287,43.1016,42.5287,42.983,259202.0
2023-08-02,42.7526,43.2003,42.6407,42.9896,201854.0
2023-08-03,42.9435,43.0621,42.6275,42.7789,180942.0
2023-08-04,42.6999,42.8514,42.1797,42.2522,153671.0
2023-08-05,42.6999,42.8514,42.1797,42.2522,153671.0
2023-08-06,42.6999,42.8514,42.1797,42.2522,153671.0
2023-08-07,42.4431,43.0226,42.1863,42.9765,145788.0
2023-08-08,42.4695,42.4695,41.912,42.2061,154577.0
2023-08-09,42.081,42.081,41.3666,41.6925,254949.0
2023-08-10,41.7452,41.9131,41.2448,41.653,213590.0
2023-08-11,41.5806,42.05,41.5806,41.8834,142553.0
2023-08-12,41.5806,42.05,41.5806,41.8834,142553.0
