,NUE US Equity,NUE US Equity,NUE US Equity,NUE US Equity,NUE US Equity
2020-02-18,43.0183,43.5583,42.9633,43.3752,1822852.0
2020-02-19,43.4667,44.1898,43.3935,43.6681,1736717.0
2020-02-20,43.8603,44.0617,43.5491,43.7962,1329465.0
2020-02-21,43.485,44.5285,43.4759,44.4552,2348781.0
2020-02-22,43.485,44.5285,43.4759,44.4552,2348781.0
2020-02-23,43.485,44.5285,43.4759,44.4552,2348781.0
2020-02-24,43.2379,43.8145,43.0274,43.2837,2793483.0
2020-02-25,43.421,43.4759,41.1145,41.1602,3336468.0
2020-02-26,41.563,41.6179,39.9612,39.9704,2878797.0
2020-02-27,39.4303,39.9978,38.1581,38.2679,3650147.0
2020-02-28,36.9499,38.1398,36.5472,37.8469,4665892.0
2020-02-29,36.9499,38.1398,36.5472,37.8469,4665892.0
2020-03-01,36.9499,38.1398,36.5472,37.8469,4665892.0
2020-03-02,38.1306,39.1008,36.9957,39.0825,4039917.0
2020-03-03,39.1375,40.3456,37.7005,38.3229,3277585.0
2020-03-04,39.1008,39.5859,38.4144,39.531,2302563.0
2020-03-05,38.1123,38.3503,36.8035,37.316,2900252.0
2020-03-06,36.3275,37.4625,35.5679,36.2543,2975315.0
2020-03-07,36.3275,37.4625,35.5679,36.2543,2975315.0
2020-03-08,36.3275,37.4625,35.5679,36.2543,2975315.0
2020-03-09,33.6915,34.4146,31.7603,31.7786,3939963.0
2020-03-10,33.4261,34.1675,31.5955,33.9844,3648549.0
2020-03-11,32.9044,33.3346,31.6505,32.4284,3412849.0
2020-03-12,29.8016,31.6505,28.9229,29.0785,4495194.0
2020-03-13,31.1196,32.8037,29.8245,32.8037,4387983.0
2020-03-14,31.1196,32.8037,29.8245,32.8037,4387983.0
2020-03-15,31.1196,32.8037,29.8245,32.8037,4387983.0
2020-03-16,29.0602,30.8358,27.733,28.0442,3168553.0
2020-03-17,28.6758,29.7741,27.2296,28.3646,3875642.0
2020-03-18,26.7171,27.2022,25.1931,26.8635,4376508.0
2020-03-19,26.9459,31.0006,26.653,28.209,3166644.0
2020-03-20,29.1426,29.4812,27.5034,28.0351,4139981.0
2020-03-21,29.1426,29.4812,27.5034,28.0351,4139981.0
2020-03-22,29.1426,29.4812,27.5034,28.0351,4139981.0
2020-03-23,27.788,28.7399,25.9849,26.0123,3721847.0
2020-03-24,27.8246,29.884,27.6232,29.2707,3644728.0
2020-03-25,29.5453,30.726,27.82,28.5568,3324055.0
2020-03-26,28.7948,30.9182,28.1541,30.6986,4184320.0
2020-03-27,29.9572,31.0647,29.3531,30.5338,3114371.0
2020-03-28,29.9572,31.0647,29.3531,30.5338,3114371.0
2020-03-29,29.9572,31.0647,29.3531,30.5338,3114371.0
2020-03-30,30.3879,32.5558,29.7949,32.352,5136140.0
2020-03-31,32.3798,34.4272,31.8887,33.3711,4393498.0
2020-04-01,31.6571,33.4823,31.546,33.2599,5412825.0
2020-04-02,33.3155,34.3439,32.4909,33.297,4188172.0
2020-04-03,33.0098,33.7324,32.8152,33.0283,3504569.0
2020-04-04,33.0098,33.7324,32.8152,33.0283,3504569.0
2020-04-05,33.0098,33.7324,32.8152,33.0283,3504569.0
2020-04-06,34.6496,35.2703,34.1586,34.7515,5256561.0
2020-04-07,36.4377,36.5118,34.4107,34.5755,4768504.0
2020-04-08,34.9275,36.66,34.5732,36.1783,3152143.0
2020-04-09,36.9472,37.9015,35.9559,36.5303,3479138.0
2020-04-10,36.9472,37.9015,35.9559,36.5303,3479138.0
2020-04-11,36.9472,37.9015,35.9559,36.5303,3479138.0
2020-04-12,36.9472,37.9015,35.9559,36.5303,3479138.0
2020-04-13,36.6693,36.8175,35.4556,35.9374,3278135.0
2020-04-14,36.6322,37.0306,35.0572,35.5575,3349446.0
2020-04-15,33.2877,33.6305,32.4585,32.9171,3675766.0
2020-04-16,33.2136,33.2136,32.1705,32.8986,2652579.0
2020-04-17,34.2049,34.8627,34.0196,34.5847,2111995.0
2020-04-18,34.2049,34.8627,34.0196,34.5847,2111995.0
2020-04-19,34.2049,34.8627,34.0196,34.5847,2111995.0
2020-04-20,33.5749,34.5477,33.2136,33.8436,2033794.0
2020-04-21,32.7504,33.7231,32.7226,33.3989,2043678.0
2020-04-22,34.3253,34.3902,33.4081,33.7231,1603189.0
2020-04-23,33.8806,35.539,33.8065,34.9461,2363893.0
2020-04-24,35.5019,36.0485,34.9044,35.085,2393537.0
2020-04-25,35.5019,36.0485,34.9044,35.085,2393537.0
2020-04-26,35.5019,36.0485,34.9044,35.085,2393537.0
2020-04-27,35.2703,38.3091,35.2147,37.5216,3438254.0
2020-04-28,36.4377,38.1701,36.1783,37.5124,4238355.0
2020-04-29,38.4481,39.8285,38.4481,39.3745,4256963.0
2020-04-30,38.5593,39.1244,37.9571,38.1609,4537848.0
2020-05-01,37.1974,38.55,37.114,37.9848,2802762.0
2020-05-02,37.1974,38.55,37.114,37.9848,2802762.0
2020-05-03,37.1974,38.55,37.114,37.9848,2802762.0
2020-05-04,37.29,38.1887,36.975,38.0404,2115119.0
2020-05-05,38.6797,39.0503,37.6421,37.7532,2726541.0
2020-05-06,38.0775,38.4018,37.2529,37.5216,1563928.0
2020-05-07,38.2072,38.6982,37.8181,37.9015,1803075.0
2020-05-08,38.4573,39.1615,38.4295,39.0966,1615125.0
2020-05-09,38.4573,39.1615,38.4295,39.0966,1615125.0
2020-05-10,38.4573,39.1615,38.4295,39.0966,1615125.0
2020-05-11,38.0682,38.5778,37.4058,37.6421,2326785.0
2020-05-12,37.8551,37.8551,36.1226,36.1412,1925141.0
2020-05-13,35.7428,35.8633,34.2327,34.5755,2895132.0
2020-05-14,33.6953,34.7515,33.1209,34.733,2669705.0
2020-05-15,34.4365,35.3444,34.0937,35.2703,3585631.0
2020-05-16,34.4365,35.3444,34.0937,35.2703,3585631.0
2020-05-17,34.4365,35.3444,34.0937,35.2703,3585631.0
2020-05-18,37.114,38.3184,37.0677,37.8551,2172937.0
2020-05-19,37.7347,38.2165,37.2715,37.4382,1119675.0
2020-05-20,37.7718,38.6148,37.5957,37.6884,1674372.0
2020-05-21,37.5679,38.059,36.9935,37.0584,1533382.0
2020-05-22,37.0584,37.1881,36.1136,36.5766,1162321.0
2020-05-23,37.0584,37.1881,36.1136,36.5766,1162321.0
2020-05-24,37.0584,37.1881,36.1136,36.5766,1162321.0
2020-05-25,37.0584,37.1881,36.1136,36.5766,1162321.0
2020-05-26,38.0497,38.902,37.6513,38.4573,1910163.0
2020-05-27,39.3375,39.9953,39.1059,39.9304,2246711.0
2020-05-28,40.3381,40.6623,39.1707,39.4209,2000237.0
2020-05-29,39.0688,39.2726,38.2906,39.1522,3734089.0
2020-05-30,39.0688,39.2726,38.2906,39.1522,3734089.0
2020-05-31,39.0688,39.2726,38.2906,39.1522,3734089.0
2020-06-01,39.1615,39.6849,38.8742,39.3375,1580679.0
2020-06-02,39.6895,40.1435,39.4672,40.0509,1642960.0
2020-06-03,40.7642,41.2367,40.4029,40.8569,1514307.0
2020-06-04,40.755,41.3664,40.2084,41.3572,1933490.0
2020-06-05,42.821,43.2008,41.7463,42.1261,2276348.0
2020-06-06,42.821,43.2008,41.7463,42.1261,2276348.0
2020-06-07,42.821,43.2008,41.7463,42.1261,2276348.0
2020-06-08,42.228,42.8951,41.876,42.1447,2600563.0
2020-06-09,41.3757,41.4683,40.3103,40.9958,2012851.0
2020-06-10,41.0422,41.6907,40.5419,40.8569,1819888.0
2020-06-11,38.4666,39.6895,36.6183,36.7434,2771741.0
2020-06-12,38.2535,38.6612,37.2807,38.1701,1897092.0
2020-06-13,38.2535,38.6612,37.2807,38.1701,1897092.0
2020-06-14,38.2535,38.6612,37.2807,38.1701,1897092.0
2020-06-15,36.8453,39.4023,36.6785,38.8372,2610224.0
2020-06-16,41.7833,41.9825,40.1528,41.3108,3996758.0
2020-06-17,41.3108,41.4961,40.4863,40.7642,2170653.0
2020-06-18,40.301,41.1626,40.1157,40.3195,2133256.0
2020-06-19,40.9866,41.107,39.2448,39.5598,2871108.0
2020-06-20,40.9866,41.107,39.2448,39.5598,2871108.0
2020-06-21,40.9866,41.107,39.2448,39.5598,2871108.0
2020-06-22,39.3838,39.5969,38.9298,39.1892,1544188.0
2020-06-23,39.7822,39.9953,39.0966,39.1151,1539879.0
2020-06-24,38.8372,38.902,37.605,37.6791,2122274.0
2020-06-25,37.29,38.411,36.9657,38.374,1839082.0
2020-06-26,37.9478,38.0831,37.1696,37.6143,2897083.0
2020-06-27,37.9478,38.0831,37.1696,37.6143,2897083.0
2020-06-28,37.9478,38.0831,37.1696,37.6143,2897083.0
2020-06-29,38.0845,38.6927,37.9348,38.2716,1709862.0
2020-06-30,38.0096,38.9641,37.8038,38.7489,1701689.0
2020-07-01,38.7395,38.8237,37.3827,37.785,2408862.0
2020-07-02,38.4962,39.3945,38.4962,38.7395,2072001.0
2020-07-03,38.4962,39.3945,38.4962,38.7395,2072001.0
2020-07-04,38.4962,39.3945,38.4962,38.7395,2072001.0
2020-07-05,38.4962,39.3945,38.4962,38.7395,2072001.0
2020-07-06,39.6565,39.6939,38.019,38.9734,2405071.0
2020-07-07,38.4588,38.9734,38.0003,38.5336,2659317.0
2020-07-08,38.7301,38.7301,36.7562,37.1113,3177354.0
2020-07-09,36.9616,37.0645,36.0352,36.3066,2645072.0
2020-07-10,36.4095,37.9909,36.3721,37.8505,1752934.0
2020-07-11,36.4095,37.9909,36.3721,37.8505,1752934.0
2020-07-12,36.4095,37.9909,36.3721,37.8505,1752934.0
2020-07-13,38.2623,38.5243,37.3172,37.3733,2211808.0
2020-07-14,37.2049,38.4775,36.9429,38.4213,1670431.0
2020-07-15,39.1512,39.3271,38.1406,39.0015,1864680.0
2020-07-16,38.8331,39.6659,38.5243,39.0764,1848007.0
2020-07-17,39.2729,39.5723,38.5617,38.6085,1176516.0
2020-07-18,39.2729,39.5723,38.5617,38.6085,1176516.0
2020-07-19,39.2729,39.5723,38.5617,38.6085,1176516.0
2020-07-20,38.2436,38.6225,37.8225,38.0845,2002020.0
2020-07-21,38.2716,39.3934,38.2576,39.198,1808505.0
2020-07-22,38.8424,39.6378,38.7114,39.5442,1638885.0
2020-07-23,39.6565,40.9478,39.3664,39.853,2444333.0
2020-07-24,39.7782,40.1618,39.2869,40.0963,1801166.0
2020-07-25,39.7782,40.1618,39.2869,40.0963,1801166.0
2020-07-26,39.7782,40.1618,39.2869,40.0963,1801166.0
2020-07-27,39.8717,41.0788,39.6846,41.0133,2301929.0
2020-07-28,40.6671,40.7981,39.8717,39.9279,2693809.0
2020-07-29,39.9934,40.48,39.9887,40.48,2119867.0
2020-07-30,39.7782,40.0495,39.4974,39.956,1920825.0
2020-07-31,39.6472,39.8062,38.9594,39.2542,4898910.0
2020-08-01,39.6472,39.8062,38.9594,39.2542,4898910.0
2020-08-02,39.6472,39.8062,38.9594,39.2542,4898910.0
2020-08-03,39.591,40.3115,39.1793,40.1057,2471294.0
2020-08-04,40.0027,40.4472,39.6097,40.246,1924547.0
2020-08-05,40.7045,41.4796,40.6578,40.6858,1875339.0
2020-08-06,41.032,41.0601,40.349,40.48,1902087.0
2020-08-07,40.0589,41.6216,39.9092,41.4906,2190778.0
2020-08-08,40.0589,41.6216,39.9092,41.4906,2190778.0
2020-08-09,40.0589,41.6216,39.9092,41.4906,2190778.0
2020-08-10,41.7432,43.3152,41.6309,43.1375,2165690.0
2020-08-11,43.3433,43.7176,42.2579,42.4918,2688663.0
2020-08-12,42.969,43.072,42.4169,42.941,1615990.0
2020-08-13,42.3327,42.8848,42.0988,42.576,1438127.0
2020-08-14,42.2766,43.5586,42.1269,43.2685,1383142.0
2020-08-15,42.2766,43.5586,42.1269,43.2685,1383142.0
2020-08-16,42.2766,43.5586,42.1269,43.2685,1383142.0
2020-08-17,43.5398,43.8299,43.2357,43.3901,2126376.0
2020-08-18,43.4088,43.8112,43.2451,43.3901,2102863.0
2020-08-19,43.5211,43.9235,42.7491,42.8474,1715732.0
2020-08-20,42.2391,42.8755,42.1269,42.7164,1226917.0
2020-08-21,42.5199,42.5199,41.6122,41.8181,1502966.0
2020-08-22,42.5199,42.5199,41.6122,41.8181,1502966.0
2020-08-23,42.5199,42.5199,41.6122,41.8181,1502966.0
2020-08-24,42.2485,43.0813,42.0801,43.0626,1287223.0
2020-08-25,43.1,43.1187,42.3047,42.6415,1246483.0
2020-08-26,42.5947,42.9222,42.2859,42.576,1089479.0
2020-08-27,42.7725,43.072,42.2672,42.6228,972360.0
2020-08-28,42.7912,43.2217,42.6322,43.0345,1245179.0
2020-08-29,42.7912,43.2217,42.6322,43.0345,1245179.0
2020-08-30,42.7912,43.2217,42.6322,43.0345,1245179.0
2020-08-31,43.3433,43.3433,42.5292,42.5386,1897938.0
2020-09-01,42.5012,43.6428,42.1736,43.6428,2102364.0
2020-09-02,43.7457,44.5972,43.4556,44.4101,2764002.0
2020-09-03,44.2791,44.8031,43.2123,43.6147,2176677.0
2020-09-04,44.3726,44.5317,43.5211,43.886,2274986.0
2020-09-05,44.3726,44.5317,43.5211,43.886,2274986.0
2020-09-06,44.3726,44.5317,43.5211,43.886,2274986.0
2020-09-07,44.3726,44.5317,43.5211,43.886,2274986.0
2020-09-08,43.231,43.465,42.4918,42.6602,2363637.0
2020-09-09,43.1655,43.4463,42.6977,43.1,2257556.0
2020-09-10,43.2217,43.2872,42.445,42.4731,1227442.0
2020-09-11,42.7164,43.3059,42.3795,42.9784,1286533.0
2020-09-12,42.7164,43.3059,42.3795,42.9784,1286533.0
2020-09-13,42.7164,43.3059,42.3795,42.9784,1286533.0
2020-09-14,43.2591,43.9328,43.1141,43.727,1781928.0
2020-09-15,43.858,44.2884,43.617,43.7831,1795417.0
2020-09-16,43.9703,44.8686,43.5211,44.5036,1834403.0
2020-09-17,44.5598,46.0289,43.989,45.823,2519860.0
2020-09-18,45.7388,46.7588,45.6827,46.0195,4002098.0
2020-09-19,45.7388,46.7588,45.6827,46.0195,4002098.0
2020-09-20,45.7388,46.7588,45.6827,46.0195,4002098.0
2020-09-21,45.0931,45.2148,42.1362,42.8567,2879889.0
2020-09-22,42.7912,43.2217,42.3234,42.7444,1936390.0
2020-09-23,42.7351,43.493,41.7806,41.7994,1915582.0
2020-09-24,41.7339,42.8006,41.266,41.8836,1495803.0
2020-09-25,41.4625,42.4731,41.2192,42.3421,1134834.0
2020-09-26,41.4625,42.4731,41.2192,42.3421,1134834.0
2020-09-27,41.4625,42.4731,41.2192,42.3421,1134834.0
2020-09-28,43.2778,43.9235,42.6883,43.2965,1434870.0
2020-09-29,43.0535,43.2234,42.0633,42.2322,1190657.0
2020-09-30,42.5909,43.1856,42.0812,42.3455,1468223.0
2020-10-01,42.4965,42.9968,42.2761,42.5249,1811990.0
2020-10-02,41.8641,43.9671,41.7225,43.4594,2110286.0
2020-10-03,41.8641,43.9671,41.7225,43.4594,2110286.0
2020-10-04,41.8641,43.9671,41.7225,43.4594,2110286.0
2020-10-05,43.9502,44.9791,43.667,44.6299,2120418.0
2020-10-06,44.8753,45.5266,44.0352,44.2995,2280317.0
2020-10-07,44.998,46.2535,44.7526,45.9231,1861194.0
2020-10-08,46.1874,46.716,45.9514,46.6688,1719732.0
2020-10-09,47.0747,47.103,45.7909,46.1213,2080842.0
2020-10-10,47.0747,47.103,45.7909,46.1213,2080842.0
2020-10-11,47.0747,47.103,45.7909,46.1213,2080842.0
2020-10-12,46.0741,46.8009,46.008,46.5178,1909942.0
2020-10-13,46.2535,46.5744,45.6399,45.9419,1616707.0
2020-10-14,45.7248,46.8906,45.7248,46.6122,1563310.0
2020-10-15,45.7437,46.5272,45.3285,46.4989,1475163.0
2020-10-16,46.7065,46.9425,46.2393,46.565,1366084.0
2020-10-17,46.7065,46.9425,46.2393,46.565,1366084.0
2020-10-18,46.7065,46.9425,46.2393,46.565,1366084.0
2020-10-19,46.7726,47.5089,46.0883,46.2251,1712008.0
2020-10-20,46.6216,46.9803,45.7626,45.7909,2606960.0
2020-10-21,45.9891,46.4989,45.7154,45.7248,1866593.0
2020-10-22,45.4133,47.4051,45.4133,47.103,2073143.0
2020-10-23,47.4617,47.8582,46.8293,47.3768,1845723.0
2020-10-24,47.4617,47.8582,46.8293,47.3768,1845723.0
2020-10-25,47.4617,47.8582,46.8293,47.3768,1845723.0
2020-10-26,46.8198,46.8293,45.3378,45.5738,1764361.0
2020-10-27,45.4228,46.0505,45.2434,45.5172,1487263.0
2020-10-28,44.6582,44.8753,43.5821,43.9691,2562670.0
2020-10-29,43.7426,45.621,43.4216,45.2529,1911154.0
2020-10-30,44.7431,45.2529,44.1532,45.083,3114171.0
2020-10-31,44.7431,45.2529,44.1532,45.083,3114171.0
2020-11-01,44.7431,45.2529,44.1532,45.083,3114171.0
2020-11-02,45.8853,46.2817,44.9886,46.1307,1791362.0
2020-11-03,46.9048,47.5089,46.5083,47.2446,1422652.0
2020-11-04,46.8576,46.8576,44.2712,44.3184,2370408.0
2020-11-05,44.7998,46.8198,44.7998,46.0647,1715975.0
2020-11-06,46.5555,46.6971,45.4983,45.706,1350196.0
2020-11-07,46.5555,46.6971,45.4983,45.706,1350196.0
2020-11-08,46.5555,46.6971,45.4983,45.706,1350196.0
2020-11-09,48.7077,49.9348,47.877,47.9148,2250452.0
2020-11-10,48.1697,49.2269,47.9489,48.8776,1572317.0
2020-11-11,48.9248,48.9248,47.7732,47.962,2111381.0
2020-11-12,47.3956,47.6647,46.3573,46.8293,1413369.0
2020-11-13,47.4334,49.0098,47.339,48.7644,1510811.0
2020-11-14,47.4334,49.0098,47.339,48.7644,1510811.0
2020-11-15,47.4334,49.0098,47.339,48.7644,1510811.0
2020-11-16,50.2275,51.6717,49.1797,51.2564,3099716.0
2020-11-17,50.5201,51.1809,50.2133,50.841,1662224.0
2020-11-18,51.1903,51.3319,49.9396,49.9537,1442128.0
2020-11-19,49.6894,50.4729,49.411,49.8688,1332081.0
2020-11-20,49.6894,49.9632,49.3685,49.6045,1016009.0
2020-11-21,49.6894,49.9632,49.3685,49.6045,1016009.0
2020-11-22,49.6894,49.9632,49.3685,49.6045,1016009.0
2020-11-23,50.3691,50.926,49.7838,50.6617,1560210.0
2020-11-24,51.3413,53.3331,51.2941,53.2575,2235893.0
2020-11-25,52.5024,52.7856,51.464,51.7095,2703883.0
2020-11-26,52.5024,52.7856,51.464,51.7095,2703883.0
2020-11-27,51.8794,52.6062,51.6623,51.9832,1052590.0
2020-11-28,51.8794,52.6062,51.6623,51.9832,1052590.0
2020-11-29,51.8794,52.6062,51.6623,51.9832,1052590.0
2020-11-30,51.634,52.2381,50.6806,50.69,2847271.0
2020-12-01,52.0587,52.5496,51.6812,51.8511,1873483.0
2020-12-02,51.9455,52.8233,51.7567,52.0115,1839497.0
2020-12-03,52.2003,52.795,51.4876,51.7284,1791813.0
2020-12-04,52.559,53.805,52.0871,53.2575,1675212.0
2020-12-05,52.559,53.805,52.0871,53.2575,1675212.0
2020-12-06,52.559,53.805,52.0871,53.2575,1675212.0
2020-12-07,52.8516,53.5502,52.4835,52.8045,1769757.0
2020-12-08,52.3136,54.277,52.3136,53.3708,2056207.0
2020-12-09,53.8334,54.1732,52.8611,53.267,1458045.0
2020-12-10,53.0121,54.0127,52.6345,53.9089,1443173.0
2020-12-11,53.3803,53.7295,52.3419,53.4652,1492588.0
2020-12-12,53.3803,53.7295,52.3419,53.4652,1492588.0
2020-12-13,53.3803,53.7295,52.3419,53.4652,1492588.0
2020-12-14,54.1354,54.2015,52.3702,52.5401,1888677.0
2020-12-15,53.3519,53.5879,52.5213,53.3991,1491593.0
2020-12-16,53.3425,53.5832,52.6534,53.2764,1476467.0
2020-12-17,53.7767,53.8323,52.2947,52.3419,1973517.0
2020-12-18,52.3514,52.3514,50.7183,50.9071,4603593.0
2020-12-19,52.3514,52.3514,50.7183,50.9071,4603593.0
2020-12-20,52.3514,52.3514,50.7183,50.9071,4603593.0
2020-12-21,50.0292,51.1903,49.8131,51.1053,1450320.0
2020-12-22,51.1714,51.3413,49.8405,50.1142,1720321.0
2020-12-23,50.3691,50.5484,49.4912,49.6233,1564325.0
2020-12-24,49.9726,49.9915,49.0947,49.5006,620130.0
2020-12-25,49.9726,49.9915,49.0947,49.5006,620130.0
2020-12-26,49.9726,49.9915,49.0947,49.5006,620130.0
2020-12-27,49.9726,49.9915,49.0947,49.5006,620130.0
2020-12-28,49.6517,50.0575,49.1089,49.1891,1425451.0
2020-12-29,49.2835,49.9632,49.0475,49.1608,1222590.0
2020-12-30,49.2892,50.5545,49.2607,50.3642,1582539.0
2020-12-31,50.3738,50.7828,49.684,50.6021,1283412.0
2021-01-01,50.3738,50.7828,49.684,50.6021,1283412.0
2021-01-02,50.3738,50.7828,49.684,50.6021,1283412.0
2021-01-03,50.3738,50.7828,49.684,50.6021,1283412.0
2021-01-04,51.5439,51.991,49.6983,49.9552,2308934.0
2021-01-05,49.9647,51.8769,49.9171,51.4393,2223660.0
2021-01-06,53.6178,54.7499,52.9709,54.2457,3291272.0
2021-01-07,54.8356,54.9426,52.9614,53.4561,2229484.0
2021-01-08,53.4751,53.8462,52.0957,53.2944,2720829.0
2021-01-09,53.4751,53.8462,52.0957,53.2944,2720829.0
2021-01-10,53.4751,53.8462,52.0957,53.2944,2720829.0
2021-01-11,52.2764,54.7214,51.9815,54.0364,1858165.0
2021-01-12,54.2267,55.6727,53.5417,55.2732,2308400.0
2021-01-13,54.9878,55.14,53.6274,53.9508,1876007.0
2021-01-14,54.6453,54.7024,53.8866,53.9223,1207315.0
2021-01-15,53.0756,53.2278,51.601,52.7711,1613936.0
2021-01-16,53.0756,53.2278,51.601,52.7711,1613936.0
2021-01-17,53.0756,53.2278,51.601,52.7711,1613936.0
2021-01-18,53.0756,53.2278,51.601,52.7711,1613936.0
2021-01-19,53.2373,54.2457,53.1175,53.1612,1606675.0
2021-01-20,53.3895,53.6434,52.4667,53.047,2231978.0
2021-01-21,52.8853,53.1231,51.7532,51.7722,1728327.0
2021-01-22,51.3441,52.3858,50.9636,52.1147,1522079.0
2021-01-23,51.3441,52.3858,50.9636,52.1147,1522079.0
2021-01-24,51.3441,52.3858,50.9636,52.1147,1522079.0
2021-01-25,52.2669,52.2669,50.9921,51.8674,1984858.0
2021-01-26,52.324,52.5143,50.212,50.2311,2531259.0
2021-01-27,49.2797,49.3748,48.3569,48.8326,3165962.0
2021-01-28,49.3558,49.4605,46.635,47.8812,3985154.0
2021-01-29,47.8051,47.9859,45.6028,46.3591,5113709.0
2021-01-30,47.8051,47.9859,45.6028,46.3591,5113709.0
2021-01-31,47.8051,47.9859,45.6028,46.3591,5113709.0
2021-02-01,46.9489,47.4151,45.7217,46.635,2445455.0
2021-02-02,46.8633,48.4711,46.6635,48.0144,3365731.0
2021-02-03,48.9562,49.7839,48.4235,49.1465,2854337.0
2021-02-04,48.8706,50.0646,48.6613,49.489,2675745.0
2021-02-05,50.0883,50.8875,50.0503,50.4023,1811203.0
2021-02-06,50.0883,50.8875,50.0503,50.4023,1811203.0
2021-02-07,50.0883,50.8875,50.0503,50.4023,1811203.0
2021-02-08,51.0492,51.7342,50.7353,51.0873,1680931.0
2021-02-09,52.6094,52.9091,51.3917,52.0196,2877544.0
2021-02-10,52.4191,52.6094,51.4202,52.286,2180877.0
2021-02-11,52.1813,52.3906,51.127,52.1813,1421617.0
2021-02-12,51.934,53.6844,51.9054,53.5988,2363553.0
2021-02-13,51.934,53.6844,51.9054,53.5988,2363553.0
2021-02-14,51.934,53.6844,51.9054,53.5988,2363553.0
2021-02-15,51.934,53.6844,51.9054,53.5988,2363553.0
2021-02-16,54.1696,55.2161,53.8937,54.5502,3784737.0
2021-02-17,55.473,55.5396,54.1982,54.2267,3737855.0
2021-02-18,54.0174,54.5882,53.3515,53.751,2739719.0
2021-02-19,54.065,55.6823,53.9698,55.2161,3627152.0
2021-02-20,54.065,55.6823,53.9698,55.2161,3627152.0
2021-02-21,54.065,55.6823,53.9698,55.2161,3627152.0
2021-02-22,55.178,57.9963,55.178,56.9571,3801963.0
2021-02-23,57.585,58.0321,57.0807,57.8989,3668559.0
2021-02-24,58.2128,60.0489,58.1462,59.9633,3423567.0
2021-02-25,59.9633,60.3914,58.2604,58.5173,1883467.0
2021-02-26,58.0606,58.5553,56.6241,56.9095,2876186.0
2021-02-27,58.0606,58.5553,56.6241,56.9095,2876186.0
2021-02-28,58.0606,58.5553,56.6241,56.9095,2876186.0
