,GPS US Equity,GPS US Equity,GPS US Equity,GPS US Equity,GPS US Equity
2021-05-04,30.7179,31.059,30.0094,30.8054,7276712.0
2021-05-05,30.9278,31.024,30.0094,30.0619,4219436.0
2021-05-06,30.1494,30.4162,29.5109,30.3768,4005077.0
2021-05-07,30.1756,31.0547,30.0418,30.9978,3500713.0
2021-05-08,30.1756,31.0547,30.0418,30.9978,3500713.0
2021-05-09,30.1756,31.0547,30.0418,30.9978,3500713.0
2021-05-10,31.0503,32.4104,31.0065,31.1902,5951948.0
2021-05-11,30.1931,30.9628,29.1523,30.8666,6842501.0
2021-05-12,31.1902,31.2252,28.2426,28.3913,8000865.0
2021-05-13,28.5488,29.7121,28.5313,29.301,6026198.0
2021-05-14,29.6858,31.2689,29.5896,31.234,5021477.0
2021-05-15,29.6858,31.2689,29.5896,31.234,5021477.0
2021-05-16,29.6858,31.2689,29.5896,31.234,5021477.0
2021-05-17,31.0153,31.8462,30.4905,31.7762,5166415.0
2021-05-18,32.371,32.9133,30.2762,30.5955,8410198.0
2021-05-19,29.7733,30.0532,28.7474,29.6858,7529481.0
2021-05-20,29.7121,29.8782,28.2514,28.4963,9946024.0
2021-05-21,28.8724,29.0911,28.2864,28.4613,6691920.0
2021-05-22,28.8724,29.0911,28.2864,28.4613,6691920.0
2021-05-23,28.8724,29.0911,28.2864,28.4613,6691920.0
2021-05-24,28.7062,28.9074,27.954,28.6712,5523478.0
2021-05-25,29.0823,29.5109,28.4788,28.5663,5189854.0
2021-05-26,28.8636,30.7092,28.8243,29.7558,8218164.0
2021-05-27,30.1144,30.9191,29.8608,30.7442,9579641.0
2021-05-28,30.613,30.7354,28.7412,29.2572,15277594.0
2021-05-29,30.613,30.7354,28.7412,29.2572,15277594.0
2021-05-30,30.613,30.7354,28.7412,29.2572,15277594.0
2021-05-31,30.613,30.7354,28.7412,29.2572,15277594.0
2021-06-01,28.6975,29.0123,27.7441,28.9686,16523350.0
2021-06-02,28.645,28.8899,28.1202,28.4176,9314382.0
2021-06-03,28.1377,28.2864,27.3636,27.6566,7268179.0
2021-06-04,27.9365,27.9365,26.607,27.6391,8419405.0
2021-06-05,27.9365,27.9365,26.607,27.6391,8419405.0
2021-06-06,27.9365,27.9365,26.607,27.6391,8419405.0
2021-06-07,27.7441,27.9709,27.1493,27.4205,4210167.0
2021-06-08,27.9453,28.4613,27.403,28.2077,6770394.0
2021-06-09,28.1552,28.4351,27.4992,27.6391,4193745.0
2021-06-10,27.7441,28.1989,27.0706,27.3855,4500362.0
2021-06-11,27.6829,28.3214,27.6654,28.2601,5252064.0
2021-06-12,27.6829,28.3214,27.6654,28.2601,5252064.0
2021-06-13,27.6829,28.3214,27.6654,28.2601,5252064.0
2021-06-14,28.1727,28.54,28.1027,28.3738,6822472.0
2021-06-15,28.4438,28.5225,27.5604,28.2951,4511308.0
2021-06-16,28.2339,28.8899,27.8141,28.7587,5609562.0
2021-06-17,28.7849,29.1698,27.7878,28.3214,6121559.0
2021-06-18,27.6916,27.9365,27.0968,27.3592,7539210.0
2021-06-19,27.6916,27.9365,27.0968,27.3592,7539210.0
2021-06-20,27.6916,27.9365,27.0968,27.3592,7539210.0
2021-06-21,27.7266,28.1814,27.4861,27.6479,7211571.0
2021-06-22,27.7178,28.3301,27.2455,28.2426,4389757.0
2021-06-23,28.3651,29.0779,28.1289,28.8112,3683844.0
2021-06-24,28.9161,29.1523,28.6625,28.9511,3621631.0
2021-06-25,29.301,29.9351,29.1698,29.7296,8596141.0
2021-06-26,29.301,29.9351,29.1698,29.7296,8596141.0
2021-06-27,29.301,29.9351,29.1698,29.7296,8596141.0
2021-06-28,29.5634,29.5634,28.2776,28.5663,4569243.0
2021-06-29,28.7324,29.1085,28.3301,28.4963,4694350.0
2021-06-30,28.6275,29.5721,28.4438,29.4322,6862771.0
2021-07-01,29.8083,30.1625,29.2922,29.3185,6101566.0
2021-07-02,29.2747,29.7033,28.9599,29.2135,4282008.0
2021-07-03,29.2747,29.7033,28.9599,29.2135,4282008.0
2021-07-04,29.2747,29.7033,28.9599,29.2135,4282008.0
2021-07-05,29.2747,29.7033,28.9599,29.2135,4282008.0
2021-07-06,29.3188,29.3627,27.7915,28.3445,5124792.0
2021-07-07,28.0811,28.4937,27.3613,27.5457,4519346.0
2021-07-08,27.0102,27.3438,26.0885,27.1155,5011039.0
2021-07-09,27.7388,28.5464,27.73,28.3884,5007490.0
2021-07-10,27.7388,28.5464,27.73,28.3884,5007490.0
2021-07-11,27.7388,28.5464,27.73,28.3884,5007490.0
2021-07-12,27.9934,28.52,27.5457,28.3445,3115260.0
2021-07-13,28.0899,28.3006,27.4911,27.6422,4256541.0
2021-07-14,27.7827,28.3181,27.1507,27.2121,3224594.0
2021-07-15,26.8171,27.3438,25.2809,26.0885,13882597.0
2021-07-16,26.2816,26.4221,24.7674,24.8596,6670447.0
2021-07-17,26.2816,26.4221,24.7674,24.8596,6670447.0
2021-07-18,26.2816,26.4221,24.7674,24.8596,6670447.0
2021-07-19,23.7535,24.605,23.4858,24.289,9538356.0
2021-07-20,24.3504,25.2239,24.0344,25.0264,5900527.0
2021-07-21,25.3073,26.3167,25.3073,25.8691,6327667.0
2021-07-22,25.9393,25.9568,25.1238,25.474,4037144.0
2021-07-23,25.7637,25.9481,25.2985,25.5794,3727236.0
2021-07-24,25.7637,25.9481,25.2985,25.5794,3727236.0
2021-07-25,25.7637,25.9481,25.2985,25.5794,3727236.0
2021-07-26,26.2465,26.5011,25.7462,26.3343,5924626.0
2021-07-27,25.9919,26.1851,25.1405,25.6672,5244431.0
2021-07-28,25.8076,26.0973,25.0527,25.1931,4164571.0
2021-07-29,25.3687,25.8778,25.2458,25.4038,4223875.0
2021-07-30,25.2195,26.444,25.0264,25.6057,5748177.0
2021-07-31,25.2195,26.444,25.0264,25.6057,5748177.0
2021-08-01,25.2195,26.444,25.0264,25.6057,5748177.0
2021-08-02,25.7462,26.6064,25.5355,25.5443,6150211.0
2021-08-03,25.7462,25.8822,24.7981,25.8603,4776982.0
2021-08-04,25.4389,25.5092,23.7623,23.7886,7984184.0
2021-08-05,24.0344,25.2195,23.973,25.0264,4855290.0
2021-08-06,25.3073,26.1675,25.0878,25.553,7391267.0
2021-08-07,25.3073,26.1675,25.0878,25.553,7391267.0
2021-08-08,25.3073,26.1675,25.0878,25.553,7391267.0
2021-08-09,25.2721,25.632,24.6577,25.4653,5225849.0
2021-08-10,25.5443,26.8961,25.5443,26.5889,5377466.0
2021-08-11,26.5713,26.9839,26.2202,26.6679,3898961.0
2021-08-12,27.0102,27.2472,25.9568,26.3343,4517256.0
2021-08-13,26.1324,26.1763,25.2915,25.3599,3880712.0
2021-08-14,26.1324,26.1763,25.2915,25.3599,3880712.0
2021-08-15,26.1324,26.1763,25.2915,25.3599,3880712.0
2021-08-16,25.1054,25.1054,24.131,24.5787,6406004.0
2021-08-17,24.1661,24.1661,23.104,23.4902,6373591.0
2021-08-18,23.5077,23.9554,23.2883,23.4112,4408242.0
2021-08-19,22.8757,24.1398,22.8231,24.0695,7568229.0
2021-08-20,24.0344,24.8245,23.8633,24.8157,6998698.0
2021-08-21,24.0344,24.8245,23.8633,24.8157,6998698.0
2021-08-22,24.0344,24.8245,23.8633,24.8157,6998698.0
2021-08-23,25.2019,25.3248,24.6489,24.8596,5562828.0
2021-08-24,25.0,25.7198,24.9737,25.474,4742331.0
2021-08-25,25.237,25.3424,24.0783,24.1222,9491235.0
2021-08-26,23.7799,23.894,22.8231,23.1303,15513470.0
2021-08-27,24.0959,24.5699,23.025,23.2707,20201276.0
2021-08-28,24.0959,24.5699,23.025,23.2707,20201276.0
2021-08-29,24.0959,24.5699,23.025,23.2707,20201276.0
2021-08-30,23.1917,23.7184,22.6826,23.4726,13182582.0
2021-08-31,23.3805,23.5692,22.9741,23.4639,10389890.0
2021-09-01,23.6658,23.8676,23.1399,23.2181,7414926.0
2021-09-02,23.0425,23.4024,22.4939,22.5422,7451792.0
2021-09-03,22.5509,22.5773,21.8267,22.0418,7168246.0
2021-09-04,22.5509,22.5773,21.8267,22.0418,7168246.0
2021-09-05,22.5509,22.5773,21.8267,22.0418,7168246.0
2021-09-06,22.5509,22.5773,21.8267,22.0418,7168246.0
2021-09-07,22.0155,22.1522,21.6161,21.8487,7184177.0
2021-09-08,21.875,21.875,21.0192,21.3308,6600157.0
2021-09-09,21.4273,21.954,21.2254,21.5941,8180735.0
2021-09-10,21.7082,21.8373,20.927,20.9445,7609931.0
2021-09-11,21.7082,21.8373,20.927,20.9445,7609931.0
2021-09-12,21.7082,21.8373,20.927,20.9445,7609931.0
2021-09-13,21.1552,21.4361,21.0587,21.3834,6773557.0
2021-09-14,21.5063,21.5063,20.8831,20.927,6112390.0
2021-09-15,20.9007,21.1552,20.7558,20.9182,4708644.0
2021-09-16,20.9972,21.6727,20.9972,21.243,7074560.0
2021-09-17,21.3834,21.9452,21.2606,21.3747,8694932.0
2021-09-18,21.3834,21.9452,21.2606,21.3747,8694932.0
2021-09-19,21.3834,21.9452,21.2606,21.3747,8694932.0
2021-09-20,20.8304,21.3747,20.5056,20.9094,7644865.0
2021-09-21,21.0587,21.2693,20.4003,20.4354,8113850.0
2021-09-22,20.5671,21.0023,20.5451,20.7426,6813682.0
2021-09-23,20.8041,21.6863,20.8041,21.2342,7557261.0
2021-09-24,20.8919,21.2957,20.7514,20.9884,4384049.0
2021-09-25,20.8919,21.2957,20.7514,20.9884,4384049.0
2021-09-26,20.8919,21.2957,20.7514,20.9884,4384049.0
2021-09-27,21.1289,21.8224,21.1025,21.5766,7362673.0
2021-09-28,21.4361,21.9189,21.2869,21.5941,9486341.0
2021-09-29,22.3754,22.9284,21.6292,21.6643,12058244.0
2021-09-30,21.2518,21.2518,19.9175,19.9263,16600115.0
2021-10-01,19.9263,20.9577,19.8122,20.69,11124742.0
2021-10-02,19.9263,20.9577,19.8122,20.69,11124742.0
2021-10-03,19.9263,20.9577,19.8122,20.69,11124742.0
2021-10-04,20.6022,21.2254,20.6022,20.9709,9580751.0
2021-10-05,21.0856,21.412,20.8385,20.9444,11614439.0
2021-10-06,20.6268,20.8033,20.1769,20.4856,8846690.0
2021-10-07,20.7768,21.1473,20.7591,20.8474,8190457.0
2021-10-08,21.0415,21.0415,20.4239,20.468,5777423.0
2021-10-09,21.0415,21.0415,20.4239,20.468,5777423.0
2021-10-10,21.0415,21.0415,20.4239,20.468,5777423.0
2021-10-11,20.468,20.6533,19.4534,19.4799,10308309.0
2021-10-12,19.5946,20.0622,19.5064,20.0181,8177297.0
2021-10-13,20.0886,20.1592,19.7843,19.8857,4673552.0
2021-10-14,19.9298,20.2298,19.8857,20.0622,6145484.0
2021-10-15,20.2916,20.5386,19.4446,19.5328,9050794.0
2021-10-16,20.2916,20.5386,19.4446,19.5328,9050794.0
2021-10-17,20.2916,20.5386,19.4446,19.5328,9050794.0
2021-10-18,19.4534,20.5033,19.2593,20.4239,9055827.0
2021-10-19,20.3886,20.4945,20.0578,20.3357,5911089.0
2021-10-20,20.168,20.6621,19.9927,20.3004,6896023.0
2021-10-21,20.3357,20.6974,20.1769,20.2298,5385015.0
2021-10-22,19.9651,20.1592,19.6563,19.8681,5680866.0
2021-10-23,19.9651,20.1592,19.6563,19.8681,5680866.0
2021-10-24,19.9651,20.1592,19.6563,19.8681,5680866.0
2021-10-25,19.8681,20.168,19.7446,19.8593,7045242.0
2021-10-26,20.0533,20.318,19.8857,20.0357,5633446.0
2021-10-27,20.1063,20.1063,19.1711,19.1976,7435070.0
2021-10-28,19.3299,20.3974,19.2505,20.2563,9115617.0
2021-10-29,20.0445,20.3445,19.771,20.0181,5313559.0
2021-10-30,20.0445,20.3445,19.771,20.0181,5313559.0
2021-10-31,20.0445,20.3445,19.771,20.0181,5313559.0
2021-11-01,20.3621,20.9179,20.221,20.865,7692727.0
2021-11-02,20.9709,21.0415,20.3357,20.5298,5650048.0
2021-11-03,20.3974,22.0649,20.3886,21.6414,8991075.0
2021-11-04,21.6502,21.9413,21.4032,21.6943,5370276.0
2021-11-05,22.3119,22.6295,21.7031,21.959,5292875.0
2021-11-06,22.3119,22.6295,21.7031,21.959,5292875.0
2021-11-07,22.3119,22.6295,21.7031,21.959,5292875.0
2021-11-08,22.0384,22.1968,21.509,21.5973,4802103.0
2021-11-09,21.6943,22.5501,21.6546,22.4972,8890539.0
2021-11-10,22.0207,22.4972,21.6943,21.8178,5739316.0
2021-11-11,21.9149,22.3472,21.7296,22.0207,3794755.0
2021-11-12,22.1001,22.2854,21.8443,21.8972,4836654.0
2021-11-13,22.1001,22.2854,21.8443,21.8972,4836654.0
2021-11-14,22.1001,22.2854,21.8443,21.8972,4836654.0
2021-11-15,22.2237,22.6295,21.884,21.9149,4357229.0
2021-11-16,21.9413,22.2898,21.6767,22.109,3982326.0
2021-11-17,22.1707,22.206,20.9532,20.9621,7018041.0
2021-11-18,22.0737,22.4266,21.1826,21.8796,18300170.0
2021-11-19,21.5267,21.7296,21.0944,21.2355,8814686.0
2021-11-20,21.5267,21.7296,21.0944,21.2355,8814686.0
2021-11-21,21.5267,21.7296,21.0944,21.2355,8814686.0
2021-11-22,21.3238,22.0031,21.0183,21.1209,10539949.0
2021-11-23,20.2827,20.9047,19.9298,20.7415,18948414.0
2021-11-24,16.3038,17.0184,15.6267,15.7392,55120941.0
2021-11-25,16.3038,17.0184,15.6267,15.7392,55120941.0
2021-11-26,15.4745,15.4745,14.9055,15.2892,11944970.0
2021-11-27,15.4745,15.4745,14.9055,15.2892,11944970.0
2021-11-28,15.4745,15.4745,14.9055,15.2892,11944970.0
2021-11-29,15.4657,15.7524,14.8658,15.7039,19728242.0
2021-11-30,15.501,15.7039,14.557,14.5834,20549487.0
2021-12-01,14.9805,15.4833,14.0806,14.0982,14942793.0
2021-12-02,14.3276,14.5349,13.9703,14.3805,11199210.0
2021-12-03,14.3364,14.7952,14.1776,14.7511,10642899.0
2021-12-04,14.3364,14.7952,14.1776,14.7511,10642899.0
2021-12-05,14.3364,14.7952,14.1776,14.7511,10642899.0
2021-12-06,14.9893,15.8451,14.9893,15.2981,14584035.0
2021-12-07,15.5274,15.748,15.254,15.3245,7172020.0
2021-12-08,15.3775,15.651,15.2628,15.2981,6277877.0
2021-12-09,15.2892,15.6245,15.1304,15.1657,6848041.0
2021-12-10,15.2187,15.4172,14.6981,14.954,5594083.0
2021-12-11,15.2187,15.4172,14.6981,14.954,5594083.0
2021-12-12,15.2187,15.4172,14.6981,14.954,5594083.0
2021-12-13,14.8569,15.0731,14.1203,14.3894,9013979.0
2021-12-14,14.31,14.8569,14.1512,14.5658,7467521.0
2021-12-15,14.3629,14.7334,14.085,14.6717,9885467.0
2021-12-16,14.9099,15.0422,14.4712,14.5305,7246792.0
2021-12-17,14.5393,15.0422,14.2394,14.8393,12624808.0
2021-12-18,14.5393,15.0422,14.2394,14.8393,12624808.0
2021-12-19,14.5393,15.0422,14.2394,14.8393,12624808.0
2021-12-20,14.504,14.7334,14.2394,14.7246,7551889.0
2021-12-21,15.0069,15.3598,14.9893,15.1569,6847984.0
2021-12-22,15.1128,15.2981,14.9893,15.1657,5063405.0
2021-12-23,15.1393,15.4216,15.0951,15.2451,4655275.0
2021-12-24,15.1393,15.4216,15.0951,15.2451,4655275.0
2021-12-25,15.1393,15.4216,15.0951,15.2451,4655275.0
2021-12-26,15.1393,15.4216,15.0951,15.2451,4655275.0
2021-12-27,15.2981,15.5995,15.1481,15.4745,4111036.0
2021-12-28,15.4039,15.7039,15.3334,15.3598,7697562.0
2021-12-29,15.4128,15.6907,15.3222,15.5716,4992088.0
2021-12-30,15.5186,16.0444,15.448,15.7921,5513277.0
2021-12-31,15.6951,15.9112,15.5054,15.5716,3844699.0
2022-01-01,15.6951,15.9112,15.5054,15.5716,3844699.0
2022-01-02,15.6951,15.9112,15.5054,15.5716,3844699.0
2022-01-03,15.7304,16.4626,15.7215,16.2332,8458034.0
2022-01-04,16.2821,16.6684,16.1,16.5618,6769451.0
2022-01-05,16.695,16.9259,16.3398,16.3576,8516045.0
2022-01-06,16.6151,16.6151,15.7892,16.4819,6563047.0
2022-01-07,16.251,16.3664,16.0556,16.0912,9110503.0
2022-01-08,16.251,16.3664,16.0556,16.0912,9110503.0
2022-01-09,16.251,16.3664,16.0556,16.0912,9110503.0
2022-01-10,15.9402,15.9757,14.8213,15.4163,10160281.0
2022-01-11,15.4784,15.9713,15.4143,15.878,8312330.0
2022-01-12,15.9136,16.0823,15.434,15.7626,7781133.0
2022-01-13,15.9757,16.8504,15.9668,16.3664,9033445.0
2022-01-14,16.0823,16.3664,15.7093,16.2244,7009945.0
2022-01-15,16.0823,16.3664,15.7093,16.2244,7009945.0
2022-01-16,16.0823,16.3664,15.7093,16.2244,7009945.0
2022-01-17,16.0823,16.3664,15.7093,16.2244,7009945.0
2022-01-18,15.1854,15.3008,14.9634,15.1321,11265234.0
2022-01-19,15.1854,15.4074,14.7813,14.7858,8335641.0
2022-01-20,14.7946,14.9722,14.1996,14.2618,8608086.0
2022-01-21,14.0931,14.4927,13.8977,14.0842,7971230.0
2022-01-22,14.0931,14.4927,13.8977,14.0842,7971230.0
2022-01-23,14.0931,14.4927,13.8977,14.0842,7971230.0
2022-01-24,13.8178,15.212,13.7201,15.2031,11859151.0
2022-01-25,14.9456,15.8603,14.9012,15.7271,9692009.0
2022-01-26,15.878,16.0823,15.3541,15.5939,9469167.0
2022-01-27,15.8603,16.1711,15.363,15.5139,11289578.0
2022-01-28,15.5317,15.7981,15.0522,15.7803,8795270.0
2022-01-29,15.5317,15.7981,15.0522,15.7803,8795270.0
2022-01-30,15.5317,15.7981,15.0522,15.7803,8795270.0
2022-01-31,15.6294,16.0906,15.5495,16.0468,7490614.0
2022-02-01,15.9313,16.3753,15.8958,16.2332,9614940.0
2022-02-02,16.3931,16.3931,15.6383,15.7004,61993900.0
2022-02-03,15.1942,15.8958,15.1143,15.1942,12809702.0
2022-02-04,15.1854,15.3623,14.7191,15.1054,7819002.0
2022-02-05,15.1854,15.3623,14.7191,15.1054,7819002.0
2022-02-06,15.1854,15.3623,14.7191,15.1054,7819002.0
2022-02-07,15.2209,15.5406,14.9323,15.0255,6817857.0
2022-02-08,15.0966,15.6072,14.9811,15.434,6194670.0
2022-02-09,15.5228,15.5761,15.2653,15.3985,8041175.0
2022-02-10,15.2653,15.8736,15.2209,15.3363,7120575.0
2022-02-11,15.3363,15.3363,14.0309,14.1552,15844334.0
2022-02-12,15.3363,15.3363,14.0309,14.1552,15844334.0
2022-02-13,15.3363,15.3363,14.0309,14.1552,15844334.0
2022-02-14,14.2441,14.3684,13.6402,13.6491,11528598.0
2022-02-15,13.3605,13.8178,13.2139,13.7556,14262632.0
2022-02-16,13.6579,14.3551,13.5514,13.6224,8799818.0
2022-02-17,13.4803,13.7556,12.8543,12.9031,8366603.0
2022-02-18,12.8498,13.1607,12.7433,12.912,6436795.0
2022-02-19,12.8498,13.1607,12.7433,12.912,6436795.0
2022-02-20,12.8498,13.1607,12.7433,12.912,6436795.0
2022-02-21,12.8498,13.1607,12.7433,12.912,6436795.0
2022-02-22,12.912,13.1873,12.4769,12.5213,8076450.0
2022-02-23,12.5479,12.6722,11.9973,12.0506,10871478.0
2022-02-24,11.651,12.7877,11.651,12.7344,8961006.0
2022-02-25,12.6456,13.1296,12.5568,13.0985,7003393.0
2022-02-26,12.6456,13.1296,12.5568,13.0985,7003393.0
2022-02-27,12.6456,13.1296,12.5568,13.0985,7003393.0
2022-02-28,12.9031,13.0363,12.7078,12.9209,7784130.0
2022-03-01,12.7966,12.9209,12.1749,12.2726,8986915.0
2022-03-02,12.2993,12.9919,12.2371,12.9386,8535399.0
2022-03-03,12.8587,12.9386,12.3881,12.6545,22366072.0
2022-03-04,13.8,14.3329,12.2016,12.6545,38516445.0
2022-03-05,13.8,14.3329,12.2016,12.6545,38516445.0
2022-03-06,13.8,14.3329,12.2016,12.6545,38516445.0
2022-03-07,12.6545,13.4182,12.4413,12.5213,20082085.0
2022-03-08,12.69,13.4182,12.6278,12.841,13817266.0
2022-03-09,12.9431,13.2672,12.6285,12.7699,11857996.0
2022-03-10,12.5657,12.73,12.2726,12.6811,10255367.0
2022-03-11,12.7966,12.8143,12.4058,12.5301,8621720.0
2022-03-12,12.7966,12.8143,12.4058,12.5301,8621720.0
2022-03-13,12.7966,12.8143,12.4058,12.5301,8621720.0
2022-03-14,12.6278,12.8765,12.2771,12.3703,7388543.0
2022-03-15,12.2993,12.9653,12.2993,12.9564,7697319.0
2022-03-16,13.0896,13.7912,13.0363,13.7823,9313082.0
2022-03-17,13.6935,13.6935,13.3471,13.6668,6950183.0
2022-03-18,13.578,13.7468,13.3648,13.7379,8351955.0
2022-03-19,13.578,13.7468,13.3648,13.7379,8351955.0
2022-03-20,13.578,13.7468,13.3648,13.7379,8351955.0
2022-03-21,13.729,13.7556,13.0141,13.0541,7440490.0
2022-03-22,13.1429,13.4271,13.0131,13.134,6761850.0
2022-03-23,13.0186,13.1074,12.4236,12.4946,9038098.0
2022-03-24,12.5301,12.6589,12.4058,12.4769,5049181.0
2022-03-25,12.5124,12.7522,12.3259,12.6189,7537056.0
2022-03-26,12.5124,12.7522,12.3259,12.6189,7537056.0
2022-03-27,12.5124,12.7522,12.3259,12.6189,7537056.0
2022-03-28,12.5657,13.0718,12.2859,13.063,6761834.0
2022-03-29,13.2495,13.4715,13.0541,13.4182,7464804.0
2022-03-30,13.285,13.3649,12.9564,13.0097,5700633.0
2022-03-31,12.7788,12.9031,12.4369,12.5035,8016965.0
2022-04-01,12.3525,12.5923,11.9352,12.0062,11214777.0
2022-04-02,12.3525,12.5923,11.9352,12.0062,11214777.0
2022-04-03,12.3525,12.5923,11.9352,12.0062,11214777.0
2022-04-04,12.0151,12.69,11.9973,12.6189,8940516.0
2022-04-05,12.6369,12.8074,12.2734,12.2958,8040550.0
2022-04-06,12.1343,12.1971,11.6093,11.9009,9408995.0
2022-04-07,11.8022,11.9279,11.471,11.8471,6925751.0
2022-04-08,11.8202,12.0715,11.6407,11.9458,6529053.0
2022-04-09,11.8202,12.0715,11.6407,11.9458,6529053.0
2022-04-10,11.8202,12.0715,11.6407,11.9458,6529053.0
2022-04-11,11.883,12.7177,11.883,12.1792,7196169.0
2022-04-12,12.3587,12.6997,11.9727,11.9907,7163749.0
2022-04-13,11.9189,13.7812,11.9099,12.978,34007370.0
2022-04-14,12.8703,13.0363,12.6549,12.6638,5514914.0
2022-04-15,12.8703,13.0363,12.6549,12.6638,5514914.0
2022-04-16,12.8703,13.0363,12.6549,12.6638,5514914.0
2022-04-17,12.8703,13.0363,12.6549,12.6638,5514914.0
2022-04-18,12.9869,13.3729,12.7087,12.8164,8325586.0
2022-04-19,12.9151,13.3414,12.8613,13.0587,6058217.0
2022-04-20,13.2113,13.2248,12.8703,12.8972,4541514.0
2022-04-21,13.2293,13.31,12.7132,12.8254,6209826.0
2022-04-22,10.3662,10.6624,9.9354,10.5188,39124419.0
2022-04-23,10.3662,10.6624,9.9354,10.5188,39124419.0
2022-04-24,10.3662,10.6624,9.9354,10.5188,39124419.0
2022-04-25,10.7701,11.165,10.5008,11.165,18223646.0
2022-04-26,11.0393,11.2817,10.7791,11.2278,10201499.0
2022-04-27,11.2727,11.5105,11.1336,11.2278,10634147.0
2022-04-28,11.3894,11.6586,11.1246,11.5419,8727308.0
2022-04-29,11.4791,11.6496,11.1201,11.147,5845477.0
2022-04-30,11.4791,11.6496,11.1201,11.147,5845477.0
2022-05-01,11.4791,11.6496,11.1201,11.147,5845477.0
2022-05-02,11.1829,11.6855,11.0304,11.6676,7359866.0
2022-05-03,11.6676,11.9593,11.6048,11.7304,7474559.0
2022-05-04,11.6676,12.1433,11.4971,12.1343,6802163.0
2022-05-05,11.883,11.9458,11.4073,11.5419,6083459.0
2022-05-06,11.533,11.6137,10.8733,11.3894,7791249.0
2022-05-07,11.533,11.6137,10.8733,11.3894,7791249.0
2022-05-08,11.533,11.6137,10.8733,11.3894,7791249.0
2022-05-09,11.156,11.6452,11.1156,11.2278,11325822.0
2022-05-10,11.2817,11.4253,10.4784,10.7162,7081911.0
2022-05-11,10.8509,10.9451,10.2316,10.2316,6408971.0
2022-05-12,10.2136,11.0034,10.1329,10.7611,6935910.0
2022-05-13,10.9227,11.2594,10.797,10.9047,6931292.0
2022-05-14,10.9227,11.2594,10.797,10.9047,6931292.0
2022-05-15,10.9227,11.2594,10.797,10.9047,6931292.0
2022-05-16,10.797,11.2547,10.5996,11.2368,6433522.0
2022-05-17,11.2996,11.5958,11.0483,11.4971,6165195.0
2022-05-18,10.9047,10.9361,10.2675,10.3662,8871188.0
2022-05-19,10.1508,10.3303,9.9372,10.0431,9349081.0
2022-05-20,10.0341,10.1329,9.4418,9.8098,9939188.0
2022-05-21,10.0341,10.1329,9.4418,9.8098,9939188.0
2022-05-22,10.0341,10.1329,9.4418,9.8098,9939188.0
2022-05-23,9.3789,9.554,9.0199,9.2712,12472649.0
2022-05-24,8.8404,9.011,8.293,8.4994,16299406.0
2022-05-25,8.4455,9.6033,8.4096,9.5585,15423396.0
2022-05-26,9.729,10.3438,9.729,9.9803,26948568.0
2022-05-27,8.8135,10.797,8.5353,10.4111,51431679.0
2022-05-28,8.8135,10.797,8.5353,10.4111,51431679.0
2022-05-29,8.8135,10.797,8.5353,10.4111,51431679.0
2022-05-30,8.8135,10.797,8.5353,10.4111,51431679.0
2022-05-31,10.1239,10.1553,9.6751,9.8995,18162439.0
2022-06-01,9.9175,10.0699,9.4149,9.738,11170640.0
2022-06-02,9.8098,9.9893,9.5585,9.7828,9929497.0
2022-06-03,9.7469,9.9623,9.6931,9.729,12917216.0
2022-06-04,9.7469,9.9623,9.6931,9.729,12917216.0
2022-06-05,9.7469,9.9623,9.6931,9.729,12917216.0
2022-06-06,9.8277,9.8367,9.4104,9.5944,10275438.0
2022-06-07,9.4508,9.7783,9.2039,9.4867,11629301.0
2022-06-08,9.5226,9.7649,9.37,9.5226,10124409.0
2022-06-09,9.5495,9.6482,9.0738,9.0828,9240965.0
2022-06-10,8.9751,8.9751,8.4276,8.4994,9711958.0
2022-06-11,8.9751,8.9751,8.4276,8.4994,9711958.0
2022-06-12,8.9751,8.9751,8.4276,8.4994,9711958.0
2022-06-13,8.2032,8.4096,7.8532,8.1045,13325406.0
2022-06-14,8.0865,8.3009,8.0506,8.1853,9238146.0
2022-06-15,8.3199,8.4701,8.1763,8.2301,11325980.0
2022-06-16,7.9878,8.1404,7.8442,7.9788,11817111.0
2022-06-17,8.0147,8.3199,7.907,8.1942,9197801.0
2022-06-18,8.0147,8.3199,7.907,8.1942,9197801.0
2022-06-19,8.0147,8.3199,7.907,8.1942,9197801.0
2022-06-20,8.0147,8.3199,7.907,8.1942,9197801.0
2022-06-21,8.293,8.3917,7.907,7.916,9444161.0
2022-06-22,7.8083,7.9968,7.6827,7.8173,9513857.0
2022-06-23,7.8173,7.9519,7.548,7.7993,8231684.0
2022-06-24,7.8711,8.5398,7.8352,8.4904,10126305.0
2022-06-25,7.8711,8.5398,7.8352,8.4904,10126305.0
2022-06-26,7.8711,8.5398,7.8352,8.4904,10126305.0
2022-06-27,8.5712,8.6609,8.2032,8.3289,7517434.0
2022-06-28,8.4545,8.625,8.0417,8.0506,7417128.0
2022-06-29,8.0237,8.0327,7.6916,7.8711,8084852.0
2022-06-30,7.6737,7.6737,7.3416,7.3955,10534752.0
2022-07-01,7.3596,7.6557,7.3326,7.6198,9630362.0
2022-07-02,7.3596,7.6557,7.3326,7.6198,9630362.0
2022-07-03,7.3596,7.6557,7.3326,7.6198,9630362.0
2022-07-04,7.3596,7.6557,7.3326,7.6198,9630362.0
