,MAR US Equity,MAR US Equity,MAR US Equity,MAR US Equity,MAR US Equity
2023-07-04,182.0968,183.6456,181.1238,182.9109,1154082.0
2023-07-05,182.206,182.4244,179.7736,180.816,1572992.0
2023-07-06,178.7807,181.1079,176.9638,180.7366,1358085.0
2023-07-07,180.0516,185.7802,180.0317,184.3307,1904473.0
2023-07-08,180.0516,185.7802,180.0317,184.3307,1904473.0
2023-07-09,180.0516,185.7802,180.0317,184.3307,1904473.0
2023-07-10,184.6186,189.6225,184.5739,189.5729,1912097.0
2023-07-11,189.6325,191.8564,189.2254,189.8906,1941870.0
2023-07-12,191.916,191.916,188.3716,188.6495,1944935.0
2023-07-13,189.5729,191.0224,189.1956,190.109,1346967.0
2023-07-14,189.6325,189.6325,186.2568,188.034,1817420.0
2023-07-15,189.6325,189.6325,186.2568,188.034,1817420.0
2023-07-16,189.6325,189.6325,186.2568,188.034,1817420.0
2023-07-17,186.5646,191.504,186.5646,189.9204,1422791.0
2023-07-18,190.0395,192.9783,189.841,192.2734,1422671.0
2023-07-19,191.8465,192.1543,188.6297,188.8481,1952004.0
2023-07-20,189.2453,192.1146,188.9077,190.109,1547663.0
2023-07-21,191.8763,194.4924,191.7472,193.5045,6638568.0
2023-07-22,191.8763,194.4924,191.7472,193.5045,6638568.0
2023-07-23,191.8763,194.4924,191.7472,193.5045,6638568.0
2023-07-24,192.3727,193.0677,190.4565,192.879,1793831.0
2023-07-25,192.194,194.547,191.1614,193.435,2261350.0
2023-07-26,193.018,194.8349,190.6452,192.3429,3471403.0
2023-07-27,192.9287,195.6491,192.5911,194.3485,2482033.0
2023-07-28,196.4036,198.5482,195.8576,198.1808,1503354.0
2023-07-29,196.4036,198.5482,195.8576,198.1808,1503354.0
2023-07-30,196.4036,198.5482,195.8576,198.1808,1503354.0
2023-07-31,198.4191,201.9536,198.1709,200.3651,2734284.0
2023-08-01,198.1212,204.4655,197.3369,203.2741,2935297.0
2023-08-02,202.5394,205.0513,201.0104,202.0529,2882419.0
2023-08-03,200.3253,201.338,195.9022,199.4119,3288771.0
2023-08-04,200.5736,204.2074,197.9822,201.5267,2649970.0
2023-08-05,200.5736,204.2074,197.9822,201.5267,2649970.0
2023-08-06,200.5736,204.2074,197.9822,201.5267,2649970.0
2023-08-07,203.0854,204.1379,202.1323,203.2344,1540627.0
2023-08-08,201.626,205.7165,201.4969,204.9818,2506968.0
2023-08-09,204.9917,207.5036,203.5024,204.6442,2040112.0
2023-08-10,206.898,209.4694,206.1136,206.898,3442550.0
2023-08-11,205.5179,207.8213,205.1541,207.0171,1702022.0
2023-08-12,205.5179,207.8213,205.1541,207.0171,1702022.0
2023-08-13,205.5179,207.8213,205.1541,207.0171,1702022.0
2023-08-14,205.915,207.5036,204.0485,205.359,2477113.0
2023-08-15,204.8726,206.4909,203.6911,204.5251,2042523.0
2023-08-16,203.3007,207.5111,203.1912,205.5204,1770353.0
2023-08-17,206.7446,206.7446,201.2105,201.3896,2775078.0
2023-08-18,199.4487,203.1216,199.2994,201.1508,1781693.0
2023-08-19,199.4487,203.1216,199.2994,201.1508,1781693.0
2023-08-20,199.4487,203.1216,199.2994,201.1508,1781693.0
2023-08-21,201.1508,202.604,197.667,198.8814,2210811.0
2023-08-22,199.0705,203.5695,198.7619,203.0021,3170957.0
2023-08-23,202.9922,204.2164,201.8066,202.3054,1509408.0
2023-08-24,202.0565,204.4255,197.5177,197.8661,1903167.0
2023-08-25,198.7022,200.4341,197.3087,198.8615,1510423.0
2023-08-26,198.7022,200.4341,197.3087,198.8615,1510423.0
2023-08-27,198.7022,200.4341,197.3087,198.8615,1510423.0
2023-08-28,199.7274,202.1262,198.2145,201.5887,1062152.0
2023-08-29,200.7327,205.5005,200.5735,205.1919,1189525.0
2023-08-30,205.1421,205.59,203.4799,204.3956,1098526.0
2023-08-31,205.172,205.5502,202.4746,202.5642,1321173.0
2023-09-01,203.7188,205.4606,202.7782,204.8634,1085953.0
2023-09-02,203.7188,205.4606,202.7782,204.8634,1085953.0
2023-09-03,203.7188,205.4606,202.7782,204.8634,1085953.0
2023-09-04,203.7188,205.4606,202.7782,204.8634,1085953.0
2023-09-05,204.5947,204.5947,199.379,200.0957,1989042.0
2023-09-06,199.1501,202.4447,198.5828,201.4792,1487270.0
2023-09-07,201.0612,201.1109,197.8761,198.9411,1847366.0
2023-09-08,199.4487,204.7479,199.1003,204.4951,1753495.0
2023-09-09,199.4487,204.7479,199.1003,204.4951,1753495.0
2023-09-10,199.4487,204.7479,199.1003,204.4951,1753495.0
2023-09-11,205.9185,207.2622,202.2058,203.2111,1715766.0
2023-09-12,202.8628,204.1667,202.2357,202.8528,1399622.0
2023-09-13,202.1262,202.8827,198.6226,199.2994,1676206.0
2023-09-14,200.245,204.2364,199.1103,203.2609,1729309.0
2023-09-15,203.4699,204.2563,201.2752,202.2158,3899862.0
2023-09-16,203.4699,204.2563,201.2752,202.2158,3899862.0
2023-09-17,203.4699,204.2563,201.2752,202.2158,3899862.0
2023-09-18,201.6584,202.7035,199.6378,199.7473,1700782.0
2023-09-19,199.5781,199.7573,196.0048,197.6173,2356298.0
2023-09-20,198.6922,201.9968,198.6922,198.9311,1499985.0
2023-09-21,196.7911,197.1295,194.1783,194.2629,1730860.0
2023-09-22,194.3127,195.9948,193.0984,193.4567,1374984.0
2023-09-23,194.3127,195.9948,193.0984,193.4567,1374984.0
2023-09-24,194.3127,195.9948,193.0984,193.4567,1374984.0
2023-09-25,192.317,194.5615,189.6644,192.0333,2141546.0
2023-09-26,191.1077,194.2828,189.8585,190.8688,2188709.0
2023-09-27,193.168,195.3678,191.0877,192.9789,2283972.0
2023-09-28,193.5363,199.3591,193.1953,198.6226,1786747.0
2023-09-29,198.4235,198.8615,194.3824,195.6465,1764522.0
2023-09-30,198.4235,198.8615,194.3824,195.6465,1764522.0
2023-10-01,198.4235,198.8615,194.3824,195.6465,1764522.0
2023-10-02,195.0891,195.2284,190.8588,192.8495,1640754.0
2023-10-03,191.0778,192.103,188.46,189.5051,1650450.0
2023-10-04,190.3014,195.0144,189.6544,193.9146,2282580.0
2023-10-05,194.5217,195.2085,191.6507,193.8648,1582735.0
2023-10-06,192.4215,196.9006,191.9537,195.0692,1735822.0
2023-10-07,192.4215,196.9006,191.9537,195.0692,1735822.0
2023-10-08,192.4215,196.9006,191.9537,195.0692,1735822.0
2023-10-09,192.103,193.6558,188.6093,193.5264,1615370.0
2023-10-10,194.7905,200.3545,194.7905,197.5376,1691908.0
2023-10-11,197.5476,198.0254,194.2331,197.3485,1379221.0
2023-10-12,198.1149,198.2692,195.4623,196.8807,1397750.0
2023-10-13,196.7812,198.5828,191.5854,192.0333,1531293.0
2023-10-14,196.7812,198.5828,191.5854,192.0333,1531293.0
2023-10-15,196.7812,198.5828,191.5854,192.0333,1531293.0
2023-10-16,195.3976,198.2244,194.1534,196.1242,1382589.0
2023-10-17,195.7659,198.6325,195.4374,196.592,1230886.0
2023-10-18,194.9597,195.955,193.0486,193.4965,1255989.0
2023-10-19,194.2928,195.2981,190.5801,191.4162,1770813.0
2023-10-20,189.963,190.5801,186.8675,187.0964,2367811.0
2023-10-21,189.963,190.5801,186.8675,187.0964,2367811.0
2023-10-22,189.963,190.5801,186.8675,187.0964,2367811.0
2023-10-23,188.4899,189.8834,185.9816,187.7633,1848318.0
2023-10-24,188.8781,190.4358,187.1661,189.2563,1810178.0
2023-10-25,186.9172,189.8137,185.673,187.5542,1784845.0
2023-10-26,188.0221,189.7789,185.5436,185.5835,1528088.0
2023-10-27,185.8422,187.181,183.2543,184.404,1282336.0
2023-10-28,185.8422,187.181,183.2543,184.404,1282336.0
2023-10-29,185.8422,187.181,183.2543,184.404,1282336.0
2023-10-30,187.2258,188.7387,186.2169,187.2158,1485116.0
2023-10-31,186.967,188.2968,185.1455,187.6836,1233984.0
2023-11-01,188.9975,188.9975,185.0474,187.9225,2313664.0
2023-11-02,183.4434,185.683,179.9099,184.8369,3054268.0
2023-11-03,187.2258,190.9882,186.5042,190.4109,1746126.0
2023-11-04,187.2258,190.9882,186.5042,190.4109,1746126.0
2023-11-05,187.2258,190.9882,186.5042,190.4109,1746126.0
2023-11-06,191.3963,191.5058,188.46,190.2716,1543671.0
2023-11-07,190.9285,194.3027,188.5596,193.596,2057263.0
2023-11-08,194.4919,194.9457,191.1475,191.685,1511455.0
2023-11-09,192.2623,194.5018,191.3764,193.4865,1490200.0
2023-11-10,193.8051,196.8548,192.8903,196.6816,1165685.0
2023-11-11,193.8051,196.8548,192.8903,196.6816,1165685.0
2023-11-12,193.8051,196.8548,192.8903,196.6816,1165685.0
2023-11-13,196.3233,197.5177,195.328,196.7911,1075611.0
2023-11-14,199.0705,203.2012,199.0506,201.4195,1853393.0
2023-11-15,202.4447,202.8429,200.0459,200.235,1516215.0
2023-11-16,200.4242,202.8926,200.1305,202.7334,1284232.0
2023-11-17,204.0472,205.4208,202.8528,204.8137,1295254.0
2023-11-18,204.0472,205.4208,202.8528,204.8137,1295254.0
2023-11-19,204.0472,205.4208,202.8528,204.8137,1295254.0
2023-11-20,203.9079,206.3963,203.9079,205.9981,1292773.0
2023-11-21,205.6589,207.2904,205.6589,206.7466,1109896.0
2023-11-22,208.5328,210.289,207.8043,209.5007,1241233.0
2023-11-23,208.5328,210.289,207.8043,209.5007,1241233.0
2023-11-24,209.2413,209.9797,208.2045,208.4829,710232.0
2023-11-25,209.2413,209.9797,208.2045,208.4829,710232.0
2023-11-26,209.2413,209.9797,208.2045,208.4829,710232.0
2023-11-27,207.7245,208.8461,206.3375,207.0659,1544543.0
2023-11-28,206.8065,207.0659,204.1123,204.222,1345388.0
2023-11-29,204.2819,205.4694,201.8571,202.0467,1296077.0
2023-11-30,202.0567,202.9049,200.51,202.2662,1385737.0
2023-12-01,202.3161,209.0567,202.3161,208.8321,1474990.0
2023-12-02,202.3161,209.0567,202.3161,208.8321,1474990.0
2023-12-03,202.3161,209.0567,202.3161,208.8321,1474990.0
2023-12-04,208.453,212.6739,207.6325,209.1614,1462675.0
2023-12-05,206.7765,207.979,201.8072,202.2762,1539500.0
2023-12-06,204.4715,207.2845,203.8628,204.3418,1196505.0
2023-12-07,205.8984,207.6896,204.8806,207.5848,1248676.0
2023-12-08,207.2356,209.371,206.7366,208.9519,1276280.0
2023-12-09,207.2356,209.371,206.7366,208.9519,1276280.0
2023-12-10,207.2356,209.371,206.7366,208.9519,1276280.0
2023-12-11,211.5862,216.8649,211.0274,216.0167,2065618.0
2023-12-12,216.0367,217.274,215.1386,216.4059,1546341.0
2023-12-13,216.5356,218.4415,213.8913,217.6033,1556600.0
2023-12-14,218.7808,221.2755,217.8767,219.619,1729192.0
2023-12-15,219.9882,221.6746,218.6561,220.6668,3845043.0
2023-12-16,219.9882,221.6746,218.6561,220.6668,3845043.0
2023-12-17,219.9882,221.6746,218.6561,220.6668,3845043.0
2023-12-18,221.006,222.1636,218.9405,221.6447,1440185.0
2023-12-19,223.0117,223.7402,220.3574,220.9162,1525298.0
2023-12-20,220.0581,220.2177,215.877,216.2562,1874575.0
2023-12-21,218.0723,221.7644,218.0723,221.3653,1214561.0
2023-12-22,221.7943,222.6425,220.4123,222.1436,994960.0
2023-12-23,221.7943,222.6425,220.4123,222.1436,994960.0
2023-12-24,221.7943,222.6425,220.4123,222.1436,994960.0
2023-12-25,221.7943,222.6425,220.4123,222.1436,994960.0
2023-12-26,221.7544,223.2662,221.1557,222.9718,1118569.0
2023-12-27,223.4608,224.0295,222.403,223.9597,1329742.0
2023-12-28,223.3909,224.269,222.7523,223.6005,970966.0
2023-12-29,224.2291,226.145,223.8998,225.0274,2008659.0
2023-12-30,224.2291,226.145,223.8998,225.0274,2008659.0
2023-12-31,224.2291,226.145,223.8998,225.0274,2008659.0
2024-01-01,224.2291,226.145,223.8998,225.0274,2008659.0
2024-01-02,225.0174,226.6938,220.1179,221.3653,1524791.0
2024-01-03,219.8785,220.4971,217.5435,218.5713,1299881.0
2024-01-04,219.14,221.934,218.4116,219.5492,1238784.0
2024-01-05,218.7409,222.9219,218.5313,221.944,1005249.0
2024-01-06,218.7409,222.9219,218.5313,221.944,1005249.0
2024-01-07,218.7409,222.9219,218.5313,221.944,1005249.0
2024-01-08,222.0239,227.8015,221.944,227.7416,1690687.0
2024-01-09,225.1172,226.9882,224.9476,225.9953,1358349.0
2024-01-10,225.4066,227.492,225.4016,226.2847,1225339.0
2024-01-11,226.8734,228.4501,224.9077,226.4943,1176052.0
2024-01-12,227.3025,227.3424,223.4608,225.0174,758958.0
2024-01-13,227.3025,227.3424,223.4608,225.0174,758958.0
2024-01-14,227.3025,227.3424,223.4608,225.0174,758958.0
2024-01-15,227.3025,227.3424,223.4608,225.0174,758958.0
2024-01-16,223.5406,225.8906,222.5926,225.8556,1108052.0
2024-01-17,224.758,227.4123,224.5385,227.2127,1248730.0
2024-01-18,227.2127,232.5613,227.2027,232.1821,2209810.0
2024-01-19,232.1721,233.599,231.0645,233.1699,1885255.0
2024-01-20,232.1721,233.599,231.0645,233.1699,1885255.0
2024-01-21,232.1721,233.599,231.0645,233.1699,1885255.0
2024-01-22,233.7487,237.787,233.5791,236.872,1552297.0
2024-01-23,236.4629,237.4009,235.2355,236.5926,1268751.0
2024-01-24,237.9497,238.8178,236.8121,237.361,1239403.0
2024-01-25,241.1828,243.0088,240.8435,242.001,1594268.0
2024-01-26,242.001,242.6945,240.5242,241.083,1118996.0
2024-01-27,242.001,242.6945,240.5242,241.083,1118996.0
2024-01-28,242.001,242.6945,240.5242,241.083,1118996.0
2024-01-29,241.063,242.001,239.2619,241.6118,1302970.0
2024-01-30,239.676,243.4878,239.676,242.6696,1059861.0
2024-01-31,242.8941,243.388,238.758,239.217,1181240.0
2024-02-01,239.8955,243.2683,238.2091,243.1485,1191016.0
2024-02-02,242.6995,246.217,241.093,244.5954,1222339.0
2024-02-03,242.6995,246.217,241.093,244.5954,1222339.0
2024-02-04,242.6995,246.217,241.093,244.5954,1222339.0
2024-02-05,243.6375,244.7651,241.3225,243.7073,1338286.0
2024-02-06,243.7073,245.2243,242.3103,244.2362,1471497.0
2024-02-07,245.5733,249.465,244.5555,247.4094,1046799.0
2024-02-08,249.1557,249.9041,245.284,249.0459,1030919.0
2024-02-09,250.1036,250.2134,244.9247,246.4914,1479755.0
2024-02-10,250.1036,250.2134,244.9247,246.4914,1479755.0
2024-02-11,250.1036,250.2134,244.9247,246.4914,1479755.0
2024-02-12,245.753,248.6068,245.4736,248.3075,1429926.0
2024-02-13,241.3823,241.3823,231.5135,234.4372,3110216.0
2024-02-14,235.3054,235.8991,231.7031,234.8863,2349732.0
2024-02-15,237.0217,240.3396,236.3832,239.9754,1521703.0
2024-02-16,238.5185,242.6895,237.79,241.1129,2119841.0
2024-02-17,238.5185,242.6895,237.79,241.1129,2119841.0
2024-02-18,238.5185,242.6895,237.79,241.1129,2119841.0
2024-02-19,238.5185,242.6895,237.79,241.1129,2119841.0
2024-02-20,240.6739,243.4479,239.9953,242.4201,2162176.0
2024-02-21,241.28,244.01,240.5743,243.35,1396478.0
2024-02-22,244.99,250.43,244.78,249.31,1383565.0
2024-02-23,248.59,252.1697,248.59,251.48,1477347.0
2024-02-24,248.59,252.1697,248.59,251.48,1477347.0
2024-02-25,248.59,252.1697,248.59,251.48,1477347.0
2024-02-26,251.47,251.47,247.05,249.22,1475992.0
2024-02-27,248.89,249.82,247.675,249.03,1079289.0
2024-02-28,248.73,251.23,248.18,248.99,953425.0
2024-02-29,249.7,250.35,247.865,249.87,1698183.0
2024-03-01,248.98,251.16,247.94,250.0,1096855.0
2024-03-02,248.98,251.16,247.94,250.0,1096855.0
2024-03-03,248.98,251.16,247.94,250.0,1096855.0
2024-03-04,249.77,250.485,247.02,247.42,1156253.0
2024-03-05,247.53,249.19,245.69,247.88,1083968.0
2024-03-06,247.88,250.57,246.97,247.1,1314748.0
2024-03-07,248.4,248.97,246.21,246.91,1197493.0
2024-03-08,247.17,251.11,246.22,250.28,1276756.0
2024-03-09,247.17,251.11,246.22,250.28,1276756.0
2024-03-10,247.17,251.11,246.22,250.28,1276756.0
2024-03-11,250.28,250.7,246.99,248.47,1176455.0
2024-03-12,248.69,252.325,248.69,250.69,1271141.0
2024-03-13,249.9,253.12,248.19,251.41,1804650.0
2024-03-14,252.38,253.0,247.7208,248.0,1711041.0
2024-03-15,246.15,246.97,243.36,244.07,3709734.0
2024-03-16,246.15,246.97,243.36,244.07,3709734.0
2024-03-17,246.15,246.97,243.36,244.07,3709734.0
2024-03-18,246.6,249.36,246.41,248.52,1915491.0
2024-03-19,249.36,250.01,247.83,249.82,1164320.0
2024-03-20,249.43,254.69,249.26,254.05,1630410.0
2024-03-21,254.74,256.12,253.38,255.27,1530806.0
2024-03-22,255.91,256.53,253.221,255.16,1282881.0
2024-03-23,255.91,256.53,253.221,255.16,1282881.0
2024-03-24,255.91,256.53,253.221,255.16,1282881.0
2024-03-25,255.31,255.67,252.04,252.11,856014.0
2024-03-26,253.16,254.295,251.165,252.18,1351407.0
2024-03-27,254.96,254.96,252.74,253.56,1302306.0
2024-03-28,255.07,255.1,251.65,252.31,999237.0
2024-03-29,255.07,255.1,251.65,252.31,999237.0
2024-03-30,255.07,255.1,251.65,252.31,999237.0
2024-03-31,255.07,255.1,251.65,252.31,999237.0
2024-04-01,253.52,254.51,250.73,251.33,1178685.0
2024-04-02,250.17,250.17,246.54,247.74,1252386.0
2024-04-03,247.17,250.8,246.77,250.59,1071150.0
2024-04-04,253.34,254.83,248.055,248.89,1607501.0
2024-04-05,248.9,254.33,248.27,253.93,1293446.0
2024-04-06,248.9,254.33,248.27,253.93,1293446.0
2024-04-07,248.9,254.33,248.27,253.93,1293446.0
2024-04-08,254.24,254.95,253.409,254.53,657466.0
