,BBY US Equity,BBY US Equity,BBY US Equity,BBY US Equity,BBY US Equity
2019-02-21,50.2192,50.4933,49.3801,49.6543,2442182.0
2019-02-22,49.7207,50.3521,49.3053,50.2109,2307352.0
2019-02-23,49.7207,50.3521,49.3053,50.2109,2307352.0
2019-02-24,49.7207,50.3521,49.3053,50.2109,2307352.0
2019-02-25,50.8007,51.0084,50.1652,50.3023,3805217.0
2019-02-26,50.2607,50.4144,49.5047,50.1029,4177887.0
2019-02-27,56.7157,58.7593,56.4831,57.1726,17901744.0
2019-02-28,57.7292,58.2609,56.6077,57.1892,6834799.0
2019-03-01,57.8538,58.0283,56.1757,56.3335,5413380.0
2019-03-02,57.8538,58.0283,56.1757,56.3335,5413380.0
2019-03-03,57.8538,58.0283,56.1757,56.3335,5413380.0
2019-03-04,56.4914,56.9815,55.3616,55.7105,4253707.0
2019-03-05,56.1175,56.3335,55.1895,55.5028,3314491.0
2019-03-06,55.9015,56.4831,55.3366,55.9015,3855850.0
2019-03-07,55.5194,56.3418,55.3283,56.1923,3694309.0
2019-03-08,55.5609,56.0178,55.1289,55.968,3123605.0
2019-03-09,55.5609,56.0178,55.1289,55.968,3123605.0
2019-03-10,55.5609,56.0178,55.1289,55.968,3123605.0
2019-03-11,56.1591,57.4883,56.1591,57.0895,3978391.0
2019-03-12,57.3138,57.4717,56.4582,57.1809,2622125.0
2019-03-13,57.3221,57.4551,56.7821,56.7821,3510410.0
2019-03-14,56.6908,57.5963,56.4914,57.1975,4257344.0
2019-03-15,57.2224,57.8787,56.7489,57.8455,6814014.0
2019-03-16,57.2224,57.8787,56.7489,57.8455,6814014.0
2019-03-17,57.2224,57.8787,56.7489,57.8455,6814014.0
2019-03-18,57.8704,58.3813,57.6378,58.3523,3535081.0
2019-03-19,58.7873,59.0886,58.3355,58.4778,3504063.0
2019-03-20,58.2769,58.5029,57.0386,57.8251,3377329.0
2019-03-21,57.7917,59.1722,57.5825,59.0383,2693169.0
2019-03-22,60.352,61.3644,58.6535,58.6618,4006453.0
2019-03-23,60.352,61.3644,58.6535,58.6618,4006453.0
2019-03-24,60.352,61.3644,58.6535,58.6618,4006453.0
2019-03-25,58.4192,59.6743,58.3773,59.3145,2241997.0
2019-03-26,59.7747,60.1261,58.7873,58.9881,2804179.0
2019-03-27,58.8877,59.5655,58.5865,58.9881,4090287.0
2019-03-28,59.281,59.9755,58.8961,59.4902,3805142.0
2019-03-29,59.6408,59.8521,59.2433,59.4567,2788333.0
2019-03-30,59.6408,59.8521,59.2433,59.4567,2788333.0
2019-03-31,59.6408,59.8521,59.2433,59.4567,2788333.0
2019-04-01,59.7077,60.4566,59.4818,60.3185,2787074.0
2019-04-02,60.2683,60.2683,59.5069,59.783,1997663.0
2019-04-03,60.1093,60.8958,60.034,60.695,2347682.0
2019-04-04,60.6448,62.4103,60.4859,62.3936,2465480.0
2019-04-05,62.7115,62.8748,62.1928,62.5609,3171610.0
2019-04-06,62.7115,62.8748,62.1928,62.5609,3171610.0
2019-04-07,62.7115,62.8748,62.1928,62.5609,3171610.0
2019-04-08,62.4354,62.9918,62.2346,62.6027,2236007.0
2019-04-09,62.335,62.9291,62.2431,62.5442,1772368.0
2019-04-10,62.5693,63.1968,62.0923,62.3266,2360586.0
2019-04-11,62.3601,62.3685,61.582,61.8999,1771078.0
2019-04-12,62.017,62.1844,61.4439,61.5569,1711781.0
2019-04-13,62.017,62.1844,61.4439,61.5569,1711781.0
2019-04-14,62.017,62.1844,61.4439,61.5569,1711781.0
2019-04-15,61.0297,61.515,60.8289,61.2807,2296165.0
2019-04-16,61.4062,61.7075,61.0716,61.2138,2110952.0
2019-04-17,61.6071,62.2597,61.2222,61.4146,1701990.0
2019-04-18,61.3895,61.9836,61.0672,61.6154,2377419.0
2019-04-19,61.3895,61.9836,61.0672,61.6154,2377419.0
2019-04-20,61.3895,61.9836,61.0672,61.6154,2377419.0
2019-04-21,61.3895,61.9836,61.0672,61.6154,2377419.0
2019-04-22,61.2556,61.6071,60.716,60.7452,2439530.0
2019-04-23,61.0046,61.8288,60.4191,61.5987,2075507.0
2019-04-24,63.1633,63.5148,62.3099,62.494,2126412.0
2019-04-25,62.3183,62.3183,61.1469,61.7409,2083848.0
2019-04-26,60.5863,61.356,59.7412,60.9126,3032888.0
2019-04-27,60.5863,61.356,59.7412,60.9126,3032888.0
2019-04-28,60.5863,61.356,59.7412,60.9126,3032888.0
2019-04-29,60.9795,61.9334,60.9126,61.4062,2231805.0
2019-04-30,61.1971,62.3685,61.196,62.2597,2552817.0
2019-05-01,62.2597,62.7366,61.7158,61.7744,1752613.0
2019-05-02,61.9166,62.904,61.7911,62.904,2288249.0
2019-05-03,62.9876,63.1968,62.4019,62.7784,2031089.0
2019-05-04,62.9876,63.1968,62.4019,62.7784,2031089.0
2019-05-05,62.9876,63.1968,62.4019,62.7784,2031089.0
2019-05-06,61.7075,62.8119,60.9879,62.7199,2804282.0
2019-05-07,62.1509,62.8956,60.8707,61.3226,3156856.0
2019-05-08,61.1887,62.494,60.6281,61.4815,2746636.0
2019-05-09,60.921,61.0381,59.1973,60.4859,3433296.0
2019-05-10,60.3018,60.4105,57.3482,59.6743,3965772.0
2019-05-11,60.3018,60.4105,57.3482,59.6743,3965772.0
2019-05-12,60.3018,60.4105,57.3482,59.6743,3965772.0
2019-05-13,58.8208,58.8459,55.2229,56.1433,5408468.0
2019-05-14,56.2688,57.3398,55.6664,56.5784,3780611.0
2019-05-15,56.1852,57.0219,56.0764,56.7792,2370012.0
2019-05-16,57.2645,58.2644,56.9466,57.5155,3272623.0
2019-05-17,56.9047,58.4192,56.8964,57.6745,2439157.0
2019-05-18,56.9047,58.4192,56.8964,57.6745,2439157.0
2019-05-19,56.9047,58.4192,56.8964,57.6745,2439157.0
2019-05-20,57.298,57.9757,57.1474,57.5992,2794522.0
2019-05-21,57.6745,58.7706,57.3147,58.528,2616181.0
2019-05-22,58.3522,59.1973,57.8753,57.8753,4517441.0
2019-05-23,57.7833,58.5698,53.8926,55.0723,7999718.0
2019-05-24,54.746,55.3987,52.9973,55.1727,6089952.0
2019-05-25,54.746,55.3987,52.9973,55.1727,6089952.0
2019-05-26,54.746,55.3987,52.9973,55.1727,6089952.0
2019-05-27,54.746,55.3987,52.9973,55.1727,6089952.0
2019-05-28,54.9552,55.817,54.6958,54.7209,3484120.0
2019-05-29,54.1018,54.9217,53.0475,54.0013,3671068.0
2019-05-30,54.587,54.7962,53.8926,54.3946,3604856.0
2019-05-31,53.3905,53.5579,52.1857,52.4367,3542942.0
2019-06-01,53.3905,53.5579,52.1857,52.4367,3542942.0
2019-06-02,53.3905,53.5579,52.1857,52.4367,3542942.0
2019-06-03,52.2024,53.3487,52.0602,52.8969,3851456.0
2019-06-04,53.5579,54.2189,53.4073,53.4993,2819779.0
2019-06-05,53.6834,54.2691,52.6459,52.8969,2481456.0
2019-06-06,52.7463,53.0559,51.5247,52.1271,2605502.0
2019-06-07,52.4032,53.6583,52.3279,53.3152,2655159.0
2019-06-08,52.4032,53.6583,52.3279,53.3152,2655159.0
2019-06-09,52.4032,53.6583,52.3279,53.3152,2655159.0
2019-06-10,54.0348,55.2606,53.4993,54.5452,3210544.0
2019-06-11,54.7962,55.2564,54.2356,54.8213,2212076.0
2019-06-12,54.8635,55.1248,54.2648,54.3407,1555008.0
2019-06-13,54.6443,55.5296,54.6443,55.5127,1619729.0
2019-06-14,55.6307,55.8921,54.7623,55.6729,2148015.0
2019-06-15,55.6307,55.8921,54.7623,55.6729,2148015.0
2019-06-16,55.6307,55.8921,54.7623,55.6729,2148015.0
2019-06-17,55.479,56.4106,55.3356,56.1788,1968647.0
2019-06-18,56.4401,58.7757,56.2547,57.8819,3482585.0
2019-06-19,57.9157,58.177,56.7521,57.0135,2750461.0
2019-06-20,57.5531,57.7639,56.769,57.6627,1741349.0
2019-06-21,57.6374,57.7555,56.6678,56.946,2868327.0
2019-06-22,57.6374,57.7555,56.6678,56.946,2868327.0
2019-06-23,57.6374,57.7555,56.6678,56.946,2868327.0
2019-06-24,56.9207,57.0894,56.339,56.887,1472402.0
2019-06-25,56.9376,57.3339,55.8626,55.9764,1963908.0
2019-06-26,56.6088,57.9241,56.2631,57.4519,2453239.0
2019-06-27,57.6711,57.8313,57.3423,57.7302,1679878.0
2019-06-28,57.4688,58.8684,57.4688,58.7925,3051942.0
2019-06-29,57.4688,58.8684,57.4688,58.7925,3051942.0
2019-06-30,57.4688,58.8684,57.4688,58.7925,3051942.0
2019-07-01,60.0657,62.0977,59.7874,61.069,4001186.0
2019-07-02,61.069,61.1365,59.8465,60.4029,2116895.0
2019-07-03,60.6222,60.9425,60.5178,60.6812,1338770.0
2019-07-04,60.6222,60.9425,60.5178,60.6812,1338770.0
2019-07-05,60.4788,60.8245,60.091,60.6137,1422889.0
2019-07-06,60.4788,60.8245,60.091,60.6137,1422889.0
2019-07-07,60.4788,60.8245,60.091,60.6137,1422889.0
2019-07-08,60.8161,61.6719,60.2933,60.7065,2527547.0
2019-07-09,60.4282,60.9763,60.2849,60.5884,3624519.0
2019-07-10,60.7486,60.8963,60.1247,60.6474,2687631.0
2019-07-11,60.6812,62.1904,60.462,62.182,2415737.0
2019-07-12,62.3506,63.4214,62.3506,63.042,2262560.0
2019-07-13,62.3506,63.4214,62.3506,63.042,2262560.0
2019-07-14,62.3506,63.4214,62.3506,63.042,2262560.0
2019-07-15,63.0251,63.7713,62.7553,63.6575,2031027.0
2019-07-16,63.4804,63.6322,62.5584,63.0504,2301909.0
2019-07-17,62.9998,63.2443,62.4349,62.5867,1671852.0
2019-07-18,62.3422,62.7469,61.9037,62.2579,1665793.0
2019-07-19,62.4349,63.2949,62.3759,62.9914,1787832.0
2019-07-20,62.4349,63.2949,62.3759,62.9914,1787832.0
2019-07-21,62.4349,63.2949,62.3759,62.9914,1787832.0
2019-07-22,63.2275,64.0156,63.0083,63.8261,2947849.0
2019-07-23,63.9455,64.7536,63.6659,64.5091,1954398.0
2019-07-24,64.4838,65.8749,64.4247,65.6473,1772296.0
2019-07-25,64.7536,66.2122,64.7536,64.9812,1873343.0
2019-07-26,65.4871,65.8328,64.2561,65.5546,1662502.0
2019-07-27,65.4871,65.8328,64.2561,65.5546,1662502.0
2019-07-28,65.4871,65.8328,64.2561,65.5546,1662502.0
2019-07-29,65.5377,65.6557,64.9643,65.4281,1199556.0
2019-07-30,65.2089,65.6473,64.6945,64.9222,2016433.0
2019-07-31,64.7789,65.446,63.7081,64.5259,1848144.0
2019-08-01,64.6777,65.1161,57.2243,57.5615,7551426.0
2019-08-02,57.5531,58.1517,56.5076,57.7808,3954435.0
2019-08-03,57.5531,58.1517,56.5076,57.7808,3954435.0
2019-08-04,57.5531,58.1517,56.5076,57.7808,3954435.0
2019-08-05,56.3221,56.3221,54.6864,55.7656,3758629.0
2019-08-06,56.1113,57.2243,55.5464,57.0809,2590608.0
2019-08-07,56.5076,57.3086,55.4452,57.0894,2670590.0
2019-08-08,57.747,58.3035,57.3846,58.1011,1819567.0
2019-08-09,58.0506,58.2866,56.5582,56.7943,1628679.0
2019-08-10,58.0506,58.2866,56.5582,56.7943,1628679.0
2019-08-11,58.0506,58.2866,56.5582,56.7943,1628679.0
2019-08-12,56.2631,56.5855,55.9806,56.457,1188170.0
2019-08-13,56.2715,62.8059,55.5211,60.1078,5661157.0
2019-08-14,57.7555,57.8819,55.9764,56.4654,3271695.0
2019-08-15,57.0472,57.0472,53.0844,53.9023,3727382.0
2019-08-16,54.4503,55.5677,54.3997,55.2092,1897303.0
2019-08-17,54.4503,55.5677,54.3997,55.2092,1897303.0
2019-08-18,54.4503,55.5677,54.3997,55.2092,1897303.0
2019-08-19,56.1198,56.672,55.5801,55.8668,1431083.0
2019-08-20,55.6476,56.7015,55.4115,55.6813,1299082.0
2019-08-21,57.0894,57.8482,56.8786,57.2158,1793255.0
2019-08-22,57.3339,58.5986,56.9376,58.0084,2433574.0
2019-08-23,57.3423,57.5109,55.0068,55.8247,4727685.0
2019-08-24,57.3423,57.5109,55.0068,55.8247,4727685.0
2019-08-25,57.3423,57.5109,55.0068,55.8247,4727685.0
2019-08-26,56.6509,57.1231,55.5886,57.0388,2689647.0
2019-08-27,57.8819,58.2866,57.0304,57.1821,3433276.0
2019-08-28,57.0135,58.5817,56.946,58.177,3417376.0
2019-08-29,55.0405,55.5548,52.3087,53.5313,13765099.0
2019-08-30,53.0254,54.2901,53.017,53.6662,4712785.0
2019-08-31,53.0254,54.2901,53.017,53.6662,4712785.0
2019-09-01,53.0254,54.2901,53.017,53.6662,4712785.0
2019-09-02,53.0254,54.2901,53.017,53.6662,4712785.0
2019-09-03,53.1435,54.6695,52.6797,53.2952,4072616.0
2019-09-04,53.7084,54.3576,53.5482,53.9023,2733055.0
2019-09-05,54.8466,55.8162,54.5009,55.4452,2745136.0
2019-09-06,55.6898,56.4907,55.6813,55.9427,2626194.0
2019-09-07,55.6898,56.4907,55.6813,55.9427,2626194.0
2019-09-08,55.6898,56.4907,55.6813,55.9427,2626194.0
2019-09-09,56.5076,58.43,56.4992,58.3625,2620755.0
2019-09-10,58.0421,58.9359,57.5531,58.1939,3092570.0
2019-09-11,57.9662,58.5902,56.8691,57.199,2451618.0
2019-09-12,57.2327,58.4131,56.3305,57.2158,2720127.0
2019-09-13,57.629,58.0506,56.6425,56.946,2579692.0
2019-09-14,57.629,58.0506,56.6425,56.946,2579692.0
2019-09-15,57.629,58.0506,56.6425,56.946,2579692.0
2019-09-16,56.7268,58.1941,56.4233,58.1011,2335918.0
2019-09-17,57.9072,58.0674,56.9713,57.688,2518972.0
2019-09-18,57.6371,58.2486,56.4565,57.034,1713362.0
2019-09-19,57.4162,57.756,57.2718,57.4077,1387124.0
2019-09-20,57.756,58.0702,56.4904,56.7113,2273803.0
2019-09-21,57.756,58.0702,56.4904,56.7113,2273803.0
2019-09-22,57.756,58.0702,56.4904,56.7113,2273803.0
2019-09-23,56.5669,57.5946,56.3545,57.2548,1553043.0
2019-09-24,57.4757,58.2741,56.7367,57.5097,2178598.0
2019-09-25,57.9088,57.9428,56.6263,57.2718,2212190.0
2019-09-26,57.2973,57.4842,56.2696,56.8726,1806813.0
2019-09-27,57.0935,58.2031,57.0935,57.9853,1789212.0
2019-09-28,57.0935,58.2031,57.0935,57.9853,1789212.0
2019-09-29,57.0935,58.2031,57.0935,57.9853,1789212.0
2019-09-30,58.1637,58.8686,58.0532,58.5968,1849445.0
2019-10-01,58.7752,59.3952,57.5861,57.7645,2320944.0
2019-10-02,57.068,57.2973,54.6771,55.2249,2439462.0
2019-10-03,54.9531,55.794,53.9509,55.7685,2124127.0
2019-10-04,55.9044,56.8472,55.9044,56.8132,1701078.0
2019-10-05,55.9044,56.8472,55.9044,56.8132,1701078.0
2019-10-06,55.9044,56.8472,55.9044,56.8132,1701078.0
2019-10-07,56.6093,57.4077,56.5414,56.7537,1792131.0
2019-10-08,56.0827,56.346,55.1145,55.4457,1689359.0
2019-10-09,55.9638,56.2951,55.6241,55.8025,1694555.0
2019-10-10,55.9214,57.0417,55.9214,56.6773,1942207.0
2019-10-11,57.6201,59.6076,57.6201,59.0555,2698450.0
2019-10-12,57.6201,59.6076,57.6201,59.0555,2698450.0
2019-10-13,57.6201,59.6076,57.6201,59.0555,2698450.0
2019-10-14,58.5713,58.5713,57.7984,58.3675,1331366.0
2019-10-15,58.4185,58.6478,57.705,57.705,1998789.0
2019-10-16,57.5266,58.6393,57.3313,58.1042,2260326.0
2019-10-17,58.5204,59.5311,58.325,59.3527,1807809.0
2019-10-18,59.013,60.27,58.8092,59.8963,2305833.0
2019-10-19,59.013,60.27,58.8092,59.8963,2305833.0
2019-10-20,59.013,60.27,58.8092,59.8963,2305833.0
2019-10-21,60.4144,61.2213,60.355,60.7032,1536298.0
2019-10-22,60.8986,61.7946,60.5503,61.4931,1512367.0
2019-10-23,61.4931,61.7904,61.026,61.2128,1702586.0
2019-10-24,61.6715,61.9688,60.1342,61.2553,1578478.0
2019-10-25,61.026,62.8011,60.7117,62.1301,1440723.0
2019-10-26,61.026,62.8011,60.7117,62.1301,1440723.0
2019-10-27,61.026,62.8011,60.7117,62.1301,1440723.0
2019-10-28,63.0984,64.0412,62.8861,63.1663,1980943.0
2019-10-29,62.9625,63.4976,62.6907,62.7671,2100309.0
2019-10-30,62.7077,62.7841,60.4739,61.7479,1834886.0
2019-10-31,61.4252,61.7479,60.4025,61.009,1949298.0
2019-11-01,61.4931,62.4232,61.2553,61.9348,2353639.0
2019-11-02,61.4931,62.4232,61.2553,61.9348,2353639.0
2019-11-03,61.4931,62.4232,61.2553,61.9348,2353639.0
2019-11-04,62.5548,63.659,62.5123,63.5401,1541668.0
2019-11-05,63.7014,64.5508,63.315,63.5655,2867637.0
2019-11-06,63.676,63.9392,62.5208,63.7439,2501297.0
2019-11-07,64.5253,65.3025,64.3809,64.5593,1818833.0
2019-11-08,64.279,65.2812,64.0497,65.2727,1984155.0
2019-11-09,64.279,65.2812,64.0497,65.2727,1984155.0
2019-11-10,64.279,65.2812,64.0497,65.2727,1984155.0
2019-11-11,64.9755,65.3577,64.2535,64.7631,2602343.0
2019-11-12,64.7122,64.7122,63.6844,63.8628,2184217.0
2019-11-13,63.4721,64.0582,63.0135,63.7184,1600656.0
2019-11-14,63.6335,64.5423,63.5902,64.211,1803129.0
2019-11-15,64.4913,65.4936,64.4743,65.4766,2206681.0
2019-11-16,64.4913,65.4936,64.4743,65.4766,2206681.0
2019-11-17,64.4913,65.4936,64.4743,65.4766,2206681.0
2019-11-18,65.1114,65.9862,64.8056,65.6464,2561934.0
2019-11-19,64.9075,65.0646,63.5316,64.0072,2322853.0
2019-11-20,63.6335,63.9902,62.6822,62.9795,2189106.0
2019-11-21,63.1239,63.2725,61.1789,61.3317,3390297.0
2019-11-22,61.3997,61.8329,61.0599,61.697,2405187.0
2019-11-23,61.3997,61.8329,61.0599,61.697,2405187.0
2019-11-24,61.3997,61.8329,61.0599,61.697,2405187.0
2019-11-25,62.2151,63.2683,61.2723,63.0644,4220597.0
2019-11-26,65.57,71.0313,65.4341,69.2817,13917426.0
2019-11-27,69.8932,70.0546,68.0416,68.5767,6040830.0
2019-11-28,69.8932,70.0546,68.0416,68.5767,6040830.0
2019-11-29,68.1775,69.1713,67.532,68.4918,2962469.0
2019-11-30,68.1775,69.1713,67.532,68.4918,2962469.0
2019-12-01,68.1775,69.1713,67.532,68.4918,2962469.0
2019-12-02,68.7975,68.7975,66.5553,67.2687,4332958.0
2019-12-03,65.8248,66.4024,65.4426,66.3429,4227614.0
2019-12-04,66.8016,67.6085,66.5043,67.2517,3112987.0
2019-12-05,67.0224,68.2617,67.0054,68.22,3007526.0
2019-12-06,68.9929,70.0631,68.9844,69.6894,3699370.0
2019-12-07,68.9929,70.0631,68.9844,69.6894,3699370.0
2019-12-08,68.9929,70.0631,68.9844,69.6894,3699370.0
2019-12-09,69.4176,71.0482,69.1967,70.131,2833747.0
2019-12-10,70.114,70.8105,69.889,70.3943,2102514.0
2019-12-11,70.1395,71.3966,69.6639,71.2012,2319819.0
2019-12-12,71.2692,72.6621,70.9209,72.4922,2905907.0
2019-12-13,72.6196,72.7131,71.3116,72.0166,2646051.0
2019-12-14,72.6196,72.7131,71.3116,72.0166,2646051.0
2019-12-15,72.6196,72.7131,71.3116,72.0166,2646051.0
2019-12-16,72.6916,74.2124,72.6318,73.2982,3643636.0
2019-12-17,73.264,73.8877,72.2387,73.7852,1967022.0
2019-12-18,74.0586,74.9813,73.9133,74.3405,3172990.0
2019-12-19,74.8617,75.902,74.3747,75.7332,3245276.0
2019-12-20,76.2202,76.468,74.8019,74.9557,3650340.0
2019-12-21,76.2202,76.468,74.8019,74.9557,3650340.0
2019-12-22,76.2202,76.468,74.8019,74.9557,3650340.0
2019-12-23,75.3316,75.4623,74.5456,74.8788,1822349.0
2019-12-24,75.1949,75.6221,74.7001,75.1266,741790.0
2019-12-25,75.1949,75.6221,74.7001,75.1266,741790.0
2019-12-26,75.1778,75.3573,74.6054,75.0582,1343388.0
2019-12-27,75.1864,75.2975,74.2893,74.3405,1309596.0
2019-12-28,75.1864,75.2975,74.2893,74.3405,1309596.0
2019-12-29,75.1864,75.2975,74.2893,74.3405,1309596.0
2019-12-30,74.4089,75.1522,73.9133,74.819,1520606.0
2019-12-31,74.5456,75.3402,74.285,75.0155,1735195.0
2020-01-01,74.5456,75.3402,74.285,75.0155,1735195.0
2020-01-02,75.5196,75.5623,74.2978,74.5969,2447454.0
2020-01-03,73.5374,74.8788,73.4007,74.4858,1713597.0
2020-01-04,73.5374,74.8788,73.4007,74.4858,1713597.0
2020-01-05,73.5374,74.8788,73.4007,74.4858,1713597.0
2020-01-06,73.8792,75.118,73.6912,75.1095,2270193.0
2020-01-07,75.007,76.2202,74.725,75.5367,2043418.0
2020-01-08,75.3658,76.3569,75.067,75.7417,2047041.0
2020-01-09,76.4082,76.4594,75.5538,76.3569,2225731.0
2020-01-10,76.5363,77.5274,76.3313,77.4505,2452157.0
2020-01-11,76.5363,77.5274,76.3313,77.4505,2452157.0
2020-01-12,76.5363,77.5274,76.3313,77.4505,2452157.0
2020-01-13,77.442,77.9888,77.2027,77.9717,2138078.0
2020-01-14,77.7325,78.4587,77.1173,77.2967,1994311.0
2020-01-15,74.8446,76.7841,74.5798,75.9724,3783447.0
2020-01-16,76.4936,76.7328,75.6563,75.9981,2007216.0
2020-01-17,76.4253,77.1728,75.4854,76.8439,3406560.0
2020-01-18,76.4253,77.1728,75.4854,76.8439,3406560.0
2020-01-19,76.4253,77.1728,75.4854,76.8439,3406560.0
2020-01-20,76.4253,77.1728,75.4854,76.8439,3406560.0
2020-01-21,76.4253,78.3476,76.3911,77.1002,3611203.0
2020-01-22,77.6898,77.8948,76.0066,76.2715,2003301.0
2020-01-23,75.9212,77.16,75.4912,76.7414,1619995.0
2020-01-24,77.1259,77.1259,75.8443,76.4167,1209634.0
2020-01-25,77.1259,77.1259,75.8443,76.4167,1209634.0
2020-01-26,77.1259,77.1259,75.8443,76.4167,1209634.0
2020-01-27,75.007,75.8955,74.631,75.0155,1718329.0
2020-01-28,75.5281,76.2971,75.0326,75.9468,1458104.0
2020-01-29,76.3654,76.9806,75.2718,75.2889,2623456.0
2020-01-30,74.3747,74.8361,73.3964,74.4174,2048884.0
2020-01-31,74.0671,74.2978,72.2217,72.3584,2841993.0
2020-02-01,74.0671,74.2978,72.2217,72.3584,2841993.0
2020-02-02,74.0671,74.2978,72.2217,72.3584,2841993.0
2020-02-03,72.9564,73.7937,72.5463,72.8454,2170376.0
2020-02-04,73.9304,74.537,73.8535,74.0671,1795827.0
2020-02-05,74.913,76.7926,74.6396,76.468,2315840.0
2020-02-06,76.9208,77.389,75.6478,75.7332,2018246.0
2020-02-07,75.4,75.8443,73.8877,74.3491,1987126.0
2020-02-08,75.4,75.8443,73.8877,74.3491,1987126.0
2020-02-09,75.4,75.8443,73.8877,74.3491,1987126.0
2020-02-10,74.238,75.8101,74.2167,75.7845,2311633.0
2020-02-11,76.3654,76.955,75.8015,76.8012,1799464.0
2020-02-12,77.1344,77.9204,76.9037,77.6898,1578106.0
2020-02-13,77.3053,78.0144,77.066,77.2369,1725449.0
2020-02-14,77.7496,77.8734,76.7756,77.0746,1221227.0
2020-02-15,77.7496,77.8734,76.7756,77.0746,1221227.0
2020-02-16,77.7496,77.8734,76.7756,77.0746,1221227.0
2020-02-17,77.7496,77.8734,76.7756,77.0746,1221227.0
2020-02-18,76.4765,77.5445,76.2117,77.0319,1544620.0
2020-02-19,77.348,77.9461,77.066,77.6983,1422912.0
2020-02-20,77.8179,78.5954,77.3822,78.5441,2212336.0
2020-02-21,78.0401,78.2793,76.5705,77.1173,1877756.0
2020-02-22,78.0401,78.2793,76.5705,77.1173,1877756.0
2020-02-23,78.0401,78.2793,76.5705,77.1173,1877756.0
2020-02-24,73.6229,75.1864,72.6659,73.0504,2881063.0
2020-02-25,74.033,74.1269,69.7781,69.9661,2900938.0
2020-02-26,70.7692,72.478,70.1882,70.2138,3469532.0
2020-02-27,67.9241,70.4616,66.6425,66.9073,5770770.0
2020-02-28,64.985,66.6254,62.661,64.6347,4757188.0
2020-02-29,64.985,66.6254,62.661,64.6347,4757188.0
2020-03-01,64.985,66.6254,62.661,64.6347,4757188.0
