,GL US Equity,GL US Equity,GL US Equity,GL US Equity,GL US Equity
2020-06-08,83.4953,85.633,83.3986,84.3852,649772.0
2020-06-09,81.8606,83.1277,81.0239,82.2282,441658.0
2020-06-10,81.6478,82.1315,79.6165,79.7906,551559.0
2020-06-11,75.583,77.0823,71.5011,71.5785,591819.0
2020-06-12,74.7415,75.2058,71.2786,73.4163,511820.0
2020-06-13,74.7415,75.2058,71.2786,73.4163,511820.0
2020-06-14,74.7415,75.2058,71.2786,73.4163,511820.0
2020-06-15,70.5628,74.8672,70.4371,74.3449,537480.0
2020-06-16,78.3494,78.3494,74.2095,75.6604,605081.0
2020-06-17,75.8635,76.0626,73.6194,73.9773,897111.0
2020-06-18,72.952,74.8914,72.8649,74.1321,394180.0
2020-06-19,76.0666,76.0666,72.1588,73.7065,1010305.0
2020-06-20,76.0666,76.0666,72.1588,73.7065,1010305.0
2020-06-21,76.0666,76.0666,72.1588,73.7065,1010305.0
2020-06-22,73.3292,73.3292,71.888,72.981,499620.0
2020-06-23,74.519,74.7221,72.3233,72.3716,647775.0
2020-06-24,71.414,71.414,68.8024,68.8604,978578.0
2020-06-25,68.3381,70.4177,68.1543,70.2823,651071.0
2020-06-26,69.199,69.6729,67.8931,68.5315,888613.0
2020-06-27,69.199,69.6729,67.8931,68.5315,888613.0
2020-06-28,69.199,69.6729,67.8931,68.5315,888613.0
2020-06-29,69.7697,70.6305,68.8121,69.9825,501405.0
2020-06-30,69.818,72.3136,69.818,71.8009,631495.0
2020-07-01,72.1588,72.183,69.9051,70.4177,583462.0
2020-07-02,72.3549,72.7719,70.1002,70.3378,424240.0
2020-07-03,72.3549,72.7719,70.1002,70.3378,424240.0
2020-07-04,72.3549,72.7719,70.1002,70.3378,424240.0
2020-07-05,72.3549,72.7719,70.1002,70.3378,424240.0
2020-07-06,72.1512,72.9077,70.8517,71.6857,537588.0
2020-07-07,70.5899,70.8711,69.2225,69.3389,760575.0
2020-07-08,69.6492,70.8857,69.048,70.0177,846782.0
2020-07-09,69.9692,69.9692,67.3702,68.0685,426727.0
2020-07-10,68.243,70.1632,68.1946,70.1341,661297.0
2020-07-11,68.243,70.1632,68.1946,70.1341,661297.0
2020-07-12,68.243,70.1632,68.1946,70.1341,661297.0
2020-07-13,71.133,71.453,69.8044,70.3281,379902.0
2020-07-14,70.0662,71.4239,69.6105,71.1621,387464.0
2020-07-15,72.7816,73.4992,71.8797,73.0337,344365.0
2020-07-16,72.3064,74.983,72.1512,73.6738,380278.0
2020-07-17,73.8871,73.8871,72.481,73.0434,423390.0
2020-07-18,73.8871,73.8871,72.481,73.0434,423390.0
2020-07-19,73.8871,73.8871,72.481,73.0434,423390.0
2020-07-20,72.5198,72.8495,71.3027,71.8991,354934.0
2020-07-21,72.064,73.8483,71.9767,72.9368,502152.0
2020-07-22,72.3064,73.5671,72.19,73.3925,469660.0
2020-07-23,76.5831,78.4451,75.6667,77.8923,999533.0
2020-07-24,78.7263,78.8039,76.554,77.9408,773296.0
2020-07-25,78.7263,78.8039,76.554,77.9408,773296.0
2020-07-26,78.7263,78.8039,76.554,77.9408,773296.0
2020-07-27,77.2038,77.8002,76.3358,77.165,716927.0
2020-07-28,76.7286,77.679,75.9431,76.0206,334352.0
2020-07-29,75.7782,78.6487,75.7782,78.2996,505633.0
2020-07-30,76.4958,77.6838,76.0982,77.3298,607950.0
2020-07-31,77.2232,77.9796,76.5443,77.1941,678269.0
2020-08-01,77.2232,77.9796,76.5443,77.1941,678269.0
2020-08-02,77.2232,77.9796,76.5443,77.1941,678269.0
2020-08-03,77.4268,77.7662,76.554,77.1456,503765.0
2020-08-04,76.8255,77.1747,76.1855,76.3019,339737.0
2020-08-05,77.0486,78.2705,76.9031,77.8729,617705.0
2020-08-06,77.6305,78.6487,77.5044,77.902,580677.0
2020-08-07,77.4947,80.2973,77.3977,80.181,431380.0
2020-08-08,77.4947,80.2973,77.3977,80.181,431380.0
2020-08-09,77.4947,80.2973,77.3977,80.181,431380.0
2020-08-10,80.3167,82.5084,80.2586,82.2272,431199.0
2020-08-11,83.9534,84.865,82.8294,83.1679,487936.0
2020-08-12,84.6419,84.6419,82.0623,82.9545,330149.0
2020-08-13,81.946,82.9545,81.3059,82.4115,267258.0
2020-08-14,81.8199,83.3424,81.8199,82.8963,250543.0
2020-08-15,81.8199,83.3424,81.8199,82.8963,250543.0
2020-08-16,81.8199,83.3424,81.8199,82.8963,250543.0
2020-08-17,82.5957,82.8285,80.7628,80.8889,358797.0
2020-08-18,80.8501,81.3253,79.7688,80.1616,473233.0
2020-08-19,80.181,81.0344,79.9385,80.1131,271020.0
2020-08-20,78.8912,79.6372,78.5614,78.7069,283855.0
2020-08-21,78.5905,79.1918,77.8632,78.2899,317891.0
2020-08-22,78.5905,79.1918,77.8632,78.2899,317891.0
2020-08-23,78.5905,79.1918,77.8632,78.2899,317891.0
2020-08-24,78.93,81.946,78.5324,81.9363,398246.0
2020-08-25,82.8091,83.0418,81.3738,81.7617,348965.0
2020-08-26,81.5484,82.0332,80.724,81.6162,345997.0
2020-08-27,81.3738,83.323,81.3738,82.5181,406393.0
2020-08-28,83.1776,83.1776,81.8975,82.2563,430649.0
2020-08-29,83.1776,83.1776,81.8975,82.2563,430649.0
2020-08-30,83.1776,83.1776,81.8975,82.2563,430649.0
2020-08-31,82.1011,82.1011,79.9482,79.987,499894.0
2020-09-01,79.3858,81.0732,78.9881,79.5506,494143.0
2020-09-02,79.5215,81.0441,79.1433,80.4719,599442.0
2020-09-03,81.3447,83.3909,79.0075,79.3761,625379.0
2020-09-04,81.4611,82.1593,80.2876,81.3544,640873.0
2020-09-05,81.4611,82.1593,80.2876,81.3544,640873.0
2020-09-06,81.4611,82.1593,80.2876,81.3544,640873.0
2020-09-07,81.4611,82.1593,80.2876,81.3544,640873.0
2020-09-08,80.8792,80.8792,78.1929,79.056,527825.0
2020-09-09,79.8706,80.084,78.8136,79.1336,440578.0
2020-09-10,79.6767,80.2004,77.6499,77.6499,480318.0
2020-09-11,77.6596,79.4245,77.1456,79.0075,368699.0
2020-09-12,77.6596,79.4245,77.1456,79.0075,368699.0
2020-09-13,77.6596,79.4245,77.1456,79.0075,368699.0
2020-09-14,79.7543,81.2962,79.7543,80.7143,346002.0
2020-09-15,80.6368,81.4708,79.89,80.8695,576485.0
2020-09-16,80.7337,82.6054,80.7337,81.2768,591022.0
2020-09-17,80.4913,81.6065,80.0646,80.8792,542160.0
2020-09-18,80.4719,81.4805,79.8706,79.9676,836900.0
2020-09-19,80.4719,81.4805,79.8706,79.9676,836900.0
2020-09-20,80.4719,81.4805,79.8706,79.9676,836900.0
2020-09-21,78.0378,78.8621,75.8558,76.8934,861411.0
2020-09-22,76.6025,78.2269,76.6025,77.068,786637.0
2020-09-23,77.4656,78.513,74.9733,75.0703,443679.0
2020-09-24,75.0315,76.7868,73.1113,75.4291,463814.0
2020-09-25,74.6727,76.5346,74.5466,76.0982,326018.0
2020-09-26,74.6727,76.5346,74.5466,76.0982,326018.0
2020-09-27,74.6727,76.5346,74.5466,76.0982,326018.0
2020-09-28,77.4656,78.2705,76.8643,77.4365,450550.0
2020-09-29,76.9904,77.6111,76.3407,76.6219,414556.0
2020-09-30,76.971,78.2123,76.7189,77.485,511081.0
2020-10-01,77.3783,78.3239,76.5055,78.0863,415871.0
2020-10-02,77.0438,79.3378,76.8737,78.531,372202.0
2020-10-03,77.0438,79.3378,76.8737,78.531,372202.0
2020-10-04,77.0438,79.3378,76.8737,78.531,372202.0
2020-10-05,79.6197,80.4848,79.1823,79.8724,323231.0
2020-10-06,80.5431,81.4325,78.6476,78.7934,409445.0
2020-10-07,79.6488,80.7181,79.4253,79.8432,399402.0
2020-10-08,80.582,81.2624,79.8918,80.65,457033.0
2020-10-09,81.486,81.6512,79.4836,79.503,300640.0
2020-10-10,81.486,81.6512,79.4836,79.503,300640.0
2020-10-11,81.486,81.6512,79.4836,79.503,300640.0
2020-10-12,79.4642,80.6646,79.4642,80.1349,266636.0
2020-10-13,79.4642,80.096,78.5213,79.0462,537840.0
2020-10-14,79.5711,80.6986,79.1628,79.2406,451176.0
2020-10-15,78.1811,80.9319,77.9867,80.5528,428669.0
2020-10-16,80.6695,81.4666,79.9962,80.9125,413982.0
2020-10-17,80.6695,81.4666,79.9962,80.9125,413982.0
2020-10-18,80.6695,81.4666,79.9962,80.9125,413982.0
2020-10-19,80.893,82.2053,80.1349,80.3681,398105.0
2020-10-20,80.9222,82.2345,80.8056,81.1166,440298.0
2020-10-21,81.1263,82.3025,81.1263,81.7776,591163.0
2020-10-22,81.729,84.5576,79.6887,84.0619,814931.0
2020-10-23,84.7229,85.2964,83.0121,83.7314,499290.0
2020-10-24,84.7229,85.2964,83.0121,83.7314,499290.0
2020-10-25,84.7229,85.2964,83.0121,83.7314,499290.0
2020-10-26,82.6233,82.6233,81.1409,81.486,471957.0
2020-10-27,81.0291,81.5929,78.9879,79.0753,414926.0
2020-10-28,77.5784,78.3657,76.4217,76.5869,513120.0
2020-10-29,76.2856,78.2199,75.5371,77.5395,484095.0
2020-10-30,77.3548,79.3475,77.1313,78.8226,731635.0
2020-10-31,77.3548,79.3475,77.1313,78.8226,731635.0
2020-11-01,77.3548,79.3475,77.1313,78.8226,731635.0
2020-11-02,80.2223,81.3985,79.3718,80.9222,379683.0
2020-11-03,82.4872,83.9209,81.9137,82.7691,478698.0
2020-11-04,80.6889,83.9452,79.9502,81.4082,361947.0
2020-11-05,81.9137,84.3243,81.9137,83.8869,326894.0
2020-11-06,84.2952,84.9076,81.8748,82.3317,283386.0
2020-11-07,84.2952,84.9076,81.8748,82.3317,283386.0
2020-11-08,84.2952,84.9076,81.8748,82.3317,283386.0
2020-11-09,90.4093,90.9731,87.5133,88.9124,744886.0
2020-11-10,89.2623,90.7884,88.8832,90.176,388510.0
2020-11-11,90.5746,90.5746,88.2319,89.4178,340135.0
2020-11-12,88.4847,88.8395,86.0935,86.8516,342579.0
2020-11-13,87.9112,89.9816,87.8334,89.4664,331044.0
2020-11-14,87.9112,89.9816,87.8334,89.4664,331044.0
2020-11-15,87.9112,89.9816,87.8334,89.4664,331044.0
2020-11-16,91.9257,92.3145,90.3315,91.6244,369573.0
2020-11-17,90.3899,91.5855,89.6657,91.1675,334517.0
2020-11-18,91.2647,92.5478,89.7969,89.8747,381893.0
2020-11-19,89.1845,90.9925,88.6523,90.7398,399408.0
2020-11-20,90.3801,91.1092,89.9524,90.6815,373757.0
2020-11-21,90.3801,91.1092,89.9524,90.6815,373757.0
2020-11-22,90.3801,91.1092,89.9524,90.6815,373757.0
2020-11-23,91.8382,92.402,91.0897,91.984,412975.0
2020-11-24,93.617,94.871,92.7179,94.7932,504204.0
2020-11-25,93.8989,94.2343,92.6742,93.9475,308926.0
2020-11-26,93.8989,94.2343,92.6742,93.9475,308926.0
2020-11-27,93.4809,94.7252,93.1602,93.3351,194139.0
2020-11-28,93.4809,94.7252,93.1602,93.3351,194139.0
2020-11-29,93.4809,94.7252,93.1602,93.3351,194139.0
2020-11-30,92.5867,93.1019,90.3315,90.4968,1550246.0
2020-12-01,92.2756,92.8734,91.2311,91.7993,477779.0
2020-12-02,91.6146,92.6732,91.4737,92.47,267992.0
2020-12-03,92.0521,93.0533,91.9257,92.2951,323238.0
2020-12-04,93.0533,94.453,92.9852,93.7628,370396.0
2020-12-05,93.0533,94.453,92.9852,93.7628,370396.0
2020-12-06,93.0533,94.453,92.9852,93.7628,370396.0
2020-12-07,93.0921,93.3351,91.916,92.227,294777.0
2020-12-08,91.0897,92.1007,91.0897,91.9062,426363.0
2020-12-09,92.5089,92.5867,91.1967,91.7216,340974.0
2020-12-10,90.9634,92.4895,90.9634,92.227,395074.0
2020-12-11,91.1481,92.4992,90.8759,91.08,332176.0
2020-12-12,91.1481,92.4992,90.8759,91.08,332176.0
2020-12-13,91.1481,92.4992,90.8759,91.08,332176.0
2020-12-14,92.4117,92.4117,89.204,89.204,426554.0
2020-12-15,90.2441,91.255,89.5248,91.0897,411822.0
2020-12-16,91.498,91.8868,90.351,90.9148,315612.0
2020-12-17,90.9439,91.0217,90.0497,90.8176,337911.0
2020-12-18,90.7592,91.4299,89.5053,90.2149,1211647.0
2020-12-19,90.7592,91.4299,89.5053,90.2149,1211647.0
2020-12-20,90.7592,91.4299,89.5053,90.2149,1211647.0
2020-12-21,90.7009,90.7009,87.4057,89.6706,471704.0
2020-12-22,89.6511,90.3315,89.029,89.1845,477805.0
2020-12-23,89.5345,91.012,89.5345,90.3024,554256.0
2020-12-24,90.6912,90.9439,89.3109,90.2732,76085.0
2020-12-25,90.6912,90.9439,89.3109,90.2732,76085.0
2020-12-26,90.6912,90.9439,89.3109,90.2732,76085.0
2020-12-27,90.6912,90.9439,89.3109,90.2732,76085.0
2020-12-28,90.8273,92.0132,90.3315,90.6815,345523.0
2020-12-29,91.0995,91.1481,89.5053,89.5831,514751.0
2020-12-30,90.0594,91.2161,90.0594,90.6037,399992.0
2020-12-31,90.4773,92.4603,90.1031,92.3048,250848.0
2021-01-01,90.4773,92.4603,90.1031,92.3048,250848.0
2021-01-02,90.4773,92.4603,90.1031,92.3048,250848.0
2021-01-03,90.4773,92.4603,90.1031,92.3048,250848.0
2021-01-04,92.6936,92.9269,89.4664,89.8164,390696.0
2021-01-05,89.5442,90.6134,89.3109,89.7483,289094.0
2021-01-06,91.7216,95.0557,91.2258,94.7446,624690.0
2021-01-07,95.5116,96.242,94.3916,94.4403,457138.0
2021-01-08,94.6058,94.8396,92.8918,93.9241,297267.0
2021-01-09,94.6058,94.8396,92.8918,93.9241,297267.0
2021-01-10,94.6058,94.8396,92.8918,93.9241,297267.0
2021-01-11,92.7846,93.8657,92.3756,92.8723,341606.0
2021-01-12,92.9307,94.0605,92.6385,93.1547,392255.0
2021-01-13,92.9502,93.7293,92.6288,93.4079,389536.0
2021-01-14,93.9631,94.6935,93.4956,94.0605,357525.0
2021-01-15,93.0768,93.8852,92.6117,93.5735,365688.0
2021-01-16,93.0768,93.8852,92.6117,93.5735,365688.0
2021-01-17,93.0768,93.8852,92.6117,93.5735,365688.0
2021-01-18,93.0768,93.8852,92.6117,93.5735,365688.0
2021-01-19,93.9046,95.1902,93.6319,94.3526,409008.0
2021-01-20,94.2163,94.45,93.4566,94.002,351959.0
2021-01-21,93.7196,94.0848,93.0671,93.2132,375125.0
2021-01-22,92.0152,92.5509,91.5575,91.8789,592073.0
2021-01-23,92.0152,92.5509,91.5575,91.8789,592073.0
2021-01-24,92.0152,92.5509,91.5575,91.8789,592073.0
2021-01-25,90.8855,91.986,89.9408,91.0608,455429.0
2021-01-26,91.4017,91.7036,90.6615,90.681,382869.0
2021-01-27,89.1714,89.9505,87.7203,87.8469,489546.0
2021-01-28,88.9474,91.874,88.5773,90.3401,475474.0
2021-01-29,89.6097,89.8045,87.4963,88.0319,547181.0
2021-01-30,89.6097,89.8045,87.4963,88.0319,547181.0
2021-01-31,89.6097,89.8045,87.4963,88.0319,547181.0
2021-02-01,88.7234,89.2006,87.2431,88.9474,632102.0
2021-02-02,90.0869,91.0608,88.889,90.1648,501900.0
2021-02-03,89.9895,91.8692,87.4281,88.4702,648958.0
2021-02-04,88.5579,91.5916,88.5579,90.6031,407500.0
2021-02-05,90.9634,91.3627,89.5512,91.2166,379246.0
2021-02-06,90.9634,91.3627,89.5512,91.2166,379246.0
2021-02-07,90.9634,91.3627,89.5512,91.2166,379246.0
2021-02-08,91.09,91.9958,90.9634,91.6452,461264.0
2021-02-09,91.1485,91.3432,90.2427,90.3304,414994.0
2021-02-10,90.7102,90.7589,89.4246,89.9505,464341.0
2021-02-11,89.8532,90.7978,89.6404,90.2914,377839.0
2021-02-12,90.4278,91.6013,90.4278,91.5672,306455.0
2021-02-13,90.4278,91.6013,90.4278,91.5672,306455.0
2021-02-14,90.4278,91.6013,90.4278,91.5672,306455.0
2021-02-15,90.4278,91.6013,90.4278,91.5672,306455.0
2021-02-16,91.6452,92.4292,91.2556,91.3335,693846.0
2021-02-17,91.129,92.3756,90.6566,92.21,481144.0
2021-02-18,91.6646,91.9714,90.6031,91.1387,762723.0
2021-02-19,91.5965,93.2132,90.8417,92.8138,603845.0
2021-02-20,91.5965,93.2132,90.8417,92.8138,603845.0
2021-02-21,91.5965,93.2132,90.8417,92.8138,603845.0
2021-02-22,92.4925,94.6838,92.4925,94.0215,531802.0
2021-02-23,94.7227,94.898,92.882,93.6612,666735.0
2021-02-24,93.6319,96.4076,93.6319,95.7551,372411.0
2021-02-25,96.5147,96.6711,92.9405,93.7196,400715.0
2021-02-26,93.3203,93.4956,90.866,90.9634,700814.0
2021-02-27,93.3203,93.4956,90.866,90.9634,700814.0
2021-02-28,93.3203,93.4956,90.866,90.9634,700814.0
2021-03-01,92.5898,94.0751,92.4535,92.6385,501257.0
2021-03-02,92.5606,94.2065,92.4535,93.554,392423.0
2021-03-03,93.7098,95.1999,93.5443,93.8072,358814.0
2021-03-04,93.4956,93.9144,91.1095,92.0445,410173.0
2021-03-05,92.9502,95.2876,91.7133,94.7812,423496.0
2021-03-06,92.9502,95.2876,91.7133,94.7812,423496.0
2021-03-07,92.9502,95.2876,91.7133,94.7812,423496.0
2021-03-08,95.8622,98.9299,95.696,96.8751,491816.0
2021-03-09,96.0862,98.1655,95.0198,96.466,507890.0
2021-03-10,96.3199,99.1443,96.3199,98.5015,418592.0
2021-03-11,96.5634,98.3846,96.5634,97.2451,340545.0
2021-03-12,98.6671,98.8813,97.4594,98.745,414457.0
2021-03-13,98.6671,98.8813,97.4594,98.745,414457.0
2021-03-14,98.6671,98.8813,97.4594,98.745,414457.0
