,GL US Equity,GL US Equity,GL US Equity,GL US Equity,GL US Equity
2022-05-31,95.7656,96.6956,95.2736,96.0215,957657.0
2022-06-01,96.3167,96.4545,94.2599,95.7755,399610.0
2022-06-02,96.0412,96.5136,94.7224,96.484,308652.0
2022-06-03,96.0018,96.0215,94.7815,94.8701,284617.0
2022-06-04,96.0018,96.0215,94.7815,94.8701,284617.0
2022-06-05,96.0018,96.0215,94.7815,94.8701,284617.0
2022-06-06,95.8443,97.0046,94.9242,96.1691,262261.0
2022-06-07,95.5885,97.478,95.2539,97.4485,266976.0
2022-06-08,96.7497,97.2024,95.4212,95.677,250010.0
2022-06-09,95.7656,95.7656,93.8761,93.9155,363728.0
2022-06-10,91.898,92.3605,90.3037,90.3627,543519.0
2022-06-11,91.898,92.3605,90.3037,90.3627,543519.0
2022-06-12,91.898,92.3605,90.3037,90.3627,543519.0
2022-06-13,88.7291,89.2015,86.4754,86.9773,418811.0
2022-06-14,87.3316,88.6602,87.2726,88.0304,508469.0
2022-06-15,90.4415,93.1675,90.3726,91.7799,742851.0
2022-06-16,90.3431,90.6678,88.3256,89.0046,867454.0
2022-06-17,89.3786,90.9434,89.0981,90.6481,1403980.0
2022-06-18,89.3786,90.9434,89.0981,90.6481,1403980.0
2022-06-19,89.3786,90.9434,89.0981,90.6481,1403980.0
2022-06-20,89.3786,90.9434,89.0981,90.6481,1403980.0
2022-06-21,92.4786,93.4529,91.8783,93.2561,562320.0
2022-06-22,91.4945,93.3545,91.3321,92.9116,590193.0
2022-06-23,93.2856,93.7974,92.3113,93.2659,697654.0
2022-06-24,94.2205,97.8224,93.8416,97.5863,1154820.0
2022-06-25,94.2205,97.8224,93.8416,97.5863,1154820.0
2022-06-26,94.2205,97.8224,93.8416,97.5863,1154820.0
2022-06-27,97.6748,97.7142,96.5874,97.291,569310.0
2022-06-28,98.4523,99.0821,96.3512,96.5037,390436.0
2022-06-29,96.6809,96.995,95.7853,96.3856,372915.0
2022-06-30,95.0177,96.484,94.7323,95.9231,742875.0
2022-07-01,95.8121,99.4267,95.6149,98.9582,574940.0
2022-07-02,95.8121,99.4267,95.6149,98.9582,574940.0
2022-07-03,95.8121,99.4267,95.6149,98.9582,574940.0
2022-07-04,95.8121,99.4267,95.6149,98.9582,574940.0
2022-07-05,97.252,97.252,94.7076,96.1968,605312.0
2022-07-06,96.1573,97.4739,95.2007,97.0745,886452.0
2022-07-07,97.6169,98.6525,97.5479,97.5775,605022.0
2022-07-08,98.8694,98.9681,97.8339,97.9029,635440.0
2022-07-09,98.8694,98.9681,97.8339,97.9029,635440.0
2022-07-10,98.8694,98.9681,97.8339,97.9029,635440.0
2022-07-11,97.8832,99.3823,97.8832,99.1259,593266.0
2022-07-12,98.4848,100.2304,98.3467,98.761,515274.0
2022-07-13,97.469,97.7254,95.8023,96.6406,605082.0
2022-07-14,94.3722,96.4828,94.3328,95.891,558037.0
2022-07-15,97.4,97.8635,96.4729,97.4591,448843.0
2022-07-16,97.4,97.8635,96.4729,97.4591,448843.0
2022-07-17,97.4,97.8635,96.4729,97.4591,448843.0
2022-07-18,98.0114,98.761,96.4729,96.8082,432484.0
2022-07-19,97.6465,99.6486,97.6465,99.116,384048.0
2022-07-20,98.6229,99.2344,98.0312,98.3566,446205.0
2022-07-21,98.258,99.3971,97.4394,99.333,379893.0
2022-07-22,99.5006,99.836,98.6328,99.2837,343243.0
2022-07-23,99.5006,99.836,98.6328,99.2837,343243.0
2022-07-24,99.5006,99.836,98.6328,99.2837,343243.0
2022-07-25,99.6387,100.4474,99.2245,100.0135,334392.0
2022-07-26,99.6091,100.2107,98.8694,99.2639,351443.0
2022-07-27,99.5598,100.2304,98.8744,99.9444,398414.0
2022-07-28,99.4908,99.6436,94.9541,98.1298,885293.0
2022-07-29,98.1298,100.1121,98.0558,99.3428,652010.0
2022-07-30,98.1298,100.1121,98.0558,99.3428,652010.0
2022-07-31,98.1298,100.1121,98.0558,99.3428,652010.0
2022-08-01,98.2087,98.6722,97.0449,97.7254,512203.0
2022-08-02,97.538,98.2777,96.3842,96.4729,301050.0
2022-08-03,97.0646,97.8438,96.5321,97.6169,425494.0
2022-08-04,97.1534,97.7353,96.2461,96.3743,290278.0
2022-08-05,96.3842,97.2224,95.891,96.5321,571721.0
2022-08-06,96.3842,97.2224,95.891,96.5321,571721.0
2022-08-07,96.3842,97.2224,95.891,96.5321,571721.0
2022-08-08,97.0252,97.5479,96.6504,96.7984,329349.0
2022-08-09,97.3013,98.8448,97.1929,98.7807,509634.0
2022-08-10,100.1318,100.5904,99.7768,100.191,392119.0
2022-08-11,100.5953,100.5953,99.8853,100.1515,527101.0
2022-08-12,100.5066,101.8774,100.5066,101.838,362661.0
2022-08-13,100.5066,101.8774,100.5066,101.838,362661.0
2022-08-14,100.5066,101.8774,100.5066,101.838,362661.0
2022-08-15,101.0194,101.8577,100.8912,101.4041,317974.0
2022-08-16,100.694,102.4593,100.694,102.0944,425251.0
2022-08-17,101.2857,102.3558,101.2167,101.9958,387149.0
2022-08-18,102.4988,103.5836,102.3115,103.5738,309792.0
2022-08-19,103.1891,103.3617,101.8577,102.5382,352274.0
2022-08-20,103.1891,103.3617,101.8577,102.5382,352274.0
2022-08-21,103.1891,103.3617,101.8577,102.5382,352274.0
2022-08-22,101.5027,101.5027,99.4563,99.5697,455472.0
2022-08-23,99.8458,100.0529,98.8833,98.9089,282148.0
2022-08-24,98.899,99.4612,98.1692,99.2344,264701.0
2022-08-25,99.7768,100.3685,99.3035,99.7965,287774.0
2022-08-26,99.688,100.26,97.3704,97.4,323387.0
2022-08-27,99.688,100.26,97.3704,97.4,323387.0
2022-08-28,99.688,100.26,97.3704,97.4,323387.0
2022-08-29,96.5913,97.114,95.9305,96.5913,492913.0
2022-08-30,96.5715,96.9069,95.9157,96.4828,300302.0
2022-08-31,97.1534,97.1534,95.7283,95.8516,460733.0
2022-09-01,95.4571,96.2461,94.9048,96.1672,395023.0
2022-09-02,97.114,97.7846,95.0823,95.4571,549793.0
2022-09-03,97.114,97.7846,95.0823,95.4571,549793.0
2022-09-04,97.114,97.7846,95.0823,95.4571,549793.0
2022-09-05,97.114,97.7846,95.0823,95.4571,549793.0
2022-09-06,96.6504,97.0646,95.6642,96.1376,401961.0
2022-09-07,95.7037,98.5243,95.7037,98.4256,413779.0
2022-09-08,97.9523,100.5855,97.755,99.5302,645161.0
2022-09-09,100.1713,102.1043,99.905,101.335,689295.0
2022-09-10,100.1713,102.1043,99.905,101.335,689295.0
2022-09-11,100.1713,102.1043,99.905,101.335,689295.0
2022-09-12,101.8676,102.3607,101.2956,102.0747,390193.0
2022-09-13,100.3389,101.5816,100.3389,100.5658,581841.0
2022-09-14,100.5953,101.1378,98.899,99.7768,541804.0
2022-09-15,99.7768,101.0786,99.2639,100.3784,680444.0
2022-09-16,100.0332,101.2265,99.3626,100.8518,1161772.0
2022-09-17,100.0332,101.2265,99.3626,100.8518,1161772.0
2022-09-18,100.0332,101.2265,99.3626,100.8518,1161772.0
2022-09-19,100.0135,102.0254,100.0135,101.9761,536415.0
2022-09-20,101.6309,102.4741,101.2561,102.2226,836510.0
2022-09-21,102.5974,104.0176,102.055,102.3114,996689.0
2022-09-22,102.8144,103.1694,100.763,101.3843,804008.0
2022-09-23,100.4376,100.9405,97.0844,98.5736,951983.0
2022-09-24,100.4376,100.9405,97.0844,98.5736,951983.0
2022-09-25,100.4376,100.9405,97.0844,98.5736,951983.0
2022-09-26,97.9325,98.7117,96.966,97.6761,753358.0
2022-09-27,98.6032,98.761,96.4828,97.1337,493300.0
2022-09-28,97.3605,100.122,97.0548,99.5401,560419.0
2022-09-29,99.0667,99.4513,98.1101,98.8596,427449.0
2022-09-30,99.2344,100.3981,98.2185,98.327,509157.0
2022-10-01,99.2344,100.3981,98.2185,98.327,509157.0
2022-10-02,99.2344,100.3981,98.2185,98.327,509157.0
2022-10-03,99.7768,101.0786,97.9917,100.6841,577117.0
2022-10-04,101.483,105.4673,101.483,105.1912,813821.0
2022-10-05,104.0176,105.5163,104.0176,105.0531,411702.0
2022-10-06,104.6158,105.7374,104.6158,105.3965,447947.0
2022-10-07,105.2581,105.2581,103.7067,104.7245,432045.0
2022-10-08,105.2581,105.2581,103.7067,104.7245,432045.0
2022-10-09,105.2581,105.2581,103.7067,104.7245,432045.0
2022-10-10,105.1989,106.2068,104.9024,105.94,388945.0
2022-10-11,105.4163,107.1455,104.9123,105.4261,363040.0
2022-10-12,105.4459,107.1356,104.7838,105.5744,453175.0
2022-10-13,104.3194,109.774,103.7562,108.9934,691400.0
2022-10-14,109.8234,110.8116,107.1505,107.7483,638866.0
2022-10-15,109.8234,110.8116,107.1505,107.7483,638866.0
2022-10-16,109.8234,110.8116,107.1505,107.7483,638866.0
2022-10-17,109.6851,110.278,108.5882,109.3293,499076.0
2022-10-18,111.3748,112.1456,110.7029,112.0072,582544.0
2022-10-19,111.7898,112.9855,110.8807,111.2266,742099.0
2022-10-20,110.9104,111.2068,108.2127,108.4993,489168.0
2022-10-21,108.9341,112.2345,108.771,112.1555,581052.0
2022-10-22,108.9341,112.2345,108.771,112.1555,581052.0
2022-10-23,108.9341,112.2345,108.771,112.1555,581052.0
2022-10-24,112.4618,113.9835,112.4618,113.7069,654821.0
2022-10-25,113.1733,114.2602,112.3432,113.282,669806.0
2022-10-26,113.8057,114.3294,112.7582,113.0053,623004.0
2022-10-27,113.697,115.1792,110.2681,110.5843,808459.0
2022-10-28,110.3274,112.6495,109.9914,112.363,1135787.0
2022-10-29,110.3274,112.6495,109.9914,112.363,1135787.0
2022-10-30,110.3274,112.6495,109.9914,112.363,1135787.0
2022-10-31,112.3729,114.4677,112.0616,114.1515,765021.0
2022-11-01,114.6258,114.6258,111.8788,112.8472,652556.0
2022-11-02,112.5013,113.6278,110.8906,110.9301,795955.0
2022-11-03,109.5171,111.4934,108.6179,110.9894,442218.0
2022-11-04,112.2444,113.6377,111.2167,112.6397,569105.0
2022-11-05,112.2444,113.6377,111.2167,112.6397,569105.0
2022-11-06,112.2444,113.6377,111.2167,112.6397,569105.0
2022-11-07,113.3511,113.3511,111.4835,112.0962,526547.0
2022-11-08,112.0072,112.6594,110.9499,112.0665,613625.0
2022-11-09,111.5823,112.7236,110.7325,111.1673,367940.0
2022-11-10,113.8156,114.1614,112.0962,112.5013,691273.0
2022-11-11,113.2721,113.4648,108.3214,108.4104,697790.0
2022-11-12,113.2721,113.4648,108.3214,108.4104,697790.0
2022-11-13,113.2721,113.4648,108.3214,108.4104,697790.0
2022-11-14,108.3906,110.3224,108.1732,109.3293,621672.0
2022-11-15,110.2977,112.195,109.7048,111.3056,663743.0
2022-11-16,111.6416,112.7236,110.6535,111.3254,495838.0
2022-11-17,110.3965,111.5922,110.0803,111.5428,469475.0
2022-11-18,112.9954,114.0873,111.7997,112.3729,1761999.0
2022-11-19,112.9954,114.0873,111.7997,112.3729,1761999.0
2022-11-20,112.9954,114.0873,111.7997,112.3729,1761999.0
2022-11-21,112.3729,114.616,112.3383,113.7266,541804.0
2022-11-22,114.5171,115.9228,114.112,114.9025,601236.0
2022-11-23,114.3393,115.6525,114.0582,115.3867,346154.0
2022-11-24,114.3393,115.6525,114.0582,115.3867,346154.0
2022-11-25,115.614,116.5132,115.614,115.9104,170751.0
2022-11-26,115.614,116.5132,115.614,115.9104,170751.0
2022-11-27,115.614,116.5132,115.614,115.9104,170751.0
2022-11-28,115.1792,115.9351,114.4233,114.7543,474430.0
2022-11-29,114.5468,116.1772,114.5468,115.9104,484031.0
2022-11-30,115.446,119.0231,114.7543,118.5389,1114248.0
2022-12-01,119.1812,119.5221,117.8176,118.9836,671175.0
2022-12-02,118.1931,120.6733,118.1931,119.705,604058.0
2022-12-03,118.1931,120.6733,118.1931,119.705,604058.0
2022-12-04,118.1931,120.6733,118.1931,119.705,604058.0
2022-12-05,118.6674,118.9046,116.9777,117.3828,435550.0
2022-12-06,117.3531,118.3215,116.533,117.7978,472271.0
2022-12-07,117.5508,118.7563,117.363,117.7188,409911.0
2022-12-08,118.5883,118.6773,115.5745,116.2168,439152.0
2022-12-09,115.7721,116.6417,114.6654,115.1397,363985.0
2022-12-10,115.7721,116.6417,114.6654,115.1397,363985.0
2022-12-11,115.7721,116.6417,114.6654,115.1397,363985.0
2022-12-12,115.1199,116.029,114.3739,115.9994,409122.0
2022-12-13,117.3235,117.3235,114.4579,115.4065,957251.0
2022-12-14,115.7128,118.2326,115.7128,116.6812,964834.0
2022-12-15,115.5349,116.2662,114.5664,114.8729,686959.0
2022-12-16,113.4796,115.5844,113.4302,115.1199,2200983.0
2022-12-17,113.4796,115.5844,113.4302,115.1199,2200983.0
2022-12-18,113.4796,115.5844,113.4302,115.1199,2200983.0
2022-12-19,115.4065,117.7682,115.4065,116.4638,874042.0
2022-12-20,117.116,118.114,116.2019,116.7899,471171.0
2022-12-21,116.8986,119.4184,116.8986,119.0627,483652.0
2022-12-22,118.5982,118.7539,116.1674,117.0073,410238.0
2022-12-23,117.1654,118.7464,117.1654,118.7168,206647.0
2022-12-24,117.1654,118.7464,117.1654,118.7168,206647.0
2022-12-25,117.1654,118.7464,117.1654,118.7168,206647.0
2022-12-26,117.1654,118.7464,117.1654,118.7168,206647.0
2022-12-27,118.7168,119.6555,118.7168,119.2702,275052.0
2022-12-28,119.616,119.7741,118.3709,118.4204,275006.0
2022-12-29,118.7464,119.7247,118.3215,119.2702,345061.0
2022-12-30,119.0231,119.8137,118.7069,119.1219,476601.0
2022-12-31,119.0231,119.8137,118.7069,119.1219,476601.0
2023-01-01,119.0231,119.8137,118.7069,119.1219,476601.0
2023-01-02,119.0231,119.8137,118.7069,119.1219,476601.0
2023-01-03,118.8354,119.537,117.5113,118.1733,717435.0
2023-01-04,118.6575,119.4678,117.9164,118.5883,744061.0
2023-01-05,117.8831,119.6302,117.8831,118.9719,615463.0
2023-01-06,120.3973,122.4364,120.2884,122.1197,541426.0
2023-01-07,120.3973,122.4364,120.2884,122.1197,541426.0
2023-01-08,120.3973,122.4364,120.2884,122.1197,541426.0
2023-01-09,121.2684,121.9019,118.7739,119.061,627398.0
2023-01-10,119.0808,121.1793,118.8234,120.2983,410991.0
2023-01-11,120.1597,121.4317,119.9223,120.7042,425353.0
2023-01-12,120.6844,122.5948,120.1202,120.1499,502411.0
2023-01-13,119.3184,120.6547,118.5166,120.0509,642472.0
2023-01-14,119.3184,120.6547,118.5166,120.0509,642472.0
2023-01-15,119.3184,120.6547,118.5166,120.0509,642472.0
2023-01-16,119.3184,120.6547,118.5166,120.0509,642472.0
2023-01-17,120.229,120.4369,118.8828,119.3382,431827.0
2023-01-18,119.2491,119.5531,117.3683,117.4277,463687.0
2023-01-19,117.0714,117.4871,115.4975,116.131,618778.0
2023-01-20,116.5566,116.8338,115.4084,116.23,559681.0
2023-01-21,116.5566,116.8338,115.4084,116.23,559681.0
2023-01-22,116.5566,116.8338,115.4084,116.23,559681.0
2023-01-23,116.0815,117.497,115.4925,116.4577,486433.0
2023-01-24,116.5863,118.279,115.4777,118.2196,425596.0
2023-01-25,117.6752,119.6054,117.6752,119.5163,390880.0
2023-01-26,119.6549,120.1301,118.8333,120.0905,252600.0
2023-01-27,119.9915,119.9915,118.4275,118.4374,276533.0
2023-01-28,119.9915,119.9915,118.4275,118.4374,276533.0
2023-01-29,119.9915,119.9915,118.4275,118.4374,276533.0
2023-01-30,118.1998,119.7935,118.0315,118.6453,421748.0
2023-01-31,118.6552,119.6252,117.3514,119.6252,629721.0
2023-02-01,118.9026,120.6151,118.576,118.9818,1056083.0
2023-02-02,121.7633,122.1593,115.3292,115.5668,1120071.0
2023-02-03,115.4579,118.962,115.4579,118.9422,826162.0
2023-02-04,115.4579,118.962,115.4579,118.9422,826162.0
2023-02-05,115.4579,118.962,115.4579,118.9422,826162.0
2023-02-06,118.962,120.4369,118.675,120.2587,493904.0
2023-02-07,119.6054,120.9219,119.0412,120.4765,604559.0
2023-02-08,119.9816,121.506,119.8479,120.5062,399443.0
2023-02-09,121.1199,122.2682,118.8531,118.9323,354432.0
2023-02-10,119.0808,120.2983,118.9323,120.2983,388674.0
2023-02-11,119.0808,120.2983,118.9323,120.2983,388674.0
2023-02-12,119.0808,120.2983,118.9323,120.2983,388674.0
2023-02-13,120.2983,121.7534,120.2983,121.506,306626.0
2023-02-14,121.0902,121.2882,119.4075,119.4668,346353.0
2023-02-15,119.9519,120.2191,119.2689,119.8133,363334.0
2023-02-16,119.3877,121.3081,119.3877,120.3082,261183.0
2023-02-17,120.427,121.7039,120.2241,121.6841,425508.0
2023-02-18,120.427,121.7039,120.2241,121.6841,425508.0
2023-02-19,120.427,121.7039,120.2241,121.6841,425508.0
2023-02-20,120.427,121.7039,120.2241,121.6841,425508.0
2023-02-21,121.6248,121.6248,119.2491,119.5658,416601.0
2023-02-22,118.8135,120.2983,118.7343,119.2689,377249.0
2023-02-23,119.8727,120.8674,119.0363,119.259,275875.0
2023-02-24,119.1699,121.4466,118.9125,120.7933,373271.0
2023-02-25,119.1699,121.4466,118.9125,120.7933,373271.0
2023-02-26,119.1699,121.4466,118.9125,120.7933,373271.0
2023-02-27,121.1001,122.0405,119.0016,119.6846,553365.0
2023-02-28,120.1993,120.9021,119.5064,120.4567,670151.0
2023-03-01,119.6648,122.1593,119.6648,120.427,568808.0
2023-03-02,119.6945,119.8628,118.6799,119.5856,523040.0
2023-03-03,119.7737,119.942,118.8432,119.358,438544.0
2023-03-04,119.7737,119.942,118.8432,119.358,438544.0
2023-03-05,119.7737,119.942,118.8432,119.358,438544.0
2023-03-06,119.4866,120.7141,119.259,119.5064,579970.0
2023-03-07,119.6945,120.4765,118.0711,118.8036,578897.0
2023-03-08,118.7937,119.3728,115.8241,117.2001,477568.0
2023-03-09,117.8435,117.9919,114.7551,115.0322,526256.0
2023-03-10,114.0325,114.9778,112.4388,112.8149,578159.0
2023-03-11,114.0325,114.9778,112.4388,112.8149,578159.0
2023-03-12,114.0325,114.9778,112.4388,112.8149,578159.0
2023-03-13,110.1423,110.1423,105.4207,105.6978,675527.0
2023-03-14,108.1923,110.2512,107.6874,109.8948,909642.0
2023-03-15,106.4006,107.7765,104.9356,106.5293,716994.0
2023-03-16,105.3019,108.7862,104.4605,107.6874,743141.0
2023-03-17,106.6283,106.6283,103.2924,103.9854,1183165.0
2023-03-18,106.6283,106.6283,103.2924,103.9854,1183165.0
2023-03-19,106.6283,106.6283,103.2924,103.9854,1183165.0
2023-03-20,105.1138,107.3509,104.9653,106.46,547550.0
2023-03-21,108.9941,109.9641,108.4991,108.7763,543517.0
2023-03-22,108.5486,109.4197,105.8661,105.9552,599602.0
2023-03-23,105.777,106.6976,104.7673,105.2821,529096.0
2023-03-24,103.926,105.6384,103.4904,105.6087,323140.0
2023-03-25,103.926,105.6384,103.4904,105.6087,323140.0
2023-03-26,103.926,105.6384,103.4904,105.6087,323140.0
2023-03-27,107.4994,107.925,106.7916,107.4103,410562.0
2023-03-28,106.7966,107.8755,106.6976,107.6775,408963.0
2023-03-29,108.8258,109.6771,107.8953,108.1329,503276.0
2023-03-30,108.5981,109.004,107.9151,108.4694,460593.0
2023-03-31,109.0695,109.3076,108.2363,109.129,476557.0
2023-04-01,109.0695,109.3076,108.2363,109.129,476557.0
2023-04-02,109.0695,109.3076,108.2363,109.129,476557.0
2023-04-03,109.0001,110.1904,108.3553,108.5835,705669.0
2023-04-04,109.5357,109.5357,105.1366,106.5302,676039.0
2023-04-05,105.5681,107.5321,105.34,107.3734,635800.0
2023-04-06,107.2345,108.1669,106.3591,106.8675,667556.0
2023-04-07,107.2345,108.1669,106.3591,106.8675,667556.0
2023-04-08,107.2345,108.1669,106.3591,106.8675,667556.0
2023-04-09,107.2345,108.1669,106.3591,106.8675,667556.0
2023-04-10,106.8774,107.7999,106.1434,107.2742,523994.0
2023-04-11,107.3337,107.785,106.2327,106.5005,953022.0
2023-04-12,106.6592,107.542,106.0045,106.4608,905109.0
2023-04-13,106.4906,106.9468,105.1515,106.2823,877778.0
2023-04-14,106.6195,107.423,105.5954,106.4112,689759.0
2023-04-15,106.6195,107.423,105.5954,106.4112,689759.0
2023-04-16,106.6195,107.423,105.5954,106.4112,689759.0
2023-04-17,106.1632,108.0875,105.3896,108.0578,753303.0
2023-04-18,108.157,109.2183,107.6461,108.8017,536680.0
2023-04-19,108.9406,109.1985,107.9487,108.8414,736366.0
2023-04-20,109.0497,109.6051,108.157,108.8116,484372.0
2023-04-21,108.5934,108.6281,106.2128,106.7485,526526.0
2023-04-22,108.5934,108.6281,106.2128,106.7485,526526.0
2023-04-23,108.5934,108.6281,106.2128,106.7485,526526.0
2023-04-24,106.3219,107.4428,106.0541,106.441,422867.0
2023-04-25,105.6772,106.2723,104.9134,105.3598,448655.0
2023-04-26,104.7051,105.6078,103.7232,104.4572,471039.0
2023-04-27,104.5365,106.679,104.5365,106.4311,546590.0
2023-04-28,105.9649,107.8891,105.826,107.6412,533114.0
2023-04-29,105.9649,107.8891,105.826,107.6412,533114.0
2023-04-30,105.9649,107.8891,105.826,107.6412,533114.0
2023-05-01,107.3238,108.6926,106.9766,108.1272,540885.0
2023-05-02,107.6808,107.6808,105.1168,106.5997,361428.0
2023-05-03,107.3734,108.3454,105.3499,105.3598,625570.0
2023-05-04,105.4887,106.2624,101.4021,104.9928,865210.0
2023-05-05,106.5798,107.8098,106.1533,107.413,618316.0
2023-05-06,106.5798,107.8098,106.1533,107.413,618316.0
2023-05-07,106.5798,107.8098,106.1533,107.413,618316.0
2023-05-08,108.1074,108.3752,107.166,107.413,346758.0
2023-05-09,107.0163,108.8265,106.3815,107.79,883001.0
2023-05-10,108.147,108.147,106.2575,106.9171,536965.0
2023-05-11,106.2525,107.1055,106.0045,106.9568,487142.0
2023-05-12,107.5817,107.5817,105.6227,106.2327,300105.0
2023-05-13,107.5817,107.5817,105.6227,106.2327,300105.0
2023-05-14,107.5817,107.5817,105.6227,106.2327,300105.0
2023-05-15,106.8972,107.2965,106.4509,106.7088,398641.0
2023-05-16,106.3616,106.7385,105.1813,105.4292,402377.0
2023-05-17,105.8954,107.656,105.8954,107.0559,439698.0
2023-05-18,106.808,108.3157,106.5898,108.0082,407745.0
2023-05-19,108.891,109.0993,107.0956,107.4031,433064.0
2023-05-20,108.891,109.0993,107.0956,107.4031,433064.0
2023-05-21,108.891,109.0993,107.0956,107.4031,433064.0
2023-05-22,107.4031,108.0974,106.5898,107.5023,395662.0
2023-05-23,107.2444,107.7949,106.4311,106.5798,372237.0
2023-05-24,106.1335,106.1533,105.0424,105.1019,406050.0
2023-05-25,104.8936,105.4094,104.0257,104.596,449716.0
2023-05-26,104.5762,105.1217,104.0951,104.3877,566880.0
2023-05-27,104.5762,105.1217,104.0951,104.3877,566880.0
2023-05-28,104.5762,105.1217,104.0951,104.3877,566880.0
2023-05-29,104.5762,105.1217,104.0951,104.3877,566880.0
2023-05-30,104.1695,104.6952,103.2917,104.2885,514112.0
2023-05-31,103.7926,104.3877,102.2452,102.3444,756783.0
2023-06-01,102.89,103.4157,102.5126,102.9396,643808.0
2023-06-02,104.0802,106.3914,103.9612,106.1732,440979.0
2023-06-03,104.0802,106.3914,103.9612,106.1732,440979.0
2023-06-04,104.0802,106.3914,103.9612,106.1732,440979.0
2023-06-05,106.1335,106.1335,104.8341,105.1118,360806.0
2023-06-06,105.3995,106.1732,105.0864,105.8756,373801.0
2023-06-07,105.8458,107.6511,105.1217,107.3039,551494.0
2023-06-08,106.8476,107.2841,106.1136,106.7286,775220.0
2023-06-09,106.7286,107.2444,106.2487,107.0559,312536.0
2023-06-10,106.7286,107.2444,106.2487,107.0559,312536.0
2023-06-11,106.7286,107.2444,106.2487,107.0559,312536.0
2023-06-12,106.9568,107.8396,106.8625,107.3833,538257.0
2023-06-13,107.2742,108.9703,107.1055,108.7521,442782.0
2023-06-14,108.7521,109.4068,105.8161,106.1335,426541.0
2023-06-15,106.0541,107.5221,105.8359,107.4428,393374.0
2023-06-16,107.3734,107.9784,106.7147,107.1353,877868.0
2023-06-17,107.3734,107.9784,106.7147,107.1353,877868.0
2023-06-18,107.3734,107.9784,106.7147,107.1353,877868.0
2023-06-19,107.3734,107.9784,106.7147,107.1353,877868.0
2023-06-20,106.808,106.8845,105.6251,105.8756,413688.0
2023-06-21,105.5681,106.5302,104.7703,105.9748,414587.0
2023-06-22,106.1533,106.2327,105.1788,105.5383,472896.0
2023-06-23,104.8837,105.9847,104.5068,105.4193,696642.0
2023-06-24,104.8837,105.9847,104.5068,105.4193,696642.0
2023-06-25,104.8837,105.9847,104.5068,105.4193,696642.0
2023-06-26,105.4689,106.3914,104.7324,106.1533,487940.0
2023-06-27,106.4806,107.542,106.3319,107.3634,906072.0
2023-06-28,107.0559,107.2345,106.1335,106.5798,583081.0
2023-06-29,106.8972,108.2362,106.8972,108.0677,419949.0
2023-06-30,108.4744,109.1985,107.7404,108.7323,577159.0
2023-07-01,108.4744,109.1985,107.7404,108.7323,577159.0
2023-07-02,108.4744,109.1985,107.7404,108.7323,577159.0
2023-07-03,108.1905,109.9498,107.9023,109.592,194857.0
2023-07-04,108.1905,109.9498,107.9023,109.592,194857.0
2023-07-05,108.3992,109.1944,107.7035,108.9757,503654.0
2023-07-06,108.598,110.3076,108.0116,110.2778,662118.0
2023-07-07,110.4865,112.0669,110.4865,110.9835,553868.0
2023-07-08,110.4865,112.0669,110.4865,110.9835,553868.0
2023-07-09,110.4865,112.0669,110.4865,110.9835,553868.0
2023-07-10,110.8443,111.6892,110.2579,111.0829,424147.0
2023-07-11,111.3413,112.047,111.3413,111.6295,351215.0
2023-07-12,112.1166,112.6036,110.6157,110.8344,336415.0
2023-07-13,110.0194,110.7847,109.6019,109.6019,575884.0
2023-07-14,109.9498,109.9498,108.598,109.1944,385326.0
2023-07-15,109.9498,109.9498,108.598,109.1944,385326.0
2023-07-16,109.9498,109.9498,108.598,109.1944,385326.0
2023-07-17,109.1745,110.904,109.1745,110.248,343727.0
2023-07-18,110.3871,112.1861,110.3821,111.6295,541666.0
2023-07-19,110.9437,112.0569,110.9437,111.7588,397290.0
2023-07-20,112.5837,114.0349,112.2657,113.9752,480586.0
2023-07-21,114.1442,114.2834,113.2099,113.9951,375805.0
2023-07-22,114.1442,114.2834,113.2099,113.9951,375805.0
2023-07-23,114.1442,114.2834,113.2099,113.9951,375805.0
2023-07-24,114.0051,114.7903,113.7516,113.8162,362661.0
2023-07-25,113.7765,113.8609,113.2198,113.3888,387126.0
2023-07-26,113.3093,114.6014,113.1403,113.3093,407211.0
2023-07-27,113.3093,113.8858,110.0243,110.4567,797032.0
2023-07-28,112.0868,112.2607,110.2678,111.5103,494252.0
2023-07-29,112.0868,112.2607,110.2678,111.5103,494252.0
2023-07-30,112.0868,112.2607,110.2678,111.5103,494252.0
2023-07-31,111.5301,112.3352,110.9735,111.4904,419980.0
2023-08-01,111.4904,111.9874,110.6555,111.888,403251.0
2023-08-02,111.7985,113.3143,111.5152,112.7428,350463.0
2023-08-03,112.7129,114.0548,111.9178,113.3093,455322.0
2023-08-04,113.7963,114.7903,112.5638,112.8918,448856.0
2023-08-05,113.7963,114.7903,112.5638,112.8918,448856.0
2023-08-06,113.7963,114.7903,112.5638,112.8918,448856.0
2023-08-07,113.5777,115.158,113.359,114.6611,367399.0
2023-08-08,113.8957,113.9752,112.5539,113.4286,575616.0
2023-08-09,113.5081,113.7665,112.4545,112.6135,273285.0
2023-08-10,112.9018,113.8063,112.6061,112.8422,420505.0
2023-08-11,112.9117,113.7963,112.9117,113.7765,342424.0
2023-08-12,112.9117,113.7963,112.9117,113.7765,342424.0
2023-08-13,112.9117,113.7963,112.9117,113.7765,342424.0
2023-08-14,113.8063,114.2337,113.3888,114.0746,325892.0
