,TROW US Equity,TROW US Equity,TROW US Equity,TROW US Equity,TROW US Equity
2019-04-10,86.4425,86.5173,85.0378,86.4841,1026730.0
2019-04-11,86.9329,87.789,86.6997,87.0659,887501.0
2019-04-12,88.2462,88.4955,87.0908,88.0218,779923.0
2019-04-13,88.2462,88.4955,87.0908,88.0218,779923.0
2019-04-14,88.2462,88.4955,87.0908,88.0218,779923.0
2019-04-15,88.1049,88.3459,86.9578,87.2321,669666.0
2019-04-16,87.5729,88.8114,87.3432,88.6701,823791.0
2019-04-17,88.9361,88.9361,87.7225,88.1797,977781.0
2019-04-18,88.1381,88.321,87.4566,88.0218,1319331.0
2019-04-19,88.1381,88.321,87.4566,88.0218,1319331.0
2019-04-20,88.1381,88.321,87.4566,88.0218,1319331.0
2019-04-21,88.1381,88.321,87.4566,88.0218,1319331.0
2019-04-22,87.9802,88.7283,87.4815,88.5122,1312760.0
2019-04-23,88.4955,89.5844,87.5314,89.3516,988610.0
2019-04-24,92.8675,92.8675,88.2296,91.2301,1547823.0
2019-04-25,91.0888,91.1054,89.3516,89.4846,1234265.0
2019-04-26,89.5927,89.9085,88.1672,89.8088,880643.0
2019-04-27,89.5927,89.9085,88.1672,89.8088,880643.0
2019-04-28,89.5927,89.9085,88.1672,89.8088,880643.0
2019-04-29,89.8254,90.108,89.1355,89.1688,776248.0
2019-04-30,89.2851,89.468,88.2711,89.3516,1152476.0
2019-05-01,89.7174,89.7174,88.0716,88.1631,975825.0
2019-05-02,88.3625,88.8031,86.5173,87.4898,1008101.0
2019-05-03,87.8555,88.8696,87.789,88.8197,537096.0
2019-05-04,87.8555,88.8696,87.789,88.8197,537096.0
2019-05-05,87.8555,88.8696,87.789,88.8197,537096.0
2019-05-06,87.3236,88.2711,86.6254,87.8888,943296.0
2019-05-07,86.7168,87.4815,85.1874,85.8607,1419340.0
2019-05-08,85.6197,86.3178,85.5532,85.603,894879.0
2019-05-09,84.7968,85.7277,83.55,85.4784,1144656.0
2019-05-10,85.2706,88.188,84.83,87.7641,1627868.0
2019-05-11,85.2706,88.188,84.83,87.7641,1627868.0
2019-05-12,85.2706,88.188,84.83,87.7641,1627868.0
2019-05-13,86.0602,86.8082,83.9157,84.057,1602544.0
2019-05-14,84.3895,86.4425,84.215,85.7776,898462.0
2019-05-15,84.83,86.908,84.7719,86.4093,928130.0
2019-05-16,86.7334,88.3293,86.5506,87.5314,940275.0
2019-05-17,86.8747,88.3625,86.1765,86.7584,917937.0
2019-05-18,86.8747,88.3625,86.1765,86.7584,917937.0
2019-05-19,86.8747,88.3625,86.1765,86.7584,917937.0
2019-05-20,86.4675,86.9662,85.9106,86.5506,796021.0
2019-05-21,87.2986,88.0134,87.174,87.8389,485222.0
2019-05-22,87.5314,87.9719,87.1906,87.5064,500432.0
2019-05-23,86.6254,86.6919,85.0212,85.4368,1123077.0
2019-05-24,86.0685,86.3926,85.495,86.2347,766715.0
2019-05-25,86.0685,86.3926,85.495,86.2347,766715.0
2019-05-26,86.0685,86.3926,85.495,86.2347,766715.0
2019-05-27,86.0685,86.3926,85.495,86.2347,766715.0
2019-05-28,86.0186,86.2347,84.697,84.7303,1607328.0
2019-05-29,84.2399,85.0461,83.5085,84.9547,974238.0
2019-05-30,85.2373,85.9272,84.7635,85.3038,831820.0
2019-05-31,84.3978,84.7469,83.7079,84.0653,1341230.0
2019-06-01,84.3978,84.7469,83.7079,84.0653,1341230.0
2019-06-02,84.3978,84.7469,83.7079,84.0653,1341230.0
2019-06-03,84.2648,84.5391,82.029,82.6357,2356587.0
2019-06-04,83.9157,85.495,83.0264,85.4867,1249170.0
2019-06-05,85.6945,86.0352,84.4228,85.9771,667812.0
2019-06-06,86.1516,86.4841,85.5269,86.2181,753941.0
2019-06-07,86.6503,87.9719,86.268,87.8472,961205.0
2019-06-08,86.6503,87.9719,86.268,87.8472,961205.0
2019-06-09,86.6503,87.9719,86.268,87.8472,961205.0
2019-06-10,88.6451,89.5428,88.2877,88.9111,950670.0
2019-06-11,89.601,90.1828,88.3334,88.6618,867913.0
2019-06-12,88.6784,88.7781,87.4067,87.9885,786977.0
2019-06-13,88.2982,89.035,87.6787,88.8173,871952.0
2019-06-14,85.9457,88.8455,85.9457,88.6917,792807.0
2019-06-15,85.9457,88.8455,85.9457,88.6917,792807.0
2019-06-16,85.9457,88.8455,85.9457,88.6917,792807.0
2019-06-17,88.7838,88.9847,87.7959,87.9466,808328.0
2019-06-18,88.3568,90.4163,88.2438,89.914,1045867.0
2019-06-19,89.9056,90.4163,89.0685,90.2824,1346573.0
2019-06-20,91.3624,92.5093,90.4707,91.7475,1185153.0
2019-06-21,91.9484,91.9568,90.6256,90.6842,1673216.0
2019-06-22,91.9484,91.9568,90.6256,90.6842,1673216.0
2019-06-23,91.9484,91.9568,90.6256,90.6842,1673216.0
2019-06-24,90.9186,91.1782,89.2275,89.6294,913226.0
2019-06-25,89.7801,89.7801,88.3736,88.675,594753.0
2019-06-26,88.7754,89.7466,88.4992,89.4871,674142.0
2019-06-27,89.9559,91.0945,89.3531,90.8684,724828.0
2019-06-28,91.6721,92.367,91.0358,91.8479,3896117.0
2019-06-29,91.6721,92.367,91.0358,91.8479,3896117.0
2019-06-30,91.6721,92.367,91.0358,91.8479,3896117.0
2019-07-01,93.313,93.313,90.5419,91.2954,1176518.0
2019-07-02,91.287,91.4712,90.3849,90.9186,825143.0
2019-07-03,91.3205,92.3,90.994,91.8479,487342.0
2019-07-04,91.3205,92.3,90.994,91.8479,487342.0
2019-07-05,91.9902,92.4674,91.0693,92.4423,648835.0
2019-07-06,91.9902,92.4674,91.0693,92.4423,648835.0
2019-07-07,91.9902,92.4674,91.0693,92.4423,648835.0
2019-07-08,91.9065,92.4088,91.0107,91.22,785232.0
2019-07-09,90.8768,91.9819,90.7847,91.94,1142079.0
2019-07-10,92.0572,92.9028,91.4042,91.6303,987596.0
2019-07-11,92.1409,92.1409,90.1987,91.5214,1081391.0
2019-07-12,91.9819,92.6851,91.3205,92.6014,830418.0
2019-07-13,91.9819,92.6851,91.3205,92.6014,830418.0
2019-07-14,91.9819,92.6851,91.3205,92.6014,830418.0
2019-07-15,92.6098,92.8107,92.1577,92.4088,968568.0
2019-07-16,92.8191,93.3046,92.3335,92.3921,619049.0
2019-07-17,92.6014,92.6014,91.0777,91.1531,782406.0
2019-07-18,91.1531,91.9149,90.6675,91.7809,1182003.0
2019-07-19,92.0656,92.0823,90.5252,90.8098,1762908.0
2019-07-20,92.0656,92.0823,90.5252,90.8098,1762908.0
2019-07-21,92.0656,92.0823,90.5252,90.8098,1762908.0
2019-07-22,90.6842,91.2326,89.9517,91.1447,937857.0
2019-07-23,91.7977,92.7605,91.4293,92.5344,1169956.0
2019-07-24,91.714,94.8869,91.6219,94.8283,1761980.0
2019-07-25,94.9455,96.2348,94.6944,95.3725,1620231.0
2019-07-26,95.8999,96.8418,95.5064,96.4441,1165251.0
2019-07-27,95.8999,96.8418,95.5064,96.4441,1165251.0
2019-07-28,95.8999,96.8418,95.5064,96.4441,1165251.0
2019-07-29,96.6952,97.3484,96.0746,96.2432,1034550.0
2019-07-30,95.4981,96.6283,95.0711,96.578,986740.0
2019-07-31,96.6283,97.0385,94.0874,94.9288,1951654.0
2019-08-01,95.046,95.5232,91.8647,92.4842,1173864.0
2019-08-02,92.0823,92.7353,90.3828,92.1326,1155152.0
2019-08-03,92.0823,92.7353,90.3828,92.1326,1155152.0
2019-08-04,92.0823,92.7353,90.3828,92.1326,1155152.0
2019-08-05,90.7512,90.9103,87.955,88.4992,1713557.0
2019-08-06,89.4201,90.0647,88.1978,89.7968,1373422.0
2019-08-07,89.2275,90.1233,87.8462,89.6126,1338376.0
2019-08-08,90.8517,92.3419,90.1317,92.3,1158338.0
2019-08-09,91.6386,91.7558,90.1401,90.9605,1166494.0
2019-08-10,91.6386,91.7558,90.1401,90.9605,1166494.0
2019-08-11,91.6386,91.7558,90.1401,90.9605,1166494.0
2019-08-12,89.9559,90.9312,88.8424,89.2526,1232065.0
2019-08-13,89.2861,91.5298,88.7001,90.8852,1171284.0
2019-08-14,88.8508,89.914,87.9969,88.2062,1248921.0
2019-08-15,88.5075,89.1857,87.6829,88.2899,941619.0
2019-08-16,89.0099,90.2531,88.7503,89.8889,605481.0
2019-08-17,89.0099,90.2531,88.7503,89.8889,605481.0
2019-08-18,89.0099,90.2531,88.7503,89.8889,605481.0
2019-08-19,91.4712,92.1158,90.9019,91.7726,722923.0
2019-08-20,91.1949,91.4126,90.207,90.2656,696369.0
2019-08-21,91.3121,91.3456,90.6842,91.061,700503.0
2019-08-22,91.5717,91.8814,90.4749,91.4042,507781.0
2019-08-23,90.8349,91.2954,87.8462,88.4155,1199370.0
2019-08-24,90.8349,91.2954,87.8462,88.4155,1199370.0
2019-08-25,90.8349,91.2954,87.8462,88.4155,1199370.0
2019-08-26,89.3196,89.6712,88.1308,89.2945,585543.0
2019-08-27,89.8387,90.3987,89.1605,89.6461,795969.0
2019-08-28,89.1019,90.3745,88.6666,90.2238,816675.0
2019-08-29,91.3707,92.2791,89.5457,92.0823,724293.0
2019-08-30,92.6433,93.7232,92.2833,92.6098,1051743.0
2019-08-31,92.6433,93.7232,92.2833,92.6098,1051743.0
2019-09-01,92.6433,93.7232,92.2833,92.6098,1051743.0
2019-09-02,92.6433,93.7232,92.2833,92.6098,1051743.0
2019-09-03,91.9484,93.1456,91.1279,91.8814,900157.0
2019-09-04,92.9614,93.6646,92.1326,92.9112,744853.0
2019-09-05,94.4265,96.5194,94.0581,96.3185,1143906.0
2019-09-06,96.5278,97.1222,96.2515,96.7957,799761.0
2019-09-07,96.5278,97.1222,96.2515,96.7957,799761.0
2019-09-08,96.5278,97.1222,96.2515,96.7957,799761.0
2019-09-09,97.6245,98.6711,97.1055,98.5538,918649.0
2019-09-10,98.7798,98.9305,97.0971,98.6626,1045834.0
2019-09-11,98.6878,100.5798,97.7082,100.5379,1221463.0
2019-09-12,101.9366,101.9366,98.794,99.5185,1595707.0
2019-09-13,100.2936,100.6138,99.666,100.2094,1014434.0
2019-09-14,100.2936,100.6138,99.666,100.2094,1014434.0
2019-09-15,100.2936,100.6138,99.666,100.2094,1014434.0
2019-09-16,99.0888,99.5354,98.0947,98.4485,827478.0
2019-09-17,98.2632,99.4006,97.4207,99.3669,751408.0
2019-09-18,99.1984,99.2489,97.6776,98.6676,777756.0
2019-09-19,98.5665,98.9119,97.547,97.7324,1029722.0
2019-09-20,98.0694,98.1284,96.0979,96.3338,2409965.0
2019-09-21,98.0694,98.1284,96.0979,96.3338,2409965.0
2019-09-22,98.0694,98.1284,96.0979,96.3338,2409965.0
2019-09-23,95.7693,96.9404,95.4913,96.7551,864476.0
2019-09-24,97.328,97.9851,95.6598,96.2748,861749.0
2019-09-25,96.3844,96.6624,93.4145,96.3169,1245125.0
2019-09-26,96.3928,96.3928,94.2865,94.3876,1565443.0
2019-09-27,93.8736,95.921,93.8736,95.2301,1049491.0
2019-09-28,93.8736,95.921,93.8736,95.2301,1049491.0
2019-09-29,93.8736,95.921,93.8736,95.2301,1049491.0
2019-09-30,95.7862,96.8477,94.8889,96.258,1016258.0
2019-10-01,96.1232,96.6687,93.6714,93.8652,965579.0
2019-10-02,93.2839,93.2839,91.4303,91.8769,1485297.0
2019-10-03,91.3714,92.5256,90.4614,92.2813,1016388.0
2019-10-04,92.4077,93.6967,92.0959,93.5029,834234.0
2019-10-05,92.4077,93.6967,92.0959,93.5029,834234.0
2019-10-06,92.4077,93.6967,92.0959,93.5029,834234.0
2019-10-07,92.9216,93.6714,92.4835,92.6183,935491.0
2019-10-08,91.8769,92.2307,90.512,90.7732,1281592.0
2019-10-09,91.6325,91.8179,90.8827,91.0428,1228346.0
2019-10-10,91.2534,92.4919,91.2113,91.4219,991896.0
2019-10-11,93.0311,94.5898,92.7826,93.4692,1194957.0
2019-10-12,93.0311,94.5898,92.7826,93.4692,1194957.0
2019-10-13,93.0311,94.5898,92.7826,93.4692,1194957.0
2019-10-14,92.9553,93.2839,92.6099,92.9469,791961.0
2019-10-15,93.444,94.7667,92.7531,93.8399,892191.0
2019-10-16,93.8147,94.1601,92.989,93.5745,924865.0
2019-10-17,94.1011,94.2907,92.7868,92.8879,701793.0
2019-10-18,93.0227,93.048,91.4051,92.1802,1269566.0
2019-10-19,93.0227,93.048,91.4051,92.1802,1269566.0
2019-10-20,93.0227,93.048,91.4051,92.1802,1269566.0
2019-10-21,92.7447,93.5282,92.7025,93.4692,864857.0
2019-10-22,93.7388,93.7388,90.908,91.1523,1364104.0
2019-10-23,91.1944,92.5088,90.9922,91.3124,1989134.0
2019-10-24,93.4777,95.6429,91.6326,95.4997,1973773.0
2019-10-25,95.6598,96.0473,94.3623,95.803,981979.0
2019-10-26,95.6598,96.0473,94.3623,95.803,981979.0
2019-10-27,95.6598,96.0473,94.3623,95.803,981979.0
2019-10-28,96.4349,99.0973,96.0558,98.6423,1244529.0
2019-10-29,98.2042,99.7881,98.2042,99.2152,1073900.0
2019-10-30,98.6339,99.4174,98.3221,99.0551,676125.0
2019-10-31,98.6676,99.0551,97.0036,97.5639,924526.0
2019-11-01,98.5749,99.2152,98.0568,98.5496,792042.0
2019-11-02,98.5749,99.2152,98.0568,98.5496,792042.0
2019-11-03,98.5749,99.2152,98.0568,98.5496,792042.0
2019-11-04,99.4848,100.1841,98.7181,99.864,859664.0
2019-11-05,99.1731,101.1025,99.1731,100.3695,892675.0
2019-11-06,100.8834,101.2625,100.2262,101.153,844590.0
2019-11-07,102.0714,102.619,101.2036,101.4226,705183.0
2019-11-08,100.9761,101.0519,99.9566,100.7486,1004926.0
2019-11-09,100.9761,101.0519,99.9566,100.7486,1004926.0
2019-11-10,100.9761,101.0519,99.9566,100.7486,1004926.0
2019-11-11,100.2936,101.4732,99.8471,101.4563,576179.0
2019-11-12,101.549,102.6696,101.0014,102.1388,820544.0
2019-11-13,101.431,101.6501,100.4874,101.5996,581984.0
2019-11-14,101.6164,102.1725,100.9803,101.8692,602987.0
2019-11-15,102.5348,102.897,101.9787,102.3325,619288.0
2019-11-16,102.5348,102.897,101.9787,102.3325,619288.0
2019-11-17,102.5348,102.897,101.9787,102.3325,619288.0
2019-11-18,101.945,102.3747,101.4059,102.2483,642333.0
2019-11-19,102.6696,103.2846,102.0798,102.7622,696984.0
2019-11-20,102.1809,102.4505,100.9424,101.886,601205.0
2019-11-21,101.8018,102.0587,100.083,101.1277,603091.0
2019-11-22,101.9534,102.0714,101.1783,101.9618,540663.0
2019-11-23,101.9534,102.0714,101.1783,101.9618,540663.0
2019-11-24,101.9534,102.0714,101.1783,101.9618,540663.0
2019-11-25,102.4758,103.3099,102.0208,103.2762,522227.0
2019-11-26,103.1245,103.5289,102.4084,103.4868,1177451.0
2019-11-27,103.6553,104.4346,103.2509,104.2282,755683.0
2019-11-28,103.6553,104.4346,103.2509,104.2282,755683.0
2019-11-29,104.0597,104.4725,103.7648,104.1018,322733.0
2019-11-30,104.0597,104.4725,103.7648,104.1018,322733.0
2019-12-01,104.0597,104.4725,103.7648,104.1018,322733.0
2019-12-02,104.2114,104.3967,102.9307,103.0066,934149.0
2019-12-03,101.4563,101.8439,100.2094,101.7681,761819.0
2019-12-04,102.2567,103.1032,101.8523,102.5516,532564.0
2019-12-05,103.1582,103.7227,102.7707,103.63,563296.0
2019-12-06,104.9696,104.9781,104.2998,104.3883,776260.0
2019-12-07,104.9696,104.9781,104.2998,104.3883,776260.0
2019-12-08,104.9696,104.9781,104.2998,104.3883,776260.0
2019-12-09,104.085,105.2982,103.8407,104.8938,955288.0
2019-12-10,104.4725,104.4725,102.9644,103.0824,1413857.0
2019-12-11,103.4025,104.2619,103.074,104.144,835651.0
2019-12-12,104.2029,106.2924,103.6637,105.61,1031308.0
2019-12-13,105.1861,105.6269,104.0079,104.4487,751207.0
2019-12-14,105.1861,105.6269,104.0079,104.4487,751207.0
2019-12-15,105.1861,105.6269,104.0079,104.4487,751207.0
2019-12-16,105.3217,105.7032,104.3639,104.4656,806610.0
2019-12-17,104.5249,104.864,104.0418,104.2791,913029.0
2019-12-18,104.4317,104.7877,103.3382,103.7536,1015111.0
2019-12-19,103.4993,104.0079,103.3552,103.8553,852447.0
2019-12-20,104.9912,104.9912,103.2874,103.8722,2137077.0
2019-12-21,104.9912,104.9912,103.2874,103.8722,2137077.0
2019-12-22,104.9912,104.9912,103.2874,103.8722,2137077.0
2019-12-23,104.4147,104.4147,102.9907,103.0924,675482.0
2019-12-24,103.406,103.779,102.7279,103.584,318852.0
2019-12-25,103.406,103.779,102.7279,103.584,318852.0
2019-12-26,104.2198,104.2198,103.4908,104.152,310633.0
2019-12-27,104.2622,104.4656,103.8807,104.1096,511084.0
2019-12-28,104.2622,104.4656,103.8807,104.1096,511084.0
2019-12-29,104.2622,104.4656,103.8807,104.1096,511084.0
2019-12-30,104.5334,104.5334,102.9483,103.2535,614105.0
2019-12-31,102.9483,103.5585,102.5075,103.2789,896312.0
2020-01-01,102.9483,103.5585,102.5075,103.2789,896312.0
2020-01-02,103.7112,106.1016,103.6264,106.0931,1315972.0
2020-01-03,105.0251,106.4152,104.3512,105.7456,958779.0
2020-01-04,105.0251,106.4152,104.3512,105.7456,958779.0
2020-01-05,105.0251,106.4152,104.3512,105.7456,958779.0
2020-01-06,105.2455,106.4407,104.4995,106.3983,771309.0
2020-01-07,106.3135,107.3731,106.1652,106.8221,826735.0
2020-01-08,107.229,108.5005,107.0171,107.8393,751109.0
2020-01-09,108.2377,108.9073,107.5087,108.7378,903172.0
2020-01-10,108.865,109.2379,107.763,108.0427,955014.0
2020-01-11,108.865,109.2379,107.763,108.0427,955014.0
2020-01-12,108.865,109.2379,107.763,108.0427,955014.0
2020-01-13,108.475,111.1028,108.3479,111.0689,1733221.0
2020-01-14,111.0774,111.2554,109.7041,109.9669,980790.0
2020-01-15,109.9584,110.8019,109.3566,110.3229,663060.0
2020-01-16,111.0604,111.925,110.8231,111.9081,921932.0
2020-01-17,112.3065,112.5311,111.5436,112.1115,1418615.0
2020-01-18,112.3065,112.5311,111.5436,112.1115,1418615.0
2020-01-19,112.3065,112.5311,111.5436,112.1115,1418615.0
2020-01-20,112.3065,112.5311,111.5436,112.1115,1418615.0
2020-01-21,111.6707,112.6729,111.552,112.1454,1491683.0
2020-01-22,112.6625,113.2007,112.0945,112.3743,1178132.0
2020-01-23,111.4164,112.9507,110.7383,112.9168,1108414.0
2020-01-24,113.5525,114.0569,110.5094,111.196,1019888.0
2020-01-25,113.5525,114.0569,110.5094,111.196,1019888.0
2020-01-26,113.5525,114.0569,110.5094,111.196,1019888.0
2020-01-27,110.2127,110.7873,108.0173,108.9582,1197425.0
2020-01-28,110.2721,111.8402,109.4075,111.2977,1336044.0
2020-01-29,113.7136,116.5405,112.3149,115.3835,1782911.0
2020-01-30,112.2302,115.8327,112.1285,115.7649,1521112.0
2020-01-31,115.4937,115.57,112.8151,113.188,1954830.0
2020-02-01,115.4937,115.57,112.8151,113.188,1954830.0
2020-02-02,115.4937,115.57,112.8151,113.188,1954830.0
2020-02-03,113.8238,115.2817,112.8659,114.0272,1477809.0
2020-02-04,115.7056,116.8923,115.0275,115.9684,1122490.0
2020-02-05,117.8078,117.8163,115.019,116.9262,1172592.0
2020-02-06,117.1466,118.2231,116.0828,116.7821,1058006.0
2020-02-07,116.3752,117.4602,115.9344,117.1805,729016.0
2020-02-08,116.3752,117.4602,115.9344,117.1805,729016.0
2020-02-09,116.3752,117.4602,115.9344,117.1805,729016.0
2020-02-10,116.9771,117.6518,116.4769,117.3839,783067.0
2020-02-11,117.8671,118.5156,117.1975,117.4941,751251.0
2020-02-12,117.7145,118.2486,116.2311,117.3839,940296.0
2020-02-13,116.9855,116.9855,115.3919,115.6378,1258225.0
2020-02-14,115.6717,116.5405,115.375,116.46,713895.0
2020-02-15,115.6717,116.5405,115.375,116.46,713895.0
2020-02-16,115.6717,116.5405,115.375,116.46,713895.0
2020-02-17,115.6717,116.5405,115.375,116.46,713895.0
2020-02-18,116.4685,117.1424,115.82,116.7906,870701.0
2020-02-19,117.2568,118.1299,116.5532,117.8756,866752.0
2020-02-20,117.7484,118.1214,115.9853,116.7567,1105068.0
2020-02-21,116.6719,116.6719,114.2985,115.5106,1059010.0
2020-02-22,116.6719,116.6719,114.2985,115.5106,1059010.0
2020-02-23,116.6719,116.6719,114.2985,115.5106,1059010.0
2020-02-24,112.1963,112.9337,110.9672,111.6792,1288842.0
2020-02-25,112.5184,112.9083,106.7882,107.2629,1865959.0
2020-02-26,107.8223,109.6448,107.2968,107.3222,1697208.0
2020-02-27,104.9912,106.2118,101.5158,101.5836,2036102.0
2020-02-28,98.2692,100.1171,96.3705,100.0323,3329692.0
2020-02-29,98.2692,100.1171,96.3705,100.0323,3329692.0
2020-03-01,98.2692,100.1171,96.3705,100.0323,3329692.0
2020-03-02,100.9648,106.5254,99.8204,106.3644,2737047.0
2020-03-03,105.4828,107.3053,102.6516,104.6775,2985902.0
2020-03-04,106.2626,109.2973,105.1395,109.1447,2005894.0
2020-03-05,105.9914,106.1525,101.6849,103.423,2083924.0
