,NGHC US Equity,NGHC US Equity,NGHC US Equity,NGHC US Equity,NGHC US Equity
2021-05-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-29,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-30,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-31,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-25,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-29,31.6615,31.6985,31.6059,31.68,4683520.0
2021-06-30,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-25,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-29,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-30,31.6615,31.6985,31.6059,31.68,4683520.0
2021-07-31,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-25,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-29,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-30,31.6615,31.6985,31.6059,31.68,4683520.0
2021-08-31,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-25,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-29,31.6615,31.6985,31.6059,31.68,4683520.0
2021-09-30,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-25,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-29,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-30,31.6615,31.6985,31.6059,31.68,4683520.0
2021-10-31,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-25,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-29,31.6615,31.6985,31.6059,31.68,4683520.0
2021-11-30,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-25,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-29,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-30,31.6615,31.6985,31.6059,31.68,4683520.0
2021-12-31,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-01,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-02,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-03,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-04,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-05,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-06,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-07,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-08,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-09,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-10,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-11,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-12,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-13,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-14,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-15,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-16,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-17,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-18,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-19,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-20,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-21,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-22,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-23,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-24,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-25,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-26,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-27,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-28,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-29,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-30,31.6615,31.6985,31.6059,31.68,4683520.0
2022-01-31,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-01,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-02,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-03,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-04,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-05,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-06,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-07,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-08,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-09,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-10,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-11,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-12,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-13,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-14,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-15,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-16,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-17,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-18,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-19,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-20,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-21,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-22,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-23,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-24,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-25,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-26,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-27,31.6615,31.6985,31.6059,31.68,4683520.0
2022-02-28,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-01,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-02,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-03,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-04,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-05,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-06,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-07,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-08,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-09,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-10,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-11,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-12,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-13,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-14,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-15,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-16,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-17,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-18,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-19,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-20,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-21,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-22,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-23,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-24,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-25,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-26,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-27,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-28,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-29,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-30,31.6615,31.6985,31.6059,31.68,4683520.0
2022-03-31,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-01,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-02,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-03,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-04,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-05,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-06,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-07,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-08,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-09,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-10,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-11,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-12,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-13,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-14,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-15,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-16,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-17,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-18,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-19,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-20,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-21,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-22,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-23,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-24,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-25,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-26,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-27,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-28,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-29,31.6615,31.6985,31.6059,31.68,4683520.0
2022-04-30,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-01,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-02,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-03,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-04,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-05,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-06,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-07,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-08,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-09,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-10,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-11,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-12,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-13,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-14,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-15,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-16,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-17,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-18,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-19,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-20,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-21,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-22,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-23,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-24,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-25,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-26,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-27,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-28,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-29,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-30,31.6615,31.6985,31.6059,31.68,4683520.0
2022-05-31,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-01,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-02,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-03,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-04,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-05,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-06,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-07,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-08,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-09,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-10,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-11,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-12,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-13,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-14,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-15,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-16,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-17,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-18,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-19,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-20,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-21,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-22,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-23,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-24,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-25,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-26,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-27,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-28,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-29,31.6615,31.6985,31.6059,31.68,4683520.0
2022-06-30,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-01,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-02,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-03,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-04,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-05,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-06,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-07,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-08,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-09,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-10,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-11,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-12,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-13,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-14,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-15,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-16,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-17,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-18,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-19,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-20,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-21,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-22,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-23,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-24,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-25,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-26,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-27,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-28,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-29,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-30,31.6615,31.6985,31.6059,31.68,4683520.0
2022-07-31,31.6615,31.6985,31.6059,31.68,4683520.0
2022-08-01,31.6615,31.6985,31.6059,31.68,4683520.0
2022-08-02,31.6615,31.6985,31.6059,31.68,4683520.0
2022-08-03,31.6615,31.6985,31.6059,31.68,4683520.0
2022-08-04,31.6615,31.6985,31.6059,31.68,4683520.0
