,NGHC US Equity,NGHC US Equity,NGHC US Equity,NGHC US Equity,NGHC US Equity
2019-02-26,22.0397,23.7814,21.5564,23.4258,349156.0
2019-02-27,23.289,23.444,23.0337,23.3072,148701.0
2019-02-28,23.2981,23.5717,23.1248,23.5352,197050.0
2019-03-01,23.6081,23.9638,23.3802,23.754,119852.0
2019-03-02,23.6081,23.9638,23.3802,23.754,119852.0
2019-03-03,23.6081,23.9638,23.3802,23.754,119852.0
2019-03-04,23.7631,24.0823,23.5717,24.0823,310872.0
2019-03-05,24.1552,24.3695,23.6172,24.1005,377459.0
2019-03-06,23.982,24.2008,23.7358,23.7631,204459.0
2019-03-07,23.7358,23.7631,23.0884,23.0884,184984.0
2019-03-08,22.9789,23.1613,22.7692,22.7875,223921.0
2019-03-09,22.9789,23.1613,22.7692,22.7875,223921.0
2019-03-10,22.9789,23.1613,22.7692,22.7875,223921.0
2019-03-11,22.8422,22.9379,22.7327,22.7692,307845.0
2019-03-12,22.8057,22.865,22.6689,22.7419,231563.0
2019-03-13,22.7875,22.8239,21.5382,21.83,1217823.0
2019-03-14,22.0488,23.6811,21.9941,22.8878,1045542.0
2019-03-15,22.751,22.8513,22.2403,22.2768,713038.0
2019-03-16,22.751,22.8513,22.2403,22.2768,713038.0
2019-03-17,22.751,22.8513,22.2403,22.2768,713038.0
2019-03-18,22.3315,22.3954,22.1947,22.3589,636097.0
2019-03-19,22.4501,22.6051,22.1491,22.2221,319978.0
2019-03-20,22.3589,22.6598,21.7753,22.1583,616339.0
2019-03-21,22.0215,22.523,22.0215,22.3315,302391.0
2019-03-22,22.1036,22.2768,21.7388,21.7388,228618.0
2019-03-23,22.1036,22.2768,21.7388,21.7388,228618.0
2019-03-24,22.1036,22.2768,21.7388,21.7388,228618.0
2019-03-25,21.6476,22.0033,21.52,21.7388,184119.0
2019-03-26,21.7662,22.1218,21.7479,21.9577,187388.0
2019-03-27,21.9121,22.0462,21.5747,21.7844,292495.0
2019-03-28,21.9394,22.1127,21.7479,22.0944,262685.0
2019-03-29,22.204,22.204,21.6195,21.6743,275526.0
2019-03-30,22.204,22.204,21.6195,21.6743,275526.0
2019-03-31,22.204,22.204,21.6195,21.6743,275526.0
2019-04-01,21.7839,22.0944,21.7291,21.7748,240467.0
2019-04-02,21.7839,21.9118,21.4459,21.5099,139636.0
2019-04-03,21.5647,21.6286,21.3911,21.4916,107584.0
2019-04-04,21.4551,21.7648,21.4185,21.6378,172147.0
2019-04-05,21.7474,21.9209,21.7017,21.857,187780.0
2019-04-06,21.7474,21.9209,21.7017,21.857,187780.0
2019-04-07,21.7474,21.9209,21.7017,21.857,187780.0
2019-04-08,21.7291,21.8401,21.4277,21.6469,122025.0
2019-04-09,21.6378,21.6469,21.3272,21.4185,177692.0
2019-04-10,21.4003,21.8935,21.3911,21.7748,179008.0
2019-04-11,21.7839,22.0762,21.6195,21.9574,162586.0
2019-04-12,22.0396,22.1903,21.8661,22.0853,158616.0
2019-04-13,22.0396,22.1903,21.8661,22.0853,158616.0
2019-04-14,22.0396,22.1903,21.8661,22.0853,158616.0
2019-04-15,22.0305,22.3045,21.6652,21.6834,137877.0
2019-04-16,21.6926,22.067,21.6834,22.0396,166672.0
2019-04-17,22.3319,22.4872,21.7474,21.8935,191504.0
2019-04-18,21.8387,22.0305,21.793,21.8478,104028.0
2019-04-19,21.8387,22.0305,21.793,21.8478,104028.0
2019-04-20,21.8387,22.0305,21.793,21.8478,104028.0
2019-04-21,21.8387,22.0305,21.793,21.8478,104028.0
2019-04-22,21.8752,21.9574,21.6926,21.7748,107862.0
2019-04-23,21.7382,22.0762,21.6926,21.93,135205.0
2019-04-24,21.8661,22.1675,21.8661,22.0214,93609.0
2019-04-25,21.9574,22.0214,21.5282,21.8478,126592.0
2019-04-26,21.8844,22.2314,21.8265,22.1492,97610.0
2019-04-27,21.8844,22.2314,21.8265,22.1492,97610.0
2019-04-28,21.8844,22.2314,21.8265,22.1492,97610.0
2019-04-29,22.2132,22.5237,22.0396,22.5146,223221.0
2019-04-30,22.4963,22.5603,22.058,22.5146,174580.0
2019-05-01,22.4963,22.7429,22.405,22.405,213454.0
2019-05-02,22.405,22.7247,22.405,22.4415,143673.0
2019-05-03,22.5329,22.7886,22.4233,22.7338,226965.0
2019-05-04,22.5329,22.7886,22.4233,22.7338,226965.0
2019-05-05,22.5329,22.7886,22.4233,22.7338,226965.0
2019-05-06,22.4598,22.7247,22.204,22.679,140876.0
2019-05-07,22.6699,22.6881,21.7839,22.5785,241420.0
2019-05-08,22.5694,22.6516,22.3137,22.4141,202836.0
2019-05-09,22.2314,22.4872,22.1127,22.3228,143881.0
2019-05-10,22.204,22.4781,21.9894,22.4689,202039.0
2019-05-11,22.204,22.4781,21.9894,22.4689,202039.0
2019-05-12,22.204,22.4781,21.9894,22.4689,202039.0
2019-05-13,22.2223,22.2223,21.7474,22.0396,251848.0
2019-05-14,21.857,22.131,21.688,21.9483,207384.0
2019-05-15,21.8022,21.9026,21.6834,21.7565,158613.0
2019-05-16,21.7656,22.0853,21.7428,21.8478,178301.0
2019-05-17,21.7748,21.8844,21.3729,21.4185,292681.0
2019-05-18,21.7748,21.8844,21.3729,21.4185,292681.0
2019-05-19,21.7748,21.8844,21.3729,21.4185,292681.0
2019-05-20,21.4185,21.6195,21.3363,21.4277,159263.0
2019-05-21,21.519,21.6469,21.4094,21.6195,230985.0
2019-05-22,21.5099,21.7017,21.5099,21.5556,159127.0
2019-05-23,21.3637,21.4596,20.9984,21.1719,188908.0
2019-05-24,21.3272,21.3911,21.0989,21.3181,115532.0
2019-05-25,21.3272,21.3911,21.0989,21.3181,115532.0
2019-05-26,21.3272,21.3911,21.0989,21.3181,115532.0
2019-05-27,21.3272,21.3911,21.0989,21.3181,115532.0
2019-05-28,21.2907,21.2907,20.9162,21.0075,344202.0
2019-05-29,20.9619,21.0715,20.7975,21.0349,227257.0
2019-05-30,20.9527,21.1171,20.7061,20.7518,180068.0
2019-05-31,20.7427,21.0806,20.5326,20.7518,206446.0
2019-06-01,20.7427,21.0806,20.5326,20.7518,206446.0
2019-06-02,20.7427,21.0806,20.5326,20.7518,206446.0
2019-06-03,20.7518,21.382,20.6787,21.3363,245506.0
2019-06-04,21.519,21.825,21.4551,21.7748,188617.0
2019-06-05,21.8296,22.067,21.7839,22.067,241501.0
2019-06-06,22.0214,22.1675,21.8889,22.0488,191527.0
2019-06-07,22.1218,22.4324,22.0396,22.1401,211280.0
2019-06-08,22.1218,22.4324,22.0396,22.1401,211280.0
2019-06-09,22.1218,22.4324,22.0396,22.1401,211280.0
2019-06-10,22.1766,22.4187,21.9757,22.0122,192998.0
2019-06-11,22.0853,22.1036,21.6926,21.9209,236707.0
2019-06-12,21.793,22.2497,21.793,21.9848,180178.0
2019-06-13,22.0944,22.3137,21.8478,21.9209,215769.0
2019-06-14,21.9118,22.0762,21.8661,21.9848,299415.0
2019-06-15,21.9118,22.0762,21.8661,21.9848,299415.0
2019-06-16,21.9118,22.0762,21.8661,21.9848,299415.0
2019-06-17,21.994,22.1218,21.8844,21.8935,317004.0
2019-06-18,21.9392,22.2223,21.9392,22.0214,268211.0
2019-06-19,22.067,22.3593,22.067,22.3502,236231.0
2019-06-20,22.4963,22.5183,22.1858,22.3593,282249.0
2019-06-21,22.268,22.3548,21.6012,21.6378,393531.0
2019-06-22,22.268,22.3548,21.6012,21.6378,393531.0
2019-06-23,22.268,22.3548,21.6012,21.6378,393531.0
2019-06-24,21.7748,22.0533,21.1171,21.1445,302063.0
2019-06-25,21.1902,21.5099,21.0806,21.382,349849.0
2019-06-26,21.3272,21.656,20.3864,20.4047,345975.0
2019-06-27,20.3956,20.7792,20.3316,20.7153,583866.0
2019-06-28,20.8159,21.1728,20.6787,20.9898,980604.0
2019-06-29,20.8159,21.1728,20.6787,20.9898,980604.0
2019-06-30,20.8159,21.1728,20.6787,20.9898,980604.0
2019-07-01,21.0904,21.3191,20.8525,21.2551,264265.0
2019-07-02,21.2551,21.374,20.697,20.8342,143949.0
2019-07-03,20.8342,21.0447,20.8251,20.8983,110765.0
2019-07-04,20.8342,21.0447,20.8251,20.8983,110765.0
2019-07-05,20.8983,21.063,20.8159,21.063,392515.0
2019-07-06,20.8983,21.063,20.8159,21.063,392515.0
2019-07-07,20.8983,21.063,20.8159,21.063,392515.0
2019-07-08,21.0264,21.2002,20.8983,21.1819,273506.0
2019-07-09,21.0264,21.1911,20.9403,21.1087,349757.0
2019-07-10,21.127,21.1728,20.7427,20.9806,205570.0
2019-07-11,21.0355,21.063,20.5597,20.761,292716.0
2019-07-12,20.7427,20.9898,20.6787,20.9257,182193.0
2019-07-13,20.7427,20.9898,20.6787,20.9257,182193.0
2019-07-14,20.7427,20.9898,20.6787,20.9257,182193.0
2019-07-15,20.8617,21.0264,20.5872,20.6421,100144.0
2019-07-16,20.578,20.6878,20.3859,20.5963,196398.0
2019-07-17,20.4682,20.5597,20.1205,20.5231,234606.0
2019-07-18,20.5231,20.5963,20.331,20.4408,158974.0
2019-07-19,20.395,20.7976,20.212,20.5506,326045.0
2019-07-20,20.395,20.7976,20.212,20.5506,326045.0
2019-07-21,20.395,20.7976,20.212,20.5506,326045.0
2019-07-22,20.5872,20.6329,20.3904,20.5597,271304.0
2019-07-23,20.6146,20.8983,20.3904,20.88,239177.0
2019-07-24,20.8525,21.0721,20.7014,20.9074,235507.0
2019-07-25,20.8983,21.0081,20.6695,20.7976,231271.0
2019-07-26,20.8251,21.2276,20.7793,21.2185,232710.0
2019-07-27,20.8251,21.2276,20.7793,21.2185,232710.0
2019-07-28,20.8251,21.2276,20.7793,21.2185,232710.0
2019-07-29,21.1728,21.2537,20.8342,20.9532,230329.0
2019-07-30,21.2917,22.6093,20.5872,22.5178,449777.0
2019-07-31,22.472,23.2269,22.4354,22.6276,378383.0
2019-08-01,22.6367,22.8746,22.2982,22.4354,301921.0
2019-08-02,22.3073,22.4995,22.0054,22.3073,175069.0
2019-08-03,22.3073,22.4995,22.0054,22.3073,175069.0
2019-08-04,22.3073,22.4995,22.0054,22.3073,175069.0
2019-08-05,21.8773,22.1701,20.9806,21.3191,294831.0
2019-08-06,21.3832,21.7034,21.2185,21.6485,145648.0
2019-08-07,21.3374,21.9505,21.1911,21.7583,284935.0
2019-08-08,21.9139,22.3073,21.8498,22.1792,266492.0
2019-08-09,22.1884,22.4263,22.0484,22.3531,166019.0
2019-08-10,22.1884,22.4263,22.0484,22.3531,166019.0
2019-08-11,22.1884,22.4263,22.0484,22.3531,166019.0
2019-08-12,22.2158,22.5086,22.1792,22.2799,196826.0
2019-08-13,22.2433,22.6367,22.106,22.1975,214662.0
2019-08-14,21.7675,22.0191,21.4381,21.5296,153264.0
2019-08-15,21.5387,21.7492,21.4289,21.4838,158527.0
2019-08-16,21.5021,21.9871,21.4655,21.8681,88997.0
2019-08-17,21.5021,21.9871,21.4655,21.8681,88997.0
2019-08-18,21.5021,21.9871,21.4655,21.8681,88997.0
2019-08-19,22.1152,22.1701,21.859,21.8864,169228.0
2019-08-20,21.8407,21.9139,21.493,21.5662,148076.0
2019-08-21,21.6943,21.7583,21.4747,21.6394,129547.0
2019-08-22,21.5113,21.9322,21.5113,21.8041,145683.0
2019-08-23,21.7949,21.9322,21.4289,21.4655,305309.0
2019-08-24,21.7949,21.9322,21.4289,21.4655,305309.0
2019-08-25,21.7949,21.9322,21.4289,21.4655,305309.0
2019-08-26,21.6577,21.8132,21.3466,21.6851,137300.0
2019-08-27,21.8315,21.8315,21.2642,21.3374,171867.0
2019-08-28,21.31,21.7355,21.2551,21.4106,123738.0
2019-08-29,21.5387,21.676,21.2734,21.6119,300201.0
2019-08-30,21.6394,21.6577,21.4655,21.5753,112362.0
2019-08-31,21.6394,21.6577,21.4655,21.5753,112362.0
2019-09-01,21.6394,21.6577,21.4655,21.5753,112362.0
2019-09-02,21.6394,21.6577,21.4655,21.5753,112362.0
2019-09-03,21.4198,21.5845,21.1362,21.1545,142311.0
2019-09-04,21.2551,21.4655,21.2094,21.4564,127617.0
2019-09-05,21.6577,22.0969,21.6119,21.6943,147787.0
2019-09-06,21.6851,22.042,21.6211,21.6394,152848.0
2019-09-07,21.6851,22.042,21.6211,21.6394,152848.0
2019-09-08,21.6851,22.042,21.6211,21.6394,152848.0
2019-09-09,21.676,21.7583,21.5113,21.6577,173238.0
2019-09-10,21.6485,22.2982,21.4198,21.9047,203600.0
2019-09-11,21.9779,22.5269,21.923,22.408,205291.0
2019-09-12,22.408,22.5635,21.9688,22.408,229577.0
2019-09-13,22.5269,22.7191,22.3073,22.3165,192150.0
2019-09-14,22.5269,22.7191,22.3073,22.3165,192150.0
2019-09-15,22.5269,22.7191,22.3073,22.3165,192150.0
2019-09-16,22.1701,22.4995,22.0145,22.1701,166053.0
2019-09-17,22.0145,22.3897,21.9596,22.3256,234583.0
2019-09-18,22.3256,22.4537,22.106,22.3165,156710.0
2019-09-19,22.3256,22.5864,22.1975,22.2067,140312.0
2019-09-20,22.1518,22.225,21.8315,22.0511,317321.0
2019-09-21,22.1518,22.225,21.8315,22.0511,317321.0
2019-09-22,22.1518,22.225,21.8315,22.0511,317321.0
2019-09-23,21.859,22.0511,21.8132,21.8224,158353.0
2019-09-24,21.5936,21.9551,21.31,21.3146,279139.0
2019-09-25,21.3832,21.5479,21.2551,21.5204,218599.0
2019-09-26,21.5113,21.5479,21.1087,21.1819,130397.0
2019-09-27,21.3191,21.3191,20.8434,20.9166,153410.0
2019-09-28,21.3191,21.3191,20.8434,20.9166,153410.0
2019-09-29,21.3191,21.3191,20.8434,20.9166,153410.0
2019-09-30,20.9532,21.2505,20.6695,21.063,301294.0
2019-10-01,21.2188,21.228,20.366,20.5403,214593.0
2019-10-02,20.4302,20.6411,20.0359,20.2652,366458.0
2019-10-03,20.256,20.4761,20.0772,20.1872,274751.0
2019-10-04,20.256,20.6228,20.1918,20.6136,175340.0
2019-10-05,20.256,20.6228,20.1918,20.6136,175340.0
2019-10-06,20.256,20.6228,20.1918,20.6136,175340.0
2019-10-07,20.6962,20.852,20.577,20.6962,137588.0
2019-10-08,20.5678,20.6962,20.366,20.5403,260582.0
2019-10-09,20.6503,20.7512,20.5494,20.5953,133790.0
2019-10-10,20.687,20.9804,20.6595,20.797,149407.0
2019-10-11,21.0721,21.3472,20.9437,20.9621,283639.0
2019-10-12,21.0721,21.3472,20.9437,20.9621,283639.0
2019-10-13,21.0721,21.3472,20.9437,20.9621,283639.0
2019-10-14,20.8337,21.1088,20.7787,20.9804,158060.0
2019-10-15,20.9804,21.0584,20.687,20.7924,244638.0
2019-10-16,20.7787,20.8796,20.6411,20.7328,279837.0
2019-10-17,20.7695,20.9437,20.7237,20.9071,172854.0
2019-10-18,20.8154,21.0079,20.7695,20.9071,95180.0
2019-10-19,20.8154,21.0079,20.7695,20.9071,95180.0
2019-10-20,20.8154,21.0079,20.7695,20.9071,95180.0
2019-10-21,20.9896,21.0996,20.3752,20.4577,475406.0
2019-10-22,20.4027,20.5128,20.2377,20.2468,319617.0
2019-10-23,20.2468,20.3706,20.1368,20.201,136077.0
2019-10-24,20.2377,20.311,19.8617,19.9213,327401.0
2019-10-25,19.8801,20.0543,19.8617,19.8892,1149588.0
2019-10-26,19.8801,20.0543,19.8617,19.8892,1149588.0
2019-10-27,19.8801,20.0543,19.8617,19.8892,1149588.0
2019-10-28,19.9901,20.687,19.9901,20.3569,329404.0
2019-10-29,20.3294,20.7695,20.2927,20.6595,277795.0
2019-10-30,20.6687,20.7512,20.4027,20.577,267699.0
2019-10-31,19.5133,20.1047,18.6703,19.5499,824971.0
2019-11-01,19.66,20.2927,19.4674,19.9901,370824.0
2019-11-02,19.66,20.2927,19.4674,19.9901,370824.0
2019-11-03,19.66,20.2927,19.4674,19.9901,370824.0
2019-11-04,20.091,20.1827,19.7884,20.091,292139.0
2019-11-05,20.0451,20.3019,19.7608,19.8434,249306.0
2019-11-06,19.8342,20.091,19.77,20.0451,200289.0
2019-11-07,20.2102,20.366,19.8434,19.9397,305063.0
2019-11-08,19.8801,20.3019,19.8296,20.2835,227798.0
2019-11-09,19.8801,20.3019,19.8296,20.2835,227798.0
2019-11-10,19.8801,20.3019,19.8296,20.2835,227798.0
2019-11-11,20.1093,20.2514,20.0543,20.0543,183614.0
2019-11-12,19.9626,20.1368,19.6554,19.9442,796660.0
2019-11-13,19.9076,19.9626,19.7242,19.9167,193061.0
2019-11-14,19.8709,19.9442,19.5499,19.5958,154140.0
2019-11-15,19.6967,19.9076,19.3299,19.3665,191248.0
2019-11-16,19.6967,19.9076,19.3299,19.3665,191248.0
2019-11-17,19.6967,19.9076,19.3299,19.3665,191248.0
2019-11-18,19.3024,19.3299,18.7705,18.8897,232383.0
2019-11-19,18.9814,19.4216,18.8714,19.1511,352369.0
2019-11-20,19.0823,19.1832,18.6788,18.7705,266932.0
2019-11-21,18.853,18.8805,18.4129,18.7338,257314.0
2019-11-22,18.7338,18.8393,18.6146,18.7705,275808.0
2019-11-23,18.7338,18.8393,18.6146,18.7705,275808.0
2019-11-24,18.7338,18.8393,18.6146,18.7705,275808.0
2019-11-25,18.8439,19.3024,18.8439,19.1006,301237.0
2019-11-26,19.1006,19.5041,19.1006,19.4949,185370.0
2019-11-27,19.5866,19.5866,19.3024,19.5224,143345.0
2019-11-28,19.5866,19.5866,19.3024,19.5224,143345.0
2019-11-29,19.4307,19.6416,19.4032,19.5224,128423.0
2019-11-30,19.4307,19.6416,19.4032,19.5224,128423.0
2019-12-01,19.4307,19.6416,19.4032,19.5224,128423.0
2019-12-02,19.6141,19.6967,19.3207,19.3299,284886.0
2019-12-03,19.2565,19.5958,19.1373,19.5224,240702.0
2019-12-04,19.5224,19.7608,19.4491,19.6554,294165.0
2019-12-05,19.715,19.7975,19.4949,19.5958,185115.0
2019-12-06,19.8159,19.8434,19.5133,19.66,277334.0
2019-12-07,19.8159,19.8434,19.5133,19.66,277334.0
2019-12-08,19.8159,19.8434,19.5133,19.66,277334.0
2019-12-09,19.7242,19.8159,19.4925,19.5408,241586.0
2019-12-10,19.5683,19.8709,19.5683,19.6508,151166.0
2019-12-11,19.6691,19.7792,19.5316,19.7425,183932.0
2019-12-12,19.8617,20.2102,19.77,20.1185,289334.0
2019-12-13,20.1735,20.1964,19.7975,19.8801,307513.0
2019-12-14,20.1735,20.1964,19.7975,19.8801,307513.0
2019-12-15,20.1735,20.1964,19.7975,19.8801,307513.0
2019-12-16,20.1093,20.4577,20.0359,20.366,262447.0
2019-12-17,20.2377,20.5678,20.2377,20.5586,367498.0
2019-12-18,20.6778,20.6778,20.3936,20.5311,228453.0
2019-12-19,20.5953,20.6687,20.2468,20.4853,381569.0
2019-12-20,20.5861,20.8887,20.256,20.8612,520390.0
2019-12-21,20.5861,20.8887,20.256,20.8612,520390.0
2019-12-22,20.5861,20.8887,20.256,20.8612,520390.0
2019-12-23,20.8429,20.8429,20.2927,20.3569,190662.0
2019-12-24,20.3936,20.4211,20.2468,20.3294,76469.0
2019-12-25,20.3936,20.4211,20.2468,20.3294,76469.0
2019-12-26,20.3844,20.4196,20.0359,20.0726,148216.0
2019-12-27,20.0543,20.146,19.9651,19.9855,160534.0
2019-12-28,20.0543,20.146,19.9651,19.9855,160534.0
2019-12-29,20.0543,20.146,19.9651,19.9855,160534.0
2019-12-30,20.1188,20.2383,19.889,20.0636,139063.0
2019-12-31,20.0912,20.3761,19.994,20.3118,207682.0
2020-01-01,20.0912,20.3761,19.994,20.3118,207682.0
2020-01-02,20.3945,20.4129,20.0361,20.275,281030.0
2020-01-03,20.0544,20.468,20.0361,20.4129,143315.0
2020-01-04,20.0544,20.468,20.0361,20.4129,143315.0
2020-01-05,20.0544,20.468,20.0361,20.4129,143315.0
2020-01-06,20.2291,20.7162,20.1463,20.5967,207306.0
2020-01-07,20.6059,20.6134,20.275,20.4037,130440.0
2020-01-08,20.3669,20.5691,20.3302,20.3945,316486.0
2020-01-09,20.5507,20.5875,20.3394,20.3761,346538.0
2020-01-10,20.3577,20.4037,20.1004,20.128,179014.0
2020-01-11,20.3577,20.4037,20.1004,20.128,179014.0
2020-01-12,20.3577,20.4037,20.1004,20.128,179014.0
2020-01-13,20.1096,20.468,19.9809,20.4221,727565.0
2020-01-14,20.3302,20.7346,20.2658,20.468,239857.0
2020-01-15,20.3669,20.6426,20.3577,20.4129,166766.0
2020-01-16,20.6059,20.8816,20.4956,20.8724,177884.0
2020-01-17,21.0103,21.0287,20.8081,20.9276,165307.0
2020-01-18,21.0103,21.0287,20.8081,20.9276,165307.0
2020-01-19,21.0103,21.0287,20.8081,20.9276,165307.0
2020-01-20,21.0103,21.0287,20.8081,20.9276,165307.0
2020-01-21,20.8357,21.0103,20.6243,20.8173,219123.0
2020-01-22,20.8173,20.9005,20.6886,20.7392,128935.0
2020-01-23,20.6059,20.8632,20.2107,20.6518,267362.0
2020-01-24,20.6518,20.9,20.3669,20.5783,192127.0
2020-01-25,20.6518,20.9,20.3669,20.5783,192127.0
2020-01-26,20.6518,20.9,20.3669,20.5783,192127.0
2020-01-27,20.321,20.5737,20.082,20.4129,371509.0
2020-01-28,20.5232,20.8173,20.4956,20.6151,165314.0
2020-01-29,20.6335,20.7162,20.275,20.3118,105594.0
2020-01-30,20.1739,20.4772,20.1372,20.4496,114332.0
2020-01-31,20.3945,20.4313,19.9717,20.0085,193050.0
2020-02-01,20.3945,20.4313,19.9717,20.0085,193050.0
2020-02-02,20.3945,20.4313,19.9717,20.0085,193050.0
2020-02-03,20.0728,20.3853,20.0361,20.321,281870.0
2020-02-04,20.5599,20.6518,20.2934,20.3302,192329.0
2020-02-05,20.5967,20.854,20.468,20.8357,225059.0
2020-02-06,21.0011,21.0011,20.5599,20.5691,128790.0
2020-02-07,20.5691,20.6335,20.1555,20.2199,252144.0
2020-02-08,20.5691,20.6335,20.1555,20.2199,252144.0
2020-02-09,20.5691,20.6335,20.1555,20.2199,252144.0
2020-02-10,20.2199,20.4404,20.1372,20.3991,205616.0
2020-02-11,20.5048,20.8311,20.3118,20.3485,82048.0
2020-02-12,20.4313,20.4313,20.1417,20.1831,115665.0
2020-02-13,20.1372,20.3761,20.1096,20.3302,76519.0
2020-02-14,20.3394,20.3394,19.9809,20.1188,120723.0
2020-02-15,20.3394,20.3394,19.9809,20.1188,120723.0
2020-02-16,20.3394,20.3394,19.9809,20.1188,120723.0
2020-02-17,20.3394,20.3394,19.9809,20.1188,120723.0
2020-02-18,20.128,20.2842,19.7603,20.1463,127266.0
2020-02-19,20.1463,20.2107,19.7144,19.7787,241392.0
2020-02-20,19.696,19.8798,19.3559,19.6868,156974.0
2020-02-21,21.4514,21.4698,19.9901,20.2199,499430.0
2020-02-22,21.4514,21.4698,19.9901,20.2199,499430.0
2020-02-23,21.4514,21.4698,19.9901,20.2199,499430.0
2020-02-24,19.65,19.9671,19.457,19.8982,310952.0
2020-02-25,19.8247,20.0452,19.6408,19.7603,272504.0
2020-02-26,19.8155,19.8155,19.3467,19.3467,256515.0
2020-02-27,19.071,19.4341,18.3266,18.3587,285210.0
2020-02-28,17.867,18.1887,17.4902,17.8946,582461.0
2020-02-29,17.867,18.1887,17.4902,17.8946,582461.0
2020-03-01,17.867,18.1887,17.4902,17.8946,582461.0
2020-03-02,17.9681,18.6482,17.7659,18.6207,451039.0
2020-03-03,18.5655,18.7953,17.8762,17.9222,269032.0
2020-03-04,18.2071,18.4093,17.7016,18.3357,203917.0
2020-03-05,17.913,18.0876,17.6097,17.913,350605.0
2020-03-06,17.4626,17.9865,17.3248,17.8762,373597.0
2020-03-07,17.4626,17.9865,17.3248,17.8762,373597.0
2020-03-08,17.4626,17.9865,17.3248,17.8762,373597.0
2020-03-09,16.9939,17.3799,16.1299,16.2402,444603.0
2020-03-10,16.5895,17.1042,15.8726,17.0215,623558.0
2020-03-11,16.47,16.9571,15.5693,15.7991,590609.0
2020-03-12,14.8065,15.5325,14.2091,14.3745,738036.0
2020-03-13,15.0178,15.4131,14.3102,15.4131,503686.0
2020-03-14,15.0178,15.4131,14.3102,15.4131,503686.0
