,NKE US Equity,NKE US Equity,NKE US Equity,NKE US Equity,NKE US Equity
2023-07-04,109.9246,110.1622,107.9946,107.9946,5734199.0
2023-07-05,107.5096,107.7917,105.4459,106.0051,10410553.0
2023-07-06,104.2136,105.0054,102.6102,104.0256,9929226.0
2023-07-07,103.7286,104.3918,102.9665,103.3921,7463086.0
2023-07-08,103.7286,104.3918,102.9665,103.3921,7463086.0
2023-07-09,103.7286,104.3918,102.9665,103.3921,7463086.0
2023-07-10,103.4119,105.2232,103.1843,104.6986,5374580.0
2023-07-11,104.5699,106.5198,104.5402,106.2922,5457205.0
2023-07-12,107.4156,107.9748,106.1239,106.6584,8305044.0
2023-07-13,107.955,108.0144,106.5792,106.7376,6692257.0
2023-07-14,106.8365,107.5294,106.0892,106.8464,6933557.0
2023-07-15,106.8365,107.5294,106.0892,106.8464,6933557.0
2023-07-16,106.8365,107.5294,106.0892,106.8464,6933557.0
2023-07-17,106.1635,107.9842,105.6686,107.5987,6683385.0
2023-07-18,107.47,109.212,107.2027,108.5983,5717868.0
2023-07-19,107.9649,109.118,107.47,108.7567,5027105.0
2023-07-20,108.4499,108.8953,106.3812,106.4307,6458000.0
2023-07-21,106.891,108.1691,106.4109,107.9451,6631599.0
2023-07-22,106.891,108.1691,106.4109,107.9451,6631599.0
2023-07-23,106.891,108.1691,106.4109,107.9451,6631599.0
2023-07-24,109.2813,109.4198,107.4007,107.658,6787619.0
2023-07-25,107.1731,107.7372,106.2922,107.1929,7692755.0
2023-07-26,107.1929,108.4697,106.8492,108.1826,5148906.0
2023-07-27,108.7072,109.1031,106.3021,106.5693,6544605.0
2023-07-28,107.0048,107.8451,106.5297,107.5096,5993039.0
2023-07-29,107.0048,107.8451,106.5297,107.5096,5993039.0
2023-07-30,107.0048,107.8451,106.5297,107.5096,5993039.0
2023-07-31,108.2866,109.7168,107.9328,109.2615,6406734.0
2023-08-01,108.8755,109.4001,108.0193,108.2816,4567383.0
2023-08-02,107.1731,107.4057,106.3515,106.4109,6213581.0
2023-08-03,105.9061,107.9698,105.5548,107.5294,5085760.0
2023-08-04,107.5987,109.1823,107.1335,107.6976,5621400.0
2023-08-05,107.5987,109.1823,107.1335,107.6976,5621400.0
2023-08-06,107.5987,109.1823,107.1335,107.6976,5621400.0
2023-08-07,108.7468,109.8058,108.0682,109.3506,4887311.0
2023-08-08,108.5093,108.7666,106.2526,108.5686,5851909.0
2023-08-09,108.6676,108.8953,107.1929,108.5686,4328573.0
2023-08-10,109.1823,110.8055,107.4106,107.9154,7276458.0
2023-08-11,107.7867,108.408,106.7573,106.985,5104405.0
2023-08-12,107.7867,108.408,106.7573,106.985,5104405.0
2023-08-13,107.7867,108.408,106.7573,106.985,5104405.0
2023-08-14,106.8167,107.1929,105.9754,106.5396,5305181.0
2023-08-15,104.9856,105.728,104.5205,105.4607,6197554.0
2023-08-16,104.9856,107.2671,104.9856,105.4409,5953064.0
2023-08-17,106.3317,106.7277,103.7088,103.9761,5692762.0
2023-08-18,102.7685,103.9761,102.6993,103.7385,5836067.0
2023-08-19,102.7685,103.9761,102.6993,103.7385,5836067.0
2023-08-20,102.7685,103.9761,102.6993,103.7385,5836067.0
2023-08-21,104.3918,104.4017,101.5808,101.8085,6697559.0
2023-08-22,99.9279,101.3235,99.7002,100.4228,9820097.0
2023-08-23,95.9886,98.176,95.558,97.7405,20909068.0
2023-08-24,97.691,98.176,96.5626,96.6319,10310036.0
2023-08-25,97.493,98.077,96.8101,97.8296,7290611.0
2023-08-26,97.493,98.077,96.8101,97.8296,7290611.0
2023-08-27,97.493,98.077,96.8101,97.8296,7290611.0
2023-08-28,98.5719,99.0371,97.8543,98.6115,6006590.0
2023-08-29,99.0074,101.1107,98.7006,100.7296,8641614.0
2023-08-30,100.6009,101.759,100.4723,101.0562,4822098.0
2023-08-31,101.5709,101.8382,100.5712,100.6702,7046219.0
2023-09-01,101.2661,102.2493,100.8192,101.6534,6359599.0
2023-09-02,101.2661,102.2493,100.8192,101.6534,6359599.0
2023-09-03,101.2661,102.2493,100.8192,101.6534,6359599.0
2023-09-04,101.2661,102.2493,100.8192,101.6534,6359599.0
2023-09-05,100.7993,101.2562,99.5331,99.6275,6698665.0
2023-09-06,99.0714,99.6126,98.3464,99.4885,6096014.0
2023-09-07,97.5817,98.0783,96.966,97.254,9927060.0
2023-09-08,97.4228,97.457,96.606,96.9958,6435533.0
2023-09-09,97.4228,97.457,96.606,96.9958,6435533.0
2023-09-10,97.4228,97.457,96.606,96.9958,6435533.0
2023-09-11,97.6512,97.6959,95.9133,96.1219,7584681.0
2023-09-12,96.3205,96.4992,95.5111,95.6352,6307698.0
2023-09-13,95.6352,96.5241,94.999,95.4664,7140729.0
2023-09-14,96.0523,97.0057,95.238,96.5191,7075271.0
2023-09-15,97.4725,97.4725,95.4664,95.5955,10467337.0
2023-09-16,97.4725,97.4725,95.4664,95.5955,10467337.0
2023-09-17,97.4725,97.4725,95.4664,95.5955,10467337.0
2023-09-18,95.3373,95.7011,94.6223,94.8507,6946299.0
2023-09-19,94.3839,94.8308,93.7583,93.9668,9390096.0
2023-09-20,93.3213,94.7414,93.1823,93.3908,10274669.0
2023-09-21,92.7751,92.8446,90.8495,90.9577,7960552.0
2023-09-22,90.9478,91.6926,89.9249,90.2229,9292847.0
2023-09-23,90.9478,91.6926,89.9249,90.2229,9292847.0
2023-09-24,90.9478,91.6926,89.9249,90.2229,9292847.0
2023-09-25,89.3787,90.2229,89.1702,89.9746,8291657.0
2023-09-26,89.3787,90.0739,89.1602,89.5476,8060479.0
2023-09-27,89.9349,90.0739,88.5892,88.8027,7631009.0
2023-09-28,88.4849,89.1616,88.048,89.0113,16315559.0
2023-09-29,98.684,98.7834,93.9668,94.9599,34935390.0
2023-09-30,98.684,98.7834,93.9668,94.9599,34935390.0
2023-10-01,98.684,98.7834,93.9668,94.9599,34935390.0
2023-10-02,95.5359,95.7147,93.083,93.9072,12776338.0
2023-10-03,93.6689,95.387,93.5299,94.4336,10964320.0
2023-10-04,94.9202,95.5905,94.4634,95.2281,8045393.0
2023-10-05,95.1288,95.5657,94.6223,95.1288,7429982.0
2023-10-06,95.1288,97.0355,94.4038,96.4396,8532939.0
2023-10-07,95.1288,97.0355,94.4038,96.4396,8532939.0
2023-10-08,95.1288,97.0355,94.4038,96.4396,8532939.0
2023-10-09,96.1119,96.4694,95.2579,96.2112,5964219.0
2023-10-10,96.5787,98.1776,96.5588,96.9461,8499017.0
2023-10-11,97.6314,98.2669,97.3334,97.969,7642891.0
2023-10-12,98.8529,99.3593,97.8399,98.5649,10705166.0
2023-10-13,98.8976,100.1489,98.7635,99.2203,8784716.0
2023-10-14,98.8976,100.1489,98.7635,99.2203,8784716.0
2023-10-15,98.8976,100.1489,98.7635,99.2203,8784716.0
2023-10-16,99.0316,101.8719,98.9125,101.3356,10845424.0
2023-10-17,101.2661,102.8749,101.2661,102.2989,9253760.0
2023-10-18,102.2592,103.1828,102.2159,103.0537,8757335.0
2023-10-19,103.0537,103.6297,102.14,102.3386,8391080.0
2023-10-20,102.6068,103.0537,101.862,101.9613,7823499.0
2023-10-21,102.6068,103.0537,101.862,101.9613,7823499.0
2023-10-22,102.6068,103.0537,101.862,101.9613,7823499.0
2023-10-23,101.425,103.0388,101.0675,102.1003,5966147.0
2023-10-24,102.9444,104.9207,102.9444,104.4539,9252448.0
2023-10-25,103.7389,104.3099,102.7756,102.8253,7054680.0
2023-10-26,101.4746,101.9215,99.26,99.3296,11222560.0
2023-10-27,99.0912,99.6424,97.1348,97.3036,9602699.0
2023-10-28,99.0912,99.6424,97.1348,97.3036,9602699.0
2023-10-29,99.0912,99.6424,97.1348,97.3036,9602699.0
2023-10-30,98.3166,101.3455,98.3166,101.0973,8206720.0
2023-10-31,100.7,102.2195,100.7,102.0606,6558458.0
2023-11-01,101.8421,101.9613,99.2787,100.1836,7272370.0
2023-11-02,101.3455,104.8214,101.1866,104.3546,8135111.0
2023-11-03,105.6953,106.9069,105.3179,106.321,7567959.0
2023-11-04,105.6953,106.9069,105.3179,106.321,7567959.0
2023-11-05,105.6953,106.9069,105.3179,106.321,7567959.0
2023-11-06,106.2216,106.8572,105.6357,106.5096,5231865.0
2023-11-07,106.5792,108.6051,106.4898,108.6051,7745848.0
2023-11-08,108.615,109.9358,108.1483,108.6349,8639736.0
2023-11-09,109.0619,109.1414,106.1819,106.2614,9154218.0
2023-11-10,106.599,107.0856,104.881,105.3775,8897927.0
2023-11-11,106.599,107.0856,104.881,105.3775,8897927.0
2023-11-12,106.599,107.0856,104.881,105.3775,8897927.0
2023-11-13,104.6426,104.9902,103.4608,103.4807,7055631.0
2023-11-14,104.8313,106.3607,104.6526,105.02,9674819.0
2023-11-15,106.0826,108.3072,105.9833,107.0757,11140831.0
2023-11-16,106.3607,107.2545,106.2615,106.8672,5386979.0
2023-11-17,107.3141,107.463,104.7916,105.2286,6353975.0
2023-11-18,107.3141,107.463,104.7916,105.2286,6353975.0
2023-11-19,107.3141,107.463,104.7916,105.2286,6353975.0
2023-11-20,105.2683,105.8145,104.3745,105.5861,6198621.0
2023-11-21,105.4371,105.9634,104.6228,105.8145,5803549.0
2023-11-22,106.7579,107.2843,106.0826,107.175,6280910.0
2023-11-23,106.7579,107.2843,106.0826,107.175,6280910.0
2023-11-24,106.7579,107.2545,106.6586,106.897,2443610.0
2023-11-25,106.7579,107.2545,106.6586,106.897,2443610.0
2023-11-26,106.7579,107.2545,106.6586,106.897,2443610.0
2023-11-27,106.9168,107.473,106.1621,107.2147,5785038.0
2023-11-28,107.8205,109.1414,107.4034,107.9993,7287568.0
2023-11-29,110.0351,111.3758,109.3847,109.6081,9601810.0
2023-11-30,109.767,109.8316,108.2127,109.5088,8690871.0
2023-12-01,109.9372,113.1458,109.3593,113.076,8051815.0
2023-12-02,109.9372,113.1458,109.3593,113.076,8051815.0
2023-12-03,109.9372,113.1458,109.3593,113.076,8051815.0
2023-12-04,112.6774,114.9095,112.5977,114.7401,10086580.0
2023-12-05,114.2518,115.6269,114.192,114.9991,6959966.0
2023-12-06,115.587,116.723,115.1607,115.6966,6316960.0
2023-12-07,113.7137,115.587,113.7137,114.4013,7294460.0
2023-12-08,114.0924,115.876,114.0625,115.4974,6122150.0
2023-12-09,114.0924,115.876,114.0625,115.4974,6122150.0
2023-12-10,114.0924,115.876,114.0625,115.4974,6122150.0
2023-12-11,117.3707,118.9949,117.0119,118.1877,7972751.0
2023-12-12,119.2539,119.5628,118.1579,119.2141,7378379.0
2023-12-13,118.9251,121.0077,118.7756,120.7386,8182887.0
2023-12-14,121.0077,122.1536,119.3934,120.5892,9590510.0
2023-12-15,120.4995,121.6255,120.1707,121.1173,13633278.0
2023-12-16,120.4995,121.6255,120.1707,121.1173,13633278.0
2023-12-17,120.4995,121.6255,120.1707,121.1173,13633278.0
2023-12-18,120.9778,121.4062,120.4248,120.7087,6874837.0
2023-12-19,121.3066,122.9009,121.207,122.2034,7697272.0
2023-12-20,120.6988,122.9523,120.5692,120.9977,9176621.0
2023-12-21,121.8646,122.8611,120.8682,122.0938,16533347.0
2023-12-22,107.8746,110.4056,107.0675,107.6554,46666188.0
2023-12-23,107.8746,110.4056,107.0675,107.6554,46666188.0
2023-12-24,107.8746,110.4056,107.0675,107.6554,46666188.0
2023-12-25,107.8746,110.4056,107.0675,107.6554,46666188.0
2023-12-26,107.9145,108.3031,107.0974,107.6354,12846721.0
2023-12-27,107.9543,108.2032,106.4696,106.7486,10157852.0
2023-12-28,106.8283,109.0105,106.4298,108.4326,9352902.0
2023-12-29,108.5721,109.5685,107.7052,108.1835,7667522.0
2023-12-30,108.5721,109.5685,107.7052,108.1835,7667522.0
2023-12-31,108.5721,109.5685,107.7052,108.1835,7667522.0
2024-01-01,108.5721,109.5685,107.7052,108.1835,7667522.0
2024-01-02,107.2269,107.4661,106.071,106.1707,9326616.0
2024-01-03,105.3436,107.0974,103.6298,103.6696,10573744.0
2024-01-04,102.0952,103.2511,101.9358,101.9358,10420581.0
2024-01-05,102.0952,103.3109,101.5372,101.7166,8044543.0
2024-01-06,102.0952,103.3109,101.5372,101.7166,8044543.0
2024-01-07,102.0952,103.3109,101.5372,101.7166,8044543.0
2024-01-08,101.7166,103.3159,101.3679,103.2511,9414218.0
2024-01-09,102.8027,103.0319,102.1351,102.3742,7759476.0
2024-01-10,102.3244,103.4604,102.0056,103.4006,6784662.0
2024-01-11,103.849,105.6326,103.3607,105.523,9537701.0
2024-01-12,105.6226,105.9415,104.3472,104.686,6680858.0
2024-01-13,105.6226,105.9415,104.3472,104.686,6680858.0
2024-01-14,105.6226,105.9415,104.3472,104.686,6680858.0
2024-01-15,105.6226,105.9415,104.3472,104.686,6680858.0
2024-01-16,103.57,103.8489,100.9992,101.3579,10547901.0
2024-01-17,100.6903,100.9493,99.8831,100.4611,8226243.0
2024-01-18,100.6404,101.0639,99.7138,100.5807,8852439.0
2024-01-19,100.6604,101.8162,99.3152,101.4177,8517208.0
2024-01-20,100.6604,101.8162,99.3152,101.4177,8517208.0
2024-01-21,100.6604,101.8162,99.3152,101.4177,8517208.0
2024-01-22,101.3878,101.4476,99.7337,100.202,9897443.0
2024-01-23,101.2682,101.7764,100.8696,101.5372,8208026.0
2024-01-24,101.4177,101.4376,100.3315,100.4013,7879315.0
2024-01-25,101.1686,101.3778,99.7337,100.4113,10063746.0
2024-01-26,101.2084,102.9024,100.8597,102.3842,9735779.0
2024-01-27,101.2084,102.9024,100.8597,102.3842,9735779.0
2024-01-28,101.2084,102.9024,100.8597,102.3842,9735779.0
2024-01-29,102.5137,103.6397,100.9792,103.5102,8860834.0
2024-01-30,102.9721,103.9387,102.7629,103.8091,7542837.0
2024-01-31,103.7194,103.9287,100.76,101.1686,11547638.0
2024-02-01,101.5372,101.8854,100.2518,101.3977,7666694.0
2024-02-02,100.5209,101.0489,99.076,100.3515,8966927.0
2024-02-03,100.5209,101.0489,99.076,100.3515,8966927.0
2024-02-04,100.5209,101.0489,99.076,100.3515,8966927.0
2024-02-05,100.1422,100.2319,98.7005,99.3251,10097935.0
2024-02-06,99.1458,102.2646,98.7771,102.2447,11372407.0
2024-02-07,102.0255,103.9685,101.9856,103.4205,9447765.0
2024-02-08,104.0582,104.5863,102.6782,103.4006,6330409.0
2024-02-09,103.4305,104.5664,102.9621,104.128,5449022.0
2024-02-10,103.4305,104.5664,102.9621,104.128,5449022.0
2024-02-11,103.4305,104.5664,102.9621,104.128,5449022.0
2024-02-12,104.3671,107.0475,104.2725,106.7984,7501946.0
2024-02-13,104.6162,105.4234,103.8739,104.6262,6180509.0
2024-02-14,104.4468,106.0411,104.0881,105.9515,5743277.0
2024-02-15,106.639,106.9579,105.4532,105.6725,7201273.0
2024-02-16,104.2575,104.3273,101.2881,103.1415,14590128.0
2024-02-17,104.2575,104.3273,101.2881,103.1415,14590128.0
2024-02-18,104.2575,104.3273,101.2881,103.1415,14590128.0
2024-02-19,104.2575,104.3273,101.2881,103.1415,14590128.0
2024-02-20,102.7629,103.4703,101.8063,102.9323,8759480.0
2024-02-21,102.9821,105.1443,102.5636,104.8952,8893514.0
2024-02-22,105.4234,105.6326,103.7095,104.7059,6705491.0
2024-02-23,104.8853,106.2404,104.8155,105.254,6947285.0
2024-02-24,104.8853,106.2404,104.8155,105.254,6947285.0
2024-02-25,104.8853,106.2404,104.8155,105.254,6947285.0
2024-02-26,104.9351,105.7223,103.3906,104.1678,5831480.0
2024-02-27,104.4568,104.8703,103.6198,104.7757,5317417.0
2024-02-28,103.7294,105.0646,103.3308,103.9785,4219844.0
2024-02-29,104.6063,105.1942,103.3109,103.56,10811634.0
2024-03-01,103.87,103.94,101.83,101.88,7349270.0
2024-03-02,103.87,103.94,101.83,101.88,7349270.0
2024-03-03,103.87,103.94,101.83,101.88,7349270.0
2024-03-04,101.65,101.77,99.01,99.54,11050914.0
2024-03-05,99.0,99.17,98.0,98.31,8670642.0
2024-03-06,100.0,100.1,97.06,97.63,10045284.0
2024-03-07,97.99,98.4,97.68,98.19,8133866.0
2024-03-08,98.49,99.315,98.02,99.16,9043458.0
2024-03-09,98.49,99.315,98.02,99.16,9043458.0
2024-03-10,98.49,99.315,98.02,99.16,9043458.0
2024-03-11,99.9,101.76,99.44,101.08,8537402.0
2024-03-12,100.79,101.365,99.65,100.18,7040889.0
2024-03-13,100.61,102.0,100.3301,101.36,7326384.0
2024-03-14,102.2,102.49,100.091,100.26,8350939.0
2024-03-15,100.3,101.16,99.34,99.64,15208539.0
2024-03-16,100.3,101.16,99.34,99.64,15208539.0
2024-03-17,100.3,101.16,99.34,99.64,15208539.0
2024-03-18,98.98,99.655,98.5203,98.74,7206957.0
2024-03-19,98.5,100.04,98.44,99.96,6168856.0
2024-03-20,99.45,100.44,99.03,100.27,7771693.0
2024-03-21,100.44,101.92,99.76,100.82,17176008.0
2024-03-22,93.845,95.17,91.72,93.86,41837410.0
2024-03-23,93.845,95.17,91.72,93.86,41837410.0
2024-03-24,93.845,95.17,91.72,93.86,41837410.0
2024-03-25,94.07,95.52,92.77,93.75,14548768.0
2024-03-26,93.74,93.86,92.41,92.58,10816947.0
2024-03-27,93.27,94.15,92.32,94.13,11095675.0
2024-03-28,94.37,94.8142,93.43,93.98,11331676.0
2024-03-29,94.37,94.8142,93.43,93.98,11331676.0
2024-03-30,94.37,94.8142,93.43,93.98,11331676.0
2024-03-31,94.37,94.8142,93.43,93.98,11331676.0
2024-04-01,93.81,93.92,91.691,92.56,10360012.0
2024-04-02,91.76,91.9,90.635,90.95,11107332.0
2024-04-03,91.01,91.44,90.28,90.33,8876598.0
2024-04-04,90.95,91.05,88.89,89.07,12110259.0
2024-04-05,89.15,90.25,88.8,88.84,9716682.0
2024-04-06,89.15,90.25,88.8,88.84,9716682.0
2024-04-07,89.15,90.25,88.8,88.84,9716682.0
2024-04-08,89.11,90.26,88.8,89.91,5926556.0
