,FHI US Equity,FHI US Equity,FHI US Equity,FHI US Equity,FHI US Equity
2019-04-21,24.9892,25.3542,24.8649,25.2843,478737.0
2019-04-22,25.2687,25.5172,25.1523,25.3153,1908518.0
2019-04-23,25.292,25.7735,25.1678,25.3775,1168938.0
2019-04-24,25.3852,25.7114,25.2532,25.6182,875953.0
2019-04-25,25.5483,26.2239,25.2843,26.0453,1247609.0
2019-04-26,23.8399,24.6436,23.273,24.1428,2445698.0
2019-04-27,23.8399,24.6436,23.273,24.1428,2445698.0
2019-04-28,23.8399,24.6436,23.273,24.1428,2445698.0
2019-04-29,24.1272,24.4301,23.902,23.9409,1111641.0
2019-04-30,24.0729,24.2282,23.8088,23.8632,1090517.0
2019-05-01,23.9719,24.5233,23.7933,24.3447,755279.0
2019-05-02,24.3835,24.5776,24.0185,24.2515,633552.0
2019-05-03,24.267,24.4844,24.2204,24.4767,430978.0
2019-05-04,24.267,24.4844,24.2204,24.4767,430978.0
2019-05-05,24.267,24.4844,24.2204,24.4767,430978.0
2019-05-06,24.1195,24.7951,23.9875,24.7485,874721.0
2019-05-07,24.5605,25.2105,24.2864,24.7798,1154174.0
2019-05-08,24.7015,25.0461,24.7015,24.8973,788831.0
2019-05-09,24.7876,25.1401,24.5292,25.0304,637159.0
2019-05-10,24.9913,25.187,24.7132,24.9834,556782.0
2019-05-11,24.9913,25.187,24.7132,24.9834,556782.0
2019-05-12,24.9913,25.187,24.7132,24.9834,556782.0
2019-05-13,24.7485,24.8299,24.0906,24.1767,732809.0
2019-05-14,24.1924,24.3099,24.0005,24.0514,698519.0
2019-05-15,23.8713,24.1376,23.5737,24.0593,775180.0
2019-05-16,24.1298,24.3412,24.0671,24.2237,497556.0
2019-05-17,24.0906,24.2707,23.8845,23.934,473518.0
2019-05-18,24.0906,24.2707,23.8845,23.934,473518.0
2019-05-19,24.0906,24.2707,23.8845,23.934,473518.0
2019-05-20,23.7852,23.8321,23.5972,23.7225,532806.0
2019-05-21,23.8165,24.3882,23.8165,24.2707,634407.0
2019-05-22,24.1611,24.3138,23.7538,23.9731,441915.0
2019-05-23,23.7852,24.0749,23.5854,23.7303,656410.0
2019-05-24,23.8478,24.1689,23.7852,24.1532,533636.0
2019-05-25,23.8478,24.1689,23.7852,24.1532,533636.0
2019-05-26,23.8478,24.1689,23.7852,24.1532,533636.0
2019-05-27,23.8478,24.1689,23.7852,24.1532,533636.0
2019-05-28,24.0906,24.6036,24.0044,24.5605,1125692.0
2019-05-29,24.443,24.772,24.3412,24.725,847794.0
2019-05-30,24.725,24.8894,24.2237,24.3021,531182.0
2019-05-31,24.1063,24.1376,23.7617,23.9105,866505.0
2019-06-01,24.1063,24.1376,23.7617,23.9105,866505.0
2019-06-02,24.1063,24.1376,23.7617,23.9105,866505.0
2019-06-03,23.8713,24.4978,23.746,24.396,766458.0
2019-06-04,24.6388,24.9913,24.4744,24.8816,452818.0
2019-06-05,24.9208,24.9834,24.4352,24.9599,450497.0
2019-06-06,24.9051,25.0891,24.8268,25.0069,518045.0
2019-06-07,25.0147,25.2458,24.8581,24.8738,670100.0
2019-06-08,25.0147,25.2458,24.8581,24.8738,670100.0
2019-06-09,25.0147,25.2458,24.8581,24.8738,670100.0
2019-06-10,25.3359,25.5943,24.9208,25.1792,832161.0
2019-06-11,25.2654,25.5003,25.0069,25.328,445705.0
2019-06-12,25.2967,25.7196,25.2654,25.5081,579905.0
2019-06-13,25.5865,25.7039,25.2889,25.3672,392338.0
2019-06-14,25.4063,25.5473,25.2575,25.3828,385607.0
2019-06-15,25.4063,25.5473,25.2575,25.3828,385607.0
2019-06-16,25.4063,25.5473,25.2575,25.3828,385607.0
2019-06-17,25.3515,25.375,24.4822,24.537,595143.0
2019-06-18,24.7641,25.2419,24.7093,25.0617,512419.0
2019-06-19,25.1087,25.2497,24.772,24.8738,516082.0
2019-06-20,25.0461,25.3907,24.8268,25.1322,508101.0
2019-06-21,24.9599,25.2497,24.9051,25.2105,1175375.0
2019-06-22,24.9599,25.2497,24.9051,25.2105,1175375.0
2019-06-23,24.9599,25.2497,24.9051,25.2105,1175375.0
2019-06-24,25.234,25.3476,24.9129,24.9756,411325.0
2019-06-25,25.0382,25.0382,24.6654,24.7798,441223.0
2019-06-26,24.8346,25.0539,24.6623,24.8424,911648.0
2019-06-27,24.9129,25.422,24.9051,25.3828,524696.0
2019-06-28,25.4925,25.7666,25.3985,25.4533,1699063.0
2019-06-29,25.4925,25.7666,25.3985,25.4533,1699063.0
2019-06-30,25.4925,25.7666,25.3985,25.4533,1699063.0
2019-07-01,25.6804,25.8293,25.2575,25.5943,394169.0
2019-07-02,25.6335,25.6883,25.328,25.4455,402103.0
2019-07-03,25.516,26.0564,25.4886,25.9232,229268.0
2019-07-04,25.516,26.0564,25.4886,25.9232,229268.0
2019-07-05,25.9311,26.1034,25.8214,26.0642,286934.0
2019-07-06,25.9311,26.1034,25.8214,26.0642,286934.0
2019-07-07,25.9311,26.1034,25.8214,26.0642,286934.0
2019-07-08,25.9154,26.1034,25.7666,25.8684,406476.0
2019-07-09,25.8371,26.1582,25.5551,26.119,398606.0
2019-07-10,26.2208,26.2365,25.8293,25.8449,454765.0
2019-07-11,25.9702,26.3227,25.8449,26.3148,641262.0
2019-07-12,26.4323,26.5968,26.2443,26.4715,829823.0
2019-07-13,26.4323,26.5968,26.2443,26.4715,829823.0
2019-07-14,26.4323,26.5968,26.2443,26.4715,829823.0
2019-07-15,26.5106,26.6203,25.9859,26.166,662180.0
2019-07-16,26.1895,26.3422,25.9781,26.1269,647136.0
2019-07-17,26.0329,26.1112,25.7274,25.8293,526196.0
2019-07-18,25.7666,26.3227,25.7196,26.2443,620568.0
2019-07-19,26.1973,26.5772,26.0407,26.0485,727644.0
2019-07-20,26.1973,26.5772,26.0407,26.0485,727644.0
2019-07-21,26.1973,26.5772,26.0407,26.0485,727644.0
2019-07-22,26.0407,26.072,25.5943,25.9232,648335.0
2019-07-23,26.0564,26.1895,25.9546,26.1112,537016.0
2019-07-24,25.9937,26.5498,25.8684,26.5419,600787.0
2019-07-25,26.5733,26.8983,26.4088,26.8239,757513.0
2019-07-26,27.0745,28.0926,27.0197,27.8499,1842652.0
2019-07-27,27.0745,28.0926,27.0197,27.8499,1842652.0
2019-07-28,27.0745,28.0926,27.0197,27.8499,1842652.0
2019-07-29,27.9125,28.1788,27.4583,27.6071,938206.0
2019-07-30,27.4348,27.6697,27.2938,27.4113,791013.0
2019-07-31,27.4034,27.7167,27.192,27.2155,948214.0
2019-08-01,27.0667,27.2194,26.1739,26.5576,864030.0
2019-08-02,26.4323,26.7299,26.359,26.6203,487160.0
2019-08-03,26.4323,26.7299,26.359,26.6203,487160.0
2019-08-04,26.4323,26.7299,26.359,26.6203,487160.0
2019-08-05,26.2287,26.2365,25.4924,25.6883,581582.0
2019-08-06,25.7353,26.2835,25.7353,26.2365,664342.0
2019-08-07,25.826,26.2997,25.4312,25.826,773141.0
2019-08-08,26.0549,26.3549,25.9444,26.2602,605519.0
2019-08-09,26.1576,26.1812,25.5101,25.6444,590211.0
2019-08-10,26.1576,26.1812,25.5101,25.6444,590211.0
2019-08-11,26.1576,26.1812,25.5101,25.6444,590211.0
2019-08-12,25.4154,25.6838,25.297,25.4628,442619.0
2019-08-13,25.3838,25.976,25.3289,25.8812,496223.0
2019-08-14,25.3443,25.6523,25.2851,25.3443,705294.0
2019-08-15,25.5417,25.7707,25.297,25.4075,485853.0
2019-08-16,25.5496,25.7549,25.218,25.3443,951675.0
2019-08-17,25.5496,25.7549,25.218,25.3443,951675.0
2019-08-18,25.5496,25.7549,25.218,25.3443,951675.0
2019-08-19,25.5891,25.6523,25.3404,25.447,455038.0
2019-08-20,25.3759,25.5496,25.1312,25.4786,348230.0
2019-08-21,25.7075,25.7944,25.3206,25.3601,352087.0
2019-08-22,25.3838,25.8496,25.3167,25.5733,404832.0
2019-08-23,25.5338,25.6444,25.068,25.1469,434420.0
2019-08-24,25.5338,25.6444,25.068,25.1469,434420.0
2019-08-25,25.5338,25.6444,25.068,25.1469,434420.0
2019-08-26,25.3996,25.4154,24.9259,25.0838,325788.0
2019-08-27,25.2259,25.3364,24.618,24.7206,478642.0
2019-08-28,24.6258,24.9496,24.5548,24.8311,398292.0
2019-08-29,25.0522,25.2338,24.9022,25.1312,393095.0
2019-08-30,25.2417,25.5259,25.1075,25.297,282514.0
2019-08-31,25.2417,25.5259,25.1075,25.297,282514.0
2019-09-01,25.2417,25.5259,25.1075,25.297,282514.0
2019-09-02,25.2417,25.5259,25.1075,25.297,282514.0
2019-09-03,25.1075,25.2733,24.8153,25.0522,324653.0
2019-09-04,25.3049,25.4707,25.1548,25.4312,328286.0
2019-09-05,25.7391,26.3076,25.7391,25.8891,489885.0
2019-09-06,25.7865,25.7865,25.1706,25.2338,557897.0
2019-09-07,25.7865,25.7865,25.1706,25.2338,557897.0
2019-09-08,25.7865,25.7865,25.1706,25.2338,557897.0
2019-09-09,25.3838,25.5575,25.0917,25.2022,762116.0
2019-09-10,25.3364,25.6207,25.1943,25.4549,910846.0
2019-09-11,25.5891,26.2997,25.3206,26.2681,687059.0
2019-09-12,26.2839,26.5681,26.0944,26.4576,606679.0
2019-09-13,26.8445,26.9313,26.0549,26.0707,626745.0
2019-09-14,26.8445,26.9313,26.0549,26.0707,626745.0
2019-09-15,26.8445,26.9313,26.0549,26.0707,626745.0
2019-09-16,25.5812,26.1102,25.4075,25.9365,459611.0
2019-09-17,25.8496,25.9365,25.1233,25.5891,613422.0
2019-09-18,25.5575,25.5733,25.218,25.4786,375158.0
2019-09-19,25.4628,26.0312,25.4549,25.7154,355512.0
2019-09-20,25.747,25.8102,25.1785,25.2101,1170700.0
2019-09-21,25.747,25.8102,25.1785,25.2101,1170700.0
2019-09-22,25.747,25.8102,25.1785,25.2101,1170700.0
2019-09-23,25.0838,25.8062,25.0522,25.6838,434134.0
2019-09-24,25.7628,25.9286,25.3838,25.5101,514008.0
2019-09-25,25.4943,25.7549,25.2338,25.5654,381546.0
2019-09-26,25.6444,25.7707,25.4313,25.5338,315521.0
2019-09-27,25.6917,25.8378,25.5101,25.6286,470609.0
2019-09-28,25.6917,25.8378,25.5101,25.6286,470609.0
2019-09-29,25.6917,25.8378,25.5101,25.6286,470609.0
2019-09-30,25.6207,25.8417,25.2772,25.5891,478260.0
2019-10-01,25.668,25.7233,24.8864,25.0048,432405.0
2019-10-02,24.7601,24.9969,24.089,24.3021,364702.0
2019-10-03,24.1679,24.3811,23.931,24.3179,298720.0
2019-10-04,24.2706,24.4443,23.8205,24.3021,595789.0
2019-10-05,24.2706,24.4443,23.8205,24.3021,595789.0
2019-10-06,24.2706,24.4443,23.8205,24.3021,595789.0
2019-10-07,24.3179,24.5074,24.1284,24.2469,745289.0
2019-10-08,24.0969,24.5548,23.931,24.3653,833969.0
2019-10-09,24.6495,24.8943,24.4916,24.7917,537969.0
2019-10-10,24.7917,25.0206,24.7206,24.9338,556471.0
2019-10-11,25.3127,25.6286,25.0759,25.0917,738085.0
2019-10-12,25.3127,25.6286,25.0759,25.0917,738085.0
2019-10-13,25.3127,25.6286,25.0759,25.0917,738085.0
2019-10-14,24.9338,24.9775,24.7206,24.7522,464226.0
2019-10-15,24.6574,24.7463,24.0337,24.4048,1105439.0
2019-10-16,24.3258,24.7127,24.1916,24.4443,829888.0
2019-10-17,24.6416,24.839,24.4364,24.5785,354650.0
2019-10-18,24.4837,25.0759,24.4837,24.7759,426844.0
2019-10-19,24.4837,25.0759,24.4837,24.7759,426844.0
2019-10-20,24.4837,25.0759,24.4837,24.7759,426844.0
2019-10-21,25.0522,25.447,25.0522,25.3049,381275.0
2019-10-22,25.3917,25.4549,24.9575,24.9732,297198.0
2019-10-23,24.9653,25.1785,24.839,25.1075,283121.0
2019-10-24,25.0917,25.368,24.6574,24.7206,549457.0
2019-10-25,25.5812,25.5812,23.7731,24.0732,1296153.0
2019-10-26,25.5812,25.5812,23.7731,24.0732,1296153.0
2019-10-27,25.5812,25.5812,23.7731,24.0732,1296153.0
2019-10-28,24.2232,24.6101,24.0653,24.4285,1050672.0
2019-10-29,24.4758,24.8824,24.2706,24.7285,523974.0
2019-10-30,24.7285,25.1233,24.6495,25.0601,447672.0
2019-10-31,24.9496,25.2575,24.8044,25.218,538367.0
2019-11-01,25.4154,25.7549,25.2693,25.6838,444175.0
2019-11-02,25.4154,25.7549,25.2693,25.6838,444175.0
2019-11-03,25.4154,25.7549,25.2693,25.6838,444175.0
2019-11-04,25.9049,26.505,25.826,26.4655,757174.0
2019-11-05,26.5997,26.876,26.5286,26.876,849910.0
2019-11-06,26.9155,26.9155,26.5444,26.6392,414635.0
2019-11-07,26.8222,27.0212,26.7148,26.8302,370503.0
2019-11-08,26.8381,27.1088,26.6312,27.0132,462267.0
2019-11-09,26.8381,27.1088,26.6312,27.0132,462267.0
2019-11-10,26.8381,27.1088,26.6312,27.0132,462267.0
2019-11-11,26.8381,27.0769,26.6432,26.7824,478933.0
2019-11-12,26.8143,26.9217,26.6073,26.7426,433429.0
2019-11-13,26.5437,27.053,26.4322,26.8302,381404.0
2019-11-14,26.6949,26.8859,26.6113,26.7745,304472.0
2019-11-15,26.9018,26.9018,26.4641,26.4959,349856.0
2019-11-16,26.9018,26.9018,26.4641,26.4959,349856.0
2019-11-17,26.9018,26.9018,26.4641,26.4959,349856.0
2019-11-18,26.4482,26.6869,26.3686,26.6073,429379.0
2019-11-19,26.7267,26.9575,26.6551,26.7745,225236.0
2019-11-20,26.6073,26.8143,26.472,26.6233,424435.0
2019-11-21,26.6949,26.7028,26.2492,26.289,403702.0
2019-11-22,26.3128,26.3924,26.09,26.2651,317280.0
2019-11-23,26.3128,26.3924,26.09,26.2651,317280.0
2019-11-24,26.3128,26.3924,26.09,26.2651,317280.0
2019-11-25,26.2173,26.8779,26.2173,26.8541,393241.0
2019-11-26,26.7108,26.9018,26.4601,26.6233,483884.0
2019-11-27,26.7665,27.0371,26.6551,26.8939,365220.0
2019-11-28,26.7665,27.0371,26.6551,26.8939,365220.0
2019-11-29,26.8381,27.061,26.6551,26.679,161298.0
2019-11-30,26.8381,27.061,26.6551,26.679,161298.0
2019-12-01,26.8381,27.061,26.6551,26.679,161298.0
2019-12-02,26.7824,26.8302,26.3526,26.4243,462504.0
2019-12-03,26.2253,26.2651,25.8671,26.0502,364693.0
2019-12-04,26.1537,26.663,26.1537,26.4402,427606.0
2019-12-05,26.7188,26.8103,26.4959,26.7188,410271.0
2019-12-06,27.0212,27.1645,26.8461,26.8939,420316.0
2019-12-07,27.0212,27.1645,26.8461,26.8939,420316.0
2019-12-08,27.0212,27.1645,26.8461,26.8939,420316.0
2019-12-09,26.8222,26.9973,26.8143,26.8779,444369.0
2019-12-10,26.8302,26.9655,26.7028,26.9337,564201.0
2019-12-11,27.0053,27.1406,26.7904,27.053,239031.0
2019-12-12,27.0132,27.451,26.9655,27.4032,408933.0
2019-12-13,26.8939,27.2043,26.5437,26.6233,582439.0
2019-12-14,26.8939,27.2043,26.5437,26.6233,582439.0
2019-12-15,26.8939,27.2043,26.5437,26.6233,582439.0
2019-12-16,26.7586,27.1804,26.4561,26.5596,451216.0
2019-12-17,26.5675,26.7426,26.4561,26.679,392640.0
2019-12-18,26.8063,26.8222,26.289,26.3765,494781.0
2019-12-19,26.5357,26.7745,26.3128,26.6392,454949.0
2019-12-20,26.7586,26.7586,26.2094,26.2571,1529764.0
2019-12-21,26.7586,26.7586,26.2094,26.2571,1529764.0
2019-12-22,26.7586,26.7586,26.2094,26.2571,1529764.0
2019-12-23,26.2651,26.3288,26.082,26.1218,523222.0
2019-12-24,26.2412,26.3128,26.0422,26.1775,134777.0
2019-12-25,26.2412,26.3128,26.0422,26.1775,134777.0
2019-12-26,26.2333,26.3765,26.09,26.2412,201522.0
2019-12-27,26.2253,26.281,25.899,26.0422,328452.0
2019-12-28,26.2253,26.281,25.899,26.0422,328452.0
2019-12-29,26.2253,26.281,25.899,26.0422,328452.0
2019-12-30,26.1059,26.3009,25.9077,26.1377,481777.0
2019-12-31,26.09,26.2173,25.8831,25.9388,330055.0
2020-01-01,26.09,26.2173,25.8831,25.9388,330055.0
2020-01-02,26.1537,26.1855,25.899,26.1457,423376.0
2020-01-03,25.8273,25.9825,25.6602,25.899,401552.0
2020-01-04,25.8273,25.9825,25.6602,25.899,401552.0
2020-01-05,25.8273,25.9825,25.6602,25.899,401552.0
2020-01-06,25.7159,25.9706,25.6212,25.899,646958.0
2020-01-07,25.8433,26.4163,25.7398,26.281,529574.0
2020-01-08,26.2651,26.663,26.1974,26.6153,805096.0
2020-01-09,26.7347,26.7665,26.5596,26.679,603905.0
2020-01-10,26.6869,26.6869,26.3606,26.4482,566800.0
2020-01-11,26.6869,26.6869,26.3606,26.4482,566800.0
2020-01-12,26.6869,26.6869,26.3606,26.4482,566800.0
2020-01-13,26.6471,27.1326,26.5675,27.0769,479650.0
2020-01-14,27.1167,27.3237,26.9416,27.2122,582200.0
2020-01-15,27.0292,27.4789,27.0292,27.3237,594614.0
2020-01-16,27.5147,27.7773,27.2759,27.3953,469770.0
2020-01-17,27.5704,27.6579,27.0053,27.0292,299244.0
2020-01-18,27.5704,27.6579,27.0053,27.0292,299244.0
2020-01-19,27.5704,27.6579,27.0053,27.0292,299244.0
2020-01-20,27.5704,27.6579,27.0053,27.0292,299244.0
2020-01-21,26.8461,27.061,26.6193,26.9416,426324.0
2020-01-22,27.0769,27.4354,27.0132,27.2839,351411.0
2020-01-23,27.1884,27.443,27.061,27.3873,480365.0
2020-01-24,27.4192,27.4192,26.7108,26.9575,435584.0
2020-01-25,27.4192,27.4192,26.7108,26.9575,435584.0
2020-01-26,27.4192,27.4192,26.7108,26.9575,435584.0
2020-01-27,26.6551,27.3157,26.5437,27.1486,477954.0
2020-01-28,27.2839,27.3396,27.1008,27.2281,349044.0
2020-01-29,27.2281,27.451,27.1645,27.1804,302447.0
2020-01-30,27.069,27.7455,27.0212,27.7137,651137.0
2020-01-31,28.5175,29.3771,28.2549,28.8359,1829666.0
2020-02-01,28.5175,29.3771,28.2549,28.8359,1829666.0
2020-02-02,28.5175,29.3771,28.2549,28.8359,1829666.0
2020-02-03,29.4089,29.9701,28.6926,29.7591,1274442.0
2020-02-04,30.0775,30.3402,29.6636,29.8069,991559.0
2020-02-05,29.9263,30.4516,29.3851,29.791,820625.0
2020-02-06,29.9673,30.1517,29.0053,29.8471,650474.0
2020-02-07,29.5986,29.7549,29.0374,29.0855,449410.0
2020-02-08,29.5986,29.7549,29.0374,29.0855,449410.0
2020-02-09,29.5986,29.7549,29.0374,29.0855,449410.0
2020-02-10,28.9412,29.4302,28.9011,29.1656,391980.0
2020-02-11,29.2137,29.5024,29.0254,29.1817,672309.0
2020-02-12,29.4462,29.4462,28.7367,28.9893,791186.0
2020-02-13,28.9572,29.4302,28.9332,29.1656,441115.0
2020-02-14,29.2779,29.5986,28.4281,28.5163,690103.0
2020-02-15,29.2779,29.5986,28.4281,28.5163,690103.0
2020-02-16,29.2779,29.5986,28.4281,28.5163,690103.0
2020-02-17,29.2779,29.5986,28.4281,28.5163,690103.0
2020-02-18,28.5884,28.9572,28.5323,28.8049,461218.0
2020-02-19,28.9412,29.5184,28.8129,29.342,472778.0
2020-02-20,29.2057,29.4262,28.9171,29.1977,530865.0
2020-02-21,29.2298,29.3981,28.5323,28.5483,540531.0
2020-02-22,29.2298,29.3981,28.5323,28.5483,540531.0
2020-02-23,29.2298,29.3981,28.5323,28.5483,540531.0
2020-02-24,27.923,28.2597,27.6673,27.7867,598195.0
2020-02-25,27.8268,28.0593,26.5201,26.5441,634082.0
2020-02-26,26.6563,26.953,26.3317,26.3517,671742.0
2020-02-27,25.8546,25.9386,24.596,24.612,1043581.0
2020-02-28,23.8023,24.0829,22.4875,23.1289,1543624.0
2020-02-29,23.8023,24.0829,22.4875,23.1289,1543624.0
2020-03-01,23.8023,24.0829,22.4875,23.1289,1543624.0
2020-03-02,23.2972,24.7884,23.0006,24.7724,1187313.0
2020-03-03,24.6361,24.9648,23.4896,23.8825,1146260.0
2020-03-04,24.147,24.2352,22.8563,22.8804,1759880.0
2020-03-05,22.1669,22.2631,20.7078,21.1407,2080660.0
2020-03-06,20.1225,21.6458,20.1225,21.2609,1616496.0
2020-03-07,20.1225,21.6458,20.1225,21.2609,1616496.0
2020-03-08,20.1225,21.6458,20.1225,21.2609,1616496.0
2020-03-09,19.5132,20.6035,18.0461,18.3348,2477283.0
2020-03-10,19.1445,20.3791,18.1023,20.0985,1566770.0
2020-03-11,19.4411,19.5934,17.3407,17.6132,1018370.0
