,CAKE US Equity,CAKE US Equity,CAKE US Equity,CAKE US Equity,CAKE US Equity
2020-08-27,25.5614,26.8183,25.5614,26.6589,1686066.0
2020-08-28,27.0247,29.6135,26.9872,28.882,3150294.0
2020-08-29,27.0247,29.6135,26.9872,28.882,3150294.0
2020-08-30,27.0247,29.6135,26.9872,28.882,3150294.0
2020-08-31,28.7413,28.7882,27.5969,27.7001,1869500.0
2020-09-01,27.4093,28.8539,27.2311,28.8445,1354984.0
2020-09-02,28.8632,29.7638,28.7507,29.351,1328903.0
2020-09-03,29.5293,30.6127,28.8539,29.4636,1467816.0
2020-09-04,30.0733,30.3453,28.8163,29.2666,1176411.0
2020-09-05,30.0733,30.3453,28.8163,29.2666,1176411.0
2020-09-06,30.0733,30.3453,28.8163,29.2666,1176411.0
2020-09-07,30.0733,30.3453,28.8163,29.2666,1176411.0
2020-09-08,28.7976,29.6934,28.685,29.2009,1491472.0
2020-09-09,29.2197,29.4073,28.1663,29.1165,1453493.0
2020-09-10,29.2009,29.5902,27.7564,27.8127,1484653.0
2020-09-11,28.1316,28.1316,25.9553,26.4619,1831738.0
2020-09-12,28.1316,28.1316,25.9553,26.4619,1831738.0
2020-09-13,28.1316,28.1316,25.9553,26.4619,1831738.0
2020-09-14,26.7808,28.8539,26.7621,28.7694,1947382.0
2020-09-15,28.7694,29.1259,28.1503,29.079,1366038.0
2020-09-16,29.079,29.5386,28.807,29.079,1033137.0
2020-09-17,28.4318,28.6756,27.0716,27.4656,1526752.0
2020-09-18,27.7282,28.5443,27.2405,27.5031,1634668.0
2020-09-19,27.7282,28.5443,27.2405,27.5031,1634668.0
2020-09-20,27.7282,28.5443,27.2405,27.5031,1634668.0
2020-09-21,26.4337,26.6401,25.1017,26.1336,1244361.0
2020-09-22,26.1242,26.6636,25.5989,26.6307,1143051.0
2020-09-23,26.8465,27.353,26.1617,26.1805,1026961.0
2020-09-24,26.1336,27.2358,25.6552,26.5182,1457755.0
2020-09-25,26.4619,26.49,24.8297,25.1017,2608851.0
2020-09-26,26.4619,26.49,24.8297,25.1017,2608851.0
2020-09-27,26.4619,26.49,24.8297,25.1017,2608851.0
2020-09-28,25.4957,26.5557,24.9517,26.3681,2143953.0
2020-09-29,26.3681,26.3962,24.8766,25.3738,1467422.0
2020-09-30,25.6177,26.4994,25.6177,26.021,1624036.0
2020-10-01,26.2649,26.8652,25.8146,26.8277,1184406.0
2020-10-02,25.9178,27.6063,25.6364,27.475,1300479.0
2020-10-03,25.9178,27.6063,25.6364,27.475,1300479.0
2020-10-04,25.9178,27.6063,25.6364,27.475,1300479.0
2020-10-05,27.7658,28.0753,27.2311,27.6907,1143967.0
2020-10-06,27.6719,28.8257,27.3812,27.4281,1449536.0
2020-10-07,27.8689,28.2348,27.2217,27.944,1177670.0
2020-10-08,28.3661,29.3135,27.747,29.1916,1015506.0
2020-10-09,29.548,30.1108,29.5011,29.7075,1511526.0
2020-10-10,29.548,30.1108,29.5011,29.7075,1511526.0
2020-10-11,29.548,30.1108,29.5011,29.7075,1511526.0
2020-10-12,29.8763,29.8763,28.0941,28.338,1605818.0
2020-10-13,28.0622,28.141,27.3999,27.8971,1401442.0
2020-10-14,27.9534,28.3661,27.8689,28.2629,980577.0
2020-10-15,27.4843,29.2385,27.4374,28.9383,1697227.0
2020-10-16,29.154,29.2385,28.4318,28.5912,683753.0
2020-10-17,29.154,29.2385,28.4318,28.5912,683753.0
2020-10-18,29.154,29.2385,28.4318,28.5912,683753.0
2020-10-19,29.0509,31.4147,28.8679,30.2984,2801081.0
2020-10-20,30.6606,30.9457,30.0076,30.5236,1288335.0
2020-10-21,30.486,30.88,29.3698,29.8763,1473477.0
2020-10-22,29.8576,31.3912,29.8576,31.3209,937615.0
2020-10-23,31.607,31.7116,29.6793,30.6924,1431287.0
2020-10-24,31.607,31.7116,29.6793,30.6924,1431287.0
2020-10-25,31.607,31.7116,29.6793,30.6924,1431287.0
2020-10-26,30.1953,30.3453,28.1503,28.7413,1254231.0
2020-10-27,28.7413,29.5574,28.2348,28.5443,1163124.0
2020-10-28,27.4965,28.3098,27.156,27.2498,1085187.0
2020-10-29,27.2592,28.2629,26.7339,28.0847,1386273.0
2020-10-30,29.745,30.4767,27.3812,27.8783,2261254.0
2020-10-31,29.745,30.4767,27.3812,27.8783,2261254.0
2020-11-01,29.745,30.4767,27.3812,27.8783,2261254.0
2020-11-02,28.1503,28.3661,27.3436,28.0565,1249279.0
2020-11-03,28.3755,29.1259,28.1785,28.9383,707504.0
2020-11-04,28.6663,29.9138,28.4974,29.3885,649363.0
2020-11-05,29.8482,30.7206,29.4073,29.942,750823.0
2020-11-06,29.7731,30.3452,29.0509,29.1353,741378.0
2020-11-07,29.7731,30.3452,29.0509,29.1353,741378.0
2020-11-08,29.7731,30.3452,29.0509,29.1353,741378.0
2020-11-09,33.2251,37.0992,32.6435,34.6978,4391088.0
2020-11-10,35.2231,35.6077,33.7879,35.392,1333435.0
2020-11-11,35.27,35.6265,32.878,33.2157,1369780.0
2020-11-12,32.2964,32.9718,31.1229,31.668,1426527.0
2020-11-13,32.4559,32.9531,31.9588,32.9343,1184235.0
2020-11-14,32.4559,32.9531,31.9588,32.9343,1184235.0
2020-11-15,32.4559,32.9531,31.9588,32.9343,1184235.0
2020-11-16,35.1481,35.4107,33.9005,34.21,2068259.0
2020-11-17,33.6097,34.2945,33.1125,33.6754,783487.0
2020-11-18,33.9192,34.7967,33.5065,33.9099,949393.0
2020-11-19,33.6754,34.0787,33.136,33.8254,999504.0
2020-11-20,33.5065,33.6191,32.1651,32.6435,1564879.0
2020-11-21,33.5065,33.6191,32.1651,32.6435,1564879.0
2020-11-22,33.5065,33.6191,32.1651,32.6435,1564879.0
2020-11-23,33.2626,33.4408,32.2495,32.878,1307463.0
2020-11-24,33.5722,35.5889,33.3001,35.3263,1484557.0
2020-11-25,34.7822,35.542,34.3507,35.1105,850806.0
2020-11-26,34.7822,35.542,34.3507,35.1105,850806.0
2020-11-27,35.1574,35.3544,34.6697,34.9136,411749.0
2020-11-28,35.1574,35.3544,34.6697,34.9136,411749.0
2020-11-29,35.1574,35.3544,34.6697,34.9136,411749.0
2020-11-30,34.5668,35.8328,34.2194,35.1574,1701678.0
2020-12-01,35.664,36.6771,35.5561,36.3581,1369447.0
2020-12-02,35.936,36.4801,35.3966,36.3956,736295.0
2020-12-03,36.4144,37.4744,35.8141,36.9866,971128.0
2020-12-04,37.0523,37.7464,36.0298,36.2268,1025516.0
2020-12-05,37.0523,37.7464,36.0298,36.2268,1025516.0
2020-12-06,37.0523,37.7464,36.0298,36.2268,1025516.0
2020-12-07,35.7859,36.0546,33.9474,34.3789,1316213.0
2020-12-08,33.9755,35.3638,33.9273,35.1199,792808.0
2020-12-09,35.4389,36.0064,34.912,35.4951,739856.0
2020-12-10,34.7635,35.8188,34.5477,35.7484,509794.0
2020-12-11,35.27,35.7484,34.0599,34.8667,589686.0
2020-12-12,35.27,35.7484,34.0599,34.8667,589686.0
2020-12-13,35.27,35.7484,34.0599,34.8667,589686.0
2020-12-14,35.0167,35.2888,33.1829,33.197,1310984.0
2020-12-15,33.3658,35.073,33.2439,35.0543,1008861.0
2020-12-16,34.4352,35.739,34.3132,34.4914,921036.0
2020-12-17,35.0918,35.1387,34.3414,34.9417,807320.0
2020-12-18,34.7072,35.8234,34.4952,35.1293,1565647.0
2020-12-19,34.7072,35.8234,34.4952,35.1293,1565647.0
2020-12-20,34.7072,35.8234,34.4952,35.1293,1565647.0
2020-12-21,34.4164,35.2888,33.5628,35.0261,834138.0
2020-12-22,35.1199,35.195,34.4445,34.7353,583552.0
2020-12-23,35.0543,35.7203,34.7072,35.1668,613776.0
2020-12-24,35.0449,35.4858,34.4445,34.9042,372189.0
2020-12-25,35.0449,35.4858,34.4445,34.9042,372189.0
2020-12-26,35.0449,35.4858,34.4445,34.9042,372189.0
2020-12-27,35.0449,35.4858,34.4445,34.9042,372189.0
2020-12-28,35.2512,35.7296,34.801,35.0355,715325.0
2020-12-29,35.3826,35.3826,34.3414,34.6884,622786.0
2020-12-30,34.6884,35.27,33.8817,34.21,558546.0
2020-12-31,34.135,35.4435,33.6754,34.7635,900733.0
2021-01-01,34.135,35.4435,33.6754,34.7635,900733.0
2021-01-02,34.135,35.4435,33.6754,34.7635,900733.0
2021-01-03,34.135,35.4435,33.6754,34.7635,900733.0
2021-01-04,34.8854,35.1105,32.4934,33.2157,1719835.0
2021-01-05,32.8593,34.332,32.8406,33.2814,803545.0
2021-01-06,33.9099,35.7109,33.2532,35.0543,1129608.0
2021-01-07,34.1913,35.9923,34.1913,34.9229,978322.0
2021-01-08,35.0824,36.2831,34.8948,35.7672,994191.0
2021-01-09,35.0824,36.2831,34.8948,35.7672,994191.0
2021-01-10,35.0824,36.2831,34.8948,35.7672,994191.0
2021-01-11,35.2606,36.0486,35.0261,36.0204,559538.0
2021-01-12,36.1987,37.1742,36.1049,37.1086,642218.0
2021-01-13,37.071,38.5437,36.8365,37.8871,926283.0
2021-01-14,38.1404,38.8345,37.4275,38.3186,767724.0
2021-01-15,38.1779,39.585,37.6239,38.6657,1214229.0
2021-01-16,38.1779,39.585,37.6239,38.6657,1214229.0
2021-01-17,38.1779,39.585,37.6239,38.6657,1214229.0
2021-01-18,38.1779,39.585,37.6239,38.6657,1214229.0
2021-01-19,38.8721,39.6225,38.1216,39.1535,728386.0
2021-01-20,39.3129,41.1421,39.2097,40.7481,1433002.0
2021-01-21,40.8513,40.992,39.8851,40.3166,1091322.0
2021-01-22,39.7913,39.9602,38.9377,39.735,839810.0
2021-01-23,39.7913,39.9602,38.9377,39.735,839810.0
2021-01-24,39.7913,39.9602,38.9377,39.735,839810.0
2021-01-25,40.3541,44.641,40.1126,42.2021,1801260.0
2021-01-26,42.3803,43.853,41.658,43.0651,1676584.0
2021-01-27,42.2677,53.6554,42.2114,46.8172,5267153.0
2021-01-28,44.6597,47.4457,41.9019,42.2161,2921371.0
2021-01-29,42.9713,46.0152,41.4141,42.1833,2085424.0
2021-01-30,42.9713,46.0152,41.4141,42.1833,2085424.0
2021-01-31,42.9713,46.0152,41.4141,42.1833,2085424.0
2021-02-01,43.0182,43.0182,41.4047,42.1739,890515.0
2021-02-02,42.3498,42.6052,40.0634,40.6918,1548176.0
2021-02-03,40.7763,43.4403,40.3729,42.8868,834440.0
2021-02-04,43.1495,43.7123,42.8118,43.262,523281.0
2021-02-05,43.7873,44.8848,43.6091,44.444,522656.0
2021-02-06,43.7873,44.8848,43.6091,44.444,522656.0
2021-02-07,43.7873,44.8848,43.6091,44.444,522656.0
2021-02-08,44.9317,45.8792,44.0875,45.7384,593344.0
2021-02-09,45.7291,47.2487,44.9036,46.9204,647078.0
2021-02-10,47.1643,49.1529,46.9296,47.7083,1221971.0
2021-02-11,48.0236,48.4212,46.245,48.4118,1326381.0
2021-02-12,47.9897,48.0835,46.4373,46.911,555704.0
2021-02-13,47.9897,48.0835,46.4373,46.911,555704.0
2021-02-14,47.9897,48.0835,46.4373,46.911,555704.0
2021-02-15,47.9897,48.0835,46.4373,46.911,555704.0
2021-02-16,46.9016,47.305,46.3294,46.9485,717018.0
2021-02-17,46.7797,46.7797,44.1626,44.3971,1265297.0
2021-02-18,45.8998,48.4511,44.6034,48.0272,1945544.0
2021-02-19,48.0272,49.7157,47.849,49.4812,1133148.0
2021-02-20,48.0272,49.7157,47.849,49.4812,1133148.0
2021-02-21,48.0272,49.7157,47.849,49.4812,1133148.0
2021-02-22,48.9946,51.695,48.4212,50.635,1734576.0
2021-02-23,50.5412,51.2541,48.5338,50.4567,1368541.0
2021-02-24,50.982,52.9801,50.6537,52.0795,1106565.0
2021-02-25,51.7419,52.2484,49.0403,51.1509,1009835.0
2021-02-26,50.8132,52.239,48.7026,51.5449,862973.0
2021-02-27,50.8132,52.239,48.7026,51.5449,862973.0
2021-02-28,50.8132,52.239,48.7026,51.5449,862973.0
2021-03-01,52.3422,53.5616,51.967,52.0233,695845.0
2021-03-02,52.2484,53.2714,51.6293,52.9425,520961.0
2021-03-03,53.4678,56.0193,52.9988,54.509,1062434.0
2021-03-04,55.1563,55.9067,50.1847,52.2484,1201108.0
2021-03-05,53.1395,53.2521,49.1435,52.6424,967338.0
