,SAVE US Equity,SAVE US Equity,SAVE US Equity,SAVE US Equity,SAVE US Equity
2019-05-03,47.6534,47.8615,46.8028,47.5086,800281.0
2019-05-04,47.6534,47.8615,46.8028,47.5086,800281.0
2019-05-05,47.6534,47.8615,46.8028,47.5086,800281.0
2019-05-06,46.5403,47.3548,46.4046,46.658,621095.0
2019-05-07,46.3141,46.5041,44.9875,45.9431,851701.0
2019-05-08,45.7802,45.924,45.0744,45.1558,819885.0
2019-05-09,44.8391,45.0563,43.9794,44.7214,655412.0
2019-05-10,44.3866,45.0563,43.5722,44.9386,670531.0
2019-05-11,44.3866,45.0563,43.5722,44.9386,670531.0
2019-05-12,44.3866,45.0563,43.5722,44.9386,670531.0
2019-05-13,43.8889,44.1875,42.984,43.2645,586962.0
2019-05-14,43.355,44.0337,43.0202,43.6265,553464.0
2019-05-15,43.2374,44.0156,42.993,43.8618,701018.0
2019-05-16,43.7532,44.7214,43.4726,43.916,547927.0
2019-05-17,43.4274,44.0147,42.9568,43.1107,651330.0
2019-05-18,43.4274,44.0147,42.9568,43.1107,651330.0
2019-05-19,43.4274,44.0147,42.9568,43.1107,651330.0
2019-05-20,42.4863,42.9478,41.88,42.5587,505008.0
2019-05-21,42.9025,44.1875,42.6311,44.1332,1061277.0
2019-05-22,44.0699,44.278,43.3007,43.3821,749916.0
2019-05-23,43.1197,44.0608,43.0021,43.7079,1069553.0
2019-05-24,43.6989,43.8346,42.6673,42.7125,551260.0
2019-05-25,43.6989,43.8346,42.6673,42.7125,551260.0
2019-05-26,43.6989,43.8346,42.6673,42.7125,551260.0
2019-05-27,43.6989,43.8346,42.6673,42.7125,551260.0
2019-05-28,42.6039,43.1559,42.3324,42.441,900252.0
2019-05-29,42.2419,42.4229,41.7804,42.3143,575706.0
2019-05-30,42.251,42.9659,41.9561,42.5496,642050.0
2019-05-31,42.0971,42.2418,41.5813,41.699,521545.0
2019-06-01,42.0971,42.2418,41.5813,41.699,521545.0
2019-06-02,42.0971,42.2418,41.5813,41.699,521545.0
2019-06-03,41.5994,42.9749,41.4908,42.7306,977989.0
2019-06-04,43.1831,44.7486,42.993,44.64,901224.0
2019-06-05,44.8934,45.753,44.7576,45.6354,819548.0
2019-06-06,44.6581,45.6173,44.5404,45.192,1173361.0
2019-06-07,45.7711,45.8978,44.3504,44.45,559084.0
2019-06-08,45.7711,45.8978,44.3504,44.45,559084.0
2019-06-09,45.7711,45.8978,44.3504,44.45,559084.0
2019-06-10,44.6581,45.192,44.3414,44.3957,298656.0
2019-06-11,45.0653,45.1106,44.3685,44.9477,492230.0
2019-06-12,44.7305,45.4725,44.7305,44.9567,468360.0
2019-06-13,44.9386,46.9385,44.8843,46.5132,780991.0
2019-06-14,46.7756,46.7847,45.0834,45.5359,727696.0
2019-06-15,46.7756,46.7847,45.0834,45.5359,727696.0
2019-06-16,46.7756,46.7847,45.0834,45.5359,727696.0
2019-06-17,45.4725,45.4725,44.83,45.2372,434621.0
2019-06-18,45.1558,46.0426,45.0291,45.753,540701.0
2019-06-19,45.9612,46.1422,44.7757,44.9115,590588.0
2019-06-20,45.192,45.4273,43.3595,44.0518,785566.0
2019-06-21,43.6174,44.3685,43.1107,43.2012,806677.0
2019-06-22,43.6174,44.3685,43.1107,43.2012,806677.0
2019-06-23,43.6174,44.3685,43.1107,43.2012,806677.0
2019-06-24,43.7079,43.7079,42.4048,43.0564,1018042.0
2019-06-25,43.1469,44.0201,42.4772,42.4953,853348.0
2019-06-26,42.4772,42.8844,41.5542,41.5813,1035191.0
2019-06-27,41.9705,42.9478,41.889,42.4863,1885309.0
2019-06-28,42.6311,43.7532,42.5315,43.1921,3519272.0
2019-06-29,42.6311,43.7532,42.5315,43.1921,3519272.0
2019-06-30,42.6311,43.7532,42.5315,43.1921,3519272.0
2019-07-01,43.6446,44.3233,43.2645,44.2871,844086.0
2019-07-02,44.3414,44.885,43.9794,44.2509,982879.0
2019-07-03,44.5947,46.2055,44.4319,45.6716,558705.0
2019-07-04,44.5947,46.2055,44.4319,45.6716,558705.0
2019-07-05,45.382,46.2146,45.382,46.0336,602511.0
2019-07-06,45.382,46.2146,45.382,46.0336,602511.0
2019-07-07,45.382,46.2146,45.382,46.0336,602511.0
2019-07-08,46.1512,46.8571,45.9521,46.7756,800796.0
2019-07-09,46.4408,46.7937,45.3187,45.9431,628924.0
2019-07-10,46.3684,46.9114,45.744,46.5222,493998.0
2019-07-11,46.6308,47.4362,46.4136,47.2552,962436.0
2019-07-12,47.038,47.4815,45.6264,45.9793,1675114.0
2019-07-13,47.038,47.4815,45.6264,45.9793,1675114.0
2019-07-14,47.038,47.4815,45.6264,45.9793,1675114.0
2019-07-15,45.9431,46.3865,45.7169,46.0698,901679.0
2019-07-16,45.9612,47.2552,45.9612,46.5313,871065.0
2019-07-17,46.1693,46.6851,45.7078,45.8345,671941.0
2019-07-18,45.9521,46.4046,45.8073,46.4046,556768.0
2019-07-19,46.2508,46.6942,45.9431,46.0517,730916.0
2019-07-20,46.2508,46.6942,45.9431,46.0517,730916.0
2019-07-21,46.2508,46.6942,45.9431,46.0517,730916.0
2019-07-22,46.3684,47.5448,46.1603,47.4,902486.0
2019-07-23,47.581,48.7393,47.5086,48.6126,992950.0
2019-07-24,48.5493,49.9608,48.4135,49.8162,1346219.0
2019-07-25,41.8528,42.2148,38.0069,38.0159,10738083.0
2019-07-26,38.4684,39.8982,38.4593,39.4186,3779682.0
2019-07-27,38.4684,39.8982,38.4593,39.4186,3779682.0
2019-07-28,38.4684,39.8982,38.4593,39.4186,3779682.0
2019-07-29,39.2647,39.6629,37.7716,38.3417,2822903.0
2019-07-30,38.2512,38.3146,37.6268,38.1788,1351930.0
2019-07-31,38.034,39.0023,37.6665,38.396,1707774.0
2019-08-01,38.6313,39.1743,37.9978,38.3417,1194670.0
2019-08-02,37.9435,38.4141,37.7807,38.1064,890050.0
2019-08-03,37.9435,38.4141,37.7807,38.1064,890050.0
2019-08-04,37.9435,38.4141,37.7807,38.1064,890050.0
2019-08-05,37.6359,38.1155,36.5681,37.4277,1381271.0
2019-08-06,37.7354,37.9164,36.9653,37.3734,747563.0
2019-08-07,36.74,37.3734,36.4595,36.921,717681.0
2019-08-08,37.0296,37.2579,36.6223,36.9481,968256.0
2019-08-09,36.6495,36.93,35.9618,36.1699,1006890.0
2019-08-10,36.6495,36.93,35.9618,36.1699,1006890.0
2019-08-11,36.6495,36.93,35.9618,36.1699,1006890.0
2019-08-12,35.7989,35.8713,35.1745,35.3012,804043.0
2019-08-13,35.1835,36.1246,34.9392,35.2378,722426.0
2019-08-14,34.5229,34.5998,33.6632,33.9076,985961.0
2019-08-15,33.8623,34.3057,33.5818,33.7628,634757.0
2019-08-16,34.0162,34.7853,33.8471,34.7492,534672.0
2019-08-17,34.0162,34.7853,33.8471,34.7492,534672.0
2019-08-18,34.0162,34.7853,33.8471,34.7492,534672.0
2019-08-19,35.274,35.455,34.8939,34.9211,527766.0
2019-08-20,34.8939,35.1292,34.6587,34.9301,404324.0
2019-08-21,34.9301,35.1111,34.6949,34.8577,516663.0
2019-08-22,35.2197,35.4128,34.8306,35.1111,736144.0
2019-08-23,34.9211,35.5002,34.0343,34.1429,666573.0
2019-08-24,34.9211,35.5002,34.0343,34.1429,666573.0
2019-08-25,34.9211,35.5002,34.0343,34.1429,666573.0
2019-08-26,34.4415,34.5184,33.7447,33.98,622718.0
2019-08-27,34.0433,34.0886,32.5773,32.6045,1240492.0
2019-08-28,32.5773,33.618,32.4778,33.4642,828121.0
2019-08-29,33.7537,34.2876,33.7537,34.2152,488964.0
2019-08-30,34.5139,34.7311,33.8985,33.9709,807639.0
2019-08-31,34.5139,34.7311,33.8985,33.9709,807639.0
2019-09-01,34.5139,34.7311,33.8985,33.9709,807639.0
2019-09-02,34.5139,34.7311,33.8985,33.9709,807639.0
2019-09-03,33.3918,33.4099,32.5049,32.6588,1175416.0
2019-09-04,32.9212,32.9393,31.7538,32.695,1567584.0
2019-09-05,32.885,33.9528,32.8217,33.7718,825160.0
2019-09-06,34.1609,34.1881,33.437,33.5365,706603.0
2019-09-07,34.1609,34.1881,33.437,33.5365,706603.0
2019-09-08,34.1609,34.1881,33.437,33.5365,706603.0
2019-09-09,32.2063,32.8171,31.2471,32.704,2769091.0
2019-09-10,32.5954,34.3057,32.2606,34.2786,1203955.0
2019-09-11,34.5048,35.2831,34.1067,35.0659,1172242.0
2019-09-12,35.0749,35.2921,34.5229,34.6315,766091.0
2019-09-13,35.3645,35.817,34.8849,35.0749,872266.0
2019-09-14,35.3645,35.817,34.8849,35.0749,872266.0
2019-09-15,35.3645,35.817,34.8849,35.0749,872266.0
2019-09-16,33.9257,35.0297,33.7718,34.7311,767239.0
2019-09-17,34.4053,35.6179,34.2786,35.0116,946430.0
2019-09-18,34.8758,35.1111,34.1609,34.6496,1301412.0
2019-09-19,34.6496,34.7582,34.1157,34.3148,1039486.0
2019-09-20,34.3329,34.7311,34.0886,34.4143,919037.0
2019-09-21,34.3329,34.7311,34.0886,34.4143,919037.0
2019-09-22,34.3329,34.7311,34.0886,34.4143,919037.0
2019-09-23,33.4008,33.9438,33.161,33.7175,1149490.0
2019-09-24,34.0433,34.0433,32.7221,33.0569,803290.0
2019-09-25,33.5908,33.799,33.2108,33.437,802203.0
2019-09-26,33.5546,33.5908,32.9008,33.5004,528254.0
2019-09-27,33.7447,34.0116,32.7312,32.8579,616649.0
2019-09-28,33.7447,34.0116,32.7312,32.8579,616649.0
2019-09-29,33.7447,34.0116,32.7312,32.8579,616649.0
2019-09-30,33.0298,33.2095,32.5411,32.8488,820938.0
2019-10-01,33.1112,33.6972,32.2968,32.4687,671371.0
2019-10-02,32.0434,32.0889,30.8127,31.4009,1466620.0
2019-10-03,31.4462,31.4462,29.8354,30.4417,2126683.0
2019-10-04,30.4146,30.7946,30.0933,30.7584,1218577.0
2019-10-05,30.4146,30.7946,30.0933,30.7584,1218577.0
2019-10-06,30.4146,30.7946,30.0933,30.7584,1218577.0
2019-10-07,31.1204,31.1837,30.677,30.7946,1259460.0
2019-10-08,30.6136,30.6906,29.9349,29.953,1363685.0
2019-10-09,30.3603,30.7494,30.1883,30.496,1751751.0
2019-10-10,30.3512,30.9847,29.9621,30.7584,1522434.0
2019-10-11,32.1158,34.2062,32.1158,32.6226,3254874.0
2019-10-12,32.1158,34.2062,32.1158,32.6226,3254874.0
2019-10-13,32.1158,34.2062,32.1158,32.6226,3254874.0
2019-10-14,32.5411,32.79,31.971,32.4235,1042611.0
2019-10-15,32.4235,33.437,31.9891,33.3827,2387924.0
2019-10-16,33.618,33.8804,32.4416,32.6226,1564268.0
2019-10-17,33.0298,33.5863,32.7583,33.2741,1179033.0
2019-10-18,33.1384,33.4732,32.923,33.2832,1690113.0
2019-10-19,33.1384,33.4732,32.923,33.2832,1690113.0
2019-10-20,33.1384,33.4732,32.923,33.2832,1690113.0
2019-10-21,33.8171,34.8215,33.7266,34.2786,1442311.0
2019-10-22,34.0795,34.2152,33.066,33.6904,1433719.0
2019-10-23,33.6632,34.2922,33.1293,34.1609,1614690.0
2019-10-24,35.5907,36.0613,32.8488,33.7175,3602303.0
2019-10-25,33.7718,34.7311,33.7266,34.3238,1344879.0
2019-10-26,33.7718,34.7311,33.7266,34.3238,1344879.0
2019-10-27,33.7718,34.7311,33.7266,34.3238,1344879.0
2019-10-28,34.5772,34.8939,34.3419,34.5139,1096550.0
2019-10-29,34.3419,34.5139,33.6135,33.6361,975234.0
2019-10-30,33.5546,34.1429,33.3646,34.1067,655557.0
2019-10-31,34.0343,34.1098,33.437,33.989,888154.0
2019-11-01,34.3057,34.4686,33.989,34.4505,920818.0
2019-11-02,34.3057,34.4686,33.989,34.4505,920818.0
2019-11-03,34.3057,34.4686,33.989,34.4505,920818.0
2019-11-04,34.9482,35.1021,34.6134,34.8215,1314136.0
2019-11-05,35.2016,35.9708,35.1021,35.2288,1181231.0
2019-11-06,35.1202,35.55,35.1094,35.464,683934.0
2019-11-07,35.6631,36.1699,35.4278,35.6541,1302976.0
2019-11-08,35.5183,35.5772,34.6949,35.274,731481.0
2019-11-09,35.5183,35.5772,34.6949,35.274,731481.0
2019-11-10,35.5183,35.5772,34.6949,35.274,731481.0
2019-11-11,35.1654,35.5726,34.8849,35.0387,397807.0
2019-11-12,35.0116,35.1021,34.0976,34.2605,813404.0
2019-11-13,33.8533,33.9709,33.5275,33.9166,454447.0
2019-11-14,33.799,34.1881,33.6542,34.1067,637401.0
2019-11-15,34.3329,35.0297,34.1881,34.5953,1017457.0
2019-11-16,34.3329,35.0297,34.1881,34.5953,1017457.0
2019-11-17,34.3329,35.0297,34.1881,34.5953,1017457.0
2019-11-18,34.5139,34.5953,33.8352,34.3057,607019.0
2019-11-19,34.4867,35.2107,34.2333,35.1292,799009.0
2019-11-20,34.7763,35.2016,34.4143,34.5048,824413.0
2019-11-21,34.5229,34.9392,34.0343,34.0886,508800.0
2019-11-22,34.2424,34.8758,34.0886,34.8125,625544.0
2019-11-23,34.2424,34.8758,34.0886,34.8125,625544.0
2019-11-24,34.2424,34.8758,34.0886,34.8125,625544.0
2019-11-25,35.0387,36.3509,34.8758,36.1246,1172347.0
2019-11-26,36.0613,36.1729,35.3555,35.3826,910709.0
2019-11-27,35.5364,35.9708,35.1926,35.464,754911.0
2019-11-28,35.5364,35.9708,35.1926,35.464,754911.0
2019-11-29,35.3916,35.7129,35.2559,35.3555,208938.0
2019-11-30,35.3916,35.7129,35.2559,35.3555,208938.0
2019-12-01,35.3916,35.7129,35.2559,35.3555,208938.0
2019-12-02,36.1337,37.0115,35.6903,35.826,1020123.0
2019-12-03,35.0659,35.386,33.9893,34.4053,1885313.0
2019-12-04,34.541,35.0438,34.4143,34.5591,1148161.0
2019-12-05,34.8396,34.8396,34.1067,34.4505,824916.0
2019-12-06,34.8034,35.5907,34.8034,35.4821,865099.0
2019-12-07,34.8034,35.5907,34.8034,35.4821,865099.0
2019-12-08,34.8034,35.5907,34.8034,35.4821,865099.0
2019-12-09,35.3102,35.4007,34.7582,34.8306,778496.0
2019-12-10,34.3872,35.0659,34.0526,34.5863,1127586.0
2019-12-11,34.5501,34.6768,34.179,34.36,591452.0
2019-12-12,34.6949,35.636,34.5591,34.713,732710.0
2019-12-13,34.6587,35.0478,34.4234,34.6044,919392.0
2019-12-14,34.6587,35.0478,34.4234,34.6044,919392.0
2019-12-15,34.6587,35.0478,34.4234,34.6044,919392.0
2019-12-16,35.2921,36.1518,35.0749,35.4459,974582.0
2019-12-17,35.265,37.1201,35.2016,37.0658,2491682.0
2019-12-18,37.2286,37.292,36.2694,36.5771,1005951.0
2019-12-19,36.4776,37.5092,35.9798,37.3644,1996186.0
2019-12-20,37.482,37.7264,37.1201,37.4368,1445025.0
2019-12-21,37.482,37.7264,37.1201,37.4368,1445025.0
2019-12-22,37.482,37.7264,37.1201,37.4368,1445025.0
2019-12-23,37.5092,37.8168,37.1225,37.1291,970745.0
2019-12-24,37.301,37.5273,36.9029,37.2739,300152.0
2019-12-25,37.301,37.5273,36.9029,37.2739,300152.0
2019-12-26,37.3101,37.6178,37.111,37.301,639363.0
2019-12-27,37.3463,37.4277,36.3147,36.7219,1070667.0
2019-12-28,37.3463,37.4277,36.3147,36.7219,1070667.0
2019-12-29,37.3463,37.4277,36.3147,36.7219,1070667.0
2019-12-30,36.7581,36.7581,35.9798,36.016,1438950.0
2019-12-31,35.9437,36.6585,35.7446,36.4776,796049.0
2020-01-01,35.9437,36.6585,35.7446,36.4776,796049.0
2020-01-02,36.8305,37.0386,36.2875,36.7852,1027611.0
2020-01-03,35.8894,36.1337,34.6858,36.0341,1327767.0
2020-01-04,35.8894,36.1337,34.6858,36.0341,1327767.0
2020-01-05,35.8894,36.1337,34.6858,36.0341,1327767.0
2020-01-06,35.5636,36.6857,35.3374,36.55,1003519.0
2020-01-07,36.3961,36.5409,35.4912,35.7446,869981.0
2020-01-08,35.4007,36.6857,35.3012,36.1427,1193712.0
2020-01-09,36.8124,36.9843,36.0794,36.197,1333988.0
2020-01-10,36.9481,36.9572,35.6269,36.007,1707473.0
2020-01-11,36.9481,36.9572,35.6269,36.007,1707473.0
2020-01-12,36.9481,36.9572,35.6269,36.007,1707473.0
2020-01-13,35.8803,36.1337,35.6541,35.9798,1199450.0
2020-01-14,36.4323,37.0386,36.2875,36.2966,1204165.0
2020-01-15,36.0794,36.3736,35.8337,35.9075,819303.0
2020-01-16,37.6268,39.2466,37.5906,38.5951,2985917.0
2020-01-17,38.9842,39.5,38.3055,38.8485,1541009.0
2020-01-18,38.9842,39.5,38.3055,38.8485,1541009.0
2020-01-19,38.9842,39.5,38.3055,38.8485,1541009.0
2020-01-20,38.9842,39.5,38.3055,38.8485,1541009.0
2020-01-21,38.4231,38.8937,36.7852,37.7535,1973963.0
2020-01-22,38.0069,38.8123,37.9526,38.5498,946533.0
2020-01-23,38.1698,38.939,37.4458,38.767,1237695.0
2020-01-24,38.7037,38.9118,37.301,38.0974,1255593.0
2020-01-25,38.7037,38.9118,37.301,38.0974,1255593.0
2020-01-26,38.7037,38.9118,37.301,38.0974,1255593.0
2020-01-27,37.1925,37.8168,36.6766,37.3915,1085284.0
2020-01-28,37.844,38.7037,37.844,38.3689,1027081.0
2020-01-29,38.396,38.9752,38.215,38.6494,1180358.0
2020-01-30,38.0793,38.4955,37.5354,38.4051,870420.0
2020-01-31,38.0702,38.2422,36.6223,37.1653,1101367.0
2020-02-01,38.0702,38.2422,36.6223,37.1653,1101367.0
2020-02-02,38.0702,38.2422,36.6223,37.1653,1101367.0
2020-02-03,37.3282,38.396,37.3282,37.9707,1220115.0
2020-02-04,38.8847,39.5655,38.8032,39.2195,1049178.0
2020-02-05,39.8167,40.4502,39.2828,40.2149,1867823.0
2020-02-06,42.079,42.9838,38.4503,38.7308,4124950.0
2020-02-07,38.4051,40.3325,38.1969,39.9977,1431063.0
2020-02-08,38.4051,40.3325,38.1969,39.9977,1431063.0
2020-02-09,38.4051,40.3325,38.1969,39.9977,1431063.0
2020-02-10,39.7986,40.1606,39.2557,39.5996,990063.0
2020-02-11,39.7624,40.233,39.0566,39.1923,1354217.0
2020-02-12,39.6538,39.9977,39.5362,39.7534,652144.0
2020-02-13,39.5453,40.5407,39.31,40.3416,1039775.0
2020-02-14,40.2873,40.4411,39.6267,39.7081,730962.0
2020-02-15,40.2873,40.4411,39.6267,39.7081,730962.0
2020-02-16,40.2873,40.4411,39.6267,39.7081,730962.0
2020-02-17,40.2873,40.4411,39.6267,39.7081,730962.0
2020-02-18,39.5091,39.8077,38.2784,38.5408,1156469.0
2020-02-19,38.5498,38.758,37.2015,37.2286,1639631.0
2020-02-20,37.102,37.7354,36.8757,37.3282,1694539.0
2020-02-21,37.2105,37.2739,36.55,37.1925,935094.0
2020-02-22,37.2105,37.2739,36.55,37.1925,935094.0
2020-02-23,37.2105,37.2739,36.55,37.1925,935094.0
2020-02-24,35.4007,35.4007,33.256,33.8985,2938198.0
2020-02-25,34.3872,34.4324,31.1159,31.41,3006193.0
2020-02-26,31.8172,32.1158,29.6816,29.7902,2881724.0
2020-02-27,28.3151,29.2201,26.9215,26.9215,3802076.0
2020-02-28,25.6184,26.831,25.3198,25.7451,3602151.0
2020-02-29,25.6184,26.831,25.3198,25.7451,3602151.0
2020-03-01,25.6184,26.831,25.3198,25.7451,3602151.0
2020-03-02,25.6637,25.7451,23.6457,24.6773,4539186.0
2020-03-03,25.356,25.9533,22.8041,22.8313,2926933.0
2020-03-04,23.4376,23.8991,21.854,23.8357,4020396.0
2020-03-05,22.6412,22.6593,19.2478,19.4921,6721437.0
2020-03-06,18.3066,21.5101,17.2298,20.3789,5759779.0
2020-03-07,18.3066,21.5101,17.2298,20.3789,5759779.0
