,PNM US Equity,PNM US Equity,PNM US Equity,PNM US Equity,PNM US Equity
2020-06-19,34.6933,34.8988,33.4957,33.5136,853287.0
2020-06-20,34.6933,34.8988,33.4957,33.5136,853287.0
2020-06-21,34.6933,34.8988,33.4957,33.5136,853287.0
2020-06-22,33.3259,34.1928,33.0489,34.1303,369230.0
2020-06-23,34.6307,34.6307,33.6477,34.2643,510541.0
2020-06-24,33.8353,34.1481,33.1204,33.9158,714059.0
2020-06-25,33.7817,33.9694,33.0668,33.9336,465473.0
2020-06-26,33.7102,34.0141,33.0042,33.1561,944482.0
2020-06-27,33.7102,34.0141,33.0042,33.1561,944482.0
2020-06-28,33.7102,34.0141,33.0042,33.1561,944482.0
2020-06-29,33.6745,34.4162,33.3081,34.3447,357830.0
2020-06-30,34.309,34.8363,34.1124,34.3537,597424.0
2020-07-01,34.3358,35.3814,34.0945,35.1491,283009.0
2020-07-02,35.6764,35.8462,34.9882,35.1044,248267.0
2020-07-03,35.6764,35.8462,34.9882,35.1044,248267.0
2020-07-04,35.6764,35.8462,34.9882,35.1044,248267.0
2020-07-05,35.6764,35.8462,34.9882,35.1044,248267.0
2020-07-06,35.6764,35.9623,34.6129,35.1044,251423.0
2020-07-07,34.5235,34.738,34.0409,34.3269,303854.0
2020-07-08,34.1481,34.8005,34.0945,34.7201,379997.0
2020-07-09,34.586,34.586,33.3349,33.8443,475273.0
2020-07-10,33.88,34.7827,33.7192,34.738,327983.0
2020-07-11,33.88,34.7827,33.7192,34.738,327983.0
2020-07-12,33.88,34.7827,33.7192,34.738,327983.0
2020-07-13,34.9167,35.2742,34.5235,34.729,223904.0
2020-07-14,34.7827,35.3993,34.4609,34.9793,306962.0
2020-07-15,35.5781,36.0785,34.872,34.9078,446685.0
2020-07-16,34.8452,35.1759,34.586,34.9703,362969.0
2020-07-17,35.1759,36.2573,34.9346,36.159,648200.0
2020-07-18,35.1759,36.2573,34.9346,36.159,648200.0
2020-07-19,35.1759,36.2573,34.9346,36.159,648200.0
2020-07-20,36.007,36.2483,35.3099,35.5781,403269.0
2020-07-21,36.0517,36.6594,35.797,36.6415,797796.0
2020-07-22,36.3556,37.4101,35.9266,37.285,487199.0
2020-07-23,37.1241,37.6782,37.008,37.5352,446754.0
2020-07-24,37.6961,37.9553,36.6058,36.8382,378794.0
2020-07-25,37.6961,37.9553,36.6058,36.8382,378794.0
2020-07-26,37.6961,37.9553,36.6058,36.8382,378794.0
2020-07-27,36.722,37.0258,35.8864,36.865,389094.0
2020-07-28,36.6326,38.0,36.6326,37.4995,361050.0
2020-07-29,37.5174,37.7319,37.1688,37.3923,448835.0
2020-07-30,36.8203,37.5352,36.5879,37.4816,371534.0
2020-07-31,36.9901,37.8302,36.4717,37.7408,539242.0
2020-08-01,36.9901,37.8302,36.4717,37.7408,539242.0
2020-08-02,36.9901,37.8302,36.4717,37.7408,539242.0
2020-08-03,38.0268,38.0357,36.7756,37.428,351566.0
2020-08-04,37.2493,38.2547,37.0795,37.8123,380588.0
2020-08-05,38.0893,38.0983,37.4191,37.6782,310683.0
2020-08-06,37.568,38.6933,37.523,38.5673,426446.0
2020-08-07,38.4322,39.9087,38.3782,39.8996,407928.0
2020-08-08,38.4322,39.9087,38.3782,39.8996,407928.0
2020-08-09,38.4322,39.9087,38.3782,39.8996,407928.0
2020-08-10,40.0797,40.5883,39.8276,40.4488,485671.0
2020-08-11,41.007,41.142,39.3775,39.5125,596853.0
2020-08-12,39.9267,40.2868,39.3955,40.0077,330047.0
2020-08-13,39.7376,40.4263,39.256,40.3138,322830.0
2020-08-14,40.0257,40.3948,39.6206,40.3318,388852.0
2020-08-15,40.0257,40.3948,39.6206,40.3318,388852.0
2020-08-16,40.0257,40.3948,39.6206,40.3318,388852.0
2020-08-17,40.2778,41.07,39.9627,40.4938,505852.0
2020-08-18,40.4308,40.6739,39.5305,39.6206,572273.0
2020-08-19,39.6836,39.8906,39.3235,39.4405,344995.0
2020-08-20,38.9994,39.6026,38.9724,39.0894,217104.0
2020-08-21,38.9904,39.4945,38.8463,39.4765,348448.0
2020-08-22,38.9904,39.4945,38.8463,39.4765,348448.0
2020-08-23,38.9904,39.4945,38.8463,39.4765,348448.0
2020-08-24,39.8096,40.4398,39.4765,40.3858,305555.0
2020-08-25,40.5478,40.5478,39.1749,39.7376,315503.0
2020-08-26,39.6296,39.7151,38.7383,38.8643,258997.0
2020-08-27,39.2245,39.3775,38.7473,39.1344,255603.0
2020-08-28,39.4765,39.4765,38.8463,39.3685,203204.0
2020-08-29,39.4765,39.4765,38.8463,39.3685,203204.0
2020-08-30,39.4765,39.4765,38.8463,39.3685,203204.0
2020-08-31,39.4585,39.5485,39.0984,39.3235,433796.0
2020-09-01,39.0894,39.2154,38.4322,38.8103,315862.0
2020-09-02,38.7743,39.8456,38.7113,39.5936,315246.0
2020-09-03,39.7736,40.1832,38.7473,39.0534,270848.0
2020-09-04,39.5395,39.5395,38.1711,38.7203,246649.0
2020-09-05,39.5395,39.5395,38.1711,38.7203,246649.0
2020-09-06,39.5395,39.5395,38.1711,38.7203,246649.0
2020-09-07,39.5395,39.5395,38.1711,38.7203,246649.0
2020-09-08,38.6663,38.6753,37.0188,37.595,602989.0
2020-09-09,37.694,38.4037,37.4354,37.9551,277771.0
2020-09-10,37.9461,37.9461,36.7667,36.8117,249352.0
2020-09-11,36.8027,37.1493,36.3616,36.7667,366817.0
2020-09-12,36.8027,37.1493,36.3616,36.7667,366817.0
2020-09-13,36.8027,37.1493,36.3616,36.7667,366817.0
2020-09-14,36.8748,37.3699,36.5507,36.6317,471467.0
2020-09-15,37.0098,37.4779,36.5912,36.9108,335621.0
2020-09-16,36.9108,37.4329,36.6407,36.7757,453146.0
2020-09-17,36.5867,36.5867,35.4974,36.0915,566828.0
2020-09-18,36.2266,36.2266,35.1103,36.0465,1560444.0
2020-09-19,36.2266,36.2266,35.1103,36.0465,1560444.0
2020-09-20,36.2266,36.2266,35.1103,36.0465,1560444.0
2020-09-21,35.7314,36.4291,35.3713,35.9295,422584.0
2020-09-22,35.8755,36.8298,35.7224,36.6227,336164.0
2020-09-23,36.5777,36.7712,35.4794,35.5154,337190.0
2020-09-24,35.6054,36.6767,35.3488,36.1816,275701.0
2020-09-25,35.8755,36.9828,35.7584,36.8838,321993.0
2020-09-26,35.8755,36.9828,35.7584,36.8838,321993.0
2020-09-27,35.8755,36.9828,35.7584,36.8838,321993.0
2020-09-28,37.2979,37.721,37.0008,37.3159,325296.0
2020-09-29,37.4149,37.667,36.8568,36.9468,325582.0
2020-09-30,37.2439,37.748,36.7937,37.2079,362078.0
2020-10-01,37.4689,37.9281,36.2986,37.721,444852.0
2020-10-02,37.3159,38.7203,37.2619,38.5853,295606.0
2020-10-03,37.3159,38.7203,37.2619,38.5853,295606.0
2020-10-04,37.3159,38.7203,37.2619,38.5853,295606.0
2020-10-05,38.8373,39.5125,38.2793,39.4855,321748.0
2020-10-06,39.7106,40.2958,39.0624,39.2875,333275.0
2020-10-07,39.6566,39.7916,39.355,39.6386,368062.0
2020-10-08,39.9807,40.2147,39.6206,40.1877,272374.0
2020-10-09,40.5568,40.5568,39.5125,40.0797,248426.0
2020-10-10,40.5568,40.5568,39.5125,40.0797,248426.0
2020-10-11,40.5568,40.5568,39.5125,40.0797,248426.0
2020-10-12,40.0347,41.4571,39.8096,41.097,318808.0
2020-10-13,40.6829,41.0655,40.1067,40.962,409126.0
2020-10-14,41.4751,41.6912,40.944,41.3131,329664.0
2020-10-15,40.998,41.5921,40.7189,41.3671,300137.0
2020-10-16,41.16,41.9252,41.16,41.6192,302840.0
2020-10-17,41.16,41.9252,41.16,41.6192,302840.0
2020-10-18,41.16,41.9252,41.16,41.6192,302840.0
2020-10-19,41.6372,41.8532,41.241,41.5291,284397.0
2020-10-20,41.7722,41.8172,40.7999,41.178,264081.0
2020-10-21,44.8871,45.0582,44.5315,44.9231,24876156.0
2020-10-22,44.8331,45.2382,44.617,45.1662,20620977.0
2020-10-23,45.0401,45.1707,44.7881,45.0401,2828218.0
2020-10-24,45.0401,45.1707,44.7881,45.0401,2828218.0
2020-10-25,45.0401,45.1707,44.7881,45.0401,2828218.0
2020-10-26,44.8691,45.0221,44.7701,44.7881,3731222.0
2020-10-27,44.8421,45.0311,44.7521,44.9321,2402729.0
2020-10-28,44.8331,44.9681,44.653,44.8601,2519804.0
2020-10-29,44.7971,44.9411,44.653,44.8511,2522217.0
2020-10-30,45.0209,45.2927,44.7945,45.2927,3056107.0
2020-10-31,45.0209,45.2927,44.7945,45.2927,3056107.0
2020-11-01,45.0209,45.2927,44.7945,45.2927,3056107.0
2020-11-02,45.193,45.193,44.8941,45.1115,1773467.0
2020-11-03,45.1115,45.1568,44.7854,44.8035,2147706.0
2020-11-04,44.8579,45.1659,44.5861,45.1115,3159317.0
2020-11-05,44.9303,45.0526,44.6586,44.6586,1655068.0
2020-11-06,44.6858,44.8216,44.6133,44.6133,1991213.0
2020-11-07,44.6858,44.8216,44.6133,44.6133,1991213.0
2020-11-08,44.6858,44.8216,44.6133,44.6133,1991213.0
2020-11-09,44.8579,44.9756,44.1151,44.2147,2722897.0
2020-11-10,44.3415,44.6405,44.1966,44.5499,1798374.0
2020-11-11,44.5137,44.6586,44.3868,44.4684,567244.0
2020-11-12,44.4321,44.4955,44.1875,44.3597,1718869.0
2020-11-13,44.4774,44.6133,44.3597,44.3868,1747935.0
2020-11-14,44.4774,44.6133,44.3597,44.3868,1747935.0
2020-11-15,44.4774,44.6133,44.3597,44.3868,1747935.0
2020-11-16,44.568,44.568,44.3325,44.3868,974094.0
2020-11-17,44.3868,44.4412,44.2962,44.2962,1562480.0
2020-11-18,44.3506,44.5046,44.3325,44.414,938320.0
2020-11-19,44.4321,44.5499,44.405,44.5499,693664.0
2020-11-20,44.5499,44.6042,44.4321,44.5137,891897.0
2020-11-21,44.5499,44.6042,44.4321,44.5137,891897.0
2020-11-22,44.5499,44.6042,44.4321,44.5137,891897.0
2020-11-23,44.5499,44.5499,44.4367,44.5046,1010325.0
2020-11-24,44.5408,44.6042,44.4684,44.4774,1463083.0
2020-11-25,44.4865,44.5408,44.3868,44.4865,1835531.0
2020-11-26,44.4865,44.5408,44.3868,44.4865,1835531.0
2020-11-27,44.4865,44.5001,44.414,44.4684,396545.0
2020-11-28,44.4865,44.5001,44.414,44.4684,396545.0
2020-11-29,44.4865,44.5001,44.414,44.4684,396545.0
2020-11-30,44.4865,44.4955,44.328,44.4865,1896791.0
2020-12-01,44.4593,44.4865,44.3461,44.414,2372298.0
2020-12-02,44.414,44.5861,44.3687,44.5499,1249212.0
2020-12-03,44.4865,44.7311,44.4593,44.5408,1103651.0
2020-12-04,44.6042,44.6314,44.5137,44.6042,1225699.0
2020-12-05,44.6042,44.6314,44.5137,44.6042,1225699.0
2020-12-06,44.6042,44.6314,44.5137,44.6042,1225699.0
2020-12-07,44.6042,44.6224,44.4684,44.5318,1117614.0
2020-12-08,44.5137,44.5499,44.4321,44.4865,1044865.0
2020-12-09,44.5137,44.6314,44.414,44.5137,1016502.0
2020-12-10,44.4865,44.5227,44.414,44.4502,1730450.0
2020-12-11,44.4502,44.5046,44.4321,44.4684,659192.0
2020-12-12,44.4502,44.5046,44.4321,44.4684,659192.0
2020-12-13,44.4502,44.5046,44.4321,44.4684,659192.0
2020-12-14,44.5137,44.5499,44.4231,44.4231,920681.0
2020-12-15,44.5137,44.6042,44.4593,44.5227,956173.0
2020-12-16,44.568,44.568,44.4593,44.5046,1497758.0
2020-12-17,44.4955,44.5499,44.4502,44.4955,1304205.0
2020-12-18,44.5318,44.5771,44.3868,44.4412,1510363.0
2020-12-19,44.5318,44.5771,44.3868,44.4412,1510363.0
2020-12-20,44.5318,44.5771,44.3868,44.4412,1510363.0
2020-12-21,44.4321,44.4593,44.26,44.4502,1381370.0
2020-12-22,44.3778,44.3778,44.2238,44.2872,1265344.0
2020-12-23,44.3868,44.3868,44.0698,44.097,1210193.0
2020-12-24,44.1332,44.1468,43.9792,44.0698,346992.0
2020-12-25,44.1332,44.1468,43.9792,44.0698,346992.0
2020-12-26,44.1332,44.1468,43.9792,44.0698,346992.0
2020-12-27,44.1332,44.1468,43.9792,44.0698,346992.0
2020-12-28,44.1241,44.1468,43.9248,44.0336,456179.0
2020-12-29,44.106,44.106,43.9339,43.943,679473.0
2020-12-30,43.9792,44.0879,43.943,44.0154,831512.0
2020-12-31,44.0154,44.0426,43.943,43.9611,490920.0
2021-01-01,44.0154,44.0426,43.943,43.9611,490920.0
2021-01-02,44.0154,44.0426,43.943,43.9611,490920.0
2021-01-03,44.0154,44.0426,43.943,43.9611,490920.0
2021-01-04,43.9792,44.0154,43.6803,43.8796,1930225.0
2021-01-05,43.952,43.952,43.6214,43.6622,1053264.0
2021-01-06,43.798,43.9883,43.644,43.9611,1604536.0
2021-01-07,43.9158,44.097,43.7799,44.0698,646072.0
2021-01-08,44.0698,44.0698,43.8207,43.8796,863393.0
2021-01-09,44.0698,44.0698,43.8207,43.8796,863393.0
2021-01-10,44.0698,44.0698,43.8207,43.8796,863393.0
2021-01-11,43.8524,44.0245,43.8071,43.952,635278.0
2021-01-12,43.8705,44.1785,43.8705,44.0336,722080.0
2021-01-13,44.0517,44.1875,43.9883,44.0517,1259023.0
2021-01-14,44.1151,44.1151,43.9158,43.943,700732.0
2021-01-15,43.8614,44.3053,43.7709,44.1151,802234.0
2021-01-16,43.8614,44.3053,43.7709,44.1151,802234.0
2021-01-17,43.8614,44.3053,43.7709,44.1151,802234.0
2021-01-18,43.8614,44.3053,43.7709,44.1151,802234.0
2021-01-19,44.1513,44.2464,43.9973,44.0245,903715.0
2021-01-20,44.0517,44.0788,43.9248,44.0064,621968.0
2021-01-21,43.9701,44.0834,43.943,44.0245,420825.0
2021-01-22,43.9611,44.0653,43.952,44.0607,645723.0
2021-01-23,43.9611,44.0653,43.952,44.0607,645723.0
2021-01-24,43.9611,44.0653,43.952,44.0607,645723.0
2021-01-25,44.1875,44.2147,43.9973,44.1151,1090507.0
2021-01-26,44.1423,44.2645,44.0879,44.1604,636013.0
2021-01-27,44.0336,44.2238,43.8886,43.9067,1571686.0
2021-01-28,43.952,44.1513,43.943,43.9883,816387.0
2021-01-29,43.9792,44.1423,43.9158,43.952,781936.0
2021-01-30,43.9792,44.1423,43.9158,43.952,781936.0
2021-01-31,43.9792,44.1423,43.9158,43.952,781936.0
2021-02-01,43.9883,44.3325,43.9792,44.251,957300.0
2021-02-02,44.3672,44.6682,44.3581,44.4128,759740.0
2021-02-03,44.4128,44.577,44.3855,44.4767,976971.0
2021-02-04,44.5405,44.6043,44.4584,44.577,356067.0
2021-02-05,44.6499,44.6682,44.5587,44.5952,611522.0
2021-02-06,44.6499,44.6682,44.5587,44.5952,611522.0
2021-02-07,44.6499,44.6682,44.5587,44.5952,611522.0
2021-02-08,44.5405,44.6226,44.5177,44.6226,1027722.0
2021-02-09,44.4584,44.6408,44.4584,44.5131,768571.0
2021-02-10,44.577,44.6499,44.4584,44.4584,615749.0
2021-02-11,44.504,44.5679,44.4037,44.4584,1546047.0
2021-02-12,44.4311,44.4949,44.2304,44.3216,1381089.0
2021-02-13,44.4311,44.4949,44.2304,44.3216,1381089.0
2021-02-14,44.4311,44.4949,44.2304,44.3216,1381089.0
2021-02-15,44.4311,44.4949,44.2304,44.3216,1381089.0
2021-02-16,44.4767,44.4767,44.2213,44.276,677444.0
2021-02-17,44.2943,44.4174,44.2578,44.3307,738947.0
2021-02-18,44.3581,44.4539,44.3125,44.4037,602235.0
2021-02-19,44.4037,44.4311,44.1484,44.3216,1757520.0
2021-02-20,44.4037,44.4311,44.1484,44.3216,1757520.0
2021-02-21,44.4037,44.4311,44.1484,44.3216,1757520.0
2021-02-22,44.3216,44.3216,44.1666,44.3034,1548901.0
2021-02-23,44.3216,44.3581,44.1484,44.3125,1110296.0
2021-02-24,44.3125,44.3125,44.1575,44.1939,1272113.0
2021-02-25,44.1757,44.2122,43.8018,43.9112,1804837.0
2021-02-26,43.966,44.1529,43.1269,43.7836,1636608.0
2021-02-27,43.966,44.1529,43.1269,43.7836,1636608.0
2021-02-28,43.966,44.1529,43.1269,43.7836,1636608.0
2021-03-01,44.0116,44.0845,43.7471,43.8109,739183.0
2021-03-02,43.7927,43.8748,43.4553,43.5009,1363196.0
2021-03-03,43.3002,43.4188,42.7986,42.9537,2077811.0
2021-03-04,42.9628,43.6103,42.9263,43.1908,1317485.0
2021-03-05,43.3185,43.3367,43.0084,43.2455,1088561.0
2021-03-06,43.3185,43.3367,43.0084,43.2455,1088561.0
2021-03-07,43.3185,43.3367,43.0084,43.2455,1088561.0
2021-03-08,43.3002,44.1028,43.2273,43.7653,1677108.0
2021-03-09,43.893,44.1484,43.8064,43.8565,1065109.0
2021-03-10,43.8565,44.1939,43.8565,44.1028,1060377.0
