,ULH US Equity,ULH US Equity,ULH US Equity,ULH US Equity,ULH US Equity
2019-05-17,20.4697,20.7098,19.8415,19.86,64069.0
2019-05-18,20.4697,20.7098,19.8415,19.86,64069.0
2019-05-19,20.4697,20.7098,19.8415,19.86,64069.0
2019-05-20,19.86,20.7144,19.5644,20.1186,71359.0
2019-05-21,20.1186,20.599,20.054,20.368,64505.0
2019-05-22,20.2295,20.2664,19.7307,19.9339,71312.0
2019-05-23,19.703,19.8046,19.0933,19.2503,76157.0
2019-05-24,19.4074,19.4074,18.2897,18.5206,99701.0
2019-05-25,19.4074,19.4074,18.2897,18.5206,99701.0
2019-05-26,19.4074,19.4074,18.2897,18.5206,99701.0
2019-05-27,19.4074,19.4074,18.2897,18.5206,99701.0
2019-05-28,18.6037,18.7238,18.262,18.6776,114097.0
2019-05-29,18.5483,18.8254,18.1604,18.5206,66433.0
2019-05-30,18.5668,19.2688,17.9479,17.9941,51142.0
2019-05-31,17.7262,18.0756,16.941,17.4306,51740.0
2019-06-01,17.7262,18.0756,16.941,17.4306,51740.0
2019-06-02,17.7262,18.0756,16.941,17.4306,51740.0
2019-06-03,17.3382,17.5784,16.941,17.1627,69638.0
2019-06-04,17.4214,17.6708,17.0888,17.3382,114774.0
2019-06-05,17.4121,17.6246,16.7655,16.8394,64257.0
2019-06-06,16.8025,17.0334,16.4976,16.9133,116057.0
2019-06-07,17.0057,17.7632,16.9872,17.5692,60957.0
2019-06-08,17.0057,17.7632,16.9872,17.5692,60957.0
2019-06-09,17.0057,17.7632,16.9872,17.5692,60957.0
2019-06-10,17.4399,18.1419,17.4399,17.7447,38055.0
2019-06-11,17.911,18.0865,17.7077,17.8001,98751.0
2019-06-12,17.7354,17.9941,17.6893,17.8186,82365.0
2019-06-13,17.911,18.964,17.911,18.7423,70645.0
2019-06-14,18.77,18.8162,18.4837,18.6684,39442.0
2019-06-15,18.77,18.8162,18.4837,18.6684,39442.0
2019-06-16,18.77,18.8162,18.4837,18.6684,39442.0
2019-06-17,18.8254,19.0471,18.7654,18.8531,53011.0
2019-06-18,19.0194,19.4166,18.7559,19.2226,65054.0
2019-06-19,19.2411,19.4259,18.8444,19.2688,69377.0
2019-06-20,19.4074,20.1279,19.3981,19.6198,54441.0
2019-06-21,19.4905,19.8877,19.121,19.6845,84851.0
2019-06-22,19.4905,19.8877,19.121,19.6845,84851.0
2019-06-23,19.4905,19.8877,19.121,19.6845,84851.0
2019-06-24,19.8415,20.3496,19.472,19.6568,96249.0
2019-06-25,19.7676,19.9801,19.4582,19.8415,81244.0
2019-06-26,19.9247,20.3311,19.5459,20.1741,37953.0
2019-06-27,20.1833,20.756,20.1833,20.3311,89604.0
2019-06-28,20.2572,20.913,20.1371,20.756,90136.0
2019-06-29,20.2572,20.913,20.1371,20.756,90136.0
2019-06-30,20.2572,20.913,20.1371,20.756,90136.0
2019-07-01,21.2086,21.2641,20.7838,21.2086,67114.0
2019-07-02,21.1624,21.1624,19.9829,20.8484,53876.0
2019-07-03,20.8761,21.0424,20.5713,20.6359,27047.0
2019-07-04,20.8761,21.0424,20.5713,20.6359,27047.0
2019-07-05,20.6175,20.9777,20.5251,20.9685,57964.0
2019-07-06,20.6175,20.9777,20.5251,20.9685,57964.0
2019-07-07,20.6175,20.9777,20.5251,20.9685,57964.0
2019-07-08,20.7837,21.0239,20.583,20.7745,53767.0
2019-07-09,20.8207,20.8946,20.5805,20.8946,44372.0
2019-07-10,20.9869,20.9869,19.8046,19.9431,33863.0
2019-07-11,19.9431,19.9431,19.1626,19.3704,48816.0
2019-07-12,19.4351,19.9524,19.4351,19.7676,34411.0
2019-07-13,19.4351,19.9524,19.4351,19.7676,34411.0
2019-07-14,19.4351,19.9524,19.4351,19.7676,34411.0
2019-07-15,19.6106,20.0355,19.3889,20.0263,36109.0
2019-07-16,20.0078,20.7883,20.0078,20.2849,45705.0
2019-07-17,20.3126,20.3126,19.7399,19.8138,75893.0
2019-07-18,19.8508,20.017,19.5736,19.8877,31475.0
2019-07-19,19.8138,20.2664,19.5275,20.0078,32869.0
2019-07-20,19.8138,20.2664,19.5275,20.0078,32869.0
2019-07-21,19.8138,20.2664,19.5275,20.0078,32869.0
2019-07-22,20.0632,20.211,19.7307,19.7769,117954.0
2019-07-23,19.7769,20.2942,17.7724,20.2664,34771.0
2019-07-24,20.0355,20.793,20.0355,20.7837,25027.0
2019-07-25,20.7837,20.7837,19.6475,19.9616,34470.0
2019-07-26,19.4536,19.4536,18.0865,19.3058,67966.0
2019-07-27,19.4536,19.4536,18.0865,19.3058,67966.0
2019-07-28,19.4536,19.4536,18.0865,19.3058,67966.0
2019-07-29,19.1303,19.8415,18.6961,18.7331,45216.0
2019-07-30,18.9363,19.0194,18.5298,18.9363,49502.0
2019-07-31,18.7977,19.1256,18.1326,18.1881,58601.0
2019-08-01,18.3359,18.6176,18.1234,18.3174,71320.0
2019-08-02,19.5014,19.5014,18.5542,19.1485,80788.0
2019-08-03,19.5014,19.5014,18.5542,19.1485,80788.0
2019-08-04,19.5014,19.5014,18.5542,19.1485,80788.0
2019-08-05,19.4457,19.78,18.5542,18.7213,112177.0
2019-08-06,18.8699,19.1392,18.3963,18.8514,91903.0
2019-08-07,18.6006,18.8235,18.517,18.7492,54259.0
2019-08-08,18.8142,19.2971,18.8142,19.2135,42843.0
2019-08-09,19.1578,19.2228,18.6749,18.9721,44073.0
2019-08-10,19.1578,19.2228,18.6749,18.9721,44073.0
2019-08-11,19.1578,19.2228,18.6749,18.9721,44073.0
2019-08-12,18.8142,18.8606,18.6099,18.8049,31776.0
2019-08-13,18.7399,19.52,18.6749,18.7863,33187.0
2019-08-14,18.6285,18.7213,18.0063,18.2199,48381.0
2019-08-15,18.1456,18.271,17.4398,17.672,42698.0
2019-08-16,17.7927,18.6192,17.7927,18.582,62871.0
2019-08-17,17.7927,18.6192,17.7927,18.582,62871.0
2019-08-18,17.7927,18.6192,17.7927,18.582,62871.0
2019-08-19,18.7585,18.7585,18.3592,18.4335,58426.0
2019-08-20,18.4242,18.5913,18.2663,18.2942,19632.0
2019-08-21,18.5635,18.6006,18.2849,18.452,25207.0
2019-08-22,18.5728,19.0928,18.257,18.6842,78093.0
2019-08-23,18.5913,19.0351,17.5698,17.6998,43195.0
2019-08-24,18.5913,19.0351,17.5698,17.6998,43195.0
2019-08-25,18.5913,19.0351,17.5698,17.6998,43195.0
2019-08-26,17.9691,18.2199,17.6441,18.0899,31014.0
2019-08-27,18.1363,18.2199,17.5791,17.8299,54555.0
2019-08-28,18.0713,19.0742,18.0481,18.9814,88887.0
2019-08-29,19.042,19.5928,19.0047,19.4247,86373.0
2019-08-30,19.4714,19.7514,19.2754,19.5554,88878.0
2019-08-31,19.4714,19.7514,19.2754,19.5554,88878.0
2019-09-01,19.4714,19.7514,19.2754,19.5554,88878.0
2019-09-02,19.4714,19.7514,19.2754,19.5554,88878.0
2019-09-03,19.4247,19.8541,19.2007,19.3874,81806.0
2019-09-04,19.5648,19.7608,19.3221,19.3687,69905.0
2019-09-05,19.5368,20.3582,19.5368,20.0968,90379.0
2019-09-06,20.2928,20.4329,19.7421,19.9661,51368.0
2019-09-07,20.2928,20.4329,19.7421,19.9661,51368.0
2019-09-08,20.2928,20.4329,19.7421,19.9661,51368.0
2019-09-09,19.9568,21.2543,19.9568,20.9182,123971.0
2019-09-10,20.7222,21.3196,20.5542,21.2169,77738.0
2019-09-11,21.3383,21.4596,20.8529,21.4036,80742.0
2019-09-12,21.4036,21.4316,20.8156,20.8996,97534.0
2019-09-13,21.0022,21.2356,20.7689,20.8902,115891.0
2019-09-14,21.0022,21.2356,20.7689,20.8902,115891.0
2019-09-15,21.0022,21.2356,20.7689,20.8902,115891.0
2019-09-16,20.8716,23.1678,20.8529,23.0558,103637.0
2019-09-17,23.2612,24.3906,22.7478,24.2039,154395.0
2019-09-18,24.1479,25.6601,24.0172,24.5213,178015.0
2019-09-19,23.6719,23.7932,22.2904,22.4211,208651.0
2019-09-20,22.3557,22.9858,22.3511,22.8411,135642.0
2019-09-21,22.3557,22.9858,22.3511,22.8411,135642.0
2019-09-22,22.3557,22.9858,22.3511,22.8411,135642.0
2019-09-23,22.8971,22.8971,22.3091,22.6358,90397.0
2019-09-24,22.7664,22.8924,22.1877,22.4024,130671.0
2019-09-25,22.4864,23.2612,22.4491,22.6264,95596.0
2019-09-26,22.5984,22.7944,22.2997,22.4304,112942.0
2019-09-27,22.4024,22.5704,21.595,21.749,129395.0
2019-09-28,22.4024,22.5704,21.595,21.749,129395.0
2019-09-29,22.4024,22.5704,21.595,21.749,129395.0
2019-09-30,21.9263,22.113,21.5996,21.7303,114989.0
2019-10-01,21.8797,22.4444,21.3289,21.609,84401.0
2019-10-02,21.4596,21.707,21.2823,21.6837,80589.0
2019-10-03,21.553,21.7863,21.1889,21.4876,56752.0
2019-10-04,21.6463,21.6463,21.1236,21.5063,45485.0
2019-10-05,21.6463,21.6463,21.1236,21.5063,45485.0
2019-10-06,21.6463,21.6463,21.1236,21.5063,45485.0
2019-10-07,21.4036,21.637,21.1889,21.5063,61419.0
2019-10-08,21.3383,21.5063,21.0863,21.1889,74067.0
2019-10-09,21.2916,21.6276,21.1703,21.497,47509.0
2019-10-10,21.609,21.8423,21.3943,21.749,39050.0
2019-10-11,22.1317,22.8878,22.1317,22.5424,39672.0
2019-10-12,22.1317,22.8878,22.1317,22.5424,39672.0
2019-10-13,22.1317,22.8878,22.1317,22.5424,39672.0
2019-10-14,22.2717,22.7758,22.225,22.6078,33314.0
2019-10-15,22.8224,23.0465,22.5517,22.7664,39991.0
2019-10-16,22.6731,23.2425,22.6731,23.1491,42314.0
2019-10-17,23.2705,23.6252,23.0651,23.2612,35568.0
2019-10-18,23.2612,23.4852,23.0306,23.1211,49263.0
2019-10-19,23.2612,23.4852,23.0306,23.1211,49263.0
2019-10-20,23.2612,23.4852,23.0306,23.1211,49263.0
2019-10-21,23.2612,23.6719,23.1398,23.2985,53167.0
2019-10-22,23.3452,23.6625,23.0371,23.4478,38624.0
2019-10-23,23.3918,23.8772,23.2985,23.7372,33802.0
2019-10-24,23.7559,23.9612,23.2238,23.5132,48259.0
2019-10-25,21.0209,21.9357,18.4634,18.7993,186634.0
2019-10-26,21.0209,21.9357,18.4634,18.7993,186634.0
2019-10-27,21.0209,21.9357,18.4634,18.7993,186634.0
2019-10-28,18.8554,18.9114,16.9231,17.3152,192122.0
2019-10-29,17.0912,17.5672,16.6898,17.5485,193689.0
2019-10-30,17.6512,17.7166,17.1705,17.5765,121718.0
2019-10-31,17.5952,17.7352,17.0072,17.5999,99634.0
2019-11-01,17.7539,17.9686,17.4179,17.7446,91009.0
2019-11-02,17.7539,17.9686,17.4179,17.7446,91009.0
2019-11-03,17.7539,17.9686,17.4179,17.7446,91009.0
2019-11-04,17.9126,18.4166,17.9032,18.3513,108500.0
2019-11-05,18.3606,19.014,18.342,18.734,70013.0
2019-11-06,18.706,19.2381,18.5286,19.1074,80953.0
2019-11-07,19.2194,19.6014,19.0871,19.4808,69597.0
2019-11-08,19.3594,19.8355,19.0887,19.8168,101906.0
2019-11-09,19.3594,19.8355,19.0887,19.8168,101906.0
2019-11-10,19.3594,19.8355,19.0887,19.8168,101906.0
2019-11-11,19.6114,19.8728,18.8133,19.5928,130208.0
2019-11-12,19.5554,19.9755,19.4527,19.7561,63310.0
2019-11-13,19.6021,19.7141,19.2915,19.4247,68393.0
2019-11-14,19.3314,19.7188,19.3081,19.6394,61927.0
2019-11-15,19.7514,19.7514,19.4901,19.4901,150181.0
2019-11-16,19.7514,19.7514,19.4901,19.4901,150181.0
2019-11-17,19.7514,19.7514,19.4901,19.4901,150181.0
2019-11-18,19.5181,19.5554,19.2007,19.4901,59883.0
2019-11-19,19.4061,19.4341,18.7713,18.7993,62030.0
2019-11-20,18.6873,18.986,18.4306,18.5006,53828.0
2019-11-21,18.6033,18.7807,18.1086,18.1273,48031.0
2019-11-22,18.2393,18.5567,18.1478,18.5006,36273.0
2019-11-23,18.2393,18.5567,18.1478,18.5006,36273.0
2019-11-24,18.2393,18.5567,18.1478,18.5006,36273.0
2019-11-25,18.5473,19.4061,18.0433,19.2754,103367.0
2019-11-26,19.2007,19.4994,19.0747,19.3687,55708.0
2019-11-27,19.4154,19.4527,18.2953,18.426,94572.0
2019-11-28,19.4154,19.4527,18.2953,18.426,94572.0
2019-11-29,18.5808,18.8248,18.3744,18.7122,27108.0
2019-11-30,18.5808,18.8248,18.3744,18.7122,27108.0
2019-12-01,18.5808,18.8248,18.3744,18.7122,27108.0
2019-12-02,18.6934,18.9796,17.9708,18.0178,60232.0
2019-12-03,17.9239,18.0365,17.4078,17.5204,48832.0
2019-12-04,17.8113,17.9145,17.3984,17.5955,51462.0
2019-12-05,17.6236,17.755,17.3233,17.6424,44885.0
2019-12-06,17.7925,17.9297,17.633,17.6705,39042.0
2019-12-07,17.7925,17.9297,17.633,17.6705,39042.0
2019-12-08,17.7925,17.9297,17.633,17.6705,39042.0
2019-12-09,17.633,17.9943,17.45,17.8113,47213.0
2019-12-10,17.8207,17.8676,17.389,17.5016,56026.0
2019-12-11,17.5392,17.9333,17.267,17.7925,55821.0
2019-12-12,17.7738,18.0412,17.5673,17.6987,75081.0
2019-12-13,17.7644,17.9333,17.4735,17.8676,121769.0
2019-12-14,17.7644,17.9333,17.4735,17.8676,121769.0
2019-12-15,17.7644,17.9333,17.4735,17.8676,121769.0
2019-12-16,18.0647,18.4307,17.8911,18.2336,118349.0
2019-12-17,18.2148,18.3462,17.877,18.3087,138093.0
2019-12-18,18.3744,18.5292,18.1116,18.2711,80170.0
2019-12-19,18.1961,18.3274,17.9896,18.0365,60925.0
2019-12-20,17.9521,17.9896,17.5861,17.7925,149789.0
2019-12-21,17.9521,17.9896,17.5861,17.7925,149789.0
2019-12-22,17.9521,17.9896,17.5861,17.7925,149789.0
2019-12-23,17.8301,18.1773,17.7831,18.0178,66459.0
2019-12-24,18.0084,18.2805,17.9051,18.243,22504.0
2019-12-25,18.0084,18.2805,17.9051,18.243,22504.0
2019-12-26,18.243,18.243,17.8582,18.0365,54745.0
2019-12-27,18.121,18.121,17.8113,17.9051,50231.0
2019-12-28,18.121,18.121,17.8113,17.9051,50231.0
2019-12-29,18.121,18.121,17.8113,17.9051,50231.0
2019-12-30,17.9896,17.9896,17.5955,17.7362,61063.0
2019-12-31,17.5955,17.9708,17.5955,17.7925,145520.0
2020-01-01,17.5955,17.9708,17.5955,17.7925,145520.0
2020-01-02,17.7925,17.7925,17.2013,17.3702,79528.0
2020-01-03,17.145,17.5485,17.1356,17.511,88331.0
2020-01-04,17.145,17.5485,17.1356,17.511,88331.0
2020-01-05,17.145,17.5485,17.1356,17.511,88331.0
2020-01-06,17.4359,17.633,17.2482,17.5767,77005.0
2020-01-07,17.4922,17.8301,17.3233,17.5673,65691.0
2020-01-08,17.5016,17.9051,17.5016,17.7831,46028.0
2020-01-09,17.8676,17.9239,17.4735,17.8958,38141.0
2020-01-10,17.8676,17.9145,17.6142,17.6612,39353.0
2020-01-11,17.8676,17.9145,17.6142,17.6612,39353.0
2020-01-12,17.8676,17.9145,17.6142,17.6612,39353.0
2020-01-13,17.6799,17.6893,17.4078,17.5392,31008.0
2020-01-14,17.6142,17.8535,17.511,17.5955,76926.0
2020-01-15,17.5392,17.8676,17.5298,17.5485,98952.0
2020-01-16,17.7456,18.2664,17.7456,18.0647,80450.0
2020-01-17,18.0741,18.2336,17.9145,18.0834,59571.0
2020-01-18,18.0741,18.2336,17.9145,18.0834,59571.0
2020-01-19,18.0741,18.2336,17.9145,18.0834,59571.0
2020-01-20,18.0741,18.2336,17.9145,18.0834,59571.0
2020-01-21,17.9896,18.1022,17.7456,17.8019,85292.0
2020-01-22,17.8582,17.9051,17.4172,17.4547,64463.0
2020-01-23,17.4265,17.511,17.1356,17.3609,88117.0
2020-01-24,17.4172,17.4359,16.8541,16.8823,73365.0
2020-01-25,17.4172,17.4359,16.8541,16.8823,73365.0
2020-01-26,17.4172,17.4359,16.8541,16.8823,73365.0
2020-01-27,16.7884,16.7978,16.46,16.5632,80099.0
2020-01-28,16.6101,16.8072,16.4412,16.6758,56691.0
2020-01-29,16.6383,16.7321,16.4224,16.4694,83515.0
2020-01-30,16.338,16.3567,16.1221,16.3098,56116.0
2020-01-31,16.2441,16.4037,15.7749,15.8594,66581.0
2020-02-01,16.2441,16.4037,15.7749,15.8594,66581.0
2020-02-02,16.2441,16.4037,15.7749,15.8594,66581.0
2020-02-03,16.0377,16.1575,15.9063,15.972,47455.0
2020-02-04,16.2441,16.2585,15.9814,16.0377,40220.0
2020-02-05,16.2723,16.7227,16.2441,16.6477,52189.0
2020-02-06,16.657,16.9386,16.3474,16.6477,97132.0
2020-02-07,17.9145,18.6183,17.4359,17.9239,117895.0
2020-02-08,17.9145,18.6183,17.4359,17.9239,117895.0
2020-02-09,17.9145,18.6183,17.4359,17.9239,117895.0
2020-02-10,18.1116,18.3713,17.9051,18.1961,72844.0
2020-02-11,18.4025,18.5714,17.7738,17.8019,55359.0
2020-02-12,17.9333,18.0271,17.633,17.7644,62941.0
2020-02-13,17.6142,17.755,17.4922,17.5485,49211.0
2020-02-14,17.4641,17.6048,17.1356,17.1732,60680.0
2020-02-15,17.4641,17.6048,17.1356,17.1732,60680.0
2020-02-16,17.4641,17.6048,17.1356,17.1732,60680.0
2020-02-17,17.4641,17.6048,17.1356,17.1732,60680.0
2020-02-18,17.1638,17.3186,16.9855,17.1638,79306.0
2020-02-19,17.1544,17.5204,17.0512,17.3515,47682.0
2020-02-20,17.2013,17.8395,17.2013,17.8207,51569.0
2020-02-21,17.7456,17.8817,17.4829,17.5673,30565.0
2020-02-22,17.7456,17.8817,17.4829,17.5673,30565.0
2020-02-23,17.7456,17.8817,17.4829,17.5673,30565.0
2020-02-24,16.9761,17.1262,16.6523,16.7227,38370.0
2020-02-25,16.7696,16.8166,15.6576,15.7092,53096.0
2020-02-26,15.728,15.9438,15.3057,15.362,33207.0
2020-02-27,15.1649,15.5028,14.6863,14.996,55268.0
2020-02-28,14.5851,14.8762,14.1884,14.5568,58786.0
2020-02-29,14.5851,14.8762,14.1884,14.5568,58786.0
2020-03-01,14.5851,14.8762,14.1884,14.5568,58786.0
2020-03-02,14.5946,14.6418,14.2356,14.5379,69247.0
2020-03-03,14.5379,14.911,14.0845,14.1884,66327.0
2020-03-04,14.4434,14.4812,14.1978,14.4529,49922.0
2020-03-05,14.1506,14.3112,13.853,13.99,63590.0
2020-03-06,13.8483,14.7174,13.8483,14.5662,54255.0
2020-03-07,13.8483,14.7174,13.8483,14.5662,54255.0
2020-03-08,13.8483,14.7174,13.8483,14.5662,54255.0
2020-03-09,13.8105,14.0749,13.0643,13.1965,66096.0
2020-03-10,13.6027,13.8955,13.0359,13.376,48993.0
2020-03-11,12.9603,13.017,12.573,12.6297,71935.0
2020-03-12,12.4786,12.4786,11.0711,11.1278,91205.0
2020-03-13,11.6568,14.0845,11.6568,12.3086,54919.0
2020-03-14,11.6568,14.0845,11.6568,12.3086,54919.0
