,FNF US Equity,FNF US Equity,FNF US Equity,FNF US Equity,FNF US Equity
2020-02-06,39.6325,39.8103,39.2851,39.6244,1503041.0
2020-02-07,38.2104,38.2185,36.7641,37.1519,8112620.0
2020-02-08,38.2104,38.2185,36.7641,37.1519,8112620.0
2020-02-09,38.2104,38.2185,36.7641,37.1519,8112620.0
2020-02-10,37.1439,37.3539,36.554,36.6348,4088300.0
2020-02-11,36.7237,37.0146,36.6267,36.853,3624718.0
2020-02-12,36.9095,37.1681,36.045,36.1581,3647914.0
2020-02-13,35.9399,36.756,35.8107,36.5217,5044737.0
2020-02-14,36.8691,36.9499,35.2693,36.4247,4783755.0
2020-02-15,36.8691,36.9499,35.2693,36.4247,4783755.0
2020-02-16,36.8691,36.9499,35.2693,36.4247,4783755.0
2020-02-17,36.8691,36.9499,35.2693,36.4247,4783755.0
2020-02-18,36.4409,36.9984,35.8915,35.9399,3310791.0
2020-02-19,35.9803,36.0692,35.3743,35.5036,3095593.0
2020-02-20,35.544,35.6854,35.3582,35.5683,2573753.0
2020-02-21,35.5198,35.746,35.3905,35.4713,2326289.0
2020-02-22,35.5198,35.746,35.3905,35.4713,2326289.0
2020-02-23,35.5198,35.746,35.3905,35.4713,2326289.0
2020-02-24,35.1481,35.4228,34.8572,35.1481,2908294.0
2020-02-25,35.14,35.2774,34.0896,34.13,2807770.0
2020-02-26,34.2593,34.7199,33.2574,33.322,3066051.0
2020-02-27,33.0311,33.1806,32.2716,32.2959,2857973.0
2020-02-28,31.6737,31.7545,30.5748,31.3182,3700090.0
2020-02-29,31.6737,31.7545,30.5748,31.3182,3700090.0
2020-03-01,31.6737,31.7545,30.5748,31.3182,3700090.0
2020-03-02,31.4313,32.9907,31.4313,32.9746,2896696.0
2020-03-03,33.0069,33.4513,32.5059,32.7807,2694798.0
2020-03-04,33.4028,34.8976,33.1927,34.7764,2758568.0
2020-03-05,34.1058,35.1643,33.9846,34.5017,3563245.0
2020-03-06,33.6775,34.9219,33.5725,34.8491,2960864.0
2020-03-07,33.6775,34.9219,33.5725,34.8491,2960864.0
2020-03-08,33.6775,34.9219,33.5725,34.8491,2960864.0
2020-03-09,32.9099,34.1462,31.0838,31.5525,2732036.0
2020-03-10,32.1343,32.1747,30.4536,31.5767,2750989.0
2020-03-11,30.898,31.2616,29.7022,30.2758,2446309.0
2020-03-12,28.4821,30.3566,26.05,28.3205,3474215.0
2020-03-13,29.6294,29.6456,26.2035,27.6014,3718566.0
2020-03-14,29.6294,29.6456,26.2035,27.6014,3718566.0
2020-03-15,29.6294,29.6456,26.2035,27.6014,3718566.0
2020-03-16,25.0639,25.7901,22.7305,23.0814,4417129.0
2020-03-17,23.424,23.7259,20.4134,21.7841,5223316.0
2020-03-18,20.5113,20.544,16.4401,17.411,6137455.0
2020-03-19,17.3131,20.7887,15.5018,19.3364,4350556.0
2020-03-20,19.3854,19.8414,17.7969,18.0881,4185891.0
2020-03-21,19.3854,19.8414,17.7969,18.0881,4185891.0
2020-03-22,19.3854,19.8414,17.7969,18.0881,4185891.0
2020-03-23,17.7536,18.2432,16.3993,17.4273,4217348.0
2020-03-24,18.1616,20.3889,18.1616,19.8423,3682332.0
2020-03-25,20.0626,22.241,19.5812,21.0416,4595088.0
2020-03-26,21.213,22.8366,21.0498,22.6,3416585.0
2020-03-27,21.7433,22.5102,21.213,21.4985,2737046.0
2020-03-28,21.7433,22.5102,21.213,21.4985,2737046.0
2020-03-29,21.7433,22.5102,21.213,21.4985,2737046.0
2020-03-30,21.4414,21.7107,20.3155,21.5393,2178130.0
2020-03-31,21.2538,21.3902,19.808,20.2992,4373940.0
2020-04-01,19.4425,20.5929,19.0427,20.4542,2929769.0
2020-04-02,20.3645,20.9845,19.3364,19.5975,4371879.0
2020-04-03,19.3772,19.8749,18.8632,18.9693,4350146.0
2020-04-04,19.3772,19.8749,18.8632,18.9693,4350146.0
2020-04-05,19.3772,19.8749,18.8632,18.9693,4350146.0
2020-04-06,19.7281,20.3808,19.1406,19.8423,3986751.0
2020-04-07,20.8948,22.2328,20.6255,20.9601,3772104.0
2020-04-08,21.8494,22.4939,21.6209,22.2818,2737935.0
2020-04-09,22.6245,24.6886,22.6245,23.5464,3975531.0
2020-04-10,22.6245,24.6886,22.6245,23.5464,3975531.0
2020-04-11,22.6245,24.6886,22.6245,23.5464,3975531.0
2020-04-12,22.6245,24.6886,22.6245,23.5464,3975531.0
2020-04-13,23.3995,23.5301,21.9717,22.1512,2644899.0
2020-04-14,22.6816,23.2976,22.5714,22.8447,3289853.0
2020-04-15,21.931,22.2818,21.3598,21.4333,4064070.0
2020-04-16,21.4577,21.6536,20.9029,21.2211,3319524.0
2020-04-17,22.086,22.7305,21.6776,22.4042,5700749.0
2020-04-18,22.086,22.7305,21.6776,22.4042,5700749.0
2020-04-19,22.086,22.7305,21.6776,22.4042,5700749.0
2020-04-20,21.6943,21.7515,20.5807,20.7806,3804881.0
2020-04-21,20.2258,21.0172,20.0707,20.2829,3900158.0
2020-04-22,20.7724,21.1151,20.291,20.699,3420694.0
2020-04-23,20.8377,21.7188,19.9402,21.0906,4477383.0
2020-04-24,21.3517,21.727,21.009,21.4169,2731015.0
2020-04-25,21.3517,21.727,21.009,21.4169,2731015.0
2020-04-26,21.3517,21.727,21.009,21.4169,2731015.0
2020-04-27,21.4741,22.0697,21.4741,21.9065,2050507.0
2020-04-28,22.4613,23.0814,22.0941,22.5184,2510426.0
2020-04-29,23.1956,23.5219,23.0732,23.3343,2357872.0
2020-04-30,22.9019,22.91,22.0697,22.0697,2398126.0
2020-05-01,21.6862,21.6862,20.9682,21.2211,2317684.0
2020-05-02,21.6862,21.6862,20.9682,21.2211,2317684.0
2020-05-03,21.6862,21.6862,20.9682,21.2211,2317684.0
2020-05-04,20.9682,21.0498,20.3155,20.8703,1935730.0
2020-05-05,21.0661,21.4333,20.3889,20.4379,3711789.0
2020-05-06,20.8458,20.8458,19.8912,19.9157,2726406.0
2020-05-07,20.1442,20.7071,20.1279,20.4542,3101811.0
2020-05-08,20.7806,21.1885,20.6908,21.0824,2664958.0
2020-05-09,20.7806,21.1885,20.6908,21.0824,2664958.0
2020-05-10,20.7806,21.1885,20.6908,21.0824,2664958.0
2020-05-11,20.8866,20.9274,20.0218,20.6827,3154693.0
2020-05-12,20.6908,21.0401,20.5521,20.5847,3408681.0
2020-05-13,20.4624,20.6255,19.5649,19.826,2809627.0
2020-05-14,19.5241,20.5521,19.2385,20.544,2585005.0
2020-05-15,20.2747,20.5603,20.0299,20.4053,1547295.0
2020-05-16,20.2747,20.5603,20.0299,20.4053,1547295.0
2020-05-17,20.2747,20.5603,20.0299,20.4053,1547295.0
2020-05-18,21.1885,22.4694,21.1885,22.3389,3249338.0
2020-05-19,22.2247,22.4898,21.8494,22.086,3022724.0
2020-05-20,22.3144,22.8692,22.1839,22.6081,3821825.0
2020-05-21,22.6326,22.8774,22.3389,22.3797,3164450.0
2020-05-22,22.5021,22.7387,22.2491,22.396,2627171.0
2020-05-23,22.5021,22.7387,22.2491,22.396,2627171.0
2020-05-24,22.5021,22.7387,22.2491,22.396,2627171.0
2020-05-25,22.5021,22.7387,22.2491,22.396,2627171.0
2020-05-26,23.3588,24.5091,23.2445,24.2399,4806579.0
2020-05-27,25.8635,26.5896,25.3454,26.5081,8594649.0
2020-05-28,24.8845,25.839,24.4928,24.6886,9656969.0
2020-05-29,24.86,26.1083,24.6805,26.0267,9081890.0
2020-05-30,24.86,26.1083,24.6805,26.0267,9081890.0
2020-05-31,24.86,26.1083,24.6805,26.0267,9081890.0
2020-06-01,25.9533,26.7569,25.8064,26.5978,6071877.0
2020-06-02,26.8671,27.632,26.402,27.5116,3986606.0
2020-06-03,27.8543,28.0582,27.0955,27.2342,3126025.0
2020-06-04,27.1363,28.1929,26.965,27.9848,2999487.0
2020-06-05,29.0291,29.3473,27.9685,28.0827,4010532.0
2020-06-06,29.0291,29.3473,27.9685,28.0827,4010532.0
2020-06-07,29.0291,29.3473,27.9685,28.0827,4010532.0
2020-06-08,28.6294,29.1434,28.1561,29.127,3898509.0
2020-06-09,28.6538,28.9312,28.1684,28.6212,3519236.0
2020-06-10,28.507,28.5151,27.3974,27.7319,6952770.0
2020-06-11,26.4102,26.8589,25.6269,25.6432,4130738.0
2020-06-12,26.6957,26.7284,25.3006,26.0022,3900451.0
2020-06-13,26.6957,26.7284,25.3006,26.0022,3900451.0
2020-06-14,26.6957,26.7284,25.3006,26.0022,3900451.0
2020-06-15,25.1778,26.3732,24.8975,26.1918,2416460.0
2020-06-16,27.3213,27.4202,26.4721,26.8844,4043344.0
2020-06-17,27.074,27.074,26.5134,26.6453,2699178.0
2020-06-18,26.2825,26.9998,26.0105,26.4969,2394836.0
2020-06-19,26.9915,26.9915,26.0022,26.0105,6175109.0
2020-06-20,26.9915,26.9915,26.0022,26.0105,6175109.0
2020-06-21,26.9915,26.9915,26.0022,26.0105,6175109.0
2020-06-22,25.8621,26.0393,25.4251,25.9198,3130397.0
2020-06-23,26.2825,26.4144,26.0682,26.1424,1580852.0
2020-06-24,25.8868,25.8868,24.8563,25.0377,2438565.0
2020-06-25,24.848,25.4293,24.6337,25.3097,1976855.0
2020-06-26,24.9305,25.3592,24.8398,24.8645,3964176.0
2020-06-27,24.9305,25.3592,24.8398,24.8645,3964176.0
2020-06-28,24.9305,25.3592,24.8398,24.8645,3964176.0
2020-06-29,25.1613,25.2355,24.8563,25.1696,3651742.0
2020-06-30,25.1448,25.4664,24.9387,25.2767,2740178.0
2020-07-01,25.3509,25.5818,24.8728,24.9305,1951596.0
2020-07-02,25.4251,25.4416,24.7862,24.8728,2090331.0
2020-07-03,25.4251,25.4416,24.7862,24.8728,2090331.0
2020-07-04,25.4251,25.4416,24.7862,24.8728,2090331.0
2020-07-05,25.4251,25.4416,24.7862,24.8728,2090331.0
2020-07-06,25.4746,25.5488,25.0624,25.219,2608204.0
2020-07-07,25.0294,25.1283,24.6172,24.6419,2700227.0
2020-07-08,24.6832,25.1448,24.6172,25.1119,1610223.0
2020-07-09,25.0047,25.0954,24.1473,24.4358,2619225.0
2020-07-10,24.3946,25.2677,24.2874,25.2355,2060164.0
2020-07-11,24.3946,25.2677,24.2874,25.2355,2060164.0
2020-07-12,24.3946,25.2677,24.2874,25.2355,2060164.0
2020-07-13,25.3839,25.7673,25.0088,25.1613,1874584.0
2020-07-14,25.1613,26.1176,24.9923,26.1094,2331581.0
2020-07-15,26.4886,26.7607,26.332,26.5216,2328641.0
2020-07-16,26.3897,26.9544,26.332,26.8761,1343036.0
2020-07-17,26.7524,26.9256,26.6123,26.7112,1535465.0
2020-07-18,26.7524,26.9256,26.6123,26.7112,1535465.0
2020-07-19,26.7524,26.9256,26.6123,26.7112,1535465.0
2020-07-20,26.6618,26.7728,26.0929,26.2578,1158289.0
2020-07-21,26.3402,26.7937,26.1506,26.2743,1171036.0
2020-07-22,26.1176,27.2306,26.0352,27.1976,1474755.0
2020-07-23,27.2059,28.079,27.1811,27.8572,2479628.0
2020-07-24,27.8901,27.8901,27.3378,27.5274,1205771.0
2020-07-25,27.8901,27.8901,27.3378,27.5274,1205771.0
2020-07-26,27.8901,27.8901,27.3378,27.5274,1205771.0
2020-07-27,27.3873,27.3873,26.8514,27.0987,972194.0
2020-07-28,27.0657,27.2718,26.7401,26.7442,866282.0
2020-07-29,26.7195,27.1317,26.4474,27.0245,846371.0
2020-07-30,26.6205,27.2966,26.5216,26.975,1446106.0
2020-07-31,26.9421,26.9421,26.2578,26.6782,941048.0
2020-08-01,26.9421,26.9421,26.2578,26.6782,941048.0
2020-08-02,26.9421,26.9421,26.2578,26.6782,941048.0
2020-08-03,26.7112,27.1811,26.4227,27.008,1061091.0
2020-08-04,27.008,27.4779,26.8679,27.1069,1650660.0
2020-08-05,27.6181,28.3848,27.4697,27.8819,2971661.0
2020-08-06,27.9561,28.5909,27.6676,28.5167,2160079.0
2020-08-07,28.3106,29.0114,28.1951,28.9949,1520354.0
2020-08-08,28.3106,29.0114,28.1951,28.9949,1520354.0
2020-08-09,28.3106,29.0114,28.1951,28.9949,1520354.0
2020-08-10,29.1103,29.4565,28.8053,29.2175,1578435.0
2020-08-11,29.6379,30.1655,28.6362,28.6816,1698430.0
2020-08-12,29.0196,29.0361,27.8118,27.9149,1647766.0
2020-08-13,27.717,27.9396,27.4285,27.5356,1938411.0
2020-08-14,27.5274,27.6964,27.2595,27.2883,1356075.0
2020-08-15,27.5274,27.6964,27.2595,27.2883,1356075.0
2020-08-16,27.5274,27.6964,27.2595,27.2883,1356075.0
2020-08-17,27.2883,27.5027,26.9998,27.412,1314708.0
2020-08-18,27.5686,27.7327,26.9833,27.074,1430141.0
2020-08-19,27.008,27.0822,26.4969,26.5876,1364059.0
2020-08-20,26.3155,26.8019,26.1918,26.7689,2352336.0
2020-08-21,26.7937,26.9998,26.703,26.9338,1098328.0
2020-08-22,26.7937,26.9998,26.703,26.9338,1098328.0
2020-08-23,26.7937,26.9998,26.703,26.9338,1098328.0
2020-08-24,26.9586,27.6428,26.6892,27.5604,1178563.0
2020-08-25,27.75,27.816,26.8679,27.2883,1276214.0
2020-08-26,27.2883,27.2883,26.9338,27.041,1116949.0
2020-08-27,27.1069,27.8242,26.9998,27.3708,2407012.0
2020-08-28,27.6676,27.6676,27.3131,27.5769,943111.0
2020-08-29,27.6676,27.6676,27.3131,27.5769,943111.0
2020-08-30,27.6676,27.6676,27.3131,27.5769,943111.0
2020-08-31,27.1729,27.4202,27.0328,27.0657,2297741.0
2020-09-01,27.0163,27.3955,26.7854,27.2059,1304821.0
2020-09-02,27.1647,27.6758,26.8967,27.5604,1050192.0
2020-09-03,27.6511,28.3188,27.0328,27.1482,1546071.0
2020-09-04,27.5686,27.7665,26.8102,27.4285,2065857.0
2020-09-05,27.5686,27.7665,26.8102,27.4285,2065857.0
2020-09-06,27.5686,27.7665,26.8102,27.4285,2065857.0
2020-09-07,27.5686,27.7665,26.8102,27.4285,2065857.0
2020-09-08,27.1482,27.3625,26.8761,26.975,1596817.0
2020-09-09,27.2389,27.9108,27.1482,27.6758,2629373.0
2020-09-10,27.6676,28.2996,27.2141,27.2224,1780050.0
2020-09-11,27.346,27.783,27.346,27.75,1717095.0
2020-09-12,27.346,27.783,27.346,27.75,1717095.0
2020-09-13,27.346,27.783,27.346,27.75,1717095.0
2020-09-14,27.8242,28.1952,27.6511,27.7665,2279608.0
2020-09-15,27.908,27.9163,26.9672,27.1504,2003077.0
2020-09-16,27.3419,28.2494,27.192,27.8414,2383126.0
2020-09-17,27.4834,28.1411,27.3502,28.0079,1674892.0
2020-09-18,27.958,28.2744,27.6499,27.8997,3870545.0
2020-09-19,27.958,28.2744,27.6499,27.8997,3870545.0
2020-09-20,27.958,28.2744,27.6499,27.8997,3870545.0
2020-09-21,27.3752,27.55,26.3678,26.7258,3256989.0
2020-09-22,26.809,27.2836,26.8007,27.1587,2147395.0
2020-09-23,27.1004,27.3086,26.1513,26.1596,2104880.0
2020-09-24,26.1513,26.4427,25.6018,25.8266,1942801.0
2020-09-25,25.5768,26.0264,25.5518,25.8765,1371087.0
2020-09-26,25.5768,26.0264,25.5518,25.8765,1371087.0
2020-09-27,25.5768,26.0264,25.5518,25.8765,1371087.0
2020-09-28,26.4344,26.7091,26.2429,26.3011,1940110.0
2020-09-29,26.1263,26.3178,25.6684,25.8016,1269318.0
2020-09-30,25.8682,26.4427,25.8682,26.068,1872719.0
2020-10-01,26.1013,26.8173,26.093,26.5509,1636632.0
2020-10-02,26.0763,27.6416,25.9515,27.5167,1672701.0
2020-10-03,26.0763,27.6416,25.9515,27.5167,1672701.0
2020-10-04,26.0763,27.6416,25.9515,27.5167,1672701.0
2020-10-05,27.883,28.4159,27.7915,27.933,1141201.0
2020-10-06,28.1578,28.3826,27.8081,27.8414,1493972.0
2020-10-07,28.0579,28.4325,27.6832,27.7915,1165208.0
2020-10-08,28.0912,28.1245,27.7165,27.908,915649.0
2020-10-09,28.291,28.3493,27.8747,27.8747,1813653.0
2020-10-10,28.291,28.3493,27.8747,27.8747,1813653.0
2020-10-11,28.291,28.3493,27.8747,27.8747,1813653.0
2020-10-12,27.908,28.3743,27.8164,28.291,751377.0
2020-10-13,28.1495,28.2161,27.6707,27.8581,1296554.0
2020-10-14,27.7415,28.0246,27.3835,27.4751,774346.0
2020-10-15,27.1837,27.7665,26.9922,27.6333,648611.0
2020-10-16,27.6249,27.9996,27.2087,27.8581,922264.0
2020-10-17,27.6249,27.9996,27.2087,27.8581,922264.0
2020-10-18,27.6249,27.9996,27.2087,27.8581,922264.0
2020-10-19,27.9913,28.2327,26.7424,26.7757,1029849.0
2020-10-20,26.9256,27.3169,26.7341,27.0338,1501482.0
2020-10-21,26.8673,27.0172,26.5426,26.8756,1333521.0
2020-10-22,27.0838,27.3752,25.9889,26.118,2625814.0
2020-10-23,26.3095,27.6499,26.2803,27.4251,1852170.0
2020-10-24,26.3095,27.6499,26.2803,27.4251,1852170.0
2020-10-25,26.3095,27.6499,26.2803,27.4251,1852170.0
2020-10-26,27.1171,27.3002,26.4427,26.6425,1667217.0
2020-10-27,26.5592,26.5801,25.5851,25.6018,2246859.0
2020-10-28,25.1855,25.3853,24.8275,25.2188,1854117.0
2020-10-29,25.3936,26.5093,25.2434,26.0847,1544589.0
2020-10-30,25.9598,26.2762,25.4186,26.0514,1529798.0
2020-10-31,25.9598,26.2762,25.4186,26.0514,1529798.0
2020-11-01,25.9598,26.2762,25.4186,26.0514,1529798.0
2020-11-02,26.476,26.8756,26.2711,26.6092,1269364.0
2020-11-03,26.9589,27.3002,26.8215,27.1587,1443569.0
2020-11-04,27.2253,29.007,27.0588,28.5158,2374105.0
2020-11-05,28.4409,28.6573,27.4418,27.8497,2230436.0
2020-11-06,28.1994,28.7489,27.575,27.8081,2120065.0
2020-11-07,28.1994,28.7489,27.575,27.8081,2120065.0
2020-11-08,28.1994,28.7489,27.575,27.8081,2120065.0
2020-11-09,29.4483,29.8646,27.6333,27.7332,3459920.0
2020-11-10,27.8664,28.4742,27.7165,28.266,2510271.0
2020-11-11,28.2827,28.6657,27.8622,28.3826,1837596.0
2020-11-12,28.2327,28.3326,27.6999,27.9663,1190801.0
2020-11-13,28.0745,28.9238,27.9746,28.7739,1212280.0
2020-11-14,28.0745,28.9238,27.9746,28.7739,1212280.0
2020-11-15,28.0745,28.9238,27.9746,28.7739,1212280.0
2020-11-16,29.3983,29.7064,28.8905,29.6731,1400762.0
2020-11-17,29.4233,29.9312,29.3076,29.6398,1585547.0
2020-11-18,29.6814,30.2476,29.6814,29.723,1732707.0
2020-11-19,29.44,29.9312,29.0487,29.723,1985385.0
2020-11-20,29.6065,30.0477,29.415,30.0144,1527539.0
2020-11-21,29.6065,30.0477,29.415,30.0144,1527539.0
2020-11-22,29.6065,30.0477,29.415,30.0144,1527539.0
2020-11-23,30.1893,30.7721,30.1726,30.2809,2416463.0
2020-11-24,30.6805,31.0718,30.3058,30.8553,2453159.0
2020-11-25,30.7887,31.0968,30.2313,30.7971,2071000.0
2020-11-26,30.7887,31.0968,30.2313,30.7971,2071000.0
2020-11-27,30.7138,30.9553,30.2975,30.4391,1419729.0
2020-11-28,30.7138,30.9553,30.2975,30.4391,1419729.0
2020-11-29,30.7138,30.9553,30.2975,30.4391,1419729.0
2020-11-30,30.2642,30.514,29.5982,29.9645,7120642.0
2020-12-01,30.5972,30.7804,29.748,29.9895,1492535.0
2020-12-02,29.8812,30.2725,29.8146,30.1726,1398684.0
2020-12-03,30.0727,30.7471,30.0727,30.7221,1692892.0
2020-12-04,30.8054,31.0552,30.6639,30.9969,1363809.0
2020-12-05,30.8054,31.0552,30.6639,30.9969,1363809.0
2020-12-06,30.8054,31.0552,30.6639,30.9969,1363809.0
2020-12-07,30.8054,30.9886,30.2559,30.3808,1860299.0
2020-12-08,30.1893,30.5972,30.1019,30.2725,1409245.0
2020-12-09,30.2725,30.6222,30.1894,30.4557,2576206.0
2020-12-10,30.4058,30.8887,30.1393,30.872,1478346.0
2020-12-11,30.5972,31.28,30.5972,31.1717,2049857.0
2020-12-12,30.5972,31.28,30.5972,31.1717,2049857.0
2020-12-13,30.5972,31.28,30.5972,31.1717,2049857.0
2020-12-14,31.4298,31.921,31.1467,31.23,1509570.0
2020-12-15,31.4298,32.0501,31.3688,31.9294,1341438.0
2020-12-16,32.1143,32.8119,31.8537,32.6185,2017007.0
2020-12-17,32.669,33.3414,32.5345,33.0388,1746727.0
2020-12-18,33.1144,33.5515,32.4,32.4925,4302744.0
2020-12-19,33.1144,33.5515,32.4,32.4925,4302744.0
2020-12-20,33.1144,33.5515,32.4,32.4925,4302744.0
2020-12-21,32.4336,32.5513,31.5764,32.2235,2020022.0
2020-12-22,32.2319,32.6434,32.0218,32.2908,1090978.0
2020-12-23,32.358,32.7446,32.0807,32.3076,1193630.0
2020-12-24,32.358,32.4673,32.1059,32.3832,376890.0
2020-12-25,32.358,32.4673,32.1059,32.3832,376890.0
2020-12-26,32.358,32.4673,32.1059,32.3832,376890.0
2020-12-27,32.358,32.4673,32.1059,32.3832,376890.0
2020-12-28,32.5177,32.9463,32.4084,32.7614,1565719.0
2020-12-29,33.064,33.1817,32.4589,32.7614,6335888.0
2020-12-30,32.7782,33.1649,32.5681,32.5849,1401982.0
2020-12-31,32.5261,32.8791,32.4757,32.8539,1808221.0
2021-01-01,32.5261,32.8791,32.4757,32.8539,1808221.0
2021-01-02,32.5261,32.8791,32.4757,32.8539,1808221.0
2021-01-03,32.5261,32.8791,32.4757,32.8539,1808221.0
2021-01-04,32.8791,32.9547,32.2025,32.274,2726034.0
2021-01-05,32.1227,32.7908,32.1227,32.7278,2043647.0
2021-01-06,32.8791,33.4002,32.8791,33.148,2051715.0
2021-01-07,33.3161,33.3586,32.669,32.7194,1901252.0
2021-01-08,32.7782,32.8119,32.1563,32.8035,1664585.0
2021-01-09,32.7782,32.8119,32.1563,32.8035,1664585.0
2021-01-10,32.7782,32.8119,32.1563,32.8035,1664585.0
2021-01-11,32.6354,33.77,32.5513,33.728,2625467.0
2021-01-12,33.7448,34.1985,33.4086,33.8372,1452503.0
2021-01-13,33.7784,34.0053,33.1901,33.2741,1554718.0
2021-01-14,33.3329,33.5767,32.9066,33.064,1342810.0
2021-01-15,32.8203,33.1732,32.6354,33.0556,846706.0
2021-01-16,32.8203,33.1732,32.6354,33.0556,846706.0
2021-01-17,32.8203,33.1732,32.6354,33.0556,846706.0
2021-01-18,32.8203,33.1732,32.6354,33.0556,846706.0
2021-01-19,33.0976,33.2237,32.6774,33.064,1480754.0
2021-01-20,33.1985,33.6607,33.0808,33.6523,1946663.0
2021-01-21,33.9129,34.0978,33.459,33.6943,1460342.0
2021-01-22,33.459,33.5599,32.7614,33.148,1203628.0
2021-01-23,33.459,33.5599,32.7614,33.148,1203628.0
2021-01-24,33.459,33.5599,32.7614,33.148,1203628.0
2021-01-25,32.8791,33.3161,32.7782,33.2657,1050943.0
2021-01-26,33.2993,33.5515,32.4757,32.5009,1022302.0
2021-01-27,32.0807,32.1311,30.5174,30.551,2243398.0
2021-01-28,30.6939,31.4363,30.2907,31.1729,2343415.0
2021-01-29,30.8452,31.1393,30.1812,30.509,1768418.0
2021-01-30,30.8452,31.1393,30.1812,30.509,1768418.0
2021-01-31,30.8452,31.1393,30.1812,30.509,1768418.0
2021-02-01,30.8115,31.4923,30.593,31.3494,1543311.0
2021-02-02,31.7361,32.5009,31.5343,32.4841,1816351.0
2021-02-03,32.3748,32.5849,31.8201,32.0975,1977765.0
2021-02-04,31.9378,32.98,31.7865,32.8791,1529111.0
2021-02-05,33.2237,33.4422,32.4925,32.5765,1194296.0
2021-02-06,33.2237,33.4422,32.4925,32.5765,1194296.0
2021-02-07,33.2237,33.4422,32.4925,32.5765,1194296.0
2021-02-08,32.7782,32.9211,32.4925,32.8371,894442.0
2021-02-09,32.8623,32.9043,32.6233,32.6942,751302.0
2021-02-10,32.711,33.0304,32.5093,32.8119,1683049.0
2021-02-11,32.7026,33.6187,32.7026,33.5851,1969032.0
2021-02-12,33.5347,33.6187,32.9968,33.3077,723751.0
2021-02-13,33.5347,33.6187,32.9968,33.3077,723751.0
2021-02-14,33.5347,33.6187,32.9968,33.3077,723751.0
2021-02-15,33.5347,33.6187,32.9968,33.3077,723751.0
2021-02-16,33.5431,33.7616,32.9211,33.2153,1901164.0
2021-02-17,33.0892,33.3666,32.8875,33.2321,1029775.0
2021-02-18,33.2573,33.7112,33.2321,33.2993,1350674.0
2021-02-19,33.5683,34.1146,33.375,34.0137,1888259.0
2021-02-20,33.5683,34.1146,33.375,34.0137,1888259.0
2021-02-21,33.5683,34.1146,33.375,34.0137,1888259.0
2021-02-22,34.0389,34.2911,33.7364,34.1818,2272641.0
2021-02-23,34.3751,34.4844,33.4507,34.2827,2095261.0
2021-02-24,34.123,34.7323,34.123,34.7197,2754948.0
2021-02-25,34.7954,35.1904,32.2319,32.4589,5895157.0
2021-02-26,32.5429,33.2951,32.1647,32.1731,4578402.0
2021-02-27,32.5429,33.2951,32.1647,32.1731,4578402.0
2021-02-28,32.5429,33.2951,32.1647,32.1731,4578402.0
2021-03-01,32.6522,33.8057,32.4084,33.3329,2552002.0
