,ED US Equity,ED US Equity,ED US Equity,ED US Equity,ED US Equity
2020-04-20,76.5492,76.9536,73.4256,73.546,1550980.0
2020-04-21,72.6856,73.1416,71.1711,71.8423,2118227.0
2020-04-22,72.9093,73.1846,71.8853,72.3844,1497236.0
2020-04-23,72.3844,72.9609,70.1815,70.3708,1868220.0
2020-04-24,70.7236,71.2916,69.6222,71.1109,1748749.0
2020-04-25,70.7236,71.2916,69.6222,71.1109,1748749.0
2020-04-26,70.7236,71.2916,69.6222,71.1109,1748749.0
2020-04-27,71.3002,71.8079,71.0076,71.1367,1518312.0
2020-04-28,72.1779,73.1674,71.1711,71.5067,1687128.0
2020-04-29,73.9591,73.9591,69.7857,69.9406,2020483.0
2020-04-30,69.4329,69.5448,67.3075,67.8066,3129547.0
2020-05-01,67.4194,67.5011,65.9479,66.4728,1785973.0
2020-05-02,67.4194,67.5011,65.9479,66.4728,1785973.0
2020-05-03,67.4194,67.5011,65.9479,66.4728,1785973.0
2020-05-04,66.1028,66.5761,65.1993,66.3093,1756030.0
2020-05-05,66.404,67.6087,66.0039,66.7224,1627107.0
2020-05-06,66.7224,67.1182,63.8483,64.0032,2274374.0
2020-05-07,64.5711,65.1046,63.5988,63.7365,2339968.0
2020-05-08,64.4507,64.4851,62.7125,63.8311,2325494.0
2020-05-09,64.4507,64.4851,62.7125,63.8311,2325494.0
2020-05-10,64.4507,64.4851,62.7125,63.8311,2325494.0
2020-05-11,63.4869,63.7967,62.136,62.506,2294531.0
2020-05-12,62.5103,62.7407,61.5363,62.2581,2524787.0
2020-05-13,61.9537,62.2233,60.7452,62.145,2130521.0
2020-05-14,61.6319,62.7712,60.2231,62.3016,2131714.0
2020-05-15,61.8928,61.9537,60.1448,61.1884,3950378.0
2020-05-16,61.8928,61.9537,60.1448,61.1884,3950378.0
2020-05-17,61.8928,61.9537,60.1448,61.1884,3950378.0
2020-05-18,62.6233,64.1626,62.1103,63.58,2247918.0
2020-05-19,63.1538,63.5626,61.6232,61.6406,1809137.0
2020-05-20,62.032,62.9364,61.2145,61.5189,1714158.0
2020-05-21,61.258,61.8841,60.5927,60.8058,1317962.0
2020-05-22,60.7536,61.1449,60.397,61.0319,1397047.0
2020-05-23,60.7536,61.1449,60.397,61.0319,1397047.0
2020-05-24,60.7536,61.1449,60.397,61.0319,1397047.0
2020-05-25,60.7536,61.1449,60.397,61.0319,1397047.0
2020-05-26,61.7537,62.9103,61.5885,61.9102,2232130.0
2020-05-27,62.6842,63.093,61.3624,61.9624,1616051.0
2020-05-28,62.8495,63.7278,62.6755,63.6147,1567420.0
2020-05-29,63.3625,65.4062,63.006,65.2758,3220692.0
2020-05-30,63.3625,65.4062,63.006,65.2758,3220692.0
2020-05-31,63.3625,65.4062,63.006,65.2758,3220692.0
2020-06-01,65.1975,65.841,64.2931,65.2845,1612133.0
2020-06-02,65.5975,65.6758,64.3452,65.0671,1418068.0
2020-06-03,65.3975,66.3454,65.2236,65.8063,1512643.0
2020-06-04,65.4236,65.7541,64.2235,65.0757,1676091.0
2020-06-05,65.4845,66.2759,65.1888,65.5106,1916794.0
2020-06-06,65.4845,66.2759,65.1888,65.5106,1916794.0
2020-06-07,65.4845,66.2759,65.1888,65.5106,1916794.0
2020-06-08,65.5714,67.6325,65.3106,67.5803,1915281.0
2020-06-09,67.1803,67.2586,65.9802,66.702,1868249.0
2020-06-10,66.5281,67.5455,66.5281,66.9194,1784184.0
2020-06-11,65.8932,66.0845,64.1887,64.9366,2175740.0
2020-06-12,66.1541,66.4411,64.5887,65.5541,2456917.0
2020-06-13,66.1541,66.4411,64.5887,65.5541,2456917.0
2020-06-14,66.1541,66.4411,64.5887,65.5541,2456917.0
2020-06-15,64.6757,66.789,64.2235,65.7454,2742488.0
2020-06-16,66.9803,67.9804,66.0411,66.415,1880302.0
2020-06-17,66.6324,66.6846,65.0584,65.4758,1933933.0
2020-06-18,65.2062,66.0691,64.7975,65.1105,1406556.0
2020-06-19,66.0237,66.0237,62.1276,62.1276,4591607.0
2020-06-20,66.0237,66.0237,62.1276,62.1276,4591607.0
2020-06-21,66.0237,66.0237,62.1276,62.1276,4591607.0
2020-06-22,62.1276,63.206,61.6262,62.1103,2184293.0
2020-06-23,62.719,62.8929,61.4841,61.6928,1395319.0
2020-06-24,61.1536,62.6233,60.7971,62.2059,2437094.0
2020-06-25,61.9711,62.0755,60.7101,61.4145,2435626.0
2020-06-26,61.4319,62.5973,61.2754,61.9885,3422626.0
2020-06-27,61.4319,62.5973,61.2754,61.9885,3422626.0
2020-06-28,61.4319,62.5973,61.2754,61.9885,3422626.0
2020-06-29,62.4059,63.2234,61.4754,63.2234,1594235.0
2020-06-30,63.1451,63.4669,61.7537,62.5538,2206182.0
2020-07-01,62.5538,63.8495,62.4581,63.5713,1692136.0
2020-07-02,63.5713,64.6627,63.493,64.1887,1430439.0
2020-07-03,63.5713,64.6627,63.493,64.1887,1430439.0
2020-07-04,63.5713,64.6627,63.493,64.1887,1430439.0
2020-07-05,63.5713,64.6627,63.493,64.1887,1430439.0
2020-07-06,64.7627,65.3279,63.0495,63.5713,1520813.0
2020-07-07,62.7973,63.2756,62.719,63.0495,1775795.0
2020-07-08,63.1973,63.3799,62.4755,62.9886,1455094.0
2020-07-09,62.6059,62.7016,60.884,62.3624,1698580.0
2020-07-10,62.3624,63.2234,62.145,63.0321,1746074.0
2020-07-11,62.3624,63.2234,62.145,63.0321,1746074.0
2020-07-12,62.3624,63.2234,62.145,63.0321,1746074.0
2020-07-13,63.0408,63.2911,62.3451,62.7538,1868617.0
2020-07-14,62.7799,63.7104,62.2755,62.7625,2122991.0
2020-07-15,62.8842,63.3973,62.0755,62.1885,2357554.0
2020-07-16,62.3364,62.8668,62.145,62.4755,1158004.0
2020-07-17,62.6407,64.4583,62.6407,64.4148,1742336.0
2020-07-18,62.6407,64.4583,62.6407,64.4148,1742336.0
2020-07-19,62.6407,64.4583,62.6407,64.4148,1742336.0
2020-07-20,64.0235,64.2235,63.3799,63.7104,1455143.0
2020-07-21,63.5017,65.2062,63.3843,64.5974,2174713.0
2020-07-22,64.38,66.2498,63.9626,65.8845,1714747.0
2020-07-23,65.8932,66.7629,65.6889,66.3106,1575068.0
2020-07-24,66.6324,67.5282,65.4498,65.728,1619232.0
2020-07-25,66.6324,67.5282,65.4498,65.728,1619232.0
2020-07-26,66.6324,67.5282,65.4498,65.728,1619232.0
2020-07-27,65.5541,65.5628,64.4322,65.0149,1731902.0
2020-07-28,64.7279,66.6759,64.7279,66.4063,1520606.0
2020-07-29,66.3367,66.8759,65.6584,66.702,1515696.0
2020-07-30,66.1889,67.0846,65.9802,66.9107,2133046.0
2020-07-31,66.5802,67.0585,65.9628,66.815,4369318.0
2020-08-01,66.5802,67.0585,65.9628,66.815,4369318.0
2020-08-02,66.5802,67.0585,65.9628,66.815,4369318.0
2020-08-03,66.5715,66.6585,65.4323,66.015,1645780.0
2020-08-04,65.8758,66.6933,65.7976,66.0063,1873672.0
2020-08-05,65.7367,66.0498,63.9191,64.0583,2158513.0
2020-08-06,64.2583,64.4583,63.6147,64.2844,1580033.0
2020-08-07,63.7017,65.9193,63.6756,65.3193,1634010.0
2020-08-08,63.7017,65.9193,63.6756,65.3193,1634010.0
2020-08-09,63.7017,65.9193,63.6756,65.3193,1634010.0
2020-08-10,66.0411,66.3889,65.3975,65.5541,1505830.0
2020-08-11,65.2236,65.5801,63.5887,63.7104,1970822.0
2020-08-12,63.9278,65.1279,63.8669,64.58,1370207.0
2020-08-13,64.2235,64.38,63.4756,64.1539,1566376.0
2020-08-14,63.7887,64.4322,63.3017,63.9452,1641648.0
2020-08-15,63.7887,64.4322,63.3017,63.9452,1641648.0
2020-08-16,63.7887,64.4322,63.3017,63.9452,1641648.0
2020-08-17,64.1887,65.2366,63.8322,64.7105,2529348.0
2020-08-18,64.7149,64.9785,64.2448,64.4513,1548819.0
2020-08-19,64.4513,64.9258,64.0559,64.5304,1742309.0
2020-08-20,64.2316,64.7764,63.5463,63.6165,2444139.0
2020-08-21,63.8538,63.8802,62.5446,63.4408,3823731.0
2020-08-22,63.8538,63.8802,62.5446,63.4408,3823731.0
2020-08-23,63.8538,63.8802,62.5446,63.4408,3823731.0
2020-08-24,63.5463,65.3124,63.1289,65.3036,2326534.0
2020-08-25,65.3388,65.4442,63.8714,64.1525,2057120.0
2020-08-26,63.6605,63.6605,61.782,62.1931,2667501.0
2020-08-27,62.3864,63.0806,61.991,62.4479,1808717.0
2020-08-28,62.6148,62.6148,61.5956,62.3161,1480009.0
2020-08-29,62.6148,62.6148,61.5956,62.3161,1480009.0
2020-08-30,62.6148,62.6148,61.5956,62.3161,1480009.0
2020-08-31,62.0437,62.7818,62.0261,62.6851,2461865.0
2020-09-01,62.281,62.3864,60.9541,61.2002,1867773.0
2020-09-02,61.1211,63.6253,60.8926,63.4672,2391849.0
2020-09-03,63.8011,64.6446,63.0718,63.6165,3609511.0
2020-09-04,64.0207,64.5919,63.1772,64.1789,3121271.0
2020-09-05,64.0207,64.5919,63.1772,64.1789,3121271.0
2020-09-06,64.0207,64.5919,63.1772,64.1789,3121271.0
2020-09-07,64.0207,64.5919,63.1772,64.1789,3121271.0
2020-09-08,64.135,64.5304,63.3354,63.968,3104473.0
2020-09-09,64.4425,65.5057,64.0207,64.0647,1970093.0
2020-09-10,63.8186,65.2421,62.9839,63.9417,8656367.0
2020-09-11,63.8626,64.1789,63.3617,63.9153,2176447.0
2020-09-12,63.8626,64.1789,63.3617,63.9153,2176447.0
2020-09-13,63.8626,64.1789,63.3617,63.9153,2176447.0
2020-09-14,64.5304,65.4442,63.9856,65.2157,2308923.0
2020-09-15,65.6727,66.4195,64.989,65.4354,2637308.0
2020-09-16,65.286,67.0786,65.0224,66.4986,3961190.0
2020-09-17,66.1384,67.2631,65.5584,66.7183,3690408.0
2020-09-18,66.235,66.7095,64.7061,64.917,4431889.0
2020-09-19,66.235,66.7095,64.7061,64.917,4431889.0
2020-09-20,66.235,66.7095,64.7061,64.917,4431889.0
2020-09-21,64.4337,64.7764,63.0278,64.0032,3213090.0
2020-09-22,63.8274,65.1894,63.6868,64.7588,2868166.0
2020-09-23,64.794,64.9873,64.3283,64.4249,2228616.0
2020-09-24,64.4689,65.163,63.7483,64.9609,1878071.0
2020-09-25,64.5743,66.67,64.5567,66.5777,1561444.0
2020-09-26,64.5743,66.67,64.5567,66.5777,1561444.0
2020-09-27,64.5743,66.67,64.5567,66.5777,1561444.0
2020-09-28,66.7622,67.7947,66.3492,67.061,1657605.0
2020-09-29,67.4212,68.2736,67.0002,67.6409,1608518.0
2020-09-30,68.0539,68.5899,67.7991,68.3614,1773126.0
2020-10-01,68.5811,69.4861,68.3087,69.451,1562378.0
2020-10-02,69.0029,70.479,68.7656,70.0924,1718928.0
2020-10-03,69.0029,70.479,68.7656,70.0924,1718928.0
2020-10-04,69.0029,70.479,68.7656,70.0924,1718928.0
2020-10-05,69.9431,70.588,69.5081,70.233,1357847.0
2020-10-06,70.3472,71.3665,69.82,70.9623,1530775.0
2020-10-07,71.2523,71.3753,70.154,71.0238,1336209.0
2020-10-08,71.3929,72.3594,71.0766,72.2891,1212072.0
2020-10-09,72.3946,72.8603,71.628,72.5352,1170312.0
2020-10-10,72.3946,72.8603,71.628,72.5352,1170312.0
2020-10-11,72.3946,72.8603,71.628,72.5352,1170312.0
2020-10-12,72.4473,73.0448,72.4034,72.8339,946355.0
2020-10-13,72.1398,72.6055,71.0326,72.3331,1213399.0
2020-10-14,72.4034,72.667,71.6389,72.2628,1075033.0
2020-10-15,71.305,72.2803,71.0766,71.8234,1286858.0
2020-10-16,71.7883,72.6758,71.4456,71.7883,2205257.0
2020-10-17,71.7883,72.6758,71.4456,71.7883,2205257.0
2020-10-18,71.7883,72.6758,71.4456,71.7883,2205257.0
2020-10-19,71.7795,72.3506,70.7514,70.9887,2936330.0
2020-10-20,70.2945,71.428,70.1403,70.8217,1627735.0
2020-10-21,70.6196,71.1732,70.2067,70.5845,1486953.0
2020-10-22,70.7954,71.7092,70.2945,71.5598,1509489.0
2020-10-23,72.0255,72.131,71.3753,71.7004,1473627.0
2020-10-24,72.0255,72.131,71.3753,71.7004,1473627.0
2020-10-25,72.0255,72.131,71.3753,71.7004,1473627.0
2020-10-26,71.3753,72.8339,71.1205,72.7021,1342254.0
2020-10-27,72.8866,73.7431,72.2452,72.9745,1553267.0
2020-10-28,72.0958,72.8779,70.2594,70.4351,1778774.0
2020-10-29,70.277,70.9535,69.2884,70.0924,1599272.0
2020-10-30,69.741,70.132,68.2208,68.9677,2353725.0
2020-10-31,69.741,70.132,68.2208,68.9677,2353725.0
2020-11-01,69.741,70.132,68.2208,68.9677,2353725.0
2020-11-02,69.7585,70.3648,68.6514,70.1012,2603534.0
2020-11-03,70.8129,72.1046,70.6284,71.4544,1722196.0
2020-11-04,71.4544,72.2979,69.8903,69.9079,1437920.0
2020-11-05,70.6109,71.6609,69.8025,70.0573,1659691.0
2020-11-06,69.6794,70.2681,67.9045,68.3614,2928858.0
2020-11-07,69.6794,70.2681,67.9045,68.3614,2928858.0
2020-11-08,69.6794,70.2681,67.9045,68.3614,2928858.0
2020-11-09,70.5406,71.7531,69.284,69.6619,2248858.0
2020-11-10,70.0661,72.2979,69.719,72.1222,3040341.0
2020-11-11,72.3594,72.6933,71.5291,71.8059,2692957.0
2020-11-12,71.5686,71.7971,69.864,70.7427,2077925.0
2020-11-13,71.0941,71.8322,70.7339,71.7268,1712426.0
2020-11-14,71.0941,71.8322,70.7339,71.7268,1712426.0
2020-11-15,71.0941,71.8322,70.7339,71.7268,1712426.0
2020-11-16,72.4824,72.7109,71.9816,72.6758,2330416.0
2020-11-17,72.5737,72.9019,70.2324,70.2856,3696033.0
2020-11-18,70.5073,70.6492,68.7779,68.902,2034911.0
2020-11-19,68.8577,68.8577,67.8289,68.3788,1723012.0
2020-11-20,68.6715,68.8754,68.024,68.636,4304951.0
2020-11-21,68.6715,68.8754,68.024,68.636,4304951.0
2020-11-22,68.6715,68.8754,68.024,68.636,4304951.0
2020-11-23,68.8045,69.2213,68.299,68.7956,1814519.0
2020-11-24,69.2391,69.9749,68.8488,69.514,1869508.0
2020-11-25,69.5495,69.8155,68.6715,69.7623,1631530.0
2020-11-26,69.5495,69.8155,68.6715,69.7623,1631530.0
2020-11-27,69.6293,69.7002,68.7424,68.973,722067.0
2020-11-28,69.6293,69.7002,68.7424,68.973,722067.0
2020-11-29,69.6293,69.7002,68.7424,68.973,722067.0
2020-11-30,68.7335,68.973,67.3323,67.6249,2605188.0
2020-12-01,67.9886,68.7335,67.7136,68.2103,2242954.0
2020-12-02,67.2613,68.361,66.8267,68.3167,3485641.0
2020-12-03,68.1039,68.1039,66.8711,67.3234,1946937.0
2020-12-04,67.2524,67.8821,66.5252,66.7913,3239617.0
2020-12-05,67.2524,67.8821,66.5252,66.7913,3239617.0
2020-12-06,67.2524,67.8821,66.5252,66.7913,3239617.0
2020-12-07,66.6671,67.1017,66.1616,66.3744,3177051.0
2020-12-08,66.1172,66.7735,65.7359,66.1261,2623553.0
2020-12-09,66.0906,66.4365,65.2303,65.8423,2905619.0
2020-12-10,65.8334,66.0729,64.7958,65.053,3525810.0
2020-12-11,64.7071,65.727,64.645,64.8845,4566248.0
2020-12-12,64.7071,65.727,64.645,64.8845,4566248.0
2020-12-13,64.7071,65.727,64.645,64.8845,4566248.0
2020-12-14,65.319,65.8689,64.1262,64.2193,4119335.0
2020-12-15,64.5563,65.2481,64.1835,64.7426,3451345.0
2020-12-16,64.7958,65.1771,63.4566,63.634,3596176.0
2020-12-17,63.9444,64.6221,63.5009,63.5187,2229606.0
2020-12-18,63.7315,64.2902,62.6806,63.1018,6443891.0
2020-12-19,63.7315,64.2902,62.6806,63.1018,6443891.0
2020-12-20,63.7315,64.2902,62.6806,63.1018,6443891.0
2020-12-21,62.685,62.9244,61.4433,62.0376,4622004.0
2020-12-22,61.9666,61.9666,61.4522,61.7715,2362683.0
2020-12-23,62.0908,63.1905,61.9834,62.144,2829539.0
2020-12-24,62.2859,62.4899,61.7715,62.4721,843540.0
2020-12-25,62.2859,62.4899,61.7715,62.4721,843540.0
2020-12-26,62.2859,62.4899,61.7715,62.4721,843540.0
2020-12-27,62.2859,62.4899,61.7715,62.4721,843540.0
2020-12-28,62.7116,63.4921,62.614,63.1994,2107527.0
2020-12-29,63.4566,63.6872,62.6052,62.7559,1472246.0
2020-12-30,62.7648,63.1905,62.6052,62.9865,1509888.0
2020-12-31,62.8624,64.1395,62.7559,64.0951,2081407.0
2021-01-01,62.8624,64.1395,62.7559,64.0951,2081407.0
2021-01-02,62.8624,64.1395,62.7559,64.0951,2081407.0
2021-01-03,62.8624,64.1395,62.7559,64.0951,2081407.0
2021-01-04,64.0951,64.175,62.277,62.6673,2488756.0
2021-01-05,62.7027,62.9147,61.736,61.9666,2192606.0
2021-01-06,62.0819,63.563,62.0021,63.2881,2417336.0
2021-01-07,63.2349,63.4034,61.9223,62.0021,3066415.0
2021-01-08,62.4367,62.4367,61.6562,62.0198,2504226.0
2021-01-09,62.4367,62.4367,61.6562,62.0198,2504226.0
2021-01-10,62.4367,62.4367,61.6562,62.0198,2504226.0
2021-01-11,61.8158,62.1706,60.5299,60.9556,2773722.0
2021-01-12,60.6895,60.8846,59.3503,60.2372,2766457.0
2021-01-13,60.4146,61.8513,60.3081,61.736,1930793.0
2021-01-14,61.9666,62.0376,60.6185,60.7161,4223304.0
2021-01-15,60.5387,61.7892,60.3474,61.7272,2139657.0
2021-01-16,60.5387,61.7892,60.3474,61.7272,2139657.0
2021-01-17,60.5387,61.7892,60.3474,61.7272,2139657.0
2021-01-18,60.5387,61.7892,60.3474,61.7272,2139657.0
2021-01-19,61.9223,62.0021,61.1418,61.6207,2554956.0
2021-01-20,61.1773,62.2415,61.0797,62.0287,2784102.0
2021-01-21,61.2305,61.9932,61.1418,61.3281,2241685.0
2021-01-22,60.6718,61.2748,60.184,61.0443,2365013.0
2021-01-23,60.6718,61.2748,60.184,61.0443,2365013.0
2021-01-24,60.6718,61.2748,60.184,61.0443,2365013.0
2021-01-25,60.929,62.685,60.8669,62.6495,3095379.0
2021-01-26,62.614,62.6495,61.8336,62.3302,2261078.0
2021-01-27,62.011,64.8224,61.8372,63.4477,5693939.0
2021-01-28,63.2437,63.8557,62.1174,62.2682,3986230.0
2021-01-29,62.144,63.3413,61.6562,62.7737,6527637.0
2021-01-30,62.144,63.3413,61.6562,62.7737,6527637.0
2021-01-31,62.144,63.3413,61.6562,62.7737,6527637.0
2021-02-01,62.7737,63.4876,61.6562,62.7471,2429262.0
2021-02-02,62.8801,63.8912,62.2593,62.3125,2185707.0
2021-02-03,62.0996,62.8446,62.0819,62.5342,1767350.0
2021-02-04,62.614,62.9688,62.1085,62.6052,2391215.0
2021-02-05,62.9865,63.7226,62.6318,63.4122,1642333.0
2021-02-06,62.9865,63.7226,62.6318,63.4122,1642333.0
2021-02-07,62.9865,63.7226,62.6318,63.4122,1642333.0
2021-02-08,63.6606,63.8202,62.9954,63.2171,1817885.0
2021-02-09,63.43,63.5364,62.4987,63.2792,1447810.0
2021-02-10,63.6783,64.1395,63.3058,64.1306,1412584.0
2021-02-11,64.1306,64.2282,63.5541,63.696,1792018.0
2021-02-12,63.7404,63.9355,62.7027,63.022,1595654.0
2021-02-13,63.7404,63.9355,62.7027,63.022,1595654.0
2021-02-14,63.7404,63.9355,62.7027,63.022,1595654.0
2021-02-15,63.7404,63.9355,62.7027,63.022,1595654.0
2021-02-16,62.9996,63.2058,62.2284,62.8113,2264714.0
2021-02-17,62.9099,63.2327,62.4885,62.9099,1659619.0
2021-02-18,62.7664,63.1699,62.5916,62.7844,3042065.0
2021-02-19,62.3271,62.4459,60.9193,61.1345,4358716.0
2021-02-20,62.3271,62.4459,60.9193,61.1345,4358716.0
2021-02-21,62.3271,62.4459,60.9193,61.1345,4358716.0
2021-02-22,60.7489,61.0448,59.7458,60.9462,3936992.0
2021-02-23,61.4842,61.6008,60.3544,60.6772,3356754.0
2021-02-24,60.74,60.8834,59.7088,59.7626,3339763.0
2021-02-25,59.8074,60.3903,59.7267,60.2109,2200290.0
2021-02-26,60.2468,60.6324,58.7853,58.866,4072588.0
2021-02-27,60.2468,60.6324,58.7853,58.866,4072588.0
2021-02-28,60.2468,60.6324,58.7853,58.866,4072588.0
2021-03-01,59.2963,60.6144,59.2336,60.1123,4424474.0
