,VZ US Equity,VZ US Equity,VZ US Equity,VZ US Equity,VZ US Equity
2019-02-10,40.5281,40.9838,40.4826,40.9763,12011657.0
2019-02-11,41.113,41.2953,40.9079,41.0522,9802798.0
2019-02-12,41.356,41.5991,41.1585,41.3332,11227550.0
2019-02-13,41.2801,41.5991,41.2269,41.3788,11884803.0
2019-02-14,41.3028,41.4092,40.9725,41.037,11190094.0
2019-02-15,41.3788,41.9181,41.2573,41.8953,15719416.0
2019-02-16,41.3788,41.9181,41.2573,41.8953,15719416.0
2019-02-17,41.3788,41.9181,41.2573,41.8953,15719416.0
2019-02-18,41.3788,41.9181,41.2573,41.8953,15719416.0
2019-02-19,41.8193,42.275,41.634,42.1079,12272877.0
2019-02-20,42.0548,42.4649,41.956,42.351,11379006.0
2019-02-21,42.1915,43.0763,42.1231,42.6472,14680547.0
2019-02-22,42.8599,43.3915,42.8371,43.232,12534431.0
2019-02-23,42.8599,43.3915,42.8371,43.232,12534431.0
2019-02-24,42.8599,43.3915,42.8371,43.232,12534431.0
2019-02-25,43.2928,43.4979,42.951,43.1257,15051182.0
2019-02-26,43.1561,43.3612,42.8827,43.0194,12005571.0
2019-02-27,42.951,43.0877,42.7991,43.0801,8962776.0
2019-02-28,43.0953,43.7561,43.0801,43.232,15742971.0
2019-03-01,43.308,43.4067,42.7991,43.2624,10942737.0
2019-03-02,43.308,43.4067,42.7991,43.2624,10942737.0
2019-03-03,43.308,43.4067,42.7991,43.2624,10942737.0
2019-03-04,43.4067,43.5548,42.275,42.7156,13674737.0
2019-03-05,42.6016,42.6624,42.1611,42.594,15749545.0
2019-03-06,42.6776,42.8523,42.1155,42.2902,13935530.0
2019-03-07,42.351,42.8371,42.3206,42.7611,12644171.0
2019-03-08,42.8067,43.0497,42.5333,42.9358,10617254.0
2019-03-09,42.8067,43.0497,42.5333,42.9358,10617254.0
2019-03-10,42.8067,43.0497,42.5333,42.9358,10617254.0
2019-03-11,43.1105,43.7599,43.1029,43.7333,13627431.0
2019-03-12,43.7713,44.1374,43.5662,43.6194,12812980.0
2019-03-13,43.5738,43.8548,43.551,43.7941,14168350.0
2019-03-14,43.8321,44.1169,43.6802,44.0143,12148349.0
2019-03-15,44.0827,44.4359,44.0004,44.3485,23715337.0
2019-03-16,44.0827,44.4359,44.0004,44.3485,23715337.0
2019-03-17,44.0827,44.4359,44.0004,44.3485,23715337.0
2019-03-18,44.2574,44.2954,43.7181,44.1055,12168133.0
2019-03-19,44.1283,44.2042,43.5282,43.6726,13462686.0
2019-03-20,43.6802,44.0941,43.3763,43.8017,11903104.0
2019-03-21,43.7333,44.4245,43.7257,44.2726,10920129.0
2019-03-22,44.1738,45.5714,44.1511,45.3891,25125385.0
2019-03-23,44.1738,45.5714,44.1511,45.3891,25125385.0
2019-03-24,44.1738,45.5714,44.1511,45.3891,25125385.0
2019-03-25,45.2903,45.7119,45.2144,45.6321,15463411.0
2019-03-26,45.7992,46.0916,45.7043,46.0499,12316901.0
2019-03-27,45.9967,46.4777,45.9346,46.2397,13290298.0
2019-03-28,46.2397,46.2473,44.3865,44.8726,20547060.0
2019-03-29,44.9637,45.0131,44.2954,44.9106,17283871.0
2019-03-30,44.9637,45.0131,44.2954,44.9106,17283871.0
2019-03-31,44.9637,45.0131,44.2954,44.9106,17283871.0
2019-04-01,45.1081,45.1232,44.6523,44.8802,16331140.0
2019-04-02,44.9789,44.9865,44.3106,44.4549,11408146.0
2019-04-03,44.6447,44.865,44.3637,44.7131,15491724.0
2019-04-04,44.6903,44.8878,44.6372,44.8042,8776028.0
2019-04-05,44.827,44.884,44.6751,44.8802,11497780.0
2019-04-06,44.827,44.884,44.6751,44.8802,11497780.0
2019-04-07,44.827,44.884,44.6751,44.8802,11497780.0
2019-04-08,44.827,44.9106,44.5954,44.9106,11680538.0
2019-04-09,44.7897,44.9355,44.5365,44.8127,10414416.0
2019-04-10,44.8127,45.0391,44.782,44.9739,8782061.0
2019-04-11,45.0046,45.0659,44.6554,44.9355,9219930.0
2019-04-12,45.0813,45.112,44.9048,45.0736,10847504.0
2019-04-13,45.0813,45.112,44.9048,45.0736,10847504.0
2019-04-14,45.0813,45.112,44.9048,45.0736,10847504.0
2019-04-15,45.2041,45.2379,44.9585,45.0506,7741472.0
2019-04-16,45.112,45.2539,45.0084,45.112,10239261.0
2019-04-17,44.8127,44.8588,44.2295,44.337,15498037.0
2019-04-18,44.1298,44.6593,43.9533,44.5365,13189013.0
2019-04-19,44.1298,44.6593,43.9533,44.5365,13189013.0
2019-04-20,44.1298,44.6593,43.9533,44.5365,13189013.0
2019-04-21,44.1298,44.6593,43.9533,44.5365,13189013.0
2019-04-22,44.6132,44.8818,44.4214,44.7897,11950365.0
2019-04-23,44.2142,44.2909,43.2013,43.8535,23488682.0
2019-04-24,43.9993,44.1758,43.5313,43.7998,13227084.0
2019-04-25,43.6003,43.6617,42.7793,42.856,17425466.0
2019-04-26,43.0171,43.5965,42.8368,43.4162,16329727.0
2019-04-27,43.0171,43.5965,42.8368,43.4162,16329727.0
2019-04-28,43.0171,43.5965,42.8368,43.4162,16329727.0
2019-04-29,43.5466,43.8689,43.5159,43.6157,13984965.0
2019-04-30,43.7308,44.0838,43.5504,43.8842,15469002.0
2019-05-01,43.9149,43.9686,43.3701,43.3701,11627436.0
2019-05-02,43.5927,44.6823,43.4929,43.7308,14435436.0
2019-05-03,43.8535,44.0147,43.6387,43.9226,9388228.0
2019-05-04,43.8535,44.0147,43.6387,43.9226,9388228.0
2019-05-05,43.8535,44.0147,43.6387,43.9226,9388228.0
2019-05-06,43.608,43.8075,43.5389,43.6694,10066145.0
2019-05-07,43.5006,43.5965,43.2243,43.4545,12963827.0
2019-05-08,43.4776,43.5082,43.1629,43.2627,12086743.0
2019-05-09,43.0632,43.4008,42.9174,43.3394,14835326.0
2019-05-10,43.3471,43.7691,43.1706,43.6694,10707335.0
2019-05-11,43.3471,43.7691,43.1706,43.6694,10707335.0
2019-05-12,43.3471,43.7691,43.1706,43.6694,10707335.0
2019-05-13,43.5236,43.9993,43.4776,43.5466,13759350.0
2019-05-14,43.5543,43.8842,43.3548,43.3931,12776175.0
2019-05-15,43.3625,43.6157,43.1016,43.5927,10806379.0
2019-05-16,43.7384,44.3523,43.6003,44.03,11695064.0
2019-05-17,43.7845,44.8741,43.7461,44.5748,14436662.0
2019-05-18,43.7845,44.8741,43.7461,44.5748,14436662.0
2019-05-19,43.7845,44.8741,43.7461,44.5748,14436662.0
2019-05-20,45.3882,46.4548,44.5058,45.2808,20910590.0
2019-05-21,45.3499,45.7566,45.089,45.6568,14016315.0
2019-05-22,45.3422,45.557,45.2424,45.465,11487448.0
2019-05-23,45.2731,45.4841,44.9202,45.1734,11707083.0
2019-05-24,45.3268,45.5494,45.0199,45.5187,8755506.0
2019-05-25,45.3268,45.5494,45.0199,45.5187,8755506.0
2019-05-26,45.3268,45.5494,45.0199,45.5187,8755506.0
2019-05-27,45.3268,45.5494,45.0199,45.5187,8755506.0
2019-05-28,45.4343,45.9407,45.0122,45.0659,21860763.0
2019-05-29,45.0199,45.2212,44.4367,44.6439,13418748.0
2019-05-30,44.2142,44.2142,43.4008,43.608,17484855.0
2019-05-31,42.2728,42.5414,41.6359,41.705,29916636.0
2019-06-01,42.2728,42.5414,41.6359,41.705,29916636.0
2019-06-02,42.2728,42.5414,41.6359,41.705,29916636.0
2019-06-03,41.9582,43.3471,41.8654,43.2627,19518703.0
2019-06-04,43.4315,43.7231,42.9136,43.1399,15201156.0
2019-06-05,43.3701,44.03,43.3548,43.7615,11522941.0
2019-06-06,43.7461,44.3638,43.7461,44.1528,9906903.0
2019-06-07,44.5058,44.6108,43.8535,43.9226,11656623.0
2019-06-08,44.5058,44.6108,43.8535,43.9226,11656623.0
2019-06-09,44.5058,44.6108,43.8535,43.9226,11656623.0
2019-06-10,44.0224,44.0224,42.9327,43.0862,14955402.0
2019-06-11,43.3548,44.0454,43.1092,43.608,15378958.0
2019-06-12,43.7384,44.172,43.7384,44.0147,11910999.0
2019-06-13,44.1221,44.3063,44.0224,44.2142,9218887.0
2019-06-14,44.2602,44.9355,44.1375,44.7206,11826643.0
2019-06-15,44.2602,44.9355,44.1375,44.7206,11826643.0
2019-06-16,44.2602,44.9355,44.1375,44.7206,11826643.0
2019-06-17,44.6286,44.759,43.9226,44.2219,11026990.0
2019-06-18,44.3677,44.502,43.8574,43.9917,12257478.0
2019-06-19,44.0377,44.3907,43.8766,44.2219,10516401.0
2019-06-20,44.4291,44.4674,43.6847,43.9993,15302828.0
2019-06-21,43.8075,44.4444,43.8075,44.3293,22474321.0
2019-06-22,43.8075,44.4444,43.8075,44.3293,22474321.0
2019-06-23,43.8075,44.4444,43.8075,44.3293,22474321.0
2019-06-24,44.4904,45.0161,44.4521,44.713,9141816.0
2019-06-25,44.6439,44.7053,44.4367,44.5058,10571659.0
2019-06-26,44.6362,44.6746,43.6771,43.7308,15042123.0
2019-06-27,43.8612,44.0224,43.6233,43.9303,9123323.0
2019-06-28,43.9073,44.0684,43.608,43.8382,14604017.0
2019-06-29,43.9073,44.0684,43.608,43.8382,14604017.0
2019-06-30,43.9073,44.0684,43.608,43.8382,14604017.0
2019-07-01,44.0607,44.0607,43.4315,43.4776,15830013.0
2019-07-02,43.6464,44.6209,43.5927,44.6055,14986780.0
2019-07-03,44.5979,44.6976,44.2449,44.6055,8437771.0
2019-07-04,44.5979,44.6976,44.2449,44.6055,8437771.0
2019-07-05,44.5672,44.8994,44.3293,44.7437,6938475.0
2019-07-06,44.5672,44.8994,44.3293,44.7437,6938475.0
2019-07-07,44.5672,44.8994,44.3293,44.7437,6938475.0
2019-07-08,44.4751,44.736,44.36,44.4214,12048203.0
2019-07-09,44.1597,44.1907,43.6247,43.741,16733672.0
2019-07-10,43.9658,44.2838,43.8805,44.1985,10901461.0
2019-07-11,44.3691,44.5009,43.9193,44.1364,10045753.0
2019-07-12,44.245,44.4078,44.0822,44.3458,9669824.0
2019-07-13,44.245,44.4078,44.0822,44.3458,9669824.0
2019-07-14,44.245,44.4078,44.0822,44.3458,9669824.0
2019-07-15,44.4233,44.8188,44.3458,44.6482,11734393.0
2019-07-16,44.687,44.7661,44.5086,44.5164,10556199.0
2019-07-17,44.6327,44.7386,44.2683,44.3691,7916651.0
2019-07-18,44.3691,44.4466,44.0279,44.3613,7551137.0
2019-07-19,44.4931,44.5552,43.865,43.8805,12240345.0
2019-07-20,44.4931,44.5552,43.865,43.8805,12240345.0
2019-07-21,44.4931,44.5552,43.865,43.8805,12240345.0
2019-07-22,43.8573,43.8728,42.9113,43.0353,15258027.0
2019-07-23,42.9966,43.14,42.3065,43.0198,14093467.0
2019-07-24,43.1206,43.6126,42.9733,43.3998,11173898.0
2019-07-25,43.5549,43.8961,43.3765,43.7022,11006063.0
2019-07-26,43.7953,44.3768,43.4231,44.2605,12333118.0
2019-07-27,43.7953,44.3768,43.4231,44.2605,12333118.0
2019-07-28,43.7953,44.3768,43.4231,44.2605,12333118.0
2019-07-29,44.2683,44.5358,44.0666,44.4854,10165711.0
2019-07-30,44.4388,44.6637,43.8495,43.9116,13329304.0
2019-07-31,43.8495,43.9775,42.5856,42.857,24396174.0
2019-08-01,44.2838,44.4233,42.826,42.8492,18677002.0
2019-08-02,42.7329,43.6557,42.4693,43.1051,17458792.0
2019-08-03,42.7329,43.6557,42.4693,43.1051,17458792.0
2019-08-04,42.7329,43.6557,42.4693,43.1051,17458792.0
2019-08-05,42.8803,43.3455,42.5934,42.8182,18941506.0
2019-08-06,42.8182,43.0741,42.2328,42.6864,18747888.0
2019-08-07,42.4538,43.0509,42.1901,42.7174,11865455.0
2019-08-08,42.9268,43.2881,42.6399,43.2835,11335860.0
2019-08-09,43.1517,43.4696,43.0082,43.2525,8948021.0
2019-08-10,43.1517,43.4696,43.0082,43.2525,8948021.0
2019-08-11,43.1517,43.4696,43.0082,43.2525,8948021.0
2019-08-12,43.3067,43.3378,42.7019,43.1827,10635606.0
2019-08-13,43.1439,43.8108,43.0509,43.71,11084928.0
2019-08-14,43.4541,43.8263,43.0276,43.2059,15041167.0
2019-08-15,43.0586,43.8728,42.9733,43.6557,12123992.0
2019-08-16,43.7875,43.9581,43.4735,43.9271,11923467.0
2019-08-17,43.7875,43.9581,43.4735,43.9271,11923467.0
2019-08-18,43.7875,43.9581,43.4735,43.9271,11923467.0
2019-08-19,44.1752,44.5862,43.9581,44.1985,11011910.0
2019-08-20,44.1209,44.1985,43.6092,43.6324,9892768.0
2019-08-21,44.0279,44.0279,43.5083,43.8805,7638295.0
2019-08-22,43.9271,44.1674,43.6789,44.0279,9272475.0
2019-08-23,44.0356,44.1287,43.1284,43.361,13203639.0
2019-08-24,44.0356,44.1287,43.1284,43.361,13203639.0
2019-08-25,44.0356,44.1287,43.1284,43.361,13203639.0
2019-08-26,43.4308,43.9891,43.2823,43.9736,9487220.0
2019-08-27,44.5862,44.7102,44.338,44.338,16954028.0
2019-08-28,44.3535,45.0669,44.2838,44.9351,15245576.0
2019-08-29,45.16,45.2143,44.4854,44.9274,8538415.0
2019-08-30,44.9661,45.2879,44.8963,45.0979,9962934.0
2019-08-31,44.9661,45.2879,44.8963,45.0979,9962934.0
2019-09-01,44.9661,45.2879,44.8963,45.0979,9962934.0
2019-09-02,44.9661,45.2879,44.8963,45.0979,9962934.0
2019-09-03,44.8963,45.1212,44.656,45.0049,10470257.0
2019-09-04,45.16,45.3988,44.9429,45.1135,9246418.0
2019-09-05,45.4236,45.4624,45.1173,45.4314,9235025.0
2019-09-06,45.5089,45.8268,45.3383,45.7958,8920240.0
2019-09-07,45.5089,45.8268,45.3383,45.7958,8920240.0
2019-09-08,45.5089,45.8268,45.3383,45.7958,8920240.0
2019-09-09,46.1292,46.1525,45.4701,45.4856,12848690.0
2019-09-10,45.9431,46.3696,45.5826,46.2998,13987012.0
2019-09-11,46.4472,46.6643,46.1525,46.6255,12241522.0
2019-09-12,46.6022,46.9512,46.5092,46.8581,9491370.0
2019-09-13,46.5867,46.8736,46.3153,46.4937,10719276.0
2019-09-14,46.5867,46.8736,46.3153,46.4937,10719276.0
2019-09-15,46.5867,46.8736,46.3153,46.4937,10719276.0
2019-09-16,46.4704,46.5169,45.8966,46.137,10950528.0
2019-09-17,45.9974,46.4472,45.9974,46.4239,8904038.0
2019-09-18,46.2223,46.5059,46.0439,46.4704,8660008.0
2019-09-19,46.5092,46.831,46.3696,46.5092,7771657.0
2019-09-20,46.7341,46.8194,46.5014,46.7496,21409603.0
2019-09-21,46.7341,46.8194,46.5014,46.7496,21409603.0
2019-09-22,46.7341,46.8194,46.5014,46.7496,21409603.0
2019-09-23,46.6255,47.0597,46.4704,46.6875,9427872.0
2019-09-24,46.9512,47.3001,46.8426,46.9202,13363238.0
2019-09-25,46.9744,47.0365,46.61,46.7341,9720826.0
2019-09-26,46.6333,47.0442,46.579,46.8659,7458621.0
2019-09-27,46.9589,47.0675,46.5402,46.7573,7799072.0
2019-09-28,46.9589,47.0675,46.5402,46.7573,7799072.0
2019-09-29,46.9589,47.0675,46.5402,46.7573,7799072.0
2019-09-30,46.9047,47.2187,46.7806,46.8038,9835210.0
2019-10-01,46.8349,46.8581,46.3774,46.4084,12518946.0
2019-10-02,46.2921,46.3076,45.5322,45.6795,12161357.0
2019-10-03,45.7493,45.8423,45.2298,45.757,10144961.0
2019-10-04,45.726,46.5092,45.7183,46.4472,10182446.0
2019-10-05,45.726,46.5092,45.7183,46.4472,10182446.0
2019-10-06,45.726,46.5092,45.7183,46.4472,10182446.0
2019-10-07,46.4627,46.9822,46.4472,46.7186,13881995.0
2019-10-08,46.6177,46.672,45.9742,46.3076,14327040.0
2019-10-09,46.5387,46.5779,46.1705,46.3977,10662960.0
2019-10-10,46.429,47.0205,46.382,46.8756,12102069.0
2019-10-11,47.0088,47.3026,46.9226,46.954,11354911.0
2019-10-12,47.0088,47.3026,46.9226,46.954,11354911.0
2019-10-13,47.0088,47.3026,46.9226,46.954,11354911.0
2019-10-14,46.954,46.9931,46.6641,46.6954,7639672.0
2019-10-15,46.7581,47.5494,46.6954,47.4397,11822123.0
2019-10-16,47.1185,47.33,46.9696,47.236,9330895.0
2019-10-17,47.189,47.3457,47.1342,47.33,7336510.0
2019-10-18,47.2813,48.0273,47.2517,47.8315,12346320.0
2019-10-19,47.2813,48.0273,47.2517,47.8315,12346320.0
2019-10-20,47.2813,48.0273,47.2517,47.8315,12346320.0
2019-10-21,47.8001,47.9725,47.522,47.5964,11441814.0
2019-10-22,47.9725,47.9725,47.4084,47.6121,9802244.0
2019-10-23,47.4789,48.043,47.4397,47.6983,10461906.0
2019-10-24,47.6983,47.8079,47.33,47.4632,11215278.0
2019-10-25,47.4789,47.6983,46.3898,47.2987,15036377.0
2019-10-26,47.4789,47.6983,46.3898,47.2987,15036377.0
2019-10-27,47.4789,47.6983,46.3898,47.2987,15036377.0
2019-10-28,47.3614,47.5232,47.0362,47.1498,14621418.0
2019-10-29,47.095,47.2595,47.0636,47.1577,10619891.0
2019-10-30,47.3692,47.8471,47.33,47.6512,12136518.0
2019-10-31,47.6356,47.6512,47.0871,47.377,12226604.0
2019-11-01,48.0195,48.0587,47.1342,47.2987,9629052.0
2019-11-02,48.0195,48.0587,47.1342,47.2987,9629052.0
2019-11-03,48.0195,48.0587,47.1342,47.2987,9629052.0
2019-11-04,46.7581,47.4858,46.6562,46.9069,10133313.0
2019-11-05,46.7738,46.9069,46.4995,46.6171,10645428.0
2019-11-06,46.7738,47.1106,46.7213,47.1106,9287592.0
2019-11-07,47.2125,47.4632,46.9735,47.424,14604422.0
2019-11-08,47.048,47.1342,46.194,46.4995,17645422.0
2019-11-09,47.048,47.1342,46.194,46.4995,17645422.0
2019-11-10,47.048,47.1342,46.194,46.4995,17645422.0
2019-11-11,46.4604,46.7659,46.3875,46.7032,7754152.0
2019-11-12,46.9383,46.9618,46.335,46.476,7712812.0
2019-11-13,46.3428,46.6327,46.0686,46.5465,10299580.0
2019-11-14,46.1705,46.4917,46.1,46.4917,9531143.0
2019-11-15,46.6014,46.6406,46.2723,46.6249,11759002.0
2019-11-16,46.6014,46.6406,46.2723,46.6249,11759002.0
2019-11-17,46.6014,46.6406,46.2723,46.6249,11759002.0
2019-11-18,46.5857,46.5857,46.2606,46.57,10165241.0
2019-11-19,46.5622,46.8129,46.4447,46.6171,10493734.0
2019-11-20,46.6092,46.7424,46.2958,46.6014,12363284.0
2019-11-21,46.7032,46.7659,46.4369,46.7032,8055988.0
2019-11-22,46.7424,47.0323,46.7424,46.8129,10741286.0
2019-11-23,46.7424,47.0323,46.7424,46.8129,10741286.0
2019-11-24,46.7424,47.0323,46.7424,46.8129,10741286.0
2019-11-25,46.8756,46.8944,46.3938,46.523,10646816.0
2019-11-26,46.6562,46.9383,46.3272,46.9226,11948568.0
2019-11-27,47.0166,47.2203,47.001,47.0871,8796408.0
2019-11-28,47.0166,47.2203,47.001,47.0871,8796408.0
2019-11-29,47.1342,47.424,47.1342,47.1968,6791427.0
2019-11-30,47.1342,47.424,47.1342,47.1968,6791427.0
2019-12-01,47.1342,47.424,47.1342,47.1968,6791427.0
2019-12-02,47.1655,47.189,46.7189,46.9775,9143324.0
2019-12-03,47.001,47.1655,46.6797,47.1185,10577991.0
2019-12-04,47.0245,47.5024,46.8913,47.424,8238341.0
2019-12-05,47.5024,47.7296,47.2556,47.6512,9812785.0
2019-12-06,47.7923,48.0117,47.7218,47.9411,9297383.0
2019-12-07,47.7923,48.0117,47.7218,47.9411,9297383.0
2019-12-08,47.7923,48.0117,47.7218,47.9411,9297383.0
2019-12-09,47.7766,47.8785,47.6904,47.8001,9490329.0
2019-12-10,47.9098,47.9725,47.6277,47.9725,8291060.0
2019-12-11,48.0743,48.1238,47.7844,47.855,9659014.0
2019-12-12,47.8706,48.2859,47.8706,47.9255,8571629.0
2019-12-13,47.8863,47.9411,47.2047,47.6434,10585995.0
2019-12-14,47.8863,47.9411,47.2047,47.6434,10585995.0
2019-12-15,47.8863,47.9411,47.2047,47.6434,10585995.0
2019-12-16,47.5807,48.0038,47.5651,47.9725,11496363.0
2019-12-17,48.1057,48.3446,48.0665,48.1762,13648971.0
2019-12-18,48.1919,48.3407,47.6512,47.6826,17294396.0
2019-12-19,47.7139,47.8902,47.5455,47.6356,13561204.0
2019-12-20,48.1527,48.7481,47.902,48.6306,42978490.0
2019-12-21,48.1527,48.7481,47.902,48.6306,42978490.0
2019-12-22,48.1527,48.7481,47.902,48.6306,42978490.0
2019-12-23,48.5836,48.6932,48.043,48.1057,9478096.0
2019-12-24,48.1527,48.1527,47.8079,48.0117,6640141.0
2019-12-25,48.1527,48.1527,47.8079,48.0117,6640141.0
2019-12-26,48.0117,48.0822,47.8785,48.0195,8119017.0
2019-12-27,48.0978,48.278,47.9881,48.2075,8167014.0
2019-12-28,48.0978,48.278,47.9881,48.2075,8167014.0
2019-12-29,48.0978,48.278,47.9881,48.2075,8167014.0
2019-12-30,48.3015,48.3321,47.8589,47.9568,6765687.0
2019-12-31,47.9568,48.1057,47.7453,48.1057,8469384.0
2020-01-01,47.9568,48.1057,47.7453,48.1057,8469384.0
2020-01-02,48.09,48.1448,47.6434,47.8315,11021236.0
2020-01-03,47.471,47.6277,47.0636,47.3222,13263518.0
2020-01-04,47.471,47.6277,47.0636,47.3222,13263518.0
2020-01-05,47.471,47.6277,47.0636,47.3222,13263518.0
2020-01-06,47.095,47.471,47.0715,47.2203,15096549.0
2020-01-07,47.0871,47.1459,46.6797,46.6954,14794958.0
2020-01-08,46.7502,47.0871,46.7189,46.7816,15929733.0
2020-01-09,46.6193,47.023,46.5481,46.5876,20138473.0
2020-01-10,46.7222,46.9439,46.5797,46.6985,11788294.0
2020-01-11,46.7222,46.9439,46.5797,46.6985,11788294.0
2020-01-12,46.7222,46.9439,46.5797,46.6985,11788294.0
2020-01-13,46.7222,46.9993,46.5322,46.8251,14160347.0
2020-01-14,46.7064,46.8093,46.5164,46.7381,12699380.0
2020-01-15,46.9043,47.0389,46.6035,46.7856,10291318.0
2020-01-16,47.0072,47.3793,46.8806,47.2368,10689809.0
2020-01-17,47.2526,47.6168,47.213,47.6009,15616142.0
2020-01-18,47.2526,47.6168,47.213,47.6009,15616142.0
2020-01-19,47.2526,47.6168,47.213,47.6009,15616142.0
2020-01-20,47.2526,47.6168,47.213,47.6009,15616142.0
2020-01-21,47.6564,47.8701,47.5772,47.7513,12857645.0
2020-01-22,47.8543,48.1472,47.7197,47.878,8847068.0
2020-01-23,47.7988,47.9176,47.498,47.9018,11108977.0
2020-01-24,47.8938,48.0205,47.5851,47.7197,10183006.0
2020-01-25,47.8938,48.0205,47.5851,47.7197,10183006.0
2020-01-26,47.8938,48.0205,47.5851,47.7197,10183006.0
2020-01-27,47.3714,47.783,47.1972,47.4268,11482273.0
2020-01-28,47.4822,48.2897,47.3951,48.0522,15367468.0
2020-01-29,48.1709,48.2263,47.0547,47.126,13424493.0
2020-01-30,46.4689,47.0151,46.1839,46.9914,16719648.0
2020-01-31,46.9755,47.5376,46.7935,47.0547,14283612.0
2020-02-01,46.9755,47.5376,46.7935,47.0547,14283612.0
2020-02-02,46.9755,47.5376,46.7935,47.0547,14283612.0
2020-02-03,47.1893,47.2447,45.9227,45.9543,15571012.0
2020-02-04,45.9702,46.366,45.6377,46.1443,13924580.0
2020-02-05,46.3343,46.8568,46.2472,46.8093,10271863.0
2020-02-06,46.8647,47.2368,46.7539,47.0547,10283701.0
2020-02-07,47.2289,47.6168,47.1339,47.4505,9418323.0
2020-02-08,47.2289,47.6168,47.1339,47.4505,9418323.0
2020-02-09,47.2289,47.6168,47.1339,47.4505,9418323.0
2020-02-10,47.4426,47.688,47.316,47.688,8270243.0
2020-02-11,47.6484,47.7751,46.1206,46.461,22488196.0
2020-02-12,46.3739,46.5956,46.0098,46.0968,20937985.0
2020-02-13,46.2077,46.5679,45.8752,46.4293,19460059.0
2020-02-14,46.4689,46.5579,46.1364,46.3185,9138943.0
2020-02-15,46.4689,46.5579,46.1364,46.3185,9138943.0
2020-02-16,46.4689,46.5579,46.1364,46.3185,9138943.0
2020-02-17,46.4689,46.5579,46.1364,46.3185,9138943.0
2020-02-18,46.5164,46.5164,45.7643,45.8435,12431578.0
2020-02-19,46.0177,46.3739,45.7248,46.0889,13642762.0
2020-02-20,45.986,46.1997,45.8673,45.986,16748577.0
2020-02-21,45.8435,46.1127,45.7564,46.0731,15704333.0
2020-02-22,45.8435,46.1127,45.7564,46.0731,15704333.0
2020-02-23,45.8435,46.1127,45.7564,46.0731,15704333.0
2020-02-24,46.0493,46.461,45.8989,45.9068,18520940.0
2020-02-25,45.9464,46.2275,45.0123,45.2181,19384914.0
2020-02-26,45.4239,45.8118,45.044,45.234,16804638.0
2020-02-27,44.949,45.4239,43.5636,43.5874,25907206.0
2020-02-28,42.5424,42.8907,41.3075,42.8749,45881218.0
2020-02-29,42.5424,42.8907,41.3075,42.8749,45881218.0
2020-03-01,42.5424,42.8907,41.3075,42.8749,45881218.0
