,KR US Equity,KR US Equity,KR US Equity,KR US Equity,KR US Equity
2021-05-02,34.6532,34.7185,34.0282,34.0842,9032409.0
2021-05-03,34.1588,35.0497,34.1402,34.8678,6919834.0
2021-05-04,33.8603,34.3174,33.2074,33.4779,10632370.0
2021-05-05,33.5245,34.0749,33.3846,34.0189,7250965.0
2021-05-06,34.1588,35.53,34.0143,35.1569,10428619.0
2021-05-07,35.017,35.3342,34.7838,35.1942,8050144.0
2021-05-08,35.017,35.3342,34.7838,35.1942,8050144.0
2021-05-09,35.017,35.3342,34.7838,35.1942,8050144.0
2021-05-10,35.3155,36.4442,35.2894,36.2483,9773080.0
2021-05-11,36.1923,36.6214,35.6606,35.8379,14766833.0
2021-05-12,35.7819,35.8192,34.1309,34.1682,9749224.0
2021-05-13,34.1682,34.8712,34.1307,34.5056,6646257.0
2021-05-14,34.6087,35.1196,34.5056,34.8712,6692596.0
2021-05-15,34.6087,35.1196,34.5056,34.8712,6692596.0
2021-05-16,34.6087,35.1196,34.5056,34.8712,6692596.0
2021-05-17,35.0212,35.7477,34.9368,35.0493,5950192.0
2021-05-18,35.1712,35.4618,34.5666,34.8712,8218544.0
2021-05-19,34.6087,34.7494,33.9432,34.1213,7416486.0
2021-05-20,34.0276,34.215,33.662,34.0838,4508582.0
2021-05-21,34.0088,34.5619,33.9807,34.2994,8621531.0
2021-05-22,34.0088,34.5619,33.9807,34.2994,8621531.0
2021-05-23,34.0088,34.5619,33.9807,34.2994,8621531.0
2021-05-24,34.3275,34.8478,34.1775,34.3088,5077092.0
2021-05-25,34.3088,34.4025,34.0557,34.1775,4040668.0
2021-05-26,33.9432,34.2994,33.9338,34.1119,4949970.0
2021-05-27,34.3463,34.7681,33.9057,34.0182,16336390.0
2021-05-28,34.2244,34.9087,34.1682,34.665,11357086.0
2021-05-29,34.2244,34.9087,34.1682,34.665,11357086.0
2021-05-30,34.2244,34.9087,34.1682,34.665,11357086.0
2021-05-31,34.2244,34.9087,34.1682,34.665,11357086.0
2021-06-01,34.9603,35.0962,34.7634,34.9462,7065407.0
2021-06-02,34.9462,35.5836,34.6931,35.5743,7705661.0
2021-06-03,35.5649,36.1555,35.5274,36.0805,7938701.0
2021-06-04,36.0711,36.3382,35.668,36.1929,7792344.0
2021-06-05,36.0711,36.3382,35.668,36.1929,7792344.0
2021-06-06,36.0711,36.3382,35.668,36.1929,7792344.0
2021-06-07,36.2773,36.6054,36.1461,36.5304,5715852.0
2021-06-08,36.5585,37.0835,36.4039,36.4554,6624723.0
2021-06-09,36.3711,36.3711,35.818,35.8836,6905542.0
2021-06-10,36.0711,36.746,35.8414,36.3617,6373736.0
2021-06-11,36.4179,36.5023,36.0383,36.2867,5034842.0
2021-06-12,36.4179,36.5023,36.0383,36.2867,5034842.0
2021-06-13,36.4179,36.5023,36.0383,36.2867,5034842.0
2021-06-14,36.4367,36.4367,35.6586,35.9961,5843354.0
2021-06-15,35.9961,35.9961,35.2328,35.4993,10660029.0
2021-06-16,35.3774,35.5977,35.0774,35.1993,11134318.0
2021-06-17,35.2181,37.1397,34.4681,36.7273,22228369.0
2021-06-18,36.6054,36.746,35.7899,36.3242,16210760.0
2021-06-19,36.6054,36.746,35.7899,36.3242,16210760.0
2021-06-20,36.6054,36.746,35.7899,36.3242,16210760.0
2021-06-21,36.5492,37.2663,36.118,37.1022,10839390.0
2021-06-22,36.9429,37.5662,36.7929,37.3366,9237165.0
2021-06-23,37.3178,37.3366,36.7273,36.7366,5770493.0
2021-06-24,36.7085,36.9804,36.4648,36.6991,5050865.0
2021-06-25,36.6991,36.9616,36.6054,36.7554,5930014.0
2021-06-26,36.6991,36.9616,36.6054,36.7554,5930014.0
2021-06-27,36.6991,36.9616,36.6054,36.7554,5930014.0
2021-06-28,36.6242,36.9522,36.4976,36.896,5939604.0
2021-06-29,36.8866,37.2288,36.3523,36.4179,5575737.0
2021-06-30,36.4742,36.6054,35.7805,35.9117,9055842.0
2021-07-01,35.818,36.118,35.5743,35.743,5589660.0
2021-07-02,35.8649,36.3664,35.8649,35.968,6049015.0
2021-07-03,35.8649,36.3664,35.8649,35.968,6049015.0
2021-07-04,35.8649,36.3664,35.8649,35.968,6049015.0
2021-07-05,35.8649,36.3664,35.8649,35.968,6049015.0
2021-07-06,35.7617,35.7617,35.0212,35.0681,9161469.0
2021-07-07,35.0681,35.6023,34.9275,35.2837,4778140.0
2021-07-08,35.1056,35.7805,35.0962,35.5086,5706107.0
2021-07-09,35.668,36.043,35.4805,35.8742,5033415.0
2021-07-10,35.668,36.043,35.4805,35.8742,5033415.0
2021-07-11,35.668,36.043,35.4805,35.8742,5033415.0
2021-07-12,35.8367,36.1273,35.7242,35.9117,4392392.0
2021-07-13,35.9024,36.1836,35.4805,35.6868,4576686.0
2021-07-14,35.6586,36.1789,35.5461,35.9211,7317869.0
2021-07-15,35.9867,36.5773,35.9867,36.4086,11655128.0
2021-07-16,36.4648,37.1772,36.3711,36.896,8131491.0
2021-07-17,36.4648,37.1772,36.3711,36.896,8131491.0
2021-07-18,36.4648,37.1772,36.3711,36.896,8131491.0
2021-07-19,36.8585,38.6114,36.7929,38.4989,13948058.0
2021-07-20,38.4427,38.902,37.7022,38.0302,9975313.0
2021-07-21,38.1146,38.1709,37.5147,37.599,5609919.0
2021-07-22,37.4959,37.5053,36.896,37.2428,6523747.0
2021-07-23,37.2522,37.4069,36.9616,37.3928,4924760.0
2021-07-24,37.2522,37.4069,36.9616,37.3928,4924760.0
2021-07-25,37.2522,37.4069,36.9616,37.3928,4924760.0
2021-07-26,37.4397,37.8803,37.2522,37.2991,4875797.0
2021-07-27,37.2053,37.5897,37.0038,37.5241,4019536.0
2021-07-28,37.4959,37.6647,37.2522,37.5241,3897649.0
2021-07-29,37.7584,38.4474,37.5428,38.1709,4962434.0
2021-07-30,38.2459,39.3239,38.0677,38.1521,9505380.0
2021-07-31,38.2459,39.3239,38.0677,38.1521,9505380.0
2021-08-01,38.2459,39.3239,38.0677,38.1521,9505380.0
2021-08-02,38.199,38.5599,37.7115,38.4427,5233769.0
2021-08-03,38.3865,40.0738,38.274,39.9519,10301962.0
2021-08-04,39.8394,40.0644,39.1692,39.2957,5364089.0
2021-08-05,39.5113,39.7832,39.202,39.2489,4245951.0
2021-08-06,39.3145,39.5396,38.9583,39.1364,4237984.0
2021-08-07,39.3145,39.5396,38.9583,39.1364,4237984.0
2021-08-08,39.3145,39.5396,38.9583,39.1364,4237984.0
2021-08-09,39.2301,39.7457,39.1176,39.6332,4509884.0
2021-08-10,39.7082,40.505,39.5676,40.1019,5590924.0
2021-08-11,40.0363,40.4675,39.905,40.3081,5149565.0
2021-08-12,40.4306,40.4965,40.0632,40.1668,4293000.0
2021-08-13,40.2139,40.4871,40.0444,40.327,3587241.0
2021-08-14,40.2139,40.4871,40.0444,40.327,3587241.0
2021-08-15,40.2139,40.4871,40.0444,40.327,3587241.0
2021-08-16,40.3741,40.9864,40.2139,40.9299,5459564.0
2021-08-17,41.2125,42.9363,41.1371,42.8044,14008636.0
2021-08-18,42.616,43.6993,42.5124,43.5769,11777798.0
2021-08-19,43.4167,44.1185,43.0117,43.266,11885450.0
2021-08-20,43.2943,44.2834,43.0588,44.2174,6685883.0
2021-08-21,43.2943,44.2834,43.0588,44.2174,6685883.0
2021-08-22,43.2943,44.2834,43.0588,44.2174,6685883.0
2021-08-23,44.274,44.4435,43.6334,44.029,5802870.0
2021-08-24,44.0479,44.2033,42.9834,43.0965,6978393.0
2021-08-25,43.0965,43.6334,42.8986,43.1436,5368147.0
2021-08-26,43.1059,43.1436,42.4371,42.5501,7359121.0
2021-08-27,42.5689,42.9928,42.324,42.8515,3701278.0
2021-08-28,42.5689,42.9928,42.324,42.8515,3701278.0
2021-08-29,42.5689,42.9928,42.324,42.8515,3701278.0
2021-08-30,42.8798,43.9126,42.7573,43.5204,5840796.0
2021-08-31,43.6051,43.7511,42.9834,43.3602,8581641.0
2021-09-01,43.2566,43.3696,42.6773,43.087,6880645.0
2021-09-02,43.3225,45.2065,43.2001,44.566,12095943.0
2021-09-03,44.3211,44.5,43.8783,43.9443,5460415.0
2021-09-04,44.3211,44.5,43.8783,43.9443,5460415.0
2021-09-05,44.3211,44.5,43.8783,43.9443,5460415.0
2021-09-06,44.3211,44.5,43.8783,43.9443,5460415.0
2021-09-07,44.0385,44.0761,43.2613,43.3225,7706810.0
2021-09-08,43.4638,44.1986,43.1907,43.6051,8348990.0
2021-09-09,43.3791,43.6758,42.5878,43.4544,9825816.0
2021-09-10,42.1262,42.2581,39.4886,40.1951,25247259.0
2021-09-11,42.1262,42.2581,39.4886,40.1951,25247259.0
2021-09-12,42.1262,42.2581,39.4886,40.1951,25247259.0
2021-09-13,40.3176,41.0523,40.1668,40.3929,9335828.0
2021-09-14,40.506,40.5813,39.1966,39.3661,11345046.0
2021-09-15,39.319,39.7853,38.6879,38.7162,10541267.0
2021-09-16,38.7727,39.3473,38.2546,38.4995,10108188.0
2021-09-17,38.3865,39.0056,38.2923,38.5654,26090715.0
2021-09-18,38.3865,39.0056,38.2923,38.5654,26090715.0
2021-09-19,38.3865,39.0056,38.2923,38.5654,26090715.0
2021-09-20,38.151,38.7821,37.8307,38.0662,7950943.0
2021-09-21,38.2263,38.5749,37.906,38.1039,6492869.0
2021-09-22,38.3205,38.3394,37.6941,37.7742,6155922.0
2021-09-23,37.8966,38.1792,37.5481,37.8495,7241635.0
2021-09-24,37.906,38.5843,37.6329,37.6611,7089883.0
2021-09-25,37.906,38.5843,37.6329,37.6611,7089883.0
2021-09-26,37.906,38.5843,37.6329,37.6611,7089883.0
2021-09-27,37.68,38.6681,37.6517,37.8589,7591176.0
2021-09-28,37.9626,38.6267,37.8872,38.1604,7734622.0
2021-09-29,38.1227,39.2248,38.085,38.9422,8553552.0
2021-09-30,38.9988,39.1777,38.0379,38.085,7758148.0
2021-10-01,38.0568,38.085,36.7285,36.8698,9587808.0
2021-10-02,38.0568,38.085,36.7285,36.8698,9587808.0
2021-10-03,38.0568,38.085,36.7285,36.8698,9587808.0
2021-10-04,36.8322,37.4162,36.8039,37.3314,8508716.0
2021-10-05,37.0912,37.7082,37.0912,37.5669,7347984.0
2021-10-06,37.6329,37.8684,36.7285,37.2561,6908731.0
2021-10-07,37.3032,37.7271,37.1289,37.209,5630987.0
2021-10-08,37.1053,37.501,37.0299,37.1807,4012313.0
2021-10-09,37.1053,37.501,37.0299,37.1807,4012313.0
2021-10-10,37.1053,37.501,37.0299,37.1807,4012313.0
2021-10-11,37.143,37.7082,36.997,37.2843,4855140.0
2021-10-12,37.3785,38.0464,37.2655,37.5198,5249509.0
2021-10-13,37.8401,37.9531,37.0535,37.1807,4319450.0
2021-10-14,37.1524,37.3785,36.7521,36.851,5873861.0
2021-10-15,36.9028,37.1713,36.2387,36.3517,6922859.0
2021-10-16,36.9028,37.1713,36.2387,36.3517,6922859.0
2021-10-17,36.9028,37.1713,36.2387,36.3517,6922859.0
2021-10-18,36.2575,37.063,36.0032,36.9358,7190555.0
2021-10-19,36.9358,37.0479,36.0597,36.8039,5396263.0
2021-10-20,36.9546,37.3314,36.7474,37.0394,5366269.0
2021-10-21,37.2749,37.501,36.8793,37.0206,3970502.0
2021-10-22,37.0959,37.9249,37.0922,37.8966,7945266.0
2021-10-23,37.0959,37.9249,37.0922,37.8966,7945266.0
2021-10-24,37.0959,37.9249,37.0922,37.8966,7945266.0
2021-10-25,37.9814,38.3725,37.7553,37.9908,5515423.0
2021-10-26,38.0097,38.0285,37.435,37.6423,4180845.0
2021-10-27,37.9626,38.0097,37.1572,37.1901,3954273.0
2021-10-28,37.1336,37.4209,36.9075,37.3879,3857021.0
2021-10-29,37.2843,38.0379,37.1901,37.6988,6012464.0
2021-10-30,37.2843,38.0379,37.1901,37.6988,6012464.0
2021-10-31,37.2843,38.0379,37.1901,37.6988,6012464.0
2021-11-01,37.8118,38.151,37.4821,38.1039,5251820.0
2021-11-02,38.3865,38.9234,37.8307,38.3394,5786424.0
2021-11-03,38.8857,40.4683,38.8198,40.4589,10831899.0
2021-11-04,40.2234,40.9675,39.9408,40.9016,7479665.0
2021-11-05,40.9393,41.0429,39.5451,39.8654,6137307.0
2021-11-06,40.9393,41.0429,39.5451,39.8654,6137307.0
2021-11-07,40.9393,41.0429,39.5451,39.8654,6137307.0
2021-11-08,39.7618,39.9878,38.9799,39.2814,4899804.0
2021-11-09,39.385,39.8183,39.2154,39.498,3441493.0
2021-11-10,39.4698,40.035,39.2154,40.0067,3977887.0
2021-11-11,39.9596,40.2705,39.6346,39.8183,4817104.0
2021-11-12,39.8562,40.4431,39.6668,40.1686,3677917.0
2021-11-13,39.8562,40.4431,39.6668,40.1686,3677917.0
2021-11-14,39.8562,40.4431,39.6668,40.1686,3677917.0
2021-11-15,40.1686,40.6119,39.9603,40.3863,4050784.0
2021-11-16,40.0076,40.0834,39.2881,39.468,6231137.0
2021-11-17,39.4112,39.4491,38.4266,38.4834,10087197.0
2021-11-18,38.6065,39.3165,38.4834,39.1935,4353250.0
2021-11-19,39.2976,39.6574,38.5781,38.7107,7031502.0
2021-11-20,39.2976,39.6574,38.5781,38.7107,7031502.0
2021-11-21,39.2976,39.6574,38.5781,38.7107,7031502.0
2021-11-22,39.0231,40.7839,38.9663,40.5757,6712917.0
2021-11-23,40.4999,41.0679,40.1496,40.765,5143153.0
2021-11-24,40.765,40.7765,40.0455,40.2727,4706884.0
2021-11-25,40.765,40.7765,40.0455,40.2727,4706884.0
2021-11-26,40.2348,41.6265,40.2348,40.8407,7507222.0
2021-11-27,40.2348,41.6265,40.2348,40.8407,7507222.0
2021-11-28,40.2348,41.6265,40.2348,40.8407,7507222.0
2021-11-29,40.5283,41.0679,40.0644,40.0928,5960008.0
2021-11-30,39.9224,40.4621,39.1745,39.3165,13104002.0
2021-12-01,39.3165,39.5532,38.0385,38.0669,8947858.0
2021-12-02,40.197,43.2454,39.5059,42.2703,26027474.0
2021-12-03,42.6016,42.7152,40.6467,41.1153,12398492.0
2021-12-04,42.6016,42.7152,40.6467,41.1153,12398492.0
2021-12-05,42.6016,42.7152,40.6467,41.1153,12398492.0
2021-12-06,41.5508,43.1507,41.2289,42.7057,10308223.0
2021-12-07,42.6773,43.2122,42.5022,42.6679,6616178.0
2021-12-08,42.6679,43.1602,39.8467,40.5283,18433306.0
2021-12-09,40.623,41.494,40.6041,41.352,8312862.0
2021-12-10,41.3236,42.2987,41.1437,42.2229,7090041.0
2021-12-11,41.3236,42.2987,41.1437,42.2229,7090041.0
2021-12-12,41.3236,42.2987,41.1437,42.2229,7090041.0
2021-12-13,42.0241,43.5152,41.8537,43.198,8903614.0
2021-12-14,43.2075,44.4193,42.6253,43.1507,6991720.0
2021-12-15,43.3306,43.9885,43.2075,43.7566,9058294.0
2021-12-16,43.6335,43.7518,43.0276,43.4631,9585344.0
2021-12-17,43.4158,44.5329,42.3839,42.4028,13752019.0
2021-12-18,43.4158,44.5329,42.3839,42.4028,13752019.0
2021-12-19,43.4158,44.5329,42.3839,42.4028,13752019.0
2021-12-20,42.4028,43.501,42.3223,43.0844,10285995.0
2021-12-21,42.8193,43.2548,41.2762,41.5318,10436576.0
2021-12-22,41.5792,41.8624,40.7271,41.2005,6016210.0
2021-12-23,41.1721,41.4372,40.8786,40.907,4115644.0
2021-12-24,41.1721,41.4372,40.8786,40.907,4115644.0
2021-12-25,41.1721,41.4372,40.8786,40.907,4115644.0
2021-12-26,41.1721,41.4372,40.8786,40.907,4115644.0
2021-12-27,41.0017,41.4608,40.7461,41.4088,3772481.0
2021-12-28,41.4561,42.0714,41.4088,42.0525,5237346.0
2021-12-29,42.1283,42.4879,41.9389,42.3271,3985417.0
2021-12-30,42.8572,43.198,42.2892,42.7341,4571896.0
2021-12-31,42.7057,43.2596,42.7057,42.8477,4755538.0
2022-01-01,42.7057,43.2596,42.7057,42.8477,4755538.0
2022-01-02,42.7057,43.2596,42.7057,42.8477,4755538.0
2022-01-03,42.5164,42.8051,42.1472,42.7815,6024748.0
2022-01-04,42.7673,43.856,42.6963,43.7092,10378094.0
2022-01-05,43.8512,45.0015,43.8086,44.3151,8367670.0
2022-01-06,44.5139,44.8974,43.8749,44.6086,7115604.0
2022-01-07,44.7317,46.2843,44.6275,45.5553,8672785.0
2022-01-08,44.7317,46.2843,44.6275,45.5553,8672785.0
2022-01-09,44.7317,46.2843,44.6275,45.5553,8672785.0
2022-01-10,45.7163,46.9375,45.5837,46.4831,10633460.0
2022-01-11,46.4925,47.0416,44.8074,45.1672,8873470.0
2022-01-12,44.5423,44.7506,43.7092,44.6275,6787169.0
2022-01-13,44.7411,47.4771,44.637,46.8428,12665749.0
2022-01-14,46.7576,47.2499,46.0571,46.502,7060654.0
2022-01-15,46.7576,47.2499,46.0571,46.502,7060654.0
2022-01-16,46.7576,47.2499,46.0571,46.502,7060654.0
2022-01-17,46.7576,47.2499,46.0571,46.502,7060654.0
2022-01-18,46.3127,46.4925,45.7068,46.0003,7173445.0
2022-01-19,46.1044,46.4641,45.4985,45.9908,4956451.0
2022-01-20,45.9719,46.2369,44.5991,44.7506,7489936.0
2022-01-21,44.9968,45.2145,44.3246,44.4193,5832880.0
2022-01-22,44.9968,45.2145,44.3246,44.4193,5832880.0
2022-01-23,44.9968,45.2145,44.3246,44.4193,5832880.0
2022-01-24,44.5234,45.8488,44.2915,45.1766,8880515.0
2022-01-25,43.8323,44.3672,42.6442,42.6773,9981112.0
2022-01-26,42.6395,42.914,41.8253,42.0146,9921985.0
2022-01-27,42.1661,43.127,42.1614,42.9803,6770468.0
2022-01-28,41.3046,41.8064,40.6041,41.1531,10170258.0
2022-01-29,41.3046,41.8064,40.6041,41.1531,10170258.0
2022-01-30,41.3046,41.8064,40.6041,41.1531,10170258.0
2022-01-31,40.9733,41.475,40.4242,41.2668,6861888.0
2022-02-01,41.1815,42.0004,40.8502,41.778,5870609.0
2022-02-02,41.6738,42.0998,41.0679,41.7496,7003575.0
2022-02-03,41.7212,42.9329,41.7117,42.7057,5855318.0
2022-02-04,42.5921,42.7341,41.9484,42.3839,5992834.0
2022-02-05,42.5921,42.7341,41.9484,42.3839,5992834.0
2022-02-06,42.5921,42.7341,41.9484,42.3839,5992834.0
2022-02-07,42.6205,42.8241,41.8158,42.2892,5049281.0
2022-02-08,42.4596,43.3968,42.2608,43.075,5041244.0
2022-02-09,42.8761,43.2359,42.5448,42.7436,3874031.0
2022-02-10,42.8761,43.1838,42.4596,42.7625,4799328.0
2022-02-11,43.0276,44.1826,42.9235,43.8039,6226781.0
2022-02-12,43.0276,44.1826,42.9235,43.8039,6226781.0
2022-02-13,43.0276,44.1826,42.9235,43.8039,6226781.0
2022-02-14,43.7374,43.9181,42.5153,43.4521,5799851.0
2022-02-15,43.5376,44.346,43.0907,44.1368,5781017.0
2022-02-16,43.9656,44.6075,42.0921,42.3869,8416235.0
2022-02-17,42.1777,43.4283,42.1777,43.0146,11145241.0
2022-02-18,42.891,43.4521,42.715,43.357,4524981.0
2022-02-19,42.891,43.4521,42.715,43.357,4524981.0
2022-02-20,42.891,43.4521,42.715,43.357,4524981.0
2022-02-21,42.891,43.4521,42.715,43.357,4524981.0
2022-02-22,43.2238,43.6042,42.6294,42.8339,5229878.0
2022-02-23,43.0336,43.1667,42.2252,42.3489,4070878.0
2022-02-24,42.2633,43.0907,41.0289,42.2633,6877904.0
2022-02-25,43.2714,44.365,42.7911,44.1843,6691386.0
2022-02-26,43.2714,44.365,42.7911,44.1843,6691386.0
2022-02-27,43.2714,44.365,42.7911,44.1843,6691386.0
2022-02-28,43.5186,44.8596,43.5186,44.5077,8712808.0
2022-03-01,45.763,46.3622,45.1068,45.9818,12129743.0
2022-03-02,45.7345,47.0612,45.7345,46.9518,9920034.0
2022-03-03,49.6907,52.7816,49.6907,52.4011,27439555.0
2022-03-04,51.6213,56.0911,51.5589,56.0531,21604851.0
2022-03-05,51.6213,56.0911,51.5589,56.0531,21604851.0
2022-03-06,51.6213,56.0911,51.5589,56.0531,21604851.0
2022-03-07,55.5775,59.5148,54.4553,54.9879,23454440.0
2022-03-08,54.5695,55.958,52.9337,52.9813,10915698.0
2022-03-09,52.4011,53.3046,51.802,52.6294,10180453.0
2022-03-10,53.0573,54.5885,52.4962,54.2937,9926463.0
2022-03-11,53.7326,54.6741,53.1239,53.1524,5620964.0
2022-03-12,53.7326,54.6741,53.1239,53.1524,5620964.0
2022-03-13,53.7326,54.6741,53.1239,53.1524,5620964.0
2022-03-14,52.8671,53.1524,51.6213,52.7055,5524155.0
2022-03-15,53.0098,53.4758,51.9779,53.4378,6127852.0
2022-03-16,53.1239,53.9703,51.7544,52.2965,7093278.0
2022-03-17,52.6389,53.433,52.0112,52.9337,5364759.0
2022-03-18,53.0383,53.628,52.4582,53.0859,9908134.0
2022-03-19,53.0383,53.628,52.4582,53.0859,9908134.0
2022-03-20,53.0383,53.628,52.4582,53.0859,9908134.0
2022-03-21,53.238,54.7882,52.8909,52.9527,6458605.0
2022-03-22,53.2571,54.0179,52.4297,53.7991,7006026.0
2022-03-23,53.9608,54.3983,53.4187,53.685,5209297.0
2022-03-24,53.8277,55.045,53.6565,53.9703,8267026.0
2022-03-25,53.8467,54.5566,53.7183,54.2081,5091776.0
2022-03-26,53.8467,54.5566,53.7183,54.2081,5091776.0
2022-03-27,53.8467,54.5566,53.7183,54.2081,5091776.0
2022-03-28,54.1986,54.636,53.8467,54.2081,5879165.0
2022-03-29,54.1605,54.4458,52.2014,53.628,9428532.0
2022-03-30,53.5043,53.9893,53.2856,53.6089,4083687.0
2022-03-31,53.5899,55.102,53.5519,54.56,8476552.0
2022-04-01,54.6836,55.0402,53.8486,54.6646,4232089.0
2022-04-02,54.6836,55.0402,53.8486,54.6646,4232089.0
2022-04-03,54.6836,55.0402,53.8486,54.6646,4232089.0
2022-04-04,54.7787,56.0626,54.2842,54.6265,5000063.0
2022-04-05,54.6551,56.2337,54.4934,54.8262,5848411.0
2022-04-06,54.7787,56.2528,54.4744,55.8533,7514498.0
2022-04-07,56.1672,57.3369,55.9199,56.947,6436400.0
2022-04-08,58.9632,59.705,58.1263,58.6493,10513371.0
2022-04-09,58.9632,59.705,58.1263,58.6493,10513371.0
2022-04-10,58.9632,59.705,58.1263,58.6493,10513371.0
2022-04-11,58.9061,59.296,57.4891,57.6793,4893810.0
2022-04-12,57.0421,57.0897,55.5252,55.8724,8529654.0
2022-04-13,55.6346,56.0626,54.8072,55.4824,6504497.0
2022-04-14,55.5966,56.2337,55.3493,55.4634,5301402.0
2022-04-15,55.5966,56.2337,55.3493,55.4634,5301402.0
2022-04-16,55.5966,56.2337,55.3493,55.4634,5301402.0
2022-04-17,55.5966,56.2337,55.3493,55.4634,5301402.0
2022-04-18,55.0735,55.7202,54.7882,54.9879,3172773.0
2022-04-19,55.1591,55.5395,54.7311,54.9594,5372436.0
2022-04-20,55.1591,55.4444,54.56,54.8738,6986608.0
2022-04-21,54.6931,55.8248,54.4744,55.3303,5673281.0
2022-04-22,55.9294,56.0816,54.1843,54.2081,5586664.0
2022-04-23,55.9294,56.0816,54.1843,54.2081,5586664.0
2022-04-24,55.9294,56.0816,54.1843,54.2081,5586664.0
2022-04-25,54.1415,54.4363,53.1049,53.9133,7862571.0
2022-04-26,53.8372,53.9989,52.7625,52.9908,5848839.0
2022-04-27,53.3331,53.5519,52.5248,52.8576,5304244.0
2022-04-28,52.9147,53.0383,52.3964,52.772,4921990.0
2022-04-29,53.0383,53.2095,51.1553,51.317,6856369.0
2022-04-30,53.0383,53.2095,51.1553,51.317,6856369.0
2022-05-01,53.0383,53.2095,51.1553,51.317,6856369.0
2022-05-02,51.9732,52.1919,50.6132,51.0887,7232720.0
2022-05-03,51.6213,52.5628,51.0983,52.1063,6058488.0
2022-05-04,51.5928,53.2333,51.5928,53.0383,6979492.0
2022-05-05,52.3726,52.6009,50.7749,51.2124,7047206.0
2022-05-06,51.0222,52.4487,50.7654,51.2124,5087854.0
2022-05-07,51.0222,52.4487,50.7654,51.2124,5087854.0
2022-05-08,51.0222,52.4487,50.7654,51.2124,5087854.0
2022-05-09,50.8129,52.306,50.5371,52.1539,6677825.0
2022-05-10,51.9827,52.5533,51.7544,52.4867,6505294.0
2022-05-11,52.7245,53.0954,51.4311,51.6689,6442207.0
2022-05-12,52.5663,53.2632,51.5304,51.7643,4666196.0
2022-05-13,52.0412,52.2226,50.8478,50.9719,5356118.0
2022-05-14,52.0412,52.2226,50.8478,50.9719,5356118.0
2022-05-15,52.0412,52.2226,50.8478,50.9719,5356118.0
2022-05-16,51.4302,51.5925,50.2654,50.7905,4692313.0
2022-05-17,49.9981,49.9981,48.461,48.9097,11792076.0
2022-05-18,47.3727,47.6113,45.2055,45.7306,10326863.0
2022-05-19,45.3391,46.3559,44.6708,45.826,9137855.0
2022-05-20,46.1124,46.8858,45.5014,46.4561,8052955.0
2022-05-21,46.1124,46.8858,45.5014,46.4561,8052955.0
2022-05-22,46.1124,46.8858,45.5014,46.4561,8052955.0
2022-05-23,46.4561,48.5183,46.3034,47.9455,6268354.0
2022-05-24,47.535,49.1866,47.4013,49.1771,5993886.0
2022-05-25,49.0052,49.2821,48.06,48.8429,6797172.0
2022-05-26,49.7881,50.1983,49.473,49.7785,5866733.0
2022-05-27,49.578,50.7953,49.3871,50.5614,6215707.0
2022-05-28,49.578,50.7953,49.3871,50.5614,6215707.0
2022-05-29,49.578,50.7953,49.3871,50.5614,6215707.0
2022-05-30,49.578,50.7953,49.3871,50.5614,6215707.0
2022-05-31,50.2368,51.0483,49.9599,50.5709,18085858.0
2022-06-01,50.9337,50.9337,48.4324,49.0243,6045353.0
2022-06-02,49.3012,50.5041,49.1102,50.485,4563287.0
2022-06-03,50.6569,50.9624,50.0793,50.1604,3623124.0
2022-06-04,50.6569,50.9624,50.0793,50.1604,3623124.0
2022-06-05,50.6569,50.9624,50.0793,50.1604,3623124.0
2022-06-06,50.5327,50.5805,49.7785,49.7881,3421164.0
2022-06-07,49.0243,49.7069,48.8047,49.6735,3389579.0
2022-06-08,49.874,49.9027,48.8525,48.9002,4051238.0
2022-06-09,48.7665,49.4157,48.1078,48.146,3877007.0
2022-06-10,47.8691,49.158,47.7307,48.7761,4841874.0
2022-06-11,47.8691,49.158,47.7307,48.7761,4841874.0
2022-06-12,47.8691,49.158,47.7307,48.7761,4841874.0
2022-06-13,48.2796,48.714,47.8405,48.0505,5447447.0
2022-06-14,48.1651,48.808,47.8309,48.1078,5567498.0
2022-06-15,48.3369,49.158,48.1078,48.5756,6176992.0
2022-06-16,46.1506,48.6042,46.1411,47.5636,13182727.0
2022-06-17,47.8691,47.9741,43.6493,44.1076,21124490.0
2022-06-18,47.8691,47.9741,43.6493,44.1076,21124490.0
2022-06-19,47.8691,47.9741,43.6493,44.1076,21124490.0
2022-06-20,47.8691,47.9741,43.6493,44.1076,21124490.0
2022-06-21,43.993,46.4418,43.8211,46.2079,8713875.0
2022-06-22,45.9119,46.3129,45.1482,45.1959,5214258.0
2022-06-23,45.9979,46.227,45.2341,45.5683,6224937.0
2022-06-24,45.8738,46.5039,45.5587,46.2556,10800148.0
2022-06-25,45.8738,46.5039,45.5587,46.2556,10800148.0
2022-06-26,45.8738,46.5039,45.5587,46.2556,10800148.0
2022-06-27,46.3702,46.9717,46.1459,46.4943,4333743.0
2022-06-28,46.8189,47.1531,46.1697,46.2366,3684966.0
2022-06-29,46.6566,47.3185,45.826,45.931,4674227.0
2022-06-30,45.5587,45.8117,44.9811,45.1864,6448606.0
2022-07-01,45.4537,45.9597,44.9525,45.9597,4131036.0
2022-07-02,45.4537,45.9597,44.9525,45.9597,4131036.0
2022-07-03,45.4537,45.9597,44.9525,45.9597,4131036.0
