,KR US Equity,KR US Equity,KR US Equity,KR US Equity,KR US Equity
2019-02-14,25.6217,26.2638,25.586,25.8268,7282456.0
2019-02-15,26.0408,26.3173,25.9695,26.3084,5059036.0
2019-02-16,26.0408,26.3173,25.9695,26.3084,5059036.0
2019-02-17,26.0408,26.3173,25.9695,26.3084,5059036.0
2019-02-18,26.0408,26.3173,25.9695,26.3084,5059036.0
2019-02-19,26.3886,26.5046,26.3084,26.353,3679181.0
2019-02-20,26.246,26.2549,25.3452,25.6395,8916156.0
2019-02-21,25.6395,25.8714,25.3987,25.4879,4976900.0
2019-02-22,25.3898,25.5771,25.2293,25.4344,5496087.0
2019-02-23,25.3898,25.5771,25.2293,25.4344,5496087.0
2019-02-24,25.3898,25.5771,25.2293,25.4344,5496087.0
2019-02-25,25.5593,25.8892,25.479,25.7287,5437030.0
2019-02-26,25.8001,25.8892,25.5503,25.7911,5244518.0
2019-02-27,25.8179,26.5848,25.7465,26.5759,10557755.0
2019-02-28,26.5135,26.7275,25.8892,26.1568,10246175.0
2019-03-01,26.2638,26.6651,24.4713,24.9885,19034864.0
2019-03-02,26.2638,26.6651,24.4713,24.9885,19034864.0
2019-03-03,26.2638,26.6651,24.4713,24.9885,19034864.0
2019-03-04,25.0599,25.6405,25.0331,25.5414,7943219.0
2019-03-05,25.5503,25.8714,25.4522,25.7911,8544263.0
2019-03-06,25.7733,25.9339,25.2739,25.3631,11784463.0
2019-03-07,22.2507,23.2941,21.8047,22.8392,45424695.0
2019-03-08,22.8392,22.9017,21.7066,21.8226,19717846.0
2019-03-09,22.8392,22.9017,21.7066,21.8226,19717846.0
2019-03-10,22.8392,22.9017,21.7066,21.8226,19717846.0
2019-03-11,21.8939,22.0188,21.6175,22.0009,15712120.0
2019-03-12,22.0901,22.1258,21.3811,21.8315,15447214.0
2019-03-13,21.9028,22.2685,21.8583,22.0545,8167703.0
2019-03-14,22.1169,22.2774,21.9831,22.0723,8714126.0
2019-03-15,22.0188,22.1258,21.5684,21.7245,12911514.0
2019-03-16,22.0188,22.1258,21.5684,21.7245,12911514.0
2019-03-17,22.0188,22.1258,21.5684,21.7245,12911514.0
2019-03-18,21.6531,21.9474,21.5907,21.8939,7228209.0
2019-03-19,21.9207,21.9831,21.6308,21.6977,10318318.0
2019-03-20,21.6353,21.6531,21.3232,21.3945,7094670.0
2019-03-21,21.2697,21.7245,20.9754,21.6888,5857242.0
2019-03-22,21.7334,21.992,21.5372,21.7066,6415118.0
2019-03-23,21.7334,21.992,21.5372,21.7066,6415118.0
2019-03-24,21.7334,21.992,21.5372,21.7066,6415118.0
2019-03-25,21.671,21.7423,21.4391,21.5372,5714671.0
2019-03-26,21.6085,21.8404,21.5729,21.8226,4715676.0
2019-03-27,21.7602,21.8047,21.4837,21.6442,7728851.0
2019-03-28,21.6888,21.9118,21.6085,21.7958,6573851.0
2019-03-29,21.885,22.0277,21.7066,21.9385,7093987.0
2019-03-30,21.885,22.0277,21.7066,21.9385,7093987.0
2019-03-31,21.885,22.0277,21.7066,21.9385,7093987.0
2019-04-01,22.0545,22.1882,21.6531,21.8315,10620095.0
2019-04-02,21.671,21.7334,21.1448,21.1894,10286047.0
2019-04-03,21.2518,21.3588,21.0645,21.2251,10688738.0
2019-04-04,21.0645,21.2429,20.9754,21.1181,8213495.0
2019-04-05,21.1537,21.5461,21.0645,21.3143,5362056.0
2019-04-06,21.1537,21.5461,21.0645,21.3143,5362056.0
2019-04-07,21.1537,21.5461,21.0645,21.3143,5362056.0
2019-04-08,21.3053,21.5194,21.1716,21.2786,4725993.0
2019-04-09,21.2162,21.4302,21.1537,21.3499,5953297.0
2019-04-10,21.4213,22.3042,21.3856,22.2774,14217295.0
2019-04-11,22.3666,23.0667,22.3398,22.9552,18409862.0
2019-04-12,22.9819,23.1603,22.7545,22.8928,10419588.0
2019-04-13,22.9819,23.1603,22.7545,22.8928,10419588.0
2019-04-14,22.9819,23.1603,22.7545,22.8928,10419588.0
2019-04-15,22.8482,22.9017,22.643,22.7144,4613865.0
2019-04-16,22.8036,22.8928,22.6876,22.8036,4428696.0
2019-04-17,22.9641,23.1425,22.6653,22.7768,6078311.0
2019-04-18,22.7411,23.0711,22.7411,22.9909,4811189.0
2019-04-19,22.7411,23.0711,22.7411,22.9909,4811189.0
2019-04-20,22.7411,23.0711,22.7411,22.9909,4811189.0
2019-04-21,22.7411,23.0711,22.7411,22.9909,4811189.0
2019-04-22,22.9017,22.9641,22.4825,22.7411,5033222.0
2019-04-23,22.7233,22.751,22.3577,22.4914,5748509.0
2019-04-24,22.6252,22.8928,22.4914,22.8036,5303835.0
2019-04-25,22.8036,23.0759,22.7679,22.9819,5304766.0
2019-04-26,22.3844,22.5628,22.0723,22.2952,10233399.0
2019-04-27,22.3844,22.5628,22.0723,22.2952,10233399.0
2019-04-28,22.3844,22.5628,22.0723,22.2952,10233399.0
2019-04-29,22.4023,22.8749,22.3844,22.8036,6295659.0
2019-04-30,22.8838,23.089,22.7055,22.9909,5241347.0
2019-05-01,22.9909,23.2554,22.8125,22.8125,4792589.0
2019-05-02,22.866,23.2762,22.5806,22.9909,5743217.0
2019-05-03,22.9998,23.0711,22.7768,22.9552,4367840.0
2019-05-04,22.9998,23.0711,22.7768,22.9552,4367840.0
2019-05-05,22.9998,23.0711,22.7768,22.9552,4367840.0
2019-05-06,22.7947,22.9463,22.6698,22.9284,8698397.0
2019-05-07,22.866,22.9819,22.6966,22.9819,6127371.0
2019-05-08,22.9106,22.9284,22.4468,22.5449,6762236.0
2019-05-09,22.4468,22.6163,22.2729,22.6163,6131774.0
2019-05-10,22.5895,23.0667,22.4379,23.0354,7383506.0
2019-05-11,22.5895,23.0667,22.4379,23.0354,7383506.0
2019-05-12,22.5895,23.0667,22.4379,23.0354,7383506.0
2019-05-13,22.8214,22.8303,22.38,22.643,5238785.0
2019-05-14,22.6969,22.8314,22.5489,22.643,5695163.0
2019-05-15,22.5892,22.6879,22.4547,22.6072,4235034.0
2019-05-16,22.8134,23.0287,21.9974,22.114,9996657.0
2019-05-17,22.0422,22.4009,21.4862,21.7194,16177025.0
2019-05-18,22.0422,22.4009,21.4862,21.7194,16177025.0
2019-05-19,22.0422,22.4009,21.4862,21.7194,16177025.0
2019-05-20,21.8001,21.8539,21.4145,21.5849,9357235.0
2019-05-21,21.9167,22.0826,21.5938,21.7911,15445774.0
2019-05-22,21.7911,21.8629,21.4414,21.5221,6978260.0
2019-05-23,21.3248,21.3786,21.011,21.1006,6702718.0
2019-05-24,21.1544,21.3338,21.0289,21.271,5229239.0
2019-05-25,21.1544,21.3338,21.0289,21.271,5229239.0
2019-05-26,21.1544,21.3338,21.0289,21.271,5229239.0
2019-05-27,21.1544,21.3338,21.0289,21.271,5229239.0
2019-05-28,21.3159,21.4235,21.1634,21.1813,6715669.0
2019-05-29,20.9572,21.0289,20.5626,20.6523,9705923.0
2019-05-30,20.6612,20.7899,20.4012,20.4281,7429997.0
2019-05-31,20.3563,20.4998,20.1232,20.455,8250834.0
2019-06-01,20.3563,20.4998,20.1232,20.455,8250834.0
2019-06-02,20.3563,20.4998,20.1232,20.455,8250834.0
2019-06-03,20.3832,20.6971,20.2666,20.5895,7476763.0
2019-06-04,20.7688,21.4055,20.733,21.1903,9040482.0
2019-06-05,21.3607,21.4279,20.9482,20.9572,4227259.0
2019-06-06,20.9841,21.3606,20.7816,21.2531,6564316.0
2019-06-07,21.28,21.5625,21.132,21.4593,6812442.0
2019-06-08,21.28,21.5625,21.132,21.4593,6812442.0
2019-06-09,21.28,21.5625,21.132,21.4593,6812442.0
2019-06-10,21.549,21.9436,21.5042,21.8718,9762701.0
2019-06-11,21.8898,22.2574,21.7642,22.114,11197867.0
2019-06-12,22.0691,22.4054,21.9974,22.0871,6805011.0
2019-06-13,22.114,22.2467,21.9615,22.0781,8833008.0
2019-06-14,22.114,22.3651,21.6835,21.7553,7835608.0
2019-06-15,22.114,22.3651,21.6835,21.7553,7835608.0
2019-06-16,22.114,22.3651,21.6835,21.7553,7835608.0
2019-06-17,21.8001,22.2933,21.7911,21.8449,14319057.0
2019-06-18,21.7732,22.1543,21.4504,21.4683,13111629.0
2019-06-19,21.2979,21.4053,21.011,21.1993,11300938.0
2019-06-20,20.159,21.262,20.1142,20.7419,28762877.0
2019-06-21,20.8226,20.8495,19.9079,19.9438,26306652.0
2019-06-22,20.8226,20.8495,19.9079,19.9438,26306652.0
2019-06-23,20.8226,20.8495,19.9079,19.9438,26306652.0
2019-06-24,19.881,20.0963,19.7734,19.8003,9738738.0
2019-06-25,19.8183,19.8631,19.2533,19.5941,15139279.0
2019-06-26,19.5403,19.6927,19.1009,19.2174,15903431.0
2019-06-27,19.2085,19.3878,19.1009,19.1816,8460475.0
2019-06-28,19.2354,19.6031,19.1816,19.4685,10571763.0
2019-06-29,19.2354,19.6031,19.1816,19.4685,10571763.0
2019-06-30,19.2354,19.6031,19.1816,19.4685,10571763.0
2019-07-01,19.5851,19.7555,19.2085,19.3699,7965300.0
2019-07-02,19.334,19.3789,18.9843,19.2264,10439410.0
2019-07-03,19.2085,19.3968,19.1547,19.3251,5279591.0
2019-07-04,19.2085,19.3968,19.1547,19.3251,5279591.0
2019-07-05,19.352,19.5582,19.3071,19.5044,5802462.0
2019-07-06,19.352,19.5582,19.3071,19.5044,5802462.0
2019-07-07,19.352,19.5582,19.3071,19.5044,5802462.0
2019-07-08,19.5134,19.701,19.3968,19.5492,9034549.0
2019-07-09,19.5044,19.5761,19.3609,19.4685,5200802.0
2019-07-10,19.5044,19.5672,19.1278,19.4147,7953609.0
2019-07-11,19.4954,19.5761,19.3475,19.5134,6102392.0
2019-07-12,19.5672,19.8228,19.4685,19.63,6051152.0
2019-07-13,19.5672,19.8228,19.4685,19.63,6051152.0
2019-07-14,19.5672,19.8228,19.4685,19.63,6051152.0
2019-07-15,19.5761,19.8586,19.5761,19.8003,7398934.0
2019-07-16,19.8093,19.8362,19.6569,19.6927,5659726.0
2019-07-17,19.7107,19.751,19.3609,19.4058,7303765.0
2019-07-18,19.4058,19.4865,19.2982,19.4237,6487359.0
2019-07-19,19.4685,19.6658,19.4327,19.4506,7071096.0
2019-07-20,19.4685,19.6658,19.4327,19.4506,7071096.0
2019-07-21,19.4685,19.6658,19.4327,19.4506,7071096.0
2019-07-22,19.4865,19.5582,18.6973,18.7063,10972981.0
2019-07-23,18.7691,18.8318,18.5628,18.6704,9578124.0
2019-07-24,18.6435,19.1278,18.6346,19.0471,12400532.0
2019-07-25,19.065,19.1995,18.9215,18.9574,10592888.0
2019-07-26,18.9933,19.4327,18.9387,19.2623,9593255.0
2019-07-27,18.9933,19.4327,18.9387,19.2623,9593255.0
2019-07-28,18.9933,19.4327,18.9387,19.2623,9593255.0
2019-07-29,19.1816,19.3251,19.065,19.2174,6599663.0
2019-07-30,19.1905,19.2443,19.0471,19.2174,8743191.0
2019-07-31,19.1367,19.1479,18.7467,18.9753,10717200.0
2019-08-01,18.9664,19.4685,18.9215,19.2982,12353611.0
2019-08-02,19.6569,20.1232,19.5044,19.9438,17253849.0
2019-08-03,19.6569,20.1232,19.5044,19.9438,17253849.0
2019-08-04,19.6569,20.1232,19.5044,19.9438,17253849.0
2019-08-05,19.7196,19.809,19.4775,19.6569,13792656.0
2019-08-06,19.7465,20.0873,19.4596,19.9797,12238936.0
2019-08-07,19.7824,21.4593,19.6479,21.4324,30946498.0
2019-08-08,21.3428,21.4773,20.6881,20.9392,15311169.0
2019-08-09,20.7509,21.0289,20.724,20.9123,8259845.0
2019-08-10,20.7509,21.0289,20.724,20.9123,8259845.0
2019-08-11,20.7509,21.0289,20.724,20.9123,8259845.0
2019-08-12,20.9302,20.9751,20.6164,20.6881,7820765.0
2019-08-13,20.6254,20.9661,20.5357,20.6702,7492294.0
2019-08-14,20.5167,20.5167,19.9658,19.9658,9269430.0
2019-08-15,20.1825,20.3361,19.7039,20.0742,9670287.0
2019-08-16,20.0742,20.5708,20.0213,20.4625,6025068.0
2019-08-17,20.0742,20.5708,20.0213,20.4625,6025068.0
2019-08-18,20.0742,20.5708,20.0213,20.4625,6025068.0
2019-08-19,20.625,20.8237,20.4625,20.7605,7219066.0
2019-08-20,20.7876,20.9321,20.6341,20.6882,7963552.0
2019-08-21,20.8418,21.1217,20.7966,21.0765,6137738.0
2019-08-22,21.1307,21.4287,20.9862,21.3745,6468678.0
2019-08-23,21.3023,21.3926,20.9682,21.0314,7348846.0
2019-08-24,21.3023,21.3926,20.9682,21.0314,7348846.0
2019-08-25,21.3023,21.3926,20.9682,21.0314,7348846.0
2019-08-26,21.1488,21.6093,21.1398,21.6003,5627261.0
2019-08-27,21.6725,21.7538,20.8598,20.8779,10237359.0
2019-08-28,20.8869,21.3294,20.7876,21.2301,7036586.0
2019-08-29,21.4377,21.6545,21.3023,21.3745,5472462.0
2019-08-30,21.4107,21.6274,21.3023,21.3836,6171502.0
2019-08-31,21.4107,21.6274,21.3023,21.3836,6171502.0
2019-09-01,21.4107,21.6274,21.3023,21.3836,6171502.0
2019-09-02,21.4107,21.6274,21.3023,21.3836,6171502.0
2019-09-03,21.212,21.7899,21.0404,21.6816,8155173.0
2019-09-04,21.9073,22.404,21.817,22.2685,11940947.0
2019-09-05,22.5123,22.6749,22.2234,22.422,11177609.0
2019-09-06,22.5304,22.6839,22.2053,22.3047,11326692.0
2019-09-07,22.5304,22.6839,22.2053,22.3047,11326692.0
2019-09-08,22.5304,22.6839,22.2053,22.3047,11326692.0
2019-09-09,22.3588,22.7742,22.3227,22.7471,10083789.0
2019-09-10,22.6749,23.3251,22.6207,23.316,11613113.0
2019-09-11,23.2438,23.2889,22.7652,23.0903,14352476.0
2019-09-12,23.2528,24.1739,21.5281,23.1083,30230545.0
2019-09-13,23.018,23.7224,23.0,23.6863,12448878.0
2019-09-14,23.018,23.7224,23.0,23.6863,12448878.0
2019-09-15,23.018,23.7224,23.0,23.6863,12448878.0
2019-09-16,23.5689,23.7766,23.3702,23.4605,6994843.0
2019-09-17,23.3431,23.4786,23.1264,23.1625,8110536.0
2019-09-18,23.1174,23.167,22.6613,22.7742,7458875.0
2019-09-19,22.8374,23.5147,22.6794,23.316,10140117.0
2019-09-20,23.3702,23.4605,23.1399,23.1896,8823007.0
2019-09-21,23.3702,23.4605,23.1399,23.1896,8823007.0
2019-09-22,23.3702,23.4605,23.1399,23.1896,8823007.0
2019-09-23,23.1083,23.4244,23.0632,23.2257,5303711.0
2019-09-24,23.1625,23.5599,23.0903,23.307,5103304.0
2019-09-25,23.316,23.596,23.2619,23.2709,8904298.0
2019-09-26,23.3522,23.4876,23.2619,23.2799,5150505.0
2019-09-27,23.3431,23.3973,23.0812,23.2438,4655461.0
2019-09-28,23.3431,23.3973,23.0812,23.2438,4655461.0
2019-09-29,23.3431,23.3973,23.0812,23.2438,4655461.0
2019-09-30,23.298,23.4109,23.1535,23.2799,6150386.0
2019-10-01,23.3431,23.4515,22.9187,23.1083,7862767.0
2019-10-02,22.9639,22.9819,22.5033,22.6207,7838468.0
2019-10-03,22.5033,22.711,22.0428,22.2053,11216251.0
2019-10-04,22.1511,22.3904,22.1195,22.3859,7840944.0
2019-10-05,22.1511,22.3904,22.1195,22.3859,7840944.0
2019-10-06,22.1511,22.3904,22.1195,22.3859,7840944.0
2019-10-07,22.4401,22.6207,22.404,22.4311,8137416.0
2019-10-08,22.3137,22.404,21.9254,22.0879,8710030.0
2019-10-09,22.1602,22.3317,22.106,22.1511,4718169.0
2019-10-10,21.7628,22.0067,21.4107,21.5281,14047229.0
2019-10-11,21.7267,22.0518,21.6816,21.8983,8114254.0
2019-10-12,21.7267,22.0518,21.6816,21.8983,8114254.0
2019-10-13,21.7267,22.0518,21.6816,21.8983,8114254.0
2019-10-14,21.808,21.8802,21.5551,21.7628,4471815.0
2019-10-15,21.8531,21.9886,21.7177,21.9525,7776871.0
2019-10-16,21.9434,22.3227,21.9254,22.1331,6102290.0
2019-10-17,22.1331,22.2414,21.9705,22.0608,4083182.0
2019-10-18,22.0337,22.1647,21.5913,21.6184,7250220.0
2019-10-19,22.0337,22.1647,21.5913,21.6184,7250220.0
2019-10-20,22.0337,22.1647,21.5913,21.6184,7250220.0
2019-10-21,21.6725,21.975,21.6635,21.7719,4590509.0
2019-10-22,21.8983,22.5033,21.7719,22.4401,7378631.0
2019-10-23,22.4943,22.7381,22.404,22.5575,7156381.0
2019-10-24,22.6749,22.6749,22.2956,22.5123,5155137.0
2019-10-25,22.4762,22.9187,22.4762,22.8284,6370584.0
2019-10-26,22.4762,22.9187,22.4762,22.8284,6370584.0
2019-10-27,22.4762,22.9187,22.4762,22.8284,6370584.0
2019-10-28,22.8465,22.9368,22.6749,22.8736,6191092.0
2019-10-29,22.4491,22.4943,21.7538,22.2414,11876175.0
2019-10-30,22.124,22.4175,22.0608,22.3408,5037211.0
2019-10-31,22.4491,22.5981,22.1331,22.2505,7027185.0
2019-11-01,22.2866,22.6975,22.2505,22.5665,6107591.0
2019-11-02,22.2866,22.6975,22.2505,22.5665,6107591.0
2019-11-03,22.2866,22.6975,22.2505,22.5665,6107591.0
2019-11-04,22.711,23.0,22.4672,22.5665,9042079.0
2019-11-05,23.1174,25.3569,23.0587,25.1311,26559951.0
2019-11-06,25.2846,25.2937,24.2823,24.3816,14409208.0
2019-11-07,24.4629,24.6435,24.1423,24.2552,9614877.0
2019-11-08,24.2642,24.499,24.1829,24.3997,6614611.0
2019-11-09,24.2642,24.499,24.1829,24.3997,6614611.0
2019-11-10,24.2642,24.499,24.1829,24.3997,6614611.0
2019-11-11,24.3545,24.4268,23.8578,24.0294,7003472.0
2019-11-12,24.2281,24.4358,24.0926,24.3816,7176970.0
2019-11-13,24.4268,24.4674,24.201,24.4358,6440339.0
2019-11-14,24.5448,24.7174,24.354,24.4449,4150022.0
2019-11-15,24.4721,24.5266,24.245,24.2995,5678047.0
2019-11-16,24.4721,24.5266,24.245,24.2995,5678047.0
2019-11-17,24.4721,24.5266,24.245,24.2995,5678047.0
2019-11-18,24.2359,24.5902,24.2087,24.5357,8600381.0
2019-11-19,24.7356,24.7446,24.354,24.4085,5536047.0
2019-11-20,24.3722,24.3813,24.0543,24.1542,4662861.0
2019-11-21,24.4358,24.4721,24.1587,24.2541,4281008.0
2019-11-22,24.2632,24.6447,24.1542,24.572,5181668.0
2019-11-23,24.2632,24.6447,24.1542,24.572,5181668.0
2019-11-24,24.2632,24.6447,24.1542,24.572,5181668.0
2019-11-25,24.7265,24.7265,24.3872,24.5266,4978586.0
2019-11-26,24.6811,24.6901,24.3995,24.563,6779027.0
2019-11-27,24.6901,24.8991,24.5993,24.7356,3893101.0
2019-11-28,24.6901,24.8991,24.5993,24.7356,3893101.0
2019-11-29,24.6811,25.0262,24.5448,24.8355,3703004.0
2019-11-30,24.6811,25.0262,24.5448,24.8355,3703004.0
2019-12-01,24.6811,25.0262,24.5448,24.8355,3703004.0
2019-12-02,24.9082,25.1988,24.7946,25.1988,9023196.0
2019-12-03,25.0262,25.1171,24.563,24.8809,8488392.0
2019-12-04,24.8355,25.2079,24.8355,25.108,10510687.0
2019-12-05,24.9808,25.2624,23.8453,24.3449,14336536.0
2019-12-06,24.4358,25.0444,24.3995,24.9717,9630968.0
2019-12-07,24.4358,25.0444,24.3995,24.9717,9630968.0
2019-12-08,24.4358,25.0444,24.3995,24.9717,9630968.0
2019-12-09,24.9172,25.3351,24.781,25.2897,6756646.0
2019-12-10,25.0626,25.435,25.0262,25.3169,7431732.0
2019-12-11,25.435,25.5077,25.0898,25.4532,5260424.0
2019-12-12,25.6803,25.9628,25.5622,25.6167,6194018.0
2019-12-13,25.5804,25.5894,25.2988,25.5168,6696761.0
2019-12-14,25.5804,25.5894,25.2988,25.5168,6696761.0
2019-12-15,25.5804,25.5894,25.2988,25.5168,6696761.0
2019-12-16,25.5713,25.7711,25.3941,25.7166,6643835.0
2019-12-17,25.7439,26.1436,25.644,26.0709,10595606.0
2019-12-18,26.0618,26.189,25.7166,25.7348,8949521.0
2019-12-19,25.7984,26.3207,25.762,26.1254,8431096.0
2019-12-20,26.3252,26.4433,26.0709,26.3434,9343564.0
2019-12-21,26.3252,26.4433,26.0709,26.3434,9343564.0
2019-12-22,26.3252,26.4433,26.0709,26.3434,9343564.0
2019-12-23,26.407,26.5342,26.2208,26.2435,4323642.0
2019-12-24,26.1254,26.4524,26.1254,26.4343,1641100.0
2019-12-25,26.1254,26.4524,26.1254,26.4343,1641100.0
2019-12-26,26.3888,26.5342,26.1708,26.2435,3872485.0
2019-12-27,26.2707,26.3525,26.1163,26.1254,3362058.0
2019-12-28,26.2707,26.3525,26.1163,26.1254,3362058.0
2019-12-29,26.2707,26.3525,26.1163,26.1254,3362058.0
2019-12-30,26.1345,26.4888,26.1163,26.3979,4604435.0
2019-12-31,26.3434,26.4433,26.2435,26.3343,3752494.0
2020-01-01,26.3434,26.4433,26.2435,26.3343,3752494.0
2020-01-02,26.3707,26.4888,25.762,26.0346,6224928.0
2020-01-03,25.871,26.1799,25.7984,26.0709,5442013.0
2020-01-04,25.871,26.1799,25.7984,26.0709,5442013.0
2020-01-05,25.871,26.1799,25.7984,26.0709,5442013.0
2020-01-06,25.9528,26.2253,25.753,26.1617,6929596.0
2020-01-07,26.0891,26.1617,25.8165,25.971,5882994.0
2020-01-08,26.08,26.0981,25.812,25.8165,7341572.0
2020-01-09,25.8892,26.0346,25.6076,25.8347,5725302.0
2020-01-10,25.7984,25.9528,25.644,25.762,4549288.0
2020-01-11,25.7984,25.9528,25.644,25.762,4549288.0
2020-01-12,25.7984,25.9528,25.644,25.762,4549288.0
2020-01-13,25.7439,26.08,25.6621,25.8165,3796307.0
2020-01-14,25.7348,26.2617,25.7302,26.1981,6134732.0
2020-01-15,26.1254,26.2162,25.6349,25.6985,5676423.0
2020-01-16,25.7439,25.9982,25.4441,25.5077,5537525.0
2020-01-17,25.4714,25.7484,25.4532,25.5713,5614546.0
2020-01-18,25.4714,25.7484,25.4532,25.5713,5614546.0
2020-01-19,25.4714,25.7484,25.4532,25.5713,5614546.0
2020-01-20,25.4714,25.7484,25.4532,25.5713,5614546.0
2020-01-21,25.6167,25.9437,25.4895,25.8075,7318176.0
2020-01-22,25.7348,26.0073,25.7348,25.7711,4821759.0
2020-01-23,25.7711,25.9982,25.6349,25.8347,3959588.0
2020-01-24,25.871,25.8983,25.5622,25.6076,4642165.0
2020-01-25,25.871,25.8983,25.5622,25.6076,4642165.0
2020-01-26,25.871,25.8983,25.5622,25.6076,4642165.0
2020-01-27,25.3896,25.8938,25.217,25.7348,4241668.0
2020-01-28,25.753,25.862,25.5894,25.7348,3323286.0
2020-01-29,25.7893,25.7984,24.8991,24.9354,4454532.0
2020-01-30,24.7991,25.0353,24.7083,25.0262,3938623.0
2020-01-31,24.89,24.9354,24.2723,24.3995,6094408.0
2020-02-01,24.89,24.9354,24.2723,24.3995,6094408.0
2020-02-02,24.89,24.9354,24.2723,24.3995,6094408.0
2020-02-03,24.5357,24.781,24.4085,24.5085,5321666.0
2020-02-04,24.5902,25.0807,24.5542,24.8809,5330313.0
2020-02-05,24.9627,25.5213,24.8536,25.5077,5244183.0
2020-02-06,25.644,25.7159,25.3442,25.4804,5524123.0
2020-02-07,25.4804,25.6715,25.3124,25.3987,5952030.0
2020-02-08,25.4804,25.6715,25.3124,25.3987,5952030.0
2020-02-09,25.4804,25.6715,25.3124,25.3987,5952030.0
2020-02-10,25.435,25.7393,25.3896,25.5622,4511172.0
2020-02-11,25.6167,25.862,25.5531,25.8347,4096259.0
2020-02-12,25.8892,26.1935,25.8256,26.0618,4375741.0
2020-02-13,26.0527,26.2902,25.9705,26.1532,3682140.0
2020-02-14,26.0344,26.2262,25.6507,25.7878,4807850.0
2020-02-15,26.0344,26.2262,25.6507,25.7878,4807850.0
2020-02-16,26.0344,26.2262,25.6507,25.7878,4807850.0
2020-02-17,26.0344,26.2262,25.6507,25.7878,4807850.0
2020-02-18,27.2219,28.0715,26.8109,27.1397,16001563.0
2020-02-19,27.3772,27.5873,26.8383,26.9844,7528095.0
2020-02-20,26.82,27.2219,26.619,27.2037,6187456.0
2020-02-21,27.2219,27.8751,27.2037,27.6878,9065337.0
2020-02-22,27.2219,27.8751,27.2037,27.6878,9065337.0
2020-02-23,27.2219,27.8751,27.2037,27.6878,9065337.0
2020-02-24,27.3316,27.9893,27.295,27.6513,7668598.0
2020-02-25,27.7426,27.7883,27.0301,27.1032,7335175.0
2020-02-26,27.295,27.295,26.144,26.2628,7565988.0
2020-02-27,26.0801,26.7606,25.8791,25.9065,8376577.0
2020-02-28,25.5777,25.7421,24.719,25.6964,13514392.0
2020-02-29,25.5777,25.7421,24.719,25.6964,13514392.0
