,CTXS US Equity,CTXS US Equity,CTXS US Equity,CTXS US Equity,CTXS US Equity
2020-03-26,123.2756,136.4848,123.2561,134.841,3458850.0
2020-03-27,132.4438,139.8898,130.1542,137.023,3330388.0
2020-03-28,132.4438,139.8898,130.1542,137.023,3330388.0
2020-03-29,132.4438,139.8898,130.1542,137.023,3330388.0
2020-03-30,138.2558,143.0992,131.6708,142.7665,2992012.0
2020-03-31,140.9759,143.2459,137.5024,138.5004,2957279.0
2020-04-01,135.9662,139.5767,133.4516,136.1423,2344673.0
2020-04-02,134.8899,142.2968,134.43,139.4495,2950425.0
2020-04-03,138.9505,142.7567,137.6296,138.2852,2793315.0
2020-04-04,138.9505,142.7567,137.6296,138.2852,2793315.0
2020-04-05,138.9505,142.7567,137.6296,138.2852,2793315.0
2020-04-06,139.6159,147.0913,133.3733,143.97,3663146.0
2020-04-07,144.2146,144.8115,139.8348,142.6589,3177907.0
2020-04-08,143.4514,145.0307,141.8761,143.6569,2128323.0
2020-04-09,143.0796,143.4808,135.7705,136.3967,3334906.0
2020-04-10,143.0796,143.4808,135.7705,136.3967,3334906.0
2020-04-11,143.0796,143.4808,135.7705,136.3967,3334906.0
2020-04-12,143.0796,143.4808,135.7705,136.3967,3334906.0
2020-04-13,135.8292,139.5474,135.4281,136.974,2060995.0
2020-04-14,138.4613,140.7411,137.1012,140.6628,2305890.0
2020-04-15,139.7333,142.4338,138.3928,141.9642,1989238.0
2020-04-16,144.0287,148.2654,142.8643,147.3163,2054991.0
2020-04-17,144.5081,147.4729,141.4064,147.1695,2113989.0
2020-04-18,144.5081,147.4729,141.4064,147.1695,2113989.0
2020-04-19,144.5081,147.4729,141.4064,147.1695,2113989.0
2020-04-20,147.4631,149.2047,145.7116,147.4239,1562462.0
2020-04-21,146.9249,147.4044,142.0914,143.4808,1821401.0
2020-04-22,145.105,148.647,144.0091,148.422,2119920.0
2020-04-23,140.1834,142.5023,136.294,138.5102,5614991.0
2020-04-24,139.5278,143.06,138.9896,142.8937,3317347.0
2020-04-25,139.5278,143.06,138.9896,142.8937,3317347.0
2020-04-26,139.5278,143.06,138.9896,142.8937,3317347.0
2020-04-27,143.3438,145.4964,143.0506,144.3027,2390944.0
2020-04-28,144.0189,144.3124,137.9721,138.1482,2388849.0
2020-04-29,138.2754,138.8722,136.1619,136.9642,2774314.0
2020-04-30,137.5415,142.2283,137.0034,141.8859,2177499.0
2020-05-01,140.5258,141.6706,137.4339,139.5082,1545690.0
2020-05-02,140.5258,141.6706,137.4339,139.5082,1545690.0
2020-05-03,140.5258,141.6706,137.4339,139.5082,1545690.0
2020-05-04,140.3301,143.2655,139.518,143.1677,1500741.0
2020-05-05,143.1579,145.0072,141.837,143.4221,1624885.0
2020-05-06,144.5179,146.7488,142.4632,144.5375,1533907.0
2020-05-07,145.8193,149.1362,144.4348,147.4337,1771950.0
2020-05-08,148.3241,148.3241,144.7479,147.7273,1485417.0
2020-05-09,148.3241,148.3241,144.7479,147.7273,1485417.0
2020-05-10,148.3241,148.3241,144.7479,147.7273,1485417.0
2020-05-11,148.6177,151.7585,147.9817,150.7018,1432395.0
2020-05-12,151.3671,151.6509,143.559,143.6765,1934810.0
2020-05-13,144.1852,146.2889,141.1129,143.3536,1758520.0
2020-05-14,143.1285,143.7939,140.3917,142.9133,1430963.0
2020-05-15,141.7685,144.9876,141.3282,143.559,1616244.0
2020-05-16,141.7685,144.9876,141.3282,143.559,1616244.0
2020-05-17,141.7685,144.9876,141.3282,143.559,1616244.0
2020-05-18,143.2851,144.0874,136.7196,136.8762,3602212.0
2020-05-19,137.6296,138.1188,134.0974,134.2148,2468044.0
2020-05-20,135.066,135.9662,132.2677,134.479,1804440.0
2020-05-21,134.841,135.3204,132.1405,133.7843,1616248.0
2020-05-22,134.205,134.9095,132.2187,134.0876,1616310.0
2020-05-23,134.205,134.9095,132.2187,134.0876,1616310.0
2020-05-24,134.205,134.9095,132.2187,134.0876,1616310.0
2020-05-25,134.205,134.9095,132.2187,134.0876,1616310.0
2020-05-26,135.8195,137.249,134.2833,135.9564,2347710.0
2020-05-27,133.8919,136.4065,132.5905,136.2108,1642403.0
2020-05-28,136.3087,139.7137,136.0213,138.1482,1670986.0
2020-05-29,138.6668,145.33,138.4906,144.9289,3616424.0
2020-05-30,138.6668,145.33,138.4906,144.9289,3616424.0
2020-05-31,138.6668,145.33,138.4906,144.9289,3616424.0
2020-06-01,144.2146,145.5062,142.0424,143.4905,1352206.0
2020-06-02,142.7567,142.879,137.7274,140.7704,1617964.0
2020-06-03,140.7509,140.7509,136.0836,136.5631,1498987.0
2020-06-04,135.337,138.0198,135.1741,137.2596,1413503.0
2020-06-05,134.9937,136.8868,132.7572,136.4945,2048370.0
2020-06-06,134.9937,136.8868,132.7572,136.4945,2048370.0
2020-06-07,134.9937,136.8868,132.7572,136.4945,2048370.0
2020-06-08,133.8067,137.8579,133.5027,137.2203,1765302.0
2020-06-09,138.6623,139.6481,136.4552,137.544,1311317.0
2020-06-10,139.0154,140.8497,137.544,138.6721,2056257.0
2020-06-11,138.0443,140.6339,134.8759,135.2487,1713221.0
2020-06-12,136.828,139.9375,136.1806,138.0541,1863743.0
2020-06-13,136.828,139.9375,136.1806,138.0541,1863743.0
2020-06-14,136.828,139.9375,136.1806,138.0541,1863743.0
2020-06-15,137.3871,140.5947,136.4781,140.4966,1491491.0
2020-06-16,140.9282,144.1848,140.8595,142.684,1254166.0
2020-06-17,142.6448,144.1701,141.7473,142.5958,964597.0
2020-06-18,143.1353,144.1848,141.4873,143.9298,1364525.0
2020-06-19,145.1756,145.9112,141.762,141.8404,2916692.0
2020-06-20,145.1756,145.9112,141.762,141.8404,2916692.0
2020-06-21,145.1756,145.9112,141.762,141.8404,2916692.0
2020-06-22,142.2622,142.7037,140.3593,142.0759,1019219.0
2020-06-23,142.2917,142.6987,139.8492,139.9963,1121291.0
2020-06-24,140.2121,142.1592,138.8879,139.4568,1285640.0
2020-06-25,139.9375,140.8988,137.4361,138.2012,1298441.0
2020-06-26,138.2012,141.3892,137.2301,140.0454,2984513.0
2020-06-27,138.2012,141.3892,137.2301,140.0454,2984513.0
2020-06-28,138.2012,141.3892,137.2301,140.0454,2984513.0
2020-06-29,139.7413,142.6242,138.3386,142.0562,1492639.0
2020-06-30,143.7729,145.5287,142.7919,145.0873,1145064.0
2020-07-01,144.2045,146.9804,142.8802,146.5292,1058929.0
2020-07-02,147.1374,148.7265,146.4213,147.1962,1115356.0
2020-07-03,147.1374,148.7265,146.4213,147.1962,1115356.0
2020-07-04,147.1374,148.7265,146.4213,147.1962,1115356.0
2020-07-05,147.1374,148.7265,146.4213,147.1962,1115356.0
2020-07-06,148.599,149.3072,146.0682,147.5101,1267727.0
2020-07-07,147.2649,149.6878,146.9608,147.2159,984489.0
2020-07-08,148.1575,148.7657,145.9112,146.8333,1097534.0
2020-07-09,148.4028,150.3646,147.1864,149.7662,1016490.0
2020-07-10,149.9526,150.4627,147.9417,149.3739,880774.0
2020-07-11,149.9526,150.4627,147.9417,149.3739,880774.0
2020-07-12,149.9526,150.4627,147.9417,149.3739,880774.0
2020-07-13,150.139,151.5515,146.1467,146.2349,1697433.0
2020-07-14,145.1363,150.9433,143.9494,150.7374,1852463.0
2020-07-15,149.1777,151.344,147.5199,147.9417,1556406.0
2020-07-16,147.5396,149.6485,146.5194,148.9717,1246657.0
2020-07-17,149.8938,153.3172,149.2081,152.8561,1267713.0
2020-07-18,149.8938,153.3172,149.2081,152.8561,1267713.0
2020-07-19,149.8938,153.3172,149.2081,152.8561,1267713.0
2020-07-20,156.3972,164.7446,155.431,164.529,2306678.0
2020-07-21,163.813,166.0887,160.9683,162.6457,2164866.0
2020-07-22,165.4903,170.2478,163.862,163.9601,2168044.0
2020-07-23,150.5019,157.6332,141.1734,142.7625,7656189.0
2020-07-24,142.7068,144.7734,138.4759,139.7707,3391214.0
2020-07-25,142.7068,144.7734,138.4759,139.7707,3391214.0
2020-07-26,142.7068,144.7734,138.4759,139.7707,3391214.0
2020-07-27,140.7614,141.6345,137.4263,139.2901,2010753.0
2020-07-28,139.3685,139.3685,134.9054,135.3958,2114809.0
2020-07-29,136.2787,138.0835,135.0427,136.6318,1540273.0
2020-07-30,135.7588,139.2999,134.3168,138.986,1844090.0
2020-07-31,139.8198,141.399,135.543,140.0356,2193384.0
2020-08-01,139.8198,141.399,135.543,140.0356,2193384.0
2020-08-02,139.8198,141.399,135.543,140.0356,2193384.0
2020-08-03,140.1827,140.7026,136.6465,137.1811,2254127.0
2020-08-04,136.2002,140.0258,135.1702,139.9179,1466970.0
2020-08-05,140.0258,140.0552,137.4754,139.9179,1342173.0
2020-08-06,139.5745,140.2514,137.4754,138.1032,1186379.0
2020-08-07,138.3386,140.5784,137.6421,138.4465,1141093.0
2020-08-08,138.3386,140.5784,137.6421,138.4465,1141093.0
2020-08-09,138.3386,140.5784,137.6421,138.4465,1141093.0
2020-08-10,138.3091,138.3091,133.4193,134.9446,1241819.0
2020-08-11,135.4939,135.7419,132.7768,133.1397,1490864.0
2020-08-12,133.1201,135.2585,132.8651,133.8852,860568.0
2020-08-13,134.3855,135.8372,133.8166,134.7779,972817.0
2020-08-14,134.6994,135.8176,133.3653,133.7479,706611.0
2020-08-15,134.6994,135.8176,133.3653,133.7479,706611.0
2020-08-16,134.6994,135.8176,133.3653,133.7479,706611.0
2020-08-17,134.4836,136.0923,134.2972,135.4449,903960.0
2020-08-18,136.3081,138.4269,135.7293,137.7108,962623.0
2020-08-19,137.2301,139.2704,136.4209,137.8089,898820.0
2020-08-20,137.5244,139.2803,137.0045,138.8094,804008.0
2020-08-21,138.6034,140.987,137.5946,140.4966,1364835.0
2020-08-22,138.6034,140.987,137.5946,140.4966,1364835.0
2020-08-23,138.6034,140.987,137.5946,140.4966,1364835.0
2020-08-24,141.2617,141.7325,138.574,140.0748,1004551.0
2020-08-25,140.526,141.6443,139.6733,140.1827,924241.0
2020-08-26,140.1925,142.1543,139.6824,141.5364,906735.0
2020-08-27,141.399,141.6345,138.2699,139.5255,982219.0
2020-08-28,140.3495,143.6944,139.8982,141.2813,957162.0
2020-08-29,140.3495,143.6944,139.8982,141.2813,957162.0
2020-08-30,140.3495,143.6944,139.8982,141.2813,957162.0
2020-08-31,140.8497,142.7037,139.9473,142.429,1237990.0
2020-09-01,142.272,145.6366,141.7424,142.4584,1956744.0
2020-09-02,143.096,145.6366,141.6394,144.9794,1220553.0
2020-09-03,144.3124,144.3205,135.8274,137.9168,1779561.0
2020-09-04,136.4062,138.3484,132.5512,134.5228,1574134.0
2020-09-05,136.4062,138.3484,132.5512,134.5228,1574134.0
2020-09-06,136.4062,138.3484,132.5512,134.5228,1574134.0
2020-09-07,136.4062,138.3484,132.5512,134.5228,1574134.0
2020-09-08,131.3348,138.113,130.5697,136.004,2843272.0
2020-09-09,137.7206,139.5255,134.7484,138.829,1618502.0
2020-09-10,138.1112,140.0779,131.9259,132.6339,1996800.0
2020-09-11,133.4501,134.6498,128.9661,130.1657,1613606.0
2020-09-12,133.4501,134.6498,128.9661,130.1657,1613606.0
2020-09-13,133.4501,134.6498,128.9661,130.1657,1613606.0
2020-09-14,131.7883,133.9516,131.1098,133.1453,1320306.0
2020-09-15,133.519,135.2988,132.9781,133.6566,1504382.0
2020-09-16,134.7678,136.3215,132.7126,132.8798,1128029.0
2020-09-17,130.4607,132.6044,129.2217,131.7096,1424451.0
2020-09-18,131.9063,133.5976,130.0969,131.7588,3356305.0
2020-09-19,131.9063,133.5976,130.0969,131.7588,3356305.0
2020-09-20,131.9063,133.5976,130.0969,131.7588,3356305.0
2020-09-21,131.5326,132.5946,130.2002,131.9849,1328412.0
2020-09-22,133.4403,135.5152,131.6703,134.9153,807016.0
2020-09-23,134.3646,135.1907,130.6476,130.9328,805205.0
2020-09-24,129.9297,132.9191,129.8707,131.6211,549397.0
2020-09-25,131.4736,134.4876,131.1147,133.8631,749512.0
2020-09-26,131.4736,134.4876,131.1147,133.8631,749512.0
2020-09-27,131.4736,134.4876,131.1147,133.8631,749512.0
2020-09-28,135.407,136.6853,134.4138,136.0167,767632.0
2020-09-29,135.6233,136.7345,134.6105,134.6695,797168.0
2020-09-30,134.935,136.823,133.7943,135.4168,933281.0
2020-10-01,136.8918,137.5999,135.3726,136.882,852639.0
2020-10-02,135.1316,136.1838,132.3586,132.6438,780807.0
2020-10-03,135.1316,136.1838,132.3586,132.6438,780807.0
2020-10-04,135.1316,136.1838,132.3586,132.6438,780807.0
2020-10-05,133.2338,133.9025,131.9653,133.3715,955584.0
2020-10-06,132.7336,135.1415,130.6476,131.1196,1106455.0
2020-10-07,131.8178,132.6044,130.0084,131.2868,1208201.0
2020-10-08,132.5454,133.5091,131.4244,133.2535,722559.0
2020-10-09,134.7383,137.1532,133.8336,137.1082,890391.0
2020-10-10,134.7383,137.1532,133.8336,137.1082,890391.0
2020-10-11,134.7383,137.1532,133.8336,137.1082,890391.0
2020-10-12,138.652,144.4904,138.3671,142.8313,1655003.0
2020-10-13,142.5854,143.5983,139.537,141.6316,1554388.0
2020-10-14,140.0976,141.5922,137.177,138.5635,1218625.0
2020-10-15,137.8162,138.1702,135.938,136.5968,869650.0
2020-10-16,136.8427,137.4032,135.3775,135.9577,1134587.0
2020-10-17,136.8427,137.4032,135.3775,135.9577,1134587.0
2020-10-18,136.8427,137.4032,135.3775,135.9577,1134587.0
2020-10-19,136.7935,137.8359,132.1226,132.5946,1138655.0
2020-10-20,133.873,137.0885,133.7156,134.4433,1200402.0
2020-10-21,134.404,135.643,133.5976,134.0893,1217021.0
2020-10-22,133.1355,133.8336,123.656,124.541,4542274.0
2020-10-23,122.5251,123.3806,118.7491,120.6715,4006614.0
2020-10-24,122.5251,123.3806,118.7491,120.6715,4006614.0
2020-10-25,122.5251,123.3806,118.7491,120.6715,4006614.0
2020-10-26,119.8013,122.2203,118.6999,121.7581,1784465.0
2020-10-27,122.5841,123.8625,117.2642,117.4806,2490307.0
2020-10-28,115.8925,116.4185,112.7703,112.908,1833762.0
2020-10-29,113.0948,114.1962,111.8066,112.023,1580996.0
2020-10-30,111.8853,113.0653,110.0022,111.3838,1761850.0
2020-10-31,111.8853,113.0653,110.0022,111.3838,1761850.0
2020-11-01,111.8853,113.0653,110.0022,111.3838,1761850.0
2020-11-02,111.728,112.8687,109.7416,112.5245,1631745.0
2020-11-03,113.1538,114.8452,112.1262,114.0388,1362504.0
2020-11-04,116.92,117.4806,114.5108,114.9239,1692540.0
2020-11-05,117.0577,118.8671,116.3497,117.4314,1346178.0
2020-11-06,117.3429,117.5199,115.2287,116.9102,1019412.0
2020-11-07,117.3429,117.5199,115.2287,116.9102,1019412.0
2020-11-08,117.3429,117.5199,115.2287,116.9102,1019412.0
2020-11-09,116.4382,117.6674,112.6425,112.7408,2835924.0
2020-11-10,111.9443,113.852,109.4073,112.2393,2303653.0
2020-11-11,113.3505,114.4813,112.5147,112.9867,1499762.0
2020-11-12,113.6553,114.9534,112.7802,113.4587,1172146.0
2020-11-13,114.8747,116.4677,113.2916,116.2907,1314191.0
2020-11-14,114.8747,116.4677,113.2916,116.2907,1314191.0
2020-11-15,114.8747,116.4677,113.2916,116.2907,1314191.0
2020-11-16,115.8384,116.8512,114.442,116.507,1678548.0
2020-11-17,116.8119,119.2457,116.3399,117.6871,1597327.0
2020-11-18,117.3331,119.3047,116.4579,117.0086,1773951.0
2020-11-19,116.271,119.2014,115.3048,118.7589,1572378.0
2020-11-20,118.7392,120.5142,118.1689,118.4737,2513640.0
2020-11-21,118.7392,120.5142,118.1689,118.4737,2513640.0
2020-11-22,118.7392,120.5142,118.1689,118.4737,2513640.0
2020-11-23,118.2279,119.3692,117.2446,118.1591,1582659.0
2020-11-24,118.4049,123.3315,117.9427,120.0569,2346915.0
2020-11-25,121.5811,121.9351,118.9802,119.3883,1264469.0
2020-11-26,121.5811,121.9351,118.9802,119.3883,1264469.0
2020-11-27,119.7029,121.8761,118.5917,120.4011,735833.0
2020-11-28,119.7029,121.8761,118.5917,120.4011,735833.0
2020-11-29,119.7029,121.8761,118.5917,120.4011,735833.0
2020-11-30,121.2861,122.0433,119.1424,121.8565,2874621.0
2020-12-01,122.24,124.0788,121.6401,123.4986,1928555.0
2020-12-02,122.9283,125.426,122.122,125.19,1455610.0
2020-12-03,124.482,126.9944,122.9381,125.7407,1219421.0
2020-12-04,126.3307,128.4842,125.7702,128.3564,1279681.0
2020-12-05,126.3307,128.4842,125.7702,128.3564,1279681.0
2020-12-06,126.3307,128.4842,125.7702,128.3564,1279681.0
2020-12-07,128.731,129.7269,128.0014,129.5297,1081342.0
2020-12-08,127.9422,130.0325,127.5182,129.0465,1285673.0
2020-12-09,129.5691,130.3776,127.8831,129.9734,1386714.0
2020-12-10,128.8986,131.1812,128.307,130.8115,1661589.0
2020-12-11,129.8353,131.0284,125.9604,128.8198,2018543.0
2020-12-12,129.8353,131.0284,125.9604,128.8198,2018543.0
2020-12-13,129.8353,131.0284,125.9604,128.8198,2018543.0
2020-12-14,128.7507,129.9734,126.1083,126.6309,1955831.0
2020-12-15,127.6267,128.2873,124.9547,125.6646,1293471.0
2020-12-16,125.9702,128.0704,125.3195,127.4689,1192606.0
2020-12-17,128.7606,129.5001,126.9168,128.9085,1556347.0
2020-12-18,129.5592,132.9609,128.0408,130.7917,6630058.0
2020-12-19,129.5592,132.9609,128.0408,130.7917,6630058.0
2020-12-20,129.5592,132.9609,128.0408,130.7917,6630058.0
2020-12-21,128.8395,130.3382,127.2126,129.2733,1358323.0
2020-12-22,129.9734,131.403,128.1197,130.8608,3073704.0
2020-12-23,131.7087,132.2116,129.9241,129.9241,999585.0
2020-12-24,130.5452,131.2551,129.3029,130.7129,431857.0
2020-12-25,130.5452,131.2551,129.3029,130.7129,431857.0
2020-12-26,130.5452,131.2551,129.3029,130.7129,431857.0
2020-12-27,130.5452,131.2551,129.3029,130.7129,431857.0
2020-12-28,130.9594,132.1228,130.4368,131.1566,2217820.0
2020-12-29,132.0637,132.9116,128.0112,128.2873,702005.0
2020-12-30,128.5042,128.6226,126.3942,126.4928,2225160.0
2020-12-31,126.8675,128.4944,126.1379,128.2775,598217.0
2021-01-01,126.8675,128.4944,126.1379,128.2775,598217.0
2021-01-02,126.8675,128.4944,126.1379,128.2775,598217.0
2021-01-03,126.8675,128.4944,126.1379,128.2775,598217.0
2021-01-04,128.9184,129.0465,124.5011,126.5323,1123654.0
2021-01-05,126.2069,126.5323,125.004,125.8421,780307.0
2021-01-06,125.9111,126.3055,123.7419,124.0081,1329405.0
2021-01-07,124.5405,127.0745,124.2645,126.6407,892700.0
2021-01-08,127.5774,129.2733,126.4238,129.0169,1039492.0
2021-01-09,127.5774,129.2733,126.4238,129.0169,1039492.0
2021-01-10,127.5774,129.2733,126.4238,129.0169,1039492.0
2021-01-11,128.6916,130.0818,127.3112,127.8338,990169.0
2021-01-12,126.7344,131.7876,126.7344,131.2749,1354162.0
2021-01-13,131.2946,131.334,128.5634,129.6381,1030802.0
2021-01-14,130.6586,131.058,129.0367,130.141,1190865.0
2021-01-15,129.0465,131.0974,128.7113,130.1508,1003661.0
2021-01-16,129.0465,131.0974,128.7113,130.1508,1003661.0
2021-01-17,129.0465,131.0974,128.7113,130.1508,1003661.0
2021-01-18,129.0465,131.0974,128.7113,130.1508,1003661.0
2021-01-19,130.634,135.0907,128.731,133.4638,3263308.0
2021-01-20,134.2131,134.5859,130.634,130.7227,1740827.0
2021-01-21,132.2904,132.2904,125.1633,125.566,2288526.0
2021-01-22,125.28,125.6646,123.1306,124.9744,1236507.0
2021-01-23,125.28,125.6646,123.1306,124.9744,1236507.0
2021-01-24,125.28,125.6646,123.1306,124.9744,1236507.0
2021-01-25,126.1872,129.9241,125.2219,129.786,2915494.0
2021-01-26,130.4664,137.2401,129.5099,137.1514,1773825.0
2021-01-27,137.2894,143.1561,136.7767,142.4461,3148651.0
2021-01-28,139.5178,142.4166,134.4103,134.4892,3776790.0
2021-01-29,134.0948,136.0668,131.2749,131.4425,2059948.0
2021-01-30,134.0948,136.0668,131.2749,131.4425,2059948.0
2021-01-31,134.0948,136.0668,131.2749,131.4425,2059948.0
2021-02-01,131.6002,132.5468,128.8493,130.6537,1366095.0
2021-02-02,130.772,132.6109,129.3916,131.2551,1285132.0
2021-02-03,130.9199,132.4482,129.3916,130.5354,860612.0
2021-02-04,130.4959,131.3735,129.3029,130.6833,842030.0
2021-02-05,130.0227,131.5115,129.362,129.9734,664644.0
2021-02-06,130.0227,131.5115,129.362,129.9734,664644.0
2021-02-07,130.0227,131.5115,129.362,129.9734,664644.0
2021-02-08,131.0974,132.2313,130.1015,132.1918,905156.0
2021-02-09,133.0497,135.0808,132.3989,134.1835,676017.0
2021-02-10,135.4259,135.5146,133.1187,135.0118,693787.0
2021-02-11,135.4062,136.6978,135.0808,135.8597,839466.0
2021-02-12,135.3766,135.8104,133.5821,135.7513,560122.0
2021-02-13,135.3766,135.8104,133.5821,135.7513,560122.0
2021-02-14,135.3766,135.8104,133.5821,135.7513,560122.0
2021-02-15,135.3766,135.8104,133.5821,135.7513,560122.0
2021-02-16,136.0372,136.7964,134.5089,134.7751,875512.0
2021-02-17,133.2863,134.4596,130.9495,132.2017,1066007.0
2021-02-18,131.5115,131.62,129.3719,130.2396,877521.0
2021-02-19,131.0481,131.4721,128.7705,131.0974,1088175.0
2021-02-20,131.0481,131.4721,128.7705,131.0974,1088175.0
2021-02-21,131.0481,131.4721,128.7705,131.0974,1088175.0
2021-02-22,131.2058,133.8877,130.2593,133.2074,1114612.0
2021-02-23,133.0595,136.7521,132.0932,134.8935,1731105.0
2021-02-24,133.7891,135.8499,133.1581,135.0808,1030878.0
2021-02-25,134.1934,137.7134,134.0053,136.9147,1553407.0
2021-02-26,135.6822,137.1514,130.3185,131.7087,3070232.0
2021-02-27,135.6822,137.1514,130.3185,131.7087,3070232.0
2021-02-28,135.6822,137.1514,130.3185,131.7087,3070232.0
2021-03-01,132.882,136.9147,131.9158,136.7077,1231459.0
2021-03-02,137.2697,137.5359,133.2748,134.8047,796215.0
