,CTXS US Equity,CTXS US Equity,CTXS US Equity,CTXS US Equity,CTXS US Equity
2022-05-27,100.43,100.97,100.11,100.95,626001.0
2022-05-28,100.43,100.97,100.11,100.95,626001.0
2022-05-29,100.43,100.97,100.11,100.95,626001.0
2022-05-30,100.43,100.97,100.11,100.95,626001.0
2022-05-31,101.06,101.2,100.25,100.69,1617097.0
2022-06-01,100.94,101.02,100.7,100.84,598879.0
2022-06-02,100.98,101.42,100.91,101.35,455387.0
2022-06-03,101.27,101.51,101.11,101.41,505984.0
2022-06-04,101.27,101.51,101.11,101.41,505984.0
2022-06-05,101.27,101.51,101.11,101.41,505984.0
2022-06-06,99.8,100.56,99.22,99.34,2081670.0
2022-06-07,99.46,99.5,98.51,98.77,1100282.0
2022-06-08,98.69,98.82,98.4,98.74,835633.0
2022-06-09,98.8,99.9,98.7,99.05,792875.0
2022-06-10,98.61,98.69,97.59,97.94,1012931.0
2022-06-11,98.61,98.69,97.59,97.94,1012931.0
2022-06-12,98.61,98.69,97.59,97.94,1012931.0
2022-06-13,96.77,97.0,94.72,95.39,1931790.0
2022-06-14,95.65,95.82,89.34,92.41,4098807.0
2022-06-15,92.72,93.415,91.82,92.71,1497680.0
2022-06-16,91.63,91.7,88.66,89.76,2225924.0
2022-06-17,91.37,96.55,91.37,94.94,2761411.0
2022-06-18,91.37,96.55,91.37,94.94,2761411.0
2022-06-19,91.37,96.55,91.37,94.94,2761411.0
2022-06-20,91.37,96.55,91.37,94.94,2761411.0
2022-06-21,95.88,98.56,95.46,97.62,2115537.0
2022-06-22,97.1,97.85,96.33,97.39,940284.0
2022-06-23,97.6,98.58,97.47,98.42,868999.0
2022-06-24,98.46,98.54,95.31,96.59,1855563.0
2022-06-25,98.46,98.54,95.31,96.59,1855563.0
2022-06-26,98.46,98.54,95.31,96.59,1855563.0
2022-06-27,97.0,98.0,96.66,96.76,660922.0
2022-06-28,97.0,97.24,95.98,96.15,855339.0
2022-06-29,96.34,97.34,96.05,96.84,675549.0
2022-06-30,96.77,97.89,95.85,97.17,1037521.0
2022-07-01,97.23,98.1197,96.11,97.93,494880.0
2022-07-02,97.23,98.1197,96.11,97.93,494880.0
2022-07-03,97.23,98.1197,96.11,97.93,494880.0
2022-07-04,97.23,98.1197,96.11,97.93,494880.0
2022-07-05,97.28,99.19,96.57,99.1,845445.0
2022-07-06,99.25,99.25,97.71,97.82,1351582.0
2022-07-07,98.0,99.73,98.0,99.49,691236.0
2022-07-08,99.45,99.49,98.55,99.22,717154.0
2022-07-09,99.45,99.49,98.55,99.22,717154.0
2022-07-10,99.45,99.49,98.55,99.22,717154.0
2022-07-11,99.12,102.1649,98.34,100.75,2919883.0
2022-07-12,101.14,102.42,100.97,102.08,1880865.0
2022-07-13,101.8,102.48,101.8,102.27,1728829.0
2022-07-14,102.21,102.6,102.21,102.35,1238160.0
2022-07-15,102.61,102.99,102.4,102.53,1139561.0
2022-07-16,102.61,102.99,102.4,102.53,1139561.0
2022-07-17,102.61,102.99,102.4,102.53,1139561.0
2022-07-18,102.61,102.71,102.145,102.17,982896.0
2022-07-19,102.25,102.66,102.0,102.57,1711265.0
2022-07-20,102.66,102.66,101.52,101.91,1193215.0
2022-07-21,101.75,101.95,101.5625,101.71,592702.0
2022-07-22,101.99,101.99,101.3,101.48,467114.0
2022-07-23,101.99,101.99,101.3,101.48,467114.0
2022-07-24,101.99,101.99,101.3,101.48,467114.0
2022-07-25,101.55,101.72,101.16,101.25,423223.0
2022-07-26,101.12,101.29,100.82,101.0,1373543.0
2022-07-27,101.5,101.63,101.26,101.62,763598.0
2022-07-28,101.62,101.88,101.3284,101.8,1088543.0
2022-07-29,101.9,101.9,101.22,101.41,701150.0
2022-07-30,101.9,101.9,101.22,101.41,701150.0
2022-07-31,101.9,101.9,101.22,101.41,701150.0
2022-08-01,101.36,101.67,101.23,101.27,573987.0
2022-08-02,101.31,102.32,101.15,101.95,647192.0
2022-08-03,101.95,102.5599,101.87,101.88,1088511.0
2022-08-04,101.97,102.26,101.82,102.0,390122.0
2022-08-05,102.0,102.5,101.72,102.5,576244.0
2022-08-06,102.0,102.5,101.72,102.5,576244.0
2022-08-07,102.0,102.5,101.72,102.5,576244.0
2022-08-08,102.77,102.92,102.22,102.29,522250.0
2022-08-09,102.22,102.5,102.0,102.2,325778.0
2022-08-10,102.5,102.83,102.36,102.68,587854.0
2022-08-11,102.49,102.75,102.4,102.45,447478.0
2022-08-12,102.68,102.9,102.49,102.89,805491.0
2022-08-13,102.68,102.9,102.49,102.89,805491.0
2022-08-14,102.68,102.9,102.49,102.89,805491.0
2022-08-15,102.86,103.325,102.7,103.2,640681.0
2022-08-16,103.1,103.24,102.93,103.22,1602073.0
2022-08-17,103.0,103.25,102.9,103.13,367438.0
2022-08-18,103.0,103.24,102.92,103.19,317255.0
2022-08-19,103.19,103.19,102.75,102.77,645102.0
2022-08-20,103.19,103.19,102.75,102.77,645102.0
2022-08-21,103.19,103.19,102.75,102.77,645102.0
2022-08-22,102.76,103.0,102.555,102.97,590632.0
2022-08-23,102.77,103.2,102.665,102.99,748867.0
2022-08-24,102.92,103.16,102.61,102.68,439377.0
2022-08-25,103.0,103.0,102.56,102.7,447708.0
2022-08-26,102.99,103.0,102.45,102.45,623417.0
2022-08-27,102.99,103.0,102.45,102.45,623417.0
2022-08-28,102.99,103.0,102.45,102.45,623417.0
2022-08-29,102.41,102.545,102.1,102.23,1130104.0
2022-08-30,102.49,102.97,102.49,102.59,742108.0
2022-08-31,102.59,103.6,102.14,102.77,1648753.0
2022-09-01,103.2,103.2,102.6,102.95,558654.0
2022-09-02,103.0,103.04,102.67,102.83,397073.0
2022-09-03,103.0,103.04,102.67,102.83,397073.0
2022-09-04,103.0,103.04,102.67,102.83,397073.0
2022-09-05,103.0,103.04,102.67,102.83,397073.0
2022-09-06,102.72,103.0,102.68,102.77,641407.0
2022-09-07,103.48,103.72,103.3,103.41,1795376.0
2022-09-08,103.46,103.74,103.42,103.7,915288.0
2022-09-09,103.69,103.71,103.62,103.68,1303993.0
2022-09-10,103.69,103.71,103.62,103.68,1303993.0
2022-09-11,103.69,103.71,103.62,103.68,1303993.0
2022-09-12,103.7,103.73,103.52,103.67,1016601.0
2022-09-13,103.65,103.75,103.49,103.53,1711050.0
2022-09-14,103.61,103.69,103.5,103.64,1352058.0
2022-09-15,103.62,103.69,103.53,103.61,1183221.0
2022-09-16,103.69,103.7,103.39,103.53,1899814.0
2022-09-17,103.69,103.7,103.39,103.53,1899814.0
2022-09-18,103.69,103.7,103.39,103.53,1899814.0
2022-09-19,103.46,103.81,103.45,103.72,704371.0
2022-09-20,103.65,103.77,103.51,103.72,737600.0
2022-09-21,103.7,103.86,103.66,103.75,1321538.0
2022-09-22,103.86,103.87,103.8,103.81,3857433.0
2022-09-23,103.83,103.83,103.68,103.75,2453090.0
2022-09-24,103.83,103.83,103.68,103.75,2453090.0
2022-09-25,103.83,103.83,103.68,103.75,2453090.0
2022-09-26,103.82,103.89,103.742,103.8,3015369.0
2022-09-27,103.85,103.905,103.77,103.8,3266407.0
2022-09-28,103.8,103.92,103.8,103.86,2877742.0
2022-09-29,103.91,103.96,103.885,103.9,6631341.0
2022-09-30,103.91,103.96,103.885,103.9,6631341.0
2022-10-01,103.91,103.96,103.885,103.9,6631341.0
2022-10-02,103.91,103.96,103.885,103.9,6631341.0
2022-10-03,103.91,103.96,103.885,103.9,6631341.0
2022-10-04,103.91,103.96,103.885,103.9,6631341.0
2022-10-05,103.91,103.96,103.885,103.9,6631341.0
2022-10-06,103.91,103.96,103.885,103.9,6631341.0
2022-10-07,103.91,103.96,103.885,103.9,6631341.0
2022-10-08,103.91,103.96,103.885,103.9,6631341.0
2022-10-09,103.91,103.96,103.885,103.9,6631341.0
2022-10-10,103.91,103.96,103.885,103.9,6631341.0
2022-10-11,103.91,103.96,103.885,103.9,6631341.0
2022-10-12,103.91,103.96,103.885,103.9,6631341.0
2022-10-13,103.91,103.96,103.885,103.9,6631341.0
2022-10-14,103.91,103.96,103.885,103.9,6631341.0
2022-10-15,103.91,103.96,103.885,103.9,6631341.0
2022-10-16,103.91,103.96,103.885,103.9,6631341.0
2022-10-17,103.91,103.96,103.885,103.9,6631341.0
2022-10-18,103.91,103.96,103.885,103.9,6631341.0
2022-10-19,103.91,103.96,103.885,103.9,6631341.0
2022-10-20,103.91,103.96,103.885,103.9,6631341.0
2022-10-21,103.91,103.96,103.885,103.9,6631341.0
2022-10-22,103.91,103.96,103.885,103.9,6631341.0
2022-10-23,103.91,103.96,103.885,103.9,6631341.0
2022-10-24,103.91,103.96,103.885,103.9,6631341.0
2022-10-25,103.91,103.96,103.885,103.9,6631341.0
2022-10-26,103.91,103.96,103.885,103.9,6631341.0
2022-10-27,103.91,103.96,103.885,103.9,6631341.0
2022-10-28,103.91,103.96,103.885,103.9,6631341.0
2022-10-29,103.91,103.96,103.885,103.9,6631341.0
2022-10-30,103.91,103.96,103.885,103.9,6631341.0
2022-10-31,103.91,103.96,103.885,103.9,6631341.0
2022-11-01,103.91,103.96,103.885,103.9,6631341.0
2022-11-02,103.91,103.96,103.885,103.9,6631341.0
2022-11-03,103.91,103.96,103.885,103.9,6631341.0
2022-11-04,103.91,103.96,103.885,103.9,6631341.0
2022-11-05,103.91,103.96,103.885,103.9,6631341.0
2022-11-06,103.91,103.96,103.885,103.9,6631341.0
2022-11-07,103.91,103.96,103.885,103.9,6631341.0
2022-11-08,103.91,103.96,103.885,103.9,6631341.0
2022-11-09,103.91,103.96,103.885,103.9,6631341.0
2022-11-10,103.91,103.96,103.885,103.9,6631341.0
2022-11-11,103.91,103.96,103.885,103.9,6631341.0
2022-11-12,103.91,103.96,103.885,103.9,6631341.0
2022-11-13,103.91,103.96,103.885,103.9,6631341.0
2022-11-14,103.91,103.96,103.885,103.9,6631341.0
2022-11-15,103.91,103.96,103.885,103.9,6631341.0
2022-11-16,103.91,103.96,103.885,103.9,6631341.0
2022-11-17,103.91,103.96,103.885,103.9,6631341.0
2022-11-18,103.91,103.96,103.885,103.9,6631341.0
2022-11-19,103.91,103.96,103.885,103.9,6631341.0
2022-11-20,103.91,103.96,103.885,103.9,6631341.0
2022-11-21,103.91,103.96,103.885,103.9,6631341.0
2022-11-22,103.91,103.96,103.885,103.9,6631341.0
2022-11-23,103.91,103.96,103.885,103.9,6631341.0
2022-11-24,103.91,103.96,103.885,103.9,6631341.0
2022-11-25,103.91,103.96,103.885,103.9,6631341.0
2022-11-26,103.91,103.96,103.885,103.9,6631341.0
2022-11-27,103.91,103.96,103.885,103.9,6631341.0
2022-11-28,103.91,103.96,103.885,103.9,6631341.0
2022-11-29,103.91,103.96,103.885,103.9,6631341.0
2022-11-30,103.91,103.96,103.885,103.9,6631341.0
2022-12-01,103.91,103.96,103.885,103.9,6631341.0
2022-12-02,103.91,103.96,103.885,103.9,6631341.0
2022-12-03,103.91,103.96,103.885,103.9,6631341.0
2022-12-04,103.91,103.96,103.885,103.9,6631341.0
2022-12-05,103.91,103.96,103.885,103.9,6631341.0
2022-12-06,103.91,103.96,103.885,103.9,6631341.0
2022-12-07,103.91,103.96,103.885,103.9,6631341.0
2022-12-08,103.91,103.96,103.885,103.9,6631341.0
2022-12-09,103.91,103.96,103.885,103.9,6631341.0
2022-12-10,103.91,103.96,103.885,103.9,6631341.0
2022-12-11,103.91,103.96,103.885,103.9,6631341.0
2022-12-12,103.91,103.96,103.885,103.9,6631341.0
2022-12-13,103.91,103.96,103.885,103.9,6631341.0
2022-12-14,103.91,103.96,103.885,103.9,6631341.0
2022-12-15,103.91,103.96,103.885,103.9,6631341.0
2022-12-16,103.91,103.96,103.885,103.9,6631341.0
2022-12-17,103.91,103.96,103.885,103.9,6631341.0
2022-12-18,103.91,103.96,103.885,103.9,6631341.0
2022-12-19,103.91,103.96,103.885,103.9,6631341.0
2022-12-20,103.91,103.96,103.885,103.9,6631341.0
2022-12-21,103.91,103.96,103.885,103.9,6631341.0
2022-12-22,103.91,103.96,103.885,103.9,6631341.0
2022-12-23,103.91,103.96,103.885,103.9,6631341.0
2022-12-24,103.91,103.96,103.885,103.9,6631341.0
2022-12-25,103.91,103.96,103.885,103.9,6631341.0
2022-12-26,103.91,103.96,103.885,103.9,6631341.0
2022-12-27,103.91,103.96,103.885,103.9,6631341.0
2022-12-28,103.91,103.96,103.885,103.9,6631341.0
2022-12-29,103.91,103.96,103.885,103.9,6631341.0
2022-12-30,103.91,103.96,103.885,103.9,6631341.0
2022-12-31,103.91,103.96,103.885,103.9,6631341.0
2023-01-01,103.91,103.96,103.885,103.9,6631341.0
2023-01-02,103.91,103.96,103.885,103.9,6631341.0
2023-01-03,103.91,103.96,103.885,103.9,6631341.0
2023-01-04,103.91,103.96,103.885,103.9,6631341.0
2023-01-05,103.91,103.96,103.885,103.9,6631341.0
2023-01-06,103.91,103.96,103.885,103.9,6631341.0
2023-01-07,103.91,103.96,103.885,103.9,6631341.0
2023-01-08,103.91,103.96,103.885,103.9,6631341.0
2023-01-09,103.91,103.96,103.885,103.9,6631341.0
2023-01-10,103.91,103.96,103.885,103.9,6631341.0
2023-01-11,103.91,103.96,103.885,103.9,6631341.0
2023-01-12,103.91,103.96,103.885,103.9,6631341.0
2023-01-13,103.91,103.96,103.885,103.9,6631341.0
2023-01-14,103.91,103.96,103.885,103.9,6631341.0
2023-01-15,103.91,103.96,103.885,103.9,6631341.0
2023-01-16,103.91,103.96,103.885,103.9,6631341.0
2023-01-17,103.91,103.96,103.885,103.9,6631341.0
2023-01-18,103.91,103.96,103.885,103.9,6631341.0
2023-01-19,103.91,103.96,103.885,103.9,6631341.0
2023-01-20,103.91,103.96,103.885,103.9,6631341.0
2023-01-21,103.91,103.96,103.885,103.9,6631341.0
2023-01-22,103.91,103.96,103.885,103.9,6631341.0
2023-01-23,103.91,103.96,103.885,103.9,6631341.0
2023-01-24,103.91,103.96,103.885,103.9,6631341.0
2023-01-25,103.91,103.96,103.885,103.9,6631341.0
2023-01-26,103.91,103.96,103.885,103.9,6631341.0
2023-01-27,103.91,103.96,103.885,103.9,6631341.0
2023-01-28,103.91,103.96,103.885,103.9,6631341.0
2023-01-29,103.91,103.96,103.885,103.9,6631341.0
2023-01-30,103.91,103.96,103.885,103.9,6631341.0
2023-01-31,103.91,103.96,103.885,103.9,6631341.0
2023-02-01,103.91,103.96,103.885,103.9,6631341.0
2023-02-02,103.91,103.96,103.885,103.9,6631341.0
2023-02-03,103.91,103.96,103.885,103.9,6631341.0
2023-02-04,103.91,103.96,103.885,103.9,6631341.0
2023-02-05,103.91,103.96,103.885,103.9,6631341.0
2023-02-06,103.91,103.96,103.885,103.9,6631341.0
2023-02-07,103.91,103.96,103.885,103.9,6631341.0
2023-02-08,103.91,103.96,103.885,103.9,6631341.0
2023-02-09,103.91,103.96,103.885,103.9,6631341.0
2023-02-10,103.91,103.96,103.885,103.9,6631341.0
2023-02-11,103.91,103.96,103.885,103.9,6631341.0
2023-02-12,103.91,103.96,103.885,103.9,6631341.0
2023-02-13,103.91,103.96,103.885,103.9,6631341.0
2023-02-14,103.91,103.96,103.885,103.9,6631341.0
2023-02-15,103.91,103.96,103.885,103.9,6631341.0
2023-02-16,103.91,103.96,103.885,103.9,6631341.0
2023-02-17,103.91,103.96,103.885,103.9,6631341.0
2023-02-18,103.91,103.96,103.885,103.9,6631341.0
2023-02-19,103.91,103.96,103.885,103.9,6631341.0
2023-02-20,103.91,103.96,103.885,103.9,6631341.0
2023-02-21,103.91,103.96,103.885,103.9,6631341.0
2023-02-22,103.91,103.96,103.885,103.9,6631341.0
2023-02-23,103.91,103.96,103.885,103.9,6631341.0
2023-02-24,103.91,103.96,103.885,103.9,6631341.0
2023-02-25,103.91,103.96,103.885,103.9,6631341.0
2023-02-26,103.91,103.96,103.885,103.9,6631341.0
2023-02-27,103.91,103.96,103.885,103.9,6631341.0
2023-02-28,103.91,103.96,103.885,103.9,6631341.0
2023-03-01,103.91,103.96,103.885,103.9,6631341.0
2023-03-02,103.91,103.96,103.885,103.9,6631341.0
2023-03-03,103.91,103.96,103.885,103.9,6631341.0
2023-03-04,103.91,103.96,103.885,103.9,6631341.0
2023-03-05,103.91,103.96,103.885,103.9,6631341.0
2023-03-06,103.91,103.96,103.885,103.9,6631341.0
2023-03-07,103.91,103.96,103.885,103.9,6631341.0
2023-03-08,103.91,103.96,103.885,103.9,6631341.0
2023-03-09,103.91,103.96,103.885,103.9,6631341.0
2023-03-10,103.91,103.96,103.885,103.9,6631341.0
2023-03-11,103.91,103.96,103.885,103.9,6631341.0
2023-03-12,103.91,103.96,103.885,103.9,6631341.0
2023-03-13,103.91,103.96,103.885,103.9,6631341.0
2023-03-14,103.91,103.96,103.885,103.9,6631341.0
2023-03-15,103.91,103.96,103.885,103.9,6631341.0
2023-03-16,103.91,103.96,103.885,103.9,6631341.0
2023-03-17,103.91,103.96,103.885,103.9,6631341.0
2023-03-18,103.91,103.96,103.885,103.9,6631341.0
2023-03-19,103.91,103.96,103.885,103.9,6631341.0
2023-03-20,103.91,103.96,103.885,103.9,6631341.0
2023-03-21,103.91,103.96,103.885,103.9,6631341.0
2023-03-22,103.91,103.96,103.885,103.9,6631341.0
2023-03-23,103.91,103.96,103.885,103.9,6631341.0
2023-03-24,103.91,103.96,103.885,103.9,6631341.0
2023-03-25,103.91,103.96,103.885,103.9,6631341.0
2023-03-26,103.91,103.96,103.885,103.9,6631341.0
2023-03-27,103.91,103.96,103.885,103.9,6631341.0
2023-03-28,103.91,103.96,103.885,103.9,6631341.0
2023-03-29,103.91,103.96,103.885,103.9,6631341.0
2023-03-30,103.91,103.96,103.885,103.9,6631341.0
2023-03-31,103.91,103.96,103.885,103.9,6631341.0
2023-04-01,103.91,103.96,103.885,103.9,6631341.0
2023-04-02,103.91,103.96,103.885,103.9,6631341.0
2023-04-03,103.91,103.96,103.885,103.9,6631341.0
2023-04-04,103.91,103.96,103.885,103.9,6631341.0
2023-04-05,103.91,103.96,103.885,103.9,6631341.0
2023-04-06,103.91,103.96,103.885,103.9,6631341.0
2023-04-07,103.91,103.96,103.885,103.9,6631341.0
2023-04-08,103.91,103.96,103.885,103.9,6631341.0
2023-04-09,103.91,103.96,103.885,103.9,6631341.0
2023-04-10,103.91,103.96,103.885,103.9,6631341.0
2023-04-11,103.91,103.96,103.885,103.9,6631341.0
2023-04-12,103.91,103.96,103.885,103.9,6631341.0
2023-04-13,103.91,103.96,103.885,103.9,6631341.0
2023-04-14,103.91,103.96,103.885,103.9,6631341.0
2023-04-15,103.91,103.96,103.885,103.9,6631341.0
2023-04-16,103.91,103.96,103.885,103.9,6631341.0
2023-04-17,103.91,103.96,103.885,103.9,6631341.0
2023-04-18,103.91,103.96,103.885,103.9,6631341.0
2023-04-19,103.91,103.96,103.885,103.9,6631341.0
2023-04-20,103.91,103.96,103.885,103.9,6631341.0
2023-04-21,103.91,103.96,103.885,103.9,6631341.0
2023-04-22,103.91,103.96,103.885,103.9,6631341.0
2023-04-23,103.91,103.96,103.885,103.9,6631341.0
2023-04-24,103.91,103.96,103.885,103.9,6631341.0
2023-04-25,103.91,103.96,103.885,103.9,6631341.0
2023-04-26,103.91,103.96,103.885,103.9,6631341.0
2023-04-27,103.91,103.96,103.885,103.9,6631341.0
2023-04-28,103.91,103.96,103.885,103.9,6631341.0
2023-04-29,103.91,103.96,103.885,103.9,6631341.0
2023-04-30,103.91,103.96,103.885,103.9,6631341.0
2023-05-01,103.91,103.96,103.885,103.9,6631341.0
2023-05-02,103.91,103.96,103.885,103.9,6631341.0
2023-05-03,103.91,103.96,103.885,103.9,6631341.0
2023-05-04,103.91,103.96,103.885,103.9,6631341.0
2023-05-05,103.91,103.96,103.885,103.9,6631341.0
2023-05-06,103.91,103.96,103.885,103.9,6631341.0
2023-05-07,103.91,103.96,103.885,103.9,6631341.0
2023-05-08,103.91,103.96,103.885,103.9,6631341.0
2023-05-09,103.91,103.96,103.885,103.9,6631341.0
2023-05-10,103.91,103.96,103.885,103.9,6631341.0
2023-05-11,103.91,103.96,103.885,103.9,6631341.0
2023-05-12,103.91,103.96,103.885,103.9,6631341.0
2023-05-13,103.91,103.96,103.885,103.9,6631341.0
2023-05-14,103.91,103.96,103.885,103.9,6631341.0
2023-05-15,103.91,103.96,103.885,103.9,6631341.0
2023-05-16,103.91,103.96,103.885,103.9,6631341.0
2023-05-17,103.91,103.96,103.885,103.9,6631341.0
2023-05-18,103.91,103.96,103.885,103.9,6631341.0
2023-05-19,103.91,103.96,103.885,103.9,6631341.0
2023-05-20,103.91,103.96,103.885,103.9,6631341.0
2023-05-21,103.91,103.96,103.885,103.9,6631341.0
2023-05-22,103.91,103.96,103.885,103.9,6631341.0
2023-05-23,103.91,103.96,103.885,103.9,6631341.0
2023-05-24,103.91,103.96,103.885,103.9,6631341.0
2023-05-25,103.91,103.96,103.885,103.9,6631341.0
2023-05-26,103.91,103.96,103.885,103.9,6631341.0
2023-05-27,103.91,103.96,103.885,103.9,6631341.0
2023-05-28,103.91,103.96,103.885,103.9,6631341.0
2023-05-29,103.91,103.96,103.885,103.9,6631341.0
2023-05-30,103.91,103.96,103.885,103.9,6631341.0
2023-05-31,103.91,103.96,103.885,103.9,6631341.0
2023-06-01,103.91,103.96,103.885,103.9,6631341.0
2023-06-02,103.91,103.96,103.885,103.9,6631341.0
2023-06-03,103.91,103.96,103.885,103.9,6631341.0
2023-06-04,103.91,103.96,103.885,103.9,6631341.0
2023-06-05,103.91,103.96,103.885,103.9,6631341.0
2023-06-06,103.91,103.96,103.885,103.9,6631341.0
2023-06-07,103.91,103.96,103.885,103.9,6631341.0
2023-06-08,103.91,103.96,103.885,103.9,6631341.0
2023-06-09,103.91,103.96,103.885,103.9,6631341.0
2023-06-10,103.91,103.96,103.885,103.9,6631341.0
2023-06-11,103.91,103.96,103.885,103.9,6631341.0
2023-06-12,103.91,103.96,103.885,103.9,6631341.0
2023-06-13,103.91,103.96,103.885,103.9,6631341.0
2023-06-14,103.91,103.96,103.885,103.9,6631341.0
2023-06-15,103.91,103.96,103.885,103.9,6631341.0
2023-06-16,103.91,103.96,103.885,103.9,6631341.0
2023-06-17,103.91,103.96,103.885,103.9,6631341.0
2023-06-18,103.91,103.96,103.885,103.9,6631341.0
2023-06-19,103.91,103.96,103.885,103.9,6631341.0
2023-06-20,103.91,103.96,103.885,103.9,6631341.0
2023-06-21,103.91,103.96,103.885,103.9,6631341.0
2023-06-22,103.91,103.96,103.885,103.9,6631341.0
2023-06-23,103.91,103.96,103.885,103.9,6631341.0
2023-06-24,103.91,103.96,103.885,103.9,6631341.0
2023-06-25,103.91,103.96,103.885,103.9,6631341.0
2023-06-26,103.91,103.96,103.885,103.9,6631341.0
2023-06-27,103.91,103.96,103.885,103.9,6631341.0
2023-06-28,103.91,103.96,103.885,103.9,6631341.0
2023-06-29,103.91,103.96,103.885,103.9,6631341.0
2023-06-30,103.91,103.96,103.885,103.9,6631341.0
2023-07-01,103.91,103.96,103.885,103.9,6631341.0
2023-07-02,103.91,103.96,103.885,103.9,6631341.0
2023-07-03,103.91,103.96,103.885,103.9,6631341.0
2023-07-04,103.91,103.96,103.885,103.9,6631341.0
2023-07-05,103.91,103.96,103.885,103.9,6631341.0
2023-07-06,103.91,103.96,103.885,103.9,6631341.0
2023-07-07,103.91,103.96,103.885,103.9,6631341.0
2023-07-08,103.91,103.96,103.885,103.9,6631341.0
2023-07-09,103.91,103.96,103.885,103.9,6631341.0
2023-07-10,103.91,103.96,103.885,103.9,6631341.0
2023-07-11,103.91,103.96,103.885,103.9,6631341.0
2023-07-12,103.91,103.96,103.885,103.9,6631341.0
2023-07-13,103.91,103.96,103.885,103.9,6631341.0
2023-07-14,103.91,103.96,103.885,103.9,6631341.0
2023-07-15,103.91,103.96,103.885,103.9,6631341.0
2023-07-16,103.91,103.96,103.885,103.9,6631341.0
2023-07-17,103.91,103.96,103.885,103.9,6631341.0
2023-07-18,103.91,103.96,103.885,103.9,6631341.0
2023-07-19,103.91,103.96,103.885,103.9,6631341.0
2023-07-20,103.91,103.96,103.885,103.9,6631341.0
2023-07-21,103.91,103.96,103.885,103.9,6631341.0
2023-07-22,103.91,103.96,103.885,103.9,6631341.0
2023-07-23,103.91,103.96,103.885,103.9,6631341.0
2023-07-24,103.91,103.96,103.885,103.9,6631341.0
2023-07-25,103.91,103.96,103.885,103.9,6631341.0
2023-07-26,103.91,103.96,103.885,103.9,6631341.0
2023-07-27,103.91,103.96,103.885,103.9,6631341.0
2023-07-28,103.91,103.96,103.885,103.9,6631341.0
2023-07-29,103.91,103.96,103.885,103.9,6631341.0
2023-07-30,103.91,103.96,103.885,103.9,6631341.0
2023-07-31,103.91,103.96,103.885,103.9,6631341.0
2023-08-01,103.91,103.96,103.885,103.9,6631341.0
2023-08-02,103.91,103.96,103.885,103.9,6631341.0
2023-08-03,103.91,103.96,103.885,103.9,6631341.0
2023-08-04,103.91,103.96,103.885,103.9,6631341.0
2023-08-05,103.91,103.96,103.885,103.9,6631341.0
2023-08-06,103.91,103.96,103.885,103.9,6631341.0
2023-08-07,103.91,103.96,103.885,103.9,6631341.0
2023-08-08,103.91,103.96,103.885,103.9,6631341.0
2023-08-09,103.91,103.96,103.885,103.9,6631341.0
2023-08-10,103.91,103.96,103.885,103.9,6631341.0
2023-08-11,103.91,103.96,103.885,103.9,6631341.0
2023-08-12,103.91,103.96,103.885,103.9,6631341.0
2023-08-13,103.91,103.96,103.885,103.9,6631341.0
2023-08-14,103.91,103.96,103.885,103.9,6631341.0
2023-08-15,103.91,103.96,103.885,103.9,6631341.0
2023-08-16,103.91,103.96,103.885,103.9,6631341.0
2023-08-17,103.91,103.96,103.885,103.9,6631341.0
2023-08-18,103.91,103.96,103.885,103.9,6631341.0
2023-08-19,103.91,103.96,103.885,103.9,6631341.0
2023-08-20,103.91,103.96,103.885,103.9,6631341.0
2023-08-21,103.91,103.96,103.885,103.9,6631341.0
2023-08-22,103.91,103.96,103.885,103.9,6631341.0
2023-08-23,103.91,103.96,103.885,103.9,6631341.0
2023-08-24,103.91,103.96,103.885,103.9,6631341.0
2023-08-25,103.91,103.96,103.885,103.9,6631341.0
2023-08-26,103.91,103.96,103.885,103.9,6631341.0
2023-08-27,103.91,103.96,103.885,103.9,6631341.0
2023-08-28,103.91,103.96,103.885,103.9,6631341.0
2023-08-29,103.91,103.96,103.885,103.9,6631341.0
2023-08-30,103.91,103.96,103.885,103.9,6631341.0
2023-08-31,103.91,103.96,103.885,103.9,6631341.0
2023-09-01,103.91,103.96,103.885,103.9,6631341.0
2023-09-02,103.91,103.96,103.885,103.9,6631341.0
2023-09-03,103.91,103.96,103.885,103.9,6631341.0
2023-09-04,103.91,103.96,103.885,103.9,6631341.0
2023-09-05,103.91,103.96,103.885,103.9,6631341.0
2023-09-06,103.91,103.96,103.885,103.9,6631341.0
2023-09-07,103.91,103.96,103.885,103.9,6631341.0
2023-09-08,103.91,103.96,103.885,103.9,6631341.0
2023-09-09,103.91,103.96,103.885,103.9,6631341.0
2023-09-10,103.91,103.96,103.885,103.9,6631341.0
2023-09-11,103.91,103.96,103.885,103.9,6631341.0
2023-09-12,103.91,103.96,103.885,103.9,6631341.0
2023-09-13,103.91,103.96,103.885,103.9,6631341.0
2023-09-14,103.91,103.96,103.885,103.9,6631341.0
2023-09-15,103.91,103.96,103.885,103.9,6631341.0
2023-09-16,103.91,103.96,103.885,103.9,6631341.0
2023-09-17,103.91,103.96,103.885,103.9,6631341.0
2023-09-18,103.91,103.96,103.885,103.9,6631341.0
2023-09-19,103.91,103.96,103.885,103.9,6631341.0
2023-09-20,103.91,103.96,103.885,103.9,6631341.0
2023-09-21,103.91,103.96,103.885,103.9,6631341.0
